,Hell Of A Boy,Buster Block,Bottom Line,Alis Jab,Bonython,Higher Love,Vitae
07-01-2023 14:53:12.042898,"(3.4, 4.0, 3.8555555555555556)","(31.0, 46.0, 43.5)","(10.0, 15.0, 14.0)","(3.3, 4.8, 4.735714285714286)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:13.055356,"(3.4, 4.0, 3.8555555555555556)","(31.0, 46.0, 43.5)","(10.0, 15.0, 14.0)","(3.3, 4.7, 4.6571428571428575)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:14.004583,"(3.4, 4.0, 3.8555555555555556)","(31.0, 46.0, 43.5)","(10.0, 15.0, 14.0)","(3.3, 4.7, 4.6571428571428575)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:14.961839,"(3.4, 4.0, 3.8555555555555556)","(31.0, 46.0, 43.5)","(10.0, 15.0, 14.0)","(3.3, 4.7, 4.6571428571428575)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:15.900052,"(3.4, 4.0, 3.8555555555555556)","(31.0, 46.0, 43.5)","(10.0, 15.0, 14.0)","(3.3, 4.7, 4.6571428571428575)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:16.797323,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 37.714285714285715)","(10.0, 15.0, 14.0)","(3.3, 4.7, 4.6571428571428575)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:17.728386,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 37.714285714285715)","(10.0, 15.0, 14.0)","(3.3, 4.7, 4.6571428571428575)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:18.724469,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 37.714285714285715)","(10.0, 15.0, 14.0)","(3.3, 4.7, 4.6571428571428575)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:19.921487,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 37.27272727272727)","(10.0, 15.0, 14.0)","(3.3, 4.7, 4.6571428571428575)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:20.842743,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 37.27272727272727)","(10.0, 15.0, 14.0)","(3.3, 4.7, 4.6571428571428575)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:21.877354,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 36.857142857142854)","(10.0, 15.0, 14.0)","(3.3, 4.7, 4.6571428571428575)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:23.235178,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 36.857142857142854)","(10.0, 15.0, 14.0)","(3.3, 4.7, 4.65)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:24.287053,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 36.857142857142854)","(10.0, 15.0, 14.0)","(3.3, 4.7, 4.65)","(2.4, 2.86, 2.8546666666666667)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:25.320952,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 38.4)","(10.0, 15.0, 14.0)","(3.3, 4.7, 4.68)","(2.4, 2.86, 2.856121212121212)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:26.433628,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 15.0, 14.0)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.86, 2.856121212121212)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:27.456901,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 15.0, 13.526315789473685)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.86, 2.748)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:28.508180,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.541666666666666)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.86, 2.748)","(19.0, 28.0, 26.5)","(21.0, 38.0, 37.07692307692308)"
07-01-2023 14:53:29.556722,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.541666666666666)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.86, 2.748)","(19.0, 28.0, 27.333333333333332)","(21.0, 38.0, 37.2)"
07-01-2023 14:53:30.583917,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.543859649122806)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.86, 2.748)","(19.0, 28.0, 27.333333333333332)","(21.0, 38.0, 32.5)"
07-01-2023 14:53:31.551693,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.543859649122806)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.86, 2.855460992907801)","(19.0, 28.0, 27.375)","(21.0, 38.0, 34.333333333333336)"
07-01-2023 14:53:32.548655,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.543859649122806)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.86, 2.8549206349206346)","(19.0, 28.0, 27.375)","(21.0, 38.0, 36.42857142857143)"
07-01-2023 14:53:33.526978,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.543859649122806)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.86, 2.8983739837398375)","(19.0, 28.0, 27.083333333333336)","(21.0, 38.0, 36.42857142857143)"
07-01-2023 14:53:34.464519,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.541666666666666)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.9, 2.8983739837398375)","(19.0, 30.0, 27.8125)","(21.0, 38.0, 36.42857142857143)"
07-01-2023 14:53:35.393496,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.541666666666666)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.9, 2.81)","(19.0, 30.0, 27.8125)","(21.0, 38.0, 36.42857142857143)"
07-01-2023 14:53:36.384858,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.541666666666666)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.9, 2.7800000000000002)","(19.0, 30.0, 27.8125)","(21.0, 38.0, 36.42857142857143)"
07-01-2023 14:53:37.313944,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.541666666666666)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.9, 2.7800000000000002)","(19.0, 30.0, 27.8125)","(21.0, 38.0, 36.42857142857143)"
07-01-2023 14:53:38.255389,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.541666666666666)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.9, 2.75)","(19.0, 30.0, 27.8125)","(21.0, 38.0, 36.42857142857143)"
07-01-2023 14:53:39.236452,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.541666666666666)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.9, 2.75)","(19.0, 30.0, 27.8125)","(21.0, 38.0, 36.42857142857143)"
07-01-2023 14:53:40.255689,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.541666666666666)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.9, 2.75)","(19.0, 30.0, 27.8125)","(21.0, 38.0, 36.42857142857143)"
07-01-2023 14:53:41.557129,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.541666666666666)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.9, 2.75)","(19.0, 30.0, 27.8125)","(21.0, 38.0, 36.42857142857143)"
07-01-2023 14:53:42.642134,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.541666666666666)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.9, 2.75)","(19.0, 30.0, 27.8125)","(21.0, 38.0, 36.42857142857143)"
07-01-2023 14:53:43.885990,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.541666666666666)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.9, 2.75)","(19.0, 30.0, 27.8125)","(21.0, 38.0, 36.42857142857143)"
07-01-2023 14:53:45.130521,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.541666666666666)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.9, 2.75)","(19.0, 30.0, 27.8125)","(21.0, 38.0, 36.42857142857143)"
07-01-2023 14:53:46.274452,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.541666666666666)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.9, 2.75)","(19.0, 30.0, 27.8125)","(21.0, 38.0, 36.42857142857143)"
07-01-2023 14:53:47.653695,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.541666666666666)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.9, 2.75)","(19.0, 30.0, 27.8125)","(21.0, 38.0, 36.42857142857143)"
07-01-2023 14:53:48.952327,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.541666666666666)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.9, 2.75)","(19.0, 30.0, 27.8125)","(21.0, 38.0, 36.42857142857143)"
07-01-2023 14:53:50.091625,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.541666666666666)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.9, 2.7560000000000002)","(19.0, 30.0, 27.8125)","(21.0, 38.0, 36.42857142857143)"
07-01-2023 14:53:51.055524,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.541666666666666)","(3.3, 4.7, 4.628571428571429)","(2.4, 2.9, 2.7560000000000002)","(19.0, 30.0, 27.8125)","(21.0, 38.0, 36.42857142857143)"
07-01-2023 14:53:52.216802,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.541666666666666)","(3.3, 4.7, 4.533333333333333)","(2.4, 2.9, 2.7560000000000002)","(19.0, 30.0, 27.8125)","(21.0, 38.0, 36.42857142857143)"
07-01-2023 14:53:53.502195,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.543859649122806)","(3.3, 4.7, 4.571428571428571)","(2.4, 2.9, 2.7560000000000002)","(19.0, 30.0, 29.125)","(21.0, 38.0, 35.25)"
07-01-2023 14:53:54.590058,"(3.4, 4.0, 3.8555555555555556)","(31.0, 44.0, 34.666666666666664)","(10.0, 16.0, 13.543859649122806)","(3.3, 4.7, 4.488235294117647)","(2.4, 2.9, 2.7560000000000002)","(19.0, 30.0, 27.0)","(21.0, 38.0, 35.25)"
07-01-2023 14:53:55.557385,"(3.4, 4.0, 3.8555555555555556)","(31.0, 42.0, 34.5)","(10.0, 16.0, 13.543859649122806)","(3.3, 4.7, 4.488235294117647)","(2.4, 2.9, 2.7560000000000002)","(19.0, 30.0, 27.0)","(21.0, 38.0, 35.25)"
07-01-2023 14:53:56.699844,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 36.0)","(10.0, 16.0, 13.543859649122806)","(3.3, 4.7, 4.488235294117647)","(2.4, 2.9, 2.7560000000000002)","(19.0, 30.0, 27.0)","(21.0, 38.0, 35.25)"
07-01-2023 14:53:57.715916,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 33.333333333333336)","(10.0, 16.0, 13.543859649122806)","(3.3, 4.7, 4.488235294117647)","(2.4, 2.9, 2.7560000000000002)","(19.0, 30.0, 27.0)","(21.0, 38.0, 35.25)"
07-01-2023 14:53:58.843034,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 33.333333333333336)","(10.0, 16.0, 13.543859649122806)","(3.3, 4.7, 4.488235294117647)","(2.4, 2.9, 2.7560000000000002)","(19.0, 30.0, 27.0)","(21.0, 38.0, 35.25)"
07-01-2023 14:54:00.111194,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 33.333333333333336)","(10.0, 16.0, 13.543859649122806)","(3.3, 4.7, 4.488235294117647)","(2.4, 2.9, 2.868)","(19.0, 30.0, 27.0)","(21.0, 38.0, 35.25)"
07-01-2023 14:54:01.411720,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 33.333333333333336)","(10.0, 16.0, 13.543859649122806)","(3.3, 4.7, 4.488235294117647)","(2.4, 2.9, 2.8644444444444446)","(19.0, 30.0, 27.0)","(21.0, 38.0, 35.25)"
07-01-2023 14:54:02.528531,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 33.333333333333336)","(10.0, 16.0, 13.543859649122806)","(3.3, 4.7, 4.488235294117647)","(2.4, 2.88, 2.8905882352941177)","(19.0, 29.0, 27.0)","(21.0, 38.0, 35.25)"
07-01-2023 14:54:03.705790,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 33.333333333333336)","(10.0, 16.0, 13.543859649122806)","(3.3, 4.7, 4.488235294117647)","(2.4, 2.9, 2.8747368421052633)","(19.0, 30.0, 27.666666666666668)","(21.0, 38.0, 32.4)"
07-01-2023 14:54:04.833096,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 32.72727272727273)","(10.0, 16.0, 13.537313432835822)","(3.3, 4.7, 4.488235294117647)","(2.4, 2.9, 2.8563636363636364)","(19.0, 30.0, 27.666666666666668)","(21.0, 36.0, 32.4)"
07-01-2023 14:54:05.892071,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 33.6)","(10.0, 16.0, 13.537313432835822)","(3.3, 4.7, 4.488235294117647)","(2.4, 2.9, 2.8563636363636364)","(19.0, 30.0, 27.666666666666668)","(21.0, 36.0, 29.454545454545453)"
07-01-2023 14:54:07.025381,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 35.0)","(10.0, 16.0, 13.537313432835822)","(3.3, 4.7, 4.488235294117647)","(2.4, 2.9, 2.8563636363636364)","(19.0, 30.0, 29.125)","(21.0, 36.0, 29.454545454545453)"
07-01-2023 14:54:08.222053,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 36.0)","(10.0, 16.0, 13.537313432835822)","(3.3, 4.7, 4.488235294117647)","(2.4, 2.9, 2.8563636363636364)","(19.0, 30.0, 29.125)","(21.0, 36.0, 29.454545454545453)"
07-01-2023 14:54:09.364869,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 35.07692307692308)","(10.0, 16.0, 13.537313432835822)","(3.3, 4.7, 4.488235294117647)","(2.4, 2.9, 2.8563636363636364)","(19.0, 30.0, 29.125)","(21.0, 36.0, 29.454545454545453)"
07-01-2023 14:54:10.419859,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 35.07692307692308)","(10.0, 16.0, 13.537313432835822)","(3.3, 4.7, 4.488235294117647)","(2.4, 2.9, 2.8563636363636364)","(19.0, 30.0, 29.125)","(21.0, 36.0, 29.454545454545453)"
07-01-2023 14:54:11.623881,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 35.07692307692308)","(10.0, 16.0, 13.537313432835822)","(3.3, 4.7, 4.488235294117647)","(2.4, 2.9, 2.8563636363636364)","(19.0, 30.0, 29.125)","(21.0, 36.0, 29.454545454545453)"
07-01-2023 14:54:12.846603,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 35.07692307692308)","(10.0, 16.0, 13.537313432835822)","(3.3, 4.7, 4.488235294117647)","(2.4, 2.9, 2.8563636363636364)","(19.0, 30.0, 29.125)","(21.0, 36.0, 29.454545454545453)"
07-01-2023 14:54:14.058181,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 35.07692307692308)","(10.0, 16.0, 13.537313432835822)","(3.3, 4.7, 4.488235294117647)","(2.4, 2.9, 2.8563636363636364)","(19.0, 30.0, 29.125)","(21.0, 36.0, 29.454545454545453)"
07-01-2023 14:54:15.145988,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 35.07692307692308)","(11.0, 16.0, 13.537313432835822)","(3.4, 4.7, 4.488235294117647)","(2.4, 2.9, 2.8563636363636364)","(20.0, 30.0, 29.125)","(21.0, 36.0, 29.454545454545453)"
07-01-2023 14:54:16.310344,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 35.07692307692308)","(11.0, 16.0, 13.537313432835822)","(3.4, 4.7, 4.488235294117647)","(2.4, 2.9, 2.8563636363636364)","(20.0, 30.0, 29.125)","(21.0, 36.0, 29.454545454545453)"
07-01-2023 14:54:17.548566,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 35.07692307692308)","(11.0, 16.0, 13.537313432835822)","(3.4, 4.7, 4.488235294117647)","(2.4, 2.9, 2.8563636363636364)","(20.0, 30.0, 29.125)","(21.0, 36.0, 29.454545454545453)"
07-01-2023 14:54:18.739852,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 35.07692307692308)","(11.0, 16.0, 13.537313432835822)","(3.4, 4.7, 4.488235294117647)","(2.4, 2.9, 2.8563636363636364)","(20.0, 30.0, 29.125)","(21.0, 36.0, 29.454545454545453)"
07-01-2023 14:54:19.867714,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 35.07692307692308)","(11.0, 16.0, 13.537313432835822)","(3.4, 4.7, 4.488235294117647)","(2.4, 2.9, 2.8563636363636364)","(20.0, 30.0, 29.125)","(21.0, 36.0, 29.454545454545453)"
07-01-2023 14:54:20.938917,"(3.4, 4.0, 3.8555555555555556)","(31.0, 40.0, 35.07692307692308)","(11.0, 16.0, 13.537313432835822)","(3.4, 4.7, 4.488235294117647)","(2.4, 2.9, 2.8563636363636364)","(20.0, 30.0, 27.666666666666664)","(21.0, 36.0, 31.2)"
07-01-2023 14:54:22.102087,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 36.285714285714285)","(11.0, 15.5, 14.166666666666666)","(3.4, 4.7, 4.550000000000001)","(2.4, 2.9, 2.8563636363636364)","(20.0, 29.0, 27.666666666666664)","(21.0, 34.0, 31.2)"
07-01-2023 14:54:23.246426,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 36.285714285714285)","(11.0, 15.5, 14.166666666666666)","(3.4, 4.7, 4.550000000000001)","(2.4, 2.9, 2.8563636363636364)","(20.0, 29.0, 27.666666666666664)","(21.0, 34.0, 28.75)"
07-01-2023 14:54:24.345314,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 34.72727272727273)","(11.0, 15.5, 14.166666666666666)","(3.4, 4.7, 4.61)","(2.4, 2.9, 2.8563636363636364)","(20.0, 29.0, 27.666666666666664)","(21.0, 34.0, 28.75)"
07-01-2023 14:54:25.489865,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 34.72727272727273)","(11.0, 15.5, 14.166666666666666)","(3.4, 4.7, 4.61)","(2.4, 2.9, 2.8563636363636364)","(20.0, 29.0, 27.666666666666664)","(21.0, 34.0, 28.75)"
07-01-2023 14:54:26.651915,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 34.72727272727273)","(11.0, 15.5, 14.166666666666666)","(3.4, 4.7, 4.61)","(2.4, 2.9, 2.8563636363636364)","(20.0, 29.0, 27.666666666666664)","(21.0, 34.0, 28.75)"
07-01-2023 14:54:27.798165,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 34.72727272727273)","(11.0, 15.5, 14.166666666666666)","(3.4, 4.7, 4.61)","(2.4, 2.9, 2.8563636363636364)","(20.0, 29.0, 27.666666666666664)","(21.0, 34.0, 28.75)"
07-01-2023 14:54:28.790488,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 34.72727272727273)","(11.0, 15.5, 14.166666666666666)","(3.4, 4.7, 4.61)","(2.4, 2.9, 2.8563636363636364)","(20.0, 29.0, 27.666666666666664)","(21.0, 34.0, 28.75)"
07-01-2023 14:54:29.990225,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 34.72727272727273)","(11.0, 15.5, 14.166666666666666)","(3.4, 4.7, 4.61)","(2.4, 2.9, 2.8563636363636364)","(20.0, 29.0, 27.666666666666664)","(21.0, 34.0, 28.75)"
07-01-2023 14:54:31.045891,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 34.72727272727273)","(11.0, 15.5, 14.166666666666666)","(3.4, 4.7, 4.61)","(2.4, 2.9, 2.8563636363636364)","(20.0, 29.0, 27.666666666666664)","(21.0, 34.0, 28.75)"
07-01-2023 14:54:32.045745,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 34.72727272727273)","(11.0, 15.5, 14.166666666666666)","(3.4, 4.7, 4.61)","(2.4, 2.9, 2.8563636363636364)","(20.0, 29.0, 27.666666666666664)","(21.0, 34.0, 28.75)"
07-01-2023 14:54:33.263627,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 34.72727272727273)","(11.0, 15.5, 14.166666666666666)","(3.4, 4.7, 4.61)","(2.4, 2.9, 2.8563636363636364)","(20.0, 29.0, 27.666666666666664)","(21.0, 34.0, 28.75)"
07-01-2023 14:54:34.406528,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 34.72727272727273)","(11.0, 15.5, 14.166666666666666)","(3.4, 4.7, 4.61)","(2.4, 2.9, 2.8563636363636364)","(20.0, 29.0, 27.666666666666664)","(21.0, 34.0, 28.75)"
07-01-2023 14:54:35.516741,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 34.72727272727273)","(11.0, 15.5, 14.166666666666666)","(3.4, 4.7, 4.61)","(2.4, 2.9, 2.8563636363636364)","(20.0, 29.0, 27.666666666666664)","(21.0, 34.0, 28.75)"
07-01-2023 14:54:36.573954,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 34.72727272727273)","(11.0, 15.5, 14.166666666666666)","(3.4, 4.7, 4.61)","(2.4, 2.9, 2.8563636363636364)","(20.0, 29.0, 27.666666666666664)","(21.0, 34.0, 28.75)"
07-01-2023 14:54:37.726963,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 34.72727272727273)","(11.0, 15.5, 14.166666666666666)","(3.4, 4.7, 4.61)","(2.4, 2.9, 2.8563636363636364)","(20.0, 29.0, 27.666666666666664)","(21.0, 34.0, 28.75)"
07-01-2023 14:54:39.028691,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 34.72727272727273)","(11.0, 15.5, 14.166666666666666)","(3.4, 4.7, 4.61)","(2.4, 2.9, 2.8563636363636364)","(20.0, 29.0, 27.666666666666664)","(21.0, 34.0, 28.75)"
07-01-2023 14:54:40.262840,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 34.72727272727273)","(11.0, 15.5, 14.166666666666666)","(3.4, 4.7, 4.652)","(2.4, 2.9, 2.8563636363636364)","(20.0, 29.0, 27.666666666666664)","(21.0, 34.0, 28.75)"
07-01-2023 14:54:41.550248,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 34.72727272727273)","(11.0, 15.5, 13.833333333333334)","(3.4, 4.7, 4.82)","(2.45, 2.9, 2.8563636363636364)","(19.0, 29.0, 27.666666666666664)","(21.0, 34.0, 28.75)"
07-01-2023 14:54:42.810704,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 34.72727272727273)","(11.0, 15.5, 13.625)","(3.4, 4.9, 4.828571428571429)","(2.45, 2.9, 2.8424)","(19.0, 29.0, 27.666666666666664)","(21.0, 34.0, 28.75)"
07-01-2023 14:54:44.098791,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 34.72727272727273)","(11.0, 15.5, 13.625)","(3.4, 4.9, 4.828571428571429)","(2.45, 2.9, 2.8424)","(19.0, 29.0, 27.666666666666664)","(21.0, 34.0, 28.75)"
07-01-2023 14:54:45.324295,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 34.72727272727273)","(11.0, 15.5, 13.625)","(3.4, 4.9, 4.828571428571429)","(2.45, 2.9, 2.8424)","(19.0, 29.0, 27.666666666666664)","(21.0, 34.0, 29.1)"
07-01-2023 14:54:46.560319,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 35.333333333333336)","(11.0, 15.5, 13.625)","(3.4, 4.9, 4.828571428571429)","(2.45, 2.9, 2.8424)","(19.0, 29.0, 27.666666666666664)","(21.0, 34.0, 29.1)"
07-01-2023 14:54:47.744049,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 35.333333333333336)","(11.0, 15.5, 13.625)","(3.4, 4.9, 4.828571428571429)","(2.45, 2.9, 2.8424)","(19.0, 29.0, 26.88888888888889)","(21.0, 34.0, 29.1)"
07-01-2023 14:54:48.881002,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 35.333333333333336)","(11.0, 15.0, 14.0)","(3.4, 4.9, 4.828571428571429)","(2.45, 2.9, 2.8424)","(19.0, 28.0, 26.88888888888889)","(21.0, 34.0, 29.1)"
07-01-2023 14:54:50.051117,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 35.333333333333336)","(11.0, 15.0, 14.0)","(3.4, 4.9, 4.828571428571429)","(2.45, 2.9, 2.8424)","(19.0, 28.0, 26.88888888888889)","(21.0, 34.0, 29.1)"
07-01-2023 14:54:51.241321,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 35.333333333333336)","(11.0, 15.0, 14.0)","(3.4, 4.9, 4.828571428571429)","(2.45, 2.9, 2.8424)","(19.0, 28.0, 26.88888888888889)","(21.0, 34.0, 29.1)"
07-01-2023 14:54:52.442594,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 35.333333333333336)","(11.0, 15.0, 14.0)","(3.4, 4.9, 4.828571428571429)","(2.45, 2.9, 2.8424)","(19.0, 28.0, 26.88888888888889)","(21.0, 34.0, 29.1)"
07-01-2023 14:54:53.577305,"(3.4, 4.0, 3.8555555555555556)","(31.0, 38.0, 35.333333333333336)","(11.0, 15.0, 14.0)","(3.4, 4.9, 4.828571428571429)","(2.45, 2.9, 2.8424)","(19.0, 28.0, 26.88888888888889)","(21.0, 34.0, 29.1)"
