,Spaltet,By Nine,Smooth Flight,Isolyfe,Midori Burly,Wild Irish Rover,Watch The Clock,Cushy,Mancconi
07-01-2023 14:42:27.577118,"(5.5, 7.0, 6.8)","(10.0, 15.5, 15.38888888888889)","(3.6, 4.1, 4.093962264150943)","(26.0, 42.0, 38.666666666666664)","(10.0, 12.5, 12.433333333333334)","(6.5, 7.6, 7.35)","(8.0, 10.5, 9.95)","(6.5, 8.0, 7.866666666666667)","(14.0, 22.0, 20.25)"
07-01-2023 14:42:28.714181,"(5.5, 7.0, 6.8)","(10.0, 16.0, 15.558823529411764)","(3.6, 4.1, 4.0935222672064775)","(26.0, 42.0, 38.4)","(10.0, 12.5, 12.433333333333334)","(6.5, 7.6, 7.327272727272727)","(8.0, 10.5, 9.7)","(6.5, 8.0, 7.8545454545454545)","(14.0, 22.0, 19.333333333333332)"
07-01-2023 14:42:29.836467,"(5.5, 7.0, 6.8)","(11.0, 15.5, 15.25)","(3.5, 4.1, 4.0935222672064775)","(26.0, 40.0, 38.4)","(10.0, 12.5, 12.433333333333334)","(6.5, 7.6, 7.622222222222222)","(8.0, 10.0, 9.7)","(6.5, 8.0, 7.8545454545454545)","(14.0, 21.0, 19.333333333333332)"
07-01-2023 14:42:30.945349,"(5.5, 7.0, 6.8)","(11.0, 15.5, 15.25)","(3.5, 4.1, 4.0935222672064775)","(26.0, 40.0, 36.0)","(10.0, 12.5, 12.433333333333334)","(6.5, 7.8, 7.622222222222222)","(8.0, 10.0, 9.7)","(6.5, 8.0, 7.517647058823529)","(14.0, 21.0, 19.333333333333332)"
07-01-2023 14:42:32.037787,"(5.5, 7.0, 6.8)","(11.0, 15.5, 15.289473684210526)","(3.5, 4.1, 4.093360995850622)","(26.0, 38.0, 35.6)","(10.0, 12.5, 12.433333333333334)","(6.5, 8.0, 7.387096774193548)","(8.0, 10.0, 9.7)","(6.5, 8.0, 7.74)","(14.0, 21.0, 19.333333333333332)"
07-01-2023 14:42:33.088537,"(5.5, 7.0, 6.8)","(11.0, 15.5, 15.289473684210526)","(3.5, 4.1, 4.093248945147679)","(26.0, 40.0, 36.0)","(10.0, 12.5, 12.433333333333334)","(6.5, 8.0, 7.387096774193548)","(8.0, 10.0, 9.7)","(6.5, 7.8, 7.733333333333333)","(14.0, 21.0, 19.333333333333332)"
07-01-2023 14:42:34.156014,"(5.5, 7.0, 6.8)","(11.0, 15.5, 15.289473684210526)","(3.5, 4.2, 4.189958158995816)","(26.0, 40.0, 37.0)","(10.0, 12.5, 12.433333333333334)","(6.5, 8.0, 7.387096774193548)","(8.0, 10.0, 9.88)","(6.5, 7.8, 7.733333333333333)","(14.0, 21.0, 19.333333333333332)"
07-01-2023 14:42:35.340549,"(5.5, 7.0, 6.8)","(11.0, 15.5, 15.289473684210526)","(3.6, 4.2, 4.188381742738589)","(26.0, 38.0, 36.57142857142857)","(10.0, 12.5, 12.433333333333334)","(6.5, 7.8, 7.5)","(8.0, 10.0, 9.85)","(6.5, 7.6, 7.511111111111111)","(14.0, 21.0, 20.57142857142857)"
07-01-2023 14:42:36.403722,"(5.5, 7.2, 7.105882352941177)","(11.0, 15.5, 15.289473684210526)","(3.6, 4.2, 4.19020979020979)","(21.0, 38.0, 36.57142857142857)","(10.0, 12.5, 12.4375)","(6.0, 7.8, 7.5)","(8.0, 10.0, 9.914285714285715)","(6.5, 7.6, 7.511111111111111)","(14.0, 21.0, 19.333333333333332)"
07-01-2023 14:42:37.460065,"(5.5, 7.0, 6.85)","(11.0, 15.5, 15.071428571428571)","(3.6, 4.2, 4.1775)","(21.0, 38.0, 37.333333333333336)","(10.0, 12.5, 12.4375)","(6.0, 7.8, 7.5)","(8.0, 10.0, 9.357894736842105)","(6.5, 7.6, 7.3999999999999995)","(14.0, 21.0, 19.333333333333332)"
07-01-2023 14:42:38.523951,"(5.5, 6.6, 6.426666666666667)","(11.0, 17.5, 14.848484848484848)","(3.6, 4.2, 4.180434782608696)","(26.0, 38.0, 35.69230769230769)","(10.0, 12.5, 12.4375)","(6.5, 7.8, 7.5)","(8.0, 9.4, 10.625)","(6.5, 7.6, 7.3999999999999995)","(14.0, 21.0, 19.333333333333332)"
07-01-2023 14:42:39.660857,"(5.5, 6.6, 6.383333333333333)","(11.0, 17.0, 16.5)","(3.6, 4.2, 4.175)","(26.0, 38.0, 35.69230769230769)","(10.0, 12.5, 12.4375)","(6.5, 7.8, 7.5)","(8.0, 11.0, 10.568)","(6.5, 7.6, 7.3999999999999995)","(14.0, 21.0, 20.09090909090909)"
07-01-2023 14:42:40.786977,"(5.5, 6.6, 6.392)","(11.0, 17.0, 16.5)","(3.6, 4.2, 4.175)","(26.0, 38.0, 36.666666666666664)","(10.0, 12.5, 12.4375)","(6.5, 7.8, 7.725)","(8.0, 11.0, 10.91)","(6.5, 7.6, 7.5797468354430375)","(14.0, 21.0, 20.09090909090909)"
07-01-2023 14:42:41.993511,"(5.5, 7.0, 6.911111111111111)","(11.0, 15.5, 14.814285714285715)","(3.6, 4.2, 4.191666666666666)","(26.0, 38.0, 34.25)","(10.0, 12.5, 12.454545454545455)","(6.5, 7.8, 7.725)","(8.0, 11.0, 10.625)","(6.5, 7.6, 7.55)","(14.0, 21.0, 20.09090909090909)"
07-01-2023 14:42:43.176351,"(5.5, 7.0, 6.76)","(11.0, 15.5, 14.85)","(3.6, 4.2, 4.190322580645161)","(26.0, 38.0, 32.92307692307692)","(10.0, 12.5, 12.454545454545455)","(6.5, 7.8, 7.725)","(8.0, 11.0, 10.666666666666666)","(6.5, 7.6, 7.55)","(14.0, 21.0, 20.09090909090909)"
07-01-2023 14:42:44.346777,"(5.5, 6.4, 6.326315789473685)","(11.0, 15.5, 14.85)","(3.6, 4.2, 4.197765363128492)","(26.0, 36.0, 32.92307692307692)","(10.0, 12.5, 12.454545454545455)","(6.5, 7.8, 7.747826086956522)","(8.0, 11.0, 10.391666666666666)","(6.5, 7.6, 7.666666666666667)","(14.0, 21.0, 19.214285714285715)"
07-01-2023 14:42:45.464163,"(5.5, 6.4, 6.3776)","(11.0, 15.5, 14.85)","(3.6, 4.2, 4.197765363128492)","(26.0, 36.0, 33.2)","(10.0, 12.5, 12.454545454545455)","(6.5, 7.8, 7.753846153846154)","(8.0, 10.5, 10.028571428571428)","(6.5, 7.8, 7.666666666666667)","(15.0, 21.0, 20.375)"
07-01-2023 14:42:46.551672,"(5.5, 6.4, 6.369565217391305)","(11.0, 15.5, 14.958333333333334)","(3.6, 4.2, 4.197701149425288)","(26.0, 34.0, 33.733333333333334)","(10.0, 12.5, 12.454545454545455)","(6.5, 7.8, 7.753846153846154)","(8.0, 10.5, 10.028571428571428)","(6.5, 7.8, 7.666666666666667)","(15.0, 21.0, 19.75)"
07-01-2023 14:42:47.699576,"(5.5, 6.4, 6.276)","(11.0, 15.5, 15.363636363636363)","(3.6, 4.2, 4.241176470588235)","(26.0, 34.0, 33.6)","(10.0, 12.5, 12.454545454545455)","(6.5, 7.8, 7.753846153846154)","(8.0, 10.5, 10.221428571428572)","(6.5, 7.8, 7.5)","(15.0, 21.0, 19.75)"
07-01-2023 14:42:48.825304,"(5.5, 6.4, 6.276)","(11.0, 15.5, 15.35)","(3.6, 4.3, 4.2379310344827585)","(26.0, 34.0, 35.6)","(10.0, 12.5, 12.571428571428571)","(6.5, 7.8, 7.753846153846154)","(8.0, 10.5, 9.876923076923077)","(6.5, 7.8, 7.5)","(15.0, 21.0, 20.03846153846154)"
07-01-2023 14:42:49.946363,"(5.5, 6.4, 6.276)","(11.0, 17.5, 15.714285714285714)","(3.6, 4.3, 4.050159744408946)","(26.0, 36.0, 35.6)","(10.0, 13.0, 12.794117647058824)","(6.5, 7.8, 7.705882352941177)","(8.0, 10.0, 9.9)","(6.5, 7.8, 7.5)","(15.0, 21.0, 20.03846153846154)"
07-01-2023 14:42:51.083008,"(5.5, 6.4, 6.276)","(11.0, 17.0, 16.666666666666668)","(3.6, 4.1, 4.050159744408946)","(26.0, 36.0, 35.666666666666664)","(10.0, 13.5, 12.710526315789474)","(6.5, 7.8, 7.1875)","(8.0, 10.0, 9.9)","(6.5, 7.8, 7.7368421052631575)","(15.0, 21.0, 19.958333333333332)"
07-01-2023 14:42:52.256362,"(5.5, 6.4, 6.276)","(11.0, 17.0, 16.666666666666668)","(3.6, 4.1, 4.048344370860927)","(26.0, 36.0, 35.666666666666664)","(10.0, 13.5, 12.710526315789474)","(6.5, 8.2, 7.583333333333333)","(8.5, 10.0, 9.9)","(6.5, 7.8, 7.699999999999999)","(15.0, 21.0, 20.09090909090909)"
07-01-2023 14:42:53.425880,"(5.5, 6.4, 6.276)","(11.0, 17.0, 16.666666666666668)","(3.6, 4.1, 4.048344370860927)","(26.0, 36.0, 35.666666666666664)","(10.0, 13.5, 12.710526315789474)","(6.5, 8.0, 7.583333333333333)","(8.5, 10.0, 9.9)","(6.5, 7.8, 7.699999999999999)","(15.0, 21.0, 20.09090909090909)"
07-01-2023 14:42:54.557998,"(5.5, 6.4, 6.276)","(11.0, 17.0, 16.666666666666668)","(3.6, 4.1, 4.050159744408946)","(26.0, 36.0, 35.333333333333336)","(10.0, 13.5, 12.710526315789474)","(6.5, 8.0, 7.6875)","(8.0, 10.0, 9.777777777777779)","(6.5, 7.8, 7.699999999999999)","(15.0, 21.0, 20.09090909090909)"
07-01-2023 14:42:55.690233,"(5.5, 6.4, 6.276)","(11.0, 17.0, 16.666666666666668)","(3.6, 4.1, 4.05)","(26.0, 36.0, 34.4)","(10.0, 13.5, 13.227272727272727)","(6.5, 8.0, 7.129411764705883)","(8.0, 10.0, 9.777777777777779)","(6.5, 7.8, 7.3780219780219785)","(15.0, 21.0, 20.09090909090909)"
07-01-2023 14:42:56.837758,"(5.5, 6.4, 6.222857142857143)","(11.0, 17.0, 15.571428571428571)","(3.6, 4.1, 4.051242236024844)","(26.0, 36.0, 32.8)","(10.0, 13.5, 13.227272727272727)","(6.5, 7.2, 7.393939393939394)","(8.0, 10.0, 9.876923076923077)","(6.5, 7.4, 7.3875)","(15.0, 21.0, 19.833333333333332)"
07-01-2023 14:42:57.990535,"(5.5, 6.2, 6.175)","(11.0, 17.0, 15.928571428571429)","(3.6, 4.1, 4.051242236024844)","(26.0, 36.0, 32.8)","(10.0, 13.5, 13.285714285714285)","(6.0, 8.0, 7.45945945945946)","(8.0, 10.0, 9.876923076923077)","(6.5, 7.4, 7.3875)","(15.0, 20.0, 19.833333333333332)"
07-01-2023 14:42:59.150882,"(5.5, 6.2, 6.175)","(11.0, 17.0, 15.88888888888889)","(3.6, 4.1, 4.047138047138047)","(26.0, 36.0, 34.4)","(10.0, 13.5, 13.285714285714285)","(6.0, 8.0, 7.538461538461538)","(8.0, 10.0, 9.876923076923077)","(6.5, 7.4, 7.381481481481482)","(15.0, 20.0, 19.833333333333332)"
07-01-2023 14:43:00.278755,"(5.5, 6.4, 6.386666666666667)","(11.0, 17.0, 16.285714285714285)","(3.6, 4.1, 4.044408945686901)","(26.0, 36.0, 34.4)","(10.0, 13.5, 13.285714285714285)","(6.0, 8.0, 7.375)","(8.0, 10.0, 9.905882352941177)","(6.5, 7.4, 7.379591836734694)","(15.0, 20.0, 21.397058823529413)"
07-01-2023 14:43:01.387700,"(5.5, 6.4, 6.378378378378379)","(11.0, 17.0, 15.88888888888889)","(3.6, 4.1, 4.044408945686901)","(26.0, 36.0, 32.888888888888886)","(10.0, 13.5, 13.363636363636363)","(6.0, 8.0, 7.354838709677419)","(8.0, 10.0, 9.92)","(6.5, 7.4, 7.345714285714286)","(15.0, 24.0, 21.464788732394368)"
07-01-2023 14:43:02.511625,"(5.5, 6.4, 6.382608695652174)","(11.0, 17.0, 16.375)","(3.6, 4.1, 4.045794392523364)","(26.0, 36.0, 33.25)","(10.0, 13.5, 13.363636363636363)","(6.0, 8.0, 7.444444444444445)","(8.0, 10.0, 9.92)","(6.5, 7.4, 7.273333333333333)","(15.0, 24.0, 22.125)"
07-01-2023 14:43:03.627460,"(5.5, 6.4, 6.389473684210527)","(11.0, 17.0, 16.166666666666668)","(3.6, 4.1, 4.045794392523364)","(26.0, 36.0, 33.25)","(10.0, 13.5, 13.363636363636363)","(6.5, 8.0, 7.52)","(8.0, 10.0, 9.930434782608696)","(6.5, 7.4, 7.273333333333333)","(15.0, 24.0, 22.971830985915492)"
07-01-2023 14:43:04.737441,"(5.5, 6.0, 5.913157894736843)","(11.0, 17.0, 16.75)","(3.6, 4.1, 4.045794392523364)","(26.0, 36.0, 32.92307692307692)","(10.0, 13.5, 13.142857142857142)","(6.5, 7.8, 6.461538461538462)","(8.0, 10.0, 9.807407407407407)","(6.5, 7.4, 7.325581395348838)","(15.0, 23.0, 23.69465648854962)"
07-01-2023 14:43:05.914570,"(5.5, 6.0, 5.943243243243243)","(11.0, 17.5, 16.214285714285715)","(3.6, 4.1, 4.048427672955975)","(26.0, 36.0, 34.333333333333336)","(10.0, 14.0, 13.175)","(6.5, 6.6, 6.818181818181818)","(8.0, 10.5, 9.99)","(6.5, 7.4, 7.4937499999999995)","(15.0, 24.0, 23.985294117647058)"
07-01-2023 14:43:07.094257,"(5.5, 6.0, 5.95925925925926)","(11.0, 17.5, 16.717391304347824)","(3.6, 4.1, 4.065254237288135)","(21.0, 36.0, 33.89473684210526)","(10.0, 14.0, 13.175)","(6.5, 7.0, 6.68)","(8.0, 10.5, 9.552777777777779)","(6.0, 7.6, 7.478571428571429)","(15.0, 24.0, 23.985294117647058)"
07-01-2023 14:43:08.281655,"(5.5, 6.0, 5.912403100775194)","(11.0, 17.5, 16.642857142857142)","(3.6, 4.1, 3.9651162790697674)","(21.0, 36.0, 34.0)","(10.0, 14.0, 13.175)","(6.5, 7.0, 6.68)","(8.0, 10.5, 9.552777777777779)","(6.0, 7.6, 7.4847457627118645)","(15.0, 24.0, 23.27777777777778)"
07-01-2023 14:43:09.439298,"(5.5, 6.0, 5.915238095238095)","(11.0, 17.5, 16.642857142857142)","(3.6, 4.0, 3.9651162790697674)","(21.0, 36.0, 34.0)","(10.0, 14.0, 13.232558139534884)","(6.5, 7.0, 6.66)","(8.0, 10.5, 9.742222222222223)","(6.0, 7.6, 7.509333333333333)","(15.0, 26.0, 23.629032258064516)"
07-01-2023 14:43:10.587582,"(5.5, 6.0, 5.910596026490066)","(11.0, 17.5, 16.7)","(3.6, 4.0, 3.9651162790697674)","(21.0, 36.0, 34.333333333333336)","(10.0, 14.0, 14.384615384615385)","(6.5, 7.0, 6.6421052631578945)","(8.0, 10.5, 9.742222222222223)","(6.0, 7.6, 7.490322580645161)","(15.0, 26.0, 23.886363636363637)"
07-01-2023 14:43:11.770214,"(5.5, 5.9, 5.891666666666667)","(11.0, 17.5, 16.7)","(3.6, 4.0, 3.9651162790697674)","(21.0, 36.0, 34.333333333333336)","(10.0, 14.5, 14.333333333333334)","(6.5, 7.0, 6.96078431372549)","(8.0, 10.5, 9.705882352941176)","(6.0, 7.6, 7.55)","(15.0, 26.0, 24.12121212121212)"
07-01-2023 14:43:12.857342,"(5.5, 5.9, 5.733333333333333)","(12.0, 17.5, 16.86842105263158)","(3.6, 4.0, 3.973913043478261)","(26.0, 36.0, 35.0)","(10.0, 14.5, 14.307692307692308)","(6.0, 7.0, 7.04)","(8.0, 10.5, 10.125581395348837)","(6.0, 7.6, 6.440314136125655)","(16.0, 26.0, 25.333333333333332)"
07-01-2023 14:43:13.955410,"(5.5, 5.9, 5.796296296296297)","(12.0, 17.5, 17.142857142857142)","(3.6, 4.0, 3.958695652173913)","(26.0, 36.0, 35.166666666666664)","(10.0, 15.0, 18.6)","(6.0, 7.2, 7.021052631578947)","(8.0, 10.5, 9.977777777777778)","(6.0, 6.6, 6.430167597765363)","(16.0, 26.0, 25.428571428571427)"
07-01-2023 14:43:15.091713,"(5.5, 5.8, 5.775)","(12.0, 17.5, 17.166666666666668)","(3.6, 4.0, 3.9613636363636364)","(26.0, 36.0, 35.166666666666664)","(10.0, 19.5, 17.575)","(6.0, 7.4, 6.92)","(8.0, 10.0, 9.966666666666667)","(6.0, 6.6, 6.429295774647888)","(16.0, 26.0, 24.576923076923077)"
07-01-2023 14:43:16.194933,"(5.5, 5.8, 5.7762711864406775)","(12.0, 17.5, 17.166666666666668)","(3.6, 4.0, 3.9613636363636364)","(21.0, 36.0, 35.166666666666664)","(10.0, 19.5, 17.575)","(6.0, 7.4, 6.92)","(8.0, 10.0, 9.956521739130435)","(6.0, 6.6, 6.547478591817317)","(16.0, 27.0, 25.08219178082192)"
07-01-2023 14:43:17.300672,"(5.5, 6.0, 5.821621621621622)","(12.0, 17.5, 17.285714285714285)","(3.6, 4.0, 3.9869300911854104)","(21.0, 38.0, 34.666666666666664)","(10.0, 19.5, 16.75)","(6.0, 7.0, 6.806818181818182)","(8.0, 10.0, 9.956521739130435)","(6.0, 6.6, 6.547478591817317)","(16.0, 27.0, 25.08219178082192)"
07-01-2023 14:43:18.524077,"(5.5, 6.0, 5.75921052631579)","(12.0, 17.5, 17.30851063829787)","(3.6, 3.95, 3.944360902255639)","(21.0, 38.0, 35.6)","(10.0, 17.5, 16.7)","(6.0, 7.0, 6.806666666666667)","(8.0, 10.0, 9.76470588235294)","(6.0, 6.6, 6.551111111111111)","(16.0, 27.0, 24.307692307692307)"
07-01-2023 14:43:19.712610,"(5.5, 6.0, 5.7821428571428575)","(12.0, 17.5, 17.30851063829787)","(3.6, 3.95, 3.944360902255639)","(26.0, 38.0, 37.07692307692308)","(10.0, 17.0, 16.615384615384617)","(6.5, 7.0, 6.835416666666666)","(8.0, 10.0, 9.845454545454546)","(6.0, 6.6, 6.557821782178218)","(16.0, 27.0, 24.98076923076923)"
07-01-2023 14:43:20.859040,"(5.5, 6.0, 5.80531914893617)","(12.0, 17.5, 17.330188679245282)","(3.6, 3.95, 3.94185303514377)","(26.0, 38.0, 37.53846153846154)","(10.0, 17.0, 16.5)","(6.5, 7.0, 6.856363636363636)","(8.0, 10.5, 10.091836734693878)","(6.0, 6.6, 6.564040404040404)","(16.0, 27.0, 25.157894736842106)"
07-01-2023 14:43:22.022001,"(5.5, 5.7, 5.670909090909091)","(12.0, 17.5, 17.347457627118644)","(3.6, 3.95, 3.941750841750842)","(26.0, 38.0, 37.53846153846154)","(11.0, 17.0, 16.681818181818183)","(6.5, 7.0, 6.859523809523809)","(8.5, 10.5, 10.0)","(6.0, 6.6, 6.56732570239334)","(17.0, 27.0, 26.454545454545453)"
07-01-2023 14:43:23.116401,"(5.5, 5.9, 5.846666666666667)","(12.0, 17.5, 17.428571428571427)","(3.6, 4.0, 3.920266990291262)","(26.0, 38.0, 37.333333333333336)","(11.0, 17.5, 16.535714285714285)","(6.5, 7.0, 6.8543209876543205)","(8.5, 10.5, 9.975)","(6.0, 6.6, 6.571978609625668)","(17.0, 27.0, 26.5)"
07-01-2023 14:43:24.265161,"(5.5, 5.9, 5.7250000000000005)","(12.0, 17.5, 17.441176470588236)","(3.6, 4.0, 3.9463157894736844)","(26.0, 40.0, 40.54545454545455)","(11.0, 17.5, 15.357142857142858)","(6.5, 7.0, 6.886021505376344)","(8.5, 10.5, 9.672727272727272)","(6.0, 6.6, 6.575135135135135)","(17.0, 27.0, 26.846153846153847)"
07-01-2023 14:43:25.407763,"(5.5, 5.9, 5.871428571428572)","(12.0, 21.0, 18.569444444444443)","(3.6, 3.95, 3.9463157894736844)","(26.0, 42.0, 40.666666666666664)","(11.0, 17.5, 15.642857142857142)","(6.5, 7.0, 6.909589041095891)","(8.5, 10.0, 9.73170731707317)","(6.0, 6.6, 6.575135135135135)","(17.0, 27.0, 26.846153846153847)"
07-01-2023 14:43:26.520876,"(5.5, 5.9, 5.882608695652174)","(13.0, 21.0, 19.588709677419356)","(3.6, 3.95, 3.9463157894736844)","(26.0, 42.0, 40.666666666666664)","(11.0, 17.5, 15.766666666666667)","(6.5, 7.0, 6.886206896551724)","(8.5, 10.5, 9.218181818181817)","(6.0, 6.6, 6.586206896551724)","(17.0, 27.0, 26.846153846153847)"
07-01-2023 14:43:27.684850,"(5.5, 5.9, 5.861904761904762)","(13.0, 21.0, 18.857142857142858)","(3.6, 3.95, 3.941904761904762)","(26.0, 42.0, 40.666666666666664)","(11.0, 17.5, 15.1)","(6.5, 7.0, 6.889285714285714)","(8.5, 9.4, 9.24390243902439)","(6.0, 6.6, 6.666666666666666)","(17.0, 27.0, 26.916666666666668)"
07-01-2023 14:43:28.899678,"(5.5, 6.0, 5.92969696969697)","(13.0, 21.0, 19.390243902439025)","(3.6, 3.95, 3.9218390804597703)","(26.0, 42.0, 38.666666666666664)","(11.0, 17.5, 15.467741935483872)","(6.5, 7.0, 6.9714285714285715)","(8.5, 9.4, 8.618575851393189)","(6.0, 6.8, 6.88)","(17.0, 27.0, 26.952380952380953)"
07-01-2023 14:43:30.089949,"(5.5, 6.0, 5.930120481927711)","(13.0, 21.0, 19.114285714285714)","(3.6, 3.95, 3.9218390804597703)","(26.0, 40.0, 41.0)","(11.0, 17.5, 16.25)","(6.5, 7.0, 6.914285714285715)","(8.5, 9.0, 8.618848167539266)","(6.0, 7.0, 6.979661016949152)","(17.0, 27.0, 27.227272727272727)"
07-01-2023 14:43:31.226169,"(5.5, 6.0, 5.914074074074074)","(13.0, 21.0, 18.906976744186046)","(3.6, 3.95, 3.9218390804597703)","(26.0, 42.0, 41.702127659574465)","(11.0, 17.0, 15.666666666666666)","(6.5, 7.0, 6.953846153846154)","(8.5, 9.0, 8.803333333333335)","(6.0, 7.0, 6.991428571428571)","(17.0, 29.0, 27.133333333333333)"
07-01-2023 14:43:32.442363,"(5.0, 5.9, 5.893750000000001)","(13.0, 20.0, 18.95)","(3.6, 3.9, 3.8977668845315905)","(26.0, 42.0, 41.72)","(11.0, 17.0, 15.666666666666666)","(6.5, 7.0, 6.925925925925926)","(8.5, 9.0, 8.806027397260275)","(6.0, 7.0, 7.0227272727272725)","(18.0, 29.0, 27.352941176470587)"
07-01-2023 14:43:33.618064,"(5.0, 5.9, 5.894897959183674)","(13.0, 20.0, 19.34375)","(3.6, 3.9, 3.897547974413646)","(26.0, 42.0, 41.72)","(11.0, 17.0, 15.666666666666666)","(6.5, 7.0, 7.188571428571429)","(8.5, 9.0, 8.419939577039274)","(6.0, 7.2, 6.904347826086957)","(18.0, 29.0, 27.514285714285712)"
07-01-2023 14:43:34.832778,"(5.5, 5.9, 5.8965986394557826)","(13.0, 20.0, 19.522727272727273)","(3.6, 3.9, 3.897494553376906)","(26.0, 42.0, 41.68888888888889)","(11.0, 17.0, 15.88888888888889)","(6.5, 7.2, 7.303703703703704)","(8.0, 9.0, 8.241693811074917)","(6.0, 7.2, 6.818604651162791)","(18.0, 29.0, 27.514285714285712)"
07-01-2023 14:43:36.033477,"(5.5, 6.0, 5.9109375)","(13.0, 20.0, 19.637931034482758)","(3.6, 3.9, 3.897494553376906)","(26.0, 42.0, 41.76744186046512)","(11.0, 17.0, 16.0)","(6.5, 7.4, 7.096969696969697)","(8.0, 8.6, 8.404964539007093)","(6.0, 7.2, 6.824427480916031)","(18.0, 29.0, 28.071428571428573)"
07-01-2023 14:43:37.201607,"(5.5, 6.0, 5.908064516129032)","(13.0, 21.0, 19.5)","(3.6, 3.9, 3.8982834994462903)","(26.0, 42.0, 41.38181818181818)","(11.0, 17.0, 16.0)","(6.5, 7.2, 7.052173913043478)","(8.0, 8.6, 8.227118644067795)","(6.0, 7.2, 6.948717948717949)","(18.0, 29.0, 27.869565217391305)"
07-01-2023 14:43:38.304564,"(5.5, 5.9, 5.8965986394557826)","(13.0, 21.0, 19.96153846153846)","(3.6, 3.9, 3.8993212669683257)","(26.0, 42.0, 41.28813559322034)","(11.0, 17.0, 16.333333333333332)","(6.5, 7.2, 7.156363636363636)","(8.0, 8.6, 8.230872483221475)","(6.0, 7.0, 7.103448275862069)","(18.0, 29.0, 28.087719298245613)"
07-01-2023 14:43:39.412404,"(5.5, 5.9, 5.896951219512196)","(13.0, 21.0, 20.41304347826087)","(3.6, 3.95, 3.8127906976744184)","(26.0, 42.0, 41.22222222222222)","(11.0, 17.0, 16.6)","(6.5, 7.2, 7.156363636363636)","(8.0, 8.6, 7.811872146118722)","(6.0, 7.2, 7.033333333333333)","(18.0, 29.0, 28.087719298245613)"
07-01-2023 14:43:40.640789,"(5.5, 6.0, 5.945714285714286)","(13.0, 21.0, 20.517857142857142)","(3.6, 3.9, 3.8249999999999997)","(26.0, 42.0, 41.40425531914894)","(11.0, 17.0, 16.125)","(6.5, 7.2, 7.170909090909091)","(8.0, 8.0, 7.83953488372093)","(6.0, 7.2, 6.945762711864407)","(18.0, 29.0, 28.0)"
07-01-2023 14:43:41.813766,"(5.5, 6.0, 5.956321839080459)","(13.0, 21.0, 20.59090909090909)","(3.6, 3.9, 3.8249999999999997)","(26.0, 42.0, 41.48936170212766)","(11.0, 17.0, 16.76923076923077)","(6.5, 7.2, 7.273684210526316)","(8.0, 8.0, 7.857718120805369)","(6.0, 7.2, 6.761363636363636)","(18.0, 29.0, 28.157894736842106)"
07-01-2023 14:43:42.972431,"(5.5, 6.0, 5.975925925925926)","(13.0, 21.0, 20.916666666666668)","(3.6, 3.9, 3.8575221238938053)","(26.0, 42.0, 41.48936170212766)","(11.0, 17.0, 16.823529411764707)","(6.5, 7.4, 7.4799999999999995)","(8.0, 8.0, 7.857718120805369)","(6.0, 6.8, 6.7437499999999995)","(18.0, 29.0, 28.21311475409836)"
07-01-2023 14:43:44.045211,"(5.5, 6.2, 6.107964601769911)","(13.0, 21.0, 20.91176470588235)","(3.6, 4.3, 4.279545454545454)","(26.0, 42.0, 41.48936170212766)","(11.0, 17.0, 16.8125)","(6.5, 7.6, 7.555555555555555)","(8.0, 8.0, 7.835658914728682)","(6.0, 6.8, 6.736619718309859)","(18.0, 29.0, 27.970588235294116)"
07-01-2023 14:43:45.215493,"(5.5, 6.2, 6.076190476190476)","(13.0, 21.0, 20.903225806451612)","(3.6, 4.0, 4.166666666666666)","(26.0, 42.0, 41.48936170212766)","(11.0, 17.0, 16.8125)","(6.5, 7.6, 7.588888888888889)","(8.0, 8.0, 7.846)","(6.0, 6.8, 6.746428571428571)","(18.0, 28.0, 27.970588235294116)"
07-01-2023 14:43:46.400358,"(5.5, 6.2, 6.051428571428572)","(13.0, 21.0, 20.903225806451612)","(3.6, 4.3, 4.145588235294118)","(26.0, 42.0, 41.48936170212766)","(11.0, 17.0, 16.8125)","(6.5, 7.6, 7.588888888888889)","(8.0, 8.0, 7.846)","(6.0, 6.8, 6.746428571428571)","(18.0, 28.0, 27.96875)"
07-01-2023 14:43:47.599495,"(5.5, 6.2, 6.051428571428572)","(13.0, 21.0, 20.903225806451612)","(3.6, 4.3, 4.14)","(26.0, 42.0, 41.48936170212766)","(11.0, 17.0, 16.297101449275363)","(6.5, 7.6, 7.588888888888889)","(8.0, 8.0, 8.016326530612245)","(6.0, 6.8, 6.731034482758621)","(19.0, 28.0, 27.96875)"
07-01-2023 14:43:48.753412,"(5.5, 6.2, 6.051428571428572)","(13.0, 21.0, 20.903225806451612)","(3.6, 4.3, 4.16)","(26.0, 42.0, 41.48936170212766)","(11.0, 16.5, 15.142857142857142)","(6.5, 7.6, 7.584615384615384)","(8.0, 8.4, 8.27948717948718)","(6.0, 6.8, 6.731034482758621)","(19.0, 28.0, 27.967741935483872)"
07-01-2023 14:43:49.910847,"(5.5, 6.2, 5.902857142857143)","(13.0, 21.0, 20.903225806451612)","(3.6, 4.3, 4.204)","(26.0, 42.0, 41.225806451612904)","(11.0, 16.0, 15.571428571428571)","(6.5, 7.6, 7.533333333333333)","(8.0, 8.4, 8.343661971830986)","(6.0, 6.8, 6.741747572815534)","(19.0, 28.0, 27.966666666666665)"
