,Im The Bounty Hunter Nz,Colerne,Orama,Gracie Cullen,Treacherous Saint,Bettor Star
10-01-2023 18:30:35.202596,"(4.2, 99999, 99990)","(7.5, 10.5, 9.25)","(7.0, 14.0, 13.5)","(4.8, 5.5, 5.0625)","(3.3, 5.0, 4.708333333333333)","(4.0, 5.6, 5.449999999999999)"
10-01-2023 18:30:36.214400,"(4.0, 99999, 99990)","(7.5, 10.5, 9.25)","(7.0, 14.0, 13.5)","(4.6, 5.5, 5.0625)","(3.4, 5.0, 4.708333333333333)","(4.0, 5.6, 5.449999999999999)"
10-01-2023 18:30:37.222217,"(4.0, 99999, 99990)","(7.5, 10.5, 9.25)","(7.0, 14.0, 13.5)","(4.6, 5.5, 5.0625)","(3.4, 5.0, 4.708333333333333)","(4.0, 5.6, 5.449999999999999)"
10-01-2023 18:30:38.259526,"(4.0, 99999, 99990)","(7.5, 10.5, 9.25)","(7.0, 14.0, 13.545454545454545)","(4.6, 5.5, 5.0625)","(3.4, 5.0, 4.708333333333333)","(4.0, 5.6, 5.449999999999999)"
10-01-2023 18:30:39.336401,"(4.0, 99999, 99990)","(7.5, 10.5, 9.25)","(7.0, 13.5, 13.666666666666666)","(4.6, 5.5, 5.208333333333333)","(3.4, 5.0, 4.708333333333333)","(4.0, 5.6, 5.449999999999999)"
10-01-2023 18:30:40.355122,"(4.0, 99999, 99990)","(7.5, 10.5, 9.25)","(7.0, 14.5, 13.666666666666666)","(4.6, 5.5, 5.208333333333333)","(3.4, 5.0, 4.708333333333333)","(4.0, 5.6, 5.3999999999999995)"
10-01-2023 18:30:41.388756,"(4.0, 99999, 99990)","(7.5, 10.5, 9.25)","(7.0, 16.0, 14.5)","(4.6, 5.5, 5.15)","(3.4, 5.0, 4.708333333333333)","(4.0, 5.6, 5.3999999999999995)"
10-01-2023 18:30:42.351916,"(4.0, 99999, 99990)","(7.5, 10.5, 9.25)","(7.0, 16.0, 13.666666666666666)","(4.6, 5.5, 5.15)","(3.4, 5.0, 4.708333333333333)","(4.0, 5.6, 5.3999999999999995)"
10-01-2023 18:30:43.426666,"(4.0, 99999, 99990)","(7.5, 10.5, 9.25)","(7.0, 15.5, 14.115384615384615)","(4.6, 5.4, 5.1)","(3.4, 5.0, 4.708333333333333)","(4.0, 5.6, 5.3999999999999995)"
10-01-2023 18:30:44.365052,"(4.0, 99999, 99990)","(7.5, 10.5, 9.25)","(7.0, 15.5, 14.115384615384615)","(4.6, 5.4, 5.1)","(3.4, 5.0, 4.708333333333333)","(4.0, 5.6, 5.3999999999999995)"
10-01-2023 18:30:45.365501,"(4.0, 99999, 99990)","(7.5, 10.5, 9.25)","(7.0, 15.5, 14.115384615384615)","(4.6, 5.4, 5.1)","(3.4, 5.0, 4.708333333333333)","(4.0, 5.6, 5.3999999999999995)"
10-01-2023 18:30:46.408891,"(4.0, 99999, 99990)","(7.5, 10.5, 9.25)","(7.0, 15.5, 14.115384615384615)","(4.6, 5.4, 5.1)","(3.4, 5.0, 4.708333333333333)","(4.0, 5.6, 5.3999999999999995)"
10-01-2023 18:30:47.368296,"(4.0, 99999, 99990)","(7.5, 10.5, 9.75)","(7.0, 15.5, 14.115384615384615)","(4.6, 5.4, 5.1)","(3.4, 5.0, 4.708333333333333)","(4.0, 5.6, 5.3999999999999995)"
10-01-2023 18:30:48.385653,"(4.0, 99999, 99990)","(7.5, 10.5, 9.75)","(7.0, 15.5, 14.115384615384615)","(4.6, 5.4, 5.1)","(3.4, 5.0, 4.708333333333333)","(4.0, 5.6, 5.3999999999999995)"
10-01-2023 18:30:49.321679,"(4.0, 99999, 99990)","(7.5, 10.5, 9.75)","(7.0, 15.5, 14.115384615384615)","(4.6, 5.4, 5.1)","(3.4, 5.0, 4.708333333333333)","(4.0, 5.6, 5.3999999999999995)"
10-01-2023 18:30:50.266732,"(4.0, 99999, 99990)","(7.5, 10.5, 9.75)","(7.0, 15.5, 14.115384615384615)","(4.6, 5.4, 5.1)","(3.4, 5.0, 4.708333333333333)","(4.0, 5.6, 5.3999999999999995)"
10-01-2023 18:30:51.260784,"(4.0, 99999, 99990)","(7.5, 10.5, 9.75)","(7.0, 15.5, 14.115384615384615)","(4.6, 5.4, 5.1)","(3.4, 5.0, 4.708333333333333)","(4.0, 5.6, 5.3999999999999995)"
10-01-2023 18:30:52.265603,"(4.0, 99999, 99990)","(7.5, 10.5, 9.75)","(7.0, 15.5, 14.115384615384615)","(4.6, 5.4, 5.1)","(3.4, 5.0, 4.708333333333333)","(4.0, 5.6, 5.24)"
10-01-2023 18:30:53.371998,"(4.0, 99999, 99990)","(7.5, 10.5, 9.719999999999999)","(7.0, 15.5, 14.115384615384615)","(4.6, 5.4, 5.1)","(3.4, 5.0, 4.708333333333333)","(4.0, 5.6, 5.24)"
10-01-2023 18:30:54.526344,"(4.0, 99999, 99990)","(7.5, 10.5, 9.719999999999999)","(7.0, 15.5, 14.115384615384615)","(4.6, 5.4, 5.1)","(3.4, 5.0, 4.708333333333333)","(4.0, 5.6, 5.24)"
10-01-2023 18:30:55.637605,"(4.0, 99999, 99990)","(7.5, 10.5, 9.719999999999999)","(7.0, 15.5, 14.115384615384615)","(4.6, 5.4, 5.25)","(3.4, 5.0, 4.708333333333333)","(4.0, 5.6, 5.24)"
10-01-2023 18:30:56.920393,"(4.0, 99999, 99990)","(7.5, 10.5, 9.75)","(7.0, 15.5, 14.115384615384615)","(4.6, 5.4, 5.25)","(3.4, 5.0, 4.708333333333333)","(4.0, 5.6, 5.24)"
10-01-2023 18:30:58.439194,"(4.0, 99999, 99990)","(7.5, 10.5, 9.719999999999999)","(7.5, 15.5, 14.115384615384615)","(4.6, 5.4, 5.25)","(3.4, 5.0, 4.708333333333333)","(4.0, 5.6, 5.24)"
10-01-2023 18:30:59.634341,"(4.0, 99999, 99990)","(7.5, 10.5, 9.75)","(7.5, 15.5, 14.25)","(4.6, 5.4, 5.25)","(3.4, 5.0, 4.708333333333333)","(4.0, 5.6, 5.24)"
10-01-2023 18:31:00.974620,"(4.0, 99999, 99990)","(7.5, 10.5, 9.6)","(7.5, 15.0, 14.25)","(4.6, 5.4, 5.185714285714286)","(3.4, 5.0, 4.6923076923076925)","(4.0, 5.6, 5.211764705882353)"
10-01-2023 18:31:02.112665,"(4.0, 99999, 99990)","(7.5, 10.0, 9.73913043478261)","(7.5, 15.0, 13.038461538461538)","(4.6, 5.4, 5.185714285714286)","(3.4, 5.0, 4.6923076923076925)","(4.0, 5.6, 5.211764705882353)"
10-01-2023 18:31:03.122844,"(4.0, 99999, 99990)","(7.5, 10.0, 9.695652173913043)","(7.5, 13.5, 13.038461538461538)","(4.6, 5.4, 5.025)","(3.4, 5.0, 4.6923076923076925)","(4.0, 5.6, 5.211764705882353)"
10-01-2023 18:31:04.150310,"(4.0, 99999, 99990)","(7.5, 10.0, 9.631578947368421)","(7.5, 13.0, 12.25)","(4.6, 5.4, 5.025)","(3.4, 5.0, 4.6923076923076925)","(4.0, 5.6, 5.211764705882353)"
10-01-2023 18:31:05.147094,"(4.0, 99999, 99990)","(7.5, 10.0, 9.681818181818182)","(7.5, 13.0, 12.25)","(4.6, 5.4, 5.025)","(3.4, 5.0, 4.6923076923076925)","(4.0, 5.6, 5.211764705882353)"
10-01-2023 18:31:06.196703,"(4.0, 99999, 99990)","(7.5, 10.0, 9.5)","(7.5, 13.0, 11.833333333333334)","(4.6, 5.4, 5.025)","(3.4, 5.0, 4.6923076923076925)","(4.0, 5.6, 5.211764705882353)"
10-01-2023 18:31:07.258230,"(4.0, 99999, 99990)","(7.5, 10.0, 9.5)","(7.5, 13.0, 11.923076923076923)","(4.6, 5.4, 5.025)","(3.4, 5.0, 4.638888888888889)","(4.0, 5.6, 5.211764705882353)"
10-01-2023 18:31:08.324604,"(4.0, 99999, 99990)","(7.5, 10.0, 9.64)","(7.5, 13.0, 11.857142857142858)","(4.6, 5.4, 5.025)","(3.4, 5.0, 4.638888888888889)","(4.0, 5.6, 5.211764705882353)"
10-01-2023 18:31:09.475555,"(4.0, 99999, 99990)","(7.5, 10.0, 9.64)","(7.5, 12.0, 11.545454545454545)","(4.6, 5.4, 5.025)","(3.4, 5.0, 4.638888888888889)","(4.0, 5.6, 5.211764705882353)"
10-01-2023 18:31:10.691713,"(4.0, 99999, 99990)","(7.5, 10.0, 9.64)","(7.5, 12.0, 11.545454545454545)","(4.6, 5.4, 5.025)","(3.4, 5.0, 4.638888888888889)","(4.0, 5.6, 5.211764705882353)"
10-01-2023 18:31:11.780904,"(4.0, 99999, 99990)","(7.5, 10.0, 9.64)","(7.5, 12.0, 11.545454545454545)","(4.6, 5.4, 5.025)","(3.4, 5.0, 4.638888888888889)","(4.0, 5.6, 5.211764705882353)"
10-01-2023 18:31:12.888887,"(4.0, 99999, 99990)","(7.5, 10.0, 9.64)","(7.5, 12.0, 11.545454545454545)","(4.6, 5.4, 5.025)","(3.4, 5.0, 4.638888888888889)","(4.0, 5.6, 5.211764705882353)"
10-01-2023 18:31:13.988744,"(4.0, 99999, 99990)","(7.5, 10.0, 9.64)","(7.5, 12.0, 11.545454545454545)","(4.6, 5.4, 5.025)","(3.4, 5.0, 4.657894736842105)","(4.0, 5.6, 5.211764705882353)"
10-01-2023 18:31:15.191939,"(4.0, 99999, 99990)","(7.5, 11.5, 9.666666666666666)","(7.5, 12.0, 11.545454545454545)","(4.6, 5.4, 5.025)","(3.4, 5.0, 4.657894736842105)","(4.0, 5.6, 5.211764705882353)"
10-01-2023 18:31:16.365613,"(4.0, 99999, 99990)","(7.5, 11.0, 9.799999999999999)","(7.5, 12.0, 11.545454545454545)","(4.6, 5.4, 5.025)","(3.4, 5.0, 4.657894736842105)","(4.0, 5.6, 5.105263157894737)"
10-01-2023 18:31:17.476084,"(4.0, 99999, 99990)","(7.5, 11.0, 9.799999999999999)","(7.5, 12.0, 11.545454545454545)","(4.6, 5.4, 5.025)","(3.4, 5.0, 4.657894736842105)","(4.0, 5.4, 5.105263157894737)"
10-01-2023 18:31:18.446951,"(4.0, 99999, 99990)","(7.5, 11.0, 9.799999999999999)","(7.5, 12.0, 11.545454545454545)","(4.6, 5.4, 5.025)","(3.4, 5.0, 4.657894736842105)","(4.0, 5.4, 5.105263157894737)"
10-01-2023 18:31:19.348027,"(4.0, 99999, 99990)","(7.5, 11.0, 9.799999999999999)","(7.5, 12.0, 11.545454545454545)","(4.6, 5.4, 5.025)","(3.4, 5.0, 4.628571428571428)","(4.0, 5.4, 5.105263157894737)"
10-01-2023 18:31:20.359471,"(4.0, 99999, 99990)","(7.5, 11.0, 9.799999999999999)","(7.5, 12.0, 11.545454545454545)","(4.6, 5.4, 4.733333333333333)","(3.4, 5.0, 4.628571428571428)","(4.0, 5.4, 5.105263157894737)"
10-01-2023 18:31:21.310363,"(4.0, 99999, 99990)","(7.5, 11.0, 9.799999999999999)","(7.5, 12.0, 11.545454545454545)","(4.6, 5.4, 5.066666666666666)","(3.4, 5.0, 4.711111111111111)","(4.0, 5.4, 5.166666666666666)"
10-01-2023 18:31:22.356113,"(4.0, 99999, 99990)","(7.5, 11.0, 9.72)","(7.5, 12.0, 11.642857142857142)","(4.6, 5.3, 5.133333333333333)","(3.4, 5.0, 4.711111111111111)","(4.0, 5.4, 5.166666666666666)"
10-01-2023 18:31:23.375902,"(4.0, 99999, 99990)","(7.5, 10.0, 9.8)","(7.5, 12.0, 11.642857142857142)","(4.6, 5.3, 5.085714285714285)","(3.4, 5.0, 4.7214285714285715)","(4.0, 5.4, 5.166666666666666)"
10-01-2023 18:31:24.383000,"(4.0, 99999, 99990)","(7.5, 10.0, 9.8)","(7.5, 12.0, 11.642857142857142)","(4.6, 5.3, 5.085714285714285)","(3.4, 5.0, 4.7214285714285715)","(4.0, 5.4, 5.166666666666666)"
10-01-2023 18:31:25.358799,"(4.0, 99999, 99990)","(7.5, 10.0, 9.8)","(7.5, 12.0, 11.642857142857142)","(4.6, 5.3, 5.085714285714285)","(3.4, 5.0, 4.7214285714285715)","(4.0, 5.4, 5.166666666666666)"
10-01-2023 18:31:26.259702,"(4.0, 99999, 99990)","(7.5, 10.0, 9.8)","(7.5, 12.0, 11.642857142857142)","(4.6, 5.3, 5.085714285714285)","(3.4, 5.0, 4.7214285714285715)","(4.0, 5.4, 5.166666666666666)"
10-01-2023 18:31:27.276310,"(4.0, 99999, 99990)","(7.5, 10.0, 9.8)","(7.5, 12.0, 11.642857142857142)","(4.6, 5.3, 5.085714285714285)","(3.4, 5.0, 4.7214285714285715)","(4.0, 5.4, 5.166666666666666)"
10-01-2023 18:31:28.328838,"(4.0, 99999, 99990)","(7.5, 10.0, 9.8)","(7.5, 12.0, 11.642857142857142)","(4.6, 5.3, 5.1850000000000005)","(3.4, 5.0, 4.7214285714285715)","(4.0, 5.4, 5.166666666666666)"
10-01-2023 18:31:29.306258,"(4.0, 99999, 99990)","(7.5, 10.0, 9.8)","(7.5, 12.0, 11.642857142857142)","(4.6, 5.2, 5.131818181818182)","(3.4, 5.0, 4.783333333333333)","(4.0, 5.4, 5.166666666666666)"
10-01-2023 18:31:30.254252,"(4.0, 99999, 99990)","(7.5, 10.0, 9.8)","(7.5, 12.0, 11.642857142857142)","(4.6, 5.2, 5.1375)","(3.4, 5.0, 4.783333333333333)","(4.0, 5.4, 5.166666666666666)"
10-01-2023 18:31:31.077849,"(4.0, 99999, 99990)","(7.5, 10.0, 9.8)","(7.5, 12.0, 11.642857142857142)","(4.6, 5.2, 4.9)","(3.4, 5.0, 4.783333333333333)","(4.0, 5.4, 5.166666666666666)"
10-01-2023 18:31:32.001801,"(4.0, 99999, 99990)","(7.5, 10.0, 9.8)","(7.5, 12.0, 11.642857142857142)","(4.6, 5.2, 4.9)","(3.4, 5.0, 4.783333333333333)","(4.0, 5.4, 5.166666666666666)"
10-01-2023 18:31:32.959501,"(4.0, 99999, 99990)","(7.5, 10.0, 9.8)","(7.5, 12.0, 11.642857142857142)","(4.6, 5.2, 4.915384615384616)","(3.4, 5.0, 4.783333333333333)","(4.0, 5.4, 5.166666666666666)"
10-01-2023 18:31:33.988405,"(4.0, 99999, 99990)","(7.5, 10.0, 9.866666666666667)","(7.5, 12.0, 11.642857142857142)","(4.6, 5.1, 4.915384615384616)","(3.4, 5.0, 4.783333333333333)","(4.0, 5.4, 5.166666666666666)"
10-01-2023 18:31:34.991041,"(4.0, 99999, 99990)","(7.5, 10.0, 9.8)","(7.5, 12.0, 11.642857142857142)","(4.6, 5.3, 5.2375)","(3.4, 5.0, 4.783333333333333)","(4.0, 5.4, 5.166666666666666)"
10-01-2023 18:31:35.933468,"(4.0, 99999, 99990)","(7.5, 10.0, 9.444444444444445)","(7.5, 12.0, 11.642857142857142)","(4.6, 5.3, 5.2375)","(3.4, 5.0, 4.783333333333333)","(4.0, 5.4, 5.166666666666666)"
10-01-2023 18:31:36.847474,"(4.0, 99999, 99990)","(7.5, 10.0, 9.588235294117647)","(7.5, 12.0, 11.642857142857142)","(4.6, 5.3, 5.2375)","(3.4, 5.0, 4.783333333333333)","(4.0, 5.4, 5.166666666666666)"
10-01-2023 18:31:37.680602,"(4.0, 99999, 99990)","(7.5, 10.0, 9.76923076923077)","(7.5, 12.0, 11.642857142857142)","(4.6, 5.3, 5.2375)","(3.4, 5.0, 4.7214285714285715)","(4.0, 5.4, 5.166666666666666)"
10-01-2023 18:31:38.563624,"(4.0, 99999, 99990)","(7.5, 10.0, 9.76923076923077)","(7.5, 12.0, 11.642857142857142)","(4.6, 5.3, 5.2375)","(3.4, 5.0, 4.7214285714285715)","(4.0, 5.4, 5.166666666666666)"
10-01-2023 18:31:39.516869,"(4.0, 99999, 99990)","(7.5, 10.0, 9.76923076923077)","(7.5, 12.0, 11.642857142857142)","(4.6, 5.3, 5.15)","(3.4, 5.0, 3.9697368421052635)","(4.0, 5.1, 5.191666666666667)"
10-01-2023 18:31:40.409936,"(4.0, 99999, 99990)","(7.5, 11.0, 10.818181818181818)","(7.5, 12.0, 11.666666666666666)","(4.6, 5.4, 5.15)","(3.4, 4.7, 3.9697368421052635)","(4.0, 5.4, 5.191666666666667)"
10-01-2023 18:31:41.388607,"(4.0, 99999, 99990)","(7.5, 11.0, 10.4)","(7.5, 12.5, 12.125)","(4.6, 5.4, 5.329411764705883)","(3.4, 4.6, 4.234375)","(4.0, 5.4, 5.2)"
10-01-2023 18:31:42.280964,"(4.0, 99999, 99990)","(7.5, 11.0, 10.742857142857142)","(7.5, 12.5, 12.125)","(4.6, 5.4, 5.257142857142857)","(3.4, 4.6, 4.234375)","(4.0, 5.4, 5.2)"
10-01-2023 18:31:43.139024,"(4.0, 99999, 99990)","(7.5, 11.0, 10.82)","(7.5, 12.5, 12.2)","(4.6, 5.4, 5.266666666666667)","(3.4, 4.6, 4.266666666666667)","(4.0, 5.4, 5.266666666666667)"
10-01-2023 18:31:44.024724,"(4.0, 99999, 99990)","(7.5, 11.0, 10.82)","(7.5, 12.5, 12.3125)","(4.6, 5.4, 5.15)","(3.4, 4.6, 4.4941176470588236)","(4.0, 5.4, 5.266666666666667)"
10-01-2023 18:31:44.988936,"(4.0, 99999, 99990)","(7.5, 11.0, 10.82)","(7.5, 12.5, 11.9)","(4.6, 5.4, 5.15)","(3.4, 4.6, 4.388888888888889)","(4.0, 5.4, 5.266666666666667)"
10-01-2023 18:31:45.921697,"(4.0, 99999, 99990)","(7.5, 11.0, 10.82)","(7.5, 12.5, 11.722222222222221)","(4.6, 5.4, 5.15)","(3.4, 4.5, 4.388888888888889)","(4.0, 5.4, 5.266666666666667)"
10-01-2023 18:31:46.909085,"(4.0, 99999, 99990)","(7.5, 11.0, 10.82)","(7.5, 12.5, 11.722222222222221)","(4.6, 5.4, 5.263636363636364)","(3.4, 4.5, 4.266666666666667)","(4.0, 5.4, 5.175)"
10-01-2023 18:31:47.767858,"(4.0, 99999, 99990)","(7.5, 11.0, 10.82)","(7.5, 12.5, 11.722222222222221)","(4.6, 5.1, 5.057142857142857)","(3.4, 4.6, 4.266666666666667)","(4.0, 5.4, 5.175)"
10-01-2023 18:31:48.608016,"(4.0, 99999, 99990)","(7.5, 11.5, 10.49375)","(7.5, 12.5, 11.722222222222221)","(4.6, 5.1, 5.033333333333333)","(3.4, 4.6, 4.3999999999999995)","(4.0, 5.4, 5.175)"
10-01-2023 18:31:49.538020,"(4.0, 99999, 99990)","(7.5, 11.5, 10.49375)","(7.5, 12.5, 11.722222222222221)","(4.6, 5.1, 5.125)","(3.5, 4.6, 4.35)","(4.0, 5.4, 5.266666666666667)"
10-01-2023 18:31:50.486583,"(4.0, 99999, 99990)","(7.5, 11.5, 10.49375)","(7.5, 12.5, 11.722222222222221)","(4.6, 5.2, 5.133333333333333)","(3.5, 4.5, 4.435714285714286)","(4.0, 5.4, 5.371428571428572)"
10-01-2023 18:31:51.465175,"(4.0, 99999, 99990)","(7.5, 11.5, 10.8)","(7.5, 12.5, 11.722222222222221)","(4.6, 5.3, 5.133333333333333)","(3.5, 4.5, 4.418181818181818)","(4.0, 5.5, 5.371428571428572)"
10-01-2023 18:31:52.468847,"(4.0, 99999, 99990)","(7.5, 11.5, 10.9)","(7.5, 12.5, 11.722222222222221)","(4.6, 5.3, 5.133333333333333)","(3.5, 4.5, 4.418181818181818)","(4.0, 5.5, 5.371428571428572)"
10-01-2023 18:31:53.391543,"(4.0, 99999, 99990)","(7.5, 11.5, 10.9)","(7.5, 12.5, 11.722222222222221)","(4.6, 5.3, 5.133333333333333)","(3.5, 4.5, 4.418181818181818)","(4.0, 5.5, 5.371428571428572)"
10-01-2023 18:31:54.252201,"(4.0, 99999, 99990)","(7.5, 11.5, 10.66)","(7.5, 12.5, 11.722222222222221)","(4.6, 5.3, 5.133333333333333)","(3.5, 4.5, 4.418181818181818)","(4.0, 5.5, 5.371428571428572)"
10-01-2023 18:31:55.126601,"(4.0, 99999, 99990)","(7.5, 11.5, 10.66)","(7.5, 12.5, 11.722222222222221)","(4.6, 5.3, 5.133333333333333)","(3.5, 4.5, 4.455)","(4.0, 5.5, 5.371428571428572)"
10-01-2023 18:31:56.053469,"(4.0, 99999, 99990)","(7.5, 11.5, 10.9)","(7.5, 12.5, 11.722222222222221)","(4.6, 5.3, 5.133333333333333)","(3.5, 4.5, 4.455)","(4.0, 5.5, 5.371428571428572)"
10-01-2023 18:31:57.039535,"(4.0, 99999, 99990)","(7.5, 11.5, 10.9)","(7.5, 12.5, 11.722222222222221)","(4.6, 5.3, 5.133333333333333)","(3.5, 4.5, 4.455)","(4.0, 5.5, 5.371428571428572)"
10-01-2023 18:31:58.003315,"(4.0, 99999, 99990)","(7.5, 11.5, 10.66)","(7.5, 12.5, 11.722222222222221)","(4.6, 5.3, 5.133333333333333)","(3.5, 4.5, 4.455)","(4.0, 5.5, 5.371428571428572)"
10-01-2023 18:31:59.005069,"(4.0, 99999, 99990)","(7.5, 11.0, 9.933333333333334)","(7.5, 12.5, 11.722222222222221)","(4.6, 5.3, 5.133333333333333)","(3.5, 4.5, 4.455)","(4.0, 5.5, 5.371428571428572)"
10-01-2023 18:31:59.904089,"(4.0, 99999, 99990)","(7.5, 11.0, 9.72)","(7.5, 12.5, 11.692307692307692)","(4.6, 5.3, 5.133333333333333)","(3.5, 4.5, 4.455)","(4.0, 5.5, 5.371428571428572)"
10-01-2023 18:32:00.846726,"(4.0, 99999, 99990)","(7.5, 11.0, 9.72)","(7.5, 12.5, 11.692307692307692)","(4.6, 5.3, 5.133333333333333)","(3.5, 4.5, 4.455)","(4.0, 5.5, 5.493023255813953)"
10-01-2023 18:32:01.727863,"(4.0, 99999, 99990)","(7.5, 11.0, 9.72)","(7.5, 12.5, 11.692307692307692)","(4.6, 5.3, 5.288888888888889)","(3.5, 4.5, 4.455)","(4.0, 5.5, 5.5777777777777775)"
10-01-2023 18:32:02.602118,"(4.0, 99999, 99990)","(7.5, 11.0, 9.72)","(7.5, 12.5, 11.692307692307692)","(4.6, 5.3, 5.26)","(3.5, 4.5, 4.455)","(4.0, 5.6, 5.5777777777777775)"
10-01-2023 18:32:03.562049,"(4.0, 99999, 99990)","(7.5, 11.0, 9.72)","(7.5, 12.5, 11.692307692307692)","(4.6, 5.4, 5.182608695652174)","(3.5, 4.5, 4.455)","(4.0, 5.6, 5.5777777777777775)"
10-01-2023 18:32:04.526343,"(4.0, 99999, 99990)","(7.5, 11.0, 9.72)","(7.5, 12.5, 11.692307692307692)","(4.6, 5.4, 5.136842105263158)","(3.5, 4.5, 4.455)","(4.0, 5.6, 5.5777777777777775)"
10-01-2023 18:32:05.468462,"(4.0, 99999, 99990)","(7.5, 11.0, 9.72)","(7.5, 12.5, 11.692307692307692)","(4.6, 5.4, 5.136842105263158)","(3.5, 4.5, 4.455)","(4.0, 5.6, 5.5777777777777775)"
10-01-2023 18:32:06.423442,"(4.0, 99999, 99990)","(7.5, 11.0, 9.72)","(7.5, 12.5, 11.692307692307692)","(4.6, 5.4, 5.136842105263158)","(3.5, 4.5, 4.455)","(4.0, 5.6, 5.5777777777777775)"
10-01-2023 18:32:07.275907,"(4.0, 99999, 99990)","(7.5, 8.8, 8.754545454545456)","(7.5, 12.5, 11.692307692307692)","(4.6, 5.4, 5.136842105263158)","(3.5, 4.5, 4.455)","(4.0, 5.6, 5.5777777777777775)"
10-01-2023 18:32:08.165040,"(4.0, 99999, 99990)","(7.5, 11.0, 10.266666666666667)","(7.5, 12.5, 11.8)","(4.6, 5.4, 5.15)","(3.5, 4.5, 4.425)","(4.0, 5.7, 5.866666666666667)"
10-01-2023 18:32:09.061239,"(4.0, 99999, 99990)","(7.5, 11.0, 9.777777777777779)","(7.5, 12.5, 11.8)","(4.6, 5.4, 5.15)","(3.5, 4.5, 4.425)","(4.0, 5.9, 5.833333333333334)"
10-01-2023 18:32:09.953042,"(4.0, 99999, 99990)","(7.5, 10.0, 9.89090909090909)","(7.5, 12.5, 11.8)","(4.6, 5.4, 5.15)","(3.5, 4.5, 4.425)","(4.0, 5.9, 5.833333333333334)"
10-01-2023 18:32:10.908146,"(4.0, 99999, 99990)","(7.5, 10.0, 9.723076923076924)","(7.5, 12.5, 11.8)","(4.6, 5.4, 5.15)","(3.5, 4.5, 4.425)","(4.2, 5.9, 5.833333333333334)"
10-01-2023 18:32:11.874053,"(4.0, 99999, 99990)","(7.5, 10.0, 9.723076923076924)","(7.5, 12.5, 11.8)","(4.6, 5.4, 5.15)","(3.5, 4.5, 4.425)","(4.2, 5.9, 5.833333333333334)"
10-01-2023 18:32:12.793109,"(4.0, 99999, 99990)","(7.5, 10.0, 9.723076923076924)","(7.5, 12.5, 11.8)","(4.6, 5.4, 5.15)","(3.5, 4.5, 4.425)","(4.2, 5.9, 5.888372093023256)"
10-01-2023 18:32:13.801254,"(4.0, 99999, 99990)","(7.5, 10.0, 9.571428571428571)","(7.5, 11.0, 10.2)","(4.6, 5.2, 5.08)","(3.5, 4.5, 4.425)","(4.2, 5.9, 5.75)"
10-01-2023 18:32:14.681296,"(4.0, 99999, 99990)","(7.5, 10.0, 9.52)","(7.5, 11.0, 10.1)","(4.6, 5.2, 5.08)","(3.5, 4.5, 4.425)","(4.2, 5.9, 5.75)"
10-01-2023 18:32:15.568520,"(4.0, 99999, 99990)","(7.5, 10.0, 9.571428571428571)","(7.5, 11.0, 9.799999999999999)","(4.6, 5.2, 5.08)","(3.5, 4.5, 4.425)","(4.2, 5.9, 5.75)"
10-01-2023 18:32:16.571019,"(4.0, 99999, 99990)","(7.5, 10.0, 9.571428571428571)","(7.5, 11.0, 9.799999999999999)","(4.6, 5.1, 5.0636363636363635)","(3.5, 4.5, 4.425)","(4.2, 5.9, 5.75)"
10-01-2023 18:32:17.711741,"(4.0, 99999, 99990)","(7.5, 10.0, 9.571428571428571)","(7.5, 11.0, 10.325)","(4.6, 5.1, 4.935714285714286)","(3.5, 4.5, 4.425)","(4.2, 5.9, 5.75)"
10-01-2023 18:32:18.799342,"(4.0, 99999, 99990)","(7.5, 10.0, 9.657142857142857)","(7.5, 11.0, 10.325)","(4.6, 5.0, 4.935714285714286)","(3.5, 4.5, 4.425)","(4.2, 5.9, 5.75)"
10-01-2023 18:32:19.832422,"(4.0, 99999, 99990)","(7.5, 10.0, 9.657142857142857)","(7.5, 11.0, 10.018181818181818)","(4.6, 5.0, 4.91388888888889)","(3.5, 4.5, 4.425)","(4.2, 5.9, 5.75)"
10-01-2023 18:32:20.719405,"(4.0, 99999, 99990)","(7.5, 10.0, 9.555555555555555)","(7.5, 11.0, 10.018181818181818)","(4.6, 5.0, 4.91388888888889)","(3.5, 4.5, 4.425)","(4.2, 5.9, 5.75)"
10-01-2023 18:32:21.614361,"(4.0, 99999, 99990)","(7.5, 10.0, 9.555555555555555)","(7.5, 11.0, 9.92)","(4.6, 5.0, 4.91388888888889)","(3.5, 4.6, 4.425)","(4.2, 5.9, 5.75)"
10-01-2023 18:32:22.527820,"(4.0, 99999, 99990)","(7.5, 10.0, 9.444444444444445)","(7.5, 10.5, 9.933333333333334)","(4.6, 5.0, 4.935714285714286)","(3.5, 4.6, 4.55)","(4.2, 5.9, 5.75)"
10-01-2023 18:32:23.409650,"(4.0, 99999, 99990)","(7.5, 10.5, 10.0)","(7.5, 10.5, 9.65)","(4.6, 5.0, 4.935714285714286)","(3.5, 4.6, 4.55)","(4.2, 5.9, 5.75)"
10-01-2023 18:32:24.338755,"(4.0, 99999, 99990)","(7.5, 10.5, 10.0)","(7.5, 10.5, 9.65)","(4.6, 5.0, 4.935714285714286)","(3.5, 4.6, 4.55)","(4.2, 5.9, 5.828571428571429)"
