,Chief Artie,Fitzroy Boy,By By Music,Primed For Victory,Kwinern,Spill The Tears,Casrock,Sertin,Naytellrhi Bird
05-01-2023 17:15:41.362726,"(3.1, 3.95, 3.7944444444444443)","(18.0, 60.0, 52.8)","(9.0, 19.5, 15.9)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.8, 7.8307692307692305)","(19.0, 25.0, 21.444444444444443)","(4.0, 6.4, 5.889361702127659)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:15:42.591093,"(3.1, 3.95, 3.7944444444444443)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.5, 15.9)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.8, 7.8307692307692305)","(19.0, 25.0, 21.444444444444443)","(4.0, 6.4, 5.889361702127659)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:15:43.833023,"(3.1, 3.95, 3.7944444444444443)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.5, 15.9)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.8, 8.155555555555555)","(19.0, 25.0, 21.444444444444443)","(4.0, 6.4, 6.11)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:15:45.143525,"(3.1, 3.95, 3.7944444444444443)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.5, 15.9)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.6, 8.155555555555555)","(19.0, 25.0, 21.444444444444443)","(4.0, 6.2, 6.075)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:15:46.422737,"(3.1, 3.95, 3.7944444444444443)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.5, 15.9)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.6, 8.155555555555555)","(19.0, 25.0, 21.444444444444443)","(4.0, 6.2, 6.075)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:15:47.750442,"(3.1, 3.95, 3.7944444444444443)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.5, 15.9)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.6, 8.155555555555555)","(19.0, 25.0, 21.444444444444443)","(4.0, 6.2, 6.075)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:15:49.003146,"(3.1, 3.95, 3.7944444444444443)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.5, 15.9)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.6, 8.155555555555555)","(19.0, 25.0, 21.444444444444443)","(4.0, 6.2, 6.075)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:15:50.279421,"(3.1, 3.95, 3.7944444444444443)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.5, 15.9)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.6, 8.155555555555555)","(19.0, 25.0, 21.444444444444443)","(4.0, 6.2, 6.075)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:15:51.523489,"(3.1, 3.95, 3.7944444444444443)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.5, 15.9)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.6, 8.155555555555555)","(19.0, 25.0, 21.444444444444443)","(4.0, 6.2, 6.075)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:15:52.761194,"(3.1, 3.9, 3.8)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.5, 15.9)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.6, 8.155555555555555)","(19.0, 25.0, 21.444444444444443)","(4.0, 6.2, 6.075)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:15:54.023925,"(3.1, 3.9, 3.783333333333333)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.5, 16.125)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.6, 8.155555555555555)","(19.0, 25.0, 21.444444444444443)","(4.0, 6.2, 6.075)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:15:55.306185,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.5, 16.125)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.6, 8.155555555555555)","(19.0, 25.0, 21.444444444444443)","(4.0, 6.2, 6.075)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:15:56.536012,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.5, 16.125)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.6, 8.155555555555555)","(19.0, 25.0, 21.444444444444443)","(4.0, 6.2, 5.98125)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:15:57.816377,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 17.0)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.6, 8.155555555555555)","(19.0, 25.0, 21.444444444444443)","(4.0, 6.2, 5.98125)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:15:59.033866,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 17.0)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.6, 8.155555555555555)","(19.0, 25.0, 21.444444444444443)","(4.0, 6.2, 5.98125)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:00.226501,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 17.0)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.6, 8.155555555555555)","(19.0, 25.0, 21.444444444444443)","(4.0, 6.2, 5.936842105263158)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:01.380562,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 17.0)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.6, 8.155555555555555)","(19.0, 25.0, 21.444444444444443)","(4.0, 6.2, 5.936842105263158)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:02.578694,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 17.0)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.6, 8.155555555555555)","(19.0, 25.0, 21.444444444444443)","(4.0, 6.2, 5.936842105263158)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:03.777378,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 17.0)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.6, 8.155555555555555)","(19.0, 25.0, 21.444444444444443)","(4.0, 6.2, 5.936842105263158)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:05.026863,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 17.0)","(3.1, 3.2, 3.1750000000000003)","(6.0, 8.6, 8.488888888888889)","(19.0, 25.0, 22.818181818181817)","(4.0, 6.2, 6.066666666666666)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:06.245558,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 17.0)","(3.1, 3.2, 3.1750000000000003)","(6.0, 8.6, 8.1)","(19.0, 25.0, 22.818181818181817)","(4.0, 6.2, 6.088)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:07.489706,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 17.0)","(3.1, 3.2, 3.176)","(6.0, 8.6, 8.309090909090909)","(19.0, 25.0, 22.818181818181817)","(4.0, 6.2, 6.088)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:08.716449,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 17.0)","(3.1, 3.2, 3.176)","(6.0, 8.6, 8.386666666666667)","(19.0, 25.0, 22.818181818181817)","(4.0, 6.2, 6.088)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:09.995191,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 17.0)","(3.1, 3.2, 3.176)","(6.0, 8.6, 8.386666666666667)","(19.0, 25.0, 22.818181818181817)","(4.0, 6.2, 6.088)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:11.269943,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 17.0)","(3.1, 3.2, 3.176)","(6.0, 8.6, 8.386666666666667)","(19.0, 25.0, 22.818181818181817)","(4.0, 6.2, 6.088)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:12.554389,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 17.0)","(3.1, 3.2, 3.176)","(6.0, 8.6, 8.386666666666667)","(19.0, 25.0, 22.818181818181817)","(4.0, 6.2, 6.088)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:13.880102,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.2, 3.176)","(6.0, 8.6, 8.386666666666667)","(19.0, 25.0, 22.818181818181817)","(4.0, 6.2, 6.088)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:15.184365,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.2, 3.176)","(6.0, 8.6, 8.386666666666667)","(19.0, 25.0, 22.818181818181817)","(4.0, 6.2, 6.088)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:16.447406,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.2, 3.176)","(6.0, 8.6, 8.386666666666667)","(19.0, 25.0, 22.818181818181817)","(4.0, 6.2, 6.088)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:17.746258,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.2, 3.125)","(6.0, 8.6, 8.52)","(19.0, 25.0, 21.444444444444443)","(4.0, 6.2, 5.892307692307692)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:19.001624,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.2, 3.125)","(6.0, 8.6, 8.529411764705882)","(19.0, 25.0, 20.555555555555557)","(4.0, 6.2, 5.892307692307692)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:20.262494,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 16.2)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.6, 8.529411764705882)","(19.0, 25.0, 20.555555555555557)","(4.0, 6.2, 5.936842105263158)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:21.480799,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 16.2)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.6, 8.529411764705882)","(19.0, 25.0, 20.555555555555557)","(4.0, 6.2, 5.936842105263158)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:22.905481,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 16.2)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.6, 8.529411764705882)","(19.0, 25.0, 20.555555555555557)","(4.0, 6.2, 5.936842105263158)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:24.233131,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.6, 8.529411764705882)","(19.0, 25.0, 20.555555555555557)","(4.0, 6.2, 5.936842105263158)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:25.532316,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.2, 3.1142857142857143)","(6.0, 8.6, 8.529411764705882)","(19.0, 25.0, 20.555555555555557)","(4.0, 6.2, 5.936842105263158)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:26.902429,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.2, 3.0242290748898677)","(6.0, 8.6, 8.529411764705882)","(19.0, 25.0, 20.555555555555557)","(4.0, 6.2, 5.936842105263158)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:28.219681,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.0313807531380754)","(6.0, 8.6, 8.529411764705882)","(19.0, 25.0, 20.555555555555557)","(4.0, 6.2, 5.936842105263158)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:29.652122,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.0313807531380754)","(6.0, 8.6, 8.529411764705882)","(19.0, 25.0, 20.555555555555557)","(4.0, 6.2, 5.936842105263158)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:31.018065,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.6, 8.529411764705882)","(19.0, 25.0, 20.555555555555557)","(4.0, 6.2, 5.936842105263158)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:32.501182,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.6, 8.333333333333334)","(19.0, 25.0, 22.09090909090909)","(4.0, 6.2, 5.936842105263158)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:33.912754,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.6, 8.333333333333334)","(19.0, 25.0, 22.09090909090909)","(4.0, 6.2, 5.936842105263158)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:35.352194,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.6, 8.333333333333334)","(19.0, 25.0, 22.09090909090909)","(4.0, 6.2, 5.936842105263158)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:36.665626,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.0327868852459017)","(6.0, 8.6, 8.333333333333334)","(19.0, 25.0, 22.333333333333332)","(4.0, 6.2, 5.97)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:37.978151,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.0327868852459017)","(6.0, 8.6, 8.333333333333334)","(19.0, 25.0, 22.333333333333332)","(4.0, 6.0, 5.97)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:39.233385,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.0327868852459017)","(6.0, 8.6, 8.333333333333334)","(19.0, 25.0, 22.333333333333332)","(4.0, 6.0, 5.97)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:40.516054,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.0327868852459017)","(6.0, 8.6, 8.333333333333334)","(19.0, 25.0, 22.333333333333332)","(4.0, 6.0, 5.97)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:41.860204,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.0327868852459017)","(6.0, 8.6, 8.333333333333334)","(19.0, 25.0, 22.333333333333332)","(4.0, 6.0, 5.97)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:43.149223,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.0327868852459017)","(6.0, 8.6, 8.333333333333334)","(19.0, 25.0, 22.333333333333332)","(4.0, 6.0, 5.97)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:44.433238,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.6, 8.12)","(19.0, 25.0, 22.333333333333332)","(4.0, 6.0, 5.936842105263158)","(71.0, 90.0, 79.28571428571429)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:45.658356,"(3.1, 3.85, 3.79)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.6, 8.12)","(19.0, 25.0, 23.857142857142858)","(4.0, 6.2, 5.98125)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:46.947852,"(3.1, 3.8, 3.6875)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.6, 7.866666666666666)","(19.0, 25.0, 23.857142857142858)","(4.0, 6.2, 6.075)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:48.299619,"(3.1, 3.8, 3.6714285714285713)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 16.2)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.0, 8.016666666666666)","(19.0, 25.0, 23.0)","(4.0, 6.2, 6.075)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:49.508683,"(3.1, 3.8, 3.6714285714285713)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 16.2)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.6, 8.155555555555555)","(19.0, 25.0, 23.4)","(4.0, 6.2, 5.78)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:50.780718,"(3.1, 3.8, 3.6875)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 16.2)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.6, 8.155555555555555)","(19.0, 25.0, 23.5)","(4.0, 6.2, 5.9375)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:52.069288,"(3.1, 3.8, 3.6875)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 16.2)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.6, 8.155555555555555)","(19.0, 25.0, 24.666666666666668)","(4.0, 6.2, 5.818181818181818)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:53.291886,"(3.1, 3.8, 3.6875)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 16.2)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.6, 8.155555555555555)","(19.0, 30.0, 24.666666666666668)","(4.0, 6.2, 5.771428571428571)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:54.584559,"(3.1, 3.8, 3.6875)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 16.2)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.6, 8.155555555555555)","(19.0, 30.0, 24.90909090909091)","(4.0, 6.2, 5.818181818181818)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:55.855978,"(3.1, 3.8, 3.6875)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 16.2)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.6, 8.155555555555555)","(19.0, 30.0, 24.90909090909091)","(4.0, 6.2, 5.818181818181818)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:57.123536,"(3.1, 3.8, 3.6875)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 16.2)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.6, 8.155555555555555)","(19.0, 30.0, 24.90909090909091)","(4.0, 6.2, 5.818181818181818)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:58.439899,"(3.1, 3.8, 3.6875)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 16.2)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.6, 8.488888888888889)","(19.0, 30.0, 27.2)","(4.0, 6.2, 6.044444444444444)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:16:59.742629,"(3.1, 3.8, 3.6875)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 16.2)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.6, 8.488888888888889)","(19.0, 30.0, 27.2)","(4.0, 6.2, 6.044444444444444)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:17:01.035191,"(3.1, 3.8, 3.6875)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 16.2)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.6, 8.368)","(19.0, 30.0, 24.94736842105263)","(4.0, 6.2, 6.044444444444444)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:17:02.401407,"(3.1, 3.8, 3.6875)","(18.0, 60.0, 53.07692307692308)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.8, 8.55)","(19.0, 30.0, 24.94736842105263)","(4.0, 6.2, 6.044444444444444)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:17:03.733592,"(3.1, 3.8, 3.6875)","(18.0, 60.0, 51.0)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.8, 8.05)","(19.0, 30.0, 24.94736842105263)","(4.0, 6.2, 6.044444444444444)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:17:05.112993,"(3.1, 3.8, 3.6875)","(18.0, 60.0, 51.0)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.8, 8.0)","(19.0, 30.0, 24.94736842105263)","(4.0, 6.2, 6.017391304347826)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:17:06.434841,"(3.1, 3.8, 3.6875)","(18.0, 60.0, 51.0)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.8, 8.0)","(19.0, 30.0, 25.2)","(4.0, 6.2, 6.017391304347826)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:17:07.773755,"(3.1, 3.8, 3.6875)","(18.0, 60.0, 51.0)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.8, 8.0)","(19.0, 30.0, 25.2)","(4.0, 6.2, 6.017391304347826)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:17:09.095976,"(3.1, 3.8, 3.6875)","(18.0, 60.0, 51.0)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.8, 8.0)","(19.0, 30.0, 25.2)","(4.0, 6.2, 6.017391304347826)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:17:10.409702,"(3.1, 3.8, 3.6875)","(18.0, 60.0, 51.0)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.8, 8.0)","(19.0, 30.0, 25.2)","(4.0, 6.2, 6.017391304347826)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:17:11.716668,"(3.1, 3.8, 3.6875)","(18.0, 60.0, 51.0)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.8, 8.0)","(19.0, 30.0, 27.405405405405407)","(4.0, 6.2, 6.044444444444444)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:17:12.952180,"(3.1, 3.8, 3.6875)","(18.0, 60.0, 36.36363636363637)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.8, 8.0)","(19.0, 30.0, 27.405405405405407)","(4.0, 6.2, 6.044444444444444)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:17:14.122559,"(3.1, 3.8, 3.6875)","(18.0, 60.0, 36.36363636363637)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.8, 8.0)","(19.0, 30.0, 27.405405405405407)","(4.0, 6.2, 6.044444444444444)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:17:15.329737,"(3.1, 3.8, 3.6875)","(18.0, 60.0, 36.36363636363637)","(9.0, 19.0, 15.923076923076923)","(3.1, 3.25, 3.03099173553719)","(6.0, 8.8, 8.0)","(19.0, 30.0, 27.405405405405407)","(4.0, 6.2, 6.044444444444444)","(71.0, 90.0, 77.5)","(101.0, 230.0, 163.33333333333334)"
