,Chief Artie,Fitzroy Boy,By By Music,Primed For Victory,Kwinern,Spill The Tears,Casrock,Sertin,Naytellrhi Bird
05-01-2023 17:26:23.483716,"(3.3, 3.85, 3.75)","(21.0, 46.0, 40.666666666666664)","(10.0, 16.5, 15.11111111111111)","(2.9, 3.1, 2.968235294117647)","(6.5, 10.5, 9.507692307692308)","(18.0, 25.0, 23.08)","(4.6, 6.8, 6.326315789473684)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:26:24.983778,"(3.3, 3.85, 3.75)","(21.0, 46.0, 40.666666666666664)","(10.0, 16.5, 15.11111111111111)","(2.9, 3.1, 2.968235294117647)","(6.5, 10.0, 9.507692307692308)","(19.0, 25.0, 23.285714285714285)","(4.6, 6.8, 6.304347826086957)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:26:26.467427,"(3.3, 3.85, 3.75)","(21.0, 46.0, 40.666666666666664)","(10.0, 16.5, 15.11111111111111)","(2.9, 3.1, 2.968235294117647)","(6.5, 10.0, 9.507692307692308)","(19.0, 25.0, 22.91304347826087)","(4.6, 6.8, 6.304347826086957)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:26:27.991463,"(3.3, 3.85, 3.75)","(21.0, 46.0, 40.666666666666664)","(10.0, 16.5, 14.984848484848484)","(2.9, 3.1, 2.993333333333333)","(6.5, 10.0, 9.507692307692308)","(19.0, 25.0, 22.91304347826087)","(4.6, 6.8, 6.304347826086957)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:26:29.473847,"(3.3, 3.85, 3.783333333333333)","(21.0, 46.0, 40.0)","(10.0, 16.5, 14.984848484848484)","(2.9, 3.1, 3.006666666666667)","(6.5, 10.0, 9.709090909090909)","(19.0, 25.0, 22.91304347826087)","(4.6, 6.8, 6.27741935483871)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:26:30.993446,"(3.3, 3.85, 3.783333333333333)","(21.0, 46.0, 40.0)","(10.0, 16.5, 14.984848484848484)","(2.9, 3.1, 2.998181818181818)","(6.5, 10.0, 9.709090909090909)","(19.0, 25.0, 23.615384615384617)","(4.6, 6.8, 6.27741935483871)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:26:32.588443,"(3.3, 3.85, 3.783333333333333)","(21.0, 46.0, 40.0)","(10.0, 16.5, 14.984848484848484)","(2.9, 3.1, 2.982105263157895)","(6.5, 10.0, 9.744)","(19.0, 25.0, 23.615384615384617)","(4.6, 6.8, 6.27741935483871)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:26:34.182733,"(3.3, 3.85, 3.7666666666666666)","(21.0, 46.0, 40.0)","(10.0, 16.5, 15.2)","(2.9, 3.1, 2.982105263157895)","(6.5, 10.0, 9.7)","(19.0, 25.0, 23.615384615384617)","(4.6, 6.8, 6.27741935483871)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:26:35.913921,"(3.3, 3.85, 3.7666666666666666)","(21.0, 46.0, 40.0)","(10.0, 16.0, 15.2)","(2.9, 3.1, 2.995)","(6.5, 10.0, 9.7)","(19.0, 25.0, 23.615384615384617)","(4.6, 6.8, 6.27741935483871)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:26:37.562179,"(3.3, 3.85, 3.7666666666666666)","(21.0, 46.0, 37.25)","(10.0, 16.0, 14.76923076923077)","(2.8, 3.05, 2.9766666666666666)","(6.5, 10.0, 9.792857142857143)","(18.0, 25.0, 23.615384615384617)","(4.8, 6.8, 6.27741935483871)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:26:39.311137,"(3.3, 3.85, 3.7666666666666666)","(20.0, 46.0, 37.14285714285714)","(10.0, 16.0, 15.0)","(2.8, 3.05, 2.9766666666666666)","(6.5, 10.5, 9.876923076923077)","(18.0, 25.0, 23.615384615384617)","(4.8, 6.8, 6.27741935483871)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:26:41.024773,"(3.3, 3.85, 3.7666666666666666)","(20.0, 44.0, 35.333333333333336)","(10.0, 16.0, 15.0)","(2.8, 3.05, 2.9766666666666666)","(7.0, 10.5, 9.876923076923077)","(19.0, 25.0, 23.615384615384617)","(4.8, 6.8, 6.27741935483871)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:26:42.592192,"(3.3, 3.85, 3.7666666666666666)","(21.0, 42.0, 35.333333333333336)","(10.0, 16.0, 14.909090909090908)","(2.7, 3.05, 2.9766666666666666)","(7.0, 10.5, 9.876923076923077)","(19.0, 25.0, 23.615384615384617)","(4.8, 6.8, 6.27741935483871)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:26:44.197549,"(3.3, 3.85, 3.7666666666666666)","(21.0, 42.0, 35.333333333333336)","(10.0, 16.0, 14.909090909090908)","(2.7, 3.05, 2.9766666666666666)","(7.0, 10.5, 9.876923076923077)","(19.0, 25.0, 23.615384615384617)","(4.8, 6.8, 6.27741935483871)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:26:45.811494,"(3.3, 3.85, 3.7666666666666666)","(21.0, 40.0, 35.0)","(10.0, 16.0, 14.875)","(2.7, 3.05, 3.1675)","(7.0, 10.5, 9.792857142857143)","(19.0, 25.0, 23.0)","(4.8, 6.8, 6.488888888888889)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:26:47.385699,"(3.3, 3.85, 3.75)","(21.0, 40.0, 34.18181818181818)","(10.0, 15.5, 14.2)","(2.7, 3.2, 3.0520361990950224)","(7.0, 10.5, 9.7)","(19.0, 25.0, 24.82758620689655)","(4.8, 6.6, 6.488888888888889)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:26:48.946246,"(3.3, 3.85, 3.75)","(21.0, 40.0, 34.18181818181818)","(10.0, 15.0, 13.666666666666666)","(2.7, 3.25, 3.0735897435897432)","(7.0, 10.0, 9.63076923076923)","(19.0, 25.0, 24.82758620689655)","(4.8, 6.6, 6.488888888888889)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:26:50.631540,"(3.3, 3.85, 3.75)","(21.0, 40.0, 34.18181818181818)","(10.0, 15.0, 13.666666666666666)","(2.7, 3.25, 3.0813725490196076)","(7.0, 10.0, 9.63076923076923)","(19.0, 25.0, 24.82758620689655)","(4.8, 6.6, 6.447619047619048)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:26:53.313115,"(3.3, 3.85, 3.75)","(21.0, 40.0, 34.18181818181818)","(10.0, 15.0, 13.666666666666666)","(2.7, 3.25, 3.0813725490196076)","(7.0, 10.0, 9.63076923076923)","(19.0, 25.0, 24.82758620689655)","(4.8, 6.6, 6.426086956521739)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:26:54.910687,"(3.3, 3.85, 3.75)","(21.0, 40.0, 34.18181818181818)","(10.0, 15.0, 13.666666666666666)","(2.7, 3.25, 3.078828828828829)","(7.0, 10.0, 9.63076923076923)","(19.0, 25.0, 24.82758620689655)","(4.8, 6.6, 6.426086956521739)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:26:56.436039,"(3.2, 3.85, 3.74)","(21.0, 40.0, 36.0)","(10.0, 15.0, 13.666666666666666)","(2.7, 3.25, 3.1157894736842104)","(7.0, 10.0, 9.63076923076923)","(19.0, 25.0, 24.82758620689655)","(4.8, 6.6, 6.426086956521739)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:26:57.976221,"(3.2, 3.8, 3.7181818181818183)","(21.0, 40.0, 36.0)","(10.0, 15.0, 13.666666666666666)","(2.7, 3.25, 3.1157894736842104)","(7.0, 10.0, 9.63076923076923)","(19.0, 25.0, 24.82758620689655)","(4.8, 6.6, 6.426086956521739)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:26:59.551208,"(3.2, 3.8, 3.7181818181818183)","(21.0, 40.0, 36.0)","(10.0, 15.0, 13.666666666666666)","(2.6, 3.25, 3.1157894736842104)","(7.0, 10.0, 9.63076923076923)","(18.0, 25.0, 24.82758620689655)","(4.8, 6.6, 6.426086956521739)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:01.147927,"(3.2, 3.8, 3.745454545454545)","(21.0, 40.0, 36.0)","(10.0, 15.0, 13.666666666666666)","(2.6, 3.25, 3.134054054054054)","(7.0, 10.0, 9.63076923076923)","(18.0, 25.0, 24.82758620689655)","(4.8, 6.6, 6.426086956521739)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:02.672489,"(3.2, 3.8, 3.745454545454545)","(21.0, 40.0, 36.0)","(10.0, 15.0, 13.666666666666666)","(2.6, 3.25, 3.12)","(7.0, 10.0, 9.63076923076923)","(18.0, 25.0, 24.82758620689655)","(4.8, 6.6, 6.46)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:04.339814,"(3.2, 3.8, 3.7058823529411766)","(21.0, 40.0, 36.0)","(10.0, 15.0, 13.666666666666666)","(2.6, 3.25, 3.12)","(7.0, 10.0, 9.63076923076923)","(18.0, 25.0, 24.82758620689655)","(4.8, 6.6, 6.46)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:07.241465,"(3.2, 3.8, 3.7058823529411766)","(21.0, 40.0, 36.0)","(10.0, 15.0, 13.666666666666666)","(2.6, 3.25, 3.12)","(7.0, 10.0, 9.63076923076923)","(18.0, 25.0, 24.82758620689655)","(4.8, 6.6, 6.46)","(81.0, 160.0, 150.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:08.796932,"(3.2, 3.8, 3.6545454545454548)","(21.0, 40.0, 36.166666666666664)","(10.0, 15.0, 13.666666666666666)","(2.6, 3.25, 3.12)","(7.0, 10.0, 9.7)","(18.0, 25.0, 27.605263157894736)","(4.8, 6.6, 6.46)","(81.0, 160.0, 115.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:10.554003,"(3.2, 3.8, 3.6344827586206896)","(21.0, 38.0, 34.25)","(10.0, 15.0, 14.076923076923077)","(2.6, 3.25, 3.12)","(7.0, 10.0, 9.7)","(18.0, 28.0, 27.605263157894736)","(4.8, 6.6, 6.46)","(81.0, 150.0, 110.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:12.283691,"(3.2, 3.8, 3.643333333333333)","(21.0, 38.0, 35.5)","(10.0, 15.0, 14.076923076923077)","(2.6, 3.25, 3.2174242424242427)","(7.0, 10.0, 9.68)","(18.0, 28.0, 27.7)","(4.8, 6.6, 6.46)","(81.0, 130.0, 126.66666666666667)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:13.775041,"(3.2, 3.75, 3.6277777777777778)","(21.0, 38.0, 35.5)","(10.0, 15.0, 14.076923076923077)","(2.6, 3.25, 3.2174242424242427)","(7.0, 10.0, 9.418181818181818)","(18.0, 28.0, 27.0)","(4.8, 6.6, 6.46)","(81.0, 130.0, 97.5)","(101.0, 230.0, 220.0)"
05-01-2023 17:27:15.182885,"(3.2, 3.75, 3.6052631578947367)","(21.0, 38.0, 35.5)","(10.0, 15.0, 14.076923076923077)","(2.6, 3.25, 3.21927374301676)","(7.0, 10.0, 9.418181818181818)","(18.0, 28.0, 27.0)","(4.8, 6.6, 6.46)","(81.0, 120.0, 90.0)","(101.0, 230.0, 220.0)"
05-01-2023 17:27:16.610962,"(3.2, 3.7, 3.6052631578947367)","(21.0, 38.0, 35.5)","(10.0, 15.0, 14.076923076923077)","(2.6, 3.25, 3.2205357142857145)","(7.0, 10.0, 9.418181818181818)","(18.0, 28.0, 27.666666666666668)","(4.8, 6.6, 6.46)","(81.0, 120.0, 80.0)","(101.0, 230.0, 220.0)"
05-01-2023 17:27:18.003971,"(3.2, 3.7, 3.6052631578947367)","(21.0, 38.0, 35.5)","(10.0, 15.0, 14.076923076923077)","(2.6, 3.25, 3.2205357142857145)","(7.0, 10.0, 9.418181818181818)","(18.0, 28.0, 27.666666666666668)","(4.8, 6.6, 6.46)","(81.0, 110.0, 91.15384615384616)","(101.0, 230.0, 220.0)"
05-01-2023 17:27:19.509188,"(3.2, 3.7, 3.6052631578947367)","(21.0, 38.0, 35.5)","(10.0, 15.0, 14.076923076923077)","(2.6, 3.25, 3.2226519337016577)","(7.0, 10.0, 9.418181818181818)","(18.0, 28.0, 26.555555555555557)","(4.8, 6.6, 6.46)","(81.0, 110.0, 89.58333333333333)","(101.0, 230.0, 220.0)"
05-01-2023 17:27:21.108884,"(3.2, 3.7, 3.6052631578947367)","(21.0, 38.0, 35.5)","(10.0, 15.0, 14.076923076923077)","(2.6, 3.25, 3.2058035714285715)","(7.0, 10.0, 9.418181818181818)","(18.0, 28.0, 26.555555555555557)","(4.8, 6.6, 6.46)","(81.0, 110.0, 91.15384615384616)","(101.0, 230.0, 220.0)"
05-01-2023 17:27:22.618016,"(3.2, 3.7, 3.6454545454545455)","(21.0, 38.0, 35.5)","(10.0, 15.0, 14.076923076923077)","(2.6, 3.25, 3.2052845528455287)","(7.0, 10.0, 9.418181818181818)","(18.0, 28.0, 27.426470588235293)","(4.8, 6.6, 6.46)","(81.0, 110.0, 91.15384615384616)","(101.0, 230.0, 220.0)"
05-01-2023 17:27:24.312235,"(3.2, 3.65, 3.5999999999999996)","(21.0, 38.0, 35.5)","(10.0, 15.0, 14.076923076923077)","(2.6, 3.25, 3.2052845528455287)","(7.0, 10.0, 9.418181818181818)","(18.0, 28.0, 27.426470588235293)","(4.8, 6.6, 6.46)","(81.0, 110.0, 91.15384615384616)","(101.0, 230.0, 220.0)"
05-01-2023 17:27:26.060882,"(3.2, 3.65, 3.5999999999999996)","(21.0, 38.0, 35.75)","(10.0, 15.0, 14.076923076923077)","(2.6, 3.25, 3.2058035714285715)","(7.0, 10.0, 9.418181818181818)","(18.0, 28.0, 27.38095238095238)","(4.8, 6.6, 6.46)","(81.0, 110.0, 91.15384615384616)","(101.0, 230.0, 220.0)"
05-01-2023 17:27:27.689687,"(3.2, 3.65, 3.5999999999999996)","(21.0, 38.0, 35.75)","(10.0, 15.0, 14.076923076923077)","(2.6, 3.25, 3.2058035714285715)","(7.0, 10.0, 9.5)","(18.0, 28.0, 27.38095238095238)","(4.8, 6.6, 6.46)","(81.0, 110.0, 91.15384615384616)","(101.0, 230.0, 220.0)"
05-01-2023 17:27:29.134504,"(3.2, 3.65, 3.5999999999999996)","(21.0, 38.0, 33.714285714285715)","(10.0, 15.0, 14.076923076923077)","(2.6, 3.25, 3.208024691358025)","(7.0, 10.0, 9.5)","(18.0, 28.0, 27.38095238095238)","(4.8, 6.6, 6.46)","(81.0, 110.0, 91.15384615384616)","(101.0, 230.0, 217.14285714285714)"
05-01-2023 17:27:30.531815,"(3.2, 3.65, 3.579411764705882)","(21.0, 38.0, 29.88235294117647)","(10.0, 15.0, 14.294117647058824)","(2.6, 3.25, 3.208024691358025)","(7.0, 10.0, 9.418181818181818)","(18.0, 28.0, 27.38095238095238)","(4.8, 6.6, 6.46)","(81.0, 110.0, 83.33333333333333)","(101.0, 230.0, 217.14285714285714)"
05-01-2023 17:27:31.940305,"(3.2, 3.65, 3.579411764705882)","(21.0, 36.0, 30.22222222222222)","(10.0, 15.0, 14.464285714285714)","(2.6, 3.25, 3.208024691358025)","(7.0, 10.0, 9.5)","(18.0, 28.0, 27.38095238095238)","(4.8, 6.6, 6.46)","(81.0, 100.0, 79.16666666666667)","(101.0, 230.0, 217.14285714285714)"
05-01-2023 17:27:33.308184,"(3.2, 3.65, 3.579411764705882)","(21.0, 36.0, 30.22222222222222)","(10.0, 15.0, 14.464285714285714)","(2.6, 3.25, 3.160989010989011)","(7.0, 10.0, 9.5)","(18.0, 28.0, 27.38095238095238)","(4.8, 6.6, 6.46)","(81.0, 100.0, 79.16666666666667)","(101.0, 230.0, 217.14285714285714)"
05-01-2023 17:27:34.877718,"(3.2, 3.65, 3.607142857142857)","(21.0, 36.0, 29.5)","(10.0, 15.0, 14.375)","(2.6, 3.2, 3.2075)","(7.0, 10.0, 9.666666666666666)","(18.0, 28.0, 26.266666666666666)","(4.8, 6.6, 6.5636363636363635)","(81.0, 100.0, 82.14285714285714)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:36.475553,"(3.2, 3.65, 3.607142857142857)","(21.0, 36.0, 29.5)","(10.0, 15.0, 14.375)","(2.6, 3.25, 3.2075)","(7.0, 10.0, 9.466666666666667)","(18.0, 28.0, 32.0)","(4.8, 6.6, 6.5636363636363635)","(81.0, 100.0, 82.14285714285714)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:38.271660,"(3.2, 3.65, 3.607142857142857)","(21.0, 36.0, 29.5)","(10.0, 15.0, 14.2)","(2.6, 3.25, 3.205263157894737)","(7.0, 10.0, 9.466666666666667)","(18.0, 34.0, 32.0)","(4.8, 6.6, 6.5636363636363635)","(81.0, 100.0, 82.14285714285714)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:39.744579,"(3.2, 3.65, 3.607142857142857)","(21.0, 36.0, 29.5)","(10.0, 15.0, 14.2)","(2.6, 3.25, 3.205263157894737)","(7.0, 10.0, 9.466666666666667)","(18.0, 34.0, 32.0)","(4.8, 6.6, 6.5636363636363635)","(81.0, 100.0, 82.14285714285714)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:41.447366,"(3.2, 3.65, 3.607142857142857)","(21.0, 34.0, 30.428571428571427)","(10.0, 15.0, 14.15)","(2.6, 3.25, 3.17)","(7.0, 10.0, 9.5)","(18.0, 34.0, 30.444444444444443)","(4.8, 6.6, 6.5636363636363635)","(81.0, 100.0, 82.14285714285714)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:43.041111,"(3.2, 3.65, 3.53)","(21.0, 34.0, 30.428571428571427)","(10.0, 15.0, 14.1875)","(2.6, 3.25, 3.17)","(7.0, 9.8, 9.692307692307692)","(18.0, 34.0, 30.444444444444443)","(4.8, 6.6, 6.5636363636363635)","(81.0, 100.0, 79.16666666666667)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:44.483037,"(3.2, 3.55, 3.557142857142857)","(21.0, 34.0, 31.0)","(10.0, 15.0, 14.1875)","(2.6, 3.25, 3.17)","(7.0, 10.0, 9.6)","(18.0, 34.0, 30.444444444444443)","(4.8, 6.6, 6.5636363636363635)","(81.0, 100.0, 79.16666666666667)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:45.788169,"(3.2, 3.65, 3.557142857142857)","(21.0, 34.0, 30.944444444444443)","(10.0, 15.0, 13.305555555555555)","(2.6, 3.25, 3.186)","(7.0, 9.8, 9.5)","(18.0, 34.0, 30.444444444444443)","(4.8, 6.6, 6.5636363636363635)","(81.0, 100.0, 77.85714285714286)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:47.180082,"(3.2, 3.65, 3.557142857142857)","(21.0, 36.0, 30.944444444444443)","(10.0, 13.5, 13.521739130434783)","(2.6, 3.25, 3.1853535353535354)","(7.0, 9.8, 9.446153846153846)","(18.0, 34.0, 29.692307692307693)","(4.8, 6.6, 6.5636363636363635)","(81.0, 95.0, 77.85714285714286)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:48.518230,"(3.2, 3.65, 3.557142857142857)","(21.0, 36.0, 33.333333333333336)","(10.0, 15.0, 13.74074074074074)","(2.6, 3.25, 3.1853535353535354)","(7.0, 10.0, 9.52)","(18.0, 34.0, 29.692307692307693)","(4.8, 6.6, 6.5636363636363635)","(81.0, 95.0, 77.85714285714286)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:49.876607,"(3.2, 3.65, 3.557142857142857)","(21.0, 34.0, 33.333333333333336)","(10.0, 15.0, 13.74074074074074)","(2.6, 3.25, 3.1853535353535354)","(7.0, 10.0, 9.52)","(18.0, 34.0, 29.692307692307693)","(4.8, 6.6, 6.5636363636363635)","(81.0, 95.0, 77.85714285714286)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:51.203032,"(3.2, 3.75, 3.5735294117647056)","(21.0, 34.0, 33.6)","(10.0, 15.0, 13.74074074074074)","(2.6, 3.25, 3.1853535353535354)","(7.0, 10.0, 9.52)","(18.0, 34.0, 29.692307692307693)","(4.8, 6.6, 6.5636363636363635)","(81.0, 95.0, 77.85714285714286)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:52.498803,"(3.2, 3.7, 3.6526315789473687)","(21.0, 34.0, 33.6)","(10.0, 15.0, 13.74074074074074)","(2.6, 3.2, 3.178571428571429)","(7.0, 10.0, 9.52)","(18.0, 34.0, 29.692307692307693)","(4.8, 6.6, 6.5636363636363635)","(81.0, 95.0, 77.85714285714286)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:53.820764,"(3.2, 3.7, 3.67)","(21.0, 34.0, 33.2)","(10.0, 15.0, 13.74074074074074)","(2.6, 3.25, 3.1576923076923076)","(7.0, 10.0, 9.446153846153846)","(18.0, 34.0, 29.692307692307693)","(4.8, 6.6, 6.5636363636363635)","(81.0, 95.0, 79.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:55.059292,"(3.2, 3.75, 3.705)","(21.0, 34.0, 33.2)","(10.0, 15.0, 13.3)","(2.6, 3.25, 3.1576923076923076)","(7.0, 10.0, 9.446153846153846)","(18.0, 34.0, 29.692307692307693)","(4.8, 6.6, 6.5636363636363635)","(81.0, 95.0, 79.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:56.220780,"(3.2, 3.75, 3.705)","(21.0, 34.0, 33.2)","(10.0, 15.0, 13.3)","(2.6, 3.25, 3.1576923076923076)","(7.0, 10.0, 9.446153846153846)","(18.0, 34.0, 29.692307692307693)","(4.8, 6.6, 6.5636363636363635)","(81.0, 95.0, 79.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:57.409896,"(3.2, 3.75, 3.6980769230769233)","(21.0, 34.0, 33.2)","(10.0, 15.0, 13.4)","(2.6, 3.25, 3.1585714285714284)","(7.0, 10.0, 9.446153846153846)","(18.0, 34.0, 29.692307692307693)","(4.8, 6.6, 6.5636363636363635)","(81.0, 95.0, 79.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:58.588981,"(3.2, 3.75, 3.6980769230769233)","(21.0, 34.0, 33.2)","(10.0, 15.0, 13.4)","(2.6, 3.25, 3.1585714285714284)","(7.0, 10.0, 9.446153846153846)","(18.0, 34.0, 29.692307692307693)","(4.8, 6.6, 6.5636363636363635)","(81.0, 95.0, 82.5)","(101.0, 230.0, 190.0)"
05-01-2023 17:27:59.903660,"(3.2, 3.75, 3.6980769230769233)","(21.0, 34.0, 33.2)","(10.0, 15.0, 13.5625)","(2.7, 3.25, 3.1585714285714284)","(7.0, 10.0, 9.5)","(19.0, 34.0, 30.705882352941178)","(5.0, 6.6, 6.5636363636363635)","(71.0, 90.0, 80.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:28:01.137831,"(3.2, 3.75, 3.691304347826087)","(21.0, 34.0, 33.2)","(10.0, 14.5, 13.375)","(2.7, 3.25, 3.1585714285714284)","(7.0, 9.8, 9.5)","(19.0, 34.0, 30.705882352941178)","(5.0, 6.6, 6.5636363636363635)","(71.0, 95.0, 80.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:28:02.601064,"(3.2, 3.75, 3.691304347826087)","(21.0, 34.0, 33.2)","(10.0, 14.5, 13.375)","(2.7, 3.25, 3.1585714285714284)","(7.0, 9.8, 9.5)","(19.0, 34.0, 30.705882352941178)","(5.0, 6.6, 6.5636363636363635)","(71.0, 95.0, 80.0)","(101.0, 230.0, 190.0)"
05-01-2023 17:28:03.849896,"(3.2, 3.75, 3.6980769230769233)","(21.0, 34.0, 33.2)","(10.0, 14.5, 13.375)","(2.7, 3.25, 3.1585714285714284)","(7.0, 9.8, 9.224242424242423)","(19.0, 34.0, 32.57142857142857)","(5.0, 6.6, 6.5636363636363635)","(71.0, 95.0, 90.5)","(101.0, 230.0, 190.0)"
05-01-2023 17:28:05.222935,"(3.2, 3.75, 3.6980769230769233)","(21.0, 34.0, 33.2)","(10.0, 14.5, 13.375)","(2.7, 3.25, 3.1585714285714284)","(7.0, 9.6, 9.222535211267605)","(19.0, 34.0, 32.57142857142857)","(5.0, 6.6, 6.5636363636363635)","(71.0, 95.0, 90.5)","(101.0, 230.0, 190.0)"
05-01-2023 17:28:06.648891,"(3.2, 3.75, 3.685714285714286)","(21.0, 34.0, 33.2)","(10.0, 14.5, 13.789473684210526)","(2.7, 3.25, 3.156741573033708)","(7.0, 9.6, 9.26153846153846)","(19.0, 34.0, 32.57142857142857)","(5.0, 6.6, 6.5636363636363635)","(71.0, 95.0, 90.5)","(101.0, 230.0, 190.0)"
05-01-2023 17:28:07.961024,"(3.2, 3.75, 3.685714285714286)","(21.0, 34.0, 33.2)","(10.0, 14.5, 13.789473684210526)","(2.7, 3.25, 3.2273224043715847)","(7.0, 9.6, 9.26153846153846)","(19.0, 34.0, 32.57142857142857)","(5.0, 6.6, 6.5636363636363635)","(71.0, 95.0, 90.5)","(101.0, 230.0, 190.0)"
05-01-2023 17:28:09.190142,"(3.2, 3.75, 3.685714285714286)","(21.0, 34.0, 33.2)","(10.0, 14.5, 13.789473684210526)","(2.7, 3.25, 3.2273224043715847)","(7.0, 9.6, 9.26153846153846)","(19.0, 34.0, 32.57142857142857)","(5.0, 6.6, 6.5636363636363635)","(71.0, 95.0, 90.5)","(101.0, 230.0, 190.0)"
05-01-2023 17:28:10.428840,"(3.2, 3.75, 3.685714285714286)","(21.0, 34.0, 33.2)","(10.0, 14.5, 13.789473684210526)","(2.7, 3.25, 3.2273224043715847)","(7.0, 9.6, 9.26153846153846)","(19.0, 34.0, 32.57142857142857)","(5.0, 6.6, 6.5636363636363635)","(71.0, 95.0, 90.5)","(101.0, 230.0, 190.0)"
05-01-2023 17:28:11.697553,"(3.2, 3.75, 3.685714285714286)","(21.0, 34.0, 33.2)","(10.0, 14.5, 13.789473684210526)","(2.7, 3.25, 3.2273224043715847)","(7.0, 9.6, 9.26153846153846)","(19.0, 34.0, 32.57142857142857)","(5.0, 6.6, 6.5636363636363635)","(71.0, 95.0, 90.5)","(101.0, 230.0, 190.0)"
05-01-2023 17:28:12.929434,"(3.2, 3.75, 3.685714285714286)","(21.0, 34.0, 33.2)","(10.0, 14.5, 13.789473684210526)","(2.7, 3.25, 3.2296178343949045)","(7.0, 9.6, 9.26153846153846)","(19.0, 34.0, 32.57142857142857)","(5.0, 6.6, 6.55)","(71.0, 95.0, 90.5)","(101.0, 230.0, 190.0)"
05-01-2023 17:28:14.172587,"(3.2, 3.7, 3.685714285714286)","(21.0, 34.0, 33.2)","(10.0, 14.5, 13.789473684210526)","(2.7, 3.25, 3.2296178343949045)","(7.0, 9.6, 9.26153846153846)","(19.0, 34.0, 32.57142857142857)","(5.0, 6.6, 6.55)","(71.0, 95.0, 90.5)","(101.0, 230.0, 190.0)"
05-01-2023 17:28:15.376442,"(3.2, 3.7, 3.666666666666667)","(21.0, 34.0, 33.2)","(10.0, 14.5, 13.789473684210526)","(2.7, 3.25, 3.2296178343949045)","(7.0, 9.6, 9.26153846153846)","(19.0, 34.0, 32.57142857142857)","(5.0, 6.6, 6.55)","(71.0, 95.0, 90.5)","(101.0, 230.0, 190.0)"
