,No Personality,Tick And Flick,Vecna,Singing Gunn,Fingal Bay,Lifes A Vision,Always Broke,Rhino Buster
08-01-2023 18:02:29.089751,"(3.6, 4.6, 3.8125)","(7.5, 16.0, 11.350000000000001)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.3, 4.625)","(5.0, 6.6, 5.355555555555555)","(8.0, 9.8, 8.333333333333334)","(14.0, 32.0, 21.5)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:30.195720,"(3.6, 4.6, 3.8125)","(7.5, 16.0, 11.350000000000001)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.3, 4.625)","(5.0, 6.6, 5.355555555555555)","(8.0, 9.8, 8.333333333333334)","(14.0, 32.0, 21.5)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:31.313693,"(3.6, 4.6, 3.8125)","(7.5, 16.0, 11.350000000000001)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.3, 4.625)","(5.0, 6.6, 5.355555555555555)","(8.0, 9.8, 8.333333333333334)","(14.0, 32.0, 21.5)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:32.445435,"(3.6, 4.6, 3.8125)","(7.5, 16.0, 11.350000000000001)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.3, 4.625)","(5.0, 6.6, 5.355555555555555)","(8.0, 9.8, 8.333333333333334)","(14.0, 32.0, 21.5)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:33.595838,"(3.6, 4.6, 3.8125)","(7.5, 16.0, 11.350000000000001)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.355555555555555)","(8.0, 9.8, 8.333333333333334)","(14.0, 32.0, 21.5)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:34.783304,"(3.6, 4.6, 3.8125)","(7.5, 16.0, 11.350000000000001)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.355555555555555)","(8.0, 9.8, 8.333333333333334)","(14.0, 32.0, 21.5)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:35.760751,"(3.6, 4.6, 3.8125)","(7.5, 16.0, 11.350000000000001)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.355555555555555)","(8.0, 9.8, 8.333333333333334)","(14.0, 32.0, 21.5)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:36.880380,"(3.6, 4.6, 3.8125)","(7.5, 16.0, 11.350000000000001)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.355555555555555)","(8.0, 9.8, 8.333333333333334)","(14.0, 32.0, 21.5)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:38.032583,"(3.6, 4.6, 3.8125)","(7.5, 16.0, 11.350000000000001)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.355555555555555)","(8.0, 9.8, 8.333333333333334)","(14.0, 32.0, 21.5)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:39.154119,"(3.6, 4.6, 3.8125)","(7.5, 16.0, 11.350000000000001)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.355555555555555)","(8.0, 9.8, 8.333333333333334)","(14.0, 32.0, 21.5)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:40.257884,"(3.6, 4.6, 3.8125)","(7.5, 16.0, 11.350000000000001)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.355555555555555)","(8.0, 9.8, 8.333333333333334)","(14.0, 32.0, 21.5)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:41.373497,"(3.6, 4.6, 3.8125)","(7.5, 16.0, 11.350000000000001)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.355555555555555)","(8.0, 9.8, 8.333333333333334)","(14.0, 32.0, 21.5)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:42.471127,"(3.6, 4.6, 3.8125)","(7.5, 16.0, 11.350000000000001)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.355555555555555)","(8.0, 9.8, 8.333333333333334)","(14.0, 32.0, 21.5)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:43.684848,"(3.6, 4.6, 3.8125)","(7.5, 16.0, 11.350000000000001)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.355555555555555)","(8.0, 9.8, 8.333333333333334)","(14.0, 32.0, 21.5)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:44.910930,"(3.6, 4.6, 3.8125)","(7.5, 16.0, 11.350000000000001)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.355555555555555)","(8.0, 9.8, 8.333333333333334)","(14.0, 32.0, 21.5)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:46.074486,"(3.6, 4.6, 3.8125)","(7.5, 16.0, 11.350000000000001)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.355555555555555)","(8.0, 9.8, 8.333333333333334)","(14.0, 32.0, 21.5)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:47.277543,"(3.6, 4.6, 3.8125)","(7.5, 16.0, 11.083333333333334)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.290909090909091)","(8.0, 9.8, 9.22857142857143)","(14.0, 32.0, 21.5)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:48.326976,"(3.6, 4.6, 3.8125)","(7.5, 17.5, 11.083333333333334)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.290909090909091)","(8.0, 9.8, 8.6)","(14.0, 32.0, 21.5)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:49.476946,"(3.6, 4.6, 3.8125)","(7.5, 17.0, 11.600000000000001)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.355555555555555)","(8.0, 9.8, 8.6)","(14.0, 32.0, 18.875)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:50.787867,"(3.6, 4.6, 3.8125)","(7.5, 17.0, 11.600000000000001)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.3, 4.366666666666667)","(5.0, 6.6, 5.355555555555555)","(8.0, 9.8, 8.6)","(14.0, 32.0, 18.875)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:51.981817,"(3.6, 4.6, 3.8125)","(7.5, 17.0, 14.3)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.2, 4.011363636363637)","(5.0, 6.6, 5.355555555555555)","(8.0, 9.8, 8.6)","(14.0, 32.0, 19.25)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:53.074354,"(3.6, 4.6, 3.8125)","(7.5, 17.0, 13.625)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.290909090909091)","(8.0, 9.8, 8.6)","(14.0, 32.0, 19.25)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:54.335127,"(3.6, 4.6, 3.8125)","(7.5, 17.0, 10.399999999999999)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.290909090909091)","(8.0, 9.8, 8.6)","(14.0, 32.0, 19.25)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:55.514668,"(3.6, 4.6, 3.8125)","(7.5, 17.0, 10.399999999999999)","(5.5, 9.4, 9.266666666666667)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.290909090909091)","(8.0, 9.8, 8.6)","(14.0, 32.0, 19.25)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:56.704981,"(3.6, 4.6, 3.8125)","(7.5, 17.0, 10.399999999999999)","(5.5, 9.4, 9.44)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.372727272727272)","(8.0, 9.8, 8.6)","(14.0, 32.0, 19.25)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:57.986672,"(3.6, 4.6, 4.114285714285714)","(7.5, 17.0, 10.399999999999999)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.314285714285714)","(8.0, 9.8, 8.6)","(14.0, 32.0, 19.25)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:59.034433,"(3.6, 4.6, 4.251282051282051)","(7.5, 17.0, 10.399999999999999)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.3076923076923075)","(8.0, 9.8, 8.6)","(14.0, 32.0, 19.25)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:02:59.982336,"(3.6, 4.6, 4.251282051282051)","(7.5, 17.0, 10.399999999999999)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.3076923076923075)","(8.0, 9.8, 8.6)","(14.0, 32.0, 19.25)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:03:01.019154,"(3.6, 4.6, 4.251282051282051)","(7.5, 17.0, 10.399999999999999)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.3076923076923075)","(8.0, 9.8, 8.6)","(14.0, 32.0, 19.25)","(31.0, 130.0, 38.333333333333336)"
08-01-2023 18:03:02.050796,"(3.6, 4.6, 4.251282051282051)","(7.5, 17.0, 10.399999999999999)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.3, 4.011363636363637)","(5.0, 6.6, 5.293333333333334)","(8.0, 9.8, 8.266666666666666)","(14.0, 32.0, 19.25)","(31.0, 130.0, 56.66666666666667)"
08-01-2023 18:03:03.309108,"(3.6, 4.5, 4.3)","(7.5, 16.5, 12.35)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.2, 4.800000000000001)","(5.0, 6.4, 5.6000000000000005)","(8.0, 9.4, 8.7)","(14.0, 30.0, 20.0)","(31.0, 120.0, 90.57142857142857)"
08-01-2023 18:03:04.445619,"(3.6, 4.5, 4.3)","(7.5, 16.5, 10.274999999999999)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.2, 4.800000000000001)","(5.0, 6.4, 5.6000000000000005)","(8.0, 9.4, 8.24)","(14.0, 30.0, 20.0)","(31.0, 100.0, 60.61538461538461)"
08-01-2023 18:03:05.503080,"(3.6, 4.5, 4.175)","(7.5, 16.5, 12.35)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.2, 5.0)","(5.0, 6.4, 5.6000000000000005)","(8.0, 9.2, 8.24)","(14.0, 30.0, 20.0)","(31.0, 100.0, 60.61538461538461)"
08-01-2023 18:03:06.479068,"(3.6, 4.5, 4.175)","(7.5, 16.5, 12.35)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.2, 5.0)","(5.0, 6.4, 5.6000000000000005)","(8.0, 9.2, 8.24)","(14.0, 30.0, 20.0)","(31.0, 100.0, 60.61538461538461)"
08-01-2023 18:03:07.474100,"(3.6, 4.5, 4.175)","(7.5, 16.5, 12.35)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.2, 5.0)","(5.0, 6.4, 5.6000000000000005)","(8.0, 9.2, 8.24)","(14.0, 30.0, 20.0)","(31.0, 100.0, 60.61538461538461)"
08-01-2023 18:03:08.524677,"(3.6, 4.5, 4.175)","(7.5, 16.5, 12.35)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.2, 5.0)","(5.0, 6.4, 5.6000000000000005)","(8.0, 9.2, 8.17142857142857)","(14.0, 30.0, 20.0)","(31.0, 100.0, 60.61538461538461)"
08-01-2023 18:03:09.563493,"(3.6, 4.5, 4.175)","(7.5, 16.0, 10.149999999999999)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.2, 5.0)","(5.0, 6.4, 5.6000000000000005)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 64.57142857142857)"
08-01-2023 18:03:10.705093,"(3.6, 4.2, 4.025)","(7.5, 15.5, 11.85)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.2, 5.0)","(5.0, 6.4, 5.6000000000000005)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 64.57142857142857)"
08-01-2023 18:03:11.766889,"(3.6, 4.2, 4.025)","(7.5, 15.5, 11.85)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.2, 4.6)","(5.0, 6.4, 5.800000000000001)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 64.57142857142857)"
08-01-2023 18:03:12.853244,"(3.6, 4.2, 4.025)","(7.5, 15.5, 11.85)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.2, 4.45)","(5.0, 6.4, 5.800000000000001)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 64.57142857142857)"
08-01-2023 18:03:13.851310,"(3.6, 4.2, 4.025)","(7.5, 15.5, 11.85)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.2, 4.45)","(5.0, 6.4, 5.800000000000001)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 64.57142857142857)"
08-01-2023 18:03:15.072146,"(3.6, 4.2, 4.025)","(7.5, 15.5, 11.85)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.2, 4.45)","(5.0, 6.4, 5.800000000000001)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 64.57142857142857)"
08-01-2023 18:03:16.267703,"(3.6, 4.2, 4.025)","(7.5, 15.5, 11.85)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.2, 4.45)","(5.0, 6.4, 5.92)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 64.57142857142857)"
08-01-2023 18:03:17.355014,"(3.6, 4.2, 4.025)","(7.5, 15.5, 11.85)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.2, 4.428571428571429)","(5.0, 7.0, 6.271428571428571)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 64.57142857142857)"
08-01-2023 18:03:18.448415,"(3.6, 4.2, 4.025)","(7.5, 15.5, 11.85)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.2, 4.428571428571429)","(5.0, 7.0, 6.346153846153846)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 64.57142857142857)"
08-01-2023 18:03:19.554391,"(3.6, 4.2, 4.025)","(7.5, 15.5, 11.85)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.2, 4.428571428571429)","(5.0, 7.0, 6.46875)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 62.800000000000004)"
08-01-2023 18:03:20.627683,"(3.6, 4.2, 4.025)","(7.5, 15.5, 11.85)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.2, 4.428571428571429)","(5.0, 7.0, 6.46875)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 62.800000000000004)"
08-01-2023 18:03:21.700304,"(3.6, 4.2, 4.025)","(7.5, 15.5, 11.85)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.2, 4.428571428571429)","(5.0, 7.0, 6.46875)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 62.800000000000004)"
08-01-2023 18:03:22.789430,"(3.6, 4.2, 4.025)","(7.5, 15.5, 11.85)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.2, 4.428571428571429)","(5.0, 7.0, 6.46875)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 62.800000000000004)"
08-01-2023 18:03:23.882226,"(3.6, 4.2, 4.025)","(7.5, 15.5, 11.85)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.2, 4.428571428571429)","(5.0, 7.0, 6.775)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 62.800000000000004)"
08-01-2023 18:03:24.976164,"(3.6, 4.2, 4.025)","(7.5, 15.5, 11.85)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.2, 4.428571428571429)","(5.0, 7.2, 6.775)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 62.800000000000004)"
08-01-2023 18:03:26.020023,"(3.6, 4.2, 4.025)","(7.5, 15.5, 11.85)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.2, 4.428571428571429)","(5.0, 7.4, 7.021052631578947)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 62.800000000000004)"
08-01-2023 18:03:27.053300,"(3.6, 4.2, 4.025)","(7.5, 15.5, 11.85)","(5.5, 9.6, 9.458823529411765)","(3.3, 5.2, 4.428571428571429)","(5.0, 7.4, 7.04)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 62.800000000000004)"
08-01-2023 18:03:28.065232,"(3.6, 4.2, 4.025)","(7.5, 15.5, 11.85)","(5.5, 9.6, 9.2)","(3.3, 5.2, 4.428571428571429)","(5.0, 7.4, 6.720000000000001)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 62.800000000000004)"
08-01-2023 18:03:29.453309,"(3.6, 4.2, 4.025)","(7.5, 15.5, 11.85)","(5.5, 9.6, 9.2)","(3.3, 5.2, 4.428571428571429)","(5.0, 7.4, 6.720000000000001)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 62.800000000000004)"
08-01-2023 18:03:30.588737,"(3.6, 4.2, 4.025)","(7.5, 15.5, 11.85)","(5.5, 9.6, 9.476923076923077)","(3.3, 5.2, 4.428571428571429)","(5.0, 7.4, 6.24)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 62.800000000000004)"
08-01-2023 18:03:31.755797,"(3.6, 4.2, 4.025)","(7.5, 15.5, 11.85)","(5.5, 9.6, 9.476923076923077)","(3.3, 5.2, 4.428571428571429)","(5.0, 6.6, 6.24)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 62.800000000000004)"
08-01-2023 18:03:33.151528,"(3.6, 4.2, 4.025)","(7.5, 15.5, 13.1)","(5.5, 9.6, 9.428571428571429)","(3.3, 5.2, 4.428571428571429)","(5.0, 6.6, 6.24)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 62.800000000000004)"
08-01-2023 18:03:34.443594,"(3.6, 4.2, 4.025)","(7.5, 18.0, 13.1)","(5.5, 9.6, 9.428571428571429)","(3.3, 5.2, 4.428571428571429)","(5.0, 6.6, 6.24)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 62.800000000000004)"
08-01-2023 18:03:35.609831,"(3.6, 4.2, 4.025)","(7.5, 18.0, 13.1)","(5.5, 9.6, 9.428571428571429)","(3.3, 5.2, 4.428571428571429)","(5.0, 6.6, 6.24)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 62.800000000000004)"
08-01-2023 18:03:36.775040,"(3.6, 4.2, 3.8850000000000002)","(7.5, 18.0, 13.1)","(5.5, 9.6, 9.514285714285714)","(3.3, 5.2, 4.428571428571429)","(5.0, 6.6, 6.550000000000001)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 62.800000000000004)"
08-01-2023 18:03:37.864297,"(3.6, 4.2, 3.8850000000000002)","(7.5, 18.0, 13.1)","(5.5, 9.6, 9.466666666666667)","(3.3, 5.2, 4.428571428571429)","(5.0, 7.4, 6.550000000000001)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 62.800000000000004)"
08-01-2023 18:03:38.950772,"(3.6, 4.2, 3.8850000000000002)","(7.5, 18.0, 13.1)","(5.5, 9.6, 9.466666666666667)","(3.3, 5.2, 4.428571428571429)","(5.0, 7.4, 6.12)","(8.0, 9.2, 8.17142857142857)","(14.0, 29.0, 22.0)","(31.0, 100.0, 65.125)"
08-01-2023 18:03:39.950842,"(3.6, 4.2, 3.8850000000000002)","(7.5, 18.0, 13.1)","(5.5, 9.6, 9.466666666666667)","(3.3, 5.2, 4.428571428571429)","(5.0, 7.4, 6.333333333333334)","(8.0, 9.2, 8.533333333333333)","(14.0, 29.0, 22.0)","(31.0, 100.0, 65.125)"
08-01-2023 18:03:41.026680,"(3.6, 4.2, 3.8850000000000002)","(7.5, 18.0, 17.02)","(5.5, 9.6, 9.527272727272727)","(3.3, 5.2, 4.525)","(5.0, 7.2, 6.333333333333334)","(8.0, 9.2, 8.571428571428571)","(14.0, 29.0, 22.0)","(31.0, 100.0, 65.125)"
08-01-2023 18:03:42.134616,"(3.6, 4.2, 3.8850000000000002)","(7.5, 18.0, 17.02)","(5.5, 9.6, 9.511111111111111)","(3.3, 5.2, 4.525)","(5.0, 7.2, 6.333333333333334)","(8.0, 9.0, 8.2)","(14.0, 29.0, 22.0)","(31.0, 100.0, 65.125)"
08-01-2023 18:03:43.260319,"(3.6, 4.3, 4.15)","(7.5, 18.0, 14.8)","(5.5, 9.6, 9.511111111111111)","(3.3, 5.2, 4.525)","(5.0, 7.2, 6.333333333333334)","(8.0, 9.0, 8.266666666666667)","(14.0, 29.0, 22.0)","(31.0, 100.0, 65.125)"
08-01-2023 18:03:44.402592,"(3.6, 4.3, 4.15)","(7.5, 18.0, 13.3)","(5.5, 9.6, 9.511111111111111)","(3.3, 5.2, 4.525)","(5.0, 7.2, 6.333333333333334)","(8.0, 8.8, 8.266666666666667)","(14.0, 29.0, 22.0)","(31.0, 100.0, 65.125)"
08-01-2023 18:03:45.541090,"(3.6, 4.3, 4.15)","(7.5, 18.0, 13.3)","(5.5, 9.6, 9.511111111111111)","(3.3, 5.2, 4.525)","(5.0, 7.2, 6.333333333333334)","(8.0, 8.8, 8.266666666666667)","(14.0, 29.0, 22.0)","(31.0, 100.0, 65.125)"
08-01-2023 18:03:46.578522,"(3.6, 4.3, 4.15)","(7.5, 18.0, 13.3)","(5.5, 9.6, 9.511111111111111)","(3.3, 5.2, 4.525)","(5.0, 7.2, 6.333333333333334)","(8.0, 8.8, 8.266666666666667)","(14.0, 29.0, 22.0)","(31.0, 100.0, 65.125)"
08-01-2023 18:03:47.669532,"(3.6, 4.3, 4.15)","(7.5, 18.0, 13.3)","(5.5, 9.6, 9.511111111111111)","(3.3, 5.2, 4.525)","(5.0, 7.2, 6.333333333333334)","(8.0, 8.8, 8.266666666666667)","(14.0, 29.0, 22.0)","(31.0, 100.0, 65.125)"
08-01-2023 18:03:48.746844,"(3.6, 4.3, 4.15)","(7.5, 18.0, 13.3)","(5.5, 9.6, 9.511111111111111)","(3.3, 5.2, 4.525)","(5.0, 7.2, 6.333333333333334)","(8.0, 8.8, 8.266666666666667)","(14.0, 29.0, 22.0)","(31.0, 100.0, 67.17647058823529)"
08-01-2023 18:03:50.064970,"(3.6, 4.3, 4.15)","(7.5, 18.0, 13.4)","(5.5, 9.6, 9.511111111111111)","(3.3, 5.2, 4.525)","(5.0, 7.2, 6.333333333333334)","(8.0, 8.8, 8.266666666666667)","(14.0, 29.0, 22.357142857142858)","(31.0, 100.0, 67.17647058823529)"
08-01-2023 18:03:51.088356,"(3.6, 4.3, 4.15)","(7.5, 18.0, 13.4)","(5.5, 9.6, 9.511111111111111)","(3.3, 5.2, 4.525)","(5.0, 7.2, 6.333333333333334)","(8.0, 8.8, 8.266666666666667)","(14.0, 29.0, 21.5)","(31.0, 100.0, 65.55555555555556)"
08-01-2023 18:03:52.187072,"(3.6, 4.3, 4.15)","(7.5, 18.0, 13.4)","(5.5, 9.6, 9.511111111111111)","(3.3, 5.2, 4.525)","(5.0, 7.2, 6.333333333333334)","(8.0, 8.8, 8.266666666666667)","(14.0, 29.0, 21.5)","(31.0, 100.0, 65.55555555555556)"
08-01-2023 18:03:53.324504,"(3.6, 4.3, 4.15)","(7.5, 18.0, 13.4)","(5.5, 9.6, 9.511111111111111)","(3.3, 5.2, 4.525)","(5.0, 7.2, 6.333333333333334)","(8.0, 8.8, 8.266666666666667)","(14.0, 29.0, 21.5)","(31.0, 100.0, 65.55555555555556)"
08-01-2023 18:03:54.490467,"(3.6, 4.3, 4.15)","(7.5, 18.0, 13.4)","(5.5, 9.6, 9.511111111111111)","(3.3, 5.2, 4.525)","(5.0, 7.2, 6.333333333333334)","(8.0, 8.8, 8.266666666666667)","(14.0, 29.0, 21.5)","(31.0, 100.0, 65.55555555555556)"
08-01-2023 18:03:55.620878,"(3.6, 4.3, 4.15)","(7.5, 18.0, 13.4)","(5.5, 9.6, 9.511111111111111)","(3.3, 5.2, 4.525)","(5.0, 7.2, 6.333333333333334)","(8.0, 8.8, 8.266666666666667)","(14.0, 29.0, 21.5)","(31.0, 100.0, 45.45454545454545)"
08-01-2023 18:03:56.677223,"(3.6, 4.3, 4.15)","(7.5, 18.0, 13.4)","(5.5, 9.6, 9.511111111111111)","(3.3, 5.2, 4.525)","(5.0, 7.2, 6.333333333333334)","(8.0, 8.8, 8.266666666666667)","(14.0, 29.0, 20.75)","(31.0, 100.0, 45.45454545454545)"
08-01-2023 18:03:57.743090,"(3.6, 4.3, 4.15)","(7.5, 18.0, 13.4)","(5.5, 9.6, 9.511111111111111)","(3.3, 5.2, 4.525)","(5.0, 7.2, 6.333333333333334)","(8.0, 8.8, 8.266666666666667)","(14.0, 32.0, 20.75)","(31.0, 100.0, 45.45454545454545)"
08-01-2023 18:03:58.849500,"(3.6, 4.3, 4.235714285714286)","(7.5, 16.0, 9.454545454545455)","(5.5, 9.6, 9.511111111111111)","(3.3, 5.2, 4.75)","(5.0, 7.2, 6.333333333333334)","(8.0, 8.8, 8.266666666666667)","(14.0, 32.0, 20.75)","(31.0, 100.0, 45.45454545454545)"
08-01-2023 18:03:59.951309,"(3.6, 4.3, 4.235714285714286)","(7.5, 16.0, 9.314285714285715)","(5.5, 9.6, 9.511111111111111)","(3.3, 5.2, 4.75)","(5.0, 7.2, 6.333333333333334)","(8.0, 8.8, 8.266666666666667)","(14.0, 32.0, 20.75)","(31.0, 100.0, 45.45454545454545)"
08-01-2023 18:04:01.032761,"(3.6, 4.3, 4.235714285714286)","(7.5, 16.0, 9.314285714285715)","(5.5, 9.6, 9.511111111111111)","(3.3, 5.2, 4.75)","(5.0, 7.2, 6.333333333333334)","(8.0, 8.8, 8.266666666666667)","(14.0, 32.0, 20.75)","(31.0, 100.0, 45.45454545454545)"
08-01-2023 18:04:02.138317,"(3.6, 4.3, 4.235714285714286)","(7.5, 16.0, 9.314285714285715)","(5.5, 9.6, 9.511111111111111)","(3.3, 5.2, 4.75)","(5.0, 7.2, 6.333333333333334)","(8.0, 8.8, 8.266666666666667)","(14.0, 32.0, 22.27777777777778)","(31.0, 100.0, 67.77777777777777)"
