,Shanerra Star Nz,Questro Queen Nz,Diletto,Hall Stitched Up,Lennox Bromac Nz,Joetomo,Tulhurst Writer,Drive To The Beach,Infinity Beach,Tulhurst Terror
11-01-2023 17:59:33.512981,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:35.000199,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:36.809018,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:38.630244,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:40.312297,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:41.978113,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:43.491441,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:45.138331,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:46.673069,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:48.224550,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:49.774119,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:51.320276,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:52.787770,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:54.392304,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:55.995675,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:57.557905,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:59.223047,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.42)","(12.0, 16.0, 12.625)"
11-01-2023 18:00:01.018871,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 6.6, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 18:00:02.823593,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 18:00:04.610914,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 18:00:06.278169,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 18.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 18:00:07.940451,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 34.0, 18.0)","(4.6, 7.2, 6.373333333333334)","(12.0, 16.0, 12.625)"
11-01-2023 18:00:09.537703,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 34.0, 18.0)","(4.6, 6.4, 6.373333333333334)","(12.0, 16.0, 12.25)"
11-01-2023 18:00:10.987855,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 34.0, 18.0)","(4.6, 6.4, 6.6461538461538465)","(12.0, 16.0, 12.25)"
11-01-2023 18:00:12.656278,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 80.0, 26.285714285714285)","(21.0, 65.0, 38.125)","(10.0, 34.0, 17.333333333333332)","(4.6, 7.2, 6.6461538461538465)","(12.0, 15.5, 12.833333333333334)"
11-01-2023 18:00:14.110414,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 70.0, 26.285714285714285)","(21.0, 65.0, 38.125)","(10.0, 32.0, 17.333333333333332)","(4.6, 7.2, 6.6461538461538465)","(12.0, 15.0, 12.666666666666666)"
11-01-2023 18:00:15.567501,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 70.0, 26.285714285714285)","(21.0, 65.0, 38.125)","(10.0, 32.0, 17.333333333333332)","(4.6, 7.2, 6.430769230769231)","(12.0, 15.0, 12.666666666666666)"
11-01-2023 18:00:17.031252,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 70.0, 34.333333333333336)","(21.0, 65.0, 38.125)","(10.0, 32.0, 17.333333333333332)","(4.6, 7.2, 6.56)","(12.0, 15.0, 12.666666666666666)"
11-01-2023 18:00:18.488919,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 65.0, 34.333333333333336)","(21.0, 65.0, 38.125)","(10.0, 32.0, 17.333333333333332)","(4.6, 6.6, 6.672000000000001)","(12.0, 15.0, 12.666666666666666)"
11-01-2023 18:00:19.890091,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 65.0, 34.333333333333336)","(21.0, 65.0, 38.125)","(10.0, 32.0, 17.333333333333332)","(4.6, 7.2, 6.56)","(12.0, 15.0, 12.666666666666666)"
11-01-2023 18:00:21.361607,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 65.0, 24.125)","(21.0, 65.0, 38.125)","(10.0, 32.0, 13.166666666666666)","(4.6, 6.6, 6.672000000000001)","(12.0, 15.0, 12.5)"
11-01-2023 18:00:22.833405,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 60.0, 24.125)","(21.0, 65.0, 38.125)","(10.0, 29.0, 13.166666666666666)","(4.6, 7.2, 6.56)","(12.0, 14.5, 12.5)"
11-01-2023 18:00:24.432997,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 60.0, 24.125)","(21.0, 65.0, 38.125)","(10.0, 29.0, 13.166666666666666)","(4.6, 6.6, 6.56)","(12.0, 14.5, 12.5)"
11-01-2023 18:00:25.883956,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 60.0, 29.25)","(21.0, 65.0, 38.125)","(10.0, 29.0, 13.166666666666666)","(4.6, 6.6, 6.373333333333334)","(12.0, 14.5, 12.5)"
11-01-2023 18:00:27.438676,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 60.0, 24.75)","(21.0, 65.0, 38.125)","(10.0, 29.0, 13.166666666666666)","(4.6, 6.4, 6.56)","(12.0, 14.5, 12.5)"
11-01-2023 18:00:29.056662,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 65.0, 24.75)","(21.0, 65.0, 38.125)","(10.0, 29.0, 13.166666666666666)","(4.6, 6.6, 6.56)","(12.0, 14.5, 12.5)"
11-01-2023 18:00:30.592625,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 65.0, 24.75)","(21.0, 65.0, 38.125)","(10.0, 29.0, 13.166666666666666)","(4.6, 6.6, 6.373333333333334)","(12.0, 14.5, 12.5)"
11-01-2023 18:00:32.112709,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 65.0, 42.66666666666667)","(21.0, 65.0, 38.125)","(10.0, 29.0, 13.0)","(4.6, 6.4, 6.672000000000001)","(12.0, 14.5, 12.5)"
11-01-2023 18:00:33.652922,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 90.0, 42.66666666666667)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.56)","(12.0, 14.5, 12.5)"
11-01-2023 18:00:35.242687,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 90.0, 42.66666666666667)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 6.6, 6.672000000000001)","(12.0, 14.5, 12.5)"
11-01-2023 18:00:36.800248,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 90.0, 30.0)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.373333333333334)","(12.0, 14.5, 12.5)"
11-01-2023 18:00:38.630576,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 85.0, 39.33333333333333)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 6.4, 6.25)","(12.0, 14.5, 12.5)"
11-01-2023 18:00:40.595569,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 6.6, 6.324999999999999)","(12.0, 14.5, 12.5)"
11-01-2023 18:00:42.360657,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 6.6, 6.333333333333333)","(12.0, 14.5, 12.5)"
11-01-2023 18:00:43.915955,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 6.6, 5.4)","(12.0, 14.5, 12.5)"
11-01-2023 18:00:45.710068,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 6.6, 5.4)","(12.0, 14.5, 12.5)"
11-01-2023 18:00:47.501613,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 6.6, 6.415384615384615)","(12.0, 14.5, 12.5)"
11-01-2023 18:00:49.265854,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 6.4, 4.5625)","(12.0, 14.5, 12.5)"
11-01-2023 18:00:50.933896,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 6.4, 4.866666666666667)","(12.0, 14.5, 12.5)"
11-01-2023 18:00:52.547628,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 6.2, 4.8)","(12.0, 14.5, 12.5)"
11-01-2023 18:00:54.176557,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 6.0, 5.45)","(12.0, 14.5, 12.5)"
11-01-2023 18:00:55.700903,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 5.9, 4.515384615384615)","(12.0, 14.5, 12.5)"
11-01-2023 18:00:57.110923,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 5.9, 4.614285714285714)","(12.0, 14.5, 12.5)"
11-01-2023 18:00:58.518477,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 80.0, 61.6)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 5.9, 5.78125)","(12.0, 14.5, 12.5)"
11-01-2023 18:01:00.161968,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 75.0, 57.125)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 5.8, 5.119999999999999)","(12.0, 14.5, 12.5)"
11-01-2023 18:01:01.539683,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 70.0, 58.55555555555556)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 5.8, 4.725)","(12.0, 14.5, 12.5)"
11-01-2023 18:01:03.048286,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 70.0, 58.55555555555556)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 5.9, 5.863636363636364)","(12.0, 14.5, 12.5)"
11-01-2023 18:01:04.518454,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 70.0, 58.55555555555556)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 5.9, 5.5)","(12.0, 14.5, 12.5)"
11-01-2023 18:01:05.939233,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 70.0, 58.55555555555556)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 6.0, 5.291304347826086)","(12.0, 14.5, 12.5)"
11-01-2023 18:01:07.272348,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 70.0, 45.625)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 6.2, 6.024)","(12.0, 14.5, 12.5)"
11-01-2023 18:01:08.595165,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 65.0, 54.66666666666667)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 6.2, 5.257142857142857)","(12.0, 14.5, 12.5)"
11-01-2023 18:01:09.895562,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 65.0, 54.66666666666667)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 6.2, 5.257142857142857)","(12.0, 14.5, 12.5)"
11-01-2023 18:01:11.214417,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 65.0, 54.66666666666667)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 6.2, 4.641666666666667)","(12.0, 14.5, 12.5)"
11-01-2023 18:01:12.684137,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 65.0, 54.66666666666667)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 6.2, 6.024)","(12.0, 14.5, 12.5)"
11-01-2023 18:01:14.208636,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 65.0, 54.66666666666667)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 6.2, 6.016666666666667)","(12.0, 14.5, 12.5)"
11-01-2023 18:01:15.800520,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 65.0, 54.66666666666667)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 6.2, 6.0680000000000005)","(12.0, 14.5, 12.5)"
11-01-2023 18:01:18.158350,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 65.0, 54.66666666666667)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 5.9, 5.1)","(12.0, 14.5, 12.5)"
11-01-2023 18:01:20.094026,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 65.0, 48.09090909090909)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 6.2, 4.641666666666667)","(12.0, 14.5, 12.5)"
11-01-2023 18:01:21.603926,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 65.0, 48.09090909090909)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 6.2, 6.024)","(12.0, 14.5, 12.5)"
11-01-2023 18:01:23.176436,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 65.0, 34.333333333333336)","(21.0, 65.0, 38.125)","(10.0, 28.0, 16.0)","(4.6, 6.2, 6.016666666666667)","(12.0, 14.5, 12.5)"
11-01-2023 18:01:24.589132,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 21.5)","(21.0, 99999, 99990)","(26.0, 65.0, 39.75)","(21.0, 65.0, 41.5)","(10.0, 28.0, 18.75)","(4.6, 6.2, 6.016666666666667)","(12.0, 14.5, 12.5)"
11-01-2023 18:01:26.157720,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 29.0, 21.5)","(21.0, 99999, 99990)","(26.0, 60.0, 39.75)","(21.0, 60.0, 41.5)","(10.0, 27.0, 22.285714285714285)","(4.6, 6.2, 6.016666666666667)","(12.0, 14.5, 12.5)"
11-01-2023 18:01:27.574454,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 29.0, 21.5)","(21.0, 99999, 99990)","(26.0, 60.0, 39.75)","(21.0, 60.0, 41.5)","(10.0, 27.0, 22.285714285714285)","(4.6, 6.2, 6.016666666666667)","(12.0, 14.5, 12.5)"
11-01-2023 18:01:28.952380,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 29.0, 21.5)","(21.0, 99999, 99990)","(26.0, 60.0, 39.75)","(21.0, 60.0, 41.5)","(10.0, 27.0, 22.285714285714285)","(4.6, 6.2, 6.016666666666667)","(12.0, 14.5, 12.5)"
11-01-2023 18:01:30.328162,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 29.0, 23.0)","(21.0, 99999, 99990)","(26.0, 60.0, 39.75)","(21.0, 60.0, 41.5)","(10.0, 27.0, 22.285714285714285)","(4.6, 6.2, 6.016666666666667)","(12.0, 14.5, 12.5)"
