,Calico County,Viminele,Ashmolean,Irish Sally,Rose Of Raheen,Sand And Ocean,Show And Go,War And Finance,Zestar,Shades Of Louvre,Forebears,Ellows Hall
12-01-2023 15:09:50.441493,"(26.0, 40.0, 38.577777777777776)","(2.0, 2.4, 2.386839622641509)","(5.5, 6.0, 5.918978102189781)","(3.5, 4.3, 4.227480916030534)","(10.0, 11.5, 11.26388888888889)","(91.0, 230.0, 193.0769230769231)","(18.0, 25.0, 24.263157894736842)","(101.0, 150.0, 148.4)","(101.0, 500.0, 488.8888888888889)","(101.0, 490.0, 402.0)","(101.0, 360.0, 270.0)","(101.0, 190.0, 167.5)"
12-01-2023 15:09:51.907375,"(26.0, 40.0, 38.96774193548387)","(2.0, 2.4, 2.386839622641509)","(5.5, 6.0, 5.886335403726708)","(3.5, 4.3, 4.1895522388059705)","(10.0, 11.5, 11.276119402985074)","(101.0, 230.0, 200.9090909090909)","(18.0, 25.0, 24.454545454545453)","(101.0, 150.0, 149.25925925925927)","(101.0, 500.0, 615.6521739130435)","(101.0, 490.0, 307.0)","(101.0, 360.0, 270.0)","(101.0, 190.0, 175.0)"
12-01-2023 15:09:53.512636,"(26.0, 40.0, 39.36363636363637)","(2.0, 2.42, 2.407640449438202)","(5.5, 6.0, 5.816981132075472)","(3.5, 4.2, 4.188461538461539)","(10.0, 11.5, 11.276119402985074)","(101.0, 230.0, 223.84615384615387)","(18.0, 25.0, 24.454545454545453)","(101.0, 150.0, 149.375)","(101.0, 630.0, 576.6666666666667)","(101.0, 310.0, 307.77777777777777)","(101.0, 360.0, 270.0)","(101.0, 190.0, 185.0)"
12-01-2023 15:09:55.186746,"(26.0, 42.0, 39.875)","(2.0, 2.42, 2.397816091954023)","(5.5, 6.0, 5.903703703703704)","(3.5, 4.2, 4.189903846153847)","(10.0, 11.5, 11.28386167146974)","(101.0, 230.0, 224.28571428571428)","(18.0, 25.0, 24.88888888888889)","(101.0, 150.0, 149.375)","(101.0, 630.0, 576.6666666666667)","(101.0, 310.0, 308.0)","(101.0, 360.0, 270.0)","(101.0, 190.0, 185.0)"
12-01-2023 15:09:56.969170,"(26.0, 42.0, 40.09090909090909)","(2.0, 2.4, 2.402092050209205)","(5.5, 6.0, 5.825974025974026)","(3.6, 4.2, 4.191919191919192)","(10.0, 11.5, 11.284883720930232)","(101.0, 230.0, 223.0)","(18.0, 25.0, 24.94736842105263)","(101.0, 150.0, 149.375)","(101.0, 630.0, 576.6666666666667)","(101.0, 310.0, 308.0)","(101.0, 360.0, 275.0)","(101.0, 190.0, 180.0)"
12-01-2023 15:09:58.567010,"(26.0, 42.0, 40.971428571428575)","(2.0, 2.42, 2.406904761904762)","(5.5, 6.0, 5.826582278481013)","(3.6, 4.2, 4.249137931034483)","(10.0, 11.5, 10.5952023988006)","(101.0, 230.0, 200.0)","(18.0, 26.0, 24.96551724137931)","(101.0, 150.0, 149.375)","(101.0, 630.0, 576.6666666666667)","(101.0, 310.0, 308.0)","(101.0, 370.0, 275.0)","(101.0, 200.0, 180.0)"
12-01-2023 15:10:00.138332,"(26.0, 42.0, 41.68)","(2.0, 2.42, 2.388181818181818)","(5.5, 5.9, 5.599166666666666)","(3.6, 4.3, 4.3355263157894735)","(10.0, 11.0, 10.600467289719626)","(101.0, 230.0, 192.5)","(18.0, 26.0, 25.363636363636363)","(101.0, 150.0, 158.1818181818182)","(101.0, 630.0, 726.6666666666666)","(101.0, 310.0, 326.6666666666667)","(101.0, 370.0, 270.0)","(101.0, 200.0, 182.22222222222223)"
12-01-2023 15:10:01.678336,"(26.0, 42.0, 41.5)","(2.0, 2.4, 2.388181818181818)","(5.5, 5.6, 5.580475382003396)","(3.5, 4.4, 4.354736842105264)","(10.0, 11.0, 10.599063962558501)","(101.0, 260.0, 188.0)","(18.0, 27.0, 25.363636363636363)","(101.0, 160.0, 148.57142857142858)","(101.0, 810.0, 726.6666666666666)","(101.0, 340.0, 406.6666666666667)","(101.0, 360.0, 270.0)","(101.0, 200.0, 182.22222222222223)"
12-01-2023 15:10:03.242075,"(26.0, 42.0, 41.5)","(2.0, 2.4, 2.3817931034482758)","(5.5, 5.7, 5.587132352941176)","(3.5, 4.4, 4.348989898989899)","(10.0, 11.0, 10.61021897810219)","(101.0, 260.0, 224.28571428571428)","(18.0, 27.0, 25.620689655172413)","(101.0, 150.0, 148.61111111111111)","(101.0, 810.0, 670.0)","(101.0, 420.0, 277.5)","(101.0, 360.0, 315.0)","(101.0, 200.0, 185.45454545454544)"
12-01-2023 15:10:04.801406,"(26.0, 42.0, 42.24)","(2.0, 2.4, 2.3840837696335075)","(5.5, 5.7, 5.5720833333333335)","(3.5, 4.4, 4.3566666666666665)","(10.0, 11.0, 10.611356932153392)","(101.0, 250.0, 196.0)","(18.0, 27.0, 25.74074074074074)","(101.0, 150.0, 148.85714285714286)","(101.0, 730.0, 738.5714285714286)","(101.0, 300.0, 273.75)","(101.0, 360.0, 334.2857142857143)","(101.0, 200.0, 190.0)"
12-01-2023 15:10:06.334436,"(26.0, 44.0, 42.24)","(2.0, 2.4, 2.3840837696335075)","(5.0, 5.7, 5.5720833333333335)","(3.5, 4.4, 4.35421686746988)","(9.0, 11.0, 11.168367346938776)","(101.0, 250.0, 200.9090909090909)","(18.0, 27.0, 25.864864864864863)","(101.0, 150.0, 148.88888888888889)","(101.0, 810.0, 738.5714285714286)","(101.0, 300.0, 273.75)","(101.0, 360.0, 334.2857142857143)","(101.0, 200.0, 186.36363636363637)"
12-01-2023 15:10:07.833419,"(26.0, 44.0, 42.42857142857143)","(2.0, 2.42, 2.413153153153153)","(5.0, 5.4, 5.357831325301205)","(3.5, 4.4, 4.347465437788019)","(9.0, 11.5, 11.122077922077922)","(101.0, 250.0, 200.9090909090909)","(18.0, 27.0, 26.02857142857143)","(101.0, 150.0, 148.88888888888889)","(101.0, 810.0, 738.5714285714286)","(101.0, 300.0, 273.75)","(101.0, 360.0, 334.2857142857143)","(101.0, 190.0, 168.66666666666666)"
12-01-2023 15:10:09.349512,"(26.0, 48.0, 47.80487804878049)","(2.0, 2.42, 2.407735849056604)","(5.0, 5.5, 5.330985915492958)","(3.5, 4.4, 4.348130841121495)","(9.0, 11.5, 11.108545034642033)","(101.0, 250.0, 196.0)","(18.0, 27.0, 25.8125)","(101.0, 150.0, 148.33333333333334)","(101.0, 810.0, 892.8571428571429)","(101.0, 300.0, 277.5)","(101.0, 360.0, 334.2857142857143)","(101.0, 190.0, 170.0)"
12-01-2023 15:10:10.829949,"(26.0, 48.0, 43.42857142857143)","(2.0, 2.42, 2.4123529411764704)","(5.0, 5.4, 5.280524344569288)","(3.5, 4.4, 4.38468085106383)","(9.0, 11.5, 11.125827814569536)","(101.0, 250.0, 205.0)","(18.0, 27.0, 26.20689655172414)","(101.0, 150.0, 148.0952380952381)","(101.0, 990.0, 655.0)","(101.0, 300.0, 277.5)","(101.0, 360.0, 265.0)","(101.0, 180.0, 177.0)"
12-01-2023 15:10:12.257114,"(26.0, 46.0, 43.42857142857143)","(2.0, 2.42, 2.4123529411764704)","(5.0, 5.3, 5.280524344569288)","(3.5, 4.4, 4.381889763779528)","(9.0, 11.5, 11.196864111498257)","(101.0, 250.0, 205.0)","(18.0, 27.0, 26.11764705882353)","(101.0, 150.0, 157.69230769230768)","(101.0, 990.0, 655.0)","(101.0, 300.0, 277.5)","(101.0, 350.0, 208.33333333333334)","(101.0, 180.0, 176.66666666666666)"
12-01-2023 15:10:13.678385,"(26.0, 46.0, 44.93333333333333)","(2.0, 2.42, 2.383063063063063)","(5.0, 5.3, 5.324271844660194)","(3.5, 4.4, 4.43416149068323)","(9.0, 11.5, 11.196096654275093)","(101.0, 250.0, 205.0)","(18.0, 27.0, 26.09090909090909)","(101.0, 160.0, 180.0)","(101.0, 990.0, 765.0)","(101.0, 300.0, 273.75)","(101.0, 350.0, 214.0)","(101.0, 180.0, 167.5)"
12-01-2023 15:10:15.073527,"(26.0, 46.0, 44.76923076923077)","(2.0, 2.4, 2.392517006802721)","(5.0, 5.4, 5.322123893805309)","(3.5, 4.5, 4.444502617801048)","(9.0, 11.5, 11.193518518518518)","(101.0, 250.0, 228.57142857142856)","(18.0, 27.0, 24.342105263157894)","(101.0, 190.0, 180.0)","(101.0, 830.0, 765.0)","(101.0, 300.0, 273.75)","(101.0, 350.0, 214.0)","(101.0, 190.0, 167.5)"
12-01-2023 15:10:16.498805,"(26.0, 46.0, 44.76923076923077)","(2.0, 2.4, 2.394113712374582)","(5.0, 5.4, 5.333333333333333)","(3.5, 4.5, 4.4601092896174865)","(9.0, 11.5, 11.20018115942029)","(101.0, 240.0, 230.0)","(18.0, 25.0, 23.666666666666668)","(101.0, 190.0, 165.0)","(101.0, 830.0, 747.5)","(101.0, 300.0, 273.75)","(101.0, 350.0, 208.33333333333334)","(101.0, 190.0, 167.5)"
12-01-2023 15:10:18.052210,"(26.0, 48.0, 46.125)","(2.0, 2.4, 2.394113712374582)","(5.0, 5.4, 5.335772357723577)","(3.5, 4.5, 4.49125)","(9.0, 11.5, 11.231141199226306)","(101.0, 240.0, 212.5)","(18.0, 24.0, 23.681818181818183)","(101.0, 190.0, 165.0)","(101.0, 810.0, 765.0)","(101.0, 300.0, 273.75)","(101.0, 350.0, 214.0)","(101.0, 190.0, 170.0)"
12-01-2023 15:10:19.617473,"(26.0, 48.0, 47.07692307692308)","(2.0, 2.4, 2.3889795918367347)","(5.0, 5.4, 5.374626865671642)","(3.5, 4.5, 4.534375)","(9.0, 11.5, 11.279220779220779)","(101.0, 250.0, 235.48387096774195)","(18.0, 25.0, 21.733333333333334)","(101.0, 190.0, 165.0)","(101.0, 830.0, 778.0)","(101.0, 300.0, 273.75)","(101.0, 350.0, 214.0)","(101.0, 190.0, 175.0)"
12-01-2023 15:10:21.259016,"(26.0, 50.0, 45.90909090909091)","(2.0, 2.4, 2.3955463917525774)","(5.0, 5.4, 5.374626865671642)","(3.5, 4.6, 4.534375)","(9.0, 11.5, 11.279220779220779)","(101.0, 250.0, 235.48387096774195)","(18.0, 22.0, 21.77777777777778)","(101.0, 190.0, 165.0)","(101.0, 830.0, 795.3333333333333)","(101.0, 300.0, 273.75)","(101.0, 350.0, 214.0)","(101.0, 190.0, 175.0)"
12-01-2023 15:10:22.723811,"(26.0, 50.0, 45.90909090909091)","(2.0, 2.4, 2.38)","(4.8, 5.4, 5.410055865921788)","(3.5, 4.6, 4.4934375)","(9.0, 11.5, 11.295644891122278)","(101.0, 250.0, 233.125)","(18.0, 22.0, 21.555555555555557)","(101.0, 190.0, 166.0)","(101.0, 830.0, 795.3333333333333)","(101.0, 300.0, 273.3333333333333)","(101.0, 350.0, 214.0)","(101.0, 190.0, 184.0)"
12-01-2023 15:10:24.211187,"(26.0, 50.0, 45.38461538461539)","(2.0, 2.38, 2.3663461538461537)","(4.8, 5.5, 5.413089005235602)","(3.5, 4.5, 4.499707602339181)","(9.0, 11.5, 11.275824175824177)","(101.0, 250.0, 233.125)","(18.0, 23.0, 21.44)","(101.0, 190.0, 163.33333333333334)","(101.0, 830.0, 795.3333333333333)","(101.0, 300.0, 273.3333333333333)","(101.0, 350.0, 214.0)","(101.0, 190.0, 184.0)"
12-01-2023 15:10:25.745102,"(26.0, 50.0, 45.38461538461539)","(2.0, 2.38, 2.362222222222222)","(4.8, 5.5, 5.487058823529412)","(3.5, 4.5, 4.598969072164948)","(9.0, 11.5, 11.270588235294118)","(101.0, 250.0, 381.4814814814815)","(18.0, 23.0, 22.5)","(101.0, 180.0, 210.0)","(101.0, 830.0, 954.0)","(101.0, 300.0, 280.0)","(101.0, 350.0, 236.66666666666666)","(101.0, 190.0, 214.0)"
12-01-2023 15:10:27.232297,"(26.0, 55.0, 46.6)","(2.0, 2.34, 2.3368627450980393)","(4.8, 5.6, 5.491320754716981)","(3.5, 4.7, 4.603870967741935)","(9.0, 11.5, 11.266514806378131)","(101.0, 390.0, 355.7894736842105)","(18.0, 23.0, 22.6)","(101.0, 220.0, 202.85714285714286)","(101.0, 1000.0, 954.0)","(101.0, 300.0, 280.0)","(101.0, 350.0, 236.66666666666666)","(101.0, 220.0, 201.53846153846155)"
12-01-2023 15:10:28.659479,"(26.0, 48.0, 47.0)","(2.0, 2.34, 2.326222222222222)","(4.8, 5.6, 5.522093023255814)","(3.5, 4.7, 4.581274900398406)","(9.0, 11.5, 11.2920892494929)","(101.0, 400.0, 355.7894736842105)","(18.0, 23.0, 22.11111111111111)","(101.0, 220.0, 204.0)","(101.0, 1000.0, 954.0)","(101.0, 300.0, 280.0)","(101.0, 350.0, 270.0)","(101.0, 220.0, 201.53846153846155)"
12-01-2023 15:10:30.218488,"(26.0, 48.0, 46.44444444444444)","(2.0, 2.36, 2.3419999999999996)","(4.8, 5.6, 5.362867647058824)","(3.5, 4.7, 4.62655737704918)","(9.0, 11.5, 11.2920892494929)","(101.0, 400.0, 360.5882352941177)","(18.0, 23.0, 22.11111111111111)","(101.0, 220.0, 205.71428571428572)","(101.0, 1000.0, 954.0)","(101.0, 300.0, 280.0)","(101.0, 360.0, 270.0)","(101.0, 220.0, 201.53846153846155)"
12-01-2023 15:10:31.785358,"(31.0, 48.0, 45.76)","(2.0, 2.36, 2.347671232876712)","(4.8, 5.4, 5.434801762114537)","(3.7, 4.7, 4.622491349480969)","(10.0, 11.5, 11.285564853556485)","(101.0, 380.0, 200.0)","(18.0, 23.0, 21.9375)","(101.0, 220.0, 196.20689655172413)","(101.0, 1000.0, 954.0)","(101.0, 300.0, 280.0)","(101.0, 360.0, 270.0)","(101.0, 220.0, 201.53846153846155)"
12-01-2023 15:10:33.522096,"(31.0, 48.0, 45.76)","(2.0, 2.36, 2.347671232876712)","(4.8, 5.5, 5.43015873015873)","(3.7, 4.7, 4.594584837545127)","(10.0, 11.5, 11.286004056795132)","(101.0, 380.0, 196.25)","(18.0, 22.0, 21.785714285714285)","(101.0, 210.0, 195.0)","(101.0, 1000.0, 954.0)","(101.0, 300.0, 285.0)","(101.0, 360.0, 270.0)","(101.0, 220.0, 201.53846153846155)"
12-01-2023 15:10:35.099698,"(31.0, 48.0, 46.42857142857143)","(2.0, 2.36, 2.296989247311828)","(4.8, 5.5, 5.412554112554113)","(3.7, 4.7, 4.64551282051282)","(10.0, 11.5, 11.306201550387597)","(101.0, 380.0, 275.0)","(18.0, 23.0, 22.666666666666668)","(101.0, 210.0, 196.66666666666669)","(101.0, 1000.0, 956.875)","(101.0, 300.0, 285.0)","(101.0, 360.0, 270.0)","(101.0, 220.0, 207.14285714285714)"
12-01-2023 15:10:36.865517,"(31.0, 48.0, 47.228070175438596)","(2.0, 2.3, 2.3103942652329748)","(4.8, 5.5, 5.434177215189874)","(3.7, 4.7, 4.621428571428571)","(10.0, 11.5, 11.526865671641792)","(101.0, 380.0, 266.9230769230769)","(18.0, 23.0, 23.181818181818183)","(101.0, 210.0, 190.3448275862069)","(101.0, 1000.0, 956.875)","(101.0, 300.0, 285.0)","(101.0, 360.0, 270.0)","(101.0, 220.0, 209.0909090909091)"
12-01-2023 15:10:38.370180,"(31.0, 48.0, 47.228070175438596)","(2.0, 2.32, 2.2898507462686566)","(4.8, 5.5, 5.451121076233184)","(3.7, 4.7, 4.626666666666666)","(10.0, 12.0, 11.604460093896714)","(101.0, 380.0, 275.0)","(18.0, 24.0, 23.217391304347824)","(101.0, 200.0, 190.0)","(101.0, 1000.0, 956.875)","(101.0, 300.0, 294.2857142857143)","(101.0, 360.0, 300.0)","(101.0, 220.0, 217.27272727272725)"
12-01-2023 15:10:39.907641,"(31.0, 48.0, 46.46808510638298)","(2.0, 2.3, 2.288074245939675)","(4.8, 5.5, 5.412328767123288)","(3.7, 4.7, 4.635179153094462)","(10.0, 12.0, 11.653927813163483)","(101.0, 380.0, 275.0)","(17.0, 24.0, 23.25)","(101.0, 200.0, 190.3448275862069)","(101.0, 1000.0, 660.0)","(101.0, 300.0, 285.0)","(101.0, 360.0, 334.2857142857143)","(101.0, 230.0, 223.63636363636363)"
12-01-2023 15:10:41.646478,"(31.0, 48.0, 46.64150943396226)","(2.0, 2.3, 2.2875217391304346)","(4.8, 5.5, 5.437380191693291)","(3.7, 4.7, 4.636334405144694)","(10.0, 12.0, 11.841232227488153)","(101.0, 380.0, 275.0)","(17.0, 24.0, 23.39622641509434)","(101.0, 200.0, 184.44444444444446)","(101.0, 1000.0, 660.0)","(101.0, 300.0, 290.0)","(101.0, 360.0, 334.2857142857143)","(101.0, 230.0, 214.54545454545453)"
12-01-2023 15:10:43.299948,"(31.0, 48.0, 46.714285714285715)","(2.0, 2.3, 2.2883491461100567)","(4.8, 5.5, 5.432727272727273)","(3.7, 4.7, 4.638006230529595)","(10.0, 12.0, 11.90701219512195)","(101.0, 380.0, 275.0)","(18.0, 24.0, 23.418181818181818)","(101.0, 190.0, 184.64285714285714)","(101.0, 1000.0, 660.0)","(101.0, 300.0, 290.0)","(101.0, 360.0, 334.2857142857143)","(101.0, 230.0, 225.0)"
12-01-2023 15:10:44.961223,"(31.0, 48.0, 46.666666666666664)","(2.0, 2.3, 2.284794520547945)","(4.8, 5.5, 5.433333333333334)","(3.7, 4.7, 4.632116788321167)","(10.0, 12.0, 11.922979797979798)","(101.0, 380.0, 275.0)","(18.0, 24.0, 23.418181818181818)","(101.0, 190.0, 184.64285714285714)","(101.0, 1000.0, 444.0)","(101.0, 300.0, 290.0)","(101.0, 360.0, 334.2857142857143)","(101.0, 230.0, 225.0)"
12-01-2023 15:10:46.576527,"(31.0, 48.0, 46.56)","(2.0, 2.3, 2.3147632311977713)","(4.8, 5.5, 5.495412844036697)","(3.7, 4.7, 4.557516339869281)","(10.0, 12.0, 12.433035714285714)","(101.0, 380.0, 340.625)","(18.0, 24.0, 23.612244897959183)","(101.0, 190.0, 187.0)","(101.0, 940.0, 444.0)","(101.0, 300.0, 287.14285714285717)","(101.0, 380.0, 313.3333333333333)","(101.0, 260.0, 230.0)"
12-01-2023 15:10:48.109605,"(31.0, 48.0, 46.56)","(2.0, 2.32, 2.3263063063063063)","(4.8, 5.5, 5.48)","(3.8, 4.6, 4.491489361702127)","(10.0, 12.5, 12.334285714285715)","(101.0, 380.0, 352.0)","(18.0, 24.0, 23.612244897959183)","(101.0, 190.0, 182.28571428571428)","(101.0, 940.0, 444.0)","(101.0, 330.0, 302.3076923076923)","(101.0, 380.0, 196.66666666666666)","(101.0, 260.0, 244.44444444444446)"
12-01-2023 15:10:49.762536,"(31.0, 48.0, 47.2)","(2.0, 2.34, 2.27296928327645)","(4.8, 5.5, 5.546451612903225)","(3.8, 4.5, 4.534653465346534)","(10.0, 12.5, 12.165835411471322)","(101.0, 380.0, 291.875)","(18.0, 24.0, 24.13888888888889)","(101.0, 190.0, 183.14285714285714)","(101.0, 940.0, 630.0)","(101.0, 330.0, 304.2857142857143)","(101.0, 230.0, 199.3548387096774)","(101.0, 260.0, 220.0)"
12-01-2023 15:10:51.230711,"(31.0, 48.0, 47.2)","(2.0, 2.28, 2.269317269076305)","(4.8, 5.6, 5.507377049180328)","(3.8, 4.6, 4.52509505703422)","(10.0, 12.5, 12.747747747747749)","(101.0, 320.0, 293.52941176470586)","(18.0, 25.0, 24.35135135135135)","(101.0, 190.0, 183.33333333333334)","(101.0, 940.0, 630.0)","(101.0, 330.0, 260.0)","(101.0, 230.0, 200.3125)","(101.0, 260.0, 220.0)"
12-01-2023 15:10:52.766623,"(31.0, 50.0, 48.10526315789474)","(2.0, 2.28, 2.26)","(4.8, 5.6, 5.590384615384615)","(3.8, 4.6, 4.508333333333333)","(10.0, 13.0, 12.514285714285714)","(101.0, 320.0, 293.52941176470586)","(18.0, 25.0, 24.11111111111111)","(101.0, 190.0, 183.33333333333334)","(101.0, 940.0, 630.0)","(101.0, 330.0, 260.0)","(101.0, 230.0, 212.5)","(101.0, 260.0, 220.0)"
12-01-2023 15:10:54.364556,"(31.0, 50.0, 47.333333333333336)","(2.0, 2.26, 2.2451764705882353)","(4.8, 5.6, 5.567961165048543)","(3.7, 4.6, 4.51958041958042)","(10.0, 13.0, 12.934343434343434)","(101.0, 320.0, 296.3157894736842)","(18.0, 25.0, 25.333333333333332)","(101.0, 190.0, 183.68421052631578)","(101.0, 940.0, 714.5454545454545)","(101.0, 330.0, 267.0)","(101.0, 230.0, 213.33333333333334)","(101.0, 260.0, 225.71428571428572)"
12-01-2023 15:10:55.959558,"(31.0, 50.0, 47.45945945945946)","(2.0, 2.26, 2.26321608040201)","(4.8, 5.6, 5.408411214953271)","(3.7, 4.6, 4.483466135458167)","(10.0, 13.0, 13.006849315068493)","(101.0, 320.0, 296.3157894736842)","(18.0, 26.0, 25.17948717948718)","(101.0, 190.0, 183.4375)","(101.0, 940.0, 504.61538461538464)","(101.0, 330.0, 270.0)","(101.0, 230.0, 213.33333333333334)","(101.0, 260.0, 193.33333333333334)"
12-01-2023 15:10:57.581661,"(31.0, 55.0, 49.13513513513514)","(2.0, 2.28, 2.263478260869565)","(4.8, 5.5, 5.411070780399275)","(3.8, 4.5, 4.484526112185686)","(10.0, 13.5, 13.05)","(101.0, 320.0, 296.3157894736842)","(18.0, 26.0, 24.82758620689655)","(101.0, 190.0, 176.66666666666666)","(101.0, 520.0, 488.0)","(101.0, 330.0, 270.0)","(101.0, 230.0, 217.03703703703704)","(101.0, 200.0, 190.0)"
12-01-2023 15:10:59.302574,"(31.0, 55.0, 50.45454545454545)","(1.95, 2.28, 2.2865486725663713)","(4.8, 5.5, 5.395580110497238)","(3.8, 4.5, 4.543214285714286)","(10.0, 13.5, 13.209090909090909)","(101.0, 320.0, 297.5)","(18.0, 26.0, 22.571428571428573)","(101.0, 180.0, 177.71428571428572)","(101.0, 530.0, 488.0)","(101.0, 330.0, 267.0)","(101.0, 230.0, 219.0625)","(101.0, 170.0, 163.0)"
12-01-2023 15:11:00.972205,"(31.0, 55.0, 50.76923076923077)","(1.95, 2.3, 2.274911660777385)","(4.8, 5.4, 5.357142857142858)","(3.8, 4.6, 4.531111111111111)","(10.0, 13.5, 13.245689655172415)","(101.0, 320.0, 298.57142857142856)","(18.0, 23.0, 24.02325581395349)","(101.0, 180.0, 177.71428571428572)","(101.0, 530.0, 380.0)","(101.0, 330.0, 263.6842105263158)","(101.0, 230.0, 195.71428571428572)","(101.0, 170.0, 160.66666666666666)"
12-01-2023 15:11:02.621515,"(31.0, 55.0, 48.8448275862069)","(1.95, 2.28, 2.2857931034482757)","(4.8, 5.4, 5.252361396303901)","(3.7, 4.6, 4.558490566037736)","(10.0, 13.5, 13.416666666666666)","(101.0, 320.0, 311.1764705882353)","(18.0, 25.0, 24.5)","(101.0, 180.0, 173.33333333333334)","(101.0, 530.0, 395.0)","(101.0, 330.0, 260.0)","(101.0, 230.0, 194.0)","(101.0, 170.0, 162.30769230769232)"
12-01-2023 15:11:04.284786,"(31.0, 55.0, 49.14754098360656)","(1.95, 2.3, 2.261142857142857)","(4.8, 5.3, 5.2512534818941505)","(3.7, 4.6, 4.615384615384615)","(10.0, 13.5, 13.336538461538462)","(101.0, 320.0, 311.1764705882353)","(18.0, 25.0, 24.514285714285712)","(101.0, 180.0, 175.0)","(101.0, 530.0, 395.0)","(101.0, 330.0, 267.77777777777777)","(101.0, 230.0, 217.87878787878788)","(101.0, 170.0, 162.0)"
12-01-2023 15:11:05.935201,"(31.0, 55.0, 49.13513513513514)","(1.95, 2.28, 2.2770408163265303)","(4.8, 5.3, 5.2605744125326375)","(3.8, 4.7, 4.618032786885245)","(10.0, 14.0, 13.25)","(101.0, 320.0, 285.9090909090909)","(17.0, 26.0, 24.833333333333332)","(101.0, 180.0, 171.25)","(101.0, 530.0, 410.0)","(101.0, 330.0, 271.0526315789474)","(101.0, 230.0, 200.0)","(101.0, 170.0, 162.22222222222223)"
12-01-2023 15:11:07.507696,"(31.0, 55.0, 49.473684210526315)","(1.95, 2.28, 2.274736842105263)","(4.8, 5.3, 5.1149350649350644)","(3.8, 4.7, 4.658823529411765)","(10.0, 13.5, 13.510416666666666)","(101.0, 320.0, 304.2105263157895)","(17.0, 25.0, 25.19047619047619)","(101.0, 180.0, 173.33333333333334)","(101.0, 530.0, 410.0)","(101.0, 330.0, 286.25)","(101.0, 230.0, 213.33333333333334)","(101.0, 170.0, 161.57894736842104)"
12-01-2023 15:11:09.177743,"(31.0, 55.0, 51.388888888888886)","(1.95, 2.3, 2.2284615384615387)","(4.8, 5.2, 5.112449799196787)","(3.8, 4.7, 4.648951048951049)","(10.0, 14.0, 13.973214285714286)","(101.0, 320.0, 368.9473684210526)","(17.0, 26.0, 26.5)","(101.0, 180.0, 186.66666666666666)","(101.0, 530.0, 440.0)","(101.0, 330.0, 303.3333333333333)","(101.0, 220.0, 204.6153846153846)","(101.0, 170.0, 162.94117647058823)"
12-01-2023 15:11:10.659666,"(31.0, 55.0, 50.666666666666664)","(1.95, 2.26, 2.2207176287051484)","(4.8, 5.2, 5.126339285714286)","(3.8, 4.8, 4.732967032967033)","(10.0, 14.0, 14.119718309859154)","(101.0, 380.0, 359.0)","(17.0, 27.0, 25.285714285714285)","(101.0, 190.0, 186.66666666666666)","(101.0, 530.0, 512.5)","(101.0, 330.0, 305.0)","(101.0, 220.0, 220.9090909090909)","(101.0, 170.0, 162.94117647058823)"
12-01-2023 15:11:12.276541,"(31.0, 55.0, 50.833333333333336)","(1.95, 2.24, 2.215659229208925)","(4.6, 5.2, 5.116017316017316)","(3.8, 4.8, 4.7195876288659795)","(10.0, 14.5, 14.1328125)","(101.0, 380.0, 359.0)","(18.0, 26.0, 25.363636363636363)","(101.0, 190.0, 182.0)","(101.0, 530.0, 512.5)","(101.0, 320.0, 303.6363636363636)","(101.0, 230.0, 225.0)","(101.0, 170.0, 163.75)"
12-01-2023 15:11:13.775608,"(31.0, 55.0, 51.774193548387096)","(1.95, 2.24, 2.2225834542815677)","(4.6, 5.2, 5.144176706827309)","(3.8, 4.8, 4.7544680851063825)","(10.0, 14.5, 14.216666666666667)","(101.0, 380.0, 360.0)","(18.0, 26.0, 25.666666666666668)","(101.0, 190.0, 156.42857142857142)","(101.0, 530.0, 567.5)","(101.0, 440.0, 303.6363636363636)","(101.0, 230.0, 225.83333333333334)","(101.0, 170.0, 164.44444444444446)"
12-01-2023 15:11:15.314368,"(31.0, 55.0, 52.857142857142854)","(1.9, 2.24, 2.2112572533849133)","(4.8, 5.2, 5.12156862745098)","(3.8, 4.8, 4.799270072992701)","(10.0, 14.5, 14.256578947368421)","(101.0, 380.0, 369.5)","(18.0, 26.0, 26.0)","(101.0, 160.0, 156.42857142857142)","(101.0, 650.0, 567.5)","(101.0, 440.0, 303.6363636363636)","(101.0, 230.0, 225.83333333333334)","(101.0, 170.0, 165.2941176470588)"
12-01-2023 15:11:16.810602,"(31.0, 55.0, 52.473118279569896)","(1.9, 2.22, 2.213223388305847)","(4.8, 5.2, 5.138931297709924)","(3.8, 4.9, 4.828082191780822)","(10.0, 14.5, 13.6)","(101.0, 380.0, 361.7391304347826)","(18.0, 27.0, 26.02857142857143)","(101.0, 160.0, 156.42857142857142)","(101.0, 650.0, 518.0)","(101.0, 440.0, 311.42857142857144)","(101.0, 230.0, 225.83333333333334)","(101.0, 170.0, 168.13953488372093)"
12-01-2023 15:11:18.349754,"(31.0, 55.0, 52.637362637362635)","(1.9, 2.22, 2.217114624505929)","(4.8, 5.2, 5.137333333333333)","(3.8, 4.9, 4.8160194174757285)","(10.0, 14.0, 13.705555555555556)","(101.0, 380.0, 360.9090909090909)","(18.0, 27.0, 26.243243243243242)","(101.0, 160.0, 157.14285714285714)","(101.0, 650.0, 402.5)","(101.0, 440.0, 311.42857142857144)","(101.0, 280.0, 198.1818181818182)","(101.0, 170.0, 168.1818181818182)"
