,Calico County,Viminele,Ashmolean,Irish Sally,Rose Of Raheen,Sand And Ocean,Show And Go,War And Finance,Zestar,Shades Of Louvre,Forebears,Ellows Hall
12-01-2023 14:59:45.490250,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.64, 2.465)","(5.0, 6.8, 6.285714285714286)","(3.0, 4.1, 3.757142857142857)","(10.0, 18.5, 16.785714285714285)","(61.0, 170.0, 103.33333333333334)","(14.0, 21.0, 18.5)","(91.0, 190.0, 170.0)","(81.0, 180.0, 113.33333333333333)","(101.0, 230.0, 170.0)","(41.0, 180.0, 80.0)","(101.0, 230.0, 185.0)"
12-01-2023 14:59:47.069569,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.64, 2.465)","(5.0, 6.8, 6.285714285714286)","(3.0, 4.1, 3.757142857142857)","(10.0, 18.5, 16.785714285714285)","(61.0, 170.0, 103.33333333333334)","(14.0, 21.0, 18.5)","(91.0, 190.0, 170.0)","(81.0, 180.0, 113.33333333333333)","(101.0, 230.0, 170.0)","(41.0, 180.0, 80.0)","(101.0, 230.0, 185.0)"
12-01-2023 14:59:48.711175,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.64, 2.4505263157894737)","(5.0, 6.8, 6.285714285714286)","(3.0, 4.1, 3.62)","(10.0, 18.5, 16.785714285714285)","(61.0, 170.0, 103.33333333333334)","(14.0, 21.0, 18.5)","(91.0, 190.0, 170.0)","(81.0, 180.0, 113.33333333333333)","(101.0, 230.0, 170.0)","(41.0, 180.0, 80.0)","(101.0, 230.0, 185.0)"
12-01-2023 14:59:50.258160,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.64, 2.4505263157894737)","(5.0, 6.8, 6.285714285714286)","(3.0, 4.1, 3.62)","(10.0, 18.5, 16.785714285714285)","(61.0, 170.0, 100.0)","(14.0, 21.0, 18.5)","(91.0, 190.0, 170.0)","(81.0, 180.0, 113.33333333333333)","(101.0, 230.0, 170.0)","(41.0, 180.0, 80.0)","(101.0, 230.0, 185.0)"
12-01-2023 14:59:51.783675,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.64, 2.4505263157894737)","(5.0, 6.8, 6.285714285714286)","(3.0, 4.1, 3.62)","(10.0, 18.5, 16.785714285714285)","(61.0, 160.0, 100.0)","(14.0, 21.0, 18.5)","(91.0, 190.0, 170.0)","(81.0, 180.0, 113.33333333333333)","(101.0, 230.0, 170.0)","(41.0, 180.0, 80.0)","(101.0, 230.0, 185.0)"
12-01-2023 14:59:53.277767,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.64, 2.4505263157894737)","(5.0, 6.8, 6.285714285714286)","(3.0, 4.1, 3.62)","(10.0, 18.5, 16.785714285714285)","(61.0, 160.0, 100.0)","(14.0, 21.0, 18.5)","(91.0, 190.0, 170.0)","(81.0, 180.0, 113.33333333333333)","(101.0, 230.0, 170.0)","(41.0, 180.0, 80.0)","(101.0, 230.0, 185.0)"
12-01-2023 14:59:54.813289,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.64, 2.4505263157894737)","(5.0, 6.8, 6.285714285714286)","(3.0, 4.1, 3.62)","(10.0, 18.5, 16.785714285714285)","(61.0, 160.0, 83.33333333333333)","(14.0, 21.0, 18.5)","(91.0, 190.0, 170.0)","(81.0, 180.0, 113.33333333333333)","(101.0, 230.0, 170.0)","(41.0, 180.0, 80.0)","(101.0, 230.0, 185.0)"
12-01-2023 14:59:56.295833,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.64, 2.48)","(5.0, 6.8, 6.285714285714286)","(3.0, 4.1, 3.62)","(10.0, 18.5, 16.6875)","(61.0, 150.0, 83.33333333333333)","(14.0, 21.0, 18.5)","(91.0, 190.0, 170.0)","(81.0, 180.0, 113.33333333333333)","(101.0, 230.0, 170.0)","(41.0, 180.0, 80.0)","(101.0, 230.0, 185.0)"
12-01-2023 14:59:57.820534,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.48)","(5.0, 6.8, 6.285714285714286)","(3.0, 4.1, 3.62)","(10.0, 18.0, 16.6875)","(61.0, 150.0, 83.33333333333333)","(14.0, 21.0, 18.5)","(91.0, 190.0, 170.0)","(81.0, 180.0, 113.33333333333333)","(101.0, 230.0, 170.0)","(41.0, 180.0, 80.0)","(101.0, 230.0, 185.0)"
12-01-2023 14:59:59.280368,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.46)","(5.0, 6.8, 6.285714285714286)","(3.0, 4.1, 3.62)","(10.0, 18.0, 16.6875)","(61.0, 150.0, 83.33333333333333)","(14.0, 21.0, 18.5)","(91.0, 190.0, 170.0)","(81.0, 180.0, 113.33333333333333)","(101.0, 230.0, 170.0)","(41.0, 180.0, 80.0)","(101.0, 230.0, 185.0)"
12-01-2023 15:00:00.773067,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.46)","(5.0, 6.8, 6.285714285714286)","(3.0, 4.1, 3.62)","(10.0, 18.0, 16.6875)","(61.0, 150.0, 83.33333333333333)","(14.0, 21.0, 18.5)","(91.0, 190.0, 170.0)","(81.0, 180.0, 109.16666666666667)","(101.0, 230.0, 170.0)","(41.0, 180.0, 80.0)","(101.0, 230.0, 185.0)"
12-01-2023 15:00:02.243781,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.46)","(5.0, 6.8, 6.285714285714286)","(3.0, 4.1, 3.62)","(10.0, 18.0, 16.6875)","(61.0, 150.0, 83.33333333333333)","(14.0, 21.0, 18.5)","(91.0, 190.0, 170.0)","(81.0, 180.0, 107.14285714285714)","(101.0, 230.0, 170.0)","(41.0, 180.0, 115.0)","(101.0, 230.0, 185.0)"
12-01-2023 15:00:03.769893,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.46)","(5.0, 6.8, 6.075)","(3.0, 4.1, 3.75)","(10.0, 18.0, 16.6875)","(61.0, 150.0, 85.71428571428571)","(14.0, 21.0, 18.5)","(91.0, 190.0, 170.0)","(81.0, 180.0, 107.14285714285714)","(101.0, 230.0, 170.0)","(41.0, 170.0, 93.33333333333334)","(101.0, 230.0, 185.0)"
12-01-2023 15:00:05.275839,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.4755555555555557)","(5.0, 6.6, 6.075)","(3.0, 4.0, 3.9166666666666665)","(10.0, 18.0, 16.6875)","(61.0, 150.0, 85.71428571428571)","(14.0, 21.0, 18.5)","(91.0, 190.0, 170.0)","(81.0, 180.0, 120.0)","(101.0, 230.0, 170.0)","(41.0, 160.0, 90.0)","(101.0, 230.0, 185.0)"
12-01-2023 15:00:06.749682,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.504)","(5.0, 6.6, 6.075)","(3.0, 4.0, 3.53125)","(10.0, 18.0, 16.785714285714285)","(61.0, 150.0, 85.71428571428571)","(14.0, 21.0, 18.4)","(91.0, 190.0, 156.66666666666666)","(81.0, 170.0, 120.0)","(101.0, 230.0, 170.0)","(41.0, 150.0, 90.0)","(101.0, 230.0, 165.0)"
12-01-2023 15:00:08.262914,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.495)","(5.0, 6.6, 6.075)","(3.0, 3.75, 3.53125)","(10.0, 17.0, 16.785714285714285)","(61.0, 150.0, 85.71428571428571)","(14.0, 20.0, 18.4)","(91.0, 170.0, 156.66666666666666)","(81.0, 170.0, 120.0)","(101.0, 230.0, 170.0)","(41.0, 150.0, 90.0)","(101.0, 190.0, 165.0)"
12-01-2023 15:00:09.903997,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.495)","(5.0, 6.6, 6.075)","(3.0, 3.75, 3.53125)","(10.0, 17.0, 16.785714285714285)","(61.0, 150.0, 85.71428571428571)","(14.0, 20.0, 18.4)","(91.0, 170.0, 156.66666666666666)","(81.0, 170.0, 120.0)","(101.0, 230.0, 170.0)","(41.0, 150.0, 90.0)","(101.0, 190.0, 165.0)"
12-01-2023 15:00:11.401558,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.495)","(5.0, 6.6, 6.075)","(3.0, 3.75, 3.53125)","(10.0, 17.0, 16.785714285714285)","(61.0, 150.0, 85.71428571428571)","(14.0, 20.0, 18.4)","(91.0, 170.0, 156.66666666666666)","(81.0, 170.0, 120.0)","(101.0, 230.0, 170.0)","(41.0, 150.0, 90.0)","(101.0, 190.0, 181.66666666666669)"
12-01-2023 15:00:12.883169,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.495)","(5.0, 6.6, 6.075)","(3.0, 3.75, 3.53125)","(11.0, 17.0, 16.785714285714285)","(71.0, 150.0, 85.71428571428571)","(14.0, 20.0, 18.4)","(101.0, 170.0, 156.66666666666666)","(91.0, 170.0, 120.0)","(101.0, 230.0, 170.0)","(51.0, 150.0, 90.0)","(101.0, 190.0, 181.66666666666669)"
12-01-2023 15:00:14.510893,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.495)","(5.0, 6.6, 6.075)","(3.0, 3.75, 3.53125)","(11.0, 17.0, 16.785714285714285)","(71.0, 150.0, 85.71428571428571)","(14.0, 20.0, 18.4)","(101.0, 170.0, 156.66666666666666)","(91.0, 170.0, 120.0)","(101.0, 230.0, 170.0)","(51.0, 150.0, 90.0)","(101.0, 190.0, 181.66666666666669)"
12-01-2023 15:00:16.179298,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.495)","(5.0, 6.6, 6.075)","(3.0, 3.75, 3.53125)","(11.0, 17.0, 16.785714285714285)","(71.0, 150.0, 85.71428571428571)","(14.0, 20.0, 18.4)","(101.0, 170.0, 156.66666666666666)","(91.0, 170.0, 120.0)","(101.0, 230.0, 170.0)","(51.0, 150.0, 90.0)","(101.0, 190.0, 181.66666666666669)"
12-01-2023 15:00:17.798740,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.495)","(5.0, 6.6, 6.075)","(3.0, 3.75, 3.53125)","(11.0, 17.0, 16.785714285714285)","(71.0, 150.0, 87.5)","(14.0, 20.0, 18.4)","(101.0, 170.0, 156.66666666666666)","(91.0, 170.0, 120.0)","(101.0, 230.0, 170.0)","(51.0, 150.0, 90.0)","(101.0, 190.0, 181.66666666666669)"
12-01-2023 15:00:19.362407,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.495)","(5.0, 6.6, 6.075)","(3.0, 3.75, 3.53125)","(11.0, 17.0, 16.785714285714285)","(71.0, 150.0, 87.5)","(14.0, 20.0, 18.75)","(101.0, 170.0, 156.66666666666666)","(91.0, 170.0, 120.0)","(101.0, 230.0, 170.0)","(51.0, 150.0, 95.0)","(101.0, 190.0, 170.0)"
12-01-2023 15:00:20.866046,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.495)","(5.0, 6.6, 6.075)","(3.0, 3.75, 3.510869565217391)","(11.0, 17.0, 16.785714285714285)","(71.0, 150.0, 106.25)","(14.0, 19.5, 18.75)","(101.0, 170.0, 156.66666666666666)","(91.0, 170.0, 120.0)","(101.0, 230.0, 170.0)","(51.0, 130.0, 95.0)","(101.0, 190.0, 170.0)"
12-01-2023 15:00:22.442461,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.495)","(5.0, 6.6, 6.075)","(3.0, 3.75, 3.510869565217391)","(11.0, 17.0, 16.785714285714285)","(71.0, 150.0, 106.25)","(14.0, 19.5, 18.75)","(101.0, 170.0, 156.66666666666666)","(91.0, 170.0, 120.0)","(101.0, 230.0, 170.0)","(51.0, 130.0, 95.0)","(101.0, 190.0, 170.0)"
12-01-2023 15:00:24.071172,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.495)","(5.0, 6.6, 6.075)","(3.0, 3.75, 3.510869565217391)","(11.0, 17.0, 16.785714285714285)","(71.0, 150.0, 106.25)","(14.0, 19.5, 18.75)","(101.0, 170.0, 156.66666666666666)","(91.0, 170.0, 120.0)","(101.0, 230.0, 170.0)","(51.0, 130.0, 95.0)","(101.0, 190.0, 170.0)"
12-01-2023 15:00:25.700593,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.525)","(5.0, 6.6, 6.0875)","(3.0, 3.75, 3.5384615384615383)","(11.0, 17.0, 16.785714285714285)","(71.0, 150.0, 128.0)","(14.0, 19.5, 18.75)","(101.0, 170.0, 156.66666666666666)","(91.0, 170.0, 120.0)","(101.0, 230.0, 170.0)","(51.0, 130.0, 95.0)","(101.0, 190.0, 170.0)"
12-01-2023 15:00:27.319513,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.525)","(5.0, 6.4, 6.0875)","(3.0, 3.75, 3.5384615384615383)","(11.0, 17.0, 16.785714285714285)","(71.0, 160.0, 128.0)","(14.0, 19.5, 18.75)","(101.0, 170.0, 156.66666666666666)","(91.0, 170.0, 120.0)","(101.0, 230.0, 170.0)","(51.0, 130.0, 95.0)","(101.0, 190.0, 170.0)"
12-01-2023 15:00:28.940933,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.525)","(5.0, 6.4, 6.0875)","(3.0, 3.75, 3.5384615384615383)","(11.0, 17.0, 16.785714285714285)","(71.0, 160.0, 117.5)","(14.0, 19.5, 18.75)","(101.0, 170.0, 156.66666666666666)","(91.0, 170.0, 109.16666666666667)","(101.0, 230.0, 170.0)","(51.0, 130.0, 95.0)","(101.0, 190.0, 170.0)"
12-01-2023 15:00:30.471612,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.525)","(5.0, 6.4, 6.122222222222223)","(3.0, 3.75, 3.566666666666667)","(11.0, 17.0, 16.473684210526315)","(71.0, 180.0, 117.5)","(14.0, 19.5, 18.75)","(101.0, 170.0, 156.66666666666666)","(91.0, 180.0, 109.16666666666667)","(101.0, 230.0, 170.0)","(51.0, 130.0, 95.0)","(101.0, 190.0, 170.0)"
12-01-2023 15:00:32.062099,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.525)","(5.0, 6.4, 6.122222222222223)","(3.0, 3.75, 3.566666666666667)","(11.0, 16.5, 16.473684210526315)","(71.0, 180.0, 117.5)","(14.0, 19.5, 18.75)","(101.0, 170.0, 156.66666666666666)","(91.0, 180.0, 109.16666666666667)","(101.0, 230.0, 170.0)","(51.0, 130.0, 95.0)","(101.0, 190.0, 170.0)"
12-01-2023 15:00:33.656269,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.525)","(5.0, 6.4, 6.122222222222223)","(3.0, 3.75, 3.566666666666667)","(11.0, 16.5, 16.473684210526315)","(71.0, 180.0, 117.5)","(14.0, 19.5, 18.75)","(101.0, 170.0, 156.66666666666666)","(91.0, 180.0, 126.66666666666667)","(101.0, 230.0, 170.0)","(51.0, 130.0, 95.0)","(101.0, 190.0, 170.0)"
12-01-2023 15:00:35.171436,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.525)","(5.0, 6.4, 6.122222222222223)","(3.0, 3.75, 3.566666666666667)","(11.0, 16.5, 16.473684210526315)","(71.0, 180.0, 143.33333333333331)","(14.0, 19.5, 18.75)","(101.0, 170.0, 156.66666666666666)","(91.0, 190.0, 126.66666666666667)","(101.0, 230.0, 170.0)","(51.0, 130.0, 70.0)","(101.0, 190.0, 170.0)"
12-01-2023 15:00:36.702122,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.525)","(5.0, 6.4, 6.122222222222223)","(3.0, 3.75, 3.566666666666667)","(11.0, 16.5, 16.473684210526315)","(71.0, 180.0, 117.5)","(14.0, 19.5, 18.75)","(101.0, 170.0, 156.66666666666666)","(91.0, 190.0, 155.0)","(101.0, 230.0, 180.0)","(51.0, 120.0, 70.0)","(101.0, 190.0, 175.0)"
12-01-2023 15:00:38.254722,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.525)","(5.0, 6.4, 6.122222222222223)","(3.0, 3.75, 3.566666666666667)","(11.0, 16.5, 16.473684210526315)","(71.0, 180.0, 117.5)","(14.0, 19.5, 18.75)","(101.0, 170.0, 156.66666666666666)","(91.0, 190.0, 155.0)","(101.0, 200.0, 183.33333333333334)","(51.0, 120.0, 70.0)","(101.0, 190.0, 175.0)"
12-01-2023 15:00:39.821164,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.525)","(5.0, 6.4, 6.122222222222223)","(3.0, 3.75, 3.566666666666667)","(11.0, 16.5, 16.473684210526315)","(71.0, 180.0, 117.5)","(14.0, 19.5, 18.75)","(101.0, 170.0, 156.66666666666666)","(91.0, 190.0, 155.0)","(101.0, 230.0, 183.33333333333334)","(51.0, 160.0, 110.0)","(101.0, 190.0, 175.0)"
12-01-2023 15:00:41.312844,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.525)","(5.0, 6.4, 6.122222222222223)","(3.0, 3.75, 3.5384615384615383)","(11.0, 16.5, 16.333333333333332)","(71.0, 180.0, 117.5)","(14.0, 19.5, 18.75)","(101.0, 170.0, 156.66666666666666)","(91.0, 190.0, 155.0)","(101.0, 230.0, 183.33333333333334)","(51.0, 160.0, 110.0)","(101.0, 190.0, 175.0)"
12-01-2023 15:00:42.876176,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.525)","(5.0, 6.4, 6.122222222222223)","(3.0, 3.75, 3.5384615384615383)","(11.0, 16.5, 16.333333333333332)","(71.0, 180.0, 117.5)","(14.0, 19.5, 18.75)","(101.0, 170.0, 156.66666666666666)","(91.0, 190.0, 155.0)","(101.0, 230.0, 183.33333333333334)","(51.0, 160.0, 110.0)","(101.0, 190.0, 175.0)"
12-01-2023 15:00:44.446848,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.525)","(5.0, 6.4, 6.122222222222223)","(3.0, 3.75, 3.5384615384615383)","(11.0, 16.5, 16.333333333333332)","(71.0, 180.0, 117.5)","(14.0, 19.5, 18.75)","(101.0, 170.0, 156.66666666666666)","(91.0, 190.0, 155.0)","(101.0, 230.0, 183.33333333333334)","(51.0, 160.0, 110.0)","(101.0, 190.0, 175.0)"
12-01-2023 15:00:46.058585,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.525)","(5.0, 6.4, 6.122222222222223)","(3.0, 3.75, 3.5208333333333335)","(11.0, 16.5, 16.333333333333332)","(71.0, 180.0, 117.5)","(14.0, 19.5, 18.75)","(101.0, 170.0, 156.66666666666666)","(91.0, 190.0, 170.0)","(101.0, 230.0, 183.33333333333334)","(51.0, 160.0, 110.0)","(101.0, 190.0, 175.0)"
12-01-2023 15:00:47.594742,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.525)","(5.0, 6.4, 6.122222222222223)","(3.0, 3.75, 3.5285714285714285)","(11.0, 16.5, 16.333333333333332)","(71.0, 180.0, 162.5)","(14.0, 19.5, 18.75)","(101.0, 170.0, 156.66666666666666)","(91.0, 190.0, 170.0)","(101.0, 230.0, 210.0)","(51.0, 160.0, 110.0)","(101.0, 190.0, 175.0)"
12-01-2023 15:00:49.229741,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.516)","(5.0, 6.4, 6.48)","(3.0, 3.75, 3.514705882352941)","(11.0, 16.5, 16.333333333333332)","(71.0, 190.0, 161.66666666666666)","(14.0, 19.5, 18.75)","(101.0, 170.0, 170.0)","(91.0, 190.0, 155.0)","(101.0, 230.0, 183.33333333333334)","(51.0, 160.0, 90.0)","(101.0, 190.0, 200.0)"
12-01-2023 15:00:50.787205,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.516)","(5.0, 7.2, 6.461538461538462)","(3.0, 3.75, 3.53125)","(11.0, 16.5, 16.333333333333332)","(71.0, 180.0, 152.5)","(14.0, 19.5, 18.75)","(101.0, 190.0, 170.0)","(91.0, 190.0, 155.0)","(101.0, 230.0, 183.33333333333334)","(51.0, 150.0, 90.0)","(101.0, 210.0, 180.0)"
12-01-2023 15:00:52.352767,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.6, 2.4699999999999998)","(5.0, 7.2, 6.4750000000000005)","(3.0, 3.75, 3.54)","(11.0, 16.5, 16.446428571428573)","(71.0, 180.0, 110.0)","(14.0, 19.5, 18.75)","(101.0, 190.0, 170.0)","(91.0, 190.0, 155.0)","(101.0, 230.0, 195.0)","(51.0, 150.0, 90.0)","(101.0, 210.0, 180.0)"
12-01-2023 15:00:53.952759,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.56, 2.4699999999999998)","(5.0, 7.0, 6.4750000000000005)","(3.0, 3.7, 3.611111111111111)","(11.0, 16.5, 16.446428571428573)","(71.0, 180.0, 110.0)","(14.0, 19.5, 18.75)","(101.0, 190.0, 170.0)","(91.0, 190.0, 155.0)","(101.0, 230.0, 195.0)","(51.0, 150.0, 90.0)","(101.0, 210.0, 180.0)"
12-01-2023 15:00:55.554143,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.56, 2.4699999999999998)","(5.0, 7.0, 6.4750000000000005)","(3.0, 3.7, 3.611111111111111)","(11.0, 16.5, 16.446428571428573)","(71.0, 180.0, 140.0)","(14.0, 19.5, 18.75)","(101.0, 190.0, 170.0)","(91.0, 190.0, 155.0)","(101.0, 230.0, 195.0)","(51.0, 150.0, 90.0)","(101.0, 210.0, 185.0)"
12-01-2023 15:00:57.111170,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.56, 2.4699999999999998)","(5.0, 7.0, 6.4750000000000005)","(3.0, 3.7, 3.611111111111111)","(11.0, 16.5, 16.446428571428573)","(71.0, 180.0, 140.0)","(14.0, 19.5, 18.75)","(101.0, 190.0, 170.0)","(91.0, 190.0, 155.0)","(101.0, 230.0, 195.0)","(51.0, 150.0, 90.0)","(101.0, 210.0, 185.0)"
12-01-2023 15:00:58.659350,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.56, 2.4699999999999998)","(5.0, 7.0, 6.4750000000000005)","(3.0, 3.7, 3.611111111111111)","(11.0, 16.5, 16.446428571428573)","(71.0, 180.0, 140.0)","(14.0, 19.5, 18.75)","(101.0, 190.0, 170.0)","(91.0, 190.0, 155.0)","(101.0, 230.0, 195.0)","(51.0, 150.0, 90.0)","(101.0, 210.0, 185.0)"
12-01-2023 15:01:00.132755,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.56, 2.4699999999999998)","(5.0, 7.0, 6.4750000000000005)","(3.0, 3.7, 3.611111111111111)","(11.0, 16.5, 16.446428571428573)","(71.0, 180.0, 140.0)","(14.0, 19.5, 18.75)","(101.0, 190.0, 170.0)","(91.0, 190.0, 155.0)","(101.0, 230.0, 195.0)","(51.0, 150.0, 90.0)","(101.0, 210.0, 185.0)"
12-01-2023 15:01:01.712862,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.56, 2.4699999999999998)","(5.0, 7.0, 6.4750000000000005)","(3.0, 3.7, 3.611111111111111)","(11.0, 16.5, 16.446428571428573)","(71.0, 180.0, 113.75)","(14.0, 19.5, 18.75)","(101.0, 190.0, 170.0)","(91.0, 190.0, 155.0)","(101.0, 230.0, 195.0)","(51.0, 150.0, 90.0)","(101.0, 210.0, 185.0)"
12-01-2023 15:01:03.296781,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.56, 2.46)","(5.0, 7.0, 6.4750000000000005)","(3.0, 3.7, 3.6333333333333333)","(11.0, 16.5, 16.446428571428573)","(71.0, 170.0, 110.0)","(14.0, 19.5, 18.75)","(101.0, 190.0, 170.0)","(91.0, 190.0, 155.0)","(101.0, 230.0, 195.0)","(51.0, 150.0, 82.5)","(101.0, 210.0, 185.0)"
12-01-2023 15:01:05.024284,"(21.0, 40.0, 35.333333333333336)","(2.1, 2.52, 2.46)","(5.0, 7.0, 6.533333333333333)","(3.0, 3.7, 3.6333333333333333)","(11.0, 16.5, 16.45)","(71.0, 160.0, 100.0)","(14.0, 19.5, 18.75)","(101.0, 190.0, 160.0)","(91.0, 190.0, 155.0)","(101.0, 230.0, 195.0)","(51.0, 150.0, 76.0)","(101.0, 210.0, 170.0)"
12-01-2023 15:01:06.713081,"(21.0, 38.0, 28.90909090909091)","(2.1, 2.52, 2.51)","(5.0, 7.0, 6.4750000000000005)","(3.0, 3.7, 3.611111111111111)","(11.0, 16.5, 16.45)","(71.0, 160.0, 100.0)","(14.0, 19.5, 18.75)","(101.0, 190.0, 160.0)","(91.0, 190.0, 160.0)","(101.0, 230.0, 195.0)","(51.0, 140.0, 106.66666666666666)","(101.0, 190.0, 170.0)"
12-01-2023 15:01:08.361444,"(21.0, 38.0, 29.818181818181817)","(2.1, 2.56, 2.51)","(5.0, 7.0, 6.4750000000000005)","(3.0, 3.7, 3.611111111111111)","(11.0, 16.5, 16.45)","(71.0, 160.0, 100.0)","(14.0, 19.5, 18.75)","(101.0, 190.0, 160.0)","(91.0, 180.0, 160.0)","(101.0, 230.0, 195.0)","(51.0, 130.0, 120.0)","(101.0, 190.0, 170.0)"
12-01-2023 15:01:09.984073,"(21.0, 38.0, 30.857142857142858)","(2.1, 2.56, 2.51)","(5.0, 7.0, 6.4750000000000005)","(3.0, 3.7, 3.611111111111111)","(11.0, 16.5, 16.45)","(71.0, 160.0, 100.0)","(14.0, 19.5, 18.75)","(101.0, 190.0, 160.0)","(91.0, 180.0, 160.0)","(101.0, 230.0, 195.0)","(51.0, 130.0, 97.5)","(101.0, 190.0, 170.0)"
12-01-2023 15:01:11.665962,"(21.0, 38.0, 30.857142857142858)","(2.1, 2.56, 2.51)","(5.0, 7.0, 6.4750000000000005)","(3.0, 3.7, 3.611111111111111)","(11.0, 16.5, 16.45)","(71.0, 160.0, 100.0)","(14.0, 19.5, 18.75)","(101.0, 190.0, 160.0)","(91.0, 180.0, 170.0)","(101.0, 230.0, 210.0)","(51.0, 130.0, 97.5)","(101.0, 190.0, 181.42857142857142)"
12-01-2023 15:01:13.390506,"(21.0, 36.0, 31.0)","(2.1, 2.56, 2.51)","(5.0, 7.0, 6.4750000000000005)","(3.0, 3.7, 3.611111111111111)","(11.0, 16.5, 16.45)","(71.0, 160.0, 100.0)","(14.0, 19.5, 18.75)","(101.0, 190.0, 160.0)","(91.0, 180.0, 170.0)","(101.0, 230.0, 210.0)","(51.0, 130.0, 97.5)","(101.0, 190.0, 181.42857142857142)"
12-01-2023 15:01:15.006651,"(21.0, 36.0, 33.14285714285714)","(2.1, 2.56, 2.51)","(5.0, 7.0, 6.4750000000000005)","(3.0, 3.7, 3.611111111111111)","(11.0, 16.5, 16.384615384615383)","(71.0, 160.0, 100.0)","(14.0, 19.5, 18.75)","(101.0, 190.0, 160.0)","(91.0, 190.0, 170.0)","(101.0, 230.0, 210.0)","(51.0, 130.0, 97.5)","(101.0, 190.0, 181.42857142857142)"
12-01-2023 15:01:16.643508,"(21.0, 36.0, 33.14285714285714)","(2.1, 2.56, 2.51)","(5.0, 7.0, 6.4750000000000005)","(3.0, 3.7, 3.611111111111111)","(11.0, 16.5, 16.384615384615383)","(71.0, 160.0, 100.0)","(14.0, 19.5, 18.75)","(101.0, 190.0, 160.0)","(91.0, 190.0, 170.0)","(101.0, 230.0, 210.0)","(51.0, 130.0, 97.5)","(101.0, 190.0, 181.42857142857142)"
12-01-2023 15:01:18.254086,"(21.0, 36.0, 31.0)","(2.1, 2.56, 2.535)","(5.0, 7.0, 6.433333333333334)","(3.0, 3.7, 3.6333333333333333)","(11.0, 16.5, 16.384615384615383)","(71.0, 160.0, 133.75)","(14.0, 19.5, 18.75)","(101.0, 190.0, 160.0)","(91.0, 190.0, 172.5)","(101.0, 230.0, 210.0)","(51.0, 130.0, 104.0)","(101.0, 190.0, 181.42857142857142)"
