,Blue Cheyenne,Townsville,Egg White,Albert,Allegiance,Black Trumpet,Justa Lil Faith,Butterflyrock,Nick Of Time,Trace Sea
07-01-2023 19:06:22.691002,"(7.5, 9.4, 8.76)","(7.5, 13.0, 12.2)","(15.0, 21.0, 20.428571428571427)","(4.0, 5.7, 5.236842105263158)","(6.0, 7.8, 7.527272727272727)","(71.0, 200.0, 121.25)","(3.2, 3.9, 3.8454545454545452)","(17.0, 32.0, 29.5)","(6.5, 99999, 99990)","(31.0, 120.0, 92.0)"
07-01-2023 19:06:24.103646,"(7.5, 9.4, 8.76)","(7.5, 13.0, 12.2)","(15.0, 21.0, 20.428571428571427)","(4.2, 5.7, 5.236842105263158)","(6.0, 7.8, 7.527272727272727)","(71.0, 200.0, 121.25)","(3.2, 3.9, 3.8454545454545452)","(17.0, 30.0, 29.5)","(6.5, 99999, 99990)","(31.0, 120.0, 92.0)"
07-01-2023 19:06:25.439601,"(7.5, 9.4, 8.76)","(7.5, 13.0, 12.454545454545455)","(15.0, 21.0, 20.428571428571427)","(4.2, 5.7, 5.236842105263158)","(6.0, 7.8, 7.527272727272727)","(71.0, 200.0, 121.25)","(3.2, 3.9, 3.8454545454545452)","(17.0, 30.0, 29.5)","(6.5, 99999, 99990)","(31.0, 120.0, 92.0)"
07-01-2023 19:06:26.865237,"(7.5, 9.4, 8.76)","(7.5, 13.0, 12.454545454545455)","(15.0, 21.0, 20.428571428571427)","(4.2, 5.7, 5.236842105263158)","(6.0, 7.8, 7.527272727272727)","(71.0, 200.0, 121.25)","(3.2, 3.9, 3.8454545454545452)","(17.0, 30.0, 29.5)","(6.5, 99999, 99990)","(31.0, 120.0, 58.5)"
07-01-2023 19:06:28.269648,"(7.5, 9.4, 8.76)","(7.5, 13.5, 12.433333333333334)","(15.0, 21.0, 20.428571428571427)","(4.2, 5.7, 5.236842105263158)","(6.0, 7.8, 7.527272727272727)","(71.0, 200.0, 121.25)","(3.2, 3.9, 3.8454545454545452)","(17.0, 30.0, 29.5)","(6.5, 99999, 99990)","(31.0, 120.0, 58.5)"
07-01-2023 19:06:29.646053,"(7.5, 9.4, 8.76)","(7.5, 13.5, 12.433333333333334)","(15.0, 21.0, 19.90909090909091)","(4.2, 5.7, 5.236842105263158)","(6.0, 7.8, 7.527272727272727)","(71.0, 200.0, 121.25)","(3.2, 3.9, 3.8454545454545452)","(17.0, 30.0, 29.5)","(6.5, 99999, 99990)","(31.0, 120.0, 58.5)"
07-01-2023 19:06:30.948888,"(7.5, 9.4, 8.76)","(7.5, 13.5, 12.433333333333334)","(15.0, 21.0, 20.11111111111111)","(4.2, 5.7, 5.236842105263158)","(6.0, 7.8, 7.527272727272727)","(71.0, 200.0, 121.25)","(3.2, 3.9, 3.8454545454545452)","(17.0, 30.0, 29.5)","(6.5, 99999, 99990)","(31.0, 120.0, 50.0)"
07-01-2023 19:06:32.333862,"(7.5, 9.4, 8.76)","(7.5, 13.5, 12.433333333333334)","(15.0, 21.0, 22.272727272727273)","(4.2, 5.7, 5.236842105263158)","(6.0, 7.8, 7.527272727272727)","(71.0, 200.0, 130.0)","(3.2, 3.9, 3.84)","(17.0, 30.0, 29.5)","(6.5, 99999, 99990)","(31.0, 110.0, 50.0)"
07-01-2023 19:06:33.641706,"(7.5, 9.4, 8.76)","(7.5, 13.5, 12.433333333333334)","(15.0, 23.0, 22.0)","(4.2, 5.7, 5.236842105263158)","(6.0, 7.8, 7.527272727272727)","(71.0, 200.0, 130.0)","(3.2, 3.9, 3.84)","(17.0, 30.0, 29.5)","(6.5, 99999, 99990)","(31.0, 110.0, 50.0)"
07-01-2023 19:06:35.012125,"(7.5, 9.4, 8.745454545454546)","(7.5, 13.5, 12.433333333333334)","(15.0, 23.0, 22.454545454545453)","(4.2, 5.7, 5.236842105263158)","(6.0, 7.8, 7.527272727272727)","(71.0, 200.0, 130.0)","(3.2, 3.9, 3.84)","(17.0, 30.0, 29.5)","(6.5, 99999, 99990)","(31.0, 110.0, 50.0)"
07-01-2023 19:06:36.444694,"(7.5, 9.4, 8.745454545454546)","(7.5, 13.5, 12.433333333333334)","(15.0, 23.0, 22.454545454545453)","(4.2, 5.7, 5.236842105263158)","(6.0, 7.8, 7.527272727272727)","(71.0, 200.0, 130.0)","(3.2, 3.9, 3.84)","(17.0, 30.0, 29.5)","(6.5, 99999, 99990)","(31.0, 110.0, 50.0)"
07-01-2023 19:06:37.854905,"(7.5, 9.4, 8.745454545454546)","(7.5, 13.5, 12.433333333333334)","(15.0, 23.0, 22.454545454545453)","(4.2, 5.7, 5.236842105263158)","(6.0, 7.8, 7.527272727272727)","(71.0, 200.0, 130.0)","(3.2, 3.9, 3.84)","(17.0, 32.0, 29.5)","(6.5, 99999, 99990)","(31.0, 110.0, 50.0)"
07-01-2023 19:06:39.310737,"(7.5, 9.4, 8.745454545454546)","(7.5, 13.5, 12.433333333333334)","(15.0, 23.0, 22.454545454545453)","(4.2, 5.7, 5.236842105263158)","(6.0, 7.8, 7.527272727272727)","(71.0, 200.0, 130.0)","(3.2, 3.9, 3.84)","(17.0, 32.0, 29.5)","(6.5, 99999, 99990)","(31.0, 110.0, 50.0)"
07-01-2023 19:06:40.780052,"(7.5, 9.4, 8.745454545454546)","(7.5, 13.5, 12.433333333333334)","(15.0, 23.0, 22.5)","(4.2, 5.7, 5.236842105263158)","(6.0, 7.8, 7.527272727272727)","(71.0, 200.0, 130.0)","(3.2, 3.9, 3.84)","(17.0, 32.0, 29.5)","(6.5, 99999, 99990)","(31.0, 110.0, 50.0)"
07-01-2023 19:06:42.318444,"(7.5, 9.4, 8.745454545454546)","(7.5, 13.5, 10.07)","(15.0, 23.0, 20.75)","(4.2, 5.7, 5.236842105263158)","(6.0, 7.8, 7.527272727272727)","(71.0, 200.0, 130.0)","(3.2, 3.9, 3.8454545454545452)","(17.0, 32.0, 29.5)","(6.5, 99999, 99990)","(31.0, 110.0, 50.0)"
07-01-2023 19:06:43.891347,"(7.5, 9.4, 8.745454545454546)","(7.5, 12.5, 9.96923076923077)","(15.0, 23.0, 20.5)","(4.2, 5.7, 5.357142857142858)","(6.0, 7.8, 7.65)","(71.0, 200.0, 130.0)","(3.2, 3.9, 3.8454545454545452)","(17.0, 32.0, 30.18181818181818)","(6.5, 99999, 99990)","(31.0, 110.0, 50.0)"
07-01-2023 19:06:45.608844,"(7.5, 9.4, 8.8)","(7.5, 12.0, 11.089655172413794)","(15.0, 21.0, 20.5)","(4.2, 5.7, 5.357142857142858)","(6.0, 7.8, 7.65)","(71.0, 200.0, 130.0)","(3.2, 3.9, 3.8454545454545452)","(17.0, 32.0, 30.18181818181818)","(6.5, 99999, 99990)","(31.0, 110.0, 50.0)"
07-01-2023 19:06:47.205677,"(7.5, 9.4, 8.8)","(7.5, 12.0, 10.68)","(15.0, 21.0, 20.5)","(4.2, 5.7, 5.357142857142858)","(6.0, 7.8, 7.65)","(71.0, 200.0, 130.0)","(3.2, 3.9, 3.8454545454545452)","(17.0, 32.0, 30.18181818181818)","(6.5, 99999, 99990)","(31.0, 110.0, 50.0)"
07-01-2023 19:06:48.777290,"(7.5, 9.4, 8.8)","(7.5, 12.0, 10.68)","(15.0, 21.0, 20.5)","(4.2, 5.7, 5.357142857142858)","(6.0, 7.8, 7.65)","(71.0, 200.0, 130.0)","(3.2, 3.9, 3.8454545454545452)","(17.0, 32.0, 30.18181818181818)","(6.5, 99999, 99990)","(31.0, 110.0, 50.0)"
07-01-2023 19:06:50.357165,"(7.5, 9.4, 8.8)","(7.5, 12.0, 10.85217391304348)","(15.0, 21.0, 20.5)","(4.2, 5.7, 5.357142857142858)","(6.0, 7.8, 7.65)","(71.0, 200.0, 130.0)","(3.2, 3.9, 3.8454545454545452)","(17.0, 32.0, 30.18181818181818)","(6.5, 99999, 99990)","(31.0, 110.0, 50.0)"
07-01-2023 19:06:51.973108,"(7.5, 9.4, 8.963636363636363)","(7.5, 12.0, 10.85217391304348)","(15.0, 21.0, 20.4)","(4.2, 5.7, 5.357142857142858)","(6.0, 7.8, 7.65)","(71.0, 200.0, 130.0)","(3.2, 3.9, 3.8454545454545452)","(17.0, 32.0, 30.18181818181818)","(6.5, 99999, 99990)","(31.0, 110.0, 50.0)"
07-01-2023 19:06:53.486053,"(7.5, 9.4, 8.963636363636363)","(7.5, 12.0, 10.742857142857144)","(15.0, 21.0, 20.4)","(4.2, 5.7, 5.357142857142858)","(6.0, 7.8, 7.6909090909090905)","(71.0, 200.0, 130.0)","(3.2, 3.9, 3.8454545454545452)","(17.0, 32.0, 30.18181818181818)","(6.5, 99999, 99990)","(31.0, 110.0, 50.0)"
07-01-2023 19:06:54.990473,"(7.5, 9.4, 8.963636363636363)","(7.5, 12.0, 10.742857142857144)","(15.0, 21.0, 20.4)","(4.2, 5.7, 5.357142857142858)","(6.0, 7.8, 7.6909090909090905)","(71.0, 200.0, 130.0)","(3.2, 3.9, 3.8454545454545452)","(17.0, 32.0, 30.18181818181818)","(6.5, 99999, 99990)","(31.0, 110.0, 50.0)"
07-01-2023 19:06:56.506012,"(7.5, 9.4, 8.963636363636363)","(8.0, 12.0, 10.742857142857144)","(15.0, 21.0, 18.75)","(4.2, 5.7, 5.357142857142858)","(6.0, 7.8, 7.6909090909090905)","(71.0, 200.0, 130.0)","(3.2, 3.9, 3.8454545454545452)","(17.0, 32.0, 30.18181818181818)","(6.5, 99999, 99990)","(31.0, 110.0, 50.0)"
07-01-2023 19:06:58.139295,"(7.5, 9.4, 9.08)","(8.0, 12.0, 10.5)","(15.0, 21.0, 18.75)","(4.2, 5.7, 5.357142857142858)","(6.0, 7.8, 7.6909090909090905)","(71.0, 200.0, 130.0)","(3.2, 3.9, 3.8454545454545452)","(17.0, 32.0, 30.18181818181818)","(6.5, 99999, 99990)","(31.0, 110.0, 50.0)"
07-01-2023 19:06:59.693312,"(7.5, 9.4, 9.08)","(8.0, 12.0, 10.736842105263158)","(15.0, 21.0, 18.75)","(4.2, 5.7, 5.357142857142858)","(6.0, 7.8, 7.6909090909090905)","(71.0, 200.0, 130.0)","(3.2, 3.9, 3.8454545454545452)","(17.0, 32.0, 30.18181818181818)","(6.5, 99999, 99990)","(31.0, 110.0, 50.0)"
07-01-2023 19:07:01.368313,"(7.5, 9.4, 9.08)","(8.0, 12.0, 10.875)","(15.0, 21.0, 19.5)","(4.2, 5.7, 5.4)","(6.0, 7.8, 7.7)","(71.0, 200.0, 121.25)","(3.2, 3.9, 3.83)","(17.0, 32.0, 30.18181818181818)","(6.5, 99999, 99990)","(31.0, 100.0, 84.5)"
07-01-2023 19:07:02.996000,"(7.5, 9.4, 9.08)","(8.0, 12.0, 10.875)","(15.0, 20.0, 19.5)","(4.2, 5.7, 5.4)","(6.0, 7.8, 7.7)","(71.0, 200.0, 121.25)","(3.2, 3.85, 3.83)","(17.0, 32.0, 30.18181818181818)","(6.5, 99999, 99990)","(31.0, 100.0, 84.5)"
07-01-2023 19:07:04.547735,"(7.5, 9.4, 9.35135135135135)","(8.0, 12.0, 11.870967741935484)","(15.0, 20.0, 18.654545454545456)","(4.2, 5.7, 5.4)","(6.0, 7.8, 7.232558139534884)","(71.0, 200.0, 170.0)","(3.2, 3.85, 3.9425000000000003)","(17.0, 32.0, 31.482758620689655)","(6.5, 99999, 99990)","(31.0, 100.0, 46.72727272727273)"
07-01-2023 19:07:05.984993,"(7.5, 9.4, 9.35135135135135)","(8.0, 12.0, 11.870967741935484)","(15.0, 19.5, 18.654545454545456)","(4.2, 5.7, 5.4)","(6.0, 7.6, 7.232558139534884)","(71.0, 200.0, 170.0)","(3.2, 3.95, 3.9425000000000003)","(17.0, 32.0, 31.482758620689655)","(6.5, 99999, 99990)","(31.0, 70.0, 46.72727272727273)"
07-01-2023 19:07:07.410417,"(7.5, 9.4, 9.353246753246754)","(8.0, 12.0, 11.870967741935484)","(15.0, 19.5, 18.654545454545456)","(4.2, 5.7, 5.4)","(6.0, 7.6, 7.232558139534884)","(71.0, 200.0, 170.0)","(3.2, 3.95, 3.9425000000000003)","(17.0, 32.0, 31.482758620689655)","(6.5, 99999, 99990)","(31.0, 70.0, 46.72727272727273)"
07-01-2023 19:07:08.893335,"(7.5, 9.4, 9.353246753246754)","(8.0, 12.0, 11.870967741935484)","(15.0, 19.5, 18.654545454545456)","(4.2, 5.7, 5.4)","(6.0, 7.6, 7.232558139534884)","(71.0, 200.0, 170.0)","(3.2, 3.95, 3.944871794871795)","(17.0, 32.0, 31.4)","(6.5, 99999, 99990)","(31.0, 70.0, 46.72727272727273)"
07-01-2023 19:07:10.329564,"(7.5, 9.4, 9.383561643835616)","(8.0, 12.0, 11.870967741935484)","(15.0, 19.5, 18.654545454545456)","(4.2, 5.7, 5.4)","(6.0, 7.6, 6.980952380952381)","(71.0, 200.0, 186.0)","(3.2, 3.95, 3.9449367088607596)","(17.0, 32.0, 31.423076923076923)","(6.5, 99999, 99990)","(31.0, 70.0, 46.72727272727273)"
07-01-2023 19:07:11.689080,"(7.5, 9.4, 9.384415584415585)","(8.0, 12.0, 11.932203389830509)","(15.0, 19.5, 18.654545454545456)","(4.2, 5.7, 5.5)","(6.0, 7.0, 6.953846153846154)","(71.0, 200.0, 186.0)","(3.2, 3.95, 3.945031055900621)","(17.0, 32.0, 31.423076923076923)","(6.5, 99999, 99990)","(31.0, 70.0, 46.72727272727273)"
07-01-2023 19:07:13.199861,"(7.5, 9.4, 9.384415584415585)","(8.0, 12.0, 11.932203389830509)","(15.0, 19.5, 18.654545454545456)","(4.2, 5.7, 5.5)","(6.0, 7.0, 6.953846153846154)","(71.0, 200.0, 186.0)","(3.2, 3.95, 3.945031055900621)","(17.0, 32.0, 31.423076923076923)","(6.5, 99999, 99990)","(31.0, 70.0, 46.72727272727273)"
07-01-2023 19:07:14.663194,"(7.5, 9.4, 9.384415584415585)","(8.0, 12.0, 11.932203389830509)","(15.0, 19.5, 18.654545454545456)","(4.2, 5.7, 5.44)","(6.0, 7.0, 6.550000000000001)","(71.0, 200.0, 186.0)","(3.2, 3.95, 3.945031055900621)","(17.0, 32.0, 31.423076923076923)","(6.5, 99999, 99990)","(31.0, 70.0, 44.4)"
07-01-2023 19:07:16.182965,"(7.5, 9.4, 9.384415584415585)","(8.0, 12.0, 11.932203389830509)","(15.0, 19.5, 18.654545454545456)","(4.2, 5.8, 5.44)","(6.0, 7.0, 6.626666666666667)","(71.0, 200.0, 183.33333333333334)","(3.2, 3.95, 3.953333333333333)","(17.0, 32.0, 40.0)","(6.5, 99999, 99990)","(31.0, 70.0, 51.53846153846153)"
07-01-2023 19:07:17.815105,"(7.5, 9.4, 9.24)","(8.0, 12.5, 11.928571428571429)","(15.0, 19.0, 18.862068965517242)","(4.2, 5.8, 5.257894736842105)","(6.0, 7.0, 6.437037037037038)","(71.0, 210.0, 183.33333333333334)","(3.2, 4.0, 3.966666666666667)","(17.0, 50.0, 37.142857142857146)","(6.5, 99999, 99990)","(31.0, 70.0, 51.53846153846153)"
07-01-2023 19:07:19.439450,"(7.5, 9.4, 9.352941176470589)","(8.0, 12.5, 11.928571428571429)","(15.0, 19.0, 18.862068965517242)","(4.2, 5.7, 5.2153846153846155)","(6.0, 7.0, 6.430000000000001)","(71.0, 210.0, 183.33333333333334)","(3.2, 4.0, 3.966666666666667)","(17.0, 55.0, 43.63636363636364)","(6.5, 99999, 99990)","(31.0, 70.0, 51.53846153846153)"
07-01-2023 19:07:20.823338,"(7.5, 9.4, 9.352941176470589)","(8.0, 12.5, 12.0)","(15.0, 19.0, 18.862068965517242)","(4.2, 5.7, 5.475)","(6.0, 7.0, 6.430000000000001)","(71.0, 210.0, 183.33333333333334)","(3.2, 4.0, 3.981578947368421)","(17.0, 55.0, 38.57142857142857)","(6.5, 99999, 99990)","(31.0, 70.0, 47.6)"
07-01-2023 19:07:22.209166,"(7.5, 9.4, 9.355555555555556)","(8.0, 12.5, 12.0)","(15.0, 19.0, 18.862068965517242)","(4.2, 5.6, 5.314285714285714)","(6.0, 7.0, 6.430000000000001)","(71.0, 210.0, 183.33333333333334)","(3.2, 4.0, 4.0476190476190474)","(17.0, 55.0, 45.41666666666667)","(6.5, 99999, 99990)","(31.0, 70.0, 55.06666666666666)"
07-01-2023 19:07:23.688947,"(7.5, 9.4, 9.355555555555556)","(8.0, 12.5, 11.833333333333334)","(15.0, 19.0, 18.862068965517242)","(4.2, 5.6, 5.314285714285714)","(6.0, 7.0, 6.430000000000001)","(71.0, 210.0, 183.33333333333334)","(3.2, 4.1, 4.213333333333334)","(17.0, 55.0, 38.57142857142857)","(6.5, 99999, 99990)","(31.0, 70.0, 51.333333333333336)"
07-01-2023 19:07:25.228407,"(7.5, 9.4, 9.355555555555556)","(8.0, 12.5, 11.833333333333334)","(15.0, 19.0, 18.862068965517242)","(4.2, 5.6, 5.377777777777777)","(6.0, 7.0, 6.430000000000001)","(71.0, 210.0, 183.33333333333334)","(3.2, 4.4, 4.1454545454545455)","(17.0, 55.0, 38.57142857142857)","(6.5, 99999, 99990)","(31.0, 70.0, 51.333333333333336)"
07-01-2023 19:07:26.664636,"(7.5, 9.4, 9.355555555555556)","(8.0, 12.5, 11.833333333333334)","(15.0, 19.0, 18.862068965517242)","(4.2, 5.6, 5.377777777777777)","(6.0, 7.0, 6.384615384615385)","(71.0, 210.0, 183.33333333333334)","(3.2, 4.2, 4.171428571428572)","(17.0, 55.0, 38.57142857142857)","(6.5, 99999, 99990)","(31.0, 70.0, 46.888888888888886)"
07-01-2023 19:07:28.046284,"(7.5, 9.4, 9.355555555555556)","(8.0, 12.5, 11.833333333333334)","(15.0, 19.0, 18.84)","(4.2, 5.6, 5.409523809523809)","(6.0, 6.8, 6.384615384615385)","(71.0, 210.0, 183.33333333333334)","(3.2, 4.3, 4.171428571428572)","(17.0, 55.0, 40.625)","(6.5, 99999, 99990)","(31.0, 70.0, 46.888888888888886)"
07-01-2023 19:07:29.410454,"(7.5, 9.4, 9.355555555555556)","(8.0, 12.5, 11.433333333333334)","(15.0, 19.0, 18.708333333333332)","(4.2, 5.6, 5.377777777777777)","(6.0, 6.8, 6.4)","(71.0, 210.0, 183.33333333333334)","(3.2, 4.3, 4.171428571428572)","(17.0, 55.0, 40.625)","(6.5, 99999, 99990)","(31.0, 70.0, 46.888888888888886)"
07-01-2023 19:07:30.888833,"(7.5, 9.4, 9.355555555555556)","(8.0, 12.5, 11.657894736842106)","(15.0, 19.0, 18.666666666666668)","(4.2, 5.6, 5.457142857142856)","(6.0, 6.8, 6.4)","(71.0, 210.0, 183.33333333333334)","(3.2, 4.3, 4.178125)","(17.0, 55.0, 43.5)","(6.5, 99999, 99990)","(31.0, 70.0, 46.888888888888886)"
07-01-2023 19:07:32.546372,"(7.5, 9.4, 9.355555555555556)","(8.0, 12.5, 11.657894736842106)","(15.0, 19.0, 18.3)","(4.2, 5.6, 5.457142857142856)","(6.0, 6.8, 6.4)","(71.0, 210.0, 183.33333333333334)","(3.2, 4.3, 4.178125)","(17.0, 55.0, 44.77777777777778)","(6.5, 99999, 99990)","(31.0, 70.0, 55.14285714285714)"
07-01-2023 19:07:34.149771,"(7.5, 9.4, 9.355555555555556)","(8.0, 12.5, 11.333333333333334)","(15.0, 19.5, 18.153846153846153)","(4.2, 5.6, 5.2875)","(6.0, 6.8, 6.4)","(71.0, 210.0, 183.33333333333334)","(3.2, 4.3, 4.203571428571428)","(17.0, 55.0, 44.77777777777778)","(6.5, 99999, 99990)","(31.0, 70.0, 57.76470588235294)"
07-01-2023 19:07:35.660879,"(7.5, 9.4, 9.355555555555556)","(8.0, 12.0, 11.333333333333334)","(15.0, 19.5, 18.041666666666668)","(4.2, 5.7, 5.2875)","(6.0, 6.8, 6.4)","(71.0, 210.0, 183.33333333333334)","(3.2, 4.3, 4.203571428571428)","(17.0, 55.0, 47.92307692307692)","(6.5, 99999, 99990)","(31.0, 70.0, 57.76470588235294)"
07-01-2023 19:07:37.227707,"(7.5, 9.4, 9.384415584415585)","(8.0, 12.0, 11.333333333333334)","(15.0, 19.5, 18.041666666666668)","(4.2, 5.7, 5.2875)","(6.0, 6.8, 6.4)","(71.0, 210.0, 183.33333333333334)","(3.2, 4.3, 4.212903225806452)","(17.0, 55.0, 35.77777777777778)","(6.5, 99999, 99990)","(31.0, 70.0, 57.76470588235294)"
07-01-2023 19:07:38.839305,"(7.5, 9.4, 9.384415584415585)","(8.0, 12.0, 11.333333333333334)","(15.0, 19.5, 18.041666666666668)","(4.2, 5.7, 5.2875)","(6.0, 6.8, 6.4)","(71.0, 210.0, 183.33333333333334)","(3.2, 4.3, 4.212903225806452)","(17.0, 50.0, 35.77777777777778)","(6.5, 99999, 99990)","(31.0, 70.0, 57.76470588235294)"
07-01-2023 19:07:40.298232,"(7.5, 9.4, 9.384415584415585)","(8.0, 12.0, 11.333333333333334)","(15.0, 19.5, 18.041666666666668)","(4.2, 5.7, 5.221739130434782)","(6.0, 6.8, 6.4)","(71.0, 210.0, 183.33333333333334)","(3.2, 4.3, 4.166666666666666)","(17.0, 50.0, 35.77777777777778)","(6.5, 99999, 99990)","(31.0, 70.0, 57.76470588235294)"
07-01-2023 19:07:42.251843,"(7.5, 9.4, 9.384415584415585)","(8.0, 12.0, 11.333333333333334)","(15.0, 19.5, 18.125)","(4.2, 5.7, 5.307142857142857)","(6.0, 6.8, 6.3578947368421055)","(71.0, 210.0, 183.33333333333334)","(3.2, 4.3, 4.166666666666666)","(17.0, 50.0, 36.666666666666664)","(6.5, 99999, 99990)","(31.0, 70.0, 57.76470588235294)"
07-01-2023 19:07:43.788661,"(7.5, 9.4, 9.384415584415585)","(8.0, 12.0, 12.23076923076923)","(15.0, 19.0, 18.125)","(4.2, 5.7, 5.296774193548387)","(6.0, 6.8, 6.3578947368421055)","(71.0, 210.0, 183.33333333333334)","(3.2, 4.3, 4.166666666666666)","(17.0, 50.0, 36.666666666666664)","(6.5, 99999, 99990)","(31.0, 70.0, 57.76470588235294)"
07-01-2023 19:07:46.409584,"(7.5, 9.4, 9.384415584415585)","(8.0, 13.0, 11.666666666666666)","(15.0, 19.0, 18.125)","(4.2, 5.7, 5.296774193548387)","(6.0, 6.8, 6.3578947368421055)","(71.0, 210.0, 183.33333333333334)","(3.2, 4.3, 4.1499999999999995)","(17.0, 50.0, 36.666666666666664)","(6.5, 99999, 99990)","(31.0, 70.0, 57.76470588235294)"
07-01-2023 19:07:47.915883,"(7.5, 9.4, 9.384415584415585)","(8.0, 13.0, 11.666666666666666)","(15.0, 19.0, 18.625)","(4.2, 5.7, 5.296774193548387)","(6.0, 6.8, 6.3578947368421055)","(71.0, 210.0, 136.66666666666666)","(3.2, 4.3, 4.136363636363636)","(17.0, 50.0, 36.666666666666664)","(6.5, 99999, 99990)","(31.0, 70.0, 80.9)"
07-01-2023 19:07:49.643659,"(7.5, 9.4, 9.040000000000001)","(8.0, 13.0, 11.666666666666666)","(15.0, 19.0, 18.76)","(4.2, 5.7, 5.342857142857143)","(6.0, 6.8, 6.3578947368421055)","(71.0, 210.0, 136.66666666666666)","(3.2, 4.3, 4.136363636363636)","(17.0, 50.0, 36.666666666666664)","(6.5, 99999, 99990)","(31.0, 85.0, 80.9)"
07-01-2023 19:07:51.207872,"(7.5, 9.4, 9.040000000000001)","(8.0, 13.0, 11.666666666666666)","(15.0, 19.0, 18.76)","(4.2, 5.7, 5.317391304347826)","(6.0, 6.8, 6.434782608695652)","(71.0, 210.0, 136.66666666666666)","(3.2, 4.3, 4.126666666666666)","(17.0, 50.0, 36.666666666666664)","(6.5, 99999, 99990)","(31.0, 85.0, 80.9)"
07-01-2023 19:07:52.676366,"(7.5, 9.4, 9.040000000000001)","(8.0, 13.0, 11.666666666666666)","(15.0, 19.0, 18.76)","(4.2, 5.7, 5.317391304347826)","(6.0, 6.8, 6.434782608695652)","(71.0, 210.0, 136.66666666666666)","(3.2, 4.3, 4.126666666666666)","(17.0, 50.0, 36.666666666666664)","(6.5, 99999, 99990)","(31.0, 85.0, 80.9)"
07-01-2023 19:07:54.144995,"(7.5, 9.4, 9.040000000000001)","(8.0, 13.0, 11.666666666666666)","(15.0, 19.0, 18.76)","(4.2, 5.7, 5.317391304347826)","(6.0, 6.8, 6.3578947368421055)","(71.0, 210.0, 136.66666666666666)","(3.2, 4.3, 4.126666666666666)","(17.0, 50.0, 36.666666666666664)","(6.5, 99999, 99990)","(31.0, 85.0, 80.9)"
07-01-2023 19:07:55.590855,"(7.5, 9.4, 9.040000000000001)","(8.0, 13.0, 11.666666666666666)","(15.0, 19.0, 18.76)","(4.2, 5.7, 5.317391304347826)","(6.0, 6.8, 6.3578947368421055)","(71.0, 210.0, 136.66666666666666)","(3.2, 4.3, 4.126666666666666)","(17.0, 50.0, 36.666666666666664)","(6.5, 99999, 99990)","(31.0, 85.0, 80.9)"
07-01-2023 19:07:57.062007,"(7.5, 9.4, 9.200000000000001)","(8.0, 13.0, 11.6)","(15.0, 19.0, 18.76)","(4.2, 5.7, 5.317391304347826)","(6.0, 6.8, 6.3578947368421055)","(71.0, 210.0, 136.66666666666666)","(3.2, 4.3, 4.126666666666666)","(17.0, 50.0, 36.666666666666664)","(6.5, 99999, 99990)","(31.0, 85.0, 80.9)"
07-01-2023 19:07:58.447114,"(7.5, 9.4, 8.866666666666667)","(8.0, 12.5, 11.6)","(15.0, 19.0, 18.76)","(4.2, 5.7, 5.333333333333334)","(6.0, 6.8, 6.464)","(71.0, 210.0, 136.66666666666666)","(3.2, 4.3, 4.126666666666666)","(17.0, 50.0, 36.666666666666664)","(6.5, 99999, 99990)","(31.0, 85.0, 80.9)"
07-01-2023 19:07:59.986114,"(7.5, 9.4, 8.65)","(8.0, 12.5, 11.6)","(15.0, 19.0, 18.76)","(4.2, 5.7, 5.308108108108108)","(6.0, 6.8, 6.464)","(71.0, 210.0, 136.66666666666666)","(3.2, 4.3, 4.092307692307692)","(17.0, 50.0, 36.666666666666664)","(6.5, 99999, 99990)","(31.0, 85.0, 80.9)"
07-01-2023 19:08:01.476182,"(7.5, 9.4, 8.65)","(8.0, 12.5, 12.2)","(15.0, 19.0, 19.9)","(4.2, 5.7, 5.308108108108108)","(6.0, 6.8, 6.464)","(71.0, 210.0, 136.66666666666666)","(3.2, 4.3, 4.109090909090909)","(17.0, 50.0, 41.0)","(6.5, 99999, 99990)","(31.0, 85.0, 65.5)"
07-01-2023 19:08:03.337505,"(7.5, 9.4, 8.65)","(8.0, 12.5, 12.2)","(15.0, 21.0, 18.55)","(4.2, 5.7, 5.285106382978723)","(6.0, 6.8, 6.464)","(71.0, 210.0, 155.0)","(3.2, 4.3, 4.125)","(17.0, 48.0, 38.0)","(6.5, 99999, 99990)","(31.0, 110.0, 68.66666666666667)"
07-01-2023 19:08:04.986446,"(7.5, 9.4, 8.899999999999999)","(8.0, 12.5, 12.2)","(15.0, 19.0, 18.55)","(4.2, 5.7, 5.285106382978723)","(6.0, 6.8, 6.464)","(71.0, 210.0, 155.0)","(3.2, 4.3, 4.011764705882353)","(17.0, 48.0, 38.0)","(6.5, 99999, 99990)","(31.0, 140.0, 95.0)"
07-01-2023 19:08:06.577464,"(7.5, 9.2, 8.899999999999999)","(8.0, 12.5, 12.0)","(15.0, 19.0, 18.55)","(4.2, 5.7, 5.285106382978723)","(6.0, 6.8, 6.464)","(71.0, 210.0, 155.0)","(3.2, 4.3, 4.066666666666666)","(17.0, 48.0, 38.0)","(6.5, 99999, 99990)","(31.0, 140.0, 122.0)"
