,Criss Cross Lass,Fast Lane Fever,Aston Georgina,Impress Rolls,Crymelon Libby,Pyrenees Blazer,Chasing Boyd,Boots
10-01-2023 14:35:04.986591,"(3.9, 7.4, 6.129411764705882)","(5.0, 8.4, 8.066666666666666)","(3.6, 4.0, 3.8625)","(6.5, 10.5, 8.74)","(71.0, 580.0, 478.0)","(10.0, 25.0, 23.214285714285715)","(21.0, 75.0, 43.529411764705884)","(3.6, 7.2, 6.2)"
10-01-2023 14:35:06.081820,"(3.9, 7.4, 5.4)","(5.0, 8.4, 8.066666666666666)","(3.6, 4.0, 3.9214285714285713)","(6.5, 10.5, 7.813953488372093)","(71.0, 580.0, 516.25)","(10.0, 25.0, 23.214285714285715)","(21.0, 70.0, 45.714285714285715)","(3.6, 7.2, 6.2)"
10-01-2023 14:35:07.230704,"(3.9, 7.4, 5.4)","(5.0, 8.4, 7.95)","(3.6, 4.0, 3.8625)","(6.5, 10.0, 8.586666666666668)","(71.0, 580.0, 330.0)","(10.0, 25.0, 23.148148148148145)","(21.0, 65.0, 45.714285714285715)","(3.6, 7.2, 6.2)"
10-01-2023 14:35:08.331143,"(3.9, 7.4, 5.4)","(5.0, 8.4, 7.371428571428571)","(3.6, 4.0, 3.8625)","(6.5, 9.8, 7.777777777777779)","(71.0, 580.0, 524.4444444444445)","(10.0, 25.0, 23.148148148148145)","(21.0, 65.0, 36.36363636363636)","(3.6, 7.2, 6.1875)"
10-01-2023 14:35:09.654731,"(3.9, 7.4, 4.205)","(5.0, 8.4, 6.605882352941177)","(3.6, 4.0, 3.925)","(6.5, 9.8, 7.777777777777779)","(71.0, 580.0, 435.55555555555554)","(10.0, 25.0, 23.148148148148145)","(21.0, 65.0, 36.36363636363636)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:10.709340,"(3.9, 7.4, 4.25)","(5.0, 8.4, 6.605882352941177)","(3.6, 4.0, 3.925)","(6.5, 9.8, 7.777777777777779)","(71.0, 480.0, 401.0)","(10.0, 25.0, 23.148148148148145)","(21.0, 65.0, 36.36363636363636)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:11.861685,"(3.9, 7.4, 4.25)","(5.0, 8.4, 6.605882352941177)","(3.6, 4.0, 3.925)","(6.5, 9.8, 8.8)","(71.0, 480.0, 401.0)","(10.0, 25.0, 23.148148148148145)","(21.0, 65.0, 36.36363636363636)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:13.090197,"(3.9, 7.2, 5.4)","(5.0, 8.0, 7.325)","(3.6, 4.0, 3.925)","(6.5, 9.4, 8.8)","(71.0, 480.0, 401.0)","(10.0, 25.0, 23.148148148148145)","(21.0, 65.0, 36.36363636363636)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:14.053940,"(3.9, 7.0, 5.622222222222222)","(5.0, 8.0, 7.325)","(3.6, 4.0, 3.925)","(6.5, 9.4, 8.8)","(71.0, 480.0, 401.0)","(10.0, 25.0, 23.25)","(21.0, 65.0, 36.36363636363636)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:15.038278,"(3.9, 7.2, 4.768421052631579)","(5.0, 8.0, 7.325)","(3.6, 4.0, 3.925)","(6.5, 9.4, 8.8)","(71.0, 480.0, 401.0)","(10.0, 27.0, 23.25)","(21.0, 65.0, 36.36363636363636)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:16.211892,"(3.9, 7.0, 5.309090909090909)","(5.0, 7.8, 7.088888888888889)","(3.6, 4.0, 3.925)","(6.5, 9.4, 8.5125)","(71.0, 480.0, 431.25)","(10.0, 27.0, 23.25)","(21.0, 65.0, 36.36363636363636)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:17.274155,"(3.9, 6.8, 5.511111111111111)","(5.0, 7.8, 7.088888888888889)","(3.6, 4.0, 3.925)","(6.5, 9.2, 8.466666666666667)","(71.0, 480.0, 415.83333333333337)","(10.0, 27.0, 23.25)","(21.0, 65.0, 36.36363636363636)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:18.358022,"(3.9, 6.8, 5.511111111111111)","(5.0, 7.8, 6.350943396226415)","(3.6, 4.0, 3.5955223880597016)","(6.5, 8.6, 8.466666666666667)","(71.0, 480.0, 415.83333333333337)","(10.0, 27.0, 23.25)","(21.0, 65.0, 41.0)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:19.458253,"(3.9, 6.8, 5.511111111111111)","(5.0, 7.8, 6.482352941176471)","(3.6, 4.1, 3.5955223880597016)","(6.5, 8.6, 8.28)","(71.0, 480.0, 441.5)","(10.0, 27.0, 23.516129032258064)","(21.0, 65.0, 43.333333333333336)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:20.512828,"(3.9, 6.8, 5.511111111111111)","(5.0, 7.6, 6.55)","(3.6, 4.0, 3.5833333333333335)","(6.5, 8.6, 8.28)","(71.0, 480.0, 427.1428571428571)","(10.0, 27.0, 23.516129032258064)","(21.0, 65.0, 43.333333333333336)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:21.529954,"(3.9, 6.8, 5.511111111111111)","(5.0, 7.6, 6.327272727272727)","(3.6, 4.0, 3.8333333333333335)","(6.5, 8.6, 8.28)","(71.0, 480.0, 427.1428571428571)","(10.0, 27.0, 23.516129032258064)","(21.0, 65.0, 43.333333333333336)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:22.661104,"(3.9, 6.8, 5.511111111111111)","(5.0, 7.6, 6.2823529411764705)","(3.6, 4.0, 3.75)","(6.5, 8.6, 8.28)","(71.0, 480.0, 360.0)","(10.0, 27.0, 23.516129032258064)","(21.0, 65.0, 43.333333333333336)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:23.711499,"(3.9, 6.6, 4.65)","(5.0, 7.4, 6.44)","(3.6, 4.0, 3.75)","(6.5, 8.6, 8.28)","(71.0, 480.0, 360.0)","(10.0, 27.0, 23.516129032258064)","(21.0, 65.0, 43.333333333333336)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:24.711052,"(3.9, 6.4, 5.685714285714286)","(5.0, 7.4, 6.44)","(3.6, 4.0, 3.75)","(6.5, 8.6, 8.28)","(71.0, 480.0, 408.0)","(10.0, 27.0, 23.516129032258064)","(21.0, 65.0, 43.333333333333336)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:25.752012,"(3.9, 6.4, 5.685714285714286)","(5.0, 7.4, 6.44)","(3.6, 4.0, 3.75)","(6.5, 8.6, 8.28)","(71.0, 580.0, 488.0)","(10.0, 26.0, 19.4)","(21.0, 65.0, 43.333333333333336)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:26.834272,"(3.9, 6.4, 5.685714285714286)","(5.0, 7.4, 6.44)","(3.6, 4.0, 3.75)","(6.5, 8.6, 8.28)","(71.0, 580.0, 488.0)","(10.0, 25.0, 23.608695652173914)","(21.0, 65.0, 43.333333333333336)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:27.844686,"(3.9, 6.4, 5.4625)","(5.0, 7.4, 6.466666666666667)","(3.6, 4.0, 3.75)","(6.5, 8.6, 8.28)","(71.0, 580.0, 488.0)","(10.0, 24.0, 23.608695652173914)","(21.0, 65.0, 43.333333333333336)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:28.980597,"(3.9, 6.4, 5.4)","(5.0, 7.4, 6.542857142857143)","(3.6, 4.0, 3.5576923076923075)","(6.5, 8.6, 7.533333333333333)","(71.0, 580.0, 488.0)","(10.0, 24.0, 23.608695652173914)","(21.0, 65.0, 43.333333333333336)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:30.047267,"(3.9, 6.4, 5.042857142857143)","(5.0, 7.4, 6.800000000000001)","(3.6, 4.0, 3.6019230769230766)","(6.5, 8.6, 7.7)","(71.0, 580.0, 408.0)","(10.0, 24.0, 23.608695652173914)","(21.0, 65.0, 44.10714285714286)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:31.178282,"(3.9, 6.4, 4.012820512820513)","(5.0, 7.4, 6.542857142857143)","(3.6, 3.95, 3.725)","(6.5, 8.4, 7.7)","(71.0, 480.0, 408.0)","(10.0, 24.0, 23.608695652173914)","(21.0, 65.0, 24.142857142857142)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:32.249594,"(3.9, 6.0, 4.36)","(5.0, 7.4, 6.542857142857143)","(3.6, 3.95, 3.6735294117647057)","(6.5, 8.4, 7.294736842105263)","(71.0, 480.0, 408.0)","(10.0, 24.0, 23.608695652173914)","(21.0, 65.0, 24.142857142857142)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:33.194827,"(3.9, 6.0, 4.36)","(5.0, 7.4, 6.233333333333333)","(3.6, 3.9, 3.6735294117647057)","(6.5, 8.4, 7.294736842105263)","(71.0, 480.0, 408.0)","(10.0, 24.0, 23.608695652173914)","(21.0, 65.0, 24.142857142857142)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:34.324459,"(3.9, 6.0, 4.666666666666667)","(5.0, 7.4, 6.0875)","(3.6, 3.9, 3.6199999999999997)","(6.5, 8.4, 7.233333333333333)","(71.0, 480.0, 408.0)","(10.0, 24.0, 23.608695652173914)","(21.0, 65.0, 24.142857142857142)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:35.448919,"(3.9, 6.0, 5.111111111111111)","(5.0, 7.4, 5.968181818181819)","(3.6, 3.9, 3.6199999999999997)","(6.5, 8.4, 7.233333333333333)","(71.0, 480.0, 408.0)","(10.0, 24.0, 22.652173913043477)","(21.0, 65.0, 27.733333333333334)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:36.493516,"(3.9, 6.0, 5.111111111111111)","(5.0, 7.4, 5.968181818181819)","(3.6, 3.9, 3.6199999999999997)","(6.5, 8.4, 7.233333333333333)","(71.0, 480.0, 408.0)","(10.0, 23.0, 22.04)","(21.0, 65.0, 33.94444444444444)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:37.548782,"(3.9, 6.0, 5.111111111111111)","(5.0, 7.4, 5.968181818181819)","(3.6, 3.9, 3.6199999999999997)","(6.5, 8.4, 7.233333333333333)","(71.0, 480.0, 408.0)","(10.0, 23.0, 22.04)","(21.0, 65.0, 33.94444444444444)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:38.665283,"(3.9, 6.0, 5.111111111111111)","(5.0, 7.4, 5.968181818181819)","(3.6, 3.9, 3.6199999999999997)","(6.5, 8.0, 7.571428571428571)","(71.0, 480.0, 408.0)","(10.0, 23.0, 22.04)","(21.0, 65.0, 33.94444444444444)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:39.813942,"(3.9, 5.8, 5.285714285714286)","(5.0, 7.4, 5.968181818181819)","(3.6, 3.9, 3.6199999999999997)","(6.5, 8.0, 7.571428571428571)","(71.0, 480.0, 420.0)","(10.0, 23.0, 17.375)","(21.0, 65.0, 37.63636363636364)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:40.904434,"(3.9, 5.8, 5.0)","(5.0, 7.4, 5.968181818181819)","(3.6, 3.9, 3.6199999999999997)","(6.5, 8.0, 7.571428571428571)","(71.0, 480.0, 363.33333333333337)","(10.0, 23.0, 15.619047619047619)","(21.0, 65.0, 47.33333333333333)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:41.905856,"(3.9, 5.8, 5.0)","(5.0, 7.4, 5.968181818181819)","(3.6, 3.9, 3.6199999999999997)","(6.5, 8.0, 7.571428571428571)","(71.0, 480.0, 421.6666666666667)","(10.0, 23.0, 15.619047619047619)","(21.0, 60.0, 44.4)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:43.297241,"(3.9, 5.8, 5.0)","(5.0, 7.4, 5.968181818181819)","(3.6, 3.9, 3.6199999999999997)","(6.5, 8.0, 7.571428571428571)","(71.0, 480.0, 421.6666666666667)","(10.0, 23.0, 15.625)","(21.0, 50.0, 44.4)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:44.502898,"(3.9, 5.8, 5.0)","(5.0, 7.4, 5.968181818181819)","(3.6, 3.9, 3.6199999999999997)","(6.5, 8.0, 7.571428571428571)","(71.0, 480.0, 421.6666666666667)","(10.0, 22.0, 15.6)","(21.0, 50.0, 32.666666666666664)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:45.680953,"(3.9, 5.8, 5.0)","(5.0, 7.4, 5.968181818181819)","(3.6, 3.9, 3.6199999999999997)","(6.5, 8.0, 7.571428571428571)","(71.0, 480.0, 505.0)","(10.0, 21.0, 15.6)","(21.0, 50.0, 32.666666666666664)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:46.974926,"(3.9, 5.8, 5.0)","(5.0, 7.4, 5.968181818181819)","(3.6, 3.9, 3.6199999999999997)","(6.5, 8.0, 7.571428571428571)","(71.0, 580.0, 505.0)","(10.0, 21.0, 15.6)","(21.0, 50.0, 40.90909090909091)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:48.162688,"(3.9, 5.8, 4.88421052631579)","(5.0, 7.4, 5.968181818181819)","(3.6, 3.9, 3.6199999999999997)","(6.5, 8.0, 7.571428571428571)","(71.0, 580.0, 505.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 36.85714285714286)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:49.274910,"(3.9, 5.7, 5.45)","(5.0, 7.4, 5.968181818181819)","(3.6, 3.9, 3.6199999999999997)","(6.5, 8.0, 7.571428571428571)","(71.0, 580.0, 505.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 36.85714285714286)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:50.425394,"(3.9, 5.7, 5.485714285714286)","(5.0, 7.4, 5.968181818181819)","(3.6, 3.9, 3.611764705882353)","(6.5, 8.0, 7.571428571428571)","(71.0, 580.0, 505.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 32.94736842105263)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:51.588279,"(3.9, 5.7, 5.485714285714286)","(5.0, 7.4, 5.968181818181819)","(3.6, 3.9, 3.611764705882353)","(6.5, 8.0, 7.571428571428571)","(71.0, 580.0, 505.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 32.94736842105263)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:52.677267,"(3.9, 5.7, 5.485714285714286)","(5.0, 7.4, 5.968181818181819)","(3.6, 3.9, 3.611764705882353)","(6.5, 8.0, 7.571428571428571)","(71.0, 580.0, 505.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.7)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:53.747320,"(3.9, 5.7, 5.485714285714286)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.611764705882353)","(6.5, 8.0, 7.571428571428571)","(71.0, 580.0, 505.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.7)","(3.6, 7.0, 6.1875)"
10-01-2023 14:35:54.798591,"(3.9, 5.7, 5.485714285714286)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.611764705882353)","(6.5, 8.0, 7.571428571428571)","(71.0, 580.0, 490.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.7)","(3.6, 7.0, 6.176470588235294)"
10-01-2023 14:35:55.982929,"(3.9, 5.7, 5.485714285714286)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.611764705882353)","(6.5, 8.0, 7.571428571428571)","(71.0, 580.0, 421.6666666666667)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.7)","(3.6, 7.0, 6.176470588235294)"
10-01-2023 14:35:57.328676,"(3.9, 5.7, 5.485714285714286)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.611764705882353)","(6.5, 8.0, 7.571428571428571)","(71.0, 480.0, 421.6666666666667)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.7)","(3.6, 7.0, 6.176470588235294)"
10-01-2023 14:35:58.607334,"(3.9, 5.7, 5.485714285714286)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.611764705882353)","(6.5, 8.0, 7.571428571428571)","(71.0, 480.0, 412.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.7)","(3.6, 7.0, 6.176470588235294)"
10-01-2023 14:35:59.863279,"(3.9, 5.7, 5.485714285714286)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.611764705882353)","(6.5, 8.0, 7.571428571428571)","(71.0, 480.0, 412.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.7)","(3.6, 7.0, 6.176470588235294)"
10-01-2023 14:36:01.075492,"(3.9, 5.6, 5.25)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.7558823529411764)","(6.5, 8.0, 7.571428571428571)","(71.0, 480.0, 412.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.7)","(3.6, 7.0, 6.176470588235294)"
10-01-2023 14:36:02.200068,"(3.9, 5.6, 4.963636363636364)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.7558823529411764)","(6.5, 8.0, 7.571428571428571)","(71.0, 480.0, 412.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.7)","(3.6, 7.0, 6.176470588235294)"
10-01-2023 14:36:03.356783,"(3.9, 5.6, 4.963636363636364)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.7558823529411764)","(6.5, 8.0, 7.571428571428571)","(71.0, 480.0, 412.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 28.357142857142858)","(3.6, 7.0, 6.176470588235294)"
10-01-2023 14:36:04.458914,"(3.9, 5.6, 4.963636363636364)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.7558823529411764)","(6.5, 8.0, 7.571428571428571)","(71.0, 480.0, 412.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 28.357142857142858)","(3.6, 7.0, 6.176470588235294)"
10-01-2023 14:36:05.570370,"(3.9, 5.6, 5.231578947368421)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.75)","(6.5, 8.0, 7.571428571428571)","(71.0, 480.0, 412.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.33333333333333)","(3.6, 7.0, 6.176470588235294)"
10-01-2023 14:36:06.660259,"(3.9, 5.6, 5.231578947368421)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.75)","(6.5, 8.0, 7.571428571428571)","(71.0, 480.0, 412.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.33333333333333)","(3.6, 7.0, 6.176470588235294)"
10-01-2023 14:36:07.822604,"(3.9, 5.6, 5.231578947368421)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.75)","(6.5, 8.0, 7.571428571428571)","(71.0, 480.0, 412.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.33333333333333)","(3.6, 7.0, 6.176470588235294)"
10-01-2023 14:36:09.064933,"(3.9, 5.6, 5.231578947368421)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.75)","(6.5, 8.0, 7.571428571428571)","(71.0, 480.0, 412.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.33333333333333)","(3.6, 7.0, 6.176470588235294)"
10-01-2023 14:36:10.357710,"(3.9, 5.6, 4.516666666666667)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.75)","(6.5, 8.0, 7.571428571428571)","(71.0, 480.0, 412.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.33333333333333)","(3.6, 7.0, 6.176470588235294)"
10-01-2023 14:36:11.573566,"(3.9, 5.6, 4.516666666666667)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.75)","(6.5, 8.0, 7.571428571428571)","(71.0, 480.0, 492.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.33333333333333)","(3.6, 7.0, 6.166666666666667)"
10-01-2023 14:36:12.809114,"(3.9, 5.6, 5.29047619047619)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.75)","(6.5, 8.0, 7.571428571428571)","(71.0, 580.0, 506.66666666666663)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.33333333333333)","(3.6, 7.0, 6.166666666666667)"
10-01-2023 14:36:14.006647,"(3.9, 5.6, 5.0)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.75)","(6.5, 8.0, 7.571428571428571)","(71.0, 580.0, 506.66666666666663)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.33333333333333)","(3.6, 7.0, 6.166666666666667)"
10-01-2023 14:36:15.157626,"(3.9, 5.6, 4.85)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.75)","(6.5, 8.0, 7.571428571428571)","(71.0, 580.0, 506.66666666666663)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.33333333333333)","(3.6, 7.0, 6.166666666666667)"
10-01-2023 14:36:16.265478,"(3.9, 5.6, 4.85)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.75)","(6.5, 8.0, 7.571428571428571)","(71.0, 580.0, 506.66666666666663)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.33333333333333)","(3.6, 7.0, 6.166666666666667)"
10-01-2023 14:36:17.377077,"(3.9, 5.6, 4.85)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.75)","(6.5, 8.0, 7.571428571428571)","(71.0, 580.0, 494.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.33333333333333)","(3.6, 7.0, 6.166666666666667)"
10-01-2023 14:36:18.514077,"(3.9, 5.6, 4.85)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.7541666666666664)","(6.5, 8.0, 7.571428571428571)","(71.0, 580.0, 494.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.33333333333333)","(3.6, 7.0, 6.166666666666667)"
10-01-2023 14:36:19.658481,"(3.9, 5.6, 4.85)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.7541666666666664)","(6.5, 8.0, 7.571428571428571)","(71.0, 580.0, 494.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.33333333333333)","(3.6, 7.0, 6.166666666666667)"
10-01-2023 14:36:20.822426,"(3.9, 5.6, 4.85)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.7541666666666664)","(6.5, 8.0, 7.571428571428571)","(71.0, 580.0, 494.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.33333333333333)","(3.6, 7.0, 6.4)"
10-01-2023 14:36:21.975216,"(3.9, 5.6, 4.85)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.7541666666666664)","(6.5, 8.0, 7.571428571428571)","(71.0, 580.0, 494.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.33333333333333)","(3.6, 6.8, 6.24)"
10-01-2023 14:36:23.133641,"(3.9, 5.6, 4.640000000000001)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.7541666666666664)","(6.5, 8.0, 7.571428571428571)","(71.0, 580.0, 494.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.33333333333333)","(3.6, 6.8, 6.24)"
10-01-2023 14:36:24.228683,"(3.9, 5.6, 4.640000000000001)","(5.0, 7.4, 5.966176470588236)","(3.6, 3.9, 3.7541666666666664)","(6.5, 8.0, 7.571428571428571)","(71.0, 580.0, 494.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.33333333333333)","(3.6, 6.8, 6.24)"
10-01-2023 14:36:25.302357,"(3.9, 5.6, 4.5125)","(5.0, 7.4, 5.965217391304348)","(3.6, 3.9, 3.7541666666666664)","(6.5, 8.0, 7.7)","(71.0, 580.0, 494.0)","(10.0, 21.0, 15.6)","(21.0, 48.0, 33.33333333333333)","(3.6, 6.8, 6.24)"
10-01-2023 14:36:26.487826,"(3.9, 5.5, 5.225)","(5.0, 7.4, 6.062162162162163)","(3.6, 3.9, 3.753225806451613)","(6.5, 8.0, 7.733333333333333)","(71.0, 580.0, 494.0)","(10.0, 21.0, 17.080645161290324)","(21.0, 48.0, 33.33333333333333)","(3.6, 6.8, 6.24)"
10-01-2023 14:36:28.033668,"(3.9, 5.5, 4.5736842105263165)","(5.0, 7.4, 6.062162162162163)","(3.6, 3.85, 3.753225806451613)","(6.5, 8.0, 7.733333333333333)","(71.0, 580.0, 494.0)","(10.0, 21.0, 17.080645161290324)","(21.0, 48.0, 33.11764705882353)","(3.6, 6.8, 6.24)"
10-01-2023 14:36:29.618498,"(3.9, 5.5, 4.5736842105263165)","(5.0, 7.4, 6.062162162162163)","(3.6, 3.85, 3.753225806451613)","(6.5, 8.0, 7.733333333333333)","(71.0, 580.0, 472.5)","(10.0, 21.0, 17.433333333333334)","(21.0, 48.0, 33.11764705882353)","(3.6, 6.8, 6.24)"
10-01-2023 14:36:30.931053,"(3.9, 5.5, 4.5736842105263165)","(5.0, 7.4, 6.062162162162163)","(3.6, 3.85, 3.753225806451613)","(6.5, 8.0, 7.733333333333333)","(71.0, 580.0, 440.0)","(10.0, 20.0, 18.166666666666668)","(21.0, 48.0, 33.11764705882353)","(3.6, 6.8, 6.24)"
10-01-2023 14:36:32.157304,"(3.9, 5.5, 4.494285714285715)","(5.0, 7.4, 5.965217391304348)","(3.6, 3.85, 3.753225806451613)","(6.5, 8.0, 7.769230769230769)","(71.0, 580.0, 510.0)","(10.0, 20.0, 18.166666666666668)","(21.0, 48.0, 33.11764705882353)","(3.6, 6.8, 6.24)"
10-01-2023 14:36:33.297595,"(3.9, 5.5, 4.494285714285715)","(5.0, 7.4, 5.965217391304348)","(3.6, 3.85, 3.7249999999999996)","(6.5, 8.0, 7.76)","(71.0, 580.0, 510.0)","(10.0, 20.0, 17.98076923076923)","(21.0, 48.0, 33.11764705882353)","(3.6, 6.8, 6.369230769230769)"
10-01-2023 14:36:34.418108,"(3.9, 5.5, 4.494285714285715)","(5.0, 7.4, 6.055844155844156)","(3.6, 3.8, 3.7249999999999996)","(6.5, 8.0, 7.76)","(71.0, 580.0, 510.0)","(10.0, 20.0, 17.98076923076923)","(21.0, 48.0, 33.11764705882353)","(3.6, 6.8, 6.369230769230769)"
10-01-2023 14:36:35.613855,"(3.9, 5.5, 4.494285714285715)","(5.0, 7.4, 6.055844155844156)","(3.6, 3.8, 3.7249999999999996)","(6.5, 8.0, 7.5200000000000005)","(71.0, 580.0, 510.0)","(10.0, 20.0, 18.541666666666668)","(21.0, 48.0, 33.11764705882353)","(3.6, 6.8, 6.45)"
10-01-2023 14:36:36.777339,"(3.9, 5.5, 4.494285714285715)","(5.0, 7.4, 6.055844155844156)","(3.6, 3.8, 3.7249999999999996)","(6.5, 8.0, 7.285714285714286)","(71.0, 580.0, 510.0)","(10.0, 20.0, 18.671875)","(21.0, 48.0, 33.11764705882353)","(3.6, 6.8, 6.45)"
10-01-2023 14:36:37.884808,"(3.9, 5.5, 4.494285714285715)","(5.0, 7.4, 6.055844155844156)","(3.6, 3.8, 3.7444444444444445)","(6.5, 8.0, 7.5)","(71.0, 580.0, 510.0)","(10.0, 20.0, 18.671875)","(21.0, 48.0, 33.11764705882353)","(3.6, 6.8, 6.45)"
10-01-2023 14:36:38.999585,"(3.9, 5.5, 4.494285714285715)","(5.0, 7.4, 6.055844155844156)","(3.6, 3.8, 3.7444444444444445)","(6.5, 8.0, 7.4)","(71.0, 580.0, 510.0)","(10.0, 20.0, 18.671875)","(21.0, 48.0, 33.11764705882353)","(3.6, 6.8, 6.45)"
10-01-2023 14:36:40.113315,"(3.9, 5.5, 4.494285714285715)","(5.0, 7.4, 6.055844155844156)","(3.6, 3.8, 3.7249999999999996)","(6.5, 8.0, 7.4)","(71.0, 580.0, 510.0)","(10.0, 20.0, 18.75)","(21.0, 48.0, 33.11764705882353)","(3.6, 6.8, 6.533333333333333)"
