,Max Power,Incineration,Elite Alex,Nehalem,Cashing Cheques,Blackpool Ryan,Go Seek Kotoni,Tom Keeping
12-01-2023 18:49:21.287693,"(9.0, 14.0, 13.307692307692308)","(3.3, 3.9, 3.875)","(2.5, 3.15, 3.11)","(5.5, 6.8, 6.533333333333333)","(26.0, 50.0, 44.4)","(8.0, 10.5, 10.153846153846153)","(18.0, 27.0, 24.5625)","(26.0, 60.0, 56.0)"
12-01-2023 18:49:22.426268,"(9.0, 14.0, 13.307692307692308)","(3.3, 3.9, 3.822222222222222)","(2.5, 3.2, 3.0749999999999997)","(5.5, 6.6, 6.460869565217391)","(26.0, 50.0, 44.4)","(8.0, 10.5, 10.125)","(18.0, 27.0, 24.5625)","(26.0, 60.0, 57.5)"
12-01-2023 18:49:23.488342,"(9.0, 14.0, 13.307692307692308)","(3.3, 3.9, 3.822222222222222)","(2.5, 3.2, 3.0749999999999997)","(5.5, 6.6, 6.460869565217391)","(26.0, 50.0, 44.4)","(8.0, 10.5, 10.142857142857142)","(18.0, 27.0, 24.705882352941178)","(26.0, 60.0, 56.0)"
12-01-2023 18:49:24.587064,"(9.0, 14.0, 13.307692307692308)","(3.3, 3.9, 3.822222222222222)","(2.5, 3.2, 3.0749999999999997)","(5.5, 6.6, 6.460869565217391)","(26.0, 50.0, 44.4)","(8.0, 10.5, 10.291666666666666)","(18.0, 27.0, 24.225)","(26.0, 60.0, 57.5)"
12-01-2023 18:49:25.706183,"(9.0, 14.0, 13.307692307692308)","(3.3, 3.9, 3.822222222222222)","(2.5, 3.2, 3.0749999999999997)","(5.5, 6.6, 6.460869565217391)","(26.0, 50.0, 44.4)","(8.0, 10.5, 10.291666666666666)","(18.0, 27.0, 25.5)","(26.0, 60.0, 56.0)"
12-01-2023 18:49:26.805933,"(9.0, 14.0, 13.307692307692308)","(3.3, 3.9, 3.84)","(2.5, 3.2, 3.111764705882353)","(5.5, 6.6, 6.460869565217391)","(26.0, 50.0, 44.4)","(8.0, 10.5, 10.291666666666666)","(18.0, 26.0, 25.5)","(26.0, 60.0, 56.666666666666664)"
12-01-2023 18:49:27.930406,"(9.0, 14.0, 13.307692307692308)","(3.3, 3.9, 3.8045454545454547)","(2.5, 3.15, 3.107142857142857)","(5.5, 6.6, 6.460869565217391)","(26.0, 50.0, 44.4)","(8.0, 10.5, 10.291666666666666)","(18.0, 26.0, 25.5)","(26.0, 60.0, 56.0)"
12-01-2023 18:49:29.066574,"(9.0, 14.0, 13.307692307692308)","(3.3, 3.9, 3.84375)","(2.5, 3.15, 3.107142857142857)","(5.5, 6.6, 6.460869565217391)","(26.0, 50.0, 44.4)","(8.0, 10.5, 10.258064516129032)","(18.0, 26.0, 25.5)","(26.0, 60.0, 56.0)"
12-01-2023 18:49:30.197679,"(9.0, 14.0, 13.307692307692308)","(3.3, 3.9, 3.8499999999999996)","(2.5, 3.15, 3.107142857142857)","(5.5, 6.6, 6.460869565217391)","(26.0, 50.0, 44.4)","(8.0, 10.5, 10.291666666666666)","(18.0, 26.0, 25.5)","(26.0, 60.0, 57.5)"
12-01-2023 18:49:31.381566,"(9.0, 14.0, 13.307692307692308)","(3.3, 3.9, 3.83)","(2.5, 3.15, 3.107142857142857)","(5.5, 6.6, 6.460869565217391)","(26.0, 50.0, 44.4)","(8.0, 10.5, 10.291666666666666)","(18.0, 26.0, 25.5)","(26.0, 60.0, 56.0)"
12-01-2023 18:49:32.508630,"(9.0, 14.0, 13.307692307692308)","(3.3, 3.9, 3.8499999999999996)","(2.5, 3.15, 3.107142857142857)","(5.5, 6.6, 6.460869565217391)","(26.0, 50.0, 44.4)","(8.0, 10.5, 10.291666666666666)","(18.0, 26.0, 25.5)","(26.0, 60.0, 56.0)"
12-01-2023 18:49:33.673040,"(9.0, 14.0, 13.307692307692308)","(3.3, 3.9, 3.8499999999999996)","(2.5, 3.15, 3.125)","(5.5, 6.6, 6.406896551724138)","(26.0, 50.0, 44.4)","(8.0, 10.5, 10.291666666666666)","(18.0, 26.0, 25.5)","(26.0, 60.0, 57.5)"
12-01-2023 18:49:34.859433,"(9.0, 13.5, 13.214285714285714)","(3.3, 3.9, 3.83)","(2.5, 3.15, 3.125)","(5.5, 6.6, 6.406896551724138)","(26.0, 50.0, 44.4)","(8.0, 10.5, 10.291666666666666)","(18.0, 26.0, 25.5)","(26.0, 60.0, 56.0)"
12-01-2023 18:49:36.116190,"(9.0, 13.5, 12.666666666666666)","(3.3, 3.9, 3.85)","(2.5, 3.15, 3.125)","(5.5, 6.6, 6.406896551724138)","(26.0, 50.0, 44.4)","(8.0, 10.5, 10.258064516129032)","(18.0, 26.0, 25.5)","(26.0, 60.0, 57.5)"
12-01-2023 18:49:37.229459,"(9.0, 13.5, 12.666666666666666)","(3.3, 3.9, 3.819230769230769)","(2.5, 3.15, 3.125)","(5.5, 6.6, 6.406896551724138)","(26.0, 50.0, 44.4)","(8.0, 10.5, 10.258064516129032)","(18.0, 26.0, 25.5)","(26.0, 60.0, 56.0)"
12-01-2023 18:49:38.325574,"(9.0, 13.5, 12.625)","(3.3, 3.9, 3.85)","(2.5, 3.15, 3.125)","(5.5, 6.6, 6.406896551724138)","(26.0, 50.0, 44.4)","(8.0, 10.5, 10.291666666666666)","(18.0, 26.0, 25.5)","(26.0, 60.0, 57.5)"
12-01-2023 18:49:39.447972,"(9.0, 13.5, 12.625)","(3.3, 3.9, 3.8363636363636364)","(2.5, 3.15, 3.125)","(5.5, 6.6, 6.406896551724138)","(26.0, 50.0, 44.4)","(8.0, 10.5, 10.291666666666666)","(18.0, 26.0, 25.5)","(26.0, 60.0, 57.5)"
12-01-2023 18:49:40.773820,"(9.0, 13.5, 12.625)","(3.3, 3.9, 3.833333333333333)","(2.5, 3.15, 3.125)","(5.5, 6.6, 6.406896551724138)","(26.0, 50.0, 44.4)","(8.0, 10.5, 10.291666666666666)","(18.0, 26.0, 25.5)","(26.0, 60.0, 56.0)"
12-01-2023 18:49:41.999414,"(9.0, 13.5, 13.0625)","(3.3, 3.9, 3.833333333333333)","(2.5, 3.15, 3.125)","(5.5, 6.6, 6.406896551724138)","(26.0, 50.0, 44.4)","(8.0, 10.5, 10.291666666666666)","(18.0, 26.0, 25.5)","(26.0, 60.0, 56.0)"
12-01-2023 18:49:43.057240,"(9.0, 13.5, 13.0625)","(3.3, 3.9, 3.8249999999999997)","(2.5, 3.15, 3.125)","(5.5, 6.6, 6.406896551724138)","(26.0, 50.0, 45.130434782608695)","(8.0, 10.5, 10.291666666666666)","(18.0, 26.0, 25.5)","(26.0, 60.0, 57.5)"
12-01-2023 18:49:44.173200,"(9.0, 13.5, 12.625)","(3.3, 3.9, 3.8249999999999997)","(2.5, 3.15, 3.125)","(5.5, 6.6, 6.406896551724138)","(26.0, 50.0, 45.130434782608695)","(8.0, 10.5, 10.291666666666666)","(18.0, 26.0, 25.5)","(26.0, 60.0, 56.0)"
12-01-2023 18:49:45.330290,"(9.0, 13.5, 12.625)","(3.3, 3.9, 3.8)","(2.5, 3.15, 3.125)","(5.5, 6.6, 6.406896551724138)","(26.0, 50.0, 45.130434782608695)","(8.0, 10.5, 10.258064516129032)","(18.0, 26.0, 24.666666666666668)","(26.0, 60.0, 57.5)"
12-01-2023 18:49:46.494902,"(9.0, 13.5, 12.625)","(3.3, 3.9, 3.8)","(2.5, 3.15, 3.125)","(5.5, 6.6, 6.406896551724138)","(26.0, 50.0, 45.130434782608695)","(8.0, 10.5, 10.291666666666666)","(18.0, 26.0, 25.5)","(26.0, 60.0, 57.5)"
12-01-2023 18:49:47.629598,"(9.0, 13.5, 12.625)","(3.3, 3.9, 3.79)","(2.5, 3.15, 3.125)","(5.5, 6.6, 6.406896551724138)","(26.0, 50.0, 45.130434782608695)","(8.0, 10.5, 10.291666666666666)","(18.0, 26.0, 25.5)","(26.0, 60.0, 56.0)"
12-01-2023 18:49:48.757926,"(9.0, 13.5, 12.625)","(3.3, 3.85, 3.79)","(2.5, 3.15, 3.125)","(5.5, 6.6, 6.406896551724138)","(26.0, 50.0, 45.130434782608695)","(8.0, 10.5, 10.291666666666666)","(18.0, 26.0, 25.714285714285715)","(26.0, 60.0, 57.5)"
12-01-2023 18:49:49.900844,"(9.0, 13.0, 12.75)","(3.3, 3.85, 3.7785714285714285)","(2.5, 3.15, 3.125)","(5.5, 6.6, 6.406896551724138)","(26.0, 50.0, 45.130434782608695)","(8.0, 10.5, 10.318181818181818)","(18.0, 26.0, 25.77777777777778)","(26.0, 60.0, 57.5)"
12-01-2023 18:49:51.042651,"(9.0, 13.0, 12.25)","(3.3, 3.85, 3.7785714285714285)","(2.5, 3.15, 3.123684210526316)","(5.5, 6.6, 6.406896551724138)","(26.0, 50.0, 45.130434782608695)","(8.0, 10.5, 10.318181818181818)","(18.0, 26.0, 25.77777777777778)","(26.0, 60.0, 57.5)"
12-01-2023 18:49:52.169461,"(9.0, 13.0, 12.25)","(3.3, 3.85, 3.7785714285714285)","(2.5, 3.15, 3.123684210526316)","(5.5, 6.6, 6.406896551724138)","(26.0, 50.0, 45.130434782608695)","(8.0, 10.5, 10.306451612903226)","(18.0, 26.0, 25.77777777777778)","(26.0, 60.0, 56.0)"
12-01-2023 18:49:53.300813,"(9.0, 13.5, 13.3125)","(3.3, 3.85, 3.7785714285714285)","(2.5, 3.15, 3.1323529411764706)","(5.5, 6.6, 6.3875)","(26.0, 50.0, 45.130434782608695)","(8.0, 10.5, 10.306451612903226)","(18.0, 26.0, 25.77777777777778)","(26.0, 60.0, 56.0)"
12-01-2023 18:49:54.488884,"(9.0, 14.0, 13.571428571428571)","(3.3, 3.8, 3.7714285714285714)","(2.5, 3.15, 3.1323529411764706)","(5.5, 6.6, 6.3875)","(26.0, 50.0, 45.130434782608695)","(8.0, 10.5, 10.333333333333334)","(18.0, 26.0, 25.77777777777778)","(26.0, 60.0, 57.5)"
12-01-2023 18:49:55.652519,"(9.0, 14.0, 13.6)","(3.3, 3.8, 3.7285714285714286)","(2.5, 3.15, 3.1323529411764706)","(5.5, 6.6, 6.3875)","(26.0, 50.0, 45.130434782608695)","(8.0, 10.5, 10.375)","(18.0, 26.0, 25.77777777777778)","(26.0, 60.0, 57.5)"
12-01-2023 18:49:56.777209,"(9.0, 14.0, 13.6)","(3.3, 3.8, 3.7285714285714286)","(2.5, 3.15, 3.1323529411764706)","(5.5, 6.6, 6.3875)","(26.0, 50.0, 45.130434782608695)","(8.0, 10.5, 10.333333333333334)","(18.0, 26.0, 25.77777777777778)","(26.0, 60.0, 56.0)"
12-01-2023 18:49:57.806952,"(9.0, 14.0, 13.6)","(3.3, 3.8, 3.75)","(2.5, 3.15, 3.1323529411764706)","(5.5, 6.6, 6.3875)","(26.0, 50.0, 45.130434782608695)","(8.0, 10.5, 10.333333333333334)","(18.0, 26.0, 25.77777777777778)","(26.0, 60.0, 56.0)"
12-01-2023 18:49:58.888550,"(9.0, 14.0, 13.571428571428571)","(3.3, 3.8, 3.75)","(2.5, 3.15, 3.1323529411764706)","(5.5, 6.6, 6.3875)","(26.0, 50.0, 45.130434782608695)","(8.0, 10.5, 10.333333333333334)","(18.0, 26.0, 25.77777777777778)","(26.0, 60.0, 56.0)"
12-01-2023 18:49:59.960200,"(9.0, 14.0, 13.571428571428571)","(3.3, 3.8, 3.75)","(2.5, 3.15, 3.1323529411764706)","(5.5, 6.6, 6.3875)","(26.0, 50.0, 45.130434782608695)","(8.0, 10.5, 10.375)","(18.0, 26.0, 25.77777777777778)","(26.0, 60.0, 56.0)"
12-01-2023 18:50:00.975126,"(9.0, 14.0, 13.571428571428571)","(3.3, 3.75, 3.7416666666666667)","(2.5, 3.15, 3.1323529411764706)","(5.5, 6.6, 6.3875)","(26.0, 50.0, 45.130434782608695)","(8.0, 10.5, 10.375)","(18.0, 26.0, 25.77777777777778)","(26.0, 60.0, 56.0)"
12-01-2023 18:50:02.073514,"(9.0, 14.0, 13.571428571428571)","(3.3, 3.7, 3.68)","(2.5, 3.2, 3.14)","(5.5, 6.6, 6.3875)","(26.0, 50.0, 45.130434782608695)","(8.0, 10.5, 10.375)","(18.0, 26.0, 25.77777777777778)","(26.0, 60.0, 56.0)"
12-01-2023 18:50:03.214681,"(9.0, 14.0, 13.571428571428571)","(3.3, 3.7, 3.6625)","(2.5, 3.2, 3.1416666666666666)","(5.5, 6.6, 6.430769230769231)","(26.0, 50.0, 45.130434782608695)","(8.0, 10.5, 10.375)","(18.0, 26.0, 24.533333333333335)","(26.0, 60.0, 57.5)"
12-01-2023 18:50:04.297464,"(9.0, 14.0, 13.571428571428571)","(3.3, 3.6, 3.575)","(2.5, 3.2, 3.166666666666667)","(5.5, 6.6, 6.388235294117647)","(26.0, 50.0, 45.130434782608695)","(8.0, 10.5, 10.382352941176471)","(18.0, 27.0, 24.533333333333335)","(26.0, 60.0, 57.5)"
12-01-2023 18:50:05.426186,"(9.0, 14.0, 13.444444444444445)","(3.3, 3.65, 3.6166666666666667)","(2.5, 3.25, 3.1357142857142857)","(5.5, 6.6, 6.382857142857143)","(26.0, 50.0, 44.4)","(8.0, 10.5, 10.382352941176471)","(18.0, 27.0, 25.05263157894737)","(26.0, 60.0, 56.0)"
12-01-2023 18:50:06.488494,"(9.0, 14.0, 13.2)","(3.3, 3.6, 3.5)","(2.5, 3.25, 3.1456521739130436)","(5.5, 6.6, 6.382857142857143)","(26.0, 50.0, 44.4)","(8.0, 10.5, 10.382352941176471)","(18.0, 27.0, 26.333333333333332)","(26.0, 60.0, 57.5)"
12-01-2023 18:50:07.692372,"(9.0, 14.0, 13.555555555555555)","(3.3, 3.55, 3.5374999999999996)","(2.5, 3.15, 3.1142857142857143)","(5.5, 6.6, 6.388888888888888)","(26.0, 50.0, 44.4)","(8.0, 10.5, 10.362068965517242)","(18.0, 27.0, 27.045454545454547)","(26.0, 60.0, 56.0)"
12-01-2023 18:50:08.815229,"(10.0, 14.0, 13.6)","(3.2, 3.55, 3.5357142857142856)","(2.5, 3.15, 3.1142857142857143)","(5.5, 6.6, 6.388888888888888)","(26.0, 50.0, 44.4)","(8.0, 10.5, 10.382352941176471)","(18.0, 28.0, 26.5)","(26.0, 60.0, 56.0)"
12-01-2023 18:50:09.927314,"(10.0, 14.0, 13.636363636363637)","(3.2, 3.6, 3.48)","(2.5, 3.15, 3.1258620689655174)","(5.5, 6.6, 6.478571428571429)","(26.0, 50.0, 44.81481481481482)","(8.0, 10.5, 10.875)","(18.0, 28.0, 26.8)","(26.0, 60.0, 58.84615384615385)"
12-01-2023 18:50:11.022101,"(10.0, 13.5, 12.461538461538462)","(3.2, 3.55, 3.5142857142857142)","(2.5, 3.25, 3.1258620689655174)","(5.5, 6.6, 6.475862068965517)","(26.0, 50.0, 44.81481481481482)","(8.0, 11.0, 11.14102564102564)","(18.0, 27.0, 26.09090909090909)","(26.0, 60.0, 77.22222222222223)"
12-01-2023 18:50:12.127663,"(10.0, 13.5, 12.625)","(3.1, 3.55, 3.49375)","(2.5, 3.2, 3.125)","(5.5, 6.6, 6.456)","(26.0, 50.0, 44.81481481481482)","(8.0, 11.5, 11.157894736842104)","(18.0, 27.0, 26.09090909090909)","(26.0, 80.0, 77.94117647058823)"
12-01-2023 18:50:13.192033,"(10.0, 13.5, 12.696428571428571)","(3.1, 3.55, 3.488888888888889)","(2.5, 3.25, 3.118)","(5.5, 6.6, 6.421052631578948)","(26.0, 50.0, 45.483870967741936)","(8.0, 11.5, 11.157894736842104)","(18.0, 27.0, 26.09090909090909)","(26.0, 85.0, 77.5)"
12-01-2023 18:50:14.292401,"(10.0, 13.0, 12.153846153846153)","(3.1, 3.85, 3.7785714285714285)","(2.5, 3.15, 3.0666666666666664)","(5.5, 6.6, 6.438461538461539)","(26.0, 48.0, 47.42857142857143)","(8.0, 11.5, 11.055555555555555)","(18.0, 27.0, 25.5)","(26.0, 85.0, 77.5)"
12-01-2023 18:50:15.373086,"(10.0, 13.0, 12.153846153846153)","(3.1, 3.85, 3.781578947368421)","(2.5, 3.1, 3.0742857142857143)","(5.5, 6.6, 6.35)","(26.0, 50.0, 44.81481481481482)","(8.0, 11.5, 11.152173913043478)","(18.0, 26.0, 25.5)","(26.0, 85.0, 77.5)"
12-01-2023 18:50:16.444553,"(10.0, 13.0, 12.153846153846153)","(3.1, 3.85, 3.72)","(2.5, 3.1, 3.086666666666667)","(5.5, 6.6, 6.3538461538461535)","(26.0, 48.0, 47.55555555555556)","(8.5, 11.5, 11.136363636363637)","(19.0, 26.0, 25.75)","(26.0, 85.0, 70.58823529411765)"
12-01-2023 18:50:17.523247,"(10.0, 13.0, 12.153846153846153)","(3.1, 3.85, 3.757142857142857)","(2.5, 3.1, 3.061904761904762)","(5.5, 6.6, 6.3538461538461535)","(26.0, 48.0, 47.55555555555556)","(8.5, 11.5, 11.136363636363637)","(19.0, 26.0, 25.714285714285715)","(26.0, 80.0, 64.0)"
12-01-2023 18:50:18.603181,"(10.0, 13.0, 12.153846153846153)","(3.1, 3.85, 3.757142857142857)","(2.5, 3.1, 3.061904761904762)","(5.5, 6.6, 6.3538461538461535)","(26.0, 48.0, 47.0)","(8.5, 11.5, 11.136363636363637)","(19.0, 26.0, 25.714285714285715)","(26.0, 80.0, 71.11111111111111)"
12-01-2023 18:50:19.688593,"(10.0, 13.0, 12.153846153846153)","(3.1, 3.85, 3.763333333333333)","(2.5, 3.1, 3.061904761904762)","(5.5, 6.6, 6.3538461538461535)","(26.0, 48.0, 47.27272727272727)","(8.5, 11.5, 11.136363636363637)","(19.0, 26.0, 25.714285714285715)","(26.0, 80.0, 71.11111111111111)"
12-01-2023 18:50:20.756132,"(10.0, 13.0, 12.083333333333334)","(3.1, 3.85, 3.757142857142857)","(2.5, 3.1, 3.068421052631579)","(5.5, 6.6, 6.3538461538461535)","(26.0, 48.0, 47.38461538461539)","(8.5, 11.5, 11.144444444444444)","(19.0, 26.0, 25.714285714285715)","(26.0, 80.0, 71.11111111111111)"
12-01-2023 18:50:21.823778,"(10.0, 12.5, 12.433333333333334)","(3.1, 3.85, 3.756666666666667)","(2.5, 3.1, 3.068421052631579)","(5.5, 6.6, 6.3538461538461535)","(26.0, 50.0, 45.3125)","(8.5, 11.5, 11.144444444444444)","(19.0, 26.0, 25.714285714285715)","(26.0, 80.0, 71.11111111111111)"
12-01-2023 18:50:23.181805,"(10.0, 12.5, 12.318181818181818)","(3.1, 3.85, 3.71)","(2.5, 3.1, 3.0617647058823527)","(5.5, 6.6, 6.3428571428571425)","(26.0, 50.0, 45.3125)","(8.5, 11.5, 11.192307692307692)","(19.0, 26.0, 25.75)","(26.0, 80.0, 71.11111111111111)"
12-01-2023 18:50:24.322660,"(10.0, 12.5, 12.318181818181818)","(3.1, 3.85, 3.71)","(2.5, 3.15, 3.0617647058823527)","(5.5, 6.6, 6.3428571428571425)","(26.0, 50.0, 45.3125)","(8.5, 11.5, 11.154545454545454)","(19.0, 26.0, 24.666666666666668)","(26.0, 80.0, 71.11111111111111)"
12-01-2023 18:50:25.706743,"(10.0, 12.5, 11.9)","(3.1, 3.9, 3.8895522388059702)","(2.5, 3.1, 3.0833333333333335)","(5.5, 6.6, 6.336585365853659)","(26.0, 50.0, 45.38461538461539)","(8.5, 11.5, 11.142857142857142)","(19.0, 25.0, 24.5)","(26.0, 80.0, 71.11111111111111)"
12-01-2023 18:50:26.815042,"(10.0, 12.5, 12.15625)","(3.1, 3.9, 3.88)","(2.5, 3.1, 3.09375)","(5.5, 6.6, 6.347368421052631)","(26.0, 50.0, 42.5)","(8.5, 11.5, 11.142857142857142)","(19.0, 25.0, 24.307692307692307)","(26.0, 80.0, 67.6923076923077)"
12-01-2023 18:50:27.936254,"(10.0, 12.0, 11.6875)","(3.1, 3.9, 3.8745098039215686)","(2.5, 3.1, 3.061111111111111)","(5.5, 6.6, 6.3538461538461535)","(26.0, 50.0, 42.5)","(8.5, 11.5, 10.983333333333333)","(19.0, 26.0, 24.4)","(26.0, 80.0, 70.58823529411765)"
12-01-2023 18:50:29.004348,"(10.0, 12.0, 11.8)","(3.1, 3.9, 3.867272727272727)","(2.5, 3.1, 3.075)","(5.5, 6.6, 6.35)","(26.0, 50.0, 44.285714285714285)","(8.5, 11.0, 10.983333333333333)","(19.0, 25.0, 24.4)","(26.0, 80.0, 70.58823529411765)"
12-01-2023 18:50:30.139750,"(10.0, 12.5, 12.277777777777779)","(3.1, 3.9, 3.8680555555555554)","(2.5, 3.1, 3.073076923076923)","(5.5, 6.6, 6.3538461538461535)","(26.0, 50.0, 42.5)","(8.5, 11.5, 11.115384615384615)","(19.0, 25.0, 24.133333333333333)","(26.0, 80.0, 70.58823529411765)"
12-01-2023 18:50:31.254903,"(10.0, 12.5, 12.0)","(3.1, 3.9, 3.8680555555555554)","(2.5, 3.15, 3.0689189189189188)","(5.5, 6.6, 6.3538461538461535)","(26.0, 50.0, 42.5)","(8.5, 11.5, 11.115384615384615)","(19.0, 25.0, 24.133333333333333)","(26.0, 80.0, 70.58823529411765)"
12-01-2023 18:50:32.466167,"(10.0, 12.5, 12.166666666666666)","(3.1, 3.9, 3.8616666666666664)","(2.5, 3.15, 3.071212121212121)","(5.5, 6.6, 6.336363636363636)","(26.0, 50.0, 45.130434782608695)","(8.5, 11.5, 11.160714285714286)","(19.0, 25.0, 24.133333333333333)","(26.0, 80.0, 62.22222222222222)"
12-01-2023 18:50:33.583036,"(10.0, 12.5, 12.045454545454545)","(3.1, 3.9, 3.864912280701754)","(2.5, 3.15, 3.071212121212121)","(5.5, 6.6, 6.336363636363636)","(26.0, 50.0, 45.130434782608695)","(8.5, 11.5, 11.160714285714286)","(19.0, 25.0, 24.153846153846153)","(26.0, 80.0, 62.22222222222222)"
12-01-2023 18:50:34.756786,"(10.0, 12.5, 12.1875)","(3.2, 3.85, 3.844047619047619)","(2.5, 3.15, 3.071212121212121)","(5.5, 6.6, 6.336363636363636)","(26.0, 50.0, 45.86206896551724)","(8.5, 11.5, 11.160714285714286)","(19.0, 25.0, 24.153846153846153)","(26.0, 80.0, 62.22222222222222)"
12-01-2023 18:50:36.002390,"(10.0, 12.5, 12.1875)","(3.2, 3.85, 3.8343137254901962)","(2.5, 3.15, 3.071212121212121)","(5.5, 6.6, 6.34054054054054)","(26.0, 50.0, 45.86206896551724)","(8.5, 11.5, 11.160714285714286)","(19.0, 25.0, 24.25)","(26.0, 80.0, 62.5)"
12-01-2023 18:50:37.189608,"(10.0, 12.5, 12.1875)","(3.2, 3.85, 3.827142857142857)","(2.5, 3.15, 3.071212121212121)","(5.5, 6.6, 6.323076923076923)","(26.0, 50.0, 45.86206896551724)","(8.5, 11.5, 11.127450980392156)","(19.0, 25.0, 24.571428571428573)","(26.0, 75.0, 61.5)"
12-01-2023 18:50:38.251407,"(10.0, 12.5, 12.1875)","(3.2, 3.85, 3.806756756756757)","(2.5, 3.15, 3.071212121212121)","(5.5, 6.6, 6.333333333333333)","(26.0, 50.0, 45.86206896551724)","(8.5, 11.5, 11.10377358490566)","(19.0, 26.0, 24.88888888888889)","(26.0, 75.0, 64.61538461538461)"
12-01-2023 18:50:39.315366,"(10.0, 12.5, 12.261904761904763)","(3.2, 3.85, 3.77)","(2.5, 3.15, 3.0537037037037034)","(5.5, 6.6, 6.311627906976744)","(26.0, 50.0, 45.86206896551724)","(8.5, 11.5, 11.15)","(19.0, 26.0, 24.88888888888889)","(26.0, 75.0, 65.83333333333333)"
12-01-2023 18:50:40.408415,"(10.0, 12.5, 12.40909090909091)","(3.2, 3.85, 3.7733333333333334)","(2.5, 3.15, 3.0566666666666666)","(5.5, 6.6, 6.311627906976744)","(26.0, 50.0, 42.5)","(8.5, 11.5, 11.18421052631579)","(19.0, 26.0, 24.88888888888889)","(26.0, 75.0, 62.30769230769231)"
12-01-2023 18:50:41.552122,"(10.0, 12.5, 12.40909090909091)","(3.2, 3.85, 3.778)","(2.5, 3.15, 3.0566666666666666)","(5.5, 6.6, 6.311627906976744)","(26.0, 50.0, 45.6)","(8.5, 11.5, 11.18421052631579)","(19.0, 26.0, 24.88888888888889)","(26.0, 75.0, 66.75)"
12-01-2023 18:50:42.665575,"(10.0, 12.5, 12.40909090909091)","(3.2, 3.85, 3.7375000000000003)","(2.5, 3.15, 3.0863636363636364)","(5.5, 6.6, 6.317073170731708)","(26.0, 48.0, 42.666666666666664)","(8.5, 11.5, 11.15)","(19.0, 26.0, 24.88888888888889)","(26.0, 75.0, 62.30769230769231)"
12-01-2023 18:50:43.817578,"(10.0, 12.5, 12.38888888888889)","(3.2, 3.85, 3.7375000000000003)","(2.5, 3.15, 3.067647058823529)","(5.5, 6.6, 6.317073170731708)","(26.0, 48.0, 42.666666666666664)","(8.5, 11.5, 11.15)","(19.0, 26.0, 24.88888888888889)","(26.0, 75.0, 64.0)"
12-01-2023 18:50:44.911420,"(10.0, 12.5, 12.38888888888889)","(3.2, 3.85, 3.7444444444444445)","(2.5, 3.15, 3.0999999999999996)","(5.5, 6.6, 6.341176470588235)","(26.0, 48.0, 42.666666666666664)","(8.5, 11.5, 11.18421052631579)","(19.0, 26.0, 24.88888888888889)","(26.0, 75.0, 68.88888888888889)"
12-01-2023 18:50:46.006312,"(10.0, 12.5, 12.38888888888889)","(3.2, 3.85, 3.7444444444444445)","(2.5, 3.15, 3.0999999999999996)","(5.5, 6.6, 6.348571428571429)","(26.0, 48.0, 42.666666666666664)","(8.5, 11.5, 11.18421052631579)","(19.0, 26.0, 24.88888888888889)","(31.0, 75.0, 68.65384615384616)"
12-01-2023 18:50:47.160759,"(10.0, 12.5, 12.38888888888889)","(3.2, 3.85, 3.736)","(2.5, 3.15, 3.107142857142857)","(5.5, 6.6, 6.348571428571429)","(26.0, 48.0, 42.666666666666664)","(8.5, 11.5, 11.178571428571429)","(19.0, 26.0, 24.88888888888889)","(31.0, 75.0, 68.65384615384616)"
12-01-2023 18:50:48.203662,"(10.0, 12.5, 12.38888888888889)","(3.2, 3.85, 3.7375000000000003)","(2.5, 3.15, 3.1)","(5.5, 6.6, 6.318181818181818)","(26.0, 48.0, 42.666666666666664)","(8.5, 11.5, 11.14406779661017)","(19.0, 26.0, 24.88888888888889)","(31.0, 75.0, 68.65384615384616)"
12-01-2023 18:50:49.314409,"(10.0, 12.5, 12.42)","(3.2, 3.85, 3.7272727272727275)","(2.5, 3.15, 3.098148148148148)","(5.5, 6.6, 6.318181818181818)","(26.0, 48.0, 42.666666666666664)","(8.5, 11.5, 11.14406779661017)","(19.0, 26.0, 24.88888888888889)","(31.0, 75.0, 68.65384615384616)"
12-01-2023 18:50:50.931240,"(10.0, 12.5, 12.431034482758621)","(3.2, 3.85, 3.7243243243243245)","(2.5, 3.15, 3.098148148148148)","(5.5, 6.6, 6.318181818181818)","(26.0, 48.0, 46.588235294117645)","(8.5, 11.5, 11.14406779661017)","(19.0, 26.0, 25.047619047619047)","(31.0, 75.0, 68.65384615384616)"
12-01-2023 18:50:52.162490,"(10.0, 12.5, 12.431034482758621)","(3.2, 3.85, 3.7243243243243245)","(2.5, 3.15, 3.098148148148148)","(5.5, 6.6, 6.325)","(26.0, 48.0, 47.2)","(8.5, 11.5, 11.129032258064516)","(19.0, 26.0, 25.047619047619047)","(31.0, 75.0, 68.65384615384616)"
12-01-2023 18:50:53.361416,"(10.0, 12.5, 12.433333333333334)","(3.2, 3.85, 3.725609756097561)","(2.5, 3.15, 3.0907407407407406)","(5.5, 6.6, 6.325)","(26.0, 48.0, 47.2)","(8.5, 11.5, 11.129032258064516)","(19.0, 26.0, 25.047619047619047)","(31.0, 75.0, 68.65384615384616)"
