,Julius Franco,Maharajah Nz,Assassinator,Sir Lucas,Joes A Character,Motu Premier Nz,Stroke Of Luck,Hesashark,Culture King
07-01-2023 19:12:15.634997,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.14, 1.9977777777777779)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:17.071388,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.14, 1.9977777777777779)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:18.542034,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.14, 1.9977777777777779)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:19.877308,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.14, 1.9977777777777779)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:21.255482,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.14, 1.9977777777777779)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:22.578942,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.14, 1.9977777777777779)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:23.907109,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.14, 1.9977777777777779)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:25.123187,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.14, 1.9977777777777779)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:26.477559,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.14, 1.9977777777777779)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:27.681160,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.14, 1.9977777777777779)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:28.904780,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.14, 1.9977777777777779)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:30.117864,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.14, 1.9977777777777779)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:31.390585,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.14, 1.9977777777777779)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:32.717648,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.14, 1.9977777777777779)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:34.020781,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.14, 1.9977777777777779)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:35.277341,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.14, 1.9977777777777779)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:36.609951,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.14, 1.9977777777777779)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:37.978970,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.12, 2.02)","(26.0, 65.0, 56.8)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:39.308613,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.12, 2.02)","(26.0, 65.0, 56.8)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:40.813946,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.12, 2.02)","(26.0, 65.0, 56.8)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:42.085275,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.12, 2.02)","(26.0, 65.0, 56.8)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:43.303530,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.12, 2.02)","(26.0, 65.0, 56.8)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:44.581539,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.12, 2.02)","(26.0, 65.0, 56.8)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:45.871682,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.12, 2.02)","(26.0, 65.0, 56.8)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:47.159985,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.12, 2.02)","(26.0, 65.0, 56.8)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:48.515130,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.12, 2.02)","(26.0, 65.0, 56.8)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:49.818943,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.12, 2.02)","(26.0, 65.0, 56.8)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:51.191217,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.12, 2.02)","(26.0, 65.0, 56.8)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:52.557802,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.12, 2.02)","(26.0, 65.0, 56.8)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:53.811094,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.12, 2.02)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:55.001358,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.12, 2.02)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:56.286195,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.12, 2.02)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:57.672639,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.12, 2.02)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:12:59.029381,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.12, 2.006666666666667)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:00.532577,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.1, 2.006666666666667)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:02.042196,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.1, 2.006666666666667)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:03.699074,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.1, 2.006666666666667)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:05.229571,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.1, 2.006666666666667)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:06.730843,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.1, 2.006666666666667)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:08.148077,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.1, 2.006666666666667)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:09.590955,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.1, 2.006666666666667)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:10.990497,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.1, 2.006666666666667)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:12.440876,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.1, 2.006666666666667)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:13.807621,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.1, 2.006666666666667)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:15.078965,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.1, 2.006666666666667)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:16.354940,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.1, 2.006666666666667)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:17.612750,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.1, 2.006666666666667)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:18.954236,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.1, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:20.259952,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:21.475149,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:22.788297,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:24.059829,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:25.342710,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:26.629254,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:27.912673,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:29.185230,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:30.328647,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:31.458954,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:32.758931,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:34.072516,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:35.395657,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:36.754619,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:38.084547,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:39.476720,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:40.742357,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:41.996259,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:43.211806,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:44.479214,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:45.669118,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:46.877734,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:48.062409,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:49.329045,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:50.682793,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:51.930502,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:53.187292,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:54.404194,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:55.680811,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:57.064219,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:58.339593,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:13:59.845791,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:14:01.457009,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:14:02.957191,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
07-01-2023 19:14:04.463016,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 198.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 8.781818181818183)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 129.375)"
