,Rhythmic Ruler,Emjay,Steinbeck,East Of India,Potential Grizzly,Math Man Marco,Pour Me A Double
15-12-2022 12:12:18.847388,"(11.0, 15.5, 13.807692307692308)","(8.0, 11.0, 10.5)","(2.1, 2.54, 2.5044444444444443)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.846153846153847)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:12:19.832527,"(11.0, 15.5, 13.807692307692308)","(8.0, 11.0, 10.5)","(2.1, 2.54, 2.5044444444444443)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.846153846153847)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:12:20.879285,"(11.0, 15.5, 13.944444444444445)","(8.0, 11.0, 10.5)","(2.1, 2.54, 2.5044444444444443)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.846153846153847)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:12:21.867007,"(11.0, 15.5, 13.944444444444445)","(8.0, 11.0, 10.5)","(2.1, 2.54, 2.5044444444444443)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.846153846153847)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:12:22.953258,"(11.0, 15.5, 13.944444444444445)","(8.0, 11.5, 10.48)","(2.1, 2.54, 2.5044444444444443)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.846153846153847)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:12:23.974542,"(11.0, 15.5, 13.944444444444445)","(8.0, 11.5, 10.48)","(2.1, 2.54, 2.5044444444444443)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.846153846153847)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:12:25.068282,"(11.0, 15.5, 13.944444444444445)","(8.0, 11.5, 10.48)","(2.1, 2.54, 2.5044444444444443)","(10.0, 13.0, 12.5)","(15.0, 22.0, 21.11764705882353)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:12:26.126666,"(11.0, 15.5, 13.944444444444445)","(8.0, 11.5, 10.48)","(2.1, 2.54, 2.5044444444444443)","(10.0, 13.0, 12.5)","(15.0, 22.0, 21.464285714285715)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:12:27.070348,"(11.0, 15.5, 13.944444444444445)","(8.0, 11.5, 10.48)","(2.1, 2.54, 2.5044444444444443)","(10.0, 13.0, 12.5)","(15.0, 22.0, 21.464285714285715)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:12:28.047793,"(11.0, 15.0, 14.5)","(8.0, 11.0, 10.5)","(2.1, 2.54, 2.5044444444444443)","(10.0, 13.0, 12.5)","(15.0, 22.0, 18.5)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:12:28.954041,"(11.0, 15.0, 14.5)","(8.0, 11.0, 10.5)","(2.1, 2.54, 2.5044444444444443)","(10.0, 13.0, 12.5)","(15.0, 22.0, 18.5)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.125)"
15-12-2022 12:12:29.900945,"(11.0, 15.0, 14.5)","(8.0, 11.0, 10.5)","(2.1, 2.54, 2.5044444444444443)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 20.444444444444443)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.9375)"
15-12-2022 12:12:30.905175,"(11.0, 15.0, 14.5)","(8.0, 11.0, 10.5)","(2.1, 2.54, 2.5044444444444443)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.444444444444443)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.9375)"
15-12-2022 12:12:31.941344,"(11.0, 15.0, 14.5)","(8.0, 11.0, 10.5)","(2.1, 2.54, 2.5225)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.444444444444443)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.9375)"
15-12-2022 12:12:33.003304,"(11.0, 15.0, 14.5)","(8.0, 11.0, 10.5)","(2.1, 2.54, 2.5225)","(10.0, 13.0, 12.5)","(15.0, 22.0, 18.75)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.9375)"
15-12-2022 12:12:34.097687,"(11.0, 15.0, 14.5)","(8.0, 11.0, 10.5)","(2.1, 2.54, 2.5225)","(10.0, 13.0, 12.5)","(15.0, 22.0, 18.75)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.9375)"
15-12-2022 12:12:35.212568,"(11.0, 15.0, 14.5)","(8.0, 11.0, 10.5)","(2.1, 2.54, 2.5)","(10.0, 13.0, 12.5)","(15.0, 22.0, 18.75)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.9375)"
15-12-2022 12:12:36.241224,"(11.0, 15.0, 14.5)","(8.0, 11.0, 10.5)","(2.1, 2.54, 2.5)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.555555555555557)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.9375)"
15-12-2022 12:12:37.231090,"(11.0, 15.0, 14.5)","(8.0, 11.0, 10.5)","(2.1, 2.54, 2.5)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.555555555555557)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.9375)"
15-12-2022 12:12:38.215969,"(11.0, 15.0, 14.5)","(8.0, 11.0, 10.5)","(2.1, 2.54, 2.5)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.555555555555557)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.9375)"
15-12-2022 12:12:39.140138,"(11.0, 15.0, 14.5)","(8.0, 11.0, 10.2)","(2.1, 2.54, 2.5329411764705885)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.555555555555557)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.9375)"
15-12-2022 12:12:40.069878,"(11.0, 15.0, 14.5)","(8.0, 11.0, 10.2)","(2.1, 2.54, 2.5329411764705885)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.555555555555557)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.9375)"
15-12-2022 12:12:41.078107,"(11.0, 15.0, 14.5)","(8.0, 11.0, 10.2)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.555555555555557)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.9375)"
15-12-2022 12:12:42.083265,"(11.0, 15.0, 13.333333333333334)","(8.0, 11.0, 10.280000000000001)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.555555555555557)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.9375)"
15-12-2022 12:12:43.106429,"(11.0, 14.5, 13.5)","(8.0, 11.0, 10.280000000000001)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.555555555555557)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.9375)"
15-12-2022 12:12:44.138964,"(11.0, 14.5, 13.5)","(8.0, 11.0, 10.485714285714286)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 20.555555555555557)","(4.0, 5.1, 4.911764705882352)","(9.0, 12.5, 12.125)"
15-12-2022 12:12:45.188567,"(11.0, 14.5, 13.5)","(8.0, 11.0, 10.485714285714286)","(2.1, 2.54, 2.517777777777778)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 20.555555555555557)","(4.0, 5.1, 4.911764705882352)","(9.0, 12.5, 12.125)"
15-12-2022 12:12:46.216387,"(11.0, 14.5, 13.5)","(8.0, 11.0, 10.485714285714286)","(2.1, 2.54, 2.513333333333333)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 20.555555555555557)","(4.0, 5.1, 4.876744186046511)","(9.0, 12.5, 12.125)"
15-12-2022 12:12:47.213936,"(11.0, 14.5, 13.5)","(8.0, 11.0, 10.485714285714286)","(2.1, 2.54, 2.5285714285714285)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:12:48.209785,"(11.0, 14.5, 13.5)","(8.0, 11.0, 10.485714285714286)","(2.1, 2.54, 2.5285714285714285)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:12:49.185596,"(11.0, 14.5, 13.5)","(8.0, 11.0, 10.485714285714286)","(2.1, 2.54, 2.5285714285714285)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:12:50.134856,"(11.0, 14.5, 13.5)","(8.0, 11.0, 10.485714285714286)","(2.1, 2.54, 2.5285714285714285)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:12:51.082222,"(11.0, 14.5, 13.5)","(8.0, 11.0, 10.485714285714286)","(2.1, 2.54, 2.5285714285714285)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:12:52.055527,"(11.0, 14.5, 13.5)","(8.0, 11.0, 10.485714285714286)","(2.1, 2.54, 2.5285714285714285)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.84375)"
15-12-2022 12:12:53.080465,"(11.0, 14.5, 13.5)","(8.0, 11.0, 10.485714285714286)","(2.1, 2.54, 2.5285714285714285)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.84375)"
15-12-2022 12:12:54.068339,"(11.0, 15.0, 13.333333333333334)","(8.0, 10.5, 10.36)","(2.1, 2.54, 2.5285714285714285)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.84375)"
15-12-2022 12:12:55.069332,"(11.0, 15.0, 13.333333333333334)","(8.0, 10.5, 10.36)","(2.1, 2.54, 2.5285714285714285)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 20.0)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.84375)"
15-12-2022 12:12:56.063589,"(11.0, 14.5, 13.5)","(8.0, 10.5, 10.15)","(2.1, 2.54, 2.5285714285714285)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 20.0)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.84375)"
15-12-2022 12:12:57.006776,"(11.0, 14.5, 13.5)","(8.0, 10.5, 10.15)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 20.0)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.84375)"
15-12-2022 12:12:58.021998,"(11.0, 14.5, 13.5)","(8.0, 10.5, 10.15)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 20.0)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.84375)"
15-12-2022 12:12:58.997426,"(11.0, 14.5, 13.5)","(8.0, 10.5, 10.15)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 19.833333333333332)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:13:00.035549,"(11.0, 14.5, 13.5)","(8.0, 10.5, 10.15)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 19.833333333333332)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:13:01.214483,"(11.0, 14.5, 13.5)","(8.0, 10.5, 10.15)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 19.833333333333332)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:13:02.340623,"(11.0, 14.5, 13.5)","(8.0, 10.5, 10.15)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 19.833333333333332)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:13:03.419610,"(11.0, 14.5, 13.5)","(8.0, 9.8, 9.058536585365854)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 19.833333333333332)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:13:04.484083,"(11.0, 14.5, 13.5)","(8.0, 9.8, 9.058536585365854)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 19.833333333333332)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:13:05.548764,"(11.0, 14.5, 14.264705882352942)","(8.0, 9.8, 9.614634146341464)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 19.833333333333332)","(4.0, 5.1, 4.809090909090909)","(9.0, 12.5, 12.125)"
15-12-2022 12:13:06.684059,"(11.0, 14.5, 14.411764705882353)","(8.0, 9.8, 9.058536585365854)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 19.833333333333332)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:13:07.691635,"(11.0, 14.5, 14.411764705882353)","(8.0, 9.8, 9.058536585365854)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 19.833333333333332)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:13:08.632075,"(11.0, 14.5, 14.411764705882353)","(8.0, 9.8, 9.058536585365854)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(15.0, 22.0, 19.833333333333332)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:13:09.640067,"(11.0, 15.0, 14.72972972972973)","(8.0, 9.8, 9.058536585365854)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(15.0, 24.0, 17.928571428571427)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:13:10.708996,"(11.0, 15.0, 14.72972972972973)","(8.0, 9.8, 9.058536585365854)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(15.0, 24.0, 17.928571428571427)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:13:11.735404,"(11.0, 15.0, 14.72972972972973)","(8.0, 9.8, 9.429268292682927)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(15.0, 24.0, 17.928571428571427)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:13:12.762411,"(11.0, 15.0, 14.72972972972973)","(8.0, 9.8, 9.429268292682927)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(15.0, 24.0, 18.333333333333332)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:13:13.894504,"(11.0, 15.0, 14.72972972972973)","(8.0, 9.8, 9.429268292682927)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(15.0, 24.0, 19.25)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:13:14.913352,"(11.0, 14.5, 14.411764705882353)","(8.0, 9.8, 9.429268292682927)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(14.0, 23.0, 19.25)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:13:16.026452,"(11.0, 14.5, 14.411764705882353)","(8.0, 9.8, 9.429268292682927)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(14.0, 23.0, 19.25)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:13:17.084034,"(11.0, 14.5, 14.41891891891892)","(8.0, 9.8, 9.429268292682927)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(14.0, 23.0, 19.25)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:13:18.084887,"(11.0, 14.5, 14.41891891891892)","(8.0, 9.8, 9.429268292682927)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(14.0, 23.0, 19.25)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:13:19.079258,"(11.0, 14.5, 14.41891891891892)","(8.0, 9.8, 9.429268292682927)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(14.0, 23.0, 19.25)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:13:20.105186,"(11.0, 14.5, 14.214285714285714)","(8.0, 9.8, 9.429268292682927)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(14.0, 23.0, 19.25)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:13:21.150011,"(11.0, 14.5, 14.214285714285714)","(8.0, 9.8, 9.429268292682927)","(2.1, 2.54, 2.52)","(10.0, 13.0, 12.615384615384615)","(14.0, 23.0, 19.25)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 12.125)"
15-12-2022 12:13:22.197489,"(11.0, 14.5, 14.214285714285714)","(8.0, 9.8, 9.429268292682927)","(2.1, 2.54, 2.52)","(10.0, 14.0, 14.666666666666666)","(14.0, 23.0, 18.0)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.9375)"
15-12-2022 12:13:23.403827,"(11.0, 14.5, 14.214285714285714)","(8.0, 9.8, 9.429268292682927)","(2.1, 2.54, 2.52)","(10.0, 16.0, 13.588235294117647)","(14.0, 23.0, 18.0)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.9375)"
15-12-2022 12:13:24.441012,"(11.0, 14.5, 14.214285714285714)","(8.0, 9.8, 9.429268292682927)","(2.1, 2.54, 2.52)","(10.0, 16.5, 15.0)","(14.0, 23.0, 18.75)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.9375)"
15-12-2022 12:13:25.453342,"(11.0, 14.5, 14.214285714285714)","(8.0, 9.8, 9.429268292682927)","(2.1, 2.54, 2.52)","(10.0, 16.0, 15.195652173913043)","(14.0, 22.0, 18.75)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.9375)"
15-12-2022 12:13:26.613588,"(11.0, 15.0, 14.25)","(8.0, 9.8, 9.429268292682927)","(2.1, 2.54, 2.52)","(10.0, 15.5, 15.195652173913043)","(14.0, 22.0, 18.75)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.9375)"
15-12-2022 12:13:27.668933,"(11.0, 15.0, 14.25)","(8.0, 9.8, 9.429268292682927)","(2.1, 2.54, 2.52)","(10.0, 15.5, 15.25)","(14.0, 22.0, 18.75)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.9375)"
15-12-2022 12:13:28.796689,"(11.0, 15.0, 14.25)","(8.0, 9.8, 9.429268292682927)","(2.1, 2.54, 2.52)","(10.0, 15.5, 15.25)","(14.0, 22.0, 18.75)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.9375)"
15-12-2022 12:13:29.839522,"(11.0, 15.0, 14.25)","(8.0, 9.8, 9.429268292682927)","(2.1, 2.54, 2.52)","(10.0, 15.5, 15.25)","(14.0, 22.0, 18.75)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.9375)"
15-12-2022 12:13:30.893370,"(11.0, 15.0, 14.25)","(8.0, 9.8, 9.429268292682927)","(2.1, 2.54, 2.5276923076923077)","(10.0, 15.5, 15.25)","(14.0, 22.0, 18.75)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.9375)"
15-12-2022 12:13:31.986000,"(11.0, 15.0, 14.25)","(8.0, 9.8, 9.24390243902439)","(2.1, 2.54, 2.5276923076923077)","(10.0, 15.5, 15.25)","(14.0, 22.0, 18.75)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.9375)"
15-12-2022 12:13:32.995849,"(11.0, 15.0, 14.25)","(8.0, 9.8, 9.24390243902439)","(2.1, 2.54, 2.5276923076923077)","(10.0, 15.5, 15.25)","(14.0, 22.0, 18.75)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.9375)"
15-12-2022 12:13:33.993446,"(11.0, 15.0, 14.25)","(8.0, 9.8, 9.24390243902439)","(2.1, 2.54, 2.5276923076923077)","(10.0, 15.5, 14.5)","(14.0, 22.0, 18.5)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.75)"
15-12-2022 12:13:34.989581,"(11.0, 15.0, 14.25)","(8.0, 9.8, 9.24390243902439)","(2.1, 2.54, 2.532)","(10.0, 15.5, 14.642857142857142)","(14.0, 22.0, 18.5)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.75)"
15-12-2022 12:13:36.137484,"(11.0, 15.0, 14.25)","(8.0, 9.8, 9.237499999999999)","(2.1, 2.54, 2.533333333333333)","(10.0, 15.5, 15.038461538461538)","(14.0, 22.0, 18.5)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.75)"
15-12-2022 12:13:37.569948,"(11.0, 15.0, 14.25)","(8.0, 9.8, 9.237499999999999)","(2.1, 2.54, 2.5285714285714285)","(10.0, 15.5, 14.75)","(14.0, 22.0, 18.5)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.571428571428571)"
15-12-2022 12:13:38.634230,"(11.0, 15.0, 14.25)","(8.0, 9.8, 9.237499999999999)","(2.1, 2.54, 2.5285714285714285)","(10.0, 15.5, 14.75)","(14.0, 22.0, 18.5)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 11.571428571428571)"
15-12-2022 12:13:39.655152,"(11.0, 15.0, 14.375)","(8.0, 9.8, 9.237499999999999)","(2.1, 2.54, 2.513333333333333)","(10.0, 15.5, 14.75)","(14.0, 22.0, 18.5)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 11.727272727272727)"
15-12-2022 12:13:40.684545,"(11.0, 15.0, 14.375)","(8.0, 9.8, 9.237499999999999)","(2.1, 2.54, 2.513333333333333)","(10.0, 15.5, 14.75)","(14.0, 22.0, 18.5)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 11.727272727272727)"
15-12-2022 12:13:42.155459,"(11.0, 15.0, 14.375)","(8.0, 9.8, 9.237499999999999)","(2.1, 2.54, 2.513333333333333)","(10.0, 15.5, 14.75)","(14.0, 22.0, 18.5)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 11.727272727272727)"
15-12-2022 12:13:43.457703,"(11.0, 15.0, 14.375)","(8.0, 9.8, 9.237499999999999)","(2.1, 2.54, 2.513333333333333)","(10.0, 15.5, 15.11111111111111)","(14.0, 22.0, 18.5)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 11.727272727272727)"
15-12-2022 12:13:44.415450,"(11.0, 15.0, 14.75)","(8.0, 9.8, 9.237499999999999)","(2.1, 2.54, 2.513333333333333)","(10.0, 15.5, 15.11111111111111)","(14.0, 22.0, 19.666666666666668)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 11.727272727272727)"
15-12-2022 12:13:45.949126,"(11.0, 15.0, 14.75)","(8.0, 9.8, 9.237499999999999)","(2.1, 2.54, 2.5345454545454547)","(10.0, 15.5, 15.25)","(14.0, 22.0, 19.666666666666668)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 11.727272727272727)"
15-12-2022 12:13:47.132538,"(11.0, 15.0, 14.75)","(8.0, 9.8, 9.237499999999999)","(2.1, 2.54, 2.5228571428571427)","(10.0, 15.5, 15.25)","(14.0, 22.0, 19.666666666666668)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 11.727272727272727)"
15-12-2022 12:13:48.265529,"(11.0, 15.0, 14.318181818181818)","(8.0, 9.8, 9.24390243902439)","(2.1, 2.54, 2.5285714285714285)","(10.0, 15.5, 15.25)","(14.0, 22.0, 19.666666666666668)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 11.727272727272727)"
15-12-2022 12:13:49.452389,"(11.0, 15.0, 14.318181818181818)","(8.0, 9.8, 9.24390243902439)","(2.1, 2.54, 2.5285714285714285)","(10.0, 15.5, 14.0)","(14.0, 22.0, 19.666666666666668)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 11.727272727272727)"
15-12-2022 12:13:50.608222,"(11.0, 15.0, 14.318181818181818)","(8.0, 9.8, 9.24390243902439)","(2.1, 2.54, 2.5114285714285716)","(10.0, 15.5, 14.954545454545453)","(14.0, 22.0, 18.5)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:13:51.699765,"(11.0, 15.0, 14.318181818181818)","(8.0, 9.8, 9.24390243902439)","(2.1, 2.54, 2.5171428571428573)","(10.0, 15.5, 14.954545454545453)","(14.0, 22.0, 18.5)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.333333333333334)"
15-12-2022 12:13:52.732025,"(11.0, 16.0, 14.382352941176471)","(8.0, 9.8, 9.237499999999999)","(2.1, 2.54, 2.5171428571428573)","(10.0, 15.5, 14.954545454545453)","(14.0, 22.0, 18.5)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.333333333333334)"
15-12-2022 12:13:53.743240,"(11.0, 16.0, 14.382352941176471)","(8.0, 9.8, 9.237499999999999)","(2.1, 2.54, 2.5171428571428573)","(10.0, 15.5, 14.954545454545453)","(14.0, 22.0, 18.5)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.5, 11.571428571428571)"
15-12-2022 12:13:54.835051,"(11.0, 16.0, 14.382352941176471)","(8.0, 9.8, 9.237499999999999)","(2.1, 2.54, 2.5171428571428573)","(10.0, 15.5, 14.954545454545453)","(14.0, 22.0, 18.5)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 11.571428571428571)"
15-12-2022 12:13:55.854729,"(11.0, 16.0, 14.382352941176471)","(8.0, 9.8, 9.237499999999999)","(2.1, 2.54, 2.5171428571428573)","(10.0, 15.5, 14.954545454545453)","(14.0, 22.0, 18.5)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 11.571428571428571)"
15-12-2022 12:13:56.822588,"(11.0, 16.0, 15.583333333333332)","(8.0, 9.8, 9.237499999999999)","(2.1, 2.54, 2.5171428571428573)","(10.0, 15.5, 14.954545454545453)","(14.0, 22.0, 18.5)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 11.571428571428571)"
