,Rhythmic Ruler,Emjay,Steinbeck,East Of India,Potential Grizzly,Math Man Marco,Pour Me A Double
15-12-2022 12:10:42.846861,"(11.0, 15.0, 14.25)","(7.0, 10.0, 9.833333333333334)","(2.15, 2.56, 2.426086956521739)","(10.0, 13.0, 12.695652173913043)","(15.0, 23.0, 22.0)","(4.0, 5.1, 4.94)","(9.0, 12.5, 12.25)"
15-12-2022 12:10:43.832183,"(11.0, 15.0, 14.25)","(7.0, 10.0, 9.833333333333334)","(2.15, 2.56, 2.426086956521739)","(10.0, 13.0, 12.695652173913043)","(15.0, 23.0, 22.2)","(4.0, 5.1, 4.94)","(9.0, 12.5, 12.318181818181818)"
15-12-2022 12:10:44.829548,"(11.0, 15.0, 14.571428571428571)","(7.0, 10.0, 9.833333333333334)","(2.15, 2.54, 2.4685714285714284)","(10.0, 13.0, 12.73076923076923)","(15.0, 23.0, 22.2)","(4.0, 5.1, 4.94)","(9.0, 12.5, 12.318181818181818)"
15-12-2022 12:10:45.769041,"(11.0, 15.0, 14.571428571428571)","(7.0, 10.0, 9.833333333333334)","(2.15, 2.54, 2.4685714285714284)","(10.0, 13.0, 12.73076923076923)","(15.0, 23.0, 22.2)","(4.0, 5.1, 4.94)","(9.0, 12.5, 12.318181818181818)"
15-12-2022 12:10:46.751662,"(11.0, 15.0, 14.571428571428571)","(7.0, 10.0, 9.833333333333334)","(2.15, 2.54, 2.4685714285714284)","(10.0, 13.0, 12.73076923076923)","(15.0, 23.0, 22.2)","(4.0, 5.1, 4.94)","(9.0, 12.5, 12.318181818181818)"
15-12-2022 12:10:47.763546,"(11.0, 15.0, 14.571428571428571)","(7.0, 10.0, 9.833333333333334)","(2.15, 2.54, 2.4685714285714284)","(10.0, 13.0, 12.73076923076923)","(15.0, 23.0, 22.2)","(4.0, 5.1, 4.94)","(9.0, 12.5, 12.318181818181818)"
15-12-2022 12:10:48.752479,"(11.0, 15.0, 14.571428571428571)","(7.0, 10.0, 9.833333333333334)","(2.15, 2.54, 2.4685714285714284)","(10.0, 13.0, 12.73076923076923)","(15.0, 23.0, 19.5)","(4.0, 5.1, 4.94)","(9.0, 12.5, 12.25)"
15-12-2022 12:10:49.799623,"(11.0, 16.0, 14.058823529411764)","(7.0, 10.0, 9.8)","(2.15, 2.66, 2.62)","(10.0, 13.0, 12.695652173913043)","(16.0, 24.0, 19.25)","(4.0, 5.1, 4.94)","(9.0, 12.5, 12.25)"
15-12-2022 12:10:50.821092,"(11.0, 16.0, 14.058823529411764)","(7.0, 10.0, 9.8)","(2.15, 2.66, 2.62)","(10.0, 13.0, 12.695652173913043)","(16.0, 24.0, 19.25)","(4.0, 5.1, 4.94)","(9.0, 12.5, 12.25)"
15-12-2022 12:10:51.823975,"(11.0, 16.0, 14.058823529411764)","(7.0, 10.0, 9.8)","(2.15, 2.66, 2.62)","(10.0, 13.0, 12.695652173913043)","(16.0, 24.0, 19.25)","(4.0, 5.1, 4.94)","(9.0, 12.5, 12.25)"
15-12-2022 12:10:52.814194,"(11.0, 16.0, 14.058823529411764)","(7.0, 10.0, 9.8)","(2.15, 2.66, 2.62)","(10.0, 13.0, 12.695652173913043)","(14.0, 24.0, 19.25)","(4.0, 5.1, 4.94)","(9.0, 12.5, 12.25)"
15-12-2022 12:10:53.786912,"(11.0, 16.0, 14.058823529411764)","(7.0, 10.0, 9.8)","(2.15, 2.66, 2.62)","(10.0, 13.0, 12.695652173913043)","(14.0, 24.0, 19.25)","(4.0, 5.1, 4.94)","(9.0, 12.5, 12.25)"
15-12-2022 12:10:54.791588,"(11.0, 16.0, 14.058823529411764)","(7.0, 10.0, 9.8)","(2.15, 2.66, 2.62)","(10.0, 13.0, 12.695652173913043)","(14.0, 24.0, 20.875)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.25)"
15-12-2022 12:10:55.778256,"(11.0, 15.5, 14.5)","(7.0, 10.0, 9.68)","(2.15, 2.64, 2.6025)","(10.0, 13.0, 12.588235294117647)","(14.0, 23.0, 20.875)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.25)"
15-12-2022 12:10:56.788376,"(11.0, 15.5, 14.5)","(7.0, 10.0, 9.68)","(2.15, 2.64, 2.6025)","(10.0, 13.0, 12.416666666666666)","(15.0, 23.0, 20.875)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.25)"
15-12-2022 12:10:57.811661,"(11.0, 15.5, 14.5)","(7.0, 10.0, 9.68)","(2.15, 2.64, 2.6025)","(10.0, 13.0, 12.416666666666666)","(15.0, 23.0, 20.875)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.25)"
15-12-2022 12:10:58.842037,"(11.0, 15.5, 14.5)","(7.0, 10.0, 9.68)","(2.15, 2.64, 2.6025)","(10.0, 13.0, 12.416666666666666)","(15.0, 23.0, 20.875)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.25)"
15-12-2022 12:10:59.872206,"(11.0, 15.5, 14.5)","(7.0, 10.0, 9.68)","(2.15, 2.64, 2.6025)","(10.0, 13.0, 12.416666666666666)","(15.0, 23.0, 20.875)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:00.928543,"(11.0, 15.5, 14.5)","(7.0, 10.0, 9.68)","(2.15, 2.64, 2.6025)","(10.0, 13.0, 12.416666666666666)","(15.0, 23.0, 20.875)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:01.976071,"(11.0, 15.5, 14.5)","(7.0, 10.0, 9.68)","(2.15, 2.64, 2.526666666666667)","(10.0, 13.0, 12.416666666666666)","(15.0, 23.0, 20.125)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:02.971148,"(11.0, 15.0, 14.5)","(7.0, 10.0, 9.68)","(2.15, 2.62, 2.533333333333333)","(10.0, 13.0, 12.416666666666666)","(15.0, 22.0, 19.857142857142858)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:03.980695,"(11.0, 15.0, 14.5)","(7.0, 10.0, 9.68)","(2.15, 2.64, 2.5700000000000003)","(10.0, 13.0, 12.416666666666666)","(15.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 12.5, 11.772727272727273)"
15-12-2022 12:11:04.895530,"(11.0, 15.0, 14.5)","(7.0, 10.0, 9.68)","(2.15, 2.58, 2.525)","(10.0, 13.0, 12.416666666666666)","(15.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.844262295081967)","(9.0, 13.0, 11.772727272727273)"
15-12-2022 12:11:05.818742,"(11.0, 15.0, 14.5)","(7.0, 10.0, 9.866666666666667)","(2.15, 2.58, 2.525)","(10.0, 13.0, 12.416666666666666)","(15.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 13.0, 11.772727272727273)"
15-12-2022 12:11:06.752901,"(11.0, 15.0, 14.666666666666666)","(7.0, 10.0, 9.92)","(2.15, 2.58, 2.555555555555556)","(10.0, 13.0, 12.5)","(15.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 13.0, 11.772727272727273)"
15-12-2022 12:11:07.794510,"(11.0, 15.0, 14.666666666666666)","(7.0, 10.0, 9.92)","(2.15, 2.58, 2.555555555555556)","(10.0, 13.0, 12.5)","(15.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 13.0, 11.772727272727273)"
15-12-2022 12:11:08.753935,"(11.0, 15.0, 14.666666666666666)","(7.0, 10.0, 9.92)","(2.15, 2.58, 2.555555555555556)","(10.0, 13.0, 12.5)","(15.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 13.0, 11.772727272727273)"
15-12-2022 12:11:09.776465,"(11.0, 15.0, 14.666666666666666)","(7.0, 10.0, 9.92)","(2.15, 2.58, 2.555555555555556)","(10.0, 13.0, 12.5)","(15.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 13.0, 11.772727272727273)"
15-12-2022 12:11:10.784104,"(11.0, 15.0, 14.666666666666666)","(7.0, 10.0, 9.92)","(2.15, 2.58, 2.555555555555556)","(10.0, 13.0, 12.5)","(15.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 13.0, 11.772727272727273)"
15-12-2022 12:11:11.848796,"(11.0, 15.0, 14.666666666666666)","(7.0, 10.0, 9.92)","(2.15, 2.58, 2.555555555555556)","(10.0, 13.0, 12.5)","(15.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 13.0, 11.772727272727273)"
15-12-2022 12:11:12.893236,"(11.0, 15.0, 14.666666666666666)","(7.0, 10.0, 9.92)","(2.15, 2.58, 2.555555555555556)","(10.0, 13.0, 12.5)","(15.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 13.0, 11.772727272727273)"
15-12-2022 12:11:13.922334,"(11.0, 15.0, 14.666666666666666)","(7.0, 10.0, 9.92)","(2.15, 2.58, 2.555555555555556)","(10.0, 13.0, 12.5)","(15.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 13.0, 11.772727272727273)"
15-12-2022 12:11:14.890053,"(11.0, 15.0, 14.666666666666666)","(7.0, 10.0, 9.92)","(2.1, 2.58, 2.555555555555556)","(10.0, 13.0, 12.5)","(16.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 13.0, 11.772727272727273)"
15-12-2022 12:11:15.836890,"(11.0, 15.0, 14.666666666666666)","(7.0, 10.0, 9.92)","(2.1, 2.58, 2.555555555555556)","(10.0, 13.0, 12.5)","(16.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:16.747908,"(11.0, 16.0, 14.5)","(7.0, 10.0, 9.92)","(2.1, 2.58, 2.5485714285714285)","(10.0, 13.0, 12.5)","(16.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:17.708431,"(11.0, 16.0, 14.5)","(7.0, 10.0, 9.92)","(2.1, 2.58, 2.5485714285714285)","(10.0, 13.0, 12.5)","(16.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:18.690888,"(11.0, 16.0, 14.5)","(7.0, 10.0, 9.92)","(2.1, 2.58, 2.5485714285714285)","(10.0, 13.0, 12.5)","(16.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:19.738598,"(11.0, 16.0, 14.5)","(7.0, 10.0, 9.92)","(2.1, 2.58, 2.5485714285714285)","(10.0, 13.0, 12.5)","(16.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:20.763031,"(11.0, 16.0, 14.5)","(7.0, 10.0, 9.92)","(2.1, 2.58, 2.5485714285714285)","(10.0, 13.0, 12.5)","(16.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:21.802639,"(11.0, 16.0, 14.5)","(7.0, 10.0, 9.92)","(2.1, 2.58, 2.5485714285714285)","(10.0, 13.0, 12.5)","(16.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:22.892001,"(11.0, 16.0, 14.5)","(7.0, 10.0, 9.92)","(2.1, 2.58, 2.5485714285714285)","(10.0, 13.0, 12.5)","(16.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:23.950622,"(11.0, 16.0, 14.5)","(7.0, 10.0, 9.85)","(2.1, 2.56, 2.5314285714285716)","(10.0, 13.0, 12.5)","(16.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:24.968260,"(11.0, 16.0, 14.222222222222221)","(7.0, 10.0, 9.866666666666667)","(2.1, 2.56, 2.5314285714285716)","(10.0, 13.0, 12.5)","(16.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:25.977911,"(11.0, 15.5, 14.5)","(7.0, 10.0, 9.866666666666667)","(2.1, 2.56, 2.5314285714285716)","(10.0, 13.0, 12.5)","(16.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:26.933562,"(11.0, 15.5, 14.5)","(7.0, 10.0, 9.866666666666667)","(2.1, 2.56, 2.5314285714285716)","(10.0, 13.0, 12.5)","(16.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:27.854136,"(11.0, 15.5, 14.5)","(7.0, 10.0, 9.866666666666667)","(2.1, 2.56, 2.5314285714285716)","(10.0, 13.0, 12.5)","(16.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:28.868862,"(11.0, 15.5, 14.5)","(7.0, 10.0, 9.866666666666667)","(2.1, 2.56, 2.5314285714285716)","(10.0, 13.0, 12.5)","(16.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:29.849223,"(11.0, 15.5, 14.5)","(7.0, 10.0, 9.866666666666667)","(2.1, 2.56, 2.5314285714285716)","(10.0, 13.0, 12.5)","(16.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.848387096774194)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:30.817616,"(11.0, 15.0, 14.25)","(7.0, 10.0, 9.866666666666667)","(2.1, 2.56, 2.5314285714285716)","(10.0, 13.0, 12.5)","(16.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.9295081967213115)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:31.827592,"(11.0, 15.0, 14.25)","(7.0, 11.5, 10.5375)","(2.1, 2.56, 2.493333333333333)","(10.0, 13.0, 12.6875)","(16.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.9295081967213115)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:32.818910,"(11.0, 15.0, 14.25)","(7.0, 11.5, 10.53076923076923)","(2.1, 2.56, 2.493333333333333)","(10.0, 13.0, 12.6875)","(16.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.9295081967213115)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:33.856518,"(11.0, 15.0, 14.25)","(7.0, 11.5, 10.53076923076923)","(2.1, 2.56, 2.493333333333333)","(10.0, 13.0, 12.6875)","(16.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.9295081967213115)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:34.939877,"(11.0, 15.0, 14.25)","(7.0, 11.5, 10.53076923076923)","(2.1, 2.56, 2.493333333333333)","(10.0, 13.0, 12.6875)","(16.0, 22.0, 21.307692307692307)","(4.0, 5.1, 4.9295081967213115)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:36.050986,"(11.0, 15.0, 14.25)","(7.0, 11.5, 10.644444444444444)","(2.1, 2.56, 2.546666666666667)","(10.0, 13.0, 12.6875)","(16.0, 22.0, 19.666666666666668)","(4.0, 5.1, 4.943902439024391)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:37.033740,"(11.0, 15.0, 14.692307692307693)","(7.0, 11.0, 10.644444444444444)","(2.1, 2.64, 2.546666666666667)","(10.0, 13.0, 12.6875)","(16.0, 22.0, 19.666666666666668)","(4.0, 5.1, 4.943902439024391)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:38.009232,"(11.0, 15.0, 14.692307692307693)","(7.0, 11.0, 10.644444444444444)","(2.1, 2.64, 2.546666666666667)","(10.0, 13.0, 12.6875)","(16.0, 22.0, 19.857142857142858)","(4.0, 5.1, 4.943902439024391)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:38.995066,"(11.0, 15.0, 14.692307692307693)","(7.0, 11.0, 10.786666666666667)","(2.1, 2.64, 2.6)","(10.0, 13.0, 12.5)","(16.0, 22.0, 19.857142857142858)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:39.960421,"(11.0, 15.0, 14.692307692307693)","(7.0, 11.0, 10.786666666666667)","(2.1, 2.64, 2.6)","(10.0, 13.0, 12.5)","(16.0, 22.0, 19.857142857142858)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:40.921734,"(11.0, 15.0, 14.692307692307693)","(7.0, 11.0, 10.786666666666667)","(2.1, 2.64, 2.6)","(10.0, 13.0, 12.5)","(16.0, 22.0, 19.857142857142858)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:41.947044,"(11.0, 15.0, 14.692307692307693)","(7.0, 11.0, 10.786666666666667)","(2.1, 2.64, 2.6)","(10.0, 13.0, 12.5)","(16.0, 22.0, 19.857142857142858)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:42.958534,"(11.0, 15.0, 14.692307692307693)","(7.0, 11.0, 10.786666666666667)","(2.1, 2.64, 2.6)","(10.0, 13.0, 12.5)","(16.0, 22.0, 19.857142857142858)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:43.951715,"(11.0, 15.0, 14.692307692307693)","(7.0, 11.0, 10.786666666666667)","(2.1, 2.64, 2.6)","(10.0, 13.0, 12.5)","(16.0, 22.0, 19.857142857142858)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.25)"
15-12-2022 12:11:45.065194,"(11.0, 15.0, 14.692307692307693)","(7.0, 11.0, 10.786666666666667)","(2.1, 2.64, 2.6)","(10.0, 13.0, 12.5)","(16.0, 22.0, 19.857142857142858)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:11:46.071947,"(11.0, 16.0, 13.777777777777779)","(7.5, 11.0, 10.5)","(2.1, 2.62, 2.56)","(10.0, 13.0, 12.5)","(16.0, 22.0, 19.857142857142858)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:11:47.048970,"(11.0, 15.5, 14.5)","(7.5, 11.5, 10.375)","(2.1, 2.62, 2.56)","(10.0, 13.0, 12.5)","(16.0, 22.0, 19.857142857142858)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:11:48.134501,"(11.0, 15.5, 14.5)","(7.5, 11.5, 10.375)","(2.1, 2.62, 2.5300000000000002)","(10.0, 13.0, 12.5)","(16.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:11:49.114200,"(11.0, 15.5, 14.5)","(7.5, 11.5, 11.1)","(2.1, 2.58, 2.5300000000000002)","(10.0, 13.0, 12.5)","(16.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:11:50.105054,"(11.0, 15.5, 14.5)","(7.5, 11.5, 11.1)","(2.1, 2.58, 2.5300000000000002)","(10.0, 13.0, 12.5)","(16.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:11:51.044728,"(11.0, 15.5, 14.5)","(7.5, 11.5, 11.1)","(2.1, 2.58, 2.5300000000000002)","(10.0, 13.0, 12.5)","(16.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.625)"
15-12-2022 12:11:52.084092,"(11.0, 15.5, 13.944444444444445)","(7.5, 11.5, 11.1)","(2.1, 2.58, 2.56)","(10.0, 13.0, 12.5)","(16.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.625)"
15-12-2022 12:11:53.077202,"(11.0, 15.5, 13.944444444444445)","(7.5, 11.5, 11.1)","(2.1, 2.58, 2.56)","(10.0, 13.0, 12.5)","(16.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.625)"
15-12-2022 12:11:54.117739,"(11.0, 15.5, 13.944444444444445)","(7.5, 11.5, 11.1)","(2.1, 2.58, 2.56)","(10.0, 13.0, 12.5)","(16.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.625)"
15-12-2022 12:11:55.196747,"(11.0, 15.5, 13.944444444444445)","(8.0, 11.5, 11.1)","(2.1, 2.58, 2.56)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.625)"
15-12-2022 12:11:56.197981,"(11.0, 15.5, 13.944444444444445)","(8.0, 11.5, 11.1)","(2.1, 2.58, 2.56)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.625)"
15-12-2022 12:11:57.138761,"(11.0, 15.5, 13.944444444444445)","(8.0, 11.5, 11.1)","(2.1, 2.58, 2.56)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.625)"
15-12-2022 12:11:58.118614,"(11.0, 15.5, 13.944444444444445)","(8.0, 11.5, 11.1)","(2.1, 2.58, 2.56)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.625)"
15-12-2022 12:11:59.071866,"(11.0, 15.5, 13.944444444444445)","(8.0, 11.5, 11.1)","(2.1, 2.58, 2.56)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.625)"
15-12-2022 12:12:00.025453,"(11.0, 15.0, 14.25)","(8.0, 11.5, 11.1)","(2.1, 2.58, 2.56)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.625)"
15-12-2022 12:12:00.983298,"(11.0, 15.0, 14.692307692307693)","(8.0, 11.5, 11.1)","(2.1, 2.58, 2.555)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.625)"
15-12-2022 12:12:01.911295,"(11.0, 15.0, 14.692307692307693)","(8.0, 11.5, 11.1)","(2.1, 2.58, 2.555)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.625)"
15-12-2022 12:12:02.855513,"(11.0, 15.0, 14.692307692307693)","(8.0, 11.5, 11.1)","(2.1, 2.58, 2.555)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.81818181818182)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.625)"
15-12-2022 12:12:03.800957,"(11.0, 15.0, 14.692307692307693)","(8.0, 11.5, 11.1)","(2.1, 2.58, 2.555)","(10.0, 13.0, 12.5)","(15.0, 22.0, 19.833333333333332)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 11.625)"
15-12-2022 12:12:04.854721,"(11.0, 15.0, 14.692307692307693)","(8.0, 11.5, 10.366666666666667)","(2.1, 2.6, 2.6075)","(10.0, 13.0, 12.5)","(15.0, 22.0, 19.857142857142858)","(4.0, 5.1, 4.865853658536585)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:12:05.764726,"(11.0, 15.0, 14.428571428571429)","(8.0, 11.5, 10.366666666666667)","(2.1, 2.64, 2.6075)","(10.0, 13.0, 12.5)","(15.0, 22.0, 19.857142857142858)","(4.0, 5.1, 4.865853658536585)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:12:06.805053,"(11.0, 15.0, 14.25)","(8.0, 11.0, 10.5)","(2.1, 2.62, 2.59)","(10.0, 13.0, 12.5)","(15.0, 22.0, 19.857142857142858)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:12:07.842122,"(11.0, 15.0, 14.25)","(8.0, 11.0, 10.5)","(2.1, 2.62, 2.59)","(10.0, 13.0, 12.5)","(15.0, 22.0, 19.857142857142858)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:12:08.835706,"(11.0, 15.0, 14.25)","(8.0, 11.0, 10.5)","(2.1, 2.62, 2.59)","(10.0, 13.0, 12.5)","(15.0, 22.0, 19.857142857142858)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:12:09.845734,"(11.0, 15.0, 14.25)","(8.0, 11.0, 10.5)","(2.1, 2.62, 2.59)","(10.0, 13.0, 12.5)","(15.0, 22.0, 19.857142857142858)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:12:10.835110,"(11.0, 15.0, 14.25)","(8.0, 11.0, 10.5)","(2.1, 2.62, 2.59)","(10.0, 13.0, 12.5)","(15.0, 22.0, 19.857142857142858)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:12:11.778493,"(11.0, 15.0, 14.25)","(8.0, 11.0, 10.5)","(2.1, 2.62, 2.59)","(10.0, 13.0, 12.5)","(15.0, 22.0, 19.857142857142858)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:12:12.762251,"(11.0, 15.0, 14.25)","(8.0, 11.0, 10.5)","(2.1, 2.62, 2.59)","(10.0, 13.0, 12.5)","(15.0, 22.0, 19.857142857142858)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:12:13.791853,"(11.0, 15.0, 14.25)","(8.0, 11.0, 10.5)","(2.1, 2.62, 2.59)","(10.0, 13.0, 12.5)","(15.0, 22.0, 19.857142857142858)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:12:14.783391,"(11.0, 15.5, 13.807692307692308)","(8.0, 11.0, 10.5)","(2.1, 2.62, 2.59)","(10.0, 13.0, 12.5)","(15.0, 22.0, 19.857142857142858)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:12:15.788459,"(11.0, 15.5, 13.807692307692308)","(8.0, 11.0, 10.5)","(2.1, 2.62, 2.59)","(10.0, 13.0, 12.5)","(15.0, 22.0, 19.857142857142858)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:12:16.817642,"(11.0, 15.5, 13.807692307692308)","(8.0, 11.0, 10.5)","(2.1, 2.54, 2.5044444444444443)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.846153846153847)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
15-12-2022 12:12:17.798736,"(11.0, 15.5, 13.807692307692308)","(8.0, 11.0, 10.5)","(2.1, 2.54, 2.5044444444444443)","(10.0, 13.0, 12.5)","(15.0, 22.0, 20.846153846153847)","(4.0, 5.1, 4.871428571428571)","(9.0, 12.5, 12.071428571428571)"
