,Cellar Champ,Spitfire,Testing The Cugat,Andros,Magnolia Lass,Miss Athena,More Like That,White Glove Test,Exit To Eden
10-01-2023 13:23:08.533884,"(18.0, 22.0, 21.11111111111111)","(1.6, 1.84, 1.839047619047619)","(8.5, 11.0, 10.759036144578314)","(10.0, 13.0, 12.61111111111111)","(91.0, 190.0, 181.25)","(4.8, 5.7, 5.600584795321637)","(101.0, 220.0, 214.28571428571428)","(15.0, 24.0, 23.885714285714286)","(101.0, 190.0, 182.85714285714286)"
10-01-2023 13:23:09.862354,"(18.0, 22.0, 21.11111111111111)","(1.6, 1.84, 1.836325581395349)","(8.5, 11.0, 10.759036144578314)","(10.0, 13.0, 12.61111111111111)","(91.0, 190.0, 181.25)","(4.8, 5.7, 5.600584795321637)","(101.0, 220.0, 214.28571428571428)","(15.0, 24.0, 23.866666666666667)","(101.0, 190.0, 182.85714285714286)"
10-01-2023 13:23:11.210752,"(18.0, 22.0, 21.11111111111111)","(1.6, 1.85, 1.8335294117647059)","(8.5, 11.0, 10.741176470588236)","(10.0, 13.0, 12.61111111111111)","(91.0, 190.0, 181.25)","(4.8, 5.7, 5.506818181818182)","(101.0, 220.0, 214.28571428571428)","(15.0, 24.0, 23.866666666666667)","(101.0, 190.0, 182.85714285714286)"
10-01-2023 13:23:12.657371,"(18.0, 22.0, 21.11111111111111)","(1.6, 1.85, 1.8338759689922481)","(8.5, 11.0, 10.759036144578314)","(10.0, 13.0, 12.61111111111111)","(91.0, 190.0, 181.25)","(4.8, 5.7, 5.507909604519774)","(101.0, 220.0, 214.28571428571428)","(15.0, 24.0, 23.866666666666667)","(101.0, 190.0, 182.85714285714286)"
10-01-2023 13:23:14.070310,"(18.0, 22.0, 21.11111111111111)","(1.6, 1.85, 1.83336)","(8.5, 11.0, 10.746835443037975)","(10.0, 13.0, 12.708333333333334)","(91.0, 190.0, 181.25)","(4.8, 5.7, 5.45)","(101.0, 220.0, 214.28571428571428)","(15.0, 24.0, 23.854545454545455)","(101.0, 190.0, 182.85714285714286)"
10-01-2023 13:23:15.328207,"(18.0, 22.0, 21.11111111111111)","(1.6, 1.85, 1.843404255319149)","(8.5, 11.0, 10.728395061728396)","(10.0, 13.0, 12.708333333333334)","(91.0, 190.0, 185.0)","(4.8, 5.7, 5.421649484536083)","(101.0, 220.0, 214.28571428571428)","(15.0, 24.0, 23.864406779661017)","(101.0, 190.0, 182.85714285714286)"
10-01-2023 13:23:16.545021,"(18.0, 22.0, 21.11111111111111)","(1.6, 1.86, 1.8514285714285714)","(8.5, 11.0, 10.728395061728396)","(10.0, 13.0, 12.702127659574469)","(91.0, 190.0, 185.0)","(4.8, 5.7, 5.421649484536083)","(101.0, 220.0, 214.28571428571428)","(15.0, 24.0, 23.864406779661017)","(101.0, 190.0, 182.85714285714286)"
10-01-2023 13:23:17.821196,"(18.0, 22.0, 21.11111111111111)","(1.6, 1.86, 1.8514285714285714)","(8.5, 11.0, 10.728395061728396)","(10.0, 13.0, 12.702127659574469)","(91.0, 190.0, 185.0)","(4.8, 5.7, 5.421649484536083)","(101.0, 220.0, 214.28571428571428)","(15.0, 24.0, 23.692307692307693)","(101.0, 190.0, 182.85714285714286)"
10-01-2023 13:23:19.077788,"(18.0, 23.0, 20.770642201834864)","(1.6, 1.89, 1.8578571428571429)","(8.5, 10.5, 10.443609022556391)","(10.0, 13.0, 12.66)","(91.0, 190.0, 185.0)","(4.8, 5.7, 5.43134328358209)","(101.0, 220.0, 214.28571428571428)","(15.0, 24.0, 24.88235294117647)","(101.0, 190.0, 182.85714285714286)"
10-01-2023 13:23:20.369216,"(18.0, 23.0, 20.770642201834864)","(1.6, 1.89, 1.8595238095238096)","(8.5, 10.5, 10.443181818181818)","(10.0, 13.0, 12.66)","(91.0, 190.0, 185.0)","(4.8, 5.7, 5.429166666666667)","(101.0, 220.0, 214.28571428571428)","(15.0, 25.0, 24.866666666666667)","(101.0, 190.0, 180.0)"
10-01-2023 13:23:21.637813,"(18.0, 23.0, 20.893617021276597)","(1.65, 1.89, 1.8623076923076924)","(8.5, 10.5, 10.590425531914894)","(10.0, 13.0, 12.66)","(91.0, 190.0, 185.0)","(4.8, 5.7, 5.533333333333333)","(101.0, 220.0, 212.72727272727272)","(15.0, 25.0, 25.0)","(101.0, 190.0, 182.85714285714286)"
10-01-2023 13:23:22.953092,"(18.0, 23.0, 20.8659793814433)","(1.65, 1.89, 1.8585245901639345)","(8.5, 11.0, 10.590425531914894)","(10.0, 13.0, 12.66)","(91.0, 190.0, 185.0)","(4.8, 5.7, 5.533333333333333)","(101.0, 220.0, 212.72727272727272)","(15.0, 26.0, 25.0)","(101.0, 190.0, 182.85714285714286)"
10-01-2023 13:23:24.316126,"(18.0, 23.0, 20.8659793814433)","(1.65, 1.89, 1.8419148936170213)","(8.5, 11.0, 10.70253164556962)","(10.0, 13.0, 12.66)","(91.0, 190.0, 185.0)","(4.8, 5.7, 5.533333333333333)","(101.0, 220.0, 212.0)","(15.0, 26.0, 25.272727272727273)","(101.0, 190.0, 182.85714285714286)"
10-01-2023 13:23:25.553119,"(18.0, 23.0, 20.8659793814433)","(1.65, 1.85, 1.8444615384615386)","(8.5, 11.0, 10.70253164556962)","(10.0, 13.0, 12.688888888888888)","(101.0, 190.0, 185.0)","(4.8, 5.7, 5.535616438356165)","(101.0, 220.0, 207.5)","(15.0, 26.0, 25.272727272727273)","(91.0, 190.0, 180.0)"
10-01-2023 13:23:27.117895,"(18.0, 23.0, 20.8659793814433)","(1.65, 1.85, 1.8445454545454547)","(8.5, 11.0, 10.70253164556962)","(10.0, 13.0, 12.688888888888888)","(101.0, 190.0, 182.5)","(4.8, 5.7, 5.533333333333333)","(101.0, 220.0, 207.5)","(15.0, 26.0, 25.272727272727273)","(91.0, 190.0, 182.85714285714286)"
10-01-2023 13:23:28.495754,"(18.0, 23.0, 20.8659793814433)","(1.65, 1.85, 1.8437313432835822)","(8.5, 11.0, 10.70253164556962)","(10.0, 13.0, 12.73076923076923)","(101.0, 190.0, 182.5)","(4.8, 5.7, 5.531168831168832)","(101.0, 220.0, 207.5)","(15.0, 26.0, 25.666666666666668)","(91.0, 190.0, 180.0)"
10-01-2023 13:23:30.001925,"(18.0, 23.0, 20.448275862068964)","(1.65, 1.85, 1.8453333333333335)","(8.5, 11.0, 10.69281045751634)","(10.0, 13.0, 12.73076923076923)","(101.0, 190.0, 210.0)","(4.8, 5.7, 5.532432432432432)","(101.0, 220.0, 212.30769230769232)","(15.0, 26.0, 24.216216216216218)","(91.0, 190.0, 181.42857142857142)"
10-01-2023 13:23:31.461637,"(17.0, 23.0, 20.448275862068964)","(1.65, 1.85, 1.8455056179775282)","(8.5, 11.0, 10.69281045751634)","(10.0, 13.0, 12.73076923076923)","(91.0, 230.0, 210.0)","(4.8, 5.7, 5.528915662650602)","(101.0, 220.0, 212.30769230769232)","(15.0, 26.0, 25.13157894736842)","(91.0, 190.0, 182.5)"
10-01-2023 13:23:32.825912,"(17.0, 23.0, 20.40625)","(1.65, 1.85, 1.8481578947368422)","(8.5, 11.0, 10.684563758389261)","(10.0, 13.0, 12.76)","(91.0, 230.0, 210.0)","(4.8, 5.7, 5.542222222222223)","(101.0, 220.0, 223.33333333333334)","(15.0, 26.0, 24.653061224489797)","(91.0, 190.0, 173.04347826086956)"
10-01-2023 13:23:34.196251,"(17.0, 23.0, 20.40625)","(1.65, 1.85, 1.8551851851851853)","(8.5, 11.0, 10.684563758389261)","(10.0, 13.0, 12.703703703703704)","(91.0, 230.0, 221.11111111111111)","(4.8, 5.7, 5.54)","(101.0, 230.0, 223.33333333333334)","(15.0, 26.0, 24.821428571428573)","(91.0, 210.0, 186.66666666666666)"
10-01-2023 13:23:35.473870,"(17.0, 23.0, 20.40625)","(1.65, 1.89, 1.8551851851851853)","(8.5, 11.0, 10.675496688741722)","(10.0, 13.0, 12.659574468085106)","(91.0, 230.0, 221.11111111111111)","(4.8, 5.7, 5.544705882352941)","(101.0, 230.0, 223.33333333333334)","(15.0, 26.0, 24.821428571428573)","(91.0, 200.0, 180.0)"
10-01-2023 13:23:36.806849,"(17.0, 23.0, 22.17391304347826)","(1.65, 1.88, 1.856)","(8.5, 11.0, 10.675496688741722)","(10.0, 13.0, 12.659574468085106)","(91.0, 230.0, 221.11111111111111)","(4.8, 5.7, 5.552777777777777)","(101.0, 230.0, 223.33333333333334)","(15.0, 26.0, 24.821428571428573)","(91.0, 200.0, 180.0)"
10-01-2023 13:23:38.110551,"(17.0, 23.0, 22.17391304347826)","(1.65, 1.88, 1.856)","(8.5, 11.0, 10.675496688741722)","(10.0, 13.0, 12.659574468085106)","(91.0, 230.0, 221.11111111111111)","(4.8, 5.6, 5.388571428571429)","(101.0, 230.0, 222.0)","(15.0, 26.0, 24.3)","(91.0, 200.0, 176.0)"
10-01-2023 13:23:39.548099,"(17.0, 23.0, 21.46153846153846)","(1.65, 1.89, 1.887051282051282)","(8.5, 11.5, 11.375)","(10.0, 12.5, 12.318181818181818)","(91.0, 230.0, 220.0)","(4.8, 5.4, 5.449999999999999)","(101.0, 230.0, 222.0)","(15.0, 26.0, 24.428571428571427)","(91.0, 200.0, 176.0)"
10-01-2023 13:23:41.072525,"(17.0, 23.0, 21.36)","(1.65, 1.89, 1.8873871733966745)","(8.5, 12.0, 11.26)","(10.0, 12.5, 12.277777777777779)","(101.0, 230.0, 220.0)","(4.8, 5.6, 5.3352941176470585)","(101.0, 230.0, 222.0)","(16.0, 26.0, 24.428571428571427)","(101.0, 200.0, 176.0)"
10-01-2023 13:23:43.041869,"(17.0, 23.0, 21.36)","(1.65, 1.89, 1.8891946308724832)","(8.5, 12.0, 11.313253012048193)","(10.0, 12.5, 11.87962962962963)","(101.0, 230.0, 220.0)","(4.8, 5.6, 5.433333333333334)","(101.0, 230.0, 222.0)","(16.0, 26.0, 24.428571428571427)","(101.0, 200.0, 176.0)"
10-01-2023 13:23:44.430650,"(18.0, 23.0, 21.25531914893617)","(1.65, 1.89, 1.8829119638826184)","(8.5, 12.0, 11.446428571428571)","(10.0, 12.0, 11.884615384615385)","(101.0, 230.0, 220.0)","(4.8, 5.5, 5.4925)","(101.0, 230.0, 222.0)","(16.0, 26.0, 24.533333333333335)","(101.0, 200.0, 176.0)"
10-01-2023 13:23:45.759678,"(18.0, 23.0, 21.217391304347824)","(1.65, 1.9, 1.889020979020979)","(8.5, 12.0, 11.446428571428571)","(10.0, 12.0, 11.884615384615385)","(101.0, 230.0, 220.0)","(4.8, 5.6, 5.4395522388059705)","(101.0, 230.0, 222.0)","(16.0, 26.0, 24.514285714285712)","(101.0, 200.0, 176.0)"
10-01-2023 13:23:47.129602,"(18.0, 23.0, 21.217391304347824)","(1.65, 1.9, 1.8888452655889145)","(8.5, 12.0, 11.337209302325581)","(10.0, 12.0, 11.884615384615385)","(101.0, 230.0, 220.0)","(4.8, 5.5, 5.427142857142857)","(101.0, 230.0, 222.0)","(16.0, 26.0, 24.580645161290324)","(101.0, 200.0, 176.0)"
10-01-2023 13:23:48.545265,"(18.0, 23.0, 21.217391304347824)","(1.65, 1.89, 1.880173010380623)","(8.5, 11.5, 11.347457627118644)","(10.0, 12.0, 11.671875)","(101.0, 230.0, 216.66666666666666)","(4.8, 5.5, 5.7988372093023255)","(101.0, 230.0, 212.85714285714286)","(16.0, 26.0, 24.0)","(101.0, 200.0, 170.0)"
10-01-2023 13:23:49.894812,"(18.0, 23.0, 19.733333333333334)","(1.65, 1.89, 1.8622018348623854)","(8.5, 11.5, 11.153061224489797)","(10.0, 12.0, 11.671875)","(101.0, 230.0, 216.66666666666666)","(4.8, 5.8, 5.482978723404256)","(101.0, 230.0, 212.85714285714286)","(16.0, 26.0, 23.636363636363637)","(91.0, 200.0, 170.0)"
10-01-2023 13:23:51.225561,"(18.0, 23.0, 19.738636363636363)","(1.65, 1.89, 1.8659541984732826)","(8.5, 11.5, 11.3)","(10.0, 12.0, 11.671875)","(101.0, 230.0, 216.66666666666666)","(4.8, 5.7, 5.681632653061225)","(101.0, 230.0, 216.66666666666666)","(16.0, 26.0, 23.61764705882353)","(91.0, 200.0, 170.0)"
10-01-2023 13:23:52.509042,"(18.0, 23.0, 19.738636363636363)","(1.65, 1.89, 1.8682105263157895)","(8.5, 11.5, 10.805555555555555)","(10.0, 12.0, 11.671875)","(101.0, 230.0, 216.66666666666666)","(4.8, 5.7, 5.68)","(101.0, 230.0, 215.0)","(16.0, 26.0, 25.2)","(91.0, 200.0, 167.27272727272728)"
10-01-2023 13:23:53.841117,"(18.0, 23.0, 19.738636363636363)","(1.65, 1.89, 1.8682105263157895)","(8.5, 11.0, 10.805555555555555)","(10.0, 12.0, 11.671875)","(101.0, 230.0, 216.66666666666666)","(4.8, 5.7, 5.696969696969697)","(101.0, 230.0, 215.0)","(16.0, 26.0, 25.5)","(91.0, 200.0, 176.0)"
10-01-2023 13:23:55.221240,"(18.0, 23.0, 19.72826086956522)","(1.65, 1.89, 1.8816666666666666)","(8.5, 11.0, 10.72)","(10.0, 12.0, 11.671875)","(101.0, 230.0, 216.66666666666666)","(4.8, 5.7, 5.727407407407408)","(101.0, 230.0, 215.0)","(16.0, 26.0, 24.272727272727273)","(91.0, 200.0, 176.0)"
10-01-2023 13:23:56.635500,"(17.0, 23.0, 21.078125)","(1.65, 1.87, 1.8631818181818183)","(8.5, 11.0, 10.72)","(10.0, 12.0, 11.671875)","(101.0, 230.0, 216.66666666666666)","(4.8, 5.8, 5.683516483516484)","(101.0, 230.0, 215.0)","(16.0, 27.0, 24.23076923076923)","(91.0, 200.0, 176.0)"
10-01-2023 13:23:58.029341,"(17.0, 23.0, 21.078125)","(1.65, 1.87, 1.850891719745223)","(8.5, 11.0, 9.821428571428573)","(10.0, 12.0, 11.766666666666667)","(101.0, 230.0, 216.66666666666666)","(4.8, 5.7, 5.640106951871657)","(101.0, 230.0, 225.0)","(16.0, 27.0, 24.23076923076923)","(91.0, 200.0, 181.05263157894737)"
10-01-2023 13:23:59.404250,"(17.0, 23.0, 20.010416666666668)","(1.65, 1.86, 1.8458520900321544)","(8.5, 10.0, 9.822335025380712)","(10.0, 12.0, 12.097222222222221)","(101.0, 230.0, 216.66666666666666)","(4.8, 5.7, 5.6348739495798315)","(101.0, 230.0, 225.0)","(16.0, 27.0, 25.434782608695652)","(91.0, 200.0, 151.66666666666666)"
10-01-2023 13:24:00.833696,"(17.0, 23.0, 19.738636363636363)","(1.65, 1.86, 1.8454785478547855)","(8.5, 10.0, 9.822335025380712)","(10.0, 12.5, 12.083333333333334)","(101.0, 230.0, 175.55555555555554)","(4.8, 5.7, 5.6348739495798315)","(101.0, 230.0, 225.0)","(16.0, 27.0, 25.434782608695652)","(91.0, 160.0, 151.66666666666666)"
10-01-2023 13:24:02.505660,"(17.0, 23.0, 19.733333333333334)","(1.65, 1.86, 1.8459162303664922)","(8.5, 10.0, 9.823880597014925)","(10.0, 12.5, 12.037037037037036)","(101.0, 180.0, 175.55555555555554)","(4.8, 5.7, 5.634854771784232)","(101.0, 230.0, 225.0)","(16.0, 27.0, 25.5)","(91.0, 160.0, 152.5)"
10-01-2023 13:24:04.050158,"(17.0, 23.0, 19.733333333333334)","(1.65, 1.86, 1.8436708860759494)","(8.5, 10.0, 9.823880597014925)","(10.0, 12.5, 12.096774193548388)","(101.0, 180.0, 196.0)","(4.8, 5.7, 5.6361788617886175)","(101.0, 230.0, 225.0)","(16.0, 27.0, 25.5)","(91.0, 160.0, 152.5)"
10-01-2023 13:24:05.610761,"(17.0, 23.0, 20.244897959183675)","(1.65, 1.85, 1.8416338028169015)","(8.5, 10.0, 9.802234636871509)","(10.0, 12.5, 12.115384615384615)","(101.0, 220.0, 187.69230769230768)","(4.8, 5.7, 5.6308370044052865)","(101.0, 230.0, 225.0)","(16.0, 27.0, 26.555555555555557)","(91.0, 160.0, 152.5)"
10-01-2023 13:24:06.910189,"(17.0, 23.0, 20.244897959183675)","(1.65, 1.85, 1.84)","(8.5, 10.0, 9.802366863905327)","(10.0, 12.5, 12.121212121212121)","(101.0, 220.0, 196.0)","(4.8, 5.7, 5.6345833333333335)","(101.0, 230.0, 220.0)","(16.0, 27.0, 26.0)","(91.0, 160.0, 152.5)"
10-01-2023 13:24:08.234237,"(17.0, 23.0, 20.545454545454547)","(1.65, 1.84, 1.8359206798866856)","(8.5, 10.0, 9.860833333333334)","(10.0, 12.5, 12.435114503816793)","(101.0, 220.0, 210.0)","(4.8, 5.7, 5.659233449477352)","(101.0, 230.0, 185.0)","(16.0, 27.0, 26.8125)","(91.0, 160.0, 157.0)"
10-01-2023 13:24:09.607235,"(17.0, 23.0, 22.430555555555557)","(1.65, 1.84, 1.8379603399433428)","(8.5, 10.0, 9.873387096774193)","(10.0, 12.5, 12.691489361702128)","(101.0, 220.0, 215.0)","(4.8, 5.7, 5.795833333333333)","(101.0, 200.0, 186.66666666666666)","(16.0, 27.0, 27.310344827586206)","(91.0, 160.0, 159.0909090909091)"
10-01-2023 13:24:11.063624,"(17.0, 23.0, 20.67241379310345)","(1.65, 1.85, 1.8395652173913044)","(8.5, 10.0, 9.873387096774193)","(10.0, 13.0, 12.736363636363636)","(101.0, 230.0, 215.0)","(4.8, 5.8, 5.796428571428571)","(101.0, 200.0, 186.66666666666666)","(17.0, 30.0, 27.225)","(91.0, 160.0, 159.0909090909091)"
10-01-2023 13:24:12.419530,"(17.0, 23.0, 20.67241379310345)","(1.65, 1.84, 1.8366666666666667)","(8.5, 10.0, 9.873929961089495)","(10.0, 13.0, 12.731481481481481)","(101.0, 230.0, 215.0)","(4.8, 5.8, 5.561290322580645)","(101.0, 200.0, 188.0)","(17.0, 30.0, 27.6734693877551)","(91.0, 160.0, 159.0909090909091)"
10-01-2023 13:24:13.799158,"(17.0, 20.0, 20.515625)","(1.65, 1.85, 1.8220388349514565)","(8.5, 10.0, 9.879545454545456)","(10.0, 13.0, 12.704545454545455)","(101.0, 230.0, 215.0)","(4.8, 5.6, 5.564736842105263)","(101.0, 200.0, 276.25)","(17.0, 30.0, 27.98181818181818)","(91.0, 160.0, 176.0)"
10-01-2023 13:24:15.130042,"(18.0, 22.0, 20.515625)","(1.65, 1.84, 1.8272413793103448)","(8.5, 10.0, 9.882656826568265)","(10.0, 13.0, 12.73469387755102)","(101.0, 230.0, 215.0)","(4.8, 5.6, 5.568333333333333)","(101.0, 290.0, 204.28571428571428)","(17.0, 30.0, 28.15)","(91.0, 200.0, 176.0)"
10-01-2023 13:24:16.517778,"(18.0, 22.0, 20.19047619047619)","(1.65, 1.84, 1.8261337683523655)","(8.5, 10.0, 9.875409836065574)","(10.0, 13.0, 12.73469387755102)","(101.0, 230.0, 215.0)","(4.8, 5.6, 5.568333333333333)","(101.0, 290.0, 204.28571428571428)","(17.0, 30.0, 28.654545454545456)","(91.0, 200.0, 147.5)"
10-01-2023 13:24:17.886488,"(17.0, 22.0, 20.19047619047619)","(1.65, 1.86, 1.826813627254509)","(8.5, 10.0, 9.867248908296943)","(10.0, 13.0, 12.8)","(101.0, 230.0, 215.0)","(4.8, 5.6, 5.558695652173913)","(101.0, 290.0, 250.0)","(17.0, 30.0, 28.654545454545456)","(91.0, 150.0, 190.0)"
10-01-2023 13:24:19.327346,"(17.0, 22.0, 20.571428571428573)","(1.65, 1.86, 1.851620553359684)","(8.5, 10.0, 9.887822878228782)","(10.0, 13.0, 12.675)","(101.0, 230.0, 215.0)","(4.8, 5.6, 5.539805825242718)","(101.0, 270.0, 232.5)","(17.0, 30.0, 28.62962962962963)","(91.0, 200.0, 181.8181818181818)"
10-01-2023 13:24:20.766593,"(17.0, 20.0, 19.583333333333332)","(1.65, 1.86, 1.851620553359684)","(8.5, 10.0, 9.903296703296704)","(10.0, 13.0, 13.166666666666666)","(101.0, 230.0, 215.0)","(4.8, 5.6, 5.532663316582915)","(101.0, 270.0, 225.0)","(17.0, 30.0, 28.20967741935484)","(91.0, 200.0, 181.8181818181818)"
10-01-2023 13:24:22.239312,"(17.0, 20.0, 19.540816326530614)","(1.65, 1.86, 1.8447712418300655)","(8.5, 10.0, 9.903296703296704)","(10.0, 13.5, 13.35)","(101.0, 230.0, 215.0)","(4.8, 5.6, 5.532663316582915)","(101.0, 250.0, 208.33333333333334)","(17.0, 30.0, 28.20967741935484)","(91.0, 200.0, 181.8181818181818)"
10-01-2023 13:24:23.635953,"(17.0, 20.0, 19.540816326530614)","(1.65, 1.85, 1.8406751054852322)","(8.5, 10.0, 9.91549295774648)","(10.0, 13.5, 13.318181818181818)","(101.0, 230.0, 215.0)","(4.8, 5.6, 5.493846153846154)","(101.0, 250.0, 213.33333333333334)","(17.0, 30.0, 29.13953488372093)","(91.0, 200.0, 187.5)"
10-01-2023 13:24:24.973817,"(17.0, 20.0, 19.57017543859649)","(1.65, 1.85, 1.833257142857143)","(8.5, 10.0, 9.868131868131869)","(10.0, 13.5, 13.36046511627907)","(101.0, 230.0, 215.0)","(4.8, 5.5, 5.42421052631579)","(101.0, 240.0, 206.66666666666666)","(17.0, 30.0, 29.13953488372093)","(91.0, 200.0, 170.0)"
10-01-2023 13:24:26.401709,"(17.0, 20.0, 19.057692307692307)","(1.65, 1.85, 1.83285)","(8.5, 10.0, 9.719298245614034)","(10.0, 13.5, 13.407894736842104)","(101.0, 230.0, 215.0)","(4.8, 5.5, 5.427272727272728)","(101.0, 240.0, 202.5)","(17.0, 30.0, 28.355555555555554)","(91.0, 200.0, 170.0)"
10-01-2023 13:24:27.899538,"(17.0, 20.0, 19.20967741935484)","(1.65, 1.85, 1.8440674157303372)","(8.5, 10.0, 9.79240506329114)","(10.0, 13.5, 13.441666666666666)","(101.0, 230.0, 225.71428571428572)","(4.8, 5.5, 5.4293609671848015)","(101.0, 240.0, 218.57142857142858)","(17.0, 30.0, 28.54901960784314)","(91.0, 200.0, 170.0)"
10-01-2023 13:24:29.378849,"(17.0, 20.0, 19.20967741935484)","(1.65, 1.85, 1.8435151515151516)","(8.5, 10.0, 9.651006711409396)","(10.0, 13.5, 13.485714285714286)","(101.0, 230.0, 225.71428571428572)","(4.8, 5.5, 5.4293609671848015)","(101.0, 240.0, 206.0)","(17.0, 30.0, 29.11904761904762)","(91.0, 200.0, 170.0)"
10-01-2023 13:24:30.767423,"(17.0, 20.0, 19.10909090909091)","(1.65, 1.85, 1.840970873786408)","(8.5, 10.0, 9.61875)","(10.0, 13.5, 13.531746031746032)","(101.0, 230.0, 316.6666666666667)","(4.8, 5.5, 5.433455882352941)","(101.0, 230.0, 215.0)","(17.0, 30.0, 28.90909090909091)","(91.0, 200.0, 186.66666666666666)"
10-01-2023 13:24:32.196608,"(17.0, 20.0, 19.086206896551722)","(1.65, 1.85, 1.83)","(8.5, 10.0, 9.792592592592593)","(10.0, 14.0, 13.283333333333333)","(101.0, 370.0, 266.6666666666667)","(4.8, 5.5, 5.775)","(101.0, 230.0, 280.0)","(17.0, 30.0, 29.083333333333332)","(91.0, 200.0, 193.33333333333334)"
10-01-2023 13:24:33.568935,"(17.0, 20.0, 19.57017543859649)","(1.65, 1.83, 1.820537084398977)","(8.5, 9.8, 9.792592592592593)","(10.0, 13.5, 13.133802816901408)","(101.0, 360.0, 326.6666666666667)","(4.8, 5.8, 5.618867924528302)","(101.0, 300.0, 317.5)","(17.0, 30.0, 29.153846153846153)","(91.0, 200.0, 195.71428571428572)"
10-01-2023 13:24:34.949727,"(17.0, 20.0, 19.615384615384617)","(1.65, 1.83, 1.8290710382513662)","(8.5, 9.8, 9.750602409638555)","(10.0, 13.5, 13.166666666666666)","(101.0, 360.0, 332.72727272727275)","(4.8, 5.7, 5.694318181818182)","(101.0, 370.0, 323.3333333333333)","(17.0, 30.0, 29.42105263157895)","(91.0, 200.0, 197.69230769230768)"
10-01-2023 13:24:36.369745,"(17.0, 20.0, 19.833333333333332)","(1.65, 1.83, 1.8335510204081633)","(8.5, 10.0, 9.72)","(10.0, 13.5, 13.13888888888889)","(101.0, 360.0, 330.0)","(4.8, 5.7, 5.648387096774194)","(101.0, 370.0, 316.6666666666667)","(17.0, 30.0, 30.74576271186441)","(91.0, 200.0, 203.84615384615384)"
10-01-2023 13:24:37.730439,"(17.0, 23.0, 21.333333333333332)","(1.65, 1.84, 1.8294897959183674)","(8.5, 9.8, 9.775)","(10.0, 13.5, 13.13888888888889)","(101.0, 360.0, 334.44444444444446)","(4.8, 5.7, 5.626153846153846)","(101.0, 370.0, 343.33333333333337)","(17.0, 32.0, 30.436363636363637)","(91.0, 210.0, 203.84615384615384)"
10-01-2023 13:24:39.060102,"(17.0, 23.0, 22.23728813559322)","(1.65, 1.83, 1.8291150442477877)","(8.5, 9.8, 9.771428571428572)","(10.0, 13.5, 13.125)","(101.0, 350.0, 322.0)","(4.8, 5.7, 5.624444444444444)","(101.0, 360.0, 330.0)","(17.0, 32.0, 30.436363636363637)","(91.0, 210.0, 204.28571428571428)"
10-01-2023 13:24:40.339055,"(17.0, 23.0, 22.23728813559322)","(1.65, 1.83, 1.8291150442477877)","(8.5, 9.8, 9.423809523809524)","(10.0, 13.5, 13.125)","(101.0, 350.0, 322.0)","(4.8, 5.7, 5.6177419354838705)","(101.0, 360.0, 343.33333333333337)","(17.0, 32.0, 30.33009708737864)","(91.0, 210.0, 204.28571428571428)"
10-01-2023 13:24:41.592619,"(17.0, 23.0, 21.676470588235293)","(1.65, 1.83, 1.826301886792453)","(8.5, 9.6, 9.276543209876543)","(10.0, 13.5, 13.25925925925926)","(101.0, 350.0, 325.55555555555554)","(4.8, 5.7, 5.628671328671328)","(101.0, 360.0, 330.0)","(17.0, 32.0, 30.40740740740741)","(91.0, 210.0, 204.28571428571428)"
10-01-2023 13:24:42.889838,"(17.0, 23.0, 21.392857142857142)","(1.65, 1.82, 1.8186206896551724)","(8.5, 9.2, 9.059090909090909)","(10.0, 13.5, 13.19047619047619)","(101.0, 340.0, 257.5)","(4.8, 5.7, 5.674305555555556)","(101.0, 360.0, 345.0)","(17.0, 32.0, 30.566666666666666)","(91.0, 210.0, 190.0)"
10-01-2023 13:24:44.253361,"(17.0, 23.0, 21.76)","(1.65, 1.82, 1.8193827160493827)","(8.5, 9.2, 9.062857142857142)","(10.0, 13.5, 13.05813953488372)","(101.0, 370.0, 255.0)","(4.8, 5.7, 5.674305555555556)","(101.0, 360.0, 322.0)","(17.0, 32.0, 30.346153846153847)","(91.0, 210.0, 190.0)"
10-01-2023 13:24:45.654673,"(17.0, 23.0, 21.25531914893617)","(1.65, 1.82, 1.819402985074627)","(8.5, 9.2, 9.062857142857142)","(10.0, 13.5, 12.808641975308642)","(101.0, 360.0, 283.3333333333333)","(4.8, 5.7, 5.674305555555556)","(101.0, 350.0, 322.0)","(17.0, 32.0, 29.716814159292035)","(91.0, 210.0, 190.0)"
10-01-2023 13:24:47.188416,"(17.0, 23.0, 20.682926829268293)","(1.65, 1.82, 1.8275000000000001)","(8.5, 9.2, 9.063768115942029)","(10.0, 13.0, 12.728070175438596)","(101.0, 350.0, 300.0)","(4.8, 5.7, 5.6773584905660375)","(101.0, 350.0, 314.0)","(17.0, 32.0, 30.19047619047619)","(91.0, 210.0, 190.0)"
10-01-2023 13:24:48.607879,"(17.0, 22.0, 20.54901960784314)","(1.65, 1.83, 1.8222033898305086)","(8.5, 9.2, 9.053012048192771)","(10.0, 13.0, 12.595238095238095)","(101.0, 350.0, 300.0)","(4.8, 5.7, 5.681720430107527)","(101.0, 340.0, 304.54545454545456)","(17.0, 32.0, 30.25287356321839)","(91.0, 210.0, 190.0)"
