,Verbalizer,Call Me Mo,Bonython,On The Tiles,Ma Mas Rose,Mt Peter Miss,Gaius Julius,Sizzling Sun
08-12-2022 15:54:36.082580,"(11.0, 19.5, 18.46969696969697)","(2.5, 2.9, 2.808695652173913)","(2.6, 2.7, 2.664)","(6.0, 8.6, 8.36923076923077)","(16.0, 36.0, 34.666666666666664)","(21.0, 55.0, 54.09090909090909)","(11.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:37.595446,"(11.0, 19.5, 17.954545454545453)","(2.5, 2.9, 2.808695652173913)","(2.6, 2.7, 2.664)","(6.0, 8.6, 8.266666666666666)","(16.0, 36.0, 34.666666666666664)","(21.0, 55.0, 54.09090909090909)","(11.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:39.042752,"(11.0, 19.5, 17.954545454545453)","(2.5, 2.9, 2.808695652173913)","(2.6, 2.7, 2.6885714285714286)","(6.0, 8.6, 8.266666666666666)","(16.0, 36.0, 33.142857142857146)","(21.0, 55.0, 54.09090909090909)","(11.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:40.405058,"(11.0, 19.5, 17.954545454545453)","(2.5, 2.9, 2.8255319148936167)","(2.6, 2.7, 2.6950000000000003)","(6.0, 8.6, 8.35)","(16.0, 36.0, 34.666666666666664)","(21.0, 55.0, 54.166666666666664)","(11.0, 19.0, 18.083333333333332)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:41.763983,"(11.0, 19.5, 18.083333333333332)","(2.5, 2.9, 2.8255319148936167)","(2.6, 2.7, 2.6950000000000003)","(6.0, 8.6, 8.35)","(16.0, 36.0, 34.666666666666664)","(21.0, 55.0, 54.166666666666664)","(11.0, 19.0, 18.083333333333332)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:43.097970,"(11.0, 19.5, 18.083333333333332)","(2.5, 2.9, 2.8255319148936167)","(2.6, 2.7, 2.6950000000000003)","(6.0, 8.6, 8.35)","(16.0, 36.0, 34.666666666666664)","(21.0, 55.0, 53.75)","(11.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:44.519158,"(11.0, 19.5, 18.75)","(2.5, 2.9, 2.8270833333333334)","(2.6, 2.7, 2.6950000000000003)","(6.0, 8.6, 8.35)","(16.0, 36.0, 33.333333333333336)","(21.0, 55.0, 53.75)","(11.0, 19.0, 17.875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:45.865759,"(11.0, 19.5, 18.75)","(2.5, 2.9, 2.8270833333333334)","(2.6, 2.7, 2.6950000000000003)","(6.0, 8.6, 8.35)","(16.0, 34.0, 34.666666666666664)","(21.0, 55.0, 53.75)","(11.0, 19.0, 17.875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:47.222478,"(11.0, 19.5, 18.75)","(2.5, 2.9, 2.8255319148936167)","(2.6, 2.7, 2.6950000000000003)","(6.0, 8.6, 8.35)","(16.0, 36.0, 34.666666666666664)","(21.0, 55.0, 53.75)","(11.0, 19.0, 17.875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:48.490490,"(11.0, 19.5, 18.75)","(2.5, 2.9, 2.83)","(2.6, 2.7, 2.696)","(6.0, 8.6, 8.35)","(16.0, 36.0, 34.666666666666664)","(21.0, 55.0, 53.75)","(11.0, 19.0, 17.875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:49.744818,"(11.0, 19.5, 19.0)","(2.5, 2.9, 2.83)","(2.6, 2.7, 2.696)","(6.0, 8.6, 8.35)","(16.0, 36.0, 33.333333333333336)","(21.0, 55.0, 53.75)","(11.0, 19.0, 17.875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:51.101996,"(11.0, 19.5, 19.0)","(2.5, 2.9, 2.83)","(2.6, 2.7, 2.696)","(6.0, 8.6, 8.35)","(16.0, 34.0, 38.666666666666664)","(21.0, 55.0, 53.75)","(11.0, 19.0, 17.875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:52.598487,"(11.0, 19.5, 19.0)","(2.5, 2.9, 2.83)","(2.6, 2.7, 2.696)","(6.0, 8.6, 8.35)","(16.0, 40.0, 38.666666666666664)","(21.0, 55.0, 53.75)","(11.0, 19.0, 17.875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:53.940780,"(11.0, 19.5, 19.0)","(2.5, 2.9, 2.83)","(2.6, 2.7, 2.696)","(6.0, 8.6, 8.35)","(16.0, 40.0, 33.77777777777778)","(21.0, 55.0, 53.75)","(11.0, 19.0, 17.875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:55.266764,"(11.0, 19.5, 19.0)","(2.5, 2.9, 2.83)","(2.6, 2.7, 2.696842105263158)","(6.0, 8.6, 8.35)","(16.0, 40.0, 33.714285714285715)","(21.0, 55.0, 53.75)","(11.0, 19.0, 17.875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:56.894232,"(11.0, 19.5, 19.0)","(2.5, 2.9, 2.8339622641509434)","(2.6, 2.7, 2.6972727272727273)","(6.0, 8.6, 8.35)","(16.0, 38.0, 31.0)","(21.0, 55.0, 53.75)","(11.0, 19.0, 17.96875)","(91.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:58.369148,"(11.0, 19.5, 19.285714285714285)","(2.5, 2.9, 2.8339622641509434)","(2.6, 2.7, 2.6972727272727273)","(6.0, 8.6, 8.35)","(16.0, 38.0, 32.333333333333336)","(21.0, 60.0, 53.0)","(11.0, 19.0, 17.96875)","(91.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:00.029954,"(11.0, 19.5, 19.285714285714285)","(2.5, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.6972727272727273)","(6.0, 8.6, 8.35)","(16.0, 34.0, 30.666666666666668)","(21.0, 60.0, 58.57142857142857)","(11.0, 19.0, 17.96875)","(91.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:01.456913,"(11.0, 19.5, 19.285714285714285)","(2.5, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.6972727272727273)","(6.0, 8.6, 8.35)","(16.0, 34.0, 28.0)","(21.0, 60.0, 67.5)","(11.0, 19.0, 17.96875)","(91.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:02.843278,"(11.0, 19.5, 19.285714285714285)","(2.5, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.6972727272727273)","(6.0, 8.6, 8.35)","(16.0, 32.0, 26.75)","(21.0, 80.0, 62.5)","(11.0, 19.0, 17.96875)","(91.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:04.264072,"(11.0, 19.5, 19.285714285714285)","(2.5, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.696842105263158)","(6.0, 8.6, 8.35)","(16.0, 32.0, 26.75)","(21.0, 80.0, 61.0)","(11.0, 19.0, 17.96875)","(91.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:05.635895,"(11.0, 19.5, 19.285714285714285)","(2.5, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.6972727272727273)","(6.0, 8.6, 8.35)","(16.0, 32.0, 26.75)","(21.0, 75.0, 61.2)","(11.0, 19.0, 17.96875)","(91.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:07.063076,"(11.0, 19.5, 19.285714285714285)","(2.5, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.6972727272727273)","(6.0, 8.6, 8.35)","(16.0, 32.0, 26.75)","(21.0, 70.0, 53.5)","(11.0, 19.0, 17.96875)","(91.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:08.434976,"(11.0, 19.5, 19.0)","(2.5, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.697)","(6.0, 8.6, 8.35)","(16.0, 32.0, 26.75)","(21.0, 70.0, 53.666666666666664)","(11.0, 19.0, 17.96875)","(91.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:09.823224,"(11.0, 19.5, 19.0)","(2.5, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.697)","(6.0, 8.6, 8.35)","(16.0, 32.0, 26.75)","(21.0, 65.0, 54.0)","(11.0, 19.0, 17.96875)","(91.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:11.200133,"(11.0, 19.5, 19.0)","(2.5, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.6976)","(6.0, 8.6, 8.35)","(16.0, 32.0, 26.75)","(21.0, 60.0, 51.0)","(11.0, 19.0, 17.96875)","(91.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:12.550924,"(11.0, 19.5, 19.0)","(2.5, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.6976)","(6.0, 8.6, 8.35)","(16.0, 32.0, 26.75)","(21.0, 60.0, 51.0)","(11.0, 19.0, 17.96875)","(91.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:13.878885,"(10.0, 19.5, 19.0)","(2.6, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.6976)","(6.0, 8.6, 8.35)","(15.0, 32.0, 26.75)","(21.0, 60.0, 51.0)","(12.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:15.220125,"(10.0, 19.5, 19.0)","(2.6, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.692)","(6.0, 8.6, 8.35)","(15.0, 32.0, 26.75)","(21.0, 60.0, 56.0)","(12.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:16.619923,"(10.0, 19.5, 19.0)","(2.6, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.692)","(6.0, 8.6, 8.35)","(15.0, 32.0, 26.75)","(21.0, 60.0, 54.0)","(12.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:17.990906,"(10.0, 19.5, 19.0)","(2.6, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.692)","(6.0, 8.6, 8.35)","(15.0, 32.0, 26.75)","(21.0, 60.0, 52.8)","(12.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:19.317130,"(10.0, 19.5, 19.0)","(2.6, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.692)","(6.0, 8.6, 8.35)","(15.0, 32.0, 26.75)","(21.0, 60.0, 52.8)","(12.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:20.560662,"(10.0, 19.5, 19.0)","(2.6, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.692)","(6.0, 8.6, 8.35)","(15.0, 32.0, 26.75)","(21.0, 60.0, 56.0)","(12.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:21.808635,"(10.0, 19.5, 19.0)","(2.6, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.692)","(6.0, 8.6, 8.35)","(15.0, 32.0, 26.75)","(21.0, 60.0, 54.0)","(12.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:23.119403,"(10.0, 19.5, 19.0)","(2.6, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.692)","(6.0, 8.6, 8.35)","(15.0, 32.0, 26.75)","(21.0, 60.0, 52.8)","(12.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:24.485805,"(10.0, 19.5, 19.0)","(2.6, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.692)","(6.0, 8.6, 8.35)","(15.0, 32.0, 26.75)","(21.0, 60.0, 52.8)","(12.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:25.750407,"(10.0, 19.5, 19.0)","(2.6, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.692)","(6.0, 8.6, 8.35)","(15.0, 32.0, 26.75)","(21.0, 60.0, 56.0)","(12.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:27.056760,"(10.0, 19.5, 19.0)","(2.6, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.692)","(6.0, 8.6, 8.35)","(15.0, 32.0, 26.75)","(21.0, 60.0, 54.0)","(12.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:28.441824,"(10.0, 19.5, 19.0)","(2.6, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.692)","(6.0, 8.6, 8.35)","(15.0, 32.0, 26.75)","(21.0, 60.0, 52.8)","(12.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:29.840738,"(10.0, 19.5, 19.0)","(2.6, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.692)","(6.0, 8.6, 8.35)","(15.0, 32.0, 26.75)","(21.0, 60.0, 52.8)","(12.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:31.328073,"(10.0, 19.5, 19.0)","(2.6, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.692)","(6.0, 8.6, 8.35)","(15.0, 32.0, 26.75)","(21.0, 60.0, 56.0)","(12.0, 19.0, 17.96875)","(101.0, 290.0, 220.0)"
08-12-2022 15:55:32.851813,"(10.0, 19.5, 19.0)","(2.6, 2.9, 2.8313725490196076)","(2.6, 2.7, 2.692)","(6.0, 8.6, 8.35)","(15.0, 32.0, 26.75)","(21.0, 60.0, 52.8)","(12.0, 19.0, 17.96875)","(101.0, 290.0, 220.0)"
08-12-2022 15:55:34.322881,"(10.0, 19.5, 19.0)","(2.6, 2.9, 2.8339622641509434)","(2.6, 2.7, 2.692)","(6.0, 8.6, 8.35)","(15.0, 32.0, 30.5)","(21.0, 60.0, 52.8)","(12.0, 19.0, 17.77777777777778)","(101.0, 290.0, 220.0)"
08-12-2022 15:55:35.781024,"(10.0, 19.5, 19.0)","(2.6, 2.9, 2.83)","(2.6, 2.7, 2.692)","(6.0, 8.6, 8.35)","(15.0, 32.0, 30.764705882352942)","(21.0, 60.0, 52.8)","(12.0, 18.5, 17.5)","(101.0, 290.0, 220.0)"
08-12-2022 15:55:37.466688,"(10.0, 19.5, 19.0)","(2.6, 2.9, 2.83)","(2.6, 2.7, 2.692)","(6.0, 8.6, 8.35)","(15.0, 32.0, 29.0)","(21.0, 60.0, 54.0)","(12.0, 18.0, 17.071428571428573)","(101.0, 290.0, 220.0)"
08-12-2022 15:55:39.265886,"(10.0, 19.5, 19.0)","(2.6, 2.9, 2.83)","(2.6, 2.7, 2.692)","(6.0, 8.6, 8.35)","(15.0, 32.0, 29.0)","(21.0, 60.0, 52.8)","(12.0, 18.5, 17.5)","(101.0, 290.0, 220.0)"
08-12-2022 15:55:40.781108,"(10.0, 19.5, 19.0)","(2.6, 2.9, 2.86)","(2.6, 2.7, 2.6950000000000003)","(6.0, 8.6, 8.35)","(16.0, 32.0, 30.6)","(21.0, 60.0, 56.0)","(11.0, 18.0, 17.071428571428573)","(101.0, 290.0, 220.0)"
08-12-2022 15:55:42.168078,"(11.0, 19.5, 19.0)","(2.5, 2.88, 2.86)","(2.6, 2.7, 2.7488888888888887)","(6.0, 8.6, 8.35)","(16.0, 32.0, 30.6)","(21.0, 60.0, 54.0)","(11.0, 18.5, 17.071428571428573)","(101.0, 290.0, 220.0)"
08-12-2022 15:55:43.447874,"(11.0, 19.5, 19.0)","(2.5, 2.88, 2.86)","(2.6, 2.76, 2.7516666666666665)","(6.0, 8.6, 8.35)","(16.0, 32.0, 29.0)","(21.0, 60.0, 52.8)","(11.0, 18.5, 17.5)","(101.0, 290.0, 220.0)"
08-12-2022 15:55:44.785733,"(11.0, 19.5, 19.125)","(2.5, 2.88, 2.86)","(2.6, 2.76, 2.752307692307692)","(6.0, 8.6, 8.35)","(16.0, 32.0, 29.0)","(21.0, 60.0, 52.8)","(11.0, 18.0, 17.5)","(101.0, 290.0, 220.0)"
08-12-2022 15:55:46.155761,"(11.0, 19.5, 19.125)","(2.5, 2.88, 2.86)","(2.6, 2.76, 2.752307692307692)","(6.0, 8.6, 8.35)","(16.0, 32.0, 29.0)","(21.0, 60.0, 56.0)","(11.0, 18.0, 17.25)","(101.0, 290.0, 220.0)"
08-12-2022 15:55:47.415882,"(11.0, 19.5, 19.125)","(2.5, 2.88, 2.86)","(2.6, 2.76, 2.752307692307692)","(6.0, 8.6, 8.35)","(16.0, 32.0, 29.0)","(21.0, 60.0, 52.8)","(11.0, 18.0, 17.25)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:48.633270,"(11.0, 19.5, 19.125)","(2.5, 2.88, 2.86)","(2.6, 2.76, 2.752307692307692)","(6.0, 8.6, 8.35)","(16.0, 32.0, 29.0)","(21.0, 60.0, 52.8)","(11.0, 18.0, 17.25)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:49.845363,"(11.0, 19.5, 19.125)","(2.5, 2.88, 2.86)","(2.6, 2.76, 2.752307692307692)","(6.0, 8.6, 8.35)","(16.0, 32.0, 29.0)","(21.0, 60.0, 52.8)","(11.0, 18.0, 17.25)","(101.0, 290.0, 234.0)"
08-12-2022 15:55:51.087012,"(11.0, 19.5, 19.125)","(2.5, 2.88, 2.86)","(2.6, 2.76, 2.752307692307692)","(6.0, 8.6, 8.35)","(16.0, 32.0, 29.0)","(21.0, 60.0, 56.0)","(11.0, 18.0, 17.25)","(101.0, 290.0, 234.0)"
08-12-2022 15:55:52.441627,"(11.0, 19.5, 19.125)","(2.5, 2.88, 2.86)","(2.6, 2.76, 2.752307692307692)","(6.0, 8.6, 8.35)","(16.0, 32.0, 29.0)","(21.0, 60.0, 54.0)","(11.0, 18.0, 17.25)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:53.667671,"(11.0, 19.5, 19.125)","(2.5, 2.88, 2.86)","(2.6, 2.76, 2.752307692307692)","(6.0, 8.6, 8.35)","(16.0, 32.0, 29.0)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.142857142857142)","(101.0, 290.0, 220.0)"
08-12-2022 15:55:54.961290,"(11.0, 19.5, 18.9)","(2.5, 2.88, 2.82)","(2.6, 2.76, 2.7555555555555555)","(6.0, 8.6, 8.35)","(16.0, 32.0, 29.375)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.166666666666668)","(101.0, 290.0, 220.0)"
08-12-2022 15:55:56.164097,"(11.0, 19.5, 18.9)","(2.5, 2.82, 2.8045)","(2.6, 2.76, 2.752307692307692)","(6.0, 8.6, 8.35)","(16.0, 32.0, 38.84615384615385)","(21.0, 60.0, 55.0)","(11.0, 18.0, 17.166666666666668)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:57.352464,"(11.0, 19.5, 18.9)","(2.5, 2.82, 2.8045)","(2.6, 2.76, 2.7466666666666666)","(6.0, 8.6, 8.35)","(16.0, 40.0, 34.666666666666664)","(21.0, 60.0, 57.0)","(11.0, 18.0, 17.166666666666668)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:55:58.610529,"(11.0, 19.5, 17.0)","(2.5, 2.82, 2.8045)","(2.6, 2.76, 2.7466666666666666)","(6.0, 8.6, 8.35)","(16.0, 40.0, 29.6)","(21.0, 60.0, 57.0)","(11.0, 18.0, 17.166666666666668)","(91.0, 290.0, 196.66666666666666)"
08-12-2022 15:56:00.089765,"(11.0, 19.0, 16.666666666666668)","(2.5, 2.82, 2.804102564102564)","(2.6, 2.76, 2.7466666666666666)","(6.0, 8.6, 8.35)","(16.0, 40.0, 36.53333333333333)","(21.0, 60.0, 55.0)","(11.0, 18.0, 17.166666666666668)","(91.0, 290.0, 196.66666666666666)"
08-12-2022 15:56:01.506861,"(11.0, 19.0, 17.8)","(2.5, 2.82, 2.7806382978723403)","(2.6, 2.76, 2.745)","(6.0, 8.6, 8.35)","(16.0, 38.0, 34.94444444444444)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.166666666666668)","(91.0, 290.0, 196.66666666666666)"
08-12-2022 15:56:02.835584,"(11.0, 19.0, 17.8)","(2.5, 2.8, 2.778461538461538)","(2.6, 2.76, 2.753333333333333)","(6.0, 8.6, 8.35)","(16.0, 38.0, 34.15)","(21.0, 60.0, 55.0)","(11.0, 18.0, 17.166666666666668)","(91.0, 290.0, 196.66666666666666)"
08-12-2022 15:56:04.217513,"(11.0, 23.0, 22.38888888888889)","(2.5, 2.78, 2.776)","(2.6, 2.76, 2.753333333333333)","(6.0, 8.6, 8.35)","(16.0, 38.0, 34.15)","(21.0, 60.0, 55.0)","(11.0, 18.0, 17.166666666666668)","(91.0, 290.0, 196.66666666666666)"
08-12-2022 15:56:05.630905,"(11.0, 23.0, 20.5)","(2.5, 2.78, 2.776)","(2.6, 2.76, 2.7479999999999998)","(6.0, 8.6, 8.35)","(16.0, 38.0, 34.15)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.166666666666668)","(91.0, 290.0, 196.66666666666666)"
08-12-2022 15:56:06.913733,"(11.0, 23.0, 21.18181818181818)","(2.5, 2.78, 2.776)","(2.6, 2.76, 2.7199999999999998)","(6.0, 8.6, 8.35)","(16.0, 38.0, 34.15)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.166666666666668)","(91.0, 290.0, 196.66666666666666)"
08-12-2022 15:56:08.190253,"(11.0, 23.0, 20.5)","(2.5, 2.78, 2.776)","(2.6, 2.76, 2.7199999999999998)","(6.0, 8.6, 8.35)","(16.0, 38.0, 34.15)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.166666666666668)","(91.0, 290.0, 196.66666666666666)"
08-12-2022 15:56:09.440528,"(11.0, 23.0, 20.5)","(2.5, 2.78, 2.776)","(2.6, 2.76, 2.7199999999999998)","(6.0, 8.6, 8.35)","(16.0, 38.0, 34.57142857142857)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.166666666666668)","(91.0, 290.0, 203.33333333333334)"
08-12-2022 15:56:10.755727,"(11.0, 23.0, 20.5)","(2.5, 2.78, 2.776)","(2.6, 2.76, 2.7199999999999998)","(6.0, 8.6, 8.35)","(16.0, 38.0, 34.57142857142857)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.166666666666668)","(91.0, 290.0, 203.33333333333334)"
08-12-2022 15:56:12.058059,"(11.0, 23.0, 20.5)","(2.5, 2.78, 2.776)","(2.6, 2.76, 2.696)","(6.0, 8.6, 8.35)","(16.0, 38.0, 34.57142857142857)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.166666666666668)","(91.0, 290.0, 216.66666666666666)"
08-12-2022 15:56:13.347943,"(11.0, 23.0, 20.5)","(2.5, 2.78, 2.776)","(2.6, 2.76, 2.68)","(6.0, 8.6, 8.35)","(16.0, 38.0, 34.57142857142857)","(21.0, 60.0, 55.0)","(11.0, 18.0, 17.166666666666668)","(91.0, 290.0, 216.66666666666666)"
08-12-2022 15:56:14.749155,"(11.0, 23.0, 20.5)","(2.5, 2.78, 2.776)","(2.6, 2.76, 2.68)","(6.0, 8.6, 8.35)","(16.0, 38.0, 35.333333333333336)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.166666666666668)","(91.0, 290.0, 216.66666666666666)"
08-12-2022 15:56:16.228632,"(11.0, 23.0, 20.5)","(2.5, 2.78, 2.7773913043478258)","(2.6, 2.76, 2.7439999999999998)","(6.0, 8.6, 8.35)","(16.0, 38.0, 35.333333333333336)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.166666666666668)","(91.0, 290.0, 216.66666666666666)"
08-12-2022 15:56:18.147630,"(11.0, 23.0, 20.5)","(2.5, 2.78, 2.7980952380952377)","(2.6, 2.76, 2.7439999999999998)","(6.0, 8.6, 8.35)","(16.0, 38.0, 35.333333333333336)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 210.0)"
08-12-2022 15:56:19.379410,"(11.0, 23.0, 20.5)","(2.5, 2.8, 2.7980952380952377)","(2.6, 2.76, 2.7439999999999998)","(6.0, 8.6, 8.35)","(16.0, 38.0, 35.333333333333336)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 210.0)"
08-12-2022 15:56:20.585975,"(11.0, 23.0, 20.5)","(2.5, 2.8, 2.7980952380952377)","(2.6, 2.76, 2.7439999999999998)","(6.0, 8.6, 8.35)","(16.0, 38.0, 35.333333333333336)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 210.0)"
08-12-2022 15:56:21.746998,"(11.0, 23.0, 20.5)","(2.5, 2.8, 2.7980952380952377)","(2.6, 2.76, 2.7439999999999998)","(6.0, 8.6, 8.35)","(16.0, 38.0, 36.0)","(21.0, 60.0, 55.0)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 223.33333333333334)"
08-12-2022 15:56:22.966196,"(11.0, 23.0, 20.5)","(2.5, 2.8, 2.7955555555555556)","(2.6, 2.76, 2.7377777777777776)","(6.0, 8.6, 8.35)","(16.0, 38.0, 36.0)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 223.33333333333334)"
08-12-2022 15:56:24.173931,"(11.0, 23.0, 20.5)","(2.5, 2.8, 2.7955555555555556)","(2.6, 2.76, 2.7377777777777776)","(6.0, 8.6, 8.35)","(16.0, 38.0, 39.0)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 223.33333333333334)"
08-12-2022 15:56:25.365016,"(11.0, 23.0, 20.5)","(2.5, 2.8, 2.7955555555555556)","(2.6, 2.76, 2.7377777777777776)","(6.0, 8.6, 8.35)","(16.0, 40.0, 38.285714285714285)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 223.33333333333334)"
08-12-2022 15:56:26.773755,"(11.0, 23.0, 20.5)","(2.5, 2.8, 2.7955555555555556)","(2.6, 2.76, 2.7377777777777776)","(6.0, 8.6, 8.35)","(16.0, 40.0, 38.285714285714285)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 210.0)"
08-12-2022 15:56:28.039719,"(11.0, 23.0, 20.5)","(2.5, 2.8, 2.7955555555555556)","(2.6, 2.76, 2.7377777777777776)","(6.0, 8.6, 8.35)","(16.0, 40.0, 38.285714285714285)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 216.66666666666666)"
08-12-2022 15:56:29.527548,"(11.0, 23.0, 20.5)","(2.5, 2.8, 2.7955555555555556)","(2.6, 2.76, 2.7066666666666666)","(6.0, 8.6, 8.35)","(16.0, 40.0, 38.285714285714285)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 210.0)"
08-12-2022 15:56:30.842697,"(11.0, 23.0, 20.5)","(2.5, 2.8, 2.7955555555555556)","(2.6, 2.76, 2.7066666666666666)","(6.0, 8.6, 8.35)","(16.0, 40.0, 38.285714285714285)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 210.0)"
08-12-2022 15:56:32.093207,"(11.0, 23.0, 20.5)","(2.5, 2.8, 2.7955555555555556)","(2.6, 2.76, 2.7066666666666666)","(6.0, 8.6, 8.35)","(16.0, 40.0, 38.285714285714285)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 223.33333333333334)"
08-12-2022 15:56:33.495902,"(11.0, 23.0, 20.5)","(2.5, 2.8, 2.7955555555555556)","(2.6, 2.76, 2.68)","(6.0, 8.6, 8.35)","(16.0, 40.0, 38.285714285714285)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 223.33333333333334)"
