,Verbalizer,Call Me Mo,Bonython,On The Tiles,Ma Mas Rose,Mt Peter Miss,Gaius Julius,Sizzling Sun
08-12-2022 16:00:00.476951,"(12.0, 23.0, 22.428571428571427)","(2.5, 2.82, 2.8044357976653695)","(2.6, 2.9, 2.854285714285714)","(6.0, 8.4, 8.121739130434783)","(18.0, 32.0, 28.785714285714285)","(26.0, 55.0, 52.72727272727273)","(11.0, 17.0, 15.222222222222221)","(91.0, 250.0, 242.85714285714286)"
08-12-2022 16:00:01.806542,"(12.0, 23.0, 22.217391304347828)","(2.5, 2.8, 2.7479768786127168)","(2.6, 2.9, 2.8457142857142856)","(6.0, 8.4, 7.904347826086957)","(18.0, 32.0, 28.785714285714285)","(26.0, 55.0, 52.72727272727273)","(11.0, 17.0, 15.222222222222221)","(91.0, 250.0, 246.66666666666669)"
08-12-2022 16:00:03.346354,"(12.0, 23.0, 22.689655172413794)","(2.5, 2.8, 2.7717948717948717)","(2.6, 2.88, 2.838461538461538)","(6.0, 8.4, 7.6292682926829265)","(18.0, 32.0, 30.736842105263158)","(26.0, 55.0, 50.0)","(11.0, 17.0, 16.0)","(91.0, 250.0, 247.64705882352942)"
08-12-2022 16:00:04.743606,"(12.0, 22.0, 21.875)","(2.5, 2.78, 2.7717948717948717)","(2.6, 2.88, 2.8434146341463413)","(6.0, 7.8, 8.004166666666666)","(18.0, 32.0, 30.18181818181818)","(26.0, 55.0, 48.333333333333336)","(11.0, 17.0, 16.40740740740741)","(91.0, 250.0, 247.14285714285714)"
08-12-2022 16:00:06.085129,"(12.0, 22.0, 21.875)","(2.5, 2.78, 2.771578947368421)","(2.6, 2.88, 2.8434146341463413)","(6.0, 8.4, 8.004166666666666)","(18.0, 32.0, 30.666666666666668)","(26.0, 50.0, 48.5)","(11.0, 17.0, 16.40740740740741)","(91.0, 250.0, 247.14285714285714)"
08-12-2022 16:00:07.437507,"(12.0, 23.0, 22.22222222222222)","(2.5, 2.78, 2.771578947368421)","(2.6, 2.88, 2.872)","(6.0, 8.4, 7.967567567567568)","(18.0, 32.0, 30.88888888888889)","(26.0, 50.0, 48.5)","(11.0, 17.0, 16.384615384615383)","(91.0, 250.0, 247.14285714285714)"
08-12-2022 16:00:08.837088,"(12.0, 23.0, 22.18181818181818)","(2.5, 2.78, 2.74375)","(2.6, 2.88, 2.834285714285714)","(6.0, 8.4, 8.158490566037736)","(18.0, 32.0, 29.333333333333332)","(26.0, 50.0, 48.5)","(11.0, 17.0, 15.8)","(91.0, 250.0, 247.14285714285714)"
08-12-2022 16:00:10.223112,"(12.0, 23.0, 22.18181818181818)","(2.5, 2.74, 2.7201960784313726)","(2.6, 2.88, 2.8377777777777777)","(6.0, 8.4, 8.09268292682927)","(18.0, 32.0, 30.0)","(26.0, 50.0, 45.2)","(11.0, 17.0, 16.36842105263158)","(91.0, 250.0, 247.14285714285714)"
08-12-2022 16:00:11.574523,"(12.0, 22.0, 21.833333333333332)","(2.5, 2.74, 2.7201724137931036)","(2.6, 2.9, 2.86)","(6.0, 8.4, 8.042857142857143)","(18.0, 32.0, 30.0)","(26.0, 50.0, 47.333333333333336)","(11.0, 17.0, 16.428571428571427)","(91.0, 250.0, 247.14285714285714)"
08-12-2022 16:00:12.886161,"(12.0, 23.0, 22.733333333333334)","(2.5, 2.74, 2.7201724137931036)","(2.6, 2.9, 2.8647457627118644)","(6.0, 8.4, 8.042857142857143)","(18.0, 32.0, 30.0)","(26.0, 50.0, 48.5)","(11.0, 17.0, 17.477272727272727)","(91.0, 250.0, 247.14285714285714)"
08-12-2022 16:00:14.225201,"(12.0, 23.0, 22.733333333333334)","(2.5, 2.74, 2.7201418439716316)","(2.6, 2.9, 2.8657142857142857)","(6.0, 8.4, 7.983333333333333)","(18.0, 32.0, 29.333333333333332)","(26.0, 50.0, 48.5)","(11.0, 17.5, 17.477272727272727)","(91.0, 250.0, 247.14285714285714)"
08-12-2022 16:00:15.497490,"(12.0, 23.0, 22.733333333333334)","(2.5, 2.74, 2.7045569620253165)","(2.6, 2.9, 2.8657142857142857)","(6.0, 8.4, 7.983333333333333)","(18.0, 32.0, 29.333333333333332)","(26.0, 50.0, 48.5)","(11.0, 17.5, 17.764705882352942)","(91.0, 250.0, 247.14285714285714)"
08-12-2022 16:00:16.817877,"(12.0, 23.0, 22.789473684210527)","(2.5, 2.72, 2.6878494623655915)","(2.6, 2.9, 2.872142857142857)","(6.0, 8.4, 8.075)","(18.0, 32.0, 29.6)","(26.0, 50.0, 48.5)","(11.0, 18.0, 17.78787878787879)","(91.0, 250.0, 300.0)"
08-12-2022 16:00:18.150892,"(12.0, 23.0, 22.88888888888889)","(2.5, 2.7, 2.6870857142857143)","(2.6, 2.9, 2.8814285714285712)","(6.0, 8.2, 8.042105263157895)","(18.0, 32.0, 30.823529411764707)","(26.0, 50.0, 48.5)","(11.0, 18.0, 17.75)","(91.0, 320.0, 305.0)"
08-12-2022 16:00:19.532335,"(12.0, 23.0, 22.733333333333334)","(2.5, 2.7, 2.895921696574225)","(2.6, 2.9, 2.835593220338983)","(6.0, 8.2, 7.647058823529411)","(18.0, 36.0, 31.0)","(26.0, 50.0, 47.81818181818182)","(11.0, 18.0, 17.64)","(91.0, 320.0, 306.6666666666667)"
08-12-2022 16:00:20.852530,"(12.0, 23.0, 22.733333333333334)","(2.5, 2.9, 2.7350000000000003)","(2.6, 2.84, 2.886021505376344)","(6.0, 7.8, 7.818181818181818)","(18.0, 32.0, 33.7)","(26.0, 50.0, 48.61538461538461)","(11.0, 18.0, 17.566666666666666)","(91.0, 320.0, 314.2857142857143)"
08-12-2022 16:00:22.089965,"(12.0, 23.0, 21.615384615384617)","(2.5, 2.78, 2.7350000000000003)","(2.6, 2.9, 2.871748878923767)","(6.0, 8.2, 7.44)","(18.0, 34.0, 33.73913043478261)","(26.0, 50.0, 48.61538461538461)","(11.0, 18.0, 17.708333333333332)","(91.0, 320.0, 314.2857142857143)"
08-12-2022 16:00:23.330056,"(12.0, 23.0, 21.615384615384617)","(2.5, 2.86, 2.825128205128205)","(2.6, 2.84, 2.8387096774193545)","(6.0, 7.6, 7.5280000000000005)","(18.0, 34.0, 31.93103448275862)","(26.0, 50.0, 48.61538461538461)","(11.0, 18.0, 17.708333333333332)","(91.0, 320.0, 311.1111111111111)"
08-12-2022 16:00:24.561734,"(12.0, 23.0, 22.0)","(2.5, 2.84, 2.829333333333333)","(2.6, 2.84, 2.8316)","(6.0, 8.2, 7.461538461538462)","(18.0, 34.0, 30.666666666666668)","(21.0, 50.0, 48.5)","(11.0, 18.0, 17.74074074074074)","(101.0, 320.0, 300.0)"
08-12-2022 16:00:25.855763,"(12.0, 23.0, 22.035714285714285)","(2.5, 2.84, 2.8314893617021277)","(2.6, 2.84, 2.8316)","(6.0, 7.6, 7.461538461538462)","(18.0, 34.0, 31.0)","(21.0, 50.0, 47.81818181818182)","(11.0, 18.0, 17.74074074074074)","(101.0, 320.0, 280.0)"
08-12-2022 16:00:27.008965,"(12.0, 23.0, 22.0)","(2.5, 2.84, 2.8266666666666667)","(2.6, 2.84, 2.8316)","(6.0, 7.6, 7.461538461538462)","(18.0, 34.0, 31.0)","(21.0, 50.0, 47.81818181818182)","(11.0, 18.0, 17.74074074074074)","(101.0, 320.0, 280.0)"
08-12-2022 16:00:28.183919,"(12.0, 22.0, 21.823529411764707)","(2.5, 2.84, 2.8325925925925923)","(2.6, 2.84, 2.8349090909090906)","(6.0, 7.6, 7.461538461538462)","(18.0, 34.0, 31.115384615384617)","(21.0, 50.0, 48.36363636363636)","(11.0, 18.0, 17.74074074074074)","(101.0, 320.0, 280.0)"
08-12-2022 16:00:29.392367,"(12.0, 22.0, 21.38888888888889)","(2.5, 2.84, 2.8325925925925923)","(2.6, 2.84, 2.8349090909090906)","(6.0, 7.6, 7.461538461538462)","(18.0, 34.0, 31.0)","(21.0, 50.0, 47.6)","(11.0, 18.0, 17.606060606060606)","(101.0, 320.0, 280.0)"
08-12-2022 16:00:30.688748,"(12.0, 22.0, 21.38888888888889)","(2.5, 2.84, 2.835238095238095)","(2.6, 2.84, 2.8325)","(6.0, 7.6, 7.461538461538462)","(18.0, 34.0, 31.0)","(21.0, 50.0, 47.6)","(11.0, 18.0, 17.606060606060606)","(101.0, 320.0, 280.0)"
08-12-2022 16:00:31.944895,"(12.0, 22.0, 20.941176470588236)","(2.5, 2.84, 2.8176666666666663)","(2.6, 2.84, 2.8325)","(6.0, 7.6, 7.461538461538462)","(18.0, 34.0, 31.0)","(21.0, 50.0, 47.333333333333336)","(11.0, 18.0, 17.606060606060606)","(101.0, 320.0, 293.33333333333337)"
08-12-2022 16:00:33.168226,"(12.0, 22.0, 21.0)","(2.5, 2.82, 2.8176666666666663)","(2.6, 2.84, 2.833207547169811)","(6.0, 7.6, 7.292307692307692)","(18.0, 34.0, 31.833333333333332)","(21.0, 50.0, 48.285714285714285)","(11.0, 18.0, 17.64864864864865)","(101.0, 320.0, 293.75)"
08-12-2022 16:00:34.501128,"(12.0, 22.0, 21.142857142857142)","(2.5, 2.86, 2.84955223880597)","(2.6, 2.84, 2.855238095238095)","(6.0, 7.4, 7.496551724137931)","(18.0, 32.0, 30.5)","(21.0, 50.0, 48.90909090909091)","(11.0, 18.0, 17.566666666666666)","(101.0, 320.0, 291.25)"
08-12-2022 16:00:35.811990,"(12.0, 22.0, 21.125)","(2.5, 2.86, 2.8078787878787876)","(2.6, 2.9, 2.8588235294117648)","(6.0, 7.6, 7.43030303030303)","(18.0, 32.0, 31.57142857142857)","(21.0, 50.0, 48.90909090909091)","(11.0, 18.0, 16.84090909090909)","(101.0, 310.0, 294.0)"
08-12-2022 16:00:37.209124,"(12.0, 22.0, 21.125)","(2.5, 2.82, 2.8202469135802466)","(2.6, 2.88, 2.84625)","(6.0, 7.6, 7.4576271186440675)","(18.0, 32.0, 33.83870967741935)","(21.0, 50.0, 48.8)","(11.0, 18.0, 17.522727272727273)","(101.0, 310.0, 285.0)"
08-12-2022 16:00:38.488397,"(12.0, 22.0, 21.125)","(2.5, 2.84, 2.8202469135802466)","(2.6, 2.88, 2.844705882352941)","(6.0, 7.6, 7.43030303030303)","(18.0, 34.0, 33.83870967741935)","(21.0, 50.0, 48.90909090909091)","(11.0, 18.0, 17.5625)","(101.0, 320.0, 285.0)"
08-12-2022 16:00:39.783347,"(12.0, 22.0, 21.125)","(2.5, 2.84, 2.81037037037037)","(2.6, 2.88, 2.844705882352941)","(6.0, 7.6, 7.410169491525424)","(18.0, 34.0, 33.310344827586206)","(21.0, 50.0, 48.90909090909091)","(11.0, 18.0, 17.522727272727273)","(101.0, 320.0, 285.0)"
08-12-2022 16:00:40.987925,"(12.0, 22.0, 21.125)","(2.5, 2.84, 2.8264406779661013)","(2.6, 2.88, 2.844705882352941)","(6.0, 7.6, 7.318181818181818)","(18.0, 34.0, 33.310344827586206)","(21.0, 50.0, 48.90909090909091)","(11.0, 18.0, 17.25)","(101.0, 320.0, 285.0)"
08-12-2022 16:00:42.270961,"(12.0, 22.0, 21.125)","(2.5, 2.84, 2.8264406779661013)","(2.6, 2.88, 2.844705882352941)","(6.0, 7.6, 7.315555555555555)","(18.0, 34.0, 33.310344827586206)","(21.0, 50.0, 48.90909090909091)","(11.0, 18.0, 17.25)","(101.0, 320.0, 285.0)"
08-12-2022 16:00:43.550931,"(12.0, 23.0, 21.153846153846153)","(2.5, 2.84, 2.842307692307692)","(2.6, 2.88, 2.844705882352941)","(6.0, 7.6, 7.301960784313725)","(18.0, 34.0, 33.411764705882355)","(21.0, 50.0, 48.90909090909091)","(11.0, 18.0, 17.16)","(101.0, 320.0, 285.0)"
08-12-2022 16:00:44.849886,"(12.0, 22.0, 21.88888888888889)","(2.5, 2.86, 2.842307692307692)","(2.6, 2.88, 2.8427027027027028)","(6.0, 7.6, 7.318518518518519)","(18.0, 34.0, 33.411764705882355)","(21.0, 50.0, 48.90909090909091)","(11.0, 18.0, 17.16)","(101.0, 320.0, 285.0)"
08-12-2022 16:00:46.101305,"(12.0, 22.0, 21.789473684210527)","(2.5, 2.86, 2.842307692307692)","(2.6, 2.88, 2.8427027027027028)","(6.0, 7.6, 7.318518518518519)","(18.0, 34.0, 31.333333333333332)","(21.0, 50.0, 48.90909090909091)","(11.0, 18.0, 17.16)","(101.0, 320.0, 305.0)"
08-12-2022 16:00:47.697102,"(12.0, 22.0, 21.789473684210527)","(2.5, 2.86, 2.842307692307692)","(2.6, 2.88, 2.8436363636363633)","(6.0, 7.6, 7.345454545454546)","(18.0, 34.0, 32.4)","(21.0, 50.0, 48.90909090909091)","(11.0, 18.0, 17.16)","(101.0, 320.0, 312.5)"
08-12-2022 16:00:49.146090,"(12.0, 22.0, 21.789473684210527)","(2.5, 2.86, 2.842307692307692)","(2.6, 2.88, 2.8451612903225807)","(6.0, 7.6, 7.300000000000001)","(18.0, 34.0, 32.4)","(26.0, 50.0, 49.0)","(11.0, 18.0, 17.08695652173913)","(91.0, 320.0, 312.5)"
08-12-2022 16:00:50.563957,"(12.0, 22.0, 21.75)","(2.5, 2.86, 2.842307692307692)","(2.6, 2.88, 2.8405263157894733)","(6.0, 7.4, 7.281818181818182)","(18.0, 34.0, 33.333333333333336)","(26.0, 50.0, 49.0)","(11.0, 18.0, 17.08695652173913)","(91.0, 320.0, 312.5)"
08-12-2022 16:00:52.032536,"(12.0, 22.0, 21.61904761904762)","(2.45, 2.86, 2.854461538461538)","(2.6, 2.88, 2.8377272727272724)","(6.0, 7.4, 7.269565217391305)","(17.0, 34.0, 33.333333333333336)","(21.0, 50.0, 48.285714285714285)","(12.0, 18.0, 17.16)","(91.0, 320.0, 312.5)"
08-12-2022 16:00:53.403170,"(12.0, 21.0, 20.428571428571427)","(2.45, 2.86, 2.854461538461538)","(2.6, 2.88, 2.8377272727272724)","(6.0, 7.4, 7.269565217391305)","(17.0, 34.0, 33.0)","(21.0, 50.0, 47.142857142857146)","(12.0, 18.0, 17.015625)","(91.0, 320.0, 312.5)"
08-12-2022 16:00:54.760290,"(12.0, 21.0, 20.428571428571427)","(2.45, 2.88, 2.872)","(2.6, 2.88, 2.8377272727272724)","(6.0, 7.4, 7.254545454545455)","(17.0, 34.0, 30.857142857142858)","(21.0, 48.0, 47.07692307692308)","(12.0, 18.0, 17.015625)","(91.0, 320.0, 312.5)"
08-12-2022 16:00:56.103696,"(12.0, 21.0, 20.61111111111111)","(2.45, 2.88, 2.8833333333333333)","(2.6, 2.88, 2.8377272727272724)","(6.0, 7.4, 7.254545454545455)","(17.0, 32.0, 31.347826086956523)","(21.0, 48.0, 46.90909090909091)","(12.0, 18.0, 17.015625)","(91.0, 320.0, 312.5)"
08-12-2022 16:00:57.399499,"(12.0, 21.0, 20.543478260869566)","(2.45, 2.9, 2.8833333333333333)","(2.6, 2.88, 2.8377272727272724)","(6.0, 7.4, 7.2105263157894735)","(17.0, 32.0, 31.076923076923077)","(21.0, 48.0, 45.333333333333336)","(12.0, 18.0, 17.015625)","(91.0, 320.0, 312.5)"
08-12-2022 16:00:58.761085,"(12.0, 21.0, 20.543478260869566)","(2.45, 2.92, 2.919236641221374)","(2.6, 2.88, 2.8552)","(6.0, 7.4, 7.2105263157894735)","(17.0, 32.0, 31.076923076923077)","(21.0, 48.0, 45.666666666666664)","(12.0, 18.0, 17.015625)","(91.0, 320.0, 311.42857142857144)"
08-12-2022 16:01:00.054279,"(12.0, 21.0, 20.543478260869566)","(2.45, 2.92, 2.9182608695652172)","(2.6, 2.88, 2.8552)","(6.0, 7.4, 7.2105263157894735)","(17.0, 32.0, 31.076923076923077)","(21.0, 48.0, 45.2)","(12.0, 18.0, 17.015625)","(91.0, 320.0, 311.42857142857144)"
08-12-2022 16:01:01.310520,"(12.0, 21.0, 19.7)","(2.45, 2.94, 2.9365217391304346)","(2.6, 2.88, 2.828581818181818)","(6.0, 7.4, 7.207407407407407)","(17.0, 32.0, 29.782608695652172)","(21.0, 48.0, 45.2)","(12.0, 18.0, 16.568181818181817)","(91.0, 320.0, 305.0)"
08-12-2022 16:01:02.548039,"(12.0, 21.0, 20.423076923076923)","(2.45, 2.94, 2.9353846153846153)","(2.6, 2.84, 2.83888)","(6.0, 7.4, 7.122413793103449)","(17.0, 30.0, 29.782608695652172)","(21.0, 48.0, 43.666666666666664)","(12.0, 18.0, 16.696428571428573)","(91.0, 320.0, 305.0)"
08-12-2022 16:01:03.810398,"(12.0, 21.0, 20.7)","(2.45, 2.96, 2.95)","(2.6, 2.84, 2.8358940397350993)","(6.0, 7.2, 7.112698412698413)","(17.0, 30.0, 29.692307692307693)","(21.0, 44.0, 43.57142857142857)","(12.0, 17.5, 16.428571428571427)","(91.0, 320.0, 313.75)"
08-12-2022 16:01:05.115908,"(12.0, 21.0, 20.666666666666668)","(2.45, 2.96, 2.959090909090909)","(2.6, 2.88, 2.8548717948717948)","(6.0, 7.2, 7.097931034482759)","(17.0, 30.0, 30.583333333333332)","(21.0, 44.0, 43.57142857142857)","(12.0, 17.5, 16.45)","(91.0, 320.0, 279.3333333333333)"
08-12-2022 16:01:06.388966,"(12.0, 21.0, 20.666666666666668)","(2.45, 2.98, 2.959090909090909)","(2.6, 2.86, 2.8548717948717948)","(6.0, 7.2, 7.097931034482759)","(17.0, 32.0, 30.35483870967742)","(21.0, 44.0, 43.57142857142857)","(12.0, 16.5, 16.45)","(91.0, 280.0, 278.0)"
08-12-2022 16:01:07.611427,"(12.0, 21.0, 20.666666666666668)","(2.45, 3.0, 2.9592592592592593)","(2.6, 2.86, 2.8548717948717948)","(6.0, 7.2, 7.097931034482759)","(19.0, 32.0, 30.35483870967742)","(21.0, 44.0, 43.57142857142857)","(12.0, 16.5, 16.45)","(101.0, 280.0, 278.0)"
08-12-2022 16:01:08.858324,"(12.0, 21.0, 20.666666666666668)","(2.45, 3.0, 2.9545283018867923)","(2.6, 2.86, 2.857056074766355)","(6.0, 7.2, 7.08955223880597)","(19.0, 32.0, 30.35483870967742)","(21.0, 44.0, 43.57142857142857)","(12.0, 16.5, 16.45)","(101.0, 280.0, 278.0)"
08-12-2022 16:01:10.136337,"(12.0, 21.0, 20.22)","(2.45, 3.05, 3.039642857142857)","(2.6, 2.86, 2.8185849056603773)","(6.0, 7.2, 7.08235294117647)","(19.0, 32.0, 30.35483870967742)","(21.0, 44.0, 43.57142857142857)","(12.0, 16.5, 16.333333333333332)","(101.0, 280.0, 278.0)"
08-12-2022 16:01:11.493940,"(12.0, 21.0, 20.4)","(2.45, 3.05, 3.0359223300970872)","(2.6, 2.82, 2.8194567901234566)","(6.0, 7.2, 7.053211009174312)","(19.0, 32.0, 29.857142857142858)","(21.0, 44.0, 43.57142857142857)","(12.0, 16.5, 16.4)","(101.0, 280.0, 278.0)"
08-12-2022 16:01:12.912487,"(12.0, 21.0, 20.333333333333332)","(2.45, 3.05, 3.0197916666666664)","(2.6, 2.82, 2.8569638554216867)","(6.0, 7.2, 7.05)","(19.0, 30.0, 29.857142857142858)","(21.0, 44.0, 43.5)","(12.0, 16.5, 16.27777777777778)","(101.0, 280.0, 278.0)"
08-12-2022 16:01:14.155750,"(12.0, 21.0, 20.53846153846154)","(2.45, 3.05, 3.0197916666666664)","(2.6, 2.86, 2.8569638554216867)","(6.0, 7.2, 6.895652173913043)","(19.0, 30.0, 29.5)","(21.0, 44.0, 43.5)","(12.0, 16.5, 16.03846153846154)","(101.0, 280.0, 278.0)"
08-12-2022 16:01:15.506279,"(12.0, 21.0, 20.142857142857142)","(2.45, 3.1, 3.0398809523809525)","(2.6, 2.86, 2.819126213592233)","(6.0, 7.0, 6.888888888888888)","(19.0, 30.0, 29.5)","(21.0, 44.0, 43.5)","(12.0, 16.5, 16.27777777777778)","(101.0, 280.0, 316.25)"
08-12-2022 16:01:16.785710,"(12.0, 21.0, 20.125)","(2.45, 3.1, 3.0408536585365855)","(2.6, 2.82, 2.848888888888889)","(6.0, 7.0, 6.888888888888888)","(19.0, 30.0, 29.5)","(21.0, 44.0, 43.333333333333336)","(12.0, 16.5, 16.285714285714285)","(101.0, 320.0, 316.25)"
08-12-2022 16:01:18.179594,"(12.0, 21.0, 20.435897435897434)","(2.45, 3.1, 3.0445714285714285)","(2.6, 2.86, 2.846764705882353)","(6.0, 7.0, 6.8510638297872335)","(19.0, 30.0, 29.333333333333332)","(21.0, 44.0, 43.333333333333336)","(12.0, 16.5, 15.827586206896552)","(101.0, 320.0, 314.0)"
08-12-2022 16:01:19.523974,"(12.0, 21.0, 20.183673469387756)","(2.45, 3.1, 3.0171875)","(2.6, 2.86, 2.8498360655737702)","(6.0, 7.0, 6.877419354838709)","(19.0, 30.0, 29.48148148148148)","(21.0, 44.0, 43.53846153846154)","(12.0, 16.5, 15.6875)","(101.0, 320.0, 314.0)"
08-12-2022 16:01:20.858534,"(12.0, 21.0, 20.183673469387756)","(2.45, 3.1, 3.0171875)","(2.6, 2.86, 2.8498360655737702)","(6.0, 7.0, 6.877419354838709)","(19.0, 30.0, 29.448275862068964)","(21.0, 44.0, 43.53846153846154)","(12.0, 16.5, 15.870967741935484)","(101.0, 320.0, 314.0)"
08-12-2022 16:01:22.305749,"(12.0, 21.0, 19.9)","(2.45, 3.1, 3.0152)","(2.6, 2.86, 2.8498360655737702)","(6.0, 7.0, 6.868965517241379)","(19.0, 30.0, 29.448275862068964)","(21.0, 44.0, 43.53846153846154)","(12.0, 16.5, 15.803571428571429)","(101.0, 320.0, 314.0)"
08-12-2022 16:01:23.804369,"(14.0, 21.0, 19.9)","(2.45, 3.1, 3.0152)","(2.5, 2.86, 2.852994350282486)","(6.0, 7.0, 6.851612903225806)","(19.0, 30.0, 29.448275862068964)","(21.0, 44.0, 43.53846153846154)","(12.0, 16.5, 15.803571428571429)","(101.0, 320.0, 314.0)"
08-12-2022 16:01:25.208327,"(14.0, 21.0, 20.625)","(2.45, 3.1, 3.0152)","(2.5, 2.86, 2.856610169491525)","(6.0, 7.0, 6.880916030534351)","(19.0, 30.0, 29.448275862068964)","(21.0, 44.0, 43.42857142857143)","(12.0, 16.5, 15.782608695652174)","(101.0, 320.0, 314.0)"
08-12-2022 16:01:26.602138,"(14.0, 22.0, 20.28125)","(2.45, 3.1, 3.0125)","(2.5, 2.86, 2.8571014492753624)","(6.0, 7.0, 6.880916030534351)","(19.0, 30.0, 29.448275862068964)","(21.0, 44.0, 45.333333333333336)","(12.0, 16.0, 15.75)","(101.0, 320.0, 314.0)"
08-12-2022 16:01:28.014610,"(14.0, 22.0, 20.842105263157894)","(2.45, 3.1, 3.033421052631579)","(2.5, 2.86, 2.85125)","(6.0, 7.0, 6.839024390243902)","(19.0, 30.0, 29.448275862068964)","(21.0, 46.0, 44.8)","(12.0, 16.0, 15.75)","(101.0, 320.0, 313.3333333333333)"
08-12-2022 16:01:29.435225,"(14.0, 22.0, 21.083333333333332)","(2.45, 3.05, 2.9971428571428573)","(2.5, 2.86, 2.8734306569343064)","(6.0, 7.0, 6.844444444444444)","(19.0, 30.0, 29.464285714285715)","(21.0, 46.0, 43.81818181818182)","(12.0, 16.0, 15.681818181818182)","(101.0, 320.0, 313.3333333333333)"
08-12-2022 16:01:30.889868,"(14.0, 22.0, 21.083333333333332)","(2.45, 3.0, 2.943157894736842)","(2.5, 2.9, 2.878181818181818)","(6.0, 7.0, 6.857142857142857)","(19.0, 30.0, 29.5)","(21.0, 46.0, 43.81818181818182)","(12.0, 16.0, 15.681818181818182)","(101.0, 320.0, 316.25)"
08-12-2022 16:01:32.350704,"(14.0, 22.0, 21.333333333333332)","(2.45, 3.0, 2.943157894736842)","(2.5, 2.9, 2.8766666666666665)","(6.0, 7.0, 6.835714285714285)","(19.0, 30.0, 29.5)","(21.0, 46.0, 44.0)","(12.0, 16.0, 15.695652173913043)","(101.0, 320.0, 316.6666666666667)"
08-12-2022 16:01:33.831583,"(14.0, 22.0, 21.23076923076923)","(2.45, 3.0, 2.943157894736842)","(2.5, 2.9, 2.8828571428571426)","(6.0, 7.0, 6.848780487804878)","(19.0, 30.0, 29.5)","(21.0, 46.0, 44.5)","(12.0, 16.0, 15.695652173913043)","(101.0, 320.0, 316.6666666666667)"
08-12-2022 16:01:35.224578,"(14.0, 22.0, 21.071428571428573)","(2.45, 3.0, 3.0128260869565215)","(2.5, 2.9, 2.9168181818181815)","(6.0, 7.0, 6.67304347826087)","(19.0, 30.0, 30.666666666666668)","(21.0, 46.0, 44.666666666666664)","(12.0, 16.0, 15.8)","(101.0, 320.0, 316.6666666666667)"
08-12-2022 16:01:36.878690,"(14.0, 22.0, 20.725)","(2.45, 3.05, 3.014473684210526)","(2.5, 2.94, 2.9141935483870967)","(6.0, 7.0, 6.544444444444444)","(19.0, 32.0, 30.842105263157894)","(21.0, 46.0, 44.666666666666664)","(12.0, 16.0, 15.777777777777779)","(101.0, 320.0, 316.6666666666667)"
08-12-2022 16:01:38.511933,"(14.0, 21.0, 20.7027027027027)","(2.45, 3.05, 2.993777777777778)","(2.5, 2.92, 2.9203225806451614)","(6.0, 6.8, 6.545599999999999)","(19.0, 32.0, 30.842105263157894)","(21.0, 46.0, 43.27272727272727)","(12.0, 16.0, 15.75)","(101.0, 320.0, 315.0)"
08-12-2022 16:01:39.963915,"(14.0, 21.0, 20.7027027027027)","(2.45, 3.0, 2.995909090909091)","(2.5, 2.96, 2.977625)","(6.0, 6.6, 6.475)","(19.0, 32.0, 31.0)","(21.0, 44.0, 43.333333333333336)","(12.0, 16.0, 15.75)","(101.0, 320.0, 315.0)"
08-12-2022 16:01:41.410179,"(14.0, 21.0, 20.866666666666667)","(2.45, 3.0, 3.018)","(2.5, 2.98, 2.978273381294964)","(6.0, 6.6, 6.413333333333333)","(19.0, 32.0, 30.31578947368421)","(21.0, 44.0, 43.333333333333336)","(12.0, 16.0, 15.75)","(101.0, 320.0, 315.0)"
08-12-2022 16:01:42.798853,"(14.0, 21.0, 20.87878787878788)","(2.45, 3.05, 3.0)","(2.5, 2.98, 2.976883116883117)","(6.0, 6.6, 6.376744186046512)","(19.0, 32.0, 30.31578947368421)","(21.0, 44.0, 43.333333333333336)","(12.0, 16.0, 15.605263157894736)","(101.0, 320.0, 312.5)"
08-12-2022 16:01:44.561035,"(14.0, 21.0, 20.966666666666665)","(2.45, 3.05, 2.962666666666667)","(2.5, 2.98, 2.9761290322580645)","(6.0, 6.6, 6.394871794871794)","(19.0, 32.0, 30.31578947368421)","(21.0, 44.0, 43.142857142857146)","(12.0, 16.5, 15.605263157894736)","(101.0, 320.0, 312.5)"
08-12-2022 16:01:46.276715,"(14.0, 21.0, 21.181818181818183)","(2.45, 2.98, 2.963578947368421)","(2.5, 2.98, 2.975873015873016)","(6.0, 6.6, 6.415730337078651)","(19.0, 32.0, 30.31578947368421)","(21.0, 44.0, 43.2)","(12.0, 16.5, 15.65)","(101.0, 320.0, 315.0)"
08-12-2022 16:01:47.757789,"(14.0, 22.0, 21.25)","(2.45, 2.98, 2.9322666666666666)","(2.5, 2.98, 2.9946938775510206)","(6.0, 6.6, 6.3375)","(19.0, 32.0, 30.533333333333335)","(21.0, 44.0, 43.2)","(12.0, 16.5, 15.65)","(101.0, 320.0, 315.0)"
08-12-2022 16:01:49.215063,"(14.0, 22.0, 21.25)","(2.45, 2.96, 2.926359447004608)","(2.5, 3.0, 2.9984615384615383)","(6.0, 6.4, 6.364285714285715)","(19.0, 32.0, 30.533333333333335)","(21.0, 44.0, 43.2)","(12.0, 16.5, 15.65)","(101.0, 320.0, 315.0)"
