,Essential Three,Furiosa,Swinging George,Feelin Flirty,Rolled In Gold,Beau Hart,Barroom Blitz,Imajiva
08-12-2022 12:35:46.873934,"(31.0, 70.0, 68.125)","(8.5, 14.0, 12.2)","(6.5, 10.5, 9.717391304347826)","(10.0, 23.0, 21.0)","(1.5, 1.72, 1.6782608695652175)","(101.0, 390.0, 345.0)","(6.5, 10.0, 9.8)","(19.0, 40.0, 39.266666666666666)"
08-12-2022 12:35:48.310240,"(31.0, 70.0, 68.125)","(8.5, 14.0, 12.2)","(6.5, 10.5, 9.178260869565218)","(10.0, 23.0, 20.375)","(1.5, 1.72, 1.6625)","(101.0, 390.0, 340.0)","(6.5, 10.0, 9.8)","(19.0, 40.0, 39.266666666666666)"
08-12-2022 12:35:49.713247,"(31.0, 70.0, 68.125)","(8.5, 14.0, 12.2)","(6.5, 10.5, 9.625)","(10.0, 23.0, 20.375)","(1.5, 1.7, 1.6535714285714287)","(101.0, 390.0, 372.72727272727275)","(6.5, 10.0, 9.8)","(19.0, 40.0, 39.266666666666666)"
08-12-2022 12:35:51.082864,"(31.0, 70.0, 68.125)","(8.5, 14.0, 12.2)","(6.5, 10.0, 9.625)","(10.0, 23.0, 20.375)","(1.5, 1.7, 1.6480000000000001)","(101.0, 390.0, 380.95238095238096)","(6.5, 10.0, 9.363636363636363)","(19.0, 40.0, 39.266666666666666)"
08-12-2022 12:35:52.388511,"(31.0, 70.0, 68.125)","(8.5, 14.0, 12.2)","(6.5, 10.0, 9.625)","(10.0, 23.0, 20.375)","(1.5, 1.7, 1.6480000000000001)","(101.0, 390.0, 380.95238095238096)","(6.5, 10.0, 9.363636363636363)","(19.0, 40.0, 39.266666666666666)"
08-12-2022 12:35:53.687650,"(31.0, 70.0, 68.125)","(8.5, 13.5, 11.333333333333334)","(6.5, 9.8, 9.425)","(10.0, 23.0, 20.375)","(1.5, 1.7, 1.6480000000000001)","(101.0, 390.0, 380.95238095238096)","(6.5, 10.0, 9.8)","(19.0, 40.0, 39.266666666666666)"
08-12-2022 12:35:55.058500,"(31.0, 70.0, 68.125)","(8.5, 13.5, 11.333333333333334)","(6.5, 8.6, 8.438709677419356)","(10.0, 23.0, 20.375)","(1.5, 1.7, 1.663888888888889)","(101.0, 390.0, 367.5)","(6.5, 10.0, 9.8)","(19.0, 40.0, 38.0)"
08-12-2022 12:35:56.369116,"(31.0, 70.0, 68.125)","(8.5, 13.5, 11.333333333333334)","(6.5, 8.6, 8.438709677419356)","(10.0, 23.0, 20.375)","(1.5, 1.7, 1.663888888888889)","(101.0, 390.0, 374.54545454545456)","(6.5, 10.0, 9.8)","(19.0, 40.0, 39.0)"
08-12-2022 12:35:57.715166,"(31.0, 70.0, 68.125)","(8.5, 13.5, 12.0)","(6.5, 8.6, 8.438709677419356)","(10.0, 23.0, 20.375)","(1.5, 1.7, 1.631578947368421)","(101.0, 390.0, 374.54545454545456)","(6.5, 10.0, 9.8)","(19.0, 40.0, 39.38461538461539)"
08-12-2022 12:35:59.048184,"(31.0, 70.0, 68.125)","(8.5, 13.5, 12.0)","(6.5, 8.6, 8.438709677419356)","(10.0, 23.0, 20.375)","(1.5, 1.7, 1.6566666666666667)","(101.0, 390.0, 350.0)","(6.5, 10.0, 9.8)","(19.0, 40.0, 39.38461538461539)"
08-12-2022 12:36:00.403910,"(31.0, 70.0, 68.125)","(8.5, 13.5, 12.0)","(6.5, 8.0, 7.835897435897436)","(10.0, 23.0, 20.375)","(1.5, 1.7, 1.664)","(101.0, 390.0, 370.0)","(6.5, 10.0, 9.8)","(19.0, 40.0, 39.38461538461539)"
08-12-2022 12:36:01.797577,"(31.0, 70.0, 68.125)","(8.5, 13.5, 12.0)","(6.5, 8.0, 7.835897435897436)","(10.0, 23.0, 20.375)","(1.5, 1.7, 1.664)","(101.0, 390.0, 370.0)","(6.5, 10.0, 9.8)","(19.0, 40.0, 39.38461538461539)"
08-12-2022 12:36:03.148420,"(31.0, 70.0, 68.125)","(8.5, 13.5, 12.0)","(6.5, 8.0, 7.835897435897436)","(10.0, 23.0, 20.375)","(1.5, 1.7, 1.664)","(101.0, 390.0, 380.0)","(6.5, 10.0, 9.8)","(19.0, 40.0, 39.38461538461539)"
08-12-2022 12:36:04.546257,"(31.0, 70.0, 68.125)","(8.5, 13.5, 12.0)","(6.5, 8.0, 7.835897435897436)","(10.0, 23.0, 20.375)","(1.5, 1.7, 1.664)","(101.0, 390.0, 376.3636363636364)","(6.5, 10.0, 9.8)","(19.0, 40.0, 39.38461538461539)"
08-12-2022 12:36:05.846113,"(31.0, 70.0, 68.125)","(8.5, 13.5, 12.0)","(6.5, 8.0, 7.835897435897436)","(10.0, 23.0, 20.375)","(1.5, 1.7, 1.664)","(101.0, 390.0, 372.5)","(6.5, 10.0, 9.8)","(19.0, 40.0, 39.38461538461539)"
08-12-2022 12:36:07.217267,"(31.0, 70.0, 68.125)","(8.5, 13.5, 12.0)","(6.5, 8.0, 7.835897435897436)","(10.0, 23.0, 20.375)","(1.5, 1.7, 1.664)","(101.0, 390.0, 372.5)","(6.5, 10.0, 9.8)","(19.0, 40.0, 39.38461538461539)"
08-12-2022 12:36:08.543040,"(31.0, 70.0, 68.125)","(8.5, 13.5, 12.375)","(6.5, 8.0, 7.835897435897436)","(10.0, 23.0, 22.0)","(1.5, 1.7, 1.6400000000000001)","(101.0, 390.0, 378.1818181818182)","(6.5, 10.0, 11.525)","(19.0, 40.0, 39.38461538461539)"
08-12-2022 12:36:09.866101,"(31.0, 70.0, 68.125)","(8.5, 13.5, 11.625)","(6.5, 8.0, 7.835897435897436)","(10.0, 27.0, 20.8)","(1.5, 1.7, 1.6400000000000001)","(101.0, 390.0, 360.0)","(6.5, 12.5, 10.34)","(19.0, 40.0, 39.38461538461539)"
08-12-2022 12:36:11.203100,"(31.0, 70.0, 68.125)","(8.5, 13.5, 12.964285714285715)","(6.5, 8.0, 7.835897435897436)","(10.0, 26.0, 20.3125)","(1.5, 1.7, 1.655)","(101.0, 390.0, 375.0)","(6.5, 11.5, 10.05)","(19.0, 40.0, 39.38461538461539)"
08-12-2022 12:36:12.674585,"(31.0, 70.0, 68.125)","(8.5, 13.5, 12.964285714285715)","(6.5, 8.0, 7.8538461538461535)","(10.0, 26.0, 20.3125)","(1.5, 1.7, 1.6460000000000001)","(101.0, 390.0, 362.0)","(6.5, 11.5, 10.05)","(19.0, 40.0, 39.38461538461539)"
08-12-2022 12:36:14.065806,"(31.0, 70.0, 68.125)","(8.5, 13.5, 11.958333333333334)","(6.5, 8.0, 7.8538461538461535)","(10.0, 26.0, 20.3125)","(1.5, 1.7, 1.6263636363636365)","(101.0, 390.0, 380.0)","(6.5, 11.5, 10.05)","(19.0, 40.0, 39.38461538461539)"
08-12-2022 12:36:15.514585,"(31.0, 70.0, 68.125)","(8.5, 13.0, 11.75)","(6.5, 8.0, 7.8538461538461535)","(10.0, 26.0, 20.3125)","(1.5, 1.7, 1.6263636363636365)","(101.0, 390.0, 380.0)","(6.5, 11.5, 10.05)","(19.0, 40.0, 39.38461538461539)"
08-12-2022 12:36:16.980936,"(31.0, 70.0, 68.125)","(8.5, 13.0, 11.75)","(6.5, 8.0, 7.8538461538461535)","(10.0, 26.0, 20.3125)","(1.5, 1.7, 1.6400000000000001)","(101.0, 390.0, 380.0)","(6.5, 11.5, 10.05)","(19.0, 40.0, 39.38461538461539)"
08-12-2022 12:36:18.402497,"(31.0, 70.0, 68.125)","(8.5, 13.0, 11.071428571428571)","(6.5, 8.0, 7.8538461538461535)","(10.0, 26.0, 20.3125)","(1.5, 1.7, 1.665)","(101.0, 390.0, 365.0)","(6.5, 11.5, 10.05)","(19.0, 40.0, 39.38461538461539)"
08-12-2022 12:36:19.876543,"(31.0, 70.0, 68.125)","(8.5, 12.5, 11.428571428571429)","(6.5, 8.0, 7.8538461538461535)","(10.0, 26.0, 20.3125)","(1.5, 1.69, 1.665)","(101.0, 390.0, 365.0)","(6.5, 11.5, 10.05)","(19.0, 40.0, 39.38461538461539)"
08-12-2022 12:36:21.289583,"(31.0, 70.0, 68.125)","(8.5, 12.5, 11.428571428571429)","(6.5, 8.0, 7.8538461538461535)","(10.0, 26.0, 20.3125)","(1.5, 1.69, 1.6733333333333333)","(101.0, 390.0, 365.0)","(6.5, 11.5, 10.05)","(19.0, 40.0, 39.38461538461539)"
08-12-2022 12:36:22.675922,"(31.0, 70.0, 68.125)","(8.5, 12.5, 11.6)","(6.5, 8.0, 7.504347826086957)","(10.0, 26.0, 22.208333333333332)","(1.5, 1.69, 1.6666666666666667)","(101.0, 390.0, 355.0)","(6.5, 11.5, 10.027272727272727)","(19.0, 40.0, 39.38461538461539)"
08-12-2022 12:36:24.119618,"(31.0, 70.0, 68.125)","(8.5, 16.0, 12.142857142857142)","(6.5, 8.0, 7.561538461538462)","(10.0, 26.0, 22.208333333333332)","(1.5, 1.69, 1.6733333333333333)","(101.0, 390.0, 372.5)","(6.5, 11.5, 9.625)","(19.0, 40.0, 38.0)"
08-12-2022 12:36:25.438102,"(31.0, 70.0, 68.125)","(8.5, 16.0, 12.5)","(6.5, 8.0, 7.561538461538462)","(10.0, 26.0, 22.208333333333332)","(1.5, 1.69, 1.6733333333333333)","(101.0, 390.0, 378.1818181818182)","(6.5, 11.5, 10.136363636363637)","(19.0, 40.0, 39.42857142857143)"
08-12-2022 12:36:26.850430,"(31.0, 70.0, 68.125)","(8.5, 14.5, 12.0)","(6.5, 8.0, 7.561538461538462)","(10.0, 26.0, 22.208333333333332)","(1.5, 1.69, 1.6608333333333334)","(101.0, 390.0, 383.8095238095238)","(6.5, 11.5, 10.136363636363637)","(19.0, 44.0, 39.42857142857143)"
08-12-2022 12:36:28.255509,"(31.0, 70.0, 68.125)","(8.5, 14.5, 11.65625)","(6.5, 8.0, 7.561538461538462)","(10.0, 26.0, 22.208333333333332)","(1.5, 1.69, 1.6608333333333334)","(101.0, 390.0, 360.0)","(6.5, 11.5, 10.136363636363637)","(19.0, 44.0, 41.09090909090909)"
08-12-2022 12:36:29.722648,"(31.0, 70.0, 68.125)","(8.5, 14.0, 11.65625)","(6.5, 8.0, 7.561538461538462)","(10.0, 26.0, 22.208333333333332)","(1.5, 1.69, 1.6608333333333334)","(101.0, 390.0, 360.0)","(6.5, 11.5, 10.136363636363637)","(19.0, 44.0, 41.09090909090909)"
08-12-2022 12:36:31.122661,"(31.0, 70.0, 68.125)","(8.5, 14.0, 13.192307692307693)","(6.5, 8.0, 7.561538461538462)","(10.0, 26.0, 22.208333333333332)","(1.5, 1.69, 1.6608333333333334)","(101.0, 390.0, 360.0)","(6.5, 11.5, 10.136363636363637)","(19.0, 44.0, 41.09090909090909)"
08-12-2022 12:36:32.533710,"(31.0, 70.0, 68.125)","(8.5, 13.5, 12.973684210526315)","(6.5, 8.0, 7.561538461538462)","(10.0, 26.0, 22.208333333333332)","(1.5, 1.69, 1.6608333333333334)","(101.0, 390.0, 380.0)","(6.5, 11.5, 10.136363636363637)","(19.0, 44.0, 41.09090909090909)"
08-12-2022 12:36:33.945269,"(31.0, 70.0, 68.125)","(8.5, 13.5, 12.25)","(6.5, 8.0, 7.561538461538462)","(10.0, 26.0, 22.208333333333332)","(1.5, 1.69, 1.6608333333333334)","(101.0, 390.0, 365.0)","(6.5, 11.5, 10.136363636363637)","(19.0, 44.0, 41.09090909090909)"
08-12-2022 12:36:35.466185,"(31.0, 70.0, 68.125)","(8.5, 13.5, 12.875)","(6.5, 8.0, 7.561538461538462)","(10.0, 26.0, 22.208333333333332)","(1.5, 1.69, 1.6608333333333334)","(101.0, 390.0, 365.0)","(6.5, 11.5, 10.136363636363637)","(19.0, 44.0, 41.09090909090909)"
08-12-2022 12:36:36.869204,"(31.0, 70.0, 68.125)","(8.5, 13.5, 12.875)","(6.5, 8.0, 7.561538461538462)","(10.0, 26.0, 22.208333333333332)","(1.5, 1.69, 1.6608333333333334)","(101.0, 390.0, 381.8181818181818)","(6.5, 11.5, 10.136363636363637)","(19.0, 44.0, 41.09090909090909)"
08-12-2022 12:36:38.479829,"(31.0, 70.0, 68.125)","(8.5, 13.5, 12.25)","(6.5, 8.0, 7.561538461538462)","(10.0, 26.0, 22.208333333333332)","(1.5, 1.69, 1.6608333333333334)","(101.0, 390.0, 370.0)","(6.5, 11.5, 10.136363636363637)","(19.0, 44.0, 41.09090909090909)"
08-12-2022 12:36:40.069911,"(31.0, 70.0, 68.125)","(8.5, 13.5, 11.833333333333334)","(6.5, 8.0, 7.126666666666667)","(10.0, 26.0, 22.208333333333332)","(1.5, 1.69, 1.6442857142857144)","(101.0, 390.0, 370.0)","(6.5, 11.5, 10.136363636363637)","(19.0, 44.0, 41.6)"
08-12-2022 12:36:41.604103,"(31.0, 70.0, 68.125)","(8.5, 13.5, 12.875)","(6.5, 7.2, 7.281481481481482)","(10.0, 26.0, 22.208333333333332)","(1.5, 1.69, 1.6329268292682928)","(101.0, 390.0, 370.0)","(6.5, 11.5, 10.25)","(19.0, 44.0, 41.09090909090909)"
08-12-2022 12:36:43.237164,"(31.0, 70.0, 69.0)","(8.5, 13.5, 12.973684210526315)","(6.5, 7.4, 7.296774193548387)","(10.0, 26.0, 22.208333333333332)","(1.5, 1.69, 1.6396875)","(101.0, 390.0, 370.0)","(6.5, 11.5, 10.25)","(19.0, 44.0, 41.09090909090909)"
08-12-2022 12:36:44.926666,"(31.0, 70.0, 69.375)","(8.5, 13.5, 12.642857142857142)","(6.5, 7.4, 7.296774193548387)","(10.0, 26.0, 22.666666666666668)","(1.5, 1.69, 1.6684615384615384)","(101.0, 390.0, 357.5)","(6.5, 10.5, 10.25)","(19.0, 44.0, 41.09090909090909)"
08-12-2022 12:36:46.424476,"(31.0, 70.0, 69.375)","(8.5, 13.5, 12.642857142857142)","(6.5, 7.4, 7.296774193548387)","(10.0, 26.0, 23.22222222222222)","(1.5, 1.69, 1.658)","(101.0, 390.0, 379.09090909090907)","(6.5, 10.5, 10.155555555555555)","(19.0, 44.0, 41.09090909090909)"
08-12-2022 12:36:47.944075,"(31.0, 70.0, 69.375)","(8.5, 13.5, 12.642857142857142)","(6.5, 7.4, 7.296774193548387)","(10.0, 26.0, 21.714285714285715)","(1.5, 1.69, 1.6340000000000001)","(101.0, 390.0, 379.09090909090907)","(6.5, 13.5, 10.299999999999999)","(19.0, 44.0, 41.09090909090909)"
08-12-2022 12:36:49.389628,"(31.0, 70.0, 69.375)","(8.5, 13.5, 12.642857142857142)","(6.5, 7.4, 7.296774193548387)","(10.0, 26.0, 22.333333333333332)","(1.5, 1.67, 1.6340000000000001)","(101.0, 390.0, 362.5)","(6.5, 12.5, 11.34)","(19.0, 44.0, 41.09090909090909)"
08-12-2022 12:36:50.798307,"(31.0, 70.0, 69.375)","(8.5, 13.5, 11.73076923076923)","(6.5, 7.4, 7.534883720930233)","(10.0, 25.0, 24.0)","(1.5, 1.67, 1.5618927444794952)","(101.0, 390.0, 380.90909090909093)","(6.5, 12.5, 12.21)","(19.0, 44.0, 56.0)"
08-12-2022 12:36:52.265170,"(31.0, 100.0, 83.66666666666667)","(8.5, 13.0, 11.73076923076923)","(6.5, 8.0, 7.264)","(10.0, 27.0, 23.5)","(1.5, 1.62, 1.5618808777429467)","(101.0, 390.0, 380.90909090909093)","(6.5, 12.5, 12.02)","(19.0, 65.0, 56.0)"
08-12-2022 12:36:53.686353,"(31.0, 95.0, 86.81818181818181)","(8.5, 13.0, 11.73076923076923)","(6.5, 8.0, 7.448)","(10.0, 26.0, 25.75)","(1.5, 1.62, 1.5618808777429467)","(101.0, 390.0, 367.5)","(6.5, 13.5, 12.1)","(19.0, 60.0, 51.90909090909091)"
08-12-2022 12:36:55.099578,"(31.0, 95.0, 86.81818181818181)","(8.5, 13.0, 11.73076923076923)","(6.5, 8.0, 7.447058823529412)","(10.0, 27.0, 25.0)","(1.5, 1.62, 1.5618808777429467)","(101.0, 390.0, 373.75)","(6.5, 13.5, 11.166666666666666)","(19.0, 55.0, 46.0)"
08-12-2022 12:36:56.626745,"(31.0, 95.0, 86.81818181818181)","(8.5, 13.0, 11.73076923076923)","(6.5, 7.8, 7.447058823529412)","(10.0, 27.0, 25.0)","(1.5, 1.62, 1.6016666666666668)","(101.0, 390.0, 379.09090909090907)","(6.5, 13.5, 12.115384615384615)","(19.0, 50.0, 46.0)"
08-12-2022 12:36:58.104459,"(31.0, 95.0, 86.81818181818181)","(8.5, 13.0, 11.73076923076923)","(6.5, 7.8, 7.3304347826086955)","(10.0, 27.0, 25.0)","(1.5, 1.61, 1.6016666666666668)","(101.0, 390.0, 384.2857142857143)","(6.5, 13.5, 12.428571428571429)","(19.0, 50.0, 47.77777777777778)"
08-12-2022 12:36:59.618560,"(31.0, 95.0, 86.81818181818181)","(8.5, 13.0, 11.73076923076923)","(6.5, 7.8, 7.457142857142857)","(10.0, 27.0, 25.0)","(1.5, 1.61, 1.6016666666666668)","(101.0, 390.0, 362.5)","(6.5, 13.5, 12.0)","(19.0, 50.0, 61.875)"
08-12-2022 12:37:01.208531,"(31.0, 95.0, 86.81818181818181)","(8.5, 13.0, 11.73076923076923)","(6.5, 7.8, 7.3090909090909095)","(10.0, 27.0, 25.0)","(1.5, 1.61, 1.5957142857142859)","(101.0, 390.0, 362.5)","(6.5, 13.5, 12.40625)","(19.0, 60.0, 54.85714285714286)"
08-12-2022 12:37:02.843929,"(31.0, 95.0, 86.81818181818181)","(8.5, 13.0, 11.73076923076923)","(6.5, 7.8, 7.3090909090909095)","(10.0, 27.0, 25.0)","(1.5, 1.61, 1.5957142857142859)","(101.0, 390.0, 362.5)","(6.5, 13.5, 11.5)","(19.0, 60.0, 52.0)"
08-12-2022 12:37:04.360048,"(31.0, 95.0, 86.81818181818181)","(8.5, 13.0, 11.73076923076923)","(6.5, 7.8, 7.3304347826086955)","(10.0, 27.0, 25.0)","(1.5, 1.61, 1.6072093023255816)","(101.0, 390.0, 385.23809523809524)","(6.5, 13.5, 12.9)","(19.0, 60.0, 56.44444444444444)"
08-12-2022 12:37:05.851752,"(31.0, 95.0, 86.81818181818181)","(8.5, 13.0, 11.73076923076923)","(6.5, 7.8, 7.3304347826086955)","(10.0, 27.0, 25.0)","(1.5, 1.61, 1.6073913043478263)","(101.0, 390.0, 367.5)","(6.5, 13.5, 12.38888888888889)","(19.0, 60.0, 79.875)"
08-12-2022 12:37:07.265666,"(31.0, 95.0, 86.81818181818181)","(8.5, 13.0, 11.7)","(6.5, 7.8, 7.3304347826086955)","(10.0, 27.0, 23.666666666666668)","(1.5, 1.61, 1.6362162162162162)","(101.0, 390.0, 295.0)","(6.5, 13.5, 12.3)","(19.0, 85.0, 72.0)"
08-12-2022 12:37:08.737192,"(31.0, 95.0, 86.81818181818181)","(8.5, 13.0, 11.73076923076923)","(6.5, 7.8, 7.325)","(10.0, 27.0, 25.0)","(1.5, 1.64, 1.645)","(101.0, 390.0, 362.5)","(6.5, 13.5, 11.75)","(19.0, 80.0, 72.0)"
08-12-2022 12:37:10.330080,"(31.0, 95.0, 86.81818181818181)","(8.5, 13.0, 11.73076923076923)","(6.5, 7.8, 7.257142857142857)","(10.0, 27.0, 25.0)","(1.5, 1.66, 1.6371929824561402)","(101.0, 390.0, 385.23809523809524)","(6.5, 13.5, 11.75)","(19.0, 80.0, 72.0)"
08-12-2022 12:37:11.714223,"(31.0, 95.0, 86.81818181818181)","(8.5, 13.0, 11.73076923076923)","(6.5, 7.8, 7.447058823529412)","(10.0, 27.0, 25.0)","(1.5, 1.66, 1.5767272727272728)","(101.0, 390.0, 385.23809523809524)","(6.5, 13.5, 11.7)","(19.0, 80.0, 63.0)"
08-12-2022 12:37:13.161137,"(31.0, 95.0, 86.81818181818181)","(8.5, 13.0, 11.73076923076923)","(6.5, 7.8, 7.447058823529412)","(10.0, 27.0, 25.0)","(1.5, 1.58, 1.5767272727272728)","(101.0, 390.0, 367.5)","(6.5, 13.5, 12.818181818181818)","(19.0, 80.0, 57.333333333333336)"
08-12-2022 12:37:14.591479,"(31.0, 95.0, 86.81818181818181)","(8.5, 13.0, 11.73076923076923)","(6.5, 7.8, 7.447058823529412)","(10.0, 27.0, 25.0)","(1.5, 1.58, 1.565)","(101.0, 390.0, 367.5)","(6.5, 13.5, 12.3)","(19.0, 80.0, 57.333333333333336)"
08-12-2022 12:37:15.959758,"(31.0, 95.0, 86.81818181818181)","(8.5, 13.0, 11.73076923076923)","(6.5, 7.8, 7.447058823529412)","(10.0, 27.0, 25.0)","(1.5, 1.58, 1.565)","(101.0, 390.0, 367.5)","(6.5, 13.5, 12.375)","(19.0, 80.0, 58.666666666666664)"
08-12-2022 12:37:17.349326,"(31.0, 95.0, 86.81818181818181)","(8.5, 13.0, 11.73076923076923)","(6.5, 7.8, 7.447058823529412)","(11.0, 27.0, 25.666666666666668)","(1.5, 1.58, 1.5911111111111111)","(101.0, 390.0, 367.5)","(7.0, 13.5, 12.375)","(20.0, 80.0, 60.5)"
08-12-2022 12:37:18.828950,"(31.0, 95.0, 86.81818181818181)","(8.5, 13.0, 11.73076923076923)","(6.5, 7.8, 7.447058823529412)","(11.0, 27.0, 26.428571428571427)","(1.5, 1.64, 1.5981818181818184)","(101.0, 390.0, 357.5)","(7.0, 13.5, 12.25)","(20.0, 75.0, 60.5)"
08-12-2022 12:37:20.340126,"(31.0, 95.0, 86.81818181818181)","(8.5, 13.0, 11.73076923076923)","(6.5, 7.8, 7.438095238095238)","(11.0, 27.0, 26.428571428571427)","(1.5, 1.62, 1.6058823529411765)","(101.0, 390.0, 357.5)","(7.0, 13.5, 12.3)","(20.0, 75.0, 57.333333333333336)"
08-12-2022 12:37:21.749502,"(31.0, 95.0, 86.81818181818181)","(8.5, 13.0, 11.73076923076923)","(6.5, 7.8, 7.438095238095238)","(11.0, 27.0, 26.5)","(1.5, 1.62, 1.597777777777778)","(101.0, 390.0, 357.5)","(7.0, 13.5, 12.3)","(20.0, 80.0, 57.333333333333336)"
08-12-2022 12:37:23.170045,"(31.0, 95.0, 86.81818181818181)","(8.5, 13.0, 10.5)","(6.5, 7.8, 7.438095238095238)","(11.0, 27.0, 26.5)","(1.5, 1.62, 1.6161538461538463)","(101.0, 390.0, 357.5)","(7.0, 13.5, 12.3)","(20.0, 80.0, 60.5)"
08-12-2022 12:37:24.543990,"(31.0, 95.0, 86.81818181818181)","(8.5, 11.5, 10.532258064516128)","(6.5, 7.8, 7.438095238095238)","(11.0, 27.0, 26.5)","(1.5, 1.62, 1.63)","(101.0, 390.0, 357.5)","(7.0, 13.5, 12.3)","(20.0, 75.0, 57.333333333333336)"
08-12-2022 12:37:25.956499,"(31.0, 95.0, 86.81818181818181)","(8.5, 11.5, 11.736842105263158)","(6.5, 7.8, 7.446511627906976)","(11.0, 27.0, 26.5)","(1.5, 1.64, 1.6073333333333333)","(101.0, 390.0, 357.5)","(7.0, 13.5, 12.3)","(20.0, 80.0, 57.333333333333336)"
08-12-2022 12:37:27.328815,"(31.0, 95.0, 86.66666666666667)","(8.5, 13.0, 11.736842105263158)","(6.5, 7.8, 7.446511627906976)","(11.0, 27.0, 26.5)","(1.5, 1.64, 1.5966666666666667)","(101.0, 390.0, 357.5)","(7.0, 13.5, 12.3)","(20.0, 80.0, 55.666666666666664)"
08-12-2022 12:37:28.707480,"(31.0, 120.0, 108.75)","(8.5, 13.0, 11.90909090909091)","(6.5, 7.6, 7.514285714285714)","(11.0, 27.0, 26.5)","(1.5, 1.64, 1.5966666666666667)","(101.0, 390.0, 357.5)","(7.0, 13.5, 12.3)","(20.0, 75.0, 58.85714285714286)"
08-12-2022 12:37:30.099425,"(31.0, 120.0, 110.0)","(8.5, 12.5, 11.0)","(6.5, 7.6, 7.576)","(11.0, 27.0, 26.5)","(1.5, 1.64, 1.5966666666666667)","(101.0, 390.0, 357.5)","(7.0, 13.5, 12.3)","(20.0, 70.0, 58.85714285714286)"
08-12-2022 12:37:31.520987,"(31.0, 130.0, 118.88888888888889)","(8.5, 12.0, 11.0)","(6.5, 7.6, 7.576)","(11.0, 27.0, 26.333333333333332)","(1.5, 1.64, 1.6127777777777776)","(101.0, 390.0, 362.5)","(7.0, 13.5, 12.3)","(20.0, 70.0, 61.33333333333333)"
08-12-2022 12:37:33.014855,"(31.0, 120.0, 111.11111111111111)","(8.5, 12.0, 10.8)","(6.5, 7.6, 7.576)","(11.0, 27.0, 26.333333333333332)","(1.5, 1.64, 1.5994736842105264)","(101.0, 390.0, 362.5)","(7.0, 13.5, 12.375)","(20.0, 70.0, 61.33333333333333)"
08-12-2022 12:37:34.586012,"(31.0, 120.0, 111.11111111111111)","(8.5, 12.0, 10.875)","(6.5, 7.6, 7.576)","(11.0, 27.0, 26.333333333333332)","(1.5, 1.64, 1.5994736842105264)","(101.0, 390.0, 362.5)","(7.0, 13.5, 12.375)","(20.0, 70.0, 61.33333333333333)"
08-12-2022 12:37:36.035318,"(31.0, 120.0, 111.11111111111111)","(8.5, 12.0, 10.186046511627907)","(6.5, 7.6, 7.576)","(11.0, 27.0, 26.333333333333332)","(1.5, 1.64, 1.6142105263157895)","(101.0, 390.0, 362.5)","(7.0, 13.5, 12.375)","(20.0, 70.0, 64.22222222222223)"
08-12-2022 12:37:37.471978,"(31.0, 120.0, 111.11111111111111)","(8.5, 12.0, 10.573170731707316)","(6.5, 7.6, 7.466666666666667)","(11.0, 27.0, 26.333333333333332)","(1.5, 1.64, 1.6142105263157895)","(101.0, 390.0, 362.5)","(7.0, 13.5, 12.375)","(20.0, 70.0, 64.22222222222223)"
08-12-2022 12:37:38.931730,"(31.0, 120.0, 111.11111111111111)","(8.5, 12.0, 10.573170731707316)","(6.5, 7.6, 7.533333333333333)","(11.0, 27.0, 26.333333333333332)","(1.5, 1.64, 1.6015)","(101.0, 390.0, 375.0)","(7.0, 13.5, 12.375)","(20.0, 70.0, 64.22222222222223)"
08-12-2022 12:37:40.442021,"(31.0, 120.0, 111.11111111111111)","(8.5, 12.0, 10.7)","(6.5, 7.6, 7.4526315789473685)","(11.0, 27.0, 26.333333333333332)","(1.5, 1.64, 1.6015)","(101.0, 390.0, 366.0)","(7.0, 13.5, 12.375)","(20.0, 70.0, 64.22222222222223)"
08-12-2022 12:37:41.867665,"(31.0, 120.0, 104.0)","(8.5, 11.5, 10.6)","(6.5, 7.8, 7.4526315789473685)","(11.0, 27.0, 26.333333333333332)","(1.5, 1.64, 1.6015)","(101.0, 390.0, 366.0)","(7.0, 13.5, 12.375)","(20.0, 70.0, 64.22222222222223)"
08-12-2022 12:37:43.477735,"(31.0, 120.0, 106.0)","(8.5, 11.5, 10.6)","(6.5, 7.8, 7.4526315789473685)","(11.0, 27.0, 26.333333333333332)","(1.5, 1.64, 1.6127777777777776)","(101.0, 390.0, 373.75)","(7.0, 13.5, 12.375)","(20.0, 70.0, 64.22222222222223)"
08-12-2022 12:37:44.896772,"(31.0, 120.0, 106.0)","(8.5, 11.5, 10.6)","(6.5, 7.8, 7.4526315789473685)","(11.0, 27.0, 26.333333333333332)","(1.5, 1.64, 1.6127777777777776)","(101.0, 390.0, 373.75)","(7.0, 13.5, 12.375)","(20.0, 70.0, 64.22222222222223)"
08-12-2022 12:37:46.315711,"(31.0, 120.0, 106.0)","(8.5, 11.5, 11.208571428571428)","(6.5, 7.8, 7.4526315789473685)","(11.0, 27.0, 26.333333333333332)","(1.5, 1.64, 1.591875)","(101.0, 390.0, 379.09090909090907)","(7.0, 13.5, 12.375)","(20.0, 70.0, 64.22222222222223)"
08-12-2022 12:37:47.780887,"(31.0, 120.0, 112.5)","(8.5, 11.5, 10.6)","(6.5, 7.8, 8.08)","(11.0, 27.0, 26.0)","(1.5, 1.64, 1.591875)","(101.0, 390.0, 373.75)","(7.0, 13.5, 12.375)","(20.0, 65.0, 62.375)"
