,Secret Jack,Bee Gees Bandit,Star Writer,Arthur Lowe Nz,Crookwell Jake,Mr Kiwi Nz
09-01-2023 14:05:57.042218,"(6.5, 8.8, 8.114285714285714)","(10.0, 17.5, 16.666666666666668)","(17.0, 46.0, 40.75)","(5.0, 99999, 99990)","(1.65, 1.93, 1.916153846153846)","(7.5, 99999, 99990)"
09-01-2023 14:05:58.098948,"(6.5, 8.8, 8.114285714285714)","(10.0, 17.5, 16.666666666666668)","(17.0, 46.0, 40.75)","(5.0, 99999, 99990)","(1.65, 1.93, 1.9177777777777778)","(7.5, 99999, 99990)"
09-01-2023 14:05:59.184747,"(6.5, 8.8, 8.114285714285714)","(10.0, 17.5, 16.666666666666668)","(17.0, 46.0, 42.0)","(5.0, 99999, 99990)","(1.65, 1.92, 1.8925925925925926)","(7.5, 99999, 99990)"
09-01-2023 14:06:00.245895,"(6.5, 8.8, 8.266666666666666)","(10.0, 17.5, 17.214285714285715)","(17.0, 46.0, 38.0)","(5.0, 99999, 99990)","(1.65, 1.9, 1.8943396226415095)","(7.5, 99999, 99990)"
09-01-2023 14:06:01.170483,"(6.5, 8.8, 8.137931034482758)","(10.0, 18.0, 17.09090909090909)","(17.0, 46.0, 39.333333333333336)","(5.0, 99999, 99990)","(1.65, 1.9, 1.8943396226415095)","(7.5, 99999, 99990)"
09-01-2023 14:06:02.200535,"(6.5, 8.8, 8.0)","(10.0, 18.0, 16.4375)","(17.0, 46.0, 39.333333333333336)","(5.0, 99999, 99990)","(1.65, 1.9, 1.8666666666666667)","(7.5, 99999, 99990)"
09-01-2023 14:06:03.113727,"(6.5, 8.6, 8.2)","(10.0, 18.0, 16.928571428571427)","(17.0, 46.0, 39.333333333333336)","(5.0, 99999, 99990)","(1.65, 1.87, 1.8666666666666667)","(7.5, 99999, 99990)"
09-01-2023 14:06:04.112913,"(6.5, 8.6, 8.2)","(10.0, 18.0, 16.928571428571427)","(17.0, 46.0, 39.333333333333336)","(5.0, 99999, 99990)","(1.65, 1.87, 1.8666666666666667)","(7.5, 99999, 99990)"
09-01-2023 14:06:05.093681,"(6.5, 8.6, 8.371428571428572)","(10.0, 17.5, 17.166666666666668)","(17.0, 55.0, 49.333333333333336)","(5.0, 99999, 99990)","(1.65, 1.9, 1.858)","(7.5, 99999, 99990)"
09-01-2023 14:06:06.144771,"(6.5, 8.8, 8.110344827586207)","(10.0, 18.0, 16.928571428571427)","(17.0, 50.0, 43.333333333333336)","(5.0, 99999, 99990)","(1.65, 1.9, 1.852)","(7.5, 99999, 99990)"
09-01-2023 14:06:07.048104,"(6.5, 8.8, 8.110344827586207)","(10.0, 18.0, 16.928571428571427)","(17.0, 50.0, 47.14285714285714)","(5.0, 99999, 99990)","(1.65, 1.9, 1.852)","(7.5, 99999, 99990)"
09-01-2023 14:06:08.021605,"(6.5, 8.8, 8.110344827586207)","(10.0, 18.0, 16.928571428571427)","(17.0, 50.0, 45.5)","(5.0, 99999, 99990)","(1.65, 1.9, 1.8451063829787235)","(7.5, 99999, 99990)"
09-01-2023 14:06:09.000029,"(6.5, 8.8, 8.110344827586207)","(10.0, 18.0, 16.928571428571427)","(17.0, 48.0, 41.0)","(5.0, 99999, 99990)","(1.65, 1.9, 1.8484)","(7.5, 99999, 99990)"
09-01-2023 14:06:10.124055,"(6.5, 8.8, 8.110344827586207)","(10.0, 18.0, 16.928571428571427)","(17.0, 48.0, 44.0)","(5.0, 99999, 99990)","(1.65, 1.9, 1.8451063829787235)","(7.5, 99999, 99990)"
09-01-2023 14:06:11.225142,"(6.5, 8.8, 8.110344827586207)","(10.0, 18.0, 16.928571428571427)","(17.0, 48.0, 44.0)","(5.0, 99999, 99990)","(1.65, 1.9, 1.8451063829787235)","(7.5, 99999, 99990)"
09-01-2023 14:06:12.311680,"(6.5, 8.8, 7.966666666666667)","(10.0, 18.0, 16.928571428571427)","(17.0, 48.0, 44.0)","(5.0, 99999, 99990)","(1.65, 1.9, 1.8448)","(7.5, 99999, 99990)"
09-01-2023 14:06:13.394834,"(6.5, 8.6, 8.3)","(10.0, 18.0, 16.928571428571427)","(17.0, 48.0, 44.0)","(5.0, 99999, 99990)","(1.65, 1.9, 1.8448)","(7.5, 99999, 99990)"
09-01-2023 14:06:14.404783,"(6.5, 8.6, 8.3)","(10.0, 18.0, 16.928571428571427)","(17.0, 48.0, 44.0)","(5.0, 99999, 99990)","(1.65, 1.9, 1.8448)","(7.5, 99999, 99990)"
09-01-2023 14:06:15.331810,"(6.5, 8.6, 8.3)","(10.0, 18.0, 16.928571428571427)","(17.0, 48.0, 44.0)","(5.0, 99999, 99990)","(1.65, 1.9, 1.8448)","(7.5, 99999, 99990)"
09-01-2023 14:06:16.321667,"(6.5, 8.6, 8.3)","(10.0, 18.0, 16.928571428571427)","(17.0, 48.0, 44.0)","(5.0, 99999, 99990)","(1.65, 1.9, 1.8448)","(7.5, 99999, 99990)"
09-01-2023 14:06:17.327667,"(6.5, 8.6, 8.3)","(10.0, 18.0, 16.928571428571427)","(17.0, 48.0, 44.0)","(5.0, 99999, 99990)","(1.65, 1.9, 1.8448)","(7.5, 99999, 99990)"
09-01-2023 14:06:18.335336,"(6.5, 8.6, 8.3)","(10.0, 18.0, 16.928571428571427)","(17.0, 48.0, 44.0)","(5.0, 99999, 99990)","(1.65, 1.9, 1.8436363636363637)","(7.5, 99999, 99990)"
09-01-2023 14:06:19.409051,"(6.5, 8.6, 8.3)","(10.0, 18.0, 16.928571428571427)","(17.0, 48.0, 44.0)","(5.0, 99999, 99990)","(1.65, 1.9, 1.8436363636363637)","(7.5, 99999, 99990)"
09-01-2023 14:06:20.383146,"(6.5, 8.8, 7.966666666666667)","(10.0, 18.0, 16.181818181818183)","(17.0, 48.0, 44.0)","(5.0, 99999, 99990)","(1.65, 1.9, 1.8436363636363637)","(7.5, 99999, 99990)"
09-01-2023 14:06:21.332157,"(6.5, 8.8, 7.951515151515151)","(10.0, 18.0, 16.181818181818183)","(17.0, 48.0, 44.0)","(5.0, 99999, 99990)","(1.65, 1.9, 1.8436363636363637)","(7.5, 99999, 99990)"
09-01-2023 14:06:22.317530,"(6.5, 8.6, 8.163636363636364)","(10.0, 18.0, 16.181818181818183)","(17.0, 48.0, 45.45454545454545)","(5.0, 99999, 99990)","(1.65, 1.9, 1.8483333333333334)","(7.5, 99999, 99990)"
09-01-2023 14:06:23.425378,"(6.5, 8.6, 8.163636363636364)","(10.0, 18.0, 16.181818181818183)","(17.0, 48.0, 45.45454545454545)","(5.0, 99999, 99990)","(1.65, 1.9, 1.8483333333333334)","(7.5, 99999, 99990)"
09-01-2023 14:06:24.507798,"(6.5, 8.6, 8.244444444444444)","(10.0, 18.0, 16.181818181818183)","(17.0, 48.0, 45.45454545454545)","(5.0, 99999, 99990)","(1.65, 1.9, 1.8421333333333334)","(7.5, 99999, 99990)"
09-01-2023 14:06:25.589495,"(6.0, 8.6, 8.244444444444444)","(10.0, 17.5, 16.7)","(18.0, 48.0, 45.45454545454545)","(4.8, 99999, 99990)","(1.7, 1.9, 1.8421333333333334)","(7.5, 99999, 99990)"
09-01-2023 14:06:26.725682,"(6.0, 8.6, 8.244444444444444)","(10.0, 17.0, 16.0625)","(18.0, 48.0, 45.45454545454545)","(4.8, 99999, 99990)","(1.7, 1.9, 1.8421333333333334)","(7.5, 99999, 99990)"
09-01-2023 14:06:27.994983,"(6.0, 8.6, 8.244444444444444)","(10.0, 18.0, 16.863636363636363)","(18.0, 48.0, 40.666666666666664)","(4.8, 99999, 99990)","(1.7, 1.9, 1.855)","(7.5, 99999, 99990)"
09-01-2023 14:06:29.233144,"(6.0, 8.6, 8.244444444444444)","(10.0, 18.0, 16.863636363636363)","(18.0, 46.0, 32.285714285714285)","(4.8, 99999, 99990)","(1.7, 1.9, 1.855)","(7.5, 99999, 99990)"
09-01-2023 14:06:30.381930,"(6.0, 8.6, 8.244444444444444)","(10.0, 18.0, 16.863636363636363)","(18.0, 46.0, 32.333333333333336)","(4.8, 99999, 99990)","(1.7, 1.9, 1.85)","(7.5, 99999, 99990)"
09-01-2023 14:06:31.447401,"(6.0, 8.6, 8.244444444444444)","(10.0, 18.0, 16.863636363636363)","(18.0, 44.0, 32.333333333333336)","(4.8, 99999, 99990)","(1.7, 1.89, 1.85)","(7.5, 99999, 99990)"
09-01-2023 14:06:32.451998,"(6.0, 8.6, 8.244444444444444)","(10.0, 18.0, 16.863636363636363)","(18.0, 42.0, 32.0)","(4.8, 99999, 99990)","(1.7, 1.89, 1.85)","(7.5, 99999, 99990)"
09-01-2023 14:06:33.421077,"(6.0, 8.6, 8.244444444444444)","(10.0, 18.0, 16.863636363636363)","(18.0, 42.0, 32.0)","(4.8, 99999, 99990)","(1.7, 1.89, 1.8599999999999999)","(7.5, 99999, 99990)"
09-01-2023 14:06:34.392973,"(6.0, 8.6, 8.244444444444444)","(10.0, 18.0, 16.863636363636363)","(18.0, 38.0, 34.0)","(4.8, 99999, 99990)","(1.7, 1.88, 1.8511764705882352)","(7.5, 99999, 99990)"
09-01-2023 14:06:35.472816,"(6.0, 8.6, 8.244444444444444)","(10.0, 18.0, 16.863636363636363)","(18.0, 38.0, 31.333333333333332)","(4.8, 99999, 99990)","(1.7, 1.88, 1.8511764705882352)","(7.5, 99999, 99990)"
09-01-2023 14:06:36.515191,"(6.0, 8.6, 8.244444444444444)","(10.0, 18.0, 16.863636363636363)","(18.0, 38.0, 31.333333333333332)","(4.8, 99999, 99990)","(1.7, 1.88, 1.8511764705882352)","(7.5, 99999, 99990)"
09-01-2023 14:06:37.565127,"(6.0, 8.6, 8.244444444444444)","(10.0, 18.0, 16.863636363636363)","(18.0, 38.0, 31.333333333333332)","(4.8, 99999, 99990)","(1.7, 1.88, 1.8511764705882352)","(7.5, 99999, 99990)"
09-01-2023 14:06:38.569555,"(6.0, 8.6, 8.244444444444444)","(10.0, 18.0, 16.863636363636363)","(18.0, 38.0, 31.333333333333332)","(4.8, 99999, 99990)","(1.7, 1.88, 1.8511764705882352)","(7.5, 99999, 99990)"
09-01-2023 14:06:39.482856,"(6.0, 8.6, 8.244444444444444)","(10.0, 18.0, 16.863636363636363)","(18.0, 38.0, 31.333333333333332)","(4.8, 99999, 99990)","(1.7, 1.88, 1.8511764705882352)","(7.5, 99999, 99990)"
09-01-2023 14:06:40.463915,"(6.0, 8.6, 8.244444444444444)","(10.0, 18.0, 16.863636363636363)","(18.0, 38.0, 31.333333333333332)","(4.8, 99999, 99990)","(1.7, 1.88, 1.8511764705882352)","(7.5, 99999, 99990)"
09-01-2023 14:06:41.418008,"(6.0, 8.6, 8.133333333333333)","(10.0, 18.0, 16.863636363636363)","(18.0, 34.0, 27.333333333333332)","(4.8, 99999, 99990)","(1.7, 1.88, 1.8619999999999999)","(7.5, 99999, 99990)"
09-01-2023 14:06:42.479405,"(6.0, 8.6, 8.133333333333333)","(10.0, 18.0, 16.863636363636363)","(18.0, 34.0, 27.333333333333332)","(4.8, 99999, 99990)","(1.7, 1.88, 1.8619999999999999)","(7.5, 99999, 99990)"
09-01-2023 14:06:43.596894,"(6.0, 8.6, 8.133333333333333)","(10.0, 18.0, 16.863636363636363)","(18.0, 34.0, 28.0)","(4.8, 99999, 99990)","(1.7, 1.88, 1.8619999999999999)","(7.5, 99999, 99990)"
09-01-2023 14:06:44.673566,"(6.0, 8.6, 8.133333333333333)","(10.0, 18.0, 16.863636363636363)","(18.0, 30.0, 28.0)","(4.8, 99999, 99990)","(1.7, 1.85, 1.8353658536585367)","(7.5, 99999, 99990)"
09-01-2023 14:06:45.701501,"(6.0, 8.6, 8.133333333333333)","(10.0, 18.0, 16.333333333333332)","(18.0, 30.0, 25.5)","(4.8, 99999, 99990)","(1.7, 1.85, 1.8353658536585367)","(7.5, 99999, 99990)"
09-01-2023 14:06:46.671549,"(6.0, 8.6, 8.133333333333333)","(10.0, 18.0, 16.333333333333332)","(18.0, 30.0, 25.0)","(4.8, 99999, 99990)","(1.7, 1.85, 1.8353658536585367)","(7.5, 99999, 99990)"
09-01-2023 14:06:47.698018,"(6.0, 8.6, 8.133333333333333)","(10.0, 18.0, 16.333333333333332)","(18.0, 32.0, 30.4)","(4.8, 99999, 99990)","(1.7, 1.85, 1.8306451612903227)","(7.5, 99999, 99990)"
09-01-2023 14:06:48.681568,"(6.0, 8.6, 8.133333333333333)","(10.0, 18.0, 16.333333333333332)","(18.0, 40.0, 37.0)","(4.8, 99999, 99990)","(1.7, 1.85, 1.8306451612903227)","(7.5, 99999, 99990)"
09-01-2023 14:06:49.694945,"(6.0, 8.6, 8.133333333333333)","(10.0, 18.0, 16.333333333333332)","(18.0, 40.0, 31.25)","(4.8, 99999, 99990)","(1.7, 1.85, 1.8306451612903227)","(7.5, 99999, 99990)"
09-01-2023 14:06:50.729757,"(6.0, 8.6, 8.133333333333333)","(10.0, 18.0, 16.333333333333332)","(18.0, 40.0, 30.714285714285715)","(4.8, 99999, 99990)","(1.7, 1.85, 1.8293939393939396)","(7.5, 99999, 99990)"
09-01-2023 14:06:51.801908,"(6.0, 8.6, 8.133333333333333)","(10.0, 18.0, 17.0)","(18.0, 40.0, 31.428571428571427)","(4.8, 99999, 99990)","(1.7, 1.85, 1.8293939393939396)","(7.5, 99999, 99990)"
09-01-2023 14:06:52.893632,"(6.0, 8.6, 8.133333333333333)","(10.0, 18.0, 17.0)","(18.0, 40.0, 31.428571428571427)","(4.8, 99999, 99990)","(1.7, 1.85, 1.8293939393939396)","(7.5, 99999, 99990)"
09-01-2023 14:06:53.996499,"(6.0, 8.6, 8.133333333333333)","(10.0, 18.0, 17.0)","(18.0, 40.0, 38.285714285714285)","(4.8, 99999, 99990)","(1.7, 1.85, 1.8293939393939396)","(7.5, 99999, 99990)"
09-01-2023 14:06:55.096257,"(6.0, 8.6, 8.133333333333333)","(10.0, 18.0, 17.0)","(18.0, 46.0, 38.285714285714285)","(4.8, 99999, 99990)","(1.7, 1.85, 1.8293939393939396)","(7.5, 99999, 99990)"
09-01-2023 14:06:56.145421,"(6.0, 8.0, 7.905263157894737)","(10.0, 18.0, 17.666666666666668)","(18.0, 46.0, 40.666666666666664)","(4.8, 99999, 99990)","(1.7, 1.85, 1.8076190476190477)","(7.5, 99999, 99990)"
09-01-2023 14:06:57.089186,"(6.0, 8.0, 7.88)","(10.0, 18.0, 17.8)","(18.0, 46.0, 40.666666666666664)","(4.8, 99999, 99990)","(1.7, 1.81, 1.8242424242424242)","(7.5, 99999, 99990)"
09-01-2023 14:06:57.980838,"(6.0, 8.0, 7.836363636363637)","(10.0, 18.0, 17.8)","(18.0, 46.0, 40.857142857142854)","(4.8, 99999, 99990)","(1.7, 1.85, 1.8075)","(7.5, 99999, 99990)"
09-01-2023 14:06:58.882633,"(6.0, 8.0, 7.836363636363637)","(10.0, 18.0, 17.8)","(18.0, 46.0, 43.0)","(4.8, 99999, 99990)","(1.7, 1.85, 1.8065517241379312)","(7.5, 99999, 99990)"
09-01-2023 14:06:59.888494,"(6.0, 8.0, 7.836363636363637)","(10.0, 18.0, 17.8)","(18.0, 46.0, 42.4)","(4.8, 99999, 99990)","(1.7, 1.85, 1.8065517241379312)","(7.5, 99999, 99990)"
09-01-2023 14:07:01.095223,"(6.0, 8.0, 7.836363636363637)","(10.0, 18.0, 17.8)","(18.0, 46.0, 42.4)","(4.8, 99999, 99990)","(1.7, 1.85, 1.7996)","(7.5, 99999, 99990)"
09-01-2023 14:07:02.352028,"(6.0, 8.0, 7.836363636363637)","(10.0, 18.0, 17.8)","(18.0, 46.0, 48.0)","(4.8, 99999, 99990)","(1.7, 1.85, 1.8118181818181818)","(7.5, 99999, 99990)"
09-01-2023 14:07:03.415260,"(6.0, 8.0, 7.836363636363637)","(10.0, 18.0, 17.8)","(18.0, 50.0, 48.0)","(4.8, 99999, 99990)","(1.7, 1.85, 1.8118181818181818)","(7.5, 99999, 99990)"
09-01-2023 14:07:04.410207,"(6.0, 8.0, 7.836363636363637)","(10.0, 18.0, 17.285714285714285)","(18.0, 50.0, 39.5)","(4.8, 99999, 99990)","(1.7, 1.85, 1.815945945945946)","(7.5, 99999, 99990)"
09-01-2023 14:07:05.496502,"(6.0, 8.0, 7.828571428571428)","(10.0, 18.0, 17.884615384615383)","(18.0, 50.0, 45.63636363636364)","(4.8, 99999, 99990)","(1.7, 1.85, 1.815945945945946)","(7.5, 99999, 99990)"
09-01-2023 14:07:06.513736,"(6.0, 8.0, 7.72)","(10.0, 18.0, 17.884615384615383)","(18.0, 50.0, 45.63636363636364)","(4.8, 99999, 99990)","(1.7, 1.85, 1.815945945945946)","(7.5, 99999, 99990)"
09-01-2023 14:07:07.578766,"(6.0, 8.0, 7.745454545454545)","(11.0, 18.0, 17.884615384615383)","(21.0, 50.0, 45.63636363636364)","(4.8, 99999, 99990)","(1.65, 1.85, 1.8106250000000002)","(8.5, 99999, 99990)"
09-01-2023 14:07:08.573706,"(6.0, 8.0, 7.745454545454545)","(11.0, 18.0, 17.884615384615383)","(21.0, 50.0, 45.63636363636364)","(4.8, 99999, 99990)","(1.65, 1.85, 1.8106250000000002)","(8.5, 99999, 99990)"
09-01-2023 14:07:09.614470,"(6.0, 8.0, 7.825)","(11.0, 18.0, 17.90625)","(21.0, 50.0, 45.63636363636364)","(4.8, 99999, 99990)","(1.65, 1.84, 1.8062500000000001)","(8.5, 99999, 99990)"
09-01-2023 14:07:10.613586,"(6.0, 8.0, 7.9)","(11.0, 18.0, 17.90625)","(21.0, 50.0, 45.63636363636364)","(4.8, 99999, 99990)","(1.65, 1.81, 1.8010000000000002)","(8.5, 99999, 99990)"
09-01-2023 14:07:11.688008,"(6.0, 8.0, 7.9)","(11.0, 18.5, 18.264705882352942)","(21.0, 50.0, 45.63636363636364)","(4.8, 99999, 99990)","(1.65, 1.81, 1.7971428571428572)","(8.5, 99999, 99990)"
09-01-2023 14:07:12.684486,"(6.0, 8.0, 7.9)","(11.0, 18.5, 17.9)","(21.0, 50.0, 44.75)","(4.8, 99999, 99990)","(1.65, 1.81, 1.7971428571428572)","(8.5, 99999, 99990)"
09-01-2023 14:07:13.732135,"(6.0, 8.0, 7.9)","(11.0, 18.5, 18.125)","(21.0, 50.0, 41.0)","(4.8, 99999, 99990)","(1.65, 1.81, 1.7842857142857143)","(8.5, 99999, 99990)"
09-01-2023 14:07:14.698804,"(6.0, 8.0, 7.9)","(11.0, 18.5, 18.26923076923077)","(21.0, 50.0, 41.0)","(4.8, 99999, 99990)","(1.65, 1.81, 1.795)","(8.5, 99999, 99990)"
09-01-2023 14:07:15.632328,"(6.0, 8.0, 7.9)","(11.0, 18.5, 18.323529411764707)","(21.0, 50.0, 42.5)","(4.8, 99999, 99990)","(1.65, 1.81, 1.795)","(8.5, 99999, 99990)"
09-01-2023 14:07:16.568245,"(6.0, 8.0, 7.9)","(11.0, 18.5, 18.26923076923077)","(21.0, 50.0, 42.5)","(4.8, 99999, 99990)","(1.65, 1.81, 1.795)","(8.5, 99999, 99990)"
09-01-2023 14:07:17.531516,"(6.0, 8.0, 7.9)","(11.0, 18.5, 18.323529411764707)","(21.0, 50.0, 45.0)","(4.8, 99999, 99990)","(1.65, 1.81, 1.795)","(8.5, 99999, 99990)"
09-01-2023 14:07:18.517697,"(6.0, 8.0, 7.9)","(11.0, 18.5, 18.323529411764707)","(21.0, 50.0, 48.333333333333336)","(4.8, 99999, 99990)","(1.65, 1.81, 1.7842857142857143)","(8.5, 99999, 99990)"
09-01-2023 14:07:19.470242,"(6.0, 8.0, 7.9)","(11.0, 18.5, 18.323529411764707)","(21.0, 50.0, 46.0)","(4.8, 99999, 99990)","(1.65, 1.81, 1.7842857142857143)","(8.5, 99999, 99990)"
09-01-2023 14:07:20.462614,"(6.0, 8.0, 7.9)","(11.0, 18.5, 18.323529411764707)","(21.0, 50.0, 46.0)","(4.8, 99999, 99990)","(1.65, 1.81, 1.7842857142857143)","(8.5, 99999, 99990)"
09-01-2023 14:07:21.440546,"(6.0, 8.0, 7.9)","(11.0, 18.5, 18.26923076923077)","(21.0, 50.0, 46.0)","(4.8, 99999, 99990)","(1.65, 1.81, 1.7842857142857143)","(8.5, 99999, 99990)"
09-01-2023 14:07:22.428695,"(6.0, 8.0, 7.9)","(11.0, 18.5, 18.323529411764707)","(21.0, 50.0, 46.0)","(4.8, 99999, 99990)","(1.65, 1.81, 1.8195000000000001)","(8.5, 99999, 99990)"
09-01-2023 14:07:23.399485,"(6.0, 8.0, 7.9)","(11.0, 19.0, 18.875)","(21.0, 50.0, 46.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.800952380952381)","(8.5, 99999, 99990)"
09-01-2023 14:07:24.430960,"(6.0, 8.0, 7.825)","(11.0, 19.0, 17.46153846153846)","(21.0, 50.0, 46.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.7971428571428572)","(8.5, 99999, 99990)"
09-01-2023 14:07:25.380359,"(6.0, 8.0, 7.825)","(11.0, 19.0, 17.46153846153846)","(21.0, 50.0, 46.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.7796969696969698)","(8.5, 99999, 99990)"
09-01-2023 14:07:26.408429,"(6.0, 8.0, 7.825)","(11.0, 17.0, 16.041666666666668)","(21.0, 50.0, 47.0)","(4.8, 99999, 99990)","(1.65, 1.78, 1.7794444444444444)","(8.5, 99999, 99990)"
09-01-2023 14:07:27.439345,"(6.0, 8.0, 7.9)","(11.0, 17.0, 16.041666666666668)","(21.0, 50.0, 47.0)","(4.8, 99999, 99990)","(1.65, 1.78, 1.7763636363636364)","(8.5, 99999, 99990)"
09-01-2023 14:07:28.378384,"(6.0, 8.2, 7.8999999999999995)","(11.0, 17.0, 15.413793103448276)","(21.0, 50.0, 47.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.7763636363636364)","(8.5, 99999, 99990)"
09-01-2023 14:07:29.301891,"(6.0, 8.2, 7.8999999999999995)","(11.0, 17.0, 15.413793103448276)","(21.0, 50.0, 49.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.7763636363636364)","(8.5, 99999, 99990)"
09-01-2023 14:07:30.226764,"(6.0, 8.2, 7.8999999999999995)","(11.0, 17.0, 15.296296296296296)","(21.0, 50.0, 48.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.7763636363636364)","(8.5, 99999, 99990)"
09-01-2023 14:07:31.269826,"(6.0, 8.2, 7.8999999999999995)","(11.0, 17.0, 15.466666666666667)","(21.0, 50.0, 48.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.7763636363636364)","(8.5, 99999, 99990)"
09-01-2023 14:07:32.278834,"(6.0, 8.2, 7.8999999999999995)","(11.0, 17.0, 15.296296296296296)","(21.0, 50.0, 48.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.7763636363636364)","(8.5, 99999, 99990)"
09-01-2023 14:07:33.347351,"(6.0, 8.2, 7.8999999999999995)","(11.0, 16.5, 15.954545454545455)","(21.0, 50.0, 48.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.7763636363636364)","(8.5, 99999, 99990)"
09-01-2023 14:07:34.367207,"(6.0, 8.2, 7.8999999999999995)","(11.0, 16.5, 15.954545454545455)","(21.0, 50.0, 48.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.7763636363636364)","(8.5, 99999, 99990)"
09-01-2023 14:07:35.374097,"(6.0, 8.2, 7.8999999999999995)","(11.0, 16.5, 15.954545454545455)","(21.0, 50.0, 48.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.7763636363636364)","(8.5, 99999, 99990)"
09-01-2023 14:07:36.333210,"(6.0, 8.2, 7.8999999999999995)","(11.0, 16.5, 15.954545454545455)","(21.0, 50.0, 48.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.7763636363636364)","(8.5, 99999, 99990)"
09-01-2023 14:07:37.272974,"(6.0, 8.2, 7.8999999999999995)","(11.0, 16.5, 15.833333333333334)","(21.0, 50.0, 49.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.7763636363636364)","(8.5, 99999, 99990)"
09-01-2023 14:07:38.251702,"(6.0, 8.2, 7.8999999999999995)","(11.0, 16.5, 15.833333333333334)","(21.0, 50.0, 49.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.7763636363636364)","(8.5, 99999, 99990)"
09-01-2023 14:07:39.208801,"(6.0, 8.2, 7.8999999999999995)","(11.0, 16.5, 15.833333333333334)","(21.0, 50.0, 49.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.77)","(8.5, 99999, 99990)"
09-01-2023 14:07:40.180255,"(6.0, 8.2, 7.8999999999999995)","(11.0, 16.5, 15.45)","(21.0, 50.0, 49.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.77)","(8.5, 99999, 99990)"
09-01-2023 14:07:41.148381,"(6.0, 8.2, 7.8999999999999995)","(11.0, 16.5, 15.45)","(21.0, 50.0, 49.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.77)","(8.5, 99999, 99990)"
09-01-2023 14:07:42.118555,"(6.0, 8.2, 7.88)","(11.0, 16.5, 15.642857142857142)","(21.0, 50.0, 49.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.77)","(8.5, 99999, 99990)"
09-01-2023 14:07:43.108485,"(6.0, 8.2, 7.742857142857143)","(11.0, 16.5, 15.642857142857142)","(21.0, 50.0, 49.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.77)","(8.5, 99999, 99990)"
09-01-2023 14:07:44.052957,"(6.0, 8.2, 7.742857142857143)","(11.0, 16.5, 15.642857142857142)","(21.0, 50.0, 49.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.77)","(8.5, 99999, 99990)"
09-01-2023 14:07:45.018013,"(6.0, 8.2, 7.742857142857143)","(11.0, 16.5, 15.61111111111111)","(21.0, 50.0, 49.333333333333336)","(4.8, 99999, 99990)","(1.65, 1.82, 1.77)","(8.5, 99999, 99990)"
09-01-2023 14:07:45.989030,"(6.0, 8.2, 7.742857142857143)","(11.0, 16.5, 15.625)","(21.0, 60.0, 56.666666666666664)","(4.8, 99999, 99990)","(1.65, 1.82, 1.7663636363636364)","(8.5, 99999, 99990)"
09-01-2023 14:07:46.950963,"(6.0, 8.2, 7.742857142857143)","(11.0, 15.0, 14.95)","(21.0, 70.0, 60.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.760144927536232)","(8.5, 99999, 99990)"
09-01-2023 14:07:47.881166,"(6.0, 8.2, 7.742857142857143)","(11.0, 16.5, 15.625)","(21.0, 70.0, 64.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.760144927536232)","(8.5, 99999, 99990)"
09-01-2023 14:07:48.845789,"(6.0, 8.2, 7.742857142857143)","(11.0, 16.5, 15.333333333333334)","(21.0, 70.0, 64.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.7634246575342465)","(8.5, 99999, 99990)"
09-01-2023 14:07:49.768758,"(6.0, 8.2, 7.742857142857143)","(11.0, 16.5, 15.333333333333334)","(21.0, 70.0, 64.0)","(4.8, 99999, 99990)","(1.65, 1.82, 1.7634246575342465)","(8.5, 99999, 99990)"
09-01-2023 14:07:50.710381,"(6.0, 8.2, 7.742857142857143)","(11.0, 16.5, 15.625)","(21.0, 70.0, 67.85714285714286)","(4.8, 99999, 99990)","(1.65, 1.82, 1.7634246575342465)","(8.5, 99999, 99990)"
09-01-2023 14:07:51.949859,"(6.0, 8.2, 7.742857142857143)","(11.0, 16.5, 15.333333333333334)","(21.0, 70.0, 67.85714285714286)","(4.8, 99999, 99990)","(1.65, 1.82, 1.7648484848484849)","(8.5, 99999, 99990)"
