,Hooded Monkey,In The Orange,Magic Eyeliner,Bang On Blue,Elanga,Gunai Rumours,Kintsugi,Bok Choy
12-01-2023 08:35:12.701118,"(17.0, 16.5, 16.0)","(7.0, 19.0, 9.742857142857142)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 9.332)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 7.0875)","(7.0, 18.0, 13.1)"
12-01-2023 08:35:13.785412,"(17.0, 16.5, 16.0)","(7.0, 19.0, 9.742857142857142)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 9.332)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 7.0875)","(7.0, 18.0, 13.1)"
12-01-2023 08:35:14.835184,"(17.0, 16.5, 16.0)","(7.0, 19.0, 9.742857142857142)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 9.332)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 7.0875)","(7.0, 18.0, 13.1)"
12-01-2023 08:35:15.912846,"(17.0, 16.5, 16.0)","(7.0, 19.0, 9.742857142857142)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 9.332)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 7.0875)","(7.0, 18.0, 13.1)"
12-01-2023 08:35:16.948591,"(17.0, 16.5, 16.0)","(7.0, 19.0, 9.742857142857142)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 9.332)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 7.0875)","(7.0, 18.0, 16.04)"
12-01-2023 08:35:17.949072,"(17.0, 16.5, 16.0)","(7.0, 19.0, 14.95)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 9.332)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 7.0875)","(7.0, 18.0, 16.04)"
12-01-2023 08:35:19.064151,"(17.0, 16.5, 16.0)","(7.0, 19.0, 14.95)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 9.332)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 7.0875)","(7.0, 18.0, 13.1)"
12-01-2023 08:35:20.140486,"(17.0, 16.5, 16.0)","(7.0, 19.0, 13.6)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 8.667741935483871)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 7.0875)","(7.0, 18.0, 13.1)"
12-01-2023 08:35:21.295182,"(17.0, 16.5, 16.0)","(7.0, 19.0, 14.457142857142857)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 8.667741935483871)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 7.0875)","(7.0, 18.0, 13.1)"
12-01-2023 08:35:22.513012,"(17.0, 16.5, 16.0)","(7.0, 19.0, 14.457142857142857)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 8.667741935483871)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 7.0875)","(7.0, 18.0, 16.775)"
12-01-2023 08:35:23.695350,"(17.0, 16.5, 16.0)","(7.0, 19.0, 14.457142857142857)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 8.667741935483871)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 7.0875)","(7.0, 18.0, 15.6)"
12-01-2023 08:35:24.835709,"(17.0, 16.5, 16.0)","(7.0, 19.0, 14.457142857142857)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 6.609090909090909)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 7.0875)","(7.0, 18.0, 16.775)"
12-01-2023 08:35:25.978621,"(17.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 6.609090909090909)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 7.0875)","(7.0, 18.0, 16.4)"
12-01-2023 08:35:27.211524,"(17.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 6.2)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 7.0875)","(7.0, 18.0, 16.4)"
12-01-2023 08:35:28.516571,"(17.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 6.2)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 7.0875)","(7.0, 18.0, 16.4)"
12-01-2023 08:35:29.773997,"(17.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 8.558620689655173)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 7.0875)","(7.0, 18.0, 16.4)"
12-01-2023 08:35:31.154162,"(17.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 8.741176470588236)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.246153846153847)","(7.0, 18.0, 16.4)"
12-01-2023 08:35:32.594009,"(17.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 8.741176470588236)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.358333333333334)","(7.0, 18.0, 16.4)"
12-01-2023 08:35:33.942421,"(17.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 8.741176470588236)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.358333333333334)","(7.0, 18.0, 16.4)"
12-01-2023 08:35:35.393734,"(17.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 8.741176470588236)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.358333333333334)","(7.0, 18.0, 16.4)"
12-01-2023 08:35:36.681290,"(17.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 8.675)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.358333333333334)","(7.0, 18.0, 16.4)"
12-01-2023 08:35:37.886784,"(17.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 8.675)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.358333333333334)","(7.0, 18.0, 16.4)"
12-01-2023 08:35:39.042943,"(17.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 8.675)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.358333333333334)","(7.0, 18.0, 16.4)"
12-01-2023 08:35:40.340955,"(17.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 8.623076923076923)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.358333333333334)","(7.0, 18.0, 16.4)"
12-01-2023 08:35:41.419734,"(17.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 8.623076923076923)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.0, 12.608333333333334)"
12-01-2023 08:35:42.545608,"(17.0, 16.5, 16.0)","(7.0, 19.0, 15.025)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 8.623076923076923)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:35:43.667398,"(17.0, 16.5, 16.0)","(7.0, 19.0, 15.025)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 9.060869565217391)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:35:44.889742,"(17.0, 16.5, 16.0)","(7.0, 19.0, 15.025)","(8.5, 10.5, 8.966666666666667)","(7.5, 10.0, 9.290000000000001)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.358333333333334)","(7.0, 18.5, 16.4)"
12-01-2023 08:35:46.097966,"(17.0, 16.5, 16.0)","(7.0, 19.0, 15.025)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 9.290000000000001)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.358333333333334)","(7.0, 18.0, 16.4)"
12-01-2023 08:35:47.266410,"(17.0, 16.5, 16.0)","(7.0, 19.0, 15.025)","(8.5, 10.5, 8.966666666666667)","(7.5, 9.8, 9.290000000000001)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.358333333333334)","(7.0, 18.0, 16.4)"
12-01-2023 08:35:48.416512,"(16.0, 16.5, 16.0)","(7.0, 19.0, 15.025)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 9.290000000000001)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.358333333333334)","(7.0, 18.0, 16.4)"
12-01-2023 08:35:49.553456,"(16.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 9.290000000000001)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.358333333333334)","(7.0, 18.0, 16.4)"
12-01-2023 08:35:50.626471,"(16.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 9.290000000000001)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.358333333333334)","(7.0, 18.0, 16.4)"
12-01-2023 08:35:51.667375,"(16.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 9.290000000000001)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.358333333333334)","(7.0, 18.0, 16.4)"
12-01-2023 08:35:52.726829,"(16.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 9.290000000000001)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.358333333333334)","(7.0, 18.0, 16.4)"
12-01-2023 08:35:53.756607,"(16.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 9.290000000000001)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.0, 12.608333333333334)"
12-01-2023 08:35:54.810391,"(16.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 9.290000000000001)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:35:55.949886,"(16.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 9.290000000000001)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:35:57.047339,"(16.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 9.290000000000001)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:35:58.237044,"(16.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 9.290000000000001)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:35:59.385149,"(16.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 9.290000000000001)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:36:00.590357,"(16.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 9.290000000000001)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:36:01.765418,"(16.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 9.290000000000001)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:36:02.981239,"(16.0, 16.5, 16.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 9.290000000000001)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:36:04.180063,"(16.0, 16.5, 15.25)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 9.430769230769231)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:36:05.314041,"(16.0, 16.5, 15.25)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 8.0)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:36:06.375406,"(16.0, 16.5, 15.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 8.0)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:36:07.458155,"(16.0, 16.5, 15.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 8.0)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:36:08.486806,"(16.0, 16.5, 15.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:36:09.475257,"(16.0, 16.5, 15.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:36:10.502927,"(16.0, 16.5, 15.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:36:11.533781,"(16.0, 16.5, 15.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:36:12.697929,"(16.0, 16.5, 15.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:36:13.880211,"(16.0, 16.5, 15.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:36:15.010283,"(16.0, 16.5, 15.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:36:16.171250,"(16.0, 16.5, 15.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:36:17.361270,"(16.0, 16.5, 15.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:36:18.542865,"(16.0, 16.5, 15.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:36:19.729805,"(16.0, 16.5, 15.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.966666666666667)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.011111111111111)","(7.0, 18.5, 12.608333333333334)"
12-01-2023 08:36:20.873467,"(16.0, 16.5, 15.0)","(7.0, 19.0, 13.218181818181819)","(8.5, 10.5, 8.4)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.35)","(7.0, 18.5, 10.5375)"
12-01-2023 08:36:22.014431,"(16.0, 16.5, 15.0)","(7.0, 19.0, 12.600000000000001)","(8.5, 8.8, 8.4)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.35)","(7.0, 18.5, 10.5375)"
12-01-2023 08:36:23.152928,"(16.0, 16.5, 15.0)","(7.0, 19.0, 12.600000000000001)","(8.5, 8.8, 8.4)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.35)","(7.0, 18.5, 10.5375)"
12-01-2023 08:36:24.292344,"(16.0, 16.5, 15.0)","(7.0, 19.0, 12.600000000000001)","(8.5, 8.8, 8.4)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.35)","(7.0, 18.5, 10.5375)"
12-01-2023 08:36:25.415969,"(16.0, 16.5, 15.0)","(7.0, 19.0, 12.600000000000001)","(8.5, 8.8, 8.4)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.35)","(7.0, 18.5, 10.5375)"
12-01-2023 08:36:26.571645,"(16.0, 16.5, 15.0)","(7.0, 19.0, 12.600000000000001)","(8.5, 8.8, 8.4)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.35)","(7.0, 18.5, 10.5375)"
12-01-2023 08:36:27.655604,"(16.0, 16.5, 15.0)","(7.0, 19.0, 12.600000000000001)","(8.5, 8.8, 8.4)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.35)","(7.0, 18.5, 10.5375)"
12-01-2023 08:36:28.774774,"(16.0, 16.5, 15.0)","(7.0, 19.0, 12.600000000000001)","(8.5, 8.8, 8.4)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.35)","(7.0, 18.5, 10.5375)"
12-01-2023 08:36:30.074405,"(16.0, 16.5, 15.0)","(7.0, 19.0, 12.25)","(8.5, 8.8, 8.266666666666666)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.2933333333333334)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.042857142857143)","(7.0, 18.5, 12.41)"
12-01-2023 08:36:31.231975,"(16.0, 16.5, 15.0)","(7.0, 19.0, 12.25)","(8.5, 8.4, 8.266666666666666)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.2933333333333334)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.042857142857143)","(7.0, 18.5, 12.41)"
12-01-2023 08:36:32.448348,"(16.0, 16.5, 15.0)","(7.0, 19.0, 12.25)","(8.5, 8.4, 8.266666666666666)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.2933333333333334)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.042857142857143)","(7.0, 18.5, 12.41)"
12-01-2023 08:36:33.660554,"(16.0, 16.5, 15.0)","(7.0, 19.0, 12.25)","(8.5, 8.4, 8.266666666666666)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.2933333333333334)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.042857142857143)","(7.0, 18.5, 12.41)"
12-01-2023 08:36:34.962199,"(16.0, 16.5, 15.0)","(7.0, 19.0, 12.25)","(8.5, 8.4, 8.266666666666666)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.2933333333333334)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.042857142857143)","(7.0, 18.5, 12.41)"
12-01-2023 08:36:36.192125,"(16.0, 16.5, 15.0)","(7.0, 19.0, 12.25)","(8.5, 8.4, 8.266666666666666)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.2933333333333334)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.042857142857143)","(7.0, 18.5, 12.41)"
12-01-2023 08:36:37.340637,"(16.0, 16.5, 15.0)","(7.0, 19.0, 12.25)","(8.5, 8.4, 8.266666666666666)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.2933333333333334)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.042857142857143)","(7.0, 18.5, 12.41)"
12-01-2023 08:36:38.393102,"(16.0, 16.5, 15.0)","(7.0, 19.0, 12.25)","(8.5, 8.4, 8.266666666666666)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3618)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.4)","(7.0, 18.5, 12.71)"
12-01-2023 08:36:39.381114,"(16.0, 16.5, 15.0)","(7.0, 19.0, 11.114285714285716)","(8.5, 8.4, 8.266666666666666)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.4)","(7.0, 19.5, 12.71)"
12-01-2023 08:36:40.361859,"(16.0, 16.5, 15.0)","(7.0, 19.0, 11.114285714285716)","(8.5, 8.4, 8.266666666666666)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.4)","(7.0, 19.5, 12.71)"
12-01-2023 08:36:41.414132,"(16.0, 16.5, 15.0)","(7.0, 19.0, 11.114285714285716)","(8.5, 8.4, 8.266666666666666)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.4)","(7.0, 19.5, 12.71)"
12-01-2023 08:36:42.527493,"(16.0, 16.5, 15.0)","(7.0, 19.0, 11.114285714285716)","(8.5, 8.4, 8.266666666666666)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.4)","(7.0, 19.5, 12.71)"
12-01-2023 08:36:43.711200,"(16.0, 16.5, 15.0)","(7.0, 19.0, 11.114285714285716)","(8.5, 8.4, 8.266666666666666)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3592)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.4)","(7.0, 19.5, 12.71)"
12-01-2023 08:36:44.845810,"(16.0, 16.5, 15.0)","(7.0, 19.0, 11.114285714285716)","(8.5, 8.4, 8.266666666666666)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.4)","(7.0, 19.5, 12.71)"
12-01-2023 08:36:46.042646,"(16.0, 16.5, 15.0)","(7.0, 19.0, 11.114285714285716)","(8.5, 8.4, 8.266666666666666)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.4)","(7.0, 19.5, 12.71)"
12-01-2023 08:36:47.213696,"(16.0, 16.5, 15.0)","(7.0, 19.0, 11.114285714285716)","(8.5, 8.4, 8.266666666666666)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.4)","(7.0, 19.5, 12.71)"
12-01-2023 08:36:48.359316,"(16.0, 16.5, 15.0)","(7.0, 19.0, 11.114285714285716)","(8.5, 8.4, 8.266666666666666)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.4)","(7.0, 19.5, 12.71)"
12-01-2023 08:36:49.473150,"(16.0, 16.5, 15.0)","(7.0, 19.0, 11.114285714285716)","(8.5, 8.4, 8.266666666666666)","(8.0, 9.8, 8.514285714285714)","(2.3, 2.38, 2.3465714285714285)","(21.0, 110.0, 57.5)","(4.4, 7.4, 6.4)","(7.0, 19.5, 12.71)"
