,Ansons Bay,Blue Title,Coconut Cutie,Star Of The Arts,Shezamaterialgirl,Mullum Doc,Outer Change,Royal Winkle,Feelin Flirty
12-01-2023 13:27:36.967233,"(7.0, 9.6, 9.333333333333332)","(20.0, 28.0, 20.5625)","(91.0, 200.0, 150.0)","(7.5, 16.5, 14.0)","(101.0, 200.0, 184.0)","(4.4, 7.2, 6.7)","(61.0, 110.0, 91.81818181818181)","(1.5, 1.81, 1.7566666666666666)","(26.0, 50.0, 49.0)"
12-01-2023 13:27:38.119052,"(7.0, 9.2, 8.77142857142857)","(20.0, 25.0, 23.428571428571427)","(91.0, 200.0, 150.0)","(7.5, 16.5, 14.0)","(101.0, 200.0, 184.0)","(4.4, 7.2, 6.7)","(61.0, 100.0, 94.0)","(1.5, 1.81, 1.7566666666666666)","(26.0, 50.0, 49.0)"
12-01-2023 13:27:39.310633,"(7.0, 9.6, 9.028571428571428)","(20.0, 25.0, 23.166666666666668)","(91.0, 200.0, 150.0)","(7.5, 16.5, 14.0)","(101.0, 200.0, 182.22222222222223)","(4.4, 7.2, 6.7)","(61.0, 100.0, 90.0)","(1.5, 1.81, 1.7566666666666666)","(26.0, 50.0, 49.0)"
12-01-2023 13:27:40.482469,"(7.0, 9.4, 9.145454545454546)","(20.0, 25.0, 23.166666666666668)","(91.0, 200.0, 150.0)","(7.5, 16.5, 14.0)","(101.0, 200.0, 182.22222222222223)","(4.4, 7.2, 6.7)","(61.0, 95.0, 90.0)","(1.5, 1.81, 1.7566666666666666)","(26.0, 50.0, 49.0)"
12-01-2023 13:27:41.680505,"(7.0, 9.6, 9.309090909090909)","(20.0, 25.0, 23.166666666666668)","(91.0, 200.0, 150.0)","(7.5, 16.5, 14.0)","(101.0, 200.0, 182.22222222222223)","(4.4, 7.2, 6.7)","(61.0, 95.0, 90.0)","(1.5, 1.81, 1.7566666666666666)","(26.0, 50.0, 49.0)"
12-01-2023 13:27:42.741980,"(7.0, 9.6, 9.309090909090909)","(20.0, 25.0, 23.166666666666668)","(91.0, 200.0, 150.0)","(7.5, 16.5, 14.0)","(101.0, 200.0, 182.22222222222223)","(4.4, 7.2, 6.7)","(61.0, 95.0, 90.0)","(1.5, 1.81, 1.793225806451613)","(26.0, 50.0, 49.0)"
12-01-2023 13:27:43.837659,"(7.0, 9.6, 9.309090909090909)","(20.0, 25.0, 23.166666666666668)","(91.0, 200.0, 150.0)","(7.5, 16.5, 14.0)","(101.0, 200.0, 182.22222222222223)","(4.4, 7.2, 6.7)","(61.0, 95.0, 90.0)","(1.5, 1.81, 1.793225806451613)","(26.0, 50.0, 49.0)"
12-01-2023 13:27:45.054255,"(7.0, 9.4, 8.92)","(20.0, 25.0, 23.166666666666668)","(91.0, 200.0, 150.0)","(7.5, 16.5, 14.0)","(101.0, 200.0, 182.22222222222223)","(4.4, 7.2, 6.7)","(61.0, 95.0, 90.0)","(1.5, 1.81, 1.793225806451613)","(26.0, 50.0, 49.0)"
12-01-2023 13:27:46.188535,"(7.0, 9.4, 8.9)","(20.0, 25.0, 23.166666666666668)","(91.0, 200.0, 150.0)","(7.5, 16.5, 14.0)","(101.0, 200.0, 182.22222222222223)","(4.4, 7.2, 6.7)","(61.0, 95.0, 90.0)","(1.5, 1.81, 1.793225806451613)","(26.0, 50.0, 49.0)"
12-01-2023 13:27:47.357321,"(7.0, 9.2, 8.43076923076923)","(20.0, 25.0, 23.166666666666668)","(91.0, 200.0, 150.0)","(7.5, 16.5, 14.0)","(101.0, 200.0, 182.22222222222223)","(4.4, 7.2, 6.7)","(61.0, 95.0, 90.0)","(1.5, 1.81, 1.714)","(26.0, 50.0, 49.0)"
12-01-2023 13:27:48.573911,"(7.0, 9.2, 8.43076923076923)","(20.0, 25.0, 23.166666666666668)","(91.0, 200.0, 190.90909090909093)","(7.5, 16.5, 14.0)","(101.0, 200.0, 182.22222222222223)","(4.4, 7.2, 6.7)","(61.0, 95.0, 90.0)","(1.5, 1.81, 1.7862500000000001)","(26.0, 50.0, 49.0)"
12-01-2023 13:27:49.651530,"(7.0, 9.2, 8.376470588235293)","(20.0, 25.0, 23.166666666666668)","(91.0, 200.0, 190.90909090909093)","(7.5, 16.5, 14.0)","(101.0, 200.0, 182.22222222222223)","(4.4, 7.2, 6.7)","(61.0, 95.0, 90.0)","(1.5, 1.8, 1.7862500000000001)","(26.0, 50.0, 49.0)"
12-01-2023 13:27:50.781517,"(7.0, 9.2, 8.376470588235293)","(20.0, 25.0, 23.166666666666668)","(91.0, 200.0, 190.90909090909093)","(7.5, 16.5, 14.0)","(101.0, 200.0, 182.22222222222223)","(4.4, 7.2, 7.057142857142857)","(61.0, 95.0, 90.0)","(1.5, 1.8, 1.7862500000000001)","(26.0, 50.0, 49.0)"
12-01-2023 13:27:52.160835,"(7.0, 9.2, 8.376470588235293)","(20.0, 25.0, 23.166666666666668)","(91.0, 200.0, 190.90909090909093)","(7.5, 16.5, 14.0)","(101.0, 200.0, 184.0)","(4.4, 7.2, 7.057142857142857)","(61.0, 95.0, 90.0)","(1.5, 1.8, 1.7862500000000001)","(26.0, 50.0, 49.0)"
12-01-2023 13:27:53.358298,"(7.0, 9.0, 8.657142857142857)","(20.0, 25.0, 23.166666666666668)","(91.0, 200.0, 190.90909090909093)","(7.5, 16.5, 14.0)","(101.0, 200.0, 184.0)","(4.4, 7.2, 6.771428571428571)","(71.0, 95.0, 90.0)","(1.5, 1.8, 1.745)","(26.0, 50.0, 49.0)"
12-01-2023 13:27:54.486180,"(7.0, 9.0, 8.657142857142857)","(20.0, 24.0, 22.5)","(101.0, 200.0, 190.90909090909093)","(7.5, 16.5, 14.0)","(101.0, 200.0, 184.0)","(4.4, 7.2, 6.771428571428571)","(71.0, 95.0, 90.0)","(1.5, 1.8, 1.745)","(26.0, 50.0, 49.0)"
12-01-2023 13:27:55.729684,"(7.0, 9.0, 8.55)","(20.0, 24.0, 22.5)","(101.0, 200.0, 190.90909090909093)","(7.5, 16.5, 15.125)","(101.0, 200.0, 184.0)","(4.4, 7.2, 6.771428571428571)","(71.0, 95.0, 90.0)","(1.5, 1.8, 1.745)","(26.0, 50.0, 49.0)"
12-01-2023 13:27:57.114534,"(7.0, 9.0, 8.55)","(20.0, 24.0, 22.5)","(101.0, 200.0, 190.90909090909093)","(7.5, 16.0, 15.125)","(101.0, 200.0, 184.0)","(4.4, 7.2, 6.771428571428571)","(71.0, 95.0, 90.0)","(1.5, 1.8, 1.745)","(26.0, 50.0, 49.0)"
12-01-2023 13:27:58.357059,"(7.0, 9.0, 8.55)","(20.0, 24.0, 22.5)","(101.0, 200.0, 190.90909090909093)","(7.5, 16.0, 14.0)","(101.0, 200.0, 184.0)","(4.4, 7.2, 6.771428571428571)","(71.0, 95.0, 90.0)","(1.5, 1.8, 1.745)","(26.0, 50.0, 49.0)"
12-01-2023 13:27:59.547044,"(7.0, 9.0, 8.55)","(20.0, 24.0, 22.5)","(101.0, 200.0, 190.90909090909093)","(7.5, 16.5, 14.0)","(101.0, 200.0, 184.0)","(4.4, 7.2, 6.771428571428571)","(71.0, 95.0, 90.0)","(1.5, 1.8, 1.745)","(26.0, 50.0, 49.0)"
12-01-2023 13:28:00.855063,"(7.0, 9.0, 8.55)","(20.0, 24.0, 22.5)","(101.0, 200.0, 190.90909090909093)","(7.5, 16.5, 14.0)","(101.0, 200.0, 184.0)","(4.4, 7.2, 6.771428571428571)","(71.0, 95.0, 90.0)","(1.5, 1.8, 1.7955172413793103)","(26.0, 50.0, 49.0)"
12-01-2023 13:28:02.009684,"(7.0, 9.2, 8.237499999999999)","(20.0, 24.0, 22.5)","(101.0, 200.0, 190.90909090909093)","(7.5, 16.5, 14.0)","(101.0, 200.0, 184.0)","(4.4, 7.2, 6.771428571428571)","(71.0, 95.0, 90.0)","(1.5, 1.8, 1.7391463414634147)","(26.0, 50.0, 49.0)"
12-01-2023 13:28:03.239997,"(7.0, 9.0, 8.657142857142857)","(20.0, 24.0, 22.5)","(101.0, 200.0, 190.90909090909093)","(7.5, 16.5, 14.0)","(101.0, 200.0, 184.0)","(4.4, 7.2, 6.771428571428571)","(71.0, 95.0, 90.0)","(1.5, 1.74, 1.7375)","(26.0, 50.0, 49.0)"
12-01-2023 13:28:04.450352,"(7.0, 9.0, 8.657142857142857)","(20.0, 24.0, 19.333333333333332)","(101.0, 200.0, 166.66666666666669)","(7.5, 16.5, 18.4)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 6.771428571428571)","(71.0, 95.0, 86.66666666666667)","(1.5, 1.74, 1.7379411764705883)","(26.0, 50.0, 49.0)"
12-01-2023 13:28:05.571081,"(7.0, 9.0, 8.657142857142857)","(20.0, 24.0, 19.333333333333332)","(101.0, 200.0, 166.66666666666669)","(7.5, 20.0, 18.4)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 6.771428571428571)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.7379411764705883)","(26.0, 50.0, 49.0)"
12-01-2023 13:28:06.687833,"(7.0, 9.0, 8.657142857142857)","(19.0, 23.0, 22.153846153846153)","(101.0, 200.0, 166.66666666666669)","(7.5, 19.5, 18.96153846153846)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 6.771428571428571)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.7379411764705883)","(26.0, 50.0, 49.0)"
12-01-2023 13:28:07.757795,"(7.0, 9.0, 8.657142857142857)","(19.0, 23.0, 21.88888888888889)","(101.0, 200.0, 166.66666666666669)","(7.5, 19.0, 17.666666666666664)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 6.771428571428571)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.7379411764705883)","(26.0, 50.0, 49.0)"
12-01-2023 13:28:08.867987,"(7.0, 9.0, 8.657142857142857)","(19.0, 24.0, 21.8)","(101.0, 200.0, 166.66666666666669)","(7.5, 19.0, 17.666666666666664)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 6.771428571428571)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.7379411764705883)","(26.0, 50.0, 49.0)"
12-01-2023 13:28:10.019715,"(7.0, 9.2, 8.237499999999999)","(19.0, 24.0, 22.571428571428573)","(101.0, 200.0, 166.66666666666669)","(7.5, 18.5, 17.27777777777778)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 6.771428571428571)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.7379411764705883)","(26.0, 50.0, 49.0)"
12-01-2023 13:28:11.191838,"(7.0, 9.0, 8.657142857142857)","(19.0, 24.0, 22.571428571428573)","(101.0, 200.0, 166.66666666666669)","(7.5, 18.5, 17.27777777777778)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 6.771428571428571)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.7379411764705883)","(26.0, 50.0, 55.5)"
12-01-2023 13:28:12.358565,"(7.0, 9.0, 8.657142857142857)","(19.0, 24.0, 22.714285714285715)","(101.0, 200.0, 166.66666666666669)","(7.5, 18.5, 17.27777777777778)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 6.771428571428571)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.7379411764705883)","(26.0, 65.0, 57.27272727272727)"
12-01-2023 13:28:13.838247,"(7.0, 9.0, 8.657142857142857)","(19.0, 24.0, 21.571428571428573)","(101.0, 200.0, 166.66666666666669)","(7.5, 18.5, 17.27777777777778)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 7.057142857142857)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.7379411764705883)","(26.0, 65.0, 55.55555555555556)"
12-01-2023 13:28:15.042993,"(7.0, 8.8, 8.514285714285714)","(19.0, 23.0, 21.714285714285715)","(101.0, 200.0, 166.66666666666669)","(7.5, 18.5, 17.27777777777778)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 7.057142857142857)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.7379411764705883)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:16.179349,"(7.0, 8.8, 8.514285714285714)","(19.0, 23.0, 21.714285714285715)","(101.0, 200.0, 166.66666666666669)","(7.5, 18.5, 17.27777777777778)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 6.866666666666666)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.7379411764705883)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:17.407515,"(7.0, 8.8, 8.514285714285714)","(19.0, 23.0, 21.0)","(101.0, 200.0, 166.66666666666669)","(7.5, 18.5, 15.166666666666666)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 6.866666666666666)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:18.517027,"(7.0, 8.8, 8.514285714285714)","(19.0, 23.0, 21.714285714285715)","(101.0, 200.0, 166.66666666666669)","(7.5, 18.5, 15.166666666666666)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 6.866666666666666)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:19.698741,"(7.0, 8.8, 8.514285714285714)","(19.0, 23.0, 21.714285714285715)","(101.0, 200.0, 166.66666666666669)","(7.5, 18.0, 16.18181818181818)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 6.771428571428571)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:20.793891,"(7.0, 8.8, 8.514285714285714)","(19.0, 23.0, 21.714285714285715)","(101.0, 200.0, 166.66666666666669)","(7.5, 19.0, 16.25)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 6.771428571428571)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:21.874436,"(7.0, 8.8, 8.514285714285714)","(19.0, 23.0, 20.5)","(101.0, 200.0, 166.66666666666669)","(7.5, 17.5, 17.0)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 6.985714285714286)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:23.175730,"(7.0, 8.8, 8.514285714285714)","(19.0, 23.0, 20.5)","(101.0, 200.0, 166.66666666666669)","(7.5, 18.5, 16.833333333333332)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 6.985714285714286)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:24.322572,"(7.0, 8.8, 8.514285714285714)","(19.0, 23.0, 20.5)","(101.0, 200.0, 166.66666666666669)","(7.5, 18.5, 17.75)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 6.95)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:25.444064,"(7.0, 8.8, 8.514285714285714)","(19.0, 23.0, 20.5)","(101.0, 200.0, 166.66666666666669)","(7.5, 19.0, 15.333333333333334)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 6.95)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:26.562869,"(7.0, 8.8, 8.514285714285714)","(19.0, 23.0, 20.5)","(101.0, 200.0, 166.66666666666669)","(7.5, 19.0, 14.6)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 6.95)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:27.665092,"(7.0, 8.8, 8.514285714285714)","(19.0, 23.0, 20.5)","(101.0, 200.0, 166.66666666666669)","(7.5, 18.0, 17.428571428571427)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 6.95)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:28.826701,"(7.0, 8.8, 8.514285714285714)","(19.0, 23.0, 20.5)","(101.0, 200.0, 166.66666666666669)","(7.5, 17.5, 14.833333333333334)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 6.95)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:30.044460,"(7.0, 8.8, 8.514285714285714)","(19.0, 23.0, 20.5)","(101.0, 200.0, 166.66666666666669)","(7.5, 19.0, 14.6)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 6.95)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:31.228305,"(7.0, 8.8, 8.514285714285714)","(19.0, 23.0, 21.88888888888889)","(101.0, 200.0, 166.66666666666669)","(7.5, 19.0, 14.6)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 6.95)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:32.342529,"(7.0, 8.8, 8.514285714285714)","(19.0, 23.0, 20.5)","(101.0, 200.0, 166.66666666666669)","(7.5, 18.0, 15.75)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 7.125)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.73125)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:33.513625,"(7.0, 8.8, 8.514285714285714)","(19.0, 23.0, 20.5)","(101.0, 200.0, 166.66666666666669)","(7.5, 17.5, 14.666666666666666)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 7.125)","(71.0, 95.0, 81.66666666666667)","(1.5, 1.74, 1.732222222222222)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:34.779063,"(7.0, 8.8, 8.514285714285714)","(21.0, 22.0, 20.75)","(101.0, 200.0, 133.33333333333334)","(7.5, 17.0, 14.75)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 7.125)","(71.0, 95.0, 97.5)","(1.5, 1.74, 1.732222222222222)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:36.235836,"(7.0, 9.0, 8.657142857142857)","(21.0, 22.0, 20.75)","(101.0, 200.0, 133.33333333333334)","(7.5, 17.0, 14.75)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 7.125)","(71.0, 120.0, 92.5)","(1.5, 1.74, 1.726)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:37.438989,"(7.0, 9.0, 8.657142857142857)","(21.0, 22.0, 21.25)","(101.0, 200.0, 133.33333333333334)","(7.5, 17.0, 14.75)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 7.125)","(71.0, 110.0, 92.5)","(1.5, 1.74, 1.726)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:38.488063,"(7.0, 9.0, 8.657142857142857)","(21.0, 22.0, 18.666666666666668)","(101.0, 200.0, 133.33333333333334)","(7.5, 17.0, 14.75)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 7.125)","(71.0, 110.0, 97.5)","(1.5, 1.74, 1.732222222222222)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:39.800978,"(7.0, 9.0, 8.2)","(21.0, 22.0, 20.714285714285715)","(101.0, 200.0, 133.33333333333334)","(7.5, 17.0, 16.23076923076923)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 7.125)","(71.0, 120.0, 97.5)","(1.5, 1.74, 1.726)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:41.008665,"(7.0, 9.0, 8.2)","(21.0, 22.0, 18.666666666666668)","(101.0, 200.0, 133.33333333333334)","(7.5, 17.0, 16.0)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 7.125)","(71.0, 120.0, 97.5)","(1.5, 1.74, 1.726)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:42.164539,"(7.0, 9.0, 8.2)","(21.0, 21.0, 19.0)","(101.0, 200.0, 133.33333333333334)","(7.5, 17.0, 16.0)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 7.125)","(71.0, 120.0, 97.5)","(1.5, 1.74, 1.726)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:43.442760,"(7.0, 9.0, 8.2)","(21.0, 21.0, 18.333333333333332)","(101.0, 200.0, 133.33333333333334)","(7.5, 17.0, 15.2)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 7.125)","(71.0, 120.0, 97.5)","(1.5, 1.74, 1.732222222222222)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:44.645237,"(7.0, 9.0, 8.2)","(21.0, 21.0, 18.333333333333332)","(101.0, 200.0, 133.33333333333334)","(7.5, 17.0, 15.2)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 7.1454545454545455)","(71.0, 120.0, 97.5)","(1.5, 1.74, 1.732222222222222)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:45.900074,"(7.0, 9.0, 8.0)","(19.0, 21.0, 20.0)","(101.0, 200.0, 133.33333333333334)","(7.5, 17.0, 15.2)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 7.1454545454545455)","(71.0, 120.0, 97.5)","(1.5, 1.74, 1.726)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:47.061782,"(7.0, 9.0, 8.0)","(19.0, 21.0, 18.333333333333332)","(101.0, 200.0, 133.33333333333334)","(7.5, 17.0, 16.307692307692307)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 7.1454545454545455)","(71.0, 120.0, 97.5)","(1.5, 1.74, 1.726)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:48.273681,"(7.0, 9.0, 8.0)","(19.0, 21.0, 19.833333333333332)","(101.0, 200.0, 133.33333333333334)","(7.5, 17.0, 15.333333333333334)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 7.1454545454545455)","(71.0, 120.0, 113.57142857142857)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:49.502201,"(7.0, 9.0, 8.0)","(19.0, 21.0, 19.5)","(101.0, 200.0, 133.33333333333334)","(7.5, 16.5, 14.666666666666666)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 7.1454545454545455)","(71.0, 120.0, 122.14285714285714)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:50.670933,"(7.0, 9.0, 8.0)","(19.0, 21.0, 19.5)","(101.0, 200.0, 133.33333333333334)","(7.5, 18.0, 14.666666666666666)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 7.066666666666666)","(71.0, 130.0, 105.0)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:51.869772,"(7.0, 9.0, 8.0)","(19.0, 21.0, 19.5)","(101.0, 200.0, 133.33333333333334)","(7.5, 17.5, 15.666666666666666)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.2, 7.177777777777778)","(71.0, 130.0, 93.33333333333333)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:53.115737,"(7.0, 9.0, 8.0)","(19.0, 21.0, 19.5)","(101.0, 200.0, 133.33333333333334)","(7.5, 17.0, 14.0)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.8, 7.177777777777778)","(71.0, 120.0, 122.14285714285714)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:54.337093,"(7.0, 9.0, 8.0)","(19.0, 21.0, 19.5)","(101.0, 200.0, 133.33333333333334)","(7.5, 17.0, 14.0)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.8, 7.177777777777778)","(71.0, 130.0, 122.14285714285714)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:55.645494,"(7.0, 9.0, 8.0)","(19.0, 21.0, 19.5)","(101.0, 200.0, 133.33333333333334)","(7.5, 16.5, 13.583333333333334)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.8, 7.177777777777778)","(71.0, 130.0, 122.14285714285714)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:56.903956,"(7.0, 8.6, 8.066666666666666)","(19.0, 21.0, 19.5)","(101.0, 200.0, 133.33333333333334)","(7.5, 16.5, 13.583333333333334)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.8, 7.177777777777778)","(71.0, 130.0, 122.14285714285714)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:58.132791,"(7.0, 8.6, 8.066666666666666)","(19.0, 21.0, 19.5)","(101.0, 200.0, 133.33333333333334)","(7.5, 16.5, 13.583333333333334)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.8, 7.6)","(71.0, 130.0, 122.14285714285714)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:28:59.281376,"(7.0, 8.6, 8.066666666666666)","(19.0, 21.0, 19.5)","(101.0, 200.0, 133.33333333333334)","(7.5, 16.5, 13.583333333333334)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.8, 7.6)","(71.0, 130.0, 122.14285714285714)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:29:00.578533,"(7.0, 8.6, 8.066666666666666)","(19.0, 21.0, 19.5)","(101.0, 200.0, 133.33333333333334)","(7.5, 16.5, 13.583333333333334)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.8, 7.6)","(71.0, 130.0, 122.14285714285714)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:29:01.930223,"(7.0, 8.6, 7.933333333333334)","(19.0, 21.0, 19.5)","(101.0, 200.0, 133.33333333333334)","(7.5, 16.5, 13.583333333333334)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.8, 7.333333333333333)","(71.0, 130.0, 122.14285714285714)","(1.5, 1.74, 1.71)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:29:03.132285,"(7.0, 8.6, 7.933333333333334)","(19.0, 21.0, 19.5)","(101.0, 200.0, 133.33333333333334)","(7.5, 16.5, 13.583333333333334)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.8, 7.333333333333333)","(71.0, 130.0, 105.0)","(1.5, 1.74, 1.7375)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:29:04.281402,"(7.0, 8.6, 7.933333333333334)","(19.0, 21.0, 19.833333333333332)","(101.0, 200.0, 133.33333333333334)","(7.5, 16.0, 15.384615384615385)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.8, 7.333333333333333)","(71.0, 130.0, 105.0)","(1.5, 1.74, 1.7378125)","(26.0, 65.0, 54.285714285714285)"
12-01-2023 13:29:05.469425,"(7.0, 8.6, 8.0)","(19.0, 34.0, 26.0)","(101.0, 200.0, 133.33333333333334)","(7.5, 16.0, 15.65)","(101.0, 200.0, 173.33333333333334)","(4.4, 7.8, 7.333333333333333)","(71.0, 130.0, 102.5)","(1.5, 1.74, 1.7378125)","(26.0, 65.0, 54.285714285714285)"
