,My Boy Mo,Battle Talent,Go Ellie Go,Kappys Angel,Clever Choice,I Did A Thing,Soul Benefit,Luna One,Fifi Girl
05-01-2023 14:06:44.368652,"(8.0, 11.0, 10.169014084507042)","(6.5, 8.4, 8.26)","(4.4, 4.9, 4.894)","(2.3, 2.48, 2.4893181818181818)","(6.5, 10.0, 9.2)","(31.0, 130.0, 110.0)","(19.0, 34.0, 30.90909090909091)","(21.0, 50.0, 43.47826086956522)","(101.0, 400.0, 346.6666666666667)"
05-01-2023 14:06:45.695900,"(8.0, 11.0, 10.2)","(6.5, 8.4, 8.26)","(4.4, 4.9, 4.981481481481482)","(2.3, 2.52, 2.4518918918918917)","(6.5, 9.8, 8.822222222222221)","(31.0, 130.0, 110.0)","(19.0, 36.0, 30.782608695652172)","(21.0, 50.0, 43.47826086956522)","(101.0, 390.0, 357.5)"
05-01-2023 14:06:47.061137,"(8.0, 11.0, 10.142857142857142)","(6.5, 8.4, 8.26)","(4.4, 5.0, 4.9907407407407405)","(2.3, 2.52, 2.492459016393443)","(6.5, 9.6, 8.822222222222221)","(31.0, 130.0, 110.0)","(19.0, 36.0, 29.333333333333332)","(21.0, 50.0, 43.47826086956522)","(101.0, 390.0, 447.5)"
05-01-2023 14:06:48.379382,"(8.0, 11.0, 10.142857142857142)","(6.5, 8.4, 8.26)","(4.4, 5.0, 4.9907407407407405)","(2.3, 2.52, 2.4847619047619047)","(6.5, 9.6, 8.76)","(31.0, 130.0, 127.85714285714286)","(19.0, 36.0, 29.333333333333332)","(21.0, 50.0, 43.47826086956522)","(101.0, 510.0, 385.0)"
05-01-2023 14:06:49.646991,"(8.0, 11.0, 10.142857142857142)","(6.5, 8.4, 8.26)","(4.4, 5.0, 4.9907407407407405)","(2.3, 2.5, 2.4847619047619047)","(6.5, 9.6, 8.76)","(31.0, 130.0, 127.85714285714286)","(19.0, 36.0, 29.333333333333332)","(21.0, 50.0, 43.47826086956522)","(101.0, 510.0, 385.0)"
05-01-2023 14:06:50.996637,"(8.0, 11.0, 10.142857142857142)","(6.5, 8.4, 8.33)","(4.4, 5.0, 4.9907407407407405)","(2.3, 2.52, 2.510588235294118)","(6.5, 9.6, 8.76)","(31.0, 130.0, 127.85714285714286)","(19.0, 34.0, 29.2)","(21.0, 50.0, 43.47826086956522)","(101.0, 400.0, 205.0)"
05-01-2023 14:06:52.415811,"(8.0, 11.0, 10.2)","(6.5, 8.4, 8.33)","(4.4, 5.0, 4.977777777777778)","(2.3, 2.52, 2.5164)","(6.5, 9.2, 8.8)","(31.0, 130.0, 127.85714285714286)","(19.0, 34.0, 32.0)","(21.0, 50.0, 43.47826086956522)","(101.0, 510.0, 330.0)"
05-01-2023 14:06:53.798221,"(8.0, 11.0, 10.520408163265307)","(6.5, 8.4, 8.48235294117647)","(4.4, 5.0, 4.979838709677419)","(2.3, 2.52, 2.4693430656934305)","(6.5, 9.0, 8.28)","(31.0, 130.0, 127.5)","(19.0, 34.0, 32.94117647058823)","(21.0, 50.0, 43.47826086956522)","(101.0, 390.0, 330.0)"
05-01-2023 14:06:55.282856,"(8.0, 11.0, 10.556603773584905)","(6.5, 8.8, 8.48235294117647)","(4.4, 5.0, 4.979838709677419)","(2.3, 2.48, 2.5182857142857142)","(6.5, 9.4, 8.959999999999999)","(31.0, 130.0, 122.0)","(19.0, 34.0, 33.21739130434783)","(21.0, 50.0, 43.47826086956522)","(101.0, 370.0, 320.0)"
05-01-2023 14:06:56.706726,"(8.0, 11.0, 10.510416666666666)","(6.5, 8.8, 8.414285714285715)","(4.4, 5.0, 4.979674796747967)","(2.3, 2.52, 2.6222535211267606)","(6.5, 9.2, 8.8)","(31.0, 130.0, 116.66666666666667)","(19.0, 34.0, 31.2)","(21.0, 50.0, 46.4)","(101.0, 370.0, 325.0)"
05-01-2023 14:06:57.953285,"(8.0, 11.0, 10.510416666666666)","(6.5, 8.8, 8.366666666666667)","(4.4, 5.0, 4.979674796747967)","(2.3, 2.64, 2.5983333333333336)","(6.5, 9.0, 8.685714285714287)","(31.0, 130.0, 116.66666666666667)","(19.0, 32.0, 29.6)","(21.0, 48.0, 44.8)","(101.0, 370.0, 325.0)"
05-01-2023 14:06:59.233621,"(8.0, 11.0, 10.137931034482758)","(6.5, 8.8, 8.511111111111111)","(4.4, 5.0, 4.979674796747967)","(2.3, 2.6, 2.5983333333333336)","(6.5, 8.8, 8.685714285714287)","(31.0, 130.0, 116.66666666666667)","(19.0, 30.0, 29.6)","(21.0, 46.0, 44.8)","(101.0, 370.0, 325.0)"
05-01-2023 14:07:00.474053,"(8.0, 11.0, 10.137931034482758)","(6.5, 8.8, 8.382608695652173)","(4.4, 5.0, 4.979674796747967)","(2.3, 2.6, 2.5975)","(6.5, 8.8, 8.685714285714287)","(31.0, 130.0, 116.66666666666667)","(19.0, 30.0, 29.6)","(21.0, 46.0, 44.8)","(101.0, 370.0, 325.0)"
05-01-2023 14:07:01.665836,"(8.0, 11.0, 10.137931034482758)","(6.5, 8.8, 8.382608695652173)","(4.4, 5.0, 4.979674796747967)","(2.3, 2.6, 2.5975)","(6.5, 8.8, 8.685714285714287)","(31.0, 130.0, 116.66666666666667)","(19.0, 30.0, 29.6)","(21.0, 46.0, 44.8)","(101.0, 370.0, 325.0)"
05-01-2023 14:07:02.766487,"(8.0, 11.0, 10.137931034482758)","(6.5, 8.8, 8.294736842105264)","(4.4, 5.0, 4.979674796747967)","(2.3, 2.6, 2.596842105263158)","(7.0, 8.8, 8.685714285714287)","(41.0, 130.0, 116.66666666666667)","(19.0, 30.0, 29.6)","(21.0, 46.0, 44.8)","(101.0, 370.0, 415.0)"
05-01-2023 14:07:03.914661,"(8.0, 11.0, 10.137931034482758)","(6.5, 8.8, 8.294736842105264)","(4.4, 5.0, 4.980769230769231)","(2.3, 2.6, 2.5516129032258066)","(7.0, 8.6, 8.116129032258064)","(41.0, 130.0, 116.66666666666667)","(19.0, 30.0, 29.6)","(21.0, 46.0, 44.8)","(101.0, 550.0, 420.0)"
05-01-2023 14:07:05.180392,"(8.0, 11.0, 10.137931034482758)","(6.5, 8.8, 8.299999999999999)","(4.4, 5.0, 4.980769230769231)","(2.3, 2.6, 2.566915887850467)","(7.0, 8.6, 8.116129032258064)","(41.0, 130.0, 116.66666666666667)","(19.0, 30.0, 29.866666666666667)","(21.0, 46.0, 44.8)","(101.0, 550.0, 420.0)"
05-01-2023 14:07:06.405333,"(8.0, 11.0, 10.137931034482758)","(6.5, 8.8, 8.299999999999999)","(4.4, 5.0, 4.9834645669291335)","(2.3, 2.58, 2.533333333333333)","(7.0, 8.6, 8.064285714285715)","(41.0, 130.0, 116.66666666666667)","(19.0, 30.0, 31.4375)","(21.0, 46.0, 45.81818181818182)","(101.0, 550.0, 420.0)"
05-01-2023 14:07:07.672601,"(8.0, 11.0, 10.137931034482758)","(6.5, 8.8, 8.299999999999999)","(4.4, 5.0, 4.9834645669291335)","(2.3, 2.58, 2.533333333333333)","(7.0, 8.6, 8.064285714285715)","(41.0, 130.0, 116.66666666666667)","(19.0, 32.0, 31.272727272727273)","(21.0, 48.0, 43.5)","(101.0, 550.0, 420.0)"
05-01-2023 14:07:09.071832,"(8.0, 11.0, 10.137931034482758)","(6.5, 8.8, 8.057142857142857)","(4.4, 5.0, 4.983064516129033)","(2.3, 2.58, 2.548)","(7.0, 8.6, 8.064285714285715)","(41.0, 130.0, 116.66666666666667)","(19.0, 34.0, 31.272727272727273)","(21.0, 48.0, 43.5)","(101.0, 550.0, 420.0)"
05-01-2023 14:07:10.358566,"(8.0, 11.0, 10.137931034482758)","(6.5, 8.2, 8.4)","(4.4, 5.0, 4.983064516129033)","(2.3, 2.58, 2.5293069306930693)","(7.0, 8.6, 8.064285714285715)","(41.0, 130.0, 125.0)","(19.0, 34.0, 31.272727272727273)","(21.0, 48.0, 43.5)","(101.0, 550.0, 420.0)"
05-01-2023 14:07:11.654591,"(8.0, 11.0, 10.137931034482758)","(6.5, 8.8, 8.333333333333332)","(4.4, 5.0, 4.982857142857143)","(2.3, 2.58, 2.5606451612903225)","(7.0, 8.6, 7.953846153846154)","(41.0, 130.0, 125.0)","(19.0, 34.0, 31.272727272727273)","(21.0, 48.0, 44.285714285714285)","(101.0, 550.0, 420.0)"
05-01-2023 14:07:12.909524,"(8.0, 11.0, 10.119402985074627)","(6.5, 8.8, 8.333333333333332)","(4.4, 5.0, 4.942857142857143)","(2.3, 2.58, 2.5663636363636364)","(7.0, 8.0, 7.953846153846154)","(41.0, 130.0, 116.66666666666667)","(19.0, 34.0, 31.272727272727273)","(21.0, 50.0, 42.94117647058823)","(101.0, 550.0, 420.0)"
05-01-2023 14:07:14.160578,"(8.0, 11.0, 10.063492063492063)","(6.5, 8.8, 8.333333333333334)","(4.4, 5.0, 4.942857142857143)","(2.3, 2.58, 2.5663636363636364)","(7.0, 8.0, 7.953846153846154)","(41.0, 130.0, 125.0)","(19.0, 34.0, 31.272727272727273)","(21.0, 50.0, 44.4)","(101.0, 550.0, 420.0)"
05-01-2023 14:07:15.440556,"(8.5, 11.0, 10.144927536231885)","(7.0, 8.8, 8.333333333333332)","(4.4, 4.9, 4.871428571428572)","(2.25, 2.58, 2.568888888888889)","(7.0, 8.0, 7.925)","(51.0, 130.0, 128.0952380952381)","(21.0, 34.0, 31.272727272727273)","(26.0, 48.0, 42.63157894736842)","(101.0, 550.0, 580.0)"
05-01-2023 14:07:16.656236,"(8.5, 11.0, 10.144927536231885)","(7.0, 8.8, 8.333333333333332)","(4.4, 4.9, 4.871428571428572)","(2.25, 2.58, 2.568888888888889)","(7.0, 8.0, 7.864516129032258)","(51.0, 130.0, 128.0952380952381)","(21.0, 34.0, 31.272727272727273)","(26.0, 46.0, 42.63157894736842)","(101.0, 650.0, 483.3333333333333)"
05-01-2023 14:07:17.843910,"(8.5, 11.0, 10.144927536231885)","(7.0, 8.8, 8.333333333333332)","(4.4, 4.9, 4.865217391304348)","(2.25, 2.58, 2.568785046728972)","(7.0, 8.0, 7.864516129032258)","(51.0, 130.0, 128.0952380952381)","(21.0, 34.0, 31.272727272727273)","(26.0, 46.0, 42.63157894736842)","(101.0, 540.0, 470.0)"
05-01-2023 14:07:19.031739,"(8.5, 11.0, 10.144927536231885)","(7.0, 8.8, 8.333333333333332)","(4.4, 4.9, 4.870909090909091)","(2.25, 2.58, 2.571240875912409)","(7.0, 8.0, 7.872727272727273)","(51.0, 130.0, 128.0952380952381)","(21.0, 34.0, 31.272727272727273)","(26.0, 46.0, 42.63157894736842)","(101.0, 530.0, 453.33333333333337)"
05-01-2023 14:07:20.216344,"(8.5, 11.0, 10.144927536231885)","(7.0, 8.8, 8.52)","(4.4, 4.9, 4.7696969696969695)","(2.25, 2.58, 2.5707246376811597)","(7.0, 8.0, 7.840677966101695)","(51.0, 130.0, 128.0952380952381)","(21.0, 34.0, 32.125)","(26.0, 46.0, 42.8)","(101.0, 520.0, 470.0)"
05-01-2023 14:07:21.542096,"(8.5, 11.0, 10.169014084507042)","(7.0, 8.8, 8.64864864864865)","(4.4, 4.8, 4.8578947368421055)","(2.25, 2.58, 2.5675324675324678)","(7.0, 8.0, 7.857575757575757)","(51.0, 130.0, 127.77777777777777)","(21.0, 34.0, 32.125)","(26.0, 46.0, 42.8)","(101.0, 510.0, 447.77777777777777)"
05-01-2023 14:07:22.837062,"(8.5, 11.0, 10.169014084507042)","(7.0, 8.8, 8.576190476190476)","(4.4, 4.9, 4.86923076923077)","(2.25, 2.58, 2.5838709677419356)","(7.0, 8.0, 7.92962962962963)","(51.0, 130.0, 125.0)","(21.0, 34.0, 31.0)","(26.0, 46.0, 43.333333333333336)","(101.0, 510.0, 460.0)"
05-01-2023 14:07:24.212348,"(8.5, 11.0, 10.223684210526315)","(7.0, 8.6, 8.576190476190476)","(4.4, 4.9, 4.86923076923077)","(2.25, 2.6, 2.587236842105263)","(7.0, 8.0, 7.92962962962963)","(51.0, 130.0, 125.0)","(21.0, 34.0, 31.0)","(26.0, 46.0, 43.333333333333336)","(101.0, 500.0, 445.0)"
05-01-2023 14:07:25.553297,"(8.5, 11.0, 10.223684210526315)","(7.0, 8.6, 8.576190476190476)","(4.4, 4.9, 4.86923076923077)","(2.25, 2.6, 2.5842105263157897)","(7.0, 8.0, 7.92962962962963)","(51.0, 130.0, 125.0)","(21.0, 34.0, 31.0)","(26.0, 46.0, 43.333333333333336)","(101.0, 510.0, 440.0)"
05-01-2023 14:07:26.916506,"(8.5, 11.0, 10.223684210526315)","(7.0, 8.6, 8.576190476190476)","(4.2, 4.9, 4.86923076923077)","(2.25, 2.6, 2.5842105263157897)","(7.0, 8.0, 7.92962962962963)","(51.0, 130.0, 125.0)","(21.0, 34.0, 28.25)","(26.0, 46.0, 43.333333333333336)","(101.0, 500.0, 466.6666666666667)"
05-01-2023 14:07:28.219912,"(8.5, 11.0, 10.2625)","(7.0, 8.4, 8.36923076923077)","(4.2, 4.9, 4.86923076923077)","(2.25, 2.6, 2.584)","(7.0, 8.0, 8.275)","(51.0, 130.0, 125.0)","(21.0, 32.0, 28.25)","(26.0, 46.0, 40.94736842105263)","(101.0, 510.0, 440.0)"
05-01-2023 14:07:29.558474,"(8.5, 11.0, 10.329545454545455)","(7.0, 8.4, 8.36923076923077)","(4.2, 4.9, 4.86923076923077)","(2.25, 2.6, 2.5781967213114756)","(7.0, 8.4, 8.104)","(51.0, 130.0, 125.0)","(21.0, 32.0, 28.25)","(26.0, 46.0, 40.94736842105263)","(101.0, 500.0, 466.6666666666667)"
05-01-2023 14:07:30.933183,"(8.5, 11.0, 10.337209302325581)","(7.0, 8.4, 8.36923076923077)","(4.2, 4.9, 4.887692307692308)","(2.25, 2.58, 2.5735211267605633)","(7.0, 8.4, 8.016)","(51.0, 130.0, 125.0)","(21.0, 32.0, 28.25)","(26.0, 46.0, 40.94736842105263)","(101.0, 510.0, 460.0)"
05-01-2023 14:07:32.306620,"(8.5, 11.0, 10.296296296296296)","(7.0, 8.4, 8.336842105263157)","(4.2, 4.9, 4.887692307692308)","(2.25, 2.58, 2.573239436619718)","(7.0, 8.2, 8.005333333333333)","(51.0, 130.0, 125.0)","(21.0, 32.0, 28.25)","(26.0, 46.0, 41.2)","(101.0, 500.0, 440.0)"
05-01-2023 14:07:33.678984,"(8.5, 11.0, 10.296296296296296)","(7.0, 8.4, 8.3)","(4.2, 4.9, 4.877142857142857)","(2.25, 2.58, 2.5502439024390244)","(7.0, 8.2, 8.005333333333333)","(51.0, 130.0, 125.0)","(20.0, 32.0, 28.0)","(26.0, 46.0, 42.16)","(101.0, 500.0, 432.0)"
05-01-2023 14:07:34.982112,"(8.5, 11.0, 10.219178082191782)","(7.0, 8.4, 8.3)","(4.2, 4.9, 4.875)","(2.25, 2.56, 2.54)","(7.0, 8.2, 8.035955056179775)","(51.0, 130.0, 124.0)","(20.0, 30.0, 28.0)","(26.0, 46.0, 42.16)","(101.0, 510.0, 432.0)"
05-01-2023 14:07:36.258876,"(8.5, 11.0, 10.344827586206897)","(7.0, 8.4, 8.494117647058824)","(4.4, 4.9, 4.936)","(2.25, 2.56, 2.5471578947368423)","(7.0, 8.2, 8.054)","(51.0, 130.0, 124.0)","(20.0, 30.0, 27.545454545454547)","(26.0, 46.0, 42.44444444444444)","(101.0, 510.0, 432.0)"
05-01-2023 14:07:37.536155,"(8.5, 11.0, 10.344827586206897)","(7.0, 8.6, 8.66)","(4.4, 5.0, 4.942857142857143)","(2.25, 2.56, 2.543578947368421)","(7.0, 8.2, 7.974025974025974)","(51.0, 130.0, 124.0)","(20.0, 29.0, 27.545454545454547)","(26.0, 46.0, 42.94117647058823)","(101.0, 510.0, 432.0)"
05-01-2023 14:07:38.928985,"(8.5, 11.0, 10.344827586206897)","(7.0, 9.0, 8.678571428571429)","(4.4, 5.0, 4.942857142857143)","(2.25, 2.56, 2.543578947368421)","(7.0, 8.0, 7.9393939393939394)","(51.0, 130.0, 125.0)","(20.0, 29.0, 27.545454545454547)","(26.0, 50.0, 45.0)","(101.0, 510.0, 432.0)"
05-01-2023 14:07:40.339092,"(8.5, 11.0, 10.344827586206897)","(7.0, 9.0, 8.678571428571429)","(4.4, 5.0, 4.94)","(2.25, 2.56, 2.525)","(7.0, 8.0, 8.302439024390244)","(51.0, 130.0, 126.66666666666667)","(20.0, 29.0, 28.68)","(26.0, 48.0, 45.333333333333336)","(101.0, 510.0, 432.0)"
05-01-2023 14:07:41.614045,"(8.5, 11.0, 10.344827586206897)","(7.0, 9.0, 8.678571428571429)","(4.4, 5.0, 4.94)","(2.25, 2.54, 2.523030303030303)","(7.0, 8.4, 8.375757575757577)","(51.0, 130.0, 126.66666666666667)","(20.0, 29.0, 29.36)","(26.0, 48.0, 46.285714285714285)","(101.0, 510.0, 432.0)"
05-01-2023 14:07:42.851960,"(8.5, 11.0, 10.344827586206897)","(7.0, 9.0, 8.584615384615384)","(4.4, 5.0, 4.92)","(2.25, 2.54, 2.4893843162670124)","(7.0, 8.4, 8.114285714285714)","(51.0, 130.0, 126.66666666666667)","(20.0, 30.0, 28.933333333333334)","(26.0, 48.0, 43.77777777777778)","(101.0, 510.0, 440.0)"
05-01-2023 14:07:44.086679,"(8.5, 11.0, 10.344827586206897)","(7.0, 8.8, 8.584615384615384)","(4.4, 5.0, 4.92)","(2.25, 2.5, 2.4894873547505125)","(7.0, 8.4, 8.045714285714286)","(51.0, 130.0, 135.0)","(20.0, 30.0, 29.076923076923077)","(26.0, 50.0, 45.0)","(101.0, 500.0, 466.6666666666667)"
05-01-2023 14:07:45.285707,"(8.5, 11.0, 10.344827586206897)","(7.0, 8.8, 8.584615384615384)","(4.4, 5.0, 4.944186046511628)","(2.25, 2.5, 2.4894873547505125)","(7.0, 8.4, 8.045714285714286)","(51.0, 150.0, 135.0)","(20.0, 30.0, 29.076923076923077)","(26.0, 50.0, 45.0)","(101.0, 510.0, 440.0)"
05-01-2023 14:07:46.494097,"(8.5, 11.0, 10.181818181818182)","(7.0, 8.8, 8.571428571428571)","(4.4, 5.0, 4.946153846153846)","(2.25, 2.5, 2.4816963064295487)","(7.0, 8.4, 8.045714285714286)","(51.0, 150.0, 142.5)","(20.0, 30.0, 29.076923076923077)","(26.0, 50.0, 45.333333333333336)","(101.0, 500.0, 440.0)"
05-01-2023 14:07:47.843841,"(8.5, 11.0, 10.1)","(7.0, 8.8, 8.600000000000001)","(4.4, 5.0, 4.95)","(2.25, 2.5, 2.4649019607843137)","(7.0, 8.4, 8.045714285714286)","(51.0, 150.0, 142.5)","(20.0, 30.0, 29.076923076923077)","(26.0, 50.0, 45.333333333333336)","(101.0, 500.0, 445.0)"
05-01-2023 14:07:48.969125,"(8.5, 11.0, 10.1)","(7.0, 8.8, 8.600000000000001)","(4.4, 5.0, 4.98)","(2.2, 2.48, 2.4626254826254828)","(7.0, 8.4, 8.035555555555556)","(61.0, 150.0, 143.07692307692307)","(21.0, 30.0, 29.333333333333332)","(26.0, 50.0, 44.4)","(101.0, 510.0, 445.0)"
05-01-2023 14:07:50.091794,"(8.5, 11.0, 10.25)","(7.0, 8.8, 8.727272727272728)","(4.4, 5.0, 4.98)","(2.2, 2.48, 2.4626254826254828)","(7.0, 8.2, 8.035555555555556)","(61.0, 150.0, 143.07692307692307)","(21.0, 30.0, 29.333333333333332)","(26.0, 50.0, 46.0)","(101.0, 510.0, 445.0)"
05-01-2023 14:07:51.305380,"(8.5, 11.0, 10.53448275862069)","(7.0, 8.8, 8.74074074074074)","(4.4, 5.0, 5.026984126984127)","(2.2, 2.46, 2.445806451612903)","(7.0, 8.2, 8.070175438596491)","(61.0, 150.0, 135.0)","(21.0, 30.0, 29.5)","(26.0, 50.0, 45.8)","(101.0, 510.0, 445.0)"
05-01-2023 14:07:52.661989,"(8.5, 11.0, 10.2987012987013)","(7.0, 8.8, 8.556862745098039)","(4.4, 5.1, 4.968571428571429)","(2.2, 2.46, 2.4487755102040816)","(7.0, 8.2, 8.094285714285714)","(61.0, 150.0, 138.0)","(21.0, 30.0, 29.5)","(26.0, 50.0, 46.666666666666664)","(101.0, 510.0, 453.3333333333333)"
05-01-2023 14:07:54.128108,"(8.5, 11.0, 10.543478260869565)","(7.0, 8.6, 8.636363636363637)","(4.4, 5.0, 4.9437500000000005)","(2.2, 2.46, 2.4220588235294116)","(7.0, 8.2, 8.088888888888889)","(61.0, 150.0, 147.14285714285714)","(21.0, 30.0, 29.75)","(26.0, 50.0, 58.36842105263158)","(101.0, 490.0, 453.3333333333333)"
05-01-2023 14:07:55.449613,"(8.5, 11.0, 10.547619047619047)","(7.0, 8.8, 8.76)","(4.4, 5.0, 4.926415094339623)","(2.2, 2.46, 2.40953488372093)","(7.0, 8.2, 8.038709677419355)","(61.0, 150.0, 143.84615384615384)","(21.0, 30.0, 32.125)","(26.0, 65.0, 50.666666666666664)","(101.0, 490.0, 423.3333333333333)"
05-01-2023 14:07:56.802022,"(8.5, 11.0, 10.547619047619047)","(7.0, 8.8, 8.782608695652174)","(4.4, 5.1, 4.92962962962963)","(2.2, 2.42, 2.40953488372093)","(7.0, 8.2, 8.038709677419355)","(61.0, 160.0, 143.33333333333334)","(21.0, 34.0, 32.125)","(26.0, 60.0, 57.9)","(101.0, 510.0, 445.0)"
05-01-2023 14:07:58.160724,"(8.5, 11.0, 10.660714285714286)","(7.0, 8.8, 8.777777777777779)","(4.4, 5.1, 4.925396825396826)","(2.2, 2.42, 2.40953488372093)","(7.0, 8.2, 8.07012987012987)","(61.0, 150.0, 143.33333333333334)","(21.0, 34.0, 31.272727272727273)","(26.0, 60.0, 58.173913043478265)","(101.0, 510.0, 423.3333333333333)"
05-01-2023 14:07:59.496584,"(8.5, 11.0, 10.666666666666666)","(7.0, 8.8, 8.728)","(4.4, 5.1, 4.923529411764706)","(2.2, 2.42, 2.4023529411764706)","(7.0, 8.2, 8.287179487179486)","(61.0, 150.0, 139.0)","(21.0, 34.0, 30.875)","(26.0, 60.0, 56.72727272727273)","(101.0, 510.0, 423.3333333333333)"
05-01-2023 14:08:00.813653,"(8.5, 11.0, 10.666666666666666)","(7.0, 8.8, 8.728)","(4.4, 5.1, 4.923529411764706)","(2.2, 2.42, 2.4031858407079647)","(7.0, 8.4, 8.289473684210526)","(61.0, 160.0, 139.0)","(21.0, 32.0, 31.23076923076923)","(26.0, 60.0, 53.666666666666664)","(101.0, 510.0, 445.0)"
05-01-2023 14:08:02.078673,"(8.5, 11.0, 10.666666666666666)","(7.0, 8.6, 8.40952380952381)","(4.4, 5.1, 4.928947368421053)","(2.25, 2.46, 2.4234188034188033)","(7.0, 8.4, 8.289473684210526)","(61.0, 160.0, 140.0)","(21.0, 34.0, 31.142857142857142)","(26.0, 65.0, 53.666666666666664)","(101.0, 510.0, 440.0)"
05-01-2023 14:08:03.258691,"(8.5, 11.0, 10.666666666666666)","(7.0, 8.6, 8.55)","(4.4, 5.0, 4.928947368421053)","(2.25, 2.46, 2.428695652173913)","(7.0, 8.4, 8.013793103448275)","(61.0, 150.0, 140.0)","(21.0, 32.0, 31.142857142857142)","(26.0, 65.0, 53.666666666666664)","(101.0, 500.0, 440.0)"
05-01-2023 14:08:04.413621,"(8.5, 11.0, 10.666666666666666)","(7.0, 8.6, 8.557894736842105)","(4.4, 5.0, 4.920588235294118)","(2.2, 2.5, 2.462105263157895)","(6.5, 8.2, 8.011764705882353)","(61.0, 150.0, 140.0)","(21.0, 32.0, 30.095238095238095)","(26.0, 65.0, 55.82608695652174)","(101.0, 500.0, 440.0)"
05-01-2023 14:08:05.691661,"(8.5, 11.0, 10.698412698412698)","(7.0, 9.0, 8.557894736842105)","(4.4, 5.0, 4.9625)","(2.2, 2.5, 2.462105263157895)","(6.5, 8.2, 7.666666666666666)","(61.0, 150.0, 140.0)","(21.0, 32.0, 30.095238095238095)","(26.0, 60.0, 53.333333333333336)","(101.0, 500.0, 440.0)"
05-01-2023 14:08:06.961221,"(8.5, 11.5, 11.109756097560975)","(7.0, 8.4, 8.26842105263158)","(4.4, 5.0, 4.9625)","(2.2, 2.5, 2.462105263157895)","(6.5, 8.2, 7.707692307692307)","(61.0, 150.0, 139.0)","(21.0, 32.0, 29.454545454545453)","(26.0, 60.0, 55.0)","(101.0, 500.0, 440.0)"
05-01-2023 14:08:08.192204,"(8.5, 11.5, 11.109756097560975)","(7.0, 8.2, 8.06)","(4.4, 5.0, 4.960294117647059)","(2.2, 2.5, 2.462105263157895)","(6.5, 8.2, 7.668292682926829)","(61.0, 160.0, 140.0)","(21.0, 32.0, 29.454545454545453)","(31.0, 60.0, 57.0)","(101.0, 500.0, 440.0)"
05-01-2023 14:08:09.723338,"(8.5, 11.5, 10.657894736842104)","(7.0, 8.8, 8.309090909090909)","(4.4, 5.0, 4.960294117647059)","(2.2, 2.5, 2.4714285714285715)","(6.5, 8.0, 7.668292682926829)","(61.0, 150.0, 141.42857142857142)","(21.0, 32.0, 29.454545454545453)","(31.0, 60.0, 55.714285714285715)","(101.0, 500.0, 440.0)"
05-01-2023 14:08:11.139142,"(8.5, 11.5, 11.433333333333334)","(7.0, 8.8, 8.309090909090909)","(4.4, 5.0, 5.016129032258064)","(2.2, 2.5, 2.4954545454545456)","(6.5, 8.0, 7.668292682926829)","(61.0, 150.0, 140.0)","(21.0, 32.0, 29.454545454545453)","(31.0, 60.0, 55.333333333333336)","(101.0, 500.0, 440.0)"
05-01-2023 14:08:12.483017,"(8.5, 11.5, 11.433333333333334)","(7.0, 8.8, 8.221428571428572)","(4.4, 5.1, 4.9972972972972975)","(2.2, 2.5, 2.497841726618705)","(6.5, 8.0, 7.668292682926829)","(61.0, 150.0, 140.0)","(21.0, 32.0, 29.454545454545453)","(31.0, 60.0, 55.333333333333336)","(101.0, 500.0, 440.0)"
05-01-2023 14:08:13.733825,"(8.5, 11.5, 11.433333333333334)","(7.0, 8.8, 8.27741935483871)","(4.4, 5.1, 4.9972972972972975)","(2.25, 2.5, 2.497841726618705)","(6.5, 8.0, 7.463157894736843)","(61.0, 150.0, 140.0)","(21.0, 32.0, 29.454545454545453)","(31.0, 60.0, 55.625)","(101.0, 500.0, 440.0)"
05-01-2023 14:08:14.955008,"(8.5, 11.5, 11.433333333333334)","(7.0, 8.8, 8.337142857142856)","(4.4, 5.1, 4.9972972972972975)","(2.25, 2.5, 2.49)","(6.5, 8.0, 7.336842105263158)","(61.0, 150.0, 140.0)","(21.0, 32.0, 29.454545454545453)","(31.0, 60.0, 55.625)","(101.0, 500.0, 440.0)"
05-01-2023 14:08:16.451754,"(8.5, 11.5, 11.433333333333334)","(7.0, 8.8, 8.337142857142856)","(4.4, 5.1, 5.016129032258064)","(2.25, 2.5, 2.483076923076923)","(6.5, 7.6, 7.242857142857143)","(61.0, 150.0, 138.1818181818182)","(21.0, 32.0, 29.454545454545453)","(31.0, 60.0, 55.625)","(101.0, 500.0, 440.0)"
05-01-2023 14:08:17.774543,"(8.5, 11.5, 11.433333333333334)","(7.0, 8.8, 8.337142857142856)","(4.4, 5.1, 4.9375)","(2.25, 2.5, 2.483076923076923)","(6.5, 7.6, 7.242105263157895)","(61.0, 160.0, 152.5)","(21.0, 32.0, 29.454545454545453)","(31.0, 60.0, 55.294117647058826)","(101.0, 500.0, 440.0)"
05-01-2023 14:08:18.959935,"(8.5, 11.5, 11.45)","(7.0, 8.8, 8.337142857142856)","(4.4, 5.1, 4.9375)","(2.25, 2.5, 2.471392405063291)","(6.5, 7.6, 7.076923076923077)","(61.0, 160.0, 152.5)","(21.0, 32.0, 30.2)","(31.0, 60.0, 55.78947368421053)","(101.0, 500.0, 453.3333333333333)"
