,Need A Change,Lotties Luck,Ideal Double,Smokin Chedda,Prides Bellissima,Baileys Art,Matai Charlotte,Mucho Fuerte,Northview Rock,Dancershavtime,The Ladybird,The Matriarch
14-12-2022 11:58:05.335916,"(5.5, 11.5, 11.25)","(6.0, 8.2, 7.85)","(1.75, 1.96, 1.948)","(31.0, 95.0, 55.66666666666667)","(31.0, 55.0, 40.625)","(21.0, 28.0, 27.0)","(31.0, 140.0, 51.66666666666667)","(51.0, 180.0, 97.85714285714286)","(26.0, 75.0, 43.666666666666664)","(26.0, 90.0, 59.5)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 28.333333333333336)"
14-12-2022 11:58:06.738947,"(5.5, 11.5, 11.25)","(6.0, 8.0, 7.75)","(1.75, 1.96, 1.93)","(31.0, 95.0, 55.66666666666667)","(31.0, 55.0, 40.625)","(21.0, 28.0, 27.0)","(31.0, 140.0, 51.66666666666667)","(51.0, 180.0, 84.16666666666667)","(26.0, 75.0, 43.666666666666664)","(26.0, 90.0, 59.5)","(14.0, 19.0, 18.5625)","(16.0, 34.0, 28.333333333333336)"
14-12-2022 11:58:08.113922,"(5.5, 11.5, 11.25)","(6.0, 8.0, 7.894736842105263)","(1.75, 1.96, 1.93)","(31.0, 95.0, 55.66666666666667)","(31.0, 55.0, 44.5)","(21.0, 28.0, 27.0)","(31.0, 140.0, 51.66666666666667)","(51.0, 180.0, 84.16666666666667)","(26.0, 75.0, 43.666666666666664)","(26.0, 90.0, 44.25)","(14.0, 19.0, 18.3)","(16.0, 34.0, 28.333333333333336)"
14-12-2022 11:58:09.473487,"(5.5, 11.5, 11.25)","(6.0, 8.0, 7.652631578947368)","(1.75, 1.96, 1.93)","(31.0, 95.0, 43.375)","(31.0, 55.0, 44.5)","(21.0, 28.0, 26.5)","(31.0, 140.0, 51.66666666666667)","(51.0, 180.0, 84.16666666666667)","(26.0, 75.0, 43.666666666666664)","(26.0, 90.0, 57.0)","(14.0, 19.0, 18.3)","(16.0, 34.0, 28.5)"
14-12-2022 11:58:10.841639,"(5.5, 11.5, 11.25)","(6.0, 7.8, 7.5)","(1.75, 1.96, 1.93)","(31.0, 95.0, 42.0)","(31.0, 55.0, 44.5)","(21.0, 29.0, 27.5)","(31.0, 140.0, 51.66666666666667)","(51.0, 180.0, 84.16666666666667)","(26.0, 75.0, 43.666666666666664)","(26.0, 85.0, 46.66666666666667)","(14.0, 19.0, 18.3)","(16.0, 34.0, 26.0)"
14-12-2022 11:58:12.225145,"(5.5, 11.5, 11.25)","(6.0, 7.8, 7.657142857142857)","(1.75, 1.96, 1.93)","(31.0, 90.0, 42.0)","(31.0, 55.0, 45.8)","(21.0, 29.0, 27.5)","(31.0, 140.0, 103.6)","(51.0, 180.0, 84.16666666666667)","(26.0, 75.0, 43.666666666666664)","(26.0, 80.0, 41.6)","(14.0, 19.0, 18.3)","(16.0, 34.0, 26.0)"
14-12-2022 11:58:13.608151,"(5.5, 11.5, 11.25)","(6.0, 7.8, 7.485714285714286)","(1.75, 1.96, 1.93)","(31.0, 90.0, 42.0)","(31.0, 55.0, 45.8)","(21.0, 29.0, 27.5)","(31.0, 150.0, 92.0)","(51.0, 180.0, 84.16666666666667)","(26.0, 75.0, 43.666666666666664)","(26.0, 80.0, 37.333333333333336)","(14.0, 19.0, 18.3)","(16.0, 34.0, 22.666666666666668)"
14-12-2022 11:58:15.009128,"(5.5, 11.5, 11.25)","(6.0, 7.6, 7.3999999999999995)","(1.75, 1.96, 1.93)","(31.0, 90.0, 52.33333333333333)","(31.0, 55.0, 44.5)","(21.0, 29.0, 27.5)","(31.0, 150.0, 74.0)","(51.0, 180.0, 84.16666666666667)","(26.0, 75.0, 51.5)","(26.0, 80.0, 37.333333333333336)","(14.0, 19.0, 18.3)","(16.0, 34.0, 27.4)"
14-12-2022 11:58:16.379038,"(5.5, 11.5, 11.25)","(6.0, 7.6, 7.3999999999999995)","(1.75, 1.96, 1.93)","(31.0, 85.0, 52.33333333333333)","(31.0, 55.0, 44.5)","(21.0, 29.0, 27.5)","(31.0, 150.0, 74.0)","(51.0, 180.0, 84.16666666666667)","(26.0, 75.0, 51.5)","(26.0, 80.0, 37.333333333333336)","(14.0, 19.0, 18.3)","(16.0, 34.0, 27.4)"
14-12-2022 11:58:17.811531,"(5.5, 11.5, 11.25)","(6.0, 7.6, 7.133333333333334)","(1.75, 1.96, 1.9221052631578948)","(31.0, 85.0, 52.333333333333336)","(31.0, 55.0, 46.6)","(21.0, 29.0, 27.5)","(31.0, 150.0, 104.4)","(51.0, 180.0, 115.0)","(26.0, 75.0, 61.57142857142857)","(26.0, 80.0, 39.75)","(14.0, 19.0, 18.0)","(16.0, 34.0, 29.285714285714285)"
14-12-2022 11:58:19.226440,"(6.0, 11.5, 11.25)","(6.0, 9.2, 8.979999999999999)","(1.75, 1.94, 1.9221052631578948)","(31.0, 80.0, 58.0)","(31.0, 55.0, 49.0)","(21.0, 30.0, 26.25)","(31.0, 150.0, 93.0)","(51.0, 170.0, 115.0)","(26.0, 75.0, 61.57142857142857)","(26.0, 80.0, 39.75)","(14.0, 19.0, 18.0)","(16.0, 34.0, 30.6)"
14-12-2022 11:58:20.615747,"(6.0, 11.5, 10.6875)","(6.0, 9.2, 8.811764705882352)","(1.75, 1.95, 1.9296992481203006)","(31.0, 80.0, 47.0)","(31.0, 55.0, 37.5)","(21.0, 30.0, 27.0)","(31.0, 150.0, 93.0)","(51.0, 170.0, 115.0)","(26.0, 75.0, 51.5)","(26.0, 80.0, 40.833333333333336)","(14.0, 19.0, 18.625)","(16.0, 34.0, 30.333333333333332)"
14-12-2022 11:58:22.024510,"(6.0, 11.5, 10.6875)","(6.0, 9.2, 8.811764705882352)","(1.75, 1.95, 1.932463768115942)","(31.0, 80.0, 47.0)","(31.0, 55.0, 37.5)","(21.0, 29.0, 27.0)","(31.0, 150.0, 93.0)","(51.0, 170.0, 115.0)","(26.0, 75.0, 51.5)","(26.0, 75.0, 54.5)","(14.0, 19.0, 16.142857142857142)","(16.0, 34.0, 30.333333333333332)"
14-12-2022 11:58:23.391981,"(6.0, 11.5, 10.772727272727273)","(6.0, 9.2, 8.811764705882352)","(1.75, 1.94, 1.8793333333333335)","(31.0, 80.0, 47.14285714285714)","(31.0, 55.0, 37.5)","(21.0, 29.0, 26.25)","(31.0, 150.0, 74.0)","(51.0, 170.0, 115.0)","(26.0, 75.0, 66.45454545454545)","(26.0, 75.0, 54.5)","(14.0, 19.0, 18.416666666666668)","(16.0, 34.0, 30.333333333333332)"
14-12-2022 11:58:24.741851,"(6.0, 12.0, 11.25)","(6.0, 9.2, 8.885714285714284)","(1.75, 1.94, 1.8793333333333335)","(31.0, 75.0, 43.8)","(31.0, 55.0, 37.5)","(21.0, 30.0, 27.0)","(31.0, 150.0, 93.0)","(51.0, 170.0, 115.0)","(26.0, 75.0, 44.333333333333336)","(26.0, 75.0, 59.714285714285715)","(14.0, 19.0, 18.708333333333332)","(16.0, 34.0, 23.333333333333332)"
14-12-2022 11:58:26.160301,"(6.0, 12.0, 11.333333333333334)","(6.0, 9.2, 8.799999999999999)","(1.75, 1.94, 1.8793333333333335)","(31.0, 75.0, 43.8)","(31.0, 55.0, 37.5)","(21.0, 29.0, 28.142857142857142)","(31.0, 150.0, 93.0)","(51.0, 170.0, 115.0)","(26.0, 75.0, 44.333333333333336)","(26.0, 70.0, 59.714285714285715)","(14.0, 19.0, 18.708333333333332)","(16.0, 34.0, 23.333333333333332)"
14-12-2022 11:58:27.510019,"(6.0, 12.0, 11.8)","(6.0, 9.2, 8.836363636363636)","(1.75, 1.94, 1.906849315068493)","(31.0, 75.0, 43.8)","(31.0, 55.0, 37.5)","(21.0, 29.0, 27.0)","(31.0, 150.0, 93.0)","(51.0, 170.0, 115.0)","(26.0, 75.0, 44.333333333333336)","(26.0, 70.0, 52.0)","(14.0, 19.0, 18.5)","(16.0, 34.0, 23.333333333333332)"
14-12-2022 11:58:28.953854,"(6.5, 12.0, 11.8)","(6.0, 9.2, 8.836363636363636)","(1.75, 1.92, 1.906849315068493)","(31.0, 75.0, 43.8)","(31.0, 55.0, 37.5)","(21.0, 30.0, 27.0)","(31.0, 150.0, 93.0)","(51.0, 170.0, 115.0)","(26.0, 75.0, 44.333333333333336)","(26.0, 70.0, 52.0)","(14.0, 19.0, 18.5)","(16.0, 34.0, 23.333333333333332)"
14-12-2022 11:58:30.393917,"(6.5, 12.0, 11.8)","(6.0, 9.2, 8.872727272727273)","(1.75, 1.92, 1.911111111111111)","(31.0, 75.0, 43.8)","(31.0, 55.0, 37.5)","(21.0, 29.0, 27.0)","(31.0, 150.0, 93.0)","(51.0, 170.0, 88.57142857142857)","(26.0, 75.0, 44.333333333333336)","(26.0, 70.0, 52.0)","(14.0, 19.0, 18.5)","(16.0, 34.0, 23.333333333333332)"
14-12-2022 11:58:31.797230,"(6.5, 12.0, 11.8)","(6.0, 9.2, 8.559999999999999)","(1.75, 1.95, 1.9024999999999999)","(31.0, 75.0, 45.18181818181818)","(31.0, 55.0, 39.07692307692308)","(21.0, 29.0, 26.25)","(31.0, 150.0, 77.0)","(51.0, 160.0, 76.66666666666667)","(26.0, 75.0, 60.66666666666667)","(26.0, 70.0, 52.0)","(14.0, 19.0, 17.40909090909091)","(16.0, 34.0, 22.666666666666668)"
14-12-2022 11:58:33.183853,"(6.5, 12.0, 11.8)","(6.0, 9.2, 8.639999999999999)","(1.75, 1.94, 1.924)","(31.0, 75.0, 40.6)","(31.0, 55.0, 36.18181818181818)","(21.0, 30.0, 26.25)","(31.0, 120.0, 84.80000000000001)","(51.0, 160.0, 96.66666666666666)","(26.0, 70.0, 60.66666666666667)","(26.0, 70.0, 52.0)","(14.0, 19.0, 18.5)","(16.0, 32.0, 20.8)"
14-12-2022 11:58:34.563650,"(6.5, 12.0, 11.8)","(6.0, 9.2, 8.639999999999999)","(1.75, 1.94, 1.9172151898734175)","(31.0, 75.0, 40.6)","(31.0, 55.0, 35.6)","(21.0, 30.0, 28.142857142857142)","(31.0, 120.0, 83.6)","(51.0, 170.0, 96.66666666666666)","(26.0, 70.0, 41.333333333333336)","(26.0, 70.0, 55.0)","(14.0, 19.0, 18.5)","(16.0, 32.0, 20.8)"
14-12-2022 11:58:35.940113,"(6.5, 12.0, 11.8)","(6.0, 9.2, 8.992592592592592)","(1.75, 1.94, 1.9231460674157304)","(31.0, 75.0, 40.6)","(31.0, 50.0, 35.45454545454545)","(21.0, 29.0, 28.142857142857142)","(31.0, 120.0, 99.0)","(51.0, 170.0, 115.625)","(26.0, 70.0, 60.66666666666667)","(26.0, 70.0, 55.0)","(14.0, 19.0, 18.5)","(16.0, 32.0, 20.8)"
14-12-2022 11:58:37.360272,"(6.5, 12.0, 11.8)","(6.0, 9.2, 8.992592592592592)","(1.75, 1.94, 1.9231460674157304)","(31.0, 75.0, 40.6)","(31.0, 50.0, 44.66666666666667)","(21.0, 29.0, 27.0)","(31.0, 120.0, 99.0)","(51.0, 200.0, 149.375)","(26.0, 70.0, 60.66666666666667)","(26.0, 70.0, 55.0)","(14.0, 19.0, 18.5)","(16.0, 32.0, 20.8)"
14-12-2022 11:58:38.725175,"(6.5, 12.0, 11.8)","(6.0, 9.2, 8.975999999999999)","(1.75, 1.94, 1.9231460674157304)","(31.0, 75.0, 40.6)","(31.0, 48.0, 44.66666666666667)","(21.0, 29.0, 26.25)","(31.0, 120.0, 99.0)","(51.0, 290.0, 149.375)","(26.0, 70.0, 60.66666666666667)","(26.0, 70.0, 52.083333333333336)","(14.0, 19.0, 18.5)","(16.0, 32.0, 20.8)"
14-12-2022 11:58:40.127097,"(6.5, 12.0, 11.8)","(6.0, 9.2, 8.975999999999999)","(1.75, 1.94, 1.9217204301075268)","(31.0, 75.0, 40.6)","(31.0, 48.0, 44.66666666666667)","(21.0, 30.0, 26.25)","(31.0, 120.0, 99.0)","(51.0, 290.0, 149.375)","(26.0, 70.0, 60.66666666666667)","(26.0, 65.0, 52.083333333333336)","(14.0, 19.0, 18.5)","(16.0, 32.0, 20.8)"
14-12-2022 11:58:41.515629,"(6.5, 12.0, 11.857142857142858)","(6.0, 9.2, 8.975999999999999)","(1.75, 1.94, 1.9217204301075268)","(31.0, 75.0, 51.0)","(31.0, 48.0, 44.66666666666667)","(21.0, 30.0, 27.0)","(31.0, 120.0, 92.72727272727273)","(51.0, 290.0, 149.375)","(26.0, 70.0, 60.66666666666667)","(26.0, 65.0, 52.083333333333336)","(14.0, 19.0, 18.708333333333332)","(16.0, 32.0, 20.8)"
14-12-2022 11:58:42.838911,"(7.0, 12.0, 11.857142857142858)","(6.0, 9.2, 8.975999999999999)","(1.75, 1.94, 1.8833333333333333)","(31.0, 70.0, 42.85714285714286)","(31.0, 48.0, 44.66666666666667)","(21.0, 29.0, 27.0)","(31.0, 140.0, 92.72727272727273)","(51.0, 290.0, 149.375)","(26.0, 70.0, 60.66666666666667)","(26.0, 65.0, 48.46666666666667)","(14.0, 19.0, 18.708333333333332)","(16.0, 32.0, 20.8)"
14-12-2022 11:58:44.283827,"(7.0, 12.0, 11.857142857142858)","(6.0, 9.2, 8.975999999999999)","(1.75, 1.94, 1.873888888888889)","(31.0, 70.0, 42.85714285714286)","(31.0, 48.0, 52.61538461538461)","(21.0, 29.0, 27.0)","(31.0, 140.0, 92.72727272727273)","(51.0, 290.0, 149.375)","(26.0, 70.0, 60.66666666666667)","(26.0, 65.0, 48.46666666666667)","(14.0, 19.0, 18.708333333333332)","(16.0, 32.0, 20.8)"
14-12-2022 11:58:45.680739,"(7.0, 12.0, 11.9375)","(6.0, 9.2, 8.514285714285714)","(1.75, 1.94, 1.8820000000000001)","(31.0, 70.0, 48.5)","(31.0, 60.0, 50.5)","(21.0, 29.0, 26.25)","(31.0, 140.0, 92.72727272727273)","(51.0, 290.0, 194.0)","(26.0, 70.0, 60.66666666666667)","(26.0, 65.0, 48.42857142857143)","(14.0, 19.0, 18.625)","(16.0, 32.0, 20.8)"
14-12-2022 11:58:47.078637,"(7.0, 12.0, 11.9375)","(6.0, 9.2, 8.666666666666666)","(1.75, 1.93, 1.9296923076923076)","(31.0, 65.0, 48.5)","(31.0, 55.0, 50.5)","(21.0, 30.0, 26.5)","(31.0, 140.0, 92.72727272727273)","(51.0, 280.0, 194.0)","(26.0, 70.0, 60.66666666666667)","(26.0, 65.0, 48.42857142857143)","(14.0, 19.0, 17.555555555555557)","(16.0, 32.0, 22.666666666666668)"
14-12-2022 11:58:48.394732,"(7.0, 12.0, 11.9375)","(6.0, 9.2, 8.666666666666666)","(1.75, 1.93, 1.9296943231441048)","(31.0, 65.0, 49.0)","(31.0, 55.0, 41.5)","(21.0, 29.0, 26.5)","(31.0, 140.0, 92.72727272727273)","(51.0, 280.0, 133.33333333333331)","(26.0, 70.0, 41.333333333333336)","(26.0, 65.0, 48.42857142857143)","(14.0, 19.5, 17.555555555555557)","(16.0, 32.0, 22.666666666666668)"
14-12-2022 11:58:49.712026,"(7.0, 12.0, 11.9375)","(6.0, 9.2, 8.666666666666666)","(1.75, 1.93, 1.868421052631579)","(31.0, 65.0, 45.5)","(31.0, 55.0, 41.5)","(21.0, 29.0, 26.5)","(31.0, 140.0, 92.72727272727273)","(51.0, 280.0, 130.0)","(26.0, 70.0, 41.333333333333336)","(26.0, 65.0, 48.42857142857143)","(14.0, 19.5, 17.7)","(16.0, 32.0, 22.666666666666668)"
14-12-2022 11:58:51.187488,"(7.0, 12.0, 11.9375)","(6.0, 9.2, 8.533333333333333)","(1.75, 1.94, 1.8773684210526316)","(31.0, 65.0, 45.5)","(31.0, 55.0, 41.5)","(21.0, 29.0, 26.5)","(31.0, 140.0, 92.72727272727273)","(51.0, 270.0, 130.0)","(26.0, 70.0, 41.333333333333336)","(26.0, 65.0, 48.42857142857143)","(14.0, 19.5, 17.7)","(16.0, 32.0, 22.666666666666668)"
14-12-2022 11:58:52.504622,"(7.0, 12.0, 11.9375)","(6.0, 9.2, 8.533333333333333)","(1.75, 1.94, 1.876829268292683)","(31.0, 65.0, 57.6)","(31.0, 55.0, 50.5)","(21.0, 29.0, 26.5)","(31.0, 140.0, 92.72727272727273)","(51.0, 270.0, 188.0)","(26.0, 70.0, 60.66666666666667)","(26.0, 65.0, 48.42857142857143)","(14.0, 19.5, 18.375)","(16.0, 32.0, 22.666666666666668)"
14-12-2022 11:58:53.837271,"(7.0, 12.0, 11.9375)","(6.0, 9.2, 8.533333333333333)","(1.75, 1.94, 1.876829268292683)","(31.0, 65.0, 57.6)","(31.0, 55.0, 50.5)","(21.0, 29.0, 26.5)","(31.0, 140.0, 92.72727272727273)","(51.0, 260.0, 138.125)","(26.0, 70.0, 60.66666666666667)","(26.0, 65.0, 48.42857142857143)","(14.0, 19.5, 18.375)","(16.0, 32.0, 22.666666666666668)"
14-12-2022 11:58:55.304936,"(7.0, 12.0, 11.9375)","(6.0, 9.2, 8.533333333333333)","(1.75, 1.94, 1.876829268292683)","(31.0, 60.0, 47.69230769230769)","(31.0, 55.0, 50.5)","(21.0, 29.0, 26.5)","(31.0, 140.0, 92.72727272727273)","(51.0, 260.0, 138.125)","(26.0, 70.0, 60.66666666666667)","(26.0, 65.0, 48.42857142857143)","(14.0, 19.5, 18.0)","(16.0, 32.0, 22.666666666666668)"
14-12-2022 11:58:56.799558,"(7.0, 12.0, 11.9375)","(6.0, 9.2, 8.533333333333333)","(1.75, 1.94, 1.876829268292683)","(31.0, 60.0, 49.6)","(31.0, 55.0, 50.5)","(21.0, 29.0, 26.5)","(31.0, 140.0, 92.72727272727273)","(51.0, 260.0, 138.125)","(26.0, 70.0, 60.66666666666667)","(26.0, 65.0, 50.5)","(14.0, 19.5, 18.0)","(16.0, 32.0, 22.666666666666668)"
14-12-2022 11:58:58.143577,"(7.0, 12.0, 11.9375)","(6.0, 9.2, 8.533333333333333)","(1.75, 1.94, 1.876829268292683)","(31.0, 55.0, 49.6)","(31.0, 55.0, 43.88235294117647)","(21.0, 29.0, 26.5)","(31.0, 140.0, 92.72727272727273)","(51.0, 260.0, 138.125)","(26.0, 70.0, 60.66666666666667)","(26.0, 65.0, 50.5)","(14.0, 19.5, 18.0)","(16.0, 32.0, 22.666666666666668)"
14-12-2022 11:58:59.517707,"(7.0, 12.0, 11.9375)","(6.0, 9.2, 8.533333333333333)","(1.75, 1.94, 1.9)","(31.0, 55.0, 49.0)","(31.0, 55.0, 40.78947368421053)","(21.0, 29.0, 26.5)","(31.0, 140.0, 92.72727272727273)","(51.0, 260.0, 138.125)","(26.0, 70.0, 60.66666666666667)","(26.0, 65.0, 50.5)","(14.0, 19.5, 18.0)","(16.0, 32.0, 21.642857142857142)"
14-12-2022 11:59:00.889986,"(7.0, 12.0, 11.9375)","(6.0, 9.2, 8.533333333333333)","(1.75, 1.93, 1.9033333333333333)","(31.0, 55.0, 49.0)","(31.0, 55.0, 45.35714285714286)","(21.0, 29.0, 26.5)","(31.0, 140.0, 88.61538461538461)","(51.0, 260.0, 138.125)","(26.0, 70.0, 60.66666666666667)","(26.0, 65.0, 50.5)","(14.0, 19.5, 18.0)","(16.0, 32.0, 24.75)"
14-12-2022 11:59:02.257297,"(7.0, 12.0, 11.9375)","(6.0, 9.2, 8.533333333333333)","(1.75, 1.93, 1.9289416846652268)","(31.0, 55.0, 49.0)","(31.0, 55.0, 45.35714285714286)","(21.0, 29.0, 26.5)","(31.0, 150.0, 84.85714285714286)","(51.0, 260.0, 138.125)","(26.0, 70.0, 56.77777777777777)","(26.0, 65.0, 43.4)","(14.0, 19.5, 17.4)","(16.0, 32.0, 24.75)"
14-12-2022 11:59:03.542242,"(7.0, 12.5, 12.318181818181818)","(6.0, 9.2, 8.533333333333333)","(1.75, 1.92, 1.9157851239669421)","(31.0, 55.0, 47.25)","(31.0, 55.0, 47.25)","(21.0, 29.0, 26.5)","(31.0, 150.0, 125.14285714285714)","(51.0, 260.0, 203.75)","(26.0, 65.0, 53.900000000000006)","(26.0, 65.0, 49.0)","(14.0, 19.5, 18.333333333333332)","(16.0, 32.0, 21.166666666666668)"
14-12-2022 11:59:04.933051,"(7.0, 12.5, 12.318181818181818)","(6.0, 9.2, 8.533333333333333)","(1.75, 1.92, 1.9157851239669421)","(31.0, 50.0, 47.25)","(31.0, 50.0, 47.25)","(21.0, 29.0, 26.5)","(31.0, 140.0, 125.14285714285714)","(51.0, 250.0, 203.75)","(26.0, 65.0, 53.900000000000006)","(26.0, 60.0, 49.0)","(14.0, 19.5, 18.333333333333332)","(16.0, 34.0, 25.115384615384613)"
14-12-2022 11:59:06.291867,"(7.0, 12.5, 12.318181818181818)","(6.0, 9.2, 8.533333333333333)","(1.75, 1.92, 1.9096688741721854)","(31.0, 50.0, 47.25)","(31.0, 50.0, 47.25)","(21.0, 29.0, 26.5)","(31.0, 140.0, 125.14285714285714)","(51.0, 250.0, 203.75)","(26.0, 65.0, 53.900000000000006)","(26.0, 60.0, 49.0)","(14.0, 19.5, 17.7)","(16.0, 34.0, 25.409090909090907)"
14-12-2022 11:59:07.627902,"(7.0, 12.5, 12.318181818181818)","(6.0, 9.2, 8.533333333333333)","(1.75, 1.91, 1.9096688741721854)","(31.0, 50.0, 47.25)","(31.0, 50.0, 47.25)","(21.0, 29.0, 26.5)","(31.0, 140.0, 125.14285714285714)","(51.0, 250.0, 203.75)","(26.0, 65.0, 53.900000000000006)","(26.0, 60.0, 49.0)","(14.0, 19.5, 18.5)","(16.0, 32.0, 25.409090909090907)"
14-12-2022 11:59:09.369794,"(7.0, 13.0, 11.833333333333334)","(6.0, 9.2, 8.533333333333333)","(1.75, 1.91, 1.8928571428571428)","(31.0, 50.0, 47.25)","(31.0, 50.0, 47.25)","(21.0, 29.0, 26.5)","(31.0, 140.0, 125.14285714285714)","(51.0, 250.0, 203.75)","(26.0, 65.0, 53.900000000000006)","(26.0, 60.0, 49.0)","(14.0, 19.5, 21.807692307692307)","(16.0, 32.0, 25.409090909090907)"
14-12-2022 11:59:10.908534,"(7.0, 12.5, 11.833333333333334)","(6.0, 9.2, 8.428571428571429)","(1.75, 1.91, 1.8928571428571428)","(31.0, 50.0, 47.25)","(31.0, 50.0, 47.25)","(21.0, 29.0, 26.857142857142858)","(31.0, 140.0, 125.14285714285714)","(51.0, 250.0, 203.75)","(26.0, 65.0, 53.900000000000006)","(26.0, 60.0, 49.0)","(14.0, 28.0, 24.166666666666664)","(16.0, 32.0, 25.409090909090907)"
14-12-2022 11:59:12.519441,"(7.0, 12.5, 12.214285714285714)","(6.0, 9.0, 8.32)","(1.75, 1.91, 1.8736363636363638)","(31.0, 50.0, 47.25)","(31.0, 50.0, 48.0)","(21.0, 29.0, 26.857142857142858)","(31.0, 140.0, 104.0)","(51.0, 250.0, 225.0)","(26.0, 65.0, 56.46153846153847)","(26.0, 60.0, 49.0)","(14.0, 28.0, 24.166666666666664)","(16.0, 32.0, 27.46875)"
14-12-2022 11:59:13.960291,"(7.0, 12.5, 12.277777777777779)","(6.0, 8.8, 6.625)","(1.75, 1.89, 1.9091666666666667)","(31.0, 50.0, 47.25)","(31.0, 50.0, 47.25)","(21.0, 29.0, 26.5)","(31.0, 140.0, 104.0)","(51.0, 250.0, 185.0)","(26.0, 65.0, 53.900000000000006)","(26.0, 60.0, 49.0)","(14.0, 28.0, 22.5)","(16.0, 32.0, 27.166666666666668)"
14-12-2022 11:59:15.278775,"(7.0, 12.5, 12.277777777777779)","(6.0, 8.8, 6.625)","(1.75, 1.91, 1.91)","(31.0, 50.0, 39.5)","(31.0, 50.0, 39.5)","(21.0, 30.0, 26.857142857142858)","(31.0, 140.0, 125.14285714285714)","(51.0, 250.0, 203.75)","(26.0, 65.0, 56.46153846153847)","(26.0, 60.0, 49.0)","(14.0, 28.0, 22.75)","(16.0, 32.0, 28.18181818181818)"
14-12-2022 11:59:16.749691,"(7.0, 13.0, 12.666666666666666)","(6.0, 8.8, 8.185365853658537)","(1.75, 1.94, 1.91)","(31.0, 50.0, 47.25)","(31.0, 50.0, 47.25)","(21.0, 29.0, 26.857142857142858)","(31.0, 140.0, 89.0)","(51.0, 250.0, 203.75)","(26.0, 65.0, 53.900000000000006)","(26.0, 60.0, 57.09090909090909)","(14.0, 28.0, 25.5)","(16.0, 32.0, 29.2)"
14-12-2022 11:59:18.071250,"(7.0, 13.0, 12.666666666666666)","(6.0, 8.8, 7.860869565217392)","(1.75, 1.93, 1.9263636363636363)","(31.0, 50.0, 47.25)","(31.0, 50.0, 47.25)","(21.0, 29.0, 26.857142857142858)","(31.0, 140.0, 125.14285714285714)","(51.0, 250.0, 203.75)","(26.0, 65.0, 53.900000000000006)","(26.0, 80.0, 56.5)","(14.0, 28.0, 25.5)","(16.0, 32.0, 29.2)"
14-12-2022 11:59:19.430110,"(7.0, 13.0, 12.666666666666666)","(6.0, 8.8, 7.48)","(1.75, 1.93, 1.9249999999999998)","(31.0, 50.0, 47.25)","(31.0, 50.0, 44.75)","(21.0, 29.0, 26.857142857142858)","(31.0, 140.0, 106.5)","(51.0, 250.0, 170.0)","(26.0, 65.0, 53.900000000000006)","(26.0, 75.0, 63.33333333333333)","(14.0, 28.0, 25.363636363636363)","(16.0, 32.0, 26.842105263157894)"
14-12-2022 11:59:20.813871,"(7.0, 13.0, 12.666666666666666)","(6.0, 8.8, 8.314285714285713)","(1.75, 1.93, 1.9298345153664302)","(31.0, 50.0, 47.25)","(31.0, 50.0, 43.333333333333336)","(21.0, 29.0, 26.857142857142858)","(31.0, 130.0, 108.0)","(51.0, 240.0, 188.75)","(26.0, 65.0, 53.900000000000006)","(26.0, 75.0, 63.33333333333333)","(14.0, 27.0, 23.785714285714285)","(16.0, 32.0, 21.5)"
14-12-2022 11:59:22.128134,"(7.0, 13.0, 12.666666666666666)","(6.0, 8.6, 8.314285714285713)","(1.75, 1.93, 1.9298345153664302)","(31.0, 50.0, 47.25)","(31.0, 50.0, 43.333333333333336)","(21.0, 29.0, 26.857142857142858)","(31.0, 120.0, 91.5)","(51.0, 230.0, 158.0)","(26.0, 65.0, 53.900000000000006)","(26.0, 75.0, 63.33333333333333)","(14.0, 27.0, 23.785714285714285)","(16.0, 32.0, 24.730769230769234)"
14-12-2022 11:59:23.486196,"(7.0, 13.0, 12.666666666666666)","(6.0, 8.6, 8.314285714285713)","(1.75, 1.93, 1.9289655172413793)","(31.0, 50.0, 47.25)","(31.0, 50.0, 43.333333333333336)","(21.0, 29.0, 27.2)","(31.0, 110.0, 91.5)","(51.0, 220.0, 158.0)","(26.0, 65.0, 53.900000000000006)","(26.0, 75.0, 63.33333333333333)","(14.0, 27.0, 22.0)","(16.0, 32.0, 24.730769230769234)"
14-12-2022 11:59:24.788385,"(7.0, 13.0, 12.666666666666666)","(6.0, 8.6, 8.314285714285713)","(1.75, 1.93, 1.9289655172413793)","(31.0, 50.0, 47.25)","(31.0, 50.0, 43.333333333333336)","(21.0, 29.0, 27.2)","(31.0, 110.0, 90.85714285714286)","(51.0, 220.0, 173.75)","(26.0, 65.0, 53.900000000000006)","(26.0, 75.0, 63.33333333333333)","(14.0, 27.0, 22.0)","(16.0, 32.0, 24.730769230769234)"
14-12-2022 11:59:26.515777,"(7.0, 13.0, 12.666666666666666)","(6.0, 8.6, 8.314285714285713)","(1.75, 1.93, 1.9289655172413793)","(31.0, 50.0, 45.111111111111114)","(31.0, 50.0, 43.333333333333336)","(21.0, 29.0, 26.857142857142858)","(31.0, 100.0, 90.85714285714286)","(51.0, 210.0, 173.75)","(26.0, 65.0, 53.900000000000006)","(26.0, 75.0, 63.33333333333333)","(14.0, 27.0, 22.0)","(16.0, 32.0, 24.730769230769234)"
