,My Boy Gus,Conga Boy,Friendofthecourt,Golden Passage,Midnight Nightmare,Spheroid,Hip Four O Four,Powershot,Dealmeinbud
15-12-2022 10:51:25.622055,"(16.0, 24.0, 23.923076923076923)","(16.0, 23.0, 22.52)","(11.0, 17.0, 16.2)","(2.8, 3.45, 3.3807692307692307)","(8.5, 12.5, 11.5)","(5.5, 7.0, 6.866666666666666)","(41.0, 95.0, 83.46153846153845)","(5.5, 6.8, 6.610526315789474)","(5.5, 6.8, 6.71578947368421)"
15-12-2022 10:51:26.701548,"(16.0, 24.0, 23.923076923076923)","(16.0, 23.0, 22.52)","(11.0, 17.0, 16.2)","(2.8, 3.4, 3.34375)","(8.5, 12.5, 11.7)","(5.5, 7.0, 6.866666666666666)","(41.0, 95.0, 83.46153846153845)","(5.5, 6.8, 6.610526315789474)","(5.5, 6.8, 6.7407407407407405)"
15-12-2022 10:51:27.811512,"(16.0, 24.0, 23.923076923076923)","(16.0, 23.0, 22.52)","(11.0, 17.0, 16.2)","(2.8, 3.4, 3.361428571428571)","(8.5, 12.5, 11.7)","(5.5, 7.0, 6.866666666666666)","(41.0, 95.0, 83.46153846153845)","(5.5, 6.8, 6.610526315789474)","(5.5, 6.8, 6.676923076923077)"
15-12-2022 10:51:28.912814,"(16.0, 24.0, 23.923076923076923)","(16.0, 23.0, 22.52)","(11.0, 17.0, 16.2)","(2.8, 3.35, 3.307777777777778)","(8.5, 12.5, 11.7)","(5.5, 7.0, 6.866666666666666)","(41.0, 95.0, 83.46153846153845)","(5.5, 6.8, 6.610526315789474)","(5.5, 6.8, 6.676923076923077)"
15-12-2022 10:51:30.073486,"(16.0, 24.0, 23.923076923076923)","(16.0, 23.0, 22.52)","(11.0, 17.0, 16.428571428571427)","(2.8, 3.4, 3.375806451612903)","(8.5, 12.5, 11.7)","(5.5, 7.0, 6.866666666666666)","(41.0, 95.0, 70.0)","(5.5, 6.8, 6.656)","(5.5, 6.8, 6.676923076923077)"
15-12-2022 10:51:31.201601,"(16.0, 24.0, 23.923076923076923)","(16.0, 23.0, 22.52)","(11.0, 17.0, 16.428571428571427)","(2.8, 3.4, 3.361111111111111)","(8.5, 12.5, 11.7)","(5.5, 7.0, 6.866666666666666)","(41.0, 95.0, 70.0)","(5.5, 6.8, 6.656)","(5.5, 6.8, 6.676923076923077)"
15-12-2022 10:51:32.354749,"(16.0, 24.0, 23.923076923076923)","(16.0, 23.0, 22.52)","(11.0, 17.0, 16.428571428571427)","(2.8, 3.4, 3.361111111111111)","(8.5, 12.5, 11.7)","(5.5, 7.0, 6.866666666666666)","(41.0, 95.0, 70.0)","(5.5, 6.8, 6.588235294117647)","(5.5, 6.8, 6.676923076923077)"
15-12-2022 10:51:33.482619,"(16.0, 24.0, 23.923076923076923)","(16.0, 23.0, 22.52)","(11.0, 17.0, 16.428571428571427)","(2.8, 3.4, 3.361111111111111)","(8.5, 12.5, 11.7)","(5.5, 7.0, 6.866666666666666)","(41.0, 95.0, 83.88888888888889)","(5.5, 6.8, 6.48)","(5.5, 6.8, 6.676923076923077)"
15-12-2022 10:51:34.598216,"(16.0, 24.0, 23.923076923076923)","(16.0, 23.0, 22.52)","(11.0, 17.0, 16.428571428571427)","(2.8, 3.4, 3.361111111111111)","(8.5, 12.5, 11.7)","(5.5, 7.0, 6.866666666666666)","(41.0, 95.0, 83.88888888888889)","(5.5, 6.8, 6.48)","(5.5, 6.8, 6.676923076923077)"
15-12-2022 10:51:35.697920,"(16.0, 24.0, 23.923076923076923)","(16.0, 21.0, 20.785714285714285)","(11.0, 17.0, 16.428571428571427)","(2.8, 3.4, 3.375)","(8.5, 12.5, 11.7)","(5.5, 7.0, 6.866666666666666)","(41.0, 95.0, 83.88888888888889)","(5.5, 6.8, 6.48)","(5.5, 6.8, 6.7272727272727275)"
15-12-2022 10:51:36.813569,"(16.0, 24.0, 23.9)","(16.0, 21.0, 20.61111111111111)","(11.0, 17.0, 16.428571428571427)","(2.8, 3.4, 3.375)","(8.5, 12.5, 11.7)","(5.5, 7.0, 6.866666666666666)","(41.0, 95.0, 82.36842105263158)","(5.5, 6.8, 6.48)","(5.5, 6.8, 6.7272727272727275)"
15-12-2022 10:51:37.889189,"(16.0, 24.0, 23.9)","(16.0, 21.0, 20.61111111111111)","(11.0, 17.0, 16.52)","(2.8, 3.4, 3.375)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.866666666666666)","(41.0, 95.0, 94.0)","(5.5, 6.8, 6.5)","(5.5, 6.8, 6.693333333333333)"
15-12-2022 10:51:38.998394,"(16.0, 24.0, 23.9)","(16.0, 21.0, 20.523809523809526)","(11.0, 17.0, 16.52)","(2.8, 3.4, 3.375)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.866666666666666)","(41.0, 100.0, 94.0)","(5.5, 6.8, 6.5)","(5.5, 6.8, 6.693333333333333)"
15-12-2022 10:51:40.139859,"(16.0, 24.0, 23.9)","(16.0, 21.0, 20.523809523809526)","(11.0, 17.0, 16.52)","(2.8, 3.4, 3.375)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.866666666666666)","(41.0, 100.0, 73.33333333333333)","(5.5, 6.8, 6.5)","(5.5, 6.8, 6.571428571428571)"
15-12-2022 10:51:41.237207,"(16.0, 24.0, 23.9)","(16.0, 21.0, 20.523809523809526)","(11.0, 17.0, 16.52)","(2.8, 3.4, 3.375)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.866666666666666)","(41.0, 100.0, 73.33333333333333)","(5.5, 6.8, 6.466666666666667)","(5.5, 6.8, 6.571428571428571)"
15-12-2022 10:51:42.376957,"(16.0, 24.0, 23.9)","(16.0, 21.0, 20.523809523809526)","(12.0, 17.0, 16.52)","(2.8, 3.4, 3.375)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.866666666666666)","(41.0, 100.0, 73.33333333333333)","(5.5, 6.8, 6.466666666666667)","(5.5, 6.8, 6.571428571428571)"
15-12-2022 10:51:43.472479,"(16.0, 24.0, 23.9)","(16.0, 21.0, 20.523809523809526)","(12.0, 17.0, 16.52)","(2.8, 3.4, 3.375)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.866666666666666)","(41.0, 100.0, 73.33333333333333)","(5.5, 6.8, 6.523076923076923)","(5.5, 6.8, 6.571428571428571)"
15-12-2022 10:51:44.532540,"(16.0, 24.0, 23.9)","(16.0, 21.0, 20.647058823529413)","(12.0, 17.0, 16.52)","(2.8, 3.4, 3.375)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.866666666666666)","(41.0, 100.0, 73.33333333333333)","(5.5, 6.8, 6.523076923076923)","(5.5, 6.8, 6.571428571428571)"
15-12-2022 10:51:45.650544,"(16.0, 24.0, 23.9)","(16.0, 21.0, 20.647058823529413)","(12.0, 17.0, 16.52)","(2.8, 3.4, 3.375)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.866666666666666)","(41.0, 100.0, 73.33333333333333)","(5.5, 6.8, 6.523076923076923)","(5.5, 6.8, 6.685714285714286)"
15-12-2022 10:51:46.694273,"(16.0, 24.0, 23.9)","(16.0, 21.0, 20.647058823529413)","(12.0, 17.0, 16.52)","(2.8, 3.4, 3.375)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.866666666666666)","(41.0, 100.0, 73.33333333333333)","(5.5, 6.8, 6.523076923076923)","(5.5, 6.8, 6.685714285714286)"
15-12-2022 10:51:47.807539,"(16.0, 24.0, 23.9)","(16.0, 21.0, 20.647058823529413)","(12.0, 17.0, 16.52)","(2.8, 3.4, 3.375)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.866666666666666)","(41.0, 100.0, 73.33333333333333)","(5.5, 6.8, 6.523076923076923)","(5.5, 6.8, 6.685714285714286)"
15-12-2022 10:51:48.920679,"(16.0, 24.0, 23.9)","(16.0, 21.0, 20.647058823529413)","(12.0, 17.0, 16.52)","(2.8, 3.4, 3.375)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.866666666666666)","(41.0, 100.0, 90.0)","(5.5, 6.8, 6.523076923076923)","(5.5, 6.8, 6.676923076923077)"
15-12-2022 10:51:49.993485,"(16.0, 24.0, 23.9)","(16.0, 21.0, 20.647058823529413)","(12.0, 17.0, 16.52)","(2.8, 3.4, 3.2655797101449275)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.866666666666666)","(41.0, 100.0, 90.0)","(5.5, 6.8, 6.523076923076923)","(5.5, 6.8, 6.676923076923077)"
15-12-2022 10:51:51.103697,"(16.0, 24.0, 23.9)","(16.0, 21.0, 20.647058823529413)","(12.0, 17.0, 16.428571428571427)","(2.8, 3.3, 3.2573170731707317)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.928571428571429)","(41.0, 100.0, 76.66666666666667)","(5.5, 6.8, 6.523076923076923)","(5.5, 6.8, 6.676923076923077)"
15-12-2022 10:51:52.206247,"(16.0, 24.0, 23.57142857142857)","(16.0, 21.0, 20.714285714285715)","(12.0, 17.0, 16.428571428571427)","(2.8, 3.3, 3.242857142857143)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.928571428571429)","(41.0, 100.0, 76.66666666666667)","(5.5, 6.8, 6.735483870967742)","(5.5, 6.8, 6.676923076923077)"
15-12-2022 10:51:53.279689,"(16.0, 24.0, 21.25)","(16.0, 21.0, 20.714285714285715)","(12.0, 17.0, 16.583333333333332)","(2.8, 3.3, 3.242857142857143)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.928571428571429)","(41.0, 100.0, 85.0)","(5.5, 6.8, 6.6684210526315795)","(5.5, 6.8, 6.676923076923077)"
15-12-2022 10:51:54.382063,"(16.0, 24.0, 23.0)","(16.0, 21.0, 20.714285714285715)","(12.0, 17.0, 16.583333333333332)","(2.8, 3.3, 3.2818181818181817)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.928571428571429)","(41.0, 100.0, 85.0)","(5.5, 7.0, 6.694117647058823)","(5.5, 6.8, 6.676923076923077)"
15-12-2022 10:51:55.505260,"(16.0, 25.0, 23.666666666666668)","(15.0, 21.0, 20.714285714285715)","(13.0, 17.0, 16.583333333333332)","(2.8, 3.3, 3.2818181818181817)","(9.0, 12.5, 11.525)","(5.5, 7.0, 6.928571428571429)","(41.0, 100.0, 85.0)","(5.5, 7.0, 6.694117647058823)","(6.0, 6.8, 6.676923076923077)"
15-12-2022 10:51:56.576229,"(16.0, 25.0, 23.666666666666668)","(15.0, 21.0, 20.714285714285715)","(13.0, 17.0, 16.583333333333332)","(2.8, 3.3, 3.2818181818181817)","(9.0, 12.5, 11.525)","(5.5, 7.0, 6.928571428571429)","(41.0, 100.0, 85.0)","(5.5, 7.0, 6.694117647058823)","(6.0, 6.8, 6.676923076923077)"
15-12-2022 10:51:57.638294,"(16.0, 25.0, 23.666666666666668)","(15.0, 21.0, 20.714285714285715)","(13.0, 17.0, 16.642857142857142)","(2.8, 3.3, 3.221538461538462)","(9.0, 12.5, 11.525)","(5.5, 7.0, 6.928571428571429)","(41.0, 100.0, 85.0)","(5.5, 7.0, 6.694117647058823)","(6.0, 6.8, 6.676923076923077)"
15-12-2022 10:51:58.770538,"(16.0, 25.0, 23.666666666666668)","(15.0, 21.0, 20.714285714285715)","(13.0, 17.0, 16.583333333333332)","(2.8, 3.4, 3.295161290322581)","(9.0, 12.5, 12.0)","(5.5, 7.0, 6.928571428571429)","(41.0, 100.0, 85.0)","(5.5, 7.0, 6.694117647058823)","(6.0, 6.8, 6.676923076923077)"
15-12-2022 10:51:59.942137,"(16.0, 25.0, 23.666666666666668)","(15.0, 21.0, 20.714285714285715)","(13.0, 17.0, 16.428571428571427)","(2.8, 3.45, 3.353846153846154)","(9.0, 12.5, 12.0)","(5.5, 7.0, 6.888888888888888)","(41.0, 100.0, 85.0)","(5.5, 7.0, 6.694117647058823)","(6.0, 6.8, 6.676923076923077)"
15-12-2022 10:52:01.106767,"(16.0, 25.0, 22.846153846153847)","(15.0, 21.0, 20.714285714285715)","(13.0, 17.0, 16.428571428571427)","(2.8, 3.4, 3.3134615384615382)","(9.0, 12.5, 12.0)","(5.5, 7.0, 6.888888888888888)","(41.0, 100.0, 85.0)","(5.5, 7.0, 6.664)","(6.0, 6.8, 6.676923076923077)"
15-12-2022 10:52:02.271683,"(16.0, 25.0, 22.846153846153847)","(15.0, 21.0, 20.714285714285715)","(13.0, 17.0, 16.428571428571427)","(2.8, 3.35, 3.3134615384615382)","(9.0, 12.5, 12.0)","(5.5, 7.0, 6.888888888888888)","(41.0, 100.0, 85.0)","(5.5, 7.0, 6.664)","(6.0, 6.8, 6.676923076923077)"
15-12-2022 10:52:03.432255,"(16.0, 25.0, 22.846153846153847)","(15.0, 21.0, 20.714285714285715)","(13.0, 17.0, 16.2)","(2.8, 3.35, 3.2986486486486486)","(9.0, 12.5, 11.954545454545455)","(5.5, 7.0, 6.888888888888888)","(41.0, 100.0, 91.42857142857143)","(5.5, 7.0, 6.706666666666666)","(6.0, 6.8, 6.676923076923077)"
15-12-2022 10:52:04.584236,"(16.0, 25.0, 23.88)","(15.0, 21.0, 20.714285714285715)","(13.0, 17.0, 16.2)","(2.8, 3.35, 3.3172413793103446)","(9.0, 12.5, 11.954545454545455)","(5.5, 7.0, 6.888888888888888)","(41.0, 100.0, 91.42857142857143)","(5.5, 7.0, 6.706666666666666)","(6.0, 6.8, 6.676923076923077)"
15-12-2022 10:52:05.717051,"(16.0, 25.0, 23.88)","(15.0, 21.0, 20.714285714285715)","(13.0, 17.0, 16.2)","(2.8, 3.35, 3.3172413793103446)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.888888888888888)","(41.0, 100.0, 91.42857142857143)","(5.5, 7.0, 6.676190476190476)","(6.0, 6.8, 6.676923076923077)"
15-12-2022 10:52:06.806477,"(16.0, 24.0, 22.846153846153847)","(15.0, 21.0, 20.714285714285715)","(13.0, 17.0, 16.47826086956522)","(2.8, 3.35, 3.3)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.888888888888888)","(41.0, 100.0, 91.42857142857143)","(5.5, 7.0, 6.676190476190476)","(6.0, 6.8, 6.72)"
15-12-2022 10:52:07.990228,"(16.0, 24.0, 22.846153846153847)","(15.0, 21.0, 20.714285714285715)","(13.0, 17.0, 16.52)","(2.8, 3.3, 3.2975)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.888888888888888)","(41.0, 100.0, 91.42857142857143)","(5.5, 7.0, 6.7627906976744185)","(6.0, 6.8, 6.72)"
15-12-2022 10:52:09.145206,"(16.0, 24.0, 22.846153846153847)","(15.0, 21.0, 20.714285714285715)","(13.0, 17.0, 16.52)","(2.8, 3.4, 3.2975)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.888888888888888)","(41.0, 100.0, 91.42857142857143)","(5.5, 7.0, 6.7627906976744185)","(6.0, 6.8, 6.72)"
15-12-2022 10:52:10.255472,"(16.0, 24.0, 22.846153846153847)","(15.0, 21.0, 20.88235294117647)","(13.0, 17.0, 16.52)","(2.8, 3.4, 3.2975)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.888888888888888)","(41.0, 100.0, 91.42857142857143)","(5.5, 7.0, 6.811111111111111)","(6.0, 6.8, 6.72)"
15-12-2022 10:52:11.365344,"(16.0, 24.0, 22.846153846153847)","(15.0, 21.0, 20.88235294117647)","(13.0, 17.0, 16.52)","(2.8, 3.4, 3.2975)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.888888888888888)","(41.0, 100.0, 91.42857142857143)","(5.5, 7.0, 6.811111111111111)","(6.0, 6.8, 6.72)"
15-12-2022 10:52:12.442937,"(16.0, 24.0, 23.0)","(15.0, 21.0, 20.88235294117647)","(13.0, 17.0, 16.52)","(2.8, 3.4, 3.2975)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.888888888888888)","(41.0, 100.0, 91.42857142857143)","(5.5, 7.0, 6.811111111111111)","(6.0, 6.8, 6.72)"
15-12-2022 10:52:13.572085,"(16.0, 24.0, 22.125)","(15.0, 21.0, 20.88235294117647)","(13.0, 17.0, 16.52)","(2.8, 3.4, 3.2975)","(9.0, 12.5, 11.870967741935484)","(5.5, 7.0, 6.888888888888888)","(41.0, 100.0, 73.33333333333333)","(5.5, 7.0, 6.853061224489796)","(6.0, 6.8, 6.72)"
15-12-2022 10:52:14.695140,"(16.0, 24.0, 23.357142857142858)","(15.0, 21.0, 20.88235294117647)","(13.0, 17.0, 16.52)","(2.8, 3.4, 3.2975)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.888888888888888)","(41.0, 100.0, 96.66666666666667)","(5.5, 7.0, 6.533333333333333)","(6.0, 6.8, 6.744827586206896)"
15-12-2022 10:52:15.826705,"(16.0, 24.0, 23.4375)","(15.0, 21.0, 20.88235294117647)","(13.0, 17.0, 16.52)","(2.8, 3.4, 3.325373134328358)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.928571428571429)","(41.0, 100.0, 96.66666666666667)","(5.5, 6.8, 6.533333333333333)","(6.0, 6.8, 6.72)"
15-12-2022 10:52:17.026412,"(16.0, 25.0, 23.6)","(15.0, 21.0, 20.88235294117647)","(13.0, 17.0, 16.52)","(2.8, 3.4, 3.289705882352941)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.928571428571429)","(41.0, 100.0, 96.66666666666667)","(5.5, 6.8, 6.533333333333333)","(6.0, 6.8, 6.72)"
15-12-2022 10:52:18.144358,"(16.0, 25.0, 23.6)","(15.0, 21.0, 20.88235294117647)","(13.0, 17.0, 16.52)","(2.8, 3.4, 3.289705882352941)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.928571428571429)","(41.0, 100.0, 96.66666666666667)","(5.5, 6.8, 6.533333333333333)","(6.0, 6.8, 6.72)"
15-12-2022 10:52:19.269118,"(16.0, 25.0, 23.6)","(15.0, 21.0, 20.88235294117647)","(13.0, 17.0, 16.52)","(2.8, 3.4, 3.289705882352941)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.928571428571429)","(41.0, 100.0, 98.23529411764706)","(5.5, 6.8, 6.533333333333333)","(6.0, 6.8, 6.746666666666666)"
15-12-2022 10:52:20.432623,"(16.0, 25.0, 23.6)","(15.0, 21.0, 20.88235294117647)","(13.0, 17.0, 16.52)","(2.8, 3.4, 3.289705882352941)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.928571428571429)","(41.0, 100.0, 98.23529411764706)","(5.5, 6.8, 6.466666666666667)","(6.0, 6.8, 6.746666666666666)"
15-12-2022 10:52:21.660628,"(16.0, 25.0, 23.6)","(15.0, 21.0, 20.88235294117647)","(13.0, 17.0, 16.586206896551722)","(2.8, 3.4, 3.276470588235294)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.928571428571429)","(41.0, 100.0, 98.23529411764706)","(5.5, 6.8, 6.466666666666667)","(6.0, 6.8, 6.76)"
15-12-2022 10:52:22.824268,"(16.0, 25.0, 23.782608695652172)","(15.0, 21.0, 20.88235294117647)","(13.0, 17.0, 16.586206896551722)","(2.8, 3.4, 3.276470588235294)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.928571428571429)","(41.0, 100.0, 98.23529411764706)","(5.5, 6.8, 6.466666666666667)","(6.0, 6.8, 6.76)"
15-12-2022 10:52:23.939950,"(16.0, 25.0, 23.782608695652172)","(15.0, 21.0, 20.88235294117647)","(13.0, 17.0, 16.586206896551722)","(2.8, 3.4, 3.276470588235294)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.928571428571429)","(41.0, 100.0, 97.27272727272727)","(5.5, 6.8, 6.466666666666667)","(6.0, 6.8, 6.76)"
15-12-2022 10:52:25.047797,"(16.0, 25.0, 24.066666666666666)","(15.0, 21.0, 19.941176470588236)","(13.0, 17.0, 16.586206896551722)","(2.8, 3.4, 3.276470588235294)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.928571428571429)","(41.0, 100.0, 97.27272727272727)","(5.5, 6.8, 6.466666666666667)","(6.0, 6.8, 6.772413793103448)"
15-12-2022 10:52:26.228101,"(16.0, 25.0, 24.066666666666666)","(15.0, 21.0, 19.5)","(13.0, 17.0, 16.586206896551722)","(2.8, 3.4, 3.276470588235294)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.878260869565217)","(41.0, 100.0, 97.27272727272727)","(5.5, 6.8, 6.466666666666667)","(6.0, 7.0, 6.772413793103448)"
15-12-2022 10:52:27.434195,"(16.0, 25.0, 24.066666666666666)","(15.0, 21.0, 19.5)","(13.0, 17.0, 16.586206896551722)","(2.8, 3.4, 3.2829268292682925)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.838095238095238)","(41.0, 100.0, 97.27272727272727)","(5.5, 6.8, 6.6421052631578945)","(6.0, 7.0, 6.772413793103448)"
15-12-2022 10:52:28.597827,"(16.0, 25.0, 24.066666666666666)","(15.0, 20.0, 19.5)","(13.0, 17.0, 16.586206896551722)","(2.8, 3.4, 3.3865384615384615)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.838095238095238)","(41.0, 100.0, 95.83333333333334)","(5.5, 6.8, 6.6421052631578945)","(6.0, 7.0, 6.772413793103448)"
15-12-2022 10:52:29.736707,"(16.0, 25.0, 24.066666666666666)","(15.0, 20.0, 19.5)","(13.0, 17.0, 16.586206896551722)","(2.8, 3.4, 3.381666666666667)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.838095238095238)","(41.0, 100.0, 95.83333333333334)","(5.5, 6.8, 6.6421052631578945)","(6.0, 7.0, 6.772413793103448)"
15-12-2022 10:52:30.832158,"(16.0, 25.0, 24.066666666666666)","(15.0, 20.0, 19.5)","(13.0, 17.0, 16.586206896551722)","(2.8, 3.45, 3.381666666666667)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.838095238095238)","(41.0, 100.0, 95.83333333333334)","(5.5, 6.8, 6.6421052631578945)","(6.0, 7.0, 6.772413793103448)"
15-12-2022 10:52:31.943496,"(16.0, 25.0, 23.6)","(15.0, 20.0, 19.22222222222222)","(13.0, 17.0, 16.586206896551722)","(2.8, 3.45, 3.4438775510204085)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.838095238095238)","(41.0, 100.0, 96.42857142857143)","(5.5, 6.8, 6.6421052631578945)","(6.0, 7.0, 6.772413793103448)"
15-12-2022 10:52:33.057264,"(16.0, 25.0, 23.6)","(15.0, 20.0, 19.22222222222222)","(13.0, 17.0, 16.52)","(2.8, 3.45, 3.440909090909091)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.838095238095238)","(41.0, 100.0, 96.42857142857143)","(5.5, 6.8, 6.7172413793103445)","(6.0, 7.0, 6.772413793103448)"
15-12-2022 10:52:34.142966,"(16.0, 25.0, 23.894736842105264)","(15.0, 20.0, 19.22222222222222)","(13.0, 17.0, 16.52)","(2.8, 3.5, 3.458823529411765)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.861538461538461)","(41.0, 100.0, 98.4375)","(5.5, 6.8, 6.518918918918919)","(6.0, 7.0, 6.772413793103448)"
15-12-2022 10:52:35.231167,"(16.0, 25.0, 23.6)","(15.0, 20.0, 19.22222222222222)","(13.0, 17.0, 16.296875)","(2.8, 3.5, 3.4375)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.843478260869565)","(41.0, 100.0, 97.5)","(5.5, 6.8, 6.518918918918919)","(6.0, 7.0, 6.772413793103448)"
15-12-2022 10:52:36.343261,"(16.0, 25.0, 23.6)","(15.0, 20.0, 19.22222222222222)","(13.0, 17.0, 16.0625)","(2.8, 3.55, 3.484782608695652)","(9.0, 12.5, 12.038461538461538)","(5.5, 7.0, 6.843478260869565)","(41.0, 100.0, 97.5)","(5.5, 6.8, 6.518918918918919)","(6.0, 7.0, 6.7250000000000005)"
15-12-2022 10:52:37.537160,"(16.0, 25.0, 23.6)","(15.0, 20.0, 19.22222222222222)","(13.0, 17.0, 16.0625)","(2.8, 3.55, 3.527173913043478)","(9.0, 12.5, 11.978260869565217)","(5.5, 7.0, 6.788235294117647)","(41.0, 100.0, 97.5)","(5.5, 6.8, 6.484615384615385)","(6.0, 7.0, 6.699999999999999)"
15-12-2022 10:52:38.675325,"(16.0, 25.0, 23.6)","(15.0, 20.0, 19.22222222222222)","(13.0, 17.0, 15.977272727272727)","(2.8, 3.5, 3.4854166666666666)","(9.0, 12.5, 11.978260869565217)","(5.5, 7.0, 6.788235294117647)","(41.0, 100.0, 97.5)","(5.5, 6.6, 6.5375)","(6.0, 7.0, 6.699999999999999)"
15-12-2022 10:52:39.817396,"(16.0, 25.0, 23.6)","(15.0, 20.0, 19.133333333333333)","(13.0, 17.0, 15.977272727272727)","(2.8, 3.5, 3.4854166666666666)","(9.0, 12.5, 11.978260869565217)","(5.5, 7.0, 6.788235294117647)","(41.0, 100.0, 97.5)","(5.5, 6.6, 6.5375)","(6.0, 7.0, 6.699999999999999)"
15-12-2022 10:52:40.957194,"(16.0, 25.0, 23.6)","(15.0, 20.0, 19.133333333333333)","(13.0, 17.0, 15.977272727272727)","(2.8, 3.5, 3.484782608695652)","(9.0, 12.5, 11.978260869565217)","(5.5, 7.0, 6.788235294117647)","(41.0, 100.0, 97.5)","(5.5, 6.6, 6.5375)","(6.0, 7.0, 6.699999999999999)"
15-12-2022 10:52:42.083658,"(16.0, 25.0, 23.6)","(15.0, 20.0, 19.133333333333333)","(13.0, 17.0, 15.977272727272727)","(2.8, 3.5, 3.484782608695652)","(9.0, 12.5, 11.803571428571429)","(5.5, 7.0, 6.788235294117647)","(41.0, 100.0, 97.5)","(5.5, 6.6, 6.569230769230769)","(6.0, 7.0, 6.699999999999999)"
15-12-2022 10:52:43.166000,"(16.0, 25.0, 23.6)","(15.0, 20.0, 19.133333333333333)","(13.0, 17.0, 15.977272727272727)","(2.8, 3.5, 3.484782608695652)","(9.0, 12.5, 11.803571428571429)","(5.5, 7.0, 6.843478260869565)","(41.0, 100.0, 95.0)","(5.5, 6.6, 6.711111111111111)","(6.0, 7.0, 6.65945945945946)"
15-12-2022 10:52:44.246906,"(16.0, 25.0, 23.764705882352942)","(15.0, 20.0, 19.133333333333333)","(13.0, 17.0, 16.0625)","(2.8, 3.5, 3.484782608695652)","(9.0, 12.5, 11.870967741935484)","(5.5, 7.0, 6.843478260869565)","(41.0, 100.0, 97.22222222222223)","(5.5, 6.8, 6.711111111111111)","(6.0, 7.0, 6.377777777777778)"
15-12-2022 10:52:45.331788,"(16.0, 25.0, 23.764705882352942)","(15.0, 21.0, 19.266666666666666)","(13.0, 17.0, 16.53846153846154)","(2.8, 3.5, 3.484782608695652)","(9.0, 12.5, 11.870967741935484)","(5.5, 7.0, 6.95)","(41.0, 100.0, 97.22222222222223)","(5.5, 6.8, 6.711111111111111)","(6.0, 7.0, 6.377777777777778)"
15-12-2022 10:52:46.419382,"(16.0, 25.0, 23.764705882352942)","(15.0, 20.0, 19.666666666666668)","(13.0, 17.5, 16.7)","(2.8, 3.5, 3.484782608695652)","(9.0, 12.5, 11.525)","(5.5, 7.0, 6.95)","(41.0, 100.0, 97.22222222222223)","(5.5, 6.8, 6.711111111111111)","(6.0, 7.0, 6.377777777777778)"
15-12-2022 10:52:47.480472,"(16.0, 25.0, 23.764705882352942)","(15.0, 20.0, 19.666666666666668)","(13.0, 17.5, 16.7)","(2.8, 3.5, 3.484782608695652)","(9.0, 12.5, 11.525)","(5.5, 7.0, 6.95)","(41.0, 100.0, 97.22222222222223)","(5.5, 6.8, 6.711111111111111)","(6.0, 7.0, 6.377777777777778)"
