,Jackie Rose,Burn Rate,Pacific Rock,Baggys Gold,Merinda,Exiled,Pancho Tommy,Kiwi Turtle
11-01-2023 21:09:24.683041,"(2.35, 3.35, 3.213636363636364)","(2.4, 2.76, 2.7436363636363637)","(9.0, 11.5, 10.833333333333334)","(51.0, 110.0, 100.66666666666667)","(10.0, 14.0, 13.290909090909091)","(10.0, 13.5, 12.384615384615385)","(20.0, 32.0, 28.048780487804876)","(21.0, 32.0, 29.67857142857143)"
11-01-2023 21:09:25.734412,"(2.35, 3.2, 3.158333333333333)","(2.4, 2.76, 2.7436363636363637)","(9.0, 11.5, 10.657894736842104)","(51.0, 110.0, 100.66666666666667)","(10.0, 14.0, 13.352941176470589)","(10.0, 13.5, 12.384615384615385)","(20.0, 32.0, 28.048780487804876)","(21.0, 32.0, 29.67857142857143)"
11-01-2023 21:09:26.796533,"(2.35, 3.3, 3.1687499999999997)","(2.4, 2.76, 2.7447619047619045)","(9.0, 11.5, 10.657894736842104)","(51.0, 110.0, 100.66666666666667)","(10.0, 14.0, 13.352941176470589)","(10.0, 13.5, 13.11111111111111)","(20.0, 32.0, 28.048780487804876)","(21.0, 32.0, 29.67857142857143)"
11-01-2023 21:09:27.889092,"(2.35, 3.25, 3.2392857142857143)","(2.4, 2.74, 2.736)","(9.0, 11.5, 10.833333333333334)","(51.0, 110.0, 100.66666666666667)","(10.0, 14.0, 13.290909090909091)","(10.0, 13.5, 13.11111111111111)","(20.0, 32.0, 28.048780487804876)","(21.0, 32.0, 29.67857142857143)"
11-01-2023 21:09:28.985759,"(2.35, 3.25, 3.1975000000000002)","(2.4, 2.76, 2.7323076923076925)","(9.0, 11.5, 10.657894736842104)","(51.0, 110.0, 100.66666666666667)","(10.0, 14.0, 13.290909090909091)","(10.0, 13.5, 13.156716417910447)","(20.0, 32.0, 28.048780487804876)","(21.0, 32.0, 29.67857142857143)"
11-01-2023 21:09:30.116962,"(2.35, 3.25, 3.172222222222222)","(2.4, 2.78, 2.7145454545454544)","(9.0, 11.5, 10.86)","(51.0, 110.0, 100.66666666666667)","(10.0, 14.0, 13.352941176470589)","(10.0, 13.5, 13.156716417910447)","(20.0, 32.0, 28.048780487804876)","(21.0, 32.0, 30.26086956521739)"
11-01-2023 21:09:31.231708,"(2.35, 3.25, 3.172222222222222)","(2.4, 2.78, 2.75)","(9.0, 11.5, 10.7)","(51.0, 110.0, 100.66666666666667)","(10.0, 14.0, 13.352941176470589)","(10.0, 13.5, 13.119718309859156)","(20.0, 32.0, 28.048780487804876)","(21.0, 32.0, 30.26086956521739)"
11-01-2023 21:09:32.345848,"(2.35, 3.25, 3.1975000000000002)","(2.4, 2.78, 2.76)","(9.0, 11.5, 10.86)","(51.0, 110.0, 100.66666666666667)","(10.0, 14.0, 13.352941176470589)","(11.0, 13.5, 13.119718309859156)","(20.0, 32.0, 28.048780487804876)","(21.0, 32.0, 30.333333333333332)"
11-01-2023 21:09:33.533744,"(2.35, 3.25, 3.175)","(2.4, 2.8, 2.746)","(9.0, 11.5, 10.7)","(51.0, 110.0, 100.66666666666667)","(10.0, 14.0, 13.290909090909091)","(11.0, 13.5, 13.119718309859156)","(20.0, 32.0, 28.048780487804876)","(21.0, 32.0, 29.962962962962962)"
11-01-2023 21:09:34.840544,"(2.35, 3.25, 3.209090909090909)","(2.4, 2.8, 2.746)","(9.0, 11.5, 10.7)","(51.0, 110.0, 100.66666666666667)","(10.0, 14.0, 13.290909090909091)","(11.0, 13.5, 13.119718309859156)","(20.0, 32.0, 28.048780487804876)","(21.0, 32.0, 29.962962962962962)"
11-01-2023 21:09:36.092442,"(2.35, 3.25, 3.209090909090909)","(2.4, 2.76, 2.724)","(9.0, 11.5, 10.86)","(51.0, 110.0, 100.66666666666667)","(10.0, 14.0, 13.290909090909091)","(11.0, 13.5, 13.119718309859156)","(20.0, 32.0, 28.048780487804876)","(21.0, 32.0, 30.333333333333332)"
11-01-2023 21:09:37.495523,"(2.35, 3.25, 3.209090909090909)","(2.4, 2.76, 2.724)","(9.0, 11.5, 10.657894736842104)","(51.0, 110.0, 100.66666666666667)","(10.0, 14.0, 13.290909090909091)","(11.0, 13.5, 13.119718309859156)","(20.0, 32.0, 28.048780487804876)","(21.0, 32.0, 30.4)"
11-01-2023 21:09:38.898780,"(2.35, 3.3, 3.2249999999999996)","(2.4, 2.76, 2.724)","(9.0, 11.5, 10.657894736842104)","(51.0, 110.0, 100.66666666666667)","(10.0, 14.0, 13.290909090909091)","(11.0, 13.5, 14.142857142857142)","(20.0, 32.0, 28.048780487804876)","(21.0, 32.0, 30.035714285714285)"
11-01-2023 21:09:40.140968,"(2.35, 3.3, 3.158333333333333)","(2.4, 2.76, 2.74)","(9.0, 11.5, 10.833333333333334)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.276785714285714)","(11.0, 14.5, 13.73076923076923)","(20.0, 32.0, 28.048780487804876)","(21.0, 32.0, 30.166666666666668)"
11-01-2023 21:09:41.347345,"(2.35, 3.3, 3.1999999999999997)","(2.4, 2.7, 2.68)","(9.0, 11.5, 10.833333333333334)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.276785714285714)","(11.0, 14.5, 13.693548387096774)","(20.0, 32.0, 28.048780487804876)","(21.0, 32.0, 30.51851851851852)"
11-01-2023 21:09:42.464894,"(2.35, 3.3, 3.28125)","(2.4, 2.7, 2.6550000000000002)","(9.0, 11.5, 10.657894736842104)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.276785714285714)","(11.0, 14.5, 13.693548387096774)","(20.0, 32.0, 28.048780487804876)","(21.0, 32.0, 30.51851851851852)"
11-01-2023 21:09:43.587676,"(2.35, 3.3, 3.28125)","(2.4, 2.7, 2.6485714285714286)","(9.0, 11.5, 10.636363636363637)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.276785714285714)","(11.0, 14.5, 13.1875)","(20.0, 32.0, 28.048780487804876)","(21.0, 32.0, 30.51851851851852)"
11-01-2023 21:09:44.610932,"(2.35, 3.35, 3.18)","(2.4, 2.7, 2.6550000000000002)","(9.0, 11.5, 10.833333333333334)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.276785714285714)","(11.0, 14.5, 13.3)","(20.0, 32.0, 28.048780487804876)","(21.0, 32.0, 28.5)"
11-01-2023 21:09:45.692980,"(2.35, 3.35, 3.1833333333333336)","(2.4, 2.7, 2.6500000000000004)","(9.0, 11.5, 10.657894736842104)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.276785714285714)","(11.0, 14.5, 13.3)","(20.0, 32.0, 28.048780487804876)","(21.0, 32.0, 28.5)"
11-01-2023 21:09:46.862649,"(2.35, 3.35, 3.24)","(2.4, 2.7, 2.67)","(9.0, 11.5, 10.657894736842104)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.276785714285714)","(11.0, 14.5, 13.364864864864865)","(20.0, 32.0, 28.048780487804876)","(21.0, 32.0, 28.5)"
11-01-2023 21:09:48.027393,"(2.35, 3.35, 3.268918918918919)","(2.4, 2.7, 2.6733333333333333)","(9.0, 11.5, 10.657894736842104)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.276785714285714)","(11.0, 14.5, 13.444444444444445)","(20.0, 32.0, 28.210526315789473)","(21.0, 32.0, 30.653846153846153)"
11-01-2023 21:09:49.270096,"(2.35, 3.35, 3.2893939393939395)","(2.4, 2.7, 2.6733333333333333)","(9.0, 11.5, 10.796296296296296)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.276785714285714)","(11.0, 14.0, 13.444444444444445)","(20.0, 32.0, 28.210526315789473)","(21.0, 32.0, 30.653846153846153)"
11-01-2023 21:09:50.537432,"(2.35, 3.35, 3.261111111111111)","(2.4, 2.7, 2.6733333333333333)","(9.0, 11.5, 10.796296296296296)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.276785714285714)","(11.0, 14.0, 13.444444444444445)","(20.0, 32.0, 28.210526315789473)","(21.0, 32.0, 30.653846153846153)"
11-01-2023 21:09:51.689839,"(2.35, 3.35, 3.261111111111111)","(2.4, 2.7, 2.666666666666667)","(9.0, 11.5, 10.657894736842104)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.276785714285714)","(11.0, 14.0, 13.166666666666666)","(20.0, 32.0, 28.210526315789473)","(21.0, 32.0, 30.666666666666668)"
11-01-2023 21:09:52.892572,"(2.35, 3.35, 3.261111111111111)","(2.4, 2.7, 2.666666666666667)","(9.0, 11.5, 10.657894736842104)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.276785714285714)","(11.0, 14.0, 13.3)","(20.0, 32.0, 28.210526315789473)","(21.0, 32.0, 30.666666666666668)"
11-01-2023 21:09:54.136284,"(2.35, 3.35, 3.261111111111111)","(2.35, 2.7, 2.6733333333333333)","(9.0, 11.5, 10.796296296296296)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.276785714285714)","(11.0, 13.5, 13.525)","(20.0, 32.0, 28.210526315789473)","(21.0, 32.0, 30.666666666666668)"
11-01-2023 21:09:55.213976,"(2.35, 3.35, 3.226923076923077)","(2.35, 2.7, 2.66)","(9.0, 11.5, 10.833333333333334)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.276785714285714)","(11.0, 14.0, 13.526315789473685)","(20.0, 32.0, 28.210526315789473)","(21.0, 32.0, 30.666666666666668)"
11-01-2023 21:09:56.315365,"(2.35, 3.35, 3.216666666666667)","(2.35, 2.7, 2.6500000000000004)","(9.0, 11.5, 10.657894736842104)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.276785714285714)","(11.0, 14.0, 13.526315789473685)","(20.0, 32.0, 28.470588235294116)","(21.0, 32.0, 30.133333333333333)"
11-01-2023 21:09:57.413371,"(2.35, 3.4, 3.2333333333333334)","(2.35, 2.7, 2.66)","(9.0, 11.5, 10.657894736842104)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.276785714285714)","(11.0, 14.0, 13.38888888888889)","(20.0, 32.0, 28.470588235294116)","(21.0, 32.0, 30.133333333333333)"
11-01-2023 21:09:58.450411,"(2.35, 3.4, 3.2484848484848485)","(2.35, 2.7, 2.66)","(9.0, 11.5, 10.833333333333334)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.276785714285714)","(11.0, 13.5, 13.166666666666666)","(20.0, 32.0, 28.470588235294116)","(21.0, 32.0, 30.133333333333333)"
11-01-2023 21:09:59.520131,"(2.35, 3.3, 3.2583333333333333)","(2.35, 2.7, 2.6500000000000004)","(9.0, 12.0, 11.847826086956522)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.276785714285714)","(11.0, 13.5, 13.166666666666666)","(20.0, 32.0, 28.470588235294116)","(21.0, 32.0, 30.133333333333333)"
11-01-2023 21:10:00.660693,"(2.35, 3.3, 3.2583333333333333)","(2.35, 2.7, 2.63)","(9.0, 12.0, 11.859375)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.142857142857142)","(11.0, 13.5, 13.166666666666666)","(20.0, 32.0, 28.470588235294116)","(21.0, 32.0, 30.133333333333333)"
11-01-2023 21:10:01.808557,"(2.35, 3.3, 3.2807692307692307)","(2.35, 2.68, 2.63)","(9.0, 12.0, 11.859375)","(51.0, 110.0, 85.0)","(10.0, 14.0, 13.117647058823529)","(11.0, 13.5, 12.966666666666667)","(20.0, 32.0, 28.470588235294116)","(21.0, 32.0, 30.133333333333333)"
11-01-2023 21:10:02.944639,"(2.35, 3.3, 3.284375)","(2.35, 2.7, 2.668)","(9.0, 12.0, 11.851851851851851)","(51.0, 110.0, 85.0)","(10.0, 14.0, 13.117647058823529)","(11.0, 13.5, 12.966666666666667)","(20.0, 32.0, 28.363636363636363)","(21.0, 32.0, 30.133333333333333)"
11-01-2023 21:10:04.097007,"(2.35, 3.3, 3.284375)","(2.35, 2.7, 2.6750000000000003)","(9.0, 12.0, 11.851851851851851)","(51.0, 110.0, 85.0)","(10.0, 14.0, 13.117647058823529)","(11.0, 13.5, 12.966666666666667)","(20.0, 32.0, 28.166666666666668)","(21.0, 32.0, 30.133333333333333)"
11-01-2023 21:10:05.323657,"(2.35, 3.3, 3.284375)","(2.35, 2.7, 2.695294117647059)","(9.0, 12.0, 11.816666666666666)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.25)","(11.0, 13.5, 12.9375)","(20.0, 32.0, 28.10810810810811)","(21.0, 32.0, 30.133333333333333)"
11-01-2023 21:10:06.500775,"(2.35, 3.3, 3.284375)","(2.35, 2.72, 2.7)","(9.0, 12.0, 11.966666666666667)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.4)","(11.0, 13.0, 12.9375)","(20.0, 32.0, 28.166666666666668)","(21.0, 32.0, 30.0)"
11-01-2023 21:10:07.640885,"(2.35, 3.3, 3.284375)","(2.35, 2.7, 2.6900000000000004)","(9.0, 12.0, 11.966666666666667)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.411764705882353)","(11.0, 13.0, 13.456521739130435)","(20.0, 32.0, 28.166666666666668)","(21.0, 32.0, 30.0)"
11-01-2023 21:10:08.734422,"(2.35, 3.3, 3.284375)","(2.35, 2.7, 2.67)","(9.0, 12.0, 11.966666666666667)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.411764705882353)","(11.0, 13.5, 13.452380952380953)","(20.0, 32.0, 28.166666666666668)","(21.0, 32.0, 30.0)"
11-01-2023 21:10:09.810162,"(2.35, 3.3, 3.284375)","(2.35, 2.7, 2.67)","(9.0, 12.0, 11.964285714285714)","(51.0, 110.0, 86.0)","(10.0, 14.0, 13.411764705882353)","(11.0, 13.5, 13.478260869565217)","(20.0, 32.0, 28.634146341463413)","(21.0, 32.0, 30.526315789473685)"
11-01-2023 21:10:10.893624,"(2.35, 3.3, 3.2818181818181817)","(2.35, 2.7, 2.6500000000000004)","(9.0, 12.0, 11.98)","(51.0, 110.0, 95.71428571428572)","(10.0, 14.0, 13.574074074074074)","(11.0, 13.5, 13.478260869565217)","(20.0, 32.0, 28.634146341463413)","(21.0, 32.0, 30.526315789473685)"
11-01-2023 21:10:11.942601,"(2.35, 3.3, 3.2285714285714286)","(2.35, 2.68, 2.67)","(9.0, 12.0, 11.98)","(51.0, 110.0, 102.3076923076923)","(10.0, 14.0, 13.75)","(11.0, 13.5, 13.492647058823529)","(20.0, 32.0, 28.634146341463413)","(21.0, 32.0, 30.88)"
11-01-2023 21:10:12.966757,"(2.4, 3.2, 3.188)","(2.35, 2.68, 2.6625)","(9.0, 12.0, 11.98)","(51.0, 110.0, 102.3076923076923)","(10.0, 14.0, 13.82258064516129)","(11.0, 14.0, 13.538461538461538)","(20.0, 32.0, 28.634146341463413)","(21.0, 32.0, 30.88)"
11-01-2023 21:10:13.995781,"(2.4, 3.25, 3.2112903225806453)","(2.35, 2.68, 2.666666666666667)","(9.0, 12.5, 12.272727272727273)","(51.0, 100.0, 97.0)","(10.0, 14.0, 14.416666666666666)","(11.0, 14.0, 13.538461538461538)","(20.0, 32.0, 28.634146341463413)","(21.0, 32.0, 30.88)"
11-01-2023 21:10:15.032300,"(2.4, 3.25, 3.2112903225806453)","(2.35, 2.7, 2.694)","(9.0, 12.5, 12.346153846153847)","(51.0, 100.0, 95.0)","(10.0, 14.5, 14.277777777777779)","(11.0, 14.0, 13.538461538461538)","(20.0, 32.0, 28.634146341463413)","(21.0, 32.0, 30.6)"
11-01-2023 21:10:16.052601,"(2.4, 3.25, 3.204285714285714)","(2.35, 2.7, 2.666666666666667)","(9.0, 12.5, 12.321428571428571)","(51.0, 100.0, 95.0)","(10.0, 14.5, 14.369565217391305)","(11.0, 14.0, 13.507462686567164)","(20.0, 32.0, 28.634146341463413)","(21.0, 32.0, 30.6)"
11-01-2023 21:10:17.066486,"(2.4, 3.25, 3.2112903225806453)","(2.35, 2.7, 2.6647058823529415)","(9.0, 12.5, 12.321428571428571)","(51.0, 100.0, 95.0)","(10.0, 14.5, 14.40909090909091)","(11.0, 14.0, 13.478260869565217)","(20.0, 32.0, 28.634146341463413)","(21.0, 32.0, 30.6)"
11-01-2023 21:10:18.064241,"(2.4, 3.3, 3.2249999999999996)","(2.35, 2.68, 2.660909090909091)","(9.0, 12.5, 12.307692307692308)","(51.0, 100.0, 95.0)","(10.0, 14.5, 14.369565217391305)","(10.0, 13.5, 13.478260869565217)","(20.0, 32.0, 28.634146341463413)","(21.0, 32.0, 30.6)"
11-01-2023 21:10:19.082810,"(2.6, 3.3, 3.2361702127659573)","(2.35, 2.68, 2.6752000000000002)","(9.0, 12.5, 12.307692307692308)","(51.0, 100.0, 95.0)","(10.0, 14.5, 14.369565217391305)","(10.0, 13.5, 13.478260869565217)","(20.0, 32.0, 28.714285714285715)","(21.0, 32.0, 30.6)"
11-01-2023 21:10:20.118345,"(2.6, 3.3, 3.2361702127659573)","(2.35, 2.68, 2.6660000000000004)","(9.0, 12.5, 12.307692307692308)","(51.0, 100.0, 95.0)","(10.0, 14.5, 14.369565217391305)","(10.0, 13.5, 13.478260869565217)","(20.0, 32.0, 28.714285714285715)","(21.0, 32.0, 30.6)"
11-01-2023 21:10:21.158193,"(2.6, 3.3, 3.2361702127659573)","(2.35, 2.68, 2.646666666666667)","(9.0, 12.5, 12.224137931034482)","(51.0, 110.0, 100.0)","(10.0, 14.5, 14.26923076923077)","(10.0, 13.5, 13.478260869565217)","(20.0, 32.0, 28.59090909090909)","(21.0, 32.0, 30.6)"
11-01-2023 21:10:22.170857,"(2.6, 3.3, 3.256578947368421)","(2.35, 2.68, 2.67)","(9.0, 12.5, 12.224137931034482)","(51.0, 110.0, 100.0)","(10.0, 14.5, 14.26923076923077)","(10.0, 13.5, 13.477777777777778)","(20.0, 32.0, 28.59090909090909)","(21.0, 32.0, 30.526315789473685)"
11-01-2023 21:10:23.139087,"(2.6, 3.3, 3.295238095238095)","(2.35, 2.66, 2.6507692307692308)","(9.0, 12.5, 12.25)","(51.0, 110.0, 100.0)","(10.0, 14.5, 14.26923076923077)","(10.0, 13.5, 13.477777777777778)","(20.0, 32.0, 29.09090909090909)","(21.0, 32.0, 30.526315789473685)"
11-01-2023 21:10:24.151444,"(2.6, 3.3, 3.295238095238095)","(2.35, 2.66, 2.643529411764706)","(9.0, 12.5, 12.25)","(51.0, 110.0, 100.0)","(10.0, 14.5, 14.26923076923077)","(10.0, 13.5, 13.477777777777778)","(20.0, 30.0, 28.615384615384617)","(21.0, 32.0, 30.526315789473685)"
11-01-2023 21:10:25.200054,"(2.6, 3.3, 3.295238095238095)","(2.35, 2.66, 2.6514285714285717)","(9.0, 12.5, 12.25)","(51.0, 110.0, 100.0)","(10.0, 14.5, 14.26923076923077)","(10.0, 13.5, 13.477777777777778)","(20.0, 30.0, 28.615384615384617)","(21.0, 32.0, 30.526315789473685)"
11-01-2023 21:10:26.251973,"(2.6, 3.3, 3.295238095238095)","(2.35, 2.66, 2.6431578947368424)","(9.0, 12.5, 12.1)","(51.0, 110.0, 100.0)","(10.0, 14.5, 14.26923076923077)","(10.0, 13.5, 13.477777777777778)","(20.0, 30.0, 28.615384615384617)","(21.0, 32.0, 30.352941176470587)"
11-01-2023 21:10:27.331148,"(2.6, 3.3, 3.295238095238095)","(2.35, 2.66, 2.6566666666666667)","(9.0, 12.5, 12.1)","(51.0, 110.0, 100.0)","(10.0, 14.5, 14.3)","(10.0, 13.5, 13.477777777777778)","(20.0, 30.0, 27.88888888888889)","(21.0, 32.0, 29.2)"
11-01-2023 21:10:28.444546,"(2.6, 3.3, 3.295238095238095)","(2.35, 2.64, 2.6333333333333333)","(9.0, 12.5, 12.1)","(51.0, 110.0, 97.5)","(10.0, 14.5, 14.3)","(10.0, 13.5, 13.477777777777778)","(20.0, 30.0, 27.47826086956522)","(21.0, 32.0, 29.555555555555557)"
11-01-2023 21:10:29.525106,"(2.6, 3.35, 3.2666666666666666)","(2.35, 2.66, 2.6244444444444444)","(9.0, 12.5, 12.1)","(51.0, 110.0, 97.5)","(10.0, 14.5, 14.3)","(10.0, 13.5, 13.477777777777778)","(20.0, 30.0, 27.58139534883721)","(21.0, 32.0, 28.571428571428573)"
11-01-2023 21:10:30.581212,"(2.6, 3.35, 3.2638297872340427)","(2.35, 2.66, 2.6244444444444444)","(9.0, 12.5, 12.1)","(51.0, 110.0, 97.5)","(10.0, 14.5, 14.3)","(10.0, 13.5, 13.477777777777778)","(20.0, 30.0, 27.47826086956522)","(21.0, 32.0, 29.2)"
11-01-2023 21:10:31.637686,"(2.6, 3.35, 3.2638297872340427)","(2.35, 2.66, 2.624)","(9.0, 12.5, 12.1)","(51.0, 110.0, 97.5)","(10.0, 14.5, 14.3)","(10.0, 13.5, 13.477777777777778)","(20.0, 30.0, 27.4468085106383)","(21.0, 32.0, 30.0)"
11-01-2023 21:10:32.738923,"(2.6, 3.3, 3.273529411764706)","(2.35, 2.66, 2.6564705882352944)","(9.0, 12.5, 12.25)","(51.0, 110.0, 90.0)","(10.0, 14.5, 14.3)","(10.0, 13.5, 13.477777777777778)","(20.0, 30.0, 27.88888888888889)","(21.0, 32.0, 28.88888888888889)"
11-01-2023 21:10:33.806613,"(2.6, 3.3, 3.286206896551724)","(2.35, 2.66, 2.6282352941176472)","(9.0, 12.5, 12.25)","(51.0, 120.0, 90.0)","(10.0, 14.5, 14.3)","(10.0, 13.5, 13.477777777777778)","(20.0, 29.0, 27.37837837837838)","(21.0, 32.0, 29.684210526315788)"
11-01-2023 21:10:34.878245,"(2.6, 3.3, 3.276923076923077)","(2.35, 2.62, 2.6058333333333334)","(9.0, 12.5, 12.354166666666666)","(51.0, 120.0, 90.0)","(10.0, 14.5, 14.3)","(10.0, 13.5, 13.477777777777778)","(20.0, 29.0, 27.37837837837838)","(21.0, 32.0, 28.88888888888889)"
11-01-2023 21:10:35.895490,"(2.6, 3.3, 3.2777777777777777)","(2.35, 2.62, 2.6058064516129034)","(9.0, 12.5, 12.36)","(51.0, 120.0, 90.0)","(10.0, 14.5, 14.3)","(10.0, 13.5, 13.477777777777778)","(20.0, 29.0, 27.37837837837838)","(21.0, 32.0, 29.454545454545453)"
11-01-2023 21:10:36.980141,"(2.6, 3.3, 3.2777777777777777)","(2.35, 2.62, 2.608888888888889)","(9.0, 12.5, 12.36)","(51.0, 110.0, 98.0952380952381)","(10.0, 14.5, 14.3)","(10.0, 13.5, 13.476190476190476)","(20.0, 29.0, 27.37837837837838)","(21.0, 32.0, 28.5)"
11-01-2023 21:10:38.081781,"(2.6, 3.3, 3.2086956521739127)","(2.35, 2.64, 2.626666666666667)","(9.0, 12.5, 12.379310344827585)","(51.0, 110.0, 98.0952380952381)","(10.0, 14.5, 14.736842105263158)","(10.0, 13.5, 13.448717948717949)","(20.0, 29.0, 27.75)","(21.0, 32.0, 29.666666666666668)"
11-01-2023 21:10:39.235004,"(2.6, 3.25, 3.1708333333333334)","(2.35, 2.66, 2.6333333333333333)","(9.0, 12.5, 12.379310344827585)","(51.0, 110.0, 98.0952380952381)","(10.0, 15.0, 14.473684210526315)","(10.0, 13.5, 13.454545454545455)","(20.0, 29.0, 27.75)","(21.0, 32.0, 30.526315789473685)"
11-01-2023 21:10:40.406976,"(2.6, 3.25, 3.1884615384615382)","(2.35, 2.66, 2.626086956521739)","(9.0, 12.5, 12.379310344827585)","(51.0, 110.0, 98.0952380952381)","(10.0, 15.0, 14.583333333333334)","(10.0, 13.5, 13.454545454545455)","(20.0, 29.0, 27.75)","(21.0, 32.0, 30.526315789473685)"
11-01-2023 21:10:41.592874,"(2.6, 3.25, 3.1884615384615382)","(2.35, 2.66, 2.626086956521739)","(9.0, 12.5, 12.379310344827585)","(51.0, 110.0, 98.0952380952381)","(10.0, 15.0, 14.565217391304348)","(10.0, 13.5, 13.458333333333334)","(20.0, 29.0, 27.75)","(21.0, 32.0, 30.526315789473685)"
11-01-2023 21:10:42.748337,"(2.6, 3.25, 3.1884615384615382)","(2.35, 2.66, 2.626086956521739)","(9.0, 12.5, 12.379310344827585)","(51.0, 110.0, 98.0952380952381)","(10.0, 15.0, 14.857142857142858)","(10.0, 13.5, 13.458333333333334)","(20.0, 29.0, 27.75)","(21.0, 32.0, 30.526315789473685)"
11-01-2023 21:10:43.862747,"(2.6, 3.25, 3.1456521739130436)","(2.35, 2.66, 2.64)","(9.0, 12.5, 12.379310344827585)","(51.0, 110.0, 97.5)","(10.0, 15.0, 14.857142857142858)","(10.0, 13.5, 13.458333333333334)","(20.0, 29.0, 27.75)","(21.0, 32.0, 30.526315789473685)"
11-01-2023 21:10:45.017174,"(2.6, 3.25, 3.206818181818182)","(2.35, 2.66, 2.6228571428571428)","(9.0, 12.5, 12.379310344827585)","(51.0, 110.0, 97.5)","(10.0, 15.0, 14.839285714285714)","(10.0, 13.5, 13.459183673469388)","(20.0, 29.0, 27.88888888888889)","(21.0, 32.0, 30.526315789473685)"
11-01-2023 21:10:46.128808,"(2.6, 3.25, 3.161111111111111)","(2.35, 2.66, 2.6342857142857143)","(9.0, 12.0, 11.95)","(51.0, 110.0, 97.5)","(10.0, 15.0, 14.796875)","(10.0, 13.5, 13.459183673469388)","(20.0, 29.0, 27.75)","(21.0, 32.0, 30.526315789473685)"
11-01-2023 21:10:47.254753,"(2.6, 3.25, 3.1456521739130436)","(2.35, 2.68, 2.625)","(9.0, 12.0, 11.95)","(51.0, 110.0, 97.5)","(10.0, 15.0, 14.819444444444445)","(10.0, 13.5, 13.3)","(20.0, 29.0, 27.96969696969697)","(21.0, 32.0, 31.0)"
11-01-2023 21:10:48.365402,"(2.6, 3.25, 3.1576923076923076)","(2.35, 2.62, 2.6176)","(9.0, 12.0, 11.95)","(51.0, 110.0, 97.5)","(10.0, 15.0, 14.819444444444445)","(10.0, 14.0, 13.428571428571429)","(20.0, 29.0, 27.454545454545453)","(21.0, 32.0, 31.045454545454547)"
11-01-2023 21:10:49.386064,"(2.6, 3.3, 3.29453125)","(2.35, 2.66, 2.619615384615385)","(9.0, 12.0, 11.875)","(51.0, 110.0, 97.5)","(10.0, 15.0, 14.819444444444445)","(10.0, 13.5, 13.423076923076923)","(20.0, 29.0, 26.31578947368421)","(21.0, 32.0, 31.045454545454547)"
11-01-2023 21:10:50.473322,"(2.6, 3.3, 3.2785714285714285)","(2.35, 2.66, 2.61875)","(9.0, 12.0, 11.863636363636363)","(51.0, 85.0, 82.67857142857143)","(10.0, 16.0, 15.992)","(10.0, 13.5, 13.458333333333334)","(20.0, 29.0, 26.31578947368421)","(21.0, 32.0, 30.727272727272727)"
11-01-2023 21:10:51.510346,"(2.6, 3.3, 3.2576923076923077)","(2.35, 2.58, 2.5742857142857143)","(9.0, 12.0, 11.38888888888889)","(51.0, 85.0, 82.67857142857143)","(10.0, 16.0, 15.992)","(10.0, 13.5, 13.459183673469388)","(20.0, 29.0, 27.178571428571427)","(21.0, 32.0, 31.043478260869566)"
11-01-2023 21:10:52.596092,"(2.6, 3.35, 3.261111111111111)","(2.35, 2.58, 2.5438709677419356)","(9.0, 12.0, 11.318181818181818)","(51.0, 85.0, 83.75)","(10.0, 16.0, 15.992)","(10.0, 13.5, 13.459183673469388)","(20.0, 29.0, 27.24137931034483)","(21.0, 32.0, 31.043478260869566)"
11-01-2023 21:10:53.789078,"(2.6, 3.35, 3.261764705882353)","(2.35, 2.56, 2.5433333333333334)","(9.0, 12.0, 11.347826086956522)","(51.0, 120.0, 113.68421052631578)","(10.0, 16.0, 15.956140350877194)","(10.0, 14.0, 13.192307692307692)","(20.0, 29.0, 27.3)","(21.0, 32.0, 31.043478260869566)"
