,Fake Magic,Taspinaro,Right Hook,Madetobebroken,Labby Rock,Tennessee Beach,Tricky Mikki,Snowbird,Destiny Force
11-01-2023 13:43:40.714726,"(2.25, 2.8, 2.783333333333333)","(31.0, 38.0, 35.666666666666664)","(6.5, 8.2, 8.0)","(11.0, 16.5, 16.333333333333332)","(17.0, 38.0, 32.0)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3209302325581396)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:43:42.041202,"(2.25, 2.8, 2.783333333333333)","(31.0, 38.0, 35.666666666666664)","(6.5, 8.2, 8.0)","(11.0, 16.5, 16.333333333333332)","(17.0, 38.0, 32.0)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3209302325581396)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:43:43.542361,"(2.25, 2.8, 2.7888888888888888)","(31.0, 38.0, 35.666666666666664)","(6.5, 8.2, 8.0)","(11.0, 16.5, 16.333333333333332)","(17.0, 38.0, 32.0)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3209302325581396)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:43:44.883854,"(2.25, 2.8, 2.7888888888888888)","(31.0, 38.0, 35.666666666666664)","(6.5, 8.2, 8.0)","(11.0, 16.5, 16.333333333333332)","(17.0, 38.0, 32.0)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3209302325581396)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:46.335492,"(2.25, 2.8, 2.7888888888888888)","(31.0, 38.0, 35.666666666666664)","(6.5, 8.2, 8.0)","(11.0, 16.5, 16.333333333333332)","(17.0, 38.0, 32.0)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3209302325581396)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:43:47.636759,"(2.25, 2.8, 2.7888888888888888)","(31.0, 38.0, 35.666666666666664)","(6.5, 8.2, 8.0)","(11.0, 16.5, 16.333333333333332)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.75)","(3.0, 3.4, 3.3209302325581396)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:43:48.788308,"(2.25, 2.8, 2.7888888888888888)","(31.0, 38.0, 35.666666666666664)","(6.5, 8.2, 8.163636363636362)","(11.0, 16.5, 15.818181818181818)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.3)","(3.0, 3.4, 3.3209302325581396)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:43:50.046934,"(2.25, 2.8, 2.7885714285714283)","(31.0, 38.0, 35.666666666666664)","(6.5, 8.2, 8.163636363636362)","(11.0, 16.5, 15.818181818181818)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.3)","(3.0, 3.4, 3.3209302325581396)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:43:51.267677,"(2.25, 2.8, 2.7885714285714283)","(31.0, 38.0, 35.666666666666664)","(6.5, 8.2, 8.163636363636362)","(11.0, 16.5, 15.818181818181818)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.3)","(3.0, 3.4, 3.3209302325581396)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:43:52.507122,"(2.25, 2.8, 2.7885714285714283)","(31.0, 38.0, 35.666666666666664)","(6.5, 8.2, 8.163636363636362)","(11.0, 16.5, 15.818181818181818)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.3)","(3.0, 3.4, 3.3209302325581396)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:43:53.654066,"(2.25, 2.8, 2.7885714285714283)","(31.0, 38.0, 35.666666666666664)","(6.5, 8.2, 8.163636363636362)","(11.0, 16.5, 15.818181818181818)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.3)","(3.0, 3.4, 3.3209302325581396)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:43:54.916683,"(2.25, 2.8, 2.7885714285714283)","(31.0, 38.0, 35.666666666666664)","(6.5, 8.2, 8.163636363636362)","(11.0, 16.5, 15.818181818181818)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.3)","(3.0, 3.4, 3.3209302325581396)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:43:56.101801,"(2.25, 2.8, 2.7885714285714283)","(31.0, 38.0, 35.666666666666664)","(6.5, 8.2, 8.163636363636362)","(11.0, 16.5, 15.818181818181818)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.3)","(3.0, 3.4, 3.3209302325581396)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:43:57.258886,"(2.25, 2.8, 2.7885714285714283)","(31.0, 38.0, 35.666666666666664)","(6.5, 8.2, 8.163636363636362)","(11.0, 16.5, 15.818181818181818)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.3)","(3.0, 3.4, 3.3209302325581396)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:43:58.409448,"(2.25, 2.8, 2.7885714285714283)","(31.0, 38.0, 35.666666666666664)","(6.5, 8.2, 8.163636363636362)","(11.0, 16.5, 15.818181818181818)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.3)","(3.0, 3.4, 3.3209302325581396)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:43:59.522586,"(2.25, 2.8, 2.7885714285714283)","(31.0, 38.0, 35.666666666666664)","(6.5, 8.2, 8.163636363636362)","(11.0, 16.5, 15.818181818181818)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.3)","(3.0, 3.4, 3.319047619047619)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:44:00.726046,"(2.25, 2.8, 2.7885714285714283)","(31.0, 38.0, 35.666666666666664)","(6.5, 8.2, 8.163636363636362)","(11.0, 16.5, 15.818181818181818)","(17.0, 38.0, 34.4)","(13.0, 18.5, 17.3)","(3.0, 3.4, 3.319047619047619)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:44:01.930840,"(2.25, 2.8, 2.7885714285714283)","(31.0, 38.0, 35.666666666666664)","(6.5, 8.2, 8.163636363636362)","(11.0, 16.5, 15.818181818181818)","(17.0, 38.0, 32.0)","(13.0, 18.5, 17.0)","(3.0, 3.4, 3.319047619047619)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:44:03.255577,"(2.25, 2.92, 2.872)","(31.0, 38.0, 35.666666666666664)","(6.5, 8.2, 8.176470588235293)","(11.0, 16.5, 15.818181818181818)","(17.0, 38.0, 32.0)","(13.0, 18.5, 16.76923076923077)","(3.0, 3.4, 3.317391304347826)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 13:44:04.629597,"(2.25, 2.92, 2.873333333333333)","(31.0, 38.0, 34.5)","(6.5, 8.2, 8.176470588235293)","(11.0, 16.5, 15.818181818181818)","(17.0, 38.0, 32.0)","(13.0, 18.5, 17.333333333333332)","(3.0, 3.4, 3.2790849673202613)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 76.0)"
11-01-2023 13:44:05.939667,"(2.25, 2.9, 2.822222222222222)","(31.0, 38.0, 34.5)","(6.5, 8.2, 7.859999999999999)","(11.0, 16.5, 16.0)","(17.0, 38.0, 35.714285714285715)","(13.0, 18.0, 17.727272727272727)","(3.0, 3.3, 3.367272727272727)","(31.0, 46.0, 43.333333333333336)","(61.0, 80.0, 76.0)"
11-01-2023 13:44:07.188659,"(2.25, 2.86, 2.8109090909090906)","(31.0, 38.0, 34.5)","(6.5, 8.0, 7.859999999999999)","(11.0, 16.5, 16.0)","(17.0, 38.0, 35.714285714285715)","(13.0, 18.0, 17.85)","(3.0, 3.4, 3.367272727272727)","(31.0, 46.0, 43.333333333333336)","(61.0, 80.0, 75.38461538461539)"
11-01-2023 13:44:08.411994,"(2.25, 2.84, 2.8126315789473684)","(31.0, 38.0, 34.5)","(6.5, 8.0, 7.859999999999999)","(11.0, 16.5, 16.0)","(17.0, 38.0, 35.714285714285715)","(13.0, 18.0, 17.85)","(3.0, 3.4, 3.359322033898305)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 75.38461538461539)"
11-01-2023 13:44:09.588918,"(2.25, 2.84, 2.8126315789473684)","(31.0, 38.0, 34.5)","(6.5, 8.0, 7.859999999999999)","(11.0, 16.5, 16.264705882352942)","(17.0, 38.0, 35.714285714285715)","(13.0, 18.0, 17.85)","(3.0, 3.4, 3.359322033898305)","(31.0, 46.0, 43.333333333333336)","(61.0, 85.0, 75.38461538461539)"
11-01-2023 13:44:10.830389,"(2.25, 2.84, 2.8126315789473684)","(31.0, 38.0, 34.5)","(6.5, 8.0, 7.859999999999999)","(11.0, 16.5, 16.264705882352942)","(17.0, 38.0, 34.0)","(13.0, 18.0, 17.85)","(3.0, 3.4, 3.359322033898305)","(31.0, 46.0, 43.714285714285715)","(61.0, 85.0, 75.38461538461539)"
11-01-2023 13:44:12.071736,"(2.25, 2.84, 2.8126315789473684)","(31.0, 38.0, 34.5)","(6.5, 8.0, 7.859999999999999)","(11.0, 16.5, 16.264705882352942)","(17.0, 38.0, 34.0)","(13.0, 18.0, 16.75)","(3.0, 3.4, 3.2777777777777777)","(31.0, 46.0, 43.714285714285715)","(61.0, 85.0, 75.38461538461539)"
11-01-2023 13:44:13.307490,"(2.25, 2.84, 2.8126315789473684)","(31.0, 38.0, 34.5)","(6.5, 8.0, 7.859999999999999)","(11.0, 16.5, 16.264705882352942)","(17.0, 38.0, 34.0)","(13.0, 18.0, 16.75)","(3.0, 3.4, 3.2777777777777777)","(31.0, 46.0, 43.714285714285715)","(61.0, 85.0, 75.38461538461539)"
11-01-2023 13:44:14.436707,"(2.25, 2.84, 2.8126315789473684)","(31.0, 38.0, 34.5)","(6.5, 8.0, 7.859999999999999)","(11.0, 16.5, 16.264705882352942)","(17.0, 38.0, 34.0)","(13.0, 18.0, 16.75)","(3.0, 3.4, 3.2777777777777777)","(31.0, 46.0, 43.714285714285715)","(61.0, 85.0, 75.38461538461539)"
11-01-2023 13:44:15.826681,"(2.25, 2.84, 2.8126315789473684)","(31.0, 38.0, 35.333333333333336)","(6.5, 8.0, 7.898245614035088)","(11.0, 16.5, 16.264705882352942)","(18.0, 38.0, 34.0)","(13.0, 18.0, 16.75)","(3.0, 3.4, 3.2777777777777777)","(31.0, 46.0, 43.714285714285715)","(61.0, 85.0, 75.38461538461539)"
11-01-2023 13:44:17.158972,"(2.25, 2.84, 2.8126315789473684)","(31.0, 38.0, 35.333333333333336)","(6.5, 8.0, 7.993103448275862)","(11.0, 16.5, 16.264705882352942)","(18.0, 38.0, 34.0)","(13.0, 18.0, 16.75)","(3.0, 3.4, 3.2777777777777777)","(31.0, 46.0, 43.714285714285715)","(61.0, 85.0, 75.38461538461539)"
11-01-2023 13:44:18.570660,"(2.25, 2.84, 2.8126315789473684)","(31.0, 38.0, 35.333333333333336)","(6.5, 8.0, 7.995348837209303)","(11.0, 16.5, 16.264705882352942)","(18.0, 38.0, 34.0)","(13.0, 18.0, 16.75)","(3.0, 3.4, 3.2777777777777777)","(31.0, 46.0, 43.714285714285715)","(61.0, 85.0, 75.38461538461539)"
11-01-2023 13:44:19.992411,"(2.25, 2.84, 2.8126315789473684)","(31.0, 38.0, 35.333333333333336)","(6.5, 8.0, 7.995348837209303)","(11.0, 16.5, 16.264705882352942)","(18.0, 38.0, 34.0)","(13.0, 18.0, 16.75)","(3.0, 3.4, 3.2777777777777777)","(31.0, 46.0, 43.714285714285715)","(61.0, 85.0, 75.38461538461539)"
11-01-2023 13:44:21.344861,"(2.25, 2.84, 2.8126315789473684)","(31.0, 38.0, 35.333333333333336)","(6.5, 8.0, 7.995348837209303)","(11.0, 16.5, 15.821428571428571)","(18.0, 38.0, 36.0)","(13.0, 18.0, 16.75)","(3.0, 3.4, 3.2777777777777777)","(31.0, 46.0, 43.714285714285715)","(61.0, 85.0, 75.38461538461539)"
11-01-2023 13:44:23.029375,"(2.25, 2.84, 2.8126315789473684)","(31.0, 38.0, 35.333333333333336)","(6.5, 8.0, 7.995348837209303)","(11.0, 16.5, 15.821428571428571)","(18.0, 40.0, 36.0)","(13.0, 18.0, 16.75)","(3.0, 3.4, 3.2777777777777777)","(31.0, 46.0, 43.714285714285715)","(61.0, 85.0, 75.38461538461539)"
11-01-2023 13:44:24.351454,"(2.25, 2.84, 2.8126315789473684)","(31.0, 38.0, 35.333333333333336)","(6.5, 8.0, 7.995348837209303)","(11.0, 16.5, 15.790322580645162)","(18.0, 40.0, 36.0)","(13.0, 18.0, 16.75)","(3.0, 3.4, 3.2777777777777777)","(31.0, 46.0, 43.714285714285715)","(61.0, 85.0, 75.38461538461539)"
11-01-2023 13:44:25.675556,"(2.25, 2.84, 2.8126315789473684)","(31.0, 38.0, 35.333333333333336)","(6.5, 8.0, 7.995348837209303)","(11.0, 16.5, 15.790322580645162)","(18.0, 40.0, 36.0)","(13.0, 18.0, 16.75)","(3.0, 3.4, 3.2777777777777777)","(31.0, 46.0, 43.714285714285715)","(61.0, 85.0, 75.38461538461539)"
11-01-2023 13:44:27.010246,"(2.25, 2.84, 2.8126315789473684)","(31.0, 38.0, 35.333333333333336)","(6.5, 8.2, 8.17142857142857)","(11.0, 16.5, 15.790322580645162)","(18.0, 40.0, 36.0)","(13.0, 18.0, 16.75)","(3.0, 3.35, 3.316666666666667)","(31.0, 46.0, 43.714285714285715)","(61.0, 85.0, 75.38461538461539)"
11-01-2023 13:44:28.523514,"(2.25, 2.84, 2.8266666666666667)","(31.0, 38.0, 35.333333333333336)","(6.5, 8.4, 8.314285714285715)","(11.0, 16.5, 15.166666666666666)","(18.0, 40.0, 36.0)","(13.0, 18.0, 16.75)","(3.0, 3.35, 3.2875)","(31.0, 46.0, 39.142857142857146)","(61.0, 85.0, 75.38461538461539)"
11-01-2023 13:44:29.946142,"(2.25, 2.88, 2.8266666666666667)","(31.0, 38.0, 35.333333333333336)","(6.5, 8.4, 8.314285714285715)","(11.0, 16.5, 15.033333333333333)","(18.0, 40.0, 36.0)","(13.0, 18.0, 16.75)","(3.0, 3.35, 3.25625)","(31.0, 46.0, 39.142857142857146)","(61.0, 85.0, 75.38461538461539)"
11-01-2023 13:44:31.212416,"(2.25, 2.86, 2.82)","(31.0, 38.0, 35.333333333333336)","(6.5, 8.4, 8.35)","(11.0, 16.5, 15.033333333333333)","(18.0, 40.0, 36.0)","(13.0, 18.0, 16.75)","(3.0, 3.35, 3.25625)","(31.0, 46.0, 39.142857142857146)","(61.0, 85.0, 75.38461538461539)"
11-01-2023 13:44:32.439641,"(2.25, 2.88, 2.8252631578947365)","(31.0, 38.0, 35.333333333333336)","(6.5, 8.4, 8.35)","(11.0, 16.5, 15.423076923076923)","(18.0, 40.0, 36.0)","(13.0, 18.0, 16.75)","(3.0, 3.35, 3.25625)","(31.0, 46.0, 39.142857142857146)","(61.0, 85.0, 75.38461538461539)"
11-01-2023 13:44:33.689227,"(2.25, 2.88, 2.8252631578947365)","(31.0, 38.0, 35.333333333333336)","(6.5, 8.4, 8.285714285714286)","(11.0, 16.0, 15.423076923076923)","(18.0, 40.0, 36.0)","(13.0, 18.0, 16.75)","(3.0, 3.35, 3.25625)","(31.0, 46.0, 39.142857142857146)","(61.0, 85.0, 75.38461538461539)"
11-01-2023 13:44:34.965401,"(2.3, 2.88, 2.820869565217391)","(31.0, 38.0, 35.333333333333336)","(6.5, 8.4, 8.285714285714286)","(11.0, 16.0, 15.423076923076923)","(19.0, 40.0, 36.0)","(13.0, 18.0, 16.75)","(3.0, 3.35, 3.25625)","(31.0, 46.0, 39.142857142857146)","(61.0, 85.0, 75.38461538461539)"
11-01-2023 13:44:36.494076,"(2.3, 2.88, 2.832)","(31.0, 38.0, 35.333333333333336)","(6.5, 8.4, 8.32)","(11.0, 16.0, 15.0625)","(19.0, 40.0, 36.0)","(13.0, 18.0, 16.75)","(3.0, 3.35, 3.25625)","(31.0, 46.0, 39.142857142857146)","(61.0, 85.0, 80.0)"
11-01-2023 13:44:37.938755,"(2.3, 2.9, 2.8712)","(31.0, 38.0, 35.333333333333336)","(6.5, 8.4, 8.32)","(11.0, 16.0, 15.0625)","(19.0, 40.0, 36.0)","(13.0, 18.0, 17.166666666666668)","(3.0, 3.35, 3.3295454545454546)","(31.0, 46.0, 39.142857142857146)","(61.0, 85.0, 80.0)"
11-01-2023 13:44:39.392966,"(2.3, 2.86, 2.8851851851851853)","(31.0, 38.0, 34.57142857142857)","(6.5, 8.4, 8.330434782608696)","(11.0, 16.0, 15.0625)","(19.0, 40.0, 36.0)","(13.0, 18.0, 17.166666666666668)","(3.0, 3.35, 3.2750000000000004)","(31.0, 46.0, 40.666666666666664)","(61.0, 85.0, 80.0)"
11-01-2023 13:44:40.655155,"(2.3, 2.9, 2.887037037037037)","(31.0, 38.0, 34.57142857142857)","(6.5, 8.4, 8.24)","(11.0, 16.0, 15.0625)","(19.0, 40.0, 36.0)","(13.0, 18.0, 17.166666666666668)","(3.0, 3.35, 3.25625)","(31.0, 46.0, 39.142857142857146)","(61.0, 85.0, 75.38461538461539)"
11-01-2023 13:44:41.877977,"(2.3, 2.98, 2.8633333333333333)","(31.0, 38.0, 35.2)","(6.5, 8.4, 8.335135135135136)","(11.0, 16.0, 15.0625)","(19.0, 40.0, 36.0)","(13.0, 18.0, 17.166666666666668)","(3.0, 3.35, 3.25625)","(31.0, 46.0, 39.142857142857146)","(61.0, 85.0, 76.66666666666667)"
11-01-2023 13:44:43.172547,"(2.3, 2.96, 2.895)","(31.0, 36.0, 33.5)","(6.5, 8.4, 8.338461538461539)","(11.0, 16.0, 15.0625)","(19.0, 40.0, 36.0)","(13.0, 18.0, 17.166666666666668)","(3.0, 3.35, 3.3472602739726027)","(31.0, 46.0, 40.666666666666664)","(61.0, 85.0, 72.5)"
11-01-2023 13:44:44.390853,"(2.3, 2.94, 2.895)","(31.0, 36.0, 33.86666666666667)","(6.5, 8.4, 8.351020408163265)","(11.0, 16.0, 15.0625)","(19.0, 40.0, 36.0)","(13.0, 18.0, 17.166666666666668)","(3.0, 3.35, 3.3472602739726027)","(31.0, 46.0, 40.666666666666664)","(61.0, 80.0, 72.5)"
11-01-2023 13:44:45.644138,"(2.3, 2.92, 2.813333333333333)","(31.0, 38.0, 34.142857142857146)","(6.5, 8.4, 8.356363636363637)","(11.0, 16.0, 15.0625)","(19.0, 40.0, 36.0)","(13.0, 18.0, 17.166666666666668)","(3.0, 3.35, 3.3472602739726027)","(31.0, 46.0, 40.666666666666664)","(61.0, 80.0, 75.0)"
11-01-2023 13:44:46.878987,"(2.3, 2.92, 2.7828571428571425)","(31.0, 50.0, 35.333333333333336)","(6.5, 8.4, 8.356363636363637)","(11.0, 16.0, 15.3)","(19.0, 40.0, 36.0)","(13.0, 18.0, 17.166666666666668)","(3.0, 3.35, 3.2750000000000004)","(31.0, 46.0, 39.142857142857146)","(61.0, 85.0, 72.5)"
11-01-2023 13:44:48.061223,"(2.3, 2.92, 2.7828571428571425)","(31.0, 46.0, 39.6)","(6.5, 8.4, 8.356363636363637)","(11.0, 15.5, 15.25)","(19.0, 40.0, 36.0)","(13.0, 18.0, 17.166666666666668)","(3.0, 3.35, 3.2750000000000004)","(31.0, 46.0, 39.142857142857146)","(61.0, 80.0, 72.5)"
11-01-2023 13:44:49.335207,"(2.3, 2.92, 2.7828571428571425)","(31.0, 46.0, 40.666666666666664)","(6.5, 8.4, 8.356363636363637)","(11.0, 15.5, 15.25)","(18.0, 40.0, 36.0)","(13.0, 18.0, 17.166666666666668)","(3.0, 3.35, 3.2750000000000004)","(31.0, 46.0, 40.666666666666664)","(61.0, 80.0, 72.5)"
11-01-2023 13:44:50.544892,"(2.3, 2.92, 2.7828571428571425)","(31.0, 46.0, 42.8)","(6.5, 8.4, 8.356363636363637)","(11.0, 15.5, 15.25)","(18.0, 40.0, 36.0)","(13.0, 18.0, 17.166666666666668)","(3.0, 3.35, 3.1961538461538463)","(31.0, 46.0, 39.142857142857146)","(61.0, 80.0, 72.5)"
11-01-2023 13:44:51.854729,"(2.3, 2.92, 2.8200000000000003)","(31.0, 46.0, 42.8)","(6.5, 8.4, 8.388461538461538)","(11.0, 15.5, 14.796296296296296)","(18.0, 40.0, 36.0)","(13.0, 18.0, 17.166666666666668)","(3.0, 3.2, 3.2624999999999997)","(31.0, 46.0, 39.142857142857146)","(61.0, 80.0, 72.5)"
11-01-2023 13:44:53.174468,"(2.3, 2.92, 2.8200000000000003)","(31.0, 46.0, 42.8)","(6.5, 8.4, 8.388461538461538)","(11.0, 15.5, 14.7)","(18.0, 40.0, 36.0)","(13.0, 18.0, 17.166666666666668)","(3.0, 3.4, 3.2624999999999997)","(31.0, 46.0, 40.666666666666664)","(61.0, 80.0, 72.5)"
11-01-2023 13:44:54.351831,"(2.3, 2.86, 2.8)","(31.0, 46.0, 42.0)","(6.5, 8.4, 8.388461538461538)","(11.0, 15.5, 14.863636363636363)","(18.0, 40.0, 35.529411764705884)","(13.0, 18.0, 17.25)","(3.0, 3.4, 3.109090909090909)","(31.0, 46.0, 44.4)","(61.0, 80.0, 75.0)"
11-01-2023 13:44:55.568894,"(2.3, 2.94, 2.765)","(31.0, 46.0, 37.38461538461539)","(6.5, 8.6, 8.494339622641508)","(11.0, 15.5, 14.785714285714286)","(18.0, 44.0, 37.285714285714285)","(13.0, 18.0, 17.4)","(3.0, 3.4, 3.275)","(31.0, 46.0, 38.857142857142854)","(61.0, 80.0, 77.5)"
11-01-2023 13:44:56.759794,"(2.3, 2.94, 2.8223529411764705)","(31.0, 46.0, 36.4)","(6.5, 8.6, 8.494339622641508)","(11.0, 15.5, 14.785714285714286)","(18.0, 38.0, 35.22222222222222)","(13.0, 18.0, 17.4)","(3.0, 3.3, 3.2659090909090907)","(31.0, 46.0, 41.45454545454545)","(61.0, 80.0, 77.5)"
11-01-2023 13:44:57.996014,"(2.3, 2.94, 2.88)","(31.0, 46.0, 36.4)","(6.5, 8.6, 8.445614035087718)","(11.0, 15.5, 15.045454545454545)","(18.0, 38.0, 35.22222222222222)","(13.0, 18.0, 17.4)","(3.0, 3.3, 3.2659090909090907)","(31.0, 46.0, 41.45454545454545)","(61.0, 80.0, 77.5)"
11-01-2023 13:44:59.218997,"(2.3, 2.94, 2.88)","(31.0, 46.0, 36.4)","(6.5, 8.6, 8.445614035087718)","(11.0, 15.5, 15.142857142857142)","(18.0, 38.0, 35.22222222222222)","(13.0, 18.0, 17.428571428571427)","(3.0, 3.3, 3.2659090909090907)","(31.0, 46.0, 41.45454545454545)","(61.0, 80.0, 77.5)"
11-01-2023 13:45:00.399187,"(2.3, 2.94, 2.8873684210526314)","(31.0, 46.0, 36.4)","(6.5, 8.6, 8.445614035087718)","(11.0, 15.5, 15.142857142857142)","(18.0, 38.0, 35.22222222222222)","(13.0, 18.0, 17.0)","(3.0, 3.3, 3.2659090909090907)","(31.0, 46.0, 41.45454545454545)","(61.0, 80.0, 77.5)"
11-01-2023 13:45:01.676745,"(2.3, 2.94, 2.836923076923077)","(31.0, 46.0, 36.4)","(6.5, 8.6, 8.252631578947367)","(11.0, 15.5, 15.142857142857142)","(18.0, 38.0, 35.22222222222222)","(13.0, 18.0, 17.0)","(3.0, 3.3, 3.20625)","(31.0, 46.0, 41.45454545454545)","(61.0, 80.0, 77.0)"
11-01-2023 13:45:03.095573,"(2.3, 2.92, 2.8624)","(31.0, 46.0, 36.4)","(6.5, 8.6, 8.252631578947367)","(11.0, 15.5, 15.045454545454545)","(18.0, 38.0, 35.22222222222222)","(13.0, 18.0, 16.833333333333332)","(3.0, 3.3, 3.20625)","(31.0, 46.0, 41.45454545454545)","(61.0, 80.0, 77.0)"
11-01-2023 13:45:04.456363,"(2.3, 2.92, 2.8276923076923075)","(31.0, 46.0, 36.4)","(6.5, 8.6, 8.252631578947367)","(11.0, 15.5, 15.25)","(18.0, 38.0, 34.42857142857143)","(13.0, 18.0, 17.363636363636363)","(3.0, 3.3, 3.1636363636363636)","(31.0, 46.0, 41.45454545454545)","(61.0, 80.0, 76.25)"
11-01-2023 13:45:05.820481,"(2.3, 2.94, 2.91)","(31.0, 46.0, 40.0)","(6.5, 8.6, 8.047761194029851)","(11.0, 15.5, 15.465753424657533)","(18.0, 38.0, 30.0)","(13.0, 18.0, 17.903225806451612)","(3.0, 3.3, 3.2464285714285714)","(31.0, 46.0, 42.0)","(61.0, 80.0, 71.92307692307692)"
11-01-2023 13:45:07.178898,"(2.3, 2.92, 2.904)","(31.0, 46.0, 37.42857142857143)","(6.5, 8.4, 8.047761194029851)","(11.0, 15.5, 15.465753424657533)","(18.0, 38.0, 30.0)","(13.0, 18.0, 17.903225806451612)","(3.0, 3.3, 3.1999999999999997)","(31.0, 46.0, 39.333333333333336)","(61.0, 80.0, 75.625)"
11-01-2023 13:45:08.371983,"(2.3, 2.92, 2.904)","(31.0, 46.0, 37.42857142857143)","(6.5, 8.4, 8.047761194029851)","(11.0, 15.5, 15.465753424657533)","(18.0, 38.0, 30.0)","(13.0, 18.0, 17.903225806451612)","(3.0, 3.3, 3.218181818181818)","(31.0, 46.0, 39.333333333333336)","(61.0, 80.0, 75.625)"
11-01-2023 13:45:09.614800,"(2.3, 2.92, 2.904)","(31.0, 46.0, 37.42857142857143)","(6.5, 8.4, 8.047761194029851)","(11.0, 15.5, 15.465753424657533)","(18.0, 38.0, 30.5)","(13.0, 18.0, 17.903225806451612)","(3.0, 3.3, 3.20625)","(31.0, 46.0, 42.36363636363636)","(61.0, 80.0, 75.625)"
11-01-2023 13:45:10.912523,"(2.3, 2.92, 2.9155555555555557)","(31.0, 46.0, 37.42857142857143)","(6.5, 8.4, 8.047761194029851)","(11.0, 15.5, 15.465753424657533)","(18.0, 38.0, 30.5)","(13.0, 18.0, 17.903225806451612)","(3.0, 3.3, 3.2147727272727273)","(31.0, 46.0, 42.36363636363636)","(61.0, 80.0, 75.625)"
11-01-2023 13:45:12.210378,"(2.3, 2.92, 2.9155555555555557)","(31.0, 46.0, 37.42857142857143)","(6.5, 8.4, 8.093506493506494)","(11.0, 15.5, 15.465753424657533)","(18.0, 38.0, 30.5)","(13.0, 18.0, 17.903225806451612)","(3.0, 3.3, 3.2147727272727273)","(31.0, 46.0, 42.36363636363636)","(61.0, 80.0, 76.0)"
11-01-2023 13:45:13.442400,"(2.3, 2.92, 2.9155555555555557)","(31.0, 46.0, 37.42857142857143)","(6.5, 8.4, 8.093506493506494)","(11.0, 15.5, 15.465753424657533)","(18.0, 38.0, 30.5)","(13.0, 18.0, 17.903225806451612)","(3.0, 3.3, 3.2147727272727273)","(31.0, 46.0, 42.36363636363636)","(61.0, 80.0, 76.0)"
11-01-2023 13:45:14.734436,"(2.3, 2.92, 2.9155555555555557)","(31.0, 46.0, 37.42857142857143)","(6.5, 8.4, 8.093506493506494)","(11.0, 15.5, 15.465753424657533)","(18.0, 38.0, 30.5)","(13.0, 18.0, 17.903225806451612)","(3.0, 3.3, 3.2147727272727273)","(31.0, 46.0, 42.36363636363636)","(61.0, 80.0, 76.0)"
