,Modulating,Zambora Lola,Kingsbrae Monica,Cherry Chunker,Burn The Edge,Tranquil Lindy,Nangar Candy,Esthers Rose
12-01-2023 11:12:11.109320,"(4.0, 4.6, 4.503225806451613)","(5.5, 8.4, 7.968)","(16.0, 34.0, 30.4)","(18.0, 38.0, 36.0)","(6.0, 8.4, 7.8545454545454545)","(7.0, 14.5, 14.25)","(2.4, 2.62, 2.58)","(26.0, 80.0, 54.09090909090909)"
12-01-2023 11:12:12.208161,"(4.0, 4.6, 4.518518518518518)","(5.5, 8.4, 7.968)","(16.0, 34.0, 30.4)","(18.0, 38.0, 36.0)","(6.0, 8.4, 7.8545454545454545)","(7.0, 14.5, 14.25)","(2.4, 2.6, 2.5523076923076924)","(26.0, 80.0, 64.16666666666667)"
12-01-2023 11:12:13.319699,"(4.0, 4.6, 4.555555555555555)","(5.5, 8.4, 8.08695652173913)","(16.0, 34.0, 30.4)","(18.0, 38.0, 36.0)","(6.0, 8.4, 7.8545454545454545)","(7.0, 14.5, 14.041666666666666)","(2.4, 2.56, 2.55)","(26.0, 80.0, 64.16666666666667)"
12-01-2023 11:12:14.333195,"(4.0, 4.8, 4.66)","(5.5, 8.0, 7.85)","(16.0, 34.0, 30.4)","(18.0, 38.0, 36.0)","(6.0, 8.4, 7.8545454545454545)","(7.0, 15.5, 14.447368421052632)","(2.4, 2.58, 2.5636363636363635)","(26.0, 80.0, 64.16666666666667)"
12-01-2023 11:12:15.464391,"(4.0, 4.8, 4.706666666666666)","(5.5, 8.0, 7.8)","(16.0, 34.0, 30.4)","(18.0, 38.0, 36.857142857142854)","(6.0, 8.4, 7.8545454545454545)","(7.0, 15.5, 14.447368421052632)","(2.4, 2.58, 2.5636363636363635)","(26.0, 80.0, 64.16666666666667)"
12-01-2023 11:12:16.546545,"(4.0, 4.8, 4.745454545454545)","(5.5, 8.0, 7.8)","(16.0, 34.0, 30.4)","(18.0, 38.0, 36.0)","(6.0, 8.4, 7.8545454545454545)","(7.0, 15.5, 14.447368421052632)","(2.4, 2.58, 2.55)","(26.0, 80.0, 64.16666666666667)"
12-01-2023 11:12:17.580117,"(4.0, 4.8, 4.699999999999999)","(5.5, 8.0, 7.8)","(16.0, 34.0, 30.4)","(18.0, 38.0, 36.0)","(6.0, 8.4, 7.938461538461539)","(7.0, 15.5, 14.447368421052632)","(2.4, 2.58, 2.5636363636363635)","(26.0, 80.0, 54.09090909090909)"
12-01-2023 11:12:18.730957,"(4.0, 4.8, 4.745454545454545)","(5.5, 8.0, 7.8)","(16.0, 34.0, 30.4)","(18.0, 38.0, 36.857142857142854)","(6.0, 8.4, 7.966666666666667)","(7.0, 15.5, 14.447368421052632)","(2.4, 2.58, 2.556923076923077)","(26.0, 80.0, 62.407407407407405)"
12-01-2023 11:12:19.847000,"(4.0, 4.8, 4.7555555555555555)","(5.5, 8.0, 7.782608695652174)","(16.0, 34.0, 30.4)","(18.0, 38.0, 36.0)","(6.0, 8.4, 7.966666666666667)","(7.0, 15.5, 14.433333333333334)","(2.4, 2.58, 2.5345454545454547)","(26.0, 80.0, 64.6774193548387)"
12-01-2023 11:12:20.876550,"(4.0, 4.8, 4.76)","(5.5, 8.0, 7.5636363636363635)","(16.0, 34.0, 30.4)","(18.0, 38.0, 36.0)","(6.0, 8.4, 8.04)","(7.0, 15.5, 14.416666666666666)","(2.4, 2.6, 2.513333333333333)","(26.0, 80.0, 68.6)"
12-01-2023 11:12:21.954361,"(4.0, 4.8, 4.753846153846154)","(5.5, 8.6, 8.1)","(16.0, 34.0, 30.4)","(18.0, 38.0, 36.857142857142854)","(6.0, 8.4, 8.04)","(7.0, 14.5, 14.416666666666666)","(2.4, 2.56, 2.4914285714285715)","(26.0, 80.0, 68.6)"
12-01-2023 11:12:23.077426,"(4.0, 4.9, 4.7153846153846155)","(5.5, 8.6, 7.984615384615385)","(16.0, 34.0, 30.4)","(18.0, 38.0, 36.0)","(6.0, 8.4, 8.04)","(7.0, 14.5, 14.333333333333334)","(2.4, 2.56, 2.5142857142857142)","(26.0, 80.0, 68.6)"
12-01-2023 11:12:24.145210,"(3.9, 4.9, 4.790909090909091)","(5.5, 8.6, 8.054545454545455)","(17.0, 34.0, 30.4)","(19.0, 38.0, 36.0)","(6.0, 8.4, 8.04)","(7.5, 14.5, 14.333333333333334)","(2.4, 2.56, 2.5142857142857142)","(26.0, 80.0, 68.6)"
12-01-2023 11:12:25.246086,"(3.9, 4.9, 4.825)","(5.5, 8.6, 8.2)","(17.0, 34.0, 30.4)","(19.0, 38.0, 36.0)","(6.0, 8.4, 8.04)","(7.5, 14.5, 14.4)","(2.4, 2.56, 2.5142857142857142)","(26.0, 80.0, 68.6)"
12-01-2023 11:12:26.371579,"(3.9, 4.9, 4.825)","(5.5, 8.6, 8.314285714285713)","(17.0, 34.0, 30.2)","(19.0, 38.0, 27.916666666666668)","(6.0, 8.4, 8.115789473684211)","(7.5, 14.5, 14.166666666666666)","(2.4, 2.56, 2.5142857142857142)","(26.0, 80.0, 61.0)"
12-01-2023 11:12:27.458224,"(3.9, 4.9, 4.78421052631579)","(5.5, 8.6, 7.9230769230769225)","(17.0, 34.0, 30.2)","(19.0, 38.0, 27.916666666666668)","(6.0, 8.4, 8.1)","(7.5, 15.5, 13.785714285714286)","(2.4, 2.56, 2.4941176470588236)","(26.0, 80.0, 61.0)"
12-01-2023 11:12:28.497458,"(3.9, 4.9, 4.742857142857143)","(5.5, 8.6, 8.128571428571428)","(17.0, 34.0, 30.2)","(19.0, 38.0, 34.61538461538461)","(6.0, 8.4, 8.1)","(7.5, 14.5, 13.785714285714286)","(2.4, 2.56, 2.4941176470588236)","(26.0, 80.0, 61.0)"
12-01-2023 11:12:29.499690,"(3.9, 4.9, 4.742857142857143)","(5.5, 8.6, 8.1125)","(17.0, 34.0, 30.2)","(19.0, 38.0, 31.63157894736842)","(6.0, 8.4, 8.13)","(7.5, 14.5, 13.710526315789474)","(2.4, 2.56, 2.495)","(26.0, 80.0, 68.125)"
12-01-2023 11:12:30.561180,"(3.9, 5.0, 4.872)","(5.5, 8.6, 8.31111111111111)","(17.0, 34.0, 30.2)","(19.0, 38.0, 32.666666666666664)","(6.0, 8.4, 8.13)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.52, 2.495)","(26.0, 80.0, 68.125)"
12-01-2023 11:12:31.634761,"(3.9, 5.0, 4.884848484848485)","(5.5, 8.6, 8.31111111111111)","(17.0, 34.0, 30.2)","(19.0, 38.0, 27.647058823529413)","(6.0, 8.4, 8.1)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.52, 2.495)","(26.0, 80.0, 68.125)"
12-01-2023 11:12:32.738125,"(3.9, 5.0, 4.884848484848485)","(5.5, 8.6, 8.31111111111111)","(17.0, 34.0, 30.2)","(19.0, 38.0, 32.48275862068966)","(6.0, 8.4, 8.1)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.52, 2.523673469387755)","(26.0, 80.0, 68.125)"
12-01-2023 11:12:33.767260,"(3.9, 4.9, 4.882352941176471)","(5.5, 8.6, 8.31111111111111)","(17.0, 34.0, 28.483870967741936)","(19.0, 38.0, 32.642857142857146)","(6.0, 8.4, 8.13)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.54, 2.49)","(26.0, 80.0, 68.125)"
12-01-2023 11:12:34.801684,"(3.9, 4.9, 4.866666666666667)","(5.5, 8.8, 8.575)","(17.0, 34.0, 28.483870967741936)","(19.0, 38.0, 33.45454545454545)","(6.0, 8.4, 8.13)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.52, 2.502)","(26.0, 80.0, 61.0)"
12-01-2023 11:12:35.822260,"(3.9, 4.9, 4.878571428571429)","(5.5, 8.8, 8.436363636363637)","(17.0, 34.0, 28.483870967741936)","(19.0, 38.0, 33.45454545454545)","(6.0, 8.4, 8.13)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.52, 2.49)","(26.0, 80.0, 61.0)"
12-01-2023 11:12:36.888726,"(3.9, 4.9, 4.878571428571429)","(5.5, 8.8, 8.533333333333333)","(17.0, 34.0, 28.483870967741936)","(19.0, 38.0, 33.45454545454545)","(6.0, 8.4, 8.13)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.52, 2.4779999999999998)","(26.0, 80.0, 61.0)"
12-01-2023 11:12:38.037838,"(3.9, 4.9, 4.878571428571429)","(5.5, 8.8, 8.430769230769231)","(17.0, 34.0, 28.483870967741936)","(19.0, 38.0, 33.45454545454545)","(6.0, 8.4, 8.13)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.52, 2.4771428571428573)","(26.0, 80.0, 68.125)"
12-01-2023 11:12:39.154378,"(3.9, 4.9, 4.88421052631579)","(5.5, 8.8, 8.553846153846154)","(17.0, 34.0, 28.483870967741936)","(19.0, 38.0, 33.45454545454545)","(6.0, 8.4, 8.13)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.5, 2.4845714285714284)","(26.0, 80.0, 68.125)"
12-01-2023 11:12:40.190645,"(3.9, 4.9, 4.878571428571429)","(5.5, 9.4, 8.65)","(17.0, 34.0, 28.483870967741936)","(19.0, 38.0, 33.45454545454545)","(6.0, 8.4, 8.13)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.5, 2.4845714285714284)","(26.0, 80.0, 68.125)"
12-01-2023 11:12:41.297549,"(3.9, 4.9, 4.878571428571429)","(5.5, 8.8, 8.75)","(17.0, 34.0, 28.483870967741936)","(19.0, 38.0, 33.45454545454545)","(6.0, 8.4, 8.13)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.5, 2.492)","(26.0, 80.0, 68.125)"
12-01-2023 11:12:42.421353,"(3.9, 5.0, 4.891666666666667)","(5.5, 8.8, 8.75)","(17.0, 34.0, 28.483870967741936)","(19.0, 38.0, 33.45454545454545)","(6.0, 8.4, 8.13)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.5, 2.4845714285714284)","(26.0, 80.0, 68.125)"
12-01-2023 11:12:43.511264,"(3.9, 5.0, 4.92)","(5.5, 8.8, 8.75)","(17.0, 34.0, 28.483870967741936)","(19.0, 38.0, 33.45454545454545)","(6.0, 8.4, 8.13)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.5, 2.4842105263157896)","(26.0, 80.0, 63.035714285714285)"
12-01-2023 11:12:44.582899,"(3.9, 4.9, 4.8625)","(5.5, 9.4, 8.553846153846154)","(17.0, 34.0, 27.666666666666668)","(19.0, 38.0, 33.45454545454545)","(6.0, 8.4, 8.13)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.5, 2.4766666666666666)","(26.0, 80.0, 61.0)"
12-01-2023 11:12:45.654331,"(3.9, 4.8, 4.74)","(5.5, 9.4, 8.883870967741936)","(17.0, 34.0, 29.0)","(19.0, 38.0, 33.45454545454545)","(6.0, 8.4, 8.13)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.52, 2.4736363636363636)","(26.0, 80.0, 61.0)"
12-01-2023 11:12:46.767232,"(3.9, 4.8, 4.74)","(5.5, 9.4, 8.92)","(17.0, 32.0, 28.5)","(19.0, 38.0, 34.44736842105263)","(6.0, 8.4, 8.08695652173913)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.52, 2.4785714285714286)","(26.0, 80.0, 68.125)"
12-01-2023 11:12:47.766352,"(3.9, 4.9, 4.805263157894737)","(5.5, 9.4, 8.950000000000001)","(17.0, 32.0, 28.5)","(19.0, 38.0, 34.25)","(6.0, 8.4, 8.08695652173913)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.5, 2.459285714285714)","(26.0, 80.0, 68.125)"
12-01-2023 11:12:48.728066,"(3.9, 4.9, 4.800000000000001)","(5.5, 9.4, 9.0)","(17.0, 32.0, 28.15)","(19.0, 38.0, 34.44736842105263)","(6.0, 8.4, 8.08695652173913)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.5, 2.459285714285714)","(26.0, 80.0, 68.125)"
12-01-2023 11:12:49.707793,"(3.9, 4.9, 4.833333333333334)","(5.5, 9.4, 9.0)","(17.0, 32.0, 28.15)","(19.0, 38.0, 34.44736842105263)","(6.0, 8.4, 8.08695652173913)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.5, 2.4504347826086956)","(26.0, 80.0, 68.125)"
12-01-2023 11:12:50.747857,"(3.9, 4.9, 4.800000000000001)","(5.5, 9.4, 8.950000000000001)","(17.0, 32.0, 28.15)","(19.0, 38.0, 34.44736842105263)","(6.0, 8.4, 8.08695652173913)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.5, 2.4504347826086956)","(26.0, 80.0, 68.125)"
12-01-2023 11:12:51.807814,"(3.9, 4.9, 4.833333333333334)","(5.5, 9.4, 8.950000000000001)","(17.0, 32.0, 28.15)","(19.0, 38.0, 33.90909090909091)","(6.0, 8.4, 8.08695652173913)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.5, 2.4504347826086956)","(26.0, 80.0, 61.0)"
12-01-2023 11:12:52.891849,"(3.9, 4.9, 4.7846153846153845)","(5.5, 9.4, 8.76)","(17.0, 32.0, 28.15)","(19.0, 38.0, 33.90909090909091)","(6.0, 8.4, 8.13)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.5, 2.4504347826086956)","(26.0, 80.0, 61.0)"
12-01-2023 11:12:53.861085,"(3.9, 4.9, 4.842857142857143)","(5.5, 9.4, 8.907692307692308)","(17.0, 32.0, 28.15)","(19.0, 38.0, 33.90909090909091)","(6.0, 8.4, 8.13)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.5, 2.484864864864865)","(26.0, 80.0, 61.0)"
12-01-2023 11:12:54.884019,"(3.9, 4.9, 4.7125)","(5.5, 9.4, 9.044444444444444)","(17.0, 32.0, 28.15)","(19.0, 38.0, 33.90909090909091)","(6.0, 8.4, 8.13)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.5, 2.484864864864865)","(26.0, 80.0, 61.0)"
12-01-2023 11:12:55.894130,"(3.9, 4.9, 4.7846153846153845)","(5.5, 9.4, 9.044444444444444)","(17.0, 32.0, 28.15)","(19.0, 38.0, 33.90909090909091)","(6.0, 8.4, 8.08695652173913)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.5, 2.5144827586206895)","(26.0, 80.0, 68.125)"
12-01-2023 11:12:56.938561,"(3.9, 4.9, 4.833333333333334)","(5.5, 9.4, 9.03076923076923)","(17.0, 32.0, 27.5)","(19.0, 38.0, 33.17857142857143)","(6.0, 8.4, 8.08695652173913)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.52, 2.5347826086956524)","(26.0, 80.0, 67.77777777777777)"
12-01-2023 11:12:57.982993,"(3.9, 4.9, 4.842857142857143)","(5.5, 9.4, 8.963636363636363)","(17.0, 32.0, 27.5)","(19.0, 38.0, 33.714285714285715)","(6.0, 8.4, 8.08695652173913)","(7.5, 14.5, 13.428571428571429)","(2.4, 2.54, 2.5347826086956524)","(26.0, 80.0, 68.125)"
12-01-2023 11:12:58.974977,"(3.9, 4.9, 4.866666666666667)","(5.5, 9.0, 8.866666666666667)","(17.0, 32.0, 27.5)","(19.0, 38.0, 33.714285714285715)","(6.0, 8.4, 8.08695652173913)","(7.5, 14.5, 13.5)","(2.4, 2.54, 2.5314285714285716)","(26.0, 80.0, 68.125)"
12-01-2023 11:13:00.032772,"(3.9, 4.9, 4.816666666666666)","(5.5, 9.4, 9.0)","(17.0, 32.0, 27.5)","(19.0, 38.0, 33.714285714285715)","(6.0, 8.4, 8.08695652173913)","(7.5, 14.5, 13.5)","(2.4, 2.54, 2.5184615384615383)","(26.0, 80.0, 68.125)"
12-01-2023 11:13:01.078301,"(3.9, 4.9, 4.828571428571429)","(5.5, 9.0, 8.83529411764706)","(17.0, 32.0, 26.52173913043478)","(19.0, 38.0, 34.12903225806451)","(6.0, 8.4, 8.08695652173913)","(7.5, 14.5, 13.5)","(2.4, 2.56, 2.5141176470588236)","(26.0, 80.0, 60.3448275862069)"
12-01-2023 11:13:02.212468,"(3.9, 4.9, 4.7846153846153845)","(5.5, 9.0, 8.83529411764706)","(17.0, 32.0, 27.333333333333332)","(19.0, 38.0, 34.12903225806451)","(6.0, 8.4, 8.08695652173913)","(7.5, 14.5, 13.5)","(2.4, 2.56, 2.5141176470588236)","(26.0, 80.0, 56.25)"
12-01-2023 11:13:03.318302,"(3.9, 4.9, 4.7125)","(5.5, 9.0, 8.83529411764706)","(17.0, 32.0, 27.333333333333332)","(19.0, 38.0, 34.12903225806451)","(6.0, 8.4, 8.08695652173913)","(7.5, 14.5, 13.5)","(2.4, 2.56, 2.517777777777778)","(26.0, 80.0, 56.25)"
12-01-2023 11:13:04.480369,"(3.9, 4.9, 4.7846153846153845)","(5.5, 9.0, 8.933333333333334)","(17.0, 32.0, 27.1)","(19.0, 38.0, 34.12903225806451)","(6.0, 8.4, 8.08695652173913)","(7.5, 14.5, 13.5)","(2.4, 2.54, 2.5)","(26.0, 80.0, 64.8)"
12-01-2023 11:13:05.636227,"(3.9, 4.9, 4.800000000000001)","(5.5, 9.0, 8.933333333333334)","(17.0, 32.0, 27.333333333333332)","(19.0, 38.0, 34.12903225806451)","(6.0, 8.4, 8.08695652173913)","(7.5, 14.5, 13.5)","(2.4, 2.52, 2.504)","(26.0, 80.0, 64.8)"
12-01-2023 11:13:06.740697,"(3.9, 4.9, 4.800000000000001)","(5.5, 9.0, 8.83529411764706)","(17.0, 32.0, 27.333333333333332)","(19.0, 38.0, 34.12903225806451)","(6.0, 8.4, 8.13)","(7.5, 14.5, 13.5)","(2.4, 2.52, 2.504)","(26.0, 80.0, 64.8)"
12-01-2023 11:13:07.794116,"(3.9, 4.9, 4.833333333333334)","(5.5, 9.0, 8.933333333333334)","(17.0, 32.0, 27.333333333333332)","(19.0, 38.0, 34.12903225806451)","(6.0, 8.4, 8.13)","(7.5, 14.5, 13.5)","(2.4, 2.52, 2.504)","(26.0, 80.0, 64.8)"
12-01-2023 11:13:08.884785,"(3.9, 4.9, 4.800000000000001)","(5.5, 9.0, 8.933333333333334)","(17.0, 32.0, 27.333333333333332)","(19.0, 38.0, 34.12903225806451)","(6.0, 8.4, 8.08695652173913)","(7.5, 14.5, 13.5)","(2.4, 2.52, 2.506666666666667)","(26.0, 80.0, 64.8)"
12-01-2023 11:13:09.954926,"(3.9, 4.9, 4.833333333333334)","(5.5, 9.0, 8.933333333333334)","(17.0, 32.0, 27.1)","(19.0, 38.0, 34.12903225806451)","(6.0, 8.4, 8.08695652173913)","(7.5, 14.5, 13.5)","(2.4, 2.54, 2.498823529411765)","(26.0, 80.0, 56.25)"
12-01-2023 11:13:11.016813,"(4.0, 4.9, 4.669230769230769)","(5.5, 9.0, 8.933333333333334)","(17.0, 32.0, 27.5)","(19.0, 38.0, 34.12903225806451)","(6.0, 8.4, 8.08695652173913)","(8.0, 14.5, 13.5)","(2.35, 2.56, 2.498823529411765)","(26.0, 80.0, 56.25)"
12-01-2023 11:13:12.144762,"(4.0, 4.9, 4.733333333333333)","(5.5, 9.0, 8.83529411764706)","(17.0, 32.0, 27.5)","(19.0, 38.0, 34.12903225806451)","(6.0, 8.4, 8.08695652173913)","(8.0, 14.5, 13.5)","(2.35, 2.56, 2.498823529411765)","(26.0, 80.0, 56.25)"
12-01-2023 11:13:13.242873,"(4.0, 4.9, 4.669230769230769)","(5.5, 9.0, 8.933333333333334)","(17.0, 32.0, 27.5)","(19.0, 38.0, 34.12903225806451)","(6.0, 8.4, 8.08695652173913)","(8.0, 14.5, 13.5)","(2.35, 2.56, 2.5)","(26.0, 80.0, 64.8)"
12-01-2023 11:13:14.300687,"(4.0, 4.9, 4.800000000000001)","(5.5, 9.0, 8.933333333333334)","(17.0, 32.0, 27.5)","(19.0, 38.0, 34.12903225806451)","(6.0, 8.4, 8.08695652173913)","(8.0, 14.5, 13.5)","(2.35, 2.52, 2.5)","(26.0, 80.0, 65.92592592592592)"
12-01-2023 11:13:15.336258,"(4.0, 4.9, 4.766666666666667)","(5.5, 9.0, 8.896296296296295)","(17.0, 32.0, 27.5)","(19.0, 38.0, 34.12903225806451)","(6.0, 8.4, 8.08695652173913)","(8.0, 14.5, 13.5)","(2.35, 2.52, 2.572)","(26.0, 80.0, 65.33333333333333)"
12-01-2023 11:13:16.349347,"(4.0, 4.9, 4.800000000000001)","(5.5, 9.0, 8.963636363636363)","(17.0, 32.0, 26.575)","(19.0, 38.0, 33.04761904761905)","(6.0, 8.4, 8.162790697674419)","(8.0, 14.5, 13.5)","(2.35, 2.58, 2.5633333333333335)","(26.0, 80.0, 65.33333333333333)"
12-01-2023 11:13:17.378395,"(4.0, 4.9, 4.766666666666667)","(5.5, 9.0, 8.896296296296295)","(17.0, 32.0, 26.575)","(19.0, 38.0, 33.04761904761905)","(6.0, 8.4, 8.162790697674419)","(8.0, 14.5, 13.454545454545455)","(2.35, 2.58, 2.5468965517241378)","(26.0, 80.0, 65.33333333333333)"
12-01-2023 11:13:18.420101,"(4.0, 4.9, 4.766666666666667)","(5.5, 9.0, 8.963636363636363)","(17.0, 32.0, 26.575)","(19.0, 38.0, 33.04761904761905)","(6.0, 8.4, 8.2)","(8.0, 14.0, 13.454545454545455)","(2.35, 2.58, 2.5382608695652173)","(26.0, 80.0, 62.4)"
12-01-2023 11:13:19.509259,"(4.0, 4.9, 4.75)","(5.5, 9.0, 8.963636363636363)","(17.0, 32.0, 26.575)","(19.0, 38.0, 33.1219512195122)","(6.0, 8.4, 8.2)","(8.0, 14.0, 13.416666666666666)","(2.35, 2.58, 2.5382608695652173)","(26.0, 80.0, 62.4)"
12-01-2023 11:13:20.495737,"(4.0, 4.8, 4.753846153846154)","(5.5, 9.0, 8.896296296296295)","(17.0, 32.0, 26.575)","(19.0, 38.0, 33.1219512195122)","(6.0, 8.4, 8.2)","(8.0, 14.0, 13.416666666666666)","(2.35, 2.58, 2.5382608695652173)","(26.0, 80.0, 62.4)"
12-01-2023 11:13:21.533149,"(4.0, 4.8, 4.725)","(5.5, 9.0, 8.963636363636363)","(17.0, 32.0, 26.575)","(19.0, 38.0, 33.1219512195122)","(6.0, 8.4, 8.2)","(8.0, 14.0, 12.571428571428571)","(2.35, 2.58, 2.5382608695652173)","(26.0, 80.0, 61.904761904761905)"
12-01-2023 11:13:22.613489,"(4.0, 4.8, 4.776923076923077)","(5.5, 9.0, 8.896296296296295)","(17.0, 32.0, 26.575)","(19.0, 38.0, 33.1219512195122)","(6.0, 8.4, 8.2)","(8.0, 13.0, 12.5)","(2.35, 2.58, 2.5382608695652173)","(26.0, 80.0, 62.72727272727273)"
12-01-2023 11:13:23.748523,"(4.0, 4.9, 4.800000000000001)","(5.5, 9.0, 8.963636363636363)","(17.0, 32.0, 26.575)","(19.0, 38.0, 33.1219512195122)","(6.0, 8.4, 8.2)","(8.0, 13.0, 12.5)","(2.35, 2.58, 2.5382608695652173)","(26.0, 80.0, 62.4)"
12-01-2023 11:13:24.888014,"(4.0, 4.9, 4.805263157894737)","(5.5, 9.0, 8.896296296296295)","(17.0, 32.0, 26.575)","(19.0, 38.0, 33.1219512195122)","(6.0, 8.4, 8.094117647058823)","(8.0, 13.0, 12.5)","(2.35, 2.58, 2.570909090909091)","(26.0, 80.0, 62.4)"
12-01-2023 11:13:25.990380,"(4.0, 4.9, 4.771428571428571)","(5.5, 8.6, 8.4)","(17.0, 32.0, 27.105263157894736)","(19.0, 38.0, 33.578947368421055)","(6.0, 8.4, 8.14)","(8.0, 13.0, 12.5)","(2.35, 2.6, 2.570909090909091)","(26.0, 80.0, 62.72727272727273)"
12-01-2023 11:13:27.043925,"(4.0, 4.9, 4.800000000000001)","(5.5, 8.6, 8.142857142857142)","(17.0, 32.0, 27.105263157894736)","(19.0, 38.0, 33.578947368421055)","(6.0, 8.4, 8.233333333333334)","(8.0, 13.0, 12.5)","(2.35, 2.6, 2.570909090909091)","(26.0, 80.0, 62.72727272727273)"
12-01-2023 11:13:28.059057,"(4.0, 4.9, 4.816666666666666)","(5.5, 8.6, 7.888888888888888)","(17.0, 32.0, 27.2)","(19.0, 38.0, 33.05882352941177)","(6.0, 8.4, 8.6)","(8.0, 13.0, 12.5)","(2.35, 2.6, 2.570909090909091)","(26.0, 80.0, 62.4)"
12-01-2023 11:13:29.144315,"(4.0, 4.9, 4.7875)","(5.5, 8.6, 7.888888888888888)","(17.0, 32.0, 27.2)","(19.0, 38.0, 33.45945945945946)","(6.0, 8.8, 8.725000000000001)","(8.0, 13.0, 12.5)","(2.35, 2.6, 2.570909090909091)","(26.0, 80.0, 62.72727272727273)"
12-01-2023 11:13:30.205995,"(4.0, 5.0, 4.685714285714285)","(5.5, 8.6, 7.9411764705882355)","(17.0, 32.0, 27.2)","(19.0, 38.0, 33.45945945945946)","(6.0, 8.8, 8.725000000000001)","(8.0, 13.0, 12.285714285714286)","(2.35, 2.6, 2.570909090909091)","(26.0, 80.0, 62.72727272727273)"
12-01-2023 11:13:31.236885,"(4.0, 4.8, 4.786666666666666)","(5.5, 8.6, 8.270588235294117)","(17.0, 32.0, 27.2)","(19.0, 38.0, 32.87179487179487)","(6.0, 8.8, 8.725000000000001)","(8.0, 12.5, 12.285714285714286)","(2.35, 2.6, 2.570909090909091)","(26.0, 80.0, 61.904761904761905)"
12-01-2023 11:13:32.329518,"(4.0, 5.0, 4.733333333333333)","(5.5, 8.6, 8.270588235294117)","(17.0, 32.0, 26.833333333333332)","(19.0, 38.0, 32.87179487179487)","(6.0, 8.8, 8.725000000000001)","(8.0, 12.5, 12.285714285714286)","(2.35, 2.6, 2.570909090909091)","(26.0, 80.0, 62.35294117647059)"
12-01-2023 11:13:33.345536,"(4.0, 5.0, 4.775)","(5.5, 8.6, 8.270588235294117)","(17.0, 32.0, 25.97222222222222)","(19.0, 38.0, 32.87179487179487)","(6.0, 8.8, 8.725000000000001)","(8.0, 12.5, 12.285714285714286)","(2.35, 2.6, 2.570909090909091)","(26.0, 80.0, 61.666666666666664)"
12-01-2023 11:13:34.366560,"(4.0, 5.0, 4.871428571428572)","(5.5, 8.6, 8.32)","(17.0, 30.0, 29.166666666666668)","(19.0, 38.0, 32.87179487179487)","(6.0, 8.8, 8.725000000000001)","(8.0, 12.5, 12.285714285714286)","(2.35, 2.6, 2.570909090909091)","(26.0, 80.0, 61.666666666666664)"
12-01-2023 11:13:35.396633,"(4.0, 5.0, 4.775)","(5.5, 8.6, 8.32)","(17.0, 30.0, 26.25)","(19.0, 38.0, 32.87179487179487)","(6.0, 8.8, 8.753846153846155)","(8.0, 12.5, 12.4)","(2.35, 2.6, 2.570909090909091)","(26.0, 80.0, 61.666666666666664)"
12-01-2023 11:13:36.507044,"(4.0, 5.0, 4.824137931034483)","(5.5, 8.6, 8.133333333333333)","(17.0, 30.0, 26.25)","(19.0, 38.0, 32.87179487179487)","(6.0, 8.8, 8.753846153846155)","(8.0, 13.0, 12.4)","(2.35, 2.6, 2.570909090909091)","(26.0, 80.0, 61.666666666666664)"
12-01-2023 11:13:37.583734,"(4.0, 5.0, 4.844)","(5.5, 8.6, 8.23157894736842)","(17.0, 30.0, 26.25)","(19.0, 38.0, 32.87179487179487)","(6.0, 8.8, 8.753846153846155)","(8.0, 13.0, 12.4)","(2.35, 2.6, 2.570909090909091)","(26.0, 80.0, 61.666666666666664)"
12-01-2023 11:13:38.682143,"(4.0, 5.0, 4.844)","(5.5, 8.6, 8.04)","(17.0, 30.0, 25.833333333333332)","(19.0, 38.0, 37.46666666666667)","(6.0, 8.8, 8.765714285714287)","(8.0, 13.0, 12.285714285714286)","(2.35, 2.6, 2.5573333333333332)","(26.0, 80.0, 61.666666666666664)"
