,Maxima,Diamond Neena,Clarks A Lark,Nighthawk Jink,Homebush Sparkle,Homebush Bentley,Know Gloating,Sozins Royal
05-01-2023 13:58:08.092350,"(2.4, 2.82, 2.69)","(3.3, 4.8, 4.553703703703704)","(5.5, 9.2, 8.399999999999999)","(5.5, 8.8, 8.072000000000001)","(9.0, 20.0, 16.347826086956523)","(31.0, 180.0, 69.0)","(31.0, 180.0, 117.42857142857143)","(31.0, 220.0, 190.96774193548387)"
05-01-2023 13:58:09.137482,"(2.4, 2.82, 2.651764705882353)","(3.3, 4.8, 4.44375)","(5.5, 9.2, 8.399999999999999)","(5.5, 8.8, 8.072000000000001)","(9.0, 19.5, 18.69642857142857)","(31.0, 180.0, 69.0)","(31.0, 180.0, 117.42857142857143)","(31.0, 220.0, 190.96774193548387)"
05-01-2023 13:58:10.243768,"(2.4, 2.82, 2.651764705882353)","(3.3, 4.8, 4.44375)","(5.5, 9.2, 8.399999999999999)","(5.5, 8.8, 8.072000000000001)","(9.0, 19.5, 18.69642857142857)","(31.0, 180.0, 69.0)","(31.0, 180.0, 117.42857142857143)","(31.0, 220.0, 190.96774193548387)"
05-01-2023 13:58:11.285693,"(2.4, 2.82, 2.651764705882353)","(3.3, 4.8, 4.44375)","(5.5, 9.2, 8.399999999999999)","(5.5, 8.8, 8.072000000000001)","(9.0, 19.5, 18.69642857142857)","(31.0, 180.0, 69.0)","(31.0, 180.0, 117.42857142857143)","(31.0, 220.0, 190.96774193548387)"
05-01-2023 13:58:12.580583,"(2.4, 2.8, 2.656)","(3.3, 4.8, 4.44375)","(6.0, 9.2, 8.348387096774193)","(5.5, 10.5, 9.27)","(10.0, 19.5, 14.625)","(31.0, 180.0, 69.0)","(31.0, 170.0, 94.44444444444444)","(31.0, 220.0, 190.96774193548387)"
05-01-2023 13:58:13.841804,"(2.35, 2.8, 2.65)","(3.3, 4.8, 4.44375)","(6.0, 9.2, 8.348387096774193)","(5.5, 10.5, 9.885)","(10.0, 19.5, 14.625)","(31.0, 180.0, 69.0)","(31.0, 170.0, 94.44444444444444)","(31.0, 220.0, 191.875)"
05-01-2023 13:58:15.119358,"(2.35, 2.78, 2.67)","(3.3, 4.8, 4.44375)","(6.0, 9.2, 8.523076923076923)","(5.5, 10.5, 9.885)","(10.0, 19.5, 14.192307692307692)","(31.0, 180.0, 69.0)","(31.0, 170.0, 94.44444444444444)","(31.0, 220.0, 122.22222222222223)"
05-01-2023 13:58:16.291282,"(2.35, 2.78, 2.67)","(3.3, 4.8, 4.44375)","(6.0, 9.2, 7.0)","(5.5, 10.5, 9.885)","(10.0, 19.5, 14.192307692307692)","(31.0, 180.0, 69.0)","(31.0, 170.0, 94.44444444444444)","(31.0, 220.0, 122.22222222222223)"
05-01-2023 13:58:17.422865,"(2.35, 2.68, 2.62)","(3.3, 4.8, 4.44375)","(6.0, 9.2, 7.183333333333334)","(5.5, 10.5, 9.885)","(10.0, 19.5, 14.192307692307692)","(31.0, 180.0, 69.0)","(31.0, 170.0, 94.44444444444444)","(31.0, 220.0, 122.22222222222223)"
05-01-2023 13:58:18.475351,"(2.35, 2.68, 2.62)","(3.3, 4.8, 4.44375)","(6.0, 9.2, 7.183333333333334)","(5.5, 10.5, 9.885)","(10.0, 19.5, 14.192307692307692)","(31.0, 180.0, 69.0)","(31.0, 170.0, 94.44444444444444)","(31.0, 220.0, 122.22222222222223)"
05-01-2023 13:58:19.670771,"(2.35, 2.68, 2.62)","(3.3, 4.8, 4.44375)","(6.0, 9.2, 7.183333333333334)","(5.5, 10.5, 9.885)","(10.0, 19.5, 14.192307692307692)","(31.0, 180.0, 69.0)","(31.0, 170.0, 94.44444444444444)","(31.0, 220.0, 122.22222222222223)"
05-01-2023 13:58:20.926339,"(2.35, 2.68, 2.62)","(3.3, 4.8, 4.425757575757576)","(6.0, 9.2, 7.183333333333334)","(5.5, 10.5, 9.914285714285715)","(10.0, 19.5, 14.192307692307692)","(31.0, 180.0, 69.0)","(31.0, 170.0, 94.44444444444444)","(31.0, 220.0, 122.22222222222223)"
05-01-2023 13:58:22.093170,"(2.35, 2.68, 2.624)","(3.3, 4.8, 4.425757575757576)","(6.0, 9.2, 7.183333333333334)","(5.5, 10.5, 9.914285714285715)","(10.0, 19.5, 14.192307692307692)","(31.0, 180.0, 93.33333333333334)","(31.0, 170.0, 95.55555555555556)","(31.0, 220.0, 122.22222222222223)"
05-01-2023 13:58:23.276441,"(2.35, 2.76, 2.65)","(3.3, 4.8, 4.425757575757576)","(6.0, 9.2, 7.183333333333334)","(5.5, 10.5, 9.436363636363636)","(10.0, 19.5, 14.192307692307692)","(31.0, 170.0, 93.33333333333334)","(31.0, 170.0, 95.55555555555556)","(31.0, 220.0, 122.22222222222223)"
05-01-2023 13:58:24.440021,"(2.35, 2.76, 2.65)","(3.3, 4.8, 4.425757575757576)","(6.0, 9.2, 7.183333333333334)","(5.5, 10.5, 9.436363636363636)","(10.0, 19.5, 14.192307692307692)","(31.0, 170.0, 93.33333333333334)","(31.0, 170.0, 95.55555555555556)","(31.0, 220.0, 122.22222222222223)"
05-01-2023 13:58:25.572649,"(2.35, 2.76, 2.6107142857142858)","(3.3, 4.8, 4.609999999999999)","(6.0, 9.2, 8.1)","(5.5, 10.5, 9.436363636363636)","(10.0, 19.5, 14.192307692307692)","(31.0, 170.0, 93.33333333333334)","(31.0, 170.0, 95.55555555555556)","(31.0, 220.0, 122.22222222222223)"
05-01-2023 13:58:26.701409,"(2.35, 2.76, 2.6107142857142858)","(3.3, 4.8, 4.609999999999999)","(6.0, 9.2, 8.1)","(5.5, 10.5, 9.942857142857143)","(10.0, 19.5, 14.192307692307692)","(31.0, 170.0, 93.33333333333334)","(31.0, 170.0, 95.55555555555556)","(31.0, 220.0, 122.22222222222223)"
05-01-2023 13:58:28.183863,"(2.35, 2.76, 2.6347368421052635)","(3.3, 4.6, 4.367241379310345)","(6.0, 9.2, 8.44375)","(5.5, 10.5, 9.942857142857143)","(10.0, 19.5, 14.634615384615385)","(31.0, 170.0, 93.33333333333334)","(31.0, 170.0, 95.55555555555556)","(31.0, 220.0, 122.22222222222223)"
05-01-2023 13:58:29.314118,"(2.35, 2.74, 2.6347368421052635)","(3.3, 4.6, 4.367241379310345)","(6.0, 9.2, 8.44375)","(5.5, 10.5, 9.942857142857143)","(10.0, 19.5, 14.634615384615385)","(31.0, 170.0, 93.33333333333334)","(31.0, 170.0, 95.55555555555556)","(31.0, 220.0, 173.68421052631578)"
05-01-2023 13:58:30.551935,"(2.35, 2.74, 2.63)","(3.3, 4.6, 4.367241379310345)","(6.0, 9.2, 8.44375)","(5.5, 10.5, 10.12258064516129)","(10.0, 19.5, 14.634615384615385)","(31.0, 170.0, 93.33333333333334)","(31.0, 170.0, 95.55555555555556)","(31.0, 220.0, 178.0952380952381)"
05-01-2023 13:58:31.806021,"(2.35, 2.74, 2.63)","(3.3, 4.6, 4.367241379310345)","(6.0, 9.2, 8.44375)","(5.5, 10.5, 10.12258064516129)","(10.0, 19.5, 14.634615384615385)","(31.0, 170.0, 93.33333333333334)","(31.0, 170.0, 95.55555555555556)","(31.0, 220.0, 183.63636363636363)"
05-01-2023 13:58:33.339862,"(2.35, 2.74, 2.63)","(3.3, 4.6, 4.367241379310345)","(6.0, 9.2, 8.44375)","(5.5, 10.5, 8.526666666666667)","(10.0, 19.5, 14.634615384615385)","(31.0, 170.0, 93.33333333333334)","(31.0, 170.0, 95.55555555555556)","(31.0, 220.0, 194.19354838709677)"
05-01-2023 13:58:34.532245,"(2.35, 2.74, 2.63)","(3.3, 4.6, 4.367241379310345)","(6.0, 9.2, 8.44375)","(5.5, 10.5, 8.526666666666667)","(10.0, 19.5, 14.634615384615385)","(31.0, 170.0, 93.33333333333334)","(31.0, 170.0, 95.55555555555556)","(31.0, 220.0, 194.19354838709677)"
05-01-2023 13:58:35.699194,"(2.35, 2.74, 2.63)","(3.3, 4.6, 4.367241379310345)","(6.0, 9.2, 8.44375)","(5.5, 10.5, 9.033333333333333)","(10.0, 19.5, 14.589285714285714)","(31.0, 170.0, 101.0)","(31.0, 170.0, 103.0)","(31.0, 220.0, 195.0)"
05-01-2023 13:58:36.882263,"(2.35, 2.72, 2.6726315789473687)","(3.3, 4.5, 4.1320512820512825)","(6.0, 9.2, 8.545945945945945)","(5.5, 10.5, 9.008823529411764)","(10.0, 19.5, 14.589285714285714)","(31.0, 170.0, 101.0)","(31.0, 170.0, 103.0)","(31.0, 220.0, 195.0)"
05-01-2023 13:58:38.099332,"(2.35, 2.7, 2.5933333333333333)","(3.3, 4.4, 4.2785714285714285)","(6.0, 9.2, 8.63720930232558)","(5.5, 10.5, 9.008823529411764)","(10.0, 19.5, 14.589285714285714)","(31.0, 170.0, 101.0)","(31.0, 170.0, 103.0)","(31.0, 220.0, 195.0)"
05-01-2023 13:58:39.315548,"(2.35, 2.66, 2.6171428571428574)","(3.3, 4.3, 4.2785714285714285)","(6.0, 9.2, 8.63720930232558)","(5.5, 10.5, 9.008823529411764)","(10.0, 19.5, 14.589285714285714)","(31.0, 170.0, 101.0)","(31.0, 170.0, 103.0)","(31.0, 220.0, 195.0)"
05-01-2023 13:58:40.619106,"(2.35, 2.66, 2.59)","(3.3, 4.3, 4.2785714285714285)","(6.0, 9.2, 8.63720930232558)","(5.5, 10.5, 9.008823529411764)","(10.0, 19.5, 14.589285714285714)","(31.0, 170.0, 101.0)","(31.0, 170.0, 103.0)","(31.0, 220.0, 195.0)"
05-01-2023 13:58:41.887941,"(2.35, 2.64, 2.562222222222222)","(3.3, 4.3, 4.2785714285714285)","(6.0, 9.2, 8.042105263157895)","(5.5, 10.5, 7.293333333333333)","(10.0, 19.5, 14.589285714285714)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 75.71428571428572)","(31.0, 220.0, 195.0)"
05-01-2023 13:58:43.209172,"(2.35, 2.64, 2.56)","(3.3, 4.3, 4.2785714285714285)","(6.0, 9.2, 7.628571428571428)","(5.5, 10.5, 8.313636363636363)","(10.0, 19.5, 14.589285714285714)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 118.46153846153847)","(31.0, 220.0, 195.0)"
05-01-2023 13:58:44.378994,"(2.35, 2.64, 2.56)","(3.3, 4.3, 4.2785714285714285)","(6.0, 9.2, 7.366666666666667)","(5.5, 10.5, 8.313636363636363)","(10.0, 19.5, 14.589285714285714)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 118.46153846153847)","(31.0, 220.0, 195.0)"
05-01-2023 13:58:45.718206,"(2.35, 2.64, 2.586666666666667)","(3.3, 4.3, 4.2785714285714285)","(6.0, 9.2, 7.366666666666667)","(5.5, 10.5, 8.313636363636363)","(10.0, 19.5, 14.589285714285714)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 118.46153846153847)","(31.0, 220.0, 195.0)"
05-01-2023 13:58:46.890080,"(2.35, 2.64, 2.56)","(3.3, 4.3, 4.2785714285714285)","(6.0, 9.2, 7.366666666666667)","(5.5, 10.5, 8.313636363636363)","(10.0, 19.5, 14.589285714285714)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 118.46153846153847)","(31.0, 220.0, 195.0)"
05-01-2023 13:58:48.076895,"(2.35, 2.64, 2.55)","(3.3, 4.3, 4.183333333333334)","(6.0, 9.2, 8.385185185185184)","(5.5, 10.5, 8.313636363636363)","(10.0, 19.5, 14.589285714285714)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 88.75)","(31.0, 220.0, 195.0)"
05-01-2023 13:58:49.389696,"(2.35, 2.62, 2.557777777777778)","(3.3, 4.3, 4.13125)","(6.0, 9.2, 8.605405405405405)","(5.5, 10.5, 8.996875)","(10.0, 19.5, 14.589285714285714)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 61.66666666666667)","(31.0, 220.0, 195.0)"
05-01-2023 13:58:50.757067,"(2.35, 2.62, 2.58)","(3.3, 4.3, 4.13125)","(6.0, 9.2, 8.605405405405405)","(5.5, 10.5, 8.996875)","(10.0, 19.5, 14.589285714285714)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 122.85714285714286)","(31.0, 220.0, 195.0)"
05-01-2023 13:58:52.405123,"(2.35, 2.62, 2.58)","(3.3, 4.3, 4.13125)","(6.0, 9.2, 8.605405405405405)","(5.5, 10.5, 9.354761904761904)","(10.0, 19.5, 14.589285714285714)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 122.85714285714286)","(31.0, 220.0, 195.0)"
05-01-2023 13:58:53.888291,"(2.35, 2.62, 2.557777777777778)","(3.1, 4.3, 4.122727272727273)","(6.0, 9.2, 8.605405405405405)","(5.5, 10.5, 7.921052631578947)","(10.0, 19.5, 14.589285714285714)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 122.85714285714286)","(31.0, 220.0, 195.0)"
05-01-2023 13:58:55.162747,"(2.35, 2.62, 2.557777777777778)","(3.1, 4.3, 4.122727272727273)","(6.0, 9.2, 8.605405405405405)","(5.5, 10.5, 7.921052631578947)","(10.0, 19.5, 14.589285714285714)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 122.85714285714286)","(31.0, 220.0, 195.0)"
05-01-2023 13:58:56.468956,"(2.35, 2.62, 2.557777777777778)","(3.3, 4.3, 4.122727272727273)","(6.0, 9.2, 8.605405405405405)","(6.0, 10.5, 7.923076923076923)","(10.0, 19.5, 14.589285714285714)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 122.85714285714286)","(41.0, 220.0, 195.0)"
05-01-2023 13:58:57.862983,"(2.35, 2.62, 2.58)","(3.3, 4.3, 4.122727272727273)","(6.0, 9.2, 8.605405405405405)","(6.0, 9.4, 7.923076923076923)","(10.0, 19.5, 14.589285714285714)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 122.85714285714286)","(41.0, 220.0, 195.0)"
05-01-2023 13:58:59.112554,"(2.35, 2.62, 2.58)","(3.3, 4.3, 4.122727272727273)","(6.0, 9.2, 8.825)","(6.0, 9.4, 8.846153846153847)","(10.0, 19.5, 14.6875)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 122.85714285714286)","(41.0, 220.0, 195.0)"
05-01-2023 13:59:00.452204,"(2.35, 2.62, 2.5533333333333332)","(3.3, 4.3, 4.183333333333334)","(6.0, 9.2, 7.5636363636363635)","(6.0, 9.4, 8.333333333333334)","(10.0, 19.5, 16.142857142857142)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 122.85714285714286)","(41.0, 220.0, 195.0)"
05-01-2023 13:59:01.650123,"(2.3, 2.6, 2.5571428571428574)","(3.3, 4.3, 4.13125)","(6.0, 9.2, 8.342857142857143)","(6.0, 9.4, 10.181818181818182)","(10.0, 19.0, 15.666666666666666)","(31.0, 170.0, 56.66666666666667)","(31.0, 170.0, 122.85714285714286)","(41.0, 220.0, 195.0)"
05-01-2023 13:59:02.736623,"(2.3, 2.6, 2.575)","(3.3, 4.3, 4.13125)","(6.0, 9.2, 8.342857142857143)","(6.0, 10.5, 9.105263157894736)","(10.0, 19.0, 15.666666666666666)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 122.85714285714286)","(41.0, 220.0, 195.0)"
05-01-2023 13:59:03.819201,"(2.3, 2.6, 2.5571428571428574)","(3.3, 4.3, 4.13125)","(6.0, 9.2, 8.342857142857143)","(6.0, 11.0, 9.105263157894736)","(10.0, 19.0, 15.666666666666666)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 122.85714285714286)","(41.0, 220.0, 195.0)"
05-01-2023 13:59:05.199968,"(2.3, 2.6, 2.575)","(3.3, 4.3, 4.13125)","(6.0, 9.2, 8.342857142857143)","(6.0, 11.0, 8.538461538461538)","(10.0, 19.0, 15.666666666666666)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 122.85714285714286)","(41.0, 220.0, 195.0)"
05-01-2023 13:59:06.557638,"(2.3, 2.6, 2.5647058823529414)","(3.3, 4.3, 4.13125)","(6.0, 9.2, 8.342857142857143)","(6.0, 11.0, 8.538461538461538)","(10.0, 19.0, 15.666666666666666)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 122.85714285714286)","(41.0, 220.0, 195.0)"
05-01-2023 13:59:07.839382,"(2.3, 2.6, 2.55)","(3.3, 4.3, 4.13125)","(6.0, 9.2, 8.619354838709677)","(6.0, 11.0, 8.538461538461538)","(10.0, 19.0, 15.666666666666666)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 60.0)","(41.0, 220.0, 195.0)"
05-01-2023 13:59:09.223231,"(2.3, 2.6, 2.5454545454545454)","(3.3, 4.3, 4.15)","(6.0, 9.2, 8.760975609756096)","(6.0, 11.0, 9.222222222222221)","(10.0, 19.0, 15.666666666666666)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 103.0)","(41.0, 220.0, 195.0)"
05-01-2023 13:59:10.883087,"(2.3, 2.6, 2.5454545454545454)","(3.3, 4.3, 4.140322580645162)","(6.0, 9.2, 8.760975609756096)","(6.0, 11.0, 9.222222222222221)","(10.0, 19.0, 14.517241379310345)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 103.0)","(41.0, 220.0, 195.0)"
05-01-2023 13:59:12.459580,"(2.3, 2.6, 2.5700000000000003)","(3.1, 4.3, 4.140322580645162)","(6.0, 9.2, 8.760975609756096)","(6.0, 11.0, 9.222222222222221)","(10.0, 19.0, 14.517241379310345)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 103.0)","(41.0, 220.0, 195.0)"
05-01-2023 13:59:14.027109,"(2.3, 2.6, 2.5700000000000003)","(3.1, 4.3, 4.140322580645162)","(6.0, 9.2, 8.760975609756096)","(6.0, 11.0, 9.222222222222221)","(10.0, 19.0, 14.517241379310345)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 103.0)","(41.0, 220.0, 195.0)"
05-01-2023 13:59:15.480721,"(2.3, 2.6, 2.5700000000000003)","(3.1, 4.3, 4.140322580645162)","(6.0, 9.2, 8.760975609756096)","(6.0, 11.0, 9.222222222222221)","(10.0, 19.0, 14.517241379310345)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 103.0)","(41.0, 220.0, 200.4878048780488)"
05-01-2023 13:59:16.870719,"(2.3, 2.6, 2.5700000000000003)","(3.1, 4.3, 4.140322580645162)","(6.0, 9.2, 8.760975609756096)","(6.0, 11.0, 9.222222222222221)","(10.0, 19.0, 14.517241379310345)","(31.0, 170.0, 116.92307692307692)","(31.0, 170.0, 103.0)","(41.0, 220.0, 123.125)"
05-01-2023 13:59:18.435325,"(2.3, 2.6, 2.5700000000000003)","(3.1, 4.3, 4.140322580645162)","(6.0, 9.2, 8.760975609756096)","(6.0, 11.0, 7.514285714285714)","(10.0, 19.0, 14.517241379310345)","(31.0, 170.0, 135.5)","(31.0, 170.0, 96.66666666666666)","(41.0, 220.0, 123.125)"
05-01-2023 13:59:19.914195,"(2.3, 2.6, 2.5533333333333332)","(3.1, 4.3, 4.140322580645162)","(6.0, 9.2, 8.760975609756096)","(6.0, 9.4, 7.514285714285714)","(10.0, 19.0, 14.517241379310345)","(31.0, 170.0, 135.5)","(31.0, 170.0, 96.66666666666666)","(41.0, 220.0, 123.125)"
05-01-2023 13:59:21.240343,"(2.3, 2.6, 2.5533333333333332)","(3.1, 4.3, 4.140322580645162)","(6.0, 9.2, 8.760975609756096)","(6.0, 9.4, 7.514285714285714)","(10.0, 19.0, 14.517241379310345)","(31.0, 170.0, 135.5)","(31.0, 170.0, 96.66666666666666)","(41.0, 220.0, 133.88888888888889)"
05-01-2023 13:59:22.469189,"(2.3, 2.6, 2.5533333333333332)","(3.1, 4.3, 4.140322580645162)","(6.0, 9.2, 8.7)","(6.0, 9.4, 7.514285714285714)","(10.0, 19.0, 14.517241379310345)","(31.0, 170.0, 135.5)","(31.0, 170.0, 96.66666666666666)","(41.0, 220.0, 133.88888888888889)"
05-01-2023 13:59:23.849822,"(2.3, 2.6, 2.5533333333333332)","(3.1, 4.3, 3.6999999999999997)","(6.0, 9.2, 8.7)","(6.0, 9.4, 7.514285714285714)","(10.0, 19.0, 14.517241379310345)","(31.0, 170.0, 135.5)","(31.0, 170.0, 96.66666666666666)","(41.0, 220.0, 133.88888888888889)"
05-01-2023 13:59:25.174884,"(2.3, 2.6, 2.4775)","(3.1, 3.85, 3.65)","(6.0, 9.2, 8.7)","(6.0, 9.4, 8.3)","(10.0, 19.0, 14.625)","(31.0, 170.0, 56.66666666666667)","(31.0, 170.0, 96.66666666666666)","(41.0, 220.0, 90.83333333333333)"
05-01-2023 13:59:26.627161,"(2.3, 2.6, 2.544)","(3.1, 3.85, 3.65)","(6.0, 9.2, 7.142857142857142)","(6.0, 9.4, 8.575)","(10.0, 19.0, 14.625)","(31.0, 170.0, 56.66666666666667)","(31.0, 170.0, 96.66666666666666)","(41.0, 220.0, 216.19047619047618)"
05-01-2023 13:59:27.974904,"(2.3, 2.6, 2.5423529411764707)","(3.1, 3.85, 3.65)","(6.0, 9.4, 8.6)","(6.0, 9.4, 8.575)","(10.0, 19.0, 14.6)","(31.0, 170.0, 56.66666666666667)","(31.0, 170.0, 96.66666666666666)","(41.0, 220.0, 216.19047619047618)"
05-01-2023 13:59:29.214926,"(2.3, 2.6, 2.544)","(3.1, 3.85, 3.65)","(6.0, 9.2, 8.283333333333333)","(6.0, 9.4, 8.457142857142857)","(10.0, 19.0, 13.041666666666666)","(31.0, 170.0, 56.66666666666667)","(31.0, 170.0, 96.66666666666666)","(41.0, 220.0, 216.19047619047618)"
05-01-2023 13:59:30.402450,"(2.35, 2.6, 2.5554545454545456)","(3.1, 3.85, 3.65)","(6.0, 9.2, 8.026666666666667)","(6.0, 9.6, 8.719999999999999)","(10.0, 18.0, 13.6)","(31.0, 170.0, 56.66666666666667)","(31.0, 170.0, 96.66666666666666)","(41.0, 220.0, 215.78947368421052)"
05-01-2023 13:59:31.700055,"(2.35, 2.6, 2.5554545454545456)","(3.1, 3.85, 3.5875)","(6.0, 9.2, 8.026666666666667)","(6.0, 9.6, 8.719999999999999)","(10.0, 18.0, 15.6)","(31.0, 170.0, 56.66666666666667)","(31.0, 170.0, 96.66666666666666)","(41.0, 220.0, 215.78947368421052)"
05-01-2023 13:59:33.089099,"(2.35, 2.6, 2.5554545454545456)","(3.1, 3.85, 3.65)","(6.0, 9.2, 7.6695652173913045)","(6.0, 9.6, 8.719999999999999)","(10.0, 18.0, 16.5)","(31.0, 170.0, 56.66666666666667)","(31.0, 170.0, 118.46153846153847)","(41.0, 220.0, 215.78947368421052)"
05-01-2023 13:59:34.598538,"(2.35, 2.6, 2.5554545454545456)","(3.1, 3.85, 3.65)","(6.0, 9.2, 7.5040000000000004)","(6.0, 9.6, 8.719999999999999)","(10.0, 18.0, 16.5)","(31.0, 170.0, 56.66666666666667)","(31.0, 170.0, 118.46153846153847)","(41.0, 220.0, 215.78947368421052)"
05-01-2023 13:59:36.055894,"(2.35, 2.6, 2.516)","(3.1, 3.85, 3.5875)","(6.0, 8.8, 7.32)","(6.0, 9.6, 8.719999999999999)","(10.0, 18.0, 15.5)","(31.0, 170.0, 56.66666666666667)","(31.0, 170.0, 118.46153846153847)","(41.0, 220.0, 215.78947368421052)"
05-01-2023 13:59:37.476889,"(2.35, 2.56, 2.5183333333333335)","(2.9, 3.8, 3.5638888888888887)","(6.0, 8.6, 7.32)","(6.0, 9.6, 8.719999999999999)","(10.0, 17.5, 15.850000000000001)","(31.0, 170.0, 56.66666666666667)","(31.0, 170.0, 118.46153846153847)","(41.0, 220.0, 215.78947368421052)"
05-01-2023 13:59:38.870749,"(2.35, 2.56, 2.5479518072289156)","(2.9, 3.75, 3.5473684210526315)","(6.0, 8.6, 7.32)","(6.0, 9.6, 8.6)","(10.0, 17.5, 13.125)","(31.0, 170.0, 88.4)","(31.0, 170.0, 56.85714285714286)","(41.0, 220.0, 168.33333333333331)"
05-01-2023 13:59:40.092552,"(2.35, 2.56, 2.5117241379310347)","(2.9, 3.75, 3.276315789473684)","(6.0, 8.6, 7.2)","(6.0, 9.6, 8.4)","(10.0, 17.5, 15.5)","(31.0, 170.0, 88.4)","(31.0, 170.0, 56.85714285714286)","(41.0, 220.0, 168.33333333333331)"
05-01-2023 13:59:41.527613,"(2.35, 2.56, 2.5433333333333334)","(2.9, 3.7, 3.69375)","(6.0, 8.6, 8.32)","(6.0, 9.6, 9.24)","(10.0, 17.0, 9.803076923076924)","(31.0, 170.0, 56.85714285714286)","(31.0, 170.0, 58.57142857142857)","(41.0, 220.0, 123.33333333333334)"
05-01-2023 13:59:42.835673,"(2.35, 2.56, 2.5433333333333334)","(2.9, 3.7, 3.69375)","(6.0, 8.6, 8.32)","(6.0, 9.6, 9.24)","(10.0, 10.0, 9.803076923076924)","(31.0, 170.0, 56.85714285714286)","(31.0, 170.0, 58.57142857142857)","(41.0, 230.0, 123.33333333333334)"
05-01-2023 13:59:44.172193,"(2.35, 2.6, 2.562307692307692)","(2.9, 3.8, 3.4096774193548387)","(6.0, 8.2, 7.12)","(6.0, 9.6, 8.4)","(10.0, 15.0, 14.1)","(31.0, 170.0, 94.44444444444444)","(31.0, 170.0, 60.0)","(41.0, 230.0, 175.0)"
05-01-2023 13:59:45.370533,"(2.35, 2.6, 2.562307692307692)","(2.9, 3.8, 3.4096774193548387)","(6.0, 8.2, 7.12)","(6.0, 9.6, 8.4)","(10.0, 15.0, 14.1)","(31.0, 170.0, 94.44444444444444)","(31.0, 170.0, 60.0)","(41.0, 230.0, 175.0)"
05-01-2023 13:59:46.517589,"(2.35, 2.68, 2.58)","(2.9, 3.8, 3.316)","(6.0, 8.2, 7.12)","(6.0, 9.6, 8.4)","(10.0, 15.0, 14.1)","(31.0, 170.0, 79.33333333333334)","(31.0, 170.0, 64.4)","(41.0, 230.0, 175.0)"
05-01-2023 13:59:47.673504,"(2.35, 2.68, 2.58)","(2.9, 3.8, 3.316)","(6.0, 8.2, 7.12)","(6.0, 9.6, 8.4)","(10.0, 15.0, 14.1)","(31.0, 170.0, 79.33333333333334)","(31.0, 170.0, 64.4)","(41.0, 230.0, 175.0)"
05-01-2023 13:59:48.961796,"(2.35, 2.68, 2.58)","(2.9, 3.8, 3.316)","(6.5, 8.2, 7.12)","(6.5, 9.6, 8.4)","(10.0, 15.0, 14.1)","(31.0, 170.0, 79.33333333333334)","(31.0, 170.0, 64.4)","(51.0, 230.0, 175.0)"
05-01-2023 13:59:50.276032,"(2.35, 2.68, 2.58)","(2.9, 3.8, 3.316)","(6.5, 8.2, 7.12)","(6.5, 9.6, 8.4)","(10.0, 15.0, 14.1)","(31.0, 170.0, 79.33333333333334)","(31.0, 170.0, 64.4)","(51.0, 230.0, 175.0)"
05-01-2023 13:59:51.612660,"(2.35, 2.68, 2.58)","(2.9, 3.8, 3.316)","(6.5, 8.2, 7.12)","(6.5, 9.6, 8.4)","(10.0, 15.0, 14.1)","(31.0, 170.0, 79.81818181818181)","(31.0, 170.0, 43.857142857142854)","(51.0, 230.0, 186.36363636363637)"
05-01-2023 13:59:53.021421,"(2.35, 2.78, 2.562)","(2.9, 3.5, 3.481578947368421)","(6.5, 8.2, 7.184615384615385)","(6.5, 9.8, 8.582608695652175)","(11.0, 16.5, 13.722222222222221)","(31.0, 160.0, 49.77777777777778)","(31.0, 120.0, 43.857142857142854)","(51.0, 230.0, 182.0)"
05-01-2023 13:59:54.282291,"(2.35, 2.76, 2.5557142857142856)","(2.9, 3.5, 3.475)","(6.5, 8.2, 7.184615384615385)","(6.5, 9.8, 8.527272727272727)","(11.0, 15.0, 12.083333333333334)","(31.0, 160.0, 42.0)","(31.0, 120.0, 68.0)","(51.0, 230.0, 182.0)"
