,Our Cheeky Devil,Just As Well Nz,El Boston,Lord Verde Nz,Modern Bliss,Balenciago,Gottahaveahobbie,Our Madiba Nz,Duffy Hollow Nz
11-01-2023 18:59:23.905809,"(16.0, 20.0, 19.384615384615383)","(3.1, 99999, 99990)","(3.4, 4.5, 4.3133333333333335)","(5.5, 99999, 99990)","(8.0, 9.4, 9.085714285714285)","(21.0, 40.0, 32.714285714285715)","(26.0, 48.0, 37.333333333333336)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:25.043185,"(16.0, 20.0, 19.384615384615383)","(3.1, 99999, 99990)","(3.4, 4.5, 4.3133333333333335)","(5.5, 99999, 99990)","(8.0, 9.4, 8.85)","(21.0, 40.0, 32.714285714285715)","(26.0, 48.0, 37.333333333333336)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:26.236662,"(16.0, 23.0, 21.857142857142858)","(3.1, 99999, 99990)","(3.4, 4.5, 4.3133333333333335)","(5.5, 99999, 99990)","(8.0, 9.4, 8.85)","(21.0, 40.0, 32.714285714285715)","(26.0, 48.0, 36.8)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:27.364262,"(16.0, 23.0, 21.857142857142858)","(3.1, 99999, 99990)","(3.4, 4.5, 4.3133333333333335)","(5.5, 99999, 99990)","(8.0, 9.4, 9.033333333333333)","(21.0, 40.0, 29.8)","(26.0, 48.0, 36.8)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:28.445461,"(16.0, 23.0, 21.857142857142858)","(3.1, 99999, 99990)","(3.4, 4.5, 4.3133333333333335)","(5.5, 99999, 99990)","(8.0, 9.4, 9.085714285714285)","(21.0, 40.0, 29.8)","(26.0, 48.0, 36.8)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:29.565255,"(16.0, 23.0, 21.857142857142858)","(3.1, 99999, 99990)","(3.4, 4.5, 4.3133333333333335)","(5.5, 99999, 99990)","(8.0, 9.4, 9.085714285714285)","(21.0, 40.0, 29.8)","(26.0, 48.0, 36.8)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:30.676149,"(16.0, 23.0, 21.857142857142858)","(3.1, 99999, 99990)","(3.4, 4.5, 4.3133333333333335)","(5.5, 99999, 99990)","(8.0, 9.4, 9.085714285714285)","(21.0, 40.0, 29.8)","(26.0, 48.0, 36.8)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:31.771217,"(16.0, 23.0, 21.25)","(3.1, 99999, 99990)","(3.4, 4.5, 4.277777777777778)","(5.5, 99999, 99990)","(8.0, 9.4, 9.085714285714285)","(21.0, 40.0, 35.5)","(26.0, 48.0, 38.0)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:32.908588,"(16.0, 23.0, 21.25)","(3.1, 99999, 99990)","(3.4, 4.5, 4.206666666666666)","(5.5, 99999, 99990)","(8.0, 9.4, 9.085714285714285)","(21.0, 40.0, 37.16666666666667)","(26.0, 46.0, 35.42857142857143)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:34.026446,"(16.0, 23.0, 21.5)","(3.1, 99999, 99990)","(3.4, 4.5, 4.206666666666666)","(5.5, 99999, 99990)","(8.0, 9.4, 9.085714285714285)","(21.0, 40.0, 33.6)","(26.0, 44.0, 35.42857142857143)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:35.220199,"(16.0, 23.0, 21.5)","(3.1, 99999, 99990)","(3.4, 4.5, 4.235294117647059)","(5.5, 99999, 99990)","(8.0, 9.4, 8.978947368421053)","(21.0, 40.0, 33.6)","(26.0, 44.0, 35.75)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:36.339381,"(16.0, 23.0, 22.46666666666667)","(3.1, 99999, 99990)","(3.4, 4.4, 4.2)","(5.5, 99999, 99990)","(8.0, 9.4, 9.096969696969698)","(21.0, 40.0, 33.6)","(26.0, 48.0, 36.333333333333336)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:37.501058,"(16.0, 22.0, 21.785714285714285)","(3.1, 99999, 99990)","(3.4, 4.4, 4.15)","(5.5, 99999, 99990)","(8.0, 9.4, 8.818181818181818)","(21.0, 40.0, 33.6)","(26.0, 48.0, 36.4)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:38.685689,"(16.0, 22.0, 21.5)","(3.1, 99999, 99990)","(3.4, 4.4, 4.15)","(5.5, 99999, 99990)","(8.0, 9.2, 8.818181818181818)","(21.0, 40.0, 33.6)","(26.0, 46.0, 45.27272727272727)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:39.784353,"(16.0, 23.0, 21.5)","(3.1, 99999, 99990)","(3.4, 4.4, 4.15)","(5.5, 99999, 99990)","(8.0, 9.2, 9.145454545454545)","(21.0, 40.0, 33.6)","(26.0, 46.0, 46.333333333333336)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:40.890505,"(16.0, 23.0, 21.5)","(3.1, 99999, 99990)","(3.4, 4.4, 4.15)","(5.5, 99999, 99990)","(8.0, 9.2, 9.145454545454545)","(21.0, 40.0, 33.6)","(26.0, 48.0, 47.81818181818182)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:42.056576,"(16.0, 23.0, 21.5)","(3.1, 99999, 99990)","(3.4, 4.4, 4.15)","(5.5, 99999, 99990)","(8.0, 9.2, 9.145454545454545)","(21.0, 40.0, 33.6)","(26.0, 50.0, 47.81818181818182)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:43.157619,"(16.0, 23.0, 22.125)","(3.1, 99999, 99990)","(3.4, 4.4, 4.15)","(5.5, 99999, 99990)","(8.0, 9.2, 9.145454545454545)","(21.0, 40.0, 33.6)","(26.0, 50.0, 47.81818181818182)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:44.320212,"(16.0, 23.0, 22.125)","(3.1, 99999, 99990)","(3.4, 4.4, 4.15)","(5.5, 99999, 99990)","(8.0, 8.2, 8.019047619047619)","(21.0, 40.0, 32.5)","(26.0, 50.0, 47.81818181818182)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:45.497210,"(16.0, 23.0, 22.125)","(3.1, 99999, 99990)","(3.4, 4.4, 4.15)","(5.5, 99999, 99990)","(8.0, 8.2, 8.019047619047619)","(21.0, 40.0, 32.5)","(26.0, 50.0, 47.81818181818182)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:46.671279,"(16.0, 23.0, 22.125)","(2.9, 99999, 99990)","(3.4, 4.4, 4.15)","(5.5, 99999, 99990)","(8.0, 8.2, 8.019047619047619)","(21.0, 40.0, 35.0)","(26.0, 50.0, 37.75)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:47.871762,"(16.0, 23.0, 22.125)","(2.9, 99999, 99990)","(3.4, 4.4, 4.37)","(5.5, 99999, 99990)","(8.0, 8.2, 8.019047619047619)","(21.0, 40.0, 35.0)","(26.0, 55.0, 42.285714285714285)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:49.032249,"(16.0, 23.0, 22.125)","(2.9, 99999, 99990)","(3.4, 4.4, 4.37)","(5.5, 99999, 99990)","(8.0, 8.2, 8.019047619047619)","(21.0, 40.0, 35.0)","(26.0, 50.0, 42.285714285714285)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:50.269551,"(16.0, 23.0, 22.125)","(2.9, 99999, 99990)","(3.4, 4.4, 4.362500000000001)","(5.5, 99999, 99990)","(7.5, 8.2, 8.019047619047619)","(21.0, 40.0, 35.0)","(21.0, 50.0, 42.285714285714285)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:51.594501,"(16.0, 23.0, 22.125)","(2.9, 99999, 99990)","(3.4, 4.4, 4.275)","(5.5, 99999, 99990)","(7.5, 8.2, 8.016326530612245)","(21.0, 40.0, 35.0)","(21.0, 50.0, 42.285714285714285)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:52.812229,"(16.0, 26.0, 25.77777777777778)","(2.9, 99999, 99990)","(3.4, 4.4, 4.275)","(5.5, 99999, 99990)","(7.5, 8.2, 8.072727272727272)","(21.0, 40.0, 35.333333333333336)","(21.0, 50.0, 42.285714285714285)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:54.086508,"(16.0, 25.0, 22.6)","(2.9, 99999, 99990)","(3.4, 4.4, 4.275)","(5.5, 99999, 99990)","(7.5, 8.2, 8.072727272727272)","(21.0, 40.0, 35.333333333333336)","(21.0, 50.0, 42.285714285714285)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:55.386951,"(16.0, 25.0, 23.0)","(2.9, 99999, 99990)","(3.4, 4.4, 4.275)","(5.5, 99999, 99990)","(7.5, 8.2, 8.94)","(21.0, 40.0, 35.333333333333336)","(21.0, 50.0, 42.285714285714285)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:56.630705,"(16.0, 25.0, 24.0)","(2.9, 99999, 99990)","(3.4, 4.4, 4.275)","(5.5, 99999, 99990)","(7.5, 9.0, 8.79016393442623)","(21.0, 40.0, 35.333333333333336)","(21.0, 50.0, 42.285714285714285)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:57.867371,"(16.0, 24.0, 23.666666666666668)","(2.9, 99999, 99990)","(3.4, 4.4, 4.1419999999999995)","(5.5, 99999, 99990)","(7.5, 8.8, 8.777777777777779)","(21.0, 40.0, 34.8)","(21.0, 50.0, 42.285714285714285)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 18:59:59.054970,"(16.0, 24.0, 23.77777777777778)","(2.9, 99999, 99990)","(3.5, 4.4, 4.1419999999999995)","(5.5, 99999, 99990)","(7.5, 8.8, 8.773333333333333)","(21.0, 40.0, 34.8)","(21.0, 50.0, 42.285714285714285)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:00.236539,"(16.0, 24.0, 23.4)","(2.9, 99999, 99990)","(3.5, 4.4, 4.1419999999999995)","(5.5, 99999, 99990)","(7.5, 8.8, 8.773333333333333)","(21.0, 40.0, 34.0)","(21.0, 50.0, 42.285714285714285)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:01.427934,"(16.0, 24.0, 23.785714285714285)","(2.9, 99999, 99990)","(3.5, 4.4, 4.1419999999999995)","(5.5, 99999, 99990)","(7.5, 8.8, 8.780000000000001)","(21.0, 40.0, 34.0)","(21.0, 50.0, 38.0)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:02.631707,"(16.0, 24.0, 23.785714285714285)","(2.9, 99999, 99990)","(3.5, 4.4, 4.1419999999999995)","(5.5, 99999, 99990)","(7.5, 8.8, 8.899999999999999)","(21.0, 40.0, 34.0)","(21.0, 50.0, 41.0)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:03.812842,"(16.0, 24.0, 23.785714285714285)","(2.9, 99999, 99990)","(3.5, 4.4, 4.1419999999999995)","(5.5, 99999, 99990)","(7.5, 9.2, 8.933333333333334)","(21.0, 40.0, 34.0)","(21.0, 48.0, 42.0)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:05.296735,"(17.0, 24.0, 23.785714285714285)","(2.9, 99999, 99990)","(3.5, 4.4, 4.138888888888888)","(5.5, 99999, 99990)","(7.5, 9.6, 8.909090909090908)","(21.0, 40.0, 34.0)","(21.0, 50.0, 42.0)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:06.916575,"(17.0, 24.0, 23.785714285714285)","(2.9, 99999, 99990)","(3.5, 4.4, 4.138888888888888)","(5.5, 99999, 99990)","(7.5, 9.2, 8.933333333333334)","(21.0, 40.0, 34.0)","(21.0, 50.0, 42.0)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:08.266017,"(17.0, 24.0, 23.785714285714285)","(2.9, 99999, 99990)","(3.5, 4.4, 4.138888888888888)","(5.5, 99999, 99990)","(7.5, 9.2, 8.933333333333334)","(21.0, 40.0, 34.0)","(21.0, 50.0, 46.8)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:09.619790,"(17.0, 24.0, 23.77777777777778)","(2.9, 99999, 99990)","(3.5, 4.4, 4.138888888888888)","(5.5, 99999, 99990)","(7.5, 9.2, 8.553846153846154)","(21.0, 40.0, 34.0)","(21.0, 50.0, 48.0)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:10.936295,"(17.0, 22.0, 21.333333333333332)","(2.9, 99999, 99990)","(3.5, 4.4, 4.138888888888888)","(5.5, 99999, 99990)","(7.5, 8.8, 8.553846153846154)","(21.0, 40.0, 34.0)","(21.0, 50.0, 48.0)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:12.151062,"(17.0, 22.0, 21.333333333333332)","(2.9, 99999, 99990)","(3.5, 4.4, 4.138888888888888)","(5.5, 99999, 99990)","(7.5, 8.8, 8.488888888888889)","(21.0, 40.0, 35.6)","(21.0, 50.0, 45.333333333333336)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:13.378745,"(17.0, 22.0, 21.333333333333332)","(2.9, 99999, 99990)","(3.5, 4.4, 4.138888888888888)","(5.5, 99999, 99990)","(7.5, 8.8, 8.533333333333333)","(21.0, 40.0, 35.6)","(21.0, 50.0, 45.333333333333336)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:14.575107,"(17.0, 22.0, 21.333333333333332)","(2.9, 99999, 99990)","(3.5, 4.4, 4.1419999999999995)","(5.5, 99999, 99990)","(7.5, 8.6, 8.533333333333333)","(21.0, 40.0, 36.333333333333336)","(21.0, 50.0, 45.333333333333336)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:15.827851,"(17.0, 23.0, 22.666666666666668)","(2.9, 99999, 99990)","(3.5, 4.4, 4.138888888888888)","(5.5, 99999, 99990)","(7.5, 8.6, 8.533333333333333)","(21.0, 40.0, 36.333333333333336)","(21.0, 50.0, 45.333333333333336)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:17.027120,"(17.0, 23.0, 21.666666666666668)","(2.9, 99999, 99990)","(3.5, 4.4, 3.9526315789473685)","(5.5, 99999, 99990)","(7.5, 8.6, 8.533333333333333)","(21.0, 40.0, 34.5)","(21.0, 50.0, 45.333333333333336)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:18.224613,"(17.0, 21.0, 20.8)","(2.9, 99999, 99990)","(3.5, 4.0, 3.9526315789473685)","(5.5, 99999, 99990)","(7.5, 8.6, 8.502127659574468)","(21.0, 40.0, 34.5)","(21.0, 50.0, 45.333333333333336)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:19.492580,"(17.0, 21.0, 20.285714285714285)","(2.9, 99999, 99990)","(3.5, 4.0, 3.91)","(5.5, 99999, 99990)","(7.5, 8.8, 8.482758620689655)","(21.0, 40.0, 34.5)","(21.0, 50.0, 48.0)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:20.769100,"(17.0, 21.0, 20.285714285714285)","(2.9, 99999, 99990)","(3.5, 4.0, 3.91)","(5.5, 99999, 99990)","(7.5, 8.8, 8.48235294117647)","(21.0, 40.0, 34.5)","(21.0, 50.0, 48.25)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:21.971095,"(17.0, 21.0, 20.285714285714285)","(2.9, 99999, 99990)","(3.5, 4.0, 3.91)","(5.5, 99999, 99990)","(7.5, 8.6, 8.48235294117647)","(21.0, 40.0, 34.5)","(21.0, 50.0, 48.6)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:23.199758,"(17.0, 21.0, 20.285714285714285)","(2.9, 99999, 99990)","(3.5, 4.0, 3.91)","(5.5, 99999, 99990)","(7.5, 8.6, 8.48235294117647)","(21.0, 40.0, 34.5)","(21.0, 50.0, 48.25)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:24.421949,"(17.0, 21.0, 20.285714285714285)","(2.9, 99999, 99990)","(3.5, 4.0, 3.91)","(5.5, 99999, 99990)","(7.5, 8.6, 8.48235294117647)","(21.0, 40.0, 34.5)","(21.0, 50.0, 48.25)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:25.699803,"(17.0, 21.0, 20.285714285714285)","(2.9, 99999, 99990)","(3.5, 4.0, 3.91)","(5.5, 99999, 99990)","(7.5, 8.6, 8.48235294117647)","(21.0, 40.0, 34.5)","(21.0, 50.0, 47.66666666666667)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:27.006309,"(17.0, 21.0, 20.285714285714285)","(2.9, 99999, 99990)","(3.5, 4.0, 3.91)","(5.5, 99999, 99990)","(7.5, 8.6, 8.547368421052632)","(21.0, 40.0, 34.5)","(21.0, 50.0, 46.5)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:28.306696,"(17.0, 21.0, 20.285714285714285)","(2.9, 99999, 99990)","(3.5, 4.0, 3.91)","(5.5, 99999, 99990)","(7.5, 8.6, 8.17142857142857)","(21.0, 40.0, 34.5)","(21.0, 50.0, 46.5)","(101.0, 99999, 99990)","(5.5, 99999, 99990)"
11-01-2023 19:00:29.619042,"(17.0, 21.0, 20.25)","(2.9, 99999, 99990)","(3.5, 4.0, 3.91)","(5.5, 99999, 99990)","(7.5, 8.4, 8.137142857142857)","(21.0, 40.0, 36.0)","(21.0, 50.0, 46.5)","(101.0, 99999, 99990)","(6.0, 99999, 99990)"
11-01-2023 19:00:30.941036,"(17.0, 21.0, 20.166666666666668)","(2.9, 99999, 99990)","(3.5, 4.0, 3.9122448979591837)","(5.5, 99999, 99990)","(7.5, 8.4, 8.261538461538462)","(21.0, 40.0, 40.666666666666664)","(21.0, 50.0, 43.0)","(101.0, 99999, 99990)","(6.0, 99999, 99990)"
11-01-2023 19:00:32.235301,"(17.0, 21.0, 20.166666666666668)","(2.9, 99999, 99990)","(3.5, 4.0, 3.9193548387096775)","(5.5, 99999, 99990)","(7.5, 8.4, 8.1)","(21.0, 44.0, 44.0)","(21.0, 50.0, 44.0)","(101.0, 99999, 99990)","(6.0, 99999, 99990)"
11-01-2023 19:00:33.461017,"(17.0, 21.0, 20.5)","(2.9, 99999, 99990)","(3.5, 4.0, 3.9193548387096775)","(5.5, 99999, 99990)","(7.5, 8.4, 8.116666666666665)","(21.0, 46.0, 43.0)","(21.0, 50.0, 44.0)","(101.0, 99999, 99990)","(6.0, 99999, 99990)"
11-01-2023 19:00:34.659672,"(17.0, 21.0, 19.9)","(2.9, 99999, 99990)","(3.5, 4.0, 3.9590909090909094)","(5.5, 99999, 99990)","(7.5, 8.2, 7.926829268292683)","(21.0, 46.0, 43.0)","(21.0, 50.0, 44.0)","(101.0, 99999, 99990)","(6.0, 99999, 99990)"
11-01-2023 19:00:35.848703,"(17.0, 21.0, 19.833333333333332)","(2.9, 99999, 99990)","(3.5, 4.0, 3.9590909090909094)","(5.5, 99999, 99990)","(7.5, 8.2, 7.926829268292683)","(21.0, 46.0, 43.6)","(21.0, 50.0, 44.0)","(101.0, 99999, 99990)","(6.0, 99999, 99990)"
11-01-2023 19:00:37.006459,"(17.0, 21.0, 19.833333333333332)","(2.9, 99999, 99990)","(3.5, 4.0, 3.9590909090909094)","(5.5, 99999, 99990)","(7.5, 8.2, 7.761702127659574)","(21.0, 46.0, 43.33333333333333)","(21.0, 50.0, 44.0)","(101.0, 99999, 99990)","(6.0, 99999, 99990)"
11-01-2023 19:00:38.162754,"(17.0, 21.0, 19.833333333333332)","(2.9, 99999, 99990)","(3.5, 4.0, 3.9590909090909094)","(5.5, 99999, 99990)","(7.5, 8.0, 7.777777777777778)","(21.0, 46.0, 43.33333333333333)","(21.0, 50.0, 44.0)","(101.0, 99999, 99990)","(6.0, 99999, 99990)"
11-01-2023 19:00:39.294491,"(17.0, 21.0, 19.833333333333332)","(2.9, 99999, 99990)","(3.5, 4.0, 3.9590909090909094)","(5.5, 99999, 99990)","(7.0, 8.0, 7.716363636363636)","(21.0, 46.0, 43.33333333333333)","(21.0, 50.0, 44.0)","(101.0, 99999, 99990)","(6.0, 99999, 99990)"
11-01-2023 19:00:40.575609,"(17.0, 21.0, 19.833333333333332)","(2.9, 99999, 99990)","(3.5, 4.0, 3.9590909090909094)","(5.5, 99999, 99990)","(7.0, 8.0, 7.694117647058823)","(21.0, 46.0, 43.33333333333333)","(21.0, 50.0, 44.0)","(101.0, 99999, 99990)","(6.0, 99999, 99990)"
11-01-2023 19:00:41.838955,"(17.0, 20.0, 19.727272727272727)","(2.9, 99999, 99990)","(3.5, 4.0, 3.99)","(5.5, 99999, 99990)","(7.0, 7.8, 7.675)","(21.0, 46.0, 39.666666666666664)","(21.0, 50.0, 40.42857142857143)","(101.0, 99999, 99990)","(6.0, 99999, 99990)"
11-01-2023 19:00:43.221576,"(17.0, 21.0, 19.842105263157894)","(2.9, 99999, 99990)","(3.5, 4.0, 3.99)","(5.5, 99999, 99990)","(7.0, 8.0, 7.857142857142857)","(21.0, 55.0, 41.2)","(21.0, 55.0, 40.125)","(101.0, 99999, 99990)","(6.0, 99999, 99990)"
11-01-2023 19:00:44.606746,"(17.0, 20.0, 19.75)","(2.9, 99999, 99990)","(3.5, 4.0, 3.99)","(5.5, 99999, 99990)","(7.0, 8.2, 7.866666666666666)","(21.0, 55.0, 38.111111111111114)","(21.0, 55.0, 40.125)","(101.0, 99999, 99990)","(6.0, 99999, 99990)"
11-01-2023 19:00:45.936436,"(17.0, 20.0, 19.666666666666668)","(2.9, 99999, 99990)","(3.5, 4.0, 3.9970588235294118)","(5.5, 99999, 99990)","(7.0, 8.2, 7.933333333333333)","(21.0, 55.0, 38.111111111111114)","(21.0, 55.0, 43.333333333333336)","(101.0, 99999, 99990)","(6.0, 99999, 99990)"
11-01-2023 19:00:47.301746,"(17.0, 20.0, 19.333333333333332)","(2.9, 99999, 99990)","(3.5, 4.0, 3.99375)","(5.5, 99999, 99990)","(7.0, 8.2, 8.133333333333333)","(21.0, 55.0, 38.375)","(21.0, 55.0, 42.25)","(101.0, 99999, 99990)","(6.0, 99999, 99990)"
11-01-2023 19:00:48.496010,"(17.0, 21.0, 19.333333333333332)","(2.9, 99999, 99990)","(3.5, 4.2, 4.1)","(5.5, 99999, 99990)","(7.0, 8.4, 8.22857142857143)","(21.0, 55.0, 38.375)","(21.0, 55.0, 40.42857142857143)","(101.0, 99999, 99990)","(6.0, 99999, 99990)"
11-01-2023 19:00:49.803937,"(17.0, 21.0, 19.307692307692307)","(2.9, 99999, 99990)","(3.5, 4.2, 4.175)","(5.5, 99999, 99990)","(7.0, 8.4, 8.2)","(21.0, 55.0, 38.375)","(21.0, 55.0, 40.42857142857143)","(101.0, 99999, 99990)","(6.0, 99999, 99990)"
11-01-2023 19:00:50.998730,"(16.0, 21.0, 19.307692307692307)","(3.0, 99999, 99990)","(3.5, 4.2, 4.1049999999999995)","(5.5, 99999, 99990)","(7.0, 8.4, 8.189473684210526)","(21.0, 55.0, 40.22222222222222)","(21.0, 55.0, 42.25)","(101.0, 99999, 99990)","(6.5, 99999, 99990)"
11-01-2023 19:00:52.121075,"(16.0, 21.0, 19.352941176470587)","(3.0, 99999, 99990)","(3.5, 4.3, 4.137499999999999)","(5.5, 99999, 99990)","(7.0, 8.6, 8.189473684210526)","(21.0, 55.0, 46.5)","(21.0, 55.0, 42.25)","(101.0, 99999, 99990)","(6.5, 99999, 99990)"
11-01-2023 19:00:53.237432,"(16.0, 21.0, 19.375)","(3.0, 99999, 99990)","(3.5, 4.3, 4.137499999999999)","(5.5, 99999, 99990)","(7.0, 8.6, 8.189473684210526)","(21.0, 55.0, 46.5)","(21.0, 55.0, 42.25)","(101.0, 99999, 99990)","(6.5, 99999, 99990)"
11-01-2023 19:00:54.350318,"(16.0, 20.0, 19.25)","(3.0, 99999, 99990)","(3.5, 4.3, 4.137499999999999)","(5.5, 99999, 99990)","(7.0, 8.6, 8.189473684210526)","(21.0, 55.0, 51.22222222222222)","(21.0, 55.0, 42.25)","(101.0, 99999, 99990)","(6.5, 99999, 99990)"
11-01-2023 19:00:55.526363,"(16.0, 20.0, 19.6)","(3.0, 99999, 99990)","(3.5, 4.3, 4.137499999999999)","(5.5, 99999, 99990)","(7.0, 8.6, 8.2)","(21.0, 55.0, 46.0)","(21.0, 55.0, 42.25)","(101.0, 99999, 99990)","(6.5, 99999, 99990)"
11-01-2023 19:00:56.789025,"(16.0, 19.5, 19.125)","(3.0, 99999, 99990)","(3.5, 4.3, 4.25)","(5.5, 99999, 99990)","(7.0, 8.4, 8.2)","(21.0, 50.0, 46.0)","(21.0, 55.0, 42.142857142857146)","(101.0, 99999, 99990)","(6.5, 99999, 99990)"
11-01-2023 19:00:58.228224,"(16.0, 19.5, 19.166666666666668)","(3.0, 99999, 99990)","(3.5, 4.3, 4.25)","(5.5, 99999, 99990)","(7.0, 8.4, 8.085714285714285)","(21.0, 50.0, 46.0)","(21.0, 55.0, 46.0)","(101.0, 99999, 99990)","(6.5, 99999, 99990)"
11-01-2023 19:00:59.537423,"(16.0, 20.0, 19.923076923076923)","(2.9, 99999, 99990)","(3.5, 4.3, 4.25)","(5.5, 99999, 99990)","(7.0, 8.2, 7.978260869565218)","(21.0, 50.0, 47.6)","(21.0, 55.0, 46.0)","(101.0, 99999, 99990)","(6.5, 99999, 99990)"
11-01-2023 19:01:00.894594,"(16.0, 20.0, 19.923076923076923)","(2.9, 99999, 99990)","(3.5, 4.3, 4.25)","(5.5, 99999, 99990)","(7.0, 8.0, 7.978260869565218)","(21.0, 50.0, 47.6)","(21.0, 55.0, 46.0)","(101.0, 99999, 99990)","(6.5, 99999, 99990)"
11-01-2023 19:01:02.219427,"(16.0, 20.0, 19.923076923076923)","(2.9, 99999, 99990)","(3.5, 4.3, 4.196)","(5.5, 99999, 99990)","(7.0, 8.0, 7.978260869565218)","(21.0, 50.0, 47.6)","(21.0, 55.0, 46.0)","(101.0, 99999, 99990)","(6.5, 99999, 99990)"
11-01-2023 19:01:03.391923,"(16.0, 20.0, 19.923076923076923)","(2.9, 99999, 99990)","(3.5, 4.3, 4.185714285714285)","(5.5, 99999, 99990)","(7.0, 8.0, 7.978260869565218)","(21.0, 50.0, 47.6)","(21.0, 55.0, 46.0)","(101.0, 99999, 99990)","(6.5, 99999, 99990)"
11-01-2023 19:01:04.593974,"(16.0, 20.0, 19.923076923076923)","(2.9, 99999, 99990)","(3.5, 4.3, 4.18)","(5.5, 99999, 99990)","(7.0, 8.0, 7.978260869565218)","(21.0, 50.0, 47.6)","(21.0, 55.0, 46.0)","(101.0, 99999, 99990)","(6.5, 99999, 99990)"
11-01-2023 19:01:05.780224,"(16.0, 20.0, 19.923076923076923)","(2.9, 99999, 99990)","(3.5, 4.3, 4.135294117647058)","(5.5, 99999, 99990)","(7.0, 8.0, 7.975609756097561)","(21.0, 50.0, 46.0)","(21.0, 55.0, 46.0)","(101.0, 99999, 99990)","(6.5, 99999, 99990)"
