,Tri For Us,Big Screen,Megazone,Bold Success,Downforce,Hardly Ever,Sentimental Hero,Knot Secret,Hear Me Sing,Sketta
07-01-2023 17:33:27.092213,"(14.0, 18.0, 17.710526315789473)","(11.0, 18.0, 17.355555555555554)","(20.0, 28.0, 26.395833333333332)","(81.0, 110.0, 103.33333333333333)","(21.0, 28.0, 27.471153846153847)","(2.45, 2.84, 2.833103448275862)","(3.9, 4.4, 4.364897959183674)","(5.0, 5.6, 5.570821529745042)","(26.0, 32.0, 30.333333333333332)","(51.0, 80.0, 76.93181818181819)"
07-01-2023 17:33:28.354137,"(14.0, 18.0, 17.75)","(11.0, 18.0, 17.355555555555554)","(20.0, 28.0, 26.395833333333332)","(81.0, 110.0, 103.75)","(21.0, 28.0, 27.471153846153847)","(2.45, 2.84, 2.8239130434782607)","(3.9, 4.4, 4.372272727272727)","(5.0, 5.6, 5.588652482269503)","(26.0, 32.0, 29.954545454545453)","(51.0, 80.0, 76.93181818181819)"
07-01-2023 17:33:29.697873,"(14.0, 18.0, 17.75)","(11.0, 18.0, 17.355555555555554)","(20.0, 28.0, 26.395833333333332)","(81.0, 110.0, 103.75)","(21.0, 28.0, 27.471153846153847)","(2.45, 2.84, 2.8239130434782607)","(3.9, 4.4, 4.372272727272727)","(5.0, 5.6, 5.588652482269503)","(26.0, 32.0, 29.954545454545453)","(51.0, 80.0, 76.93181818181819)"
07-01-2023 17:33:31.229144,"(14.0, 18.0, 17.775)","(11.0, 18.0, 17.355555555555554)","(20.0, 28.0, 26.395833333333332)","(81.0, 110.0, 103.75)","(21.0, 28.0, 27.471153846153847)","(2.45, 2.84, 2.829655172413793)","(3.9, 4.4, 4.364372469635628)","(5.0, 5.6, 5.589667896678966)","(26.0, 34.0, 30.692307692307693)","(51.0, 80.0, 76.93181818181819)"
07-01-2023 17:33:32.602209,"(14.0, 18.0, 17.775)","(11.0, 18.0, 17.38095238095238)","(20.0, 28.0, 26.361702127659573)","(81.0, 110.0, 103.75)","(21.0, 28.0, 27.455445544554454)","(2.45, 2.8, 2.7966371681415927)","(3.9, 4.5, 4.436)","(5.0, 5.6, 5.572064777327935)","(26.0, 34.0, 32.142857142857146)","(51.0, 80.0, 76.93181818181819)"
07-01-2023 17:33:34.038125,"(14.0, 18.0, 17.775)","(11.0, 18.0, 17.833333333333332)","(20.0, 28.0, 26.564102564102566)","(81.0, 110.0, 126.66666666666667)","(21.0, 28.0, 27.568181818181817)","(2.45, 2.8, 2.828196721311475)","(3.9, 4.5, 4.257777777777777)","(5.0, 5.6, 5.613664596273292)","(26.0, 34.0, 32.38709677419355)","(51.0, 80.0, 77.5)"
07-01-2023 17:33:35.509228,"(14.0, 18.5, 18.096491228070175)","(11.0, 18.0, 17.9)","(20.0, 28.0, 26.564102564102566)","(81.0, 130.0, 127.5)","(21.0, 28.0, 27.568181818181817)","(2.45, 2.84, 2.828333333333333)","(3.9, 4.3, 4.257541899441341)","(5.0, 5.7, 5.625935828877005)","(26.0, 34.0, 32.38709677419355)","(51.0, 80.0, 77.5)"
07-01-2023 17:33:36.944676,"(14.0, 18.5, 18.096491228070175)","(11.0, 18.0, 17.9)","(20.0, 28.0, 26.556962025316455)","(81.0, 130.0, 127.5)","(21.0, 28.0, 27.568181818181817)","(2.45, 2.84, 2.8321951219512194)","(3.9, 4.3, 4.2542168674698795)","(5.0, 5.7, 5.625935828877005)","(26.0, 34.0, 32.38709677419355)","(51.0, 80.0, 77.5)"
07-01-2023 17:33:38.308709,"(14.0, 18.5, 18.096491228070175)","(11.0, 18.0, 17.9)","(20.0, 28.0, 26.556962025316455)","(81.0, 130.0, 136.66666666666669)","(21.0, 28.0, 27.568181818181817)","(2.45, 2.84, 2.8284745762711863)","(3.9, 4.3, 4.229629629629629)","(5.0, 5.7, 5.625935828877005)","(26.0, 34.0, 32.38709677419355)","(51.0, 80.0, 77.5)"
07-01-2023 17:33:39.664607,"(14.0, 18.5, 18.096491228070175)","(11.0, 18.0, 17.9)","(20.0, 28.0, 26.556962025316455)","(81.0, 140.0, 136.66666666666669)","(21.0, 28.0, 27.568181818181817)","(2.45, 2.84, 2.8284745762711863)","(3.9, 4.3, 4.221621621621622)","(5.0, 5.7, 5.625935828877005)","(26.0, 34.0, 32.38709677419355)","(51.0, 80.0, 77.5)"
07-01-2023 17:33:41.033951,"(14.0, 18.5, 18.096491228070175)","(11.0, 18.0, 17.9)","(20.0, 28.0, 26.556962025316455)","(81.0, 140.0, 136.66666666666669)","(21.0, 28.0, 27.568181818181817)","(2.45, 2.84, 2.8284745762711863)","(3.9, 4.3, 4.221621621621622)","(5.0, 5.7, 5.625935828877005)","(26.0, 34.0, 32.38709677419355)","(51.0, 80.0, 77.5)"
07-01-2023 17:33:42.399714,"(14.0, 18.5, 18.096491228070175)","(11.0, 18.0, 17.725)","(20.0, 28.0, 26.556962025316455)","(81.0, 140.0, 136.66666666666669)","(21.0, 28.0, 27.568181818181817)","(2.45, 2.84, 2.8284745762711863)","(3.9, 4.3, 4.221621621621622)","(5.0, 5.7, 5.623461538461538)","(26.0, 34.0, 32.38709677419355)","(51.0, 80.0, 77.57142857142857)"
07-01-2023 17:33:43.731828,"(14.0, 18.5, 18.096491228070175)","(11.0, 18.5, 17.725)","(20.0, 28.0, 26.556962025316455)","(81.0, 140.0, 136.66666666666669)","(21.0, 28.0, 27.568181818181817)","(2.45, 2.84, 2.8284745762711863)","(3.9, 4.3, 4.221621621621622)","(5.0, 5.7, 5.62013201320132)","(26.0, 34.0, 32.38709677419355)","(51.0, 80.0, 77.57142857142857)"
07-01-2023 17:33:45.130483,"(14.0, 18.5, 18.096491228070175)","(11.0, 18.5, 17.71951219512195)","(20.0, 28.0, 26.556962025316455)","(81.0, 140.0, 136.66666666666669)","(21.0, 28.0, 27.568181818181817)","(2.45, 2.84, 2.8276923076923075)","(3.9, 4.3, 4.216161616161616)","(5.0, 5.7, 5.62013201320132)","(26.0, 34.0, 32.38709677419355)","(51.0, 80.0, 77.57142857142857)"
07-01-2023 17:33:46.483409,"(14.0, 18.5, 18.096491228070175)","(11.0, 18.5, 17.71951219512195)","(20.0, 28.0, 26.556962025316455)","(81.0, 140.0, 136.66666666666669)","(21.0, 28.0, 27.568181818181817)","(2.45, 2.84, 2.8276923076923075)","(3.9, 4.3, 4.216161616161616)","(5.0, 5.7, 5.62013201320132)","(26.0, 34.0, 32.38709677419355)","(51.0, 80.0, 77.57142857142857)"
07-01-2023 17:33:47.982633,"(14.0, 18.5, 18.096491228070175)","(11.0, 18.5, 17.71951219512195)","(20.0, 28.0, 26.556962025316455)","(81.0, 140.0, 136.66666666666669)","(21.0, 28.0, 27.568181818181817)","(2.45, 2.84, 2.8276923076923075)","(3.9, 4.3, 4.216161616161616)","(5.0, 5.7, 5.62013201320132)","(26.0, 34.0, 32.38709677419355)","(51.0, 80.0, 77.57142857142857)"
07-01-2023 17:33:49.501705,"(14.0, 18.5, 18.096491228070175)","(11.0, 18.5, 17.71951219512195)","(20.0, 28.0, 26.556962025316455)","(81.0, 140.0, 136.66666666666669)","(21.0, 28.0, 27.568181818181817)","(2.45, 2.84, 2.8276923076923075)","(3.9, 4.3, 4.216161616161616)","(5.0, 5.7, 5.62013201320132)","(26.0, 34.0, 32.38709677419355)","(51.0, 80.0, 77.57142857142857)"
07-01-2023 17:33:50.985120,"(14.0, 18.0, 17.81578947368421)","(11.0, 18.5, 17.71951219512195)","(20.0, 28.0, 26.536585365853657)","(81.0, 140.0, 134.375)","(21.0, 28.0, 27.568181818181817)","(2.45, 2.84, 2.828771929824561)","(3.9, 4.3, 4.216161616161616)","(5.0, 5.7, 5.62013201320132)","(26.0, 34.0, 32.57142857142857)","(51.0, 80.0, 77.57142857142857)"
07-01-2023 17:33:52.407903,"(14.0, 18.0, 17.81578947368421)","(11.0, 18.5, 17.71951219512195)","(20.0, 28.0, 26.70967741935484)","(81.0, 140.0, 134.375)","(21.0, 28.0, 27.833333333333332)","(2.45, 2.84, 2.828771929824561)","(3.9, 4.3, 4.216161616161616)","(5.0, 5.7, 5.62013201320132)","(26.0, 34.0, 32.57142857142857)","(51.0, 80.0, 76.46341463414635)"
07-01-2023 17:33:53.874485,"(14.0, 18.0, 17.81578947368421)","(11.0, 18.5, 17.71951219512195)","(20.0, 27.0, 26.70967741935484)","(81.0, 140.0, 134.375)","(21.0, 28.0, 27.833333333333332)","(2.45, 2.84, 2.828771929824561)","(3.9, 4.3, 4.216161616161616)","(5.0, 5.7, 5.62013201320132)","(26.0, 34.0, 32.57142857142857)","(51.0, 80.0, 76.46341463414635)"
07-01-2023 17:33:55.274370,"(14.0, 18.0, 17.884615384615383)","(11.0, 18.5, 17.71951219512195)","(20.0, 27.0, 26.70967741935484)","(81.0, 140.0, 134.375)","(21.0, 28.0, 27.833333333333332)","(2.45, 2.84, 2.828771929824561)","(3.9, 4.3, 4.216161616161616)","(5.0, 5.7, 5.627232142857142)","(26.0, 34.0, 32.57142857142857)","(51.0, 80.0, 76.46341463414635)"
07-01-2023 17:33:56.631579,"(14.0, 18.0, 17.884615384615383)","(11.0, 18.5, 17.93103448275862)","(20.0, 27.0, 26.70967741935484)","(81.0, 140.0, 136.25)","(21.0, 28.0, 27.833333333333332)","(2.45, 2.84, 2.8348148148148145)","(3.9, 4.3, 4.181473214285714)","(5.0, 5.7, 5.634008097165991)","(26.0, 34.0, 32.57142857142857)","(51.0, 80.0, 76.66666666666667)"
07-01-2023 17:33:57.977177,"(14.0, 18.0, 17.91176470588235)","(11.0, 18.5, 17.93103448275862)","(20.0, 27.0, 26.70967741935484)","(81.0, 140.0, 120.0)","(21.0, 28.0, 27.833333333333332)","(2.45, 2.84, 2.8345)","(3.9, 4.2, 4.181030444964871)","(5.0, 5.7, 5.6236526946107785)","(26.0, 34.0, 32.57142857142857)","(51.0, 80.0, 76.66666666666667)"
07-01-2023 17:33:59.314638,"(14.0, 18.5, 18.19736842105263)","(11.0, 18.5, 17.910714285714285)","(20.0, 27.0, 26.70967741935484)","(81.0, 140.0, 120.0)","(21.0, 28.0, 27.833333333333332)","(2.45, 2.84, 2.8356756756756756)","(3.9, 4.2, 4.179545454545455)","(5.0, 5.7, 5.6236526946107785)","(26.0, 34.0, 32.75)","(51.0, 80.0, 76.66666666666667)"
07-01-2023 17:34:00.689586,"(14.0, 18.5, 18.223880597014926)","(11.0, 18.5, 17.883333333333333)","(20.0, 27.0, 26.653846153846153)","(81.0, 140.0, 120.0)","(21.0, 28.0, 27.833333333333332)","(2.45, 2.84, 2.831914893617021)","(3.9, 4.2, 4.179230769230769)","(5.0, 5.7, 5.623423423423423)","(26.0, 34.0, 32.75)","(51.0, 80.0, 76.66666666666667)"
07-01-2023 17:34:02.071239,"(14.0, 19.5, 18.90909090909091)","(11.0, 18.5, 17.910714285714285)","(20.0, 27.0, 26.653846153846153)","(81.0, 140.0, 136.25)","(21.0, 28.0, 27.833333333333332)","(2.45, 2.84, 2.8013229571984435)","(3.9, 4.2, 4.1796482412060305)","(5.0, 5.7, 5.623423423423423)","(26.0, 34.0, 32.75)","(51.0, 80.0, 76.66666666666667)"
07-01-2023 17:34:03.441418,"(14.0, 20.0, 19.391304347826086)","(11.0, 18.5, 17.910714285714285)","(20.0, 27.0, 26.653846153846153)","(81.0, 140.0, 136.53846153846155)","(21.0, 28.0, 27.833333333333332)","(2.45, 2.82, 2.801609195402299)","(3.9, 4.2, 4.1796482412060305)","(5.0, 5.7, 5.623423423423423)","(26.0, 34.0, 32.75)","(51.0, 80.0, 76.66666666666667)"
07-01-2023 17:34:04.775242,"(14.0, 20.0, 19.5)","(11.0, 18.5, 17.910714285714285)","(20.0, 27.0, 26.653846153846153)","(81.0, 140.0, 136.53846153846155)","(21.0, 28.0, 27.833333333333332)","(2.45, 2.82, 2.801609195402299)","(3.9, 4.2, 4.1796482412060305)","(5.0, 5.7, 5.623423423423423)","(26.0, 34.0, 32.75)","(51.0, 80.0, 76.66666666666667)"
07-01-2023 17:34:06.163233,"(14.0, 20.0, 19.5)","(11.0, 18.5, 18.25581395348837)","(20.0, 27.0, 26.653846153846153)","(81.0, 140.0, 136.53846153846155)","(21.0, 28.0, 27.735294117647058)","(2.45, 2.82, 2.81103690685413)","(3.9, 4.2, 4.161434108527132)","(5.0, 5.7, 5.626530612244898)","(26.0, 34.0, 32.638297872340424)","(51.0, 80.0, 76.66666666666667)"
07-01-2023 17:34:07.545401,"(14.0, 20.0, 19.5)","(11.0, 18.5, 18.25581395348837)","(20.0, 27.0, 26.653846153846153)","(81.0, 140.0, 136.53846153846155)","(21.0, 28.0, 27.735294117647058)","(2.45, 2.82, 2.81103690685413)","(3.9, 4.2, 4.161434108527132)","(5.0, 5.7, 5.626530612244898)","(26.0, 34.0, 32.638297872340424)","(51.0, 80.0, 76.66666666666667)"
07-01-2023 17:34:08.899014,"(14.0, 20.0, 19.5)","(11.0, 18.5, 18.178571428571427)","(20.0, 27.0, 26.653846153846153)","(81.0, 140.0, 136.53846153846155)","(21.0, 28.0, 27.735294117647058)","(2.45, 2.82, 2.810912408759124)","(3.9, 4.2, 4.159304703476483)","(5.0, 5.7, 5.626530612244898)","(26.0, 34.0, 32.638297872340424)","(51.0, 80.0, 76.66666666666667)"
07-01-2023 17:34:10.350179,"(14.0, 20.0, 19.5)","(11.0, 18.5, 18.178571428571427)","(20.0, 27.0, 26.64)","(81.0, 140.0, 138.21428571428572)","(21.0, 28.0, 27.735294117647058)","(2.45, 2.82, 2.826428571428571)","(3.8, 4.2, 4.158627858627859)","(5.0, 5.7, 5.626530612244898)","(26.0, 34.0, 32.638297872340424)","(51.0, 80.0, 76.66666666666667)"
07-01-2023 17:34:11.649709,"(14.0, 20.0, 19.5)","(11.0, 18.5, 18.178571428571427)","(20.0, 27.0, 26.64)","(81.0, 150.0, 138.21428571428572)","(21.0, 28.0, 27.735294117647058)","(2.45, 2.84, 2.826428571428571)","(3.8, 4.2, 4.158627858627859)","(5.0, 5.7, 5.626530612244898)","(26.0, 34.0, 32.638297872340424)","(51.0, 80.0, 76.66666666666667)"
07-01-2023 17:34:13.033959,"(14.0, 20.0, 19.5)","(11.0, 18.5, 18.178571428571427)","(20.0, 27.0, 26.64)","(81.0, 150.0, 138.21428571428572)","(21.0, 28.0, 27.735294117647058)","(2.45, 2.84, 2.826428571428571)","(3.8, 4.2, 4.158627858627859)","(5.0, 5.7, 5.626530612244898)","(26.0, 34.0, 32.638297872340424)","(51.0, 80.0, 76.53846153846153)"
07-01-2023 17:34:14.472995,"(14.0, 21.0, 20.43661971830986)","(11.0, 18.5, 18.07894736842105)","(20.0, 27.0, 26.42105263157895)","(81.0, 150.0, 138.21428571428572)","(21.0, 28.0, 27.735294117647058)","(2.45, 2.84, 2.831914893617021)","(3.8, 4.2, 4.156175298804781)","(5.0, 5.7, 5.62258064516129)","(26.0, 34.0, 32.638297872340424)","(51.0, 80.0, 76.46341463414635)"
07-01-2023 17:34:15.857986,"(14.0, 21.0, 20.43661971830986)","(11.0, 18.5, 18.07894736842105)","(20.0, 28.0, 26.42105263157895)","(81.0, 150.0, 138.21428571428572)","(21.0, 28.0, 27.70967741935484)","(2.45, 2.84, 2.8406451612903223)","(3.8, 4.2, 4.156175298804781)","(5.0, 5.7, 5.62258064516129)","(26.0, 34.0, 32.476190476190474)","(51.0, 80.0, 75.97222222222223)"
07-01-2023 17:34:17.188938,"(14.0, 21.0, 20.46268656716418)","(11.0, 18.5, 18.07894736842105)","(20.0, 28.0, 26.42105263157895)","(81.0, 150.0, 138.21428571428572)","(21.0, 28.0, 27.70967741935484)","(2.45, 2.86, 2.831627906976744)","(3.8, 4.2, 4.156175298804781)","(5.0, 5.7, 5.65575221238938)","(26.0, 34.0, 32.476190476190474)","(51.0, 80.0, 75.3225806451613)"
07-01-2023 17:34:18.512201,"(14.0, 21.0, 20.46268656716418)","(11.0, 18.5, 18.07894736842105)","(20.0, 28.0, 26.42105263157895)","(81.0, 150.0, 138.21428571428572)","(21.0, 28.0, 27.70967741935484)","(2.45, 2.84, 2.831627906976744)","(3.8, 4.2, 4.135661764705882)","(5.0, 5.7, 5.641447368421052)","(26.0, 34.0, 32.476190476190474)","(51.0, 80.0, 75.3225806451613)"
07-01-2023 17:34:19.902884,"(14.0, 21.0, 20.46268656716418)","(11.0, 18.5, 18.07894736842105)","(20.0, 28.0, 26.42105263157895)","(81.0, 150.0, 138.21428571428572)","(21.0, 28.0, 27.70967741935484)","(2.45, 2.84, 2.8117647058823527)","(3.8, 4.2, 4.135661764705882)","(5.0, 5.7, 5.640666666666666)","(26.0, 34.0, 32.51162790697674)","(51.0, 80.0, 75.3225806451613)"
07-01-2023 17:34:21.291989,"(14.0, 22.0, 21.363636363636363)","(11.0, 18.5, 18.07894736842105)","(20.0, 28.0, 26.42105263157895)","(81.0, 150.0, 138.21428571428572)","(21.0, 28.0, 27.70967741935484)","(2.45, 2.82, 2.8117647058823527)","(3.8, 4.2, 4.135661764705882)","(5.0, 5.7, 5.640666666666666)","(26.0, 34.0, 32.51162790697674)","(51.0, 80.0, 75.3225806451613)"
07-01-2023 17:34:22.637785,"(14.0, 22.0, 21.333333333333332)","(11.0, 18.5, 18.07894736842105)","(20.0, 28.0, 26.42105263157895)","(81.0, 150.0, 138.21428571428572)","(21.0, 28.0, 27.70967741935484)","(2.45, 2.82, 2.8117647058823527)","(3.8, 4.2, 4.135661764705882)","(5.0, 5.7, 5.640666666666666)","(26.0, 34.0, 32.51162790697674)","(51.0, 80.0, 75.3225806451613)"
07-01-2023 17:34:24.024697,"(14.0, 22.0, 21.333333333333332)","(11.0, 18.5, 18.07894736842105)","(20.0, 28.0, 26.42105263157895)","(81.0, 150.0, 138.21428571428572)","(21.0, 28.0, 27.70967741935484)","(2.45, 2.82, 2.8117647058823527)","(3.8, 4.2, 4.137451737451737)","(5.0, 5.7, 5.640666666666666)","(26.0, 34.0, 32.51162790697674)","(51.0, 80.0, 75.3225806451613)"
07-01-2023 17:34:25.315565,"(14.0, 22.0, 21.333333333333332)","(11.0, 18.5, 18.07894736842105)","(20.0, 28.0, 26.51851851851852)","(81.0, 150.0, 138.21428571428572)","(21.0, 28.0, 27.70967741935484)","(2.45, 2.82, 2.8117647058823527)","(3.8, 4.2, 4.137451737451737)","(5.0, 5.7, 5.640666666666666)","(26.0, 34.0, 32.51162790697674)","(51.0, 80.0, 75.3225806451613)"
07-01-2023 17:34:26.785045,"(14.0, 22.0, 21.333333333333332)","(11.0, 18.5, 18.07894736842105)","(20.0, 28.0, 26.51851851851852)","(81.0, 150.0, 138.21428571428572)","(21.0, 28.0, 27.70967741935484)","(2.45, 2.82, 2.8117647058823527)","(3.8, 4.2, 4.137451737451737)","(5.0, 5.7, 5.640666666666666)","(26.0, 34.0, 32.51162790697674)","(51.0, 80.0, 75.3225806451613)"
07-01-2023 17:34:28.316033,"(14.0, 22.0, 21.333333333333332)","(11.0, 18.5, 18.07894736842105)","(20.0, 28.0, 26.51851851851852)","(81.0, 150.0, 138.21428571428572)","(21.0, 28.0, 27.721311475409838)","(2.45, 2.84, 2.8258823529411763)","(3.8, 4.2, 4.138039215686274)","(5.0, 5.7, 5.6288)","(26.0, 34.0, 32.51162790697674)","(51.0, 80.0, 75.3225806451613)"
07-01-2023 17:34:30.357849,"(14.0, 22.0, 21.224489795918366)","(11.0, 18.5, 18.055555555555557)","(20.0, 27.0, 26.72222222222222)","(81.0, 150.0, 124.61538461538461)","(21.0, 28.0, 27.716666666666665)","(2.45, 2.84, 2.821463414634146)","(3.8, 4.2, 4.141452991452991)","(5.0, 5.7, 5.6288)","(26.0, 34.0, 32.36666666666667)","(51.0, 80.0, 75.3225806451613)"
07-01-2023 17:34:32.006330,"(14.0, 22.0, 21.47222222222222)","(11.0, 18.5, 18.055555555555557)","(20.0, 27.0, 26.72222222222222)","(81.0, 130.0, 124.61538461538461)","(21.0, 28.0, 27.716666666666665)","(2.45, 2.84, 2.821463414634146)","(3.8, 4.2, 4.139380530973451)","(5.0, 5.7, 5.6288)","(26.0, 34.0, 32.36666666666667)","(51.0, 80.0, 75.3225806451613)"
07-01-2023 17:34:33.638489,"(14.0, 22.0, 21.47222222222222)","(11.0, 18.5, 18.055555555555557)","(20.0, 27.0, 26.72222222222222)","(81.0, 130.0, 124.61538461538461)","(21.0, 28.0, 27.716666666666665)","(2.45, 2.84, 2.8128888888888888)","(3.8, 4.2, 4.146470588235294)","(5.0, 5.7, 5.673469387755102)","(26.0, 34.0, 32.36666666666667)","(51.0, 80.0, 75.3225806451613)"
07-01-2023 17:34:35.374908,"(14.0, 22.0, 21.482758620689655)","(11.0, 18.5, 18.19811320754717)","(20.0, 27.0, 26.962962962962962)","(81.0, 130.0, 125.0)","(21.0, 28.0, 27.75)","(2.45, 2.82, 2.8294444444444444)","(3.8, 4.2, 4.122480620155039)","(5.0, 5.7, 5.685294117647059)","(26.0, 34.0, 30.567164179104477)","(51.0, 80.0, 75.37037037037037)"
07-01-2023 17:34:37.076711,"(14.0, 22.0, 21.558823529411764)","(11.0, 18.5, 18.19811320754717)","(20.0, 27.0, 26.962962962962962)","(81.0, 130.0, 125.0)","(21.0, 28.0, 27.75)","(2.45, 2.84, 2.8317391304347823)","(3.8, 4.2, 4.15177304964539)","(5.0, 5.7, 5.6702531645569625)","(26.0, 32.0, 30.684931506849313)","(51.0, 80.0, 76.09375)"
07-01-2023 17:34:38.614571,"(15.0, 22.0, 21.210526315789473)","(12.0, 18.5, 18.19811320754717)","(20.0, 27.0, 26.962962962962962)","(81.0, 130.0, 125.0)","(21.0, 28.0, 27.75)","(2.45, 2.84, 2.8317391304347823)","(3.8, 4.2, 4.15177304964539)","(5.0, 5.7, 5.6702531645569625)","(26.0, 32.0, 30.684931506849313)","(51.0, 80.0, 76.09375)"
07-01-2023 17:34:40.001701,"(15.0, 22.0, 21.6875)","(12.0, 18.5, 18.19811320754717)","(20.0, 27.0, 26.65625)","(81.0, 130.0, 125.0)","(21.0, 28.0, 27.75)","(2.45, 2.84, 2.8317391304347823)","(3.8, 4.2, 4.159574468085107)","(5.0, 5.7, 5.6702531645569625)","(26.0, 32.0, 30.684931506849313)","(51.0, 80.0, 75.97222222222223)"
07-01-2023 17:34:41.354467,"(15.0, 22.0, 21.6875)","(12.0, 18.5, 18.192307692307693)","(20.0, 27.0, 26.65625)","(81.0, 130.0, 125.0)","(21.0, 28.0, 27.75)","(2.45, 2.84, 2.8317391304347823)","(3.8, 4.2, 4.159574468085107)","(5.0, 5.7, 5.6702531645569625)","(26.0, 32.0, 30.684931506849313)","(51.0, 80.0, 76.09375)"
07-01-2023 17:34:42.776863,"(15.0, 22.0, 21.6875)","(12.0, 18.5, 18.192307692307693)","(20.0, 27.0, 26.551724137931036)","(81.0, 130.0, 125.0)","(21.0, 28.0, 27.75)","(2.45, 2.84, 2.8317391304347823)","(3.8, 4.2, 4.159574468085107)","(5.0, 5.7, 5.669281045751634)","(26.0, 32.0, 30.684931506849313)","(51.0, 80.0, 75.73529411764706)"
07-01-2023 17:34:44.183544,"(15.0, 22.0, 21.6875)","(12.0, 18.5, 18.192307692307693)","(20.0, 27.0, 26.551724137931036)","(81.0, 130.0, 125.0)","(21.0, 28.0, 27.75)","(2.45, 2.84, 2.8317391304347823)","(3.8, 4.2, 4.1730769230769225)","(5.0, 5.7, 5.669281045751634)","(26.0, 32.0, 30.608695652173914)","(51.0, 80.0, 75.73529411764706)"
07-01-2023 17:34:45.706463,"(15.0, 22.0, 21.6875)","(12.0, 18.5, 18.228813559322035)","(20.0, 27.0, 26.551724137931036)","(81.0, 130.0, 125.0)","(21.0, 28.0, 27.75)","(2.45, 2.84, 2.8317391304347823)","(3.8, 4.3, 4.1730769230769225)","(5.0, 5.7, 5.669281045751634)","(26.0, 32.0, 31.454545454545453)","(51.0, 80.0, 75.73529411764706)"
07-01-2023 17:34:47.131842,"(15.0, 22.0, 21.6875)","(12.0, 18.5, 18.228813559322035)","(20.0, 27.0, 26.551724137931036)","(81.0, 130.0, 125.0)","(21.0, 28.0, 27.75)","(2.45, 2.84, 2.8317391304347823)","(3.8, 4.3, 4.1730769230769225)","(5.0, 5.7, 5.669281045751634)","(26.0, 32.0, 31.454545454545453)","(51.0, 80.0, 75.73529411764706)"
07-01-2023 17:34:48.589951,"(15.0, 22.0, 21.625)","(12.0, 18.5, 18.228813559322035)","(20.0, 27.0, 26.484848484848484)","(81.0, 130.0, 125.0)","(21.0, 28.0, 27.85)","(2.45, 2.84, 2.8309523809523807)","(3.8, 4.3, 4.182251082251082)","(5.0, 5.7, 5.669281045751634)","(26.0, 32.0, 31.357142857142858)","(51.0, 80.0, 75.73529411764706)"
07-01-2023 17:34:50.194588,"(15.0, 22.0, 21.583333333333332)","(12.0, 18.5, 18.166666666666668)","(20.0, 27.0, 26.08695652173913)","(81.0, 130.0, 125.0)","(21.0, 28.0, 27.85)","(2.45, 2.84, 2.842222222222222)","(3.8, 4.3, 4.217857142857143)","(5.0, 5.7, 5.669281045751634)","(26.0, 32.0, 31.357142857142858)","(51.0, 80.0, 75.73529411764706)"
07-01-2023 17:34:51.701098,"(15.0, 22.0, 21.583333333333332)","(12.0, 18.5, 18.166666666666668)","(20.0, 27.0, 26.08695652173913)","(81.0, 130.0, 125.0)","(21.0, 28.0, 27.85)","(2.45, 2.86, 2.8313513513513513)","(3.8, 4.3, 4.217105263157895)","(5.0, 5.7, 5.665693430656934)","(26.0, 32.0, 31.357142857142858)","(51.0, 80.0, 75.73529411764706)"
07-01-2023 17:34:53.221347,"(15.0, 22.0, 21.583333333333332)","(12.0, 18.5, 18.166666666666668)","(20.0, 27.0, 26.08695652173913)","(81.0, 130.0, 125.0)","(21.0, 28.0, 27.85)","(2.45, 2.84, 2.832)","(3.8, 4.3, 4.217105263157895)","(5.0, 5.7, 5.651111111111111)","(26.0, 32.0, 31.357142857142858)","(51.0, 80.0, 75.73529411764706)"
07-01-2023 17:34:54.761440,"(15.0, 22.0, 21.614035087719298)","(12.0, 18.5, 18.166666666666668)","(20.0, 27.0, 26.580645161290324)","(81.0, 130.0, 125.0)","(21.0, 28.0, 27.844827586206897)","(2.45, 2.84, 2.832)","(3.8, 4.3, 4.217105263157895)","(5.0, 5.7, 5.651111111111111)","(26.0, 32.0, 31.357142857142858)","(51.0, 80.0, 75.73529411764706)"
07-01-2023 17:34:56.206048,"(15.0, 22.0, 21.071428571428573)","(12.0, 18.5, 18.170212765957448)","(20.0, 27.0, 26.580645161290324)","(81.0, 130.0, 125.0)","(21.0, 28.0, 27.844827586206897)","(2.45, 2.84, 2.832)","(3.8, 4.3, 4.217105263157895)","(5.0, 5.7, 5.651111111111111)","(26.0, 32.0, 31.357142857142858)","(51.0, 80.0, 73.80952380952381)"
07-01-2023 17:34:57.654706,"(15.0, 22.0, 21.1875)","(12.0, 18.5, 18.170212765957448)","(20.0, 27.0, 26.580645161290324)","(81.0, 130.0, 125.0)","(21.0, 28.0, 27.844827586206897)","(2.5, 2.84, 2.832)","(3.7, 4.3, 4.204545454545455)","(5.0, 5.7, 5.651111111111111)","(26.0, 32.0, 31.11764705882353)","(51.0, 80.0, 73.80952380952381)"
07-01-2023 17:34:59.291553,"(15.0, 22.0, 21.1875)","(12.0, 18.5, 18.170212765957448)","(20.0, 27.0, 26.580645161290324)","(81.0, 130.0, 125.0)","(21.0, 28.0, 27.844827586206897)","(2.5, 2.84, 2.832)","(3.7, 4.3, 4.241935483870968)","(5.0, 5.7, 5.651111111111111)","(26.0, 32.0, 31.11764705882353)","(51.0, 80.0, 73.80952380952381)"
