,Earstagrin,Forever More,Tiza New Day,Extortion,Sarge,Lucky Zara,Mista Moose,Frozen Jewel,Questro Queen Nz
07-12-2022 17:54:01.450142,"(61.0, 100.0, 79.16666666666667)","(10.0, 9.6, 9.023076923076923)","(4.0, 4.6, 4.871428571428572)","(3.7, 5.1, 4.671974522292993)","(8.5, 11.5, 11.34)","(21.0, 32.0, 29.666666666666668)","(13.0, 27.0, 25.333333333333332)","(4.8, 6.0, 5.5807692307692305)","(6.5, 99999, 99990)"
07-12-2022 17:54:02.820013,"(61.0, 100.0, 79.16666666666667)","(10.0, 9.6, 9.023076923076923)","(4.0, 5.0, 5.133333333333333)","(3.7, 4.7, 4.6734939759036145)","(8.5, 11.5, 11.397435897435898)","(21.0, 32.0, 32.2)","(13.0, 27.0, 25.333333333333332)","(4.8, 6.2, 5.625)","(6.5, 99999, 99990)"
07-12-2022 17:54:04.216289,"(61.0, 95.0, 85.0)","(10.0, 9.6, 9.052054794520549)","(4.0, 5.3, 4.90625)","(3.7, 4.7, 4.9409090909090905)","(8.5, 11.5, 10.975975975975976)","(21.0, 34.0, 36.25)","(13.0, 27.0, 25.333333333333332)","(4.8, 6.0, 5.315267175572519)","(6.5, 99999, 99990)"
07-12-2022 17:54:05.747539,"(61.0, 95.0, 80.0)","(10.0, 9.6, 9.073684210526316)","(4.0, 5.0, 4.9375)","(3.7, 5.1, 5.042857142857143)","(8.5, 11.0, 10.76923076923077)","(21.0, 38.0, 36.25)","(13.0, 27.0, 29.2)","(4.8, 5.5, 5.315267175572519)","(6.5, 99999, 99990)"
07-12-2022 17:54:07.079589,"(61.0, 90.0, 72.5)","(10.0, 9.6, 9.073684210526316)","(4.0, 5.0, 4.9375)","(3.7, 5.1, 5.042857142857143)","(8.5, 11.0, 10.76923076923077)","(21.0, 38.0, 36.25)","(13.0, 30.0, 28.0)","(4.8, 5.5, 5.315267175572519)","(6.5, 99999, 99990)"
07-12-2022 17:54:08.475561,"(61.0, 90.0, 72.5)","(10.0, 9.6, 9.45)","(4.0, 5.0, 4.9375)","(3.7, 5.1, 5.06)","(8.5, 11.0, 10.76923076923077)","(21.0, 38.0, 34.18181818181818)","(13.0, 30.0, 28.0)","(4.8, 5.5, 5.315267175572519)","(6.5, 99999, 99990)"
07-12-2022 17:54:09.859588,"(61.0, 90.0, 75.0)","(10.0, 9.6, 9.2)","(4.0, 5.0, 5.274137931034483)","(3.7, 5.1, 5.06)","(8.5, 11.0, 10.76923076923077)","(21.0, 38.0, 34.34285714285714)","(13.0, 30.0, 27.727272727272727)","(4.8, 5.5, 5.2250000000000005)","(6.5, 99999, 99990)"
07-12-2022 17:54:11.342421,"(61.0, 90.0, 64.28571428571429)","(10.0, 9.6, 8.233333333333333)","(4.0, 5.3, 5.274137931034483)","(3.7, 5.1, 5.033333333333333)","(8.5, 11.0, 10.925)","(21.0, 38.0, 34.34285714285714)","(13.0, 29.0, 27.4)","(4.8, 5.5, 5.2250000000000005)","(6.5, 99999, 99990)"
07-12-2022 17:54:12.679860,"(61.0, 90.0, 64.28571428571429)","(10.0, 8.6, 8.014893617021276)","(4.0, 5.3, 5.24)","(3.7, 5.1, 5.04)","(8.5, 11.0, 11.017857142857142)","(21.0, 38.0, 26.75)","(13.0, 28.0, 26.333333333333332)","(4.8, 5.5, 5.228767123287671)","(6.5, 99999, 99990)"
07-12-2022 17:54:14.119753,"(61.0, 90.0, 64.28571428571429)","(10.0, 8.2, 8.014893617021276)","(4.0, 5.3, 5.5852941176470585)","(3.7, 5.1, 5.04)","(8.5, 11.5, 11.144736842105264)","(21.0, 32.0, 26.857142857142858)","(13.0, 28.0, 27.166666666666668)","(4.8, 5.5, 5.3100000000000005)","(6.5, 99999, 99990)"
07-12-2022 17:54:15.613987,"(61.0, 90.0, 72.0)","(10.0, 8.2, 8.014893617021276)","(4.0, 5.6, 5.5)","(3.7, 5.1, 5.059090909090909)","(8.5, 11.5, 11.144736842105264)","(21.0, 32.0, 29.11111111111111)","(13.0, 28.0, 27.166666666666668)","(4.8, 5.4, 5.296875)","(6.5, 99999, 99990)"
07-12-2022 17:54:17.090999,"(61.0, 85.0, 62.5)","(10.0, 8.2, 8.014893617021276)","(4.0, 5.8, 5.333333333333333)","(3.7, 5.1, 5.059090909090909)","(8.5, 11.5, 11.144736842105264)","(21.0, 30.0, 29.11111111111111)","(13.0, 28.0, 26.666666666666668)","(4.8, 5.4, 5.296875)","(6.5, 99999, 99990)"
07-12-2022 17:54:18.899833,"(61.0, 85.0, 67.5)","(10.0, 8.2, 7.6119047619047615)","(4.0, 5.5, 5.333333333333333)","(3.7, 5.1, 5.059090909090909)","(8.5, 11.5, 11.144736842105264)","(21.0, 30.0, 26.857142857142858)","(13.0, 28.0, 26.666666666666668)","(4.8, 5.4, 5.296875)","(6.5, 99999, 99990)"
07-12-2022 17:54:20.528846,"(61.0, 80.0, 75.0)","(10.0, 7.8, 7.627027027027027)","(4.0, 5.5, 5.336363636363636)","(3.7, 5.1, 5.057142857142857)","(8.5, 11.5, 11.82)","(21.0, 32.0, 26.857142857142858)","(13.0, 28.0, 26.666666666666668)","(4.8, 5.4, 5.2)","(6.5, 99999, 99990)"
07-12-2022 17:54:22.147356,"(61.0, 80.0, 77.14285714285714)","(10.0, 7.8, 7.598581560283687)","(4.0, 5.5, 5.452)","(3.7, 5.1, 4.9714285714285715)","(8.5, 12.0, 12.452380952380953)","(21.0, 32.0, 27.263157894736842)","(13.0, 28.0, 27.0)","(4.8, 5.4, 5.353846153846154)","(6.5, 99999, 99990)"
07-12-2022 17:54:23.537386,"(61.0, 80.0, 71.25)","(10.0, 7.6, 8.556756756756757)","(4.0, 5.5, 5.32)","(3.7, 5.1, 4.8)","(8.5, 12.5, 12.452380952380953)","(21.0, 32.0, 29.2)","(13.0, 29.0, 27.0)","(4.8, 5.4, 5.266666666666667)","(6.5, 99999, 99990)"
