,Goldstar Larson,Homebush Archie,Trousseau,Off Grid,Young Romeo,Made The Cut,Diamond Harmony
05-01-2023 13:33:02.807544,"(3.6, 5.3, 4.4)","(21.0, 220.0, 92.71428571428571)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.6, 5.85)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.2)"
05-01-2023 13:33:04.047177,"(3.6, 5.3, 4.4)","(21.0, 220.0, 92.71428571428571)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.6, 5.85)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.2)"
05-01-2023 13:33:05.309969,"(3.6, 5.3, 4.4)","(21.0, 220.0, 92.71428571428571)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.6, 5.85)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.2)"
05-01-2023 13:33:06.464861,"(3.6, 5.3, 4.4)","(21.0, 220.0, 92.71428571428571)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.6, 5.85)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.2)"
05-01-2023 13:33:07.468051,"(3.6, 5.3, 4.4)","(21.0, 220.0, 92.71428571428571)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.6, 5.85)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.2)"
05-01-2023 13:33:08.823368,"(3.6, 5.3, 4.4)","(21.0, 220.0, 92.71428571428571)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.6, 5.85)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.2)"
05-01-2023 13:33:10.205581,"(3.6, 5.3, 4.4)","(21.0, 220.0, 92.71428571428571)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.6, 5.85)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.2)"
05-01-2023 13:33:11.428285,"(3.6, 5.3, 4.4)","(21.0, 220.0, 92.71428571428571)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.6, 5.85)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.2)"
05-01-2023 13:33:12.758517,"(3.6, 5.3, 4.4)","(21.0, 220.0, 92.71428571428571)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.6, 5.85)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.2)"
05-01-2023 13:33:13.895919,"(3.6, 5.3, 4.4)","(21.0, 220.0, 92.71428571428571)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.6, 5.85)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.2)"
05-01-2023 13:33:15.032117,"(3.6, 5.3, 4.4)","(21.0, 220.0, 92.71428571428571)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.6, 5.85)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 7.300000000000001)"
05-01-2023 13:33:16.230862,"(3.6, 5.3, 4.4)","(21.0, 220.0, 92.71428571428571)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.6, 5.85)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 7.300000000000001)"
05-01-2023 13:33:17.424798,"(3.6, 5.3, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.6, 5.85)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.32)"
05-01-2023 13:33:18.557107,"(3.6, 5.3, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.6, 5.85)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.32)"
05-01-2023 13:33:19.655461,"(3.6, 5.3, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.6, 5.85)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.32)"
05-01-2023 13:33:20.845335,"(3.6, 5.3, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.6, 5.85)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.32)"
05-01-2023 13:33:22.117541,"(3.6, 5.3, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.6, 5.85)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.32)"
05-01-2023 13:33:23.804750,"(3.6, 5.3, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.6, 5.85)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.32)"
05-01-2023 13:33:25.056627,"(3.6, 5.3, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.6, 7.116129032258064)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.32)"
05-01-2023 13:33:26.325530,"(3.6, 5.3, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 8.48)","(4.4, 9.4, 7.15)","(4.8, 7.6, 7.116129032258064)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 7.300000000000001)"
05-01-2023 13:33:27.529896,"(3.6, 5.3, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 8.48)","(4.4, 9.4, 7.15)","(4.8, 7.6, 7.116129032258064)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.440000000000001)"
05-01-2023 13:33:28.775967,"(3.6, 5.3, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 8.48)","(4.4, 9.4, 7.15)","(4.8, 7.6, 6.391666666666667)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.440000000000001)"
05-01-2023 13:33:29.948044,"(3.6, 5.3, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 8.48)","(4.4, 9.4, 7.15)","(4.8, 7.6, 6.391666666666667)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.440000000000001)"
05-01-2023 13:33:31.118969,"(3.6, 5.2, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 8.48)","(4.4, 9.4, 7.15)","(4.8, 7.6, 6.391666666666667)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.440000000000001)"
05-01-2023 13:33:32.449104,"(3.6, 5.2, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.6, 6.391666666666667)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.440000000000001)"
05-01-2023 13:33:33.824951,"(3.6, 5.2, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.6, 7.4125)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.440000000000001)"
05-01-2023 13:33:35.104099,"(3.6, 5.2, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.8, 7.4125)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.440000000000001)"
05-01-2023 13:33:36.512934,"(3.6, 5.2, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.8, 7.4125)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.08)"
05-01-2023 13:33:37.889422,"(3.6, 5.2, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.8, 7.05)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.440000000000001)"
05-01-2023 13:33:39.120424,"(3.6, 5.2, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 8.940000000000001)","(4.4, 9.4, 7.15)","(4.8, 7.8, 6.15)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.440000000000001)"
05-01-2023 13:33:40.319369,"(3.6, 5.2, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 7.15)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.440000000000001)"
05-01-2023 13:33:41.408321,"(3.6, 5.2, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 7.15)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.440000000000001)"
05-01-2023 13:33:42.571388,"(3.6, 5.2, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 7.15)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.440000000000001)"
05-01-2023 13:33:43.753065,"(3.6, 5.2, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 7.15)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.440000000000001)"
05-01-2023 13:33:44.938146,"(3.6, 5.2, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 7.15)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.440000000000001)"
05-01-2023 13:33:46.175732,"(3.6, 5.2, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 7.15)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.440000000000001)"
05-01-2023 13:33:47.352714,"(3.6, 5.2, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 7.15)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.02)"
05-01-2023 13:33:48.588129,"(3.6, 5.2, 4.4)","(21.0, 220.0, 121.0)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 7.15)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 8.02)"
05-01-2023 13:33:49.872693,"(3.6, 5.2, 4.4)","(21.0, 220.0, 126.21052631578947)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 7.15)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.5, 9.466666666666667)"
05-01-2023 13:33:51.275380,"(3.6, 5.2, 4.4)","(21.0, 220.0, 126.21052631578947)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 7.15)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.0, 9.466666666666667)"
05-01-2023 13:33:52.683503,"(3.6, 5.2, 4.4)","(21.0, 220.0, 126.21052631578947)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 7.15)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.0, 9.466666666666667)"
05-01-2023 13:33:54.168177,"(3.6, 5.2, 4.4)","(21.0, 220.0, 126.21052631578947)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 7.15)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.0, 9.466666666666667)"
05-01-2023 13:33:55.740632,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 6.844444444444445)","(4.4, 9.4, 7.15)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.0, 9.466666666666667)"
05-01-2023 13:33:56.998679,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 6.844444444444445)","(4.4, 9.4, 7.15)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.0, 9.466666666666667)"
05-01-2023 13:33:58.185522,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 6.844444444444445)","(4.4, 9.4, 7.15)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.0, 9.466666666666667)"
05-01-2023 13:33:59.376852,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 6.844444444444445)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.0, 9.266666666666666)"
05-01-2023 13:34:00.609688,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 6.844444444444445)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.0, 9.266666666666666)"
05-01-2023 13:34:01.769139,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 6.844444444444445)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.455555555555556)","(6.5, 11.0, 9.266666666666666)"
05-01-2023 13:34:02.979240,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 9.266666666666666)"
05-01-2023 13:34:04.183232,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 9.266666666666666)"
05-01-2023 13:34:05.338495,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 9.266666666666666)"
05-01-2023 13:34:06.606760,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 9.266666666666666)"
05-01-2023 13:34:07.891709,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 9.266666666666666)"
05-01-2023 13:34:09.105561,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 9.233333333333334)"
05-01-2023 13:34:10.155486,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 9.3)"
05-01-2023 13:34:11.223640,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 9.3)"
05-01-2023 13:34:12.281106,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 9.3)"
05-01-2023 13:34:13.382188,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 9.3)"
05-01-2023 13:34:14.410408,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 9.3)"
05-01-2023 13:34:15.565045,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 9.3)"
05-01-2023 13:34:16.879295,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 9.3)"
05-01-2023 13:34:18.073674,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 9.3)"
05-01-2023 13:34:19.223301,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 9.3)"
05-01-2023 13:34:20.614769,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 9.2)"
05-01-2023 13:34:21.760982,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 9.2)"
05-01-2023 13:34:22.858530,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 9.233333333333334)"
05-01-2023 13:34:23.916764,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 9.233333333333334)"
05-01-2023 13:34:24.981762,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 9.333333333333334)"
05-01-2023 13:34:26.084172,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:27.095425,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:28.250661,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:29.440323,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:30.498309,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:31.551653,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:32.635939,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:33.691034,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:34.789123,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:35.765463,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:36.778877,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:37.880677,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:38.933630,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:39.884368,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:40.957358,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:41.998925,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 8.65)","(4.8, 8.4, 6.15)","(5.0, 8.4, 6.300000000000001)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:43.004234,"(3.6, 5.2, 4.4)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.4, 7.757142857142858)","(4.4, 9.4, 6.945454545454545)","(4.8, 8.4, 6.6947368421052635)","(5.0, 8.4, 7.184615384615384)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:43.995226,"(3.6, 5.1, 4.3954545454545455)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.2, 8.1)","(4.4, 9.4, 6.945454545454545)","(4.8, 8.4, 6.6947368421052635)","(5.0, 8.2, 7.184615384615384)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:44.924184,"(3.6, 5.1, 4.3954545454545455)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.2, 8.1)","(4.4, 9.4, 6.945454545454545)","(4.8, 8.4, 6.857142857142858)","(5.0, 8.2, 7.184615384615384)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:45.965297,"(3.6, 5.1, 4.3954545454545455)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.2, 8.1)","(4.4, 9.4, 6.945454545454545)","(4.8, 8.4, 6.857142857142858)","(5.0, 8.2, 7.184615384615384)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:47.069690,"(3.6, 5.1, 4.3954545454545455)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.2, 8.1)","(4.4, 9.4, 6.945454545454545)","(4.8, 8.4, 6.857142857142858)","(5.0, 8.2, 7.184615384615384)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:48.106202,"(3.6, 5.1, 4.3954545454545455)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.2, 8.1)","(4.4, 9.4, 6.945454545454545)","(4.8, 8.4, 6.857142857142858)","(5.0, 8.2, 7.184615384615384)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:49.177032,"(3.6, 5.1, 4.3954545454545455)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.2, 7.314285714285713)","(4.4, 9.4, 6.945454545454545)","(4.8, 8.4, 6.857142857142858)","(5.0, 8.2, 7.184615384615384)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:50.306738,"(3.6, 5.1, 4.3954545454545455)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.2, 7.314285714285713)","(4.4, 9.4, 6.945454545454545)","(4.8, 8.4, 6.857142857142858)","(5.0, 8.2, 7.184615384615384)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:51.383810,"(3.6, 5.1, 4.3954545454545455)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.2, 7.314285714285713)","(4.4, 9.4, 6.945454545454545)","(4.8, 8.4, 6.857142857142858)","(5.0, 8.2, 7.184615384615384)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:52.413472,"(3.6, 5.1, 4.3954545454545455)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.2, 7.314285714285713)","(4.4, 9.4, 6.945454545454545)","(4.8, 8.4, 6.857142857142858)","(5.0, 8.2, 7.184615384615384)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:53.519650,"(3.6, 5.1, 4.3954545454545455)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.2, 7.314285714285713)","(4.4, 9.4, 6.945454545454545)","(4.8, 8.4, 6.857142857142858)","(5.0, 8.2, 7.184615384615384)","(6.5, 11.0, 10.0)"
05-01-2023 13:34:54.598345,"(3.6, 5.1, 4.3954545454545455)","(21.0, 220.0, 101.19999999999999)","(4.6, 9.2, 7.314285714285713)","(4.4, 9.4, 6.945454545454545)","(4.8, 8.4, 6.857142857142858)","(5.0, 8.2, 7.184615384615384)","(6.5, 11.0, 10.0)"
