,Kingscroft,Elegantly Wasted,Craigs Cruisin,Borneo Brave,Diesel Flyer,Black Elegance,Lornas Creek
11-01-2023 14:03:22.359267,"(2.0, 2.78, 2.49)","(18.0, 80.0, 63.0)","(91.0, 470.0, 335.0)","(1.7, 2.2, 1.945)","(16.0, 50.0, 45.56818181818182)","(41.0, 400.0, 326.66666666666663)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:23.391683,"(2.0, 2.78, 2.49)","(18.0, 80.0, 63.0)","(91.0, 470.0, 335.0)","(1.7, 2.2, 1.945)","(16.0, 50.0, 45.56818181818182)","(41.0, 400.0, 326.66666666666663)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:24.549319,"(2.0, 2.76, 2.6479999999999997)","(18.0, 80.0, 63.0)","(91.0, 470.0, 335.0)","(1.7, 2.2, 1.945)","(16.0, 50.0, 45.56818181818182)","(41.0, 400.0, 326.66666666666663)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:25.866111,"(2.0, 2.76, 2.6479999999999997)","(18.0, 80.0, 63.0)","(91.0, 470.0, 335.0)","(1.7, 2.2, 1.945)","(16.0, 50.0, 45.56818181818182)","(41.0, 400.0, 326.66666666666663)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:27.277063,"(2.0, 2.76, 2.3493333333333335)","(20.0, 80.0, 63.0)","(91.0, 470.0, 385.0)","(1.7, 2.2, 1.945)","(16.0, 50.0, 43.888888888888886)","(41.0, 400.0, 290.0)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:28.557461,"(2.0, 2.76, 2.3493333333333335)","(20.0, 80.0, 68.0)","(91.0, 570.0, 385.0)","(1.7, 2.2, 1.945)","(16.0, 55.0, 43.888888888888886)","(41.0, 400.0, 280.0)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:29.722923,"(2.0, 2.76, 2.46)","(20.0, 90.0, 68.0)","(91.0, 570.0, 385.0)","(1.7, 2.2, 1.945)","(16.0, 55.0, 43.888888888888886)","(41.0, 400.0, 280.0)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:30.903673,"(2.0, 2.76, 2.46)","(20.0, 90.0, 68.0)","(91.0, 570.0, 385.0)","(1.7, 2.2, 1.945)","(16.0, 55.0, 43.888888888888886)","(41.0, 400.0, 280.0)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:32.105031,"(2.0, 2.76, 2.3346666666666667)","(20.0, 90.0, 68.0)","(91.0, 570.0, 385.0)","(1.7, 2.2, 1.945)","(16.0, 55.0, 43.888888888888886)","(41.0, 400.0, 280.0)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:33.216918,"(2.0, 2.76, 2.3346666666666667)","(20.0, 90.0, 68.0)","(91.0, 570.0, 385.0)","(1.7, 2.2, 1.945)","(16.0, 55.0, 43.888888888888886)","(41.0, 400.0, 280.0)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:34.315012,"(2.0, 2.76, 2.3346666666666667)","(20.0, 90.0, 68.0)","(91.0, 570.0, 385.0)","(1.7, 2.2, 2.08)","(16.0, 55.0, 43.888888888888886)","(41.0, 400.0, 280.0)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:35.428955,"(2.0, 2.76, 2.3346666666666667)","(20.0, 90.0, 68.0)","(91.0, 570.0, 430.0)","(1.7, 2.2, 2.086666666666667)","(16.0, 55.0, 43.888888888888886)","(41.0, 400.0, 255.0)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:36.559938,"(2.0, 2.76, 2.3346666666666667)","(20.0, 90.0, 68.0)","(91.0, 660.0, 5099.5)","(1.7, 2.2, 2.086666666666667)","(16.0, 55.0, 43.888888888888886)","(41.0, 390.0, 255.0)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:37.656089,"(2.0, 2.76, 2.3346666666666667)","(20.0, 90.0, 68.0)","(91.0, 99998, 375.0)","(1.7, 2.2, 2.086666666666667)","(16.0, 55.0, 43.888888888888886)","(41.0, 390.0, 255.0)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:38.749158,"(2.0, 2.76, 2.3346666666666667)","(20.0, 90.0, 68.0)","(91.0, 550.0, 375.0)","(1.7, 2.2, 2.086666666666667)","(16.0, 55.0, 43.888888888888886)","(41.0, 390.0, 208.33333333333334)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:39.841110,"(2.0, 2.76, 2.3346666666666667)","(20.0, 90.0, 68.0)","(91.0, 550.0, 375.0)","(1.7, 2.2, 2.086666666666667)","(16.0, 55.0, 43.888888888888886)","(41.0, 400.0, 208.33333333333334)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:40.876435,"(2.0, 2.76, 2.325)","(20.0, 90.0, 68.0)","(91.0, 550.0, 375.0)","(1.7, 2.2, 2.086666666666667)","(16.0, 55.0, 40.37037037037037)","(41.0, 400.0, 200.0)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:42.139572,"(2.0, 2.76, 2.325)","(20.0, 90.0, 68.0)","(91.0, 550.0, 375.0)","(1.7, 2.2, 2.086666666666667)","(16.0, 50.0, 40.37037037037037)","(41.0, 400.0, 200.0)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:43.254267,"(2.0, 2.76, 2.325)","(20.0, 95.0, 62.33333333333333)","(91.0, 550.0, 375.0)","(1.7, 2.2, 1.8)","(16.0, 50.0, 40.37037037037037)","(41.0, 400.0, 200.0)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:44.325951,"(2.0, 2.76, 2.325)","(20.0, 95.0, 62.33333333333333)","(91.0, 550.0, 375.0)","(1.7, 2.2, 1.8)","(16.0, 50.0, 40.37037037037037)","(41.0, 400.0, 200.0)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:45.578075,"(2.0, 2.76, 2.5666666666666664)","(20.0, 95.0, 62.33333333333333)","(91.0, 550.0, 375.0)","(1.7, 2.2, 1.8)","(16.0, 50.0, 40.37037037037037)","(41.0, 400.0, 200.0)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:46.643705,"(2.0, 2.76, 2.5666666666666664)","(20.0, 95.0, 62.33333333333333)","(91.0, 550.0, 375.0)","(1.7, 2.2, 1.8)","(16.0, 50.0, 40.37037037037037)","(41.0, 400.0, 200.0)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:47.807793,"(2.0, 2.76, 2.5666666666666664)","(20.0, 95.0, 70.5)","(91.0, 550.0, 375.0)","(1.7, 2.2, 1.8)","(16.0, 50.0, 40.37037037037037)","(41.0, 400.0, 200.0)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:49.089867,"(2.0, 2.76, 2.5666666666666664)","(20.0, 95.0, 70.5)","(91.0, 550.0, 375.0)","(1.7, 2.2, 1.8)","(16.0, 50.0, 21.555555555555557)","(41.0, 400.0, 200.0)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:50.203066,"(2.0, 2.76, 2.5666666666666664)","(20.0, 95.0, 70.5)","(91.0, 550.0, 375.0)","(1.7, 2.2, 1.955)","(16.0, 50.0, 21.555555555555557)","(41.0, 400.0, 200.0)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:51.169000,"(2.0, 2.76, 2.5666666666666664)","(20.0, 95.0, 70.5)","(91.0, 550.0, 375.0)","(1.7, 2.2, 1.955)","(16.0, 50.0, 27.090909090909093)","(41.0, 400.0, 200.0)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:52.100026,"(2.0, 2.76, 2.5666666666666664)","(20.0, 95.0, 70.5)","(91.0, 650.0, 425.0)","(1.7, 2.2, 1.955)","(16.0, 50.0, 29.0)","(41.0, 400.0, 200.0)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:53.101248,"(2.0, 2.76, 2.5666666666666664)","(20.0, 95.0, 70.5)","(91.0, 650.0, 425.0)","(1.7, 2.2, 1.955)","(16.0, 50.0, 29.0)","(41.0, 400.0, 200.0)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:54.132501,"(2.0, 2.76, 2.5666666666666664)","(21.0, 95.0, 70.5)","(91.0, 650.0, 425.0)","(1.7, 2.2, 1.955)","(15.0, 50.0, 40.30769230769231)","(41.0, 400.0, 129.16666666666666)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:55.177112,"(2.0, 2.76, 2.5666666666666664)","(21.0, 95.0, 70.5)","(91.0, 650.0, 425.0)","(1.7, 2.2, 1.96)","(15.0, 50.0, 40.30769230769231)","(41.0, 400.0, 129.16666666666666)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:56.324051,"(2.0, 2.76, 2.5666666666666664)","(21.0, 95.0, 70.5)","(91.0, 650.0, 425.0)","(1.7, 2.2, 1.96)","(15.0, 50.0, 40.30769230769231)","(41.0, 400.0, 160.0)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:57.477546,"(2.0, 2.76, 2.5666666666666664)","(21.0, 95.0, 70.5)","(91.0, 650.0, 425.0)","(1.7, 2.2, 1.96)","(15.0, 50.0, 40.30769230769231)","(41.0, 400.0, 256.66666666666663)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:58.493984,"(2.0, 2.76, 2.5666666666666664)","(21.0, 95.0, 70.5)","(91.0, 650.0, 425.0)","(1.7, 2.2, 1.96)","(15.0, 50.0, 40.30769230769231)","(41.0, 570.0, 256.66666666666663)","(31.0, 290.0, 194.0)"
11-01-2023 14:03:59.589704,"(2.0, 2.76, 2.5666666666666664)","(21.0, 95.0, 70.5)","(91.0, 650.0, 375.0)","(1.7, 2.2, 1.96)","(15.0, 50.0, 40.30769230769231)","(41.0, 570.0, 158.0)","(31.0, 290.0, 154.0)"
11-01-2023 14:04:00.646790,"(2.0, 2.76, 2.5666666666666664)","(21.0, 95.0, 70.5)","(91.0, 550.0, 375.0)","(1.7, 2.2, 1.96)","(15.0, 50.0, 40.30769230769231)","(41.0, 390.0, 158.0)","(31.0, 290.0, 154.0)"
11-01-2023 14:04:01.571901,"(2.0, 2.76, 2.5666666666666664)","(21.0, 95.0, 70.5)","(91.0, 550.0, 375.0)","(1.7, 2.2, 1.96)","(15.0, 50.0, 62.55263157894736)","(41.0, 390.0, 158.0)","(31.0, 290.0, 138.0)"
11-01-2023 14:04:02.713929,"(2.0, 2.76, 2.5666666666666664)","(21.0, 100.0, 69.0)","(91.0, 550.0, 375.0)","(1.7, 2.2, 1.96)","(15.0, 65.0, 62.55263157894736)","(41.0, 390.0, 158.0)","(31.0, 290.0, 138.0)"
11-01-2023 14:04:03.787339,"(2.0, 2.76, 2.5666666666666664)","(21.0, 100.0, 69.0)","(91.0, 550.0, 375.0)","(1.65, 2.2, 1.96)","(15.0, 65.0, 62.55263157894736)","(41.0, 390.0, 158.0)","(31.0, 290.0, 138.0)"
11-01-2023 14:04:04.715149,"(2.0, 2.76, 2.5666666666666664)","(21.0, 100.0, 87.6)","(91.0, 550.0, 375.0)","(1.65, 2.2, 1.96)","(15.0, 65.0, 62.55263157894736)","(41.0, 390.0, 198.0)","(31.0, 290.0, 138.0)"
11-01-2023 14:04:05.757762,"(2.0, 2.76, 2.5666666666666664)","(21.0, 100.0, 87.6)","(91.0, 550.0, 375.0)","(1.65, 2.2, 1.96)","(15.0, 65.0, 46.8)","(41.0, 390.0, 214.0)","(31.0, 290.0, 138.0)"
11-01-2023 14:04:06.791297,"(2.0, 2.76, 2.5666666666666664)","(21.0, 100.0, 87.6)","(91.0, 550.0, 375.0)","(1.65, 2.2, 1.96)","(15.0, 65.0, 46.8)","(41.0, 390.0, 214.0)","(31.0, 290.0, 138.0)"
11-01-2023 14:04:07.949404,"(2.0, 2.76, 2.5666666666666664)","(21.0, 100.0, 87.6)","(91.0, 550.0, 375.0)","(1.65, 2.2, 2.008)","(15.0, 65.0, 49.83333333333333)","(41.0, 390.0, 214.0)","(31.0, 290.0, 138.0)"
11-01-2023 14:04:08.985233,"(2.0, 2.76, 2.5666666666666664)","(21.0, 100.0, 87.6)","(91.0, 550.0, 375.0)","(1.65, 2.2, 1.981818181818182)","(15.0, 65.0, 60.21052631578947)","(41.0, 390.0, 214.0)","(31.0, 290.0, 138.0)"
11-01-2023 14:04:10.133411,"(2.0, 2.76, 2.5666666666666664)","(21.0, 100.0, 87.6)","(91.0, 550.0, 375.0)","(1.65, 2.2, 2.017857142857143)","(15.0, 65.0, 60.21052631578947)","(41.0, 390.0, 197.5)","(31.0, 290.0, 121.11111111111111)"
11-01-2023 14:04:11.196038,"(2.0, 2.76, 2.5666666666666664)","(21.0, 160.0, 135.6)","(91.0, 550.0, 375.0)","(1.65, 2.2, 2.017857142857143)","(15.0, 65.0, 60.21052631578947)","(41.0, 390.0, 197.5)","(31.0, 290.0, 121.11111111111111)"
11-01-2023 14:04:12.259711,"(2.0, 2.76, 2.5666666666666664)","(21.0, 160.0, 135.6)","(91.0, 550.0, 375.0)","(1.65, 2.2, 2.017857142857143)","(15.0, 65.0, 60.21052631578947)","(41.0, 390.0, 197.5)","(31.0, 290.0, 121.11111111111111)"
11-01-2023 14:04:13.453401,"(2.0, 2.76, 2.5666666666666664)","(21.0, 160.0, 135.6)","(91.0, 550.0, 375.0)","(1.65, 2.2, 2.017857142857143)","(15.0, 65.0, 60.21052631578947)","(41.0, 390.0, 197.5)","(31.0, 290.0, 121.11111111111111)"
11-01-2023 14:04:14.563795,"(2.0, 2.76, 2.5666666666666664)","(21.0, 160.0, 135.6)","(91.0, 550.0, 375.0)","(1.65, 2.2, 2.017857142857143)","(15.0, 65.0, 60.21052631578947)","(41.0, 390.0, 197.5)","(31.0, 290.0, 121.11111111111111)"
11-01-2023 14:04:15.632905,"(2.0, 2.76, 2.5666666666666664)","(21.0, 160.0, 135.6)","(91.0, 550.0, 425.0)","(1.65, 2.2, 1.8416129032258064)","(15.0, 65.0, 38.43181818181818)","(41.0, 390.0, 233.33333333333334)","(31.0, 290.0, 180.0)"
11-01-2023 14:04:16.904702,"(2.0, 2.76, 2.5666666666666664)","(21.0, 160.0, 135.6)","(91.0, 650.0, 425.0)","(1.65, 2.16, 1.8775)","(15.0, 44.0, 58.52272727272727)","(41.0, 360.0, 217.5)","(31.0, 280.0, 121.11111111111111)"
11-01-2023 14:04:18.177363,"(2.0, 2.76, 2.5666666666666664)","(21.0, 160.0, 100.0)","(91.0, 650.0, 425.0)","(1.65, 2.14, 1.8775)","(15.0, 70.0, 58.52272727272727)","(41.0, 360.0, 217.5)","(31.0, 290.0, 138.0)"
11-01-2023 14:04:19.245792,"(2.0, 2.76, 2.5666666666666664)","(21.0, 160.0, 100.0)","(91.0, 650.0, 425.0)","(1.65, 2.14, 1.8775)","(15.0, 70.0, 58.52272727272727)","(41.0, 360.0, 217.5)","(31.0, 290.0, 138.0)"
11-01-2023 14:04:20.399372,"(2.0, 2.76, 2.5666666666666664)","(21.0, 160.0, 100.0)","(91.0, 650.0, 425.0)","(1.65, 2.12, 2.080909090909091)","(15.0, 65.0, 47.0)","(41.0, 360.0, 180.0)","(31.0, 290.0, 146.0)"
11-01-2023 14:04:21.767040,"(2.0, 2.76, 2.5666666666666664)","(21.0, 160.0, 72.85714285714286)","(91.0, 650.0, 425.0)","(1.65, 2.12, 2.080909090909091)","(15.0, 65.0, 47.400000000000006)","(41.0, 360.0, 187.5)","(31.0, 290.0, 146.0)"
11-01-2023 14:04:22.777260,"(2.0, 2.76, 2.5666666666666664)","(21.0, 160.0, 72.85714285714286)","(91.0, 650.0, 425.0)","(1.65, 2.12, 2.080909090909091)","(15.0, 65.0, 60.111111111111114)","(41.0, 360.0, 187.5)","(31.0, 290.0, 138.88888888888889)"
11-01-2023 14:04:23.977106,"(2.0, 2.76, 2.5666666666666664)","(21.0, 160.0, 70.53333333333333)","(91.0, 650.0, 425.0)","(1.65, 2.12, 1.95875)","(15.0, 65.0, 47.8)","(41.0, 360.0, 187.5)","(31.0, 290.0, 138.88888888888889)"
11-01-2023 14:04:25.065970,"(2.0, 2.76, 2.5666666666666664)","(21.0, 160.0, 72.85714285714286)","(91.0, 650.0, 430.0)","(1.65, 2.12, 1.95875)","(15.0, 65.0, 58.38461538461538)","(41.0, 360.0, 187.5)","(31.0, 290.0, 138.88888888888889)"
11-01-2023 14:04:26.117720,"(2.0, 2.76, 2.5666666666666664)","(21.0, 160.0, 72.85714285714286)","(91.0, 650.0, 430.0)","(1.65, 2.12, 1.95875)","(15.0, 65.0, 48.2)","(41.0, 360.0, 187.5)","(31.0, 290.0, 138.88888888888889)"
11-01-2023 14:04:27.152694,"(2.0, 2.76, 2.5666666666666664)","(21.0, 160.0, 72.85714285714286)","(91.0, 650.0, 380.0)","(1.65, 2.12, 1.95875)","(15.0, 65.0, 55.66666666666667)","(41.0, 360.0, 187.5)","(31.0, 290.0, 141.25)"
11-01-2023 14:04:28.286840,"(2.0, 2.76, 2.5666666666666664)","(21.0, 150.0, 127.6)","(91.0, 550.0, 436.66666666666663)","(1.65, 2.12, 1.95875)","(15.0, 65.0, 61.0)","(41.0, 360.0, 202.5)","(31.0, 290.0, 147.77777777777777)"
11-01-2023 14:04:29.485396,"(2.0, 2.76, 2.5666666666666664)","(21.0, 150.0, 127.6)","(91.0, 550.0, 385.0)","(1.65, 2.12, 1.95875)","(15.0, 65.0, 45.51851851851852)","(41.0, 360.0, 192.0)","(31.0, 290.0, 147.77777777777777)"
11-01-2023 14:04:30.663277,"(2.0, 2.76, 2.5666666666666664)","(21.0, 150.0, 127.6)","(91.0, 550.0, 435.0)","(1.65, 2.12, 1.9971428571428573)","(15.0, 55.0, 48.650000000000006)","(41.0, 360.0, 192.0)","(31.0, 290.0, 147.77777777777777)"
11-01-2023 14:04:31.860588,"(2.0, 2.76, 2.5666666666666664)","(21.0, 150.0, 127.6)","(91.0, 650.0, 435.0)","(1.65, 2.12, 1.9971428571428573)","(15.0, 50.0, 54.95454545454545)","(41.0, 360.0, 192.0)","(31.0, 290.0, 147.77777777777777)"
11-01-2023 14:04:32.962780,"(2.0, 2.76, 2.5666666666666664)","(21.0, 150.0, 95.0)","(91.0, 650.0, 435.0)","(1.65, 2.12, 1.9971428571428573)","(15.0, 60.0, 54.95454545454545)","(41.0, 360.0, 192.0)","(31.0, 290.0, 147.77777777777777)"
11-01-2023 14:04:34.121166,"(2.0, 2.76, 2.5666666666666664)","(21.0, 150.0, 127.6)","(91.0, 650.0, 506.6666666666667)","(1.65, 2.12, 1.9971428571428573)","(15.0, 60.0, 54.95454545454545)","(41.0, 360.0, 208.0)","(31.0, 290.0, 147.77777777777777)"
11-01-2023 14:04:35.158033,"(2.0, 2.76, 2.5666666666666664)","(21.0, 150.0, 95.0)","(91.0, 650.0, 506.6666666666667)","(1.65, 2.12, 1.811875)","(15.0, 60.0, 64.16666666666666)","(41.0, 360.0, 208.0)","(31.0, 290.0, 147.77777777777777)"
11-01-2023 14:04:36.264860,"(2.0, 2.76, 2.5666666666666664)","(21.0, 150.0, 95.0)","(91.0, 650.0, 440.0)","(1.65, 2.08, 1.811875)","(15.0, 75.0, 61.0)","(41.0, 360.0, 208.0)","(31.0, 290.0, 147.77777777777777)"
11-01-2023 14:04:37.553980,"(2.0, 2.76, 2.5666666666666664)","(21.0, 150.0, 95.0)","(91.0, 650.0, 440.0)","(1.65, 2.08, 1.8441666666666667)","(15.0, 65.0, 61.0)","(41.0, 360.0, 208.0)","(31.0, 290.0, 147.77777777777777)"
11-01-2023 14:04:38.898871,"(2.0, 2.76, 2.3577777777777778)","(21.0, 150.0, 95.0)","(91.0, 650.0, 440.0)","(1.65, 2.06, 1.8780000000000001)","(15.0, 65.0, 61.0)","(41.0, 360.0, 208.0)","(31.0, 290.0, 156.66666666666666)"
11-01-2023 14:04:40.149910,"(2.0, 2.58, 2.3577777777777778)","(21.0, 150.0, 62.0)","(91.0, 650.0, 440.0)","(1.65, 2.06, 2.005714285714286)","(15.0, 65.0, 56.25)","(41.0, 360.0, 208.0)","(31.0, 290.0, 156.66666666666666)"
11-01-2023 14:04:41.345923,"(2.0, 2.58, 2.3577777777777778)","(21.0, 150.0, 62.0)","(91.0, 650.0, 440.0)","(1.65, 2.04, 2.006666666666667)","(15.0, 65.0, 56.25)","(41.0, 360.0, 208.0)","(31.0, 290.0, 156.66666666666666)"
11-01-2023 14:04:42.457761,"(2.0, 2.58, 2.1966666666666668)","(21.0, 150.0, 87.14285714285714)","(91.0, 650.0, 440.0)","(1.65, 2.04, 1.8900000000000001)","(15.0, 65.0, 56.25)","(41.0, 360.0, 184.0)","(31.0, 290.0, 156.66666666666666)"
11-01-2023 14:04:43.837031,"(2.0, 2.76, 2.32)","(21.0, 150.0, 120.4)","(91.0, 650.0, 440.0)","(1.65, 2.04, 1.865)","(15.0, 65.0, 52.29166666666667)","(41.0, 360.0, 184.0)","(31.0, 290.0, 210.0)"
11-01-2023 14:04:45.441483,"(2.0, 2.76, 2.32)","(21.0, 140.0, 120.4)","(91.0, 650.0, 440.0)","(1.65, 2.04, 1.865)","(15.0, 60.0, 50.63636363636364)","(41.0, 360.0, 184.0)","(31.0, 280.0, 210.0)"
11-01-2023 14:04:46.542582,"(2.0, 2.76, 2.3333333333333335)","(21.0, 140.0, 136.6206896551724)","(91.0, 650.0, 440.0)","(1.65, 2.04, 1.865)","(15.0, 55.0, 50.63636363636364)","(41.0, 360.0, 184.0)","(31.0, 280.0, 210.0)"
11-01-2023 14:04:47.653783,"(2.0, 2.76, 2.3333333333333335)","(21.0, 140.0, 136.6206896551724)","(91.0, 650.0, 440.0)","(1.65, 2.04, 1.7173333333333334)","(15.0, 55.0, 50.63636363636364)","(41.0, 360.0, 184.0)","(31.0, 280.0, 210.0)"
11-01-2023 14:04:48.950845,"(2.0, 2.76, 2.628)","(21.0, 140.0, 136.73333333333335)","(91.0, 650.0, 440.0)","(1.65, 2.1, 1.7173333333333334)","(15.0, 55.0, 50.63636363636364)","(41.0, 360.0, 184.0)","(31.0, 280.0, 210.0)"
11-01-2023 14:04:50.178211,"(2.0, 2.76, 2.628)","(21.0, 140.0, 58.8)","(91.0, 650.0, 440.0)","(1.65, 2.1, 1.7034482758620688)","(15.0, 55.0, 50.63636363636364)","(41.0, 360.0, 184.0)","(31.0, 280.0, 210.0)"
11-01-2023 14:04:51.380934,"(2.0, 2.76, 2.628)","(21.0, 110.0, 58.8)","(91.0, 650.0, 443.33333333333337)","(1.65, 2.08, 1.7034482758620688)","(15.0, 55.0, 50.63636363636364)","(41.0, 360.0, 184.0)","(31.0, 280.0, 210.0)"
11-01-2023 14:04:52.563737,"(2.0, 2.76, 2.3466666666666667)","(21.0, 110.0, 78.0)","(91.0, 550.0, 395.0)","(1.65, 2.08, 1.875)","(15.0, 55.0, 50.63636363636364)","(41.0, 360.0, 184.0)","(31.0, 280.0, 210.0)"
11-01-2023 14:04:53.614298,"(2.0, 2.76, 2.3466666666666667)","(21.0, 110.0, 78.0)","(91.0, 550.0, 395.0)","(1.65, 2.06, 1.7164285714285714)","(15.0, 55.0, 50.63636363636364)","(41.0, 360.0, 184.0)","(31.0, 280.0, 210.0)"
11-01-2023 14:04:54.764623,"(2.0, 2.76, 2.3466666666666667)","(21.0, 110.0, 78.0)","(91.0, 550.0, 395.0)","(1.65, 2.06, 1.7164285714285714)","(15.0, 55.0, 50.63636363636364)","(41.0, 360.0, 184.0)","(31.0, 280.0, 210.0)"
11-01-2023 14:04:55.995507,"(2.0, 2.76, 2.3466666666666667)","(21.0, 110.0, 78.0)","(91.0, 550.0, 395.0)","(1.65, 2.06, 1.855)","(15.0, 55.0, 50.63636363636364)","(41.0, 360.0, 184.0)","(31.0, 280.0, 210.0)"
11-01-2023 14:04:57.060268,"(2.0, 2.76, 2.45)","(21.0, 110.0, 78.0)","(91.0, 550.0, 395.0)","(1.65, 2.02, 1.855)","(15.0, 55.0, 50.63636363636364)","(41.0, 360.0, 184.0)","(31.0, 280.0, 210.0)"
11-01-2023 14:04:58.193613,"(2.0, 2.76, 2.45)","(21.0, 110.0, 78.0)","(91.0, 550.0, 395.0)","(1.65, 2.02, 1.8)","(15.0, 55.0, 56.476190476190474)","(41.0, 360.0, 184.0)","(31.0, 280.0, 210.0)"
11-01-2023 14:04:59.396708,"(2.0, 2.76, 2.512)","(21.0, 110.0, 78.0)","(91.0, 550.0, 395.0)","(1.65, 2.02, 1.8)","(15.0, 60.0, 56.476190476190474)","(41.0, 360.0, 184.0)","(31.0, 280.0, 210.0)"
11-01-2023 14:05:00.482247,"(2.0, 2.76, 2.5885714285714285)","(21.0, 110.0, 78.0)","(91.0, 550.0, 395.0)","(1.65, 2.02, 1.8)","(15.0, 60.0, 56.476190476190474)","(41.0, 360.0, 184.0)","(31.0, 280.0, 210.0)"
11-01-2023 14:05:01.670657,"(2.0, 2.76, 2.5885714285714285)","(21.0, 110.0, 78.0)","(91.0, 550.0, 395.0)","(1.65, 2.02, 1.8)","(15.0, 60.0, 58.15)","(41.0, 360.0, 184.0)","(31.0, 280.0, 210.0)"
11-01-2023 14:05:02.782500,"(2.0, 2.76, 2.5666666666666664)","(21.0, 110.0, 78.0)","(91.0, 550.0, 395.0)","(1.65, 2.02, 1.8)","(15.0, 60.0, 52.29166666666667)","(41.0, 360.0, 184.0)","(31.0, 280.0, 210.0)"
11-01-2023 14:05:03.886327,"(2.0, 2.76, 2.5666666666666664)","(21.0, 110.0, 78.0)","(91.0, 550.0, 395.0)","(1.65, 2.02, 1.737142857142857)","(15.0, 60.0, 54.95454545454545)","(41.0, 360.0, 184.0)","(31.0, 280.0, 210.0)"
11-01-2023 14:05:04.906510,"(2.0, 2.76, 2.5666666666666664)","(21.0, 110.0, 78.0)","(91.0, 550.0, 395.0)","(1.65, 2.02, 1.737142857142857)","(15.0, 60.0, 54.95454545454545)","(41.0, 360.0, 184.0)","(31.0, 280.0, 210.0)"
11-01-2023 14:05:06.123445,"(2.0, 2.74, 2.5533333333333337)","(21.0, 110.0, 78.0)","(91.0, 550.0, 445.0)","(1.65, 1.99, 1.84)","(15.0, 60.0, 54.95454545454545)","(41.0, 360.0, 184.0)","(31.0, 280.0, 200.0)"
11-01-2023 14:05:07.286411,"(2.0, 2.74, 2.5533333333333337)","(21.0, 110.0, 78.0)","(91.0, 650.0, 445.0)","(1.65, 1.99, 1.84)","(15.0, 60.0, 54.95454545454545)","(41.0, 360.0, 184.0)","(31.0, 280.0, 200.0)"
11-01-2023 14:05:08.320175,"(2.0, 2.74, 2.5533333333333337)","(21.0, 110.0, 78.0)","(91.0, 650.0, 445.0)","(1.65, 1.99, 1.84)","(15.0, 60.0, 54.95454545454545)","(41.0, 360.0, 184.0)","(31.0, 280.0, 200.0)"
11-01-2023 14:05:09.625454,"(2.0, 2.74, 2.5533333333333337)","(21.0, 120.0, 90.4)","(91.0, 650.0, 445.0)","(1.65, 1.99, 1.7049999999999998)","(15.0, 60.0, 54.95454545454545)","(41.0, 360.0, 184.0)","(31.0, 280.0, 200.0)"
11-01-2023 14:05:10.765983,"(2.0, 2.76, 2.48)","(21.0, 120.0, 90.4)","(91.0, 650.0, 445.0)","(1.65, 1.99, 1.7049999999999998)","(15.0, 60.0, 54.95454545454545)","(41.0, 360.0, 184.0)","(31.0, 280.0, 200.0)"
11-01-2023 14:05:11.784411,"(2.0, 2.76, 2.6)","(21.0, 120.0, 90.4)","(91.0, 650.0, 445.0)","(1.65, 1.98, 1.835)","(15.0, 60.0, 54.95454545454545)","(41.0, 360.0, 184.0)","(31.0, 280.0, 200.0)"
11-01-2023 14:05:12.887055,"(2.0, 2.76, 2.62)","(21.0, 120.0, 90.4)","(91.0, 650.0, 445.0)","(1.65, 1.96, 1.825)","(15.0, 60.0, 54.95454545454545)","(41.0, 360.0, 184.0)","(31.0, 280.0, 200.0)"
