,Hot Return,Lost Cause,Bow Down,Yarramundi Bee,Springvale Bray,Like A Tiger,Faster Than Slow,Sophia Palms
14-12-2022 13:13:59.101823,"(26.0, 110.0, 105.0)","(10.0, 15.5, 13.807692307692308)","(19.0, 65.0, 56.69230769230769)","(2.8, 3.45, 3.35)","(2.8, 2.96, 2.902222222222222)","(6.5, 99999, 99990)","(21.0, 75.0, 61.42857142857143)","(5.5, 7.6, 6.433333333333334)"
14-12-2022 13:14:00.460636,"(26.0, 110.0, 97.72727272727272)","(10.0, 15.5, 13.807692307692308)","(19.0, 60.0, 57.47826086956522)","(2.8, 3.45, 3.361764705882353)","(2.8, 2.9, 2.87)","(6.5, 99999, 99990)","(21.0, 75.0, 71.53846153846153)","(5.5, 7.6, 6.725)"
14-12-2022 13:14:01.744641,"(26.0, 110.0, 97.72727272727272)","(10.0, 15.5, 13.944444444444445)","(19.0, 70.0, 56.900000000000006)","(2.8, 3.45, 3.3807692307692307)","(2.8, 2.9, 2.87)","(6.5, 99999, 99990)","(21.0, 75.0, 70.22727272727272)","(5.5, 7.6, 6.327272727272727)"
14-12-2022 13:14:02.977608,"(26.0, 110.0, 97.72727272727272)","(10.0, 15.5, 13.944444444444445)","(19.0, 65.0, 56.900000000000006)","(2.8, 3.45, 3.3807692307692307)","(2.8, 2.9, 2.87)","(6.5, 99999, 99990)","(21.0, 75.0, 70.22727272727272)","(5.5, 7.6, 6.327272727272727)"
14-12-2022 13:14:04.178317,"(26.0, 110.0, 97.72727272727272)","(10.0, 15.5, 13.807692307692308)","(19.0, 65.0, 61.14285714285714)","(2.8, 3.45, 3.3833333333333333)","(2.8, 2.9, 2.87)","(6.5, 99999, 99990)","(21.0, 75.0, 69.16666666666667)","(5.5, 7.4, 6.32)"
14-12-2022 13:14:05.407536,"(26.0, 110.0, 97.72727272727272)","(10.0, 15.5, 13.807692307692308)","(19.0, 60.0, 49.0)","(2.8, 3.45, 3.4214285714285717)","(2.8, 2.9, 2.842758620689655)","(6.5, 99999, 99990)","(21.0, 75.0, 69.16666666666667)","(5.5, 7.4, 6.680000000000001)"
14-12-2022 13:14:06.680524,"(26.0, 110.0, 97.72727272727272)","(10.0, 15.5, 13.785714285714286)","(19.0, 60.0, 50.0)","(2.8, 3.45, 3.4125)","(2.8, 2.92, 2.964444444444444)","(6.5, 99999, 99990)","(21.0, 75.0, 69.16666666666667)","(5.5, 7.4, 6.866666666666667)"
14-12-2022 13:14:07.960368,"(26.0, 110.0, 97.72727272727272)","(10.0, 15.5, 13.192307692307692)","(19.0, 60.0, 54.0)","(2.8, 3.45, 3.3884615384615384)","(2.8, 3.0, 2.9755555555555557)","(6.5, 99999, 99990)","(21.0, 75.0, 69.16666666666667)","(5.5, 7.2, 6.857142857142858)"
14-12-2022 13:14:09.190482,"(26.0, 110.0, 97.72727272727272)","(10.0, 15.5, 13.192307692307692)","(19.0, 60.0, 54.0)","(2.8, 3.45, 3.3884615384615384)","(2.8, 3.1, 2.9755555555555557)","(6.5, 99999, 99990)","(21.0, 75.0, 69.16666666666667)","(5.5, 7.2, 6.857142857142858)"
14-12-2022 13:14:10.391188,"(31.0, 110.0, 97.72727272727272)","(10.0, 15.0, 13.222222222222221)","(21.0, 60.0, 55.0)","(2.8, 3.45, 3.327777777777778)","(2.6, 3.1, 3.070588235294118)","(7.5, 99999, 99990)","(31.0, 75.0, 70.22727272727272)","(5.0, 7.2, 6.8)"
14-12-2022 13:14:11.559585,"(31.0, 110.0, 97.72727272727272)","(10.0, 15.0, 13.222222222222221)","(21.0, 60.0, 55.0)","(2.8, 3.35, 3.1653846153846152)","(2.6, 3.1, 3.070588235294118)","(7.5, 99999, 99990)","(31.0, 75.0, 69.47368421052632)","(5.0, 7.2, 6.847058823529412)"
14-12-2022 13:14:13.016252,"(31.0, 110.0, 98.26086956521739)","(10.0, 15.0, 13.166666666666666)","(21.0, 65.0, 43.333333333333336)","(2.8, 3.3, 3.17)","(2.6, 3.1, 3.0782608695652174)","(7.5, 99999, 99990)","(31.0, 75.0, 72.0)","(5.0, 7.2, 6.933333333333334)"
14-12-2022 13:14:14.330367,"(31.0, 110.0, 98.26086956521739)","(10.0, 15.0, 13.166666666666666)","(21.0, 60.0, 43.333333333333336)","(2.8, 3.25, 3.17)","(2.6, 3.1, 3.123684210526316)","(7.5, 99999, 99990)","(31.0, 75.0, 72.0)","(5.0, 7.2, 6.933333333333334)"
14-12-2022 13:14:15.746357,"(31.0, 110.0, 98.26086956521739)","(10.0, 15.0, 13.166666666666666)","(21.0, 60.0, 43.333333333333336)","(2.8, 3.25, 3.17)","(2.6, 3.25, 3.13)","(7.5, 99999, 99990)","(31.0, 75.0, 72.0)","(5.0, 7.2, 6.800000000000001)"
14-12-2022 13:14:17.147729,"(31.0, 110.0, 98.26086956521739)","(10.0, 15.0, 13.166666666666666)","(21.0, 60.0, 48.75)","(2.7, 3.25, 3.17)","(2.7, 3.25, 3.13)","(7.5, 99999, 99990)","(31.0, 75.0, 72.0)","(5.0, 7.2, 6.91764705882353)"
14-12-2022 13:14:18.452501,"(31.0, 110.0, 101.5625)","(10.0, 15.0, 13.166666666666666)","(21.0, 55.0, 45.25)","(2.7, 3.25, 3.17)","(2.7, 3.25, 3.175)","(7.5, 99999, 99990)","(31.0, 75.0, 72.0)","(5.0, 7.2, 6.933333333333334)"
14-12-2022 13:14:19.651973,"(31.0, 110.0, 101.5625)","(10.0, 15.0, 14.534883720930232)","(21.0, 55.0, 45.25)","(2.7, 3.25, 3.165)","(2.7, 3.25, 3.1681818181818184)","(7.5, 99999, 99990)","(31.0, 75.0, 72.75)","(5.0, 7.2, 7.060869565217391)"
14-12-2022 13:14:20.915247,"(31.0, 110.0, 102.70270270270271)","(10.0, 15.0, 14.433962264150944)","(21.0, 55.0, 46.52173913043478)","(2.7, 3.25, 3.202777777777778)","(2.7, 3.25, 3.1564102564102567)","(7.5, 99999, 99990)","(31.0, 75.0, 73.125)","(5.0, 7.2, 7.060869565217391)"
14-12-2022 13:14:22.034421,"(31.0, 110.0, 102.70270270270271)","(10.0, 15.0, 14.433962264150944)","(21.0, 55.0, 46.52173913043478)","(2.7, 3.25, 3.202777777777778)","(2.7, 3.2, 3.1564102564102567)","(7.5, 99999, 99990)","(31.0, 75.0, 72.75)","(5.0, 7.2, 7.060869565217391)"
14-12-2022 13:14:23.189907,"(31.0, 110.0, 102.70270270270271)","(10.0, 15.0, 14.433962264150944)","(21.0, 55.0, 45.611111111111114)","(2.7, 3.25, 3.202777777777778)","(2.7, 3.2, 3.1375)","(7.5, 99999, 99990)","(31.0, 75.0, 70.625)","(5.0, 7.2, 6.777777777777778)"
14-12-2022 13:14:24.295164,"(31.0, 110.0, 102.70270270270271)","(10.0, 15.0, 13.875)","(21.0, 55.0, 48.5)","(2.7, 3.25, 3.202777777777778)","(2.7, 3.2, 3.113953488372093)","(7.5, 99999, 99990)","(31.0, 75.0, 70.625)","(5.0, 7.0, 6.859999999999999)"
14-12-2022 13:14:25.502280,"(31.0, 110.0, 102.70270270270271)","(10.0, 15.0, 14.210526315789474)","(21.0, 55.0, 53.266666666666666)","(2.7, 3.25, 3.1390243902439026)","(2.7, 3.15, 3.1333333333333333)","(7.5, 99999, 99990)","(31.0, 75.0, 70.625)","(5.0, 7.0, 6.905882352941177)"
14-12-2022 13:14:26.711159,"(31.0, 110.0, 102.70270270270271)","(10.0, 15.0, 14.210526315789474)","(21.0, 55.0, 53.266666666666666)","(2.7, 3.2, 3.1390243902439026)","(2.7, 3.15, 3.1333333333333333)","(7.5, 99999, 99990)","(31.0, 75.0, 70.625)","(5.0, 7.0, 6.905882352941177)"
14-12-2022 13:14:27.901870,"(31.0, 110.0, 102.70270270270271)","(10.0, 15.0, 14.222222222222221)","(21.0, 55.0, 49.5)","(2.7, 3.2, 3.126470588235294)","(2.7, 3.2, 3.13125)","(7.5, 99999, 99990)","(31.0, 75.0, 70.625)","(5.0, 7.0, 6.905882352941177)"
14-12-2022 13:14:29.131573,"(31.0, 110.0, 102.70270270270271)","(10.0, 15.0, 14.555555555555555)","(21.0, 55.0, 51.333333333333336)","(2.7, 3.2, 3.126470588235294)","(2.7, 3.2, 3.13125)","(7.5, 99999, 99990)","(31.0, 75.0, 70.625)","(5.0, 7.0, 7.033333333333333)"
14-12-2022 13:14:30.461734,"(31.0, 110.0, 102.70270270270271)","(10.0, 15.0, 14.65)","(21.0, 55.0, 46.13333333333333)","(2.7, 3.2, 3.1166666666666667)","(2.7, 3.2, 3.134375)","(7.5, 99999, 99990)","(31.0, 75.0, 70.625)","(5.0, 7.2, 6.954545454545454)"
14-12-2022 13:14:31.765124,"(31.0, 110.0, 102.70270270270271)","(10.0, 15.0, 14.65)","(21.0, 60.0, 46.13333333333333)","(2.7, 3.2, 3.1166666666666667)","(2.7, 3.2, 3.134375)","(7.5, 99999, 99990)","(31.0, 75.0, 70.625)","(5.0, 7.2, 6.757575757575758)"
14-12-2022 13:14:33.013275,"(31.0, 110.0, 102.70270270270271)","(10.0, 15.0, 14.666666666666666)","(21.0, 60.0, 47.76470588235294)","(2.7, 3.2, 3.1166666666666667)","(2.7, 3.2, 3.15625)","(7.5, 99999, 99990)","(31.0, 75.0, 70.625)","(5.0, 7.0, 6.816666666666666)"
14-12-2022 13:14:34.271054,"(31.0, 110.0, 102.70270270270271)","(10.0, 15.0, 14.875)","(21.0, 60.0, 48.44444444444444)","(2.7, 3.2, 3.1609375)","(2.7, 3.25, 3.1729166666666666)","(7.5, 99999, 99990)","(31.0, 75.0, 70.625)","(5.0, 7.0, 6.8352941176470585)"
14-12-2022 13:14:35.531839,"(31.0, 110.0, 102.70270270270271)","(10.0, 15.0, 14.75)","(21.0, 60.0, 48.44444444444444)","(2.7, 3.25, 3.2147058823529413)","(2.7, 3.25, 3.1729166666666666)","(7.5, 99999, 99990)","(31.0, 75.0, 71.3157894736842)","(5.0, 7.0, 6.8352941176470585)"
14-12-2022 13:14:36.813976,"(31.0, 110.0, 102.70270270270271)","(10.0, 15.0, 14.75)","(21.0, 60.0, 48.44444444444444)","(2.7, 3.25, 3.1557142857142857)","(2.7, 3.25, 3.1729166666666666)","(7.5, 99999, 99990)","(31.0, 75.0, 72.08333333333333)","(5.0, 7.0, 6.8352941176470585)"
14-12-2022 13:14:37.984952,"(31.0, 110.0, 102.70270270270271)","(10.0, 15.0, 14.75)","(21.0, 60.0, 48.44444444444444)","(2.7, 3.25, 3.186666666666667)","(2.7, 3.25, 3.163953488372093)","(7.5, 99999, 99990)","(31.0, 75.0, 72.08333333333333)","(5.0, 7.0, 6.885714285714285)"
14-12-2022 13:14:39.091732,"(31.0, 110.0, 97.36842105263158)","(10.0, 15.0, 14.75)","(21.0, 60.0, 48.44444444444444)","(2.7, 3.2, 3.1714285714285717)","(2.7, 3.25, 3.1695652173913045)","(7.5, 99999, 99990)","(31.0, 75.0, 72.08333333333333)","(5.0, 7.0, 6.925925925925926)"
14-12-2022 13:14:40.270981,"(31.0, 110.0, 97.36842105263158)","(10.0, 15.0, 14.5625)","(21.0, 60.0, 49.333333333333336)","(2.7, 3.1, 3.073076923076923)","(2.7, 3.25, 3.168)","(7.5, 99999, 99990)","(31.0, 75.0, 72.08333333333333)","(5.0, 7.0, 6.925925925925926)"
14-12-2022 13:14:41.410752,"(31.0, 110.0, 97.36842105263158)","(10.0, 15.0, 14.5625)","(21.0, 60.0, 49.333333333333336)","(2.7, 3.1, 3.073076923076923)","(2.7, 3.25, 3.168)","(7.5, 99999, 99990)","(31.0, 75.0, 72.08333333333333)","(5.0, 7.0, 6.978947368421053)"
14-12-2022 13:14:42.658612,"(31.0, 110.0, 100.0)","(10.0, 15.0, 14.818181818181818)","(21.0, 60.0, 49.333333333333336)","(2.7, 3.1, 3.073076923076923)","(2.7, 3.25, 3.1669811320754717)","(7.5, 99999, 99990)","(31.0, 75.0, 72.08333333333333)","(5.0, 7.0, 7.379310344827586)"
14-12-2022 13:14:43.820401,"(31.0, 110.0, 101.72413793103448)","(10.0, 15.0, 14.461538461538462)","(21.0, 60.0, 49.333333333333336)","(2.7, 3.1, 3.0531249999999996)","(2.7, 3.25, 3.166666666666667)","(7.5, 99999, 99990)","(31.0, 75.0, 72.08333333333333)","(5.0, 7.4, 7.294117647058824)"
14-12-2022 13:14:45.003177,"(31.0, 110.0, 101.72413793103448)","(10.0, 15.0, 14.5625)","(21.0, 60.0, 49.333333333333336)","(2.7, 3.1, 3.0531249999999996)","(2.7, 3.2, 3.135820895522388)","(7.5, 99999, 99990)","(31.0, 75.0, 72.08333333333333)","(5.0, 7.4, 7.236363636363636)"
14-12-2022 13:14:46.097106,"(31.0, 110.0, 101.72413793103448)","(10.0, 15.0, 14.818181818181818)","(21.0, 60.0, 49.333333333333336)","(2.7, 3.1, 3.0666666666666664)","(2.7, 3.2, 3.1317460317460317)","(7.5, 99999, 99990)","(31.0, 75.0, 72.08333333333333)","(5.0, 7.4, 7.281481481481482)"
14-12-2022 13:14:47.176176,"(31.0, 110.0, 101.72413793103448)","(10.0, 15.0, 14.5625)","(21.0, 55.0, 49.15)","(2.7, 3.1, 3.0666666666666664)","(2.7, 3.2, 3.1625)","(7.5, 99999, 99990)","(31.0, 75.0, 72.08333333333333)","(5.0, 7.4, 7.316666666666667)"
14-12-2022 13:14:48.268791,"(31.0, 110.0, 101.72413793103448)","(10.0, 15.0, 14.5625)","(21.0, 55.0, 49.15)","(2.7, 3.1, 3.075)","(2.7, 3.2, 3.1514285714285717)","(7.5, 99999, 99990)","(31.0, 75.0, 72.08333333333333)","(5.0, 7.4, 7.3500000000000005)"
14-12-2022 13:14:49.486757,"(31.0, 110.0, 101.72413793103448)","(10.0, 15.0, 14.642857142857142)","(21.0, 55.0, 50.32)","(2.7, 3.1, 3.075)","(2.7, 3.2, 3.1052631578947367)","(7.5, 99999, 99990)","(31.0, 75.0, 72.08333333333333)","(5.0, 7.4, 7.3500000000000005)"
14-12-2022 13:14:50.723323,"(31.0, 110.0, 98.94736842105263)","(10.0, 15.0, 14.642857142857142)","(21.0, 55.0, 50.32)","(2.7, 3.1, 3.0846153846153848)","(2.7, 3.2, 3.0701923076923077)","(7.5, 99999, 99990)","(31.0, 75.0, 72.08333333333333)","(5.0, 7.4, 7.3500000000000005)"
14-12-2022 13:14:51.963446,"(31.0, 110.0, 98.94736842105263)","(10.0, 15.0, 14.642857142857142)","(21.0, 55.0, 50.32)","(2.7, 3.1, 3.075)","(2.7, 3.2, 3.106)","(7.5, 99999, 99990)","(31.0, 75.0, 73.0952380952381)","(5.0, 7.4, 7.56)"
14-12-2022 13:14:53.173287,"(31.0, 110.0, 98.94736842105263)","(10.0, 15.0, 14.642857142857142)","(21.0, 55.0, 50.32)","(2.7, 3.1, 3.075)","(2.7, 3.15, 3.09)","(7.5, 99999, 99990)","(31.0, 75.0, 73.94736842105263)","(5.0, 7.6, 7.56)"
14-12-2022 13:14:54.436350,"(31.0, 110.0, 101.25)","(10.0, 15.0, 14.642857142857142)","(21.0, 55.0, 50.32)","(2.7, 3.1, 3.0666666666666664)","(2.7, 3.15, 3.0775862068965516)","(7.5, 99999, 99990)","(31.0, 85.0, 73.94736842105263)","(5.0, 7.6, 7.56)"
14-12-2022 13:14:55.749414,"(31.0, 110.0, 101.25)","(10.0, 15.0, 14.642857142857142)","(21.0, 55.0, 50.32)","(2.7, 3.1, 3.0666666666666664)","(2.7, 3.15, 3.0637931034482757)","(7.5, 99999, 99990)","(31.0, 85.0, 73.94736842105263)","(5.0, 7.6, 7.568421052631579)"
14-12-2022 13:14:56.958455,"(31.0, 110.0, 102.75862068965517)","(10.0, 15.0, 14.642857142857142)","(21.0, 55.0, 51.14285714285714)","(2.7, 3.2, 3.13)","(2.7, 3.15, 3.0637931034482757)","(7.5, 99999, 99990)","(31.0, 85.0, 73.94736842105263)","(5.0, 7.6, 7.568421052631579)"
14-12-2022 13:14:58.314017,"(31.0, 110.0, 95.0)","(10.0, 15.0, 14.736842105263158)","(21.0, 60.0, 49.906976744186046)","(2.7, 3.2, 3.137931034482759)","(2.6, 3.05, 3.0541666666666667)","(7.5, 99999, 99990)","(31.0, 85.0, 83.57142857142857)","(5.0, 7.6, 7.411428571428571)"
14-12-2022 13:14:59.604908,"(31.0, 110.0, 90.0)","(10.0, 15.0, 14.736842105263158)","(21.0, 60.0, 49.906976744186046)","(2.7, 3.2, 3.137931034482759)","(2.6, 3.1, 3.0391304347826087)","(7.5, 99999, 99990)","(31.0, 85.0, 83.5)","(5.0, 7.8, 7.572727272727272)"
14-12-2022 13:15:00.940657,"(31.0, 110.0, 105.38461538461539)","(10.0, 15.0, 14.6875)","(21.0, 60.0, 49.906976744186046)","(2.7, 3.2, 3.1631578947368424)","(2.6, 3.1, 3.0217391304347827)","(7.5, 99999, 99990)","(31.0, 85.0, 83.5)","(5.0, 7.6, 7.442105263157894)"
14-12-2022 13:15:02.206697,"(31.0, 110.0, 106.66666666666667)","(10.0, 15.0, 14.545454545454545)","(21.0, 60.0, 49.906976744186046)","(2.7, 3.2, 3.1153846153846154)","(2.6, 3.1, 3.0217391304347827)","(7.5, 99999, 99990)","(31.0, 85.0, 83.5)","(5.0, 7.8, 7.490909090909091)"
14-12-2022 13:15:03.412053,"(31.0, 110.0, 107.3913043478261)","(10.0, 15.0, 14.545454545454545)","(26.0, 60.0, 49.906976744186046)","(2.7, 3.2, 3.138888888888889)","(2.6, 3.1, 3.0217391304347827)","(7.0, 99999, 99990)","(31.0, 85.0, 90.71428571428572)","(5.0, 7.8, 7.446153846153846)"
14-12-2022 13:15:04.515416,"(31.0, 110.0, 107.3913043478261)","(10.0, 15.0, 14.642857142857142)","(26.0, 60.0, 49.906976744186046)","(2.7, 3.2, 3.107142857142857)","(2.6, 3.1, 3.0217391304347827)","(7.0, 99999, 99990)","(31.0, 95.0, 90.71428571428572)","(5.0, 8.0, 7.787096774193548)"
14-12-2022 13:15:05.668183,"(31.0, 110.0, 107.3913043478261)","(10.0, 15.0, 14.545454545454545)","(26.0, 60.0, 50.13636363636364)","(2.7, 3.15, 3.061111111111111)","(2.6, 3.1, 3.0217391304347827)","(7.0, 99999, 99990)","(31.0, 95.0, 91.36363636363636)","(5.0, 8.0, 7.844444444444445)"
14-12-2022 13:15:06.934176,"(31.0, 110.0, 107.3913043478261)","(10.0, 15.0, 14.545454545454545)","(26.0, 60.0, 50.13636363636364)","(2.7, 3.15, 3.0749999999999997)","(2.6, 3.1, 3.0217391304347827)","(7.0, 99999, 99990)","(31.0, 95.0, 91.36363636363636)","(5.0, 8.0, 7.844444444444445)"
14-12-2022 13:15:08.155690,"(31.0, 110.0, 107.3913043478261)","(10.0, 15.0, 14.545454545454545)","(26.0, 60.0, 50.13636363636364)","(2.7, 3.15, 3.0749999999999997)","(2.6, 3.1, 3.0128205128205128)","(7.0, 99999, 99990)","(31.0, 95.0, 91.36363636363636)","(5.0, 8.0, 7.886486486486486)"
14-12-2022 13:15:09.383009,"(31.0, 110.0, 107.3913043478261)","(10.0, 15.0, 14.545454545454545)","(26.0, 60.0, 50.13636363636364)","(2.7, 3.15, 3.061111111111111)","(2.6, 3.1, 3.0128205128205128)","(7.0, 99999, 99990)","(31.0, 95.0, 91.36363636363636)","(5.0, 8.0, 7.688888888888888)"
14-12-2022 13:15:10.707631,"(31.0, 110.0, 106.84210526315789)","(10.0, 15.0, 14.545454545454545)","(26.0, 60.0, 50.13636363636364)","(2.7, 3.15, 3.061111111111111)","(2.6, 3.1, 3.0210526315789474)","(7.0, 99999, 99990)","(31.0, 95.0, 91.36363636363636)","(5.0, 8.0, 8.038709677419355)"
14-12-2022 13:15:11.988919,"(31.0, 110.0, 106.84210526315789)","(10.0, 15.0, 14.545454545454545)","(26.0, 60.0, 49.05882352941177)","(2.7, 3.15, 3.07)","(2.6, 3.1, 3.0195121951219512)","(7.0, 99999, 99990)","(31.0, 95.0, 91.36363636363636)","(5.0, 8.4, 8.144)"
14-12-2022 13:15:13.234994,"(41.0, 110.0, 106.84210526315789)","(11.0, 15.0, 14.545454545454545)","(26.0, 60.0, 49.05882352941177)","(2.6, 3.15, 3.0593749999999997)","(2.6, 3.1, 3.0083333333333333)","(7.0, 99999, 99990)","(31.0, 95.0, 90.71428571428572)","(5.5, 8.4, 8.178947368421053)"
14-12-2022 13:15:14.636052,"(41.0, 110.0, 106.84210526315789)","(11.0, 15.0, 14.5)","(26.0, 60.0, 49.05882352941177)","(2.6, 3.15, 3.09)","(2.6, 3.1, 3.0374999999999996)","(7.0, 99999, 99990)","(31.0, 95.0, 91.78571428571428)","(5.5, 8.4, 8.23846153846154)"
14-12-2022 13:15:16.002202,"(41.0, 110.0, 106.84210526315789)","(11.0, 15.0, 14.545454545454545)","(26.0, 60.0, 49.05882352941177)","(2.6, 3.1, 3.095)","(2.6, 3.05, 3.0374999999999996)","(7.0, 99999, 99990)","(31.0, 95.0, 91.08695652173913)","(5.5, 8.4, 8.26)"
14-12-2022 13:15:17.194086,"(41.0, 110.0, 106.84210526315789)","(11.0, 15.0, 14.545454545454545)","(26.0, 60.0, 49.05882352941177)","(2.6, 3.1, 3.095)","(2.6, 3.05, 3.0374999999999996)","(7.0, 99999, 99990)","(31.0, 95.0, 91.08695652173913)","(5.5, 8.4, 8.26)"
14-12-2022 13:15:18.390328,"(41.0, 110.0, 105.83333333333334)","(11.0, 15.0, 14.545454545454545)","(26.0, 60.0, 49.05882352941177)","(2.6, 3.1, 3.091666666666667)","(2.6, 3.05, 3.0374999999999996)","(7.0, 99999, 99990)","(31.0, 95.0, 91.08695652173913)","(5.5, 8.4, 8.26)"
14-12-2022 13:15:19.572652,"(41.0, 110.0, 105.83333333333334)","(11.0, 15.0, 14.545454545454545)","(26.0, 60.0, 49.05882352941177)","(2.6, 3.1, 3.091666666666667)","(2.6, 3.05, 3.0374999999999996)","(7.0, 99999, 99990)","(31.0, 95.0, 91.08695652173913)","(5.5, 8.4, 8.26)"
14-12-2022 13:15:20.961063,"(41.0, 110.0, 105.83333333333334)","(11.0, 15.0, 14.666666666666666)","(26.0, 60.0, 49.05882352941177)","(2.6, 3.1, 3.091666666666667)","(2.6, 3.05, 3.0458333333333334)","(7.0, 99999, 99990)","(31.0, 95.0, 92.0)","(5.5, 8.4, 8.264516129032259)"
14-12-2022 13:15:22.188693,"(41.0, 110.0, 105.83333333333334)","(11.0, 15.0, 14.588235294117647)","(26.0, 60.0, 49.05882352941177)","(2.6, 3.1, 3.08)","(2.6, 3.05, 3.0458333333333334)","(7.0, 99999, 99990)","(31.0, 95.0, 92.0)","(5.5, 8.4, 8.264516129032259)"
14-12-2022 13:15:23.481857,"(41.0, 110.0, 105.83333333333334)","(11.0, 15.0, 14.461538461538462)","(26.0, 60.0, 49.05882352941177)","(2.6, 3.1, 3.08)","(2.6, 3.05, 3.032)","(7.0, 99999, 99990)","(31.0, 95.0, 92.0)","(5.5, 8.4, 8.264516129032259)"
14-12-2022 13:15:24.866038,"(41.0, 110.0, 102.0)","(11.0, 15.0, 14.625)","(26.0, 60.0, 49.111111111111114)","(2.6, 3.1, 3.018181818181818)","(2.6, 3.1, 3.065625)","(7.0, 99999, 99990)","(31.0, 95.0, 92.42857142857143)","(5.5, 8.4, 8.264516129032259)"
14-12-2022 13:15:26.381201,"(41.0, 110.0, 102.0)","(11.0, 15.0, 14.416666666666666)","(26.0, 60.0, 51.57142857142857)","(2.6, 3.1, 3.0307692307692307)","(2.6, 3.1, 3.065625)","(7.0, 99999, 99990)","(31.0, 95.0, 92.75)","(5.5, 8.4, 8.264516129032259)"
14-12-2022 13:15:27.858459,"(41.0, 110.0, 102.0)","(11.0, 15.0, 14.5625)","(31.0, 55.0, 52.54545454545455)","(2.6, 3.1, 3.05)","(2.6, 3.1, 3.0541666666666667)","(7.0, 99999, 99990)","(31.0, 95.0, 92.27272727272727)","(5.5, 8.4, 8.264516129032259)"
14-12-2022 13:15:29.035087,"(41.0, 110.0, 102.0)","(11.0, 15.0, 14.5625)","(31.0, 55.0, 52.54545454545455)","(2.6, 3.1, 3.05)","(2.6, 3.1, 3.05)","(7.0, 99999, 99990)","(31.0, 95.0, 92.27272727272727)","(5.5, 8.4, 8.213793103448277)"
14-12-2022 13:15:30.176479,"(41.0, 110.0, 102.0)","(11.0, 15.0, 14.461538461538462)","(31.0, 55.0, 51.625)","(2.6, 3.1, 3.06625)","(2.6, 3.1, 3.05)","(7.0, 99999, 99990)","(31.0, 95.0, 92.27272727272727)","(5.5, 8.4, 8.213793103448277)"
14-12-2022 13:15:31.339266,"(41.0, 110.0, 102.0)","(11.0, 15.0, 14.416666666666666)","(31.0, 55.0, 54.0)","(2.6, 3.1, 3.0545454545454547)","(2.6, 3.15, 3.0348837209302326)","(7.0, 99999, 99990)","(31.0, 95.0, 92.27272727272727)","(5.5, 8.4, 8.19)"
14-12-2022 13:15:32.467615,"(41.0, 110.0, 102.0)","(11.0, 15.0, 14.666666666666666)","(31.0, 55.0, 48.87179487179487)","(2.6, 3.1, 3.0666666666666664)","(2.6, 3.1, 3.0059259259259257)","(7.0, 99999, 99990)","(31.0, 95.0, 92.27272727272727)","(5.5, 8.4, 8.2)"
14-12-2022 13:15:33.663519,"(41.0, 110.0, 102.0)","(11.0, 15.0, 14.5625)","(31.0, 60.0, 48.87179487179487)","(2.6, 3.1, 3.064285714285714)","(2.6, 3.05, 3.0055555555555555)","(7.0, 99999, 99990)","(31.0, 95.0, 92.27272727272727)","(5.5, 8.4, 8.3)"
14-12-2022 13:15:34.973590,"(41.0, 110.0, 102.0)","(11.0, 15.0, 14.461538461538462)","(31.0, 60.0, 48.87179487179487)","(2.6, 3.1, 3.06)","(2.6, 3.05, 3.0027777777777778)","(7.0, 99999, 99990)","(31.0, 95.0, 92.3076923076923)","(5.5, 8.4, 8.35)"
14-12-2022 13:15:36.235499,"(51.0, 110.0, 102.0)","(11.0, 15.0, 14.666666666666666)","(31.0, 60.0, 48.87179487179487)","(2.6, 3.1, 3.06)","(2.6, 3.05, 3.0027777777777778)","(7.0, 99999, 99990)","(41.0, 95.0, 94.04761904761905)","(5.5, 8.4, 8.35)"
14-12-2022 13:15:37.434643,"(51.0, 110.0, 102.0)","(11.0, 15.0, 14.461538461538462)","(31.0, 60.0, 48.87179487179487)","(2.6, 3.1, 3.052777777777778)","(2.6, 3.05, 3.0027777777777778)","(7.0, 99999, 99990)","(41.0, 95.0, 93.63636363636364)","(5.5, 8.4, 8.418181818181818)"
14-12-2022 13:15:38.721123,"(51.0, 110.0, 102.0)","(11.0, 15.0, 14.588235294117647)","(31.0, 60.0, 48.87179487179487)","(2.6, 3.1, 3.038235294117647)","(2.6, 3.05, 2.995909090909091)","(7.0, 99999, 99990)","(41.0, 95.0, 103.75)","(5.5, 8.6, 8.418181818181818)"
14-12-2022 13:15:40.011543,"(51.0, 110.0, 102.0)","(11.0, 15.0, 14.461538461538462)","(31.0, 60.0, 48.87179487179487)","(2.6, 3.05, 3.038235294117647)","(2.6, 3.05, 2.995909090909091)","(7.0, 99999, 99990)","(41.0, 110.0, 103.75)","(5.5, 8.6, 8.418181818181818)"
14-12-2022 13:15:41.222987,"(51.0, 110.0, 102.0)","(11.0, 15.0, 14.3125)","(31.0, 60.0, 49.666666666666664)","(2.6, 3.05, 3.075)","(2.6, 3.05, 3.0013513513513512)","(7.0, 99999, 99990)","(41.0, 110.0, 103.75)","(5.5, 8.6, 8.418181818181818)"
14-12-2022 13:15:42.530890,"(51.0, 110.0, 102.0)","(11.0, 15.0, 14.3125)","(31.0, 60.0, 49.666666666666664)","(2.6, 3.1, 3.0642857142857145)","(2.6, 3.05, 2.9993749999999997)","(7.0, 99999, 99990)","(41.0, 110.0, 103.75)","(5.5, 8.6, 8.392)"
