,Caveman,Paradiso Havana,Maniac Moo,Invictus Sharon,Fire Up Jazz,Lifes A Riot,Deeming Rate,Seriously Fly
09-01-2023 18:41:20.996113,"(41.0, 75.0, 67.85714285714286)","(18.0, 40.0, 28.57142857142857)","(31.0, 70.0, 56.90909090909091)","(1.65, 2.36, 2.3018181818181818)","(10.0, 14.5, 14.181818181818182)","(2.4, 2.66, 2.656)","(31.0, 90.0, 69.0909090909091)","(26.0, 80.0, 56.30769230769231)"
09-01-2023 18:41:22.090224,"(41.0, 75.0, 67.85714285714286)","(18.0, 40.0, 28.57142857142857)","(31.0, 70.0, 55.0)","(1.65, 2.36, 2.3066666666666666)","(10.0, 14.5, 14.181818181818182)","(2.4, 2.66, 2.656)","(31.0, 90.0, 69.0909090909091)","(26.0, 80.0, 56.30769230769231)"
09-01-2023 18:41:23.223933,"(41.0, 75.0, 67.85714285714286)","(18.0, 40.0, 28.57142857142857)","(31.0, 70.0, 55.0)","(1.65, 2.36, 2.3066666666666666)","(10.0, 14.5, 14.181818181818182)","(2.4, 2.66, 2.656)","(31.0, 90.0, 70.83333333333334)","(26.0, 80.0, 56.30769230769231)"
09-01-2023 18:41:24.342460,"(41.0, 75.0, 67.85714285714286)","(18.0, 40.0, 28.57142857142857)","(31.0, 70.0, 55.0)","(1.65, 2.36, 2.3066666666666666)","(10.0, 14.5, 14.181818181818182)","(2.4, 2.66, 2.656)","(31.0, 90.0, 70.83333333333334)","(26.0, 80.0, 56.30769230769231)"
09-01-2023 18:41:25.420644,"(41.0, 75.0, 67.85714285714286)","(18.0, 40.0, 28.57142857142857)","(31.0, 70.0, 55.0)","(1.65, 2.36, 2.3066666666666666)","(10.0, 14.5, 14.181818181818182)","(2.4, 2.66, 2.656)","(31.0, 90.0, 70.83333333333334)","(26.0, 80.0, 56.30769230769231)"
09-01-2023 18:41:26.549183,"(41.0, 75.0, 67.85714285714286)","(18.0, 40.0, 28.57142857142857)","(31.0, 70.0, 55.0)","(1.65, 2.36, 2.3066666666666666)","(10.0, 14.5, 14.181818181818182)","(2.4, 2.66, 2.6373333333333333)","(31.0, 90.0, 70.83333333333334)","(26.0, 80.0, 56.30769230769231)"
09-01-2023 18:41:27.629953,"(41.0, 75.0, 67.85714285714286)","(18.0, 40.0, 28.57142857142857)","(31.0, 70.0, 55.0)","(1.65, 2.36, 2.3066666666666666)","(10.0, 14.5, 14.418604651162791)","(2.4, 2.64, 2.6373333333333333)","(31.0, 90.0, 73.27272727272728)","(26.0, 80.0, 56.30769230769231)"
09-01-2023 18:41:28.714075,"(41.0, 75.0, 67.85714285714286)","(18.0, 40.0, 28.57142857142857)","(31.0, 70.0, 55.0)","(1.65, 2.36, 2.3066666666666666)","(10.0, 14.5, 13.0)","(2.4, 2.64, 2.6373333333333333)","(31.0, 90.0, 70.83333333333334)","(26.0, 80.0, 56.30769230769231)"
09-01-2023 18:41:29.831781,"(41.0, 75.0, 67.85714285714286)","(18.0, 40.0, 28.57142857142857)","(31.0, 70.0, 55.0)","(1.65, 2.36, 2.3066666666666666)","(10.0, 14.5, 13.0)","(2.4, 2.64, 2.6373333333333333)","(31.0, 90.0, 70.83333333333334)","(26.0, 80.0, 56.30769230769231)"
09-01-2023 18:41:30.885779,"(41.0, 75.0, 67.85714285714286)","(18.0, 40.0, 28.57142857142857)","(31.0, 70.0, 54.54545454545455)","(1.65, 2.36, 2.3066666666666666)","(10.0, 14.5, 13.0)","(2.4, 2.64, 2.6373333333333333)","(31.0, 90.0, 70.83333333333334)","(26.0, 80.0, 56.30769230769231)"
09-01-2023 18:41:31.990139,"(41.0, 75.0, 67.85714285714286)","(18.0, 40.0, 28.57142857142857)","(31.0, 70.0, 60.55555555555556)","(1.65, 2.36, 2.3066666666666666)","(10.0, 14.5, 11.625)","(2.4, 2.64, 2.6373333333333333)","(31.0, 90.0, 70.83333333333334)","(26.0, 80.0, 56.30769230769231)"
09-01-2023 18:41:33.071087,"(41.0, 75.0, 67.85714285714286)","(18.0, 40.0, 28.57142857142857)","(31.0, 70.0, 60.55555555555556)","(1.65, 2.36, 2.3066666666666666)","(10.0, 15.0, 13.0)","(2.4, 2.64, 2.6353488372093024)","(31.0, 90.0, 72.0)","(26.0, 80.0, 46.4)"
09-01-2023 18:41:34.100246,"(41.0, 75.0, 67.85714285714286)","(18.0, 40.0, 28.214285714285715)","(31.0, 70.0, 43.333333333333336)","(1.65, 2.36, 2.3066666666666666)","(10.0, 14.5, 12.0)","(2.4, 2.64, 2.6353488372093024)","(31.0, 85.0, 72.0)","(26.0, 80.0, 46.4)"
09-01-2023 18:41:35.129630,"(41.0, 75.0, 67.85714285714286)","(18.0, 40.0, 28.214285714285715)","(31.0, 70.0, 42.17391304347826)","(1.65, 2.36, 2.3066666666666666)","(10.0, 14.5, 12.0)","(2.4, 2.64, 2.6353488372093024)","(31.0, 85.0, 80.125)","(26.0, 80.0, 59.33333333333333)"
09-01-2023 18:41:36.160975,"(41.0, 75.0, 67.85714285714286)","(18.0, 36.0, 33.25)","(31.0, 60.0, 58.42857142857143)","(1.65, 2.36, 2.3066666666666666)","(10.0, 14.5, 11.772727272727273)","(2.4, 2.64, 2.6353488372093024)","(31.0, 85.0, 80.125)","(26.0, 70.0, 50.8)"
09-01-2023 18:41:37.212192,"(41.0, 75.0, 67.85714285714286)","(18.0, 36.0, 33.25)","(31.0, 60.0, 58.53333333333333)","(1.65, 2.36, 2.3066666666666666)","(10.0, 14.5, 11.772727272727273)","(2.4, 2.64, 2.6353488372093024)","(31.0, 85.0, 80.125)","(26.0, 70.0, 50.8)"
09-01-2023 18:41:38.242051,"(41.0, 75.0, 67.85714285714286)","(18.0, 36.0, 33.25)","(31.0, 60.0, 58.53333333333333)","(1.65, 2.36, 2.3066666666666666)","(10.0, 14.5, 11.772727272727273)","(2.4, 2.64, 2.6353488372093024)","(31.0, 85.0, 80.125)","(26.0, 70.0, 45.111111111111114)"
09-01-2023 18:41:39.315723,"(41.0, 75.0, 67.85714285714286)","(18.0, 36.0, 27.53846153846154)","(31.0, 60.0, 58.42857142857143)","(1.65, 2.36, 2.315)","(10.0, 14.5, 12.986486486486486)","(2.4, 2.64, 2.6353488372093024)","(31.0, 85.0, 80.125)","(26.0, 70.0, 45.111111111111114)"
09-01-2023 18:41:40.347563,"(41.0, 75.0, 67.85714285714286)","(18.0, 36.0, 27.53846153846154)","(31.0, 60.0, 58.42857142857143)","(1.65, 2.36, 2.315)","(10.0, 14.5, 12.922535211267606)","(2.4, 2.64, 2.6353488372093024)","(31.0, 85.0, 80.125)","(26.0, 70.0, 45.111111111111114)"
09-01-2023 18:41:41.442294,"(41.0, 75.0, 67.85714285714286)","(18.0, 36.0, 27.53846153846154)","(31.0, 60.0, 58.42857142857143)","(1.65, 2.36, 2.4326315789473685)","(10.0, 14.5, 12.986486486486486)","(2.4, 2.64, 2.6353488372093024)","(31.0, 85.0, 80.125)","(26.0, 70.0, 45.111111111111114)"
09-01-2023 18:41:42.550522,"(41.0, 75.0, 67.85714285714286)","(18.0, 36.0, 27.53846153846154)","(31.0, 60.0, 58.42857142857143)","(1.65, 2.44, 2.4325)","(10.0, 14.5, 12.986486486486486)","(2.4, 2.64, 2.6353488372093024)","(31.0, 85.0, 75.75)","(26.0, 70.0, 51.5)"
09-01-2023 18:41:43.597618,"(41.0, 75.0, 67.85714285714286)","(18.0, 34.0, 31.75)","(31.0, 60.0, 58.42857142857143)","(1.65, 2.44, 2.4325)","(10.0, 14.5, 12.986486486486486)","(2.4, 2.64, 2.6353488372093024)","(31.0, 80.0, 75.75)","(26.0, 65.0, 56.0)"
09-01-2023 18:41:44.713501,"(41.0, 75.0, 67.85714285714286)","(18.0, 34.0, 31.75)","(31.0, 60.0, 58.42857142857143)","(1.65, 2.44, 2.4325)","(10.0, 14.5, 12.922535211267606)","(2.4, 2.64, 2.6353488372093024)","(31.0, 80.0, 75.75)","(26.0, 65.0, 43.4)"
09-01-2023 18:41:45.803283,"(41.0, 75.0, 67.85714285714286)","(18.0, 34.0, 27.25)","(31.0, 60.0, 58.53333333333333)","(1.65, 2.44, 2.4325)","(10.0, 14.5, 12.922535211267606)","(2.4, 2.64, 2.678823529411765)","(31.0, 80.0, 75.75)","(26.0, 65.0, 51.2)"
09-01-2023 18:41:46.886898,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 30.25)","(31.0, 60.0, 58.53333333333333)","(1.65, 2.44, 2.4325)","(10.0, 14.5, 12.922535211267606)","(2.4, 2.68, 2.56)","(31.0, 80.0, 63.0)","(26.0, 60.0, 49.0)"
09-01-2023 18:41:47.946089,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 29.666666666666668)","(31.0, 60.0, 58.30769230769231)","(1.65, 2.44, 2.4325)","(10.0, 14.5, 11.973684210526315)","(2.4, 2.66, 2.6)","(31.0, 80.0, 63.0)","(26.0, 60.0, 43.5)"
09-01-2023 18:41:49.028545,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 60.0, 58.30769230769231)","(1.65, 2.44, 2.433684210526316)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.64, 2.535)","(31.0, 80.0, 63.0)","(26.0, 60.0, 43.5)"
09-01-2023 18:41:50.097256,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 60.0, 56.0)","(1.65, 2.44, 2.433684210526316)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.64, 2.535)","(31.0, 80.0, 63.0)","(26.0, 60.0, 43.5)"
09-01-2023 18:41:51.129854,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.44, 2.433684210526316)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.64, 2.535)","(31.0, 80.0, 63.0)","(26.0, 60.0, 43.5)"
09-01-2023 18:41:52.194677,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.44, 2.433684210526316)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.64, 2.535)","(31.0, 80.0, 63.0)","(26.0, 60.0, 43.5)"
09-01-2023 18:41:53.191997,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.44, 2.433684210526316)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.64, 2.5485714285714285)","(31.0, 80.0, 63.0)","(26.0, 60.0, 43.5)"
09-01-2023 18:41:54.253417,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.44, 2.433684210526316)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.62, 2.566666666666667)","(31.0, 80.0, 63.0)","(26.0, 60.0, 43.5)"
09-01-2023 18:41:55.318485,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.44, 2.433684210526316)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.6, 2.566666666666667)","(31.0, 80.0, 63.0)","(26.0, 60.0, 43.5)"
09-01-2023 18:41:56.432421,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.44, 2.4329411764705884)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.6, 2.566666666666667)","(31.0, 80.0, 67.25)","(26.0, 60.0, 43.5)"
09-01-2023 18:41:57.538170,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.44, 2.4329411764705884)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.6, 2.566666666666667)","(31.0, 80.0, 67.25)","(26.0, 60.0, 43.5)"
09-01-2023 18:41:58.614679,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.44, 2.4329411764705884)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.6, 2.566666666666667)","(31.0, 80.0, 67.25)","(26.0, 60.0, 43.5)"
09-01-2023 18:41:59.688991,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.44, 2.4329411764705884)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.6, 2.566666666666667)","(31.0, 80.0, 67.25)","(26.0, 60.0, 43.5)"
09-01-2023 18:42:00.860714,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.44, 2.4329411764705884)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.6, 2.513333333333333)","(31.0, 80.0, 67.25)","(26.0, 60.0, 46.90909090909091)"
09-01-2023 18:42:02.229495,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.44, 2.4329411764705884)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.58, 2.513333333333333)","(31.0, 80.0, 67.25)","(26.0, 60.0, 48.0)"
09-01-2023 18:42:03.501203,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.44, 2.4371428571428573)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.58, 2.5107692307692306)","(31.0, 80.0, 67.25)","(26.0, 60.0, 48.0)"
09-01-2023 18:42:04.681940,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.44, 2.4371428571428573)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.64, 2.5107692307692306)","(31.0, 80.0, 67.25)","(26.0, 60.0, 48.0)"
09-01-2023 18:42:05.944452,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.44, 2.4371428571428573)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.64, 2.52)","(31.0, 80.0, 67.25)","(26.0, 60.0, 48.0)"
09-01-2023 18:42:07.211032,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.44, 2.4371428571428573)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.62, 2.513333333333333)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:08.381787,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.44, 2.434285714285714)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.62, 2.513333333333333)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:09.623844,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.44, 2.434285714285714)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.62, 2.513333333333333)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:10.802114,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.44, 2.434285714285714)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.62, 2.513333333333333)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:11.971985,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.44, 2.413333333333333)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.62, 2.513333333333333)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:13.190956,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.44, 2.416)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.62, 2.5166666666666666)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:14.323675,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.5, 2.4475)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.6, 2.5166666666666666)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:15.475095,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.5, 2.4475)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.6, 2.5125)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:16.625372,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.5, 2.4475)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.6, 2.5142857142857142)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:17.781938,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.5, 2.4475)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.6, 2.5142857142857142)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:18.936294,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.5, 2.4475)","(10.0, 14.5, 11.986486486486486)","(2.4, 2.6, 2.5142857142857142)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:20.070068,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.5, 2.4475)","(10.0, 14.5, 12.382352941176471)","(2.4, 2.6, 2.513333333333333)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:21.146782,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.5, 2.4475)","(10.0, 14.0, 12.181818181818182)","(2.4, 2.58, 2.513333333333333)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:22.255819,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.5, 2.46)","(10.0, 14.0, 13.214285714285714)","(2.4, 2.58, 2.615)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:23.370655,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 26.076923076923077)","(31.0, 65.0, 56.0)","(1.65, 2.48, 2.46)","(10.0, 13.5, 12.0)","(2.4, 2.66, 2.6100000000000003)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:24.477584,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 25.875)","(31.0, 65.0, 56.0)","(1.65, 2.48, 2.4690909090909092)","(10.0, 13.5, 12.0)","(2.4, 2.64, 2.6100000000000003)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:25.623675,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 24.666666666666668)","(31.0, 65.0, 56.0)","(1.65, 2.48, 2.4475)","(10.0, 13.5, 12.0)","(2.4, 2.62, 2.566666666666667)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:26.791427,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 24.666666666666668)","(31.0, 65.0, 56.0)","(1.65, 2.5, 2.4475)","(10.0, 13.5, 12.0)","(2.4, 2.6, 2.566666666666667)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:27.942708,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 24.666666666666668)","(31.0, 65.0, 56.0)","(1.65, 2.5, 2.4766666666666666)","(10.0, 13.5, 11.666666666666666)","(2.4, 2.6, 2.566666666666667)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:29.124518,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 25.8125)","(31.0, 65.0, 56.0)","(1.65, 2.5, 2.4766666666666666)","(10.0, 13.5, 11.693548387096774)","(2.4, 2.6, 2.566666666666667)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:30.233508,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 25.8125)","(31.0, 65.0, 56.0)","(1.65, 2.5, 2.4766666666666666)","(10.0, 13.5, 11.944444444444445)","(2.4, 2.6, 2.566666666666667)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:31.366039,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 25.8125)","(31.0, 65.0, 56.0)","(1.65, 2.5, 2.4766666666666666)","(10.0, 13.5, 11.944444444444445)","(2.4, 2.6, 2.566666666666667)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:32.532719,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 25.8125)","(31.0, 65.0, 56.0)","(1.65, 2.5, 2.4766666666666666)","(10.0, 13.5, 11.944444444444445)","(2.4, 2.6, 2.58)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:33.808651,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 25.8125)","(31.0, 65.0, 56.0)","(1.65, 2.5, 2.4766666666666666)","(10.0, 13.5, 11.944444444444445)","(2.4, 2.62, 2.58)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:35.032215,"(41.0, 75.0, 67.85714285714286)","(18.0, 32.0, 25.8125)","(31.0, 65.0, 56.0)","(1.65, 2.5, 2.4766666666666666)","(10.0, 13.5, 11.944444444444445)","(2.4, 2.62, 2.52)","(31.0, 80.0, 67.25)","(26.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:36.123423,"(41.0, 75.0, 67.85714285714286)","(19.0, 32.0, 25.8125)","(31.0, 65.0, 56.0)","(1.65, 2.5, 2.4766666666666666)","(10.0, 13.5, 11.944444444444445)","(2.4, 2.62, 2.516)","(31.0, 80.0, 67.25)","(31.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:37.323537,"(41.0, 75.0, 67.85714285714286)","(19.0, 32.0, 25.8125)","(31.0, 65.0, 56.0)","(1.65, 2.5, 2.4766666666666666)","(10.0, 13.5, 11.944444444444445)","(2.4, 2.62, 2.5725000000000002)","(31.0, 80.0, 67.25)","(31.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:38.574935,"(41.0, 75.0, 67.85714285714286)","(19.0, 32.0, 25.8125)","(31.0, 65.0, 56.0)","(1.65, 2.5, 2.4766666666666666)","(10.0, 13.5, 11.944444444444445)","(2.4, 2.6, 2.5904761904761906)","(31.0, 80.0, 67.25)","(31.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:39.735466,"(41.0, 75.0, 71.36363636363636)","(19.0, 32.0, 25.8125)","(31.0, 65.0, 56.0)","(1.65, 2.5, 2.4766666666666666)","(10.0, 13.5, 11.944444444444445)","(2.4, 2.6, 2.5542857142857143)","(31.0, 80.0, 67.25)","(31.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:40.993226,"(41.0, 75.0, 67.85714285714286)","(19.0, 32.0, 25.8125)","(31.0, 65.0, 56.0)","(1.65, 2.5, 2.4766666666666666)","(10.0, 13.5, 11.944444444444445)","(2.4, 2.58, 2.535555555555556)","(31.0, 80.0, 67.25)","(31.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:42.320780,"(41.0, 75.0, 67.85714285714286)","(19.0, 32.0, 25.8125)","(31.0, 65.0, 56.0)","(1.65, 2.5, 2.4766666666666666)","(10.0, 13.5, 11.986486486486486)","(2.4, 2.58, 2.535555555555556)","(31.0, 80.0, 67.25)","(31.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:43.602056,"(41.0, 75.0, 71.36363636363636)","(19.0, 32.0, 25.8125)","(31.0, 65.0, 54.285714285714285)","(1.65, 2.5, 2.4766666666666666)","(10.0, 13.5, 11.986486486486486)","(2.4, 2.58, 2.494666666666667)","(31.0, 80.0, 71.27272727272728)","(31.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:44.905056,"(41.0, 75.0, 71.36363636363636)","(19.0, 32.0, 25.8125)","(31.0, 65.0, 54.285714285714285)","(1.65, 2.5, 2.4766666666666666)","(10.0, 13.5, 11.986486486486486)","(2.4, 2.58, 2.48125)","(31.0, 80.0, 71.27272727272728)","(31.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:46.162363,"(41.0, 75.0, 71.36363636363636)","(19.0, 32.0, 25.8125)","(31.0, 65.0, 57.5)","(1.65, 2.5, 2.4766666666666666)","(10.0, 13.5, 11.986486486486486)","(2.4, 2.56, 2.448)","(31.0, 80.0, 74.0)","(31.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:47.361454,"(41.0, 75.0, 71.36363636363636)","(19.0, 32.0, 25.8125)","(31.0, 65.0, 57.5)","(1.65, 2.5, 2.4983431952662722)","(10.0, 13.5, 11.986486486486486)","(2.4, 2.56, 2.471578947368421)","(31.0, 80.0, 74.0)","(31.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:48.509215,"(41.0, 75.0, 71.36363636363636)","(19.0, 32.0, 25.8125)","(31.0, 65.0, 57.5)","(1.65, 2.5, 2.44)","(10.0, 13.5, 11.986486486486486)","(2.4, 2.56, 2.471578947368421)","(31.0, 80.0, 74.0)","(31.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:49.647212,"(41.0, 75.0, 71.36363636363636)","(19.0, 32.0, 25.8125)","(31.0, 65.0, 57.5)","(1.65, 2.52, 2.46)","(10.0, 13.5, 11.986486486486486)","(2.4, 2.56, 2.448)","(31.0, 80.0, 74.0)","(31.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:50.758333,"(41.0, 75.0, 67.85714285714286)","(19.0, 32.0, 25.8125)","(31.0, 65.0, 57.5)","(1.65, 2.52, 2.51756345177665)","(10.0, 13.5, 11.986486486486486)","(2.4, 2.56, 2.448)","(31.0, 80.0, 74.0)","(31.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:51.895976,"(41.0, 75.0, 67.85714285714286)","(19.0, 32.0, 25.8125)","(31.0, 65.0, 57.5)","(1.65, 2.52, 2.51756345177665)","(10.0, 13.5, 11.986486486486486)","(2.4, 2.56, 2.448)","(41.0, 80.0, 74.0)","(31.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:53.003490,"(41.0, 75.0, 67.85714285714286)","(19.0, 32.0, 25.8125)","(31.0, 65.0, 57.5)","(1.65, 2.52, 2.51756345177665)","(10.0, 13.5, 12.25)","(2.4, 2.56, 2.448)","(41.0, 80.0, 74.0)","(31.0, 60.0, 49.09090909090909)"
09-01-2023 18:42:54.154364,"(41.0, 75.0, 67.85714285714286)","(19.0, 32.0, 25.8125)","(31.0, 65.0, 57.5)","(1.65, 2.52, 2.51756345177665)","(10.0, 13.5, 12.25)","(2.4, 2.56, 2.448)","(41.0, 80.0, 74.0)","(31.0, 60.0, 49.09090909090909)"
