,Impress Scarlett,Impress Patch,Vans Turbo,Inga Lenny,Chanko Girl,Inga Bluey,King Of All,Funky Felix
09-01-2023 16:05:22.287667,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:23.393554,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:24.483347,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:25.518175,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:26.594954,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:27.756543,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:28.934846,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:30.124580,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:31.331618,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:32.494954,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:33.634374,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:34.741502,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:35.792607,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:36.860945,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:37.980820,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:39.140046,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:40.337773,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:41.528422,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:42.615380,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:43.737705,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:44.745679,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:45.792780,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:46.920203,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:48.059787,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:49.243483,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:50.376426,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:51.402168,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:52.433426,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:53.500421,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:54.616229,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:55.709082,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:56.764909,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:57.767946,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.904)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:58.808410,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 5.904)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:05:59.896931,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 7.0285714285714285)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:01.068970,"(7.5, 12.5, 8.225)","(4.4, 7.8, 7.508333333333333)","(4.8, 8.2, 7.0285714285714285)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:02.217593,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.533333333333333)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:03.335436,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.533333333333333)","(8.5, 19.0, 17.88888888888889)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.0, 12.9)","(8.0, 14.0, 12.052631578947368)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:04.395934,"(7.5, 13.0, 8.866666666666667)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 16.0, 15.222222222222221)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.5, 12.9)","(8.0, 15.0, 12.052631578947368)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:05.439407,"(7.5, 13.0, 8.866666666666667)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 16.0, 15.222222222222221)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.5, 12.9)","(8.0, 15.0, 12.052631578947368)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:06.499199,"(7.5, 13.0, 8.866666666666667)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 16.0, 15.222222222222221)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.5, 12.9)","(8.0, 15.0, 12.052631578947368)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:07.637570,"(7.5, 13.0, 8.866666666666667)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 16.0, 15.222222222222221)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.5, 12.9)","(8.0, 15.0, 12.052631578947368)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:08.835919,"(7.5, 13.0, 8.866666666666667)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 16.0, 15.222222222222221)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.5, 12.9)","(8.0, 15.0, 12.052631578947368)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:10.029907,"(7.5, 13.0, 8.866666666666667)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 16.0, 15.222222222222221)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.5, 12.9)","(8.0, 15.0, 12.052631578947368)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:11.208144,"(7.5, 13.0, 8.866666666666667)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 16.0, 15.222222222222221)","(20.0, 70.0, 46.36363636363637)","(9.0, 16.5, 12.9)","(8.0, 15.0, 12.052631578947368)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:12.322934,"(7.5, 13.0, 8.866666666666667)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 16.0, 15.461538461538462)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.5, 13.466666666666667)","(8.0, 15.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:13.352435,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 16.0, 15.461538461538462)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 13.466666666666667)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:14.406389,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 16.0, 15.461538461538462)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:15.441620,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 16.0, 15.461538461538462)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:16.535118,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 16.0, 15.461538461538462)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:17.638498,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 16.0, 15.461538461538462)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:18.749808,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 16.0, 15.461538461538462)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:19.799480,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 16.0, 15.461538461538462)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:20.797072,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 16.0, 15.461538461538462)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:21.786934,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 16.0, 15.461538461538462)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:22.893072,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 17.5, 16.846153846153847)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:24.009412,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 17.5, 16.846153846153847)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:25.039938,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 17.5, 16.846153846153847)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:26.080553,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 17.5, 16.846153846153847)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:27.120601,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 17.5, 16.846153846153847)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:28.180970,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 17.5, 16.846153846153847)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:29.242877,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 17.5, 16.846153846153847)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:30.478966,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 17.5, 16.846153846153847)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:31.550348,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 17.5, 16.846153846153847)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:32.628318,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 17.5, 16.846153846153847)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:33.749080,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.449999999999999)","(8.5, 17.5, 16.846153846153847)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:34.797638,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 7.376470588235294)","(8.5, 17.5, 16.846153846153847)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:35.837686,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 7.376470588235294)","(8.5, 17.5, 16.846153846153847)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:36.862381,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 7.376470588235294)","(8.5, 17.5, 16.846153846153847)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:37.899200,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 7.376470588235294)","(8.5, 17.5, 16.846153846153847)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:38.917847,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 7.376470588235294)","(8.5, 17.5, 16.846153846153847)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:39.904452,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 7.376470588235294)","(8.5, 17.5, 16.846153846153847)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:40.926331,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 7.376470588235294)","(8.5, 17.5, 16.846153846153847)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:41.932021,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 7.376470588235294)","(8.5, 17.5, 16.846153846153847)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:42.998638,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 7.376470588235294)","(8.5, 17.5, 16.846153846153847)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:44.182447,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 7.376470588235294)","(8.5, 17.5, 18.230769230769234)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 14.733333333333334)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:45.330013,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 7.376470588235294)","(8.5, 19.0, 18.230769230769234)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 13.466666666666667)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:46.459355,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 7.376470588235294)","(8.5, 21.0, 12.563636363636363)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 13.466666666666667)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:47.663251,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 7.376470588235294)","(8.5, 21.0, 12.563636363636363)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 13.466666666666667)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:48.784074,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 7.376470588235294)","(8.5, 21.0, 12.563636363636363)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 13.466666666666667)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:06:49.864627,"(7.5, 12.5, 8.225)","(4.4, 7.8, 6.78)","(4.8, 8.2, 7.376470588235294)","(8.5, 21.0, 12.563636363636363)","(20.0, 70.0, 32.54545454545455)","(9.0, 16.0, 13.466666666666667)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
