,Impress Scarlett,Impress Patch,Vans Turbo,Inga Lenny,Chanko Girl,Inga Bluey,King Of All,Funky Felix
09-01-2023 16:12:58.691718,"(7.5, 11.0, 9.0)","(4.4, 5.8, 4.8)","(4.8, 7.4, 6.25)","(9.0, 16.5, 15.5)","(20.0, 50.0, 46.714285714285715)","(9.0, 15.0, 12.2)","(8.0, 13.5, 11.35)","(3.0, 4.7, 3.9285714285714284)"
09-01-2023 16:12:59.996139,"(7.5, 11.0, 9.133333333333333)","(4.4, 5.8, 4.8999999999999995)","(4.8, 7.4, 7.17)","(9.0, 16.5, 15.5)","(20.0, 50.0, 46.714285714285715)","(9.0, 15.0, 12.2)","(8.0, 13.5, 11.35)","(3.0, 4.7, 3.9285714285714284)"
09-01-2023 16:13:01.244320,"(7.5, 11.0, 10.2)","(4.4, 5.8, 4.8999999999999995)","(4.8, 7.4, 7.17)","(9.0, 16.5, 15.5)","(20.0, 50.0, 46.714285714285715)","(9.0, 15.0, 12.2)","(8.0, 13.5, 11.35)","(3.0, 4.7, 3.9285714285714284)"
09-01-2023 16:13:02.324675,"(7.5, 11.0, 10.2)","(4.4, 5.8, 4.8999999999999995)","(4.8, 7.4, 7.17)","(9.0, 16.5, 15.5)","(20.0, 50.0, 46.714285714285715)","(9.0, 15.0, 12.2)","(8.0, 13.5, 11.35)","(3.0, 4.7, 3.9285714285714284)"
09-01-2023 16:13:03.455788,"(7.5, 11.0, 9.266666666666667)","(4.4, 5.8, 4.8999999999999995)","(4.8, 7.4, 7.17)","(9.0, 16.5, 15.5)","(20.0, 50.0, 46.714285714285715)","(9.0, 15.0, 12.2)","(8.0, 13.5, 11.35)","(3.0, 4.7, 3.9285714285714284)"
09-01-2023 16:13:04.635206,"(7.5, 11.0, 9.266666666666667)","(4.4, 5.8, 4.8999999999999995)","(4.8, 7.4, 7.17)","(9.0, 16.5, 15.5)","(20.0, 50.0, 46.714285714285715)","(9.0, 15.0, 12.2)","(8.0, 13.5, 11.35)","(3.0, 4.7, 3.9285714285714284)"
09-01-2023 16:13:05.861266,"(7.5, 11.0, 9.266666666666667)","(4.4, 5.8, 4.8999999999999995)","(4.8, 7.4, 7.17)","(9.0, 16.5, 15.5)","(20.0, 50.0, 46.714285714285715)","(9.0, 15.0, 12.2)","(8.0, 13.5, 11.35)","(3.0, 4.7, 3.9285714285714284)"
09-01-2023 16:13:07.085880,"(7.5, 11.0, 9.266666666666667)","(4.4, 5.7, 4.730769230769231)","(4.8, 7.4, 6.666666666666667)","(9.0, 16.5, 15.863636363636363)","(20.0, 46.0, 43.285714285714285)","(9.0, 14.5, 10.128571428571428)","(8.0, 13.0, 10.149999999999999)","(3.0, 4.7, 3.9285714285714284)"
09-01-2023 16:13:08.402909,"(7.5, 11.0, 9.266666666666667)","(4.4, 5.6, 4.733333333333333)","(4.8, 7.4, 6.666666666666667)","(9.0, 16.5, 15.863636363636363)","(20.0, 46.0, 43.285714285714285)","(9.0, 14.0, 11.7)","(8.0, 13.0, 9.33103448275862)","(3.0, 4.7, 3.9285714285714284)"
09-01-2023 16:13:09.711942,"(7.5, 11.0, 9.266666666666667)","(4.4, 5.6, 4.420930232558139)","(4.8, 7.4, 6.666666666666667)","(9.0, 16.5, 15.863636363636363)","(20.0, 46.0, 41.57142857142857)","(9.0, 14.0, 11.7)","(8.0, 13.0, 9.33103448275862)","(3.0, 4.7, 3.9285714285714284)"
09-01-2023 16:13:10.929758,"(7.5, 11.0, 9.266666666666667)","(4.4, 5.6, 4.7)","(4.8, 7.4, 6.666666666666667)","(9.0, 16.5, 15.863636363636363)","(20.0, 44.0, 41.57142857142857)","(9.0, 14.0, 11.7)","(8.0, 13.0, 9.899999999999999)","(3.0, 4.7, 3.9285714285714284)"
09-01-2023 16:13:12.119895,"(7.5, 11.0, 9.266666666666667)","(4.4, 5.5, 4.7)","(4.8, 7.4, 6.666666666666667)","(9.0, 16.5, 16.15)","(20.0, 44.0, 35.5)","(9.0, 14.0, 11.7)","(8.0, 12.0, 9.899999999999999)","(3.0, 4.7, 3.9285714285714284)"
09-01-2023 16:13:13.294702,"(7.5, 11.0, 9.266666666666667)","(4.4, 5.4, 4.666666666666667)","(4.8, 7.4, 6.666666666666667)","(9.0, 16.5, 16.15)","(20.0, 44.0, 39.85714285714286)","(9.0, 14.0, 13.581818181818182)","(8.0, 12.0, 9.899999999999999)","(3.0, 4.7, 3.9285714285714284)"
09-01-2023 16:13:14.528052,"(7.5, 11.0, 9.266666666666667)","(4.4, 5.4, 4.666666666666667)","(4.8, 7.4, 7.166666666666667)","(9.0, 16.5, 16.15)","(20.0, 42.0, 33.92307692307692)","(9.0, 14.0, 13.266666666666666)","(8.0, 12.0, 9.29032258064516)","(3.0, 4.7, 3.9285714285714284)"
09-01-2023 16:13:15.808653,"(7.5, 10.5, 8.080645161290322)","(4.4, 5.4, 4.724561403508772)","(4.8, 7.4, 7.0)","(9.0, 16.5, 16.15)","(20.0, 42.0, 38.14285714285714)","(9.0, 14.0, 13.266666666666666)","(8.0, 12.0, 10.35)","(3.0, 4.7, 3.9285714285714284)"
09-01-2023 16:13:17.040136,"(7.5, 10.0, 8.444444444444445)","(4.4, 5.4, 4.478947368421053)","(4.8, 7.4, 7.0)","(9.0, 16.5, 16.15)","(20.0, 40.0, 38.14285714285714)","(9.0, 14.0, 13.266666666666666)","(8.0, 11.5, 9.455555555555556)","(3.0, 4.7, 4.416666666666667)"
09-01-2023 16:13:18.382555,"(7.5, 10.0, 8.444444444444445)","(4.4, 5.3, 4.550000000000001)","(4.8, 7.4, 7.241666666666667)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 14.0, 13.533333333333333)","(8.0, 11.5, 10.1)","(3.0, 4.7, 4.3)"
09-01-2023 16:13:19.705641,"(7.5, 10.0, 8.066666666666666)","(4.4, 5.2, 4.9)","(4.8, 7.4, 7.241666666666667)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 14.0, 13.533333333333333)","(8.0, 11.0, 10.1)","(3.0, 4.7, 4.3)"
09-01-2023 16:13:21.018182,"(7.5, 10.0, 8.066666666666666)","(4.4, 5.2, 4.9)","(4.8, 7.4, 7.241666666666667)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 14.0, 13.533333333333333)","(8.0, 11.0, 10.1)","(3.0, 4.7, 4.478947368421053)"
09-01-2023 16:13:22.412196,"(7.5, 9.6, 8.8)","(4.4, 5.2, 4.45)","(4.8, 7.4, 6.5)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 14.0, 13.65)","(8.0, 11.0, 10.1)","(3.0, 4.7, 4.054545454545455)"
09-01-2023 16:13:23.640018,"(7.5, 9.6, 8.8)","(4.4, 5.2, 4.45)","(4.8, 7.4, 6.5)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 14.0, 13.65)","(8.0, 11.0, 10.1)","(3.0, 4.6, 4.054545454545455)"
09-01-2023 16:13:24.824245,"(7.5, 9.6, 8.8)","(4.4, 5.2, 4.45)","(4.8, 7.4, 6.5)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 14.0, 13.65)","(8.0, 11.0, 10.1)","(3.0, 4.6, 3.88)"
09-01-2023 16:13:25.910335,"(7.5, 9.6, 8.8)","(4.4, 5.2, 4.45)","(4.8, 7.6, 6.6)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 14.0, 13.65)","(8.0, 11.0, 10.1)","(3.0, 4.4, 4.042857142857143)"
09-01-2023 16:13:27.066577,"(7.5, 9.6, 8.8)","(4.4, 5.2, 4.45)","(4.8, 7.6, 7.142857142857142)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 14.0, 13.65)","(8.0, 11.0, 10.1)","(3.0, 4.3, 3.95)"
09-01-2023 16:13:28.238647,"(7.5, 9.6, 8.8)","(4.4, 5.2, 4.45)","(4.8, 7.6, 7.155555555555555)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 14.0, 13.65)","(8.0, 11.0, 10.1)","(3.0, 4.2, 4.05)"
09-01-2023 16:13:29.387691,"(7.5, 9.6, 9.333333333333332)","(4.4, 5.2, 4.45)","(4.8, 7.6, 6.514285714285714)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 14.0, 13.191666666666666)","(8.0, 11.0, 9.457142857142857)","(3.0, 4.2, 4.333333333333333)"
09-01-2023 16:13:30.589681,"(7.5, 9.6, 8.399999999999999)","(4.4, 5.2, 4.381818181818182)","(4.8, 7.6, 6.752941176470588)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 13.5, 13.191666666666666)","(8.0, 11.0, 9.457142857142857)","(3.0, 4.6, 4.0375)"
09-01-2023 16:13:31.763695,"(7.5, 9.6, 8.399999999999999)","(4.4, 5.2, 4.381818181818182)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 13.5, 13.191666666666666)","(8.0, 11.0, 9.248648648648649)","(3.0, 4.6, 4.1125)"
09-01-2023 16:13:32.948318,"(7.5, 9.6, 8.251851851851852)","(4.4, 5.2, 4.6)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 13.5, 12.930769230769231)","(8.0, 11.0, 9.248648648648649)","(3.0, 4.6, 4.1125)"
09-01-2023 16:13:34.165943,"(7.5, 9.6, 8.251851851851852)","(4.4, 5.1, 4.566666666666666)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 13.5, 12.02)","(8.0, 11.0, 9.248648648648649)","(3.0, 4.6, 4.1125)"
09-01-2023 16:13:35.368165,"(7.5, 9.6, 8.251851851851852)","(4.4, 5.1, 4.566666666666666)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 13.5, 12.02)","(8.0, 11.0, 9.248648648648649)","(3.0, 4.6, 4.1125)"
09-01-2023 16:13:36.645908,"(7.5, 9.2, 8.7)","(4.4, 5.1, 4.566666666666666)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 13.5, 10.310344827586208)","(8.0, 11.0, 9.248648648648649)","(3.0, 4.6, 4.1125)"
09-01-2023 16:13:37.877707,"(7.5, 9.2, 8.7)","(4.4, 5.1, 4.566666666666666)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 13.5, 10.310344827586208)","(8.0, 11.0, 9.248648648648649)","(3.0, 4.6, 4.1125)"
09-01-2023 16:13:39.135776,"(7.5, 9.2, 8.7)","(4.4, 5.1, 4.566666666666666)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.362499999999999)","(3.0, 4.6, 4.1125)"
09-01-2023 16:13:40.376767,"(7.5, 9.2, 8.7)","(4.4, 5.1, 4.566666666666666)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.237142857142857)","(3.0, 4.6, 4.1125)"
09-01-2023 16:13:41.670326,"(7.5, 9.2, 8.7)","(4.4, 5.1, 4.566666666666666)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.237142857142857)","(3.0, 4.6, 4.1125)"
09-01-2023 16:13:42.972118,"(7.5, 9.2, 8.7)","(4.4, 5.1, 4.566666666666666)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.237142857142857)","(3.0, 4.6, 4.1125)"
09-01-2023 16:13:44.303060,"(7.5, 9.2, 8.7)","(4.4, 5.1, 4.566666666666666)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.237142857142857)","(3.0, 4.6, 4.1125)"
09-01-2023 16:13:45.569710,"(7.5, 9.2, 8.7)","(4.4, 5.1, 4.566666666666666)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.237142857142857)","(3.0, 4.6, 4.1125)"
09-01-2023 16:13:46.801024,"(7.5, 9.2, 8.7)","(4.4, 5.1, 4.566666666666666)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.237142857142857)","(3.0, 4.6, 4.1125)"
09-01-2023 16:13:48.114562,"(7.5, 9.2, 8.7)","(4.4, 5.1, 4.65)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 40.0, 32.2)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.237142857142857)","(3.0, 4.6, 4.1125)"
09-01-2023 16:13:49.411444,"(7.5, 9.2, 8.7)","(4.4, 5.0, 4.4399999999999995)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 40.0, 36.42857142857143)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.237142857142857)","(3.0, 4.6, 4.1125)"
09-01-2023 16:13:50.635862,"(7.5, 9.2, 8.7)","(4.4, 5.0, 4.4399999999999995)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 38.0, 31.4)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:13:51.908042,"(7.5, 9.2, 8.7)","(4.4, 5.0, 4.4399999999999995)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 38.0, 34.714285714285715)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:13:53.354855,"(7.5, 9.2, 8.7)","(4.4, 5.0, 4.4399999999999995)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 36.0, 34.714285714285715)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:13:54.644095,"(7.5, 9.2, 8.7)","(4.4, 5.0, 4.4399999999999995)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:13:56.005904,"(7.5, 9.2, 8.7)","(4.4, 5.0, 4.4399999999999995)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:13:58.116594,"(7.5, 9.2, 8.7)","(4.4, 5.0, 4.4399999999999995)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:13:59.876734,"(7.5, 9.2, 8.7)","(4.4, 5.0, 4.4399999999999995)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:01.255556,"(7.5, 9.2, 8.7)","(4.4, 5.0, 4.4399999999999995)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:02.490907,"(7.5, 9.2, 8.7)","(4.4, 5.0, 4.4399999999999995)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:03.706752,"(7.5, 9.2, 8.7)","(4.4, 5.0, 4.4399999999999995)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:04.944471,"(7.5, 9.2, 8.7)","(4.4, 5.0, 4.4399999999999995)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:06.470899,"(7.5, 9.2, 8.7)","(4.4, 5.0, 4.4399999999999995)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:07.898948,"(7.5, 9.2, 8.7)","(4.4, 5.0, 4.6)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:09.242501,"(7.5, 9.2, 8.7)","(4.4, 4.9, 4.6)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:10.743388,"(7.5, 9.2, 8.7)","(4.4, 4.9, 4.6)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:12.142031,"(7.5, 9.2, 8.7)","(4.4, 4.9, 4.6)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:13.475808,"(7.5, 9.2, 8.7)","(4.4, 4.9, 4.6)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:14.758835,"(7.5, 9.2, 8.7)","(4.4, 4.9, 4.6)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:15.989995,"(7.5, 9.2, 8.7)","(4.4, 4.9, 4.6)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:17.179463,"(7.5, 9.2, 8.7)","(4.4, 4.9, 4.6)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:18.382906,"(7.5, 9.2, 8.7)","(4.4, 4.9, 4.6)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:19.771861,"(7.5, 9.2, 8.7)","(4.4, 4.9, 4.6)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:21.232463,"(7.5, 9.2, 8.7)","(4.4, 4.9, 4.6)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:22.400274,"(7.5, 9.2, 8.7)","(4.4, 4.9, 4.6)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:23.913314,"(7.5, 9.2, 8.7)","(4.4, 4.9, 4.6)","(4.8, 7.6, 7.163636363636363)","(9.0, 16.5, 16.15)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:25.312089,"(7.5, 9.2, 8.7)","(4.4, 4.9, 4.6)","(4.8, 7.6, 6.177777777777778)","(9.0, 16.5, 16.272727272727273)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:26.577530,"(7.5, 9.2, 8.92)","(4.4, 4.9, 4.6)","(4.8, 7.6, 6.177777777777778)","(9.0, 17.0, 16.272727272727273)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.248148148148147)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:27.929246,"(7.5, 9.2, 8.92)","(4.4, 5.0, 4.65)","(4.8, 7.6, 6.177777777777778)","(9.0, 17.0, 16.272727272727273)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.2)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:29.418065,"(7.5, 9.2, 8.92)","(4.4, 5.0, 4.65)","(4.8, 7.6, 6.177777777777778)","(9.0, 17.0, 16.272727272727273)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.2)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:30.770806,"(7.5, 9.2, 8.92)","(4.4, 5.0, 4.65)","(4.8, 7.6, 6.177777777777778)","(9.0, 17.0, 16.272727272727273)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.2)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:32.105103,"(7.5, 9.2, 8.92)","(4.4, 5.0, 4.65)","(4.8, 7.6, 6.177777777777778)","(9.0, 17.0, 16.272727272727273)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.2)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:33.443705,"(7.5, 9.2, 8.92)","(4.4, 5.0, 4.65)","(4.8, 7.6, 6.177777777777778)","(9.0, 17.0, 16.272727272727273)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.2)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:34.808309,"(7.5, 9.2, 8.92)","(4.4, 5.0, 4.65)","(4.8, 7.6, 6.177777777777778)","(9.0, 17.0, 16.272727272727273)","(20.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.2)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:36.099856,"(7.5, 9.2, 8.92)","(4.2, 5.0, 4.65)","(4.8, 7.6, 6.177777777777778)","(9.0, 17.0, 16.272727272727273)","(21.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.2)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:37.452392,"(7.5, 9.2, 8.92)","(4.2, 5.0, 4.65)","(4.8, 7.6, 6.177777777777778)","(9.0, 17.0, 16.272727272727273)","(21.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.2)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:38.735371,"(7.5, 9.2, 8.92)","(4.2, 5.0, 4.65)","(4.8, 7.6, 6.177777777777778)","(9.0, 17.0, 16.272727272727273)","(21.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.2)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:40.021030,"(7.5, 9.2, 8.92)","(4.2, 5.0, 4.65)","(4.8, 7.6, 6.177777777777778)","(9.0, 17.0, 16.272727272727273)","(21.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.2)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:41.731123,"(7.5, 9.2, 8.92)","(4.2, 5.0, 4.65)","(4.8, 7.6, 6.177777777777778)","(9.0, 17.0, 17.05)","(21.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.310344827586208)","(8.0, 10.5, 9.2)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:43.022377,"(7.5, 9.2, 8.92)","(4.2, 5.0, 4.65)","(4.8, 7.6, 6.9904761904761905)","(9.0, 17.5, 17.05)","(21.0, 36.0, 30.857142857142858)","(9.0, 13.5, 10.600000000000001)","(8.0, 10.5, 9.10344827586207)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:44.317223,"(7.5, 9.2, 8.7)","(4.2, 4.9, 4.800000000000001)","(4.8, 7.6, 7.223529411764706)","(9.0, 17.5, 17.055555555555557)","(21.0, 36.0, 30.857142857142858)","(9.0, 13.0, 10.226666666666667)","(8.0, 10.5, 9.666666666666666)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:45.670664,"(7.5, 9.2, 8.7)","(4.2, 5.0, 4.8500000000000005)","(4.8, 7.6, 6.866666666666667)","(9.0, 17.5, 17.0)","(21.0, 36.0, 30.857142857142858)","(9.0, 13.0, 10.226666666666667)","(8.0, 10.0, 9.666666666666666)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:47.081543,"(7.5, 9.2, 8.7)","(4.2, 4.9, 4.941666666666666)","(4.8, 7.2, 6.975)","(9.0, 18.0, 17.5)","(21.0, 36.0, 30.857142857142858)","(9.0, 13.0, 10.226666666666667)","(8.0, 10.0, 9.666666666666666)","(3.0, 4.6, 4.1125)"
09-01-2023 16:14:48.465377,"(7.5, 9.2, 8.7)","(4.2, 5.0, 4.941666666666666)","(4.8, 7.2, 6.975)","(9.0, 18.5, 16.666666666666668)","(21.0, 36.0, 30.857142857142858)","(9.0, 13.0, 10.226666666666667)","(8.0, 10.0, 9.136363636363637)","(3.0, 4.6, 4.1125)"
