,Golden Oak,Pear Lemonade,Big Falcon Rocket,Trevilion,Saint Scotty,Joyride,Get Hammered,Rys Revenge
15-12-2022 13:04:42.504235,"(18.0, 44.0, 39.0)","(21.0, 75.0, 67.5)","(3.5, 4.1, 3.800724637681159)","(21.0, 120.0, 109.55555555555556)","(15.0, 26.0, 25.6)","(7.0, 9.4, 9.133333333333333)","(1.85, 2.2, 2.1944827586206896)","(15.0, 23.0, 22.0)"
15-12-2022 13:04:43.516038,"(18.0, 44.0, 39.0)","(21.0, 75.0, 67.5)","(3.5, 4.1, 3.800724637681159)","(21.0, 120.0, 109.55555555555556)","(15.0, 26.0, 25.6)","(7.0, 9.4, 9.133333333333333)","(1.85, 2.2, 2.1933333333333334)","(15.0, 23.0, 22.0)"
15-12-2022 13:04:44.616842,"(18.0, 44.0, 39.0)","(21.0, 75.0, 67.5)","(3.5, 4.1, 3.7558333333333334)","(21.0, 120.0, 109.55555555555556)","(15.0, 26.0, 25.6)","(7.0, 9.4, 9.133333333333333)","(1.85, 2.2, 2.1933333333333334)","(15.0, 23.0, 22.0)"
15-12-2022 13:04:45.695946,"(18.0, 44.0, 39.0)","(21.0, 75.0, 67.5)","(3.5, 4.1, 3.7558333333333334)","(21.0, 120.0, 109.55555555555556)","(16.0, 26.0, 25.6)","(7.0, 9.4, 9.133333333333333)","(1.85, 2.2, 2.1933333333333334)","(15.0, 23.0, 22.0)"
15-12-2022 13:04:46.789769,"(18.0, 44.0, 39.0)","(21.0, 75.0, 67.5)","(3.5, 4.1, 3.7558333333333334)","(21.0, 120.0, 109.55555555555556)","(16.0, 26.0, 25.6)","(7.0, 9.4, 9.133333333333333)","(1.85, 2.2, 2.1933333333333334)","(15.0, 23.0, 22.0)"
15-12-2022 13:04:47.974016,"(18.0, 44.0, 39.0)","(21.0, 75.0, 67.5)","(3.5, 4.1, 3.7558333333333334)","(21.0, 120.0, 109.55555555555556)","(16.0, 26.0, 25.6)","(7.0, 9.4, 9.133333333333333)","(1.85, 2.2, 2.1933333333333334)","(15.0, 23.0, 22.0)"
15-12-2022 13:04:49.038328,"(18.0, 44.0, 39.0)","(21.0, 75.0, 67.5)","(3.5, 4.1, 3.7558333333333334)","(21.0, 120.0, 109.55555555555556)","(16.0, 26.0, 25.6)","(7.0, 9.4, 9.133333333333333)","(1.85, 2.2, 2.1933333333333334)","(15.0, 23.0, 22.0)"
15-12-2022 13:04:50.054654,"(18.0, 44.0, 39.0)","(21.0, 75.0, 67.5)","(3.5, 4.1, 3.7558333333333334)","(21.0, 120.0, 109.55555555555556)","(16.0, 26.0, 25.6)","(7.0, 9.4, 9.133333333333333)","(1.85, 2.2, 2.1933333333333334)","(15.0, 23.0, 22.0)"
15-12-2022 13:04:51.065622,"(18.0, 44.0, 39.0)","(21.0, 75.0, 67.5)","(3.5, 4.1, 3.7558333333333334)","(21.0, 120.0, 109.55555555555556)","(16.0, 26.0, 25.6)","(7.0, 9.4, 9.133333333333333)","(1.85, 2.2, 2.1933333333333334)","(15.0, 23.0, 22.0)"
15-12-2022 13:04:52.153337,"(18.0, 44.0, 39.0)","(21.0, 75.0, 67.5)","(3.5, 4.1, 3.7558333333333334)","(21.0, 120.0, 109.55555555555556)","(16.0, 26.0, 25.6)","(7.0, 9.4, 9.133333333333333)","(1.85, 2.2, 2.1933333333333334)","(15.0, 23.0, 22.0)"
15-12-2022 13:04:53.306106,"(18.0, 44.0, 39.0)","(21.0, 75.0, 67.5)","(3.5, 4.1, 3.7558333333333334)","(21.0, 120.0, 102.25)","(16.0, 26.0, 24.5)","(7.0, 9.4, 9.292307692307693)","(1.85, 2.2, 2.1933333333333334)","(15.0, 23.0, 20.6)"
15-12-2022 13:04:54.538783,"(18.0, 44.0, 39.0)","(21.0, 75.0, 67.5)","(3.5, 4.1, 3.7558333333333334)","(21.0, 120.0, 102.41666666666666)","(16.0, 26.0, 24.4)","(7.0, 9.4, 9.280000000000001)","(1.85, 2.2, 2.1933333333333334)","(15.0, 23.0, 19.857142857142858)"
15-12-2022 13:04:55.713156,"(18.0, 44.0, 39.0)","(21.0, 75.0, 53.5)","(3.5, 4.1, 3.7558333333333334)","(21.0, 120.0, 102.41666666666666)","(16.0, 26.0, 24.4)","(7.0, 9.4, 8.9)","(1.85, 2.2, 2.1933333333333334)","(15.0, 23.0, 19.857142857142858)"
15-12-2022 13:04:56.949533,"(18.0, 44.0, 39.0)","(21.0, 75.0, 53.5)","(3.5, 4.1, 3.7558333333333334)","(21.0, 120.0, 98.9)","(16.0, 26.0, 24.4)","(7.0, 9.4, 8.9)","(1.85, 2.2, 2.1933333333333334)","(15.0, 23.0, 19.857142857142858)"
15-12-2022 13:04:58.169550,"(18.0, 44.0, 39.0)","(21.0, 75.0, 53.5)","(3.5, 4.1, 3.7558333333333334)","(21.0, 120.0, 98.9)","(16.0, 26.0, 24.4)","(7.0, 9.4, 8.8)","(1.85, 2.2, 2.1933333333333334)","(15.0, 23.0, 19.857142857142858)"
15-12-2022 13:04:59.421237,"(18.0, 44.0, 39.0)","(21.0, 75.0, 53.5)","(3.5, 4.1, 3.7558333333333334)","(21.0, 120.0, 98.9)","(16.0, 26.0, 24.3)","(7.0, 9.2, 9.018181818181818)","(1.85, 2.2, 2.1933333333333334)","(15.0, 23.0, 19.666666666666668)"
15-12-2022 13:05:00.566889,"(18.0, 44.0, 39.0)","(21.0, 75.0, 53.5)","(3.5, 4.1, 3.7558333333333334)","(21.0, 120.0, 98.9)","(16.0, 26.0, 24.4)","(7.0, 9.2, 9.018181818181818)","(1.85, 2.2, 2.1933333333333334)","(15.0, 23.0, 20.77777777777778)"
15-12-2022 13:05:01.795394,"(18.0, 44.0, 39.0)","(21.0, 75.0, 53.5)","(3.5, 4.1, 3.7558333333333334)","(18.0, 120.0, 98.9)","(16.0, 26.0, 24.3)","(7.0, 9.2, 8.729411764705882)","(1.9, 2.2, 2.1933333333333334)","(15.0, 23.0, 19.666666666666668)"
15-12-2022 13:05:02.973887,"(18.0, 44.0, 39.0)","(21.0, 75.0, 53.5)","(3.5, 4.1, 3.7558333333333334)","(18.0, 120.0, 98.9)","(16.0, 26.0, 24.3)","(7.0, 9.2, 8.729411764705882)","(1.9, 2.2, 2.1933333333333334)","(15.0, 23.0, 19.666666666666668)"
15-12-2022 13:05:04.075851,"(18.0, 44.0, 39.0)","(21.0, 75.0, 53.5)","(3.5, 4.1, 3.7558333333333334)","(18.0, 120.0, 98.9)","(16.0, 26.0, 24.3)","(7.0, 9.2, 8.799999999999999)","(1.9, 2.2, 2.1933333333333334)","(15.0, 23.0, 19.666666666666668)"
15-12-2022 13:05:05.180069,"(18.0, 44.0, 39.0)","(21.0, 75.0, 67.83333333333334)","(3.5, 4.1, 3.7558333333333334)","(18.0, 120.0, 67.5)","(16.0, 26.0, 24.3)","(7.0, 9.2, 8.927272727272726)","(1.9, 2.2, 2.1933333333333334)","(15.0, 20.0, 19.666666666666668)"
15-12-2022 13:05:06.343758,"(18.0, 44.0, 39.0)","(21.0, 75.0, 54.5)","(3.5, 4.1, 3.7558333333333334)","(18.0, 120.0, 85.16666666666667)","(16.0, 26.0, 24.3)","(7.0, 9.4, 8.8)","(1.9, 2.2, 2.1933333333333334)","(15.0, 20.0, 19.375)"
15-12-2022 13:05:07.529402,"(18.0, 44.0, 39.0)","(21.0, 75.0, 54.5)","(3.5, 4.1, 3.7558333333333334)","(18.0, 120.0, 67.5)","(16.0, 26.0, 24.916666666666664)","(7.0, 9.2, 8.8)","(1.9, 2.2, 2.206153846153846)","(15.0, 20.0, 19.75)"
15-12-2022 13:05:08.761987,"(18.0, 44.0, 39.0)","(21.0, 75.0, 70.5)","(3.5, 4.1, 3.7558333333333334)","(18.0, 120.0, 67.5)","(16.0, 26.0, 24.916666666666664)","(7.0, 9.2, 8.862068965517242)","(1.9, 2.28, 2.206153846153846)","(15.0, 20.0, 19.75)"
15-12-2022 13:05:09.930291,"(18.0, 44.0, 39.0)","(21.0, 75.0, 70.5)","(3.5, 4.1, 3.7558333333333334)","(18.0, 120.0, 67.5)","(16.0, 26.0, 24.916666666666664)","(7.0, 9.4, 8.862068965517242)","(1.9, 2.28, 2.206153846153846)","(15.0, 20.0, 19.75)"
15-12-2022 13:05:11.211999,"(18.0, 44.0, 39.0)","(26.0, 75.0, 66.4)","(3.5, 4.1, 3.7558333333333334)","(19.0, 120.0, 67.5)","(15.0, 26.0, 24.916666666666664)","(7.0, 9.4, 9.088888888888889)","(1.95, 2.28, 2.206153846153846)","(15.0, 20.0, 19.75)"
15-12-2022 13:05:12.323755,"(18.0, 44.0, 39.0)","(26.0, 75.0, 66.4)","(3.5, 4.1, 3.7558333333333334)","(19.0, 120.0, 67.5)","(15.0, 26.0, 24.916666666666664)","(7.0, 9.2, 9.088888888888889)","(1.95, 2.28, 2.206153846153846)","(15.0, 20.0, 19.75)"
15-12-2022 13:05:13.334611,"(18.0, 44.0, 39.0)","(26.0, 75.0, 66.4)","(3.5, 4.1, 3.7558333333333334)","(19.0, 120.0, 67.5)","(15.0, 26.0, 24.916666666666664)","(7.0, 9.2, 8.977777777777778)","(1.95, 2.28, 2.206153846153846)","(15.0, 20.0, 19.75)"
15-12-2022 13:05:14.500420,"(18.0, 44.0, 39.0)","(26.0, 75.0, 67.83333333333334)","(3.5, 4.1, 3.7558333333333334)","(19.0, 120.0, 67.5)","(15.0, 26.0, 24.916666666666664)","(7.0, 9.2, 8.977777777777778)","(1.95, 2.28, 2.206666666666667)","(15.0, 20.0, 19.75)"
15-12-2022 13:05:15.578134,"(18.0, 44.0, 39.0)","(26.0, 75.0, 67.83333333333334)","(3.5, 4.1, 3.7558333333333334)","(19.0, 120.0, 67.5)","(15.0, 26.0, 24.916666666666664)","(7.0, 9.2, 8.977777777777778)","(1.95, 2.3, 2.206666666666667)","(15.0, 20.0, 19.75)"
15-12-2022 13:05:16.750837,"(18.0, 44.0, 39.0)","(26.0, 75.0, 67.83333333333334)","(3.5, 4.1, 3.7558333333333334)","(19.0, 120.0, 67.5)","(15.0, 26.0, 24.916666666666664)","(7.0, 9.2, 8.776470588235293)","(1.95, 2.3, 2.2263157894736842)","(15.0, 20.0, 19.75)"
15-12-2022 13:05:17.736263,"(18.0, 44.0, 39.0)","(26.0, 75.0, 71.41666666666667)","(3.5, 4.1, 3.7558333333333334)","(19.0, 120.0, 67.5)","(15.0, 26.0, 24.916666666666664)","(7.0, 9.2, 8.959999999999999)","(1.95, 2.3, 2.2115789473684213)","(15.0, 20.0, 19.75)"
15-12-2022 13:05:18.940686,"(18.0, 44.0, 39.0)","(26.0, 75.0, 71.41666666666667)","(3.5, 4.1, 3.7558333333333334)","(19.0, 120.0, 67.5)","(15.0, 26.0, 21.75)","(7.0, 9.4, 9.066666666666666)","(1.95, 2.3, 2.2115789473684213)","(15.0, 20.0, 19.7)"
15-12-2022 13:05:19.936328,"(18.0, 44.0, 39.0)","(26.0, 75.0, 71.41666666666667)","(3.5, 4.1, 3.7558333333333334)","(19.0, 120.0, 67.5)","(15.0, 26.0, 23.875)","(7.0, 9.4, 9.066666666666666)","(1.95, 2.3, 2.2115789473684213)","(15.0, 20.0, 19.5)"
15-12-2022 13:05:20.930737,"(18.0, 44.0, 39.0)","(26.0, 75.0, 71.41666666666667)","(3.5, 4.1, 3.7558333333333334)","(19.0, 120.0, 67.5)","(15.0, 26.0, 23.875)","(7.0, 9.4, 9.2125)","(1.95, 2.3, 2.2115789473684213)","(15.0, 20.0, 19.5)"
15-12-2022 13:05:21.976761,"(18.0, 44.0, 39.0)","(26.0, 75.0, 71.41666666666667)","(3.5, 4.1, 3.6977272727272728)","(19.0, 120.0, 67.5)","(15.0, 26.0, 22.0)","(7.0, 9.4, 9.011764705882353)","(1.95, 2.3, 2.2115789473684213)","(15.0, 20.0, 19.5)"
15-12-2022 13:05:22.992590,"(18.0, 44.0, 39.0)","(26.0, 75.0, 71.41666666666667)","(3.5, 4.1, 3.6977272727272728)","(19.0, 120.0, 99.1)","(15.0, 26.0, 21.75)","(7.0, 9.6, 9.011764705882353)","(1.95, 2.3, 2.188)","(15.0, 20.0, 19.5)"
15-12-2022 13:05:24.007856,"(18.0, 44.0, 39.0)","(26.0, 75.0, 73.4074074074074)","(3.5, 4.1, 3.6977272727272728)","(19.0, 120.0, 99.2)","(15.0, 26.0, 21.75)","(7.0, 9.6, 9.1)","(1.95, 2.3, 2.188)","(15.0, 20.0, 19.5)"
15-12-2022 13:05:25.140069,"(18.0, 44.0, 39.0)","(26.0, 75.0, 69.14285714285714)","(3.5, 4.1, 3.755194805194805)","(19.0, 120.0, 93.875)","(15.0, 26.0, 21.75)","(7.0, 9.6, 9.1)","(1.95, 2.3, 2.188)","(15.0, 20.0, 19.5)"
15-12-2022 13:05:26.220556,"(18.0, 44.0, 39.0)","(26.0, 75.0, 55.5)","(3.5, 4.1, 3.755194805194805)","(19.0, 120.0, 93.875)","(15.0, 26.0, 21.75)","(7.0, 9.6, 9.1)","(1.95, 2.3, 2.188)","(15.0, 20.0, 19.5)"
15-12-2022 13:05:27.255939,"(18.0, 44.0, 39.0)","(26.0, 75.0, 55.5)","(3.5, 4.1, 3.755194805194805)","(19.0, 120.0, 99.2)","(15.0, 26.0, 21.75)","(7.0, 9.6, 8.9)","(1.95, 2.3, 2.188)","(15.0, 20.0, 19.166666666666668)"
15-12-2022 13:05:28.633141,"(18.0, 44.0, 39.0)","(26.0, 75.0, 55.5)","(3.5, 4.0, 3.754545454545455)","(19.0, 120.0, 99.1)","(15.0, 26.0, 21.75)","(7.0, 9.6, 8.9)","(1.95, 2.3, 2.188)","(15.0, 20.0, 19.166666666666668)"
15-12-2022 13:05:29.829230,"(18.0, 44.0, 39.0)","(26.0, 75.0, 55.5)","(3.5, 4.0, 3.754545454545455)","(19.0, 120.0, 99.2)","(15.0, 26.0, 21.75)","(7.0, 9.6, 9.040000000000001)","(1.95, 2.3, 2.188)","(15.0, 20.0, 19.166666666666668)"
15-12-2022 13:05:30.995254,"(18.0, 44.0, 39.0)","(26.0, 75.0, 55.5)","(3.5, 4.0, 3.75)","(19.0, 120.0, 99.1)","(15.0, 26.0, 21.75)","(7.0, 9.6, 9.040000000000001)","(1.95, 2.3, 2.188)","(15.0, 20.0, 19.166666666666668)"
15-12-2022 13:05:32.358842,"(18.0, 44.0, 39.0)","(26.0, 75.0, 55.5)","(3.5, 3.95, 3.81)","(19.0, 120.0, 102.5)","(15.0, 26.0, 21.75)","(7.0, 9.6, 9.040000000000001)","(1.95, 2.3, 2.188)","(15.0, 20.0, 19.166666666666668)"
15-12-2022 13:05:33.577408,"(18.0, 44.0, 39.0)","(26.0, 75.0, 55.5)","(3.5, 3.95, 3.81)","(19.0, 120.0, 102.5)","(15.0, 26.0, 21.75)","(7.0, 9.6, 9.040000000000001)","(1.95, 2.3, 2.188)","(15.0, 20.0, 19.166666666666668)"
15-12-2022 13:05:34.743355,"(18.0, 44.0, 39.0)","(26.0, 75.0, 69.42857142857143)","(3.5, 4.0, 3.81)","(19.0, 120.0, 97.25)","(15.0, 26.0, 25.2)","(7.0, 9.6, 9.040000000000001)","(1.95, 2.3, 2.188)","(15.0, 20.0, 19.5)"
15-12-2022 13:05:35.896256,"(18.0, 44.0, 39.0)","(26.0, 75.0, 68.5)","(3.5, 4.0, 3.79)","(19.0, 120.0, 97.25)","(15.0, 26.0, 24.666666666666664)","(7.0, 9.6, 9.08780487804878)","(1.95, 2.3, 2.188)","(15.0, 20.0, 19.5)"
15-12-2022 13:05:37.040010,"(18.0, 44.0, 39.0)","(26.0, 75.0, 68.5)","(3.5, 4.0, 3.79)","(19.0, 120.0, 97.25)","(15.0, 26.0, 24.666666666666664)","(7.0, 9.6, 9.08780487804878)","(1.95, 2.3, 2.188)","(15.0, 20.0, 19.5)"
15-12-2022 13:05:38.147471,"(18.0, 44.0, 39.0)","(26.0, 75.0, 68.5)","(3.5, 4.0, 3.79)","(19.0, 120.0, 97.25)","(15.0, 24.0, 23.0)","(7.0, 9.6, 9.08780487804878)","(1.95, 2.3, 2.188)","(15.0, 20.0, 19.5)"
15-12-2022 13:05:39.264467,"(18.0, 44.0, 39.0)","(26.0, 75.0, 68.5)","(3.5, 4.0, 3.79)","(19.0, 120.0, 97.25)","(15.0, 26.0, 23.833333333333336)","(7.0, 9.6, 8.869565217391305)","(1.95, 2.3, 2.188)","(15.0, 20.0, 19.5)"
15-12-2022 13:05:40.438148,"(18.0, 44.0, 39.0)","(26.0, 75.0, 68.5)","(3.5, 4.0, 3.79)","(19.0, 120.0, 97.25)","(15.0, 25.0, 22.166666666666668)","(7.0, 9.6, 8.9)","(1.95, 2.3, 2.1494117647058824)","(15.0, 20.0, 19.5)"
15-12-2022 13:05:41.589873,"(18.0, 44.0, 39.0)","(26.0, 75.0, 68.5)","(3.5, 4.0, 3.79)","(19.0, 120.0, 97.25)","(15.0, 24.0, 22.833333333333332)","(7.0, 9.6, 9.090909090909092)","(1.95, 2.3, 2.1433333333333335)","(15.0, 20.0, 19.5)"
15-12-2022 13:05:42.654893,"(18.0, 44.0, 39.0)","(26.0, 75.0, 68.5)","(3.5, 4.0, 3.79)","(21.0, 120.0, 97.25)","(15.0, 25.0, 23.5)","(7.0, 9.6, 9.090909090909092)","(1.95, 2.16, 2.145714285714286)","(15.0, 20.0, 19.5)"
15-12-2022 13:05:43.763324,"(18.0, 44.0, 39.0)","(26.0, 75.0, 73.5)","(3.5, 4.0, 3.79)","(21.0, 120.0, 97.25)","(15.0, 26.0, 23.5)","(7.0, 9.6, 9.090909090909092)","(1.95, 2.16, 2.145714285714286)","(15.0, 20.0, 19.5)"
15-12-2022 13:05:44.904624,"(18.0, 44.0, 39.0)","(26.0, 75.0, 68.5)","(3.5, 4.0, 3.79)","(21.0, 120.0, 97.25)","(15.0, 26.0, 22.5)","(7.0, 9.6, 9.090909090909092)","(1.95, 2.16, 2.145714285714286)","(15.0, 20.0, 19.5)"
15-12-2022 13:05:46.045378,"(18.0, 44.0, 39.0)","(26.0, 75.0, 68.5)","(3.5, 4.0, 3.79)","(21.0, 120.0, 97.25)","(15.0, 26.0, 22.5)","(7.0, 9.6, 9.090909090909092)","(1.95, 2.16, 2.15375)","(15.0, 20.0, 19.5)"
15-12-2022 13:05:47.274150,"(18.0, 44.0, 39.0)","(26.0, 75.0, 71.45454545454545)","(3.5, 4.0, 3.79)","(21.0, 120.0, 97.25)","(15.0, 26.0, 22.5)","(7.0, 9.6, 9.090909090909092)","(1.95, 2.16, 2.15375)","(15.0, 20.0, 19.5)"
15-12-2022 13:05:48.451211,"(18.0, 44.0, 39.0)","(26.0, 75.0, 71.45454545454545)","(3.5, 4.0, 3.85)","(21.0, 120.0, 97.25)","(15.0, 26.0, 22.5)","(7.0, 9.6, 9.090909090909092)","(1.95, 2.16, 2.15375)","(15.0, 20.0, 19.7)"
15-12-2022 13:05:49.635645,"(18.0, 44.0, 39.0)","(26.0, 75.0, 71.45454545454545)","(3.5, 3.95, 3.85)","(21.0, 120.0, 104.83333333333333)","(15.0, 26.0, 23.5)","(7.0, 9.6, 9.090909090909092)","(1.95, 2.16, 2.15375)","(15.0, 20.0, 20.75)"
15-12-2022 13:05:50.870306,"(18.0, 44.0, 39.0)","(26.0, 75.0, 71.45454545454545)","(3.5, 3.95, 3.81)","(21.0, 120.0, 97.25)","(15.0, 26.0, 23.5)","(7.0, 9.6, 9.040000000000001)","(1.95, 2.16, 2.207906976744186)","(15.0, 23.0, 21.4)"
15-12-2022 13:05:52.096243,"(18.0, 44.0, 39.0)","(26.0, 75.0, 71.45454545454545)","(3.5, 3.95, 3.81)","(21.0, 120.0, 97.25)","(15.0, 26.0, 22.833333333333332)","(7.0, 9.6, 9.040000000000001)","(1.95, 2.26, 2.207906976744186)","(15.0, 23.0, 20.75)"
15-12-2022 13:05:53.245965,"(18.0, 44.0, 39.0)","(26.0, 75.0, 71.45454545454545)","(3.5, 3.95, 3.81)","(21.0, 120.0, 97.25)","(15.0, 25.0, 22.833333333333332)","(7.0, 9.6, 9.040000000000001)","(1.95, 2.26, 2.207906976744186)","(15.0, 23.0, 20.75)"
15-12-2022 13:05:54.427836,"(18.0, 44.0, 39.0)","(26.0, 75.0, 71.45454545454545)","(3.5, 3.95, 3.79)","(21.0, 120.0, 97.25)","(15.0, 25.0, 23.5)","(7.0, 9.6, 8.9)","(1.95, 2.26, 2.207906976744186)","(15.0, 23.0, 20.75)"
15-12-2022 13:05:55.511289,"(18.0, 44.0, 39.0)","(26.0, 75.0, 73.22727272727272)","(3.5, 4.0, 3.79)","(21.0, 120.0, 97.25)","(15.0, 26.0, 23.5)","(7.0, 9.6, 8.9)","(1.95, 2.26, 2.207906976744186)","(15.0, 23.0, 20.75)"
15-12-2022 13:05:56.571379,"(18.0, 44.0, 39.0)","(26.0, 75.0, 73.22727272727272)","(3.5, 4.0, 3.79)","(21.0, 120.0, 99.1)","(15.0, 26.0, 22.5)","(7.0, 9.6, 8.9)","(1.95, 2.26, 2.207906976744186)","(15.0, 23.0, 21.0)"
15-12-2022 13:05:57.637891,"(18.0, 44.0, 39.0)","(26.0, 75.0, 56.5)","(3.5, 4.0, 3.85)","(21.0, 120.0, 99.1)","(15.0, 26.0, 22.5)","(7.0, 9.6, 8.9)","(1.95, 2.26, 2.207906976744186)","(15.0, 23.0, 21.0)"
15-12-2022 13:05:58.691453,"(18.0, 44.0, 39.0)","(26.0, 75.0, 56.5)","(3.5, 4.0, 3.827272727272727)","(21.0, 120.0, 99.1)","(15.0, 26.0, 22.5)","(7.0, 9.6, 8.9)","(1.95, 2.26, 2.207906976744186)","(15.0, 23.0, 20.6)"
15-12-2022 13:05:59.931993,"(18.0, 44.0, 39.0)","(26.0, 75.0, 58.5)","(3.5, 4.0, 3.827272727272727)","(21.0, 120.0, 99.1)","(15.0, 26.0, 22.5)","(7.0, 9.6, 8.9)","(1.95, 2.26, 2.207906976744186)","(15.0, 23.0, 21.142857142857142)"
15-12-2022 13:06:01.046407,"(18.0, 44.0, 39.0)","(26.0, 75.0, 58.5)","(3.5, 4.0, 3.827272727272727)","(21.0, 120.0, 99.1)","(15.0, 26.0, 23.5)","(7.0, 9.6, 8.933333333333334)","(1.95, 2.26, 2.207906976744186)","(15.0, 23.0, 20.0)"
15-12-2022 13:06:02.170049,"(18.0, 44.0, 39.0)","(26.0, 75.0, 58.5)","(3.5, 4.0, 3.827272727272727)","(19.0, 120.0, 67.5)","(16.0, 26.0, 23.5)","(7.0, 9.6, 9.036363636363637)","(1.9, 2.26, 2.207906976744186)","(14.0, 23.0, 21.0)"
15-12-2022 13:06:03.305069,"(18.0, 44.0, 39.0)","(26.0, 75.0, 58.5)","(3.5, 4.0, 3.827272727272727)","(19.0, 120.0, 67.5)","(16.0, 26.0, 23.5)","(7.0, 9.4, 9.036363636363637)","(1.9, 2.26, 2.207906976744186)","(14.0, 23.0, 19.0)"
15-12-2022 13:06:04.467035,"(18.0, 44.0, 39.0)","(26.0, 75.0, 58.5)","(3.5, 4.0, 3.827272727272727)","(19.0, 120.0, 68.25)","(16.0, 26.0, 23.5)","(7.0, 9.4, 8.9)","(1.9, 2.26, 2.207906976744186)","(14.0, 23.0, 19.0)"
15-12-2022 13:06:05.615757,"(18.0, 44.0, 39.0)","(26.0, 75.0, 69.5)","(3.5, 4.0, 3.7724137931034485)","(19.0, 120.0, 68.25)","(16.0, 26.0, 22.5)","(7.0, 9.6, 8.9)","(1.9, 2.26, 2.207906976744186)","(14.0, 23.0, 18.11111111111111)"
15-12-2022 13:06:06.751449,"(18.0, 44.0, 39.0)","(26.0, 75.0, 59.5)","(3.5, 4.0, 3.7724137931034485)","(19.0, 120.0, 68.25)","(16.0, 26.0, 22.5)","(7.0, 9.6, 8.9)","(1.9, 2.26, 2.207906976744186)","(14.0, 22.0, 20.583333333333332)"
15-12-2022 13:06:07.957610,"(18.0, 44.0, 39.0)","(26.0, 75.0, 59.5)","(3.5, 4.0, 3.7724137931034485)","(19.0, 120.0, 68.25)","(16.0, 26.0, 22.5)","(7.0, 9.6, 9.036363636363637)","(1.9, 2.26, 2.207906976744186)","(14.0, 21.0, 20.583333333333332)"
15-12-2022 13:06:09.129878,"(18.0, 44.0, 39.0)","(26.0, 75.0, 70.625)","(3.5, 4.0, 3.7724137931034485)","(19.0, 120.0, 68.25)","(16.0, 26.0, 22.5)","(7.0, 9.4, 9.036363636363637)","(1.9, 2.26, 2.207906976744186)","(14.0, 21.0, 20.583333333333332)"
15-12-2022 13:06:10.281045,"(18.0, 44.0, 39.0)","(26.0, 75.0, 70.625)","(3.5, 4.0, 3.7724137931034485)","(19.0, 120.0, 68.25)","(16.0, 26.0, 22.5)","(7.0, 9.4, 9.061538461538461)","(1.9, 2.26, 2.207906976744186)","(14.0, 21.0, 20.583333333333332)"
15-12-2022 13:06:11.466957,"(18.0, 44.0, 39.0)","(26.0, 75.0, 68.4)","(3.5, 4.0, 3.7724137931034485)","(19.0, 120.0, 99.4)","(16.0, 26.0, 22.5)","(7.0, 9.6, 8.977777777777778)","(1.9, 2.26, 2.2039999999999997)","(14.0, 21.0, 19.958333333333332)"
15-12-2022 13:06:12.655837,"(18.0, 44.0, 35.5)","(26.0, 75.0, 59.5)","(3.5, 4.0, 3.7724137931034485)","(19.0, 120.0, 68.25)","(16.0, 26.0, 22.5)","(7.0, 9.6, 8.977777777777778)","(1.9, 2.26, 2.2039999999999997)","(14.0, 22.0, 19.958333333333332)"
15-12-2022 13:06:13.782828,"(18.0, 44.0, 35.5)","(26.0, 75.0, 59.5)","(3.5, 4.0, 3.7724137931034485)","(19.0, 120.0, 68.25)","(16.0, 26.0, 22.5)","(7.0, 9.6, 8.977777777777778)","(1.9, 2.26, 2.2039999999999997)","(14.0, 22.0, 19.958333333333332)"
15-12-2022 13:06:14.933307,"(18.0, 44.0, 40.8125)","(26.0, 75.0, 58.5)","(3.5, 4.0, 3.7724137931034485)","(19.0, 120.0, 68.25)","(16.0, 26.0, 22.5)","(7.0, 9.6, 8.977777777777778)","(1.9, 2.26, 2.2039999999999997)","(14.0, 22.0, 19.958333333333332)"
15-12-2022 13:06:16.100392,"(18.0, 44.0, 40.8125)","(26.0, 75.0, 71.11111111111111)","(3.5, 4.0, 3.7724137931034485)","(19.0, 120.0, 68.25)","(16.0, 26.0, 22.5)","(7.0, 9.6, 8.977777777777778)","(1.9, 2.26, 2.2075675675675677)","(14.0, 22.0, 19.958333333333332)"
15-12-2022 13:06:17.217154,"(18.0, 46.0, 31.333333333333332)","(26.0, 75.0, 59.5)","(3.5, 4.0, 3.7494117647058824)","(19.0, 120.0, 99.4)","(16.0, 26.0, 22.5)","(7.0, 9.6, 8.977777777777778)","(1.9, 2.24, 2.2075675675675677)","(14.0, 22.0, 19.958333333333332)"
15-12-2022 13:06:18.427809,"(18.0, 46.0, 31.333333333333332)","(26.0, 75.0, 59.5)","(3.5, 4.0, 3.7494117647058824)","(19.0, 120.0, 68.25)","(16.0, 26.0, 22.5)","(7.0, 9.6, 8.977777777777778)","(1.9, 2.24, 2.2075675675675677)","(14.0, 22.0, 19.958333333333332)"
15-12-2022 13:06:19.514890,"(18.0, 46.0, 31.333333333333332)","(26.0, 75.0, 59.5)","(3.5, 4.0, 3.7494117647058824)","(19.0, 120.0, 68.25)","(16.0, 26.0, 22.5)","(7.0, 9.6, 8.977777777777778)","(1.9, 2.24, 2.2075675675675677)","(14.0, 22.0, 19.958333333333332)"
15-12-2022 13:06:20.616305,"(18.0, 46.0, 31.333333333333332)","(26.0, 75.0, 58.5)","(3.5, 4.0, 3.7494117647058824)","(19.0, 120.0, 99.4)","(16.0, 26.0, 22.5)","(7.0, 9.6, 8.977777777777778)","(1.9, 2.24, 2.2075675675675677)","(14.0, 22.0, 19.0)"
