,Coco Cuber,Fudging,Nebaraz,Vaporizing,Inner Spirit,Perfect Quality,Smarty Lee,Strathcona,Ten Schilling,Lightheadedness,Serenata
07-01-2023 15:39:28.124287,"(21.0, 32.0, 31.5)","(10.0, 13.0, 12.75)","(11.0, 15.0, 14.77536231884058)","(3.1, 3.65, 3.583333333333333)","(8.0, 10.0, 9.821276595744681)","(4.4, 5.2, 5.0200000000000005)","(26.0, 36.0, 33.142857142857146)","(7.0, 8.8, 8.328205128205129)","(26.0, 38.0, 36.4)","(15.0, 21.0, 20.25)","(51.0, 75.0, 73.63636363636364)"
07-01-2023 15:39:29.954213,"(21.0, 32.0, 31.09090909090909)","(10.0, 13.0, 12.6)","(11.0, 15.0, 14.77536231884058)","(3.1, 3.65, 3.5576923076923075)","(8.0, 10.0, 9.821276595744681)","(4.4, 5.2, 5.0200000000000005)","(26.0, 36.0, 33.142857142857146)","(7.0, 8.8, 8.328205128205129)","(26.0, 38.0, 36.5)","(15.0, 21.0, 20.25)","(51.0, 75.0, 73.63636363636364)"
07-01-2023 15:39:31.572551,"(21.0, 32.0, 31.09090909090909)","(10.0, 13.0, 12.6)","(11.0, 15.0, 14.77536231884058)","(3.1, 3.65, 3.5576923076923075)","(8.0, 10.0, 9.821276595744681)","(4.4, 5.2, 5.0200000000000005)","(26.0, 36.0, 33.142857142857146)","(7.0, 8.8, 8.328205128205129)","(26.0, 38.0, 36.5)","(15.0, 21.0, 20.25)","(51.0, 75.0, 73.63636363636364)"
07-01-2023 15:39:33.260405,"(21.0, 32.0, 31.09090909090909)","(10.0, 13.0, 12.6)","(11.0, 15.0, 14.77536231884058)","(3.1, 3.65, 3.5576923076923075)","(8.0, 10.0, 9.821276595744681)","(4.4, 5.2, 5.0200000000000005)","(26.0, 36.0, 33.142857142857146)","(7.0, 8.8, 8.328205128205129)","(26.0, 38.0, 36.5)","(15.0, 21.0, 20.25)","(51.0, 75.0, 73.63636363636364)"
07-01-2023 15:39:34.843553,"(21.0, 34.0, 30.88888888888889)","(10.0, 13.0, 12.6)","(11.0, 15.0, 14.73728813559322)","(3.1, 3.65, 3.5576923076923075)","(8.0, 10.0, 9.821276595744681)","(4.4, 5.2, 5.072727272727273)","(26.0, 36.0, 33.142857142857146)","(7.0, 8.8, 8.268571428571429)","(26.0, 38.0, 36.5)","(15.0, 21.0, 20.25)","(51.0, 75.0, 73.63636363636364)"
07-01-2023 15:39:36.352195,"(21.0, 34.0, 30.88888888888889)","(10.0, 13.0, 12.6)","(11.0, 15.0, 14.73728813559322)","(3.1, 3.65, 3.5576923076923075)","(8.0, 10.0, 9.821276595744681)","(4.4, 5.2, 5.072727272727273)","(26.0, 36.0, 33.142857142857146)","(7.0, 8.8, 8.268571428571429)","(26.0, 38.0, 36.5)","(15.0, 21.0, 20.25)","(51.0, 75.0, 73.63636363636364)"
07-01-2023 15:39:37.860075,"(21.0, 34.0, 30.88888888888889)","(10.0, 13.0, 12.324324324324325)","(11.0, 15.0, 14.73728813559322)","(3.1, 3.65, 3.5576923076923075)","(8.0, 10.0, 9.821276595744681)","(4.4, 5.2, 5.0200000000000005)","(26.0, 36.0, 34.0)","(7.0, 8.8, 8.367441860465116)","(26.0, 38.0, 37.63636363636364)","(15.0, 21.0, 19.913793103448278)","(51.0, 75.0, 79.23076923076923)"
07-01-2023 15:39:39.480813,"(21.0, 34.0, 31.77777777777778)","(10.0, 13.0, 12.324324324324325)","(11.0, 15.0, 14.77536231884058)","(3.1, 3.65, 3.5576923076923075)","(8.0, 10.0, 9.533333333333333)","(4.4, 5.2, 5.0200000000000005)","(26.0, 36.0, 34.0)","(7.0, 8.8, 8.367441860465116)","(26.0, 38.0, 37.63636363636364)","(15.0, 21.0, 19.630434782608695)","(51.0, 85.0, 77.85714285714286)"
07-01-2023 15:39:41.072715,"(21.0, 34.0, 30.88888888888889)","(10.0, 13.0, 12.242424242424242)","(11.0, 15.0, 14.77536231884058)","(3.1, 3.65, 3.608139534883721)","(8.0, 10.0, 9.533333333333333)","(4.4, 5.2, 5.0200000000000005)","(26.0, 36.0, 34.0)","(7.0, 8.8, 8.367441860465116)","(26.0, 38.0, 37.333333333333336)","(15.0, 21.0, 19.630434782608695)","(51.0, 85.0, 77.85714285714286)"
07-01-2023 15:39:42.592527,"(21.0, 32.0, 30.88888888888889)","(10.0, 13.0, 12.242424242424242)","(11.0, 15.0, 14.77536231884058)","(3.1, 3.65, 3.608139534883721)","(8.0, 10.0, 9.533333333333333)","(4.4, 5.2, 5.0200000000000005)","(26.0, 36.0, 34.0)","(7.0, 8.8, 8.367441860465116)","(26.0, 38.0, 35.6)","(15.0, 21.0, 19.630434782608695)","(51.0, 85.0, 77.85714285714286)"
07-01-2023 15:39:44.080500,"(21.0, 32.0, 30.88888888888889)","(10.0, 13.0, 12.242424242424242)","(11.0, 15.0, 14.77536231884058)","(3.1, 3.65, 3.608139534883721)","(8.0, 10.0, 9.533333333333333)","(4.4, 5.2, 5.0200000000000005)","(26.0, 36.0, 34.0)","(7.0, 8.8, 8.427999999999999)","(26.0, 38.0, 35.23076923076923)","(15.0, 21.0, 19.630434782608695)","(51.0, 85.0, 77.85714285714286)"
07-01-2023 15:39:45.651460,"(21.0, 32.0, 30.88888888888889)","(10.0, 13.0, 12.242424242424242)","(11.0, 15.0, 14.77536231884058)","(3.1, 3.65, 3.6026315789473684)","(8.0, 10.0, 9.571428571428571)","(4.4, 5.2, 5.0200000000000005)","(26.0, 36.0, 33.23076923076923)","(7.0, 8.8, 8.427999999999999)","(26.0, 38.0, 35.23076923076923)","(15.0, 21.0, 19.630434782608695)","(51.0, 85.0, 77.85714285714286)"
07-01-2023 15:39:47.273067,"(21.0, 32.0, 31.333333333333332)","(10.0, 13.0, 12.242424242424242)","(12.0, 15.0, 14.77536231884058)","(3.1, 3.65, 3.5951219512195123)","(8.0, 10.0, 9.571428571428571)","(4.4, 5.2, 5.0200000000000005)","(26.0, 36.0, 33.23076923076923)","(7.0, 8.8, 8.427999999999999)","(26.0, 38.0, 35.23076923076923)","(15.0, 21.0, 19.630434782608695)","(51.0, 85.0, 77.85714285714286)"
07-01-2023 15:39:48.902663,"(21.0, 32.0, 31.333333333333332)","(10.0, 13.0, 12.107142857142858)","(12.0, 15.0, 14.73728813559322)","(3.1, 3.65, 3.5951219512195123)","(8.0, 10.0, 9.571428571428571)","(4.4, 5.2, 5.0600000000000005)","(26.0, 36.0, 33.23076923076923)","(7.0, 8.8, 8.357142857142858)","(26.0, 38.0, 35.23076923076923)","(15.0, 21.0, 19.630434782608695)","(51.0, 85.0, 77.85714285714286)"
07-01-2023 15:39:50.585230,"(21.0, 34.0, 31.77777777777778)","(10.0, 13.0, 12.107142857142858)","(12.0, 15.0, 14.73728813559322)","(3.1, 3.65, 3.5951219512195123)","(8.0, 10.0, 9.571428571428571)","(4.4, 5.2, 5.0600000000000005)","(26.0, 36.0, 33.23076923076923)","(7.0, 8.8, 8.427999999999999)","(26.0, 38.0, 35.23076923076923)","(15.0, 21.0, 19.630434782608695)","(51.0, 85.0, 77.85714285714286)"
07-01-2023 15:39:52.509115,"(21.0, 34.0, 31.77777777777778)","(10.0, 13.0, 12.107142857142858)","(12.0, 15.0, 14.73728813559322)","(3.1, 3.65, 3.5951219512195123)","(8.0, 10.0, 9.571428571428571)","(4.4, 5.2, 5.0600000000000005)","(26.0, 36.0, 33.23076923076923)","(7.0, 8.8, 8.427999999999999)","(26.0, 38.0, 35.23076923076923)","(15.0, 21.0, 19.630434782608695)","(51.0, 85.0, 77.85714285714286)"
07-01-2023 15:39:54.313240,"(21.0, 32.0, 31.333333333333332)","(10.0, 13.0, 12.068965517241379)","(12.0, 15.0, 14.77536231884058)","(3.1, 3.65, 3.5951219512195123)","(8.0, 10.0, 9.571428571428571)","(4.4, 5.2, 5.0200000000000005)","(26.0, 34.0, 33.55555555555556)","(7.0, 8.8, 8.427999999999999)","(26.0, 38.0, 35.23076923076923)","(15.0, 21.0, 19.630434782608695)","(51.0, 80.0, 75.0)"
07-01-2023 15:39:55.844382,"(21.0, 32.0, 31.333333333333332)","(10.0, 13.0, 12.068965517241379)","(12.0, 15.0, 14.77536231884058)","(3.1, 3.65, 3.5951219512195123)","(8.0, 10.0, 9.571428571428571)","(4.4, 5.2, 5.032558139534884)","(26.0, 34.0, 33.69230769230769)","(7.0, 8.8, 8.442553191489361)","(26.0, 38.0, 35.0)","(15.0, 21.0, 19.923076923076923)","(51.0, 80.0, 75.0)"
07-01-2023 15:39:57.481040,"(21.0, 32.0, 31.333333333333332)","(10.0, 13.0, 12.068965517241379)","(12.0, 15.0, 14.77536231884058)","(3.1, 3.65, 3.5875)","(8.0, 10.0, 9.571428571428571)","(4.4, 5.2, 5.032558139534884)","(26.0, 34.0, 33.69230769230769)","(7.0, 8.8, 8.442553191489361)","(26.0, 38.0, 35.0)","(15.0, 21.0, 19.923076923076923)","(51.0, 80.0, 69.0)"
07-01-2023 15:39:59.103692,"(21.0, 32.0, 31.333333333333332)","(10.0, 13.0, 12.068965517241379)","(12.0, 15.0, 14.77536231884058)","(3.1, 3.65, 3.5875)","(8.0, 10.0, 9.571428571428571)","(4.4, 5.2, 5.032558139534884)","(26.0, 34.0, 33.69230769230769)","(7.0, 8.8, 8.442553191489361)","(26.0, 38.0, 35.0)","(15.0, 21.0, 19.923076923076923)","(51.0, 75.0, 71.25)"
07-01-2023 15:40:00.571361,"(21.0, 32.0, 31.333333333333332)","(10.0, 13.0, 12.068965517241379)","(12.0, 15.0, 14.77536231884058)","(3.1, 3.6, 3.5861111111111112)","(8.0, 10.0, 9.571428571428571)","(4.4, 5.2, 5.032558139534884)","(26.0, 34.0, 33.69230769230769)","(7.0, 8.8, 8.442553191489361)","(26.0, 38.0, 35.0)","(15.0, 21.0, 19.923076923076923)","(51.0, 75.0, 71.25)"
07-01-2023 15:40:02.037225,"(21.0, 32.0, 31.333333333333332)","(10.0, 13.0, 12.068965517241379)","(12.0, 15.0, 14.73728813559322)","(3.1, 3.6, 3.5861111111111112)","(8.0, 10.0, 9.571428571428571)","(4.4, 5.2, 4.992307692307692)","(21.0, 34.0, 33.69230769230769)","(7.0, 8.8, 8.36923076923077)","(26.0, 38.0, 35.0)","(15.0, 21.0, 20.045454545454547)","(51.0, 95.0, 91.5)"
07-01-2023 15:40:03.454788,"(21.0, 32.0, 31.333333333333332)","(10.0, 13.0, 12.181818181818182)","(12.0, 15.0, 14.73728813559322)","(3.1, 3.6, 3.5833333333333335)","(8.0, 10.0, 9.64)","(4.4, 5.2, 4.8325)","(21.0, 34.0, 33.23076923076923)","(7.0, 8.8, 8.36923076923077)","(26.0, 38.0, 35.0)","(15.0, 21.0, 19.74)","(51.0, 95.0, 81.66666666666667)"
07-01-2023 15:40:04.946839,"(21.0, 32.0, 31.77777777777778)","(10.0, 13.0, 12.0)","(12.0, 15.0, 14.793333333333333)","(3.1, 3.6, 3.5833333333333335)","(8.0, 10.0, 9.64)","(4.4, 4.9, 4.816666666666666)","(21.0, 36.0, 33.23076923076923)","(7.0, 8.8, 8.48)","(26.0, 38.0, 35.0)","(15.0, 21.0, 19.983870967741936)","(51.0, 90.0, 75.0)"
07-01-2023 15:40:06.408276,"(21.0, 32.0, 31.77777777777778)","(10.0, 12.5, 11.766666666666667)","(12.0, 15.0, 14.801282051282051)","(3.1, 3.6, 3.6088235294117648)","(8.0, 10.0, 9.733333333333333)","(4.4, 4.9, 4.8375)","(21.0, 36.0, 33.42857142857143)","(7.0, 8.8, 8.495238095238095)","(26.0, 38.0, 34.4)","(15.0, 21.0, 20.045454545454547)","(51.0, 85.0, 71.66666666666667)"
07-01-2023 15:40:07.882896,"(21.0, 34.0, 32.333333333333336)","(10.0, 12.5, 11.766666666666667)","(12.0, 15.0, 14.801282051282051)","(3.1, 3.65, 3.6088235294117648)","(8.0, 10.0, 9.733333333333333)","(4.4, 4.9, 4.8375)","(21.0, 36.0, 33.6)","(7.0, 8.8, 8.533333333333333)","(26.0, 38.0, 34.72727272727273)","(16.0, 21.0, 20.1)","(51.0, 85.0, 70.0)"
07-01-2023 15:40:09.290269,"(21.0, 34.0, 33.07692307692308)","(10.0, 12.5, 12.021739130434783)","(12.0, 15.0, 14.80625)","(3.1, 3.65, 3.6088235294117648)","(8.0, 10.0, 9.76470588235294)","(4.4, 4.9, 4.833333333333334)","(26.0, 36.0, 33.6)","(7.0, 8.8, 8.533333333333333)","(26.0, 38.0, 34.72727272727273)","(16.0, 21.0, 20.1)","(51.0, 85.0, 68.75)"
07-01-2023 15:40:10.739390,"(21.0, 34.0, 33.07692307692308)","(10.0, 12.5, 12.021739130434783)","(12.0, 15.0, 14.80625)","(3.1, 3.65, 3.6166666666666667)","(8.0, 10.0, 9.76470588235294)","(4.4, 4.9, 4.833333333333334)","(26.0, 36.0, 33.6)","(7.0, 8.8, 8.533333333333333)","(26.0, 38.0, 35.0)","(16.0, 21.0, 20.1)","(51.0, 80.0, 67.14285714285714)"
07-01-2023 15:40:12.111256,"(21.0, 34.0, 33.07692307692308)","(10.0, 12.5, 12.021739130434783)","(12.0, 15.0, 14.80625)","(3.1, 3.65, 3.603846153846154)","(8.0, 10.0, 9.76470588235294)","(4.4, 4.9, 4.833884297520662)","(26.0, 36.0, 33.6)","(7.0, 8.8, 8.533333333333333)","(26.0, 38.0, 34.72727272727273)","(16.0, 21.0, 20.1)","(51.0, 80.0, 67.5)"
07-01-2023 15:40:13.542286,"(21.0, 34.0, 33.07692307692308)","(10.0, 12.5, 12.021739130434783)","(12.0, 15.0, 14.80625)","(3.1, 3.65, 3.603846153846154)","(8.0, 10.0, 9.76470588235294)","(4.4, 4.9, 4.833884297520662)","(26.0, 36.0, 34.10526315789474)","(7.0, 8.8, 8.533333333333333)","(26.0, 38.0, 34.72727272727273)","(16.0, 21.0, 20.25)","(51.0, 75.0, 66.42857142857143)"
07-01-2023 15:40:14.963882,"(21.0, 34.0, 33.891891891891895)","(10.0, 12.5, 12.021739130434783)","(12.0, 15.0, 14.778571428571428)","(3.1, 3.65, 3.603846153846154)","(8.0, 10.0, 9.68235294117647)","(4.4, 4.9, 4.821052631578947)","(26.0, 36.0, 34.5)","(7.0, 8.8, 8.64)","(26.0, 38.0, 35.0)","(16.0, 21.0, 20.25)","(51.0, 70.0, 68.33333333333333)"
07-01-2023 15:40:16.392153,"(21.0, 34.0, 33.891891891891895)","(10.0, 12.5, 12.107142857142858)","(12.0, 15.0, 14.778571428571428)","(3.1, 3.65, 3.6218749999999997)","(8.0, 9.8, 9.68235294117647)","(4.4, 4.9, 4.767460317460317)","(26.0, 36.0, 34.5)","(7.0, 8.8, 8.64)","(26.0, 38.0, 35.0)","(16.0, 21.0, 20.329787234042552)","(51.0, 110.0, 94.21052631578948)"
07-01-2023 15:40:17.731307,"(21.0, 34.0, 33.891891891891895)","(10.0, 12.5, 12.30952380952381)","(12.0, 15.0, 14.80625)","(3.1, 3.65, 3.6125)","(8.0, 9.8, 9.694736842105263)","(4.2, 4.8, 4.776691729323308)","(21.0, 36.0, 34.5)","(7.0, 8.8, 8.702439024390245)","(26.0, 38.0, 34.72727272727273)","(16.0, 21.0, 20.329787234042552)","(51.0, 110.0, 85.0)"
07-01-2023 15:40:19.027049,"(21.0, 34.0, 33.8974358974359)","(10.0, 12.5, 12.30952380952381)","(12.0, 15.0, 14.80625)","(3.1, 3.65, 3.6125)","(8.0, 9.8, 9.694736842105263)","(4.2, 4.8, 4.776691729323308)","(21.0, 36.0, 34.5)","(7.0, 8.8, 8.702439024390245)","(26.0, 38.0, 35.0)","(16.0, 21.0, 20.329787234042552)","(51.0, 95.0, 77.5)"
07-01-2023 15:40:20.310620,"(21.0, 34.0, 33.95238095238095)","(10.0, 12.0, 11.588709677419354)","(12.0, 15.0, 14.80625)","(3.1, 3.65, 3.6125)","(8.0, 9.8, 9.694736842105263)","(4.2, 5.0, 4.836363636363636)","(21.0, 36.0, 34.5)","(7.0, 8.8, 8.702439024390245)","(26.0, 38.0, 35.0)","(16.0, 21.0, 20.329787234042552)","(51.0, 90.0, 71.25)"
07-01-2023 15:40:21.673717,"(21.0, 34.0, 33.95238095238095)","(10.0, 12.0, 11.215384615384615)","(12.0, 15.0, 14.80625)","(3.0, 3.65, 3.609090909090909)","(8.0, 9.8, 9.694736842105263)","(4.2, 5.0, 4.836363636363636)","(21.0, 36.0, 34.5)","(7.0, 8.8, 8.702439024390245)","(26.0, 38.0, 35.0)","(16.0, 21.0, 20.329787234042552)","(51.0, 90.0, 71.25)"
07-01-2023 15:40:23.028533,"(21.0, 34.0, 33.95238095238095)","(10.0, 12.0, 11.215384615384615)","(12.0, 15.0, 14.80625)","(3.0, 3.65, 3.609090909090909)","(8.0, 9.8, 9.694736842105263)","(4.2, 5.0, 4.832432432432432)","(21.0, 36.0, 34.5)","(7.0, 8.8, 8.702439024390245)","(26.0, 38.0, 35.0)","(16.0, 21.0, 20.329787234042552)","(51.0, 90.0, 71.25)"
07-01-2023 15:40:24.342662,"(21.0, 34.0, 33.95238095238095)","(10.0, 12.0, 11.215384615384615)","(12.0, 15.0, 14.80625)","(3.0, 3.65, 3.5954545454545452)","(8.0, 9.6, 9.243564356435643)","(4.2, 5.0, 4.832432432432432)","(21.0, 36.0, 34.5)","(7.0, 8.8, 8.702439024390245)","(26.0, 38.0, 35.0)","(16.0, 21.0, 20.329787234042552)","(51.0, 90.0, 71.25)"
07-01-2023 15:40:25.719759,"(21.0, 34.0, 33.95238095238095)","(10.0, 12.0, 11.4)","(12.0, 15.0, 14.7987012987013)","(3.0, 3.65, 3.5954545454545452)","(8.0, 9.6, 9.243564356435643)","(4.2, 5.0, 4.836363636363636)","(21.0, 36.0, 34.5)","(7.0, 8.8, 8.702439024390245)","(26.0, 38.0, 35.0)","(16.0, 21.0, 20.329787234042552)","(51.0, 90.0, 71.25)"
07-01-2023 15:40:27.038428,"(21.0, 34.0, 33.95238095238095)","(10.0, 12.0, 11.4)","(12.0, 15.0, 14.7987012987013)","(3.0, 3.65, 3.579411764705882)","(8.0, 9.6, 9.243564356435643)","(4.2, 5.0, 4.836363636363636)","(21.0, 36.0, 34.4)","(7.0, 8.8, 8.704761904761906)","(26.0, 38.0, 34.4)","(16.0, 21.0, 20.28409090909091)","(51.0, 90.0, 77.5)"
07-01-2023 15:40:28.487780,"(21.0, 34.0, 33.95238095238095)","(10.0, 12.0, 11.4)","(12.0, 15.0, 14.7987012987013)","(3.0, 3.65, 3.579411764705882)","(8.0, 9.6, 9.253333333333332)","(4.2, 5.0, 4.836363636363636)","(21.0, 36.0, 34.4)","(7.0, 8.8, 8.675)","(26.0, 38.0, 34.4)","(16.0, 21.0, 20.28409090909091)","(51.0, 90.0, 75.0)"
07-01-2023 15:40:29.965623,"(21.0, 34.0, 33.853658536585364)","(10.0, 12.0, 11.605633802816902)","(12.0, 15.0, 14.78169014084507)","(3.0, 3.65, 3.5978260869565215)","(8.0, 9.4, 9.444827586206896)","(4.2, 5.0, 4.9)","(21.0, 36.0, 34.57142857142857)","(7.0, 8.8, 8.72)","(26.0, 38.0, 34.75)","(16.0, 21.0, 20.666666666666668)","(51.0, 90.0, 80.71428571428571)"
07-01-2023 15:40:31.370946,"(21.0, 34.0, 33.853658536585364)","(10.0, 12.0, 11.605633802816902)","(12.0, 15.0, 14.808641975308642)","(3.0, 3.65, 3.5978260869565215)","(8.0, 9.6, 9.444827586206896)","(4.2, 5.0, 4.887096774193548)","(21.0, 36.0, 34.57142857142857)","(7.0, 8.8, 8.75)","(26.0, 36.0, 34.75)","(16.0, 21.0, 20.666666666666668)","(51.0, 85.0, 76.81818181818181)"
07-01-2023 15:40:32.772825,"(21.0, 34.0, 33.310344827586206)","(10.0, 12.0, 11.605633802816902)","(12.0, 15.0, 14.808641975308642)","(3.0, 3.65, 3.5978260869565215)","(8.0, 9.6, 9.444827586206896)","(4.2, 5.0, 4.887096774193548)","(21.0, 36.0, 34.4)","(7.0, 8.8, 8.963636363636363)","(26.0, 36.0, 34.666666666666664)","(16.0, 21.0, 20.655172413793103)","(51.0, 85.0, 76.81818181818181)"
07-01-2023 15:40:34.178925,"(21.0, 34.0, 33.310344827586206)","(10.0, 12.0, 11.605633802816902)","(12.0, 15.0, 14.808641975308642)","(3.0, 3.65, 3.5978260869565215)","(8.0, 9.6, 9.444827586206896)","(4.2, 5.0, 4.887096774193548)","(21.0, 36.0, 33.333333333333336)","(7.0, 9.0, 8.963636363636363)","(26.0, 36.0, 34.588235294117645)","(16.0, 21.0, 20.545454545454547)","(51.0, 85.0, 72.5)"
07-01-2023 15:40:35.549468,"(21.0, 34.0, 33.24528301886792)","(10.0, 12.0, 11.588235294117647)","(12.0, 15.0, 14.784722222222221)","(3.0, 3.65, 3.642857142857143)","(8.0, 9.6, 8.918181818181818)","(4.2, 5.0, 4.902777777777778)","(21.0, 36.0, 33.333333333333336)","(7.0, 9.0, 8.968421052631578)","(26.0, 36.0, 34.095238095238095)","(16.0, 21.0, 20.642857142857142)","(51.0, 80.0, 72.5)"
07-01-2023 15:40:36.962189,"(21.0, 34.0, 33.24528301886792)","(10.0, 12.0, 11.944444444444445)","(12.0, 15.0, 14.784722222222221)","(3.0, 3.65, 3.6416666666666666)","(8.0, 9.0, 9.065625)","(4.2, 5.0, 4.901408450704225)","(21.0, 36.0, 33.333333333333336)","(7.0, 9.0, 8.968421052631578)","(26.0, 36.0, 34.095238095238095)","(16.0, 21.0, 20.692307692307693)","(51.0, 80.0, 72.5)"
07-01-2023 15:40:38.359951,"(21.0, 34.0, 33.21568627450981)","(10.0, 12.0, 11.944444444444445)","(12.0, 15.0, 14.784722222222221)","(3.0, 3.65, 3.5416666666666665)","(8.0, 9.8, 9.120000000000001)","(4.2, 5.0, 5.015789473684211)","(21.0, 36.0, 34.15384615384615)","(7.0, 9.0, 9.142857142857142)","(26.0, 36.0, 34.73684210526316)","(16.0, 21.0, 20.741935483870968)","(51.0, 80.0, 75.0)"
07-01-2023 15:40:39.732865,"(21.0, 34.0, 32.44444444444444)","(10.0, 12.5, 11.875)","(12.0, 15.0, 14.90677966101695)","(3.0, 3.65, 3.56)","(8.0, 9.6, 9.098305084745762)","(4.2, 5.1, 4.976744186046512)","(21.0, 36.0, 34.15384615384615)","(7.0, 9.2, 9.113043478260868)","(26.0, 36.0, 34.73684210526316)","(16.0, 21.0, 20.741935483870968)","(51.0, 80.0, 79.0)"
07-01-2023 15:40:41.091990,"(21.0, 34.0, 32.44444444444444)","(10.0, 12.5, 11.875)","(12.0, 15.0, 14.90677966101695)","(3.0, 3.6, 3.509493670886076)","(8.0, 9.6, 9.120000000000001)","(4.2, 5.0, 4.976744186046512)","(21.0, 36.0, 34.15384615384615)","(7.0, 9.2, 9.28)","(26.0, 36.0, 34.73684210526316)","(16.0, 21.0, 20.741935483870968)","(51.0, 85.0, 75.0)"
07-01-2023 15:40:42.423993,"(21.0, 34.0, 32.44444444444444)","(10.0, 12.5, 11.875)","(12.0, 15.0, 14.887755102040817)","(3.0, 3.55, 3.5045454545454544)","(8.0, 9.4, 9.133333333333333)","(4.2, 5.0, 4.984615384615385)","(21.0, 36.0, 34.15384615384615)","(7.0, 9.4, 9.3)","(26.0, 36.0, 34.6)","(16.0, 21.0, 20.741935483870968)","(51.0, 85.0, 82.72727272727272)"
07-01-2023 15:40:43.747047,"(21.0, 34.0, 32.32)","(10.0, 12.5, 11.983870967741936)","(12.0, 15.0, 14.887755102040817)","(3.0, 3.55, 3.5159090909090907)","(8.0, 9.4, 8.992)","(4.2, 5.0, 4.984615384615385)","(21.0, 36.0, 34.15384615384615)","(7.0, 9.4, 9.3)","(26.0, 36.0, 34.6)","(16.0, 21.0, 20.741935483870968)","(51.0, 90.0, 80.5)"
07-01-2023 15:40:45.062496,"(21.0, 34.0, 32.25)","(10.0, 12.5, 12.146464646464647)","(12.0, 15.0, 14.90677966101695)","(3.0, 3.55, 3.502127659574468)","(8.0, 9.4, 8.992)","(4.2, 5.0, 5.009677419354839)","(21.0, 36.0, 34.15384615384615)","(7.0, 9.4, 9.38)","(26.0, 36.0, 34.6)","(16.0, 21.0, 20.794871794871796)","(51.0, 85.0, 88.94736842105263)"
07-01-2023 15:40:46.509842,"(21.0, 34.0, 32.370370370370374)","(10.0, 12.5, 12.10952380952381)","(12.0, 15.0, 14.82)","(3.0, 3.55, 3.502127659574468)","(8.0, 9.4, 8.933333333333334)","(4.2, 5.1, 4.984615384615385)","(21.0, 36.0, 34.15384615384615)","(7.0, 9.4, 9.3)","(26.0, 36.0, 34.6)","(16.0, 21.0, 20.794871794871796)","(51.0, 110.0, 88.75)"
07-01-2023 15:40:47.937620,"(21.0, 34.0, 32.370370370370374)","(10.0, 12.5, 12.133663366336634)","(12.0, 15.0, 14.82)","(3.0, 3.55, 3.502127659574468)","(8.0, 9.4, 8.851063829787234)","(4.2, 5.0, 5.008196721311475)","(21.0, 36.0, 34.15384615384615)","(7.0, 9.4, 9.131428571428572)","(26.0, 36.0, 34.6)","(16.0, 21.0, 20.794871794871796)","(51.0, 100.0, 92.5)"
07-01-2023 15:40:49.313434,"(21.0, 34.0, 32.333333333333336)","(10.0, 12.5, 11.456043956043956)","(12.0, 15.0, 14.227272727272727)","(3.0, 3.55, 3.6035211267605636)","(8.0, 9.4, 8.88888888888889)","(4.2, 5.1, 5.071428571428571)","(21.0, 36.0, 35.0)","(7.0, 9.2, 9.122222222222222)","(26.0, 36.0, 35.0)","(16.0, 21.0, 20.84090909090909)","(51.0, 100.0, 92.5)"
07-01-2023 15:40:50.707268,"(21.0, 34.0, 32.4375)","(10.0, 11.5, 11.520833333333334)","(12.0, 14.5, 14.3)","(3.0, 3.65, 3.5661111111111112)","(8.0, 9.2, 9.006896551724138)","(4.2, 5.1, 5.123529411764706)","(21.0, 36.0, 34.57142857142857)","(7.0, 9.2, 9.14782608695652)","(26.0, 36.0, 34.5)","(16.0, 21.0, 20.925)","(51.0, 100.0, 91.66666666666666)"
07-01-2023 15:40:52.063692,"(21.0, 34.0, 32.4375)","(10.0, 12.0, 11.517241379310345)","(12.0, 14.5, 14.285714285714286)","(3.0, 3.6, 3.5698019801980196)","(8.0, 9.4, 9.04)","(4.2, 5.2, 5.16952380952381)","(21.0, 36.0, 34.75)","(7.0, 9.2, 9.219354838709677)","(26.0, 36.0, 35.5)","(16.0, 21.0, 20.96551724137931)","(51.0, 100.0, 94.23076923076923)"
07-01-2023 15:40:53.460961,"(21.0, 34.0, 32.5625)","(10.0, 12.0, 11.513157894736842)","(12.0, 14.5, 14.142857142857142)","(3.0, 3.6, 3.572767857142857)","(8.0, 9.4, 8.97391304347826)","(4.2, 5.2, 5.16952380952381)","(21.0, 36.0, 34.75)","(7.0, 9.4, 9.2125)","(26.0, 36.0, 35.0)","(16.0, 21.0, 20.970588235294116)","(51.0, 100.0, 92.5)"
07-01-2023 15:40:54.900313,"(21.0, 34.0, 32.5625)","(10.0, 12.0, 11.606382978723405)","(12.0, 14.5, 14.142857142857142)","(3.0, 3.6, 3.5752475247524753)","(8.0, 9.0, 8.936842105263159)","(4.2, 5.2, 5.174509803921569)","(21.0, 36.0, 34.75)","(7.0, 9.4, 9.2125)","(26.0, 38.0, 35.0)","(16.0, 21.0, 20.970588235294116)","(51.0, 100.0, 92.5)"
07-01-2023 15:40:56.350138,"(21.0, 34.0, 32.875)","(10.0, 12.0, 11.555555555555555)","(12.0, 14.5, 14.153846153846153)","(3.0, 3.6, 3.613095238095238)","(8.0, 9.0, 8.907692307692308)","(4.2, 5.2, 5.1684210526315795)","(21.0, 36.0, 34.75)","(7.0, 9.4, 9.2125)","(26.0, 38.0, 35.0)","(16.0, 21.0, 20.970588235294116)","(51.0, 100.0, 92.5)"
