,Berdibek,Bonny Ezra,Aleas,Chalk Stream,First In Line,Shes The Gift,Military Mission,Criminal Code,Global Ausbred,Mission Phoenix,Lady Redwood
07-01-2023 14:55:45.911155,"(14.0, 16.5, 15.961538461538462)","(8.0, 9.4, 9.563636363636363)","(4.8, 5.8, 5.74421052631579)","(12.0, 13.5, 13.224576271186441)","(61.0, 100.0, 95.80645161290323)","(8.0, 9.8, 9.710367892976588)","(6.5, 7.6, 7.484137931034483)","(31.0, 40.0, 38.333333333333336)","(5.5, 6.6, 6.591685912240185)","(6.0, 7.2, 7.046666666666667)","(101.0, 180.0, 171.8181818181818)"
07-01-2023 14:55:47.314551,"(14.0, 16.5, 15.961538461538462)","(8.0, 9.6, 9.563636363636363)","(4.8, 5.8, 5.787264150943396)","(12.0, 13.5, 13.301948051948052)","(61.0, 100.0, 95.80645161290323)","(8.0, 9.8, 9.669902912621358)","(6.5, 7.6, 7.402150537634409)","(31.0, 40.0, 38.333333333333336)","(5.5, 6.6, 6.591685912240185)","(6.0, 7.2, 6.925862068965517)","(101.0, 180.0, 171.8181818181818)"
07-01-2023 14:55:48.731962,"(14.0, 16.5, 16.401960784313726)","(8.0, 9.6, 9.547368421052632)","(4.8, 5.8, 5.795566502463054)","(12.0, 13.5, 13.301948051948052)","(61.0, 100.0, 95.80645161290323)","(8.0, 9.8, 9.669902912621358)","(6.5, 7.6, 7.402150537634409)","(31.0, 40.0, 38.333333333333336)","(5.5, 6.6, 6.591685912240185)","(6.0, 7.0, 6.914)","(101.0, 180.0, 171.8181818181818)"
07-01-2023 14:55:50.211212,"(14.0, 16.0, 15.717948717948717)","(8.0, 9.6, 9.592857142857142)","(4.8, 5.8, 5.780769230769231)","(12.0, 13.5, 13.423728813559322)","(61.0, 100.0, 95.80645161290323)","(8.0, 9.8, 9.669902912621358)","(6.5, 7.6, 7.402150537634409)","(31.0, 40.0, 38.333333333333336)","(5.5, 6.6, 6.591176470588235)","(6.0, 7.0, 6.914)","(101.0, 180.0, 171.8181818181818)"
07-01-2023 14:55:51.629384,"(14.0, 16.0, 15.736842105263158)","(8.0, 9.6, 9.592857142857142)","(4.8, 5.8, 5.780769230769231)","(12.0, 13.5, 13.423728813559322)","(61.0, 100.0, 95.9375)","(8.0, 9.8, 9.704285714285714)","(6.5, 7.6, 7.402150537634409)","(31.0, 40.0, 38.333333333333336)","(5.5, 6.6, 6.591176470588235)","(6.0, 7.0, 6.914)","(101.0, 180.0, 171.8181818181818)"
07-01-2023 14:55:53.018872,"(14.0, 16.0, 15.736842105263158)","(8.0, 9.6, 9.592857142857142)","(4.8, 5.8, 5.780769230769231)","(12.0, 13.5, 13.423728813559322)","(61.0, 100.0, 95.9375)","(8.0, 9.8, 9.704285714285714)","(6.5, 7.6, 7.402247191011236)","(31.0, 40.0, 38.57142857142857)","(5.5, 6.6, 6.563522012578616)","(6.0, 7.0, 6.8853333333333335)","(101.0, 180.0, 171.8181818181818)"
07-01-2023 14:55:54.258988,"(14.0, 16.0, 15.871794871794872)","(8.0, 9.6, 9.592857142857142)","(4.8, 5.9, 5.740378548895899)","(12.0, 14.0, 13.596330275229358)","(61.0, 100.0, 95.9375)","(8.0, 9.8, 9.704285714285714)","(6.5, 7.6, 7.402247191011236)","(31.0, 40.0, 38.57142857142857)","(5.5, 6.6, 6.558536585365854)","(6.0, 7.0, 6.8853333333333335)","(101.0, 180.0, 171.8181818181818)"
07-01-2023 14:55:55.490022,"(14.0, 16.0, 15.871794871794872)","(8.0, 9.6, 9.592857142857142)","(4.8, 5.9, 5.73914373088685)","(12.0, 14.0, 13.674074074074074)","(61.0, 100.0, 95.9375)","(8.0, 9.8, 9.683982683982684)","(6.5, 7.6, 7.402247191011236)","(31.0, 40.0, 38.57142857142857)","(5.5, 6.6, 6.558536585365854)","(6.0, 7.0, 6.8853333333333335)","(101.0, 180.0, 171.8181818181818)"
07-01-2023 14:55:56.825505,"(14.0, 16.5, 16.21014492753623)","(8.0, 9.6, 9.592857142857142)","(4.8, 5.9, 5.814478114478114)","(12.0, 14.0, 13.576923076923077)","(61.0, 100.0, 95.9375)","(8.0, 9.8, 9.723976608187135)","(6.5, 7.6, 7.401639344262295)","(31.0, 38.0, 36.69387755102041)","(5.5, 6.6, 6.556626506024096)","(6.0, 7.0, 6.8853333333333335)","(101.0, 180.0, 171.8181818181818)"
07-01-2023 14:55:58.131080,"(14.0, 16.5, 16.21014492753623)","(8.0, 9.6, 9.592857142857142)","(4.8, 5.9, 5.801167315175097)","(12.0, 14.0, 13.576923076923077)","(61.0, 100.0, 95.9375)","(8.0, 9.8, 9.723976608187135)","(6.5, 7.6, 7.401639344262295)","(31.0, 38.0, 36.623655913978496)","(5.5, 6.6, 6.556626506024096)","(6.0, 7.0, 6.881379310344827)","(101.0, 180.0, 171.8181818181818)"
07-01-2023 14:55:59.423774,"(14.0, 16.5, 16.21014492753623)","(8.0, 9.6, 9.592857142857142)","(4.8, 5.9, 5.801167315175097)","(11.0, 14.0, 13.230519480519481)","(61.0, 100.0, 95.9375)","(8.0, 9.8, 9.723976608187135)","(6.5, 7.6, 7.358682634730539)","(31.0, 38.0, 36.623655913978496)","(5.5, 6.6, 6.556626506024096)","(6.0, 7.0, 6.841025641025641)","(101.0, 180.0, 171.8181818181818)"
07-01-2023 14:56:00.741341,"(14.0, 16.5, 16.205882352941178)","(8.0, 9.6, 9.592857142857142)","(4.8, 5.9, 5.809407665505226)","(11.0, 13.5, 13.217687074829932)","(61.0, 100.0, 95.9375)","(8.0, 9.8, 9.715217391304348)","(6.5, 7.4, 7.358682634730539)","(31.0, 38.0, 36.623655913978496)","(5.5, 6.6, 6.5564076690211905)","(6.0, 7.0, 6.7956521739130435)","(101.0, 180.0, 171.8181818181818)"
07-01-2023 14:56:02.163511,"(14.0, 16.5, 16.33606557377049)","(8.0, 9.6, 9.592982456140351)","(4.8, 5.9, 5.806137184115523)","(11.0, 13.5, 13.072115384615385)","(61.0, 100.0, 93.15789473684211)","(8.0, 9.8, 9.715217391304348)","(6.5, 7.4, 7.351408450704225)","(31.0, 38.0, 36.623655913978496)","(5.5, 6.6, 6.557100297914598)","(6.0, 7.0, 6.746511627906976)","(101.0, 180.0, 171.8181818181818)"
07-01-2023 14:56:03.578431,"(14.0, 16.5, 16.464788732394368)","(8.0, 9.6, 9.585714285714285)","(4.8, 5.9, 5.735785953177258)","(11.0, 13.5, 13.32128514056225)","(61.0, 100.0, 91.53846153846153)","(8.0, 9.8, 9.51743119266055)","(6.5, 7.4, 7.371428571428572)","(31.0, 38.0, 35.18840579710145)","(5.5, 6.6, 6.560691537761601)","(6.0, 6.8, 6.764885496183206)","(101.0, 180.0, 175.0)"
07-01-2023 14:56:04.904929,"(14.0, 16.5, 16.464788732394368)","(8.0, 9.6, 9.586363636363636)","(4.8, 5.8, 5.7388198757763975)","(11.0, 13.5, 13.335793357933579)","(61.0, 95.0, 89.78260869565217)","(8.0, 9.6, 9.495953757225433)","(6.5, 7.4, 7.341217391304348)","(31.0, 36.0, 35.21875)","(5.5, 6.6, 6.560691537761601)","(6.0, 6.8, 6.880519480519481)","(101.0, 180.0, 174.85714285714286)"
07-01-2023 14:56:06.228232,"(14.0, 16.5, 16.464788732394368)","(8.0, 9.6, 9.586363636363636)","(4.8, 5.8, 5.7388198757763975)","(11.0, 13.5, 13.335793357933579)","(61.0, 95.0, 90.2)","(8.0, 9.6, 9.46131386861314)","(6.5, 7.4, 7.341217391304348)","(31.0, 36.0, 35.21875)","(5.5, 6.6, 6.559242560865645)","(6.0, 7.0, 6.773643410852713)","(101.0, 180.0, 174.85714285714286)"
07-01-2023 14:56:07.616953,"(14.0, 16.5, 16.463503649635037)","(8.0, 9.6, 9.576923076923077)","(4.8, 5.8, 5.748314606741573)","(11.0, 13.5, 13.335793357933579)","(61.0, 95.0, 90.2)","(8.0, 9.6, 9.46131386861314)","(6.5, 7.4, 7.342808798646362)","(31.0, 36.0, 35.21875)","(5.5, 6.6, 6.560984503190519)","(6.0, 7.0, 6.847777777777778)","(101.0, 180.0, 174.85714285714286)"
07-01-2023 14:56:08.969568,"(14.0, 16.5, 16.468354430379748)","(8.0, 9.6, 9.636842105263158)","(4.8, 5.8, 5.748314606741573)","(11.0, 13.5, 13.335793357933579)","(61.0, 95.0, 89.4186046511628)","(8.0, 9.6, 9.447470817120623)","(6.5, 7.4, 7.341503267973857)","(31.0, 36.0, 35.130434782608695)","(5.5, 6.6, 6.560984503190519)","(6.0, 7.0, 6.847777777777778)","(101.0, 180.0, 175.66666666666666)"
07-01-2023 14:56:10.456457,"(14.0, 16.5, 16.468354430379748)","(8.0, 9.8, 9.670833333333333)","(4.8, 5.8, 5.801515151515152)","(11.0, 13.5, 13.338862559241706)","(61.0, 95.0, 89.4186046511628)","(8.0, 9.6, 9.427312775330396)","(6.5, 7.4, 7.34)","(31.0, 36.0, 35.03225806451613)","(5.5, 6.6, 6.555)","(6.0, 7.0, 6.857291666666667)","(101.0, 180.0, 175.51724137931035)"
07-01-2023 14:56:11.813341,"(14.0, 17.0, 16.566666666666666)","(8.0, 9.8, 9.670833333333333)","(4.8, 5.9, 5.735443037974684)","(11.0, 13.5, 13.338862559241706)","(61.0, 95.0, 89.4186046511628)","(8.0, 9.6, 9.427312775330396)","(6.5, 7.4, 7.34)","(31.0, 36.0, 35.03225806451613)","(5.5, 6.6, 6.555044955044955)","(6.0, 7.0, 6.857291666666667)","(101.0, 180.0, 175.51724137931035)"
07-01-2023 14:56:13.187548,"(14.0, 17.0, 16.770588235294117)","(8.0, 9.8, 9.670833333333333)","(4.8, 5.9, 5.735443037974684)","(11.0, 13.5, 13.338862559241706)","(61.0, 95.0, 89.4186046511628)","(8.0, 9.6, 9.313684210526315)","(6.5, 7.4, 7.338761061946903)","(31.0, 36.0, 35.03225806451613)","(5.5, 6.6, 6.555044955044955)","(6.0, 7.0, 6.853475935828877)","(101.0, 180.0, 175.51724137931035)"
07-01-2023 14:56:14.496112,"(14.0, 17.0, 16.770588235294117)","(8.0, 9.8, 9.670833333333333)","(4.8, 5.9, 5.735714285714286)","(11.0, 13.5, 13.338862559241706)","(61.0, 95.0, 89.4186046511628)","(8.0, 9.6, 9.313684210526315)","(6.5, 7.4, 7.338761061946903)","(31.0, 36.0, 35.12280701754386)","(5.5, 6.6, 6.555044955044955)","(6.0, 7.0, 6.853475935828877)","(101.0, 180.0, 175.51724137931035)"
07-01-2023 14:56:15.850191,"(14.0, 17.0, 16.770588235294117)","(8.0, 9.8, 9.670833333333333)","(4.8, 5.9, 5.735714285714286)","(11.0, 13.5, 13.338862559241706)","(61.0, 95.0, 89.4186046511628)","(8.0, 9.6, 9.313684210526315)","(6.5, 7.4, 7.338515901060071)","(31.0, 36.0, 35.12280701754386)","(5.5, 6.6, 6.555044955044955)","(6.0, 7.0, 6.853475935828877)","(101.0, 180.0, 175.51724137931035)"
07-01-2023 14:56:17.112767,"(14.0, 17.0, 16.7)","(8.0, 9.8, 9.670833333333333)","(4.8, 5.9, 5.828169014084507)","(11.0, 13.5, 13.338862559241706)","(61.0, 95.0, 88.16666666666667)","(8.0, 9.6, 9.313684210526315)","(6.5, 7.4, 7.338515901060071)","(31.0, 36.0, 35.12280701754386)","(5.5, 6.6, 6.555044955044955)","(6.0, 7.0, 6.853475935828877)","(101.0, 180.0, 175.51724137931035)"
07-01-2023 14:56:18.451817,"(14.0, 17.0, 16.7)","(8.0, 9.8, 9.670833333333333)","(4.8, 5.9, 5.8203125)","(11.0, 13.5, 13.338862559241706)","(61.0, 95.0, 88.16666666666667)","(8.0, 9.6, 9.313684210526315)","(6.5, 7.4, 7.338515901060071)","(31.0, 36.0, 35.12280701754386)","(5.5, 6.6, 6.555044955044955)","(6.0, 7.0, 6.853475935828877)","(101.0, 180.0, 175.51724137931035)"
07-01-2023 14:56:19.734673,"(14.0, 17.0, 16.816901408450704)","(8.0, 9.8, 9.670833333333333)","(4.8, 5.9, 5.8203125)","(11.0, 13.5, 13.338862559241706)","(61.0, 95.0, 88.16666666666667)","(8.0, 9.6, 9.313684210526315)","(6.5, 7.4, 7.338515901060071)","(31.0, 36.0, 35.12280701754386)","(5.5, 6.6, 6.555044955044955)","(6.0, 7.0, 6.853475935828877)","(101.0, 180.0, 175.51724137931035)"
07-01-2023 14:56:21.098945,"(14.0, 17.0, 16.816901408450704)","(8.0, 9.8, 9.648780487804878)","(4.8, 5.9, 5.819047619047619)","(11.0, 13.5, 13.4325)","(61.0, 95.0, 88.16666666666667)","(8.0, 9.6, 9.313684210526315)","(6.5, 7.4, 7.339253996447602)","(31.0, 36.0, 35.12280701754386)","(5.5, 6.6, 6.556767676767676)","(6.0, 7.0, 6.853475935828877)","(101.0, 180.0, 175.51724137931035)"
07-01-2023 14:56:22.433931,"(14.0, 17.0, 16.814285714285713)","(8.0, 9.8, 9.636065573770491)","(4.8, 5.9, 5.819047619047619)","(11.0, 13.5, 13.441048034934498)","(61.0, 95.0, 88.16666666666667)","(8.0, 9.6, 9.352727272727272)","(6.5, 7.4, 7.340314136125655)","(31.0, 36.0, 35.12280701754386)","(5.5, 6.6, 6.556767676767676)","(6.0, 7.0, 6.853475935828877)","(101.0, 180.0, 175.51724137931035)"
07-01-2023 14:56:23.669826,"(14.0, 17.0, 16.814285714285713)","(8.0, 10.0, 9.636065573770491)","(4.8, 5.9, 5.801923076923077)","(11.0, 13.5, 13.424581005586592)","(61.0, 95.0, 88.16666666666667)","(8.0, 9.6, 9.352727272727272)","(6.5, 7.4, 7.339583333333334)","(31.0, 36.0, 33.96078431372549)","(5.5, 6.6, 6.554890219560878)","(6.0, 7.0, 6.881385281385281)","(101.0, 180.0, 175.51724137931035)"
07-01-2023 14:56:24.996472,"(14.0, 17.0, 16.814285714285713)","(8.0, 10.0, 9.636065573770491)","(4.8, 5.9, 5.801923076923077)","(11.0, 13.5, 13.424581005586592)","(61.0, 95.0, 88.16666666666667)","(8.0, 9.6, 9.352727272727272)","(6.5, 7.4, 7.339583333333334)","(31.0, 36.0, 33.96078431372549)","(5.5, 6.6, 6.554890219560878)","(6.0, 7.0, 6.881385281385281)","(101.0, 180.0, 175.51724137931035)"
07-01-2023 14:56:26.464829,"(14.0, 17.5, 17.474137931034484)","(8.0, 10.0, 9.636065573770491)","(4.8, 5.9, 5.801923076923077)","(11.0, 13.5, 13.404255319148936)","(61.0, 95.0, 90.27777777777777)","(8.0, 9.6, 9.410878661087866)","(6.5, 7.4, 7.311450381679389)","(31.0, 36.0, 33.42857142857143)","(5.5, 6.6, 6.554890219560878)","(6.0, 7.0, 6.881385281385281)","(101.0, 180.0, 175.0)"
07-01-2023 14:56:27.762549,"(14.0, 17.5, 17.427419354838708)","(8.0, 10.0, 9.636065573770491)","(4.8, 5.9, 5.801923076923077)","(11.0, 13.5, 13.404255319148936)","(61.0, 95.0, 90.27777777777777)","(8.0, 9.6, 9.506849315068493)","(6.5, 7.4, 7.305945945945946)","(31.0, 34.0, 33.375)","(5.5, 6.6, 6.554435483870968)","(6.0, 7.0, 6.876018099547511)","(101.0, 180.0, 175.0)"
07-01-2023 14:56:29.131207,"(14.0, 17.5, 17.427419354838708)","(8.0, 10.0, 9.636065573770491)","(4.8, 5.9, 5.801923076923077)","(11.0, 13.5, 13.404255319148936)","(61.0, 95.0, 90.27777777777777)","(8.0, 9.6, 9.52)","(6.5, 7.4, 7.294545454545455)","(31.0, 34.0, 33.375)","(5.5, 6.6, 6.554435483870968)","(6.0, 7.0, 6.8688995215311)","(101.0, 180.0, 175.0)"
07-01-2023 14:56:30.493256,"(14.0, 17.0, 16.07377049180328)","(8.0, 10.0, 9.636065573770491)","(4.8, 5.9, 5.7325)","(11.0, 13.5, 13.404255319148936)","(61.0, 95.0, 90.27777777777777)","(8.0, 9.6, 9.639285714285714)","(6.5, 7.4, 7.294545454545455)","(31.0, 34.0, 33.375)","(5.5, 6.6, 6.554435483870968)","(6.0, 7.0, 6.879824561403509)","(101.0, 180.0, 175.0)"
07-01-2023 14:56:31.854330,"(14.0, 17.0, 15.927215189873417)","(8.0, 10.0, 9.636065573770491)","(4.8, 5.8, 5.685544554455445)","(11.0, 13.5, 13.668367346938776)","(61.0, 95.0, 89.33333333333333)","(8.0, 9.8, 9.641509433962264)","(6.5, 7.4, 7.2893617021276595)","(31.0, 34.0, 33.375)","(5.5, 6.6, 6.560298826040555)","(6.0, 7.0, 6.883950617283951)","(101.0, 180.0, 175.0)"
07-01-2023 14:56:33.202874,"(14.0, 17.0, 15.927215189873417)","(8.0, 10.0, 9.636065573770491)","(4.8, 5.7, 5.685544554455445)","(11.0, 14.0, 13.668367346938776)","(61.0, 95.0, 89.33333333333333)","(8.0, 9.8, 9.662295081967214)","(6.5, 7.4, 7.273170731707317)","(31.0, 34.0, 33.375)","(5.5, 6.6, 6.563380281690141)","(6.0, 7.0, 6.8825)","(101.0, 180.0, 175.0)"
07-01-2023 14:56:34.463737,"(14.0, 17.0, 15.927215189873417)","(8.0, 10.0, 9.675912408759125)","(4.8, 5.7, 5.687391304347826)","(11.0, 14.0, 13.664948453608247)","(61.0, 95.0, 89.33333333333333)","(8.0, 9.8, 9.662295081967214)","(6.5, 7.4, 7.273170731707317)","(31.0, 34.0, 33.375)","(5.5, 6.6, 6.563380281690141)","(6.0, 7.0, 6.8825)","(101.0, 180.0, 175.0)"
07-01-2023 14:56:35.820324,"(14.0, 17.0, 15.927215189873417)","(8.0, 10.0, 9.675912408759125)","(4.8, 5.7, 5.754697986577181)","(11.0, 14.0, 13.85344827586207)","(61.0, 95.0, 87.27272727272727)","(8.0, 9.8, 9.646341463414634)","(6.5, 7.4, 7.2724637681159425)","(31.0, 34.0, 33.23076923076923)","(5.5, 6.6, 6.5562499999999995)","(6.0, 7.0, 6.861038961038961)","(101.0, 180.0, 192.30769230769232)"
07-01-2023 14:56:37.120130,"(14.0, 16.0, 15.931818181818182)","(8.0, 9.6, 9.596874999999999)","(4.8, 5.8, 5.754697986577181)","(11.0, 14.0, 13.88139534883721)","(61.0, 85.0, 85.0)","(8.0, 10.5, 10.218333333333334)","(6.5, 7.4, 7.258415841584158)","(31.0, 34.0, 33.473684210526315)","(5.5, 6.6, 6.554109589041095)","(6.0, 7.0, 6.861038961038961)","(101.0, 200.0, 191.66666666666666)"
07-01-2023 14:56:38.339517,"(14.0, 16.0, 15.931818181818182)","(8.0, 9.6, 9.454347826086957)","(4.8, 5.8, 5.754697986577181)","(11.0, 14.0, 13.88139534883721)","(61.0, 95.0, 93.94736842105263)","(8.0, 10.5, 10.462585034013605)","(6.5, 7.4, 7.258415841584158)","(31.0, 34.0, 33.473684210526315)","(5.5, 6.6, 6.554109589041095)","(6.0, 7.0, 6.861038961038961)","(101.0, 200.0, 191.66666666666666)"
07-01-2023 14:56:39.622430,"(14.0, 16.0, 15.925)","(8.0, 9.6, 9.451660516605166)","(4.8, 5.8, 5.755511811023622)","(11.0, 14.0, 13.85344827586207)","(61.0, 90.0, 89.0)","(8.0, 10.5, 10.462585034013605)","(6.5, 7.4, 7.272321428571429)","(31.0, 34.0, 35.333333333333336)","(5.5, 6.6, 6.5530373831775695)","(6.0, 7.0, 6.843537414965986)","(101.0, 200.0, 191.66666666666666)"
07-01-2023 14:56:40.894038,"(14.0, 16.0, 15.925)","(8.0, 9.6, 9.451660516605166)","(4.8, 5.8, 5.762389380530974)","(11.0, 14.0, 13.84451219512195)","(61.0, 90.0, 89.0)","(8.0, 10.5, 10.462585034013605)","(6.5, 7.4, 7.286631016042781)","(31.0, 36.0, 35.333333333333336)","(5.5, 6.6, 6.55133171912833)","(6.0, 7.0, 6.843537414965986)","(101.0, 200.0, 191.66666666666666)"
07-01-2023 14:56:42.272191,"(14.0, 16.0, 15.864285714285714)","(8.0, 9.6, 9.451660516605166)","(4.8, 5.8, 5.762389380530974)","(11.0, 14.0, 13.84451219512195)","(61.0, 90.0, 89.0)","(8.0, 10.5, 10.462585034013605)","(6.5, 7.4, 7.286631016042781)","(31.0, 36.0, 35.333333333333336)","(5.5, 6.6, 6.550124069478908)","(6.0, 7.0, 6.803418803418803)","(101.0, 200.0, 191.66666666666666)"
07-01-2023 14:56:43.634671,"(14.0, 16.0, 15.833333333333334)","(8.0, 9.6, 9.366323024054983)","(4.8, 5.8, 5.762389380530974)","(11.0, 14.0, 13.84451219512195)","(61.0, 90.0, 89.0)","(8.0, 10.5, 10.463815789473685)","(6.5, 7.4, 7.308225108225108)","(31.0, 36.0, 35.333333333333336)","(5.5, 6.6, 6.54828431372549)","(6.0, 7.0, 6.845283018867924)","(101.0, 200.0, 192.85714285714286)"
07-01-2023 14:56:44.951978,"(14.0, 16.0, 15.833333333333334)","(8.0, 9.4, 9.366323024054983)","(4.8, 5.8, 5.762389380530974)","(11.0, 14.0, 13.862162162162162)","(61.0, 90.0, 89.0)","(8.0, 10.5, 10.489864864864865)","(6.5, 7.4, 7.291836734693878)","(31.0, 36.0, 35.84615384615385)","(5.5, 6.6, 6.5464891041162225)","(6.0, 7.0, 6.788372093023256)","(101.0, 200.0, 192.85714285714286)"
07-01-2023 14:56:46.369009,"(14.0, 16.0, 15.783582089552239)","(8.0, 9.4, 9.364102564102565)","(4.8, 5.8, 5.762389380530974)","(11.0, 14.0, 13.854285714285714)","(61.0, 90.0, 89.0)","(8.0, 10.5, 10.486238532110091)","(6.5, 7.4, 7.319205298013245)","(31.0, 36.0, 38.46153846153846)","(5.5, 6.6, 6.543405889884763)","(6.0, 6.8, 6.82974358974359)","(101.0, 200.0, 192.85714285714286)"
07-01-2023 14:56:47.704087,"(14.0, 16.0, 15.813725490196079)","(8.0, 9.4, 9.364102564102565)","(4.8, 5.8, 5.763362068965518)","(11.0, 14.0, 13.854285714285714)","(61.0, 90.0, 89.0)","(8.0, 10.5, 10.492857142857142)","(6.5, 7.4, 7.322448979591837)","(31.0, 40.0, 38.46153846153846)","(5.5, 6.6, 6.545)","(6.0, 7.0, 6.82974358974359)","(101.0, 200.0, 192.85714285714286)"
07-01-2023 14:56:48.971908,"(14.0, 16.0, 15.813725490196079)","(8.0, 9.4, 9.363837638376383)","(4.8, 5.8, 5.763362068965518)","(11.0, 14.0, 13.845454545454546)","(61.0, 90.0, 88.63636363636364)","(8.0, 10.5, 10.10546282245827)","(6.5, 7.4, 7.322448979591837)","(31.0, 40.0, 38.46153846153846)","(5.5, 6.6, 6.544117647058823)","(6.0, 7.0, 6.82974358974359)","(101.0, 200.0, 192.85714285714286)"
07-01-2023 14:56:50.408557,"(14.0, 16.5, 16.27972027972028)","(8.0, 9.4, 9.365734265734266)","(4.8, 5.8, 5.763362068965518)","(11.0, 14.0, 13.974264705882353)","(61.0, 90.0, 89.0)","(8.0, 10.5, 10.095015576323988)","(6.5, 7.4, 7.319205298013245)","(31.0, 40.0, 38.46153846153846)","(5.5, 6.6, 6.543405889884763)","(6.0, 7.0, 6.778666666666666)","(101.0, 200.0, 192.85714285714286)"
07-01-2023 14:56:51.691671,"(14.0, 17.0, 16.27972027972028)","(8.0, 9.4, 9.365734265734266)","(4.8, 5.8, 5.763362068965518)","(11.0, 14.0, 14.146892655367232)","(61.0, 90.0, 89.0)","(8.0, 10.5, 10.077922077922079)","(6.5, 7.4, 7.345291479820628)","(31.0, 40.0, 38.94736842105263)","(5.5, 6.6, 6.543405889884763)","(6.0, 7.0, 6.778666666666666)","(101.0, 200.0, 192.85714285714286)"
07-01-2023 14:56:52.964378,"(14.0, 17.0, 16.27972027972028)","(8.0, 9.4, 9.372363636363637)","(4.8, 5.8, 5.763362068965518)","(11.0, 14.5, 14.101910828025478)","(61.0, 90.0, 89.0)","(8.0, 10.5, 10.077922077922079)","(6.5, 7.4, 7.3399014778325125)","(31.0, 40.0, 37.5)","(5.5, 6.6, 6.543405889884763)","(6.0, 7.0, 6.778666666666666)","(101.0, 200.0, 192.85714285714286)"
07-01-2023 14:56:54.234503,"(14.0, 17.0, 16.27972027972028)","(8.0, 9.4, 9.372363636363637)","(4.8, 5.8, 5.7)","(11.0, 14.5, 14.123493975903614)","(61.0, 90.0, 88.63636363636364)","(8.0, 10.5, 10.070957095709572)","(6.5, 7.4, 7.378616352201258)","(31.0, 40.0, 34.705882352941174)","(5.5, 6.6, 6.543405889884763)","(6.0, 7.0, 6.855652173913043)","(101.0, 200.0, 192.85714285714286)"
07-01-2023 14:56:55.501915,"(14.0, 17.0, 16.15625)","(8.0, 9.4, 9.372363636363637)","(4.8, 5.7, 5.685169491525424)","(11.0, 14.5, 14.123493975903614)","(61.0, 90.0, 87.72727272727272)","(8.0, 10.5, 10.083476764199656)","(6.5, 7.4, 7.388079470198676)","(31.0, 40.0, 34.705882352941174)","(5.5, 6.6, 6.543405889884763)","(6.0, 7.0, 6.855652173913043)","(101.0, 200.0, 192.85714285714286)"
07-01-2023 14:56:56.841436,"(14.0, 17.0, 16.37)","(8.0, 9.4, 9.372363636363637)","(4.8, 5.7, 5.6743852459016395)","(12.0, 14.5, 14.123493975903614)","(61.0, 95.0, 87.72727272727272)","(8.0, 10.5, 10.060798548094374)","(6.5, 7.4, 7.388079470198676)","(31.0, 40.0, 34.705882352941174)","(5.5, 6.6, 6.543405889884763)","(6.0, 7.0, 6.855652173913043)","(101.0, 200.0, 192.85714285714286)"
07-01-2023 14:56:58.149510,"(14.0, 17.0, 16.37)","(8.0, 9.4, 9.372363636363637)","(4.8, 5.7, 5.680331753554502)","(12.0, 14.5, 14.123493975903614)","(61.0, 95.0, 89.07407407407408)","(8.0, 10.5, 10.225714285714286)","(6.5, 7.4, 7.388079470198676)","(31.0, 40.0, 34.705882352941174)","(5.5, 6.6, 6.543405889884763)","(6.0, 7.0, 6.848101265822785)","(101.0, 200.0, 192.85714285714286)"
07-01-2023 14:56:59.481925,"(14.0, 17.0, 16.37)","(8.0, 9.4, 9.372363636363637)","(4.8, 5.7, 5.680331753554502)","(12.0, 14.5, 14.123493975903614)","(61.0, 95.0, 84.19354838709677)","(8.0, 10.5, 10.225714285714286)","(6.5, 7.4, 7.376923076923077)","(31.0, 40.0, 34.705882352941174)","(5.5, 6.6, 6.540431266846361)","(6.0, 7.0, 6.850622406639004)","(101.0, 200.0, 194.11764705882354)"
07-01-2023 14:57:00.888039,"(14.0, 17.0, 16.583333333333332)","(8.0, 9.4, 9.369892473118279)","(4.8, 5.7, 5.735458167330677)","(12.0, 14.5, 14.123493975903614)","(61.0, 90.0, 84.19354838709677)","(8.0, 10.5, 10.343137254901961)","(6.5, 7.4, 7.380000000000001)","(31.0, 40.0, 34.705882352941174)","(5.5, 6.6, 6.4974301675977655)","(6.0, 7.0, 6.875)","(101.0, 200.0, 194.11764705882354)"
07-01-2023 14:57:02.237102,"(14.0, 17.0, 16.583333333333332)","(8.0, 9.4, 9.368421052631579)","(4.8, 5.8, 5.726222222222222)","(12.0, 14.5, 14.123493975903614)","(61.0, 90.0, 83.33333333333333)","(8.0, 10.5, 10.337288135593221)","(6.5, 7.4, 7.193050193050193)","(26.0, 40.0, 34.705882352941174)","(5.5, 6.6, 6.5099116781158)","(6.0, 7.0, 6.875)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 14:57:03.912717,"(14.0, 16.0, 15.928571428571429)","(8.0, 9.4, 9.368421052631579)","(4.8, 5.8, 5.726222222222222)","(12.0, 14.5, 14.056737588652481)","(61.0, 85.0, 76.92307692307692)","(8.0, 10.5, 10.337288135593221)","(6.5, 7.2, 7.18796992481203)","(26.0, 38.0, 36.4)","(5.5, 6.6, 6.509734513274336)","(6.0, 7.0, 6.87595818815331)","(101.0, 200.0, 192.0)"
