,Chipping Campden,Darra Linen,Little Ms Dreamer,Queen Of Tayrona,Schiller Effect,Empress Of Sydney,Misty Gold,Savvy Bee,Shikishi,Ask,Epsom Magic
07-01-2023 12:16:41.935433,"(31.0, 60.0, 48.15384615384615)","(19.0, 30.0, 27.142857142857142)","(61.0, 140.0, 104.0)","(41.0, 120.0, 106.25)","(2.25, 2.74, 2.6900000000000004)","(13.0, 20.0, 18.25)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.2, 4.177272727272728)","(7.5, 9.6, 9.292682926829269)","(26.0, 44.0, 39.82608695652174)","(101.0, 200.0, 176.66666666666666)"
07-01-2023 12:16:43.367913,"(31.0, 60.0, 45.333333333333336)","(19.0, 30.0, 27.142857142857142)","(61.0, 140.0, 104.0)","(41.0, 120.0, 136.25)","(2.25, 2.74, 2.6900000000000004)","(13.0, 20.0, 18.25)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.2, 4.177272727272728)","(7.5, 9.6, 9.18)","(26.0, 44.0, 39.82608695652174)","(101.0, 200.0, 176.66666666666666)"
07-01-2023 12:16:44.790948,"(31.0, 60.0, 45.333333333333336)","(19.0, 30.0, 27.142857142857142)","(61.0, 140.0, 104.0)","(41.0, 160.0, 125.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 20.0, 18.25)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.2, 4.177272727272728)","(7.5, 9.6, 9.18)","(26.0, 44.0, 39.82608695652174)","(101.0, 200.0, 176.66666666666666)"
07-01-2023 12:16:46.246995,"(31.0, 60.0, 45.333333333333336)","(19.0, 30.0, 27.142857142857142)","(61.0, 140.0, 121.11111111111111)","(41.0, 140.0, 94.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 20.0, 18.7)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.2, 4.5)","(7.5, 9.6, 9.18)","(26.0, 44.0, 39.82608695652174)","(101.0, 200.0, 176.66666666666666)"
07-01-2023 12:16:47.781439,"(31.0, 55.0, 50.5)","(19.0, 30.0, 27.142857142857142)","(61.0, 130.0, 121.11111111111111)","(41.0, 130.0, 116.66666666666666)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.5, 18.7)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.7, 4.534782608695652)","(7.5, 9.6, 9.292682926829269)","(26.0, 44.0, 39.82608695652174)","(101.0, 200.0, 176.66666666666666)"
07-01-2023 12:16:49.227353,"(31.0, 55.0, 50.5)","(19.0, 30.0, 27.142857142857142)","(61.0, 130.0, 121.11111111111111)","(41.0, 140.0, 103.33333333333334)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.5, 18.7)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.6, 4.534782608695652)","(7.5, 9.6, 9.292682926829269)","(26.0, 44.0, 39.82608695652174)","(101.0, 200.0, 176.66666666666666)"
07-01-2023 12:16:50.668555,"(31.0, 55.0, 48.0)","(19.0, 30.0, 27.142857142857142)","(61.0, 130.0, 107.5)","(41.0, 120.0, 94.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.5, 18.7)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.6, 4.36)","(7.5, 9.6, 9.292682926829269)","(26.0, 44.0, 40.82352941176471)","(101.0, 200.0, 165.0)"
07-01-2023 12:16:52.105031,"(31.0, 50.0, 48.0)","(19.0, 30.0, 27.142857142857142)","(61.0, 120.0, 107.5)","(41.0, 130.0, 94.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.5, 18.0)","(6.0, 8.6, 8.493069306930693)","(3.6, 4.6, 4.36)","(7.5, 9.6, 9.292682926829269)","(26.0, 42.0, 33.81818181818182)","(101.0, 200.0, 188.33333333333334)"
07-01-2023 12:16:53.602825,"(31.0, 50.0, 44.857142857142854)","(19.0, 30.0, 26.5)","(61.0, 120.0, 96.66666666666667)","(41.0, 110.0, 90.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.5, 18.045454545454547)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.6, 4.36)","(7.5, 9.6, 9.292682926829269)","(26.0, 42.0, 33.81818181818182)","(101.0, 200.0, 168.57142857142858)"
07-01-2023 12:16:55.020145,"(31.0, 50.0, 44.857142857142854)","(19.0, 30.0, 27.142857142857142)","(61.0, 120.0, 102.5)","(41.0, 120.0, 122.5)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.5, 18.045454545454547)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.6, 4.36)","(7.5, 9.6, 9.292682926829269)","(26.0, 42.0, 33.81818181818182)","(101.0, 200.0, 188.33333333333334)"
07-01-2023 12:16:56.458892,"(31.0, 50.0, 44.857142857142854)","(19.0, 30.0, 27.142857142857142)","(61.0, 120.0, 100.9090909090909)","(41.0, 140.0, 100.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.5, 18.045454545454547)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.6, 4.36)","(7.5, 9.6, 9.292682926829269)","(26.0, 42.0, 33.81818181818182)","(101.0, 200.0, 188.33333333333334)"
07-01-2023 12:16:57.883606,"(31.0, 50.0, 44.6)","(19.0, 30.0, 26.5)","(61.0, 120.0, 100.9090909090909)","(41.0, 130.0, 107.5)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.5, 18.045454545454547)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.6, 4.3)","(7.5, 9.6, 9.292682926829269)","(26.0, 42.0, 38.25)","(101.0, 200.0, 166.15384615384616)"
07-01-2023 12:16:59.370483,"(31.0, 50.0, 44.6)","(19.0, 30.0, 26.5)","(61.0, 120.0, 103.33333333333333)","(41.0, 120.0, 122.5)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.5, 18.0)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.5, 4.45)","(7.5, 9.6, 9.292682926829269)","(26.0, 42.0, 39.05882352941177)","(101.0, 200.0, 180.0)"
07-01-2023 12:17:00.795143,"(31.0, 50.0, 45.2)","(19.0, 30.0, 26.5)","(61.0, 110.0, 100.0)","(41.0, 140.0, 100.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.666666666666668)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.5, 4.452542372881356)","(7.5, 9.6, 9.292682926829269)","(26.0, 40.0, 37.21739130434783)","(101.0, 190.0, 180.0)"
07-01-2023 12:17:02.247268,"(31.0, 50.0, 42.8)","(19.0, 30.0, 27.142857142857142)","(61.0, 110.0, 98.57142857142857)","(41.0, 130.0, 106.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.666666666666668)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.5, 4.452542372881356)","(7.5, 9.6, 9.027272727272727)","(26.0, 40.0, 37.21739130434783)","(101.0, 190.0, 180.0)"
07-01-2023 12:17:03.694131,"(31.0, 50.0, 42.8)","(19.0, 30.0, 27.142857142857142)","(61.0, 110.0, 98.57142857142857)","(41.0, 130.0, 95.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.666666666666668)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.5, 4.452542372881356)","(7.5, 9.6, 9.027272727272727)","(26.0, 40.0, 37.21739130434783)","(101.0, 190.0, 180.0)"
07-01-2023 12:17:05.144021,"(31.0, 50.0, 42.8)","(19.0, 30.0, 27.142857142857142)","(61.0, 110.0, 98.57142857142857)","(41.0, 120.0, 100.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.666666666666668)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.5, 4.452542372881356)","(7.5, 9.6, 9.027272727272727)","(26.0, 38.0, 37.57142857142857)","(101.0, 190.0, 180.0)"
07-01-2023 12:17:06.610385,"(31.0, 50.0, 42.8)","(19.0, 30.0, 27.142857142857142)","(61.0, 110.0, 95.45454545454545)","(41.0, 110.0, 100.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.666666666666668)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.5, 4.452542372881356)","(7.5, 9.6, 9.027272727272727)","(26.0, 38.0, 35.9)","(101.0, 190.0, 180.0)"
07-01-2023 12:17:08.070314,"(31.0, 50.0, 42.8)","(19.0, 30.0, 26.666666666666668)","(61.0, 110.0, 106.2962962962963)","(41.0, 110.0, 100.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 18.157894736842106)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.5, 4.452542372881356)","(7.5, 9.6, 8.9)","(26.0, 38.0, 35.9)","(101.0, 190.0, 180.0)"
07-01-2023 12:17:09.446238,"(31.0, 50.0, 45.09090909090909)","(19.0, 30.0, 26.666666666666668)","(61.0, 110.0, 107.11538461538461)","(41.0, 110.0, 103.33333333333334)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 18.333333333333332)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.5, 4.452542372881356)","(7.5, 9.6, 8.9)","(26.0, 38.0, 35.9)","(101.0, 190.0, 190.0)"
07-01-2023 12:17:10.857198,"(31.0, 50.0, 46.0)","(19.0, 30.0, 26.666666666666668)","(61.0, 110.0, 107.11538461538461)","(41.0, 110.0, 103.33333333333334)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 18.333333333333332)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.5, 4.452542372881356)","(7.5, 9.6, 9.157894736842106)","(26.0, 38.0, 33.6)","(101.0, 220.0, 190.0)"
07-01-2023 12:17:12.314989,"(31.0, 50.0, 46.0)","(19.0, 30.0, 27.0)","(61.0, 110.0, 107.11538461538461)","(41.0, 110.0, 103.33333333333334)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 18.333333333333332)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.5, 4.452542372881356)","(7.5, 9.6, 9.157894736842106)","(26.0, 34.0, 33.6)","(101.0, 220.0, 190.0)"
07-01-2023 12:17:13.774905,"(31.0, 50.0, 46.0)","(19.0, 29.0, 26.333333333333332)","(61.0, 110.0, 107.11538461538461)","(41.0, 110.0, 103.33333333333334)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 18.333333333333332)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.5, 4.452542372881356)","(7.5, 9.6, 9.157894736842106)","(26.0, 34.0, 33.5)","(101.0, 220.0, 190.0)"
07-01-2023 12:17:15.228727,"(31.0, 50.0, 46.0)","(19.0, 29.0, 26.333333333333332)","(61.0, 110.0, 107.11538461538461)","(41.0, 110.0, 105.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 18.25)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.5, 4.452542372881356)","(7.5, 9.6, 9.157894736842106)","(26.0, 34.0, 33.5)","(101.0, 220.0, 192.72727272727272)"
07-01-2023 12:17:16.806839,"(31.0, 50.0, 46.0)","(19.0, 29.0, 26.333333333333332)","(61.0, 110.0, 107.11538461538461)","(41.0, 110.0, 89.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.5, 4.452542372881356)","(7.5, 9.6, 9.157894736842106)","(26.0, 34.0, 33.5)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:18.560637,"(31.0, 50.0, 48.0)","(19.0, 29.0, 26.333333333333332)","(61.0, 110.0, 107.11538461538461)","(41.0, 110.0, 85.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.5, 4.452542372881356)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.5)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:20.178852,"(31.0, 50.0, 47.333333333333336)","(19.0, 29.0, 26.333333333333332)","(61.0, 110.0, 107.11538461538461)","(41.0, 100.0, 85.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.0, 8.6, 8.51340206185567)","(3.6, 4.5, 4.452542372881356)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.5)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:21.827725,"(31.0, 50.0, 46.266666666666666)","(19.0, 29.0, 27.0)","(61.0, 110.0, 107.11538461538461)","(41.0, 100.0, 85.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.0, 8.6, 8.292307692307691)","(3.6, 4.5, 4.45)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.5)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:23.429123,"(31.0, 50.0, 46.266666666666666)","(19.0, 29.0, 27.0)","(61.0, 110.0, 107.11538461538461)","(41.0, 100.0, 85.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.0, 8.6, 8.292307692307691)","(3.6, 4.5, 4.45)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.5)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:24.930891,"(31.0, 50.0, 46.266666666666666)","(19.0, 29.0, 27.0)","(61.0, 110.0, 107.11538461538461)","(41.0, 100.0, 77.5)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.0, 8.6, 8.292307692307691)","(3.6, 4.5, 4.45)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.5)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:26.531355,"(31.0, 50.0, 45.333333333333336)","(19.0, 29.0, 27.0)","(61.0, 110.0, 107.11538461538461)","(41.0, 100.0, 75.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.0, 8.6, 8.292307692307691)","(3.6, 4.5, 4.45)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:28.084733,"(31.0, 50.0, 45.333333333333336)","(19.0, 29.0, 27.0)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 75.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.0, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:29.573772,"(31.0, 50.0, 45.333333333333336)","(19.0, 29.0, 27.0)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 75.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.0, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:31.044208,"(31.0, 50.0, 45.333333333333336)","(19.0, 29.0, 27.0)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 75.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.0, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:32.531101,"(31.0, 50.0, 45.333333333333336)","(19.0, 29.0, 27.0)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 75.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.0, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:34.012844,"(31.0, 50.0, 45.333333333333336)","(19.0, 29.0, 27.0)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 75.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.0, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:35.522059,"(31.0, 50.0, 45.333333333333336)","(19.0, 29.0, 27.0)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 75.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.0, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:37.099942,"(31.0, 50.0, 45.333333333333336)","(19.0, 29.0, 27.0)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 75.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.0, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:38.994222,"(31.0, 50.0, 45.333333333333336)","(19.0, 29.0, 27.0)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 75.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.0, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:40.582812,"(31.0, 50.0, 45.333333333333336)","(19.0, 29.0, 27.0)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 75.0)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.0, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:42.112548,"(31.0, 50.0, 45.333333333333336)","(19.0, 29.0, 27.0)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 76.25)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.0, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:43.627585,"(31.0, 50.0, 45.333333333333336)","(19.0, 29.0, 27.0)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 76.25)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.0, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:45.154783,"(31.0, 50.0, 45.333333333333336)","(19.0, 29.0, 27.0)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 76.25)","(2.25, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.0, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:46.696281,"(26.0, 50.0, 45.333333333333336)","(19.0, 29.0, 27.0)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 76.25)","(2.3, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.5, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:48.196144,"(26.0, 50.0, 45.333333333333336)","(19.0, 29.0, 27.0)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 76.25)","(2.3, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.5, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:49.666578,"(26.0, 50.0, 45.333333333333336)","(19.0, 29.0, 27.0)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 76.25)","(2.3, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.5, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:51.169629,"(26.0, 50.0, 45.333333333333336)","(19.0, 29.0, 27.0)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 76.25)","(2.3, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.5, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:52.652991,"(26.0, 50.0, 45.333333333333336)","(19.0, 29.0, 27.0)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 76.25)","(2.3, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.5, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:54.136257,"(26.0, 50.0, 45.333333333333336)","(19.0, 29.0, 27.0)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 76.25)","(2.3, 2.74, 2.6900000000000004)","(13.0, 19.0, 17.875)","(6.5, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 184.28571428571428)"
07-01-2023 12:17:55.780309,"(26.0, 50.0, 47.0)","(19.0, 29.0, 27.75)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 76.25)","(2.3, 2.74, 2.6900000000000004)","(13.0, 19.0, 18.294117647058822)","(6.5, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 192.72727272727272)"
07-01-2023 12:17:57.434096,"(26.0, 48.0, 60.8)","(19.0, 29.0, 27.75)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 76.25)","(2.3, 2.74, 2.6900000000000004)","(13.0, 19.0, 18.294117647058822)","(6.5, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 182.5)"
07-01-2023 12:17:59.163670,"(26.0, 65.0, 59.4)","(19.0, 29.0, 27.75)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 76.25)","(2.3, 2.74, 2.6900000000000004)","(13.0, 19.0, 18.294117647058822)","(6.5, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 182.5)"
07-01-2023 12:18:00.828245,"(26.0, 65.0, 59.4)","(19.0, 29.0, 27.75)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 76.25)","(2.3, 2.74, 2.6900000000000004)","(13.0, 19.0, 18.294117647058822)","(6.5, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 182.5)"
07-01-2023 12:18:02.622297,"(26.0, 65.0, 59.4)","(19.0, 29.0, 27.75)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 76.25)","(2.3, 2.74, 2.6900000000000004)","(13.0, 19.0, 18.294117647058822)","(6.5, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 182.5)"
07-01-2023 12:18:04.189648,"(26.0, 65.0, 59.4)","(19.0, 29.0, 27.857142857142858)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 76.25)","(2.3, 2.74, 2.6900000000000004)","(13.0, 19.0, 18.294117647058822)","(6.5, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 182.5)"
07-01-2023 12:18:05.838625,"(26.0, 65.0, 58.82352941176471)","(19.0, 29.0, 27.857142857142858)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 76.25)","(2.3, 2.74, 2.6900000000000004)","(13.0, 19.0, 18.294117647058822)","(6.5, 8.6, 8.292307692307691)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 177.14285714285714)"
07-01-2023 12:18:07.392798,"(26.0, 65.0, 58.82352941176471)","(19.0, 29.0, 27.857142857142858)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 76.25)","(2.3, 2.74, 2.6900000000000004)","(13.0, 19.0, 18.0)","(6.5, 8.6, 8.292307692307691)","(3.6, 4.5, 4.4399999999999995)","(7.5, 9.6, 9.133333333333333)","(26.0, 34.0, 33.333333333333336)","(101.0, 220.0, 176.66666666666666)"
07-01-2023 12:18:08.949730,"(26.0, 65.0, 56.92307692307692)","(19.0, 29.0, 28.384615384615387)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 76.25)","(2.3, 2.74, 2.6900000000000004)","(13.0, 19.0, 18.0)","(6.5, 8.6, 8.333333333333332)","(3.6, 4.6, 4.254545454545455)","(7.5, 9.6, 9.052173913043479)","(26.0, 34.0, 30.25)","(101.0, 210.0, 214.39999999999998)"
07-01-2023 12:18:10.495335,"(26.0, 60.0, 58.22222222222222)","(19.0, 29.0, 28.142857142857142)","(61.0, 110.0, 107.11538461538461)","(41.0, 95.0, 76.25)","(2.3, 2.74, 2.7275)","(13.0, 19.0, 17.714285714285715)","(6.5, 8.6, 8.333333333333332)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.052173913043479)","(26.0, 34.0, 30.25)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:12.079913,"(26.0, 60.0, 53.84615384615385)","(19.0, 29.0, 27.75)","(61.0, 110.0, 107.11538461538461)","(41.0, 90.0, 77.5)","(2.3, 2.74, 2.7275)","(13.0, 19.0, 17.714285714285715)","(6.5, 8.6, 8.377777777777776)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.052173913043479)","(26.0, 34.0, 30.071428571428573)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:13.629525,"(26.0, 60.0, 53.84615384615385)","(19.0, 29.0, 27.75)","(61.0, 110.0, 107.11538461538461)","(41.0, 85.0, 90.0)","(2.3, 2.74, 2.7275)","(13.0, 19.0, 17.714285714285715)","(6.5, 8.6, 8.377777777777776)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.052173913043479)","(26.0, 34.0, 30.071428571428573)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:15.194256,"(26.0, 60.0, 53.84615384615385)","(19.0, 29.0, 27.75)","(61.0, 110.0, 107.11538461538461)","(41.0, 130.0, 90.0)","(2.3, 2.74, 2.7275)","(13.0, 19.0, 17.714285714285715)","(6.5, 8.6, 8.377777777777776)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.052173913043479)","(26.0, 34.0, 30.071428571428573)","(101.0, 220.0, 214.39999999999998)"
