,Bakersfield,Chihuly,Dictionary,Downtown Man,Lallegro,Lonergy,Nakedness,The Rooster,Hibernia Queen
08-01-2023 12:45:40.922445,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.671724137931034)","(5.5, 7.6, 7.28)","(101.0, 190.0, 145.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.776923076923077)","(5.0, 6.0, 5.640000000000001)","(9.0, 12.0, 11.25)"
08-01-2023 12:45:42.189738,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.671724137931034)","(5.5, 7.6, 7.28)","(101.0, 190.0, 145.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.776923076923077)","(5.0, 6.0, 5.640000000000001)","(9.0, 12.0, 11.25)"
08-01-2023 12:45:43.422165,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.671724137931034)","(5.5, 7.6, 7.28)","(101.0, 190.0, 145.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.776923076923077)","(5.0, 6.0, 5.640000000000001)","(9.0, 12.0, 11.25)"
08-01-2023 12:45:44.623783,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.671724137931034)","(5.5, 7.6, 7.28)","(101.0, 190.0, 145.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.776923076923077)","(5.0, 6.0, 5.640000000000001)","(9.0, 12.0, 11.25)"
08-01-2023 12:45:45.964821,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.671724137931034)","(5.5, 7.6, 7.28)","(101.0, 190.0, 145.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.776923076923077)","(5.0, 6.0, 5.640000000000001)","(9.0, 12.0, 11.25)"
08-01-2023 12:45:47.249660,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.671724137931034)","(5.5, 7.6, 7.28)","(101.0, 190.0, 145.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.776923076923077)","(5.0, 6.0, 5.640000000000001)","(9.0, 12.0, 11.25)"
08-01-2023 12:45:48.574262,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.671724137931034)","(5.5, 7.6, 7.28)","(101.0, 190.0, 145.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.776923076923077)","(5.0, 6.0, 5.640000000000001)","(9.0, 12.0, 11.25)"
08-01-2023 12:45:49.828309,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.671724137931034)","(5.5, 7.6, 7.28)","(101.0, 190.0, 145.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.776923076923077)","(5.0, 6.0, 5.723076923076923)","(9.0, 12.0, 11.25)"
08-01-2023 12:45:50.993547,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.671724137931034)","(5.5, 7.6, 7.28)","(101.0, 190.0, 145.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.776923076923077)","(5.0, 6.0, 5.723076923076923)","(9.0, 12.0, 11.25)"
08-01-2023 12:45:52.231069,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.672727272727273)","(5.5, 7.6, 7.28)","(101.0, 190.0, 145.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.776923076923077)","(5.0, 6.0, 5.723076923076923)","(9.0, 12.0, 11.25)"
08-01-2023 12:45:53.461212,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.731578947368421)","(5.5, 7.6, 7.28)","(101.0, 190.0, 145.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.776923076923077)","(5.0, 6.0, 5.76)","(9.0, 12.0, 11.25)"
08-01-2023 12:45:54.634494,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.731578947368421)","(5.5, 7.6, 7.28)","(101.0, 190.0, 145.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.776923076923077)","(5.0, 6.0, 5.96)","(9.0, 12.0, 11.25)"
08-01-2023 12:45:55.866994,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.731578947368421)","(5.5, 7.6, 7.28)","(101.0, 190.0, 145.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.776923076923077)","(5.0, 6.0, 5.96)","(9.0, 12.0, 11.25)"
08-01-2023 12:45:57.053471,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.731578947368421)","(5.5, 7.6, 7.28)","(101.0, 190.0, 145.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.776923076923077)","(5.0, 6.0, 5.96)","(9.0, 12.0, 11.25)"
08-01-2023 12:45:58.239348,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.731578947368421)","(5.5, 7.6, 7.28)","(101.0, 190.0, 145.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.776923076923077)","(5.0, 6.0, 5.96)","(9.0, 12.0, 11.25)"
08-01-2023 12:45:59.539582,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.731578947368421)","(5.5, 7.6, 7.28)","(101.0, 190.0, 163.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.747619047619048)","(5.0, 6.0, 5.892307692307693)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:00.757953,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.731578947368421)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.747619047619048)","(5.0, 6.0, 5.892307692307693)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:01.944625,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.731578947368421)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.747619047619048)","(5.0, 6.0, 5.892307692307693)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:03.166246,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.733088235294118)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.747619047619048)","(5.0, 6.0, 5.82)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:04.332911,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.733088235294118)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.747619047619048)","(5.0, 6.0, 5.82)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:05.470472,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.733088235294118)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.747619047619048)","(5.0, 6.0, 5.82)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:06.615951,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.733088235294118)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.747619047619048)","(5.0, 6.0, 5.82)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:07.817750,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.943243243243243)","(5.0, 6.0, 5.921052631578947)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:09.062259,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.943243243243243)","(5.0, 6.0, 5.921052631578947)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:10.371706,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.943243243243243)","(5.0, 6.0, 5.921052631578947)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:11.631540,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.943243243243243)","(5.0, 6.0, 5.921052631578947)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:13.078705,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.943243243243243)","(5.0, 6.0, 5.921052631578947)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:14.505144,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.943243243243243)","(5.0, 6.0, 5.921052631578947)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:15.935317,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.943243243243243)","(5.0, 6.0, 5.921052631578947)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:17.395342,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 140.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.943243243243243)","(5.0, 6.0, 5.82)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:18.894448,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 140.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.943243243243243)","(5.0, 6.0, 5.82)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:20.160645,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 140.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.943243243243243)","(5.0, 6.0, 5.82)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:21.424864,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 140.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.943243243243243)","(5.0, 6.0, 5.82)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:22.788010,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.943243243243243)","(5.0, 6.0, 5.82)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:24.057638,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.943243243243243)","(5.0, 6.0, 5.843478260869565)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:25.278779,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.943243243243243)","(5.0, 6.0, 5.936842105263158)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:26.480564,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.943243243243243)","(5.0, 6.0, 5.936842105263158)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:27.700623,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.937931034482759)","(5.0, 6.0, 5.936842105263158)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:28.930605,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.937931034482759)","(5.0, 6.0, 5.936842105263158)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:30.155159,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.937931034482759)","(5.0, 6.0, 5.936842105263158)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:31.385269,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.937931034482759)","(5.0, 6.0, 5.833333333333333)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:32.614821,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.937931034482759)","(5.0, 6.0, 5.833333333333333)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:33.799903,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.937931034482759)","(5.0, 6.0, 5.833333333333333)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:35.037241,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 4.937931034482759)","(5.0, 6.0, 5.833333333333333)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:36.228577,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.2, 5.0)","(5.0, 6.0, 5.833333333333333)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:37.377960,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 5.0)","(5.0, 6.0, 5.833333333333333)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:38.541401,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 5.0)","(5.0, 6.0, 5.833333333333333)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:39.718678,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 5.0)","(5.0, 6.0, 5.833333333333333)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:41.028105,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 5.0)","(5.0, 6.0, 5.833333333333333)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:42.292618,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 5.0)","(5.0, 6.0, 5.833333333333333)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:43.554661,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 5.0)","(5.0, 6.0, 5.833333333333333)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:44.819429,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 5.0)","(5.0, 6.0, 5.973684210526316)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:46.033279,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 5.0)","(5.0, 6.0, 5.970588235294118)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:47.252511,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 5.0)","(5.0, 6.0, 5.970588235294118)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:48.508804,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 5.0)","(5.0, 6.0, 5.970588235294118)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:49.780704,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 5.0)","(5.0, 6.0, 5.970588235294118)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:51.021304,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 5.0)","(5.0, 6.0, 5.970588235294118)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:52.221752,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 5.0)","(5.0, 6.0, 5.970588235294118)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:53.412790,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 5.0)","(5.0, 6.0, 5.970588235294118)","(9.0, 12.0, 11.25)"
08-01-2023 12:46:54.619419,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.930434782608695)","(5.0, 6.0, 5.970588235294118)","(9.0, 12.0, 11.75)"
08-01-2023 12:46:55.810803,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.930434782608695)","(5.0, 6.0, 5.970588235294118)","(9.0, 12.0, 11.75)"
08-01-2023 12:46:56.937939,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.930434782608695)","(5.0, 6.0, 5.970588235294118)","(9.0, 12.0, 11.75)"
08-01-2023 12:46:58.046698,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.930434782608695)","(5.0, 6.0, 5.970588235294118)","(9.0, 12.0, 11.75)"
08-01-2023 12:46:59.111200,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.930434782608695)","(5.0, 6.0, 5.970588235294118)","(9.0, 12.0, 11.75)"
08-01-2023 12:47:00.188729,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.930434782608695)","(5.0, 6.0, 5.970588235294118)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:01.267219,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.930434782608695)","(5.0, 6.0, 5.970588235294118)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:02.441161,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.930434782608695)","(5.0, 6.0, 5.970588235294118)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:03.579314,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.930434782608695)","(5.0, 6.0, 5.970588235294118)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:04.773860,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.930434782608695)","(5.0, 6.0, 5.8)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:05.956464,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.930434782608695)","(5.0, 6.0, 5.8)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:07.131549,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.930434782608695)","(5.0, 6.0, 5.8)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:08.290116,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.930434782608695)","(5.0, 6.0, 5.618181818181818)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:09.454460,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.930434782608695)","(5.0, 6.0, 5.618181818181818)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:10.580248,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.930434782608695)","(5.0, 6.0, 5.618181818181818)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:11.672096,"(7.5, 9.8, 9.623076923076923)","(3.9, 4.8, 4.73453237410072)","(5.5, 7.6, 7.28)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.930434782608695)","(5.0, 6.0, 5.618181818181818)","(9.0, 12.0, 11.25)"
