,Bakersfield,Chihuly,Dictionary,Downtown Man,Lallegro,Lonergy,Nakedness,The Rooster,Hibernia Queen
08-01-2023 13:00:24.930518,"(7.5, 9.6, 9.399999999999999)","(3.7, 4.4, 4.324137931034483)","(5.5, 7.2, 7.15)","(101.0, 190.0, 158.0)","(21.0, 48.0, 38.5)","(10.0, 18.5, 16.4)","(4.0, 5.3, 5.242857142857143)","(5.0, 6.2, 6.04375)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:26.020651,"(7.5, 9.6, 9.388235294117646)","(3.7, 4.4, 4.324137931034483)","(5.5, 7.2, 7.15)","(101.0, 190.0, 158.0)","(21.0, 48.0, 38.5)","(10.0, 18.5, 16.4)","(4.0, 5.3, 5.242857142857143)","(5.0, 6.2, 6.04375)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:27.114291,"(7.5, 9.6, 9.388235294117646)","(3.7, 4.4, 4.324137931034483)","(5.5, 7.2, 7.15)","(101.0, 190.0, 158.0)","(21.0, 48.0, 38.5)","(10.0, 18.5, 16.4)","(4.0, 5.3, 5.242857142857143)","(5.0, 6.2, 6.007692307692308)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:28.224517,"(7.5, 9.6, 9.388235294117646)","(3.7, 4.4, 4.324137931034483)","(5.5, 7.2, 7.15)","(101.0, 190.0, 158.0)","(21.0, 48.0, 38.5)","(10.0, 18.5, 16.4)","(4.0, 5.4, 5.24)","(5.0, 6.2, 6.007692307692308)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:29.422622,"(7.5, 9.6, 9.388235294117646)","(3.7, 4.4, 4.3694444444444445)","(5.5, 7.2, 7.15)","(101.0, 190.0, 158.0)","(21.0, 48.0, 38.5)","(10.0, 18.5, 16.4)","(4.0, 5.4, 5.24)","(5.0, 6.2, 6.007692307692308)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:30.602575,"(7.5, 9.6, 9.388235294117646)","(3.7, 4.4, 4.3694444444444445)","(5.5, 7.2, 7.15)","(101.0, 190.0, 158.0)","(21.0, 48.0, 38.5)","(10.0, 18.5, 16.4)","(4.0, 5.4, 5.24)","(5.0, 6.2, 6.007692307692308)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:31.745138,"(7.5, 9.6, 9.388235294117646)","(3.7, 4.4, 4.3694444444444445)","(5.5, 7.2, 7.15)","(101.0, 190.0, 158.0)","(21.0, 48.0, 38.5)","(10.0, 18.5, 16.4)","(4.0, 5.4, 5.24)","(5.0, 6.2, 6.007692307692308)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:32.832328,"(7.5, 9.6, 9.388235294117646)","(3.7, 4.4, 4.3694444444444445)","(5.5, 7.2, 7.15)","(101.0, 190.0, 158.0)","(21.0, 48.0, 38.5)","(10.0, 18.5, 16.4)","(4.0, 5.4, 5.24)","(5.0, 6.2, 6.007692307692308)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:33.902470,"(7.5, 9.6, 9.388235294117646)","(3.7, 4.4, 4.3694444444444445)","(5.5, 7.2, 7.15)","(101.0, 190.0, 158.0)","(21.0, 48.0, 38.5)","(10.0, 18.5, 16.4)","(4.0, 5.4, 5.24)","(5.0, 6.2, 6.007692307692308)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:34.991645,"(7.5, 9.6, 9.388235294117646)","(3.7, 4.4, 4.3694444444444445)","(5.5, 7.2, 7.15)","(101.0, 190.0, 158.0)","(21.0, 48.0, 38.5)","(10.0, 18.5, 16.4)","(4.0, 5.4, 5.24)","(5.0, 6.2, 6.007692307692308)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:36.062589,"(7.5, 9.6, 9.388235294117646)","(3.7, 4.4, 4.3694444444444445)","(5.5, 7.2, 7.15)","(101.0, 190.0, 158.0)","(21.0, 48.0, 38.5)","(10.0, 18.5, 16.4)","(4.0, 5.4, 5.24)","(5.0, 6.2, 6.007692307692308)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:37.185213,"(7.5, 9.6, 9.388235294117646)","(3.7, 4.4, 4.3694444444444445)","(5.5, 7.2, 7.15)","(101.0, 190.0, 158.0)","(21.0, 48.0, 38.5)","(10.0, 18.5, 16.4)","(4.0, 5.4, 5.24)","(5.0, 6.2, 6.007692307692308)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:38.366045,"(7.5, 9.6, 9.388235294117646)","(3.7, 4.4, 4.3694444444444445)","(5.5, 7.2, 7.15)","(101.0, 190.0, 158.0)","(21.0, 48.0, 44.5)","(10.0, 18.5, 18.0)","(4.0, 5.4, 5.24)","(5.0, 6.2, 6.007692307692308)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:39.591708,"(7.5, 9.6, 9.388235294117646)","(3.7, 4.4, 4.3694444444444445)","(5.5, 7.2, 7.15)","(101.0, 190.0, 158.0)","(21.0, 60.0, 42.0)","(10.0, 21.0, 17.5)","(4.0, 5.4, 5.24)","(5.0, 6.2, 6.007692307692308)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:40.853090,"(7.5, 9.6, 9.388235294117646)","(3.7, 4.4, 4.3694444444444445)","(5.5, 7.2, 7.15)","(101.0, 190.0, 158.0)","(21.0, 55.0, 42.0)","(10.0, 20.0, 17.5)","(4.0, 5.4, 5.24)","(5.0, 6.2, 6.085496183206107)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:42.030404,"(7.5, 9.6, 9.388235294117646)","(3.7, 4.4, 4.3694444444444445)","(5.5, 7.2, 7.15)","(101.0, 190.0, 158.0)","(21.0, 55.0, 42.0)","(10.0, 20.0, 17.5)","(4.0, 5.4, 5.24)","(5.0, 6.2, 6.085496183206107)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:43.160124,"(7.5, 9.6, 9.388235294117646)","(3.7, 4.4, 4.3694444444444445)","(5.5, 7.2, 7.15)","(101.0, 190.0, 158.0)","(21.0, 55.0, 42.0)","(10.0, 20.0, 17.5)","(4.0, 5.4, 5.24)","(5.0, 6.2, 6.085496183206107)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:44.336487,"(7.5, 9.6, 9.388235294117646)","(3.7, 4.4, 4.368493150684932)","(5.5, 6.8, 6.45)","(101.0, 190.0, 158.0)","(21.0, 55.0, 42.0)","(10.0, 20.0, 17.5)","(4.0, 5.4, 5.24)","(5.0, 6.4, 6.285714285714286)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:45.465650,"(7.5, 9.6, 9.388235294117646)","(3.7, 4.4, 4.368493150684932)","(5.5, 6.8, 6.45)","(101.0, 190.0, 158.0)","(21.0, 55.0, 42.0)","(10.0, 20.0, 17.5)","(4.0, 5.4, 5.24)","(5.0, 6.4, 6.300000000000001)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:46.647823,"(7.5, 9.6, 9.388235294117646)","(3.7, 4.4, 4.368493150684932)","(5.5, 6.8, 6.449382716049383)","(101.0, 190.0, 158.0)","(21.0, 55.0, 42.0)","(10.0, 20.0, 19.333333333333332)","(4.0, 5.4, 5.24)","(5.0, 6.4, 6.300000000000001)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:47.811237,"(7.5, 9.6, 9.388235294117646)","(3.7, 4.4, 4.368493150684932)","(5.5, 6.8, 6.449382716049383)","(101.0, 190.0, 158.0)","(21.0, 55.0, 42.0)","(10.0, 20.0, 17.25)","(4.0, 5.4, 5.24)","(5.0, 6.4, 6.300000000000001)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:48.873847,"(7.5, 9.6, 9.388235294117646)","(3.7, 4.4, 4.368493150684932)","(5.5, 6.8, 6.449382716049383)","(101.0, 190.0, 158.0)","(21.0, 55.0, 42.0)","(10.0, 20.0, 17.25)","(4.0, 5.4, 5.24)","(5.0, 6.4, 6.300000000000001)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:50.010794,"(7.5, 9.6, 9.388235294117646)","(3.7, 4.4, 4.368493150684932)","(5.5, 6.8, 6.449382716049383)","(101.0, 190.0, 158.0)","(21.0, 55.0, 42.0)","(10.0, 20.0, 17.25)","(4.0, 5.4, 5.24)","(5.0, 6.4, 6.300000000000001)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:51.130471,"(7.5, 9.6, 9.388235294117646)","(3.7, 4.4, 4.368493150684932)","(5.5, 6.8, 6.449382716049383)","(101.0, 190.0, 158.0)","(21.0, 55.0, 42.0)","(10.0, 20.0, 19.333333333333332)","(4.0, 5.4, 5.24)","(5.0, 6.4, 6.300000000000001)","(10.0, 15.5, 14.363636363636363)"
08-01-2023 13:00:52.273894,"(7.5, 9.6, 9.474418604651163)","(3.7, 4.4, 4.368493150684932)","(5.5, 6.8, 6.449382716049383)","(101.0, 190.0, 158.0)","(21.0, 55.0, 42.0)","(10.0, 20.0, 19.333333333333332)","(4.0, 5.4, 5.24)","(5.0, 6.4, 6.300000000000001)","(10.0, 15.5, 14.363636363636363)"
08-01-2023 13:00:53.492760,"(7.5, 9.6, 9.474418604651163)","(3.7, 4.4, 4.368493150684932)","(5.5, 6.8, 6.449382716049383)","(101.0, 190.0, 158.0)","(21.0, 55.0, 42.0)","(10.0, 20.0, 19.333333333333332)","(4.0, 5.4, 5.24)","(5.0, 6.4, 6.266666666666667)","(10.0, 15.5, 14.363636363636363)"
08-01-2023 13:00:54.740281,"(7.5, 9.6, 9.474418604651163)","(3.7, 4.4, 4.451515151515151)","(5.5, 6.8, 6.449382716049383)","(101.0, 190.0, 158.0)","(21.0, 55.0, 41.5)","(10.0, 20.0, 19.333333333333332)","(4.0, 5.4, 5.24)","(5.0, 6.4, 6.266666666666667)","(10.0, 15.5, 14.363636363636363)"
08-01-2023 13:00:56.029337,"(7.5, 9.6, 9.474418604651163)","(3.7, 4.5, 4.433333333333334)","(5.5, 6.8, 6.449382716049383)","(101.0, 190.0, 158.0)","(21.0, 55.0, 42.0)","(10.0, 20.0, 18.0)","(4.0, 5.4, 5.24)","(5.0, 6.4, 5.980887372013652)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:57.348012,"(7.5, 9.6, 9.474418604651163)","(3.7, 4.5, 4.433333333333334)","(5.5, 6.8, 6.449382716049383)","(101.0, 190.0, 158.0)","(21.0, 55.0, 42.0)","(10.0, 19.5, 18.0)","(4.0, 5.4, 5.24)","(5.0, 6.2, 5.980887372013652)","(10.0, 15.5, 14.071428571428571)"
08-01-2023 13:00:58.651375,"(7.5, 9.6, 9.474418604651163)","(3.7, 4.5, 4.433333333333334)","(5.5, 6.8, 6.449382716049383)","(101.0, 190.0, 158.0)","(21.0, 55.0, 44.6)","(10.0, 19.5, 18.6)","(4.0, 5.4, 5.24)","(5.0, 6.2, 5.980887372013652)","(10.0, 15.5, 14.5)"
08-01-2023 13:00:59.972562,"(7.5, 9.2, 9.155555555555555)","(3.7, 4.5, 4.42962962962963)","(5.5, 6.6, 6.433333333333334)","(101.0, 190.0, 158.0)","(21.0, 55.0, 47.57142857142857)","(10.0, 19.5, 18.166666666666668)","(4.0, 5.4, 5.2444444444444445)","(5.0, 6.2, 5.94921875)","(10.0, 15.5, 14.25)"
08-01-2023 13:01:01.293663,"(7.5, 9.2, 9.155555555555555)","(3.7, 4.5, 4.466666666666667)","(5.5, 6.6, 6.433333333333334)","(101.0, 190.0, 158.0)","(21.0, 55.0, 47.57142857142857)","(10.0, 19.5, 18.166666666666668)","(4.0, 5.4, 5.2444444444444445)","(5.0, 6.2, 5.939024390243903)","(10.0, 15.5, 14.25)"
08-01-2023 13:01:02.656754,"(7.5, 9.2, 9.155555555555555)","(3.7, 4.5, 4.466666666666667)","(5.5, 6.6, 6.433333333333334)","(101.0, 190.0, 158.0)","(21.0, 55.0, 47.57142857142857)","(10.0, 19.5, 18.5)","(4.0, 5.4, 5.2444444444444445)","(5.0, 6.2, 5.924463519313305)","(10.0, 15.5, 14.25)"
08-01-2023 13:01:03.987134,"(7.5, 9.2, 9.155555555555555)","(3.7, 4.5, 4.45)","(5.5, 6.6, 6.454545454545454)","(101.0, 190.0, 158.0)","(21.0, 55.0, 48.18181818181819)","(10.0, 19.5, 18.5)","(4.0, 5.4, 5.2444444444444445)","(5.0, 6.2, 5.944223107569721)","(10.0, 15.5, 14.25)"
08-01-2023 13:01:05.276880,"(7.5, 9.2, 9.155555555555555)","(3.7, 4.5, 4.45)","(5.5, 6.6, 6.454545454545454)","(101.0, 190.0, 158.0)","(21.0, 55.0, 48.18181818181819)","(10.0, 19.5, 16.4)","(4.0, 5.4, 5.2444444444444445)","(5.0, 6.2, 5.963793103448276)","(10.0, 15.5, 15.318181818181818)"
08-01-2023 13:01:06.603277,"(7.5, 9.2, 9.112)","(3.7, 4.6, 4.49)","(5.5, 6.6, 6.454545454545454)","(101.0, 190.0, 158.0)","(21.0, 55.0, 40.0)","(10.0, 18.5, 16.4)","(4.0, 5.4, 5.2444444444444445)","(5.0, 6.0, 5.785714285714286)","(10.0, 15.5, 15.318181818181818)"
08-01-2023 13:01:07.866383,"(7.5, 9.2, 9.080851063829787)","(3.7, 4.7, 4.58421052631579)","(5.5, 6.6, 6.454545454545454)","(101.0, 190.0, 158.0)","(21.0, 55.0, 40.0)","(10.0, 18.5, 16.4)","(4.0, 5.4, 5.2444444444444445)","(5.0, 5.9, 5.748648648648649)","(10.0, 15.5, 15.318181818181818)"
08-01-2023 13:01:09.220390,"(7.5, 9.2, 9.080851063829787)","(3.7, 4.7, 4.6066666666666665)","(5.5, 6.6, 6.454545454545454)","(101.0, 190.0, 158.0)","(21.0, 55.0, 48.18181818181819)","(10.0, 18.5, 16.4)","(4.0, 5.4, 5.2444444444444445)","(5.0, 5.8, 5.697297297297297)","(10.0, 15.5, 15.318181818181818)"
08-01-2023 13:01:10.532255,"(7.5, 9.2, 9.09433962264151)","(3.7, 4.7, 4.6066666666666665)","(5.5, 6.6, 6.454545454545454)","(101.0, 190.0, 158.0)","(21.0, 55.0, 48.18181818181819)","(10.0, 18.5, 16.4)","(4.0, 5.4, 5.2444444444444445)","(5.0, 5.8, 5.697297297297297)","(10.0, 15.5, 15.318181818181818)"
08-01-2023 13:01:11.845325,"(7.5, 9.2, 9.09433962264151)","(3.7, 4.7, 4.609090909090909)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 55.0, 48.18181818181819)","(10.0, 18.5, 16.666666666666668)","(4.0, 5.4, 5.2558139534883725)","(5.0, 5.8, 5.592592592592593)","(10.0, 15.5, 15.366666666666667)"
08-01-2023 13:01:13.146534,"(7.5, 9.2, 9.080851063829787)","(3.7, 4.8, 4.666666666666666)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 55.0, 48.18181818181819)","(10.0, 18.5, 16.666666666666668)","(4.0, 5.4, 5.2558139534883725)","(5.0, 5.7, 5.592592592592593)","(10.0, 15.5, 15.366666666666667)"
08-01-2023 13:01:14.526178,"(7.5, 9.2, 9.09433962264151)","(3.7, 4.8, 4.666666666666666)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 55.0, 36.75)","(10.0, 18.5, 16.666666666666668)","(4.0, 5.4, 5.2558139534883725)","(5.0, 5.7, 5.592592592592593)","(10.0, 15.5, 15.366666666666667)"
08-01-2023 13:01:15.744530,"(7.5, 9.2, 9.09433962264151)","(3.7, 4.8, 4.666666666666666)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 40.0, 36.75)","(10.0, 18.5, 16.666666666666668)","(4.0, 5.4, 5.2558139534883725)","(5.0, 5.7, 5.592592592592593)","(10.0, 15.5, 15.366666666666667)"
08-01-2023 13:01:16.932571,"(7.5, 9.2, 9.09433962264151)","(3.7, 4.8, 4.666666666666666)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 40.0, 38.44444444444444)","(10.0, 18.5, 16.666666666666668)","(4.0, 5.4, 5.5285714285714285)","(5.0, 5.7, 5.592592592592593)","(10.0, 15.5, 15.366666666666667)"
08-01-2023 13:01:18.131235,"(7.5, 9.2, 9.09433962264151)","(3.7, 4.8, 4.666666666666666)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 40.0, 38.44444444444444)","(10.0, 18.5, 16.666666666666668)","(4.0, 5.6, 5.5285714285714285)","(5.0, 5.7, 5.592592592592593)","(10.0, 15.5, 15.366666666666667)"
08-01-2023 13:01:19.488317,"(7.5, 9.2, 9.09433962264151)","(3.7, 4.8, 4.666666666666666)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 40.0, 35.6)","(10.0, 18.5, 16.666666666666668)","(4.0, 5.6, 5.5285714285714285)","(5.0, 5.7, 5.592592592592593)","(10.0, 15.5, 15.366666666666667)"
08-01-2023 13:01:20.857268,"(7.5, 9.2, 9.080851063829787)","(3.7, 4.8, 4.678260869565217)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 38.0, 34.0)","(10.0, 18.5, 16.666666666666668)","(4.0, 5.6, 5.58)","(5.0, 5.7, 5.592592592592593)","(10.0, 15.5, 15.366666666666667)"
08-01-2023 13:01:22.181451,"(7.5, 9.2, 9.080851063829787)","(3.7, 4.8, 4.678260869565217)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 36.0, 34.0)","(10.0, 18.5, 16.666666666666668)","(4.0, 5.6, 5.58)","(5.0, 5.7, 5.592592592592593)","(10.0, 15.5, 15.366666666666667)"
08-01-2023 13:01:23.578187,"(7.5, 9.2, 9.080851063829787)","(3.7, 4.8, 4.678260869565217)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 36.0, 34.0)","(10.0, 18.5, 16.666666666666668)","(4.0, 5.6, 5.58)","(5.0, 5.7, 5.541176470588235)","(10.0, 15.5, 15.357142857142858)"
08-01-2023 13:01:24.866037,"(7.5, 9.2, 9.080851063829787)","(3.7, 4.8, 4.678260869565217)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 36.0, 34.0)","(10.0, 18.5, 16.666666666666668)","(4.0, 5.6, 5.58)","(5.0, 5.6, 5.535)","(10.0, 15.5, 15.416666666666666)"
08-01-2023 13:01:26.050439,"(7.5, 9.2, 9.080851063829787)","(3.7, 4.8, 4.678260869565217)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 36.0, 34.0)","(10.0, 18.5, 16.666666666666668)","(4.0, 5.6, 5.58)","(5.0, 5.6, 5.535)","(10.0, 15.5, 15.416666666666666)"
08-01-2023 13:01:27.360332,"(7.5, 9.2, 9.080851063829787)","(3.7, 4.8, 4.678260869565217)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 36.0, 34.0)","(10.0, 18.5, 16.666666666666668)","(4.0, 5.6, 5.58)","(5.0, 5.6, 5.535)","(10.0, 15.5, 15.416666666666666)"
08-01-2023 13:01:28.691872,"(7.5, 9.2, 9.080851063829787)","(3.7, 4.8, 4.678260869565217)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 36.0, 34.0)","(10.0, 18.5, 16.666666666666668)","(4.0, 5.6, 5.757142857142857)","(5.0, 5.6, 5.535)","(10.0, 15.5, 15.45)"
08-01-2023 13:01:30.012160,"(7.5, 9.2, 9.080851063829787)","(3.7, 4.8, 4.678260869565217)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 36.0, 34.0)","(10.0, 18.5, 16.666666666666668)","(4.0, 5.8, 5.65)","(5.0, 5.6, 5.523529411764706)","(10.0, 15.5, 15.45)"
08-01-2023 13:01:31.281617,"(7.5, 9.2, 9.080851063829787)","(3.7, 4.8, 4.678260869565217)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 36.0, 34.0)","(10.0, 18.5, 17.09090909090909)","(4.0, 5.7, 5.735714285714286)","(5.0, 5.6, 5.523529411764706)","(10.0, 15.5, 15.45)"
08-01-2023 13:01:32.446306,"(7.5, 9.2, 9.080851063829787)","(3.7, 4.8, 4.678260869565217)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 36.0, 34.0)","(10.0, 18.0, 16.88888888888889)","(4.0, 5.8, 5.735714285714286)","(5.0, 5.6, 5.523529411764706)","(10.0, 15.5, 15.45)"
08-01-2023 13:01:33.715480,"(7.5, 9.2, 9.080851063829787)","(3.7, 4.8, 4.678260869565217)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 36.0, 33.42857142857143)","(10.0, 18.0, 16.88888888888889)","(4.0, 5.8, 5.683333333333334)","(5.0, 5.6, 5.5285714285714285)","(10.0, 15.5, 15.45)"
08-01-2023 13:01:34.963950,"(7.5, 9.2, 9.080851063829787)","(3.7, 4.8, 4.678260869565217)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 36.0, 33.42857142857143)","(10.0, 18.0, 16.88888888888889)","(4.0, 5.8, 5.6571428571428575)","(5.0, 5.7, 5.5285714285714285)","(10.0, 15.5, 15.45)"
08-01-2023 13:01:36.223253,"(7.5, 9.2, 9.080851063829787)","(3.7, 4.8, 4.678260869565217)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 36.0, 33.42857142857143)","(10.0, 18.0, 16.88888888888889)","(4.0, 5.7, 5.6571428571428575)","(5.0, 5.7, 5.5285714285714285)","(10.0, 15.5, 15.45)"
08-01-2023 13:01:37.718063,"(7.5, 9.2, 9.080851063829787)","(3.7, 4.8, 4.678260869565217)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 36.0, 33.42857142857143)","(10.0, 18.0, 16.88888888888889)","(4.0, 5.7, 5.6571428571428575)","(5.0, 5.7, 5.5285714285714285)","(10.0, 15.5, 15.45)"
08-01-2023 13:01:38.934952,"(7.5, 9.2, 9.080851063829787)","(3.7, 4.8, 4.678260869565217)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 36.0, 33.42857142857143)","(10.0, 18.0, 16.88888888888889)","(4.0, 5.7, 5.6571428571428575)","(5.0, 5.7, 5.5285714285714285)","(10.0, 15.5, 15.45)"
08-01-2023 13:01:40.207861,"(7.5, 9.2, 9.080851063829787)","(3.7, 4.8, 4.637499999999999)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 36.0, 33.42857142857143)","(10.0, 18.0, 16.88888888888889)","(4.0, 5.7, 5.6571428571428575)","(5.0, 5.7, 5.5285714285714285)","(10.0, 15.5, 15.45)"
08-01-2023 13:01:41.565867,"(7.5, 9.2, 9.080851063829787)","(3.7, 4.8, 4.637499999999999)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 36.0, 33.42857142857143)","(10.0, 18.0, 16.88888888888889)","(4.0, 5.7, 5.6571428571428575)","(5.0, 5.7, 5.5285714285714285)","(10.0, 15.5, 15.45)"
08-01-2023 13:01:42.924082,"(7.5, 9.2, 9.080851063829787)","(3.7, 4.8, 4.637499999999999)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 36.0, 33.42857142857143)","(10.0, 18.0, 16.88888888888889)","(4.0, 5.7, 5.6571428571428575)","(5.0, 5.7, 5.5285714285714285)","(10.0, 15.5, 15.45)"
08-01-2023 13:01:44.116710,"(7.5, 9.2, 9.080851063829787)","(3.7, 4.8, 4.637499999999999)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 36.0, 33.42857142857143)","(10.0, 18.0, 16.88888888888889)","(4.0, 5.7, 5.6571428571428575)","(5.0, 5.7, 5.5285714285714285)","(10.0, 15.5, 15.45)"
08-01-2023 13:01:45.427380,"(7.5, 9.2, 9.09433962264151)","(3.7, 4.7, 4.645)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 36.0, 33.42857142857143)","(10.0, 18.0, 16.88888888888889)","(4.0, 5.7, 5.6571428571428575)","(5.0, 5.7, 5.5285714285714285)","(10.0, 15.5, 15.45)"
08-01-2023 13:01:46.699097,"(7.5, 9.2, 9.09433962264151)","(3.7, 4.7, 4.608333333333333)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 36.0, 33.42857142857143)","(10.0, 18.0, 16.61111111111111)","(4.0, 5.7, 5.6571428571428575)","(5.0, 5.7, 5.5285714285714285)","(10.0, 15.5, 15.45)"
08-01-2023 13:01:47.976600,"(7.5, 9.2, 9.09433962264151)","(3.7, 4.7, 4.608333333333333)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 158.0)","(21.0, 36.0, 33.42857142857143)","(10.0, 17.5, 16.61111111111111)","(4.0, 5.7, 5.6571428571428575)","(5.0, 5.7, 5.475)","(10.0, 15.5, 15.45)"
08-01-2023 13:01:49.253985,"(7.5, 9.2, 9.14074074074074)","(3.7, 4.7, 4.635294117647058)","(5.5, 6.6, 6.448275862068965)","(101.0, 190.0, 136.66666666666666)","(21.0, 36.0, 30.666666666666668)","(10.0, 17.5, 16.5)","(4.0, 5.7, 5.676923076923077)","(5.0, 5.5, 5.514285714285714)","(10.0, 15.5, 16.3)"
08-01-2023 13:01:50.452796,"(7.5, 9.2, 9.176923076923076)","(3.7, 4.7, 4.675)","(5.5, 6.4, 6.344827586206897)","(101.0, 190.0, 143.33333333333334)","(21.0, 36.0, 31.333333333333332)","(10.0, 17.5, 16.5)","(4.0, 5.7, 5.76)","(5.0, 5.6, 5.386075949367089)","(10.0, 17.5, 16.5)"
08-01-2023 13:01:51.586718,"(7.5, 9.2, 9.164285714285715)","(3.7, 4.7, 4.675)","(5.5, 6.4, 6.344827586206897)","(101.0, 190.0, 143.33333333333334)","(21.0, 38.0, 31.333333333333332)","(10.0, 17.5, 16.5)","(4.0, 5.8, 5.76)","(5.0, 5.4, 5.386075949367089)","(10.0, 17.5, 16.5)"
08-01-2023 13:01:52.729948,"(7.5, 9.2, 9.17037037037037)","(3.7, 4.7, 4.645833333333333)","(5.5, 6.4, 6.346666666666667)","(101.0, 190.0, 143.33333333333334)","(21.0, 38.0, 31.333333333333332)","(10.0, 17.5, 16.642857142857142)","(4.0, 5.8, 5.77)","(5.0, 5.4, 5.386075949367089)","(10.0, 17.5, 16.75)"
08-01-2023 13:01:53.913123,"(7.5, 9.2, 9.17037037037037)","(3.7, 4.8, 4.709302325581396)","(5.5, 6.4, 6.346666666666667)","(101.0, 190.0, 143.33333333333334)","(21.0, 38.0, 31.333333333333332)","(10.0, 17.5, 16.642857142857142)","(4.0, 5.8, 5.77)","(5.0, 5.4, 5.386075949367089)","(10.0, 17.5, 16.75)"
08-01-2023 13:01:55.123448,"(7.5, 9.2, 9.17037037037037)","(3.7, 4.8, 4.71025641025641)","(5.5, 6.4, 6.346666666666667)","(101.0, 190.0, 143.33333333333334)","(21.0, 38.0, 31.333333333333332)","(10.0, 17.5, 16.642857142857142)","(4.0, 5.8, 5.77)","(5.0, 5.4, 5.386075949367089)","(10.0, 17.5, 16.75)"
08-01-2023 13:01:56.532988,"(7.5, 9.2, 9.17037037037037)","(3.7, 4.8, 4.71025641025641)","(5.5, 6.4, 6.346666666666667)","(101.0, 190.0, 143.33333333333334)","(21.0, 38.0, 31.333333333333332)","(10.0, 17.5, 16.642857142857142)","(4.0, 5.8, 5.77)","(5.0, 5.4, 5.386075949367089)","(10.0, 17.5, 16.75)"
