,Chromozone Nz,Cmonbabylitemyfire,Lollipop,Ingermarla,Alcatraz Girl,Princess Chilla,Mahindi Nz,Superior Delight,Eastbro Erin,Lady Of The Arts
12-01-2023 18:32:05.169444,"(101.0, 99999, 99990)","(3.0, 3.8, 3.7038461538461536)","(12.0, 18.5, 16.25)","(21.0, 29.0, 27.0)","(41.0, 70.0, 65.0)","(21.0, 48.0, 41.14285714285714)","(16.0, 99999, 99990)","(2.3, 3.3, 3.1799999999999997)","(21.0, 30.0, 23.571428571428573)","(5.0, 7.4, 6.955555555555556)"
12-01-2023 18:32:06.763901,"(101.0, 99999, 99990)","(3.0, 3.8, 3.7038461538461536)","(12.0, 18.5, 16.25)","(21.0, 29.0, 27.0)","(41.0, 70.0, 65.0)","(21.0, 48.0, 41.14285714285714)","(16.0, 99999, 99990)","(2.3, 3.3, 3.1875)","(21.0, 30.0, 23.571428571428573)","(5.0, 7.4, 6.955555555555556)"
12-01-2023 18:32:08.342236,"(101.0, 99999, 99990)","(3.0, 3.8, 3.7038461538461536)","(12.0, 18.5, 16.25)","(21.0, 29.0, 27.0)","(41.0, 70.0, 55.0)","(21.0, 48.0, 41.14285714285714)","(16.0, 99999, 99990)","(2.3, 3.3, 3.125)","(21.0, 30.0, 23.0)","(5.0, 7.4, 6.955555555555556)"
12-01-2023 18:32:09.854128,"(101.0, 99999, 99990)","(3.0, 3.8, 3.7038461538461536)","(12.0, 18.5, 16.25)","(21.0, 29.0, 28.25)","(41.0, 75.0, 55.0)","(21.0, 48.0, 41.14285714285714)","(16.0, 99999, 99990)","(2.3, 3.15, 3.125)","(21.0, 28.0, 23.0)","(5.0, 7.4, 6.955555555555556)"
12-01-2023 18:32:11.434673,"(101.0, 99999, 99990)","(3.0, 3.8, 3.7038461538461536)","(12.0, 18.5, 16.25)","(21.0, 29.0, 28.625)","(41.0, 75.0, 54.0)","(21.0, 48.0, 53.14285714285714)","(16.0, 99999, 99990)","(2.3, 3.15, 3.125)","(21.0, 28.0, 23.0)","(5.0, 7.4, 6.955555555555556)"
12-01-2023 18:32:12.933517,"(101.0, 99999, 99990)","(3.0, 3.8, 3.7038461538461536)","(12.0, 18.5, 16.25)","(21.0, 29.0, 28.625)","(41.0, 70.0, 52.5)","(21.0, 60.0, 48.666666666666664)","(16.0, 99999, 99990)","(2.3, 3.15, 3.138888888888889)","(21.0, 28.0, 23.0)","(5.0, 7.4, 6.955555555555556)"
12-01-2023 18:32:14.409672,"(101.0, 99999, 99990)","(3.0, 3.8, 3.7038461538461536)","(12.0, 18.5, 16.25)","(21.0, 29.0, 28.625)","(41.0, 70.0, 52.857142857142854)","(21.0, 55.0, 48.44444444444444)","(16.0, 99999, 99990)","(2.3, 3.15, 3.1333333333333333)","(21.0, 28.0, 23.0)","(5.0, 7.4, 6.466666666666667)"
12-01-2023 18:32:15.779145,"(101.0, 99999, 99990)","(3.0, 3.8, 3.7038461538461536)","(12.0, 18.5, 16.25)","(21.0, 29.0, 28.625)","(41.0, 70.0, 52.857142857142854)","(21.0, 50.0, 48.44444444444444)","(16.0, 99999, 99990)","(2.3, 3.15, 3.1333333333333333)","(21.0, 28.0, 23.0)","(5.0, 7.4, 6.466666666666667)"
12-01-2023 18:32:17.196637,"(101.0, 99999, 99990)","(3.0, 3.8, 3.7038461538461536)","(12.0, 18.5, 16.25)","(21.0, 29.0, 28.666666666666668)","(41.0, 70.0, 54.0)","(21.0, 50.0, 48.72727272727273)","(16.0, 99999, 99990)","(2.3, 3.15, 3.1333333333333333)","(21.0, 28.0, 23.0)","(5.0, 7.4, 6.866666666666667)"
12-01-2023 18:32:18.574802,"(101.0, 99999, 99990)","(3.0, 3.8, 3.7038461538461536)","(12.0, 18.5, 16.25)","(21.0, 29.0, 28.77777777777778)","(41.0, 70.0, 54.0)","(21.0, 50.0, 48.72727272727273)","(16.0, 99999, 99990)","(2.3, 3.15, 3.1333333333333333)","(21.0, 28.0, 23.0)","(5.0, 7.2, 6.485714285714286)"
12-01-2023 18:32:19.963709,"(101.0, 99999, 99990)","(3.0, 3.8, 3.7038461538461536)","(12.0, 18.5, 16.25)","(21.0, 42.0, 36.61538461538461)","(41.0, 70.0, 54.0)","(21.0, 50.0, 48.72727272727273)","(16.0, 99999, 99990)","(2.3, 3.15, 3.138888888888889)","(21.0, 28.0, 23.0)","(5.0, 7.2, 6.485714285714286)"
12-01-2023 18:32:21.822416,"(101.0, 99999, 99990)","(3.0, 3.8, 3.6833333333333336)","(12.0, 18.5, 16.25)","(21.0, 44.0, 37.33333333333333)","(41.0, 70.0, 54.0)","(21.0, 50.0, 45.81818181818181)","(16.0, 99999, 99990)","(2.3, 3.15, 3.138888888888889)","(21.0, 28.0, 23.0)","(5.0, 7.2, 6.485714285714286)"
12-01-2023 18:32:23.646201,"(101.0, 99999, 99990)","(3.0, 3.7, 3.772222222222222)","(12.0, 18.5, 16.25)","(21.0, 40.0, 30.833333333333332)","(41.0, 70.0, 54.0)","(21.0, 48.0, 45.81818181818181)","(16.0, 99999, 99990)","(2.3, 3.15, 3.1285714285714286)","(21.0, 28.0, 23.0)","(5.0, 7.2, 6.485714285714286)"
12-01-2023 18:32:26.549856,"(101.0, 99999, 99990)","(3.0, 3.8, 3.772222222222222)","(12.0, 18.5, 16.25)","(21.0, 40.0, 32.666666666666664)","(41.0, 70.0, 54.0)","(21.0, 48.0, 45.81818181818181)","(16.0, 99999, 99990)","(2.3, 3.2, 3.166666666666667)","(21.0, 28.0, 23.0)","(5.0, 7.2, 6.485714285714286)"
12-01-2023 18:32:28.530492,"(101.0, 99999, 99990)","(3.0, 3.8, 3.625)","(12.0, 19.0, 16.9)","(21.0, 40.0, 37.0)","(41.0, 70.0, 54.0)","(21.0, 48.0, 45.33333333333333)","(16.0, 99999, 99990)","(2.3, 3.25, 3.2)","(21.0, 28.0, 23.0)","(5.0, 7.2, 6.485714285714286)"
12-01-2023 18:32:30.266282,"(101.0, 99999, 99990)","(3.0, 3.8, 3.5375)","(12.0, 19.0, 18.1)","(21.0, 40.0, 35.875)","(41.0, 70.0, 54.0)","(21.0, 48.0, 45.33333333333333)","(16.0, 99999, 99990)","(2.3, 3.25, 3.2)","(21.0, 28.0, 23.714285714285715)","(5.0, 7.2, 6.533333333333333)"
12-01-2023 18:32:33.099891,"(101.0, 99999, 99990)","(3.0, 3.8, 3.5)","(12.0, 19.0, 17.615384615384617)","(21.0, 40.0, 33.5)","(41.0, 70.0, 54.0)","(21.0, 48.0, 45.33333333333333)","(16.0, 99999, 99990)","(2.3, 3.25, 3.2)","(21.0, 28.0, 23.714285714285715)","(5.0, 7.2, 6.533333333333333)"
12-01-2023 18:32:34.632811,"(101.0, 99999, 99990)","(3.0, 3.8, 3.5)","(12.0, 19.0, 17.615384615384617)","(21.0, 38.0, 33.5)","(41.0, 70.0, 54.0)","(21.0, 48.0, 45.33333333333333)","(16.0, 99999, 99990)","(2.3, 3.25, 3.2)","(21.0, 28.0, 23.714285714285715)","(5.0, 7.2, 6.6000000000000005)"
12-01-2023 18:32:36.153422,"(101.0, 99999, 99990)","(3.0, 3.8, 3.5)","(12.0, 19.0, 17.615384615384617)","(21.0, 38.0, 33.5)","(41.0, 70.0, 54.0)","(21.0, 48.0, 45.33333333333333)","(16.0, 99999, 99990)","(2.3, 3.25, 3.2)","(21.0, 28.0, 23.0)","(5.0, 7.2, 6.6000000000000005)"
12-01-2023 18:32:37.664906,"(101.0, 99999, 99990)","(3.0, 3.7, 3.5250000000000004)","(12.0, 19.0, 18.1)","(21.0, 38.0, 33.5)","(41.0, 70.0, 54.0)","(21.0, 48.0, 45.33333333333333)","(16.0, 99999, 99990)","(2.3, 3.25, 3.1999999999999997)","(21.0, 28.0, 24.4)","(5.0, 7.2, 6.6000000000000005)"
12-01-2023 18:32:39.193115,"(101.0, 99999, 99990)","(3.0, 3.7, 3.5)","(12.0, 19.0, 18.1)","(21.0, 38.0, 33.5)","(41.0, 70.0, 54.0)","(21.0, 48.0, 45.33333333333333)","(16.0, 99999, 99990)","(2.3, 3.3, 3.1999999999999997)","(21.0, 28.0, 25.0)","(5.0, 7.2, 6.6000000000000005)"
12-01-2023 18:32:40.743294,"(101.0, 99999, 99990)","(3.0, 3.7, 3.4375)","(12.0, 19.0, 18.1)","(21.0, 38.0, 33.5)","(41.0, 70.0, 54.0)","(21.0, 48.0, 45.33333333333333)","(16.0, 99999, 99990)","(2.3, 3.3, 3.1999999999999997)","(21.0, 28.0, 25.0)","(5.0, 7.2, 6.6000000000000005)"
12-01-2023 18:32:42.248442,"(101.0, 99999, 99990)","(3.0, 3.7, 3.3833333333333333)","(12.0, 19.0, 18.1)","(21.0, 38.0, 33.5)","(41.0, 70.0, 54.0)","(21.0, 48.0, 45.33333333333333)","(16.0, 99999, 99990)","(2.3, 3.3, 3.1999999999999997)","(21.0, 28.0, 23.5)","(5.0, 7.2, 6.6000000000000005)"
12-01-2023 18:32:44.085169,"(101.0, 99999, 99990)","(3.0, 3.4, 3.4375)","(12.0, 19.0, 18.1)","(21.0, 38.0, 33.5)","(41.0, 70.0, 54.0)","(21.0, 48.0, 45.33333333333333)","(16.0, 99999, 99990)","(2.3, 3.3, 3.1999999999999997)","(21.0, 26.0, 23.0)","(5.0, 7.2, 6.6000000000000005)"
12-01-2023 18:32:45.689998,"(101.0, 99999, 99990)","(3.0, 3.7, 3.4375)","(12.0, 19.0, 18.944444444444443)","(21.0, 38.0, 33.5)","(41.0, 70.0, 54.0)","(21.0, 48.0, 45.33333333333333)","(16.0, 99999, 99990)","(2.3, 3.3, 3.1999999999999997)","(21.0, 25.0, 22.5)","(5.0, 7.2, 6.6000000000000005)"
12-01-2023 18:32:47.611740,"(101.0, 99999, 99990)","(3.0, 3.7, 3.357142857142857)","(12.0, 19.0, 18.4)","(21.0, 38.0, 33.5)","(41.0, 70.0, 54.0)","(21.0, 48.0, 41.333333333333336)","(16.0, 99999, 99990)","(2.3, 3.3, 3.1999999999999997)","(21.0, 24.0, 22.5)","(5.0, 7.2, 6.6000000000000005)"
12-01-2023 18:32:49.350991,"(101.0, 99999, 99990)","(3.0, 3.7, 3.4749999999999996)","(12.0, 19.0, 18.4)","(21.0, 38.0, 33.5)","(41.0, 70.0, 54.0)","(21.0, 48.0, 41.333333333333336)","(16.0, 99999, 99990)","(2.3, 3.3, 3.1999999999999997)","(21.0, 24.0, 22.5)","(5.0, 7.2, 6.381818181818182)"
12-01-2023 18:32:51.020151,"(101.0, 99999, 99990)","(3.0, 3.65, 3.591666666666667)","(12.0, 19.0, 18.53846153846154)","(21.0, 38.0, 33.5)","(41.0, 70.0, 54.0)","(21.0, 48.0, 41.333333333333336)","(16.0, 99999, 99990)","(2.3, 3.3, 3.1999999999999997)","(21.0, 24.0, 22.5)","(5.0, 7.2, 6.381818181818182)"
12-01-2023 18:32:52.620952,"(101.0, 99999, 99990)","(3.0, 3.65, 3.5625)","(12.0, 19.0, 17.75)","(21.0, 38.0, 33.5)","(41.0, 70.0, 54.0)","(21.0, 48.0, 41.333333333333336)","(16.0, 99999, 99990)","(2.3, 3.3, 3.1999999999999997)","(21.0, 24.0, 21.8)","(5.0, 7.2, 6.381818181818182)"
12-01-2023 18:32:54.251575,"(101.0, 99999, 99990)","(3.0, 3.65, 3.5625)","(12.0, 18.0, 18.25)","(21.0, 38.0, 33.5)","(41.0, 70.0, 54.0)","(21.0, 48.0, 41.333333333333336)","(16.0, 99999, 99990)","(2.3, 3.3, 3.1999999999999997)","(21.0, 25.0, 23.0)","(5.0, 7.2, 6.381818181818182)"
12-01-2023 18:32:56.667722,"(101.0, 99999, 99990)","(3.0, 3.65, 3.5625)","(12.0, 18.5, 18.25)","(21.0, 38.0, 33.5)","(41.0, 70.0, 54.0)","(21.0, 48.0, 41.333333333333336)","(16.0, 99999, 99990)","(2.3, 3.3, 3.286206896551724)","(21.0, 25.0, 23.0)","(5.0, 7.2, 6.381818181818182)"
12-01-2023 18:32:58.392908,"(101.0, 99999, 99990)","(3.0, 3.65, 3.5625)","(12.0, 18.5, 19.333333333333332)","(21.0, 38.0, 33.5)","(41.0, 70.0, 54.0)","(21.0, 48.0, 41.333333333333336)","(16.0, 99999, 99990)","(2.3, 3.3, 3.197619047619048)","(21.0, 25.0, 23.0)","(5.0, 7.2, 6.381818181818182)"
12-01-2023 18:33:00.079979,"(101.0, 99999, 99990)","(3.0, 3.65, 3.5625)","(12.0, 19.5, 19.333333333333332)","(21.0, 38.0, 33.5)","(41.0, 70.0, 52.4)","(21.0, 48.0, 43.0)","(16.0, 99999, 99990)","(2.3, 3.2, 3.2199999999999998)","(21.0, 25.0, 22.5)","(5.0, 7.2, 6.381818181818182)"
12-01-2023 18:33:01.747728,"(101.0, 99999, 99990)","(2.9, 3.65, 3.5625)","(12.0, 19.5, 19.25)","(21.0, 38.0, 31.333333333333332)","(41.0, 70.0, 52.4)","(26.0, 48.0, 45.142857142857146)","(16.0, 99999, 99990)","(2.3, 3.3, 3.2375)","(21.0, 24.0, 22.5)","(5.0, 7.2, 6.381818181818182)"
12-01-2023 18:33:03.356317,"(101.0, 99999, 99990)","(2.9, 3.65, 3.45)","(12.0, 22.0, 20.5)","(21.0, 38.0, 31.333333333333332)","(41.0, 70.0, 52.4)","(26.0, 48.0, 48.285714285714285)","(16.0, 99999, 99990)","(2.3, 3.3, 3.2375)","(21.0, 24.0, 22.5)","(5.0, 7.2, 6.4)"
12-01-2023 18:33:04.988448,"(101.0, 99999, 99990)","(2.9, 3.7, 3.5526315789473686)","(12.0, 22.0, 19.5)","(21.0, 38.0, 33.0)","(41.0, 70.0, 52.4)","(26.0, 50.0, 50.75)","(16.0, 99999, 99990)","(2.3, 3.3, 3.175)","(21.0, 24.0, 22.5)","(5.0, 7.0, 6.4)"
12-01-2023 18:33:06.593343,"(101.0, 99999, 99990)","(2.9, 3.7, 3.5593023255813954)","(12.0, 22.0, 19.666666666666668)","(21.0, 36.0, 37.0)","(41.0, 70.0, 64.0)","(26.0, 55.0, 46.0)","(16.0, 99999, 99990)","(2.3, 3.3, 3.175)","(21.0, 24.0, 22.5)","(5.0, 7.0, 6.5200000000000005)"
12-01-2023 18:33:08.200885,"(101.0, 99999, 99990)","(2.9, 3.65, 3.593243243243243)","(12.0, 21.0, 19.5)","(21.0, 44.0, 39.6)","(41.0, 80.0, 61.5)","(26.0, 50.0, 46.57142857142857)","(16.0, 99999, 99990)","(2.3, 3.3, 3.2375)","(21.0, 24.0, 22.5)","(5.0, 6.8, 6.35)"
12-01-2023 18:33:09.974776,"(101.0, 99999, 99990)","(2.9, 3.65, 3.5527027027027027)","(12.0, 21.0, 20.0)","(21.0, 42.0, 33.333333333333336)","(41.0, 75.0, 64.5)","(26.0, 48.0, 44.0)","(16.0, 99999, 99990)","(2.3, 3.3, 3.225)","(21.0, 24.0, 22.5)","(5.0, 6.8, 6.08)"
12-01-2023 18:33:11.707470,"(101.0, 99999, 99990)","(2.9, 3.6, 3.577272727272727)","(12.0, 21.0, 19.5)","(20.0, 40.0, 32.666666666666664)","(41.0, 70.0, 64.2)","(26.0, 48.0, 43.333333333333336)","(16.0, 99999, 99990)","(2.4, 3.3, 3.2666666666666666)","(21.0, 24.0, 22.5)","(4.8, 6.6, 5.742857142857143)"
12-01-2023 18:33:13.356379,"(101.0, 99999, 99990)","(2.9, 3.6, 3.577272727272727)","(12.0, 21.0, 19.5)","(21.0, 38.0, 31.333333333333332)","(41.0, 75.0, 64.5)","(26.0, 50.0, 51.36363636363637)","(16.0, 99999, 99990)","(2.4, 3.35, 3.3)","(21.0, 24.0, 20.666666666666668)","(4.8, 6.6, 5.742857142857143)"
12-01-2023 18:33:14.981510,"(101.0, 99999, 99990)","(2.9, 3.6, 3.5722222222222224)","(12.0, 21.0, 18.75)","(21.0, 38.0, 32.0)","(41.0, 70.0, 64.5)","(26.0, 65.0, 50.714285714285715)","(16.0, 99999, 99990)","(2.4, 3.4, 3.3)","(21.0, 24.0, 20.666666666666668)","(4.8, 6.6, 5.742857142857143)"
12-01-2023 18:33:16.509882,"(101.0, 99999, 99990)","(2.9, 3.6, 3.56875)","(12.0, 21.0, 18.25)","(21.0, 38.0, 36.0)","(41.0, 70.0, 72.0)","(26.0, 55.0, 52.5)","(16.0, 99999, 99990)","(2.4, 3.4, 3.325)","(21.0, 24.0, 20.666666666666668)","(4.8, 6.6, 5.48)"
12-01-2023 18:33:18.100380,"(101.0, 99999, 99990)","(2.9, 3.6, 3.56875)","(13.0, 18.5, 20.666666666666668)","(21.0, 42.0, 36.0)","(41.0, 80.0, 70.0)","(26.0, 55.0, 48.0)","(16.0, 99999, 99990)","(2.4, 3.4, 3.325)","(19.0, 24.0, 20.666666666666668)","(4.8, 5.8, 5.433333333333334)"
12-01-2023 18:33:19.690933,"(101.0, 99999, 99990)","(2.9, 3.6, 3.56875)","(13.0, 21.0, 20.61111111111111)","(21.0, 42.0, 40.666666666666664)","(41.0, 80.0, 67.5)","(26.0, 60.0, 44.6)","(16.0, 99999, 99990)","(2.4, 3.4, 3.325)","(19.0, 24.0, 20.666666666666668)","(4.8, 5.5, 5.333333333333333)"
12-01-2023 18:33:21.315129,"(101.0, 99999, 99990)","(2.9, 3.6, 3.6840909090909095)","(13.0, 21.0, 20.045454545454547)","(21.0, 42.0, 40.0)","(41.0, 80.0, 67.5)","(26.0, 55.0, 46.333333333333336)","(16.0, 99999, 99990)","(2.4, 3.4, 3.3375)","(19.0, 24.0, 20.666666666666668)","(4.8, 5.4, 5.075)"
12-01-2023 18:33:22.958541,"(101.0, 99999, 99990)","(2.9, 3.7, 3.4833333333333334)","(13.0, 21.0, 19.642857142857142)","(21.0, 42.0, 39.0)","(41.0, 80.0, 67.5)","(26.0, 55.0, 46.333333333333336)","(16.0, 99999, 99990)","(2.4, 3.45, 3.33)","(19.0, 24.0, 20.666666666666668)","(4.8, 5.3, 5.03125)"
12-01-2023 18:33:24.608329,"(101.0, 99999, 99990)","(2.9, 3.65, 3.42)","(13.0, 20.0, 19.555555555555557)","(21.0, 42.0, 36.0)","(41.0, 80.0, 67.5)","(26.0, 55.0, 50.125)","(16.0, 99999, 99990)","(2.4, 3.45, 3.325)","(19.0, 24.0, 20.8)","(4.6, 5.2, 5.03125)"
12-01-2023 18:33:26.255550,"(101.0, 99999, 99990)","(2.9, 3.6, 3.5076923076923077)","(13.0, 20.0, 18.0)","(21.0, 44.0, 36.0)","(41.0, 80.0, 67.5)","(26.0, 55.0, 50.666666666666664)","(16.0, 99999, 99990)","(2.4, 3.4, 3.35)","(19.0, 24.0, 20.8)","(4.6, 5.2, 5.03125)"
12-01-2023 18:33:27.811291,"(101.0, 99999, 99990)","(2.9, 3.6, 3.61875)","(13.0, 20.0, 18.0)","(21.0, 44.0, 36.0)","(41.0, 80.0, 67.5)","(26.0, 55.0, 50.666666666666664)","(16.0, 99999, 99990)","(2.4, 3.45, 3.3)","(19.0, 24.0, 20.8)","(4.6, 5.2, 4.96)"
12-01-2023 18:33:29.318557,"(101.0, 99999, 99990)","(2.9, 3.65, 3.61875)","(13.0, 20.0, 18.0)","(21.0, 44.0, 38.0)","(41.0, 80.0, 67.5)","(26.0, 55.0, 50.666666666666664)","(16.0, 99999, 99990)","(2.4, 3.45, 3.3071428571428574)","(19.0, 24.0, 21.8)","(4.6, 5.2, 4.9875)"
12-01-2023 18:33:30.895197,"(101.0, 99999, 99990)","(2.9, 3.65, 3.6166666666666667)","(13.0, 20.0, 18.133333333333333)","(21.0, 44.0, 41.0)","(41.0, 80.0, 67.5)","(26.0, 55.0, 50.666666666666664)","(16.0, 99999, 99990)","(2.4, 3.45, 3.255)","(19.0, 23.0, 21.8)","(4.6, 5.1, 4.9875)"
12-01-2023 18:33:32.503616,"(101.0, 99999, 99990)","(2.9, 3.65, 3.5863636363636364)","(13.0, 20.0, 17.666666666666668)","(21.0, 44.0, 41.0)","(41.0, 80.0, 65.0)","(26.0, 55.0, 47.666666666666664)","(16.0, 99999, 99990)","(2.4, 3.3, 3.230769230769231)","(19.0, 23.0, 21.8)","(4.6, 5.1, 5.0181818181818185)"
12-01-2023 18:33:34.128907,"(101.0, 99999, 99990)","(2.9, 3.7, 3.6125)","(13.0, 20.0, 18.055555555555557)","(21.0, 44.0, 41.0)","(41.0, 80.0, 65.0)","(26.0, 55.0, 57.333333333333336)","(16.0, 99999, 99990)","(2.4, 3.3, 3.225)","(19.0, 23.0, 21.8)","(4.6, 5.1, 5.025)"
12-01-2023 18:33:35.691630,"(101.0, 99999, 99990)","(2.9, 3.65, 3.63125)","(13.0, 20.0, 18.9)","(21.0, 44.0, 42.285714285714285)","(41.0, 80.0, 66.0)","(26.0, 65.0, 49.25)","(16.0, 99999, 99990)","(2.4, 3.3, 3.2125)","(19.0, 23.0, 21.076923076923077)","(4.6, 5.1, 5.031578947368421)"
12-01-2023 18:33:37.280773,"(101.0, 99999, 99990)","(2.9, 3.65, 3.5714285714285716)","(13.0, 19.5, 19.22222222222222)","(21.0, 44.0, 38.666666666666664)","(41.0, 130.0, 61.875)","(26.0, 65.0, 50.666666666666664)","(16.0, 99999, 99990)","(2.4, 3.4, 3.2125)","(19.0, 23.0, 21.076923076923077)","(4.6, 5.1, 5.171428571428572)"
12-01-2023 18:33:38.903526,"(101.0, 99999, 99990)","(2.9, 3.6, 3.5846153846153848)","(13.0, 20.0, 19.22222222222222)","(21.0, 48.0, 40.72727272727273)","(41.0, 110.0, 59.583333333333336)","(26.0, 60.0, 55.42857142857143)","(16.0, 99999, 99990)","(2.4, 3.4, 3.1710526315789473)","(19.0, 23.0, 21.074074074074073)","(4.6, 5.2, 5.166037735849057)"
12-01-2023 18:33:40.493384,"(101.0, 99999, 99990)","(2.9, 3.6, 3.5892857142857144)","(13.0, 20.0, 17.857142857142858)","(21.0, 48.0, 38.0)","(41.0, 110.0, 61.42857142857143)","(26.0, 60.0, 50.666666666666664)","(16.0, 99999, 99990)","(2.4, 3.2, 3.36)","(19.0, 23.0, 21.074074074074073)","(4.6, 5.2, 5.21)"
12-01-2023 18:33:42.076345,"(101.0, 99999, 99990)","(2.9, 3.6, 3.5714285714285716)","(13.0, 20.0, 18.285714285714285)","(21.0, 46.0, 42.5)","(41.0, 100.0, 80.0)","(26.0, 60.0, 50.666666666666664)","(16.0, 99999, 99990)","(2.4, 3.4, 3.3)","(19.0, 23.0, 20.483870967741936)","(4.6, 5.3, 5.233333333333333)"
12-01-2023 18:33:43.671195,"(101.0, 99999, 99990)","(2.9, 3.6, 3.475)","(13.0, 20.0, 18.285714285714285)","(21.0, 46.0, 40.4)","(41.0, 95.0, 76.0)","(26.0, 60.0, 54.666666666666664)","(16.0, 99999, 99990)","(2.4, 3.4, 3.2333333333333334)","(19.0, 23.0, 20.180555555555557)","(4.6, 5.3, 5.433333333333334)"
12-01-2023 18:33:45.202863,"(101.0, 99999, 99990)","(2.9, 3.65, 3.5214285714285714)","(13.0, 20.0, 19.214285714285715)","(21.0, 46.0, 36.5)","(41.0, 90.0, 64.81818181818181)","(26.0, 60.0, 49.0)","(16.0, 99999, 99990)","(2.4, 3.4, 3.2875)","(19.0, 23.0, 21.0)","(4.6, 5.5, 5.433333333333334)"
12-01-2023 18:33:46.780706,"(101.0, 99999, 99990)","(2.9, 3.65, 3.55)","(13.0, 19.5, 18.38888888888889)","(21.0, 44.0, 38.0)","(41.0, 85.0, 53.333333333333336)","(26.0, 60.0, 44.0)","(16.0, 99999, 99990)","(2.4, 3.4, 3.425)","(19.0, 22.0, 20.242424242424242)","(4.6, 5.5, 5.474390243902439)"
12-01-2023 18:33:48.365346,"(101.0, 99999, 99990)","(2.9, 3.6, 3.4785714285714286)","(13.0, 19.5, 18.153846153846153)","(21.0, 42.0, 35.333333333333336)","(41.0, 80.0, 66.0)","(26.0, 48.0, 48.0)","(16.0, 99999, 99990)","(2.4, 3.5, 3.4166666666666665)","(19.0, 23.0, 21.09090909090909)","(4.6, 5.5, 5.3775)"
12-01-2023 18:33:50.025391,"(101.0, 99999, 99990)","(2.9, 3.65, 3.5214285714285714)","(13.0, 19.5, 17.333333333333332)","(21.0, 42.0, 38.0)","(41.0, 75.0, 70.5)","(26.0, 50.0, 48.0)","(16.0, 99999, 99990)","(2.4, 3.5, 3.4583333333333335)","(19.0, 22.0, 20.75)","(4.6, 5.4, 5.3725000000000005)"
12-01-2023 18:33:51.681266,"(101.0, 99999, 99990)","(2.9, 3.65, 3.57)","(13.0, 19.5, 15.85)","(21.0, 42.0, 38.0)","(41.0, 75.0, 59.42857142857143)","(26.0, 50.0, 47.5)","(16.0, 99999, 99990)","(2.4, 3.5, 3.4078947368421053)","(19.0, 22.0, 20.5)","(4.6, 5.4, 5.372307692307692)"
12-01-2023 18:33:53.271684,"(101.0, 99999, 99990)","(2.9, 3.65, 3.5636363636363635)","(13.0, 19.0, 16.40909090909091)","(21.0, 42.0, 38.666666666666664)","(41.0, 80.0, 55.111111111111114)","(26.0, 55.0, 48.57142857142857)","(16.0, 99999, 99990)","(2.4, 3.5, 3.428571428571429)","(19.0, 23.0, 20.483870967741936)","(4.6, 5.4, 5.308333333333334)"
12-01-2023 18:33:54.905623,"(101.0, 99999, 99990)","(2.9, 3.7, 3.5027777777777778)","(12.0, 18.0, 16.5)","(26.0, 42.0, 38.666666666666664)","(41.0, 80.0, 58.333333333333336)","(31.0, 55.0, 45.25)","(15.0, 99999, 99990)","(2.45, 3.5, 3.44)","(18.0, 23.0, 20.11111111111111)","(4.8, 5.4, 5.304761904761905)"
12-01-2023 18:33:56.453264,"(101.0, 99999, 99990)","(2.9, 3.6, 3.5027777777777778)","(12.0, 18.0, 16.0)","(26.0, 42.0, 36.44444444444444)","(41.0, 75.0, 70.0)","(31.0, 55.0, 45.25)","(15.0, 99999, 99990)","(2.45, 3.5, 3.44)","(18.0, 23.0, 20.11111111111111)","(4.8, 5.4, 5.294736842105263)"
12-01-2023 18:33:58.067058,"(101.0, 99999, 99990)","(2.9, 3.6, 3.522222222222222)","(12.0, 18.0, 17.125)","(26.0, 42.0, 36.44444444444444)","(41.0, 80.0, 72.5)","(31.0, 55.0, 45.25)","(15.0, 99999, 99990)","(2.45, 3.5, 3.392857142857143)","(18.0, 23.0, 20.391304347826086)","(4.8, 5.2, 5.133898305084745)"
12-01-2023 18:33:59.675848,"(101.0, 99999, 99990)","(2.9, 3.6, 3.5270833333333336)","(12.0, 17.5, 16.807692307692307)","(26.0, 42.0, 36.44444444444444)","(41.0, 80.0, 63.125)","(31.0, 55.0, 45.25)","(15.0, 99999, 99990)","(2.45, 3.5, 3.433333333333333)","(18.0, 23.0, 20.6)","(4.8, 5.2, 5.074999999999999)"
12-01-2023 18:34:01.271899,"(101.0, 99999, 99990)","(2.9, 3.6, 3.34390243902439)","(12.0, 17.5, 17.96153846153846)","(26.0, 42.0, 36.44444444444444)","(41.0, 85.0, 68.33333333333333)","(31.0, 55.0, 45.25)","(15.0, 99999, 99990)","(2.45, 3.5, 3.433333333333333)","(18.0, 23.0, 20.625)","(4.8, 5.2, 5.011627906976744)"
12-01-2023 18:34:02.934904,"(101.0, 99999, 99990)","(2.9, 3.6, 3.41875)","(12.0, 19.0, 17.384615384615383)","(26.0, 42.0, 36.44444444444444)","(41.0, 85.0, 70.0)","(31.0, 55.0, 47.2)","(15.0, 99999, 99990)","(2.45, 3.55, 3.4833333333333334)","(18.0, 24.0, 22.5)","(4.8, 5.1, 5.08)"
