,So Noble,Dovis Day,Eye Pee Oh Ready,Peggie Boom,Wicked Chance,Mishani Jewel,Bit Of Fun,Marshy,Mishani Platinum,Torque Is Savvy
06-01-2023 14:03:34.176137,"(4.8, 5.9, 5.752631578947368)","(19.0, 38.0, 36.35294117647059)","(8.5, 17.0, 16.352941176470587)","(1.65, 1.71, 1.7016666666666667)","(6.5, 10.5, 10.166666666666666)","(15.0, 38.0, 37.0)","(101.0, 260.0, 245.0)","(101.0, 400.0, 350.0)","(26.0, 80.0, 69.33333333333333)","(101.0, 400.0, 350.0)"
06-01-2023 14:03:35.500998,"(4.8, 5.9, 5.752631578947368)","(19.0, 38.0, 36.35294117647059)","(8.5, 17.0, 16.352941176470587)","(1.65, 1.71, 1.6942105263157894)","(6.5, 10.5, 10.764705882352942)","(15.0, 38.0, 37.0)","(101.0, 260.0, 245.0)","(101.0, 400.0, 350.0)","(26.0, 80.0, 69.33333333333333)","(101.0, 400.0, 350.0)"
06-01-2023 14:03:36.788307,"(4.8, 5.9, 5.772727272727273)","(19.0, 38.0, 35.84615384615385)","(8.5, 17.0, 16.476190476190474)","(1.65, 1.71, 1.6942105263157894)","(6.5, 11.0, 10.764705882352942)","(15.0, 38.0, 37.0)","(101.0, 260.0, 245.0)","(101.0, 400.0, 350.0)","(26.0, 80.0, 69.33333333333333)","(101.0, 400.0, 360.0)"
06-01-2023 14:03:38.074813,"(4.8, 5.9, 5.772727272727273)","(19.0, 38.0, 35.84615384615385)","(8.5, 17.0, 16.58823529411765)","(1.65, 1.71, 1.666111111111111)","(6.5, 11.0, 10.884615384615385)","(15.0, 38.0, 38.666666666666664)","(101.0, 260.0, 222.0)","(101.0, 400.0, 391.1111111111111)","(26.0, 80.0, 62.8)","(101.0, 400.0, 360.0)"
06-01-2023 14:03:39.388519,"(4.8, 6.2, 5.841025641025641)","(19.0, 38.0, 36.35294117647059)","(8.5, 17.0, 16.58823529411765)","(1.65, 1.68, 1.666984126984127)","(6.5, 11.5, 10.857142857142858)","(15.0, 44.0, 38.0)","(101.0, 270.0, 222.0)","(101.0, 400.0, 391.1111111111111)","(26.0, 85.0, 62.8)","(101.0, 400.0, 360.0)"
06-01-2023 14:03:40.701424,"(4.8, 6.2, 5.838095238095238)","(19.0, 38.0, 36.35294117647059)","(8.5, 17.0, 16.232558139534884)","(1.65, 1.68, 1.6693333333333333)","(6.5, 11.5, 10.681818181818182)","(15.0, 44.0, 38.54545454545455)","(101.0, 270.0, 222.0)","(101.0, 400.0, 391.1111111111111)","(26.0, 85.0, 62.8)","(101.0, 400.0, 360.0)"
06-01-2023 14:03:41.978709,"(4.8, 6.2, 5.838095238095238)","(19.0, 38.0, 36.35294117647059)","(8.5, 17.0, 16.232558139534884)","(1.65, 1.68, 1.6706666666666665)","(6.5, 11.5, 10.666666666666666)","(15.0, 44.0, 38.54545454545455)","(101.0, 270.0, 222.0)","(101.0, 400.0, 391.1111111111111)","(26.0, 85.0, 62.8)","(101.0, 400.0, 360.0)"
06-01-2023 14:03:43.368619,"(4.8, 6.2, 5.838095238095238)","(19.0, 38.0, 36.833333333333336)","(8.5, 17.0, 16.232558139534884)","(1.65, 1.68, 1.6696153846153845)","(6.5, 11.0, 10.555555555555555)","(15.0, 44.0, 38.54545454545455)","(101.0, 270.0, 222.0)","(101.0, 400.0, 391.1111111111111)","(26.0, 85.0, 62.8)","(101.0, 400.0, 360.0)"
06-01-2023 14:03:44.724810,"(4.8, 6.2, 5.838095238095238)","(19.0, 38.0, 36.833333333333336)","(8.5, 17.0, 16.232558139534884)","(1.65, 1.67, 1.6696153846153845)","(6.5, 11.0, 10.454545454545455)","(15.0, 44.0, 42.285714285714285)","(101.0, 270.0, 222.0)","(101.0, 400.0, 391.1111111111111)","(26.0, 85.0, 62.8)","(101.0, 400.0, 360.0)"
06-01-2023 14:03:46.022974,"(4.8, 6.2, 5.838095238095238)","(19.0, 38.0, 36.833333333333336)","(8.5, 17.0, 16.232558139534884)","(1.65, 1.67, 1.6763043478260868)","(6.5, 10.5, 10.444444444444445)","(15.0, 44.0, 42.285714285714285)","(101.0, 270.0, 222.0)","(101.0, 400.0, 391.1111111111111)","(26.0, 85.0, 62.8)","(101.0, 400.0, 360.0)"
06-01-2023 14:03:47.312651,"(4.8, 6.2, 5.838095238095238)","(19.0, 38.0, 36.833333333333336)","(8.5, 17.0, 16.232558139534884)","(1.65, 1.69, 1.6763043478260868)","(6.5, 10.5, 10.444444444444445)","(15.0, 44.0, 42.285714285714285)","(101.0, 270.0, 222.0)","(101.0, 400.0, 391.1111111111111)","(26.0, 85.0, 62.8)","(101.0, 400.0, 360.0)"
06-01-2023 14:03:48.608620,"(4.8, 6.2, 5.838095238095238)","(19.0, 38.0, 36.833333333333336)","(8.5, 17.0, 16.232558139534884)","(1.65, 1.69, 1.6783333333333332)","(6.5, 10.5, 10.444444444444445)","(15.0, 44.0, 42.285714285714285)","(101.0, 270.0, 222.0)","(101.0, 400.0, 391.1111111111111)","(26.0, 85.0, 69.33333333333333)","(101.0, 400.0, 360.0)"
06-01-2023 14:03:49.999834,"(4.8, 6.2, 5.838095238095238)","(19.0, 38.0, 36.92307692307692)","(8.5, 17.0, 16.232558139534884)","(1.65, 1.69, 1.6798387096774192)","(6.5, 10.5, 10.444444444444445)","(15.0, 44.0, 42.285714285714285)","(101.0, 270.0, 222.0)","(101.0, 400.0, 391.1111111111111)","(26.0, 80.0, 69.33333333333333)","(101.0, 400.0, 360.0)"
06-01-2023 14:03:51.302440,"(4.8, 6.2, 5.838095238095238)","(19.0, 38.0, 36.92307692307692)","(8.5, 17.0, 16.232558139534884)","(1.65, 1.69, 1.6819642857142856)","(6.5, 10.5, 10.1875)","(17.0, 44.0, 42.285714285714285)","(101.0, 270.0, 222.0)","(101.0, 400.0, 391.1111111111111)","(26.0, 80.0, 69.33333333333333)","(101.0, 400.0, 360.0)"
06-01-2023 14:03:52.600077,"(4.8, 6.2, 5.838095238095238)","(19.0, 38.0, 36.92307692307692)","(8.5, 17.0, 16.232558139534884)","(1.65, 1.69, 1.6819642857142856)","(6.5, 10.5, 10.1875)","(17.0, 44.0, 42.285714285714285)","(101.0, 270.0, 222.0)","(101.0, 400.0, 391.1111111111111)","(26.0, 80.0, 69.33333333333333)","(101.0, 400.0, 360.0)"
06-01-2023 14:03:53.934405,"(4.8, 6.2, 5.838095238095238)","(19.0, 38.0, 36.92307692307692)","(8.5, 17.0, 16.232558139534884)","(1.65, 1.69, 1.6819642857142856)","(6.5, 10.5, 10.1875)","(17.0, 44.0, 42.285714285714285)","(101.0, 270.0, 222.0)","(101.0, 400.0, 391.1111111111111)","(26.0, 80.0, 69.33333333333333)","(101.0, 400.0, 360.0)"
06-01-2023 14:03:55.218469,"(4.8, 6.2, 5.838095238095238)","(19.0, 38.0, 36.92307692307692)","(8.5, 17.0, 16.232558139534884)","(1.65, 1.69, 1.6824999999999999)","(6.5, 10.5, 10.1875)","(17.0, 44.0, 42.285714285714285)","(101.0, 270.0, 222.0)","(101.0, 400.0, 391.1111111111111)","(26.0, 80.0, 69.33333333333333)","(101.0, 400.0, 360.0)"
06-01-2023 14:03:56.545416,"(4.8, 6.2, 5.838095238095238)","(19.0, 38.0, 36.92307692307692)","(8.5, 17.0, 16.232558139534884)","(1.65, 1.69, 1.6861290322580644)","(6.5, 10.5, 10.1875)","(17.0, 44.0, 42.285714285714285)","(101.0, 270.0, 222.0)","(101.0, 400.0, 374.2105263157895)","(26.0, 80.0, 69.33333333333333)","(101.0, 400.0, 326.6666666666667)"
06-01-2023 14:03:57.817221,"(4.8, 6.2, 5.838095238095238)","(19.0, 38.0, 36.92307692307692)","(8.5, 17.0, 16.232558139534884)","(1.65, 1.69, 1.6861290322580644)","(6.5, 10.5, 10.1875)","(17.0, 44.0, 42.285714285714285)","(101.0, 270.0, 222.0)","(101.0, 390.0, 374.2105263157895)","(26.0, 80.0, 69.33333333333333)","(101.0, 390.0, 326.6666666666667)"
06-01-2023 14:03:59.114008,"(5.0, 6.2, 5.838095238095238)","(20.0, 38.0, 36.92307692307692)","(8.5, 17.0, 16.25)","(1.6, 1.69, 1.6861290322580644)","(7.0, 10.5, 10.1875)","(17.0, 44.0, 42.285714285714285)","(101.0, 270.0, 222.0)","(101.0, 390.0, 374.2105263157895)","(26.0, 80.0, 69.33333333333333)","(101.0, 390.0, 326.6666666666667)"
06-01-2023 14:04:00.371622,"(5.0, 6.2, 5.838095238095238)","(20.0, 38.0, 36.92307692307692)","(8.5, 17.0, 16.25)","(1.6, 1.69, 1.6861290322580644)","(7.0, 10.5, 10.1875)","(17.0, 44.0, 42.285714285714285)","(101.0, 270.0, 222.0)","(101.0, 390.0, 374.2105263157895)","(26.0, 80.0, 69.33333333333333)","(101.0, 390.0, 326.6666666666667)"
06-01-2023 14:04:01.694916,"(5.0, 6.2, 5.838095238095238)","(20.0, 38.0, 36.92307692307692)","(8.5, 17.0, 16.25)","(1.6, 1.69, 1.6861290322580644)","(7.0, 10.5, 10.1875)","(17.0, 44.0, 42.285714285714285)","(101.0, 270.0, 222.0)","(101.0, 390.0, 374.2105263157895)","(26.0, 80.0, 69.33333333333333)","(101.0, 390.0, 326.6666666666667)"
06-01-2023 14:04:03.088201,"(5.0, 6.2, 5.838095238095238)","(20.0, 38.0, 36.92307692307692)","(8.5, 17.0, 16.25)","(1.6, 1.69, 1.68625)","(7.0, 10.5, 10.1875)","(17.0, 44.0, 42.285714285714285)","(101.0, 270.0, 222.0)","(101.0, 390.0, 374.2105263157895)","(26.0, 80.0, 69.33333333333333)","(101.0, 390.0, 326.6666666666667)"
06-01-2023 14:04:04.518636,"(5.0, 6.2, 5.838095238095238)","(20.0, 38.0, 36.92307692307692)","(8.5, 17.0, 16.25)","(1.6, 1.69, 1.68625)","(7.0, 10.5, 10.1875)","(17.0, 44.0, 42.285714285714285)","(101.0, 270.0, 222.0)","(101.0, 390.0, 374.2105263157895)","(26.0, 80.0, 62.8)","(101.0, 390.0, 326.6666666666667)"
06-01-2023 14:04:05.846825,"(5.0, 6.2, 5.838095238095238)","(20.0, 38.0, 36.92307692307692)","(8.5, 17.0, 16.3125)","(1.6, 1.69, 1.6814285714285713)","(7.0, 10.5, 10.1875)","(17.0, 44.0, 42.285714285714285)","(101.0, 270.0, 222.0)","(101.0, 390.0, 374.2105263157895)","(26.0, 85.0, 62.8)","(101.0, 390.0, 326.6666666666667)"
06-01-2023 14:04:07.184633,"(5.0, 6.2, 5.838095238095238)","(20.0, 38.0, 36.666666666666664)","(8.5, 17.0, 16.289473684210527)","(1.6, 1.69, 1.6814285714285713)","(7.0, 10.5, 10.1875)","(17.0, 44.0, 42.285714285714285)","(101.0, 270.0, 222.0)","(101.0, 390.0, 374.2105263157895)","(26.0, 85.0, 62.8)","(101.0, 390.0, 326.6666666666667)"
06-01-2023 14:04:08.530710,"(5.0, 6.2, 5.838095238095238)","(20.0, 38.0, 36.666666666666664)","(8.5, 17.0, 16.289473684210527)","(1.6, 1.69, 1.6814285714285713)","(7.0, 10.5, 10.1875)","(17.0, 44.0, 36.63157894736842)","(101.0, 270.0, 222.0)","(101.0, 390.0, 374.2105263157895)","(26.0, 85.0, 62.8)","(101.0, 390.0, 326.6666666666667)"
06-01-2023 14:04:09.961765,"(5.0, 6.2, 5.838095238095238)","(20.0, 38.0, 36.666666666666664)","(8.5, 17.0, 16.289473684210527)","(1.6, 1.69, 1.6814285714285713)","(7.0, 10.5, 10.1875)","(17.0, 44.0, 36.63157894736842)","(101.0, 270.0, 222.0)","(101.0, 390.0, 374.2105263157895)","(26.0, 85.0, 62.8)","(101.0, 390.0, 326.6666666666667)"
06-01-2023 14:04:11.305678,"(5.0, 6.2, 5.869565217391305)","(20.0, 38.0, 36.666666666666664)","(8.5, 17.0, 16.289473684210527)","(1.6, 1.69, 1.6814285714285713)","(7.0, 10.5, 10.1875)","(17.0, 44.0, 36.63157894736842)","(101.0, 270.0, 222.0)","(101.0, 390.0, 374.2105263157895)","(26.0, 85.0, 62.8)","(101.0, 390.0, 326.6666666666667)"
06-01-2023 14:04:12.561318,"(5.0, 6.2, 5.876595744680851)","(20.0, 38.0, 36.666666666666664)","(8.5, 17.0, 16.289473684210527)","(1.6, 1.69, 1.6814285714285713)","(7.0, 10.5, 10.1875)","(17.0, 44.0, 36.63157894736842)","(101.0, 270.0, 225.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:13.872205,"(5.0, 6.0, 5.818181818181818)","(20.0, 38.0, 36.11764705882353)","(8.5, 17.0, 16.289473684210527)","(1.6, 1.69, 1.6814285714285713)","(7.0, 10.5, 10.25)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:15.281227,"(5.0, 6.0, 5.856521739130435)","(20.0, 38.0, 36.76923076923077)","(8.5, 17.0, 16.289473684210527)","(1.6, 1.69, 1.6814285714285713)","(7.0, 10.5, 10.205882352941176)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:16.684212,"(5.0, 5.9, 5.8500000000000005)","(20.0, 38.0, 36.76923076923077)","(8.5, 16.5, 16.314814814814813)","(1.6, 1.7, 1.6844)","(7.0, 10.5, 10.205882352941176)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:18.006538,"(5.0, 5.9, 5.8545454545454545)","(20.0, 38.0, 36.76923076923077)","(8.5, 16.5, 16.314814814814813)","(1.6, 1.71, 1.6848529411764706)","(7.0, 10.5, 10.205882352941176)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:19.340137,"(5.0, 5.9, 5.8545454545454545)","(20.0, 38.0, 36.76923076923077)","(8.5, 16.5, 16.314814814814813)","(1.6, 1.71, 1.6848529411764706)","(7.0, 10.5, 10.205882352941176)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:20.734683,"(5.0, 5.9, 5.833333333333334)","(20.0, 38.0, 36.76923076923077)","(8.5, 16.5, 16.314814814814813)","(1.6, 1.71, 1.6848529411764706)","(7.0, 10.5, 10.115384615384615)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:22.085452,"(5.0, 5.8, 5.7555555555555555)","(20.0, 38.0, 36.76923076923077)","(8.5, 16.5, 15.944444444444445)","(1.6, 1.71, 1.69)","(7.0, 10.5, 10.115384615384615)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:23.499804,"(5.0, 5.8, 5.685714285714285)","(20.0, 38.0, 36.76923076923077)","(8.5, 16.5, 16.333333333333332)","(1.6, 1.71, 1.69)","(7.0, 10.5, 10.115384615384615)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:24.858207,"(5.0, 5.8, 5.685714285714285)","(20.0, 38.0, 36.76923076923077)","(8.5, 16.5, 16.38888888888889)","(1.6, 1.71, 1.69)","(7.0, 10.5, 10.115384615384615)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:26.268216,"(5.0, 5.8, 5.6761904761904765)","(20.0, 38.0, 36.76923076923077)","(8.5, 16.5, 16.38888888888889)","(1.6, 1.71, 1.696)","(7.0, 10.5, 10.115384615384615)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:27.579765,"(5.0, 5.7, 5.652380952380953)","(20.0, 38.0, 36.76923076923077)","(9.0, 16.5, 16.404761904761905)","(1.6, 1.71, 1.696)","(7.0, 10.5, 10.115384615384615)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:28.844964,"(5.0, 5.7, 5.652380952380953)","(20.0, 38.0, 36.76923076923077)","(9.0, 16.5, 16.404761904761905)","(1.6, 1.71, 1.7040425531914893)","(7.0, 10.5, 10.25)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:30.170523,"(5.0, 5.7, 5.616666666666666)","(20.0, 38.0, 36.76923076923077)","(9.0, 16.5, 16.333333333333332)","(1.6, 1.71, 1.6972727272727273)","(7.0, 10.5, 10.25)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:31.509244,"(5.0, 5.7, 5.616666666666666)","(20.0, 38.0, 36.76923076923077)","(9.0, 16.5, 16.333333333333332)","(1.6, 1.71, 1.6958064516129032)","(7.0, 10.5, 10.142857142857142)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:32.966614,"(5.0, 5.7, 5.574999999999999)","(20.0, 38.0, 36.76923076923077)","(9.0, 16.5, 16.333333333333332)","(1.6, 1.7, 1.6881818181818182)","(7.0, 10.5, 10.142857142857142)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:34.278673,"(5.0, 5.6, 5.5874999999999995)","(20.0, 38.0, 36.76923076923077)","(9.0, 16.5, 16.333333333333332)","(1.6, 1.7, 1.6903703703703703)","(7.0, 10.5, 10.142857142857142)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:35.718330,"(5.0, 5.6, 5.5874999999999995)","(20.0, 38.0, 37.111111111111114)","(9.0, 16.5, 16.333333333333332)","(1.6, 1.7, 1.6903703703703703)","(7.0, 10.5, 10.142857142857142)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:36.979212,"(5.0, 5.6, 5.5874999999999995)","(20.0, 38.0, 37.111111111111114)","(9.0, 16.5, 16.333333333333332)","(1.6, 1.7, 1.689)","(7.0, 10.5, 10.363636363636363)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:38.197524,"(5.0, 5.7, 5.62)","(20.0, 38.0, 37.23809523809524)","(9.0, 16.5, 16.45)","(1.6, 1.71, 1.6949999999999998)","(7.0, 11.0, 10.5)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:39.467529,"(5.0, 5.8, 5.64)","(20.0, 38.0, 37.23809523809524)","(9.0, 16.5, 16.45)","(1.6, 1.7, 1.6949999999999998)","(7.0, 11.0, 10.5)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:40.894903,"(5.0, 5.8, 5.64)","(20.0, 38.0, 37.23809523809524)","(9.0, 16.5, 16.125)","(1.6, 1.7, 1.6876470588235293)","(7.0, 11.0, 10.416666666666666)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:42.348465,"(5.0, 5.8, 5.64)","(20.0, 38.0, 37.23809523809524)","(9.0, 17.0, 16.125)","(1.6, 1.69, 1.6858241758241759)","(7.0, 11.0, 10.416666666666666)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:43.760517,"(5.0, 5.8, 5.64)","(20.0, 38.0, 37.23809523809524)","(9.0, 17.0, 16.125)","(1.6, 1.69, 1.6858241758241759)","(7.0, 11.0, 10.416666666666666)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:45.086530,"(5.0, 5.8, 5.64)","(20.0, 38.0, 37.23809523809524)","(9.0, 17.0, 16.125)","(1.6, 1.69, 1.6858241758241759)","(7.0, 11.0, 10.416666666666666)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(26.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:46.391637,"(5.5, 5.8, 5.64)","(20.0, 38.0, 37.23809523809524)","(9.0, 17.0, 16.125)","(1.55, 1.69, 1.6882278481012658)","(7.5, 11.0, 10.416666666666666)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:47.746255,"(5.5, 5.8, 5.64)","(20.0, 38.0, 37.23809523809524)","(9.0, 17.0, 16.125)","(1.55, 1.69, 1.6882278481012658)","(7.5, 11.0, 10.533333333333333)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:49.122911,"(5.5, 5.8, 5.64)","(20.0, 38.0, 37.23809523809524)","(9.0, 17.0, 16.22222222222222)","(1.55, 1.69, 1.6882278481012658)","(7.5, 11.0, 10.533333333333333)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:50.510229,"(5.5, 5.8, 5.64)","(20.0, 38.0, 37.23809523809524)","(9.0, 17.0, 16.125)","(1.55, 1.69, 1.6882278481012658)","(7.5, 11.0, 10.666666666666666)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 232.5)","(101.0, 390.0, 375.0)","(31.0, 85.0, 81.0)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:51.912962,"(5.5, 5.8, 5.64)","(20.0, 38.0, 37.23809523809524)","(9.0, 17.0, 16.125)","(1.55, 1.69, 1.6882278481012658)","(7.5, 11.0, 10.461538461538462)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 232.5)","(101.0, 390.0, 303.3333333333333)","(31.0, 85.0, 82.5)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:53.230603,"(5.5, 5.8, 5.64)","(20.0, 38.0, 37.23809523809524)","(9.0, 17.0, 16.125)","(1.55, 1.69, 1.6882278481012658)","(7.5, 11.0, 10.461538461538462)","(17.0, 44.0, 41.333333333333336)","(101.0, 270.0, 232.5)","(101.0, 390.0, 303.3333333333333)","(31.0, 85.0, 82.5)","(101.0, 390.0, 323.3333333333333)"
06-01-2023 14:04:54.547721,"(5.5, 5.8, 5.64)","(20.0, 38.0, 37.23809523809524)","(9.0, 17.0, 16.125)","(1.55, 1.69, 1.6882278481012658)","(7.5, 11.0, 10.664)","(17.0, 44.0, 40.5)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 85.0, 85.0)","(101.0, 390.0, 326.6666666666667)"
06-01-2023 14:04:56.043257,"(5.5, 5.8, 5.64)","(20.0, 38.0, 37.23809523809524)","(9.0, 17.0, 16.125)","(1.55, 1.69, 1.6882278481012658)","(7.5, 11.0, 10.4)","(17.0, 44.0, 39.333333333333336)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 100.0, 85.0)","(101.0, 390.0, 326.6666666666667)"
06-01-2023 14:04:57.511755,"(5.5, 5.8, 5.64)","(20.0, 38.0, 37.23809523809524)","(9.0, 17.0, 16.125)","(1.55, 1.69, 1.6882278481012658)","(7.5, 11.0, 10.505882352941176)","(17.0, 44.0, 37.0)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 100.0, 84.0)","(101.0, 390.0, 326.6666666666667)"
06-01-2023 14:04:58.862851,"(5.5, 5.8, 5.64)","(20.0, 38.0, 37.23809523809524)","(9.0, 17.0, 16.125)","(1.55, 1.69, 1.6882278481012658)","(7.5, 11.0, 10.634782608695652)","(17.0, 44.0, 36.57142857142857)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 100.0, 88.63636363636363)","(101.0, 390.0, 326.6666666666667)"
06-01-2023 14:05:00.163222,"(5.5, 5.8, 5.6499999999999995)","(20.0, 38.0, 37.23809523809524)","(9.0, 17.0, 16.125)","(1.55, 1.69, 1.6882278481012658)","(7.5, 11.0, 10.634782608695652)","(17.0, 44.0, 36.57142857142857)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 95.0, 88.63636363636363)","(101.0, 390.0, 326.6666666666667)"
06-01-2023 14:05:01.449964,"(5.5, 5.8, 5.6499999999999995)","(20.0, 38.0, 37.23809523809524)","(9.0, 17.0, 16.125)","(1.55, 1.69, 1.6882278481012658)","(7.5, 11.0, 10.3)","(17.0, 44.0, 36.57142857142857)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 95.0, 88.63636363636363)","(101.0, 390.0, 326.6666666666667)"
06-01-2023 14:05:02.795127,"(5.5, 5.8, 5.6499999999999995)","(20.0, 38.0, 37.23809523809524)","(9.0, 17.0, 16.125)","(1.55, 1.69, 1.6882278481012658)","(7.5, 11.0, 10.3)","(17.0, 44.0, 36.57142857142857)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 95.0, 88.63636363636363)","(101.0, 390.0, 326.6666666666667)"
06-01-2023 14:05:04.648251,"(5.5, 5.8, 5.6499999999999995)","(20.0, 38.0, 37.23809523809524)","(9.0, 17.0, 16.125)","(1.55, 1.69, 1.6882278481012658)","(7.5, 11.0, 10.3)","(17.0, 44.0, 38.0)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 95.0, 84.54545454545455)","(101.0, 390.0, 326.6666666666667)"
