,So Noble,Dovis Day,Eye Pee Oh Ready,Peggie Boom,Wicked Chance,Mishani Jewel,Bit Of Fun,Marshy,Mishani Platinum,Torque Is Savvy
06-01-2023 14:12:05.319174,"(4.0, 5.4, 5.385321100917431)","(26.0, 42.0, 41.5)","(13.0, 17.5, 17.236842105263158)","(1.5, 1.64, 1.6412959381044487)","(9.0, 11.0, 10.81904761904762)","(31.0, 65.0, 61.904761904761905)","(101.0, 970.0, 735.0)","(101.0, 430.0, 388.3333333333333)","(81.0, 400.0, 300.0)","(101.0, 260.0, 246.38888888888889)"
06-01-2023 14:12:06.995101,"(4.0, 5.4, 5.3858407079646025)","(26.0, 42.0, 41.5)","(12.0, 17.5, 17.28723404255319)","(1.5, 1.65, 1.6424125230202578)","(9.0, 11.0, 10.81904761904762)","(31.0, 65.0, 61.904761904761905)","(101.0, 970.0, 700.0)","(101.0, 430.0, 388.3333333333333)","(81.0, 400.0, 300.0)","(101.0, 310.0, 302.258064516129)"
06-01-2023 14:12:08.713981,"(4.0, 5.4, 5.38562874251497)","(26.0, 42.0, 40.48979591836735)","(12.0, 17.5, 17.245454545454546)","(1.5, 1.65, 1.6428358208955223)","(9.0, 11.0, 10.81904761904762)","(31.0, 65.0, 61.904761904761905)","(101.0, 900.0, 700.0)","(101.0, 430.0, 388.3333333333333)","(81.0, 400.0, 300.0)","(101.0, 310.0, 302.5)"
06-01-2023 14:12:10.189905,"(4.0, 5.4, 5.38562874251497)","(26.0, 42.0, 39.6986301369863)","(12.0, 17.5, 16.78125)","(1.5, 1.65, 1.6529377431906613)","(9.0, 11.0, 10.71)","(31.0, 65.0, 61.904761904761905)","(101.0, 900.0, 700.0)","(101.0, 430.0, 388.3333333333333)","(81.0, 400.0, 300.0)","(101.0, 310.0, 302.5)"
06-01-2023 14:12:11.664498,"(4.0, 5.3, 5.269902912621359)","(26.0, 42.0, 39.6986301369863)","(12.0, 17.0, 16.78125)","(1.5, 1.66, 1.6529377431906613)","(9.0, 11.0, 10.71)","(31.0, 65.0, 61.904761904761905)","(101.0, 900.0, 700.0)","(101.0, 430.0, 388.3333333333333)","(81.0, 400.0, 300.0)","(101.0, 310.0, 302.5)"
06-01-2023 14:12:13.067068,"(4.0, 5.3, 5.245614035087719)","(26.0, 42.0, 39.6986301369863)","(12.0, 17.0, 16.67241379310345)","(1.5, 1.66, 1.657703150912106)","(9.0, 11.0, 10.804166666666667)","(31.0, 65.0, 62.17391304347826)","(101.0, 900.0, 830.0)","(101.0, 430.0, 388.3333333333333)","(81.0, 400.0, 300.0)","(101.0, 310.0, 302.5)"
06-01-2023 14:12:14.635582,"(4.0, 5.2, 5.185217391304348)","(26.0, 42.0, 39.74647887323944)","(12.0, 17.0, 16.67241379310345)","(1.5, 1.66, 1.658622754491018)","(9.0, 11.0, 10.81640625)","(31.0, 65.0, 62.291666666666664)","(101.0, 900.0, 830.0)","(101.0, 430.0, 388.3333333333333)","(81.0, 400.0, 260.0)","(101.0, 310.0, 302.258064516129)"
06-01-2023 14:12:16.394265,"(4.0, 5.2, 5.1482758620689655)","(26.0, 42.0, 39.743589743589745)","(12.0, 17.0, 16.331858407079647)","(1.5, 1.66, 1.6695967741935482)","(9.0, 11.0, 10.829268292682928)","(31.0, 65.0, 62.291666666666664)","(101.0, 900.0, 830.0)","(101.0, 430.0, 388.3333333333333)","(81.0, 500.0, 266.0)","(101.0, 310.0, 302.258064516129)"
06-01-2023 14:12:18.059049,"(4.0, 5.2, 5.09153605015674)","(26.0, 40.0, 39.73684210526316)","(12.0, 16.5, 16.304878048780488)","(1.5, 1.68, 1.6725892857142857)","(9.0, 11.0, 10.827868852459016)","(31.0, 65.0, 62.4)","(101.0, 900.0, 830.0)","(101.0, 430.0, 397.39130434782606)","(81.0, 530.0, 272.0)","(101.0, 310.0, 302.258064516129)"
06-01-2023 14:12:19.721519,"(4.0, 5.1, 5.091793313069909)","(26.0, 40.0, 37.733333333333334)","(12.0, 16.5, 16.304878048780488)","(1.5, 1.68, 1.6775700934579438)","(9.0, 11.0, 10.826446280991735)","(31.0, 65.0, 62.4)","(101.0, 900.0, 830.0)","(101.0, 430.0, 397.39130434782606)","(81.0, 560.0, 379.0)","(101.0, 310.0, 302.258064516129)"
06-01-2023 14:12:21.314110,"(4.0, 5.1, 4.971287128712872)","(26.0, 38.0, 37.74193548387097)","(12.0, 16.5, 16.357798165137616)","(1.5, 1.68, 1.6758823529411764)","(9.0, 11.0, 10.982758620689655)","(31.0, 65.0, 62.5)","(101.0, 900.0, 830.0)","(101.0, 430.0, 397.39130434782606)","(81.0, 400.0, 379.0)","(101.0, 310.0, 302.5)"
06-01-2023 14:12:22.817039,"(4.0, 5.0, 5.140000000000001)","(26.0, 38.0, 37.41935483870968)","(12.0, 16.5, 16.261111111111113)","(1.5, 1.68, 1.664742857142857)","(9.0, 11.0, 10.590909090909092)","(31.0, 65.0, 61.8)","(101.0, 900.0, 776.6666666666666)","(101.0, 430.0, 388.3333333333333)","(81.0, 400.0, 350.0)","(101.0, 310.0, 292.9032258064516)"
06-01-2023 14:12:24.202958,"(4.0, 5.5, 5.4)","(26.0, 38.0, 37.61290322580645)","(12.0, 16.5, 16.287610619469028)","(1.5, 1.67, 1.6654523227383862)","(9.0, 11.0, 10.007407407407408)","(31.0, 65.0, 62.4)","(101.0, 890.0, 776.6666666666666)","(101.0, 430.0, 397.39130434782606)","(81.0, 390.0, 350.0)","(101.0, 300.0, 292.9032258064516)"
06-01-2023 14:12:25.555197,"(4.0, 5.4, 5.301315789473684)","(26.0, 38.0, 38.971428571428575)","(12.0, 16.5, 16.300925925925927)","(1.5, 1.67, 1.6675620767494357)","(9.0, 10.5, 10.278217821782178)","(31.0, 65.0, 63.0)","(101.0, 890.0, 776.6666666666666)","(101.0, 430.0, 395.90909090909093)","(81.0, 390.0, 350.0)","(101.0, 300.0, 292.9032258064516)"
06-01-2023 14:12:26.837978,"(4.0, 5.4, 5.329245283018868)","(26.0, 40.0, 38.971428571428575)","(12.0, 16.5, 16.300925925925927)","(1.5, 1.67, 1.6675620767494357)","(9.0, 10.5, 10.278217821782178)","(31.0, 65.0, 63.0)","(101.0, 890.0, 776.6666666666666)","(101.0, 430.0, 395.90909090909093)","(81.0, 390.0, 350.0)","(101.0, 300.0, 292.9032258064516)"
06-01-2023 14:12:28.194034,"(4.0, 5.5, 5.3612244897959185)","(26.0, 38.0, 37.75757575757576)","(12.0, 16.5, 16.195945945945947)","(1.5, 1.66, 1.6576651982378854)","(9.0, 10.5, 9.918461538461539)","(31.0, 65.0, 63.095238095238095)","(101.0, 890.0, 776.6666666666666)","(101.0, 430.0, 394.2857142857143)","(81.0, 390.0, 350.0)","(101.0, 300.0, 291.85185185185185)"
06-01-2023 14:12:29.566067,"(4.0, 5.5, 5.440625)","(26.0, 38.0, 38.666666666666664)","(12.0, 16.5, 16.2125)","(1.5, 1.66, 1.6581818181818182)","(9.0, 10.5, 10.117525773195876)","(31.0, 65.0, 63.18181818181818)","(101.0, 890.0, 770.0)","(101.0, 430.0, 385.0)","(81.0, 390.0, 350.0)","(101.0, 300.0, 292.1428571428571)"
06-01-2023 14:12:30.991947,"(4.0, 5.5, 5.26)","(26.0, 40.0, 38.6)","(12.0, 16.5, 16.226666666666667)","(1.5, 1.66, 1.6617826086956522)","(9.0, 10.5, 10.175454545454546)","(31.0, 65.0, 62.666666666666664)","(101.0, 880.0, 816.6666666666667)","(101.0, 430.0, 385.0)","(81.0, 390.0, 350.0)","(101.0, 300.0, 286.6666666666667)"
06-01-2023 14:12:32.402250,"(4.0, 5.3, 5.403225806451613)","(26.0, 40.0, 40.666666666666664)","(12.0, 16.5, 11.75609756097561)","(1.5, 1.67, 1.6735652173913043)","(9.0, 10.5, 11.032051282051283)","(31.0, 65.0, 67.5)","(101.0, 880.0, 750.0)","(101.0, 430.0, 395.0)","(81.0, 390.0, 663.8461538461538)","(101.0, 300.0, 296.6666666666667)"
06-01-2023 14:12:33.756928,"(4.0, 5.5, 5.53125)","(26.0, 44.0, 38.666666666666664)","(12.0, 12.0, 11.927536231884059)","(1.5, 1.68, 1.655972850678733)","(9.0, 11.5, 11.525316455696203)","(31.0, 80.0, 73.18181818181819)","(101.0, 1000.0, 772.7272727272727)","(101.0, 430.0, 397.6923076923077)","(81.0, 960.0, 685.0)","(101.0, 380.0, 296.6666666666667)"
06-01-2023 14:12:35.102813,"(4.0, 5.7, 5.673076923076923)","(26.0, 40.0, 39.333333333333336)","(12.0, 12.0, 12.282608695652174)","(1.5, 1.66, 1.640919540229885)","(9.0, 12.0, 11.552173913043479)","(31.0, 80.0, 73.18181818181819)","(101.0, 1000.0, 583.3333333333334)","(101.0, 430.0, 376.6666666666667)","(81.0, 960.0, 326.6666666666667)","(101.0, 380.0, 296.6666666666667)"
06-01-2023 14:12:36.484891,"(4.0, 5.7, 5.673076923076923)","(26.0, 40.0, 40.0)","(12.0, 12.5, 12.13)","(1.5, 1.65, 1.6359090909090908)","(9.0, 12.0, 12.021428571428572)","(31.0, 80.0, 69.54545454545455)","(101.0, 1000.0, 583.3333333333334)","(101.0, 430.0, 376.6666666666667)","(81.0, 960.0, 327.5)","(101.0, 380.0, 296.6666666666667)"
06-01-2023 14:12:37.902721,"(4.0, 5.7, 5.640909090909091)","(26.0, 42.0, 40.666666666666664)","(12.0, 12.5, 12.13)","(1.5, 1.64, 1.6337931034482758)","(9.0, 12.5, 12.028688524590164)","(31.0, 70.0, 66.85185185185185)","(101.0, 1000.0, 816.6666666666666)","(101.0, 430.0, 376.6666666666667)","(81.0, 710.0, 326.6666666666667)","(101.0, 380.0, 296.6666666666667)"
06-01-2023 14:12:39.311377,"(4.0, 5.7, 5.453246753246753)","(26.0, 42.0, 41.2)","(11.0, 12.5, 12.134146341463415)","(1.5, 1.64, 1.654304932735426)","(9.0, 12.5, 11.848765432098766)","(31.0, 70.0, 66.92307692307692)","(101.0, 1000.0, 816.6666666666666)","(101.0, 430.0, 377.5)","(81.0, 960.0, 326.6666666666667)","(101.0, 380.0, 296.6666666666667)"
06-01-2023 14:12:40.674220,"(4.0, 5.5, 5.143283582089552)","(26.0, 42.0, 43.2)","(11.0, 12.5, 12.806451612903226)","(1.5, 1.66, 1.676160458452722)","(9.0, 12.0, 11.968944099378882)","(31.0, 70.0, 68.14814814814815)","(101.0, 1000.0, 824.0)","(101.0, 430.0, 385.0)","(81.0, 960.0, 456.6666666666667)","(101.0, 380.0, 300.0)"
06-01-2023 14:12:42.025041,"(4.4, 5.2, 5.0)","(26.0, 46.0, 42.69230769230769)","(12.0, 13.0, 13.0)","(1.5, 1.68, 1.6808695652173913)","(10.0, 12.0, 11.979289940828401)","(31.0, 70.0, 68.21428571428571)","(101.0, 1000.0, 824.0)","(101.0, 430.0, 390.0)","(81.0, 970.0, 456.6666666666667)","(101.0, 380.0, 300.0)"
06-01-2023 14:12:43.405941,"(4.4, 5.0, 4.981196581196581)","(26.0, 44.0, 42.69230769230769)","(12.0, 13.5, 13.134615384615385)","(1.5, 1.69, 1.6918987341772151)","(10.0, 12.0, 12.278846153846153)","(31.0, 70.0, 68.14814814814815)","(101.0, 1000.0, 824.0)","(101.0, 430.0, 390.0)","(81.0, 970.0, 456.6666666666667)","(101.0, 380.0, 300.0)"
06-01-2023 14:12:44.817825,"(4.2, 4.9, 4.784745762711864)","(26.0, 44.0, 42.69230769230769)","(12.0, 13.5, 12.887096774193548)","(1.5, 1.7, 1.6902189781021897)","(10.0, 12.5, 12.25)","(31.0, 70.0, 68.14814814814815)","(101.0, 1000.0, 824.0)","(101.0, 430.0, 390.0)","(81.0, 970.0, 456.6666666666667)","(101.0, 380.0, 300.0)"
06-01-2023 14:12:46.349930,"(4.2, 4.9, 5.2105263157894735)","(26.0, 44.0, 41.57142857142857)","(12.0, 13.0, 12.846153846153847)","(1.5, 1.7, 1.6606842105263158)","(10.0, 12.5, 12.207070707070708)","(31.0, 70.0, 67.82608695652173)","(101.0, 1000.0, 666.6666666666666)","(101.0, 430.0, 385.0)","(81.0, 970.0, 326.6666666666667)","(101.0, 380.0, 300.0)"
06-01-2023 14:12:47.785636,"(4.4, 5.3, 5.2727272727272725)","(26.0, 42.0, 41.0)","(12.0, 13.0, 18.785714285714285)","(1.5, 1.67, 1.7075)","(10.0, 12.5, 13.142857142857142)","(31.0, 70.0, 77.33333333333334)","(101.0, 1000.0, 5049.5)","(101.0, 430.0, 9503.55)","(81.0, 960.0, 321.25)","(101.0, 380.0, 9527.142857142857)"
06-01-2023 14:12:49.259738,"(4.4, 6.0, 5.28)","(26.0, 50.0, 41.0)","(12.0, 25.0, 11.7)","(1.5, 1.77, 1.6598305084745761)","(10.0, 13.5, 13.142857142857142)","(31.0, 160.0, 77.33333333333334)","(101.0, 99999, 8407.5)","(101.0, 99999, 9503.55)","(81.0, 1000.0, 5047.0)","(101.0, 99999, 9527.142857142857)"
06-01-2023 14:12:50.913983,"(4.4, 6.0, 4.9523809523809526)","(26.0, 50.0, 39.0)","(12.0, 12.0, 19.5625)","(1.5, 1.77, 1.6598305084745761)","(10.0, 13.5, 11.833333333333334)","(31.0, 160.0, 83.0)","(101.0, 99999, 9175.75)","(101.0, 99999, 9503.55)","(81.0, 99999, 9100.0)","(101.0, 99999, 9527.142857142857)"
06-01-2023 14:12:52.517745,"(4.4, 6.0, 5.37037037037037)","(26.0, 50.0, 39.0)","(12.0, 25.0, 17.75)","(1.5, 1.77, 1.7366666666666666)","(10.0, 13.5, 5.909090909090909)","(31.0, 130.0, 83.0)","(101.0, 99999, 9175.75)","(101.0, 99999, 9503.55)","(81.0, 99999, 9100.0)","(101.0, 99999, 9527.142857142857)"
06-01-2023 14:12:53.907345,"(4.4, 6.0, 5.37037037037037)","(26.0, 50.0, 39.0)","(12.0, 25.0, 17.642857142857142)","(1.5, 1.77, 1.7173684210526314)","(10.0, 10.0, 5.855263157894737)","(31.0, 130.0, 83.0)","(101.0, 99999, 9175.75)","(101.0, 99999, 9503.55)","(81.0, 99999, 9100.0)","(101.0, 99999, 9527.142857142857)"
06-01-2023 14:12:55.256795,"(4.4, 6.0, 5.405)","(26.0, 50.0, 39.0)","(12.0, 23.0, 13.100000000000001)","(1.5, 1.77, 1.8801901743264657)","(10.0, 10.0, 4.642857142857142)","(31.0, 130.0, 83.0)","(101.0, 99999, 9175.75)","(101.0, 99999, 9503.55)","(81.0, 99999, 9100.0)","(101.0, 99999, 9527.142857142857)"
06-01-2023 14:12:56.594984,"(4.4, 8.2, 7.909677419354838)","(26.0, 50.0, 41.0)","(12.0, 23.0, 13.0)","(1.5, 2.0, 1.782110552763819)","(10.0, 4.8, 4.710344827586207)","(31.0, 130.0, 84.0)","(101.0, 99999, 9175.75)","(101.0, 99999, 9503.55)","(81.0, 99999, 9100.0)","(101.0, 99999, 9527.142857142857)"
06-01-2023 14:12:58.092341,"(4.4, 7.8, 6.55)","(26.0, 50.0, 41.0)","(12.0, 25.0, 14.0)","(1.5, 1.92, 1.7806984126984127)","(10.0, 4.8, 4.7176470588235295)","(31.0, 130.0, 84.0)","(101.0, 99999, 9175.75)","(101.0, 99999, 9503.55)","(81.0, 99999, 9100.0)","(101.0, 99999, 9527.142857142857)"
