,Maritima,Moonlight Grace,Marelle,Marigolds Dream,Vincetta,Double Scoop,Zizette,Lalaguna,Memphis Sky,Queen Astrid,Ballon Bleu,Kingston Charm
11-01-2023 13:52:12.250592,"(6.0, 7.0, 6.870229007633587)","(4.2, 4.8, 4.776704545454545)","(10.0, 12.0, 11.55)","(31.0, 42.0, 41.30434782608695)","(31.0, 38.0, 36.05555555555556)","(12.0, 14.5, 13.793103448275861)","(16.0, 20.0, 19.623529411764707)","(5.5, 6.6, 6.474074074074074)","(101.0, 510.0, 400.0)","(17.0, 21.0, 20.928571428571427)","(6.0, 6.8, 6.752777777777777)","(20.0, 28.0, 26.5)"
11-01-2023 13:52:13.973259,"(6.0, 7.0, 6.870229007633587)","(4.2, 4.8, 4.776704545454545)","(10.0, 12.0, 11.924050632911392)","(31.0, 42.0, 41.5)","(31.0, 38.0, 35.971014492753625)","(12.0, 14.5, 13.838709677419354)","(16.0, 20.0, 19.636363636363637)","(5.5, 6.6, 6.474074074074074)","(101.0, 510.0, 473.3333333333333)","(17.0, 21.0, 20.928571428571427)","(6.0, 6.8, 6.752777777777777)","(20.0, 28.0, 26.285714285714285)"
11-01-2023 13:52:15.673010,"(6.0, 7.0, 6.868634686346863)","(4.2, 4.8, 4.776704545454545)","(10.0, 12.0, 11.727272727272727)","(31.0, 44.0, 41.5)","(31.0, 38.0, 35.971014492753625)","(12.0, 14.5, 13.631147540983607)","(16.0, 20.0, 19.636363636363637)","(5.5, 6.6, 6.502392344497608)","(101.0, 510.0, 405.0)","(17.0, 21.0, 20.833333333333332)","(6.0, 6.8, 6.757142857142857)","(21.0, 28.0, 26.666666666666668)"
11-01-2023 13:52:17.380252,"(6.0, 7.0, 6.868634686346863)","(4.2, 4.8, 4.776704545454545)","(10.0, 12.0, 12.357142857142858)","(31.0, 44.0, 41.5)","(31.0, 38.0, 36.108108108108105)","(12.0, 14.5, 13.570175438596491)","(16.0, 20.0, 19.833333333333332)","(5.5, 6.6, 6.502392344497608)","(101.0, 510.0, 490.0)","(17.0, 21.0, 20.833333333333332)","(6.0, 6.8, 6.757142857142857)","(21.0, 28.0, 26.666666666666668)"
11-01-2023 13:52:19.139544,"(6.0, 7.0, 6.758282208588957)","(4.2, 4.8, 4.758518518518518)","(10.0, 12.5, 12.083333333333334)","(31.0, 44.0, 41.5)","(31.0, 38.0, 36.108108108108105)","(12.0, 14.5, 13.570175438596491)","(16.0, 20.0, 19.833333333333332)","(5.5, 6.6, 6.6169811320754715)","(101.0, 510.0, 490.0)","(17.0, 21.0, 20.833333333333332)","(6.0, 6.8, 6.763636363636364)","(21.0, 28.0, 27.23076923076923)"
11-01-2023 13:52:20.801881,"(6.0, 6.8, 6.758282208588957)","(4.2, 4.8, 4.758518518518518)","(10.0, 12.5, 12.083333333333334)","(31.0, 44.0, 41.5)","(31.0, 38.0, 35.83783783783784)","(12.0, 14.5, 13.570175438596491)","(16.0, 20.0, 19.833333333333332)","(5.5, 6.8, 6.668027210884354)","(101.0, 510.0, 490.0)","(17.0, 21.0, 20.833333333333332)","(6.0, 6.8, 6.763636363636364)","(20.0, 28.0, 27.583333333333332)"
11-01-2023 13:52:22.828770,"(6.0, 6.8, 6.728994082840236)","(4.2, 4.8, 4.708163265306123)","(10.0, 12.5, 12.083333333333334)","(31.0, 44.0, 41.5)","(31.0, 36.0, 35.72727272727273)","(12.0, 14.5, 13.570175438596491)","(16.0, 20.0, 20.434782608695652)","(5.5, 6.8, 6.667123287671233)","(101.0, 510.0, 490.0)","(17.0, 21.0, 20.833333333333332)","(6.0, 6.8, 6.75)","(20.0, 28.0, 27.583333333333332)"
11-01-2023 13:52:24.900227,"(6.0, 6.8, 6.735251798561151)","(4.2, 4.8, 4.744318181818182)","(10.0, 12.5, 12.136363636363637)","(31.0, 44.0, 41.77777777777778)","(31.0, 36.0, 35.111111111111114)","(12.0, 14.5, 13.574074074074074)","(16.0, 21.0, 20.243478260869566)","(6.0, 6.8, 6.667123287671233)","(101.0, 510.0, 450.0)","(17.0, 21.0, 20.833333333333332)","(6.0, 7.0, 6.648257372654156)","(21.0, 28.0, 27.615384615384617)"
11-01-2023 13:52:27.004172,"(6.0, 6.8, 6.755371900826446)","(4.2, 4.8, 4.728813559322034)","(10.0, 12.5, 11.42732558139535)","(31.0, 44.0, 42.148148148148145)","(31.0, 36.0, 34.5)","(12.0, 14.5, 13.62280701754386)","(16.0, 22.0, 19.036214953271028)","(6.0, 6.8, 6.6169811320754715)","(101.0, 510.0, 484.0)","(17.0, 21.0, 20.8125)","(6.0, 6.8, 6.730434782608695)","(21.0, 28.0, 27.615384615384617)"
11-01-2023 13:52:29.039657,"(6.0, 6.8, 6.760683760683761)","(4.2, 4.8, 4.776795580110497)","(10.0, 11.5, 11.429378531073446)","(31.0, 44.0, 42.148148148148145)","(31.0, 38.0, 34.5)","(12.0, 14.5, 13.607142857142858)","(17.0, 19.5, 19.04050925925926)","(5.5, 6.8, 6.6116504854368925)","(101.0, 510.0, 486.0)","(17.0, 21.0, 20.8125)","(6.0, 7.0, 6.807058823529411)","(21.0, 28.0, 27.285714285714285)"
11-01-2023 13:52:31.012898,"(6.0, 6.8, 6.883582089552239)","(4.2, 4.8, 4.7303030303030305)","(10.0, 11.5, 11.429378531073446)","(31.0, 44.0, 42.148148148148145)","(31.0, 38.0, 34.58536585365854)","(12.0, 14.5, 13.636986301369863)","(17.0, 19.5, 19.04050925925926)","(5.5, 6.8, 6.6116504854368925)","(101.0, 510.0, 455.0)","(17.0, 21.0, 20.8125)","(6.0, 7.0, 6.807058823529411)","(21.0, 28.0, 27.285714285714285)"
11-01-2023 13:52:32.945688,"(6.0, 7.0, 6.878873239436619)","(4.2, 4.8, 4.757142857142857)","(10.0, 11.5, 11.449704142011834)","(31.0, 44.0, 42.333333333333336)","(31.0, 38.0, 34.5)","(12.0, 14.5, 13.785714285714286)","(17.0, 19.5, 19.04050925925926)","(5.5, 6.8, 6.6271844660194175)","(101.0, 510.0, 455.0)","(17.0, 21.0, 20.8)","(6.0, 7.0, 6.814689265536723)","(21.0, 28.0, 27.5)"
11-01-2023 13:52:34.885557,"(6.0, 7.0, 6.900636942675159)","(4.2, 4.8, 4.751020408163265)","(10.0, 11.5, 12.416666666666666)","(31.0, 44.0, 42.333333333333336)","(31.0, 38.0, 34.5)","(12.0, 14.0, 13.76086956521739)","(16.0, 19.5, 19.04050925925926)","(6.0, 6.8, 6.588405797101449)","(101.0, 510.0, 455.0)","(17.0, 22.0, 20.14814814814815)","(6.0, 7.0, 6.824128686327078)","(20.0, 28.0, 27.5)"
11-01-2023 13:52:36.802667,"(6.0, 7.0, 6.897619047619047)","(4.2, 4.8, 4.787616099071207)","(10.0, 12.5, 12.191489361702128)","(31.0, 44.0, 42.529411764705884)","(31.0, 38.0, 34.41025641025641)","(12.0, 14.0, 12.576502732240437)","(16.0, 19.5, 19.04050925925926)","(5.5, 6.6, 6.588405797101449)","(101.0, 510.0, 455.0)","(17.0, 21.0, 20.363636363636363)","(6.0, 7.0, 6.812034383954154)","(20.0, 28.0, 27.5)"
11-01-2023 13:52:38.555432,"(6.0, 7.0, 6.943478260869565)","(4.2, 4.8, 4.789048991354466)","(10.0, 13.0, 12.191489361702128)","(31.0, 44.0, 42.68421052631579)","(31.0, 38.0, 34.95652173913044)","(12.0, 13.0, 13.567307692307692)","(16.0, 19.5, 19.037296037296038)","(5.5, 6.6, 6.552777777777778)","(101.0, 510.0, 422.0)","(17.0, 21.0, 19.52173913043478)","(6.0, 7.0, 6.812034383954154)","(20.0, 28.0, 27.5)"
11-01-2023 13:52:40.385218,"(6.0, 7.0, 7.1292307692307695)","(4.2, 4.8, 4.694842406876791)","(10.0, 13.0, 12.191489361702128)","(31.0, 44.0, 42.68421052631579)","(31.0, 38.0, 34.5)","(12.0, 14.0, 13.567307692307692)","(16.0, 19.5, 19.037296037296038)","(5.5, 6.8, 6.549659863945578)","(101.0, 510.0, 422.0)","(17.0, 20.0, 19.37142857142857)","(6.0, 7.0, 6.812034383954154)","(20.0, 28.0, 27.5)"
11-01-2023 13:52:42.358886,"(6.0, 7.2, 7.1245901639344265)","(4.2, 4.7, 4.696444444444444)","(10.0, 13.0, 12.15625)","(31.0, 44.0, 42.68421052631579)","(31.0, 38.0, 34.5)","(12.0, 14.0, 13.285714285714286)","(16.0, 19.5, 19.04050925925926)","(5.5, 6.8, 6.546206896551724)","(101.0, 510.0, 422.0)","(17.0, 20.0, 19.12)","(6.0, 7.0, 6.808187134502924)","(20.0, 28.0, 27.5)"
11-01-2023 13:52:44.152447,"(6.0, 7.2, 7.165217391304348)","(4.2, 4.7, 4.696444444444444)","(10.0, 12.5, 12.15625)","(31.0, 44.0, 42.68421052631579)","(31.0, 38.0, 34.5)","(11.0, 14.0, 13.285714285714286)","(16.0, 19.5, 19.04050925925926)","(5.5, 6.8, 6.546206896551724)","(101.0, 510.0, 466.0)","(17.0, 20.0, 19.12)","(6.0, 7.0, 6.80752688172043)","(20.0, 28.0, 27.6)"
11-01-2023 13:52:46.095744,"(6.0, 7.2, 7.12972972972973)","(4.2, 4.7, 4.69618138424821)","(10.0, 12.5, 12.23913043478261)","(31.0, 44.0, 42.86363636363637)","(31.0, 38.0, 34.5)","(11.0, 14.0, 13.214285714285714)","(16.0, 19.5, 19.04050925925926)","(5.5, 6.8, 6.549295774647887)","(101.0, 510.0, 466.0)","(17.0, 20.0, 19.24137931034483)","(6.0, 6.8, 6.793814432989691)","(20.0, 28.0, 27.6)"
11-01-2023 13:52:48.053086,"(6.0, 7.2, 7.057627118644068)","(4.2, 4.7, 4.7984210526315785)","(10.0, 12.5, 12.478991596638656)","(31.0, 44.0, 43.056603773584904)","(31.0, 38.0, 34.526315789473685)","(11.0, 13.5, 13.233333333333333)","(16.0, 19.5, 19.041570438799077)","(5.5, 6.6, 6.511111111111111)","(101.0, 510.0, 466.0)","(17.0, 20.0, 19.690140845070424)","(6.0, 6.8, 6.7924999999999995)","(20.0, 28.0, 27.6)"
11-01-2023 13:52:49.792361,"(6.0, 7.4, 7.057627118644068)","(4.2, 4.8, 4.857045454545455)","(10.0, 12.5, 12.407407407407407)","(31.0, 44.0, 43.127272727272725)","(31.0, 38.0, 34.48275862068966)","(12.0, 13.5, 13.2)","(16.0, 19.5, 19.036214953271028)","(5.5, 6.6, 6.506382978723404)","(101.0, 510.0, 466.0)","(17.0, 20.0, 19.46938775510204)","(6.0, 6.8, 6.706172839506173)","(21.0, 28.0, 27.6)"
11-01-2023 13:52:51.451279,"(6.0, 7.4, 7.032432432432432)","(4.2, 4.9, 4.810344827586207)","(10.0, 12.5, 12.430555555555555)","(31.0, 44.0, 43.127272727272725)","(31.0, 38.0, 34.48275862068966)","(12.0, 13.5, 13.210526315789474)","(16.0, 19.5, 19.02962085308057)","(5.5, 6.6, 6.504347826086956)","(101.0, 510.0, 466.0)","(17.0, 19.5, 19.46938775510204)","(6.0, 6.8, 6.706172839506173)","(21.0, 28.0, 27.6)"
11-01-2023 13:52:53.110190,"(6.0, 7.4, 7.078740157480315)","(4.2, 4.9, 4.846938775510204)","(10.0, 12.5, 12.526315789473685)","(31.0, 44.0, 43.319148936170215)","(31.0, 38.0, 34.70967741935484)","(12.0, 13.5, 13.210526315789474)","(17.0, 19.5, 19.032722513089006)","(5.5, 6.6, 6.285015290519878)","(101.0, 510.0, 466.0)","(17.0, 19.5, 19.46875)","(6.0, 6.8, 6.706172839506173)","(21.0, 28.0, 27.6)"
11-01-2023 13:52:54.732283,"(6.0, 7.4, 6.967479674796748)","(4.2, 4.9, 4.822012578616352)","(10.0, 13.0, 12.58)","(31.0, 44.0, 43.37777777777778)","(31.0, 38.0, 34.86153846153846)","(12.0, 13.5, 13.107142857142858)","(17.0, 19.5, 19.065693430656935)","(5.5, 6.4, 6.277524429967427)","(101.0, 510.0, 466.0)","(17.0, 19.5, 19.54)","(6.0, 6.8, 6.723232323232323)","(21.0, 28.0, 27.444444444444443)"
11-01-2023 13:52:56.479351,"(6.0, 7.0, 6.967479674796748)","(4.2, 4.9, 4.822012578616352)","(10.0, 13.0, 12.58)","(31.0, 44.0, 43.37777777777778)","(31.0, 38.0, 33.690140845070424)","(12.0, 13.5, 12.95)","(16.0, 19.5, 19.04695431472081)","(5.5, 6.4, 6.375129533678757)","(101.0, 510.0, 466.0)","(17.0, 20.0, 19.681159420289855)","(6.0, 6.8, 6.713636363636363)","(21.0, 28.0, 27.4)"
11-01-2023 13:52:58.062198,"(6.0, 7.2, 7.064367816091954)","(4.2, 4.9, 4.827485380116959)","(10.0, 13.0, 12.533333333333333)","(31.0, 44.0, 43.37777777777778)","(31.0, 38.0, 33.96875)","(12.0, 13.0, 12.934782608695652)","(16.0, 19.5, 19.05056179775281)","(5.5, 6.4, 6.231884057971015)","(101.0, 510.0, 466.0)","(17.0, 20.0, 19.710526315789473)","(6.0, 6.8, 6.740625)","(21.0, 28.0, 27.4)"
11-01-2023 13:52:59.553073,"(6.0, 7.4, 7.075555555555556)","(4.2, 4.9, 4.835323383084577)","(10.0, 13.0, 12.533333333333333)","(31.0, 44.0, 43.37777777777778)","(31.0, 38.0, 33.96875)","(12.0, 13.0, 12.934782608695652)","(16.0, 19.5, 19.05056179775281)","(5.5, 6.4, 6.231884057971015)","(101.0, 510.0, 466.0)","(17.0, 20.0, 19.442622950819672)","(6.0, 6.8, 6.740625)","(21.0, 28.0, 27.52)"
11-01-2023 13:53:01.295384,"(6.0, 7.4, 7.18019801980198)","(4.2, 4.9, 4.841379310344828)","(10.0, 13.0, 12.534090909090908)","(31.0, 44.0, 43.40909090909091)","(31.0, 38.0, 33.6551724137931)","(12.0, 13.0, 11.629139072847682)","(16.0, 19.5, 19.05939226519337)","(5.5, 6.4, 6.242253521126761)","(101.0, 510.0, 466.0)","(17.0, 19.5, 19.45)","(6.0, 6.8, 6.742857142857143)","(21.0, 28.0, 27.53846153846154)"
11-01-2023 13:53:03.079798,"(6.0, 7.4, 7.18019801980198)","(4.2, 4.9, 4.816197183098591)","(10.0, 13.0, 12.5375)","(31.0, 44.0, 45.51111111111111)","(31.0, 38.0, 35.333333333333336)","(12.0, 12.0, 12.457446808510639)","(16.0, 19.5, 19.053221288515406)","(5.5, 6.4, 6.180512820512821)","(101.0, 510.0, 466.0)","(17.0, 19.5, 19.695121951219512)","(6.0, 6.8, 6.708225108225108)","(21.0, 28.0, 27.53846153846154)"
11-01-2023 13:53:04.839444,"(6.0, 7.4, 6.982857142857143)","(4.2, 4.9, 4.815277777777777)","(10.0, 13.0, 12.60576923076923)","(31.0, 46.0, 46.2)","(31.0, 36.0, 34.96774193548387)","(12.0, 12.5, 12.520833333333334)","(16.0, 19.5, 19.066358024691358)","(5.5, 6.2, 6.443902439024391)","(101.0, 510.0, 466.0)","(17.0, 21.0, 20.214285714285715)","(6.0, 7.0, 6.81832884097035)","(21.0, 28.0, 27.636363636363637)"
11-01-2023 13:53:06.489060,"(6.0, 7.0, 6.982857142857143)","(4.2, 4.9, 4.815277777777777)","(10.0, 13.0, 12.6375)","(31.0, 48.0, 46.5)","(31.0, 36.0, 34.96774193548387)","(12.0, 13.0, 12.342857142857143)","(16.0, 19.5, 19.106442577030812)","(5.5, 6.6, 6.249438202247191)","(101.0, 510.0, 466.0)","(17.0, 21.0, 20.214285714285715)","(6.0, 7.0, 6.815846994535519)","(21.0, 28.0, 27.636363636363637)"
11-01-2023 13:53:08.323880,"(6.0, 7.0, 7.1185840707964605)","(4.2, 4.8, 4.739004149377593)","(10.0, 13.0, 12.721153846153847)","(31.0, 48.0, 47.5)","(31.0, 36.0, 35.375)","(12.0, 13.0, 12.31578947368421)","(16.0, 19.5, 19.110803324099724)","(5.5, 6.6, 6.245161290322581)","(101.0, 510.0, 466.0)","(17.0, 21.0, 20.333333333333332)","(6.0, 7.0, 6.811731843575418)","(21.0, 28.0, 27.636363636363637)"
11-01-2023 13:53:10.010957,"(6.0, 7.2, 7.110344827586207)","(4.2, 4.8, 4.7444444444444445)","(10.0, 13.0, 12.585714285714285)","(31.0, 48.0, 47.5)","(31.0, 36.0, 35.375)","(11.0, 13.0, 12.566666666666666)","(17.0, 19.5, 19.101769911504423)","(5.5, 6.6, 6.364912280701755)","(101.0, 510.0, 462.0)","(17.0, 21.0, 20.333333333333332)","(6.0, 7.0, 6.80632183908046)","(21.0, 28.0, 27.636363636363637)"
11-01-2023 13:53:11.610005,"(6.0, 7.2, 7.110344827586207)","(4.2, 4.8, 4.7444444444444445)","(10.0, 13.0, 12.585714285714285)","(31.0, 48.0, 47.8)","(31.0, 36.0, 35.25)","(11.0, 13.0, 12.6)","(17.0, 19.5, 19.100591715976332)","(5.5, 6.4, 6.475)","(101.0, 510.0, 462.0)","(17.0, 21.0, 20.333333333333332)","(6.0, 7.0, 6.773333333333333)","(21.0, 28.0, 27.636363636363637)"
11-01-2023 13:53:13.124734,"(6.0, 7.2, 7.110344827586207)","(4.0, 4.8, 4.7710982658959535)","(10.0, 13.0, 12.585714285714285)","(31.0, 48.0, 47.8)","(31.0, 36.0, 35.25)","(11.0, 13.0, 12.64864864864865)","(17.0, 19.5, 19.051495016611295)","(5.5, 6.6, 6.319230769230769)","(101.0, 510.0, 462.0)","(17.0, 21.0, 20.333333333333332)","(6.0, 6.8, 6.775418994413408)","(21.0, 28.0, 27.636363636363637)"
11-01-2023 13:53:14.574781,"(6.0, 7.2, 7.104109589041096)","(4.0, 4.8, 4.772352941176471)","(10.0, 13.0, 12.585714285714285)","(31.0, 48.0, 47.84615384615385)","(31.0, 36.0, 35.25)","(11.0, 13.0, 12.675)","(17.0, 19.5, 19.051495016611295)","(5.5, 6.6, 6.314814814814815)","(101.0, 510.0, 462.0)","(17.0, 21.0, 20.428571428571427)","(6.0, 6.8, 6.77396449704142)","(21.0, 28.0, 27.636363636363637)"
11-01-2023 13:53:16.111541,"(6.0, 7.2, 7.160975609756098)","(4.0, 4.8, 4.767052023121387)","(10.0, 13.0, 12.585714285714285)","(31.0, 48.0, 47.888888888888886)","(31.0, 36.0, 33.333333333333336)","(11.0, 13.0, 12.675)","(17.0, 19.5, 19.06451612903226)","(5.5, 6.6, 6.334482758620689)","(101.0, 510.0, 462.0)","(17.0, 21.0, 20.428571428571427)","(6.0, 6.8, 6.777435897435897)","(21.0, 28.0, 27.636363636363637)"
11-01-2023 13:53:17.523666,"(6.0, 7.0, 6.980487804878049)","(4.0, 4.8, 4.767052023121387)","(10.0, 13.0, 12.585714285714285)","(31.0, 48.0, 46.91891891891892)","(31.0, 34.0, 33.22222222222222)","(11.0, 13.0, 12.648148148148149)","(17.0, 19.5, 19.063517915309447)","(5.5, 6.6, 6.322222222222223)","(101.0, 510.0, 462.0)","(17.0, 21.0, 20.75)","(6.0, 6.8, 6.820356234096692)","(21.0, 28.0, 27.428571428571427)"
11-01-2023 13:53:19.011405,"(6.0, 7.2, 7.093103448275862)","(4.0, 4.8, 4.780451127819549)","(10.0, 13.0, 12.685185185185185)","(31.0, 50.0, 47.793103448275865)","(31.0, 34.0, 33.36363636363637)","(11.0, 13.0, 12.807692307692308)","(17.0, 19.5, 19.066343042071196)","(5.5, 6.4, 6.253968253968254)","(101.0, 510.0, 430.0)","(17.0, 21.0, 20.360655737704917)","(6.0, 7.0, 6.8273838630806845)","(21.0, 28.0, 27.5)"
11-01-2023 13:53:21.005727,"(6.0, 7.2, 7.081159420289855)","(4.0, 4.8, 4.766935483870967)","(10.0, 13.0, 12.51923076923077)","(31.0, 50.0, 47.86666666666667)","(31.0, 34.0, 35.472527472527474)","(11.0, 13.0, 12.702898550724637)","(17.0, 19.5, 19.123595505617978)","(5.5, 6.4, 5.945086705202312)","(101.0, 510.0, 438.0)","(17.0, 22.0, 21.107142857142858)","(6.0, 7.0, 6.846666666666667)","(21.0, 28.0, 27.8)"
11-01-2023 13:53:22.547445,"(6.0, 7.2, 7.081159420289855)","(4.0, 4.8, 4.756613756613756)","(10.0, 13.0, 12.513157894736842)","(31.0, 50.0, 48.4)","(31.0, 36.0, 35.472527472527474)","(11.0, 13.5, 12.8875)","(17.0, 19.5, 19.128808864265928)","(5.5, 6.0, 5.920833333333333)","(101.0, 510.0, 438.0)","(17.0, 22.0, 21.12280701754386)","(6.0, 7.0, 6.846666666666667)","(21.0, 28.0, 27.8)"
11-01-2023 13:53:24.224713,"(6.0, 7.2, 7.0906666666666665)","(4.2, 4.8, 4.745205479452054)","(10.0, 13.0, 12.514705882352942)","(31.0, 50.0, 48.91228070175438)","(31.0, 36.0, 35.717948717948715)","(11.0, 13.0, 12.735294117647058)","(17.0, 19.5, 19.128808864265928)","(5.5, 6.0, 5.925155279503106)","(101.0, 510.0, 438.0)","(17.0, 22.0, 21.098591549295776)","(6.0, 7.0, 6.846666666666667)","(21.0, 28.0, 27.8)"
11-01-2023 13:53:25.714732,"(6.0, 7.2, 7.0906666666666665)","(4.2, 4.8, 4.714893617021277)","(10.0, 13.0, 12.514705882352942)","(31.0, 50.0, 49.15555555555556)","(31.0, 36.0, 35.45)","(11.0, 13.0, 12.625)","(17.0, 19.5, 19.127777777777776)","(5.5, 6.2, 6.004635761589404)","(101.0, 510.0, 438.0)","(17.0, 22.0, 20.765625)","(6.0, 7.0, 6.846666666666667)","(21.0, 28.0, 27.8)"
11-01-2023 13:53:27.243275,"(6.0, 7.2, 7.083687943262412)","(4.2, 4.8, 4.714893617021277)","(10.0, 13.0, 12.514705882352942)","(31.0, 50.0, 49.15555555555556)","(31.0, 36.0, 35.45)","(11.0, 13.0, 12.625)","(17.0, 19.5, 19.07051282051282)","(5.5, 6.2, 6.01057268722467)","(101.0, 510.0, 464.2857142857143)","(17.0, 21.0, 20.444444444444443)","(6.0, 7.0, 6.846666666666667)","(21.0, 28.0, 27.8)"
11-01-2023 13:53:28.725742,"(6.0, 7.2, 7.036)","(4.2, 4.8, 4.714893617021277)","(10.0, 13.0, 12.5875)","(31.0, 50.0, 49.40425531914894)","(31.0, 36.0, 35.77142857142857)","(11.0, 13.0, 12.277777777777779)","(17.0, 19.5, 19.07861635220126)","(5.5, 6.2, 5.956916996047431)","(101.0, 510.0, 450.0)","(17.0, 21.0, 20.21951219512195)","(6.0, 7.0, 6.851612903225806)","(21.0, 28.0, 27.833333333333332)"
11-01-2023 13:53:30.265402,"(6.0, 7.2, 7.036)","(4.2, 4.8, 4.714893617021277)","(10.0, 13.0, 12.5875)","(31.0, 50.0, 49.40425531914894)","(31.0, 36.0, 35.8235294117647)","(11.0, 12.5, 12.369047619047619)","(17.0, 19.5, 19.131901840490798)","(5.5, 6.2, 5.932608695652174)","(101.0, 510.0, 450.0)","(17.0, 21.0, 20.236842105263158)","(6.0, 7.0, 6.859304703476482)","(21.0, 28.0, 27.603174603174605)"
11-01-2023 13:53:31.830444,"(6.0, 7.2, 7.240875912408759)","(4.2, 4.8, 4.710112359550562)","(10.0, 13.0, 12.395522388059701)","(41.0, 50.0, 49.46153846153846)","(31.0, 36.0, 35.21212121212121)","(11.0, 12.5, 12.39622641509434)","(17.0, 19.5, 19.131901840490798)","(5.5, 6.2, 5.930737704918033)","(101.0, 510.0, 464.2857142857143)","(17.0, 21.0, 20.28125)","(6.0, 7.0, 6.853304904051172)","(21.0, 29.0, 27.603174603174605)"
11-01-2023 13:53:33.245255,"(6.0, 7.4, 7.2)","(4.2, 4.8, 4.7670270270270265)","(10.0, 12.5, 12.390052356020943)","(41.0, 50.0, 49.46153846153846)","(31.0, 38.0, 35.702127659574465)","(11.0, 12.5, 12.463636363636363)","(17.0, 19.5, 19.168508287292816)","(5.5, 6.2, 5.949236641221375)","(101.0, 510.0, 450.0)","(17.0, 21.0, 20.28125)","(6.0, 7.0, 6.838155136268344)","(21.0, 29.0, 28.46153846153846)"
11-01-2023 13:53:34.626095,"(6.0, 7.2, 7.12)","(4.2, 4.8, 4.755474452554744)","(10.0, 12.5, 12.392857142857142)","(41.0, 50.0, 49.46153846153846)","(31.0, 36.0, 35.702127659574465)","(11.0, 12.5, 12.713375796178344)","(17.0, 19.5, 19.168508287292816)","(5.5, 6.2, 6.011206896551724)","(101.0, 510.0, 450.0)","(17.0, 21.0, 20.28125)","(6.0, 7.0, 6.823744292237443)","(21.0, 29.0, 28.46153846153846)"
11-01-2023 13:53:36.049469,"(6.0, 7.2, 7.136507936507937)","(4.2, 4.8, 4.755474452554744)","(10.0, 12.5, 12.493421052631579)","(41.0, 50.0, 49.48148148148148)","(31.0, 36.0, 35.87155963302752)","(11.0, 13.0, 12.735294117647058)","(17.0, 19.5, 19.172131147540984)","(5.5, 6.2, 6.009565217391304)","(101.0, 510.0, 470.0)","(17.0, 21.0, 19.631147540983605)","(6.0, 7.0, 6.823744292237443)","(21.0, 29.0, 28.548387096774192)"
11-01-2023 13:53:37.615464,"(6.0, 7.2, 7.157446808510638)","(4.2, 4.8, 4.698575498575499)","(10.0, 12.5, 12.493827160493828)","(41.0, 50.0, 49.48148148148148)","(31.0, 36.0, 35.88333333333333)","(11.0, 13.0, 12.741379310344827)","(17.0, 19.5, 19.172131147540984)","(5.5, 6.2, 6.012820512820513)","(101.0, 510.0, 450.0)","(17.0, 20.0, 19.608695652173914)","(6.0, 7.0, 6.825339366515837)","(21.0, 29.0, 28.466666666666665)"
11-01-2023 13:53:39.213276,"(6.0, 7.2, 7.136470588235294)","(4.2, 4.7, 4.74051724137931)","(10.0, 12.5, 12.709876543209877)","(41.0, 50.0, 49.63265306122449)","(31.0, 36.0, 35.949748743718594)","(11.0, 13.0, 12.797297297297296)","(17.0, 19.5, 19.18421052631579)","(5.5, 6.2, 6.012820512820513)","(101.0, 510.0, 464.54545454545456)","(17.0, 20.0, 19.651162790697676)","(6.0, 7.0, 6.838155136268344)","(21.0, 29.0, 28.724137931034484)"
11-01-2023 13:53:40.834959,"(6.0, 7.4, 7.251063829787234)","(4.0, 4.8, 4.727450980392157)","(10.0, 13.0, 12.669014084507042)","(41.0, 50.0, 49.59090909090909)","(31.0, 38.0, 35.949748743718594)","(11.0, 13.0, 12.777227722772277)","(17.0, 19.5, 19.183377308707126)","(5.5, 6.2, 6.012820512820513)","(101.0, 510.0, 464.54545454545456)","(17.0, 20.0, 19.625)","(6.0, 7.0, 6.838155136268344)","(21.0, 29.0, 28.724137931034484)"
11-01-2023 13:53:42.319033,"(6.0, 7.4, 7.251063829787234)","(4.0, 4.8, 4.7518518518518515)","(10.0, 13.0, 12.664285714285715)","(41.0, 50.0, 49.59090909090909)","(31.0, 38.0, 35.97959183673469)","(11.0, 13.0, 12.770408163265307)","(17.0, 19.5, 19.180939226519335)","(5.5, 6.2, 6.020491803278689)","(101.0, 510.0, 464.54545454545456)","(17.0, 20.0, 19.625)","(6.0, 7.0, 6.838155136268344)","(21.0, 29.0, 28.724137931034484)"
11-01-2023 13:53:43.859911,"(6.0, 7.4, 7.257342657342657)","(4.0, 4.7, 4.692233009708738)","(10.0, 13.0, 12.671641791044776)","(41.0, 50.0, 49.59090909090909)","(31.0, 36.0, 36.096256684491976)","(11.0, 13.0, 11.667420814479637)","(17.0, 19.5, 19.181818181818183)","(5.5, 6.2, 6.043290043290043)","(101.0, 510.0, 464.54545454545456)","(17.0, 20.0, 19.625)","(6.0, 7.0, 6.857301293900185)","(21.0, 29.0, 28.75)"
11-01-2023 13:53:45.326095,"(6.0, 7.4, 7.245801526717558)","(4.0, 4.7, 4.683673469387755)","(10.0, 13.0, 12.64516129032258)","(41.0, 50.0, 49.59090909090909)","(31.0, 38.0, 36.096256684491976)","(11.0, 12.0, 11.668171557562077)","(17.0, 19.5, 19.181818181818183)","(5.5, 6.2, 6.047457627118644)","(101.0, 510.0, 464.54545454545456)","(17.0, 20.0, 19.625)","(6.0, 7.0, 6.836864406779661)","(21.0, 29.0, 28.48)"
