,Kickstarter,The Filter,Distortedatthebar,Out For Justice,Artie My Boy,Summer Retreat,Too Legit,Oneprettything
15-12-2022 10:51:57.611221,"(6.5, 7.2, 7.1454545454545455)","(3.7, 4.6, 4.392307692307692)","(11.0, 19.5, 19.25)","(21.0, 38.0, 29.2)","(2.6, 3.05, 3.0153846153846153)","(16.0, 24.0, 22.5)","(5.5, 6.2, 6.136)","(26.0, 65.0, 64.76190476190476)"
15-12-2022 10:51:58.692313,"(6.5, 7.2, 7.1647058823529415)","(3.7, 4.6, 4.392307692307692)","(11.0, 19.5, 19.275)","(21.0, 38.0, 29.2)","(2.6, 3.05, 3.0153846153846153)","(16.0, 24.0, 22.5)","(5.5, 6.2, 6.136)","(26.0, 65.0, 64.76190476190476)"
15-12-2022 10:51:59.807161,"(6.5, 7.2, 7.1647058823529415)","(3.7, 4.6, 4.392307692307692)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 29.2)","(2.6, 3.05, 3.0153846153846153)","(16.0, 24.0, 22.5)","(5.5, 6.2, 6.136)","(26.0, 65.0, 64.76190476190476)"
15-12-2022 10:52:00.925895,"(6.5, 7.2, 7.085714285714285)","(3.7, 4.6, 4.392307692307692)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 29.2)","(2.6, 3.05, 3.0153846153846153)","(16.0, 24.0, 22.5)","(5.5, 6.2, 6.136)","(26.0, 65.0, 64.76190476190476)"
15-12-2022 10:52:02.066987,"(6.5, 7.2, 6.966666666666667)","(3.7, 4.6, 4.392307692307692)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 29.2)","(2.6, 3.05, 3.0153846153846153)","(16.0, 24.0, 22.5)","(5.5, 6.2, 6.136)","(26.0, 65.0, 62.5)"
15-12-2022 10:52:03.191101,"(6.5, 7.2, 6.905263157894737)","(3.7, 4.6, 4.392307692307692)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 28.833333333333332)","(2.6, 3.05, 2.9667499999999998)","(16.0, 24.0, 22.5)","(5.5, 6.2, 6.16)","(26.0, 65.0, 64.75)"
15-12-2022 10:52:04.304197,"(6.5, 7.2, 6.905263157894737)","(3.7, 4.6, 4.392307692307692)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 28.833333333333332)","(2.6, 3.05, 2.9776086956521737)","(16.0, 24.0, 22.5)","(5.5, 6.2, 6.16)","(26.0, 65.0, 64.75)"
15-12-2022 10:52:05.448791,"(6.5, 7.2, 6.905263157894737)","(3.7, 4.6, 4.392307692307692)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 28.833333333333332)","(2.6, 3.05, 2.9776086956521737)","(16.0, 24.0, 22.5)","(5.5, 6.2, 6.168)","(26.0, 65.0, 64.75)"
15-12-2022 10:52:06.538365,"(6.5, 7.2, 6.905263157894737)","(3.7, 4.6, 4.392307692307692)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 31.88888888888889)","(2.6, 3.05, 2.9657142857142857)","(16.0, 24.0, 22.5)","(5.5, 6.2, 6.168)","(26.0, 65.0, 64.75)"
15-12-2022 10:52:07.647008,"(6.5, 7.2, 6.905263157894737)","(3.7, 4.6, 4.454054054054054)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 28.833333333333332)","(2.6, 3.0, 2.952)","(16.0, 24.0, 22.5)","(5.5, 6.2, 6.306976744186047)","(26.0, 65.0, 64.75)"
15-12-2022 10:52:08.741419,"(6.5, 7.2, 6.905263157894737)","(3.7, 4.6, 4.392307692307692)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 29.666666666666668)","(2.6, 3.0, 2.9297560975609755)","(16.0, 24.0, 22.5)","(5.5, 6.4, 6.33)","(26.0, 65.0, 64.75)"
15-12-2022 10:52:09.801355,"(6.5, 7.2, 6.905263157894737)","(3.7, 4.6, 4.428571428571429)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 29.666666666666668)","(2.6, 3.0, 2.9297560975609755)","(16.0, 24.0, 22.5)","(5.5, 6.4, 6.33)","(26.0, 65.0, 64.75)"
15-12-2022 10:52:10.866196,"(6.5, 7.2, 6.905263157894737)","(3.7, 4.6, 4.475)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 29.666666666666668)","(2.6, 3.0, 2.9297560975609755)","(16.0, 24.0, 22.5)","(5.5, 6.4, 6.33)","(26.0, 65.0, 64.75)"
15-12-2022 10:52:11.998542,"(6.5, 7.2, 6.905263157894737)","(3.7, 4.6, 4.475)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 29.666666666666668)","(2.6, 3.0, 2.9297560975609755)","(16.0, 24.0, 22.5)","(5.5, 6.4, 6.33)","(26.0, 65.0, 64.75)"
15-12-2022 10:52:13.158990,"(6.5, 7.2, 6.905263157894737)","(3.7, 4.7, 4.659090909090909)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 29.666666666666668)","(2.6, 3.0, 2.9297560975609755)","(16.0, 24.0, 22.5)","(5.5, 6.4, 6.334883720930232)","(26.0, 65.0, 64.6875)"
15-12-2022 10:52:14.332330,"(6.5, 7.2, 6.905263157894737)","(3.7, 4.7, 4.625)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 29.666666666666668)","(2.6, 3.0, 2.9297560975609755)","(16.0, 24.0, 22.5)","(5.5, 6.4, 6.334883720930232)","(26.0, 65.0, 64.6875)"
15-12-2022 10:52:15.449016,"(6.5, 7.2, 6.874074074074074)","(3.7, 4.7, 4.666666666666667)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 29.666666666666668)","(2.6, 3.0, 2.9297560975609755)","(16.0, 24.0, 22.5)","(5.5, 6.4, 6.334883720930232)","(26.0, 65.0, 64.6875)"
15-12-2022 10:52:16.550918,"(6.5, 7.2, 6.874074074074074)","(3.7, 4.7, 4.675)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 29.666666666666668)","(2.6, 3.0, 2.9297560975609755)","(16.0, 24.0, 22.5)","(5.5, 6.4, 6.334883720930232)","(26.0, 65.0, 64.6875)"
15-12-2022 10:52:17.652463,"(6.5, 7.2, 6.874074074074074)","(3.7, 4.7, 4.675)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 29.666666666666668)","(2.6, 3.0, 2.9297560975609755)","(16.0, 24.0, 22.5)","(5.5, 6.4, 6.334883720930232)","(26.0, 65.0, 64.6875)"
15-12-2022 10:52:18.659168,"(6.5, 7.2, 6.874074074074074)","(3.7, 4.7, 4.681632653061225)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 29.666666666666668)","(2.6, 3.0, 2.9297560975609755)","(16.0, 24.0, 22.5)","(5.5, 6.4, 6.334883720930232)","(26.0, 65.0, 64.6875)"
15-12-2022 10:52:19.714433,"(6.5, 7.2, 6.874074074074074)","(3.7, 4.7, 4.681632653061225)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 29.666666666666668)","(2.6, 3.0, 2.9297560975609755)","(16.0, 24.0, 22.5)","(5.5, 6.4, 6.334883720930232)","(26.0, 65.0, 64.6875)"
15-12-2022 10:52:20.738823,"(6.5, 7.2, 6.874074074074074)","(3.7, 4.7, 4.681632653061225)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 29.666666666666668)","(2.6, 3.0, 2.9297560975609755)","(16.0, 24.0, 22.5)","(5.5, 6.4, 6.334883720930232)","(26.0, 65.0, 64.6875)"
15-12-2022 10:52:21.892371,"(6.5, 7.2, 6.874074074074074)","(3.7, 4.7, 4.684745762711865)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 29.666666666666668)","(2.6, 3.0, 2.9297560975609755)","(16.0, 24.0, 22.5)","(5.5, 6.4, 6.346153846153847)","(26.0, 65.0, 64.6875)"
15-12-2022 10:52:22.920130,"(6.5, 7.2, 6.874074074074074)","(3.7, 4.7, 4.684745762711865)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 29.666666666666668)","(2.6, 3.0, 2.9297560975609755)","(16.0, 24.0, 22.5)","(5.5, 6.4, 6.340425531914894)","(26.0, 65.0, 64.44444444444444)"
15-12-2022 10:52:23.955957,"(6.5, 7.2, 6.874074074074074)","(3.7, 4.7, 4.625)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 29.666666666666668)","(2.6, 3.0, 2.9297560975609755)","(16.0, 24.0, 22.5)","(5.5, 6.4, 6.272727272727273)","(26.0, 65.0, 64.44444444444444)"
15-12-2022 10:52:24.999710,"(6.5, 7.2, 6.874074074074074)","(3.7, 4.7, 4.583333333333333)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 29.666666666666668)","(2.6, 3.0, 2.9297560975609755)","(16.0, 24.0, 22.5)","(5.5, 6.4, 6.340425531914894)","(26.0, 65.0, 64.44444444444444)"
15-12-2022 10:52:26.098583,"(6.5, 7.2, 6.866666666666666)","(3.7, 4.7, 4.583333333333333)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 29.666666666666668)","(2.6, 3.0, 2.9297560975609755)","(16.0, 24.0, 22.5)","(5.5, 6.4, 6.340425531914894)","(26.0, 65.0, 64.44444444444444)"
15-12-2022 10:52:27.158615,"(6.5, 7.2, 6.866666666666666)","(3.7, 4.7, 4.583333333333333)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 36.103448275862064)","(2.6, 3.0, 2.9297560975609755)","(16.0, 24.0, 22.5)","(5.5, 6.4, 6.340425531914894)","(26.0, 65.0, 64.44444444444444)"
15-12-2022 10:52:28.234033,"(6.5, 7.2, 6.866666666666666)","(3.7, 4.7, 4.583333333333333)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 36.103448275862064)","(2.6, 3.0, 2.9297560975609755)","(16.0, 24.0, 22.714285714285715)","(5.5, 6.4, 6.340425531914894)","(26.0, 65.0, 64.44444444444444)"
15-12-2022 10:52:29.326156,"(6.5, 7.2, 6.866666666666666)","(3.7, 4.7, 4.583333333333333)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 36.103448275862064)","(2.6, 3.0, 2.9297560975609755)","(17.0, 24.0, 22.714285714285715)","(5.5, 6.4, 6.340425531914894)","(26.0, 65.0, 64.44444444444444)"
15-12-2022 10:52:30.414152,"(6.5, 7.2, 6.866666666666666)","(3.7, 4.7, 4.583333333333333)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 29.666666666666668)","(2.6, 3.0, 2.9446153846153846)","(17.0, 24.0, 23.1)","(5.5, 6.4, 6.340425531914894)","(26.0, 65.0, 64.44444444444444)"
15-12-2022 10:52:31.442303,"(6.5, 7.2, 6.866666666666666)","(3.7, 4.7, 4.583333333333333)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 29.666666666666668)","(2.6, 3.0, 2.9446153846153846)","(17.0, 24.0, 23.1)","(5.5, 6.4, 6.340425531914894)","(26.0, 65.0, 64.44444444444444)"
15-12-2022 10:52:32.474518,"(6.5, 7.2, 6.866666666666666)","(3.7, 4.7, 4.583333333333333)","(11.0, 19.5, 19.3125)","(21.0, 38.0, 29.666666666666668)","(2.6, 3.0, 2.9446153846153846)","(17.0, 24.0, 22.2)","(5.5, 6.4, 6.32)","(26.0, 65.0, 64.64285714285714)"
15-12-2022 10:52:33.508464,"(6.5, 7.2, 6.866666666666666)","(3.7, 4.7, 4.583333333333333)","(11.0, 19.5, 19.35)","(21.0, 38.0, 29.666666666666668)","(2.6, 3.0, 2.9446153846153846)","(17.0, 24.0, 22.2)","(5.5, 6.4, 6.32)","(26.0, 65.0, 64.64285714285714)"
15-12-2022 10:52:34.599949,"(6.5, 7.2, 6.866666666666666)","(3.7, 4.7, 4.583333333333333)","(11.0, 19.5, 19.35)","(21.0, 38.0, 36.5)","(2.6, 3.0, 2.9446153846153846)","(17.0, 24.0, 21.0)","(5.5, 6.4, 6.32)","(26.0, 85.0, 67.5)"
15-12-2022 10:52:35.700180,"(6.5, 7.2, 6.866666666666666)","(3.7, 4.7, 4.583333333333333)","(11.0, 19.5, 19.363636363636363)","(21.0, 38.0, 36.5)","(2.6, 3.0, 2.9446153846153846)","(17.0, 24.0, 21.0)","(5.5, 6.4, 6.32)","(26.0, 85.0, 67.5)"
15-12-2022 10:52:36.807538,"(6.5, 7.2, 6.866666666666666)","(3.7, 4.7, 4.583333333333333)","(11.0, 19.5, 19.363636363636363)","(21.0, 38.0, 36.5)","(2.6, 3.0, 2.9446153846153846)","(17.0, 24.0, 21.0)","(5.5, 6.4, 6.32)","(26.0, 85.0, 67.5)"
15-12-2022 10:52:38.011202,"(6.5, 7.2, 6.866666666666666)","(3.7, 4.7, 4.583333333333333)","(11.0, 19.5, 19.363636363636363)","(21.0, 38.0, 36.5)","(2.6, 3.0, 2.9446153846153846)","(17.0, 24.0, 21.0)","(5.5, 6.4, 6.32)","(26.0, 85.0, 67.5)"
15-12-2022 10:52:39.142852,"(6.5, 7.2, 6.866666666666666)","(3.7, 4.7, 4.583333333333333)","(11.0, 19.5, 19.363636363636363)","(21.0, 38.0, 36.5)","(2.6, 3.0, 2.9446153846153846)","(17.0, 24.0, 21.0)","(5.5, 6.4, 6.32)","(26.0, 85.0, 67.5)"
15-12-2022 10:52:40.196433,"(6.5, 7.2, 6.866666666666666)","(3.7, 4.7, 4.583333333333333)","(11.0, 19.5, 19.363636363636363)","(21.0, 38.0, 36.5)","(2.6, 3.0, 2.9446153846153846)","(17.0, 24.0, 21.0)","(5.5, 6.4, 6.32)","(26.0, 85.0, 67.5)"
15-12-2022 10:52:41.287552,"(6.5, 7.2, 6.866666666666666)","(3.7, 4.7, 4.642857142857143)","(11.0, 19.5, 19.363636363636363)","(21.0, 38.0, 36.5)","(2.6, 3.0, 2.9446153846153846)","(17.0, 24.0, 21.0)","(5.5, 6.4, 6.32)","(26.0, 85.0, 67.5)"
15-12-2022 10:52:42.396793,"(6.5, 7.2, 6.866666666666666)","(3.7, 4.7, 4.642857142857143)","(11.0, 19.5, 19.363636363636363)","(21.0, 38.0, 36.5)","(2.6, 3.0, 2.9446153846153846)","(17.0, 24.0, 21.0)","(5.5, 6.4, 6.32)","(26.0, 85.0, 67.5)"
15-12-2022 10:52:43.512879,"(6.5, 7.2, 6.866666666666666)","(3.7, 4.7, 4.611111111111112)","(11.0, 19.5, 19.363636363636363)","(21.0, 38.0, 36.8)","(2.6, 3.0, 2.9452631578947366)","(17.0, 24.0, 21.0)","(5.5, 6.4, 6.32)","(26.0, 85.0, 67.5)"
15-12-2022 10:52:44.651883,"(6.5, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6230769230769235)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 36.8)","(2.6, 2.98, 2.9452631578947366)","(17.0, 24.0, 21.0)","(5.5, 6.4, 6.32)","(26.0, 85.0, 67.5)"
15-12-2022 10:52:45.724059,"(6.5, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6230769230769235)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 37.333333333333336)","(2.6, 2.98, 2.9452631578947366)","(17.0, 24.0, 21.0)","(5.5, 6.4, 6.3125)","(26.0, 85.0, 67.5)"
15-12-2022 10:52:46.841093,"(6.5, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6230769230769235)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 37.333333333333336)","(2.6, 2.98, 2.9452631578947366)","(17.0, 24.0, 21.0)","(5.5, 6.4, 6.3125)","(26.0, 85.0, 67.5)"
15-12-2022 10:52:47.932108,"(6.5, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6230769230769235)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 37.333333333333336)","(2.6, 2.98, 2.9452631578947366)","(17.0, 24.0, 21.0)","(5.5, 6.4, 6.3125)","(26.0, 85.0, 73.33333333333333)"
15-12-2022 10:52:49.029815,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6230769230769235)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 37.333333333333336)","(2.5, 2.98, 2.9452631578947366)","(17.0, 24.0, 21.0)","(5.5, 6.4, 6.3125)","(26.0, 85.0, 73.33333333333333)"
15-12-2022 10:52:50.096525,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6230769230769235)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 37.333333333333336)","(2.5, 2.98, 2.9452631578947366)","(17.0, 24.0, 21.0)","(5.5, 6.4, 6.3125)","(26.0, 85.0, 73.33333333333333)"
15-12-2022 10:52:51.166273,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6230769230769235)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 37.333333333333336)","(2.5, 2.98, 2.9452631578947366)","(17.0, 24.0, 21.0)","(5.5, 6.4, 6.3125)","(26.0, 85.0, 73.33333333333333)"
15-12-2022 10:52:52.260366,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6230769230769235)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 37.333333333333336)","(2.5, 2.98, 2.9452631578947366)","(17.0, 24.0, 21.0)","(5.5, 6.4, 6.3125)","(26.0, 85.0, 73.33333333333333)"
15-12-2022 10:52:53.309560,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6230769230769235)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 37.333333333333336)","(2.5, 2.98, 2.9452631578947366)","(17.0, 24.0, 21.0)","(5.5, 6.4, 6.3125)","(26.0, 85.0, 71.0)"
15-12-2022 10:52:54.419037,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6230769230769235)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 37.111111111111114)","(2.5, 2.98, 2.9452631578947366)","(17.0, 24.0, 21.0)","(5.5, 6.4, 6.3125)","(26.0, 85.0, 71.0)"
15-12-2022 10:52:55.484867,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6230769230769235)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 37.111111111111114)","(2.5, 2.98, 2.9452631578947366)","(17.0, 24.0, 21.0)","(5.5, 6.4, 6.285714285714286)","(26.0, 85.0, 70.0)"
15-12-2022 10:52:56.636495,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6230769230769235)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 32.0)","(2.5, 2.98, 2.918)","(17.0, 24.0, 21.0)","(5.5, 6.4, 6.257142857142857)","(26.0, 85.0, 70.0)"
15-12-2022 10:52:57.740180,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.654545454545454)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 32.0)","(2.5, 2.96, 2.918)","(17.0, 24.0, 21.0)","(5.5, 6.4, 6.257142857142857)","(26.0, 85.0, 70.0)"
15-12-2022 10:52:58.863542,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.654545454545454)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 31.333333333333332)","(2.5, 2.96, 2.918)","(17.0, 24.0, 22.875)","(5.5, 6.4, 6.257142857142857)","(26.0, 85.0, 70.0)"
15-12-2022 10:53:00.000946,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.654545454545454)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 36.8)","(2.5, 2.96, 2.918)","(17.0, 24.0, 22.875)","(5.5, 6.4, 6.257142857142857)","(26.0, 85.0, 70.0)"
15-12-2022 10:53:01.060948,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.654545454545454)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 36.8)","(2.5, 2.96, 2.918)","(17.0, 24.0, 22.875)","(5.5, 6.4, 6.257142857142857)","(26.0, 85.0, 70.0)"
15-12-2022 10:53:02.121021,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.654545454545454)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 28.75)","(2.5, 2.96, 2.905581395348837)","(17.0, 24.0, 22.714285714285715)","(5.5, 6.4, 6.36)","(26.0, 85.0, 77.22222222222223)"
15-12-2022 10:53:03.151547,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.8, 4.56)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 35.0)","(2.5, 2.94, 2.8770212765957446)","(17.0, 24.0, 22.714285714285715)","(5.5, 6.4, 6.3428571428571425)","(26.0, 85.0, 77.22222222222223)"
15-12-2022 10:53:04.151000,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.8, 4.6)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 29.5)","(2.5, 2.94, 2.8770212765957446)","(17.0, 24.0, 22.714285714285715)","(5.5, 6.6, 6.3428571428571425)","(26.0, 85.0, 65.55555555555556)"
15-12-2022 10:53:05.165703,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.8, 4.6)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 32.2)","(2.5, 2.94, 2.8770212765957446)","(17.0, 24.0, 22.714285714285715)","(5.5, 6.6, 6.3428571428571425)","(26.0, 85.0, 65.55555555555556)"
15-12-2022 10:53:06.249646,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.8, 4.629333333333333)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 31.0)","(2.5, 2.94, 2.8770212765957446)","(17.0, 24.0, 22.875)","(5.5, 6.6, 6.3428571428571425)","(26.0, 85.0, 65.55555555555556)"
15-12-2022 10:53:07.337428,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.8, 4.629333333333333)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 32.2)","(2.5, 2.94, 2.8770212765957446)","(17.0, 24.0, 22.875)","(5.5, 6.6, 6.3428571428571425)","(26.0, 85.0, 65.55555555555556)"
15-12-2022 10:53:08.427141,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.8, 4.629333333333333)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 35.125)","(2.5, 2.94, 2.8770212765957446)","(17.0, 24.0, 22.875)","(5.5, 6.6, 6.3428571428571425)","(26.0, 85.0, 65.55555555555556)"
15-12-2022 10:53:09.524918,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.8, 4.629333333333333)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 35.125)","(2.5, 2.94, 2.8770212765957446)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.3428571428571425)","(26.0, 85.0, 69.44444444444444)"
15-12-2022 10:53:10.698366,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.8, 4.629333333333333)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 35.125)","(2.5, 2.94, 2.8770212765957446)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.3428571428571425)","(26.0, 85.0, 69.44444444444444)"
15-12-2022 10:53:11.848325,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.8, 4.6177215189873415)","(11.0, 19.5, 19.363636363636363)","(21.0, 40.0, 35.125)","(2.5, 2.94, 2.883076923076923)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.488888888888889)","(26.0, 85.0, 69.44444444444444)"
15-12-2022 10:53:12.970988,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.8, 4.56)","(11.0, 22.0, 21.270833333333332)","(21.0, 40.0, 35.125)","(2.5, 2.96, 2.8899999999999997)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.488888888888889)","(26.0, 85.0, 75.0)"
15-12-2022 10:53:14.127579,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.8, 4.56)","(11.0, 22.0, 21.270833333333332)","(21.0, 40.0, 36.75)","(2.5, 2.96, 2.8899999999999997)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.488888888888889)","(26.0, 85.0, 75.0)"
15-12-2022 10:53:15.274847,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.8, 4.56)","(11.0, 22.0, 21.270833333333332)","(21.0, 40.0, 36.75)","(2.5, 2.96, 2.8899999999999997)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.488888888888889)","(26.0, 85.0, 75.0)"
15-12-2022 10:53:16.348929,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.8, 4.56)","(11.0, 22.0, 21.270833333333332)","(21.0, 40.0, 36.75)","(2.5, 2.96, 2.8899999999999997)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.488888888888889)","(26.0, 85.0, 75.0)"
15-12-2022 10:53:17.504893,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.8, 4.56)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 37.63636363636364)","(2.5, 2.96, 2.8941176470588235)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.488888888888889)","(26.0, 85.0, 73.33333333333333)"
15-12-2022 10:53:18.554299,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.8, 4.56)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 36.75)","(2.5, 2.96, 2.8941176470588235)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.488888888888889)","(26.0, 85.0, 73.33333333333333)"
15-12-2022 10:53:19.516261,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.8, 4.56)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 36.75)","(2.5, 2.96, 2.8941176470588235)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.488888888888889)","(26.0, 85.0, 73.33333333333333)"
15-12-2022 10:53:20.491979,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.8, 4.579591836734694)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 36.75)","(2.5, 2.96, 2.8941176470588235)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.488888888888889)","(26.0, 85.0, 73.33333333333333)"
15-12-2022 10:53:21.446981,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.8, 4.579591836734694)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 36.75)","(2.5, 2.94, 2.925)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.541176470588235)","(26.0, 85.0, 73.33333333333333)"
15-12-2022 10:53:22.504698,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.8, 4.579591836734694)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 37.4)","(2.5, 2.94, 2.925)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.541176470588235)","(26.0, 85.0, 76.76470588235294)"
15-12-2022 10:53:23.587984,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.8, 4.5702127659574465)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 37.4)","(2.5, 2.94, 2.925)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.541176470588235)","(26.0, 85.0, 76.76470588235294)"
15-12-2022 10:53:24.656318,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 37.4)","(2.5, 2.94, 2.925)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.541176470588235)","(26.0, 85.0, 76.76470588235294)"
15-12-2022 10:53:25.735948,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 37.4)","(2.5, 2.94, 2.925)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.541176470588235)","(26.0, 85.0, 76.76470588235294)"
15-12-2022 10:53:26.857246,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 37.4)","(2.5, 2.94, 2.925)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.541176470588235)","(26.0, 85.0, 76.76470588235294)"
