,Knobiesmagicsonde,Swiss Horizon,Bank Card,Warriorinthehouse,Gattolottasparkle,Little O Little E,Weavinyouinthedust,Lauras Grand,Iminchargenow,Vegas Princess
12-01-2023 13:30:17.688600,"(8.0, 9.4, 8.663157894736843)","(6.0, 8.8, 8.133333333333333)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 121.6)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.342857142857143)","(41.0, 180.0, 107.0)","(4.0, 6.4, 5.269565217391304)","(2.3, 3.7, 3.2875)"
12-01-2023 13:30:19.071269,"(8.0, 9.4, 8.663157894736843)","(6.0, 8.4, 8.04)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 121.6)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.342857142857143)","(41.0, 180.0, 107.0)","(4.0, 6.4, 5.269565217391304)","(2.3, 3.7, 3.2875)"
12-01-2023 13:30:20.482589,"(8.0, 9.4, 8.663157894736843)","(6.0, 8.4, 8.04)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 121.6)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.342857142857143)","(41.0, 180.0, 107.0)","(4.0, 6.4, 5.269565217391304)","(2.3, 3.7, 3.2875)"
12-01-2023 13:30:21.844893,"(8.0, 9.4, 8.663157894736843)","(6.0, 8.4, 8.0)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 121.6)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.342857142857143)","(41.0, 180.0, 107.0)","(4.0, 6.4, 5.269565217391304)","(2.3, 3.7, 3.2875)"
12-01-2023 13:30:23.170986,"(8.0, 9.4, 8.663157894736843)","(6.0, 8.4, 8.0)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 121.6)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.342857142857143)","(41.0, 180.0, 107.0)","(4.0, 6.4, 5.269565217391304)","(2.3, 3.7, 3.2875)"
12-01-2023 13:30:24.462698,"(8.0, 9.4, 8.663157894736843)","(6.0, 8.4, 8.0)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 121.6)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.342857142857143)","(41.0, 180.0, 107.0)","(4.0, 6.4, 5.269565217391304)","(2.3, 3.7, 3.2875)"
12-01-2023 13:30:25.720598,"(8.0, 9.4, 8.663157894736843)","(6.0, 8.4, 8.0)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.342857142857143)","(41.0, 180.0, 121.6)","(4.0, 6.4, 5.269565217391304)","(2.3, 3.7, 3.2875)"
12-01-2023 13:30:26.988546,"(8.0, 9.4, 8.663157894736843)","(6.0, 8.4, 8.0)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.342857142857143)","(41.0, 180.0, 121.6)","(4.0, 6.4, 5.87)","(2.3, 3.7, 3.2875)"
12-01-2023 13:30:28.280195,"(8.0, 9.4, 8.663157894736843)","(6.0, 8.4, 8.0)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.342857142857143)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.8)","(2.3, 3.7, 3.2875)"
12-01-2023 13:30:29.616910,"(8.0, 9.4, 8.663157894736843)","(6.0, 8.4, 8.215384615384615)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.342857142857143)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.8)","(2.3, 3.7, 3.2875)"
12-01-2023 13:30:30.927762,"(8.0, 9.4, 8.663157894736843)","(6.0, 8.4, 8.215384615384615)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.342857142857143)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.319999999999999)","(2.3, 3.7, 3.2875)"
12-01-2023 13:30:32.286611,"(8.0, 9.4, 8.663157894736843)","(6.0, 8.4, 8.215384615384615)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.342857142857143)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.319999999999999)","(2.3, 3.7, 3.2875)"
12-01-2023 13:30:33.641369,"(8.0, 9.4, 8.663157894736843)","(6.0, 8.4, 8.215384615384615)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.342857142857143)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.319999999999999)","(2.3, 3.7, 3.2875)"
12-01-2023 13:30:34.912372,"(8.0, 9.4, 8.663157894736843)","(6.0, 8.4, 8.215384615384615)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.342857142857143)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.319999999999999)","(2.3, 3.7, 3.2875)"
12-01-2023 13:30:36.224822,"(8.0, 9.4, 8.663157894736843)","(6.0, 8.4, 8.215384615384615)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.319999999999999)","(2.3, 3.7, 3.2875)"
12-01-2023 13:30:37.534200,"(8.0, 9.4, 8.663157894736843)","(6.0, 8.8, 8.690909090909091)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.319999999999999)","(2.3, 3.7, 3.2875)"
12-01-2023 13:30:38.853855,"(8.0, 9.4, 8.663157894736843)","(6.0, 8.8, 8.690909090909091)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.319999999999999)","(2.35, 3.7, 3.2875)"
12-01-2023 13:30:40.200939,"(8.0, 9.4, 8.663157894736843)","(6.0, 8.8, 8.690909090909091)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.319999999999999)","(2.35, 3.7, 3.2875)"
12-01-2023 13:30:41.484457,"(8.0, 9.4, 8.663157894736843)","(6.0, 8.8, 8.314285714285713)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.672727272727273)","(2.35, 3.7, 3.2875)"
12-01-2023 13:30:42.862808,"(8.0, 9.4, 8.663157894736843)","(6.0, 8.6, 8.17142857142857)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.0, 5.672727272727273)","(2.35, 3.7, 3.2875)"
12-01-2023 13:30:44.062309,"(8.0, 9.4, 8.663157894736843)","(6.0, 8.4, 8.0)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.0, 5.672727272727273)","(2.35, 3.7, 3.2875)"
12-01-2023 13:30:45.233019,"(8.0, 9.4, 8.816666666666666)","(6.0, 8.4, 8.0)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.0, 5.319999999999999)","(2.35, 3.7, 3.2875)"
12-01-2023 13:30:46.508962,"(8.0, 9.4, 8.816666666666666)","(6.0, 8.4, 8.0)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.319999999999999)","(2.35, 3.7, 3.2875)"
12-01-2023 13:30:47.788263,"(8.0, 9.4, 8.816666666666666)","(6.0, 8.4, 8.0)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.319999999999999)","(2.35, 3.7, 3.2875)"
12-01-2023 13:30:49.213637,"(8.0, 9.4, 8.878260869565217)","(6.0, 8.4, 8.466666666666667)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.319999999999999)","(2.35, 3.7, 3.2875)"
12-01-2023 13:30:50.568581,"(8.0, 9.4, 8.878260869565217)","(6.0, 8.8, 8.690909090909091)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.319999999999999)","(2.35, 3.7, 3.2875)"
12-01-2023 13:30:51.789977,"(8.0, 9.4, 8.878260869565217)","(6.0, 8.8, 8.690909090909091)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.319999999999999)","(2.35, 3.7, 3.2875)"
12-01-2023 13:30:53.342005,"(8.0, 9.4, 8.878260869565217)","(6.0, 8.8, 8.690909090909091)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.65)","(2.35, 3.7, 3.2875)"
12-01-2023 13:30:54.736574,"(8.0, 9.4, 8.878260869565217)","(6.0, 8.8, 8.690909090909091)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.475)","(2.35, 3.7, 3.2875)"
12-01-2023 13:30:56.164751,"(8.0, 9.4, 8.878260869565217)","(6.0, 8.8, 8.066666666666666)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.475)","(2.35, 3.7, 3.4642857142857144)"
12-01-2023 13:30:57.571616,"(8.0, 9.4, 8.878260869565217)","(6.0, 8.6, 8.066666666666666)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.475)","(2.35, 3.7, 3.4642857142857144)"
12-01-2023 13:30:59.101856,"(8.0, 9.4, 8.878260869565217)","(6.0, 8.6, 8.066666666666666)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.475)","(2.35, 3.7, 3.4642857142857144)"
12-01-2023 13:31:00.538836,"(8.0, 9.4, 8.878260869565217)","(6.0, 8.6, 8.066666666666666)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.475)","(2.35, 3.7, 3.37)"
12-01-2023 13:31:01.763843,"(8.0, 9.4, 8.878260869565217)","(6.0, 8.6, 8.066666666666666)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.475)","(2.35, 3.7, 3.37)"
12-01-2023 13:31:02.953477,"(8.0, 9.2, 8.93)","(6.0, 8.6, 8.066666666666666)","(41.0, 180.0, 80.0)","(11.0, 17.0, 16.0)","(41.0, 180.0, 121.6)","(15.0, 23.0, 19.0)","(9.0, 9.4, 9.32)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.475)","(2.35, 3.7, 3.37)"
12-01-2023 13:31:04.215933,"(8.0, 9.2, 8.93)","(6.0, 8.6, 8.066666666666666)","(41.0, 180.0, 80.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.475)","(2.35, 3.7, 3.37)"
12-01-2023 13:31:05.567317,"(8.0, 9.2, 8.93)","(6.0, 8.6, 8.066666666666666)","(41.0, 180.0, 80.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.475)","(2.35, 3.7, 3.37)"
12-01-2023 13:31:06.933095,"(8.0, 9.2, 8.93)","(6.0, 8.6, 8.066666666666666)","(41.0, 180.0, 80.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.475)","(2.35, 3.7, 3.37)"
12-01-2023 13:31:08.309225,"(8.0, 9.2, 8.93)","(6.0, 8.6, 8.066666666666666)","(41.0, 180.0, 80.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.475)","(2.35, 3.7, 3.37)"
12-01-2023 13:31:09.613096,"(8.0, 9.2, 8.93)","(6.0, 8.6, 8.066666666666666)","(41.0, 180.0, 80.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.475)","(2.35, 3.7, 3.37)"
12-01-2023 13:31:10.863678,"(8.0, 9.2, 8.93)","(6.0, 8.6, 8.066666666666666)","(41.0, 180.0, 80.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.475)","(2.35, 3.7, 3.37)"
12-01-2023 13:31:12.131816,"(8.0, 9.2, 9.045714285714284)","(6.0, 8.6, 8.466666666666667)","(41.0, 180.0, 80.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.475)","(2.35, 3.7, 3.37)"
12-01-2023 13:31:13.359205,"(8.0, 9.2, 9.045714285714284)","(6.0, 8.8, 8.466666666666667)","(41.0, 180.0, 80.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.475)","(2.35, 3.7, 3.37)"
12-01-2023 13:31:14.650474,"(8.0, 9.2, 9.045714285714284)","(6.0, 8.8, 8.466666666666667)","(41.0, 180.0, 80.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.475)","(2.35, 3.7, 3.37)"
12-01-2023 13:31:15.999343,"(8.0, 9.2, 9.045714285714284)","(6.0, 8.8, 8.466666666666667)","(41.0, 180.0, 80.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.475)","(2.35, 3.7, 3.37)"
12-01-2023 13:31:17.301133,"(8.0, 9.2, 9.045714285714284)","(6.0, 8.8, 8.066666666666666)","(41.0, 180.0, 80.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.475)","(2.35, 3.7, 3.37)"
12-01-2023 13:31:18.550351,"(8.0, 9.2, 9.045714285714284)","(6.0, 8.6, 8.066666666666666)","(41.0, 180.0, 80.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.475)","(2.35, 3.7, 3.37)"
12-01-2023 13:31:19.717668,"(8.0, 9.2, 9.045714285714284)","(6.0, 8.6, 8.066666666666666)","(41.0, 180.0, 80.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.2, 5.6625)","(2.35, 3.7, 3.5615384615384618)"
12-01-2023 13:31:20.996061,"(8.0, 9.2, 9.045714285714284)","(6.0, 8.6, 8.066666666666666)","(41.0, 180.0, 80.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.0, 5.6625)","(2.35, 3.7, 3.48)"
12-01-2023 13:31:22.362186,"(8.0, 9.2, 9.045714285714284)","(6.0, 8.6, 8.066666666666666)","(41.0, 180.0, 105.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 84.0)","(15.0, 23.0, 19.333333333333332)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.485714285714286)","(2.35, 3.7, 3.46)"
12-01-2023 13:31:23.749322,"(8.0, 9.2, 8.514285714285714)","(6.0, 8.6, 8.066666666666666)","(41.0, 180.0, 137.14285714285714)","(11.0, 17.0, 15.0)","(41.0, 180.0, 84.0)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.485714285714286)","(2.35, 3.7, 3.5875000000000004)"
12-01-2023 13:31:25.138575,"(8.0, 9.2, 8.514285714285714)","(6.0, 8.6, 8.066666666666666)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 84.0)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.485714285714286)","(2.35, 3.7, 3.48)"
12-01-2023 13:31:26.423173,"(8.0, 9.2, 8.514285714285714)","(6.0, 8.6, 8.466666666666667)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 84.0)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.710714285714285)","(2.35, 3.7, 3.48)"
12-01-2023 13:31:27.690048,"(8.0, 9.2, 9.045714285714284)","(6.0, 8.8, 8.466666666666667)","(41.0, 180.0, 120.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 84.0)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.595)","(2.35, 3.7, 3.325)"
12-01-2023 13:31:28.980276,"(8.0, 9.2, 9.045714285714284)","(6.0, 8.6, 8.066666666666666)","(41.0, 180.0, 105.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.0, 5.595)","(2.35, 3.7, 3.325)"
12-01-2023 13:31:30.247567,"(8.0, 9.2, 9.045714285714284)","(6.0, 8.6, 8.066666666666666)","(41.0, 180.0, 105.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.0, 5.595)","(2.35, 3.7, 3.342857142857143)"
12-01-2023 13:31:31.527023,"(8.0, 9.2, 8.804878048780488)","(6.0, 8.6, 8.066666666666666)","(41.0, 180.0, 105.0)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.0, 5.595)","(2.35, 3.7, 3.342857142857143)"
12-01-2023 13:31:32.853577,"(8.0, 9.2, 8.804878048780488)","(6.0, 8.6, 8.3)","(41.0, 180.0, 146.44444444444446)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.0, 5.595)","(2.35, 3.7, 3.342857142857143)"
12-01-2023 13:31:34.199494,"(8.0, 9.2, 8.804878048780488)","(6.0, 8.6, 8.53142857142857)","(41.0, 180.0, 146.44444444444446)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.0, 5.595)","(2.35, 3.7, 3.342857142857143)"
12-01-2023 13:31:35.425490,"(8.0, 9.2, 8.804878048780488)","(6.0, 8.6, 8.53142857142857)","(41.0, 180.0, 146.44444444444446)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.0, 5.595)","(2.35, 3.7, 3.342857142857143)"
12-01-2023 13:31:36.686038,"(8.0, 9.2, 8.804878048780488)","(6.0, 8.6, 8.775)","(41.0, 180.0, 146.44444444444446)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.0, 5.595)","(2.35, 3.7, 3.59)"
12-01-2023 13:31:37.967057,"(8.0, 9.2, 8.804878048780488)","(6.0, 8.8, 8.775)","(41.0, 180.0, 136.85714285714286)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.0, 5.595)","(2.35, 3.7, 3.342857142857143)"
12-01-2023 13:31:39.296200,"(8.0, 9.2, 8.804878048780488)","(6.0, 8.8, 8.775)","(41.0, 180.0, 136.85714285714286)","(11.0, 17.0, 15.0)","(41.0, 180.0, 131.33333333333331)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 121.6)","(4.0, 6.0, 5.595)","(2.35, 3.7, 3.342857142857143)"
12-01-2023 13:31:40.574476,"(8.0, 9.2, 8.804878048780488)","(6.0, 8.8, 8.775)","(41.0, 180.0, 136.85714285714286)","(11.0, 17.0, 15.0)","(41.0, 180.0, 121.6)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 107.0)","(4.0, 6.0, 5.54)","(2.35, 3.7, 3.342857142857143)"
12-01-2023 13:31:41.878528,"(8.0, 9.2, 8.882352941176471)","(6.0, 8.8, 8.775)","(41.0, 180.0, 136.85714285714286)","(11.0, 17.0, 15.0)","(41.0, 180.0, 121.6)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 107.0)","(4.0, 5.9, 5.54)","(2.35, 3.7, 3.342857142857143)"
12-01-2023 13:31:43.118111,"(8.0, 9.2, 8.882352941176471)","(6.0, 8.8, 8.775)","(41.0, 180.0, 136.85714285714286)","(11.0, 17.0, 15.0)","(41.0, 180.0, 121.6)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 107.0)","(4.0, 5.9, 5.54)","(2.35, 3.7, 3.342857142857143)"
12-01-2023 13:31:44.385724,"(8.0, 9.2, 8.882352941176471)","(6.0, 8.8, 8.775)","(41.0, 180.0, 136.85714285714286)","(11.0, 17.0, 15.0)","(41.0, 180.0, 121.6)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 107.0)","(4.0, 5.9, 5.54)","(2.35, 3.7, 3.342857142857143)"
12-01-2023 13:31:45.680475,"(8.0, 9.2, 8.882352941176471)","(6.0, 8.8, 8.775)","(41.0, 180.0, 136.85714285714286)","(11.0, 17.0, 15.0)","(41.0, 180.0, 121.6)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 107.0)","(4.0, 5.9, 5.54)","(2.35, 3.7, 3.342857142857143)"
12-01-2023 13:31:46.997133,"(8.0, 9.2, 8.882352941176471)","(6.0, 8.8, 8.775)","(41.0, 180.0, 136.85714285714286)","(11.0, 17.0, 15.0)","(41.0, 180.0, 121.6)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 107.0)","(4.0, 5.9, 5.54)","(2.35, 3.7, 3.342857142857143)"
12-01-2023 13:31:48.295462,"(8.0, 9.2, 9.047058823529412)","(6.0, 8.8, 8.778947368421054)","(41.0, 180.0, 136.85714285714286)","(11.0, 17.0, 15.0)","(41.0, 180.0, 121.6)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 107.0)","(4.0, 5.9, 5.54)","(2.35, 3.7, 3.1550000000000002)"
12-01-2023 13:31:49.613803,"(8.0, 9.4, 9.047058823529412)","(6.0, 8.8, 8.778947368421054)","(41.0, 180.0, 136.85714285714286)","(11.0, 17.0, 15.0)","(41.0, 180.0, 84.0)","(15.0, 23.0, 20.0)","(9.0, 9.4, 9.333333333333334)","(41.0, 180.0, 84.0)","(4.0, 5.9, 5.54)","(2.35, 3.65, 3.2)"
