,Mega Star,Mac Stubborn,Uptotrix,What Now Shannon,Shannons Shadow,Seven Rippin Aces,Always Bopping,Cronin,A Kerry Man,Sheza Rose Nz
05-01-2023 16:07:24.789360,"(3.1, 3.65, 3.507142857142857)","(5.0, 6.8, 6.453846153846154)","(26.0, 100.0, 77.57142857142857)","(2.9, 3.95, 3.8875)","(21.0, 50.0, 37.0)","(26.0, 210.0, 132.5)","(10.0, 14.0, 13.6)","(41.0, 170.0, 135.71428571428572)","(81.0, 160.0, 145.0)","(6.0, 99999, 99990)"
05-01-2023 16:07:26.005141,"(3.1, 3.65, 3.507142857142857)","(5.0, 6.8, 6.345454545454546)","(26.0, 95.0, 77.57142857142857)","(2.9, 3.95, 3.8875)","(21.0, 46.0, 31.0)","(26.0, 210.0, 132.5)","(10.0, 14.0, 13.6)","(41.0, 160.0, 135.71428571428572)","(81.0, 160.0, 145.0)","(6.0, 99999, 99990)"
05-01-2023 16:07:27.144738,"(3.1, 3.65, 3.5323529411764705)","(5.0, 6.6, 6.333333333333333)","(26.0, 95.0, 77.57142857142857)","(2.9, 3.95, 3.8875)","(21.0, 46.0, 37.0)","(26.0, 210.0, 187.85714285714286)","(10.0, 14.0, 15.75)","(41.0, 160.0, 135.71428571428572)","(81.0, 160.0, 145.0)","(6.0, 99999, 99990)"
05-01-2023 16:07:28.397548,"(3.1, 3.65, 3.5323529411764705)","(5.0, 6.4, 6.290909090909091)","(26.0, 95.0, 77.0)","(2.9, 3.95, 3.825)","(21.0, 42.0, 32.0)","(26.0, 210.0, 187.85714285714286)","(10.0, 18.0, 17.333333333333332)","(41.0, 160.0, 135.71428571428572)","(81.0, 160.0, 145.0)","(6.0, 99999, 99990)"
05-01-2023 16:07:29.606362,"(3.1, 3.65, 3.507142857142857)","(5.0, 6.4, 6.290909090909091)","(26.0, 95.0, 77.0)","(2.9, 3.95, 3.7416666666666667)","(21.0, 40.0, 31.333333333333332)","(26.0, 210.0, 187.85714285714286)","(10.0, 18.0, 17.333333333333332)","(41.0, 160.0, 142.0)","(81.0, 160.0, 145.0)","(6.0, 99999, 99990)"
05-01-2023 16:07:30.845320,"(3.1, 3.65, 3.507142857142857)","(5.0, 6.8, 6.329411764705882)","(26.0, 95.0, 77.0)","(2.9, 3.95, 3.7416666666666667)","(21.0, 38.0, 32.0)","(26.0, 210.0, 184.16666666666666)","(10.0, 18.0, 17.333333333333332)","(41.0, 160.0, 95.0)","(81.0, 160.0, 145.0)","(6.0, 99999, 99990)"
05-01-2023 16:07:32.167622,"(3.1, 3.65, 3.507142857142857)","(5.0, 6.6, 6.0086956521739125)","(26.0, 95.0, 77.0)","(2.9, 3.95, 3.7625)","(21.0, 36.0, 30.6)","(26.0, 210.0, 154.0)","(10.0, 18.0, 15.142857142857142)","(41.0, 100.0, 92.5)","(81.0, 160.0, 136.0)","(6.0, 99999, 99990)"
05-01-2023 16:07:33.451283,"(3.1, 3.65, 3.507142857142857)","(5.0, 6.4, 6.290909090909091)","(26.0, 95.0, 77.0)","(2.9, 3.95, 3.7625)","(21.0, 36.0, 30.6)","(26.0, 220.0, 154.0)","(10.0, 18.0, 14.8)","(41.0, 100.0, 92.5)","(81.0, 160.0, 137.69230769230768)","(6.0, 99999, 99990)"
05-01-2023 16:07:34.677308,"(3.1, 3.65, 3.5323529411764705)","(5.0, 6.4, 6.290909090909091)","(26.0, 80.0, 58.666666666666664)","(2.9, 3.95, 3.7625)","(21.0, 34.0, 31.666666666666668)","(26.0, 220.0, 154.0)","(10.0, 18.0, 15.75)","(41.0, 100.0, 92.5)","(81.0, 170.0, 146.66666666666669)","(6.0, 99999, 99990)"
05-01-2023 16:07:35.864572,"(3.1, 3.65, 3.5323529411764705)","(5.0, 6.6, 6.127272727272727)","(26.0, 75.0, 67.18181818181819)","(2.9, 3.95, 3.7625)","(21.0, 34.0, 29.0)","(26.0, 220.0, 154.0)","(10.0, 17.5, 14.857142857142858)","(41.0, 100.0, 92.5)","(81.0, 160.0, 138.88888888888889)","(6.0, 99999, 99990)"
05-01-2023 16:07:37.012987,"(3.1, 3.65, 3.5323529411764705)","(5.0, 6.4, 6.066666666666667)","(26.0, 75.0, 54.5)","(2.9, 3.95, 3.85)","(21.0, 34.0, 29.0)","(26.0, 220.0, 105.33333333333334)","(10.0, 17.0, 14.857142857142858)","(41.0, 100.0, 92.5)","(81.0, 150.0, 138.88888888888889)","(6.0, 99999, 99990)"
05-01-2023 16:07:38.134649,"(3.1, 3.65, 3.5323529411764705)","(5.0, 6.4, 6.066666666666667)","(26.0, 75.0, 52.714285714285715)","(2.9, 3.95, 3.85)","(21.0, 34.0, 29.0)","(26.0, 220.0, 105.33333333333334)","(10.0, 17.0, 15.875)","(41.0, 100.0, 92.5)","(81.0, 150.0, 138.88888888888889)","(6.0, 99999, 99990)"
05-01-2023 16:07:39.235032,"(3.1, 3.65, 3.5323529411764705)","(5.0, 7.6, 6.655555555555556)","(26.0, 75.0, 55.5)","(2.9, 3.95, 3.85)","(21.0, 34.0, 29.0)","(26.0, 220.0, 105.33333333333334)","(10.0, 17.0, 15.875)","(41.0, 100.0, 92.5)","(81.0, 150.0, 138.88888888888889)","(6.0, 99999, 99990)"
05-01-2023 16:07:40.419638,"(3.1, 3.65, 3.5323529411764705)","(5.0, 7.2, 6.6000000000000005)","(26.0, 75.0, 55.5)","(2.9, 3.95, 3.85)","(21.0, 34.0, 29.0)","(26.0, 220.0, 105.33333333333334)","(10.0, 17.0, 14.555555555555555)","(41.0, 100.0, 92.5)","(81.0, 150.0, 138.88888888888889)","(6.0, 99999, 99990)"
05-01-2023 16:07:41.687987,"(3.1, 3.65, 3.5323529411764705)","(5.0, 7.0, 6.133333333333333)","(26.0, 75.0, 62.44444444444444)","(2.9, 3.95, 3.85)","(21.0, 34.0, 73.6875)","(26.0, 220.0, 105.33333333333334)","(10.0, 16.5, 14.5)","(41.0, 100.0, 92.5)","(81.0, 150.0, 126.92307692307692)","(6.0, 99999, 99990)"
05-01-2023 16:07:42.967185,"(3.1, 3.65, 3.5323529411764705)","(5.0, 6.8, 6.527272727272727)","(26.0, 70.0, 58.55555555555556)","(2.9, 3.95, 3.85)","(21.0, 110.0, 78.25)","(26.0, 220.0, 105.33333333333334)","(10.0, 16.5, 14.615384615384615)","(41.0, 100.0, 92.5)","(81.0, 150.0, 135.0)","(6.0, 99999, 99990)"
05-01-2023 16:07:44.125955,"(3.1, 3.65, 3.5323529411764705)","(5.0, 6.8, 6.527272727272727)","(26.0, 65.0, 58.55555555555556)","(2.9, 3.95, 3.85)","(21.0, 95.0, 78.25)","(26.0, 220.0, 105.33333333333334)","(10.0, 16.5, 14.571428571428571)","(41.0, 100.0, 92.5)","(81.0, 150.0, 135.0)","(6.0, 99999, 99990)"
05-01-2023 16:07:45.381456,"(3.1, 3.65, 3.473529411764706)","(5.0, 6.8, 6.527272727272727)","(26.0, 65.0, 58.55555555555556)","(2.9, 3.95, 3.85)","(21.0, 95.0, 76.85714285714286)","(26.0, 220.0, 105.33333333333334)","(10.0, 16.0, 14.8)","(41.0, 100.0, 92.5)","(81.0, 150.0, 135.0)","(6.0, 99999, 99990)"
05-01-2023 16:07:46.591774,"(3.1, 3.65, 3.525)","(5.0, 6.6, 6.104761904761904)","(26.0, 60.0, 57.0)","(2.9, 3.95, 3.85)","(21.0, 85.0, 40.0)","(26.0, 220.0, 105.33333333333334)","(10.0, 16.0, 14.8)","(41.0, 100.0, 92.5)","(81.0, 150.0, 184.0)","(6.0, 99999, 99990)"
05-01-2023 16:07:47.895358,"(3.1, 3.65, 3.525)","(5.0, 6.6, 7.3999999999999995)","(26.0, 60.0, 57.5)","(2.9, 3.95, 3.85)","(21.0, 70.0, 44.333333333333336)","(26.0, 220.0, 156.0)","(10.0, 16.0, 14.444444444444445)","(41.0, 100.0, 92.5)","(81.0, 220.0, 177.77777777777777)","(6.0, 99999, 99990)"
05-01-2023 16:07:49.197861,"(3.1, 3.65, 3.525)","(5.0, 7.6, 6.550000000000001)","(26.0, 65.0, 50.666666666666664)","(2.9, 3.95, 3.85)","(21.0, 65.0, 38.42857142857143)","(26.0, 210.0, 76.66666666666667)","(10.0, 16.0, 14.444444444444445)","(41.0, 100.0, 88.75)","(81.0, 200.0, 170.0)","(6.0, 99999, 99990)"
05-01-2023 16:07:50.459274,"(3.1, 3.65, 3.525)","(5.0, 7.2, 6.0)","(26.0, 55.0, 55.5)","(2.9, 3.95, 3.825)","(21.0, 65.0, 38.42857142857143)","(26.0, 210.0, 96.66666666666666)","(10.0, 16.0, 14.444444444444445)","(41.0, 95.0, 88.75)","(81.0, 180.0, 152.5)","(6.0, 99999, 99990)"
05-01-2023 16:07:51.728018,"(3.1, 3.65, 3.3954545454545455)","(5.0, 7.0, 6.125)","(26.0, 60.0, 55.5)","(2.9, 3.95, 3.825)","(21.0, 65.0, 40.5)","(26.0, 190.0, 109.0909090909091)","(10.0, 16.0, 14.444444444444445)","(41.0, 95.0, 79.375)","(81.0, 160.0, 142.0)","(6.0, 99999, 99990)"
05-01-2023 16:07:52.999041,"(3.1, 3.65, 3.4166666666666665)","(5.0, 6.8, 6.125)","(26.0, 60.0, 51.75)","(2.9, 3.95, 3.825)","(21.0, 60.0, 37.2)","(26.0, 180.0, 122.08333333333334)","(10.0, 16.0, 14.444444444444445)","(41.0, 95.0, 87.5)","(81.0, 160.0, 138.88888888888889)","(6.0, 99999, 99990)"
05-01-2023 16:07:54.258385,"(3.1, 3.6, 3.54)","(5.0, 6.8, 6.125)","(26.0, 55.0, 51.75)","(2.9, 3.95, 3.825)","(21.0, 50.0, 37.5)","(26.0, 170.0, 143.84615384615384)","(10.0, 16.0, 14.444444444444445)","(41.0, 100.0, 90.55555555555556)","(81.0, 150.0, 138.88888888888889)","(6.0, 99999, 99990)"
05-01-2023 16:07:55.479424,"(3.1, 3.6, 3.490909090909091)","(5.0, 6.8, 6.125)","(26.0, 55.0, 51.75)","(2.9, 3.95, 3.825)","(21.0, 48.0, 35.75)","(26.0, 160.0, 128.88888888888889)","(10.0, 16.0, 14.384615384615385)","(41.0, 95.0, 89.58333333333333)","(81.0, 150.0, 138.88888888888889)","(6.0, 99999, 99990)"
05-01-2023 16:07:56.716361,"(3.1, 3.55, 3.3555555555555556)","(5.0, 6.8, 6.125)","(26.0, 55.0, 51.75)","(2.9, 3.95, 3.825)","(21.0, 48.0, 38.0)","(26.0, 150.0, 110.41666666666667)","(10.0, 16.0, 14.055555555555555)","(41.0, 100.0, 90.9090909090909)","(81.0, 150.0, 138.88888888888889)","(6.0, 99999, 99990)"
05-01-2023 16:07:58.031902,"(3.1, 3.65, 3.3200000000000003)","(5.0, 6.8, 6.125)","(26.0, 55.0, 48.857142857142854)","(2.9, 3.95, 3.825)","(21.0, 46.0, 36.0)","(26.0, 150.0, 121.11111111111111)","(10.0, 16.0, 14.055555555555555)","(41.0, 100.0, 88.57142857142857)","(81.0, 150.0, 213.75)","(6.0, 99999, 99990)"
05-01-2023 16:07:59.333718,"(3.1, 3.6, 3.2677419354838713)","(5.0, 6.8, 6.125)","(26.0, 50.0, 54.0)","(2.9, 3.95, 3.825)","(21.0, 46.0, 37.0)","(26.0, 140.0, 199.375)","(10.0, 16.0, 14.055555555555555)","(41.0, 100.0, 91.66666666666667)","(81.0, 230.0, 176.36363636363637)","(6.0, 99999, 99990)"
05-01-2023 16:08:00.578652,"(3.1, 3.55, 3.2677419354838713)","(5.0, 6.8, 6.125)","(26.0, 60.0, 51.0)","(2.9, 3.95, 3.825)","(21.0, 46.0, 37.0)","(26.0, 220.0, 163.5)","(10.0, 16.0, 14.055555555555555)","(41.0, 100.0, 93.33333333333334)","(81.0, 220.0, 187.5)","(6.0, 99999, 99990)"
05-01-2023 16:08:01.776095,"(3.1, 3.5, 3.4)","(5.0, 6.8, 6.125)","(26.0, 60.0, 54.0)","(2.9, 3.95, 3.8916666666666666)","(21.0, 46.0, 37.0)","(26.0, 210.0, 140.9090909090909)","(10.0, 16.0, 14.055555555555555)","(41.0, 100.0, 93.33333333333334)","(81.0, 200.0, 170.0)","(6.0, 99999, 99990)"
05-01-2023 16:08:03.023914,"(3.1, 3.65, 3.29)","(5.0, 6.6, 6.075)","(26.0, 60.0, 54.0)","(2.9, 3.95, 3.85)","(21.0, 46.0, 37.0)","(26.0, 190.0, 144.44444444444446)","(10.0, 16.0, 14.055555555555555)","(41.0, 100.0, 91.66666666666667)","(81.0, 190.0, 161.25)","(6.0, 99999, 99990)"
05-01-2023 16:08:04.289107,"(3.1, 3.55, 3.2375000000000003)","(5.0, 6.6, 6.075)","(26.0, 55.0, 55.5)","(2.9, 3.9, 3.7875)","(21.0, 46.0, 37.0)","(26.0, 170.0, 93.63636363636363)","(10.0, 16.0, 14.833333333333334)","(41.0, 100.0, 93.33333333333334)","(81.0, 170.0, 140.83333333333331)","(6.0, 99999, 99990)"
05-01-2023 16:08:05.543072,"(3.1, 3.55, 3.2875)","(5.0, 7.6, 6.3999999999999995)","(26.0, 60.0, 55.5)","(2.9, 3.9, 3.6403225806451616)","(21.0, 46.0, 37.0)","(26.0, 170.0, 120.41666666666667)","(10.0, 16.0, 14.833333333333334)","(41.0, 100.0, 91.66666666666667)","(81.0, 170.0, 152.5)","(6.0, 99999, 99990)"
05-01-2023 16:08:06.850791,"(3.1, 3.5, 3.210714285714286)","(5.0, 7.2, 6.0625)","(26.0, 55.0, 51.81818181818182)","(2.9, 3.85, 3.8153846153846156)","(21.0, 46.0, 37.0)","(26.0, 160.0, 110.76923076923077)","(10.0, 16.0, 14.454545454545455)","(41.0, 100.0, 93.33333333333334)","(81.0, 160.0, 129.16666666666666)","(6.0, 99999, 99990)"
05-01-2023 16:08:08.172509,"(3.1, 3.45, 3.325)","(5.0, 7.0, 5.9714285714285715)","(26.0, 60.0, 53.14285714285714)","(2.9, 3.95, 3.775)","(21.0, 46.0, 37.0)","(26.0, 150.0, 123.33333333333334)","(10.0, 16.0, 14.3)","(41.0, 100.0, 90.9090909090909)","(81.0, 150.0, 135.0)","(6.0, 99999, 99990)"
05-01-2023 16:08:09.419352,"(3.1, 3.4, 3.2074074074074077)","(5.0, 6.8, 5.95)","(26.0, 55.0, 53.375)","(2.9, 3.9, 3.658333333333333)","(21.0, 46.0, 37.0)","(26.0, 140.0, 146.66666666666666)","(10.0, 16.0, 14.068181818181818)","(41.0, 100.0, 92.3076923076923)","(81.0, 140.0, 131.11111111111111)","(6.0, 99999, 99990)"
05-01-2023 16:08:10.663760,"(3.1, 3.5, 3.2157894736842105)","(5.0, 6.6, 5.92)","(26.0, 55.0, 53.375)","(2.9, 3.85, 3.8)","(21.0, 46.0, 37.0)","(26.0, 170.0, 116.15384615384616)","(10.0, 16.0, 14.210526315789474)","(41.0, 100.0, 92.3076923076923)","(81.0, 140.0, 126.25)","(6.0, 99999, 99990)"
05-01-2023 16:08:11.888723,"(3.1, 3.45, 3.325)","(5.0, 6.6, 5.904347826086957)","(26.0, 55.0, 53.375)","(2.9, 3.95, 3.7)","(21.0, 46.0, 37.0)","(26.0, 160.0, 131.11111111111111)","(10.0, 16.0, 14.210526315789474)","(41.0, 100.0, 92.3076923076923)","(81.0, 130.0, 123.33333333333334)","(6.0, 99999, 99990)"
05-01-2023 16:08:13.158094,"(3.1, 3.45, 3.2416666666666667)","(5.0, 6.6, 5.904347826086957)","(26.0, 55.0, 53.375)","(2.9, 3.95, 3.75)","(21.0, 46.0, 37.0)","(26.0, 150.0, 114.58333333333333)","(10.0, 16.0, 14.068181818181818)","(41.0, 100.0, 92.3076923076923)","(81.0, 140.0, 123.33333333333334)","(6.0, 99999, 99990)"
05-01-2023 16:08:14.392602,"(3.1, 3.45, 3.2416666666666667)","(5.0, 6.6, 5.904347826086957)","(26.0, 55.0, 53.375)","(2.9, 3.85, 3.75)","(21.0, 46.0, 37.0)","(26.0, 150.0, 114.58333333333333)","(10.0, 16.0, 14.210526315789474)","(41.0, 100.0, 92.3076923076923)","(81.0, 140.0, 131.11111111111111)","(6.0, 99999, 99990)"
05-01-2023 16:08:15.694531,"(3.1, 3.45, 3.2416666666666667)","(5.0, 6.6, 5.904347826086957)","(26.0, 55.0, 53.375)","(2.9, 3.85, 3.75)","(21.0, 46.0, 37.0)","(26.0, 150.0, 114.58333333333333)","(10.0, 16.0, 14.380952380952381)","(41.0, 100.0, 92.3076923076923)","(81.0, 140.0, 131.11111111111111)","(6.0, 99999, 99990)"
05-01-2023 16:08:16.997223,"(3.1, 3.45, 3.2416666666666667)","(5.0, 6.6, 5.904347826086957)","(26.0, 55.0, 53.375)","(2.9, 3.85, 3.75)","(21.0, 46.0, 37.0)","(26.0, 150.0, 130.0)","(10.0, 16.0, 14.833333333333334)","(41.0, 100.0, 92.3076923076923)","(81.0, 140.0, 123.33333333333334)","(6.0, 99999, 99990)"
05-01-2023 16:08:18.320168,"(3.1, 3.45, 3.2416666666666667)","(5.0, 6.6, 5.904347826086957)","(26.0, 55.0, 53.375)","(2.9, 3.85, 3.75)","(21.0, 46.0, 37.0)","(26.0, 140.0, 130.0)","(10.0, 16.0, 14.444444444444445)","(41.0, 100.0, 92.3076923076923)","(81.0, 140.0, 131.11111111111111)","(6.0, 99999, 99990)"
05-01-2023 16:08:19.583894,"(3.1, 3.45, 3.227777777777778)","(5.0, 6.6, 5.904347826086957)","(26.0, 55.0, 53.375)","(2.9, 3.85, 3.75)","(21.0, 46.0, 37.0)","(26.0, 140.0, 130.0)","(10.0, 16.0, 14.444444444444445)","(41.0, 100.0, 92.3076923076923)","(81.0, 140.0, 131.11111111111111)","(6.0, 99999, 99990)"
05-01-2023 16:08:20.755140,"(3.1, 3.45, 3.296153846153846)","(5.0, 6.6, 5.904347826086957)","(26.0, 55.0, 53.375)","(2.9, 3.85, 3.75)","(21.0, 46.0, 37.0)","(26.0, 130.0, 115.0)","(10.0, 16.0, 14.444444444444445)","(41.0, 100.0, 92.3076923076923)","(81.0, 140.0, 131.11111111111111)","(6.0, 99999, 99990)"
05-01-2023 16:08:21.992709,"(3.1, 3.4, 3.3)","(5.0, 6.6, 5.904347826086957)","(26.0, 55.0, 53.375)","(2.9, 3.85, 3.8083333333333336)","(21.0, 46.0, 37.0)","(26.0, 120.0, 112.85714285714286)","(10.0, 16.0, 14.75)","(41.0, 100.0, 92.3076923076923)","(81.0, 140.0, 131.11111111111111)","(6.0, 99999, 99990)"
05-01-2023 16:08:23.290667,"(3.1, 3.4, 3.2333333333333334)","(5.0, 6.6, 5.926315789473684)","(26.0, 55.0, 53.375)","(2.9, 3.85, 3.8083333333333336)","(21.0, 46.0, 37.0)","(26.0, 120.0, 112.85714285714286)","(10.0, 16.0, 14.727272727272727)","(41.0, 100.0, 92.3076923076923)","(81.0, 140.0, 131.11111111111111)","(6.0, 99999, 99990)"
05-01-2023 16:08:24.565373,"(3.0, 3.4, 3.2714285714285714)","(4.8, 6.6, 5.842105263157895)","(26.0, 55.0, 53.375)","(2.9, 3.85, 3.75)","(21.0, 46.0, 37.0)","(26.0, 120.0, 130.0)","(10.0, 16.0, 15.0)","(41.0, 100.0, 92.3076923076923)","(81.0, 140.0, 123.33333333333334)","(6.5, 99999, 99990)"
05-01-2023 16:08:25.834065,"(3.0, 3.4, 3.162)","(4.8, 6.6, 5.794736842105263)","(26.0, 55.0, 53.375)","(2.9, 3.85, 3.75)","(21.0, 46.0, 37.0)","(26.0, 140.0, 130.0)","(10.0, 16.0, 15.0)","(41.0, 100.0, 90.9090909090909)","(81.0, 140.0, 131.11111111111111)","(6.5, 99999, 99990)"
05-01-2023 16:08:27.067241,"(3.0, 3.35, 3.268181818181818)","(4.8, 6.8, 6.25)","(26.0, 60.0, 52.72727272727273)","(2.9, 3.85, 3.75)","(21.0, 46.0, 37.0)","(26.0, 140.0, 130.0)","(10.0, 16.0, 15.0)","(41.0, 100.0, 92.3076923076923)","(81.0, 140.0, 131.11111111111111)","(6.5, 99999, 99990)"
05-01-2023 16:08:28.364381,"(3.0, 3.35, 3.268181818181818)","(4.8, 6.8, 6.525)","(26.0, 60.0, 52.72727272727273)","(2.9, 3.85, 3.75)","(21.0, 46.0, 37.0)","(26.0, 140.0, 130.0)","(10.0, 16.0, 14.727272727272727)","(41.0, 100.0, 92.3076923076923)","(81.0, 140.0, 123.33333333333334)","(6.5, 99999, 99990)"
05-01-2023 16:08:29.570206,"(3.0, 3.35, 3.2214285714285715)","(4.8, 6.6, 5.906666666666666)","(26.0, 60.0, 50.0)","(2.9, 3.85, 3.75)","(21.0, 46.0, 37.0)","(26.0, 140.0, 130.0)","(10.0, 16.0, 15.0)","(41.0, 100.0, 92.3076923076923)","(81.0, 140.0, 131.11111111111111)","(6.5, 99999, 99990)"
05-01-2023 16:08:30.841033,"(3.0, 3.4, 3.1136363636363633)","(4.8, 6.6, 6.0473684210526315)","(26.0, 60.0, 50.0)","(2.9, 3.85, 3.75)","(21.0, 46.0, 37.0)","(26.0, 140.0, 121.42857142857143)","(10.0, 16.0, 14.777777777777779)","(41.0, 100.0, 92.3076923076923)","(81.0, 140.0, 170.0)","(6.5, 99999, 99990)"
05-01-2023 16:08:32.076104,"(3.0, 3.35, 3.29)","(4.8, 7.4, 6.5)","(26.0, 60.0, 50.0)","(2.9, 3.85, 3.75)","(21.0, 46.0, 37.0)","(26.0, 130.0, 118.0)","(10.0, 16.0, 15.0)","(41.0, 100.0, 92.3076923076923)","(81.0, 230.0, 156.0)","(6.5, 99999, 99990)"
05-01-2023 16:08:33.412540,"(3.0, 3.35, 3.2214285714285715)","(4.8, 7.2, 6.5636363636363635)","(26.0, 60.0, 50.0)","(2.9, 3.85, 3.75)","(21.0, 46.0, 37.0)","(26.0, 130.0, 150.0)","(10.0, 16.0, 15.0)","(41.0, 100.0, 92.3076923076923)","(81.0, 220.0, 187.5)","(6.5, 99999, 99990)"
05-01-2023 16:08:34.724050,"(3.0, 3.35, 3.2214285714285715)","(4.8, 6.8, 6.052631578947368)","(31.0, 60.0, 53.63636363636364)","(2.9, 3.85, 3.75)","(21.0, 46.0, 37.0)","(31.0, 190.0, 136.66666666666669)","(10.0, 16.0, 15.0)","(41.0, 100.0, 92.3076923076923)","(81.0, 200.0, 162.22222222222223)","(6.5, 99999, 99990)"
05-01-2023 16:08:35.963157,"(3.0, 3.35, 3.268181818181818)","(4.8, 6.6, 6.214814814814814)","(31.0, 60.0, 53.63636363636364)","(2.9, 3.85, 3.75)","(21.0, 46.0, 37.0)","(31.0, 170.0, 136.66666666666669)","(10.0, 16.0, 15.0)","(41.0, 100.0, 92.3076923076923)","(81.0, 180.0, 162.22222222222223)","(6.5, 99999, 99990)"
05-01-2023 16:08:37.197148,"(3.0, 3.3, 3.082258064516129)","(4.8, 7.8, 7.42)","(31.0, 60.0, 50.0)","(2.9, 3.85, 3.75)","(21.0, 46.0, 37.0)","(31.0, 150.0, 105.55555555555556)","(10.0, 16.0, 14.533333333333333)","(41.0, 100.0, 92.3076923076923)","(81.0, 170.0, 140.83333333333331)","(6.5, 99999, 99990)"
05-01-2023 16:08:38.459160,"(3.0, 3.4, 3.1136363636363633)","(4.8, 7.6, 6.213333333333333)","(31.0, 60.0, 50.0)","(2.9, 3.85, 3.75)","(21.0, 46.0, 37.0)","(31.0, 150.0, 105.55555555555556)","(10.0, 16.0, 14.533333333333333)","(41.0, 100.0, 92.3076923076923)","(81.0, 170.0, 140.83333333333331)","(6.5, 99999, 99990)"
05-01-2023 16:08:39.663366,"(3.0, 3.35, 3.0875)","(4.8, 7.0, 6.5)","(31.0, 60.0, 50.0)","(2.9, 3.85, 3.8083333333333336)","(21.0, 46.0, 37.0)","(31.0, 140.0, 116.66666666666666)","(10.0, 16.0, 14.727272727272727)","(41.0, 100.0, 92.3076923076923)","(81.0, 160.0, 142.0)","(6.5, 99999, 99990)"
05-01-2023 16:08:40.933288,"(3.0, 3.35, 3.268181818181818)","(4.8, 7.0, 6.5)","(31.0, 60.0, 53.63636363636364)","(2.9, 3.85, 3.8083333333333336)","(21.0, 46.0, 37.0)","(31.0, 140.0, 116.66666666666666)","(10.0, 16.0, 15.0)","(41.0, 100.0, 92.3076923076923)","(81.0, 160.0, 142.0)","(6.5, 99999, 99990)"
05-01-2023 16:08:42.201214,"(3.0, 3.35, 3.125)","(4.8, 7.8, 6.9)","(31.0, 60.0, 53.63636363636364)","(2.9, 3.85, 3.8222222222222224)","(21.0, 46.0, 37.0)","(31.0, 130.0, 118.0)","(10.0, 16.0, 15.0)","(41.0, 100.0, 92.3076923076923)","(81.0, 160.0, 142.0)","(6.5, 99999, 99990)"
05-01-2023 16:08:43.425385,"(3.0, 3.35, 3.125)","(4.8, 7.4, 6.5600000000000005)","(31.0, 60.0, 50.0)","(2.9, 3.85, 3.8222222222222224)","(21.0, 46.0, 53.0)","(31.0, 130.0, 118.0)","(10.0, 16.0, 14.727272727272727)","(41.0, 100.0, 92.3076923076923)","(81.0, 160.0, 142.0)","(6.5, 99999, 99990)"
05-01-2023 16:08:44.722281,"(3.0, 3.35, 3.125)","(4.8, 7.0, 6.666666666666667)","(31.0, 60.0, 53.63636363636364)","(2.9, 3.85, 3.8222222222222224)","(21.0, 110.0, 39.25)","(31.0, 130.0, 170.0)","(10.0, 16.0, 15.0)","(41.0, 100.0, 92.3076923076923)","(81.0, 160.0, 142.0)","(6.5, 99999, 99990)"
05-01-2023 16:08:45.959379,"(3.0, 3.35, 3.125)","(4.8, 7.2, 6.6)","(31.0, 60.0, 53.63636363636364)","(2.9, 3.85, 3.8222222222222224)","(21.0, 55.0, 44.5)","(31.0, 220.0, 150.0)","(10.0, 16.0, 15.0)","(41.0, 100.0, 92.3076923076923)","(81.0, 160.0, 142.0)","(6.5, 99999, 99990)"
05-01-2023 16:08:47.201030,"(3.0, 3.35, 3.1833333333333336)","(4.8, 7.0, 6.142857142857143)","(31.0, 60.0, 53.63636363636364)","(2.9, 3.85, 3.8222222222222224)","(21.0, 55.0, 52.66666666666667)","(31.0, 200.0, 142.66666666666669)","(10.0, 16.0, 14.533333333333333)","(41.0, 100.0, 92.3076923076923)","(81.0, 160.0, 142.0)","(6.5, 99999, 99990)"
05-01-2023 16:08:48.485359,"(3.0, 3.35, 3.1625)","(4.8, 7.0, 6.4)","(31.0, 60.0, 50.0)","(2.9, 3.85, 3.75)","(21.0, 90.0, 49.75)","(31.0, 190.0, 103.33333333333334)","(10.0, 16.0, 14.533333333333333)","(41.0, 100.0, 92.3076923076923)","(91.0, 160.0, 142.0)","(6.5, 99999, 99990)"
05-01-2023 16:08:49.679138,"(2.8, 3.35, 3.1625)","(4.8, 7.0, 6.4)","(31.0, 60.0, 53.63636363636364)","(2.9, 3.85, 3.816666666666667)","(21.0, 55.0, 42.4)","(31.0, 180.0, 103.33333333333334)","(10.0, 16.0, 14.035714285714286)","(41.0, 100.0, 96.42857142857143)","(91.0, 160.0, 142.0)","(6.5, 99999, 99990)"
05-01-2023 16:08:50.837933,"(2.8, 3.35, 3.1625)","(4.8, 7.0, 6.4)","(31.0, 60.0, 53.63636363636364)","(2.9, 3.85, 3.816666666666667)","(21.0, 48.0, 42.4)","(31.0, 180.0, 103.33333333333334)","(10.0, 16.0, 14.307692307692308)","(41.0, 100.0, 90.0)","(91.0, 160.0, 142.0)","(6.5, 99999, 99990)"
05-01-2023 16:08:52.060876,"(2.8, 3.35, 3.1833333333333336)","(5.0, 6.8, 5.90625)","(31.0, 60.0, 53.63636363636364)","(2.9, 3.85, 3.816666666666667)","(21.0, 48.0, 42.4)","(31.0, 180.0, 103.33333333333334)","(10.0, 16.0, 14.307692307692308)","(41.0, 100.0, 90.0)","(91.0, 160.0, 142.0)","(6.5, 99999, 99990)"
