,Boomis Buddy,Publicans Purse,Agarn,Just So Fancy,All Dash,Devillain,Summer Star,Divenire,Flick,Boitumelo,Illecebrous,Kallie
12-01-2023 15:28:31.050630,"(2.15, 2.42, 2.35515625)","(7.0, 13.0, 12.0)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 23.0)","(51.0, 130.0, 97.5)","(6.0, 8.4, 7.672727272727273)","(31.0, 42.0, 37.0)","(16.0, 21.0, 20.6875)","(26.0, 38.0, 36.30769230769231)","(18.0, 32.0, 29.142857142857142)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.5)"
12-01-2023 15:28:32.640868,"(2.15, 2.42, 2.35515625)","(7.0, 13.0, 12.0)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 23.0)","(51.0, 130.0, 97.5)","(6.0, 8.4, 7.672727272727273)","(31.0, 42.0, 37.0)","(16.0, 21.0, 20.6875)","(26.0, 38.0, 36.30769230769231)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.5)"
12-01-2023 15:28:34.151328,"(2.15, 2.42, 2.35515625)","(7.0, 13.0, 12.0)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 23.0)","(51.0, 130.0, 97.5)","(6.0, 8.4, 7.672727272727273)","(31.0, 42.0, 37.0)","(16.0, 21.0, 20.6875)","(26.0, 38.0, 36.30769230769231)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.5)"
12-01-2023 15:28:35.699746,"(2.15, 2.42, 2.35515625)","(7.0, 13.0, 12.0)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 23.0)","(51.0, 130.0, 97.5)","(6.0, 8.4, 7.657142857142857)","(31.0, 42.0, 37.333333333333336)","(16.0, 21.0, 20.6875)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.5)"
12-01-2023 15:28:37.238138,"(2.15, 2.42, 2.35515625)","(7.0, 13.0, 12.0)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 23.0)","(51.0, 130.0, 97.5)","(6.0, 8.4, 7.657142857142857)","(31.0, 40.0, 37.333333333333336)","(16.0, 21.0, 20.6875)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.5)"
12-01-2023 15:28:38.788613,"(2.15, 2.42, 2.35515625)","(7.0, 13.0, 12.0)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 23.0)","(51.0, 130.0, 97.5)","(6.0, 8.4, 7.657142857142857)","(31.0, 40.0, 37.333333333333336)","(16.0, 21.0, 20.6875)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:28:40.341771,"(2.15, 2.42, 2.35515625)","(7.0, 13.0, 12.0)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 23.0)","(51.0, 130.0, 97.5)","(6.0, 8.4, 7.657142857142857)","(31.0, 40.0, 37.333333333333336)","(16.0, 21.0, 20.6875)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:28:41.732812,"(2.15, 2.42, 2.35515625)","(7.0, 13.0, 12.0)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 23.0)","(51.0, 130.0, 97.5)","(6.0, 8.4, 7.657142857142857)","(31.0, 40.0, 37.333333333333336)","(16.0, 21.0, 20.6875)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:28:43.082660,"(2.15, 2.42, 2.35515625)","(7.0, 13.0, 12.0)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 23.0)","(51.0, 130.0, 83.33333333333333)","(6.0, 8.4, 7.657142857142857)","(31.0, 40.0, 37.0)","(16.0, 21.0, 19.28125)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:28:44.541050,"(2.15, 2.42, 2.35515625)","(7.0, 13.0, 12.0)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 23.0)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.4, 7.657142857142857)","(31.0, 42.0, 37.0)","(16.0, 19.5, 19.28125)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:28:46.004316,"(2.15, 2.42, 2.35515625)","(7.0, 13.0, 12.0)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 23.0)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.4, 7.657142857142857)","(31.0, 42.0, 37.0)","(16.0, 19.5, 19.28125)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:28:47.528230,"(2.15, 2.42, 2.35515625)","(7.0, 13.0, 12.0)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 23.0)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.4, 7.657142857142857)","(31.0, 42.0, 37.0)","(16.0, 19.5, 19.28125)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:28:49.165115,"(2.15, 2.42, 2.35515625)","(7.0, 13.0, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 23.0)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.4, 7.657142857142857)","(31.0, 42.0, 37.0)","(16.0, 19.5, 19.28125)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:28:50.653888,"(2.15, 2.42, 2.35515625)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 23.0)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.4, 7.657142857142857)","(31.0, 42.0, 37.0)","(16.0, 19.5, 19.28125)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:28:52.110915,"(2.15, 2.42, 2.35515625)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 23.0)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.4, 7.657142857142857)","(31.0, 42.0, 37.0)","(16.0, 19.5, 19.28125)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:28:53.658345,"(2.15, 2.42, 2.35515625)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 23.0)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.4, 7.657142857142857)","(31.0, 42.0, 37.0)","(16.0, 19.5, 19.28125)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:28:55.138144,"(2.15, 2.42, 2.35515625)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 23.0)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.4, 7.657142857142857)","(31.0, 42.0, 37.0)","(16.0, 19.5, 19.28125)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:28:56.577050,"(2.15, 2.42, 2.35515625)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 23.0)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.4, 7.657142857142857)","(31.0, 42.0, 37.0)","(16.0, 19.5, 19.357142857142858)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:28:58.081317,"(2.15, 2.42, 2.35515625)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 23.0)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.4, 7.771428571428571)","(31.0, 42.0, 37.0)","(16.0, 19.5, 19.357142857142858)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:28:59.534321,"(2.15, 2.42, 2.35515625)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 23.0)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 37.0)","(16.0, 19.5, 19.357142857142858)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:29:00.993152,"(2.15, 2.42, 2.35515625)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 23.0)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 37.0)","(16.0, 19.5, 19.357142857142858)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:29:02.533549,"(2.15, 2.42, 2.35515625)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 23.0)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 37.0)","(16.0, 19.5, 19.375)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 29.142857142857142)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:29:04.150868,"(2.15, 2.42, 2.35515625)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 23.0)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 37.0)","(16.0, 19.5, 19.375)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 29.142857142857142)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:29:05.680640,"(2.15, 2.42, 2.35515625)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 25.0, 22.428571428571427)","(51.0, 120.0, 97.5)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 37.0)","(16.0, 19.5, 20.64)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 29.142857142857142)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:29:07.207139,"(2.15, 2.42, 2.35515625)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 23.0, 22.428571428571427)","(51.0, 130.0, 97.5)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 37.0)","(16.0, 21.0, 20.75)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 29.142857142857142)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:29:09.172340,"(2.15, 2.42, 2.35515625)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 23.0, 22.428571428571427)","(51.0, 130.0, 97.5)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 37.0)","(16.0, 22.0, 20.428571428571427)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 29.142857142857142)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:29:10.838557,"(2.15, 2.42, 2.35515625)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 23.0, 22.428571428571427)","(51.0, 130.0, 97.5)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 37.0)","(16.0, 21.0, 20.428571428571427)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 29.142857142857142)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:29:12.447845,"(2.15, 2.42, 2.35515625)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 23.0, 22.428571428571427)","(51.0, 130.0, 97.5)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 37.0)","(16.0, 21.0, 20.428571428571427)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 29.142857142857142)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:29:14.224763,"(2.15, 2.42, 2.35515625)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 23.0, 22.428571428571427)","(51.0, 130.0, 97.5)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 37.0)","(16.0, 21.0, 20.428571428571427)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 29.142857142857142)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:29:16.040371,"(2.15, 2.42, 2.35515625)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 23.0, 22.428571428571427)","(51.0, 130.0, 97.5)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 37.0)","(16.0, 21.0, 20.428571428571427)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 29.142857142857142)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:29:17.790243,"(2.15, 2.42, 2.35515625)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 23.0, 22.0)","(51.0, 130.0, 83.33333333333333)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.428571428571427)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:29:19.374781,"(2.15, 2.42, 2.35515625)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 23.0, 22.0)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.0)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:29:20.858518,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 23.0, 22.0)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.0)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:29:22.260078,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 23.0, 22.0)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.0)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:29:23.700576,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 23.0, 22.0)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.428571428571427)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:29:25.134822,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 23.0, 22.0)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.428571428571427)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:29:26.616966,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 23.0, 22.0)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.428571428571427)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:29:28.090368,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 23.0, 22.0)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.428571428571427)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.416666666666668)"
12-01-2023 15:29:29.486610,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 23.0, 21.875)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.428571428571427)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.25)"
12-01-2023 15:29:30.878070,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 23.0, 21.875)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.428571428571427)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.25)"
12-01-2023 15:29:32.248736,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 23.0, 21.875)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.428571428571427)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 27.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.25)"
12-01-2023 15:29:33.686911,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 23.0, 21.875)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.6)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 28.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.25)"
12-01-2023 15:29:35.154506,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 23.0, 20.375)","(51.0, 120.0, 97.5)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.6)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 28.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.25)"
12-01-2023 15:29:36.555052,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 21.0, 20.375)","(51.0, 130.0, 97.5)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.6)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 28.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.25)"
12-01-2023 15:29:37.997904,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 21.0, 20.375)","(51.0, 130.0, 97.5)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.6)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 28.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.25)"
12-01-2023 15:29:39.306822,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 21.0, 20.375)","(51.0, 130.0, 97.5)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.6)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 28.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.25)"
12-01-2023 15:29:40.751362,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 21.0, 20.375)","(51.0, 130.0, 97.5)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.6)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 28.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.25)"
12-01-2023 15:29:42.141401,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 21.0, 20.375)","(51.0, 130.0, 97.5)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.6)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 28.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.25)"
12-01-2023 15:29:43.575253,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 21.0, 20.375)","(51.0, 130.0, 97.5)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.6)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 28.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.25)"
12-01-2023 15:29:44.992576,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 21.0, 20.375)","(51.0, 130.0, 97.5)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.6)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 28.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.57142857142857)"
12-01-2023 15:29:46.420310,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 21.0, 20.375)","(51.0, 130.0, 97.5)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.6)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 28.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.57142857142857)"
12-01-2023 15:29:47.819091,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 21.0, 20.375)","(51.0, 130.0, 97.5)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.6)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 28.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.57142857142857)"
12-01-2023 15:29:49.177311,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 21.0, 20.375)","(51.0, 130.0, 97.5)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.428571428571427)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 28.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.57142857142857)"
12-01-2023 15:29:50.620268,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 21.0, 20.375)","(51.0, 130.0, 97.5)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.428571428571427)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 28.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.57142857142857)"
12-01-2023 15:29:52.015245,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 21.0, 20.375)","(51.0, 130.0, 83.33333333333333)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.428571428571427)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 28.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.57142857142857)"
12-01-2023 15:29:53.457627,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 21.0, 20.375)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.428571428571427)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 28.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.57142857142857)"
12-01-2023 15:29:54.906395,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 21.0, 20.375)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.428571428571427)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 28.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.57142857142857)"
12-01-2023 15:29:56.297375,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 21.0, 20.375)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.428571428571427)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 28.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.57142857142857)"
12-01-2023 15:29:57.647592,"(2.15, 2.46, 2.424179104477612)","(7.0, 13.5, 12.25)","(8.0, 12.0, 10.646153846153847)","(16.0, 21.0, 20.375)","(51.0, 120.0, 83.33333333333333)","(6.0, 8.2, 7.771428571428571)","(31.0, 42.0, 38.666666666666664)","(16.0, 21.0, 20.428571428571427)","(26.0, 38.0, 30.666666666666668)","(18.0, 32.0, 28.0)","(17.0, 38.0, 34.0)","(13.0, 21.0, 20.57142857142857)"
