,Boomis Buddy,Publicans Purse,Agarn,Just So Fancy,All Dash,Devillain,Summer Star,Divenire,Flick,Boitumelo,Illecebrous,Kallie
12-01-2023 15:37:59.069307,"(2.25, 2.56, 2.49)","(8.0, 13.5, 13.083333333333334)","(8.0, 11.5, 11.183333333333334)","(16.0, 23.0, 22.4375)","(61.0, 180.0, 173.33333333333334)","(6.0, 7.8, 7.6909090909090905)","(31.0, 34.0, 31.333333333333332)","(15.0, 18.0, 17.75)","(26.0, 34.0, 33.0)","(19.0, 34.0, 28.666666666666668)","(19.0, 42.0, 35.333333333333336)","(14.0, 18.0, 16.875)"
12-01-2023 15:38:00.581533,"(2.25, 2.58, 2.484)","(8.0, 13.5, 13.083333333333334)","(8.0, 11.5, 11.183333333333334)","(16.0, 23.0, 22.4375)","(61.0, 180.0, 173.33333333333334)","(6.0, 7.8, 7.6909090909090905)","(31.0, 34.0, 32.0)","(15.0, 18.0, 17.5)","(26.0, 34.0, 33.0)","(19.0, 34.0, 28.666666666666668)","(19.0, 42.0, 35.333333333333336)","(14.0, 18.0, 16.875)"
12-01-2023 15:38:02.037623,"(2.25, 2.58, 2.505)","(8.0, 13.5, 13.083333333333334)","(8.0, 11.5, 11.183333333333334)","(16.0, 23.0, 22.4375)","(61.0, 180.0, 173.33333333333334)","(6.0, 7.8, 7.6909090909090905)","(31.0, 34.0, 31.333333333333332)","(15.0, 18.0, 17.5)","(26.0, 34.0, 33.0)","(19.0, 34.0, 28.666666666666668)","(19.0, 42.0, 35.333333333333336)","(14.0, 18.0, 16.875)"
12-01-2023 15:38:03.479474,"(2.25, 2.58, 2.565)","(8.0, 13.5, 13.083333333333334)","(8.0, 11.5, 11.183333333333334)","(16.0, 23.0, 22.4375)","(61.0, 180.0, 173.33333333333334)","(6.0, 7.8, 7.6909090909090905)","(31.0, 34.0, 31.333333333333332)","(15.0, 18.0, 17.5)","(26.0, 34.0, 33.0)","(19.0, 34.0, 30.0)","(19.0, 42.0, 35.333333333333336)","(14.0, 18.0, 16.642857142857142)"
12-01-2023 15:38:04.960697,"(2.25, 2.58, 2.565)","(8.0, 13.5, 13.083333333333334)","(8.0, 11.5, 11.183333333333334)","(16.0, 23.0, 21.0)","(61.0, 180.0, 173.33333333333334)","(6.0, 7.8, 7.822222222222222)","(31.0, 34.0, 30.666666666666668)","(15.0, 18.0, 17.5)","(26.0, 34.0, 33.0)","(19.0, 34.0, 30.0)","(19.0, 42.0, 35.333333333333336)","(14.0, 17.5, 16.375)"
12-01-2023 15:38:06.387456,"(2.25, 2.58, 2.556)","(8.0, 13.5, 13.083333333333334)","(8.0, 11.5, 11.183333333333334)","(16.0, 23.0, 20.1875)","(61.0, 180.0, 162.5)","(6.0, 8.0, 7.6)","(31.0, 32.0, 30.75)","(15.0, 18.0, 15.80952380952381)","(26.0, 34.0, 33.583333333333336)","(19.0, 34.0, 30.0)","(19.0, 42.0, 35.333333333333336)","(14.0, 17.5, 16.5)"
12-01-2023 15:38:07.824714,"(2.25, 2.58, 2.5472727272727274)","(8.0, 13.5, 13.083333333333334)","(8.0, 11.5, 11.183333333333334)","(16.0, 23.0, 21.65)","(61.0, 180.0, 162.5)","(6.0, 7.8, 7.6)","(31.0, 32.0, 30.214285714285715)","(15.0, 16.0, 15.294117647058824)","(26.0, 34.0, 33.583333333333336)","(19.0, 34.0, 30.0)","(19.0, 42.0, 35.333333333333336)","(14.0, 17.5, 16.5)"
12-01-2023 15:38:09.278661,"(2.25, 2.58, 2.5472727272727274)","(8.0, 13.5, 13.083333333333334)","(8.0, 11.5, 11.183333333333334)","(16.0, 22.0, 21.125)","(61.0, 180.0, 162.5)","(6.0, 7.8, 7.6)","(31.0, 32.0, 30.0)","(15.0, 16.0, 15.4)","(26.0, 34.0, 33.583333333333336)","(19.0, 34.0, 30.0)","(19.0, 42.0, 35.333333333333336)","(14.0, 17.5, 16.5)"
12-01-2023 15:38:10.709425,"(2.25, 2.58, 2.5472727272727274)","(8.0, 13.5, 13.083333333333334)","(8.0, 11.5, 11.183333333333334)","(16.0, 22.0, 21.125)","(61.0, 180.0, 162.5)","(6.0, 7.8, 7.6)","(31.0, 32.0, 30.0)","(15.0, 16.0, 15.4)","(26.0, 34.0, 33.583333333333336)","(19.0, 34.0, 30.0)","(19.0, 42.0, 35.333333333333336)","(14.0, 17.5, 16.5)"
12-01-2023 15:38:12.150933,"(2.25, 2.58, 2.5472727272727274)","(8.0, 13.5, 12.875)","(8.0, 11.5, 11.183333333333334)","(16.0, 22.0, 21.125)","(61.0, 180.0, 162.5)","(6.0, 7.8, 7.6)","(31.0, 32.0, 28.666666666666668)","(15.0, 16.0, 14.857142857142858)","(26.0, 34.0, 33.583333333333336)","(19.0, 34.0, 30.0)","(19.0, 42.0, 35.333333333333336)","(14.0, 17.5, 16.166666666666668)"
12-01-2023 15:38:13.733495,"(2.25, 2.58, 2.5575)","(8.0, 13.5, 12.875)","(8.0, 11.5, 10.933333333333334)","(16.0, 22.0, 19.75)","(61.0, 180.0, 162.5)","(6.0, 7.8, 7.685714285714286)","(31.0, 32.0, 29.0)","(15.0, 16.0, 14.588235294117647)","(26.0, 34.0, 32.666666666666664)","(19.0, 34.0, 30.0)","(19.0, 42.0, 35.333333333333336)","(14.0, 17.5, 16.166666666666668)"
12-01-2023 15:38:15.216149,"(2.25, 2.58, 2.5575)","(8.0, 13.5, 12.875)","(8.0, 11.5, 11.216666666666667)","(16.0, 21.0, 20.0)","(61.0, 180.0, 162.5)","(6.0, 7.8, 7.76)","(31.0, 32.0, 28.266666666666666)","(15.0, 16.0, 14.588235294117647)","(26.0, 34.0, 32.666666666666664)","(19.0, 34.0, 30.0)","(19.0, 42.0, 35.333333333333336)","(14.0, 17.5, 16.166666666666668)"
12-01-2023 15:38:16.720224,"(2.25, 2.58, 2.5575)","(8.0, 13.5, 12.875)","(8.0, 11.5, 11.216666666666667)","(16.0, 21.0, 20.0)","(61.0, 180.0, 162.5)","(6.0, 8.0, 7.76)","(31.0, 30.0, 28.266666666666666)","(15.0, 16.0, 14.588235294117647)","(26.0, 34.0, 32.666666666666664)","(19.0, 34.0, 30.0)","(19.0, 42.0, 35.333333333333336)","(14.0, 17.5, 16.166666666666668)"
12-01-2023 15:38:18.208713,"(2.25, 2.58, 2.5575)","(8.0, 13.5, 12.875)","(8.0, 11.5, 11.216666666666667)","(16.0, 21.0, 20.0)","(61.0, 180.0, 162.5)","(6.0, 8.0, 7.76)","(31.0, 30.0, 28.266666666666666)","(15.0, 16.0, 14.588235294117647)","(26.0, 34.0, 32.666666666666664)","(19.0, 34.0, 28.666666666666668)","(19.0, 42.0, 35.333333333333336)","(14.0, 17.5, 16.25)"
12-01-2023 15:38:19.641444,"(2.25, 2.58, 2.5575)","(8.0, 13.5, 12.875)","(8.0, 11.5, 11.216666666666667)","(16.0, 21.0, 20.0)","(61.0, 180.0, 162.5)","(6.0, 8.0, 7.76)","(31.0, 30.0, 28.266666666666666)","(15.0, 16.0, 14.285714285714285)","(26.0, 34.0, 32.666666666666664)","(19.0, 34.0, 28.666666666666668)","(19.0, 42.0, 35.333333333333336)","(14.0, 17.0, 15.142857142857142)"
12-01-2023 15:38:21.177838,"(2.25, 2.58, 2.5620000000000003)","(8.0, 13.5, 12.875)","(8.0, 11.5, 11.216666666666667)","(16.0, 21.0, 20.0)","(61.0, 180.0, 162.5)","(6.0, 8.0, 7.76)","(31.0, 30.0, 28.266666666666666)","(15.0, 16.0, 14.833333333333334)","(26.0, 34.0, 32.666666666666664)","(19.0, 34.0, 28.666666666666668)","(19.0, 42.0, 35.333333333333336)","(14.0, 17.0, 15.7)"
12-01-2023 15:38:22.642050,"(2.25, 2.58, 2.5620000000000003)","(8.0, 13.5, 12.875)","(8.0, 11.5, 11.345454545454546)","(16.0, 21.0, 19.4)","(61.0, 180.0, 140.0)","(6.0, 8.0, 7.76)","(31.0, 30.0, 27.5625)","(15.0, 15.5, 15.366666666666667)","(26.0, 34.0, 33.6875)","(19.0, 34.0, 28.666666666666668)","(19.0, 42.0, 38.36363636363636)","(14.0, 17.0, 15.7)"
12-01-2023 15:38:24.209112,"(2.25, 2.58, 2.5782608695652174)","(8.0, 13.5, 13.368421052631579)","(8.0, 11.5, 11.345454545454546)","(16.0, 20.0, 19.4)","(61.0, 180.0, 140.0)","(6.0, 8.0, 7.76)","(31.0, 30.0, 27.5625)","(15.0, 15.5, 14.833333333333334)","(26.0, 34.0, 33.333333333333336)","(19.0, 34.0, 32.22222222222222)","(19.0, 42.0, 38.36363636363636)","(14.0, 17.0, 15.142857142857142)"
12-01-2023 15:38:25.742349,"(2.25, 2.58, 2.5718367346938775)","(8.0, 13.5, 13.0)","(8.0, 11.5, 11.285714285714285)","(16.0, 20.0, 19.4)","(61.0, 180.0, 140.0)","(6.0, 8.0, 7.76)","(31.0, 30.0, 28.0)","(15.0, 15.5, 15.7)","(26.0, 34.0, 32.666666666666664)","(19.0, 34.0, 28.666666666666668)","(19.0, 42.0, 38.36363636363636)","(14.0, 17.0, 15.96)"
12-01-2023 15:38:27.264271,"(2.25, 2.6, 2.5228571428571427)","(8.0, 13.5, 13.0)","(8.0, 11.5, 11.285714285714285)","(16.0, 20.0, 19.4)","(61.0, 180.0, 162.5)","(6.0, 8.0, 7.876923076923077)","(31.0, 30.0, 29.142857142857142)","(15.0, 16.0, 14.285714285714286)","(26.0, 34.0, 33.583333333333336)","(19.0, 34.0, 28.666666666666668)","(19.0, 42.0, 36.285714285714285)","(14.0, 17.0, 15.142857142857142)"
12-01-2023 15:38:28.749343,"(2.25, 2.6, 2.5228571428571427)","(8.0, 13.5, 13.0)","(8.0, 11.5, 11.285714285714285)","(16.0, 20.0, 19.4)","(61.0, 180.0, 162.5)","(6.0, 8.0, 7.876923076923077)","(31.0, 30.0, 29.142857142857142)","(15.0, 16.0, 14.285714285714286)","(26.0, 34.0, 33.6875)","(19.0, 34.0, 28.666666666666668)","(19.0, 42.0, 36.285714285714285)","(14.0, 17.0, 15.285714285714286)"
12-01-2023 15:38:30.307720,"(2.25, 2.6, 2.5228571428571427)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 11.285714285714285)","(16.0, 20.0, 20.375)","(61.0, 180.0, 162.85714285714286)","(6.0, 8.0, 7.876923076923077)","(31.0, 30.0, 29.6)","(15.0, 16.0, 14.285714285714286)","(26.0, 34.0, 32.666666666666664)","(19.0, 34.0, 28.666666666666668)","(19.0, 42.0, 36.285714285714285)","(14.0, 17.0, 15.727272727272727)"
12-01-2023 15:38:31.792812,"(2.25, 2.6, 2.5228571428571427)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 11.285714285714285)","(16.0, 21.0, 20.375)","(61.0, 180.0, 165.71428571428572)","(6.0, 8.0, 7.876923076923077)","(31.0, 30.0, 29.25)","(15.0, 16.0, 14.285714285714286)","(26.0, 34.0, 32.666666666666664)","(19.0, 34.0, 28.666666666666668)","(19.0, 42.0, 36.285714285714285)","(14.0, 17.0, 15.727272727272727)"
12-01-2023 15:38:33.333975,"(2.25, 2.6, 2.5228571428571427)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 11.285714285714285)","(16.0, 21.0, 20.375)","(61.0, 180.0, 165.71428571428572)","(6.0, 8.0, 7.876923076923077)","(31.0, 30.0, 28.142857142857142)","(14.0, 16.0, 14.285714285714286)","(26.0, 34.0, 32.666666666666664)","(19.0, 34.0, 30.0)","(19.0, 42.0, 36.285714285714285)","(14.0, 17.0, 15.727272727272727)"
12-01-2023 15:38:34.870592,"(2.25, 2.6, 2.5228571428571427)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 10.65)","(16.0, 21.0, 19.5)","(61.0, 180.0, 165.71428571428572)","(6.0, 8.0, 7.876923076923077)","(31.0, 29.0, 28.142857142857142)","(14.0, 16.0, 14.285714285714286)","(26.0, 34.0, 32.666666666666664)","(19.0, 34.0, 30.0)","(19.0, 42.0, 36.285714285714285)","(14.0, 17.0, 15.727272727272727)"
12-01-2023 15:38:36.410068,"(2.25, 2.6, 2.5228571428571427)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 11.257142857142856)","(16.0, 20.0, 19.5)","(61.0, 180.0, 165.71428571428572)","(6.0, 8.0, 7.876923076923077)","(31.0, 29.0, 28.625)","(14.0, 16.0, 14.285714285714286)","(26.0, 34.0, 32.666666666666664)","(19.0, 34.0, 30.0)","(19.0, 42.0, 36.285714285714285)","(14.0, 17.0, 16.142857142857142)"
12-01-2023 15:38:37.895085,"(2.25, 2.6, 2.5228571428571427)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 11.285714285714285)","(16.0, 20.0, 19.5)","(61.0, 180.0, 165.71428571428572)","(6.0, 8.0, 7.876923076923077)","(31.0, 29.0, 28.11111111111111)","(14.0, 16.0, 14.285714285714286)","(26.0, 34.0, 33.583333333333336)","(19.0, 34.0, 30.0)","(19.0, 42.0, 36.285714285714285)","(14.0, 17.0, 16.142857142857142)"
12-01-2023 15:38:39.376956,"(2.25, 2.6, 2.5364705882352943)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 11.285714285714285)","(16.0, 20.0, 19.714285714285715)","(61.0, 180.0, 165.71428571428572)","(6.0, 8.0, 7.876923076923077)","(31.0, 29.0, 28.0)","(14.0, 16.0, 15.454545454545455)","(26.0, 34.0, 33.583333333333336)","(19.0, 34.0, 30.0)","(19.0, 42.0, 36.285714285714285)","(14.0, 17.0, 16.1)"
12-01-2023 15:38:40.843186,"(2.25, 2.6, 2.5364705882352943)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 11.285714285714285)","(16.0, 20.0, 20.0)","(61.0, 180.0, 165.71428571428572)","(6.0, 8.0, 7.876923076923077)","(31.0, 29.0, 28.0)","(14.0, 16.0, 15.454545454545455)","(26.0, 34.0, 33.583333333333336)","(19.0, 34.0, 30.0)","(19.0, 42.0, 36.285714285714285)","(14.0, 17.0, 15.833333333333334)"
12-01-2023 15:38:42.354239,"(2.25, 2.6, 2.5485714285714285)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 11.0)","(16.0, 22.0, 20.0)","(61.0, 180.0, 165.71428571428572)","(6.0, 8.0, 7.876923076923077)","(31.0, 29.0, 28.0)","(14.0, 16.0, 15.25)","(26.0, 34.0, 33.583333333333336)","(19.0, 34.0, 30.0)","(19.0, 42.0, 36.285714285714285)","(14.0, 17.0, 15.25)"
12-01-2023 15:38:43.908213,"(2.25, 2.6, 2.5485714285714285)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 11.0)","(16.0, 22.0, 20.0)","(61.0, 180.0, 165.71428571428572)","(6.0, 8.0, 7.876923076923077)","(31.0, 29.0, 28.0)","(14.0, 16.0, 15.25)","(26.0, 34.0, 32.666666666666664)","(19.0, 34.0, 30.0)","(19.0, 42.0, 36.285714285714285)","(14.0, 17.0, 15.833333333333334)"
12-01-2023 15:38:45.421674,"(2.25, 2.6, 2.533333333333333)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 11.216666666666667)","(16.0, 21.0, 20.0)","(61.0, 180.0, 165.71428571428572)","(6.0, 8.0, 7.876923076923077)","(31.0, 29.0, 28.0)","(14.0, 16.0, 15.25)","(26.0, 34.0, 32.666666666666664)","(19.0, 34.0, 30.0)","(19.0, 42.0, 36.285714285714285)","(14.0, 17.0, 15.833333333333334)"
12-01-2023 15:38:46.960853,"(2.25, 2.6, 2.533333333333333)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 11.216666666666667)","(16.0, 21.0, 20.0)","(71.0, 180.0, 165.71428571428572)","(6.0, 8.0, 7.84)","(26.0, 29.0, 28.0)","(13.0, 16.0, 15.25)","(26.0, 34.0, 32.666666666666664)","(19.0, 34.0, 30.0)","(19.0, 42.0, 36.285714285714285)","(14.0, 17.0, 15.833333333333334)"
12-01-2023 15:38:48.539580,"(2.25, 2.6, 2.533333333333333)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 11.216666666666667)","(16.0, 21.0, 20.0)","(71.0, 180.0, 165.71428571428572)","(6.0, 8.0, 7.6)","(26.0, 29.0, 28.0)","(13.0, 16.0, 15.25)","(26.0, 34.0, 32.666666666666664)","(19.0, 34.0, 30.0)","(19.0, 42.0, 36.285714285714285)","(14.0, 17.0, 15.833333333333334)"
12-01-2023 15:38:50.194883,"(2.25, 2.6, 2.533333333333333)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 11.216666666666667)","(16.0, 21.0, 20.0)","(71.0, 180.0, 165.71428571428572)","(6.0, 8.0, 7.6)","(26.0, 29.0, 28.0)","(13.0, 16.0, 15.25)","(26.0, 34.0, 32.666666666666664)","(19.0, 34.0, 30.0)","(19.0, 42.0, 36.285714285714285)","(14.0, 17.0, 15.833333333333334)"
12-01-2023 15:38:51.843329,"(2.25, 2.6, 2.533333333333333)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 11.216666666666667)","(16.0, 21.0, 20.0)","(71.0, 180.0, 165.71428571428572)","(6.0, 8.0, 7.6)","(26.0, 29.0, 28.0)","(13.0, 16.0, 15.25)","(26.0, 34.0, 32.666666666666664)","(19.0, 34.0, 30.0)","(19.0, 42.0, 36.285714285714285)","(14.0, 17.0, 15.833333333333334)"
12-01-2023 15:38:53.495361,"(2.25, 2.6, 2.56)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 11.216666666666667)","(16.0, 21.0, 21.25)","(71.0, 180.0, 165.71428571428572)","(6.0, 8.0, 7.418181818181818)","(26.0, 29.0, 28.0)","(13.0, 16.0, 15.25)","(26.0, 34.0, 33.583333333333336)","(19.0, 34.0, 30.0)","(19.0, 42.0, 36.285714285714285)","(14.0, 17.0, 15.5)"
12-01-2023 15:38:55.103928,"(2.25, 2.6, 2.533333333333333)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 11.216666666666667)","(16.0, 23.0, 21.25)","(71.0, 180.0, 165.71428571428572)","(6.0, 8.0, 7.56)","(26.0, 29.0, 28.0)","(13.0, 16.0, 15.25)","(26.0, 34.0, 33.583333333333336)","(19.0, 34.0, 30.0)","(19.0, 42.0, 36.285714285714285)","(14.0, 16.5, 16.071428571428573)"
12-01-2023 15:38:56.750494,"(2.25, 2.6, 2.5571428571428574)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 11.216666666666667)","(16.0, 23.0, 21.25)","(71.0, 180.0, 165.71428571428572)","(6.0, 7.8, 7.56)","(26.0, 29.0, 28.0)","(13.0, 16.0, 15.25)","(26.0, 34.0, 33.583333333333336)","(19.0, 34.0, 30.0)","(19.0, 42.0, 36.285714285714285)","(14.0, 16.5, 16.071428571428573)"
12-01-2023 15:38:58.368160,"(2.25, 2.6, 2.56)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 11.216666666666667)","(16.0, 23.0, 21.25)","(71.0, 180.0, 165.71428571428572)","(6.0, 7.8, 7.418181818181818)","(26.0, 29.0, 27.857142857142858)","(13.0, 16.0, 15.863636363636363)","(26.0, 34.0, 31.5)","(19.0, 34.0, 30.0)","(19.0, 42.0, 36.285714285714285)","(14.0, 16.5, 16.625)"
12-01-2023 15:38:59.939156,"(2.25, 2.6, 2.56)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 11.216666666666667)","(16.0, 23.0, 20.0)","(71.0, 180.0, 165.71428571428572)","(6.0, 8.0, 7.457142857142857)","(26.0, 30.0, 28.263157894736842)","(13.0, 16.0, 15.863636363636363)","(26.0, 34.0, 31.5)","(19.0, 34.0, 30.0)","(19.0, 42.0, 36.285714285714285)","(14.0, 17.0, 16.625)"
12-01-2023 15:39:01.506968,"(2.25, 2.6, 2.54)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 11.216666666666667)","(16.0, 22.0, 20.0)","(71.0, 180.0, 165.71428571428572)","(6.0, 7.8, 7.457142857142857)","(26.0, 30.0, 28.263157894736842)","(13.0, 16.0, 15.863636363636363)","(26.0, 34.0, 31.5)","(19.0, 34.0, 30.0)","(19.0, 42.0, 36.285714285714285)","(14.0, 17.0, 16.625)"
12-01-2023 15:39:03.058773,"(2.25, 2.6, 2.54)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 11.216666666666667)","(16.0, 22.0, 20.0)","(71.0, 180.0, 165.71428571428572)","(6.0, 7.8, 7.457142857142857)","(26.0, 30.0, 28.5)","(13.0, 16.0, 15.75)","(26.0, 34.0, 31.5)","(19.0, 34.0, 30.0)","(19.0, 42.0, 36.285714285714285)","(14.0, 17.0, 15.444444444444445)"
12-01-2023 15:39:04.570671,"(2.25, 2.6, 2.54)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 11.216666666666667)","(16.0, 22.0, 20.0)","(71.0, 180.0, 165.71428571428572)","(6.0, 7.8, 7.56)","(26.0, 29.0, 28.666666666666668)","(13.0, 16.0, 15.75)","(26.0, 34.0, 31.5)","(19.0, 34.0, 30.0)","(19.0, 42.0, 36.285714285714285)","(14.0, 17.0, 15.833333333333334)"
12-01-2023 15:39:06.136484,"(2.25, 2.6, 2.54)","(8.0, 13.5, 11.714285714285714)","(8.0, 11.5, 10.65)","(16.0, 22.0, 19.568181818181817)","(71.0, 180.0, 163.33333333333334)","(6.0, 7.8, 7.72)","(26.0, 29.0, 28.5)","(13.0, 16.0, 15.544117647058824)","(26.0, 34.0, 33.63636363636364)","(19.0, 34.0, 33.54545454545455)","(19.0, 42.0, 33.77777777777778)","(14.0, 17.0, 15.633333333333333)"
12-01-2023 15:39:07.776674,"(2.25, 2.6, 2.54)","(8.0, 13.0, 11.714285714285714)","(8.0, 11.5, 10.65)","(16.0, 21.0, 19.8)","(71.0, 170.0, 163.33333333333334)","(6.0, 7.8, 7.84)","(26.0, 30.0, 30.266666666666666)","(13.0, 16.0, 15.544117647058824)","(26.0, 34.0, 34.4)","(19.0, 34.0, 33.54545454545455)","(19.0, 40.0, 33.77777777777778)","(14.0, 16.5, 15.633333333333333)"
12-01-2023 15:39:09.382533,"(2.25, 2.6, 2.54)","(8.0, 13.0, 11.714285714285714)","(8.0, 11.5, 11.257142857142856)","(16.0, 21.0, 19.75)","(71.0, 170.0, 164.28571428571428)","(6.0, 8.0, 7.84)","(26.0, 32.0, 30.78125)","(13.0, 16.0, 15.544117647058824)","(26.0, 38.0, 33.333333333333336)","(19.0, 34.0, 33.54545454545455)","(19.0, 40.0, 33.77777777777778)","(14.0, 16.5, 15.2)"
12-01-2023 15:39:10.952875,"(2.25, 2.6, 2.54)","(8.0, 13.0, 11.714285714285714)","(8.0, 11.5, 11.257142857142856)","(16.0, 21.0, 19.75)","(71.0, 170.0, 164.28571428571428)","(6.0, 8.0, 7.84)","(26.0, 32.0, 31.59090909090909)","(13.0, 16.0, 15.544117647058824)","(26.0, 38.0, 33.333333333333336)","(19.0, 34.0, 33.54545454545455)","(19.0, 40.0, 33.77777777777778)","(14.0, 16.5, 15.2)"
12-01-2023 15:39:12.567913,"(2.25, 2.6, 2.54)","(8.0, 13.0, 11.714285714285714)","(8.0, 11.5, 11.257142857142856)","(16.0, 21.0, 19.75)","(71.0, 170.0, 164.28571428571428)","(6.0, 8.0, 7.84)","(26.0, 32.0, 31.1)","(13.0, 16.0, 15.544117647058824)","(26.0, 38.0, 33.333333333333336)","(19.0, 34.0, 33.54545454545455)","(19.0, 40.0, 33.0)","(14.0, 16.5, 15.2)"
12-01-2023 15:39:14.168381,"(2.25, 2.6, 2.54)","(8.0, 13.0, 13.214285714285714)","(8.0, 11.5, 11.257142857142856)","(16.0, 21.0, 19.75)","(71.0, 170.0, 164.28571428571428)","(6.0, 8.0, 7.933333333333334)","(26.0, 32.0, 31.18181818181818)","(13.0, 16.0, 15.544117647058824)","(26.0, 38.0, 33.333333333333336)","(19.0, 34.0, 33.61538461538461)","(19.0, 40.0, 33.0)","(14.0, 16.5, 15.1)"
12-01-2023 15:39:15.799966,"(2.25, 2.6, 2.6522222222222225)","(8.0, 13.5, 13.318181818181818)","(8.0, 11.5, 11.257142857142856)","(16.0, 21.0, 19.75)","(71.0, 170.0, 145.0)","(6.0, 8.0, 7.933333333333334)","(26.0, 32.0, 31.18181818181818)","(13.0, 16.0, 15.544117647058824)","(26.0, 38.0, 34.705882352941174)","(19.0, 34.0, 33.61538461538461)","(19.0, 40.0, 33.0)","(14.0, 16.5, 15.318181818181818)"
12-01-2023 15:39:17.446071,"(2.25, 2.66, 2.6522222222222225)","(8.0, 13.5, 13.318181818181818)","(8.0, 11.5, 11.257142857142856)","(16.0, 21.0, 19.75)","(71.0, 170.0, 145.0)","(6.0, 8.0, 7.933333333333334)","(26.0, 32.0, 31.18181818181818)","(13.0, 16.0, 15.544117647058824)","(26.0, 38.0, 34.705882352941174)","(19.0, 34.0, 33.61538461538461)","(19.0, 40.0, 33.0)","(14.0, 16.0, 15.0625)"
12-01-2023 15:39:19.097243,"(2.25, 2.66, 2.6564)","(8.0, 13.5, 13.318181818181818)","(8.0, 11.5, 11.257142857142856)","(16.0, 21.0, 19.75)","(71.0, 170.0, 126.66666666666667)","(6.0, 8.0, 7.866666666666666)","(26.0, 32.0, 31.18181818181818)","(13.0, 16.0, 15.544117647058824)","(26.0, 38.0, 34.705882352941174)","(19.0, 34.0, 33.61538461538461)","(19.0, 40.0, 33.0)","(14.0, 16.0, 15.0625)"
12-01-2023 15:39:20.692830,"(2.25, 2.66, 2.6564)","(8.0, 13.5, 13.318181818181818)","(8.0, 11.5, 11.257142857142856)","(16.0, 21.0, 19.75)","(71.0, 160.0, 126.66666666666667)","(6.0, 8.0, 7.866666666666666)","(26.0, 32.0, 31.18181818181818)","(13.0, 16.0, 15.544117647058824)","(26.0, 38.0, 34.705882352941174)","(19.0, 34.0, 33.61538461538461)","(19.0, 40.0, 33.0)","(14.0, 16.0, 15.0625)"
12-01-2023 15:39:22.285546,"(2.25, 2.66, 2.6564)","(8.0, 13.5, 13.318181818181818)","(8.0, 11.5, 11.257142857142856)","(16.0, 21.0, 19.75)","(71.0, 160.0, 126.66666666666667)","(6.0, 8.0, 7.866666666666666)","(26.0, 32.0, 31.18181818181818)","(13.0, 16.0, 15.544117647058824)","(26.0, 38.0, 34.705882352941174)","(19.0, 34.0, 33.61538461538461)","(19.0, 40.0, 33.0)","(14.0, 16.0, 15.0625)"
12-01-2023 15:39:23.888057,"(2.25, 2.66, 2.5525)","(8.0, 13.5, 13.285714285714285)","(8.0, 11.5, 11.257142857142856)","(16.0, 21.0, 19.75)","(71.0, 160.0, 126.66666666666667)","(6.0, 8.0, 7.866666666666666)","(26.0, 32.0, 31.18181818181818)","(13.0, 16.0, 15.544117647058824)","(26.0, 38.0, 33.333333333333336)","(19.0, 34.0, 33.61538461538461)","(19.0, 40.0, 33.0)","(14.0, 16.0, 15.1)"
12-01-2023 15:39:25.478406,"(2.25, 2.64, 2.5490909090909093)","(8.0, 13.5, 13.285714285714285)","(8.0, 11.5, 11.257142857142856)","(16.0, 21.0, 19.75)","(71.0, 160.0, 126.66666666666667)","(6.0, 8.0, 7.866666666666666)","(26.0, 32.0, 31.18181818181818)","(13.0, 16.0, 15.544117647058824)","(26.0, 38.0, 33.333333333333336)","(19.0, 34.0, 33.61538461538461)","(19.0, 40.0, 33.0)","(14.0, 16.5, 15.423076923076923)"
