,Vodka Martini,Debs Ellie,Elliez Star,Sunset Soiree,Tres Redoute,Alpha Jane,Evanescent,Russian Pins
07-01-2023 15:58:55.825797,"(2.2, 2.48, 2.44)","(8.5, 11.5, 10.75)","(12.0, 19.0, 18.142857142857142)","(3.8, 5.2, 5.047058823529412)","(5.5, 6.4, 6.333333333333334)","(12.0, 16.0, 14.8)","(26.0, 80.0, 76.44444444444444)","(101.0, 220.0, 180.0)"
07-01-2023 15:58:57.139301,"(2.2, 2.48, 2.44)","(8.5, 11.5, 10.75)","(12.0, 19.0, 18.142857142857142)","(3.8, 5.2, 5.047058823529412)","(5.5, 6.4, 6.333333333333334)","(12.0, 16.0, 14.8)","(26.0, 80.0, 76.44444444444444)","(101.0, 220.0, 180.0)"
07-01-2023 15:58:58.359420,"(2.2, 2.48, 2.44)","(8.5, 11.5, 10.75)","(12.0, 19.0, 18.142857142857142)","(3.8, 5.2, 5.047058823529412)","(5.5, 6.4, 6.333333333333334)","(12.0, 16.0, 14.8)","(26.0, 80.0, 76.44444444444444)","(101.0, 220.0, 180.0)"
07-01-2023 15:58:59.706612,"(2.2, 2.48, 2.44)","(8.5, 11.5, 10.75)","(12.0, 19.0, 18.142857142857142)","(3.8, 5.2, 5.047058823529412)","(5.5, 6.4, 6.333333333333334)","(12.0, 16.0, 15.0)","(26.0, 80.0, 76.44444444444444)","(101.0, 220.0, 180.0)"
07-01-2023 15:59:01.157105,"(2.2, 2.48, 2.4299999999999997)","(8.5, 11.5, 10.75)","(12.0, 19.0, 18.142857142857142)","(3.8, 5.2, 5.047058823529412)","(5.5, 6.4, 6.333333333333334)","(12.0, 16.0, 15.071428571428571)","(26.0, 80.0, 76.44444444444444)","(101.0, 220.0, 180.0)"
07-01-2023 15:59:02.458175,"(2.2, 2.48, 2.4299999999999997)","(8.5, 11.5, 10.75)","(12.0, 19.0, 18.75)","(3.8, 5.2, 5.047058823529412)","(5.5, 6.4, 6.333333333333334)","(12.0, 16.0, 15.071428571428571)","(26.0, 80.0, 76.44444444444444)","(101.0, 220.0, 180.0)"
07-01-2023 15:59:03.689233,"(2.2, 2.48, 2.4299999999999997)","(8.5, 11.5, 10.75)","(12.0, 19.5, 18.75)","(3.8, 5.2, 5.047058823529412)","(5.5, 6.4, 6.333333333333334)","(12.0, 16.0, 15.071428571428571)","(26.0, 80.0, 76.44444444444444)","(101.0, 220.0, 180.0)"
07-01-2023 15:59:04.925918,"(2.2, 2.48, 2.4299999999999997)","(8.5, 11.5, 10.75)","(12.0, 19.5, 18.75)","(3.8, 5.2, 5.047058823529412)","(5.5, 6.4, 6.333333333333334)","(12.0, 16.0, 15.0)","(26.0, 80.0, 76.44444444444444)","(101.0, 220.0, 180.0)"
07-01-2023 15:59:06.188765,"(2.2, 2.48, 2.4299999999999997)","(8.5, 11.5, 10.75)","(12.0, 19.5, 18.75)","(3.8, 5.2, 5.047058823529412)","(5.5, 6.4, 6.333333333333334)","(12.0, 16.0, 15.0)","(26.0, 80.0, 76.44444444444444)","(101.0, 220.0, 180.0)"
07-01-2023 15:59:07.330787,"(2.2, 2.48, 2.4299999999999997)","(8.5, 11.5, 10.75)","(12.0, 19.5, 18.75)","(3.8, 5.2, 5.047058823529412)","(5.5, 6.4, 6.333333333333334)","(12.0, 16.0, 15.0)","(26.0, 80.0, 76.44444444444444)","(101.0, 220.0, 180.0)"
07-01-2023 15:59:08.568789,"(2.2, 2.48, 2.4228571428571426)","(8.5, 11.5, 10.75)","(12.0, 19.5, 18.75)","(3.8, 5.2, 5.047058823529412)","(5.5, 6.4, 6.333333333333334)","(12.0, 16.0, 15.0)","(26.0, 80.0, 76.44444444444444)","(101.0, 220.0, 180.0)"
07-01-2023 15:59:09.783154,"(2.2, 2.48, 2.4228571428571426)","(8.5, 11.5, 10.75)","(12.0, 19.5, 18.75)","(3.8, 5.2, 5.079069767441861)","(5.5, 6.4, 6.333333333333334)","(12.0, 16.0, 15.0)","(26.0, 80.0, 76.44444444444444)","(101.0, 220.0, 180.0)"
07-01-2023 15:59:10.946379,"(2.2, 2.48, 2.4228571428571426)","(8.5, 11.5, 10.428571428571429)","(12.0, 19.5, 18.75)","(3.8, 5.2, 5.087179487179487)","(5.5, 6.4, 6.333333333333334)","(12.0, 16.0, 15.0)","(26.0, 80.0, 73.6)","(101.0, 220.0, 180.0)"
07-01-2023 15:59:12.040261,"(2.2, 2.48, 2.4110344827586205)","(8.5, 11.5, 10.428571428571429)","(12.0, 19.5, 18.75)","(3.8, 5.2, 5.087179487179487)","(5.5, 6.4, 6.333333333333334)","(12.0, 16.0, 15.0)","(26.0, 80.0, 73.6)","(101.0, 220.0, 180.0)"
07-01-2023 15:59:13.192799,"(2.2, 2.48, 2.4110344827586205)","(8.5, 11.5, 10.428571428571429)","(12.0, 19.5, 18.75)","(3.8, 5.2, 5.079069767441861)","(5.5, 6.4, 6.333333333333334)","(12.0, 16.0, 15.0)","(26.0, 80.0, 73.6)","(101.0, 220.0, 180.0)"
07-01-2023 15:59:14.494705,"(2.2, 2.48, 2.4110344827586205)","(8.5, 11.5, 10.428571428571429)","(12.0, 19.5, 18.75)","(3.8, 5.2, 5.079069767441861)","(5.5, 6.4, 6.333333333333334)","(12.0, 16.0, 15.0)","(26.0, 80.0, 69.33333333333333)","(101.0, 220.0, 180.0)"
07-01-2023 15:59:15.764986,"(2.2, 2.48, 2.4110344827586205)","(8.5, 11.5, 10.428571428571429)","(12.0, 19.5, 18.75)","(3.8, 5.2, 5.079069767441861)","(5.5, 6.4, 6.333333333333334)","(12.0, 16.0, 15.0)","(26.0, 80.0, 72.0)","(101.0, 230.0, 183.33333333333334)"
07-01-2023 15:59:16.915298,"(2.2, 2.48, 2.4006896551724135)","(8.5, 11.5, 10.428571428571429)","(12.0, 19.5, 18.75)","(3.8, 5.2, 5.079069767441861)","(5.5, 6.4, 6.333333333333334)","(12.0, 16.0, 15.0)","(26.0, 80.0, 72.0)","(101.0, 230.0, 183.33333333333334)"
07-01-2023 15:59:18.125754,"(2.2, 2.48, 2.4006896551724135)","(8.5, 11.5, 10.428571428571429)","(12.0, 22.0, 18.666666666666668)","(3.8, 5.2, 5.079069767441861)","(5.5, 6.4, 6.333333333333334)","(12.0, 16.0, 15.2)","(26.0, 80.0, 72.0)","(101.0, 230.0, 183.33333333333334)"
07-01-2023 15:59:19.308544,"(2.2, 2.48, 2.4006896551724135)","(8.5, 11.5, 10.428571428571429)","(12.0, 22.0, 18.666666666666668)","(3.8, 5.2, 5.059459459459459)","(5.5, 6.4, 6.333333333333334)","(12.0, 16.0, 15.2)","(26.0, 80.0, 70.0)","(101.0, 230.0, 183.33333333333334)"
07-01-2023 15:59:20.507145,"(2.2, 2.48, 2.4006896551724135)","(8.5, 11.5, 10.428571428571429)","(12.0, 22.0, 18.666666666666668)","(3.8, 5.2, 4.821212121212121)","(5.5, 6.4, 6.333333333333334)","(12.0, 16.0, 15.235294117647058)","(26.0, 80.0, 72.5)","(101.0, 230.0, 183.33333333333334)"
07-01-2023 15:59:21.702562,"(2.2, 2.48, 2.403076923076923)","(8.5, 11.5, 10.428571428571429)","(12.0, 24.0, 18.857142857142858)","(3.8, 5.2, 4.821212121212121)","(5.5, 6.4, 6.333333333333334)","(12.0, 16.0, 15.235294117647058)","(26.0, 80.0, 76.66666666666667)","(101.0, 230.0, 183.33333333333334)"
07-01-2023 15:59:22.975139,"(2.2, 2.48, 2.4006896551724135)","(8.5, 11.5, 10.428571428571429)","(12.0, 24.0, 19.8)","(3.8, 5.2, 4.805263157894737)","(5.5, 6.4, 6.333333333333334)","(12.0, 16.0, 15.235294117647058)","(26.0, 80.0, 76.66666666666667)","(101.0, 230.0, 183.33333333333334)"
07-01-2023 15:59:24.153448,"(2.2, 2.48, 2.4006896551724135)","(8.5, 11.5, 10.428571428571429)","(12.0, 21.0, 20.0)","(3.8, 5.2, 4.966666666666667)","(5.5, 6.4, 6.34)","(12.0, 16.0, 15.235294117647058)","(26.0, 80.0, 76.66666666666667)","(101.0, 230.0, 183.33333333333334)"
07-01-2023 15:59:25.266481,"(2.2, 2.48, 2.403076923076923)","(8.5, 11.5, 10.428571428571429)","(12.0, 21.0, 20.0)","(3.8, 5.1, 4.966666666666667)","(5.5, 6.4, 6.34)","(12.0, 16.0, 15.235294117647058)","(26.0, 80.0, 76.66666666666667)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:26.479127,"(2.2, 2.48, 2.403076923076923)","(8.5, 11.5, 10.428571428571429)","(12.0, 21.0, 20.0)","(3.8, 5.1, 4.9)","(5.5, 6.4, 6.34)","(12.0, 16.0, 15.235294117647058)","(26.0, 80.0, 76.66666666666667)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:27.776668,"(2.2, 2.48, 2.403076923076923)","(8.5, 11.5, 10.428571428571429)","(12.0, 21.0, 20.0)","(3.8, 5.1, 4.9)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.78125)","(26.0, 80.0, 76.66666666666667)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:29.015554,"(2.2, 2.48, 2.403076923076923)","(8.5, 11.5, 10.428571428571429)","(12.0, 21.0, 20.0)","(3.8, 5.1, 4.9)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 76.66666666666667)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:30.241990,"(2.2, 2.48, 2.403076923076923)","(8.5, 11.5, 10.428571428571429)","(12.0, 21.0, 20.0)","(3.8, 5.1, 4.9)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 76.66666666666667)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:31.425871,"(2.2, 2.48, 2.403076923076923)","(8.5, 11.5, 10.428571428571429)","(12.0, 21.0, 20.0)","(3.8, 5.1, 4.9)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 76.66666666666667)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:32.666520,"(2.2, 2.48, 2.403076923076923)","(8.5, 11.5, 10.428571428571429)","(12.0, 21.0, 23.333333333333332)","(3.8, 5.1, 4.9)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 76.66666666666667)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:33.983428,"(2.2, 2.48, 2.403076923076923)","(8.5, 11.5, 10.428571428571429)","(12.0, 24.0, 23.727272727272727)","(3.8, 5.1, 4.9)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 76.66666666666667)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:35.285155,"(2.2, 2.48, 2.398181818181818)","(8.5, 11.5, 10.428571428571429)","(12.0, 24.0, 23.727272727272727)","(3.8, 5.1, 4.9)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 65.0)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:36.506557,"(2.2, 2.48, 2.398181818181818)","(8.5, 11.5, 10.428571428571429)","(12.0, 24.0, 22.625)","(3.8, 5.1, 4.9)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 65.0)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:37.669124,"(2.2, 2.48, 2.398181818181818)","(8.5, 11.5, 10.428571428571429)","(12.0, 27.0, 21.0)","(3.8, 5.1, 4.9)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 65.0)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:38.770970,"(2.2, 2.48, 2.4006896551724135)","(8.5, 11.5, 10.428571428571429)","(12.0, 27.0, 22.636363636363637)","(3.8, 5.0, 4.788235294117647)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 65.0)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:39.985411,"(2.2, 2.48, 2.4006896551724135)","(8.5, 11.5, 10.428571428571429)","(12.0, 27.0, 24.913043478260867)","(3.8, 5.0, 4.788235294117647)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 65.0)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:41.203159,"(2.2, 2.48, 2.403076923076923)","(8.5, 11.5, 10.428571428571429)","(12.0, 27.0, 24.913043478260867)","(3.8, 5.0, 4.788235294117647)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 65.0)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:42.377211,"(2.2, 2.48, 2.403076923076923)","(8.5, 11.5, 10.428571428571429)","(12.0, 27.0, 24.913043478260867)","(3.8, 5.0, 4.788235294117647)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 65.0)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:43.567331,"(2.15, 2.48, 2.403076923076923)","(8.5, 11.5, 10.428571428571429)","(12.0, 27.0, 24.913043478260867)","(3.8, 5.0, 4.788235294117647)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 65.0)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:44.775929,"(2.15, 2.48, 2.403076923076923)","(8.5, 11.5, 10.428571428571429)","(12.0, 27.0, 24.913043478260867)","(3.8, 5.0, 4.788235294117647)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 65.0)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:45.974611,"(2.15, 2.48, 2.403076923076923)","(8.5, 11.5, 10.428571428571429)","(12.0, 27.0, 24.913043478260867)","(3.8, 5.0, 4.788235294117647)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 65.0)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:47.095496,"(2.15, 2.48, 2.403076923076923)","(8.5, 11.5, 10.428571428571429)","(12.0, 27.0, 24.913043478260867)","(3.8, 5.0, 4.788235294117647)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 72.5)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:48.158406,"(2.15, 2.48, 2.403076923076923)","(8.5, 11.5, 10.428571428571429)","(12.0, 27.0, 24.913043478260867)","(3.8, 5.0, 4.788235294117647)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 76.66666666666667)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:49.363859,"(2.15, 2.48, 2.403076923076923)","(8.5, 11.5, 10.428571428571429)","(12.0, 26.0, 25.263157894736842)","(3.8, 5.0, 4.792307692307692)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 76.66666666666667)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:50.592685,"(2.15, 2.48, 2.403076923076923)","(8.5, 11.5, 10.428571428571429)","(12.0, 26.0, 25.263157894736842)","(3.8, 5.0, 4.792307692307692)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 76.66666666666667)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:51.862008,"(2.15, 2.48, 2.4006896551724135)","(8.5, 11.5, 10.428571428571429)","(12.0, 26.0, 25.263157894736842)","(3.8, 5.0, 4.792307692307692)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 76.66666666666667)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:52.978330,"(2.15, 2.48, 2.4006896551724135)","(8.5, 11.5, 10.428571428571429)","(12.0, 26.0, 25.263157894736842)","(3.8, 5.0, 4.792307692307692)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 76.66666666666667)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:54.060495,"(2.15, 2.48, 2.4006896551724135)","(8.5, 11.5, 10.428571428571429)","(12.0, 26.0, 24.285714285714285)","(3.8, 5.0, 4.792307692307692)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 76.66666666666667)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:55.145659,"(2.15, 2.48, 2.398181818181818)","(8.5, 11.5, 10.428571428571429)","(12.0, 26.0, 25.36842105263158)","(3.8, 5.0, 4.792307692307692)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 76.66666666666667)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:56.225996,"(2.15, 2.48, 2.398181818181818)","(8.5, 11.5, 10.428571428571429)","(12.0, 26.0, 24.909090909090907)","(3.8, 5.0, 4.792307692307692)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 76.66666666666667)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:57.398136,"(2.15, 2.48, 2.398181818181818)","(8.5, 11.5, 10.428571428571429)","(12.0, 26.0, 25.23076923076923)","(3.8, 5.0, 4.792307692307692)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 76.66666666666667)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:58.555158,"(2.15, 2.48, 2.398181818181818)","(8.5, 11.5, 10.428571428571429)","(12.0, 26.0, 23.5)","(3.8, 5.0, 4.792307692307692)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 72.5)","(101.0, 230.0, 163.33333333333334)"
07-01-2023 15:59:59.712071,"(2.15, 2.48, 2.398181818181818)","(8.5, 11.5, 10.428571428571429)","(12.0, 26.0, 23.5)","(3.8, 5.0, 4.807142857142857)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 72.5)","(101.0, 230.0, 201.42857142857144)"
07-01-2023 16:00:00.876295,"(2.15, 2.38, 2.375)","(8.5, 11.5, 10.428571428571429)","(12.0, 26.0, 23.5)","(3.8, 5.0, 4.807142857142857)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 76.66666666666667)","(101.0, 230.0, 201.42857142857144)"
07-01-2023 16:00:01.957496,"(2.15, 2.38, 2.3763636363636365)","(8.5, 11.5, 10.428571428571429)","(12.0, 26.0, 23.5)","(3.8, 5.0, 4.807142857142857)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 76.66666666666667)","(101.0, 230.0, 185.0)"
07-01-2023 16:00:03.130624,"(2.15, 2.38, 2.3763636363636365)","(8.5, 11.5, 10.428571428571429)","(13.0, 26.0, 23.333333333333332)","(3.8, 5.0, 4.807142857142857)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 75.71428571428572)","(101.0, 230.0, 185.0)"
07-01-2023 16:00:04.413681,"(2.15, 2.38, 2.3766666666666665)","(8.5, 11.5, 11.134615384615385)","(13.0, 26.0, 23.333333333333332)","(3.8, 5.0, 4.788235294117647)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 65.0)","(101.0, 230.0, 185.0)"
07-01-2023 16:00:05.632935,"(2.15, 2.38, 2.3763636363636365)","(8.5, 11.5, 10.88888888888889)","(13.0, 26.0, 21.428571428571427)","(3.8, 5.0, 4.846153846153846)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 78.33333333333333)","(101.0, 230.0, 190.0)"
07-01-2023 16:00:06.816159,"(2.15, 2.38, 2.3763636363636365)","(8.5, 11.0, 10.88888888888889)","(13.0, 22.0, 23.647058823529413)","(3.8, 5.0, 4.846153846153846)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 78.33333333333333)","(101.0, 230.0, 216.66666666666666)"
07-01-2023 16:00:07.951411,"(2.15, 2.38, 2.3763636363636365)","(8.5, 11.5, 10.661764705882353)","(13.0, 26.0, 22.941176470588236)","(3.8, 5.0, 4.85)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 78.33333333333333)","(101.0, 230.0, 216.66666666666666)"
07-01-2023 16:00:09.126226,"(2.15, 2.38, 2.377333333333333)","(8.5, 11.5, 10.580645161290322)","(13.0, 26.0, 24.363636363636363)","(3.8, 5.0, 4.85)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 78.33333333333333)","(101.0, 230.0, 216.66666666666666)"
07-01-2023 16:00:10.271744,"(2.15, 2.38, 2.377333333333333)","(8.5, 11.5, 10.580645161290322)","(13.0, 26.0, 24.363636363636363)","(3.8, 5.0, 4.972727272727273)","(5.5, 6.4, 6.34)","(12.0, 16.0, 14.8)","(26.0, 80.0, 78.33333333333333)","(101.0, 230.0, 216.66666666666666)"
07-01-2023 16:00:11.445761,"(2.15, 2.38, 2.3763636363636365)","(8.5, 11.5, 10.26086956521739)","(13.0, 26.0, 22.25)","(3.8, 5.0, 4.916666666666667)","(5.5, 6.4, 6.300000000000001)","(12.0, 16.0, 15.157894736842104)","(26.0, 80.0, 82.14285714285714)","(101.0, 230.0, 216.66666666666666)"
07-01-2023 16:00:12.617252,"(2.15, 2.38, 2.378181818181818)","(8.5, 11.5, 10.673913043478262)","(13.0, 26.0, 22.25)","(3.8, 5.0, 4.916666666666667)","(5.5, 6.4, 6.300000000000001)","(12.0, 16.0, 15.157894736842104)","(26.0, 100.0, 82.14285714285714)","(101.0, 230.0, 216.66666666666666)"
07-01-2023 16:00:13.821701,"(2.15, 2.38, 2.378235294117647)","(8.5, 11.5, 10.673913043478262)","(13.0, 26.0, 24.42105263157895)","(3.8, 5.0, 4.916666666666667)","(5.5, 6.4, 6.300000000000001)","(12.0, 16.0, 15.157894736842104)","(26.0, 100.0, 82.14285714285714)","(101.0, 230.0, 216.66666666666666)"
07-01-2023 16:00:15.092471,"(2.15, 2.38, 2.378235294117647)","(8.5, 11.5, 10.673913043478262)","(13.0, 26.0, 24.42105263157895)","(3.8, 5.0, 4.916666666666667)","(5.5, 6.4, 6.300000000000001)","(12.0, 16.0, 15.157894736842104)","(26.0, 100.0, 82.14285714285714)","(101.0, 230.0, 216.66666666666666)"
07-01-2023 16:00:16.299159,"(2.15, 2.38, 2.378235294117647)","(8.5, 11.5, 10.673913043478262)","(13.0, 26.0, 24.42105263157895)","(3.8, 5.0, 4.962962962962963)","(5.5, 6.4, 6.300000000000001)","(12.0, 16.0, 15.157894736842104)","(26.0, 100.0, 88.33333333333333)","(101.0, 230.0, 216.66666666666666)"
07-01-2023 16:00:17.455793,"(2.15, 2.38, 2.378235294117647)","(8.5, 11.5, 10.673913043478262)","(13.0, 26.0, 24.42105263157895)","(3.8, 5.0, 4.962962962962963)","(5.5, 6.4, 6.300000000000001)","(12.0, 16.0, 15.157894736842104)","(26.0, 95.0, 80.71428571428571)","(101.0, 230.0, 216.66666666666666)"
07-01-2023 16:00:18.560745,"(2.15, 2.38, 2.378235294117647)","(8.5, 11.5, 10.673913043478262)","(13.0, 26.0, 24.42105263157895)","(3.8, 5.0, 4.962962962962963)","(5.5, 6.4, 6.300000000000001)","(12.0, 16.0, 15.157894736842104)","(26.0, 95.0, 80.71428571428571)","(101.0, 230.0, 216.66666666666666)"
07-01-2023 16:00:19.790360,"(2.15, 2.38, 2.378235294117647)","(8.5, 11.5, 10.673913043478262)","(13.0, 26.0, 24.42105263157895)","(3.8, 5.0, 4.91)","(5.5, 6.4, 6.300000000000001)","(12.0, 16.0, 15.157894736842104)","(26.0, 95.0, 80.71428571428571)","(101.0, 230.0, 216.66666666666666)"
07-01-2023 16:00:20.972110,"(2.15, 2.38, 2.378235294117647)","(8.5, 11.5, 10.673913043478262)","(13.0, 26.0, 24.42105263157895)","(3.8, 5.0, 4.91)","(5.5, 6.4, 6.300000000000001)","(12.0, 16.0, 15.157894736842104)","(26.0, 95.0, 80.71428571428571)","(101.0, 230.0, 216.66666666666666)"
07-01-2023 16:00:22.175872,"(2.15, 2.38, 2.378235294117647)","(8.5, 11.5, 10.673913043478262)","(13.0, 26.0, 24.42105263157895)","(3.8, 5.0, 4.91)","(5.5, 6.4, 6.300000000000001)","(12.0, 16.0, 15.157894736842104)","(26.0, 95.0, 80.71428571428571)","(101.0, 230.0, 216.66666666666666)"
07-01-2023 16:00:23.400107,"(2.15, 2.38, 2.378235294117647)","(8.5, 11.5, 10.673913043478262)","(13.0, 26.0, 24.42105263157895)","(3.8, 5.0, 4.91)","(5.5, 6.4, 6.300000000000001)","(12.0, 16.0, 15.157894736842104)","(26.0, 95.0, 80.71428571428571)","(101.0, 230.0, 216.66666666666666)"
07-01-2023 16:00:24.591039,"(2.15, 2.38, 2.378235294117647)","(8.5, 11.5, 10.673913043478262)","(13.0, 26.0, 24.42105263157895)","(3.8, 5.0, 4.91)","(5.5, 6.4, 6.300000000000001)","(12.0, 16.0, 15.130434782608695)","(26.0, 95.0, 80.71428571428571)","(101.0, 230.0, 216.66666666666666)"
07-01-2023 16:00:25.792057,"(2.15, 2.38, 2.373333333333333)","(8.5, 11.5, 10.673913043478262)","(13.0, 26.0, 22.25)","(3.8, 5.0, 4.91)","(5.5, 6.4, 6.300000000000001)","(12.0, 16.0, 15.130434782608695)","(26.0, 95.0, 80.71428571428571)","(101.0, 230.0, 216.66666666666666)"
07-01-2023 16:00:27.332108,"(2.15, 2.38, 2.373333333333333)","(8.5, 11.5, 10.673913043478262)","(13.0, 26.0, 22.25)","(3.8, 5.0, 4.91)","(5.5, 6.4, 6.300000000000001)","(12.0, 16.0, 15.130434782608695)","(26.0, 95.0, 80.71428571428571)","(101.0, 230.0, 216.66666666666666)"
07-01-2023 16:00:29.510911,"(2.15, 2.38, 2.373333333333333)","(8.5, 11.5, 10.673913043478262)","(13.0, 26.0, 22.25)","(3.8, 5.0, 4.91)","(5.5, 6.4, 6.300000000000001)","(12.0, 16.0, 15.130434782608695)","(26.0, 95.0, 80.71428571428571)","(101.0, 230.0, 216.66666666666666)"
07-01-2023 16:00:31.338165,"(2.15, 2.38, 2.349090909090909)","(8.5, 11.5, 10.66)","(13.0, 26.0, 22.25)","(3.8, 5.0, 4.91)","(5.5, 6.4, 6.300000000000001)","(12.0, 16.0, 15.12)","(26.0, 95.0, 80.71428571428571)","(101.0, 230.0, 216.66666666666666)"
07-01-2023 16:00:32.697797,"(2.15, 2.38, 2.349090909090909)","(8.5, 11.5, 10.66)","(13.0, 26.0, 22.25)","(3.8, 5.0, 4.902325581395349)","(5.5, 6.4, 6.32)","(12.0, 16.0, 15.12)","(26.0, 95.0, 83.57142857142857)","(101.0, 230.0, 216.66666666666666)"
07-01-2023 16:00:33.944055,"(2.15, 2.42, 2.3899999999999997)","(8.5, 11.5, 10.66)","(13.0, 26.0, 22.25)","(3.8, 5.0, 4.902325581395349)","(5.5, 6.4, 6.32)","(12.0, 16.0, 15.12)","(26.0, 95.0, 83.57142857142857)","(101.0, 230.0, 216.66666666666666)"
07-01-2023 16:00:35.210639,"(2.15, 2.44, 2.3873684210526314)","(8.5, 11.5, 10.66)","(13.0, 26.0, 22.25)","(3.8, 5.0, 4.902325581395349)","(5.5, 6.4, 6.32)","(12.0, 16.0, 15.12)","(26.0, 95.0, 83.57142857142857)","(101.0, 230.0, 216.66666666666666)"
07-01-2023 16:00:36.511068,"(2.15, 2.44, 2.39078125)","(8.5, 11.5, 10.66)","(13.0, 26.0, 22.25)","(3.8, 5.0, 4.902325581395349)","(5.5, 6.4, 6.32)","(12.0, 16.0, 15.12)","(26.0, 95.0, 83.57142857142857)","(101.0, 230.0, 216.66666666666666)"
