,Emmeline Vance,Bundy Traveller,Dynamite Hope,Clawfoot,Spring Aster,Sneaky Jim,Tuta Delta,Farmor Truth
09-01-2023 11:34:44.657706,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:34:45.931237,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:34:47.191338,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:34:48.477088,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:34:49.809165,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:34:51.085211,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:34:52.395612,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:34:53.671275,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:34:54.950298,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:34:56.239890,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:34:57.590415,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:34:58.884862,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:00.182867,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:01.472960,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:02.741952,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:04.034281,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:05.290763,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:06.539239,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:07.848631,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:09.087096,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:10.346744,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:11.620300,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:12.796963,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:14.016248,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:15.222106,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:16.423478,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:17.704752,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:18.922067,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:20.166570,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:21.360771,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:22.530159,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:23.688093,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:24.805180,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:25.927955,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:26.957476,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:27.969622,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:29.081528,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:30.537909,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:31.890709,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:33.179559,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:34.509408,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:35.741959,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:36.989959,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.05)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:38.267404,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:39.500969,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:40.764925,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:42.019867,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:43.325543,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:44.622602,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:45.861557,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:47.080552,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:48.310758,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:49.563147,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:50.806621,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:52.013016,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:53.259951,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:54.524863,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:55.808134,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:57.030517,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:58.251038,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:35:59.515161,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:36:00.760785,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:36:02.043341,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:36:03.207786,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:36:04.336860,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:36:05.447630,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:36:06.440592,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:36:07.573944,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:36:08.727308,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:36:09.961440,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:36:11.198605,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:36:12.465507,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:36:13.676398,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:36:14.890674,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:36:16.207562,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:36:17.444837,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:36:18.632939,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:36:19.967440,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:36:21.291195,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:36:22.634278,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:36:24.047567,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
09-01-2023 11:36:25.448952,"(10.0, 23.0, 22.042857142857144)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.842105263157894)","(6.0, 10.5, 9.7)","(8.5, 16.0, 10.933333333333334)","(14.0, 32.0, 30.18181818181818)","(4.8, 8.0, 5.333333333333333)","(4.2, 6.6, 6.225)"
