,Fantastic Faith,Aston Presley,French Wish,Mo Slater,Orson Ruby
16-12-2022 11:51:57.359427,"(4.0, 4.5, 4.22)","(7.5, 15.5, 13.571428571428571)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.8, 5.295454545454546)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:58.423698,"(4.0, 4.5, 4.22)","(7.5, 15.5, 13.571428571428571)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.9, 5.277777777777778)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:59.554312,"(4.0, 4.5, 4.22)","(7.5, 15.5, 13.571428571428571)","(1.95, 2.02, 2.0028282828282826)","(3.2, 5.9, 5.324)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:00.729576,"(4.0, 4.5, 4.22)","(7.5, 15.5, 13.571428571428571)","(1.95, 2.02, 2.0028282828282826)","(3.2, 5.9, 5.324)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:02.378304,"(4.0, 4.5, 4.22)","(7.5, 15.5, 13.571428571428571)","(1.95, 2.02, 2.0028282828282826)","(3.2, 5.9, 5.33)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:03.696050,"(4.0, 4.5, 4.22)","(7.5, 15.5, 13.571428571428571)","(1.95, 2.02, 2.0028282828282826)","(3.2, 5.9, 5.33)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:04.806690,"(4.0, 4.5, 4.22)","(7.5, 15.5, 13.571428571428571)","(1.95, 2.02, 2.0028282828282826)","(3.2, 5.9, 5.3352941176470585)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:05.825066,"(4.0, 4.5, 4.22)","(7.5, 14.5, 13.928571428571429)","(1.95, 2.02, 1.9805797101449276)","(3.2, 5.9, 5.5)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:06.969290,"(4.0, 4.5, 4.22)","(7.5, 14.5, 13.928571428571429)","(1.95, 2.02, 1.91375)","(3.2, 5.9, 5.5)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:08.140634,"(4.0, 4.5, 4.22)","(7.5, 14.5, 13.928571428571429)","(1.95, 2.02, 1.9471428571428573)","(3.2, 5.9, 5.5)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:09.157035,"(4.0, 4.5, 4.22)","(7.5, 14.5, 13.928571428571429)","(1.95, 2.02, 1.9471428571428573)","(3.2, 5.9, 5.5)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:10.238304,"(4.0, 4.5, 4.340909090909091)","(7.5, 14.5, 13.928571428571429)","(1.95, 2.02, 1.9471428571428573)","(3.2, 5.9, 5.5)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:11.354563,"(4.0, 4.5, 4.340909090909091)","(7.5, 14.5, 13.928571428571429)","(1.95, 2.02, 1.9433333333333334)","(3.2, 5.9, 5.5)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:12.462416,"(4.0, 4.5, 4.340909090909091)","(7.5, 14.5, 13.928571428571429)","(1.95, 1.98, 1.9433333333333334)","(3.2, 5.9, 5.5)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:13.601544,"(4.0, 4.5, 4.340909090909091)","(7.5, 14.5, 13.928571428571429)","(1.95, 1.98, 1.9433333333333334)","(3.2, 5.9, 5.5)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:14.849851,"(4.0, 4.5, 4.340909090909091)","(7.5, 14.5, 13.928571428571429)","(1.95, 1.98, 1.9433333333333334)","(3.2, 5.9, 5.5)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:16.258680,"(4.0, 4.5, 4.340909090909091)","(7.5, 14.5, 14.25)","(1.95, 1.98, 1.9433333333333334)","(3.2, 5.9, 5.530769230769231)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:17.765291,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 14.425)","(1.95, 1.98, 1.9433333333333334)","(3.2, 5.9, 5.478947368421053)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:19.124102,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 14.425)","(1.95, 1.98, 1.9433333333333334)","(3.2, 5.9, 5.478947368421053)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:20.607640,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 14.03125)","(1.95, 1.98, 1.9433333333333334)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:21.949295,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 14.714285714285714)","(1.95, 1.98, 1.9433333333333334)","(3.2, 5.9, 5.563157894736842)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:22.990569,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 14.714285714285714)","(1.95, 1.98, 1.9712389380530972)","(3.2, 5.9, 5.563157894736842)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:24.132573,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 13.75)","(1.95, 1.98, 1.9712389380530972)","(3.2, 5.9, 5.563157894736842)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:25.270633,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 13.75)","(1.95, 1.98, 1.9712389380530972)","(3.2, 5.9, 5.563157894736842)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:26.286300,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 13.75)","(1.95, 1.98, 1.9712389380530972)","(3.2, 5.9, 5.633333333333334)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:27.335024,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 13.75)","(1.95, 1.98, 1.9712389380530972)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:28.407288,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 13.75)","(1.95, 1.98, 1.9712389380530972)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:29.659411,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 13.75)","(1.95, 1.98, 1.9712389380530972)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:30.772024,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 13.75)","(1.95, 1.98, 1.9712389380530972)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:31.956728,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 13.75)","(1.95, 1.98, 1.9628571428571429)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:33.046051,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 13.75)","(1.95, 1.97, 1.9628571428571429)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:34.010967,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 13.75)","(1.95, 1.97, 1.9628571428571429)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:35.150151,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 13.75)","(1.95, 1.97, 1.9628571428571429)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:36.343050,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 13.75)","(1.95, 1.97, 1.9628571428571429)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:37.439336,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 13.75)","(1.95, 1.97, 1.9628571428571429)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:38.457297,"(4.0, 4.5, 4.387096774193548)","(7.5, 16.0, 13.75)","(1.95, 1.97, 1.9628571428571429)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:39.570203,"(4.0, 4.5, 4.387096774193548)","(7.5, 16.0, 13.75)","(1.95, 1.97, 1.9628571428571429)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:40.550214,"(4.0, 4.5, 4.387096774193548)","(7.5, 16.0, 13.8125)","(1.95, 1.97, 1.9628571428571429)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:41.637525,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 13.63888888888889)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.595238095238095)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:42.716997,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 13.63888888888889)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:43.862999,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 13.666666666666666)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:44.826535,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 13.666666666666666)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:45.827177,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 13.666666666666666)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:46.972250,"(4.0, 4.5, 4.340909090909091)","(7.5, 16.0, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:48.044424,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:49.093283,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:50.307131,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:51.353749,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:52.471031,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:53.484841,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:54.516530,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:55.533323,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:56.512218,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:57.533487,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.563157894736842)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:58.527759,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.563157894736842)","(61.0, 250.0, 228.75)"
16-12-2022 11:52:59.417836,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.563157894736842)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:00.298798,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.563157894736842)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:01.255850,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.563157894736842)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:02.254383,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.563157894736842)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:03.199067,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.563157894736842)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:04.060737,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.633333333333334)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:04.966036,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.633333333333334)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:05.919784,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.633333333333334)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:06.891839,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.633333333333334)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:07.990643,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.633333333333334)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:08.980488,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.633333333333334)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:09.964768,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.633333333333334)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:10.987548,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.633333333333334)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:11.924282,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.633333333333334)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:13.038821,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.633333333333334)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:14.007121,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.633333333333334)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:14.920405,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.633333333333334)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:16.118101,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.633333333333334)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:17.289324,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.609090909090909)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:18.289480,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.609090909090909)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:19.282240,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:20.292788,"(4.0, 4.5, 4.340909090909091)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9662962962962962)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:21.452547,"(4.0, 4.5, 4.365384615384615)","(7.5, 15.5, 14.5)","(1.95, 1.97, 1.9316949152542373)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:22.786770,"(4.0, 4.5, 4.393939393939394)","(7.5, 15.5, 13.666666666666666)","(1.95, 1.94, 1.9361818181818182)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:24.005144,"(4.0, 4.5, 4.379310344827586)","(7.5, 16.0, 13.666666666666666)","(1.95, 1.94, 1.9361818181818182)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:24.973739,"(4.0, 4.5, 4.379310344827586)","(7.5, 16.0, 13.666666666666666)","(1.95, 1.94, 1.9361818181818182)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:26.080400,"(4.0, 4.5, 4.379310344827586)","(7.5, 16.0, 13.666666666666666)","(1.95, 1.94, 1.9361818181818182)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:27.249037,"(4.0, 4.5, 4.379310344827586)","(7.5, 16.0, 13.666666666666666)","(1.95, 1.94, 1.9361818181818182)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:28.243581,"(4.0, 4.5, 4.379310344827586)","(7.5, 16.0, 13.666666666666666)","(1.95, 1.94, 1.9361818181818182)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:29.191933,"(4.0, 4.5, 4.188888888888888)","(7.5, 14.5, 13.833333333333334)","(1.95, 1.94, 1.9361818181818182)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:30.175034,"(4.0, 4.5, 4.188888888888888)","(7.5, 14.5, 13.833333333333334)","(1.95, 1.94, 1.9361818181818182)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:31.381355,"(4.0, 4.5, 4.188888888888888)","(7.5, 14.5, 13.833333333333334)","(1.95, 1.94, 1.9361818181818182)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:32.555988,"(4.0, 4.5, 4.188888888888888)","(7.5, 14.5, 13.833333333333334)","(1.95, 1.94, 1.9361818181818182)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:33.585700,"(4.0, 4.5, 4.188888888888888)","(7.5, 14.5, 13.833333333333334)","(1.95, 1.94, 1.9361818181818182)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:34.630401,"(4.0, 4.5, 4.188888888888888)","(7.5, 14.5, 13.833333333333334)","(1.95, 1.94, 1.958888888888889)","(3.2, 5.9, 5.563157894736842)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:35.579839,"(4.0, 4.5, 4.393939393939394)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.958888888888889)","(3.2, 5.9, 5.563157894736842)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:36.864364,"(4.0, 4.5, 4.393939393939394)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.958888888888889)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:38.093307,"(4.0, 4.5, 4.393939393939394)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.958888888888889)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:39.088269,"(4.0, 4.5, 4.393939393939394)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.958888888888889)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:39.916125,"(4.0, 4.5, 4.393939393939394)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.958888888888889)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:40.856674,"(4.0, 4.5, 4.393939393939394)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.958888888888889)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:41.942125,"(4.0, 4.5, 4.393939393939394)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.9280645161290322)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:42.990666,"(4.0, 4.5, 4.393939393939394)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.9235714285714287)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:44.028513,"(4.0, 4.5, 4.379310344827586)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.9235714285714287)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:44.966981,"(4.0, 4.5, 4.314285714285714)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.9366666666666668)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:45.926560,"(4.0, 4.5, 4.314285714285714)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.9366666666666668)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:47.021997,"(4.0, 4.5, 4.2558139534883725)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.9366666666666668)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:48.052255,"(4.0, 4.5, 4.2558139534883725)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.9366666666666668)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:49.060242,"(4.0, 4.5, 4.2558139534883725)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.9366666666666668)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:50.014775,"(4.0, 4.5, 4.2558139534883725)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.9366666666666668)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:50.956330,"(4.0, 4.5, 4.2558139534883725)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.9366666666666668)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:51.858884,"(4.0, 4.5, 4.2558139534883725)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.9366666666666668)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:52.738544,"(4.0, 4.5, 4.2558139534883725)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.9366666666666668)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:53.624223,"(4.0, 4.5, 4.2558139534883725)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.9596)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:54.575003,"(4.0, 4.5, 4.2558139534883725)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.9596)","(3.2, 5.9, 5.621739130434783)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:55.854234,"(4.0, 4.5, 4.2558139534883725)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.9596)","(3.2, 5.9, 5.609090909090909)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:57.197891,"(4.0, 4.5, 4.2558139534883725)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.9596)","(3.2, 5.9, 5.609090909090909)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:58.172162,"(4.0, 4.5, 4.223684210526316)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.9661904761904763)","(3.2, 5.9, 5.609090909090909)","(61.0, 250.0, 228.75)"
16-12-2022 11:53:59.178544,"(4.0, 4.5, 4.223684210526316)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.9661904761904763)","(3.2, 5.9, 5.609090909090909)","(61.0, 250.0, 228.75)"
16-12-2022 11:54:00.062818,"(4.0, 4.5, 4.223684210526316)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.9661904761904763)","(3.2, 5.9, 5.609090909090909)","(61.0, 250.0, 228.75)"
16-12-2022 11:54:00.982246,"(4.0, 4.5, 4.223684210526316)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.9661904761904763)","(3.2, 5.9, 5.609090909090909)","(61.0, 250.0, 228.75)"
16-12-2022 11:54:01.912960,"(4.0, 4.5, 4.223684210526316)","(7.5, 14.5, 14.323529411764707)","(1.95, 1.97, 1.961818181818182)","(3.2, 5.9, 5.609090909090909)","(61.0, 250.0, 172.5)"
16-12-2022 11:54:02.939534,"(4.0, 4.5, 4.266666666666667)","(7.5, 14.5, 14.35)","(1.95, 1.97, 1.9661904761904763)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 231.11111111111111)"
16-12-2022 11:54:03.942231,"(4.0, 4.5, 4.29)","(7.5, 14.5, 14.35)","(1.95, 1.97, 1.9661904761904763)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 231.11111111111111)"
16-12-2022 11:54:04.854357,"(4.0, 4.5, 4.298076923076923)","(7.5, 14.5, 14.35)","(1.95, 1.97, 1.961818181818182)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 231.11111111111111)"
16-12-2022 11:54:05.662087,"(4.0, 4.5, 4.28125)","(7.5, 14.5, 14.35)","(1.95, 1.98, 1.9758095238095237)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 231.11111111111111)"
16-12-2022 11:54:06.483339,"(4.0, 4.5, 4.28125)","(7.5, 14.5, 14.35)","(1.95, 1.98, 1.9758095238095237)","(3.2, 5.9, 5.523529411764706)","(61.0, 250.0, 231.11111111111111)"
16-12-2022 11:54:07.277161,"(4.0, 4.5, 4.134782608695652)","(7.5, 14.5, 14.35)","(1.95, 1.98, 1.96)","(3.2, 5.5, 5.490625)","(61.0, 250.0, 231.11111111111111)"
16-12-2022 11:54:08.090854,"(4.0, 4.5, 4.23404255319149)","(7.5, 14.5, 14.35)","(1.95, 1.98, 1.948)","(3.2, 5.9, 5.52)","(61.0, 250.0, 167.5)"
