,Bellicose,Dinnys A Suspect,Jimmy Neutron,Skilled Artist,Anthropica,Courtingrock,Kaique,Russian Warrior,Stellar
12-01-2023 17:35:41.374950,"(14.0, 19.5, 19.01388888888889)","(17.0, 22.0, 21.3265306122449)","(9.0, 13.5, 13.05)","(19.0, 30.0, 29.0)","(8.5, 12.5, 12.086538461538462)","(71.0, 150.0, 147.0)","(31.0, 60.0, 55.833333333333336)","(1.3, 1.46, 1.4484174311926605)","(101.0, 350.0, 345.0)"
12-01-2023 17:35:42.469775,"(14.0, 19.5, 19.0875)","(17.0, 22.0, 21.271186440677965)","(9.0, 13.5, 13.157142857142857)","(19.0, 30.0, 29.25)","(8.5, 12.5, 12.226190476190476)","(71.0, 150.0, 146.66666666666666)","(31.0, 60.0, 57.916666666666664)","(1.3, 1.45, 1.446421152030217)","(101.0, 350.0, 340.0)"
12-01-2023 17:35:43.763011,"(14.0, 19.5, 19.227272727272727)","(17.0, 22.0, 21.333333333333332)","(9.0, 14.0, 13.535714285714286)","(19.0, 30.0, 29.275862068965516)","(8.5, 12.5, 12.391891891891891)","(71.0, 150.0, 147.5)","(31.0, 60.0, 57.85714285714286)","(1.3, 1.46, 1.4466964285714285)","(101.0, 350.0, 350.0)"
12-01-2023 17:35:45.047614,"(14.0, 19.5, 19.227272727272727)","(17.0, 22.0, 21.313725490196077)","(9.0, 14.0, 13.548780487804878)","(19.0, 30.0, 29.555555555555557)","(8.5, 12.5, 12.44)","(71.0, 150.0, 147.77777777777777)","(31.0, 60.0, 59.16666666666667)","(1.3, 1.45, 1.447063492063492)","(101.0, 410.0, 368.0)"
12-01-2023 17:35:46.337181,"(14.0, 19.5, 19.26923076923077)","(17.0, 22.0, 21.292929292929294)","(9.0, 14.0, 13.548780487804878)","(19.0, 30.0, 30.333333333333332)","(8.5, 13.0, 12.39655172413793)","(71.0, 150.0, 147.77777777777777)","(31.0, 60.0, 57.85714285714286)","(1.3, 1.45, 1.4425655172413792)","(101.0, 410.0, 357.5)"
12-01-2023 17:35:47.567322,"(14.0, 19.5, 19.1875)","(17.0, 22.0, 21.292929292929294)","(9.0, 14.0, 13.557142857142857)","(19.0, 32.0, 30.333333333333332)","(8.5, 13.0, 12.39655172413793)","(71.0, 150.0, 147.77777777777777)","(31.0, 60.0, 57.85714285714286)","(1.3, 1.45, 1.4417997465145753)","(101.0, 410.0, 357.5)"
12-01-2023 17:35:48.687378,"(14.0, 19.5, 19.1875)","(17.0, 22.0, 21.292929292929294)","(9.0, 14.0, 13.557142857142857)","(19.0, 32.0, 30.24)","(8.5, 13.0, 12.453125)","(71.0, 150.0, 147.77777777777777)","(31.0, 60.0, 57.85714285714286)","(1.3, 1.45, 1.4312044105173876)","(101.0, 410.0, 357.5)"
12-01-2023 17:35:49.752406,"(14.0, 19.5, 19.1875)","(17.0, 22.0, 21.352941176470587)","(9.0, 14.0, 13.75)","(19.0, 34.0, 30.74074074074074)","(8.5, 13.0, 12.453125)","(71.0, 150.0, 147.77777777777777)","(31.0, 60.0, 59.16666666666667)","(1.3, 1.44, 1.4301309635173058)","(101.0, 410.0, 357.5)"
12-01-2023 17:35:50.806655,"(14.0, 20.0, 19.291666666666668)","(17.0, 22.0, 21.363636363636363)","(9.0, 14.0, 13.973684210526315)","(19.0, 34.0, 30.666666666666668)","(8.5, 13.0, 12.486486486486486)","(71.0, 150.0, 147.77777777777777)","(31.0, 60.0, 59.16666666666667)","(1.3, 1.44, 1.4289666666666665)","(101.0, 410.0, 357.5)"
12-01-2023 17:35:51.916486,"(14.0, 20.0, 19.65671641791045)","(17.0, 22.0, 21.363636363636363)","(9.0, 14.5, 14.025)","(19.0, 34.0, 32.4390243902439)","(8.5, 13.0, 12.512820512820513)","(71.0, 150.0, 147.77777777777777)","(31.0, 60.0, 59.16666666666667)","(1.3, 1.43, 1.428568129330254)","(101.0, 410.0, 375.0)"
12-01-2023 17:35:53.000439,"(14.0, 20.0, 19.65671641791045)","(17.0, 22.0, 21.37)","(9.0, 14.0, 13.985714285714286)","(19.0, 34.0, 32.55555555555556)","(8.5, 13.0, 12.508620689655173)","(71.0, 180.0, 160.0)","(31.0, 60.0, 59.16666666666667)","(1.3, 1.43, 1.4281976744186047)","(101.0, 410.0, 375.0)"
12-01-2023 17:35:54.439787,"(14.0, 20.0, 19.625)","(17.0, 22.0, 21.363636363636363)","(9.0, 14.5, 14.128571428571428)","(19.0, 34.0, 32.31578947368421)","(8.5, 13.0, 12.634615384615385)","(71.0, 180.0, 154.28571428571428)","(31.0, 60.0, 56.0)","(1.3, 1.43, 1.4192225772097975)","(101.0, 410.0, 390.0)"
12-01-2023 17:35:55.525296,"(14.0, 20.0, 19.644736842105264)","(17.0, 22.0, 21.398058252427184)","(9.0, 14.5, 14.19047619047619)","(19.0, 34.0, 32.375)","(8.5, 13.0, 12.731132075471699)","(71.0, 180.0, 157.5)","(31.0, 65.0, 59.705882352941174)","(1.3, 1.42, 1.416735436893204)","(101.0, 410.0, 398.0)"
12-01-2023 17:35:56.658597,"(14.0, 20.0, 19.659420289855074)","(17.0, 22.0, 21.47008547008547)","(9.0, 14.5, 14.294117647058824)","(19.0, 34.0, 32.916666666666664)","(8.5, 13.0, 12.62)","(71.0, 180.0, 157.5)","(31.0, 65.0, 56.0)","(1.3, 1.42, 1.41706940874036)","(101.0, 410.0, 560.0)"
12-01-2023 17:35:57.822280,"(14.0, 20.0, 19.654411764705884)","(17.0, 22.0, 21.367346938775512)","(9.0, 15.0, 14.555555555555555)","(19.0, 34.0, 32.55555555555556)","(8.5, 13.0, 12.62)","(71.0, 180.0, 157.5)","(31.0, 65.0, 56.0)","(1.3, 1.42, 1.4175360419397116)","(101.0, 610.0, 560.0)"
12-01-2023 17:35:58.978241,"(14.0, 20.0, 19.654411764705884)","(17.0, 22.0, 21.367346938775512)","(9.0, 15.0, 14.402985074626866)","(19.0, 34.0, 32.4390243902439)","(8.5, 13.0, 12.648148148148149)","(71.0, 180.0, 157.5)","(31.0, 65.0, 56.0)","(1.3, 1.42, 1.4198936170212766)","(101.0, 610.0, 570.0)"
12-01-2023 17:36:00.301605,"(14.0, 20.0, 19.63013698630137)","(17.0, 22.0, 21.392156862745097)","(9.0, 15.0, 14.402985074626866)","(19.0, 34.0, 32.63157894736842)","(8.5, 13.0, 12.648148148148149)","(71.0, 180.0, 157.5)","(31.0, 65.0, 59.0)","(1.3, 1.42, 1.4193561368209255)","(101.0, 610.0, 570.0)"
12-01-2023 17:36:01.549224,"(14.0, 20.0, 19.568181818181817)","(17.0, 22.0, 21.280898876404493)","(9.0, 15.0, 14.548387096774194)","(19.0, 34.0, 32.63157894736842)","(8.5, 13.0, 12.648148148148149)","(71.0, 180.0, 179.375)","(31.0, 65.0, 59.0)","(1.3, 1.42, 1.42231884057971)","(101.0, 610.0, 570.0)"
12-01-2023 17:36:02.754518,"(14.0, 20.0, 19.653846153846153)","(17.0, 21.0, 20.761904761904763)","(9.0, 15.0, 14.525423728813559)","(19.0, 34.0, 32.73170731707317)","(8.5, 13.0, 12.648148148148149)","(71.0, 230.0, 202.22222222222223)","(31.0, 65.0, 59.10714285714286)","(1.3, 1.43, 1.42192037470726)","(101.0, 610.0, 570.0)"
12-01-2023 17:36:03.936697,"(14.0, 20.0, 19.678571428571427)","(17.0, 21.0, 20.761904761904763)","(9.0, 15.0, 14.525423728813559)","(19.0, 34.0, 32.73170731707317)","(8.5, 13.0, 13.236363636363636)","(71.0, 220.0, 202.22222222222223)","(31.0, 65.0, 60.5)","(1.3, 1.43, 1.4199682539682539)","(101.0, 610.0, 585.0)"
12-01-2023 17:36:05.107576,"(14.0, 20.0, 19.676056338028168)","(17.0, 21.0, 20.607361963190183)","(9.0, 15.0, 14.508196721311476)","(19.0, 34.0, 32.63157894736842)","(8.5, 13.5, 13.256521739130434)","(71.0, 220.0, 207.69230769230768)","(31.0, 65.0, 60.78125)","(1.3, 1.43, 1.427324973876698)","(101.0, 610.0, 585.0)"
12-01-2023 17:36:06.277864,"(14.0, 20.0, 19.66176470588235)","(17.0, 21.0, 20.607361963190183)","(9.0, 15.0, 14.209677419354838)","(19.0, 34.0, 32.63157894736842)","(8.5, 13.5, 13.24074074074074)","(71.0, 220.0, 207.69230769230768)","(31.0, 65.0, 61.44736842105263)","(1.3, 1.43, 1.430560997328584)","(101.0, 610.0, 585.0)"
12-01-2023 17:36:07.449660,"(14.0, 19.5, 19.416666666666668)","(17.0, 21.0, 20.60248447204969)","(9.0, 14.5, 14.209677419354838)","(19.0, 34.0, 32.63157894736842)","(8.5, 13.5, 13.25438596491228)","(71.0, 220.0, 207.69230769230768)","(31.0, 65.0, 61.44736842105263)","(1.3, 1.44, 1.4303545454545454)","(101.0, 610.0, 585.0)"
12-01-2023 17:36:08.603654,"(14.0, 19.5, 19.416666666666668)","(17.0, 21.0, 20.494897959183675)","(9.0, 14.5, 14.166666666666666)","(19.0, 34.0, 32.77777777777778)","(8.5, 13.5, 13.243119266055047)","(71.0, 220.0, 195.0)","(31.0, 65.0, 61.44736842105263)","(1.3, 1.44, 1.430018814675447)","(101.0, 610.0, 557.7777777777778)"
12-01-2023 17:36:09.763953,"(14.0, 19.5, 19.48611111111111)","(17.0, 21.0, 20.494897959183675)","(9.0, 14.5, 14.078947368421053)","(19.0, 34.0, 32.42857142857143)","(8.5, 13.5, 12.991803278688524)","(71.0, 200.0, 195.0)","(31.0, 65.0, 61.44736842105263)","(1.3, 1.44, 1.430018814675447)","(101.0, 600.0, 557.7777777777778)"
12-01-2023 17:36:10.937602,"(14.0, 19.5, 19.48611111111111)","(17.0, 21.0, 20.471502590673577)","(9.0, 14.5, 14.078947368421053)","(19.0, 34.0, 32.95238095238095)","(8.5, 13.5, 12.972440944881889)","(71.0, 200.0, 195.0)","(31.0, 65.0, 62.42857142857143)","(1.3, 1.44, 1.4301026119402984)","(101.0, 600.0, 557.7777777777778)"
12-01-2023 17:36:12.114728,"(14.0, 19.5, 19.48611111111111)","(17.0, 21.0, 19.830357142857142)","(9.0, 14.5, 13.652173913043478)","(19.0, 34.0, 33.04347826086956)","(8.5, 13.5, 12.954545454545455)","(71.0, 210.0, 180.0)","(31.0, 65.0, 62.083333333333336)","(1.3, 1.44, 1.4271941570298234)","(101.0, 600.0, 557.7777777777778)"
12-01-2023 17:36:13.214794,"(14.0, 20.0, 19.520833333333332)","(17.0, 20.0, 19.830357142857142)","(9.0, 14.0, 13.5)","(19.0, 34.0, 38.0)","(8.5, 13.0, 13.0)","(71.0, 200.0, 176.66666666666666)","(31.0, 65.0, 62.083333333333336)","(1.3, 1.44, 1.4274654377880183)","(101.0, 600.0, 480.0)"
12-01-2023 17:36:14.524262,"(14.0, 20.0, 19.520833333333332)","(17.0, 20.0, 19.75862068965517)","(9.0, 13.5, 13.337078651685394)","(19.0, 42.0, 35.2)","(8.5, 13.5, 12.991803278688524)","(71.0, 210.0, 176.66666666666666)","(31.0, 65.0, 62.083333333333336)","(1.3, 1.43, 1.427459584295612)","(101.0, 490.0, 480.0)"
12-01-2023 17:36:15.633480,"(14.0, 20.0, 19.520833333333332)","(17.0, 20.0, 19.75862068965517)","(9.0, 14.0, 13.337078651685394)","(19.0, 40.0, 37.333333333333336)","(8.5, 13.5, 13.170212765957446)","(71.0, 210.0, 176.66666666666666)","(31.0, 65.0, 56.25)","(1.3, 1.43, 1.4180793319415448)","(101.0, 490.0, 480.0)"
12-01-2023 17:36:16.801601,"(14.0, 20.0, 19.814432989690722)","(17.0, 20.0, 19.848484848484848)","(9.0, 14.0, 13.535433070866143)","(19.0, 40.0, 37.333333333333336)","(8.5, 13.5, 13.170212765957446)","(71.0, 210.0, 176.66666666666666)","(31.0, 65.0, 56.25)","(1.3, 1.42, 1.4181991525423727)","(101.0, 490.0, 480.0)"
12-01-2023 17:36:18.112914,"(14.0, 20.0, 19.814432989690722)","(17.0, 20.0, 19.766304347826086)","(10.0, 14.0, 13.380281690140846)","(20.0, 40.0, 38.0)","(9.0, 13.5, 13.147727272727273)","(71.0, 210.0, 176.66666666666666)","(31.0, 65.0, 62.16216216216216)","(1.3, 1.42, 1.4253448275862068)","(101.0, 490.0, 472.22222222222223)"
12-01-2023 17:36:19.355123,"(14.0, 20.0, 19.814432989690722)","(17.0, 20.0, 19.43421052631579)","(10.0, 13.5, 13.401162790697674)","(20.0, 40.0, 38.0)","(9.0, 13.5, 13.147727272727273)","(71.0, 210.0, 176.66666666666666)","(31.0, 65.0, 62.16216216216216)","(1.3, 1.43, 1.4253539253539254)","(101.0, 490.0, 472.22222222222223)"
12-01-2023 17:36:20.589450,"(14.0, 20.0, 19.814432989690722)","(17.0, 20.0, 19.43421052631579)","(10.0, 13.5, 13.451219512195122)","(20.0, 40.0, 38.93333333333334)","(9.0, 13.5, 13.147727272727273)","(71.0, 210.0, 176.66666666666666)","(31.0, 65.0, 61.8421052631579)","(1.3, 1.43, 1.4251216216216216)","(101.0, 490.0, 472.22222222222223)"
12-01-2023 17:36:21.845585,"(14.0, 20.0, 19.814432989690722)","(17.0, 20.0, 19.347368421052632)","(10.0, 13.5, 13.451219512195122)","(20.0, 40.0, 34.0)","(9.0, 13.5, 13.203125)","(71.0, 210.0, 176.66666666666666)","(31.0, 65.0, 56.111111111111114)","(1.3, 1.43, 1.4176598837209302)","(101.0, 490.0, 472.22222222222223)"
12-01-2023 17:36:23.054171,"(14.0, 20.0, 19.83695652173913)","(17.0, 20.0, 19.615384615384617)","(10.0, 14.0, 13.515384615384615)","(20.0, 40.0, 37.0)","(9.0, 13.5, 13.217821782178218)","(71.0, 210.0, 176.66666666666666)","(31.0, 65.0, 56.111111111111114)","(1.3, 1.42, 1.418941908713693)","(101.0, 490.0, 472.22222222222223)"
12-01-2023 17:36:24.172736,"(14.0, 20.0, 19.88235294117647)","(17.0, 20.0, 19.736842105263158)","(10.0, 14.0, 13.515384615384615)","(21.0, 40.0, 38.666666666666664)","(9.0, 13.5, 13.2)","(71.0, 210.0, 196.66666666666669)","(31.0, 65.0, 61.92307692307692)","(1.26, 1.42, 1.42324942791762)","(101.0, 490.0, 472.22222222222223)"
12-01-2023 17:36:25.318250,"(14.0, 20.0, 19.88235294117647)","(17.0, 21.0, 19.928571428571427)","(10.0, 13.5, 13.293478260869565)","(21.0, 40.0, 38.0)","(9.0, 13.5, 13.2)","(71.0, 210.0, 211.25)","(31.0, 65.0, 61.92307692307692)","(1.26, 1.43, 1.4236763129689174)","(101.0, 490.0, 472.22222222222223)"
12-01-2023 17:36:26.575659,"(14.0, 20.0, 19.88235294117647)","(17.0, 21.0, 19.928571428571427)","(10.0, 13.5, 13.227848101265822)","(21.0, 40.0, 38.0)","(9.0, 13.5, 13.2)","(71.0, 220.0, 211.25)","(31.0, 65.0, 61.92307692307692)","(1.26, 1.43, 1.4229761904761904)","(101.0, 490.0, 472.22222222222223)"
12-01-2023 17:36:27.794370,"(14.0, 20.0, 19.88235294117647)","(17.0, 21.0, 19.64423076923077)","(10.0, 13.5, 13.4609375)","(21.0, 40.0, 38.0)","(9.0, 13.5, 13.193548387096774)","(71.0, 220.0, 194.54545454545456)","(31.0, 65.0, 61.92307692307692)","(1.26, 1.43, 1.4213235294117645)","(101.0, 490.0, 472.22222222222223)"
12-01-2023 17:36:29.057777,"(14.0, 20.0, 19.886904761904763)","(17.0, 21.0, 19.603960396039604)","(10.0, 13.5, 13.292134831460674)","(21.0, 40.0, 38.0)","(9.0, 13.5, 13.193548387096774)","(71.0, 220.0, 194.54545454545456)","(31.0, 65.0, 61.92307692307692)","(1.26, 1.43, 1.4198100172711572)","(101.0, 490.0, 472.22222222222223)"
12-01-2023 17:36:30.297902,"(14.0, 20.0, 19.886904761904763)","(17.0, 21.0, 19.603960396039604)","(10.0, 14.0, 13.292134831460674)","(21.0, 40.0, 38.0)","(9.0, 13.5, 13.114503816793894)","(71.0, 220.0, 194.54545454545456)","(31.0, 65.0, 56.458333333333336)","(1.26, 1.43, 1.4224164524421594)","(101.0, 490.0, 472.22222222222223)"
12-01-2023 17:36:31.465180,"(14.0, 20.0, 19.896341463414632)","(17.0, 21.0, 19.610091743119266)","(10.0, 13.5, 13.054545454545455)","(21.0, 40.0, 38.0)","(9.0, 13.5, 13.128676470588236)","(71.0, 220.0, 194.54545454545456)","(31.0, 60.0, 56.53061224489796)","(1.26, 1.43, 1.4231712962962961)","(101.0, 490.0, 472.22222222222223)"
12-01-2023 17:36:32.645378,"(14.0, 20.0, 19.901162790697676)","(17.0, 21.0, 19.647321428571427)","(10.0, 13.5, 13.169117647058824)","(21.0, 40.0, 38.2)","(9.0, 13.5, 13.128676470588236)","(71.0, 220.0, 194.54545454545456)","(31.0, 60.0, 56.53061224489796)","(1.26, 1.43, 1.4230562347188263)","(101.0, 490.0, 472.22222222222223)"
12-01-2023 17:36:33.759347,"(14.0, 20.0, 19.920731707317074)","(17.0, 21.0, 19.59722222222222)","(10.0, 13.5, 13.169117647058824)","(21.0, 40.0, 38.2)","(9.0, 13.5, 13.114503816793894)","(71.0, 220.0, 202.5)","(31.0, 60.0, 56.53061224489796)","(1.26, 1.43, 1.4230562347188263)","(101.0, 490.0, 472.22222222222223)"
12-01-2023 17:36:34.869201,"(14.0, 20.0, 19.920731707317074)","(17.0, 21.0, 19.59722222222222)","(10.0, 13.5, 13.08904109589041)","(21.0, 40.0, 38.2)","(9.0, 13.5, 13.114503816793894)","(71.0, 210.0, 190.0)","(31.0, 60.0, 56.53061224489796)","(1.26, 1.43, 1.4230562347188263)","(101.0, 490.0, 463.3333333333333)"
12-01-2023 17:36:35.984276,"(14.0, 20.0, 19.942307692307693)","(17.0, 21.0, 19.54326923076923)","(10.0, 13.5, 13.08904109589041)","(21.0, 40.0, 38.2)","(9.0, 13.5, 13.114503816793894)","(71.0, 230.0, 190.0)","(31.0, 60.0, 56.15384615384615)","(1.26, 1.43, 1.4230339805825243)","(101.0, 490.0, 463.3333333333333)"
12-01-2023 17:36:37.138253,"(14.0, 21.0, 20.3265306122449)","(17.0, 21.0, 19.54326923076923)","(10.0, 13.5, 13.08904109589041)","(21.0, 40.0, 38.0)","(9.0, 13.5, 12.833333333333334)","(71.0, 230.0, 168.75)","(31.0, 60.0, 55.0)","(1.26, 1.43, 1.432033511043412)","(101.0, 490.0, 466.0)"
12-01-2023 17:36:38.338223,"(14.0, 21.0, 20.15277777777778)","(17.0, 19.0, 18.955882352941178)","(10.0, 13.0, 12.885714285714286)","(21.0, 40.0, 35.5)","(9.0, 13.0, 12.721428571428572)","(71.0, 230.0, 197.05882352941177)","(31.0, 60.0, 55.95238095238095)","(1.26, 1.44, 1.4335782747603834)","(101.0, 480.0, 466.0)"
12-01-2023 17:36:39.480760,"(14.0, 21.0, 20.164383561643834)","(17.0, 19.0, 18.960526315789473)","(10.0, 13.0, 12.852459016393443)","(21.0, 40.0, 38.2)","(9.0, 13.0, 12.703007518796992)","(71.0, 230.0, 197.05882352941177)","(31.0, 60.0, 56.04651162790698)","(1.26, 1.44, 1.4339669421487602)","(101.0, 480.0, 466.0)"
12-01-2023 17:36:40.567110,"(14.0, 21.0, 20.164383561643834)","(17.0, 19.0, 18.801724137931036)","(10.0, 13.0, 12.825757575757576)","(21.0, 40.0, 38.666666666666664)","(9.0, 13.0, 12.703007518796992)","(71.0, 230.0, 197.05882352941177)","(31.0, 60.0, 56.04651162790698)","(1.26, 1.44, 1.4331528895391368)","(101.0, 480.0, 466.0)"
12-01-2023 17:36:41.680168,"(14.0, 21.0, 20.164383561643834)","(17.0, 19.0, 18.801724137931036)","(10.0, 13.0, 12.827272727272728)","(21.0, 40.0, 38.0)","(9.0, 13.0, 12.654088050314465)","(71.0, 230.0, 197.05882352941177)","(31.0, 60.0, 55.853658536585364)","(1.26, 1.44, 1.432062448644207)","(101.0, 480.0, 466.0)"
12-01-2023 17:36:42.810301,"(14.0, 21.0, 20.207792207792206)","(17.0, 19.0, 18.823529411764707)","(10.0, 13.0, 12.964285714285714)","(21.0, 42.0, 41.23809523809524)","(9.0, 13.0, 12.640243902439025)","(71.0, 230.0, 197.05882352941177)","(31.0, 60.0, 56.6)","(1.26, 1.44, 1.4334464043419266)","(101.0, 480.0, 437.85714285714283)"
12-01-2023 17:36:44.090817,"(14.0, 21.0, 20.205128205128204)","(17.0, 19.0, 18.826923076923077)","(10.0, 13.0, 12.780821917808218)","(21.0, 40.0, 36.42307692307692)","(9.0, 13.0, 12.660919540229886)","(71.0, 230.0, 197.05882352941177)","(31.0, 60.0, 56.6)","(1.26, 1.44, 1.4334092526690392)","(101.0, 470.0, 436.66666666666663)"
12-01-2023 17:36:45.296556,"(14.0, 21.0, 20.205128205128204)","(17.0, 19.0, 18.826923076923077)","(10.0, 13.0, 12.783783783783784)","(21.0, 40.0, 36.42307692307692)","(9.0, 13.0, 12.61)","(71.0, 230.0, 197.05882352941177)","(31.0, 60.0, 56.6)","(1.26, 1.44, 1.4334785766158316)","(101.0, 460.0, 436.66666666666663)"
12-01-2023 17:36:46.473666,"(14.0, 21.0, 20.205128205128204)","(17.0, 19.0, 18.826923076923077)","(10.0, 13.0, 12.783783783783784)","(21.0, 40.0, 36.35294117647059)","(9.0, 13.0, 12.625)","(71.0, 230.0, 197.05882352941177)","(31.0, 60.0, 56.6)","(1.26, 1.44, 1.4340490390987408)","(101.0, 460.0, 436.66666666666663)"
12-01-2023 17:36:47.641358,"(14.0, 21.0, 20.205128205128204)","(17.0, 19.0, 18.826923076923077)","(10.0, 13.0, 12.789772727272727)","(21.0, 40.0, 36.36363636363637)","(9.0, 13.0, 12.612903225806452)","(71.0, 230.0, 197.05882352941177)","(31.0, 60.0, 56.458333333333336)","(1.26, 1.44, 1.4340853217642804)","(101.0, 460.0, 438.1818181818182)"
12-01-2023 17:36:48.842591,"(14.0, 21.0, 20.15068493150685)","(17.0, 19.0, 18.861702127659573)","(10.0, 13.0, 12.789772727272727)","(21.0, 40.0, 36.05263157894737)","(9.0, 13.0, 12.455882352941176)","(71.0, 230.0, 170.0)","(31.0, 60.0, 56.5)","(1.26, 1.44, 1.4416134185303513)","(101.0, 450.0, 436.66666666666663)"
12-01-2023 17:36:50.046567,"(14.0, 21.0, 20.174603174603174)","(17.0, 19.5, 19.118181818181817)","(10.0, 13.0, 12.829787234042554)","(21.0, 40.0, 36.05263157894737)","(9.0, 12.5, 12.409090909090908)","(71.0, 230.0, 170.0)","(31.0, 60.0, 56.5)","(1.26, 1.45, 1.4380410022779042)","(101.0, 460.0, 380.0)"
12-01-2023 17:36:51.211527,"(14.0, 21.0, 20.071428571428573)","(17.0, 19.5, 18.975)","(10.0, 13.0, 12.829787234042554)","(21.0, 40.0, 36.05263157894737)","(9.0, 12.5, 12.409090909090908)","(71.0, 230.0, 200.0)","(31.0, 60.0, 57.878787878787875)","(1.26, 1.45, 1.4381489841986455)","(101.0, 460.0, 380.0)"
12-01-2023 17:36:52.425900,"(14.0, 21.0, 20.06779661016949)","(17.0, 19.5, 19.365384615384617)","(10.0, 13.0, 12.829787234042554)","(21.0, 40.0, 36.05263157894737)","(9.0, 12.5, 12.375)","(71.0, 230.0, 190.0)","(31.0, 60.0, 57.74193548387097)","(1.26, 1.45, 1.4404545454545454)","(101.0, 460.0, 380.0)"
12-01-2023 17:36:53.660224,"(14.0, 21.0, 20.20754716981132)","(17.0, 19.5, 19.61904761904762)","(10.0, 13.0, 12.79)","(21.0, 40.0, 36.05263157894737)","(9.0, 12.5, 12.375)","(71.0, 230.0, 190.0)","(31.0, 60.0, 57.5)","(1.26, 1.45, 1.4390578887627696)","(101.0, 460.0, 380.0)"
12-01-2023 17:36:54.838413,"(14.0, 21.0, 20.1340206185567)","(17.0, 20.0, 19.61904761904762)","(10.0, 13.0, 12.902777777777779)","(21.0, 40.0, 36.05263157894737)","(9.0, 12.5, 12.254032258064516)","(71.0, 230.0, 193.0769230769231)","(31.0, 60.0, 58.75)","(1.26, 1.45, 1.4394486486486486)","(101.0, 460.0, 380.0)"
12-01-2023 17:36:55.956269,"(14.0, 21.0, 19.828767123287673)","(17.0, 20.0, 19.61904761904762)","(10.0, 13.0, 12.902777777777779)","(21.0, 40.0, 36.15384615384615)","(9.0, 12.5, 12.245833333333334)","(71.0, 220.0, 196.66666666666669)","(31.0, 60.0, 58.75)","(1.26, 1.45, 1.4398868778280542)","(101.0, 460.0, 380.0)"
12-01-2023 17:36:57.145935,"(14.0, 21.0, 19.828767123287673)","(17.0, 20.0, 19.80952380952381)","(10.0, 13.0, 12.794117647058824)","(21.0, 40.0, 36.42857142857143)","(9.0, 12.5, 12.243697478991596)","(71.0, 220.0, 196.66666666666669)","(31.0, 60.0, 59.0)","(1.26, 1.44, 1.4417870036101081)","(101.0, 460.0, 380.0)"
12-01-2023 17:36:58.217222,"(14.0, 21.0, 19.77857142857143)","(17.0, 21.0, 20.035714285714285)","(10.0, 13.0, 12.766666666666667)","(21.0, 40.0, 36.91428571428571)","(9.0, 12.5, 12.25925925925926)","(71.0, 220.0, 196.66666666666669)","(31.0, 60.0, 59.0)","(1.26, 1.45, 1.4414645308924485)","(101.0, 460.0, 380.0)"
12-01-2023 17:36:59.334428,"(14.0, 21.0, 19.684615384615384)","(17.0, 21.0, 20.035714285714285)","(10.0, 13.0, 12.81578947368421)","(21.0, 40.0, 36.8235294117647)","(9.0, 12.5, 12.24757281553398)","(71.0, 220.0, 193.75)","(31.0, 60.0, 58.84615384615385)","(1.26, 1.45, 1.4440106007067137)","(101.0, 460.0, 380.0)"
12-01-2023 17:37:00.510388,"(14.0, 21.0, 19.525862068965516)","(17.0, 20.0, 19.93103448275862)","(10.0, 13.0, 12.282051282051283)","(21.0, 40.0, 36.833333333333336)","(9.0, 12.5, 12.442622950819672)","(71.0, 220.0, 193.75)","(31.0, 60.0, 58.84615384615385)","(1.26, 1.45, 1.4444269662921347)","(101.0, 460.0, 380.0)"
12-01-2023 17:37:01.653071,"(14.0, 21.0, 19.89908256880734)","(17.0, 21.0, 20.0625)","(10.0, 12.5, 12.282051282051283)","(21.0, 40.0, 36.833333333333336)","(9.0, 12.5, 12.257009345794392)","(71.0, 220.0, 144.28571428571428)","(31.0, 60.0, 58.92857142857143)","(1.26, 1.45, 1.456231647634584)","(101.0, 460.0, 386.6666666666667)"
12-01-2023 17:37:02.992615,"(14.0, 21.0, 19.928)","(17.0, 21.0, 20.073248407643312)","(10.0, 12.5, 11.83941605839416)","(21.0, 40.0, 35.733333333333334)","(9.0, 12.5, 12.257009345794392)","(71.0, 150.0, 132.5)","(31.0, 60.0, 58.92857142857143)","(1.26, 1.46, 1.4620194647201945)","(101.0, 480.0, 386.6666666666667)"
12-01-2023 17:37:04.237610,"(14.0, 21.0, 19.892561983471076)","(17.0, 21.0, 20.073248407643312)","(10.0, 12.0, 11.83941605839416)","(21.0, 36.0, 35.733333333333334)","(9.0, 12.5, 12.221052631578948)","(71.0, 150.0, 132.22222222222223)","(31.0, 60.0, 58.92857142857143)","(1.26, 1.47, 1.4724501424501424)","(101.0, 480.0, 386.6666666666667)"
12-01-2023 17:37:05.411802,"(14.0, 20.0, 19.765625)","(17.0, 21.0, 20.045454545454547)","(10.0, 12.0, 11.517543859649123)","(21.0, 38.0, 34.57142857142857)","(9.0, 12.5, 11.91869918699187)","(71.0, 150.0, 132.22222222222223)","(31.0, 60.0, 58.92857142857143)","(1.26, 1.48, 1.4721484375)","(101.0, 480.0, 386.6666666666667)"
12-01-2023 17:37:06.661629,"(14.0, 19.5, 19.181818181818183)","(17.0, 21.0, 20.214285714285715)","(10.0, 12.0, 11.645)","(21.0, 38.0, 34.22222222222222)","(9.0, 12.0, 11.814285714285715)","(71.0, 150.0, 136.66666666666666)","(31.0, 60.0, 59.03225806451613)","(1.26, 1.48, 1.482896174863388)","(101.0, 480.0, 440.0)"
