,Velocity Touched,Kingsbrae Wilma,Chicago Reign,Cherry Chunker,Betty Kingsbrae,Extreme Measures,Zoe Kate,Bugatti Fierce
15-12-2022 13:51:26.795824,"(4.4, 4.5, 4.3307692307692305)","(14.0, 32.0, 20.0)","(1.85, 2.22, 2.2148387096774194)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 9.433333333333334)","(21.0, 65.0, 41.14285714285714)","(9.0, 17.5, 15.75)"
15-12-2022 13:51:27.831266,"(4.4, 4.5, 4.3307692307692305)","(14.0, 32.0, 20.0)","(1.85, 2.22, 2.2148387096774194)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 9.433333333333334)","(21.0, 60.0, 41.14285714285714)","(9.0, 17.5, 15.75)"
15-12-2022 13:51:28.891730,"(4.4, 4.5, 4.3307692307692305)","(14.0, 32.0, 20.0)","(1.85, 2.22, 2.2148387096774194)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 9.433333333333334)","(21.0, 60.0, 41.14285714285714)","(9.0, 17.5, 15.75)"
15-12-2022 13:51:29.955105,"(4.4, 4.5, 4.3307692307692305)","(14.0, 32.0, 20.0)","(1.85, 2.22, 2.17875)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 9.433333333333334)","(21.0, 60.0, 33.0)","(9.0, 17.5, 13.314285714285713)"
15-12-2022 13:51:30.919423,"(4.4, 4.5, 4.3625)","(14.0, 32.0, 20.0)","(1.85, 2.22, 2.17875)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 9.433333333333334)","(21.0, 55.0, 34.666666666666664)","(9.0, 14.0, 12.85)"
15-12-2022 13:51:31.957286,"(4.4, 4.5, 4.3625)","(14.0, 32.0, 20.0)","(1.85, 2.22, 2.17875)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 9.433333333333334)","(21.0, 50.0, 34.666666666666664)","(9.0, 14.0, 13.371428571428572)"
15-12-2022 13:51:32.964078,"(4.4, 4.5, 4.3625)","(14.0, 32.0, 20.0)","(1.85, 2.22, 2.125714285714286)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 9.433333333333334)","(21.0, 50.0, 34.666666666666664)","(9.0, 14.0, 12.95)"
15-12-2022 13:51:34.023943,"(4.4, 4.5, 4.3625)","(14.0, 32.0, 20.0)","(1.85, 2.2, 2.083)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 9.433333333333334)","(21.0, 50.0, 34.666666666666664)","(9.0, 14.0, 13.428571428571429)"
15-12-2022 13:51:35.379991,"(4.4, 4.5, 4.3625)","(14.0, 32.0, 20.0)","(1.85, 2.2, 2.0844444444444443)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 9.433333333333334)","(21.0, 50.0, 34.666666666666664)","(9.0, 14.0, 13.222222222222221)"
15-12-2022 13:51:36.504669,"(4.4, 4.5, 4.3625)","(14.0, 32.0, 20.0)","(1.85, 2.2, 2.0844444444444443)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 9.1875)","(21.0, 50.0, 32.75)","(9.0, 14.0, 13.4)"
15-12-2022 13:51:37.646706,"(4.4, 4.5, 4.3307692307692305)","(14.0, 32.0, 20.0)","(1.85, 2.2, 2.0844444444444443)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 10.5, 9.1875)","(21.0, 50.0, 34.666666666666664)","(9.0, 14.0, 13.4)"
15-12-2022 13:51:38.821196,"(4.4, 4.5, 4.3307692307692305)","(14.0, 32.0, 20.0)","(1.85, 2.2, 2.083)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 10.5, 9.1875)","(21.0, 50.0, 34.666666666666664)","(9.0, 14.0, 13.4)"
15-12-2022 13:51:39.959786,"(4.4, 4.5, 4.3307692307692305)","(14.0, 32.0, 20.0)","(1.85, 2.2, 2.083)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 10.5, 9.1875)","(21.0, 50.0, 34.666666666666664)","(9.0, 14.0, 17.0)"
15-12-2022 13:51:41.297205,"(4.4, 4.5, 4.3307692307692305)","(14.0, 32.0, 20.0)","(1.85, 2.2, 2.0844444444444443)","(18.0, 60.0, 40.0)","(19.0, 55.0, 46.714285714285715)","(5.0, 10.5, 9.1875)","(21.0, 50.0, 34.666666666666664)","(9.0, 19.0, 17.0)"
15-12-2022 13:51:42.348064,"(4.4, 4.5, 4.323529411764706)","(14.0, 32.0, 20.0)","(1.85, 2.2, 2.078787878787879)","(18.0, 60.0, 40.0)","(19.0, 55.0, 46.714285714285715)","(5.0, 10.5, 9.625)","(21.0, 50.0, 34.666666666666664)","(9.0, 18.0, 16.333333333333332)"
15-12-2022 13:51:43.308226,"(4.4, 4.5, 4.323529411764706)","(14.0, 32.0, 20.0)","(1.85, 2.2, 2.078787878787879)","(18.0, 60.0, 40.0)","(19.0, 55.0, 47.75)","(5.0, 10.5, 9.625)","(21.0, 50.0, 34.666666666666664)","(9.0, 18.0, 15.263157894736842)"
15-12-2022 13:51:44.340232,"(4.4, 4.5, 4.323529411764706)","(14.0, 32.0, 20.0)","(1.85, 2.2, 2.078787878787879)","(18.0, 60.0, 40.0)","(20.0, 55.0, 47.75)","(5.0, 10.5, 9.625)","(21.0, 50.0, 34.666666666666664)","(9.0, 18.0, 15.263157894736842)"
15-12-2022 13:51:45.571609,"(4.4, 4.5, 4.323529411764706)","(14.0, 32.0, 20.0)","(1.85, 2.2, 2.0825806451612903)","(18.0, 60.0, 45.769230769230774)","(20.0, 55.0, 47.75)","(5.0, 10.5, 9.870000000000001)","(21.0, 50.0, 34.666666666666664)","(9.0, 18.0, 15.263157894736842)"
15-12-2022 13:51:46.716777,"(4.4, 4.5, 4.323529411764706)","(14.0, 32.0, 20.0)","(1.85, 2.2, 2.0825806451612903)","(18.0, 70.0, 55.0)","(20.0, 55.0, 47.75)","(5.0, 10.5, 10.14375)","(21.0, 50.0, 34.666666666666664)","(9.0, 18.0, 15.263157894736842)"
15-12-2022 13:51:47.838047,"(4.4, 4.5, 4.323529411764706)","(14.0, 32.0, 20.0)","(1.85, 2.2, 2.0825806451612903)","(18.0, 65.0, 55.0)","(20.0, 55.0, 47.75)","(5.0, 10.5, 9.65)","(21.0, 50.0, 34.666666666666664)","(9.0, 18.0, 15.263157894736842)"
15-12-2022 13:51:48.905119,"(4.4, 4.5, 4.323529411764706)","(14.0, 32.0, 20.0)","(1.85, 2.2, 2.0885714285714285)","(18.0, 65.0, 55.0)","(20.0, 55.0, 47.75)","(5.0, 10.5, 10.633333333333333)","(21.0, 50.0, 34.666666666666664)","(9.0, 18.0, 15.263157894736842)"
15-12-2022 13:51:50.012132,"(4.4, 4.5, 4.323529411764706)","(14.0, 32.0, 20.0)","(1.85, 2.2, 2.0735135135135137)","(18.0, 65.0, 55.0)","(20.0, 55.0, 47.75)","(5.0, 11.0, 10.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 18.0, 15.05)"
15-12-2022 13:51:51.085523,"(4.4, 4.5, 4.323529411764706)","(14.0, 32.0, 20.0)","(1.85, 2.2, 2.0658064516129033)","(18.0, 65.0, 55.0)","(20.0, 55.0, 47.75)","(5.0, 11.0, 10.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.05)"
15-12-2022 13:51:52.241017,"(4.4, 4.5, 4.323529411764706)","(14.0, 32.0, 20.0)","(1.85, 2.2, 2.0658064516129033)","(18.0, 65.0, 45.0)","(20.0, 55.0, 47.75)","(5.0, 11.0, 10.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.05)"
15-12-2022 13:51:53.357151,"(4.4, 4.5, 4.323529411764706)","(14.0, 32.0, 20.0)","(1.85, 2.2, 2.0514285714285716)","(18.0, 65.0, 45.0)","(20.0, 55.0, 47.75)","(5.0, 11.0, 10.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.05)"
15-12-2022 13:51:54.398493,"(4.4, 4.5, 4.323529411764706)","(14.0, 32.0, 19.142857142857142)","(1.85, 2.18, 2.0733333333333333)","(18.0, 65.0, 45.0)","(20.0, 55.0, 47.75)","(5.0, 11.0, 10.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.05)"
15-12-2022 13:51:55.546463,"(4.4, 4.5, 4.323529411764706)","(14.0, 29.0, 19.4)","(1.85, 2.18, 2.066666666666667)","(18.0, 65.0, 45.0)","(20.0, 55.0, 47.75)","(5.0, 11.0, 10.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.05)"
15-12-2022 13:51:56.697970,"(4.4, 4.5, 4.323529411764706)","(14.0, 29.0, 19.4)","(1.85, 2.16, 2.064)","(18.0, 65.0, 45.0)","(20.0, 55.0, 47.75)","(5.0, 11.0, 10.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.05)"
15-12-2022 13:51:57.889355,"(4.4, 4.5, 4.323529411764706)","(14.0, 29.0, 19.4)","(1.85, 2.16, 2.064)","(18.0, 65.0, 45.0)","(20.0, 55.0, 47.75)","(5.0, 11.0, 10.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.05)"
15-12-2022 13:51:59.063178,"(4.4, 4.5, 4.323529411764706)","(14.0, 29.0, 19.4)","(1.85, 2.16, 2.058823529411765)","(18.0, 65.0, 45.0)","(20.0, 55.0, 47.75)","(5.0, 11.0, 10.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.05)"
15-12-2022 13:52:00.252937,"(4.4, 4.5, 4.323529411764706)","(14.0, 29.0, 19.4)","(1.85, 2.06, 2.0511764705882354)","(18.0, 65.0, 45.0)","(20.0, 55.0, 47.75)","(5.0, 11.0, 10.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.05)"
15-12-2022 13:52:01.460726,"(4.4, 4.5, 4.3307692307692305)","(14.0, 29.0, 19.4)","(1.85, 2.06, 2.0366666666666666)","(18.0, 65.0, 45.0)","(20.0, 55.0, 47.75)","(5.0, 11.0, 10.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.05)"
15-12-2022 13:52:02.573462,"(4.4, 4.5, 4.3307692307692305)","(14.0, 29.0, 19.4)","(1.85, 2.06, 2.0366666666666666)","(18.0, 65.0, 35.714285714285715)","(20.0, 55.0, 41.45454545454545)","(5.0, 11.0, 10.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.05)"
15-12-2022 13:52:03.708144,"(4.4, 4.5, 4.326315789473684)","(14.0, 29.0, 24.090909090909093)","(1.85, 2.06, 2.0563157894736843)","(18.0, 55.0, 35.714285714285715)","(20.0, 60.0, 46.714285714285715)","(5.0, 11.0, 10.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.05)"
15-12-2022 13:52:04.794283,"(4.4, 4.5, 4.326315789473684)","(14.0, 29.0, 24.090909090909093)","(1.85, 2.06, 2.0563157894736843)","(18.0, 55.0, 35.714285714285715)","(20.0, 55.0, 46.714285714285715)","(5.0, 11.0, 10.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.05)"
15-12-2022 13:52:05.879005,"(4.4, 4.5, 4.326315789473684)","(14.0, 29.0, 24.090909090909093)","(1.85, 2.06, 2.0563157894736843)","(18.0, 55.0, 35.714285714285715)","(20.0, 55.0, 46.714285714285715)","(5.0, 11.0, 10.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.05)"
15-12-2022 13:52:07.022485,"(4.4, 4.5, 4.326315789473684)","(14.0, 29.0, 24.090909090909093)","(1.85, 2.06, 2.0942857142857143)","(18.0, 55.0, 35.714285714285715)","(20.0, 55.0, 46.714285714285715)","(5.0, 11.0, 10.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.05)"
15-12-2022 13:52:08.064895,"(4.4, 4.5, 4.326315789473684)","(14.0, 29.0, 24.090909090909093)","(1.85, 2.16, 2.0942857142857143)","(18.0, 55.0, 35.714285714285715)","(20.0, 55.0, 46.714285714285715)","(5.0, 11.0, 10.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.05)"
15-12-2022 13:52:09.139102,"(4.4, 4.5, 4.326315789473684)","(14.0, 29.0, 24.090909090909093)","(1.85, 2.16, 2.098666666666667)","(18.0, 55.0, 35.714285714285715)","(20.0, 55.0, 46.714285714285715)","(5.0, 11.0, 9.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.05)"
15-12-2022 13:52:10.121195,"(4.4, 4.5, 4.326315789473684)","(14.0, 29.0, 24.090909090909093)","(1.85, 2.16, 2.098666666666667)","(18.0, 55.0, 35.714285714285715)","(20.0, 55.0, 46.714285714285715)","(5.0, 11.0, 9.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.05)"
15-12-2022 13:52:11.190724,"(4.4, 4.5, 4.326315789473684)","(14.0, 29.0, 24.090909090909093)","(1.85, 2.16, 2.0930909090909093)","(18.0, 55.0, 35.714285714285715)","(20.0, 55.0, 46.714285714285715)","(5.0, 11.0, 9.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.05)"
15-12-2022 13:52:12.291961,"(4.4, 4.5, 4.326315789473684)","(14.0, 29.0, 24.090909090909093)","(1.85, 2.16, 2.0930909090909093)","(18.0, 55.0, 35.714285714285715)","(20.0, 55.0, 46.714285714285715)","(5.0, 11.0, 9.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.05)"
15-12-2022 13:52:13.405237,"(4.4, 4.5, 4.326315789473684)","(14.0, 29.0, 24.090909090909093)","(1.85, 2.16, 2.0930909090909093)","(18.0, 55.0, 35.714285714285715)","(20.0, 55.0, 41.45454545454545)","(5.0, 11.0, 9.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.3125)"
15-12-2022 13:52:14.447906,"(4.4, 4.5, 4.326315789473684)","(14.0, 29.0, 24.090909090909093)","(1.85, 2.16, 1.9923809523809524)","(18.0, 55.0, 35.714285714285715)","(20.0, 60.0, 41.45454545454545)","(5.0, 11.0, 9.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.3125)"
15-12-2022 13:52:15.453233,"(4.4, 4.5, 4.326315789473684)","(14.0, 29.0, 24.090909090909093)","(1.85, 2.16, 2.096)","(18.0, 55.0, 35.714285714285715)","(20.0, 60.0, 41.45454545454545)","(5.0, 11.0, 9.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.3125)"
15-12-2022 13:52:16.506835,"(4.4, 4.5, 4.326315789473684)","(14.0, 29.0, 24.090909090909093)","(1.85, 2.16, 2.096)","(18.0, 55.0, 35.714285714285715)","(20.0, 60.0, 41.45454545454545)","(5.0, 11.0, 9.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 15.3125)"
15-12-2022 13:52:17.545330,"(4.4, 4.5, 4.326315789473684)","(14.0, 29.0, 24.090909090909093)","(1.85, 2.16, 2.096)","(18.0, 55.0, 35.714285714285715)","(20.0, 60.0, 41.45454545454545)","(5.0, 11.0, 9.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 17.174418604651162)"
15-12-2022 13:52:18.623069,"(4.4, 4.5, 4.326315789473684)","(14.0, 29.0, 24.090909090909093)","(1.85, 2.16, 2.0896)","(18.0, 55.0, 35.714285714285715)","(20.0, 60.0, 41.45454545454545)","(5.0, 11.0, 9.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 17.174418604651162)"
15-12-2022 13:52:19.790986,"(4.4, 4.5, 4.326315789473684)","(14.0, 29.0, 24.090909090909093)","(1.85, 2.16, 2.0256)","(18.0, 55.0, 35.714285714285715)","(20.0, 60.0, 41.45454545454545)","(5.0, 11.0, 9.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 17.174418604651162)"
15-12-2022 13:52:20.943486,"(4.4, 4.5, 4.142857142857143)","(14.0, 29.0, 24.090909090909093)","(1.85, 2.16, 2.0953846153846154)","(18.0, 55.0, 35.714285714285715)","(20.0, 60.0, 41.45454545454545)","(5.0, 11.0, 9.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 16.166666666666668)"
15-12-2022 13:52:22.025674,"(4.4, 4.5, 4.142857142857143)","(14.0, 29.0, 24.090909090909093)","(1.85, 2.16, 2.0953846153846154)","(18.0, 55.0, 45.689655172413794)","(20.0, 60.0, 41.45454545454545)","(5.0, 11.0, 9.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 16.071428571428573)"
15-12-2022 13:52:23.168228,"(4.4, 4.5, 4.355769230769231)","(14.0, 29.0, 24.090909090909093)","(1.85, 2.16, 2.0885106382978726)","(18.0, 55.0, 38.6875)","(20.0, 60.0, 41.45454545454545)","(5.0, 11.0, 9.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 16.071428571428573)"
15-12-2022 13:52:24.308575,"(4.4, 4.5, 4.275)","(14.0, 29.0, 24.090909090909093)","(1.85, 2.16, 2.0885106382978726)","(18.0, 55.0, 40.5)","(20.0, 60.0, 41.45454545454545)","(5.0, 11.0, 9.5)","(21.0, 50.0, 34.666666666666664)","(9.0, 17.5, 16.071428571428573)"
15-12-2022 13:52:25.498924,"(4.2, 4.5, 4.275)","(14.0, 29.0, 25.625)","(1.8, 2.16, 2.0919148936170213)","(20.0, 55.0, 40.5)","(21.0, 60.0, 41.45454545454545)","(5.5, 11.0, 9.5)","(21.0, 50.0, 34.666666666666664)","(10.0, 17.5, 16.071428571428573)"
15-12-2022 13:52:26.694969,"(4.2, 4.5, 4.275)","(14.0, 29.0, 25.625)","(1.8, 2.16, 2.0748936170212766)","(20.0, 55.0, 40.5)","(21.0, 60.0, 41.45454545454545)","(5.5, 11.0, 9.941176470588236)","(21.0, 50.0, 34.666666666666664)","(10.0, 17.5, 17.15)"
15-12-2022 13:52:27.847854,"(4.2, 4.5, 4.275)","(14.0, 29.0, 25.625)","(1.8, 2.16, 2.0748936170212766)","(20.0, 55.0, 40.5)","(21.0, 60.0, 41.45454545454545)","(5.5, 11.0, 9.941176470588236)","(21.0, 50.0, 31.92857142857143)","(10.0, 21.0, 16.75)"
15-12-2022 13:52:28.929196,"(4.2, 4.5, 4.275)","(14.0, 29.0, 25.625)","(1.8, 2.16, 2.064761904761905)","(20.0, 55.0, 40.5)","(21.0, 60.0, 41.45454545454545)","(5.5, 11.0, 9.941176470588236)","(21.0, 50.0, 36.5)","(10.0, 17.5, 17.0)"
15-12-2022 13:52:29.973829,"(4.2, 4.5, 4.275)","(14.0, 29.0, 25.625)","(1.8, 2.16, 2.008)","(20.0, 55.0, 40.5)","(21.0, 60.0, 41.45454545454545)","(5.5, 11.0, 9.941176470588236)","(21.0, 46.0, 31.75)","(10.0, 17.5, 17.0)"
15-12-2022 13:52:31.038142,"(4.2, 4.5, 4.275)","(14.0, 29.0, 25.625)","(1.8, 2.16, 2.079148936170213)","(20.0, 55.0, 40.5)","(21.0, 60.0, 41.45454545454545)","(5.5, 11.0, 9.941176470588236)","(21.0, 46.0, 31.75)","(10.0, 17.5, 17.0)"
15-12-2022 13:52:32.115352,"(4.2, 4.5, 4.275)","(14.0, 29.0, 25.625)","(1.8, 2.16, 2.079148936170213)","(20.0, 55.0, 40.5)","(21.0, 60.0, 41.45454545454545)","(5.5, 11.0, 9.941176470588236)","(21.0, 46.0, 31.75)","(10.0, 17.5, 17.0)"
15-12-2022 13:52:33.258275,"(4.2, 4.5, 4.275)","(14.0, 29.0, 25.625)","(1.8, 2.16, 2.079148936170213)","(20.0, 55.0, 40.5)","(21.0, 60.0, 41.45454545454545)","(5.5, 11.0, 9.941176470588236)","(21.0, 46.0, 31.75)","(10.0, 17.5, 17.0)"
15-12-2022 13:52:34.349037,"(4.2, 4.4, 4.366666666666667)","(14.0, 29.0, 25.625)","(1.8, 2.16, 2.0695238095238095)","(20.0, 55.0, 40.5)","(21.0, 60.0, 41.45454545454545)","(5.5, 11.0, 9.941176470588236)","(21.0, 46.0, 31.75)","(10.0, 17.5, 17.0)"
15-12-2022 13:52:35.356023,"(4.2, 4.4, 4.366666666666667)","(14.0, 29.0, 25.625)","(1.8, 2.16, 2.0795744680851063)","(20.0, 55.0, 40.5)","(21.0, 60.0, 41.45454545454545)","(5.5, 11.0, 9.941176470588236)","(21.0, 46.0, 31.75)","(10.0, 17.5, 17.0)"
15-12-2022 13:52:36.390627,"(4.2, 4.4, 4.366666666666667)","(14.0, 29.0, 25.625)","(1.8, 2.16, 2.0858823529411765)","(20.0, 55.0, 43.652173913043484)","(21.0, 60.0, 41.45454545454545)","(5.5, 11.0, 9.941176470588236)","(21.0, 46.0, 31.75)","(10.0, 17.5, 17.0)"
15-12-2022 13:52:37.534868,"(4.2, 4.4, 4.366666666666667)","(14.0, 29.0, 25.625)","(1.8, 2.16, 2.0665)","(20.0, 55.0, 43.652173913043484)","(21.0, 60.0, 41.45454545454545)","(5.5, 11.0, 9.941176470588236)","(21.0, 46.0, 31.75)","(10.0, 17.5, 17.0)"
15-12-2022 13:52:38.655216,"(4.2, 4.4, 4.366666666666667)","(14.0, 29.0, 25.625)","(1.8, 2.16, 2.132244897959184)","(20.0, 55.0, 43.652173913043484)","(21.0, 60.0, 41.45454545454545)","(5.5, 11.0, 9.941176470588236)","(21.0, 46.0, 30.352941176470587)","(10.0, 17.5, 17.0)"
15-12-2022 13:52:39.807840,"(4.2, 4.4, 4.366666666666667)","(14.0, 29.0, 25.625)","(1.8, 2.16, 2.132244897959184)","(20.0, 55.0, 43.652173913043484)","(21.0, 60.0, 41.45454545454545)","(5.5, 11.0, 10.222222222222221)","(21.0, 46.0, 30.352941176470587)","(10.0, 17.5, 17.0)"
15-12-2022 13:52:40.910931,"(4.2, 4.4, 4.366666666666667)","(14.0, 29.0, 25.625)","(1.8, 2.16, 2.099047619047619)","(20.0, 55.0, 43.652173913043484)","(21.0, 60.0, 41.45454545454545)","(5.5, 11.0, 9.424999999999999)","(21.0, 46.0, 30.352941176470587)","(10.0, 17.5, 17.0)"
15-12-2022 13:52:41.996863,"(4.2, 4.4, 4.366666666666667)","(14.0, 29.0, 25.625)","(1.8, 2.16, 2.099047619047619)","(20.0, 55.0, 43.652173913043484)","(21.0, 60.0, 41.45454545454545)","(5.5, 11.0, 9.424999999999999)","(21.0, 46.0, 31.636363636363637)","(10.0, 17.5, 18.3)"
15-12-2022 13:52:43.150193,"(4.2, 4.4, 4.366666666666667)","(14.0, 29.0, 25.357142857142858)","(1.8, 2.16, 2.0984000000000003)","(20.0, 55.0, 45.333333333333336)","(21.0, 60.0, 36.625)","(5.5, 11.0, 10.2125)","(21.0, 44.0, 32.625)","(10.0, 21.0, 17.9)"
15-12-2022 13:52:44.338993,"(4.2, 4.4, 4.300000000000001)","(14.0, 27.0, 25.357142857142858)","(1.8, 2.16, 2.1090909090909093)","(20.0, 55.0, 45.333333333333336)","(21.0, 60.0, 36.625)","(5.5, 11.0, 10.4)","(21.0, 42.0, 30.75)","(10.0, 20.0, 17.72)"
15-12-2022 13:52:45.465304,"(4.2, 4.4, 4.328571428571429)","(14.0, 27.0, 22.4)","(1.8, 2.16, 2.073846153846154)","(20.0, 55.0, 45.333333333333336)","(21.0, 60.0, 36.625)","(5.5, 11.0, 10.37)","(21.0, 42.0, 30.75)","(10.0, 20.0, 17.72)"
15-12-2022 13:52:46.600020,"(4.2, 4.3, 4.233333333333333)","(14.0, 27.0, 24.125)","(1.8, 2.16, 2.086153846153846)","(20.0, 55.0, 45.333333333333336)","(21.0, 60.0, 36.625)","(5.5, 11.0, 10.37)","(21.0, 42.0, 30.75)","(10.0, 20.0, 17.72)"
15-12-2022 13:52:47.793511,"(4.2, 4.3, 4.233333333333333)","(14.0, 27.0, 24.125)","(1.8, 2.16, 2.106666666666667)","(20.0, 55.0, 45.333333333333336)","(21.0, 60.0, 36.625)","(5.5, 11.0, 10.37)","(21.0, 42.0, 30.75)","(10.0, 20.0, 17.642857142857142)"
15-12-2022 13:52:48.872056,"(4.2, 4.4, 4.328571428571429)","(14.0, 27.0, 22.4)","(1.8, 2.1, 2.0428571428571427)","(20.0, 55.0, 45.333333333333336)","(21.0, 60.0, 36.625)","(5.5, 11.0, 10.37)","(21.0, 42.0, 30.75)","(10.0, 20.0, 17.72)"
15-12-2022 13:52:49.868893,"(4.2, 4.4, 4.328571428571429)","(14.0, 27.0, 22.4)","(1.8, 2.1, 2.0327731092436974)","(20.0, 55.0, 45.333333333333336)","(21.0, 60.0, 36.625)","(5.5, 11.0, 9.6)","(21.0, 42.0, 29.647058823529413)","(10.0, 20.0, 17.72)"
15-12-2022 13:52:50.897250,"(4.2, 4.4, 4.300000000000001)","(14.0, 27.0, 24.125)","(1.8, 2.1, 2.0454545454545454)","(20.0, 55.0, 45.333333333333336)","(21.0, 60.0, 36.625)","(5.5, 11.0, 9.6)","(21.0, 42.0, 29.294117647058822)","(10.0, 20.0, 17.625)"
15-12-2022 13:52:51.951468,"(4.2, 4.4, 4.328571428571429)","(14.0, 27.0, 22.4)","(1.8, 2.1, 2.0428571428571427)","(20.0, 55.0, 45.333333333333336)","(21.0, 60.0, 36.625)","(5.5, 11.0, 9.6)","(21.0, 40.0, 29.294117647058822)","(10.0, 19.5, 17.625)"
15-12-2022 13:52:53.042465,"(4.2, 4.4, 4.300000000000001)","(14.0, 27.0, 24.125)","(1.8, 2.1, 2.0454545454545454)","(20.0, 55.0, 45.333333333333336)","(21.0, 60.0, 37.3125)","(5.5, 11.0, 9.6)","(21.0, 40.0, 29.294117647058822)","(10.0, 19.5, 17.625)"
15-12-2022 13:52:54.098689,"(4.2, 4.4, 4.328571428571429)","(14.0, 27.0, 22.4)","(1.8, 2.1, 2.0327731092436974)","(20.0, 55.0, 45.333333333333336)","(21.0, 60.0, 37.3125)","(5.5, 11.0, 9.6)","(21.0, 40.0, 29.294117647058822)","(10.0, 19.5, 17.625)"
15-12-2022 13:52:55.156606,"(4.2, 4.4, 4.300000000000001)","(14.0, 27.0, 25.357142857142858)","(1.8, 2.1, 2.0327731092436974)","(20.0, 55.0, 47.75)","(21.0, 60.0, 32.07692307692308)","(5.5, 11.0, 9.6)","(21.0, 40.0, 29.0)","(10.0, 19.5, 17.625)"
15-12-2022 13:52:56.198251,"(4.2, 4.4, 4.300000000000001)","(14.0, 27.0, 25.357142857142858)","(1.8, 2.1, 2.0454545454545454)","(20.0, 55.0, 47.75)","(21.0, 60.0, 32.07692307692308)","(5.5, 11.0, 9.6)","(21.0, 40.0, 28.181818181818183)","(10.0, 19.5, 17.625)"
15-12-2022 13:52:57.228862,"(4.2, 4.4, 4.328571428571429)","(14.0, 27.0, 23.166666666666664)","(1.8, 2.1, 2.0428571428571427)","(20.0, 55.0, 47.75)","(21.0, 60.0, 32.07692307692308)","(5.5, 11.0, 9.6)","(21.0, 40.0, 28.181818181818183)","(10.0, 19.5, 17.625)"
15-12-2022 13:52:58.305980,"(4.2, 4.4, 4.300000000000001)","(14.0, 27.0, 25.357142857142858)","(1.8, 2.1, 2.0454545454545454)","(20.0, 55.0, 47.75)","(21.0, 60.0, 32.07692307692308)","(5.5, 11.0, 9.6)","(21.0, 40.0, 28.181818181818183)","(10.0, 19.5, 17.625)"
