,Our Roys Dream,Point Oh Five,Rainbow Jet,Zoemagic,Balboa Shannon,Sir Macador Nz,Mythos,Brie,Montana Nights
05-01-2023 14:17:52.243017,"(4.4, 4.8, 4.474074074074075)","(1.85, 2.26, 2.205454545454545)","(9.0, 14.5, 13.25)","(5.0, 7.6, 7.511111111111111)","(21.0, 32.0, 30.333333333333332)","(26.0, 99999, 99990)","(18.0, 55.0, 48.6)","(31.0, 55.0, 46.6)","(31.0, 75.0, 117.14285714285714)"
05-01-2023 14:17:53.728401,"(4.4, 4.9, 4.892307692307693)","(1.85, 2.26, 2.2314285714285713)","(9.0, 14.5, 13.25)","(5.0, 7.6, 7.511111111111111)","(26.0, 32.0, 30.333333333333332)","(26.0, 99999, 99990)","(19.0, 50.0, 41.0)","(31.0, 55.0, 46.6)","(31.0, 220.0, 117.14285714285714)"
05-01-2023 14:17:55.261253,"(4.4, 4.9, 4.892156862745098)","(1.85, 2.26, 2.2314285714285713)","(9.0, 14.5, 13.25)","(5.0, 8.6, 8.4)","(26.0, 32.0, 31.4)","(26.0, 99999, 99990)","(19.0, 48.0, 39.66666666666667)","(31.0, 55.0, 46.6)","(31.0, 210.0, 108.57142857142857)"
05-01-2023 14:17:56.681124,"(4.2, 5.0, 4.87396449704142)","(1.85, 2.26, 2.249473684210526)","(9.0, 14.5, 13.25)","(5.0, 9.0, 8.714285714285714)","(26.0, 32.0, 31.4)","(26.0, 99999, 99990)","(19.0, 48.0, 39.66666666666667)","(31.0, 55.0, 46.6)","(31.0, 200.0, 124.0)"
05-01-2023 14:17:58.125970,"(4.4, 5.0, 4.87396449704142)","(1.85, 2.26, 2.146666666666667)","(9.0, 14.5, 13.25)","(5.0, 9.0, 8.285714285714285)","(26.0, 32.0, 31.4)","(26.0, 99999, 99990)","(19.0, 48.0, 39.66666666666667)","(31.0, 55.0, 46.6)","(31.0, 180.0, 91.42857142857143)"
05-01-2023 14:17:59.479656,"(4.4, 5.0, 4.87396449704142)","(1.85, 2.16, 2.14)","(9.0, 14.5, 13.25)","(5.0, 9.0, 8.09090909090909)","(26.0, 32.0, 31.4)","(26.0, 99999, 99990)","(19.0, 48.0, 39.66666666666667)","(31.0, 55.0, 46.6)","(31.0, 160.0, 91.42857142857143)"
05-01-2023 14:18:00.871224,"(4.4, 5.0, 4.87396449704142)","(1.85, 2.16, 2.125)","(9.0, 14.5, 13.25)","(5.0, 9.0, 8.09090909090909)","(26.0, 32.0, 31.416666666666668)","(26.0, 99999, 99990)","(19.0, 48.0, 39.66666666666667)","(31.0, 55.0, 46.6)","(31.0, 160.0, 91.42857142857143)"
05-01-2023 14:18:02.406090,"(4.4, 5.0, 4.87396449704142)","(1.85, 2.26, 2.1283333333333334)","(9.0, 14.5, 12.75)","(5.0, 9.0, 8.0)","(26.0, 32.0, 31.3)","(26.0, 99999, 99990)","(19.0, 48.0, 39.66666666666667)","(31.0, 55.0, 44.5)","(31.0, 160.0, 90.0)"
05-01-2023 14:18:03.817048,"(4.4, 5.0, 4.875)","(1.85, 2.28, 2.2199999999999998)","(9.0, 14.5, 13.75)","(5.0, 9.0, 8.0)","(26.0, 32.0, 31.3)","(26.0, 99999, 99990)","(19.0, 48.0, 39.66666666666667)","(31.0, 55.0, 47.57142857142857)","(31.0, 140.0, 93.33333333333334)"
05-01-2023 14:18:05.170254,"(4.4, 5.0, 4.875)","(1.85, 2.26, 2.2199999999999998)","(9.0, 14.5, 13.75)","(5.0, 9.0, 8.0)","(26.0, 32.0, 31.3)","(26.0, 99999, 99990)","(19.0, 48.0, 39.66666666666667)","(31.0, 55.0, 47.57142857142857)","(31.0, 120.0, 93.33333333333334)"
05-01-2023 14:18:06.430866,"(4.4, 5.0, 4.875)","(1.85, 2.26, 2.2199999999999998)","(9.0, 14.5, 13.916666666666668)","(5.0, 9.0, 8.1)","(26.0, 32.0, 31.3)","(26.0, 99999, 99990)","(19.0, 48.0, 39.66666666666667)","(31.0, 55.0, 47.57142857142857)","(31.0, 120.0, 95.0)"
05-01-2023 14:18:07.852171,"(4.4, 5.0, 4.88036809815951)","(1.85, 2.26, 2.2416666666666663)","(9.0, 14.5, 17.875)","(5.0, 9.0, 6.7)","(26.0, 32.0, 82.0)","(26.0, 99999, 99990)","(19.0, 48.0, 44.0)","(31.0, 55.0, 50.666666666666664)","(31.0, 150.0, 73.33333333333334)"
05-01-2023 14:18:09.134459,"(4.4, 5.0, 4.88036809815951)","(1.85, 2.26, 2.2416666666666663)","(9.0, 20.0, 17.875)","(5.0, 8.8, 6.7)","(26.0, 110.0, 82.0)","(26.0, 99999, 99990)","(19.0, 48.0, 44.0)","(31.0, 55.0, 50.666666666666664)","(31.0, 140.0, 73.33333333333334)"
05-01-2023 14:18:10.468298,"(4.4, 5.0, 4.88036809815951)","(1.8, 2.1, 2.0672)","(8.5, 25.0, 13.333333333333334)","(5.5, 8.4, 8.223809523809525)","(26.0, 100.0, 79.14285714285714)","(26.0, 99999, 99990)","(19.0, 48.0, 40.333333333333336)","(31.0, 55.0, 50.666666666666664)","(31.0, 140.0, 73.33333333333334)"
05-01-2023 14:18:11.724701,"(4.4, 5.0, 4.88036809815951)","(1.8, 2.1, 2.0672)","(8.5, 20.0, 15.5)","(5.5, 8.4, 7.885714285714286)","(26.0, 100.0, 52.0)","(26.0, 99999, 99990)","(19.0, 48.0, 42.25)","(31.0, 55.0, 50.666666666666664)","(31.0, 130.0, 85.0)"
05-01-2023 14:18:13.130724,"(4.4, 5.0, 4.88036809815951)","(1.8, 2.1, 2.0672)","(8.5, 20.0, 15.5)","(5.5, 8.4, 7.885714285714286)","(26.0, 100.0, 52.0)","(26.0, 99999, 99990)","(19.0, 48.0, 42.25)","(31.0, 55.0, 50.666666666666664)","(31.0, 130.0, 85.0)"
05-01-2023 14:18:14.672148,"(4.4, 5.0, 4.8792682926829265)","(1.85, 2.1, 2.0672)","(8.5, 18.5, 16.666666666666664)","(4.8, 8.0, 6.4)","(26.0, 220.0, 58.33333333333333)","(26.0, 99999, 99990)","(19.0, 48.0, 41.0)","(31.0, 55.0, 46.0)","(31.0, 120.0, 80.0)"
05-01-2023 14:18:16.221780,"(4.4, 5.0, 4.8792682926829265)","(1.85, 2.1, 2.0672)","(8.5, 18.0, 14.571428571428571)","(4.8, 7.8, 5.866666666666666)","(26.0, 210.0, 92.8)","(26.0, 99999, 99990)","(19.0, 48.0, 70.8)","(31.0, 70.0, 46.0)","(31.0, 120.0, 75.0)"
05-01-2023 14:18:17.775655,"(4.4, 5.0, 4.8792682926829265)","(1.85, 2.1, 2.0672)","(8.5, 18.0, 14.75)","(4.8, 7.6, 5.387499999999999)","(26.0, 190.0, 81.25)","(26.0, 99999, 99990)","(19.0, 100.0, 75.85714285714286)","(31.0, 70.0, 55.6)","(31.0, 100.0, 71.0)"
05-01-2023 14:18:19.188491,"(4.4, 5.0, 4.8792682926829265)","(1.85, 2.1, 2.066666666666667)","(8.5, 17.0, 13.875)","(4.8, 7.4, 5.875)","(26.0, 170.0, 52.5)","(26.0, 99999, 99990)","(19.0, 95.0, 49.33333333333333)","(31.0, 70.0, 55.6)","(31.0, 100.0, 81.0)"
05-01-2023 14:18:20.599419,"(4.4, 5.0, 4.8792682926829265)","(1.85, 2.1, 2.066666666666667)","(9.0, 18.0, 13.875)","(4.8, 7.0, 6.622222222222222)","(26.0, 170.0, 64.25)","(26.0, 99999, 99990)","(19.0, 90.0, 59.5)","(31.0, 70.0, 55.6)","(31.0, 120.0, 97.71428571428571)"
05-01-2023 14:18:22.075337,"(4.4, 5.0, 4.811428571428571)","(1.85, 2.1, 2.060294117647059)","(9.0, 18.0, 16.55)","(4.8, 6.8, 6.0)","(26.0, 170.0, 104.5)","(26.0, 99999, 99990)","(20.0, 90.0, 51.4)","(31.0, 70.0, 55.6)","(31.0, 120.0, 100.5)"
05-01-2023 14:18:23.515433,"(4.4, 5.0, 4.919512195121952)","(1.85, 2.1, 2.0933333333333333)","(9.0, 17.0, 16.0)","(4.8, 6.6, 6.25)","(26.0, 180.0, 104.5)","(26.0, 99999, 99990)","(20.0, 85.0, 54.5)","(31.0, 70.0, 55.6)","(31.0, 120.0, 100.5)"
05-01-2023 14:18:24.929128,"(4.4, 5.0, 4.8792682926829265)","(1.85, 2.26, 2.0933333333333333)","(9.0, 17.0, 14.0)","(4.8, 6.6, 6.4)","(26.0, 180.0, 142.5)","(26.0, 99999, 99990)","(20.0, 80.0, 46.333333333333336)","(31.0, 70.0, 55.6)","(31.0, 120.0, 95.33333333333334)"
05-01-2023 14:18:26.376999,"(4.4, 5.0, 4.865306122448979)","(1.85, 2.26, 2.0933333333333333)","(9.0, 18.5, 13.25)","(4.8, 6.8, 6.4)","(26.0, 180.0, 105.0)","(26.0, 99999, 99990)","(20.0, 75.0, 47.666666666666664)","(31.0, 70.0, 55.6)","(31.0, 120.0, 72.0)"
05-01-2023 14:18:27.757132,"(4.4, 5.0, 4.865306122448979)","(1.85, 2.26, 2.2245161290322577)","(9.0, 18.5, 14.333333333333334)","(4.8, 6.8, 6.715789473684211)","(26.0, 180.0, 163.22222222222223)","(26.0, 99999, 99990)","(20.0, 75.0, 62.714285714285715)","(31.0, 70.0, 55.6)","(31.0, 120.0, 95.33333333333334)"
05-01-2023 14:18:29.159294,"(4.4, 5.0, 4.865306122448979)","(1.85, 2.26, 2.2245161290322577)","(9.0, 18.0, 14.333333333333334)","(5.0, 6.8, 6.715789473684211)","(26.0, 180.0, 163.22222222222223)","(26.0, 99999, 99990)","(20.0, 75.0, 60.66666666666667)","(31.0, 70.0, 48.666666666666664)","(31.0, 120.0, 72.0)"
05-01-2023 14:18:30.582112,"(4.4, 5.0, 4.865306122448979)","(1.85, 2.26, 2.2221052631578946)","(9.0, 17.5, 14.333333333333334)","(5.0, 6.8, 6.64)","(26.0, 180.0, 163.22222222222223)","(26.0, 99999, 99990)","(20.0, 75.0, 66.63636363636363)","(31.0, 70.0, 48.666666666666664)","(31.0, 120.0, 72.0)"
05-01-2023 14:18:31.960370,"(4.4, 5.0, 4.865306122448979)","(1.85, 2.26, 2.132)","(9.0, 18.0, 13.5)","(5.0, 6.8, 6.921739130434783)","(26.0, 180.0, 163.22222222222223)","(26.0, 99999, 99990)","(21.0, 75.0, 52.0)","(31.0, 70.0, 59.0)","(31.0, 120.0, 72.0)"
05-01-2023 14:18:33.243190,"(4.4, 5.0, 4.865306122448979)","(1.85, 2.2, 2.1208333333333336)","(9.0, 18.5, 14.333333333333334)","(5.0, 7.0, 6.6)","(26.0, 180.0, 143.0)","(26.0, 99999, 99990)","(21.0, 85.0, 56.0)","(31.0, 80.0, 58.5)","(31.0, 120.0, 72.0)"
05-01-2023 14:18:34.567398,"(4.4, 4.9, 4.810204081632653)","(1.85, 2.26, 2.1615384615384614)","(9.0, 18.5, 15.954545454545453)","(5.0, 8.0, 7.584615384615384)","(26.0, 200.0, 157.8)","(26.0, 99999, 99990)","(21.0, 80.0, 70.72727272727273)","(31.0, 120.0, 74.0)","(31.0, 120.0, 72.0)"
05-01-2023 14:18:36.039545,"(4.4, 4.9, 4.810204081632653)","(1.85, 2.22, 2.150909090909091)","(9.0, 18.5, 15.833333333333332)","(5.0, 8.0, 7.257142857142857)","(26.0, 190.0, 101.8)","(26.0, 99999, 99990)","(21.0, 80.0, 70.72727272727273)","(31.0, 110.0, 74.0)","(31.0, 120.0, 72.0)"
05-01-2023 14:18:37.456038,"(4.4, 4.9, 4.810204081632653)","(1.85, 2.22, 2.150909090909091)","(9.0, 18.0, 15.833333333333332)","(5.0, 8.0, 6.75)","(26.0, 120.0, 101.8)","(26.0, 99999, 99990)","(21.0, 80.0, 66.63636363636363)","(31.0, 110.0, 52.25)","(31.0, 120.0, 102.0)"
05-01-2023 14:18:38.976633,"(4.4, 4.9, 4.810204081632653)","(1.85, 2.22, 2.150909090909091)","(9.0, 18.0, 15.833333333333332)","(5.0, 8.0, 6.75)","(26.0, 120.0, 189.88888888888889)","(26.0, 99999, 99990)","(21.0, 75.0, 66.63636363636363)","(31.0, 95.0, 64.0)","(31.0, 210.0, 80.4)"
05-01-2023 14:18:40.478244,"(4.4, 4.9, 4.810204081632653)","(1.85, 2.16, 2.156)","(9.0, 17.5, 14.5)","(5.0, 8.0, 6.466666666666667)","(26.0, 210.0, 189.88888888888889)","(26.0, 99999, 99990)","(21.0, 75.0, 66.63636363636363)","(31.0, 90.0, 64.0)","(31.0, 210.0, 80.4)"
05-01-2023 14:18:42.096992,"(4.4, 4.9, 4.810204081632653)","(1.85, 2.08, 2.0644444444444443)","(9.0, 17.5, 14.357142857142858)","(5.0, 8.0, 7.0)","(26.0, 210.0, 120.0)","(26.0, 99999, 99990)","(21.0, 75.0, 52.5)","(31.0, 90.0, 64.0)","(31.0, 210.0, 102.0)"
05-01-2023 14:18:44.003809,"(4.4, 4.9, 4.810204081632653)","(1.85, 2.08, 2.0700000000000003)","(9.0, 17.5, 14.5)","(5.0, 8.0, 7.566666666666666)","(21.0, 210.0, 120.0)","(31.0, 99999, 99990)","(21.0, 75.0, 52.5)","(31.0, 80.0, 59.0)","(31.0, 170.0, 109.0)"
05-01-2023 14:18:45.446367,"(4.2, 4.9, 4.810204081632653)","(1.85, 2.1, 2.0700000000000003)","(9.0, 17.5, 15.5)","(4.8, 8.0, 7.444444444444445)","(21.0, 210.0, 120.0)","(31.0, 99999, 99990)","(21.0, 75.0, 52.5)","(31.0, 80.0, 74.0)","(31.0, 170.0, 109.0)"
05-01-2023 14:18:46.951043,"(4.2, 4.8, 4.789010989010989)","(1.85, 2.1, 2.0700000000000003)","(9.0, 17.5, 14.75)","(4.8, 8.0, 7.444444444444445)","(21.0, 210.0, 120.0)","(31.0, 99999, 99990)","(21.0, 75.0, 52.5)","(31.0, 80.0, 74.0)","(31.0, 170.0, 109.0)"
05-01-2023 14:18:48.687524,"(4.2, 4.8, 4.810204081632653)","(1.85, 2.1, 2.0765625)","(9.0, 17.5, 16.852941176470587)","(4.8, 8.0, 6.5)","(21.0, 210.0, 120.0)","(31.0, 99999, 99990)","(21.0, 75.0, 52.5)","(31.0, 80.0, 49.333333333333336)","(31.0, 170.0, 109.0)"
05-01-2023 14:18:50.053299,"(4.2, 4.9, 4.810204081632653)","(1.85, 2.1, 2.0608695652173914)","(9.0, 17.5, 15.25)","(4.8, 6.8, 6.5)","(21.0, 210.0, 93.33333333333334)","(31.0, 99999, 99990)","(21.0, 75.0, 52.5)","(31.0, 80.0, 64.66666666666667)","(31.0, 170.0, 109.0)"
05-01-2023 14:18:51.347710,"(4.2, 4.9, 4.813157894736842)","(1.85, 2.1, 2.1500000000000004)","(9.0, 17.5, 15.25)","(4.8, 6.8, 6.199999999999999)","(21.0, 220.0, 93.33333333333334)","(31.0, 99999, 99990)","(21.0, 75.0, 52.5)","(31.0, 80.0, 62.8)","(31.0, 170.0, 109.0)"
05-01-2023 14:18:52.541202,"(4.2, 4.9, 4.781081081081082)","(1.85, 2.16, 2.1483333333333334)","(9.0, 17.5, 15.25)","(4.8, 6.6, 6.199999999999999)","(21.0, 220.0, 93.33333333333334)","(31.0, 99999, 99990)","(21.0, 75.0, 52.5)","(31.0, 70.0, 62.8)","(31.0, 170.0, 109.0)"
05-01-2023 14:18:53.720731,"(4.2, 4.9, 4.781081081081082)","(1.85, 2.16, 2.1483333333333334)","(9.0, 17.5, 15.25)","(4.8, 6.6, 6.199999999999999)","(21.0, 220.0, 93.33333333333334)","(31.0, 99999, 99990)","(21.0, 75.0, 52.5)","(31.0, 70.0, 62.8)","(31.0, 170.0, 109.0)"
05-01-2023 14:18:54.936796,"(4.2, 4.9, 4.781081081081082)","(1.85, 2.16, 2.1483333333333334)","(9.0, 17.5, 15.25)","(4.8, 6.6, 6.233333333333333)","(21.0, 220.0, 93.33333333333334)","(31.0, 99999, 99990)","(21.0, 75.0, 52.5)","(31.0, 70.0, 62.8)","(31.0, 170.0, 104.0)"
05-01-2023 14:18:56.108196,"(4.2, 4.9, 4.781081081081082)","(1.85, 2.16, 2.146666666666667)","(9.0, 17.5, 16.5)","(4.8, 6.6, 6.38)","(21.0, 220.0, 93.33333333333334)","(31.0, 99999, 99990)","(21.0, 75.0, 52.5)","(31.0, 70.0, 62.8)","(31.0, 160.0, 118.0)"
05-01-2023 14:18:57.386992,"(4.2, 4.9, 4.781081081081082)","(1.85, 2.16, 2.072)","(9.0, 17.5, 16.807692307692307)","(4.8, 6.6, 6.426666666666666)","(21.0, 220.0, 90.0)","(31.0, 99999, 99990)","(21.0, 75.0, 62.4)","(31.0, 70.0, 56.15384615384615)","(31.0, 160.0, 131.0)"
05-01-2023 14:18:58.685604,"(4.2, 4.9, 4.781081081081082)","(1.85, 2.16, 2.0669565217391304)","(9.0, 17.5, 15.5)","(4.8, 6.6, 6.257142857142857)","(21.0, 210.0, 86.66666666666666)","(31.0, 99999, 99990)","(21.0, 70.0, 54.66666666666667)","(31.0, 70.0, 56.15384615384615)","(31.0, 140.0, 111.66666666666666)"
05-01-2023 14:18:59.891785,"(4.2, 4.9, 4.781081081081082)","(1.85, 2.14, 2.0669565217391304)","(9.0, 17.5, 15.5)","(4.8, 6.6, 6.52)","(21.0, 200.0, 52.85714285714286)","(31.0, 99999, 99990)","(21.0, 65.0, 42.85714285714286)","(31.0, 70.0, 56.15384615384615)","(31.0, 140.0, 88.33333333333334)"
05-01-2023 14:19:01.108049,"(4.2, 4.9, 4.759602649006623)","(1.85, 2.16, 2.0669565217391304)","(9.0, 17.5, 17.029411764705884)","(4.8, 7.2, 6.5)","(21.0, 190.0, 141.8)","(31.0, 99999, 99990)","(21.0, 65.0, 42.85714285714286)","(31.0, 70.0, 50.0)","(31.0, 130.0, 103.75)"
05-01-2023 14:19:02.759100,"(4.2, 4.9, 4.759602649006623)","(1.85, 2.14, 2.0669565217391304)","(9.0, 17.5, 17.25)","(4.8, 7.0, 6.4)","(21.0, 170.0, 116.33333333333333)","(31.0, 99999, 99990)","(21.0, 65.0, 42.85714285714286)","(31.0, 70.0, 50.0)","(31.0, 120.0, 79.375)"
05-01-2023 14:19:04.239972,"(4.2, 4.9, 4.821621621621622)","(1.85, 2.14, 2.0229508196721313)","(9.0, 18.0, 21.8)","(4.8, 7.0, 6.5)","(21.0, 160.0, 92.42857142857143)","(31.0, 99999, 99990)","(21.0, 65.0, 55.0)","(31.0, 70.0, 61.375)","(31.0, 120.0, 96.25)"
05-01-2023 14:19:06.334116,"(4.2, 5.0, 4.821621621621622)","(1.85, 2.04, 2.0209174311926605)","(9.0, 26.0, 21.11764705882353)","(4.8, 6.8, 6.666666666666667)","(21.0, 140.0, 68.75)","(31.0, 99999, 99990)","(21.0, 60.0, 56.0)","(31.0, 65.0, 55.33333333333333)","(31.0, 110.0, 99.0)"
05-01-2023 14:19:07.998556,"(4.2, 5.0, 4.821621621621622)","(1.85, 2.04, 2.0100719424460434)","(9.0, 25.0, 17.571428571428573)","(4.8, 7.0, 6.720000000000001)","(21.0, 130.0, 68.4)","(31.0, 99999, 99990)","(21.0, 60.0, 54.8)","(31.0, 65.0, 61.111111111111114)","(31.0, 110.0, 96.25)"
05-01-2023 14:19:09.528669,"(4.2, 5.0, 4.821621621621622)","(1.85, 2.04, 2.0247619047619048)","(9.0, 24.0, 17.571428571428573)","(4.8, 8.0, 6.800000000000001)","(21.0, 120.0, 94.8)","(31.0, 99999, 99990)","(21.0, 60.0, 57.83333333333333)","(31.0, 65.0, 54.0)","(31.0, 110.0, 96.25)"
05-01-2023 14:19:11.011657,"(4.2, 5.0, 4.821621621621622)","(1.85, 2.04, 2.0210309278350516)","(9.0, 24.0, 20.352941176470587)","(4.8, 8.0, 6.800000000000001)","(21.0, 110.0, 78.0)","(31.0, 99999, 99990)","(21.0, 60.0, 57.83333333333333)","(31.0, 65.0, 54.0)","(31.0, 110.0, 96.25)"
05-01-2023 14:19:12.379845,"(4.2, 5.0, 4.821621621621622)","(1.85, 2.06, 2.0210309278350516)","(9.0, 23.0, 20.352941176470587)","(4.8, 8.0, 6.800000000000001)","(21.0, 100.0, 86.8)","(31.0, 99999, 99990)","(21.0, 60.0, 56.75)","(31.0, 65.0, 59.5)","(31.0, 110.0, 101.66666666666667)"
05-01-2023 14:19:13.608532,"(4.2, 5.0, 4.821621621621622)","(1.85, 2.06, 2.0210309278350516)","(9.0, 22.0, 18.57142857142857)","(4.8, 8.0, 6.800000000000001)","(21.0, 95.0, 82.8)","(31.0, 99999, 99990)","(21.0, 60.0, 56.75)","(31.0, 65.0, 59.5)","(31.0, 110.0, 101.66666666666667)"
05-01-2023 14:19:14.877523,"(4.2, 5.0, 4.823853211009174)","(1.85, 2.06, 2.022666666666667)","(9.0, 22.0, 17.78125)","(4.8, 8.0, 6.800000000000001)","(21.0, 95.0, 82.8)","(31.0, 99999, 99990)","(21.0, 60.0, 57.111111111111114)","(31.0, 65.0, 59.5)","(31.0, 110.0, 101.66666666666667)"
05-01-2023 14:19:16.282804,"(4.2, 5.0, 4.823853211009174)","(1.85, 2.06, 1.978)","(9.0, 22.0, 16.272727272727273)","(4.8, 8.0, 6.781818181818182)","(21.0, 95.0, 78.8)","(31.0, 99999, 99990)","(21.0, 60.0, 57.111111111111114)","(31.0, 65.0, 60.285714285714285)","(31.0, 110.0, 101.66666666666667)"
05-01-2023 14:19:17.526266,"(4.2, 4.7, 4.630612244897959)","(1.85, 1.99, 1.956)","(9.0, 22.0, 16.272727272727273)","(5.0, 7.8, 6.883333333333333)","(21.0, 90.0, 45.42857142857143)","(31.0, 99999, 99990)","(21.0, 60.0, 56.0)","(31.0, 65.0, 58.8)","(31.0, 110.0, 87.5)"
05-01-2023 14:19:18.924070,"(4.2, 4.7, 4.630612244897959)","(1.85, 1.98, 1.956)","(9.0, 22.0, 16.272727272727273)","(5.0, 7.8, 6.883333333333333)","(21.0, 90.0, 45.42857142857143)","(31.0, 99999, 99990)","(21.0, 60.0, 49.0)","(31.0, 65.0, 60.875)","(31.0, 110.0, 101.0)"
05-01-2023 14:19:20.495526,"(4.2, 4.7, 4.630612244897959)","(1.85, 1.98, 1.948)","(9.0, 22.0, 19.941176470588236)","(5.0, 7.6, 7.3)","(21.0, 90.0, 45.42857142857143)","(31.0, 99999, 99990)","(21.0, 60.0, 49.0)","(31.0, 65.0, 61.55555555555556)","(31.0, 110.0, 101.0)"
05-01-2023 14:19:22.414413,"(4.2, 4.6, 4.58695652173913)","(1.8, 1.98, 1.9551724137931035)","(9.0, 22.0, 19.941176470588236)","(5.0, 7.6, 7.3)","(26.0, 90.0, 66.15384615384616)","(31.0, 99999, 99990)","(21.0, 60.0, 49.0)","(31.0, 65.0, 54.8)","(31.0, 110.0, 101.0)"
05-01-2023 14:19:24.101983,"(4.2, 4.7, 4.5162162162162165)","(1.8, 1.98, 1.948695652173913)","(9.0, 22.0, 19.166666666666668)","(5.0, 7.6, 7.359999999999999)","(26.0, 85.0, 61.14285714285714)","(31.0, 99999, 99990)","(21.0, 60.0, 44.0)","(31.0, 60.0, 42.90909090909091)","(31.0, 110.0, 101.0)"
05-01-2023 14:19:25.552557,"(4.2, 4.7, 4.610526315789474)","(1.8, 1.98, 1.9445454545454546)","(9.0, 20.0, 17.5)","(5.0, 7.6, 7.225)","(26.0, 80.0, 61.14285714285714)","(31.0, 99999, 99990)","(21.0, 50.0, 43.666666666666664)","(31.0, 55.0, 44.18181818181818)","(31.0, 110.0, 101.0)"
05-01-2023 14:19:27.039275,"(4.2, 4.6, 4.533333333333333)","(1.8, 1.98, 1.9327272727272726)","(9.0, 20.0, 17.5)","(5.0, 8.8, 7.6)","(26.0, 80.0, 44.0)","(31.0, 99999, 99990)","(21.0, 55.0, 50.0)","(31.0, 55.0, 44.18181818181818)","(31.0, 110.0, 90.0)"
05-01-2023 14:19:28.762889,"(4.2, 4.6, 4.5285714285714285)","(1.8, 1.99, 1.985813953488372)","(9.0, 20.0, 16.25)","(5.0, 8.6, 7.6)","(26.0, 80.0, 56.5)","(31.0, 99999, 99990)","(21.0, 55.0, 48.5)","(31.0, 55.0, 44.18181818181818)","(31.0, 110.0, 101.0)"
05-01-2023 14:19:30.493766,"(4.2, 4.6, 4.5285714285714285)","(1.8, 1.99, 1.9855)","(9.0, 20.0, 16.25)","(5.0, 8.6, 7.9)","(26.0, 75.0, 63.81818181818181)","(31.0, 99999, 99990)","(21.0, 55.0, 51.75)","(31.0, 55.0, 44.18181818181818)","(31.0, 110.0, 101.0)"
05-01-2023 14:19:31.956420,"(4.2, 4.6, 4.5285714285714285)","(1.8, 1.99, 1.9855)","(9.0, 20.0, 16.25)","(5.0, 8.4, 7.9)","(26.0, 70.0, 63.81818181818181)","(31.0, 99999, 99990)","(21.0, 55.0, 51.75)","(31.0, 55.0, 47.06666666666666)","(31.0, 110.0, 90.0)"
05-01-2023 14:19:33.458643,"(4.2, 4.6, 4.5285714285714285)","(1.8, 1.93, 1.9249999999999998)","(9.0, 20.0, 16.25)","(5.0, 8.4, 7.800000000000001)","(26.0, 65.0, 41.857142857142854)","(31.0, 99999, 99990)","(21.0, 55.0, 52.55555555555556)","(31.0, 55.0, 47.06666666666666)","(31.0, 110.0, 75.0)"
05-01-2023 14:19:34.896401,"(4.2, 4.7, 4.521052631578947)","(1.8, 1.93, 1.9233333333333333)","(9.0, 20.0, 16.25)","(5.0, 8.4, 7.800000000000001)","(26.0, 65.0, 54.5)","(31.0, 99999, 99990)","(21.0, 55.0, 52.42857142857143)","(31.0, 55.0, 47.06666666666666)","(31.0, 120.0, 93.33333333333334)"
05-01-2023 14:19:36.518363,"(4.2, 4.7, 4.521052631578947)","(1.8, 1.93, 1.9224999999999999)","(9.0, 20.0, 16.25)","(5.0, 8.4, 7.800000000000001)","(26.0, 60.0, 52.666666666666664)","(31.0, 99999, 99990)","(26.0, 55.0, 52.42857142857143)","(31.0, 55.0, 47.06666666666666)","(31.0, 110.0, 85.0)"
05-01-2023 14:19:38.096772,"(4.2, 4.7, 4.521052631578947)","(1.8, 1.93, 1.9088235294117646)","(9.0, 20.0, 16.25)","(5.0, 8.4, 7.6000000000000005)","(26.0, 60.0, 54.5)","(31.0, 99999, 99990)","(26.0, 55.0, 116.66666666666667)","(31.0, 55.0, 47.06666666666666)","(31.0, 110.0, 93.33333333333334)"
05-01-2023 14:19:39.617943,"(4.2, 4.7, 4.519047619047619)","(1.75, 1.93, 1.9833333333333334)","(9.0, 20.0, 17.1875)","(5.0, 8.4, 8.222222222222223)","(26.0, 60.0, 55.0)","(31.0, 99999, 99990)","(26.0, 130.0, 116.66666666666667)","(31.0, 55.0, 47.06666666666666)","(31.0, 110.0, 85.0)"
05-01-2023 14:19:41.032851,"(4.2, 4.7, 4.519047619047619)","(1.75, 1.99, 1.9833333333333334)","(9.0, 20.0, 18.7)","(5.0, 8.4, 7.3)","(26.0, 60.0, 46.666666666666664)","(31.0, 99999, 99990)","(26.0, 130.0, 111.25)","(31.0, 55.0, 46.0)","(31.0, 110.0, 92.0)"
05-01-2023 14:19:42.500254,"(4.2, 4.6, 4.504444444444444)","(1.75, 1.99, 2.019)","(9.0, 19.5, 16.642857142857142)","(5.0, 8.4, 7.622222222222222)","(26.0, 60.0, 46.666666666666664)","(31.0, 99999, 99990)","(26.0, 130.0, 95.0)","(31.0, 55.0, 46.0)","(31.0, 100.0, 64.28571428571429)"
05-01-2023 14:19:43.854958,"(4.2, 4.6, 4.504444444444444)","(1.75, 2.04, 2.019)","(9.0, 19.5, 16.642857142857142)","(5.0, 8.2, 7.622222222222222)","(26.0, 55.0, 48.57142857142857)","(31.0, 99999, 99990)","(26.0, 130.0, 71.66666666666667)","(31.0, 55.0, 46.0)","(31.0, 100.0, 88.57142857142857)"
