,Bello Beau,Bokeo,Cornelian Bay,Happy Clan,Sharmas Last,Alvarinho,Cloudy Nights,Flying To Paris,Jaguar Stone,Just A Needs,Piiink Beauty
14-12-2022 19:55:31.300539,"(1.55, 1.81, 1.738)","(31.0, 32.0, 31.5)","(15.0, 21.0, 19.285714285714285)","(51.0, 120.0, 99.0)","(10.0, 13.5, 12.954545454545455)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 83.75)","(18.0, 23.0, 22.386363636363637)","(6.5, 7.2, 7.118840579710145)","(21.0, 34.0, 28.5)","(19.0, 55.0, 40.3)"
14-12-2022 19:55:32.674949,"(1.55, 1.81, 1.738)","(31.0, 32.0, 30.153846153846153)","(15.0, 21.0, 19.5)","(51.0, 120.0, 99.0)","(10.0, 13.5, 12.954545454545455)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 83.75)","(18.0, 23.0, 22.386363636363637)","(6.5, 7.2, 7.118840579710145)","(21.0, 29.0, 28.625)","(19.0, 55.0, 37.0)"
14-12-2022 19:55:34.006254,"(1.55, 1.81, 1.738)","(26.0, 32.0, 30.545454545454547)","(15.0, 21.0, 19.5)","(51.0, 120.0, 99.0)","(10.0, 13.5, 12.777777777777779)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 83.75)","(18.0, 23.0, 22.386363636363637)","(6.5, 7.2, 7.118840579710145)","(21.0, 29.0, 31.0)","(19.0, 55.0, 37.0)"
14-12-2022 19:55:35.419308,"(1.55, 1.81, 1.7956)","(26.0, 32.0, 30.545454545454547)","(15.0, 21.0, 19.5)","(51.0, 120.0, 101.66666666666667)","(10.0, 13.0, 12.777777777777779)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 83.75)","(18.0, 23.0, 21.93846153846154)","(6.5, 7.2, 7.118840579710145)","(21.0, 34.0, 31.0)","(19.0, 55.0, 37.0)"
14-12-2022 19:55:36.805727,"(1.55, 1.81, 1.7787179487179487)","(26.0, 32.0, 30.545454545454547)","(15.0, 21.0, 19.5)","(51.0, 110.0, 100.0)","(10.0, 13.0, 12.777777777777779)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 83.75)","(18.0, 22.0, 21.93846153846154)","(6.5, 7.2, 7.118840579710145)","(21.0, 34.0, 31.0)","(19.0, 55.0, 37.0)"
14-12-2022 19:55:38.189032,"(1.55, 1.78, 1.803)","(26.0, 32.0, 30.545454545454547)","(15.0, 21.0, 19.5)","(51.0, 110.0, 100.0)","(10.0, 13.0, 11.875)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 77.0)","(18.0, 22.0, 21.9)","(6.5, 7.2, 7.148623853211009)","(21.0, 34.0, 31.0)","(19.0, 55.0, 37.0)"
14-12-2022 19:55:39.475440,"(1.55, 1.81, 1.803)","(26.0, 32.0, 30.333333333333332)","(15.0, 21.0, 19.333333333333332)","(51.0, 110.0, 106.875)","(10.0, 13.0, 11.875)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 77.0)","(18.0, 22.0, 21.9)","(6.5, 7.2, 7.148623853211009)","(21.0, 34.0, 31.0)","(19.0, 55.0, 37.0)"
14-12-2022 19:55:40.833321,"(1.55, 1.81, 1.803)","(26.0, 32.0, 30.333333333333332)","(15.0, 21.0, 19.333333333333332)","(51.0, 120.0, 96.0)","(10.0, 13.0, 11.73076923076923)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 77.0)","(18.0, 22.0, 21.9)","(6.5, 7.2, 7.1461538461538465)","(21.0, 34.0, 31.0)","(19.0, 55.0, 37.0)"
14-12-2022 19:55:42.177395,"(1.55, 1.81, 1.803)","(26.0, 32.0, 30.333333333333332)","(15.0, 21.0, 19.333333333333332)","(51.0, 120.0, 101.66666666666667)","(10.0, 13.0, 11.73076923076923)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 77.0)","(18.0, 22.0, 21.9)","(6.5, 7.2, 7.1461538461538465)","(21.0, 34.0, 31.0)","(19.0, 55.0, 37.0)"
14-12-2022 19:55:43.518847,"(1.55, 1.81, 1.803)","(26.0, 32.0, 31.5)","(15.0, 21.0, 19.333333333333332)","(51.0, 110.0, 101.66666666666667)","(10.0, 13.0, 11.73076923076923)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 77.0)","(18.0, 22.0, 21.9)","(6.5, 7.2, 7.0987012987012985)","(21.0, 34.0, 31.0)","(19.0, 55.0, 37.0)"
14-12-2022 19:55:44.896463,"(1.55, 1.81, 1.803)","(26.0, 32.0, 31.5)","(15.0, 21.0, 19.22222222222222)","(51.0, 110.0, 100.0)","(10.0, 13.0, 12.0)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 77.0)","(18.0, 22.0, 21.625)","(6.5, 7.2, 7.1025)","(21.0, 34.0, 33.0)","(19.0, 55.0, 37.0)"
14-12-2022 19:55:46.212191,"(1.55, 1.81, 1.803)","(26.0, 32.0, 30.333333333333332)","(15.0, 20.0, 19.22222222222222)","(51.0, 110.0, 100.0)","(10.0, 13.0, 12.0)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 77.0)","(18.0, 22.0, 21.625)","(6.5, 7.2, 7.1025)","(21.0, 34.0, 33.0)","(19.0, 55.0, 37.0)"
14-12-2022 19:55:47.623369,"(1.55, 1.81, 1.7686363636363636)","(26.0, 32.0, 30.333333333333332)","(15.0, 20.0, 19.22222222222222)","(51.0, 120.0, 110.0)","(10.0, 13.0, 12.0)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 77.0)","(18.0, 22.0, 21.6)","(6.5, 7.2, 7.1025)","(21.0, 34.0, 33.0)","(19.0, 55.0, 45.30769230769231)"
14-12-2022 19:55:49.003499,"(1.55, 1.81, 1.7686363636363636)","(26.0, 32.0, 30.333333333333332)","(15.0, 20.0, 19.391304347826086)","(51.0, 120.0, 110.0)","(10.0, 13.0, 12.0)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 77.0)","(18.0, 22.0, 21.6)","(6.5, 7.2, 7.1025)","(21.0, 34.0, 33.0)","(19.0, 55.0, 37.0)"
14-12-2022 19:55:50.297448,"(1.55, 1.81, 1.7686363636363636)","(26.0, 32.0, 30.333333333333332)","(15.0, 20.0, 19.391304347826086)","(51.0, 120.0, 110.0)","(10.0, 13.0, 12.0)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 77.0)","(18.0, 22.0, 21.6)","(6.5, 7.2, 7.093877551020408)","(21.0, 34.0, 30.5)","(19.0, 55.0, 45.333333333333336)"
14-12-2022 19:55:51.573841,"(1.55, 1.81, 1.7686363636363636)","(26.0, 32.0, 30.333333333333332)","(15.0, 20.0, 18.833333333333332)","(51.0, 120.0, 110.0)","(10.0, 13.0, 12.0)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 78.33333333333333)","(18.0, 22.0, 21.6)","(6.5, 7.2, 7.0476190476190474)","(21.0, 34.0, 31.0)","(19.0, 50.0, 45.333333333333336)"
14-12-2022 19:55:52.830488,"(1.55, 1.81, 1.7686363636363636)","(26.0, 32.0, 30.0)","(15.0, 20.0, 18.772727272727273)","(51.0, 120.0, 110.0)","(10.0, 13.0, 12.0)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 77.0)","(18.0, 22.0, 21.642857142857142)","(6.5, 7.2, 7.0476190476190474)","(21.0, 34.0, 30.5)","(19.0, 50.0, 45.333333333333336)"
14-12-2022 19:55:54.099884,"(1.55, 1.81, 1.7686363636363636)","(31.0, 32.0, 30.0)","(15.0, 20.0, 19.28)","(51.0, 120.0, 110.0)","(10.0, 13.0, 12.0)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 77.0)","(18.0, 22.0, 21.782608695652172)","(6.5, 7.2, 7.281081081081082)","(21.0, 34.0, 30.5)","(19.0, 50.0, 45.333333333333336)"
14-12-2022 19:55:55.431787,"(1.55, 1.81, 1.7686363636363636)","(31.0, 32.0, 30.0)","(15.0, 20.0, 19.77777777777778)","(51.0, 120.0, 110.0)","(10.0, 13.0, 12.0)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 77.0)","(18.0, 22.0, 22.63157894736842)","(6.5, 7.4, 6.682798833819242)","(21.0, 34.0, 33.125)","(19.0, 50.0, 47.714285714285715)"
14-12-2022 19:55:56.821207,"(1.55, 1.81, 1.7994594594594595)","(31.0, 32.0, 31.142857142857142)","(15.0, 19.5, 19.523809523809526)","(51.0, 120.0, 110.0)","(10.0, 13.0, 12.0)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 77.0)","(18.0, 23.0, 22.63157894736842)","(6.5, 7.0, 6.6706586826347305)","(21.0, 34.0, 32.333333333333336)","(19.0, 50.0, 45.333333333333336)"
14-12-2022 19:55:58.172008,"(1.55, 1.81, 1.7686363636363636)","(31.0, 32.0, 31.142857142857142)","(15.0, 20.0, 19.523809523809526)","(51.0, 120.0, 110.0)","(10.0, 13.0, 12.0)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 77.0)","(18.0, 23.0, 22.06896551724138)","(6.5, 7.0, 6.694871794871794)","(21.0, 34.0, 32.333333333333336)","(19.0, 50.0, 45.333333333333336)"
14-12-2022 19:55:59.577233,"(1.55, 1.81, 1.7824242424242425)","(31.0, 34.0, 30.545454545454547)","(15.0, 20.0, 19.23076923076923)","(51.0, 120.0, 110.625)","(10.0, 13.0, 11.833333333333334)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 77.0)","(18.0, 23.0, 21.636363636363637)","(6.5, 6.8, 6.694871794871794)","(21.0, 34.0, 30.5)","(19.0, 50.0, 45.333333333333336)"
14-12-2022 19:56:01.046070,"(1.55, 1.81, 1.7760869565217392)","(31.0, 34.0, 30.4)","(15.0, 19.5, 19.0)","(51.0, 120.0, 117.5)","(10.0, 13.0, 11.833333333333334)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 77.0)","(18.0, 22.0, 21.666666666666668)","(6.5, 6.8, 6.784210526315789)","(21.0, 34.0, 30.5)","(19.0, 50.0, 45.333333333333336)"
14-12-2022 19:56:02.465214,"(1.55, 1.81, 1.7760869565217392)","(26.0, 34.0, 30.4)","(15.0, 19.5, 19.185185185185183)","(51.0, 120.0, 117.5)","(10.0, 13.0, 12.0625)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 77.0)","(18.0, 22.0, 21.666666666666668)","(6.5, 6.8, 6.579775280898876)","(21.0, 34.0, 30.4)","(19.0, 50.0, 48.44444444444444)"
14-12-2022 19:56:03.874811,"(1.55, 1.81, 1.7987654320987654)","(26.0, 34.0, 30.4)","(15.0, 20.0, 18.714285714285715)","(51.0, 120.0, 117.5)","(10.0, 13.0, 12.0625)","(61.0, 120.0, 99.16666666666667)","(61.0, 85.0, 77.0)","(18.0, 22.0, 21.666666666666668)","(6.5, 6.8, 6.579775280898876)","(21.0, 34.0, 29.5)","(19.0, 50.0, 46.0)"
14-12-2022 19:56:05.253990,"(1.55, 1.81, 1.7987654320987654)","(26.0, 34.0, 30.4)","(15.0, 20.0, 19.6)","(51.0, 120.0, 119.33333333333333)","(10.0, 13.0, 12.571428571428571)","(61.0, 120.0, 113.42105263157895)","(61.0, 85.0, 77.0)","(18.0, 22.0, 21.375)","(6.5, 6.8, 6.641095890410959)","(21.0, 34.0, 33.48936170212766)","(19.0, 50.0, 41.92307692307692)"
14-12-2022 19:56:06.669785,"(1.55, 1.81, 1.7940350877192983)","(26.0, 34.0, 30.4)","(15.0, 20.0, 19.72)","(51.0, 120.0, 119.33333333333333)","(10.0, 13.0, 12.625)","(61.0, 120.0, 106.66666666666667)","(61.0, 85.0, 74.0)","(18.0, 22.0, 21.322916666666668)","(6.5, 6.8, 6.668)","(21.0, 34.0, 33.48936170212766)","(19.0, 55.0, 45.2)"
14-12-2022 19:56:08.098560,"(1.55, 1.81, 1.8024793388429752)","(26.0, 34.0, 29.90909090909091)","(15.0, 20.0, 20.375)","(51.0, 120.0, 119.33333333333333)","(10.0, 13.0, 12.8125)","(61.0, 110.0, 106.66666666666667)","(61.0, 80.0, 74.0)","(18.0, 22.0, 21.269662921348313)","(6.5, 6.8, 6.668)","(21.0, 34.0, 33.904761904761905)","(19.0, 50.0, 45.0)"
14-12-2022 19:56:09.489595,"(1.55, 1.81, 1.7807692307692309)","(26.0, 34.0, 30.615384615384617)","(15.0, 21.0, 20.375)","(51.0, 120.0, 119.33333333333333)","(10.0, 13.0, 12.8125)","(61.0, 110.0, 108.0)","(61.0, 80.0, 74.0)","(18.0, 22.0, 21.269662921348313)","(6.5, 6.8, 6.616666666666666)","(21.0, 34.0, 33.333333333333336)","(19.0, 50.0, 45.0)"
14-12-2022 19:56:10.888401,"(1.55, 1.81, 1.7787671232876712)","(26.0, 34.0, 31.0)","(15.0, 21.0, 19.93617021276596)","(51.0, 120.0, 119.33333333333333)","(10.0, 13.0, 12.857142857142858)","(61.0, 110.0, 106.47058823529412)","(61.0, 80.0, 74.0)","(18.0, 22.0, 21.210526315789473)","(6.5, 6.8, 6.616666666666666)","(21.0, 34.0, 33.333333333333336)","(19.0, 50.0, 45.0)"
14-12-2022 19:56:12.370624,"(1.55, 1.81, 1.7825301204819277)","(26.0, 32.0, 31.0)","(15.0, 21.0, 19.93617021276596)","(51.0, 120.0, 119.33333333333333)","(10.0, 13.0, 12.88888888888889)","(61.0, 110.0, 105.26315789473685)","(61.0, 80.0, 74.0)","(18.0, 22.0, 21.19047619047619)","(6.5, 6.8, 6.658823529411764)","(21.0, 34.0, 34.0)","(19.0, 50.0, 47.142857142857146)"
14-12-2022 19:56:13.796219,"(1.55, 1.81, 1.7854838709677419)","(26.0, 32.0, 30.285714285714285)","(15.0, 20.0, 19.75862068965517)","(51.0, 120.0, 119.33333333333333)","(10.0, 13.0, 12.76)","(61.0, 110.0, 105.26315789473685)","(61.0, 80.0, 70.0)","(18.0, 22.0, 21.15841584158416)","(6.5, 6.8, 6.6869565217391305)","(21.0, 36.0, 34.0)","(19.0, 50.0, 47.142857142857146)"
14-12-2022 19:56:15.260013,"(1.55, 1.79, 1.7854838709677419)","(26.0, 32.0, 30.285714285714285)","(15.0, 20.0, 19.75862068965517)","(51.0, 120.0, 119.33333333333333)","(10.0, 13.0, 12.492857142857144)","(61.0, 110.0, 105.26315789473685)","(61.0, 80.0, 67.0)","(18.0, 22.0, 21.15841584158416)","(6.5, 6.8, 6.6869565217391305)","(21.0, 36.0, 32.8)","(19.0, 50.0, 47.142857142857146)"
14-12-2022 19:56:16.614064,"(1.55, 1.79, 1.7861904761904763)","(26.0, 32.0, 30.666666666666668)","(15.0, 20.0, 19.589285714285715)","(51.0, 120.0, 119.33333333333333)","(10.0, 13.5, 12.492857142857144)","(61.0, 110.0, 105.26315789473685)","(61.0, 75.0, 67.0)","(18.0, 22.0, 21.15841584158416)","(6.5, 6.8, 6.6869565217391305)","(21.0, 36.0, 32.8)","(19.0, 50.0, 46.8)"
14-12-2022 19:56:17.971153,"(1.55, 1.79, 1.7861904761904763)","(26.0, 32.0, 30.956521739130434)","(15.0, 20.0, 19.54385964912281)","(51.0, 120.0, 119.375)","(10.0, 13.5, 12.492857142857144)","(61.0, 110.0, 105.26315789473685)","(61.0, 75.0, 71.0)","(18.0, 22.0, 21.132231404958677)","(6.5, 6.8, 6.6869565217391305)","(21.0, 36.0, 32.8)","(19.0, 50.0, 46.8)"
14-12-2022 19:56:19.267527,"(1.55, 1.79, 1.7861904761904763)","(26.0, 32.0, 30.956521739130434)","(15.0, 20.0, 19.54385964912281)","(51.0, 120.0, 119.375)","(10.0, 13.5, 12.492857142857144)","(61.0, 110.0, 106.47058823529412)","(61.0, 75.0, 71.0)","(18.0, 22.0, 21.132231404958677)","(6.5, 6.8, 6.6869565217391305)","(21.0, 36.0, 32.8)","(19.0, 50.0, 49.8)"
14-12-2022 19:56:20.655619,"(1.55, 1.79, 1.7861904761904763)","(26.0, 32.0, 30.956521739130434)","(15.0, 20.0, 19.338028169014084)","(51.0, 120.0, 119.375)","(10.0, 13.5, 12.821428571428571)","(61.0, 110.0, 106.47058823529412)","(61.0, 75.0, 71.0)","(18.0, 22.0, 21.132231404958677)","(6.5, 6.8, 6.716129032258064)","(21.0, 36.0, 34.4)","(19.0, 55.0, 49.8)"
14-12-2022 19:56:22.043614,"(1.55, 1.78, 1.7759090909090909)","(26.0, 32.0, 30.956521739130434)","(15.0, 20.0, 19.338028169014084)","(51.0, 120.0, 213.125)","(10.0, 13.5, 12.821428571428571)","(61.0, 110.0, 113.05555555555556)","(61.0, 75.0, 71.0)","(18.0, 22.0, 21.15841584158416)","(6.5, 6.8, 6.716129032258064)","(21.0, 36.0, 34.22222222222222)","(19.0, 55.0, 49.8)"
14-12-2022 19:56:23.476246,"(1.55, 1.79, 1.773030303030303)","(26.0, 34.0, 32.0)","(15.0, 20.0, 19.338028169014084)","(51.0, 220.0, 196.66666666666669)","(10.0, 13.5, 12.821428571428571)","(61.0, 120.0, 113.05555555555556)","(61.0, 75.0, 71.0)","(18.0, 22.0, 21.15841584158416)","(6.5, 6.8, 6.716129032258064)","(21.0, 36.0, 34.22222222222222)","(19.0, 55.0, 49.8)"
14-12-2022 19:56:24.871742,"(1.55, 1.79, 1.7673134328358209)","(26.0, 34.0, 31.5)","(15.0, 20.0, 19.25263157894737)","(51.0, 210.0, 196.66666666666669)","(10.0, 13.5, 12.821428571428571)","(61.0, 120.0, 107.6923076923077)","(61.0, 75.0, 71.0)","(18.0, 22.0, 21.094827586206897)","(6.5, 6.8, 6.716129032258064)","(21.0, 36.0, 34.4)","(19.0, 55.0, 49.8)"
14-12-2022 19:56:26.325422,"(1.55, 1.79, 1.7782926829268293)","(26.0, 34.0, 31.5)","(15.0, 20.0, 19.25263157894737)","(51.0, 210.0, 196.66666666666669)","(10.0, 13.5, 12.821428571428571)","(61.0, 120.0, 107.6923076923077)","(61.0, 75.0, 71.0)","(18.0, 22.0, 21.094827586206897)","(6.5, 6.8, 6.57864077669903)","(21.0, 36.0, 34.93333333333333)","(19.0, 55.0, 49.8)"
14-12-2022 19:56:27.723386,"(1.55, 1.79, 1.7782926829268293)","(26.0, 34.0, 31.5)","(15.0, 20.0, 19.12)","(51.0, 210.0, 160.0)","(10.0, 13.5, 12.821428571428571)","(61.0, 120.0, 107.6923076923077)","(61.0, 75.0, 71.0)","(18.0, 22.0, 21.11764705882353)","(6.5, 6.8, 6.57864077669903)","(21.0, 36.0, 34.93333333333333)","(19.0, 55.0, 50.714285714285715)"
14-12-2022 19:56:29.104159,"(1.55, 1.79, 1.7673134328358209)","(26.0, 34.0, 31.5)","(15.0, 20.0, 19.10810810810811)","(51.0, 210.0, 160.0)","(10.0, 13.5, 12.625)","(61.0, 120.0, 107.6923076923077)","(61.0, 75.0, 71.0)","(18.0, 22.0, 21.104477611940297)","(6.5, 6.8, 6.580392156862745)","(21.0, 36.0, 35.666666666666664)","(19.0, 55.0, 50.714285714285715)"
14-12-2022 19:56:30.427766,"(1.55, 1.79, 1.7815151515151515)","(26.0, 34.0, 31.5)","(15.0, 20.0, 19.042857142857144)","(51.0, 210.0, 160.0)","(10.0, 13.5, 12.714285714285714)","(61.0, 120.0, 105.71428571428572)","(61.0, 75.0, 71.0)","(18.0, 22.0, 21.047619047619047)","(6.5, 6.8, 6.573451327433628)","(21.0, 36.0, 34.0)","(19.0, 55.0, 50.714285714285715)"
14-12-2022 19:56:31.739545,"(1.55, 1.79, 1.7815151515151515)","(26.0, 34.0, 31.5)","(15.0, 20.0, 19.042857142857144)","(51.0, 210.0, 160.0)","(10.0, 13.0, 12.714285714285714)","(61.0, 120.0, 97.77777777777777)","(61.0, 75.0, 71.0)","(18.0, 22.0, 21.047619047619047)","(6.5, 6.8, 6.573451327433628)","(21.0, 36.0, 31.2)","(19.0, 55.0, 50.714285714285715)"
14-12-2022 19:56:33.079987,"(1.55, 1.8, 1.753358208955224)","(26.0, 34.0, 31.5)","(15.0, 20.0, 19.042857142857144)","(51.0, 210.0, 160.0)","(10.0, 13.0, 12.714285714285714)","(61.0, 120.0, 97.77777777777777)","(61.0, 75.0, 71.0)","(18.0, 22.0, 21.047619047619047)","(6.5, 6.8, 6.573451327433628)","(21.0, 32.0, 30.857142857142858)","(19.0, 55.0, 47.2)"
14-12-2022 19:56:34.450117,"(1.55, 1.8, 1.753358208955224)","(26.0, 34.0, 30.842105263157894)","(15.0, 20.0, 19.042857142857144)","(51.0, 210.0, 160.0)","(10.0, 13.0, 12.714285714285714)","(61.0, 120.0, 97.77777777777777)","(61.0, 75.0, 71.0)","(18.0, 22.0, 21.032258064516128)","(6.5, 6.8, 6.573451327433628)","(21.0, 32.0, 31.272727272727273)","(19.0, 55.0, 46.333333333333336)"
14-12-2022 19:56:35.849838,"(1.55, 1.8, 1.7544626593806922)","(26.0, 34.0, 30.666666666666668)","(15.0, 20.0, 19.068181818181817)","(51.0, 210.0, 176.66666666666669)","(10.0, 13.0, 12.833333333333334)","(61.0, 120.0, 101.25)","(61.0, 75.0, 67.0)","(18.0, 22.0, 21.11111111111111)","(6.5, 6.8, 6.573451327433628)","(21.0, 32.0, 34.54545454545455)","(19.0, 55.0, 47.5)"
14-12-2022 19:56:37.264426,"(1.55, 1.8, 1.761977186311787)","(26.0, 34.0, 30.666666666666668)","(15.0, 20.0, 19.068181818181817)","(51.0, 210.0, 176.66666666666669)","(10.0, 13.5, 12.833333333333334)","(61.0, 120.0, 101.25)","(61.0, 75.0, 63.333333333333336)","(18.0, 22.0, 21.11111111111111)","(6.5, 6.8, 6.573451327433628)","(21.0, 36.0, 34.8)","(19.0, 55.0, 49.0)"
14-12-2022 19:56:38.763461,"(1.55, 1.8, 1.761977186311787)","(26.0, 34.0, 30.666666666666668)","(15.0, 19.5, 18.802325581395348)","(51.0, 210.0, 176.66666666666669)","(10.0, 13.5, 12.555555555555555)","(61.0, 120.0, 106.66666666666667)","(61.0, 80.0, 76.25)","(18.0, 22.0, 20.934579439252335)","(6.5, 6.8, 6.573451327433628)","(21.0, 36.0, 34.8)","(19.0, 55.0, 49.0)"
14-12-2022 19:56:40.120957,"(1.55, 1.8, 1.761977186311787)","(26.0, 34.0, 30.470588235294116)","(15.0, 19.5, 18.802325581395348)","(51.0, 210.0, 176.66666666666669)","(10.0, 13.5, 12.555555555555555)","(61.0, 120.0, 106.66666666666667)","(61.0, 80.0, 76.25)","(18.0, 22.0, 20.934579439252335)","(6.5, 6.8, 6.573451327433628)","(21.0, 36.0, 34.8)","(19.0, 55.0, 49.0)"
14-12-2022 19:56:41.563138,"(1.55, 1.8, 1.761977186311787)","(26.0, 34.0, 30.470588235294116)","(15.0, 19.5, 18.70408163265306)","(51.0, 210.0, 176.66666666666669)","(10.0, 13.5, 12.555555555555555)","(61.0, 120.0, 106.0)","(61.0, 80.0, 73.75)","(18.0, 22.0, 20.76086956521739)","(6.5, 6.8, 6.620895522388059)","(21.0, 36.0, 34.5)","(19.0, 55.0, 52.111111111111114)"
14-12-2022 19:56:42.993164,"(1.55, 1.8, 1.761977186311787)","(26.0, 34.0, 30.842105263157894)","(15.0, 19.5, 18.613636363636363)","(51.0, 210.0, 176.66666666666669)","(10.0, 13.5, 12.555555555555555)","(61.0, 120.0, 106.0)","(61.0, 80.0, 73.75)","(18.0, 22.0, 20.824742268041238)","(6.5, 6.8, 6.609756097560975)","(21.0, 36.0, 34.5)","(19.0, 55.0, 52.111111111111114)"
14-12-2022 19:56:44.381304,"(1.55, 1.8, 1.761977186311787)","(26.0, 34.0, 30.842105263157894)","(15.0, 19.5, 18.613636363636363)","(51.0, 210.0, 180.0)","(10.0, 13.5, 12.555555555555555)","(61.0, 120.0, 106.0)","(61.0, 80.0, 73.75)","(18.0, 22.0, 21.25)","(6.5, 6.8, 6.611042944785276)","(21.0, 36.0, 34.0)","(19.0, 55.0, 51.285714285714285)"
14-12-2022 19:56:45.749281,"(1.55, 1.8, 1.761977186311787)","(26.0, 34.0, 31.6)","(15.0, 19.5, 18.613636363636363)","(51.0, 210.0, 180.0)","(10.0, 13.5, 13.0)","(61.0, 120.0, 115.0)","(61.0, 80.0, 72.5)","(18.0, 22.0, 21.234567901234566)","(6.5, 6.8, 6.711538461538462)","(21.0, 36.0, 34.0)","(19.0, 55.0, 51.285714285714285)"
14-12-2022 19:56:47.130974,"(1.55, 1.76, 1.7542857142857142)","(26.0, 34.0, 31.6)","(15.0, 19.5, 18.613636363636363)","(51.0, 210.0, 180.0)","(10.0, 13.5, 13.03125)","(61.0, 140.0, 107.5)","(61.0, 80.0, 70.0)","(18.0, 22.0, 21.234567901234566)","(6.5, 6.8, 6.809523809523809)","(21.0, 36.0, 34.0)","(19.0, 55.0, 51.285714285714285)"
14-12-2022 19:56:48.487503,"(1.55, 1.74, 1.7393333333333334)","(26.0, 34.0, 31.6)","(15.0, 19.5, 18.609375)","(51.0, 210.0, 180.0)","(10.0, 13.5, 13.0)","(61.0, 130.0, 109.54545454545455)","(61.0, 75.0, 70.0)","(18.0, 22.0, 21.234567901234566)","(6.5, 7.0, 6.980487804878049)","(21.0, 36.0, 34.0)","(19.0, 55.0, 55.84615384615385)"
14-12-2022 19:56:49.931796,"(1.55, 1.77, 1.7595652173913043)","(26.0, 34.0, 32.0)","(15.0, 19.5, 18.886363636363637)","(51.0, 210.0, 180.0)","(10.0, 13.5, 13.0)","(61.0, 130.0, 105.0)","(61.0, 75.0, 70.0)","(18.0, 22.0, 21.3015873015873)","(6.5, 7.0, 6.980487804878049)","(21.0, 36.0, 34.0)","(19.0, 60.0, 55.84615384615385)"
14-12-2022 19:56:51.732865,"(1.55, 1.75, 1.7450632911392405)","(26.0, 34.0, 32.0)","(15.0, 19.5, 18.857142857142858)","(51.0, 210.0, 180.0)","(10.0, 13.5, 13.0)","(61.0, 130.0, 105.0)","(61.0, 75.0, 67.5)","(18.0, 22.0, 21.3015873015873)","(6.5, 7.0, 6.883636363636364)","(21.0, 36.0, 34.0)","(19.0, 60.0, 55.84615384615385)"
14-12-2022 19:56:53.342334,"(1.55, 1.76, 1.7427472527472527)","(26.0, 34.0, 31.6)","(15.0, 19.5, 18.613636363636363)","(51.0, 210.0, 180.0)","(10.0, 13.5, 13.0)","(61.0, 130.0, 108.57142857142857)","(61.0, 70.0, 67.5)","(18.0, 22.0, 21.2)","(6.5, 7.0, 6.8428571428571425)","(21.0, 36.0, 34.0)","(19.0, 60.0, 51.6)"
14-12-2022 19:56:54.975379,"(1.55, 1.75, 1.7427173913043479)","(26.0, 34.0, 31.6)","(15.0, 19.5, 18.613636363636363)","(51.0, 210.0, 180.0)","(10.0, 13.5, 13.0)","(61.0, 130.0, 111.25)","(61.0, 70.0, 67.5)","(18.0, 22.0, 21.209876543209877)","(6.5, 7.0, 6.837037037037037)","(21.0, 36.0, 34.0)","(19.0, 60.0, 54.0)"
14-12-2022 19:56:56.619513,"(1.55, 1.75, 1.7427173913043479)","(26.0, 34.0, 31.6)","(15.0, 19.5, 19.035714285714285)","(51.0, 210.0, 180.0)","(10.0, 13.5, 13.0)","(61.0, 130.0, 115.71428571428571)","(61.0, 70.0, 71.66666666666667)","(18.0, 22.0, 21.16883116883117)","(6.5, 7.0, 6.837037037037037)","(21.0, 36.0, 35.294117647058826)","(19.0, 60.0, 54.0)"
14-12-2022 19:56:57.999194,"(1.55, 1.75, 1.7573817034700316)","(26.0, 34.0, 32.0)","(15.0, 19.5, 19.11764705882353)","(51.0, 210.0, 197.14285714285714)","(10.0, 13.5, 12.652173913043478)","(61.0, 130.0, 120.0)","(61.0, 75.0, 73.75)","(18.0, 22.0, 21.280898876404493)","(6.5, 7.0, 6.822727272727272)","(21.0, 36.0, 35.2)","(19.0, 60.0, 49.6)"
