,Tinker Yvonne,Go Gigi Go,Lamont Bale,Atomic Cabang,Autumn Doll,Rebel May Road,Dr Xander,Ricky Bobby Riot
07-12-2022 14:03:15.624052,"(10.0, 18.0, 17.607142857142858)","(10.0, 13.5, 12.911764705882353)","(14.0, 24.0, 21.08108108108108)","(4.4, 5.1, 4.99090909090909)","(18.0, 34.0, 31.6031746031746)","(26.0, 75.0, 65.21739130434783)","(7.0, 12.0, 11.474137931034482)","(1.9, 2.26, 2.234736842105263)"
07-12-2022 14:03:16.707500,"(10.0, 18.0, 17.607142857142858)","(10.0, 13.5, 12.911764705882353)","(14.0, 23.0, 22.857142857142858)","(4.4, 5.1, 4.99090909090909)","(18.0, 32.0, 31.6031746031746)","(26.0, 75.0, 68.18181818181819)","(7.0, 11.5, 11.474137931034482)","(1.9, 2.26, 2.247142857142857)"
07-12-2022 14:03:17.837504,"(10.0, 18.0, 17.607142857142858)","(10.0, 13.5, 12.911764705882353)","(14.0, 23.0, 22.857142857142858)","(4.4, 5.1, 4.877777777777777)","(18.0, 32.0, 31.393939393939394)","(26.0, 75.0, 61.5)","(7.0, 11.5, 11.652173913043478)","(1.9, 2.26, 2.235)"
07-12-2022 14:03:18.955020,"(10.0, 18.0, 17.607142857142858)","(10.0, 13.5, 12.911764705882353)","(14.0, 23.0, 22.941176470588236)","(4.4, 5.1, 4.866666666666666)","(18.0, 32.0, 31.393939393939394)","(26.0, 75.0, 61.5)","(7.0, 12.0, 11.67123287671233)","(1.9, 2.26, 2.245)"
07-12-2022 14:03:20.039100,"(10.0, 18.0, 17.607142857142858)","(10.0, 13.5, 12.911764705882353)","(14.0, 23.0, 22.941176470588236)","(4.4, 5.0, 4.8133333333333335)","(18.0, 32.0, 31.393939393939394)","(26.0, 75.0, 61.5)","(7.0, 12.0, 11.67123287671233)","(1.9, 2.26, 2.2346153846153847)"
07-12-2022 14:03:21.079953,"(10.0, 18.0, 17.607142857142858)","(10.0, 13.5, 12.911764705882353)","(14.0, 23.0, 22.941176470588236)","(4.4, 5.0, 4.8133333333333335)","(18.0, 32.0, 31.393939393939394)","(26.0, 75.0, 61.5)","(7.0, 12.0, 11.67123287671233)","(1.9, 2.26, 2.2346153846153847)"
07-12-2022 14:03:22.177692,"(10.0, 18.0, 17.607142857142858)","(10.0, 13.0, 12.857142857142858)","(14.0, 23.0, 22.94642857142857)","(4.2, 5.0, 4.866666666666666)","(18.0, 32.0, 31.393939393939394)","(26.0, 75.0, 61.5)","(7.0, 12.0, 11.67123287671233)","(1.9, 2.26, 2.2346153846153847)"
07-12-2022 14:03:23.226674,"(10.0, 18.0, 17.607142857142858)","(10.0, 13.0, 11.65)","(14.0, 23.0, 22.94642857142857)","(4.2, 5.0, 4.771428571428571)","(18.0, 32.0, 31.393939393939394)","(26.0, 75.0, 68.18181818181819)","(7.0, 12.0, 11.67123287671233)","(1.9, 2.26, 2.242857142857143)"
07-12-2022 14:03:24.407223,"(10.0, 18.0, 17.607142857142858)","(10.0, 13.0, 12.475)","(14.0, 23.0, 22.94642857142857)","(4.2, 5.0, 4.866666666666666)","(18.0, 32.0, 31.393939393939394)","(26.0, 75.0, 68.18181818181819)","(7.0, 12.0, 11.652173913043478)","(1.9, 2.26, 2.262608695652174)"
07-12-2022 14:03:25.482766,"(10.0, 18.0, 17.607142857142858)","(10.0, 13.0, 12.475)","(14.0, 23.0, 22.94642857142857)","(4.2, 5.0, 4.82)","(18.0, 32.0, 31.393939393939394)","(26.0, 75.0, 68.18181818181819)","(7.0, 12.0, 11.652173913043478)","(1.9, 2.28, 2.29)"
07-12-2022 14:03:26.579818,"(10.0, 18.0, 17.607142857142858)","(10.0, 13.0, 12.7375)","(14.0, 23.0, 22.578125)","(4.2, 4.9, 4.66)","(18.0, 32.0, 31.328358208955223)","(26.0, 75.0, 61.5)","(7.0, 12.0, 11.675675675675675)","(1.9, 2.3, 2.2794117647058822)"
07-12-2022 14:03:27.664607,"(10.0, 18.0, 17.493243243243242)","(10.0, 13.0, 12.7375)","(14.0, 23.0, 22.578125)","(4.2, 4.9, 4.76)","(18.0, 32.0, 31.53125)","(26.0, 75.0, 66.0)","(7.0, 12.0, 11.67123287671233)","(1.9, 2.3, 2.293103448275862)"
07-12-2022 14:03:28.855080,"(10.0, 18.0, 17.493243243243242)","(10.0, 13.0, 12.7375)","(14.0, 23.0, 22.578125)","(4.2, 4.9, 4.6899999999999995)","(18.0, 32.0, 31.53125)","(26.0, 75.0, 61.5)","(7.0, 12.0, 11.652173913043478)","(1.9, 2.3, 2.268)"
07-12-2022 14:03:29.960436,"(10.0, 18.0, 17.493243243243242)","(10.0, 13.0, 12.7375)","(14.0, 23.0, 22.578125)","(4.2, 4.9, 4.6899999999999995)","(18.0, 32.0, 31.53125)","(26.0, 75.0, 61.5)","(7.0, 12.0, 11.652173913043478)","(1.9, 2.3, 2.2933333333333334)"
07-12-2022 14:03:31.076296,"(10.0, 18.0, 17.493243243243242)","(10.0, 13.0, 12.7375)","(14.0, 23.0, 22.578125)","(4.2, 4.9, 4.666666666666666)","(18.0, 32.0, 31.53125)","(26.0, 75.0, 66.0)","(7.0, 12.0, 11.425)","(1.9, 2.32, 2.316)"
07-12-2022 14:03:32.121066,"(10.0, 18.0, 17.493243243243242)","(10.0, 13.0, 12.734177215189874)","(14.0, 23.0, 22.578125)","(4.2, 4.9, 4.699999999999999)","(18.0, 32.0, 31.565217391304348)","(26.0, 75.0, 60.0)","(7.0, 11.5, 11.276119402985074)","(1.9, 2.34, 2.3264516129032256)"
07-12-2022 14:03:33.283800,"(10.0, 17.0, 16.975409836065573)","(10.0, 13.0, 12.734177215189874)","(14.0, 23.0, 22.53846153846154)","(4.2, 4.8, 4.658823529411764)","(18.0, 32.0, 31.53125)","(26.0, 75.0, 60.0)","(7.0, 11.5, 11.474137931034482)","(1.9, 2.34, 2.3343396226415094)"
07-12-2022 14:03:34.432972,"(10.0, 18.0, 17.44078947368421)","(10.0, 13.0, 12.734177215189874)","(14.0, 23.0, 22.53846153846154)","(4.2, 4.8, 4.695652173913043)","(18.0, 32.0, 31.53125)","(26.0, 75.0, 68.57142857142857)","(7.0, 11.5, 11.474137931034482)","(1.9, 2.34, 2.329655172413793)"
07-12-2022 14:03:35.550218,"(10.0, 18.0, 17.44078947368421)","(10.0, 13.0, 12.734177215189874)","(14.0, 23.0, 22.53846153846154)","(4.2, 4.8, 4.695652173913043)","(18.0, 32.0, 31.53125)","(26.0, 75.0, 61.5)","(7.0, 11.5, 11.0)","(1.9, 2.34, 2.3343396226415094)"
07-12-2022 14:03:36.712800,"(10.0, 17.5, 16.634615384615383)","(10.0, 13.0, 12.734177215189874)","(14.0, 23.0, 22.323943661971832)","(4.2, 4.8, 4.613043478260869)","(18.0, 32.0, 31.53125)","(26.0, 75.0, 61.5)","(7.0, 11.5, 11.714285714285714)","(1.9, 2.34, 2.3343396226415094)"
07-12-2022 14:03:37.799755,"(10.0, 17.5, 16.602803738317757)","(10.0, 13.0, 12.734177215189874)","(14.0, 23.0, 22.323943661971832)","(4.2, 4.7, 4.483333333333333)","(18.0, 32.0, 31.53125)","(26.0, 75.0, 61.5)","(7.0, 12.5, 11.714285714285714)","(1.9, 2.34, 2.321818181818182)"
07-12-2022 14:03:39.116718,"(10.0, 17.5, 16.553571428571427)","(10.0, 13.0, 12.734177215189874)","(14.0, 23.0, 22.323943661971832)","(4.2, 4.7, 4.495652173913043)","(18.0, 32.0, 31.53125)","(26.0, 75.0, 61.5)","(7.0, 12.5, 12.014705882352942)","(1.9, 2.34, 2.328235294117647)"
07-12-2022 14:03:40.387715,"(10.0, 17.5, 16.553571428571427)","(10.0, 13.0, 12.734177215189874)","(14.0, 23.0, 22.323943661971832)","(4.2, 4.6, 4.447058823529412)","(18.0, 32.0, 31.53125)","(26.0, 75.0, 61.5)","(7.0, 12.5, 12.293103448275861)","(1.9, 2.34, 2.3316666666666666)"
07-12-2022 14:03:41.576734,"(10.0, 17.5, 15.733333333333333)","(10.0, 13.0, 12.734177215189874)","(14.0, 23.0, 22.323943661971832)","(4.2, 4.5, 4.575)","(18.0, 32.0, 31.53125)","(26.0, 75.0, 60.0)","(7.0, 12.5, 12.293103448275861)","(1.9, 2.34, 2.328235294117647)"
07-12-2022 14:03:42.830527,"(10.0, 17.5, 13.083333333333334)","(10.0, 13.0, 12.734177215189874)","(14.0, 23.0, 22.323943661971832)","(4.2, 4.7, 4.575)","(18.0, 32.0, 31.53125)","(26.0, 75.0, 63.75)","(7.0, 12.5, 12.102941176470589)","(1.9, 2.34, 2.3316666666666666)"
07-12-2022 14:03:44.120651,"(10.0, 17.0, 13.307692307692308)","(10.0, 13.0, 12.734177215189874)","(14.0, 23.0, 22.323943661971832)","(4.2, 4.7, 4.533333333333333)","(18.0, 32.0, 31.53125)","(26.0, 75.0, 65.0)","(7.0, 12.5, 12.029411764705882)","(1.9, 2.34, 2.3341666666666665)"
07-12-2022 14:03:45.287719,"(10.0, 17.0, 13.444444444444445)","(10.0, 13.0, 12.734177215189874)","(14.0, 23.0, 22.323943661971832)","(4.2, 4.7, 4.25)","(18.0, 32.0, 31.53125)","(26.0, 75.0, 61.15384615384615)","(7.0, 12.5, 12.363636363636363)","(1.9, 2.34, 2.3635897435897433)"
07-12-2022 14:03:46.378405,"(10.0, 17.0, 14.777777777777779)","(10.0, 13.0, 12.734177215189874)","(14.0, 23.0, 21.833333333333332)","(4.0, 4.4, 4.2956521739130435)","(18.0, 32.0, 31.565217391304348)","(26.0, 75.0, 68.57142857142857)","(7.0, 12.5, 12.263636363636364)","(1.9, 2.38, 2.360909090909091)"
07-12-2022 14:03:47.426573,"(10.0, 17.0, 15.571428571428571)","(10.0, 13.0, 12.75)","(14.0, 22.0, 21.83606557377049)","(4.0, 4.4, 4.3578947368421055)","(18.0, 32.0, 31.53125)","(26.0, 75.0, 66.81818181818181)","(7.0, 12.5, 12.385714285714286)","(1.9, 2.38, 2.3599606299212597)"
07-12-2022 14:03:48.496832,"(10.0, 17.0, 14.8125)","(10.0, 13.0, 12.75)","(14.0, 22.0, 21.866666666666667)","(4.0, 4.4, 4.34)","(18.0, 32.0, 31.53125)","(26.0, 75.0, 66.81818181818181)","(7.0, 12.5, 12.385714285714286)","(1.9, 2.36, 2.359315589353612)"
07-12-2022 14:03:49.619265,"(10.0, 17.0, 14.8125)","(10.0, 13.0, 12.75)","(15.0, 22.0, 21.723076923076924)","(4.0, 4.4, 4.355555555555555)","(18.0, 32.0, 31.53846153846154)","(31.0, 75.0, 67.17391304347827)","(7.5, 12.5, 12.304878048780488)","(1.9, 2.36, 2.379230769230769)"
07-12-2022 14:03:50.799765,"(10.0, 16.5, 16.07894736842105)","(10.0, 12.5, 12.435897435897436)","(15.0, 22.0, 21.666666666666668)","(4.0, 4.5, 4.34516129032258)","(18.0, 32.0, 31.53846153846154)","(31.0, 75.0, 67.17391304347827)","(7.5, 12.5, 12.24074074074074)","(1.9, 2.4, 2.335652173913043)"
07-12-2022 14:03:51.930836,"(10.0, 16.5, 16.147058823529413)","(10.0, 12.5, 12.390243902439025)","(15.0, 22.0, 21.661538461538463)","(4.0, 4.5, 4.285365853658536)","(18.0, 32.0, 31.53846153846154)","(31.0, 75.0, 63.75)","(7.5, 12.5, 12.0625)","(1.9, 2.34, 2.3233333333333333)"
07-12-2022 14:03:52.976515,"(10.0, 16.5, 16.166666666666668)","(10.0, 12.5, 12.390243902439025)","(15.0, 22.0, 21.661538461538463)","(4.0, 4.5, 4.278125)","(18.0, 32.0, 31.214285714285715)","(31.0, 70.0, 67.05882352941177)","(7.5, 12.5, 12.271739130434783)","(1.9, 2.36, 2.3846153846153846)"
07-12-2022 14:03:54.052406,"(10.0, 16.5, 16.235294117647058)","(10.0, 12.5, 12.358823529411765)","(15.0, 22.0, 21.661538461538463)","(4.0, 4.4, 4.254054054054054)","(18.0, 32.0, 31.214285714285715)","(31.0, 70.0, 67.05882352941177)","(7.5, 12.5, 12.340909090909092)","(1.9, 2.4, 2.321454545454545)"
07-12-2022 14:03:55.273388,"(10.0, 16.5, 16.285714285714285)","(10.0, 12.5, 12.358823529411765)","(15.0, 22.0, 21.661538461538463)","(4.0, 4.4, 4.223076923076923)","(18.0, 32.0, 31.214285714285715)","(31.0, 70.0, 67.05882352941177)","(7.5, 12.5, 12.401785714285714)","(1.9, 2.4, 2.32156862745098)"
07-12-2022 14:03:56.472922,"(10.0, 16.5, 16.285714285714285)","(10.0, 12.5, 12.358823529411765)","(15.0, 22.0, 21.661538461538463)","(4.0, 4.3, 4.206666666666666)","(18.0, 32.0, 31.214285714285715)","(31.0, 70.0, 67.05882352941177)","(7.5, 12.5, 12.408333333333333)","(1.9, 2.4, 2.3213793103448275)"
07-12-2022 14:03:57.641496,"(10.0, 16.5, 16.285714285714285)","(10.0, 12.5, 12.358823529411765)","(15.0, 22.0, 21.661538461538463)","(4.0, 4.3, 4.203225806451613)","(18.0, 32.0, 31.53846153846154)","(31.0, 70.0, 66.57142857142857)","(7.5, 12.5, 12.427083333333334)","(1.9, 2.4, 2.364)"
07-12-2022 14:03:58.701806,"(10.0, 16.5, 16.285714285714285)","(10.0, 12.5, 12.358823529411765)","(15.0, 22.0, 21.661538461538463)","(4.0, 4.3, 4.206666666666666)","(18.0, 32.0, 31.53846153846154)","(31.0, 70.0, 66.66666666666667)","(7.5, 12.5, 12.479166666666666)","(1.9, 2.38, 2.3591304347826085)"
07-12-2022 14:03:59.828359,"(10.0, 16.5, 16.285714285714285)","(10.0, 12.5, 12.358823529411765)","(15.0, 22.0, 21.661538461538463)","(4.0, 4.3, 4.206666666666666)","(18.0, 32.0, 31.53846153846154)","(31.0, 70.0, 66.66666666666667)","(7.5, 12.5, 12.479166666666666)","(1.9, 2.38, 2.34)"
07-12-2022 14:04:01.034628,"(10.0, 16.5, 16.285714285714285)","(10.0, 12.5, 12.358823529411765)","(15.0, 22.0, 21.661538461538463)","(4.0, 4.4, 4.191304347826087)","(18.0, 32.0, 31.53846153846154)","(31.0, 70.0, 66.66666666666667)","(7.5, 12.5, 12.440677966101696)","(1.9, 2.36, 2.3215384615384616)"
07-12-2022 14:04:02.138667,"(10.0, 16.5, 16.285714285714285)","(10.0, 12.5, 12.358823529411765)","(15.0, 22.0, 21.661538461538463)","(4.0, 4.4, 4.211764705882353)","(18.0, 32.0, 31.6)","(31.0, 70.0, 66.66666666666667)","(7.5, 12.5, 12.481481481481481)","(1.9, 2.38, 2.3213636363636363)"
07-12-2022 14:04:03.257284,"(10.0, 16.5, 16.285714285714285)","(10.0, 12.5, 12.358823529411765)","(15.0, 22.0, 21.661538461538463)","(4.0, 4.4, 4.276086956521739)","(18.0, 32.0, 31.6)","(31.0, 70.0, 66.66666666666667)","(7.5, 12.5, 12.481481481481481)","(1.9, 2.38, 2.2688888888888887)"
07-12-2022 14:04:04.359316,"(10.0, 16.5, 16.285714285714285)","(10.0, 12.5, 12.379518072289157)","(15.0, 22.0, 21.65625)","(4.0, 4.4, 4.276086956521739)","(18.0, 32.0, 31.6)","(31.0, 70.0, 68.18181818181819)","(7.5, 12.5, 12.440677966101696)","(1.9, 2.34, 2.2726315789473683)"
07-12-2022 14:04:05.450579,"(10.0, 16.5, 16.285714285714285)","(10.0, 12.5, 12.379518072289157)","(15.0, 22.0, 21.65625)","(4.0, 4.4, 4.276086956521739)","(18.0, 32.0, 31.6)","(31.0, 70.0, 68.18181818181819)","(7.5, 12.5, 12.481481481481481)","(1.9, 2.34, 2.2666666666666666)"
07-12-2022 14:04:06.552871,"(10.0, 16.5, 16.285714285714285)","(10.0, 12.5, 12.379518072289157)","(15.0, 22.0, 21.65625)","(4.0, 4.4, 4.313157894736842)","(18.0, 32.0, 31.333333333333332)","(31.0, 70.0, 68.18181818181819)","(7.5, 12.5, 12.433962264150944)","(1.9, 2.34, 2.255)"
07-12-2022 14:04:07.690477,"(10.0, 16.5, 16.285714285714285)","(10.0, 12.5, 12.379518072289157)","(15.0, 22.0, 21.962962962962962)","(4.0, 4.4, 4.358333333333333)","(18.0, 32.0, 31.70909090909091)","(31.0, 70.0, 64.28571428571429)","(7.5, 12.5, 12.862068965517242)","(1.9, 2.3, 2.2354545454545454)"
07-12-2022 14:04:09.027879,"(10.0, 17.5, 17.071428571428573)","(10.0, 13.0, 12.851851851851851)","(15.0, 23.0, 22.945454545454545)","(4.0, 4.5, 4.3575)","(18.0, 32.0, 31.8125)","(31.0, 70.0, 67.64705882352942)","(7.5, 13.0, 12.805555555555555)","(1.9, 2.26, 2.206538461538462)"
07-12-2022 14:04:10.157541,"(10.0, 19.0, 16.708333333333332)","(10.0, 13.5, 13.0)","(15.0, 23.0, 22.945454545454545)","(4.0, 4.5, 4.411111111111111)","(18.0, 32.0, 31.0)","(31.0, 70.0, 67.64705882352942)","(7.5, 13.0, 12.805555555555555)","(1.9, 2.24, 2.1479069767441863)"
07-12-2022 14:04:11.403222,"(10.0, 19.0, 16.674418604651162)","(10.0, 13.5, 13.142857142857142)","(15.0, 23.0, 22.945454545454545)","(4.0, 4.5, 4.42)","(18.0, 32.0, 31.0)","(31.0, 70.0, 67.64705882352942)","(7.5, 13.0, 12.923076923076923)","(1.9, 2.22, 2.1479069767441863)"
07-12-2022 14:04:12.527897,"(10.0, 19.0, 16.802197802197803)","(10.0, 13.5, 13.291666666666666)","(15.0, 23.0, 22.945454545454545)","(4.0, 4.5, 4.436)","(18.0, 32.0, 31.0)","(31.0, 70.0, 67.6923076923077)","(7.5, 13.0, 12.847826086956522)","(1.9, 2.22, 2.1680519480519482)"
07-12-2022 14:04:13.726773,"(10.0, 19.0, 16.802197802197803)","(10.0, 13.5, 13.291666666666666)","(15.0, 23.0, 22.945454545454545)","(4.0, 4.5, 4.436)","(18.0, 32.0, 31.9375)","(31.0, 70.0, 67.85714285714286)","(7.5, 13.0, 12.805555555555555)","(1.9, 2.22, 2.157777777777778)"
07-12-2022 14:04:14.958966,"(10.0, 19.0, 16.802197802197803)","(10.0, 13.5, 13.371794871794872)","(15.0, 23.0, 22.945454545454545)","(4.0, 4.5, 4.438461538461539)","(18.0, 32.0, 31.952380952380953)","(31.0, 70.0, 67.85714285714286)","(7.5, 13.0, 12.75)","(1.9, 2.16, 2.1470270270270273)"
07-12-2022 14:04:16.201600,"(10.0, 19.0, 16.802197802197803)","(10.0, 13.5, 13.37012987012987)","(15.0, 23.0, 22.6)","(4.0, 4.5, 4.490909090909091)","(18.0, 32.0, 31.967741935483872)","(31.0, 70.0, 67.85714285714286)","(7.5, 13.0, 12.96)","(1.9, 2.16, 2.104)"
07-12-2022 14:04:17.317080,"(10.0, 18.5, 17.966666666666665)","(10.0, 13.5, 13.37012987012987)","(15.0, 23.0, 22.6)","(3.9, 4.5, 4.552)","(18.0, 32.0, 31.967741935483872)","(31.0, 70.0, 68.0)","(8.0, 13.0, 12.953703703703704)","(1.9, 2.12, 2.087674418604651)"
07-12-2022 14:04:18.363751,"(10.0, 15.5, 15.1)","(10.0, 13.5, 13.405405405405405)","(15.0, 24.0, 21.75)","(3.9, 4.6, 4.4875)","(18.0, 32.0, 31.318681318681318)","(31.0, 70.0, 69.13043478260869)","(8.0, 13.0, 13.464285714285714)","(1.9, 2.14, 2.0844444444444443)"
07-12-2022 14:04:19.434469,"(10.0, 17.0, 16.333333333333332)","(10.0, 13.5, 13.418032786885245)","(15.0, 24.0, 21.76923076923077)","(3.9, 4.7, 4.612903225806452)","(18.0, 32.0, 31.318681318681318)","(31.0, 75.0, 71.05263157894737)","(8.0, 13.5, 13.463636363636363)","(1.9, 2.14, 2.179529411764706)"
07-12-2022 14:04:20.593901,"(10.0, 17.0, 15.076923076923077)","(10.0, 13.5, 13.425373134328359)","(15.0, 24.0, 22.923076923076923)","(3.9, 4.7, 4.627272727272727)","(18.0, 32.0, 31.318681318681318)","(31.0, 75.0, 71.05263157894737)","(8.0, 13.5, 12.919354838709678)","(1.9, 2.18, 2.161739130434783)"
07-12-2022 14:04:21.651621,"(10.0, 16.5, 16.31818181818182)","(10.0, 13.5, 13.425373134328359)","(15.0, 23.0, 22.923076923076923)","(3.9, 4.7, 4.627272727272727)","(18.0, 32.0, 31.318681318681318)","(31.0, 75.0, 71.05263157894737)","(8.0, 13.0, 13.463636363636363)","(1.9, 2.18, 2.161739130434783)"
07-12-2022 14:04:22.717932,"(10.0, 16.5, 15.59090909090909)","(10.0, 13.5, 13.425373134328359)","(15.0, 23.0, 22.923076923076923)","(3.9, 4.7, 4.627272727272727)","(19.0, 32.0, 31.31111111111111)","(31.0, 75.0, 66.5625)","(8.0, 13.5, 12.908333333333333)","(1.9, 2.18, 2.216377358490566)"
07-12-2022 14:04:23.763521,"(10.0, 16.5, 15.375)","(10.0, 13.5, 13.421875)","(15.0, 23.0, 22.916666666666668)","(3.9, 4.7, 4.575)","(19.0, 32.0, 31.31111111111111)","(31.0, 75.0, 66.0)","(8.0, 13.0, 12.89)","(1.9, 2.22, 2.186666666666667)"
07-12-2022 14:04:24.851418,"(10.0, 16.0, 15.666666666666666)","(10.0, 13.5, 13.428571428571429)","(15.0, 23.0, 22.916666666666668)","(3.9, 4.7, 4.555555555555555)","(19.0, 32.0, 31.27906976744186)","(31.0, 75.0, 61.42857142857143)","(8.0, 13.0, 12.89)","(1.9, 2.22, 2.1864000000000003)"
07-12-2022 14:04:25.955115,"(10.0, 16.0, 15.75)","(10.0, 13.5, 13.483870967741936)","(15.0, 23.0, 22.586206896551722)","(3.9, 4.7, 4.666666666666667)","(19.0, 32.0, 31.27906976744186)","(31.0, 70.0, 65.0)","(8.0, 13.0, 12.898148148148149)","(1.9, 2.22, 2.1942857142857144)"
07-12-2022 14:04:26.984996,"(11.0, 16.0, 15.846153846153847)","(10.0, 13.5, 13.487804878048781)","(16.0, 23.0, 22.64)","(3.7, 4.6, 4.331818181818182)","(20.0, 32.0, 31.27906976744186)","(31.0, 70.0, 61.42857142857143)","(8.5, 13.0, 13.457446808510639)","(1.9, 2.2, 2.1858823529411766)"
07-12-2022 14:04:28.004687,"(11.0, 16.5, 15.339285714285715)","(10.0, 13.5, 13.491935483870968)","(16.0, 23.0, 22.64)","(3.7, 4.4, 4.331818181818182)","(20.0, 32.0, 31.27906976744186)","(31.0, 70.0, 61.42857142857143)","(8.5, 13.5, 13.4)","(1.9, 2.2, 2.1858823529411766)"
07-12-2022 14:04:29.380728,"(11.0, 16.0, 15.11111111111111)","(10.0, 14.5, 14.236486486486486)","(16.0, 23.0, 22.576923076923077)","(3.7, 4.4, 4.329787234042553)","(20.0, 32.0, 31.27906976744186)","(31.0, 70.0, 65.0)","(8.5, 13.5, 13.289473684210526)","(1.9, 2.2, 2.1858823529411766)"
07-12-2022 14:04:30.515905,"(11.0, 16.0, 15.11111111111111)","(10.0, 14.5, 14.236486486486486)","(16.0, 23.0, 22.576923076923077)","(3.7, 4.4, 4.308108108108108)","(20.0, 32.0, 31.27906976744186)","(31.0, 70.0, 61.42857142857143)","(8.5, 13.5, 13.289473684210526)","(1.9, 2.2, 2.2076190476190476)"
07-12-2022 14:04:31.624521,"(11.0, 15.5, 15.125)","(10.0, 14.0, 13.983870967741936)","(16.0, 23.0, 22.568627450980394)","(3.7, 4.4, 4.308108108108108)","(20.0, 32.0, 31.27906976744186)","(31.0, 70.0, 57.142857142857146)","(8.5, 13.5, 12.9)","(1.9, 2.24, 2.1995348837209305)"
07-12-2022 14:04:32.783686,"(11.0, 15.5, 15.0)","(11.0, 14.0, 13.984615384615385)","(16.0, 23.0, 22.568627450980394)","(3.8, 4.4, 4.319047619047619)","(21.0, 32.0, 31.27906976744186)","(31.0, 70.0, 57.142857142857146)","(9.0, 13.0, 12.891666666666667)","(1.9, 2.24, 2.2208)"
07-12-2022 14:04:34.076042,"(11.0, 15.5, 15.375)","(11.0, 14.0, 13.984615384615385)","(16.0, 23.0, 22.568627450980394)","(3.8, 4.4, 4.308108108108108)","(21.0, 32.0, 31.27906976744186)","(31.0, 70.0, 57.142857142857146)","(9.0, 13.0, 12.891666666666667)","(1.9, 2.24, 2.2328682170542637)"
07-12-2022 14:04:35.304059,"(11.0, 15.5, 15.375)","(11.0, 14.0, 13.984615384615385)","(16.0, 23.0, 22.568627450980394)","(3.8, 4.4, 4.308108108108108)","(21.0, 32.0, 31.27906976744186)","(31.0, 70.0, 57.142857142857146)","(9.0, 13.0, 12.907692307692308)","(1.9, 2.24, 2.2328682170542637)"
07-12-2022 14:04:36.498904,"(11.0, 15.5, 15.411764705882353)","(11.0, 14.0, 13.984848484848484)","(16.0, 23.0, 22.568627450980394)","(3.8, 4.4, 4.319047619047619)","(21.0, 32.0, 31.964285714285715)","(31.0, 70.0, 58.75)","(9.0, 13.0, 12.907692307692308)","(1.9, 2.24, 2.2235714285714288)"
07-12-2022 14:04:37.763891,"(11.0, 15.5, 15.0)","(11.0, 14.0, 13.984848484848484)","(16.0, 23.0, 22.568627450980394)","(3.8, 4.4, 4.3061224489795915)","(21.0, 32.0, 31.964285714285715)","(31.0, 70.0, 58.75)","(9.0, 13.0, 12.881818181818181)","(1.9, 2.24, 2.2235714285714288)"
07-12-2022 14:04:38.889394,"(11.0, 15.5, 15.411764705882353)","(11.0, 14.0, 13.984848484848484)","(16.0, 23.0, 22.568627450980394)","(3.8, 4.4, 4.305769230769231)","(21.0, 32.0, 31.964285714285715)","(31.0, 70.0, 58.75)","(9.0, 13.0, 12.881818181818181)","(1.9, 2.24, 2.2235714285714288)"
07-12-2022 14:04:40.135059,"(11.0, 15.5, 15.411764705882353)","(11.0, 14.0, 13.984848484848484)","(16.0, 23.0, 22.568627450980394)","(3.8, 4.4, 4.314035087719298)","(21.0, 32.0, 31.964285714285715)","(31.0, 70.0, 58.75)","(9.0, 13.0, 12.825581395348838)","(1.9, 2.24, 2.2325000000000004)"
07-12-2022 14:04:41.238418,"(11.0, 15.5, 15.411764705882353)","(11.0, 14.0, 13.984615384615385)","(16.0, 23.0, 22.568627450980394)","(3.8, 4.4, 4.314035087719298)","(21.0, 32.0, 31.964285714285715)","(31.0, 70.0, 58.75)","(9.0, 13.0, 12.825581395348838)","(1.9, 2.24, 2.2325000000000004)"
07-12-2022 14:04:42.589945,"(11.0, 15.5, 14.923076923076923)","(11.0, 14.0, 14.112244897959183)","(16.0, 23.0, 22.568627450980394)","(3.7, 4.4, 4.305769230769231)","(21.0, 32.0, 31.964285714285715)","(31.0, 70.0, 58.75)","(9.0, 13.0, 12.825581395348838)","(1.9, 2.24, 2.231666666666667)"
07-12-2022 14:04:43.863962,"(11.0, 15.5, 14.785714285714286)","(11.0, 14.5, 14.112244897959183)","(16.0, 23.0, 22.568627450980394)","(3.7, 4.4, 4.314035087719298)","(21.0, 32.0, 31.96078431372549)","(31.0, 70.0, 58.75)","(9.0, 13.0, 12.840425531914894)","(1.9, 2.24, 2.226086956521739)"
07-12-2022 14:04:45.209170,"(11.0, 15.5, 14.785714285714286)","(11.0, 14.5, 14.271084337349398)","(16.0, 23.0, 22.568627450980394)","(3.7, 4.4, 4.314035087719298)","(21.0, 32.0, 31.963636363636365)","(31.0, 70.0, 58.75)","(9.0, 13.0, 12.840425531914894)","(1.9, 2.26, 2.231666666666667)"
07-12-2022 14:04:46.782085,"(11.0, 15.0, 14.733333333333333)","(11.0, 14.5, 14.271084337349398)","(16.0, 23.0, 22.568627450980394)","(3.7, 4.4, 4.305769230769231)","(21.0, 32.0, 31.963636363636365)","(31.0, 70.0, 58.75)","(9.0, 13.0, 12.840425531914894)","(1.9, 2.24, 2.2037891268533776)"
