,Cala Jane,Hittheroadjack Nz,Another Statement,Bombadier Jujon,Rock Bottom Nz,Tommy Lincoln Nz,Make Mine Memphis,Deus Ex Nz,Infatuation Nz,Our Major Day,Northview Hustler Nz
07-01-2023 17:14:24.177344,"(19.0, 30.0, 29.166666666666668)","(31.0, 99999, 99990)","(18.0, 28.0, 26.0)","(11.0, 14.5, 13.5)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 34.0, 27.571428571428573)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:25.453517,"(19.0, 30.0, 29.166666666666668)","(31.0, 99999, 99990)","(18.0, 28.0, 26.0)","(11.0, 14.5, 13.25)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 34.0, 29.666666666666668)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:26.735526,"(19.0, 30.0, 29.166666666666668)","(31.0, 99999, 99990)","(18.0, 28.0, 26.0)","(11.0, 14.5, 13.25)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 32.0, 30.833333333333336)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:28.004570,"(19.0, 30.0, 24.705882352941178)","(31.0, 99999, 99990)","(18.0, 28.0, 26.0)","(11.0, 14.5, 13.25)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 32.0, 28.285714285714285)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:29.299142,"(19.0, 24.0, 23.5)","(31.0, 99999, 99990)","(18.0, 28.0, 26.0)","(11.0, 14.5, 13.25)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 27.571428571428573)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:30.583017,"(19.0, 30.0, 28.833333333333336)","(31.0, 99999, 99990)","(18.0, 28.0, 26.0)","(11.0, 14.5, 13.833333333333332)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 28.6)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 220.0)","(2.8, 99999, 99990)"
07-01-2023 17:14:31.874321,"(19.0, 30.0, 28.833333333333336)","(31.0, 99999, 99990)","(18.0, 28.0, 26.0)","(11.0, 14.5, 13.25)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 30.625)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 220.0)","(2.8, 99999, 99990)"
07-01-2023 17:14:33.157105,"(19.0, 30.0, 28.833333333333336)","(31.0, 99999, 99990)","(18.0, 28.0, 26.0)","(11.0, 14.5, 13.25)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 29.2)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 220.0)","(2.8, 99999, 99990)"
07-01-2023 17:14:34.432539,"(19.0, 30.0, 28.0)","(31.0, 99999, 99990)","(18.0, 28.0, 26.0)","(11.0, 14.5, 12.8125)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 30.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 220.0)","(2.8, 99999, 99990)"
07-01-2023 17:14:35.738250,"(19.0, 30.0, 28.0)","(31.0, 99999, 99990)","(18.0, 28.0, 26.0)","(11.0, 14.5, 12.8125)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 29.8)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 220.0)","(2.8, 99999, 99990)"
07-01-2023 17:14:37.140698,"(19.0, 30.0, 28.0)","(31.0, 99999, 99990)","(18.0, 28.0, 26.0)","(11.0, 14.5, 12.958333333333334)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 31.75)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:38.470770,"(19.0, 30.0, 28.333333333333332)","(31.0, 99999, 99990)","(18.0, 28.0, 26.142857142857142)","(11.0, 14.0, 12.571428571428571)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 28.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:39.794871,"(19.0, 30.0, 28.333333333333332)","(31.0, 99999, 99990)","(18.0, 27.0, 26.142857142857142)","(11.0, 14.0, 12.571428571428571)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 28.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:41.193391,"(19.0, 30.0, 28.333333333333332)","(31.0, 99999, 99990)","(18.0, 27.0, 26.4)","(11.0, 14.0, 12.571428571428571)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 28.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:42.559604,"(20.0, 30.0, 28.333333333333332)","(31.0, 99999, 99990)","(18.0, 27.0, 26.0)","(11.0, 14.0, 12.571428571428571)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 28.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:43.957311,"(20.0, 30.0, 28.333333333333332)","(31.0, 99999, 99990)","(18.0, 27.0, 26.0)","(11.0, 14.0, 12.571428571428571)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 28.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:45.357196,"(20.0, 30.0, 28.0)","(31.0, 99999, 99990)","(18.0, 27.0, 26.2)","(11.0, 14.0, 13.25)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 31.81818181818182)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:46.709397,"(20.0, 30.0, 29.5)","(31.0, 99999, 99990)","(18.0, 27.0, 26.2)","(11.0, 14.0, 13.166666666666666)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 31.6)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:48.101689,"(20.0, 30.0, 29.5)","(31.0, 99999, 99990)","(18.0, 27.0, 26.2)","(11.0, 14.0, 13.357142857142858)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 31.6)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:49.515060,"(20.0, 30.0, 29.25)","(31.0, 99999, 99990)","(18.0, 27.0, 26.2)","(11.0, 14.0, 13.357142857142858)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 31.6)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:50.834006,"(20.0, 30.0, 29.4)","(31.0, 99999, 99990)","(18.0, 27.0, 25.75)","(11.0, 14.0, 13.357142857142858)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 31.6)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:52.223543,"(20.0, 30.0, 29.4)","(31.0, 99999, 99990)","(18.0, 29.0, 26.125)","(11.0, 14.0, 13.357142857142858)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 31.6)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:53.558100,"(20.0, 30.0, 29.4)","(31.0, 99999, 99990)","(18.0, 28.0, 26.125)","(11.0, 14.0, 13.357142857142858)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 32.38461538461539)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:54.938357,"(20.0, 30.0, 29.4)","(31.0, 99999, 99990)","(18.0, 28.0, 26.125)","(11.0, 14.0, 13.357142857142858)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 32.38461538461539)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:56.229691,"(20.0, 30.0, 29.4)","(31.0, 99999, 99990)","(18.0, 28.0, 26.125)","(11.0, 14.0, 13.357142857142858)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 29.5)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:57.551522,"(20.0, 30.0, 29.4)","(31.0, 99999, 99990)","(18.0, 28.0, 26.125)","(11.0, 14.0, 13.5)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 29.5)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:58.911662,"(20.0, 30.0, 29.4)","(31.0, 99999, 99990)","(18.0, 28.0, 26.125)","(11.0, 15.0, 14.117647058823529)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 29.5)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:00.217728,"(20.0, 30.0, 29.4)","(31.0, 99999, 99990)","(18.0, 28.0, 26.125)","(11.0, 15.0, 14.117647058823529)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 29.5)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:01.440020,"(20.0, 29.0, 28.333333333333332)","(31.0, 99999, 99990)","(18.0, 28.0, 26.5)","(11.0, 14.5, 14.192307692307693)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 29.5)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:02.861612,"(20.0, 30.0, 29.4)","(31.0, 99999, 99990)","(18.0, 28.0, 26.5)","(11.0, 14.5, 14.013513513513514)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 29.5)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:04.176286,"(20.0, 29.0, 28.333333333333332)","(31.0, 99999, 99990)","(18.0, 28.0, 26.5)","(11.0, 14.5, 13.625)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 31.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:05.485657,"(20.0, 29.0, 28.333333333333332)","(31.0, 99999, 99990)","(18.0, 28.0, 26.285714285714285)","(11.0, 14.5, 14.392857142857142)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 31.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:06.738865,"(20.0, 29.0, 28.333333333333332)","(31.0, 99999, 99990)","(18.0, 28.0, 26.285714285714285)","(11.0, 14.5, 14.392857142857142)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 31.9)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:08.023446,"(20.0, 29.0, 28.333333333333332)","(31.0, 99999, 99990)","(18.0, 28.0, 26.285714285714285)","(11.0, 14.5, 14.392857142857142)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 31.9)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:09.316314,"(20.0, 29.0, 28.333333333333332)","(31.0, 99999, 99990)","(18.0, 28.0, 26.285714285714285)","(11.0, 14.5, 14.625)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 31.428571428571427)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:10.595408,"(20.0, 29.0, 28.333333333333332)","(31.0, 99999, 99990)","(18.0, 28.0, 26.2)","(11.0, 15.0, 13.772727272727273)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 32.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:11.838202,"(20.0, 29.0, 28.333333333333332)","(31.0, 99999, 99990)","(18.0, 28.0, 26.2)","(11.0, 15.0, 13.772727272727273)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 32.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:13.283568,"(20.0, 29.0, 28.333333333333332)","(31.0, 99999, 99990)","(18.0, 28.0, 26.2)","(11.0, 15.0, 13.772727272727273)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 32.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:14.633797,"(20.0, 29.0, 28.333333333333332)","(31.0, 99999, 99990)","(18.0, 28.0, 25.6)","(11.0, 15.0, 13.6)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 32.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:15.943154,"(20.0, 29.0, 28.333333333333332)","(31.0, 99999, 99990)","(18.0, 28.0, 25.6)","(11.0, 15.0, 13.6)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 32.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:17.216595,"(20.0, 29.0, 28.666666666666668)","(31.0, 99999, 99990)","(18.0, 28.0, 25.6)","(11.0, 15.0, 13.6)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 32.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:18.457540,"(20.0, 32.0, 28.666666666666668)","(31.0, 99999, 99990)","(18.0, 28.0, 25.6)","(11.0, 15.0, 13.6)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 32.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:19.771000,"(20.0, 34.0, 28.4)","(31.0, 99999, 99990)","(18.0, 28.0, 25.6)","(11.0, 15.0, 13.6)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 32.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:21.076032,"(20.0, 34.0, 28.4)","(31.0, 99999, 99990)","(18.0, 28.0, 25.6)","(11.0, 15.0, 13.6875)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 32.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:22.400961,"(20.0, 34.0, 30.071428571428573)","(31.0, 99999, 99990)","(18.0, 28.0, 25.6)","(11.0, 15.0, 13.6875)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 32.2)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:23.740332,"(20.0, 34.0, 30.071428571428573)","(31.0, 99999, 99990)","(18.0, 28.0, 25.6)","(11.0, 15.0, 13.6875)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 32.2)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:25.058396,"(20.0, 34.0, 30.071428571428573)","(31.0, 99999, 99990)","(18.0, 28.0, 25.375)","(11.0, 15.0, 13.6875)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 32.2)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:26.410231,"(20.0, 34.0, 30.071428571428573)","(31.0, 99999, 99990)","(18.0, 28.0, 25.545454545454547)","(11.0, 15.0, 13.75)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 32.2)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:27.764113,"(20.0, 34.0, 31.25)","(31.0, 99999, 99990)","(18.0, 28.0, 25.545454545454547)","(11.0, 15.0, 13.75)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 32.2)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:29.127441,"(21.0, 34.0, 29.76923076923077)","(31.0, 99999, 99990)","(18.0, 28.0, 25.545454545454547)","(11.0, 15.0, 13.772727272727273)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 32.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:15:30.436904,"(21.0, 34.0, 29.76923076923077)","(31.0, 99999, 99990)","(18.0, 28.0, 25.545454545454547)","(11.0, 15.0, 14.59090909090909)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 32.714285714285715)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 220.0)","(2.8, 99999, 99990)"
07-01-2023 17:15:31.792325,"(21.0, 34.0, 30.615384615384617)","(31.0, 99999, 99990)","(18.0, 28.0, 25.545454545454547)","(11.0, 15.0, 14.59090909090909)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 42.0, 32.3)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 220.0)","(2.7, 99999, 99990)"
07-01-2023 17:15:33.106453,"(21.0, 32.0, 31.0)","(31.0, 99999, 99990)","(18.0, 28.0, 25.545454545454547)","(11.0, 15.0, 14.722222222222221)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 40.0, 32.36363636363636)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 220.0)","(2.7, 99999, 99990)"
07-01-2023 17:15:34.459155,"(21.0, 32.0, 31.428571428571427)","(31.0, 99999, 99990)","(18.0, 28.0, 25.545454545454547)","(11.0, 15.5, 14.333333333333334)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 40.0, 36.0)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:15:35.862565,"(21.0, 32.0, 31.428571428571427)","(26.0, 99999, 99990)","(19.0, 28.0, 25.75)","(11.0, 15.5, 14.2)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 38.0, 32.92307692307692)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 230.0, 215.0)","(2.7, 99999, 99990)"
07-01-2023 17:15:37.245647,"(21.0, 32.0, 31.428571428571427)","(26.0, 99999, 99990)","(19.0, 28.0, 25.75)","(11.0, 15.5, 14.8)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 36.0, 32.92307692307692)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 220.0, 215.0)","(2.7, 99999, 99990)"
07-01-2023 17:15:38.609644,"(21.0, 32.0, 31.8)","(26.0, 99999, 99990)","(19.0, 28.0, 26.285714285714285)","(11.0, 15.5, 15.2)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 36.0, 32.92307692307692)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 220.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:15:40.030899,"(21.0, 32.0, 31.75)","(26.0, 99999, 99990)","(19.0, 28.0, 26.333333333333332)","(11.0, 15.5, 15.2)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 36.0, 34.4)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:15:41.453328,"(21.0, 32.0, 31.75)","(26.0, 99999, 99990)","(19.0, 28.0, 26.333333333333332)","(11.0, 15.5, 15.153846153846153)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 36.0, 34.4)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:15:42.740865,"(21.0, 32.0, 31.75)","(26.0, 99999, 99990)","(19.0, 28.0, 26.333333333333332)","(11.0, 15.5, 15.153846153846153)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 36.0, 34.4)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:15:44.016841,"(21.0, 32.0, 31.75)","(26.0, 99999, 99990)","(19.0, 28.0, 26.333333333333332)","(11.0, 15.5, 15.153846153846153)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 36.0, 33.333333333333336)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 230.0, 215.0)","(2.7, 99999, 99990)"
07-01-2023 17:15:45.361210,"(21.0, 32.0, 31.8)","(26.0, 99999, 99990)","(19.0, 28.0, 26.333333333333332)","(11.0, 15.5, 15.21875)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 40.0, 32.0)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 220.0, 215.0)","(2.7, 99999, 99990)"
07-01-2023 17:15:46.729655,"(21.0, 32.0, 31.8)","(31.0, 99999, 99990)","(19.0, 28.0, 26.333333333333332)","(11.0, 15.5, 15.21875)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 32.0)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 220.0, 218.46153846153845)","(2.7, 99999, 99990)"
07-01-2023 17:15:48.041833,"(21.0, 34.0, 31.8)","(31.0, 99999, 99990)","(19.0, 28.0, 26.214285714285715)","(11.0, 15.5, 14.18421052631579)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 32.0)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 220.0, 218.0)","(2.7, 99999, 99990)"
07-01-2023 17:15:49.347085,"(21.0, 34.0, 31.8)","(31.0, 99999, 99990)","(19.0, 29.0, 26.214285714285715)","(11.0, 15.5, 13.970588235294118)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 32.57142857142857)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 220.0, 218.0)","(2.7, 99999, 99990)"
07-01-2023 17:15:50.688602,"(21.0, 34.0, 31.8)","(31.0, 99999, 99990)","(19.0, 29.0, 26.176470588235293)","(11.0, 15.5, 13.970588235294118)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 32.57142857142857)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 220.0, 223.33333333333334)","(2.7, 99999, 99990)"
07-01-2023 17:15:52.063937,"(21.0, 34.0, 31.8)","(31.0, 99999, 99990)","(19.0, 29.0, 25.235294117647058)","(11.0, 15.5, 13.13076923076923)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 34.0, 28.606060606060606)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 230.0, 207.05882352941177)","(2.7, 99999, 99990)"
07-01-2023 17:15:53.265410,"(21.0, 34.0, 32.57142857142857)","(31.0, 99999, 99990)","(19.0, 26.0, 25.235294117647058)","(11.0, 13.5, 13.13076923076923)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 24.46153846153846)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 210.0, 207.14285714285714)","(2.7, 99999, 99990)"
07-01-2023 17:15:54.458732,"(21.0, 34.0, 32.4)","(31.0, 99999, 99990)","(19.0, 26.0, 25.205882352941178)","(11.0, 13.5, 13.14864864864865)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 24.82758620689655)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 210.0, 207.14285714285714)","(2.7, 99999, 99990)"
07-01-2023 17:15:55.718525,"(21.0, 34.0, 32.4)","(31.0, 99999, 99990)","(19.0, 26.0, 25.205882352941178)","(11.0, 13.5, 13.046875)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 25.0)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 210.0, 207.82608695652175)","(2.7, 99999, 99990)"
07-01-2023 17:15:57.065339,"(21.0, 34.0, 32.25)","(31.0, 99999, 99990)","(19.0, 26.0, 25.205882352941178)","(11.0, 13.5, 13.046875)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.6)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 210.0, 207.82608695652175)","(2.7, 99999, 99990)"
07-01-2023 17:15:58.408891,"(21.0, 34.0, 32.44444444444444)","(31.0, 99999, 99990)","(19.0, 26.0, 25.205882352941178)","(11.0, 13.5, 13.046875)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 28.0, 27.6)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 210.0, 323.1578947368421)","(2.7, 99999, 99990)"
