,Angelique,Bedaub,Excel Dor,Mishani Royale,Miss Joelene,Mixed Spice,Shes A Rogue,Tracys Spirit,Trifling
07-01-2023 13:10:24.861055,"(21.0, 38.0, 36.31578947368421)","(11.0, 14.0, 13.664893617021276)","(2.5, 2.86, 2.841825726141079)","(17.0, 18.5, 18.87735849056604)","(16.0, 20.0, 19.4375)","(101.0, 180.0, 177.77777777777777)","(3.6, 4.1, 4.032835820895523)","(5.5, 6.8, 6.657591623036649)","(31.0, 34.0, 31.74025974025974)"
07-01-2023 13:10:26.010824,"(21.0, 36.0, 35.578947368421055)","(11.0, 14.0, 13.646341463414634)","(2.5, 2.86, 2.8468055555555556)","(17.0, 19.5, 19.29245283018868)","(16.0, 19.5, 19.4375)","(101.0, 180.0, 177.77777777777777)","(3.6, 4.1, 4.044339622641509)","(5.5, 6.8, 6.62836879432624)","(31.0, 32.0, 31.74025974025974)"
07-01-2023 13:10:27.144147,"(21.0, 36.0, 35.542857142857144)","(11.0, 14.0, 13.516666666666667)","(2.5, 2.86, 2.8426285714285715)","(17.0, 19.5, 19.47972972972973)","(16.0, 19.5, 19.4375)","(101.0, 180.0, 177.77777777777777)","(3.6, 4.1, 4.046678635547576)","(5.5, 6.8, 6.627972027972028)","(31.0, 32.0, 31.74025974025974)"
07-01-2023 13:10:28.262552,"(21.0, 36.0, 35.57142857142857)","(11.0, 14.0, 13.516666666666667)","(2.5, 2.86, 2.8426285714285715)","(17.0, 19.5, 19.47972972972973)","(16.0, 19.5, 19.4375)","(101.0, 180.0, 177.33333333333331)","(3.6, 4.1, 4.049110320284697)","(5.5, 6.8, 6.669148936170212)","(31.0, 32.0, 32.083333333333336)"
07-01-2023 13:10:29.347821,"(21.0, 36.0, 35.368421052631575)","(11.0, 13.5, 13.487455197132617)","(2.5, 2.86, 2.841176470588235)","(17.0, 20.0, 19.571428571428573)","(16.0, 19.5, 19.4375)","(101.0, 180.0, 177.33333333333331)","(3.6, 4.1, 4.056835637480798)","(5.5, 6.8, 6.694623655913978)","(31.0, 34.0, 32.98039215686275)"
07-01-2023 13:10:30.481026,"(21.0, 36.0, 35.254901960784316)","(11.0, 13.5, 13.462585034013605)","(2.5, 2.86, 2.8521739130434782)","(17.0, 20.0, 19.545454545454547)","(16.0, 19.5, 19.4375)","(101.0, 180.0, 171.11111111111111)","(3.6, 4.1, 4.053303303303303)","(5.5, 6.8, 6.644295302013423)","(31.0, 34.0, 32.714285714285715)"
07-01-2023 13:10:31.598493,"(21.0, 36.0, 35.67088607594937)","(11.0, 13.5, 13.450331125827814)","(2.5, 2.86, 2.849772727272727)","(17.0, 20.0, 19.692307692307693)","(16.0, 19.5, 19.4375)","(101.0, 180.0, 164.34782608695653)","(3.6, 4.1, 4.057661290322581)","(5.5, 6.8, 6.643421052631578)","(31.0, 34.0, 32.90909090909091)"
07-01-2023 13:10:32.700556,"(21.0, 36.0, 35.73684210526316)","(11.0, 13.5, 13.462585034013605)","(2.5, 2.86, 2.844600938967136)","(17.0, 19.5, 19.4672131147541)","(16.0, 19.5, 19.867924528301888)","(101.0, 180.0, 168.0)","(3.6, 4.1, 4.053665283540802)","(5.5, 6.8, 6.64258064516129)","(31.0, 34.0, 33.03448275862069)"
07-01-2023 13:10:33.765878,"(21.0, 36.0, 35.629629629629626)","(11.0, 13.5, 13.39076923076923)","(2.5, 2.86, 2.8415593220338984)","(17.0, 19.5, 19.4672131147541)","(16.0, 20.0, 19.82608695652174)","(101.0, 180.0, 164.0)","(3.6, 4.1, 4.048164464023495)","(5.5, 6.8, 6.565697674418605)","(31.0, 34.0, 32.666666666666664)"
07-01-2023 13:10:34.842744,"(21.0, 36.0, 35.5945945945946)","(11.0, 13.5, 13.36687306501548)","(2.5, 2.88, 2.867694915254237)","(17.0, 19.5, 19.46875)","(16.0, 20.0, 19.82608695652174)","(101.0, 170.0, 164.0)","(3.6, 4.1, 4.05149136577708)","(5.5, 6.6, 6.56335403726708)","(31.0, 34.0, 32.666666666666664)"
07-01-2023 13:10:35.944116,"(21.0, 36.0, 35.5945945945946)","(11.0, 13.5, 13.36687306501548)","(2.5, 2.88, 2.867954545454545)","(17.0, 19.5, 19.764331210191084)","(16.0, 20.0, 19.844444444444445)","(101.0, 170.0, 176.92307692307693)","(3.6, 4.1, 4.05149136577708)","(5.5, 6.6, 6.5589123867069485)","(31.0, 34.0, 32.666666666666664)"
07-01-2023 13:10:37.079101,"(21.0, 36.0, 35.38775510204081)","(11.0, 13.5, 13.36687306501548)","(2.5, 2.88, 2.868169014084507)","(17.0, 20.0, 19.7248322147651)","(16.0, 20.0, 20.13888888888889)","(101.0, 180.0, 200.0)","(3.6, 4.1, 4.0396616541353385)","(5.5, 6.6, 6.543324250681199)","(31.0, 34.0, 32.666666666666664)"
07-01-2023 13:10:38.213648,"(21.0, 36.0, 34.80952380952381)","(11.0, 13.5, 13.363309352517986)","(2.5, 2.88, 2.8672693032015064)","(17.0, 20.0, 19.7248322147651)","(16.0, 21.0, 20.125)","(101.0, 210.0, 184.21052631578948)","(3.6, 4.1, 4.037411347517731)","(5.5, 6.6, 6.539522546419098)","(31.0, 34.0, 32.42857142857143)"
07-01-2023 13:10:39.340313,"(21.0, 36.0, 34.75555555555555)","(11.0, 13.5, 13.35820895522388)","(2.5, 2.88, 2.8672693032015064)","(17.0, 20.0, 19.7248322147651)","(16.0, 21.0, 20.125)","(101.0, 210.0, 184.21052631578948)","(3.6, 4.1, 4.037411347517731)","(5.5, 6.6, 6.539522546419098)","(31.0, 34.0, 32.42857142857143)"
07-01-2023 13:10:40.480124,"(21.0, 36.0, 34.75555555555555)","(11.0, 13.5, 13.30670926517572)","(2.5, 2.88, 2.8658350951374207)","(17.0, 20.0, 19.90948275862069)","(16.0, 20.0, 19.8875)","(101.0, 200.0, 188.0)","(3.6, 4.1, 4.033159722222222)","(5.5, 6.6, 6.509090909090909)","(31.0, 34.0, 32.166666666666664)"
07-01-2023 13:10:41.630337,"(21.0, 36.0, 34.75555555555555)","(11.0, 13.5, 13.308441558441558)","(2.5, 2.88, 2.8659354838709676)","(17.0, 21.0, 20.269565217391303)","(16.0, 20.0, 19.852272727272727)","(101.0, 200.0, 177.89473684210526)","(3.6, 4.1, 4.033159722222222)","(5.5, 6.6, 6.509090909090909)","(31.0, 34.0, 32.31578947368421)"
07-01-2023 13:10:42.763098,"(21.0, 36.0, 34.51851851851852)","(11.0, 13.5, 13.280674846625766)","(2.5, 2.9, 2.8869248291571754)","(17.0, 21.0, 20.425414364640883)","(16.0, 20.0, 19.82894736842105)","(101.0, 180.0, 168.23529411764707)","(3.6, 4.1, 4.032327586206897)","(5.5, 6.6, 6.490865384615384)","(31.0, 32.0, 31.642105263157895)"
07-01-2023 13:10:43.897009,"(21.0, 36.0, 34.5)","(11.0, 13.5, 13.278115501519757)","(2.5, 2.9, 2.8878242677824266)","(17.0, 21.0, 20.420765027322403)","(16.0, 20.0, 19.82894736842105)","(101.0, 180.0, 168.23529411764707)","(3.6, 4.1, 4.033234859675037)","(5.5, 6.6, 6.489311163895487)","(31.0, 32.0, 31.642105263157895)"
07-01-2023 13:10:44.992203,"(26.0, 36.0, 34.5)","(11.0, 13.5, 13.278115501519757)","(2.6, 2.9, 2.8906339468302655)","(17.0, 21.0, 20.401041666666668)","(16.0, 20.0, 19.82894736842105)","(101.0, 180.0, 166.66666666666666)","(3.6, 4.1, 4.0286284953395475)","(5.5, 6.6, 6.4896)","(26.0, 32.0, 31.642105263157895)"
07-01-2023 13:10:46.095626,"(26.0, 36.0, 34.49122807017544)","(11.0, 13.5, 13.278115501519757)","(2.6, 2.9, 2.8906339468302655)","(17.0, 21.0, 20.47517730496454)","(16.0, 20.0, 19.717391304347824)","(101.0, 180.0, 161.8181818181818)","(3.6, 4.1, 3.99645390070922)","(5.5, 6.6, 6.578571428571428)","(26.0, 32.0, 31.82278481012658)"
07-01-2023 13:10:47.214927,"(26.0, 36.0, 34.73913043478261)","(11.0, 13.5, 13.271604938271604)","(2.6, 2.92, 2.8859872611464965)","(17.0, 21.0, 20.53614457831325)","(16.0, 20.0, 19.804347826086957)","(101.0, 170.0, 158.75)","(3.6, 4.0, 3.93974609375)","(5.5, 6.6, 6.635374149659864)","(26.0, 32.0, 31.6)"
07-01-2023 13:10:48.346168,"(26.0, 36.0, 34.34285714285714)","(11.0, 13.5, 13.241860465116279)","(2.6, 2.88, 2.8740127388535033)","(17.0, 21.0, 20.53614457831325)","(16.0, 20.0, 19.455882352941178)","(101.0, 170.0, 176.36363636363637)","(3.6, 3.95, 3.9426506024096386)","(5.5, 6.8, 6.683116883116883)","(26.0, 32.0, 31.589041095890412)"
07-01-2023 13:10:49.480744,"(26.0, 36.0, 34.294117647058826)","(11.0, 13.5, 13.273469387755101)","(2.6, 2.9, 2.8901408450704222)","(17.0, 21.0, 20.53048780487805)","(16.0, 19.5, 19.455882352941178)","(101.0, 220.0, 178.0)","(3.6, 3.95, 3.9426506024096386)","(5.5, 6.8, 6.663768115942029)","(26.0, 32.0, 31.558823529411764)"
07-01-2023 13:10:50.660748,"(26.0, 36.0, 34.87378640776699)","(11.0, 13.5, 13.26875)","(2.6, 2.9, 2.8860103626943006)","(17.0, 21.0, 20.396825396825395)","(16.0, 19.5, 19.38235294117647)","(101.0, 210.0, 173.0769230769231)","(3.6, 3.95, 3.9426506024096386)","(5.5, 6.8, 6.691525423728813)","(26.0, 32.0, 31.558823529411764)"
07-01-2023 13:10:51.904774,"(26.0, 36.0, 34.90566037735849)","(11.0, 13.5, 13.575892857142858)","(2.6, 2.92, 2.912)","(17.0, 21.0, 20.24)","(16.0, 19.5, 19.333333333333332)","(101.0, 210.0, 197.14285714285714)","(3.6, 3.95, 3.9088)","(5.5, 6.8, 6.410227272727273)","(26.0, 32.0, 31.5)"
07-01-2023 13:10:53.102037,"(26.0, 34.0, 33.51578947368421)","(11.0, 14.0, 13.59051724137931)","(2.6, 2.92, 2.912)","(17.0, 21.0, 20.27777777777778)","(16.0, 19.5, 19.214285714285715)","(101.0, 200.0, 195.0)","(3.6, 3.95, 3.8936310395314786)","(5.5, 6.6, 6.360099750623442)","(26.0, 32.0, 32.84848484848485)"
07-01-2023 13:10:54.313836,"(26.0, 34.0, 33.51578947368421)","(11.0, 14.0, 13.705882352941176)","(2.6, 2.94, 2.9135689045936397)","(17.0, 21.0, 20.27777777777778)","(16.0, 19.5, 19.192307692307693)","(101.0, 200.0, 200.0)","(3.6, 3.9, 3.8936310395314786)","(5.5, 6.4, 6.362441314553991)","(26.0, 34.0, 32.25)"
07-01-2023 13:10:55.478544,"(26.0, 34.0, 33.51578947368421)","(11.0, 14.0, 13.705882352941176)","(2.6, 2.94, 2.919465240641711)","(17.0, 21.0, 20.32967032967033)","(16.0, 19.5, 19.357142857142858)","(101.0, 210.0, 200.0)","(3.6, 3.9, 3.882275132275132)","(5.5, 6.4, 6.351598173515982)","(26.0, 34.0, 32.25)"
07-01-2023 13:10:56.644533,"(26.0, 34.0, 33.42574257425743)","(11.0, 14.0, 13.726027397260275)","(2.6, 2.94, 2.923316582914573)","(17.0, 21.0, 20.322222222222223)","(16.0, 19.5, 19.3)","(101.0, 210.0, 200.0)","(3.6, 3.9, 3.8755301794453505)","(5.5, 6.4, 6.333333333333334)","(26.0, 34.0, 32.25)"
07-01-2023 13:10:57.778644,"(26.0, 34.0, 33.42574257425743)","(11.0, 14.0, 13.726027397260275)","(2.6, 2.94, 2.9299056603773583)","(17.0, 21.0, 20.298969072164947)","(16.0, 19.5, 19.3)","(101.0, 210.0, 200.0)","(3.6, 3.9, 3.845833333333333)","(5.5, 6.4, 6.3239024390243905)","(26.0, 34.0, 32.5)"
07-01-2023 13:10:58.881654,"(26.0, 34.0, 33.23684210526316)","(11.0, 14.0, 13.726027397260275)","(2.6, 2.94, 2.9299056603773583)","(17.0, 21.0, 20.298969072164947)","(16.0, 19.5, 19.3)","(101.0, 210.0, 200.0)","(3.6, 3.85, 3.8714513556618817)","(5.5, 6.4, 6.3239024390243905)","(26.0, 34.0, 32.5)"
07-01-2023 13:10:59.984595,"(26.0, 34.0, 33.139240506329116)","(11.0, 14.0, 13.694656488549619)","(2.6, 2.96, 2.951111111111111)","(17.0, 21.0, 20.298969072164947)","(16.0, 19.5, 19.3)","(101.0, 210.0, 200.0)","(3.6, 3.9, 3.857051282051282)","(5.5, 6.4, 6.312389380530973)","(26.0, 34.0, 32.5)"
07-01-2023 13:11:01.118368,"(26.0, 34.0, 33.139240506329116)","(11.0, 14.0, 13.746376811594203)","(2.6, 2.96, 2.9572649572649574)","(17.0, 21.0, 20.298969072164947)","(16.0, 19.5, 19.3)","(101.0, 210.0, 205.71428571428572)","(3.6, 3.9, 3.8672)","(5.5, 6.4, 6.312219451371571)","(26.0, 34.0, 32.5)"
07-01-2023 13:11:02.251039,"(26.0, 34.0, 33.139240506329116)","(11.0, 14.0, 13.725165562913908)","(2.6, 2.96, 2.95705069124424)","(17.0, 21.0, 20.244444444444444)","(16.0, 19.5, 19.3)","(101.0, 210.0, 205.71428571428572)","(3.6, 3.9, 3.8546428571428573)","(5.5, 6.4, 6.311557788944724)","(26.0, 34.0, 32.5)"
07-01-2023 13:11:03.370794,"(21.0, 34.0, 32.78688524590164)","(11.0, 13.5, 13.450909090909091)","(2.6, 2.96, 2.9573553719008263)","(17.0, 21.0, 20.244444444444444)","(16.0, 19.5, 19.3)","(101.0, 210.0, 205.71428571428572)","(3.6, 3.9, 3.854669260700389)","(5.5, 6.4, 6.299346405228759)","(26.0, 34.0, 32.35294117647059)"
07-01-2023 13:11:04.473656,"(21.0, 34.0, 32.75)","(11.0, 13.5, 13.462395543175488)","(2.6, 2.98, 2.955741935483871)","(17.0, 21.0, 20.197674418604652)","(16.0, 19.5, 19.3)","(101.0, 210.0, 205.71428571428572)","(3.6, 3.9, 3.8627868852459017)","(5.5, 6.4, 6.374040219378428)","(26.0, 34.0, 32.38297872340426)"
07-01-2023 13:11:05.592129,"(21.0, 34.0, 32.58620689655172)","(11.0, 13.5, 13.461206896551724)","(2.6, 2.96, 2.947625)","(17.0, 21.0, 20.040816326530614)","(16.0, 19.5, 19.24468085106383)","(101.0, 210.0, 205.71428571428572)","(3.6, 3.9, 3.8646757679180888)","(5.5, 6.4, 6.4373015873015875)","(26.0, 34.0, 32.13333333333333)"
07-01-2023 13:11:06.677864,"(21.0, 34.0, 32.58620689655172)","(11.0, 13.5, 13.465732087227414)","(2.6, 2.98, 2.9673482428115014)","(17.0, 21.0, 20.040816326530614)","(16.0, 19.5, 19.2)","(101.0, 210.0, 202.5)","(3.6, 3.9, 3.8855392156862747)","(5.5, 6.6, 6.438683127572017)","(31.0, 34.0, 31.647058823529413)"
07-01-2023 13:11:07.798142,"(21.0, 34.0, 32.48148148148148)","(11.0, 13.5, 13.428152492668621)","(2.6, 2.98, 2.970610079575597)","(17.0, 21.0, 20.040816326530614)","(16.0, 19.5, 19.2)","(101.0, 210.0, 202.5)","(3.6, 3.9, 3.8855392156862747)","(5.5, 6.6, 6.447470817120623)","(31.0, 32.0, 31.534246575342465)"
07-01-2023 13:11:08.913744,"(21.0, 32.0, 31.928571428571427)","(11.0, 13.5, 13.46474358974359)","(2.6, 2.98, 2.970534759358289)","(17.0, 21.0, 20.431137724550897)","(16.0, 19.0, 18.9625)","(101.0, 210.0, 190.9090909090909)","(3.6, 3.9, 3.8969791666666667)","(5.5, 6.6, 6.465020576131687)","(31.0, 32.0, 31.534246575342465)"
07-01-2023 13:11:10.032704,"(21.0, 34.0, 32.698412698412696)","(11.0, 13.5, 13.478547854785479)","(2.6, 2.98, 2.968993710691824)","(17.0, 21.0, 20.431137724550897)","(16.0, 19.0, 18.9625)","(101.0, 200.0, 190.9090909090909)","(3.6, 3.9, 3.8969791666666667)","(5.5, 6.6, 6.462330623306233)","(31.0, 32.0, 31.534246575342465)"
07-01-2023 13:11:11.132980,"(21.0, 34.0, 32.698412698412696)","(11.0, 13.5, 13.477891156462585)","(2.6, 2.96, 2.959032258064516)","(17.0, 21.0, 20.431137724550897)","(16.0, 18.5, 18.427461139896373)","(101.0, 200.0, 190.9090909090909)","(3.6, 3.9, 3.8921414538310413)","(5.5, 6.6, 6.462330623306233)","(31.0, 32.0, 31.534246575342465)"
07-01-2023 13:11:12.235997,"(21.0, 34.0, 32.698412698412696)","(11.0, 13.5, 13.479522184300341)","(2.6, 2.96, 2.9539920948616603)","(17.0, 21.0, 20.413793103448278)","(16.0, 18.5, 18.934640522875817)","(101.0, 210.0, 195.88235294117646)","(3.6, 3.95, 3.900992438563327)","(5.5, 6.6, 6.462330623306233)","(31.0, 32.0, 32.10526315789474)"
07-01-2023 13:11:13.387955,"(21.0, 34.0, 32.698412698412696)","(11.0, 13.5, 13.395390070921986)","(2.6, 2.96, 2.9504784688995214)","(17.0, 21.0, 20.413793103448278)","(16.0, 19.0, 18.908045977011493)","(101.0, 210.0, 195.88235294117646)","(3.6, 3.95, 3.9064502875924405)","(5.5, 6.6, 6.393927125506073)","(31.0, 34.0, 33.009009009009006)"
07-01-2023 13:11:14.534455,"(21.0, 34.0, 32.292682926829265)","(11.0, 13.5, 13.395390070921986)","(2.6, 2.96, 2.9504784688995214)","(17.0, 21.0, 20.413793103448278)","(16.0, 19.0, 18.908045977011493)","(101.0, 210.0, 195.88235294117646)","(3.6, 3.95, 3.9094249201277953)","(5.5, 6.4, 6.3845857418111756)","(31.0, 34.0, 33.009009009009006)"
07-01-2023 13:11:15.746111,"(21.0, 34.0, 32.292682926829265)","(11.0, 13.5, 13.385813148788927)","(2.6, 2.96, 2.9521140142517814)","(17.0, 21.0, 20.413793103448278)","(16.0, 19.0, 18.908045977011493)","(101.0, 210.0, 195.88235294117646)","(3.6, 3.95, 3.9082690659811483)","(5.5, 6.4, 6.3845857418111756)","(31.0, 34.0, 33.009009009009006)"
07-01-2023 13:11:16.881903,"(21.0, 34.0, 32.292682926829265)","(11.0, 13.5, 13.463829787234042)","(2.6, 2.96, 2.951056338028169)","(17.0, 21.0, 20.529411764705884)","(16.0, 19.0, 18.906976744186046)","(101.0, 210.0, 188.0)","(3.6, 3.95, 3.9080534022394486)","(5.5, 6.4, 6.3845857418111756)","(31.0, 34.0, 32.9622641509434)"
07-01-2023 13:11:17.997422,"(21.0, 34.0, 32.95652173913044)","(11.0, 13.5, 13.463829787234042)","(2.6, 2.96, 2.951056338028169)","(17.0, 21.0, 20.529411764705884)","(16.0, 19.0, 18.906976744186046)","(101.0, 200.0, 180.0)","(3.6, 3.95, 3.9093273542600895)","(5.5, 6.4, 6.386178861788618)","(31.0, 34.0, 32.83870967741935)"
07-01-2023 13:11:19.099535,"(21.0, 34.0, 32.95652173913044)","(11.0, 13.5, 13.49438202247191)","(2.6, 2.96, 2.955027624309392)","(17.0, 21.0, 20.587155963302752)","(16.0, 19.0, 18.804123711340207)","(101.0, 200.0, 183.33333333333334)","(3.6, 3.95, 3.9095394736842106)","(5.5, 6.4, 6.347307692307693)","(26.0, 34.0, 32.83870967741935)"
07-01-2023 13:11:20.210912,"(21.0, 34.0, 32.95652173913044)","(11.0, 14.0, 13.630281690140846)","(2.6, 2.96, 2.95247311827957)","(17.0, 21.0, 20.612068965517242)","(16.0, 19.0, 18.804123711340207)","(101.0, 200.0, 183.33333333333334)","(3.6, 3.95, 3.911524334251607)","(5.5, 6.4, 6.347307692307693)","(26.0, 34.0, 32.83870967741935)"
07-01-2023 13:11:21.319739,"(21.0, 34.0, 32.95652173913044)","(11.0, 14.0, 13.715447154471544)","(2.6, 2.96, 2.949855072463768)","(17.0, 21.0, 20.612068965517242)","(16.0, 19.0, 18.804123711340207)","(101.0, 200.0, 183.33333333333334)","(3.6, 3.95, 3.914638971315529)","(5.5, 6.4, 6.343469785575049)","(26.0, 34.0, 32.81318681318681)"
07-01-2023 13:11:22.466794,"(21.0, 34.0, 32.95652173913044)","(11.0, 14.0, 13.715447154471544)","(2.6, 2.96, 2.9171117166212532)","(17.0, 21.0, 20.36521739130435)","(16.0, 19.0, 18.804123711340207)","(101.0, 200.0, 183.33333333333334)","(3.6, 3.95, 3.913646170442287)","(5.5, 6.4, 6.343137254901961)","(31.0, 34.0, 32.81318681318681)"
07-01-2023 13:11:23.589942,"(21.0, 34.0, 32.950819672131146)","(11.0, 14.0, 13.716981132075471)","(2.6, 2.9, 2.891444141689373)","(17.0, 21.0, 20.36521739130435)","(16.0, 19.0, 18.811764705882354)","(101.0, 200.0, 186.0)","(3.6, 3.95, 3.945392491467577)","(5.5, 6.4, 6.364044943820225)","(31.0, 34.0, 32.88659793814433)"
07-01-2023 13:11:24.719478,"(21.0, 34.0, 32.950819672131146)","(11.0, 14.0, 13.707446808510639)","(2.6, 2.94, 2.917176470588235)","(17.0, 21.0, 20.34426229508197)","(16.0, 19.0, 19.04054054054054)","(101.0, 190.0, 195.0)","(3.6, 3.95, 3.941769911504425)","(5.5, 6.4, 6.348063781321184)","(31.0, 34.0, 32.88659793814433)"
07-01-2023 13:11:25.820671,"(21.0, 34.0, 32.87719298245614)","(11.0, 14.0, 13.703504043126685)","(2.6, 2.94, 2.9436893203883496)","(17.0, 21.0, 20.34426229508197)","(16.0, 19.5, 19.1864406779661)","(101.0, 200.0, 195.0)","(3.6, 3.95, 3.9645974781765276)","(5.5, 6.4, 6.350649350649351)","(31.0, 34.0, 32.88659793814433)"
07-01-2023 13:11:26.923202,"(21.0, 34.0, 32.87719298245614)","(11.0, 14.0, 13.703504043126685)","(2.6, 2.96, 2.9436893203883496)","(17.0, 21.0, 20.310344827586206)","(16.0, 19.5, 18.92105263157895)","(101.0, 200.0, 195.0)","(3.6, 4.0, 3.9434724091520863)","(5.5, 6.4, 6.350649350649351)","(31.0, 34.0, 32.88659793814433)"
07-01-2023 13:11:28.024757,"(21.0, 34.0, 32.94214876033058)","(11.0, 14.0, 13.680232558139535)","(2.6, 2.96, 2.9465359477124182)","(17.0, 21.0, 20.34426229508197)","(16.0, 19.0, 19.182692307692307)","(101.0, 200.0, 195.0)","(3.6, 3.95, 3.9394077448747153)","(5.5, 6.4, 6.389978213507625)","(31.0, 34.0, 32.88659793814433)"
07-01-2023 13:11:29.095948,"(21.0, 34.0, 32.94214876033058)","(11.0, 14.0, 13.680232558139535)","(2.6, 2.92, 2.9101204819277107)","(17.0, 21.0, 20.34426229508197)","(16.0, 19.5, 19.179611650485437)","(101.0, 200.0, 193.33333333333334)","(3.6, 3.95, 3.9406250000000003)","(5.5, 6.6, 6.396981132075472)","(31.0, 34.0, 32.71666666666667)"
07-01-2023 13:11:30.155926,"(21.0, 34.0, 32.35897435897436)","(11.0, 14.0, 13.7491961414791)","(2.6, 2.92, 2.9101204819277107)","(17.0, 21.0, 20.34426229508197)","(16.0, 19.5, 19.323529411764707)","(101.0, 200.0, 185.0)","(3.6, 3.95, 3.9496402877697845)","(5.5, 6.4, 6.3947761194029855)","(31.0, 34.0, 32.71666666666667)"
07-01-2023 13:11:31.272488,"(21.0, 34.0, 32.157575757575756)","(11.0, 14.0, 13.697604790419161)","(2.6, 2.92, 2.9034615384615385)","(17.0, 21.0, 20.389312977099237)","(16.0, 19.5, 19.1)","(101.0, 200.0, 152.30769230769232)","(3.6, 3.95, 3.957396449704142)","(5.5, 6.4, 6.3947761194029855)","(31.0, 34.0, 32.71666666666667)"
07-01-2023 13:11:32.358020,"(21.0, 34.0, 32.157575757575756)","(11.0, 14.0, 13.644366197183098)","(2.6, 2.92, 2.9034615384615385)","(17.0, 21.0, 20.389312977099237)","(16.0, 19.5, 19.013761467889907)","(101.0, 180.0, 150.0)","(3.6, 4.0, 3.957826086956522)","(5.5, 6.4, 6.351032448377581)","(31.0, 34.0, 32.71666666666667)"
07-01-2023 13:11:33.474997,"(21.0, 34.0, 32.888888888888886)","(11.0, 14.0, 13.641843971631205)","(2.6, 2.92, 2.9)","(17.0, 21.0, 20.365079365079364)","(16.0, 19.5, 19.013761467889907)","(101.0, 180.0, 157.5)","(3.6, 4.0, 3.9357585139318885)","(5.5, 6.4, 6.351032448377581)","(31.0, 34.0, 32.71666666666667)"
07-01-2023 13:11:34.576828,"(21.0, 34.0, 32.17142857142857)","(11.0, 14.0, 13.678125)","(2.6, 2.9, 2.8830396475770925)","(17.0, 21.0, 20.365079365079364)","(16.0, 19.5, 19.013761467889907)","(101.0, 170.0, 154.0)","(3.6, 3.95, 3.9824146981627297)","(5.5, 6.4, 6.324909747292419)","(31.0, 34.0, 32.71666666666667)"
07-01-2023 13:11:35.662660,"(21.0, 34.0, 32.54545454545455)","(11.0, 14.0, 13.663194444444445)","(2.6, 2.86, 2.8576436781609194)","(17.0, 21.0, 20.365079365079364)","(16.0, 19.5, 18.926470588235293)","(101.0, 170.0, 157.3684210526316)","(3.6, 4.0, 3.9824723247232474)","(5.5, 6.4, 6.477011494252873)","(31.0, 34.0, 32.682539682539684)"
07-01-2023 13:11:36.748529,"(21.0, 36.0, 34.10909090909091)","(11.0, 14.0, 13.76923076923077)","(2.6, 2.86, 2.8572847682119202)","(17.0, 21.0, 20.30952380952381)","(16.0, 19.0, 18.926470588235293)","(101.0, 170.0, 157.3684210526316)","(3.6, 4.0, 3.982918149466192)","(5.5, 6.6, 6.49537037037037)","(31.0, 34.0, 32.682539682539684)"
07-01-2023 13:11:37.819781,"(21.0, 34.0, 32.506024096385545)","(11.0, 14.0, 13.76923076923077)","(2.6, 2.88, 2.86521327014218)","(17.0, 21.0, 20.293233082706767)","(16.0, 19.0, 18.926470588235293)","(101.0, 170.0, 158.33333333333334)","(3.6, 4.0, 3.9825242718446603)","(5.5, 6.6, 6.491919191919192)","(31.0, 34.0, 32.682539682539684)"
07-01-2023 13:11:38.873579,"(21.0, 34.0, 32.35294117647059)","(11.0, 14.0, 13.78969957081545)","(2.6, 2.88, 2.865839416058394)","(17.0, 21.0, 20.293233082706767)","(16.0, 19.0, 18.995726495726498)","(101.0, 160.0, 155.0)","(3.6, 4.0, 3.9820672478206727)","(5.5, 6.6, 6.489876543209877)","(31.0, 34.0, 32.682539682539684)"
07-01-2023 13:11:39.911175,"(21.0, 34.0, 32.35294117647059)","(11.0, 14.0, 13.79475982532751)","(2.6, 2.88, 2.8688095238095235)","(17.0, 21.0, 19.954545454545453)","(16.0, 19.5, 19.020325203252032)","(101.0, 160.0, 155.0)","(3.6, 4.0, 3.975665680473373)","(5.5, 6.6, 6.4874172185430465)","(31.0, 34.0, 32.682539682539684)"
07-01-2023 13:11:40.935030,"(21.0, 34.0, 32.31325301204819)","(11.0, 14.0, 13.782222222222222)","(2.6, 2.9, 2.86894495412844)","(17.0, 21.0, 19.954545454545453)","(16.0, 19.5, 19.020325203252032)","(101.0, 160.0, 155.0)","(3.6, 4.0, 3.975665680473373)","(5.5, 6.6, 6.4874172185430465)","(31.0, 34.0, 32.682539682539684)"
07-01-2023 13:11:42.052338,"(21.0, 34.0, 32.31325301204819)","(11.0, 14.0, 13.606896551724137)","(2.6, 2.9, 2.884653937947494)","(17.0, 20.0, 19.632183908045977)","(16.0, 19.5, 19.34351145038168)","(101.0, 160.0, 147.5)","(3.6, 4.0, 3.968957345971564)","(5.5, 6.6, 6.483473389355742)","(31.0, 34.0, 32.63934426229508)"
07-01-2023 13:11:43.154585,"(21.0, 34.0, 32.16216216216216)","(11.0, 14.0, 13.606896551724137)","(2.6, 2.9, 2.884653937947494)","(17.0, 20.0, 19.632183908045977)","(16.0, 19.5, 19.34351145038168)","(101.0, 150.0, 147.5)","(3.6, 4.0, 3.968957345971564)","(5.5, 6.6, 6.483473389355742)","(31.0, 34.0, 32.63934426229508)"
