,Narito,Aspen Chase,The Great Houdini,Smokeshow,Compassionate,Passeggiata
07-01-2023 12:20:17.567917,"(4.8, 5.8, 5.739285714285714)","(10.0, 13.0, 12.14516129032258)","(4.4, 5.6, 5.592307692307692)","(10.0, 12.0, 11.804878048780488)","(18.0, 23.0, 22.75)","(2.15, 2.38, 2.3757246376811594)"
07-01-2023 12:20:18.581793,"(4.8, 5.8, 5.739285714285714)","(10.0, 13.0, 12.14516129032258)","(4.4, 5.6, 5.592307692307692)","(10.0, 12.0, 11.819875776397515)","(18.0, 23.0, 22.75)","(2.15, 2.38, 2.3757246376811594)"
07-01-2023 12:20:19.585846,"(4.8, 5.8, 5.7622641509433965)","(10.0, 13.0, 12.273972602739725)","(4.4, 5.6, 5.592307692307692)","(10.0, 12.0, 11.819875776397515)","(18.0, 23.0, 22.75)","(2.15, 2.38, 2.378869565217391)"
07-01-2023 12:20:20.617823,"(4.8, 5.8, 5.7622641509433965)","(10.0, 13.0, 12.273972602739725)","(4.4, 5.6, 5.542857142857143)","(10.0, 12.0, 11.47970479704797)","(18.0, 23.0, 20.894736842105264)","(2.15, 2.38, 2.3869268292682926)"
07-01-2023 12:20:21.489037,"(4.8, 5.8, 5.743421052631579)","(10.0, 12.5, 12.333333333333334)","(4.4, 5.6, 5.542857142857143)","(10.0, 11.5, 11.47970479704797)","(18.0, 21.0, 20.894736842105264)","(2.15, 2.4, 2.3869268292682926)"
07-01-2023 12:20:22.408403,"(4.8, 5.8, 5.743421052631579)","(10.0, 12.5, 12.333333333333334)","(4.4, 5.6, 5.542857142857143)","(10.0, 11.5, 11.47970479704797)","(18.0, 21.0, 20.894736842105264)","(2.15, 2.4, 2.3869268292682926)"
07-01-2023 12:20:23.403139,"(4.8, 5.9, 5.772164948453608)","(10.0, 13.0, 12.166666666666666)","(4.4, 5.6, 5.571929824561403)","(10.0, 12.0, 11.818840579710145)","(18.0, 23.0, 22.934782608695652)","(2.15, 2.4, 2.384375)"
07-01-2023 12:20:24.343226,"(4.8, 5.9, 5.772164948453608)","(10.0, 13.0, 12.0625)","(4.4, 5.6, 5.571929824561403)","(10.0, 12.0, 11.818840579710145)","(18.0, 23.0, 22.933333333333334)","(2.15, 2.4, 2.384262295081967)"
07-01-2023 12:20:25.340850,"(4.8, 5.9, 5.792982456140352)","(10.0, 13.0, 12.075)","(4.4, 5.6, 5.581333333333333)","(10.0, 12.0, 11.821818181818182)","(18.0, 23.0, 22.933333333333334)","(2.15, 2.4, 2.384262295081967)"
07-01-2023 12:20:26.381548,"(4.8, 5.9, 5.792982456140352)","(10.0, 13.0, 12.075)","(4.4, 5.6, 5.578947368421052)","(10.0, 12.0, 11.861313868613138)","(18.0, 23.0, 22.933333333333334)","(2.15, 2.4, 2.384262295081967)"
07-01-2023 12:20:27.389182,"(4.8, 5.9, 5.792982456140352)","(10.0, 13.0, 12.075)","(4.4, 5.6, 5.594285714285714)","(10.0, 12.0, 11.842857142857143)","(18.0, 23.0, 24.88888888888889)","(2.15, 2.4, 2.3930685920577615)"
07-01-2023 12:20:28.389428,"(4.8, 5.9, 5.780851063829788)","(10.0, 13.0, 12.078947368421053)","(4.4, 5.6, 5.594285714285714)","(10.0, 12.0, 11.845070422535212)","(18.0, 25.0, 24.48979591836735)","(2.15, 2.4, 2.3919471947194717)"
07-01-2023 12:20:29.400572,"(4.8, 5.9, 5.780851063829788)","(10.0, 13.0, 12.23913043478261)","(4.4, 5.6, 5.594285714285714)","(10.0, 12.0, 11.837037037037037)","(18.0, 25.0, 24.456521739130434)","(2.15, 2.4, 2.3860357142857143)"
07-01-2023 12:20:30.393517,"(4.8, 5.9, 5.846666666666667)","(10.0, 13.0, 12.23913043478261)","(4.4, 5.6, 5.593846153846154)","(10.0, 12.0, 11.491304347826087)","(18.0, 25.0, 20.958333333333332)","(2.15, 2.42, 2.401186943620178)"
07-01-2023 12:20:31.273828,"(4.8, 5.8, 5.780487804878049)","(10.0, 12.5, 12.392857142857142)","(4.4, 5.5, 5.488732394366197)","(10.0, 11.5, 11.491416309012875)","(18.0, 21.0, 20.958333333333332)","(2.15, 2.42, 2.3885882352941175)"
07-01-2023 12:20:32.222100,"(4.8, 5.9, 5.878181818181819)","(10.0, 13.0, 12.459183673469388)","(4.4, 5.6, 5.486)","(10.0, 12.0, 11.487068965517242)","(18.0, 23.0, 20.933333333333334)","(2.1, 2.4, 2.38484375)"
07-01-2023 12:20:33.317052,"(4.8, 5.9, 5.881818181818182)","(10.0, 12.5, 12.441176470588236)","(4.4, 5.5, 5.476785714285715)","(10.0, 11.5, 11.48917748917749)","(18.0, 21.0, 20.928571428571427)","(2.1, 2.4, 2.385684210526316)"
07-01-2023 12:20:34.352801,"(4.8, 5.9, 5.879245283018868)","(10.0, 12.5, 12.443181818181818)","(4.4, 5.5, 5.493373493975904)","(10.0, 11.5, 11.48917748917749)","(18.0, 21.0, 20.928571428571427)","(2.1, 2.4, 2.38421875)"
07-01-2023 12:20:35.248769,"(4.8, 5.9, 5.879245283018868)","(10.0, 12.5, 12.443181818181818)","(4.4, 5.5, 5.493373493975904)","(10.0, 11.5, 11.48917748917749)","(18.0, 21.0, 20.928571428571427)","(2.1, 2.4, 2.38421875)"
07-01-2023 12:20:36.289248,"(4.8, 5.9, 5.879245283018868)","(10.0, 12.5, 12.443181818181818)","(4.4, 5.5, 5.4837837837837835)","(10.0, 11.5, 11.48917748917749)","(18.0, 21.0, 20.928571428571427)","(2.1, 2.4, 2.38421875)"
07-01-2023 12:20:37.325615,"(4.8, 5.9, 5.879245283018868)","(10.0, 12.5, 12.443181818181818)","(4.4, 5.5, 5.475609756097561)","(10.0, 11.5, 11.774809160305344)","(18.0, 21.0, 20.804878048780488)","(2.1, 2.4, 2.3752681388012618)"
07-01-2023 12:20:38.368104,"(4.8, 5.9, 5.83030303030303)","(10.0, 12.5, 12.354166666666666)","(4.4, 5.5, 5.474093264248705)","(10.0, 12.0, 11.784883720930232)","(18.0, 21.0, 20.433333333333334)","(2.1, 2.38, 2.372191435768262)"
07-01-2023 12:20:39.273577,"(4.8, 5.9, 5.848091603053435)","(10.0, 12.5, 12.266129032258064)","(4.4, 5.5, 5.465898617511521)","(10.0, 12.0, 11.784883720930232)","(18.0, 21.0, 20.65)","(2.1, 2.38, 2.373705583756345)"
07-01-2023 12:20:40.197941,"(4.8, 5.9, 5.879338842975207)","(10.0, 12.5, 12.162162162162161)","(4.4, 5.5, 5.473846153846154)","(10.0, 12.0, 11.787878787878787)","(18.0, 21.0, 20.7375)","(2.1, 2.38, 2.373705583756345)"
07-01-2023 12:20:41.191618,"(4.8, 5.9, 5.879338842975207)","(10.0, 12.5, 12.162162162162161)","(4.4, 5.5, 5.473846153846154)","(10.0, 12.0, 11.787878787878787)","(18.0, 21.0, 20.7375)","(2.1, 2.38, 2.373297297297297)"
07-01-2023 12:20:42.198317,"(4.8, 5.9, 5.879338842975207)","(10.0, 12.5, 12.17142857142857)","(4.4, 5.5, 5.473846153846154)","(10.0, 12.0, 11.788990825688073)","(18.0, 21.0, 20.944444444444443)","(2.1, 2.38, 2.3777966101694914)"
07-01-2023 12:20:43.160640,"(4.8, 6.0, 5.923728813559322)","(10.0, 12.0, 11.984126984126984)","(4.4, 5.6, 5.508955223880597)","(10.0, 12.0, 11.788461538461538)","(18.0, 21.0, 20.83)","(2.1, 2.38, 2.3713868613138684)"
07-01-2023 12:20:44.105638,"(4.8, 6.0, 5.927927927927928)","(10.0, 12.5, 12.25438596491228)","(4.4, 5.5, 5.491428571428571)","(10.0, 12.0, 11.788461538461538)","(18.0, 23.0, 20.0)","(2.1, 2.38, 2.3687640449438203)"
07-01-2023 12:20:45.130456,"(4.8, 6.0, 5.927927927927928)","(10.0, 12.5, 12.455555555555556)","(4.4, 5.5, 5.582)","(10.0, 12.0, 11.56)","(18.0, 21.0, 22.555555555555557)","(2.1, 2.38, 2.366927374301676)"
07-01-2023 12:20:46.103842,"(4.8, 6.0, 5.923076923076923)","(10.0, 13.0, 12.259036144578314)","(4.4, 5.7, 5.582)","(10.0, 12.0, 11.56)","(18.0, 23.0, 22.555555555555557)","(2.1, 2.38, 2.366927374301676)"
07-01-2023 12:20:46.996876,"(4.8, 6.0, 5.923076923076923)","(10.0, 13.0, 12.798360655737705)","(4.4, 5.7, 5.601666666666667)","(10.0, 12.0, 11.56)","(18.0, 21.0, 20.990654205607477)","(2.1, 2.38, 2.366927374301676)"
07-01-2023 12:20:47.939043,"(4.8, 6.0, 5.923076923076923)","(10.0, 13.0, 12.83009708737864)","(4.4, 5.7, 5.617365269461078)","(10.0, 12.0, 11.84115523465704)","(18.0, 21.0, 20.990654205607477)","(2.1, 2.38, 2.365731707317073)"
07-01-2023 12:20:48.954903,"(4.8, 6.0, 5.975342465753425)","(10.0, 13.0, 12.821543408360128)","(4.4, 5.7, 5.519607843137255)","(10.0, 12.0, 11.847222222222221)","(18.0, 21.0, 20.990654205607477)","(2.1, 2.38, 2.366178010471204)"
07-01-2023 12:20:49.932759,"(4.8, 6.0, 5.975342465753425)","(10.0, 13.0, 12.821543408360128)","(4.4, 5.7, 5.519607843137255)","(10.0, 12.0, 11.847222222222221)","(18.0, 21.0, 20.990654205607477)","(2.1, 2.38, 2.366178010471204)"
07-01-2023 12:20:50.893204,"(4.8, 6.0, 5.975342465753425)","(10.0, 13.0, 12.821543408360128)","(4.4, 5.7, 5.519607843137255)","(10.0, 12.0, 11.847222222222221)","(18.0, 21.0, 20.990654205607477)","(2.1, 2.38, 2.368137931034483)"
07-01-2023 12:20:51.841594,"(4.8, 6.0, 5.98021978021978)","(10.0, 13.0, 12.821543408360128)","(4.4, 5.7, 5.519607843137255)","(10.0, 12.0, 11.847222222222221)","(18.0, 21.0, 20.990654205607477)","(2.1, 2.38, 2.368137931034483)"
07-01-2023 12:20:52.791337,"(4.8, 6.0, 5.98021978021978)","(10.0, 13.0, 12.821543408360128)","(4.4, 5.7, 5.519607843137255)","(10.0, 12.0, 11.847222222222221)","(18.0, 21.0, 20.990654205607477)","(2.1, 2.38, 2.3724227642276423)"
07-01-2023 12:20:53.773980,"(4.8, 6.0, 5.98021978021978)","(10.0, 13.0, 12.821543408360128)","(4.4, 5.7, 5.519607843137255)","(10.0, 12.0, 11.847222222222221)","(18.0, 21.0, 20.990654205607477)","(2.1, 2.4, 2.3759432624113472)"
07-01-2023 12:20:54.754690,"(4.8, 6.0, 5.98021978021978)","(10.0, 13.0, 12.821543408360128)","(4.4, 5.7, 5.519607843137255)","(10.0, 12.0, 11.847222222222221)","(18.0, 21.0, 20.990654205607477)","(2.1, 2.4, 2.3801637426900584)"
07-01-2023 12:20:55.740266,"(4.8, 6.0, 5.98021978021978)","(10.0, 13.0, 12.818627450980392)","(4.4, 5.7, 5.519607843137255)","(10.0, 12.0, 11.847222222222221)","(18.0, 21.0, 20.990654205607477)","(2.1, 2.4, 2.3801637426900584)"
07-01-2023 12:20:56.766023,"(4.8, 6.0, 5.98021978021978)","(10.0, 13.0, 12.818627450980392)","(4.4, 5.7, 5.5227272727272725)","(10.0, 12.0, 11.847222222222221)","(18.0, 21.0, 20.990654205607477)","(2.1, 2.4, 2.3801637426900584)"
07-01-2023 12:20:57.690017,"(4.8, 6.0, 5.98021978021978)","(10.0, 13.0, 12.818627450980392)","(4.4, 5.7, 5.5227272727272725)","(10.0, 12.0, 11.847222222222221)","(18.0, 21.0, 20.990654205607477)","(2.1, 2.4, 2.374852071005917)"
07-01-2023 12:20:58.638212,"(4.8, 6.0, 5.97906976744186)","(10.0, 13.0, 12.79326923076923)","(4.4, 5.7, 5.623636363636364)","(10.0, 12.0, 11.847222222222221)","(18.0, 21.0, 20.545454545454547)","(2.1, 2.4, 2.376959459459459)"
07-01-2023 12:20:59.626256,"(4.8, 6.0, 5.927272727272727)","(10.0, 12.5, 12.481132075471699)","(4.4, 5.6, 5.583240223463687)","(10.0, 12.0, 11.568627450980392)","(18.0, 23.0, 20.545454545454547)","(2.1, 2.38, 2.376959459459459)"
07-01-2023 12:21:00.589013,"(4.8, 6.0, 5.927272727272727)","(10.0, 12.5, 12.481132075471699)","(4.4, 5.6, 5.583240223463687)","(10.0, 12.0, 11.568627450980392)","(18.0, 23.0, 20.473684210526315)","(2.1, 2.38, 2.378254545454545)"
07-01-2023 12:21:01.514442,"(4.8, 6.0, 5.927272727272727)","(10.0, 12.5, 12.481132075471699)","(4.4, 5.6, 5.583240223463687)","(10.0, 12.0, 11.568627450980392)","(18.0, 23.0, 20.4)","(2.1, 2.38, 2.378254545454545)"
07-01-2023 12:21:02.483387,"(4.8, 6.0, 5.9150684931506845)","(10.0, 12.5, 12.451219512195122)","(4.4, 5.6, 5.554716981132075)","(10.0, 12.0, 11.916666666666666)","(18.0, 23.0, 20.72)","(2.1, 2.38, 2.3783211678832115)"
07-01-2023 12:21:03.500621,"(4.8, 6.0, 5.9150684931506845)","(10.0, 12.5, 12.451219512195122)","(4.4, 5.6, 5.52)","(10.0, 12.0, 11.916666666666666)","(18.0, 23.0, 20.72)","(2.1, 2.38, 2.3783211678832115)"
07-01-2023 12:21:04.555152,"(4.8, 6.0, 5.9150684931506845)","(10.0, 12.5, 12.451219512195122)","(4.4, 5.6, 5.52)","(10.0, 12.0, 11.916666666666666)","(18.0, 23.0, 20.72)","(2.1, 2.38, 2.3798006644518273)"
07-01-2023 12:21:05.516952,"(4.8, 6.0, 5.9150684931506845)","(10.0, 12.5, 12.451219512195122)","(4.4, 5.6, 5.52)","(10.0, 12.0, 11.916666666666666)","(18.0, 23.0, 21.8)","(2.1, 2.38, 2.3812844036697247)"
07-01-2023 12:21:06.494075,"(4.8, 5.9, 5.871186440677966)","(10.0, 12.0, 11.987220447284345)","(4.4, 5.5, 5.48)","(10.0, 12.0, 11.803030303030303)","(18.0, 21.0, 20.352941176470587)","(2.1, 2.4, 2.3844076433121018)"
07-01-2023 12:21:07.466402,"(4.8, 5.9, 5.8656250000000005)","(10.0, 12.0, 11.963949843260188)","(4.4, 5.5, 5.457303370786517)","(10.0, 12.0, 11.803030303030303)","(18.0, 21.0, 20.352941176470587)","(2.1, 2.4, 2.3844076433121018)"
07-01-2023 12:21:08.465700,"(4.8, 5.9, 5.8656250000000005)","(10.0, 12.0, 11.963949843260188)","(4.4, 5.5, 5.457303370786517)","(10.0, 12.0, 11.924242424242424)","(18.0, 21.0, 19.9)","(2.1, 2.4, 2.3846133333333333)"
07-01-2023 12:21:09.367098,"(4.8, 6.0, 5.873684210526315)","(10.0, 12.0, 11.980519480519481)","(4.4, 5.5, 5.478461538461539)","(10.0, 12.0, 11.924242424242424)","(18.0, 21.0, 19.9)","(2.1, 2.4, 2.381244167962675)"
07-01-2023 12:21:10.257625,"(4.8, 6.0, 5.9399999999999995)","(10.0, 12.0, 11.978964401294498)","(4.4, 5.5, 5.483495145631068)","(10.0, 12.0, 11.911764705882353)","(18.0, 21.0, 20.625)","(2.1, 2.4, 2.3803760683760684)"
07-01-2023 12:21:11.320331,"(4.8, 6.0, 5.9714285714285715)","(10.0, 12.0, 11.930232558139535)","(4.4, 5.5, 5.484705882352941)","(10.0, 12.0, 11.916666666666666)","(18.0, 21.0, 19.493055555555557)","(2.1, 2.4, 2.3779935275080906)"
07-01-2023 12:21:12.393528,"(4.8, 5.9, 5.8707317073170735)","(10.0, 13.0, 12.547169811320755)","(4.4, 5.5, 5.42972972972973)","(10.0, 12.0, 11.897727272727273)","(18.0, 19.5, 19.49264705882353)","(2.1, 2.38, 2.378211920529801)"
07-01-2023 12:21:13.467791,"(4.8, 5.8, 5.7803571428571425)","(10.0, 13.0, 12.710144927536232)","(4.4, 5.6, 5.552380952380952)","(10.0, 12.0, 11.659090909090908)","(18.0, 19.5, 20.970588235294116)","(2.1, 2.38, 2.369830508474576)"
07-01-2023 12:21:14.383855,"(4.8, 5.9, 5.86116504854369)","(10.0, 13.0, 12.619565217391305)","(4.4, 5.5, 5.486486486486487)","(10.0, 12.0, 11.659090909090908)","(18.0, 21.0, 20.932692307692307)","(2.1, 2.38, 2.371641791044776)"
07-01-2023 12:21:15.365245,"(4.8, 5.9, 5.843103448275862)","(10.0, 13.0, 12.619565217391305)","(4.4, 5.5, 5.486486486486487)","(10.0, 12.0, 11.659090909090908)","(18.0, 21.0, 20.932692307692307)","(2.1, 2.38, 2.3743624161073824)"
07-01-2023 12:21:16.344846,"(4.8, 5.9, 5.843103448275862)","(10.0, 13.0, 12.619565217391305)","(4.4, 5.5, 5.490384615384615)","(10.0, 12.0, 11.659090909090908)","(18.0, 21.0, 20.932692307692307)","(2.1, 2.38, 2.371382978723404)"
07-01-2023 12:21:17.266500,"(4.8, 5.9, 5.843103448275862)","(10.0, 13.0, 12.619565217391305)","(4.4, 5.5, 5.490384615384615)","(10.0, 12.0, 11.659090909090908)","(18.0, 21.0, 20.916666666666668)","(2.1, 2.38, 2.36961797752809)"
07-01-2023 12:21:18.166856,"(4.8, 5.9, 5.843103448275862)","(10.0, 13.0, 12.619565217391305)","(4.4, 5.5, 5.490384615384615)","(10.0, 12.0, 11.659090909090908)","(18.0, 21.0, 20.867924528301888)","(2.1, 2.38, 2.36961797752809)"
07-01-2023 12:21:19.189841,"(4.8, 5.9, 5.843103448275862)","(10.0, 13.0, 12.619565217391305)","(4.4, 5.6, 5.550602409638554)","(10.0, 12.0, 11.659090909090908)","(18.0, 21.0, 20.867924528301888)","(2.1, 2.38, 2.366608695652174)"
07-01-2023 12:21:20.185012,"(4.8, 5.9, 5.843103448275862)","(10.0, 13.0, 12.619565217391305)","(4.4, 5.6, 5.482781456953642)","(10.0, 12.0, 11.58433734939759)","(18.0, 21.0, 19.46698113207547)","(2.1, 2.38, 2.364769874476987)"
07-01-2023 12:21:21.122946,"(4.8, 5.9, 5.872950819672131)","(10.0, 13.0, 12.59322033898305)","(4.4, 5.5, 5.482781456953642)","(10.0, 12.0, 11.58433734939759)","(18.0, 19.5, 19.46698113207547)","(2.1, 2.38, 2.364769874476987)"
07-01-2023 12:21:22.151617,"(4.8, 5.9, 5.879508196721312)","(10.0, 13.0, 12.59322033898305)","(4.4, 5.5, 5.482781456953642)","(10.0, 12.0, 11.58433734939759)","(18.0, 19.5, 19.46698113207547)","(2.1, 2.38, 2.365170068027211)"
07-01-2023 12:21:23.115982,"(4.8, 5.9, 5.879508196721312)","(10.0, 13.0, 12.59322033898305)","(4.4, 5.5, 5.482781456953642)","(10.0, 12.0, 11.58433734939759)","(18.0, 19.5, 19.47596153846154)","(2.1, 2.38, 2.3653900709219857)"
07-01-2023 12:21:24.031908,"(4.8, 5.9, 5.887218045112783)","(10.0, 13.0, 12.601851851851851)","(4.4, 5.5, 5.486805555555556)","(10.0, 12.0, 11.557692307692308)","(18.0, 19.5, 19.92156862745098)","(2.1, 2.38, 2.364022988505747)"
07-01-2023 12:21:24.970862,"(4.8, 5.9, 5.877777777777778)","(10.0, 13.0, 12.710843373493976)","(4.4, 5.6, 5.55)","(10.0, 11.5, 11.463541666666666)","(18.0, 20.0, 21.61111111111111)","(2.1, 2.38, 2.3571712158808933)"
07-01-2023 12:21:25.947099,"(4.8, 6.0, 5.92484076433121)","(10.0, 13.0, 12.75)","(4.4, 5.6, 5.596610169491525)","(10.0, 12.0, 11.690298507462687)","(18.0, 22.0, 21.61111111111111)","(2.1, 2.38, 2.3571712158808933)"
07-01-2023 12:21:26.968830,"(4.8, 6.0, 5.92484076433121)","(10.0, 13.0, 12.75)","(4.4, 5.6, 5.596610169491525)","(10.0, 12.0, 11.479274611398964)","(17.0, 22.0, 20.194444444444443)","(2.1, 2.38, 2.35769820971867)"
07-01-2023 12:21:27.929045,"(4.8, 6.0, 5.943455497382199)","(10.0, 13.0, 12.75)","(4.4, 5.6, 5.596296296296296)","(10.0, 11.5, 11.479274611398964)","(17.0, 22.0, 21.893617021276597)","(2.1, 2.38, 2.372988047808765)"
07-01-2023 12:21:28.846226,"(4.8, 6.0, 5.973184357541899)","(10.0, 13.0, 12.6875)","(4.4, 5.6, 5.59047619047619)","(10.0, 12.0, 11.719148936170212)","(17.0, 22.0, 21.872340425531913)","(2.1, 2.38, 2.3494551845342704)"
07-01-2023 12:21:29.791062,"(4.8, 6.0, 5.973184357541899)","(10.0, 13.0, 12.593023255813954)","(4.4, 5.6, 5.5760000000000005)","(10.0, 12.0, 11.473684210526315)","(17.0, 22.0, 19.94736842105263)","(2.1, 2.36, 2.3466666666666667)"
07-01-2023 12:21:30.801423,"(4.8, 5.9, 5.889595375722544)","(10.0, 13.0, 12.564516129032258)","(4.4, 5.7, 5.657534246575342)","(10.0, 11.5, 11.473684210526315)","(17.0, 20.0, 19.94736842105263)","(2.1, 2.36, 2.3466666666666667)"
07-01-2023 12:21:31.796367,"(4.8, 5.9, 5.876)","(10.0, 13.0, 12.564516129032258)","(4.4, 5.7, 5.657534246575342)","(10.0, 11.5, 11.473684210526315)","(17.0, 20.0, 19.94736842105263)","(2.1, 2.36, 2.34720887245841)"
07-01-2023 12:21:32.706623,"(4.8, 5.9, 5.876)","(10.0, 13.0, 12.564516129032258)","(4.4, 5.7, 5.657534246575342)","(10.0, 11.5, 11.473684210526315)","(17.0, 20.0, 19.94736842105263)","(2.1, 2.36, 2.34720887245841)"
07-01-2023 12:21:33.771956,"(4.8, 5.9, 5.878823529411765)","(10.0, 13.0, 12.564516129032258)","(4.4, 5.7, 5.634710743801652)","(10.0, 11.5, 11.424242424242424)","(17.0, 20.0, 19.89108910891089)","(2.1, 2.36, 2.3465436241610735)"
07-01-2023 12:21:34.889157,"(4.8, 5.9, 5.8626168224299064)","(10.0, 13.0, 12.678571428571429)","(4.4, 5.7, 5.634710743801652)","(10.0, 11.5, 11.424242424242424)","(17.0, 20.0, 19.89108910891089)","(2.1, 2.36, 2.3465436241610735)"
07-01-2023 12:21:35.844043,"(4.8, 5.9, 5.8626168224299064)","(10.0, 13.0, 12.678571428571429)","(4.4, 5.7, 5.634710743801652)","(10.0, 11.5, 11.424242424242424)","(17.0, 20.0, 19.89108910891089)","(2.1, 2.36, 2.352420382165605)"
07-01-2023 12:21:36.728268,"(4.8, 5.9, 5.8534883720930235)","(10.0, 13.0, 12.678571428571429)","(4.4, 5.7, 5.6419999999999995)","(10.0, 11.5, 11.424242424242424)","(17.0, 20.0, 19.89108910891089)","(2.1, 2.36, 2.3534072022160664)"
07-01-2023 12:21:37.693545,"(4.8, 5.9, 5.86116504854369)","(10.0, 13.0, 12.678571428571429)","(4.4, 5.7, 5.639252336448598)","(10.0, 11.5, 11.451612903225806)","(17.0, 20.0, 19.92391304347826)","(2.1, 2.36, 2.3542446043165466)"
07-01-2023 12:21:38.707452,"(4.8, 5.9, 5.865277777777778)","(10.0, 13.0, 12.666666666666666)","(4.4, 5.7, 5.628571428571428)","(10.0, 11.5, 11.463414634146341)","(17.0, 20.0, 19.92391304347826)","(2.1, 2.36, 2.3542446043165466)"
07-01-2023 12:21:39.668752,"(4.8, 5.9, 5.865277777777778)","(10.0, 13.0, 12.738636363636363)","(4.4, 5.7, 5.628571428571428)","(10.0, 11.5, 11.463414634146341)","(17.0, 20.0, 19.92391304347826)","(2.1, 2.36, 2.353103448275862)"
07-01-2023 12:21:40.654303,"(4.8, 5.9, 5.865277777777778)","(10.0, 13.0, 12.738636363636363)","(4.4, 5.7, 5.674468085106383)","(10.0, 11.5, 11.479166666666666)","(17.0, 20.0, 20.035714285714285)","(2.1, 2.36, 2.3546252285191955)"
07-01-2023 12:21:41.678063,"(4.8, 6.0, 5.875675675675676)","(10.0, 13.0, 12.73076923076923)","(4.4, 5.7, 5.590909090909091)","(10.0, 11.5, 11.472602739726028)","(17.0, 22.0, 19.95)","(2.1, 2.38, 2.357073170731707)"
07-01-2023 12:21:42.684692,"(4.8, 6.0, 5.918823529411765)","(10.0, 13.0, 12.705479452054794)","(4.4, 5.6, 5.590909090909091)","(10.0, 11.5, 11.475862068965517)","(17.0, 20.0, 19.945205479452056)","(2.1, 2.36, 2.362102102102102)"
07-01-2023 12:21:43.608257,"(4.8, 5.9, 5.861111111111112)","(10.0, 13.0, 12.658333333333333)","(4.4, 5.6, 5.5911949685534585)","(10.0, 11.5, 11.473684210526315)","(17.0, 20.0, 20.75)","(2.1, 2.38, 2.3540589569160995)"
07-01-2023 12:21:44.530573,"(4.8, 6.0, 5.911538461538462)","(10.0, 13.0, 12.583333333333334)","(4.4, 5.7, 5.662011173184358)","(10.0, 11.5, 11.457831325301205)","(17.0, 22.0, 20.75)","(2.1, 2.38, 2.3540589569160995)"
07-01-2023 12:21:45.469603,"(4.8, 6.0, 5.911538461538462)","(10.0, 13.0, 12.583333333333334)","(4.4, 5.7, 5.662011173184358)","(10.0, 11.5, 11.457831325301205)","(17.0, 22.0, 20.75)","(2.1, 2.38, 2.3582062780269055)"
07-01-2023 12:21:46.404200,"(4.8, 6.0, 5.911538461538462)","(10.0, 13.0, 12.583333333333334)","(4.4, 5.7, 5.662011173184358)","(10.0, 11.5, 11.457831325301205)","(17.0, 22.0, 20.75)","(2.1, 2.38, 2.36020366598778)"
07-01-2023 12:21:47.381947,"(4.8, 5.9, 5.833333333333333)","(10.0, 13.0, 12.583333333333334)","(4.4, 5.7, 5.662011173184358)","(10.0, 11.5, 11.457831325301205)","(17.0, 22.0, 20.75)","(2.1, 2.38, 2.3632702237521515)"
07-01-2023 12:21:48.334591,"(4.8, 5.9, 5.833333333333333)","(10.0, 13.0, 12.583333333333334)","(4.4, 5.7, 5.662011173184358)","(10.0, 11.5, 11.452380952380953)","(17.0, 22.0, 21.166666666666668)","(2.1, 2.38, 2.3599410029498524)"
07-01-2023 12:21:49.306660,"(4.8, 5.9, 5.855555555555556)","(10.0, 13.0, 12.583333333333334)","(4.4, 5.7, 5.662011173184358)","(10.0, 11.5, 11.452380952380953)","(17.0, 22.0, 21.166666666666668)","(2.1, 2.38, 2.3599410029498524)"
07-01-2023 12:21:50.267014,"(4.8, 5.9, 5.855555555555556)","(10.0, 13.0, 12.583333333333334)","(4.4, 5.7, 5.661363636363636)","(10.0, 11.5, 11.452380952380953)","(17.0, 22.0, 21.166666666666668)","(2.1, 2.38, 2.3599410029498524)"
07-01-2023 12:21:51.262821,"(4.8, 5.9, 5.855555555555556)","(10.0, 13.0, 12.583333333333334)","(4.4, 5.7, 5.661363636363636)","(10.0, 11.5, 11.452380952380953)","(17.0, 22.0, 21.166666666666668)","(2.1, 2.38, 2.361528662420382)"
07-01-2023 12:21:52.135088,"(4.8, 5.9, 5.855555555555556)","(10.0, 13.0, 12.583333333333334)","(4.4, 5.7, 5.661363636363636)","(10.0, 11.5, 11.452380952380953)","(17.0, 22.0, 21.166666666666668)","(2.1, 2.38, 2.360921052631579)"
07-01-2023 12:21:53.113392,"(4.8, 5.9, 5.855555555555556)","(10.0, 13.0, 12.583333333333334)","(4.4, 5.7, 5.661363636363636)","(10.0, 11.5, 11.452380952380953)","(17.0, 22.0, 21.166666666666668)","(2.1, 2.38, 2.3607843137254902)"
07-01-2023 12:21:54.037886,"(4.8, 5.9, 5.880952380952381)","(10.0, 13.0, 12.583333333333334)","(4.4, 5.7, 5.661363636363636)","(10.0, 11.5, 11.452380952380953)","(17.0, 22.0, 20.725)","(2.1, 2.38, 2.3658986175115206)"
07-01-2023 12:21:54.899591,"(4.8, 5.9, 5.881132075471698)","(10.0, 13.0, 12.778481012658228)","(4.4, 5.8, 5.6)","(10.0, 12.0, 11.601398601398602)","(17.0, 23.0, 20.725)","(2.1, 2.38, 2.3675609756097558)"
07-01-2023 12:21:55.946677,"(4.8, 5.9, 5.885074626865672)","(10.0, 13.0, 12.778481012658228)","(4.4, 5.8, 5.695588235294117)","(10.0, 12.0, 11.601398601398602)","(17.0, 23.0, 22.384615384615387)","(2.1, 2.38, 2.3617241379310343)"
